11417
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Dix-neuvième extrait>,<>,<>
invisibles,invisible,30
/.,/.,P
bientôt,bientôt,60
",",",",p
faisant,faire,13
un,un,71
effort,effort,21
",",",",p
elle,il,51
essaya,essayer,19
",",",",p
mais,mais,82
en,en,81
vain,vain,30
",",",",p
de,de,81
détacher,détacher,14
de,de,81
son,son,73
cou,cou,21
le,le,71
petit,petit,30
crucifix,crucifix,21
;,;,p
elle,il,51
me,je,51
pria,prier,19
de,de,81
le,le,52
dénouer,dénouer,14
moi-même,moi-même,51
",",",",p
et,et,82
elle,il,51
me,je,51
dit,dire,19
:,:,p
quand,quand,83
je,je,51
te,tu,51
parlai,parler,19
pour,pour,81
la,le,71
première,premier,72
fois,fois,22
",",",",p
tu,tu,51
vis,voir,19
cette,ce,74
croix,croix,22
briller,briller,14
à,à,81
la,le,71
lueur,lueur,22
du,de,81
du,le,71
feu,feu,21
sur,sur,81
mon,mon,73
sein,sein,21
;,;,p
c',ce,52
est,être,17
le,le,71
seul,seul,30
bien,bien,21
que,que,52
possède,posséder,17
Atala,Atala,20
/.,/.,P
Lopez,Lopez,20
",",",",p
ton,ton,73
père,père,21
et,et,82
le,le,71
mien,mien,52
",",",",p
l',le,52
envoya,envoyer,19
à,à,81
ma,mon,73
mère,mère,22
",",",",p
peu,peu,60
de,de,81
jours,jour,21
après,après,81
ma,mon,73
naissance,naissance,22
/.,/.,P
reçois,recevoir,17
donc,donc,82
de,de,81
moi,moi,51
cet,ce,74
héritage,héritage,21
",",",",p
ô,oh,93
mon,mon,73
frère,frère,21
",",",",p
conserve,conserver,17
le,le,52
en,en,81
mémoire,mémoire,22
de,de,81
mes,mon,73
malheurs,malheur,21
/.,/.,P
tu,tu,51
auras,avoir,15
recours,recours,21
à,à,81
ce,ce,74
dieu,dieu,21
des,de,81
des,le,71
infortunés,infortuné,30
dans,dans,81
les,le,71
chagrins,chagrin,21
de,de,81
ta,ton,73
vie,vie,22
/.,/.,P
Chactas,Chactas,20
",",",",p
j',je,51
ai,avoir,17
une,un,71
dernière,dernier,30
prière,prière,22
à,à,81
te,tu,51
faire,faire,14
/.,/.,P
ami,ami,21
",",",",p
notre,notre,73
union,union,22
aurait,avoir,16
été,être,12
courte,court,30
sur,sur,81
la,le,71
terre,terre,22
",",",",p
mais,mais,82
il,il,51
est,être,17
après,après,81
cette,ce,74
vie,vie,22
une,un,71
plus,plus,60
longue,long,30
vie,vie,22
/.,/.,P
qu',que,52
il,il,51
serait,être,16
affreux,affreux,30
d',de,81
être,être,14
séparée,séparer,12
de,de,81
toi,toi,51
pour,pour,81
jamais,jamais,60
/!,/!,P
je,je,51
ne,ne,60
fais,faire,17
que,que,83
te,tu,51
devancer,devancer,14
aujourd'hui,aujourd'hui,60
",",",",p
et,et,82
je,je,51
te,tu,51
vais,aller,17
attendre,attendre,14
dans,dans,81
l',le,71
empire,empire,21
céleste,céleste,30
/.,/.,P
si,si,83
tu,tu,51
m',je,51
as,avoir,17
aimée,aimer,12
",",",",p
fais,faire,17
toi,toi,51
instruire,instruire,14
dans,dans,81
la,le,71
religion,religion,22
chrétienne,chrétien,30
",",",",p
qui,qui,52
préparera,préparer,15
notre,notre,73
réunion,réunion,22
/.,/.,P
elle,il,51
fait,faire,17
sous,sous,81
tes,ton,73
yeux,oeil,21
un,un,71
grand,grand,30
miracle,miracle,21
cette,ce,74
religion,religion,22
",",",",p
puisqu',puisque,83
elle,il,51
me,je,51
rend,rendre,17
capable,capable,30
de,de,81
te,tu,51
quitter,quitter,14
",",",",p
sans,sans,81
mourir,mourir,14
dans,dans,81
les,le,71
angoisses,angoisse,22
du,de,81
du,le,71
désespoir,désespoir,21
/.,/.,P
cependant,cependant,82
",",",",p
Chactas,Chactas,20
",",",",p
je,je,51
ne,ne,60
veux,vouloir,17
de,de,81
toi,toi,51
qu',que,83
une,un,71
simple,simple,30
promesse,promesse,22
",",",",p
je,je,51
sais,savoir,17
trop,trop,60
ce,ce,52
qu',que,52
il,il,51
en,en,52
coûte,coûter,17
",",",",p
pour,pour,81
te,tu,51
demander,demander,14
un,un,71
serment,serment,21
/.,/.,P
peut-être,peut-être,60
ce,ce,74
voeu,voeu,21
te,tu,51
séparerait,séparer,16
il,il,51
de,de,81
quelque,quelque,75
femme,femme,22
plus,plus,60
heureuse,heureux,30
que,que,83
moi,moi,51
/…,/…,P
o,oh,93
ma,mon,73
mère,mère,22
",",",",p
pardonne,pardonner,17
à,à,81
ta,ton,73
fille,fille,22
/.,/.,P
o,oh,93
Vierge,Vierge,20
",",",",p
retenez,retenir,17
votre,votre,73
courroux,courroux,21
/.,/.,P
je,je,51
retombe,retomber,17
dans,dans,81
mes,mon,73
faiblesses,faiblesse,22
",",",",p
et,et,82
je,je,51
te,tu,51
dérobe,dérober,17
",",",",p
ô,oh,93
mon,mon,73
dieu,dieu,21
",",",",p
des,de,81
des,le,71
pensées,pensée,22
qui,qui,52
ne,ne,60
devraient,devoir,16
être,être,14
que,que,83
pour,pour,81
toi,toi,51
/!,/!,P
navré,navré,31
de,de,81
douleur,douleur,22
",",",",p
je,je,51
promis,promettre,19
à,à,81
Atala,Atala,20
d',de,81
embrasser,embrasser,14
un,un,71
jour,jour,21
la,le,71
religion,religion,22
chrétienne,chrétien,30
/.,/.,P
à,à,81
ce,ce,74
spectacle,spectacle,21
",",",",p
le,le,71
solitaire,solitaire,21
se,se,51
levant,lever,13
d',de,81
un,un,71
air,air,21
inspiré,inspiré,31
",",",",p
et,et,82
étendant,étendre,13
les,le,71
bras,bras,21
vers,vers,81
la,le,71
voûte,voûte,22
de,de,81
la,le,71
grotte,grotte,22
:,:,p
il,il,51
est,être,17
temps,temps,21
",",",",p
s',se,51
écria,écrier,19
t,t,94
il,il,51
",",",",p
il,il,51
est,être,17
temps,temps,21
d',de,81
appeler,appeler,14
dieu,dieu,21
ici,ici,60
/!,/!,P
à,à,81
peine,peine,22
a,avoir,17
t,t,94
il,il,51
prononcé,prononcer,12
ces,ce,74
mots,mot,21
",",",",p
qu',que,83
une,un,71
force,force,22
surnaturelle,surnaturel,30
me,je,51
contraint,contraindre,17
de,de,81
tomber,tomber,14
à,à,81
genoux,genou,21
",",",",p
et,et,82
m',je,51
incline,incliner,17
la,le,71
tête,tête,22
au,à,81
au,le,71
pied,pied,21
du,de,81
du,le,71
lit,lit,21
d',de,81
Atala,Atala,20
/.,/.,P
le,le,71
prêtre,prêtre,21
ouvre,ouvrir,17
un,un,71
lieu,lieu,21
secret,secret,30
où,où,60
était,être,18
renfermée,renfermer,12
une,un,71
urne,urne,22
d',de,81
or,or,21
",",",",p
couverte,couvert,31
d',de,81
un,un,71
voile,voile,21
de,de,81
soie,soie,22
;,;,p
il,il,51
se,se,51
prosterne,prosterner,17
et,et,82
adore,adorer,17
profondément,profondément,60
/.,/.,P
la,le,71
grotte,grotte,22
parut,paraître,19
soudain,soudain,60
illuminée,illuminé,31
;,;,p
on,on,51
entendit,entendre,19
dans,dans,81
les,le,71
airs,air,21
les,le,71
paroles,parole,22
des,de,81
des,le,71
anges,ange,21
et,et,82
les,le,71
frémissements,frémissement,21
des,de,81
des,le,71
harpes,harpe,22
célestes,céleste,30
;,;,p
et,et,82
lorsque,lorsque,83
le,le,71
solitaire,solitaire,21
tira,tirer,19
le,le,71
vase,vase,21
sacré,sacré,31
de,de,81
son,son,73
tabernacle,tabernacle,21
",",",",p
je,je,51
crus,croire,19
voir,voir,14
dieu,dieu,21
lui-même,lui-même,51
sortir,sortir,14
du,de,81
du,le,71
flanc,flanc,21
de,de,81
la,le,71
montagne,montagne,22
/.,/.,P
le,le,71
prêtre,prêtre,21
ouvrit,ouvrir,19
la,le,71
calice,calice,21
;,;,p
il,il,51
prit,prendre,19
entre,entre,81
ses,son,73
deux,deux,72
doigts,doigt,21
une,un,71
hostie,hostie,22
blanche,blanc,30
comme,comme,83
la,le,71
neige,neige,22
",",",",p
et,et,82
s',se,51
approcha,approcher,19
d',de,81
Atala,Atala,20
",",",",p
en,en,81
prononçant,prononcer,13
des,de,81
des,le,71
mots,mot,21
mystérieux,mystérieux,30
/.,/.,P
cette,ce,74
sainte,sainte,22
avait,avoir,18
les,le,71
yeux,oeil,21
levés,levé,31
au,à,81
au,le,71
ciel,ciel,21
",",",",p
en,en,81
extase,extase,22
/.,/.,P
toutes,tout,75
ses,son,73
douleurs,douleur,22
parurent,paraître,19
suspendues,suspendu,31
",",",",p
toute,tout,75
sa,son,73
vie,vie,22
se,se,51
rassembla,rassembler,19
sur,sur,81
sa,son,73
bouche,bouche,22
;,;,p
ses,son,73
lèvres,lèvre,22
s',se,51
entrouvrirent,entrouvrir,19
",",",",p
et,et,82
vinrent,venir,19
avec,avec,81
respect,respect,21
chercher,chercher,14
le,le,71
dieu,dieu,21
caché,caché,31
sous,sous,81
le,le,71
pain,pain,21
mystique,mystique,30
/.,/.,P
ensuite,ensuite,60
le,le,71
divin,divin,30
vieillard,vieillard,21
trempe,tremper,17
un,un,71
peu,peu,60
de,de,81
coton,coton,21
dans,dans,81
une,un,71
huile,huile,22
consacrée,consacré,31
;,;,p
il,il,51
en,en,52
frotte,frotter,17
les,le,71
tempes,tempe,22
d',de,81
Atala,Atala,20
",",",",p
il,il,51
regarde,regarder,17
un,un,71
moment,moment,21
la,le,71
fille,fille,22
mourante,mourant,30
",",",",p
et,et,82
tout,tout,60
à,à,81
coup,coup,21
ces,ce,74
fortes,fort,30
paroles,parole,22
lui,lui,51
échappent,échapper,17
:,:,p
partez,partir,17
",",",",p
âme,âme,22
chrétienne,chrétien,30
:,:,p
allez,aller,17
rejoindre,rejoindre,14
votre,votre,73
créateur,créateur,21
/!,/!,P
relevant,relever,13
alors,alors,60
ma,mon,73
tête,tête,22
abattue,abattu,31
",",",",p
je,je,51
m',je,51
écriai,écrier,19
",",",",p
en,en,81
regardant,regarder,13
le,le,71
vase,vase,21
où,où,60
était,être,18
l',le,71
huile,huile,22
sainte,saint,30
:,:,p
mon,mon,73
père,père,21
",",",",p
ce,ce,74
remède,remède,21
rendra,rendre,15
t,t,94
il,il,51
la,le,71
vie,vie,22
à,à,81
Atala,Atala,20
/?,/?,P
oui,oui,60
",",",",p
mon,mon,73
fils,fils,21
",",",",p
dit,dire,19
le,le,71
vieillard,vieillard,21
en,en,81
tombant,tomber,13
dans,dans,81
mes,mon,73
bras,bras,21
",",",",p
la,le,71
vie,vie,22
éternelle,éternel,30
/!,/!,P
Atala,Atala,20
venait,venir,18
d',de,81
expirer,expirer,14
/.,/.,P
dans,dans,81
cet,ce,74
endroit,endroit,21
",",",",p
pour,pour,81
la,le,71
seconde,second,72
fois,fois,22
depuis,depuis,81
le,le,71
commencement,commencement,21
de,de,81
son,son,73
récit,récit,21
",",",",p
Chactas,Chactas,20
fut,être,19
obligé,obliger,12
de,de,81
s',se,51
interrompre,interrompre,14
/.,/.,P
ses,son,73
pleurs,pleur,21
l',le,52
inondaient,inonder,18
",",",",p
et,et,82
sa,son,73
voix,voix,22
ne,ne,60
laissait,laisser,18
échapper,échapper,14
que,que,83
des,de,81
des,le,71
mots,mot,21
entrecoupés,entrecoupé,31
/.,/.,P
le,le,71
sachem,sachem,21
aveugle,aveugle,30
ouvrit,ouvrir,19
son,son,73
sein,sein,21
",",",",p
il,il,51
en,en,52
tira,tirer,19
le,le,71
crucifix,crucifix,21
d',de,81
Atala,Atala,20
/.,/.,P
le,le,52
voilà,voilà,81
s',se,51
écria,écrier,19
t,t,94
il,il,51
",",",",p
ce,ce,74
gage,gage,21
de,de,81
l',le,71
adversité,adversité,22
/!,/!,P
o,oh,93
René,René,20
",",",",p
ô,oh,93
mon,mon,73
fils,fils,21
",",",",p
tu,tu,51
le,le,52
vois,voir,17
;,;,p
et,et,82
moi,moi,51
",",",",p
je,je,51
ne,ne,60
le,le,52
vois,voir,17
plus,plus,60
/!,/!,P
dis,dire,17
moi,moi,51
",",",",p
après,après,81
tant,tant,60
d',de,81
années,année,22
",",",",p
l',le,71
or,or,21
n',ne,60
en,en,52
est,être,17
il,il,51
point,point,60
altéré,altérer,12
/?,/?,P
n',ne,60
y,y,52
vois,voir,17
tu,tu,51
point,point,60
la,le,71
trace,trace,22
de,de,81
mes,mon,73
larmes,larme,22
/?,/?,P
pourrais,pouvoir,16
tu,tu,51
reconnaître,reconnaître,14
l',le,71
endroit,endroit,21
qu',que,52
une,un,71
sainte,sainte,22
a,avoir,17
touché,toucher,12
de,de,81
ses,son,73
lèvres,lèvre,22
/?,/?,P
comment,comment,60
Chactas,Chactas,20
n',ne,60
est,être,17
il,il,51
point,point,60
encore,encore,60
chrétien,chrétien,30
/?,/?,P
quelles,quel,75
frivoles,frivole,30
raisons,raison,22
de,de,81
politique,politique,22
et,et,82
de,de,81
partie,partie,22
l',le,52
ont,avoir,17
jusqu',jusque,81
à,à,81
présent,présent,21
retenu,retenir,12
dans,dans,81
les,le,71
erreurs,erreur,22
de,de,81
ses,son,73
pères,père,21
/?,/?,P
non,non,60
",",",",p
je,je,51
ne,ne,60
veux,vouloir,17
pas,pas,60
tarder,tarder,14
plus,plus,60
longtemps,longtemps,60
/.,/.,P
la,le,71
terre,terre,22
me,je,51
crie,crier,17
:,:,p
quand,quand,83
donc,donc,82
descendras,descendre,15
tu,tu,51
dans,dans,81
la,le,71
tombe,tombe,22
",",",",p
et,et,82
qu',que,52
attends,attendre,17
tu,tu,51
pour,pour,81
embrasser,embrasser,14
une,un,71
religion,religion,22
divine,divin,30
?,?,p
o,oh,93
terre,terre,22
",",",",p
vous,vous,51
ne,ne,60
m',je,51
attendrez,attendre,15
pas,pas,60
longtemps,longtemps,60
:,:,p
aussitôt,aussitôt,60
qu',que,83
un,un,71
prêtre,prêtre,21
aura,avoir,15
rajeuni,rajeunir,12
dans,dans,81
l',le,71
onde,onde,22
cette,ce,74
tête,tête,22
blanchie,blanchi,31
par,par,81
les,le,71
chagrins,chagrin,21
",",",",p
j',je,51
espère,espérer,17
me,je,51
réunir,réunir,14
à,à,81
Atala,Atala,20
/…,/…,P
mais,mais,82
achevons,achever,17
ce,ce,52
qui,qui,52
me,je,51
reste,rester,17
à,à,81
conter,conter,14
de,de,81
mon,mon,73
histoire,histoire,22
:,:,p
les,le,71
funérailles,funérailles,22
/.,/.,P
je,je,51
n',ne,60
entreprendrai,entreprendre,15
point,point,60
",",",",p
ô,oh,93
René,René,20
",",",",p
de,de,81
te,tu,51
peindre,peindre,14
aujourd'hui,aujourd'hui,60
le,le,71
désespoir,désespoir,21
qui,qui,52
saisit,saisir,19
mon,mon,73
âme,âme,22
",",",",p
lorsque,lorsque,83
Atala,Atala,20
eut,avoir,19
rendu,rendre,12
le,le,71
dernier,dernier,30
soupir,soupir,21
/.,/.,P
il,il,51
faudrait,falloir,16
avoir,avoir,14
plus,plus,60
de,de,81
chaleur,chaleur,22
qu',que,83
il,il,51
ne,ne,60
m',je,51
en,en,52
reste,rester,17
;,;,p
il,il,51
faudrait,falloir,16
que,que,83
mes,mon,73
yeux,oeil,21
fermés,fermé,31
se,se,51
pussent,pouvoir,18
rouvrir,rouvrir,14
au,à,81
au,le,71
soleil,soleil,21
",",",",p
pour,pour,81
lui,lui,51
demander,demander,14
compte,compte,21
des,de,81
des,le,71
pleurs,pleur,21
qu',que,52
ils,ils,51
versèrent,verser,19
à,à,81
sa,son,73
lumière,lumière,22
/.,/.,P
oui,oui,60
",",",",p
cette,ce,74
lune,lune,22
qui,qui,52
brille,briller,17
à,à,81
présent,présent,21
sur,sur,81
nos,notre,73
têtes,tête,22
se,se,51
lassera,lasser,15
d',de,81
éclairer,éclairer,14
les,le,71
solitudes,solitude,22
du,de,81
du,le,71
Kentucky,Kentucky,20
;,;,p
oui,oui,60
",",",",p
le,le,71
fleuve,fleuve,21
qui,qui,52
porte,porter,17
maintenant,maintenant,60
nos,notre,73
pirogues,pirogue,22
suspendra,suspendre,15
le,le,71
cours,cours,21
de,de,81
ses,son,73
eaux,eau,22
",",",",p
avant,avant,81
que,que,83
mes,mon,73
larmes,larme,22
cessent,cesser,17
de,de,81
couler,couler,14
pour,pour,81
Atala,Atala,20
/!,/!,P
pendant,pendant,81
deux,deux,72
jours,jour,21
entiers,entier,30
",",",",p
je,je,51
fus,être,19
insensible,insensible,30
aux,à,81
aux,le,71
discours,discours,21
de,de,81
l',le,71
ermite,ermite,21
/.,/.,P
en,en,81
essayant,essayer,13
de,de,81
calmer,calmer,14
mes,mon,73
peines,peine,22
",",",",p
cet,ce,74
excellent,excellent,30
homme,homme,21
ne,ne,60
se,se,51
servait,servir,18
point,point,60
des,de,81
des,le,71
vaines,vain,30
raisons,raison,22
de,de,81
la,le,71
terre,terre,22
",",",",p
il,il,51
se,se,51
contentait,contenter,18
de,de,81
me,je,51
dire,dire,14
:,:,p
mon,mon,73
fils,fils,21
",",",",p
c',ce,52
est,être,17
la,le,71
volonté,volonté,22
de,de,81
dieu,dieu,21
",",",",p
et,et,82
il,il,51
me,je,51
pressait,presser,18
dans,dans,81
ses,son,73
bras,bras,21
/.,/.,P
je,je,51
n',ne,60
aurais,avoir,16
jamais,jamais,60
cru,croire,12
qu',que,83
il,il,51
y,y,52
eût,avoir,19
tant,tant,60
de,de,81
consolation,consolation,22
dans,dans,81
ce,ce,74
peu,peu,60
de,de,81
mots,mot,21
du,de,81
du,le,71
chrétien,chrétien,21
résigné,résigné,31
",",",",p
si,si,83
je,je,51
ne,ne,60
l',le,52
avais,avoir,18
éprouvé,éprouver,12
moi-même,moi-même,51
/.,/.,P
la,le,71
tendresse,tendresse,22
",",",",p
l',le,71
onction,onction,22
",",",",p
l',le,71
inaltérable,inaltérable,30
patience,patience,22
du,de,81
du,le,71
vieux,vieux,30
serviteur,serviteur,21
de,de,81
dieu,dieu,21
",",",",p
vainquirent,vaincre,19
enfin,enfin,60
l',le,71
obstination,obstination,22
de,de,81
ma,mon,73
douleur,douleur,22
/.,/.,P
j',je,51
eus,avoir,19
honte,honte,22
des,de,81
des,le,71
larmes,larme,22
que,que,52
je,je,51
lui,lui,51
faisais,faire,18
répandre,répandre,14
/.,/.,P
mon,mon,73
père,père,21
",",",",p
lui,lui,51
dis,dire,19
je,je,51
",",",",p
c',ce,52
en,en,52
est,être,17
trop,trop,60
:,:,p
que,que,52
les,le,71
passions,passion,22
d',de,81
un,un,71
jeune,jeune,30
homme,homme,21
ne,ne,60
troublent,troubler,17
plus,plus,60
la,le,71
paix,paix,22
de,de,81
tes,ton,73
jours,jour,21
/.,/.,P
laisse,laisser,17
moi,moi,51
emporter,emporter,14
les,le,71
restes,reste,21
de,de,81
mon,mon,73
épouse,épouse,22
;,;,p
je,je,51
les,le,52
ensevelirai,ensevelir,15
dans,dans,81
quelque,quelque,75
coin,coin,21
du,de,81
du,le,71
désert,désert,21
",",",",p
et,et,82
si,si,83
je,je,51
suis,être,17
encore,encore,60
condamné,condamner,12
à,à,81
la,le,71
vie,vie,22
",",",",p
je,je,51
tâcherai,tâcher,15
de,de,81
me,je,51
rendre,rendre,14
digne,digne,30
de,de,81
ces,ce,74
noces,noce,22
éternelles,éternel,30
qui,qui,52
m',je,51
ont,avoir,17
été,être,12
promises,promettre,12
par,par,81
Atala,Atala,20
/.,/.,P
à,à,81
ce,ce,74
retour,retour,21
inespéré,inespéré,30
de,de,81
courage,courage,21
",",",",p
le,le,71
bon,bon,30
père,père,21
tressaillit,tressaillir,19
de,de,81
joie,joie,22
;,;,p
il,il,51
s',se,51
écria,écrier,19
:,:,p
o,oh,93
sang,sang,21
de,de,81
Jésus-Christ,Jésus-Christ,20
",",",",p
sang,sang,21
de,de,81
mon,mon,73
divin,divin,30
maître,maître,21
",",",",p
je,je,51
reconnais,reconnaître,17
là,là,60
tes,ton,73
mérites,mérite,21
/!,/!,P
tu,tu,51
sauveras,sauver,15
sans,sans,81
doute,doute,21
ce,ce,74
jeune,jeune,30
homme,homme,21
/.,/.,P
mon,mon,73
dieu,dieu,21
",",",",p
achève,achever,17
ton,ton,73
ouvrage,ouvrage,21
/.,/.,P
rends,rendre,17
la,le,71
paix,paix,22
à,à,81
cette,ce,74
âme,âme,22
troublée,troublé,31
",",",",p
et,et,82
ne,ne,60
lui,lui,51
laisse,laisser,17
de,de,81
ses,son,73
malheurs,malheur,21
",",",",p
que,que,83
d',de,81
humbles,humble,30
et,et,82
utiles,utile,30
souvenirs,souvenir,21
/.,/.,P
le,le,71
juste,juste,21
refusa,refuser,19
de,de,81
m',je,51
abandonner,abandonner,14
le,le,71
corps,corps,21
de,de,81
la,le,71
fille,fille,22
de,de,81
Lopez,Lopez,20
",",",",p
mais,mais,82
il,il,51
me,je,51
proposa,proposer,19
de,de,81
faire,faire,14
venir,venir,14
ses,son,73
néophytes,néophyte,21
",",",",p
et,et,82
de,de,81
l',le,52
enterrer,enterrer,14
avec,avec,81
toute,tout,75
la,le,71
pompe,pompe,22
chrétienne,chrétien,30
;,;,p
je,je,51
m',je,51
y,y,52
refusai,refuser,19
à,à,81
mon,mon,73
tour,tour,21
/.,/.,P
les,le,71
malheurs,malheur,21
et,et,82
les,le,71
vertus,vertu,22
d',de,81
Atala,Atala,20
",",",",p
lui,lui,51
dis,dire,17
je,je,51
",",",",p
ont,avoir,17
été,être,12
inconnus,inconnu,30
des,de,81
des,le,71
hommes,homme,21
;,;,p
que,que,52
sa,son,73
tombe,tombe,22
",",",",p
creusée,creusé,31
furtivement,furtivement,60
par,par,81
nos,notre,73
mains,main,22
",",",",p
partage,partager,17
cette,ce,74
obscurité,obscurité,22
/.,/.,P
nous,nous,51
convînmes,convenir,19
que,que,83
nous,nous,51
partirions,partir,16
le,le,71
lendemain,lendemain,21
au,à,81
au,le,71
lever,lever,21
du,de,81
du,le,71
soleil,soleil,21
pour,pour,81
enterrer,enterrer,14
Atala,Atala,20
sous,sous,81
l',le,71
arche,arche,22
du,de,81
du,le,71
pont,pont,21
naturel,naturel,30
",",",",p
à,à,81
l',le,71
entrée,entrée,22
des,de,81
des,le,71
bocages,bocage,21
de,de,81
la,le,71
mort,mort,22
/.,/.,P
il,il,51
fut,être,19
aussi,aussi,60
résolu,résoudre,12
que,que,83
nous,nous,51
passerions,passer,16
la,le,71
nuit,nuit,22
en,en,81
prières,prière,22
auprès,auprès,60
du,de,81
du,le,71
corps,corps,21
de,de,81
cette,ce,74
sainte,sainte,22
/.,/.,P
vers,vers,81
le,le,71
soir,soir,21
",",",",p
nous,nous,51
transportâmes,transporter,19
ses,son,73
précieux,précieux,30
restes,reste,21
à,à,81
une,un,71
ouverture,ouverture,22
de,de,81
la,le,71
grotte,grotte,22
",",",",p
qui,qui,52
donnait,donner,18
vers,vers,81
le,le,71
nord,nord,21
/.,/.,P
l',le,71
ermite,ermite,21
les,le,52
avait,avoir,18
roulés,rouler,12
dans,dans,81
une,un,71
pièce,pièce,22
de,de,81
lin,lin,21
d',de,81
Europe,Europe,20
",",",",p
filé,filé,31
par,par,81
sa,son,73
mère,mère,22
:,:,p
c',ce,52
était,être,18
le,le,71
seul,seul,30
bien,bien,21
qui,qui,52
lui,lui,51
restât,rester,18
de,de,81
sa,son,73
patrie,patrie,22
",",",",p
et,et,82
depuis,depuis,81
longtemps,longtemps,60
il,il,51
le,le,52
destinait,destiner,18
à,à,81
son,son,73
propre,propre,30
tombeau,tombeau,21
/.,/.,P
Atala,Atala,20
était,être,18
couchée,coucher,12
sur,sur,81
un,un,71
gazon,gazon,21
de,de,81
sensitives,sensitif,30
de,de,81
montagnes,montagne,22
;,;,p
ses,son,73
pieds,pied,21
",",",",p
sa,son,73
tête,tête,22
",",",",p
ses,son,73
épaules,épaule,22
et,et,82
une,un,71
partie,partie,22
de,de,81
son,son,73
sein,sein,21
étaient,être,18
découverts,découvrir,12
/.,/.,P
on,on,51
voyait,voir,18
dans,dans,81
ses,son,73
cheveux,cheveu,21
une,un,71
fleur,fleur,22
de,de,81
magnolia,magnolia,21
fanée,fané,31
…,…,p
celle-là,celui-là,52
même,même,30
que,que,52
j',je,51
avais,avoir,18
déposée,déposer,12
sur,sur,81
le,le,71
lit,lit,21
de,de,81
la,le,71
vierge,vierge,22
",",",",p
pour,pour,81
la,le,52
rendre,rendre,14
féconde,fécond,30
/.,/.,P
ses,son,73
lèvres,lèvre,22
",",",",p
comme,comme,83
un,un,71
bouton,bouton,21
de,de,81
rose,rose,22
cueilli,cueilli,31
depuis,depuis,81
deux,deux,72
matins,matin,21
",",",",p
semblaient,sembler,18
languir,languir,14
et,et,82
sourire,sourire,14
/.,/.,P
dans,dans,81
ses,son,73
joues,joue,22
d',de,81
une,un,71
blancheur,blancheur,22
éclatante,éclatant,30
",",",",p
on,on,51
distinguait,distinguer,18
quelques,quelque,75
veines,veine,22
bleues,bleu,30
/.,/.,P
ses,son,73
beaux,beau,30
yeux,oeil,21
étaient,être,18
fermés,fermer,12
",",",",p
ses,son,73
pieds,pied,21
modestes,modeste,30
étaient,être,18
joints,joindre,12
",",",",p
et,et,82
ses,son,73
mains,main,22
d',de,81
albâtre,albâtre,22
pressaient,presser,18
sur,sur,81
son,son,73
coeur,coeur,21
un,un,71
crucifix,crucifix,21
d',de,81
ébène,ébène,21
;,;,p
le,le,71
scapulaire,scapulaire,21
de,de,81
ses,son,73
voeux,voeu,21
était,être,18
passé,passer,12
à,à,81
son,son,73
cou,cou,21
/.,/.,P
elle,il,51
paraissait,paraître,18
enchantée,enchanté,31
par,par,81
l',le,71
ange,ange,21
de,de,81
la,le,71
mélancolie,mélancolie,22
",",",",p
et,et,82
par,par,81
le,le,71
double,double,30
sommeil,sommeil,21
de,de,81
l',le,71
innocence,innocence,22
et,et,82
de,de,81
la,le,71
tombe,tombe,22
/.,/.,P
je,je,51
n',ne,60
ai,avoir,17
rien,rien,52
vu,voir,12
de,de,81
plus,plus,60
céleste,céleste,30
/.,/.,P
quiconque,quiconque,52
eût,avoir,19
ignoré,ignorer,12
que,que,83
cette,ce,74
jeune,jeune,30
fille,fille,22
avait,avoir,18
joui,jouir,12
de,de,81
la,le,71
lumière,lumière,22
",",",",p
aurait,avoir,16
pu,pouvoir,12
la,le,52
prendre,prendre,14
pour,pour,81
la,le,71
statue,statue,22
de,de,81
la,le,71
virginité,virginité,22
endormie,endormi,31
/.,/.,P
le,le,71
religieux,religieux,21
ne,ne,60
cessa,cesser,19
de,de,81
prier,prier,14
toute,tout,75
la,le,71
nuit,nuit,22
/.,/.,P
j',je,51
étais,être,18
assis,asseoir,12
en,en,81
silence,silence,21
au,à,81
au,le,71
chevet,chevet,21
du,de,81
du,le,71
lit,lit,21
funèbre,funèbre,30
de,de,81
mon,mon,73
Atala,Atala,20
/.,/.,P
que,que,52
de,de,81
fois,fois,22
",",",",p
durant,durant,81
son,son,73
sommeil,sommeil,21
",",",",p
j',je,51
avais,avoir,18
supporté,supporter,12
sur,sur,81
mes,mon,73
genoux,genou,21
cette,ce,74
tête,tête,22
charmante,charmant,30
/!,/!,P
que,que,52
de,de,81
fois,fois,22
je,je,51
m',je,51
étais,être,18
penché,pencher,12
sur,sur,81
elle,il,51
",",",",p
pour,pour,81
entendre,entendre,14
et,et,82
pour,pour,81
respirer,respirer,14
son,son,73
souffle,souffle,21
/!,/!,P
mais,mais,82
à,à,81
présent,présent,21
aucun,aucun,75
bruit,bruit,21
ne,ne,60
sortait,sortir,18
de,de,81
ce,ce,74
sein,sein,21
immobile,immobile,30
",",",",p
et,et,82
c',ce,52
était,être,18
en,en,81
vain,vain,30
que,que,83
j',je,51
attendais,attendre,18
le,le,71
réveil,réveil,21
de,de,81
la,le,71
beauté,beauté,22
/!,/!,P
la,le,71
lune,lune,22
prêta,prêter,19
son,son,73
pâle,pâle,30
flambeau,flambeau,21
à,à,81
cette,ce,74
