11240
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Vingt-neuvième extrait>,<>,<>
entier,entier,30
/.,/.,P
mais,mais,82
si,si,60
déjà,déjà,60
cela,cela,52
est,être,17
terrible,terrible,30
selon,selon,81
les,le,71
seuls,seul,30
calculs,calcul,21
humains,humain,30
",",",",p
comprenez,comprendre,17
ce,ce,52
que,que,52
cela,cela,52
doit,devoir,17
être,être,14
se,se,51
rattachant,rattacher,13
aux,à,81
aux,le,71
formules,formule,22
mystérieuses,mystérieux,30
qui,qui,52
établissent,établir,17
l',le,71
ordre,ordre,21
des,de,81
des,le,71
mondes,monde,21
/.,/.,P
on,on,51
l',le,52
a,avoir,17
dit,dire,12
justement,justement,60
:,:,p
rien,rien,52
n',ne,60
est,être,17
indifférent,indifférent,30
",",",",p
rien,rien,52
n',ne,60
est,être,17
impuissant,impuissant,30
dans,dans,81
l',le,71
univers,univers,21
;,;,p
un,un,71
atome,atome,21
peut,pouvoir,17
tout,tout,52
dissoudre,dissoudre,14
",",",",p
un,un,71
atome,atome,21
peut,pouvoir,17
tout,tout,52
sauver,sauver,14
/.,/.,P
o,oh,93
terreur,terreur,22
!,!,p
voilà,voilà,81
l',le,71
éternelle,éternel,30
distinction,distinction,22
du,de,81
du,le,71
bon,bon,30
et,et,82
du,de,81
du,le,71
mauvais,mauvais,30
/.,/.,P
mon,mon,73
âme,âme,22
est,être,17
elle,il,51
la,le,71
molécule,molécule,22
indestructible,indestructible,30
",",",",p
le,le,71
globule,globule,22
qu',que,52
un,un,71
peu,peu,60
d',de,81
air,air,21
gonfle,gonfler,17
",",",",p
mais,mais,82
qui,qui,52
retrouve,retrouver,17
sa,son,73
place,place,22
dans,dans,81
la,le,71
nature,nature,22
",",",",p
ou,ou,82
ce,ce,74
vide,vide,21
même,même,30
",",",",p
image,image,22
du,de,81
du,le,71
néant,néant,21
qui,qui,52
disparaît,disparaître,17
dans,dans,81
l',le,71
immensité,immensité,22
/?,/?,P
serait,être,16
elle,il,51
encore,encore,60
la,le,71
parcelle,parcelle,22
fatale,fatal,30
destinée,destiné,31
à,à,81
subir,subir,14
",",",",p
sous,sous,81
toutes,tout,75
ses,son,73
transformations,transformation,22
",",",",p
les,le,71
vengeances,vengeance,22
des,de,81
des,le,71
êtres,être,21
puissants,puissant,30
/?,/?,P
je,je,51
me,je,51
vis,voir,19
amené,amené,31
à,à,81
me,je,51
demander,demander,14
compte,compte,21
de,de,81
ma,mon,73
vie,vie,22
",",",",p
et,et,82
même,même,60
de,de,81
mes,mon,73
existences,existence,22
antérieures,antérieur,30
/.,/.,P
en,en,81
me,je,51
prouvant,prouver,13
que,que,83
j',je,51
étais,être,18
bon,bon,30
",",",",p
je,je,51
me,je,51
prouvai,prouver,19
que,que,83
j',je,51
avais,avoir,18
dû,devoir,12
toujours,toujours,60
l',le,52
être,être,14
/.,/.,P
“,“,p
et,et,82
si,si,83
j',je,51
avais,avoir,18
été,être,12
mauvais,mauvais,30
",",",",p
me,je,51
dis,dire,19
je,je,51
",",",",p
ma,mon,73
vie,vie,22
actuelle,actuel,30
ne,ne,60
sera,être,15
t,t,94
elle,il,51
pas,pas,60
une,un,71
suffisante,suffisant,30
expiation,expiation,22
/?,/?,P
cette,ce,74
pensée,pensée,22
me,je,51
rassura,rassurer,19
",",",",p
mais,mais,82
ne,ne,60
m',je,51
ôta,ôter,19
pas,pas,60
la,le,71
crainte,crainte,22
d',de,81
être,être,14
à,à,81
jamais,jamais,60
classé,classer,12
parmi,parmi,81
les,le,71
malheureux,malheureux,21
/.,/.,P
je,je,51
me,je,51
sentais,sentir,18
plongé,plongé,31
dans,dans,81
une,un,71
eau,eau,22
froide,froid,30
",",",",p
et,et,82
une,un,71
eau,eau,22
encore,encore,60
plus,plus,60
froide,froid,30
ruisselait,ruisseler,18
sur,sur,81
mon,mon,73
front,front,21
/.,/.,P
je,je,51
reportai,reporter,19
ma,mon,73
pensée,pensée,22
sur,sur,81
l',le,71
éternelle,éternel,30
Isis,Isis,20
",",",",p
la,le,71
mère,mère,22
et,et,82
l',le,71
épouse,épouse,22
sacrée,sacré,31
;,;,p
toutes,tout,75
mes,mon,73
aspirations,aspiration,22
",",",",p
toutes,tout,75
mes,mon,73
prières,prière,22
se,se,51
confondaient,confondre,18
dans,dans,81
ce,ce,74
nom,nom,21
magique,magique,30
",",",",p
je,je,51
me,je,51
sentais,sentir,18
revivre,revivre,14
en,en,81
elle,il,51
",",",",p
et,et,82
parfois,parfois,60
elle,il,51
m',je,51
apparaissait,apparaître,18
sous,sous,81
la,le,71
figure,figure,22
de,de,81
la,le,71
Vénus,Vénus,20
antique,antique,30
",",",",p
parfois,parfois,60
aussi,aussi,60
sous,sous,81
les,le,71
traits,trait,21
de,de,81
la,le,71
Vierge,Vierge,20
des,de,81
des,le,71
chrétiens,chrétien,21
/.,/.,P
la,le,71
nuit,nuit,22
me,je,51
ramena,ramener,19
plus,plus,60
distinctement,distinctement,60
cette,ce,74
apparition,apparition,22
chérie,chéri,31
",",",",p
et,et,82
pourtant,pourtant,60
je,je,51
me,je,51
disais,dire,18
:,:,p
“,“,p
que,que,52
peut,pouvoir,17
elle,il,51
",",",",p
vaincue,vaincu,31
",",",",p
opprimée,opprimé,31
peut-être,peut-être,60
par,par,81
ses,son,73
propres,propre,30
enfants,enfant,21
/?,/?,P
pâle,pâle,30
et,et,82
déchiré,déchiré,31
",",",",p
le,le,71
croissant,croissant,21
de,de,81
la,le,71
lune,lune,22
s',se,51
amincissait,amincir,18
tous,tout,75
les,le,71
soirs,soir,21
et,et,82
allait,aller,18
bientôt,bientôt,60
disparaître,disparaître,14
;,;,p
peut-être,peut-être,60
ne,ne,60
devrions,devoir,16
nous,nous,51
plus,plus,60
le,le,52
revoir,revoir,14
au,à,81
au,le,71
ciel,ciel,21
/!,/!,P
cependant,cependant,82
il,il,51
me,je,51
semblait,sembler,18
que,que,83
cet,ce,74
astre,astre,21
était,être,18
le,le,71
refuge,refuge,21
de,de,81
toutes,tout,75
les,le,71
âmes,âme,22
soeurs,soeur,22
de,de,81
la,le,71
mienne,mien,52
",",",",p
et,et,82
je,je,51
le,le,52
voyais,voir,18
peuplé,peuplé,31
d',de,81
ombres,ombre,22
plaintives,plaintif,30
destinées,destiné,31
à,à,81
renaître,renaître,14
un,un,71
jour,jour,21
sur,sur,81
la,le,71
terre,terre,22
/…,/…,P
<Page 83 Partie 2 Chapitre 7>,<>,<>
ma,mon,73
chambre,chambre,22
est,être,17
à,à,81
l',le,71
extrémité,extrémité,22
d',de,81
un,un,71
corridor,corridor,21
habité,habité,31
d',de,81
un,un,71
côté,côté,21
par,par,81
les,le,71
fous,fou,21
",",",",p
et,et,82
de,de,81
l',le,71
autre,autre,52
par,par,81
des,de,81
des,le,71
domestiques,domestique,21
de,de,81
la,le,71
maison,maison,22
/.,/.,P
elle,il,51
a,avoir,17
seule,seul,30
le,le,71
privilège,privilège,21
d',de,81
une,un,71
fenêtre,fenêtre,22
percée,percé,31
du,de,81
du,le,71
côté,côté,21
de,de,81
la,le,71
cour,cour,22
",",",",p
plantée,planté,31
d',de,81
arbres,arbre,21
",",",",p
qui,qui,52
sert,servir,17
de,de,81
promenoir,promenoir,21
pendant,pendant,81
la,le,71
journée,journée,22
/.,/.,P
mes,mon,73
regards,regard,21
s',se,51
arrêtent,arrêter,17
avec,avec,81
plaisir,plaisir,21
sur,sur,81
un,un,71
noyer,noyer,21
touffu,touffu,30
et,et,82
sur,sur,81
deux,deux,72
mûriers,mûrier,21
de,de,81
la,le,71
Chine,Chine,20
/.,/.,P
au-dessus,au-dessus,60
",",",",p
l',l',94
on,on,51
aperçoit,apercevoir,17
vaguement,vaguement,60
une,un,71
rue,rue,22
assez,assez,60
fréquentée,fréquenté,31
",",",",p
à,à,81
travers,travers,21
des,de,81
des,le,71
treillages,treillage,21
peints,peint,31
en,en,81
vert,vert,21
/.,/.,P
au,à,81
au,le,71
couchant,couchant,21
",",",",p
l',le,71
horizon,horizon,21
s',se,51
élargit,élargir,17
;,;,p
et,et,82
c',ce,52
est,être,17
comme,comme,83
un,un,71
hameau,hameau,21
aux,à,81
aux,le,71
fenêtres,fenêtre,22
revêtues,revêtu,31
de,de,81
verdure,verdure,22
",",",",p
embarrassées,embarrassé,31
de,de,81
cages,cage,22
",",",",p
de,de,81
loques,loque,22
qui,qui,52
sèchent,sécher,17
",",",",p
et,et,82
d',de,81
où,où,60
l',l',94
on,on,51
voit,voir,17
sortir,sortir,14
par,par,81
instant,instant,21
quelque,quelque,75
profil,profil,21
de,de,81
jeune,jeune,30
ou,ou,82
vieille,vieux,30
ménagère,ménagère,22
",",",",p
quelque,quelque,75
tête,tête,22
rose,rose,30
d',de,81
enfant,enfant,21
/.,/.,P
on,on,51
crie,crier,17
",",",",p
on,on,51
chante,chanter,17
",",",",p
on,on,51
rie,rire,17
aux,à,81
aux,le,71
éclats,éclat,21
;,;,p
c',ce,52
est,être,17
gai,gai,30
ou,ou,82
triste,triste,30
à,à,81
entendre,entendre,14
",",",",p
selon,selon,81
les,le,71
heures,heure,22
et,et,82
selon,selon,81
les,le,71
impressions,impression,22
/.,/.,P
j',je,51
ai,avoir,17
trouvé,trouver,12
là,là,60
tous,tout,75
les,le,71
débris,débris,21
de,de,81
mes,mon,73
diverses,divers,30
fortunes,fortune,22
",",",",p
les,le,71
restes,reste,21
confus,confus,30
de,de,81
plusieurs,plusieurs,75
mobiliers,mobilier,21
dispersés,dispersé,31
ou,ou,82
revendus,revendu,31
depuis,depuis,81
vingt,vingt,72
ans,an,21
/.,/.,P
c',ce,52
est,être,17
un,un,71
capharnaüm,capharnaüm,21
comme,comme,83
celui,celui,52
du,de,81
du,le,71
docteur,docteur,21
Faust,Faust,20
/.,/.,P
une,un,71
table,table,22
antique,antique,30
à,à,81
trépied,trépied,21
aux,à,81
aux,le,71
têtes,tête,22
d',de,81
aigle,aigle,21
",",",",p
une,un,71
console,console,22
soutenue,soutenu,31
par,par,81
un,un,71
sphinx,sphinx,21
ailé,ailé,30
",",",",p
une,un,71
commode,commode,22
du,de,81
du,le,71
dix-septième,dix-septième,72
siècle,siècle,21
",",",",p
une,un,71
bibliothèque,bibliothèque,22
du,de,81
du,le,71
dix-huitième,dix-huitième,72
",",",",p
un,un,71
lit,lit,21
du,de,81
du,le,71
même,même,75
temps,temps,21
",",",",p
dont,dont,52
le,le,71
baldaquin,baldaquin,21
",",",",p
à,à,81
ciel,ciel,21
ovale,ovale,30
",",",",p
est,être,17
revêtu,revêtir,12
de,de,81
lampas,lampas,21
rouge,rouge,30
",",",",p
mais,mais,82
on,on,51
n',ne,60
a,avoir,17
pu,pouvoir,12
dresser,dresser,14
ce,ce,74
dernier,dernier,21
;,;,p
une,un,71
étagère,étagère,22
rustique,rustique,30
chargée,chargé,31
de,de,81
faïences,faïence,22
et,et,82
de,de,81
porcelaines,porcelaine,22
de,de,81
Sèvres,Sèvres,20
",",",",p
assez,assez,60
endommagées,endommagé,31
la,le,71
plupart,plupart,22
;,;,p
un,un,71
narguilé,narguilé,21
rapporté,rapporté,31
de,de,81
Constantinople,Constantinople,20
",",",",p
une,un,71
grande,grand,30
coupe,coupe,22
d',de,81
albâtre,albâtre,22
",",",",p
un,un,71
vase,vase,21
de,de,81
cristal,cristal,21
;,;,p
des,de,81
des,le,71
panneaux,panneau,21
de,de,81
boiseries,boiserie,22
provenant,provenir,13
de,de,81
la,le,71
démolition,démolition,22
d',de,81
une,un,71
vieille,vieux,30
maison,maison,22
que,que,52
j',je,51
avais,avoir,18
habitée,habiter,12
sur,sur,81
l',le,71
emplacement,emplacement,21
du,de,81
du,le,71
Louvre,Louvre,20
",",",",p
et,et,82
couverts,couvert,31
de,de,81
peintures,peinture,22
mythologiques,mythologique,30
exécutées,exécuté,31
par,par,81
des,de,81
des,le,71
amis,ami,21
aujourd'hui,aujourd'hui,60
célèbres,célèbre,30
;,;,p
deux,deux,72
grandes,grand,30
toiles,toile,22
dans,dans,81
le,le,71
goût,goût,21
de,de,81
Prudhon,Prudhon,20
",",",",p
représentant,représenter,13
la,le,71
muse,muse,22
de,de,81
l',le,71
histoire,histoire,22
et,et,82
celle,celui,52
de,de,81
la,le,71
comédie,comédie,22
/.,/.,P
je,je,51
me,je,51
suis,être,17
plu,plaire,12
pendant,pendant,81
quelques,quelque,75
jour,jour,21
à,à,81
ranger,ranger,14
tout,tout,75
cela,cela,52
",",",",p
à,à,81
créer,créer,14
dans,dans,81
la,le,71
mansarde,mansarde,22
étroite,étroit,30
un,un,71
ensemble,ensemble,21
bizarre,bizarre,30
qui,qui,52
tient,tenir,17
du,de,81
du,le,71
palais,palais,21
et,et,82
de,de,81
la,le,71
chaumière,chaumière,22
",",",",p
et,et,82
qui,qui,52
résume,résumer,17
assez,assez,60
bien,bien,60
mon,mon,73
existence,existence,22
errante,errant,30
/.,/.,P
j',je,51
ai,avoir,17
suspendu,suspendre,12
au-dessus,au-dessus,60
de,de,81
mon,mon,73
lit,lit,21
mes,mon,73
vêtements,vêtement,21
arabes,arabe,30
",",",",p
mes,mon,73
deux,deux,72
cachemires,cachemire,21
industriellement,industriellement,60
reprisés,reprisé,31
",",",",p
une,un,71
gourde,gourde,22
de,de,81
pèlerin,pèlerin,21
",",",",p
un,un,71
carnier,carnier,21
de,de,81
chasse,chasse,22
/.,/.,P
au-dessus,au-dessus,60
de,de,81
la,le,71
bibliothèque,bibliothèque,22
s',se,51
étale,étaler,17
un,un,71
vaste,vaste,30
plan,plan,21
du,de,81
du,le,71
Caire,Caire,20
;,;,p
une,un,71
console,console,22
de,de,81
bambou,bambou,21
",",",",p
dressée,dressé,31
à,à,81
mon,mon,73
chevet,chevet,21
",",",",p
supporte,supporter,17
un,un,71
tableau,tableau,21
de,de,81
l',le,71
Inde,Inde,20
vernissé,vernissé,31
où,où,60
je,je,51
puis,pouvoir,17
disposer,disposer,14
mes,mon,73
ustensiles,ustensile,21
de,de,81
toilette,toilette,22
/.,/.,P
j',je,51
ai,avoir,17
retrouvé,retrouver,12
avec,avec,81
joie,joie,22
ces,ce,74
humbles,humble,30
restes,reste,21
de,de,81
mes,mon,73
années,année,22
alternatives,alternatif,30
de,de,81
fortune,fortune,22
et,et,82
de,de,81
misère,misère,22
",",",",p
où,où,60
se,se,51
rattachaient,rattacher,18
les,le,71
souvenirs,souvenir,21
de,de,81
ma,mon,73
vie,vie,22
/.,/.,P
on,on,51
avait,avoir,18
seulement,seulement,60
mis,mettre,12
à,à,81
part,part,22
un,un,71
petit,petit,30
tableau,tableau,21
sur,sur,81
cuivre,cuivre,21
",",",",p
dans,dans,81
le,le,71
goût,goût,21
du,de,81
du,le,71
Corrège,Corrège,20
",",",",p
représentant,représentant,21
Vénus,Vénus,20
et,et,82
l',le,71
amour,amour,21
",",",",p
des,de,81
des,le,71
trumeaux,trumeau,21
de,de,81
chasseresses,chasseresse,22
et,et,82
de,de,81
satyres,satyre,21
",",",",p
et,et,82
une,un,71
flèche,flèche,22
que,que,52
j',je,51
avais,avoir,18
conservée,conserver,12
en,en,81
mémoire,mémoire,22
des,de,81
des,le,71
compagnies,compagnie,22
de,de,81
l',le,71
arc,arc,21
du,de,81
du,le,71
Valois,Valois,20
",",",",p
dont,dont,52
j',je,51
avais,avoir,18
fait,faire,12
partie,partie,22
dans,dans,81
ma,mon,73
jeunesse,jeunesse,22
;,;,p
les,le,71
armes,arme,22
étaient,être,18
vendues,vendre,12
depuis,depuis,81
les,le,71
lois,loi,22
nouvelles,nouveau,30
/.,/.,P
en,en,81
somme,somme,22
",",",",p
je,je,51
retrouvais,retrouver,18
là,là,60
à,à,81
peu,peu,60
près,près,81
tout,tout,52
ce,ce,52
que,que,52
j',je,51
avais,avoir,18
possédé,posséder,12
en,en,81
dernier,dernier,30
lieu,lieu,21
/.,/.,P
mes,mon,73
livres,livre,21
",",",",p
amas,amas,21
bizarre,bizarre,30
de,de,81
la,le,71
science,science,22
de,de,81
tous,tout,75
les,le,71
temps,temps,21
",",",",p
histoire,histoire,22
",",",",p
voyages,voyage,21
",",",",p
religions,religion,22
",",",",p
cabale,cabale,22
",",",",p
astrologie,astrologie,22
",",",",p
à,à,81
réjouir,réjouir,14
les,le,71
ombres,ombre,22
de,de,81
Pic de la Mirandole,Pic de la Mirandole,20
",",",",p
du,de,81
du,le,71
sage,sage,30
Meursius,Meursius,20
et,et,82
de,de,81
Nicolas,Nicolas,20
de,de,81
Cusa,Cusa,20
la,le,71
tour,tour,22
de,de,81
Babel,Babel,20
en,en,81
deux,deux,72
cents,cent,72
volumes,volume,21
",",",",p
-,-,p
on,on,51
m',je,51
avait,avoir,18
laissé,laisser,12
tout,tout,75
cela,cela,52
/!,/!,P
il,il,51
y,y,52
avait,avoir,18
de,de,81
quoi,quoi,52
rendre,rendre,14
fou,fou,30
un,un,71
sage,sage,21
;,;,p
tâchons,tâcher,17
qu',que,83
il,il,51
y,y,52
ait,avoir,17
aussi,aussi,60
de,de,81
quoi,quoi,52
rendre,rendre,14
sage,sage,30
un,un,71
fou,fou,21
/.,/.,P
avec,avec,81
quelles,quel,75
délices,délice,21
j',je,51
ai,avoir,17
pu,pouvoir,12
classer,classer,14
dans,dans,81
mes,mon,73
tiroirs,tiroir,21
l',le,71
amas,amas,21
de,de,81
mes,mon,73
notes,note,22
et,et,82
de,de,81
mes,mon,73
correspondances,correspondance,22
intimes,intime,30
ou,ou,82
publiques,public,30
",",",",p
obscures,obscur,30
ou,ou,82
illustres,illustre,30
",",",",p
comme,comme,83
les,le,52
a,avoir,17
faites,faire,12
le,le,71
hasard,hasard,21
des,de,81
des,le,71
rencontres,rencontre,22
ou,ou,82
des,de,81
des,le,71
pays,pays,21
lointains,lointain,30
que,que,52
j',je,51
ai,avoir,17
parcourus,parcourir,12
/.,/.,P
dans,dans,81
des,de,81
des,le,71
rouleaux,rouleau,21
mieux,mieux,60
enveloppés,enveloppé,31
que,que,83
les,le,71
autres,autre,52
",",",",p
je,je,51
retrouve,retrouver,17
des,de,81
des,le,71
lettres,lettre,22
arabes,arabe,30
",",",",p
des,de,81
des,le,71
reliques,relique,22
du,de,81
du,le,71
Caire,Caire,20
et,et,82
de,de,81
Stamboul,Stamboul,20
/.,/.,P
o,oh,93
bonheur,bonheur,21
!,!,p
ô,oh,93
tristesse,tristesse,22
mortelle,mortel,30
!,!,p
ces,ce,74
caractères,caractère,21
jaunis,jauni,31
",",",",p
ces,ce,74
brouillons,brouillon,21
effacés,effacé,31
",",",",p
ces,ce,74
lettres,lettre,22
à,à,81
demi,demi,30
froissées,froissé,31
",",",",p
c',ce,52
est,être,17
le,le,71
trésor,trésor,21
de,de,81
mon,mon,73
seul,seul,30
amour,amour,21
/…,/…,P
relisons,relire,17
/…,/…,P
bien,bien,60
des,de,81
des,le,71
lettres,lettre,22
manquent,manquer,17
",",",",p
bien,bien,60
d',de,81
autres,autre,52
sont,être,17
déchirées,déchirer,12
ou,ou,82
raturées,raturer,12
;,;,p
voici,voici,81
ce,ce,52
que,que,52
je,je,51
retrouve,retrouver,17
/.,/.,P
une,un,71
nuit,nuit,22
",",",",p
je,je,51
parlais,parler,18
et,et,82
chantais,chanter,18
dans,dans,81
une,un,71
sorte,sorte,22
d',de,81
extase,extase,22
/.,/.,P
un,un,52
des,de,81
des,le,71
servants,servant,21
de,de,81
la,le,71
maison,maison,22
vint,venir,19
me,je,51
chercher,chercher,14
dans,dans,81
ma,mon,73
cellule,cellule,22
et,et,82
me,je,51
fit,faire,19
descendre,descendre,14
à,à,81
une,un,71
chambre,chambre,22
du,de,81
du,le,71
rez-de-chaussée,rez-de-chaussée,21
",",",",p
où,où,60
il,il,51
m',je,51
enferma,enfermer,19
/.,/.,P
je,je,51
continuais,continuer,18
mon,mon,73
rêve,rêve,21
",",",",p
et,et,82
quoique,quoique,83
debout,debout,60
",",",",p
je,je,51
me,je,51
croyais,croire,18
enfermé,enfermé,31
dans,dans,81
une,un,71
sorte,sorte,22
de,de,81
kiosque,kiosque,21
oriental,oriental,30
/.,/.,P
j',je,51
en,en,52
sondai,sonder,19
tous,tout,75
les,le,71
angles,angle,21
et,et,82
je,je,51
vis,voir,19
qu',que,83
il,il,51
était,être,18
octogone,octogone,30
/.,/.,P
un,un,71
divan,divan,21
régnai,régner,19
autour,autour,60
des,de,81
des,le,71
murs,mur,21
",",",",p
et,et,82
il,il,51
me,je,51
semblait,sembler,18
que,que,83
ces,ce,74
derniers,dernier,21
étaient,être,18
formés,former,12
d',de,81
une,un,71
glace,glace,22
épaisse,épais,30
",",",",p
au-delà,au-delà,60
de,de,81
laquelle,lequel,52
je,je,51
voyais,voir,18
briller,briller,14
des,de,81
des,le,71
trésors,trésor,21
",",",",p
des,de,81
des,le,71
châles,châle,21
et,et,82
des,de,81
des,le,71
tapisseries,tapisserie,22
/.,/.,P
un,un,71
paysage,paysage,21
éclairé,éclairé,31
par,par,81
la,le,71
lune,lune,22
m',je,51
apparaissait,apparaître,18
au,à,81
au,le,71
travers,travers,21
des,de,81
des,le,71
treillages,treillage,21
de,de,81
la,le,71
porte,porte,22
",",",",p
et,et,82
il,il,51
me,je,51
semblait,sembler,18
reconnaître,reconnaître,14
la,le,71
figure,figure,22
des,de,81
des,le,71
troncs,tronc,21
d',de,81
arbres,arbre,21
et,et,82
des,de,81
des,le,71
rochers,rocher,21
/.,/.,P
j',je,51
avais,avoir,18
déjà,déjà,60
séjourné,séjourner,12
là,là,60
dans,dans,81
quelque,quelque,75
autre,autre,75
existence,existence,22
",",",",p
et,et,82
je,je,51
croyais,croire,18
reconnaître,reconnaître,14
les,le,71
profondes,profond,30
grottes,grotte,22
d',de,81
Ellorah,Ellorah,20
/.,/.,P
peu,peu,60
à,à,81
peu,peu,60
un,un,71
jour,jour,21
bleuâtre,bleuâtre,30
pénétra,pénétrer,19
dans,dans,81
le,le,71
kiosque,kiosque,21
et,et,82
y,y,52
fit,faire,19
apparaître,apparaître,14
des,de,81
des,le,71
images,image,22
bizarres,bizarre,30
/.,/.,P
je,je,51
crus,croire,19
alors,alors,60
me,je,51
trouver,trouver,14
au,à,81
au,le,71
milieu,milieu,21
d',de,81
un,un,71
vaste,vaste,30
charnier,charnier,21
où,où,60
l',le,71
histoire,histoire,22
universelle,universel,30
était,être,18
écrite,écrire,12
en,en,81
traits,trait,21
de,de,81
sang,sang,21
/.,/.,P
le,le,71
corps,corps,21
d',de,81
une,un,71
femme,femme,22
gigantesque,gigantesque,30
était,être,18
peint,peindre,12
en,en,81
face,face,22
de,de,81
moi,moi,51
",",",",p
seulement,seulement,60
ses,son,73
diverses,divers,30
parties,partie,22
étaient,être,18
tranchées,trancher,12
comme,comme,83
par,par,81
le,le,71
sabre,sabre,21
;,;,p
d',de,81
autres,autre,75
femmes,femme,22
de,de,81
races,race,22
diverses,divers,30
et,et,82
dont,dont,52
les,le,71
corps,corps,21
dominaient,dominer,18
de,de,81
plus,plus,60
en,en,81
plus,plus,60
",",",",p
présentaient,présenter,18
sur,sur,81
les,le,71
autres,autre,75
murs,mur,21
un,un,71
fouillis,fouillis,21
sanglant,sanglant,30
de,de,81
membres,membre,21
et,et,82
de,de,81
têtes,tête,22
",",",",p
depuis,depuis,81
les,le,71
impératrices,impératrice,22
et,et,82
les,le,71
reines,reine,22
jusqu',jusque,81
aux,à,81
aux,le,71
plus,plus,60
humbles,humble,30
paysannes,paysanne,22
/.,/.,P
c',ce,52
était,être,18
l',le,71
histoire,histoire,22
de,de,81
tous,tout,75
les,le,71
crimes,crime,21
",",",",p
et,et,82
il,il,51
suffisait,suffire,18
de,de,81
fixer,fixer,14
les,le,71
yeux,oeil,21
sur,sur,81
tel,tel,52
ou,ou,82
tel,tel,75
point,point,21
pour,pour,81
voir,voir,14
s',se,51
y,y,52
dessiner,dessiner,14
une,un,71
représentation,représentation,22
tragique,tragique,30
/.,/.,P
“,“,p
voilà,voilà,81
",",",",p
me,je,51
disais,dire,18
je,je,51
",",",",p
ce,ce,52
qu',que,52
a,avoir,17
produit,produire,12
la,le,71
puissance,puissance,22
déférée,déféré,31
aux,à,81
aux,le,71
hommes,homme,21
/.,/.,P
ils,ils,51
ont,avoir,17
peu,peu,60
à,à,81
peu,peu,60
détruit,détruire,12
et,et,82
tranché,trancher,12
en,en,81
mille,mille,72
morceaux,morceau,21
le,le,71
type,type,21
éternel,éternel,30
de,de,81
la,le,71
beauté,beauté,22
",",",",p
si,si,60
bien,bien,60
que,que,83
les,le,71
races,race,22
perdent,perdre,17
de,de,81
plus,plus,60
en,en,81
plus,plus,60
en,en,81
force,force,22
et,et,82
perfection,perfection,22
/…,/…,P
et,et,82
je,je,51
voyais,voir,18
",",",",p
en,en,81
effet,effet,21
",",",",p
sur,sur,81
une,un,71
ligne,ligne,22
d',de,81
ombre,ombre,22
qui,qui,52
se,se,51
faufilait,faufiler,18
par,par,81
un,un,52
des,de,81
des,le,71
jours,jour,21
de,de,81
la,le,71
porte,porte,22
",",",",p
la,le,71
génération,génération,22
descendante,descendant,30
des,de,81
des,le,71
races,race,22
de,de,81
l',le,71
avenir,avenir,21
/.,/.,P
je,je,51
fus,être,19
enfin,enfin,60
arraché,arracher,12
à,à,81
cette,ce,74
sombre,sombre,30
contemplation,contemplation,22
/.,/.,P
la,le,71
figure,figure,22
bonne,bon,30
et,et,82
compatissante,compatissant,30
de,de,81
mon,mon,73
excellent,excellent,30
médecin,médecin,21
me,je,51
rendit,rendre,19
au,à,81
au,le,71
monde,monde,21
des,de,81
des,le,71
vivants,vivant,21
/.,/.,P
il,il,51
me,je,51
fit,faire,19
assister,assister,14
à,à,81
un,un,71
spectacle,spectacle,21
qui,qui,52
m',je,51
intéressa,intéresser,19
vivement,vivement,60
/.,/.,P
parmi,parmi,81
les,le,71
malades,malade,21
",",",",p
se,se,51
trouvait,trouver,18
un,un,71
jeune,jeune,30
homme,homme,21
",",",",p
ancien,ancien,30
soldat,soldat,21
d',de,81
Afrique,Afrique,20
",",",",p
qui,qui,52
depuis,depuis,81
six,six,72
semaines,semaine,22
se,se,51
refusait,refuser,18
à,à,81
prendre,prendre,14
de,de,81
la,le,71
nourriture,nourriture,22
/.,/.,P
au,à,81
au,le,71
moyen,moyen,21
d',de,81
un,un,71
long,long,30
tuyau,tuyau,21
de,de,81
caoutchouc,caoutchouc,21
introduit,introduit,31
dans,dans,81
son,son,73
estomac,estomac,21
",",",",p
on,on,51
lui,lui,51
faisait,faire,18
avaler,avaler,14
des,de,81
des,le,71
substances,substance,22
liquides,liquide,30
et,et,82
nutritives,nutritif,30
/.,/.,P
du,de,81
du,le,71
reste,reste,21
",",",",p
il,il,51
ne,ne,60
pouvait,pouvoir,18
ni,ni,82
voir,voir,14
ni,ni,82
parler,parler,14
et,et,82
rien,rien,52
n',ne,60
indiquait,indiquer,18
qu',que,83
il,il,51
put,pouvoir,19
entendre,entendre,14
/.,/.,P
ce,ce,74
spectacle,spectacle,21
m',je,51
impressionna,impressionner,19
vivement,vivement,60
/.,/.,P
abandonné,abandonné,31
jusque,jusque,81
là,là,60
au,à,81
au,le,71
cercle,cercle,21
monotone,monotone,30
de,de,81
mes,mon,73
sensations,sensation,22
ou,ou,82
de,de,81
mes,mon,73
souffrances,souffrance,22
morales,moral,30
",",",",p
je,je,51
rencontrais,rencontrer,18
un,un,71
être,être,21
indéfinissable,indéfinissable,30
",",",",p
taciturne,taciturne,30
et,et,82
patient,patient,30
",",",",p
assis,assis,31
comme,comme,83
un,un,71
sphinx,sphinx,21
aux,à,81
aux,le,71
portes,porte,22
suprêmes,suprême,30
de,de,81
l',le,71
existence,existence,22
/.,/.,P
je,je,51
me,je,51
pris,prendre,19
à,à,81
l',le,52
aimer,aimer,14
à,à,81
cause,cause,22
