11958
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Vingtième extrait>,<>,<>
a,avoir,17
t,t,94
il,il,51
répondu,répondre,12
/?,/?,P
qu',que,52
il,il,51
croyait,croire,18
effectivement,effectivement,60
avoir,avoir,14
eu,avoir,12
",",",",p
dans,dans,81
une,un,71
circonstance,circonstance,22
qu',que,52
il,il,51
ne,ne,60
m',je,51
a,avoir,17
pas,pas,60
dite,dire,12
",",",",p
quelques,quelque,75
torts,tort,21
envers,envers,81
vous,vous,51
",",",",p
mais,mais,82
que,que,83
toute,tout,75
personne,personne,22
qui,qui,52
avait,avoir,18
la,le,71
confiance,confiance,22
de,de,81
l',le,71
armateur,armateur,21
avait,avoir,18
la,le,71
sienne,sien,52
/.,/.,P
-,-,p
l',le,71
hypocrite,hypocrite,21
!,!,p
murmura,murmurer,19
Danglars,Danglars,20
/.,/.,P
-,-,p
pauvre,pauvre,30
Dantès,Dantès,20
!,!,p
dit,dire,19
Caderousse,Caderousse,20
",",",",p
c',ce,52
est,être,17
un,un,71
fait,fait,21
qu',que,83
il,il,51
était,être,18
excellent,excellent,30
garçon,garçon,21
/.,/.,P
-,-,p
oui,oui,60
",",",",p
mais,mais,82
en,en,81
attendant,attendre,13
",",",",p
dit,dire,19
monsieur,monsieur,21
Morrel,Morrel,20
",",",",p
voilà,voilà,81
le,le,71
Pharaon,Pharaon,20
sans,sans,81
capitaine,capitaine,21
/.,/.,P
-,-,p
oh,oh,93
!,!,p
dit,dire,19
Danglars,Danglars,20
",",",",p
il,il,51
faut,falloir,17
espérer,espérer,14
",",",",p
puisque,puisque,83
nous,nous,51
ne,ne,60
pouvons,pouvoir,17
repartir,repartir,14
que,que,83
dans,dans,81
trois,trois,72
mois,mois,21
",",",",p
que,que,83
d',de,81
ici,ici,60
à,à,81
cette,ce,74
époque,époque,22
Dantès,Dantès,20
sera,être,15
mis,mettre,12
en,en,81
liberté,liberté,22
/.,/.,P
-,-,p
sans,sans,81
doute,doute,21
",",",",p
mais,mais,82
jusque-là,jusque-là,81
/?,/?,P
eh,eh,93
bien,bien,60
",",",",p
jusque-là,jusque-là,81
me,je,51
voici,voici,81
",",",",p
monsieur,monsieur,21
Morrel,Morrel,20
",",",",p
dit,dire,19
Danglars,Danglars,20
;,;,p
vous,vous,51
savez,savoir,17
que,que,83
je,je,51
connais,connaître,17
le,le,71
maniement,maniement,21
d',de,81
un,un,71
navire,navire,21
aussi,aussi,60
bien,bien,60
que,que,83
le,le,71
premier,premier,72
capitaine,capitaine,21
au,à,81
au,le,71
long,long,30
cours,cours,21
venu,venu,31
;,;,p
cela,cela,52
vous,vous,51
offrira,offrir,15
même,même,60
un,un,71
avantage,avantage,21
",",",",p
de,de,81
vous,vous,51
servir,servir,14
de,de,81
moi,moi,51
",",",",p
car,car,82
lorsque,lorsque,83
Edmond,Edmond,20
sortira,sortir,15
de,de,81
prison,prison,22
",",",",p
vous,vous,51
n',ne,60
aurez,avoir,15
personne,personne,52
à,à,81
remercier,remercier,14
:,:,p
il,il,51
reprendra,reprendre,15
sa,son,73
place,place,22
et,et,82
moi,moi,51
la,le,71
mienne,mien,52
",",",",p
voilà,voilà,81
tout,tout,52
/.,/.,P
-,-,p
merci,merci,21
",",",",p
Danglars,Danglars,20
",",",",p
dit,dire,19
l',le,71
armateur,armateur,21
;,;,p
voilà,voilà,81
en,en,81
effet,effet,21
qui,qui,52
concilie,concilier,17
tout,tout,52
/.,/.,P
prenez,prendre,17
donc,donc,82
le,le,71
commandement,commandement,21
",",",",p
je,je,51
vous,vous,51
y,y,52
autorise,autoriser,17
",",",",p
et,et,82
surveillez,surveiller,17
le,le,71
débarquement,débarquement,21
:,:,p
il,il,51
ne,ne,60
faut,falloir,17
jamais,jamais,60
",",",",p
quelque,quelque,75
catastrophe,catastrophe,22
qui,qui,52
arrive,arriver,17
aux,à,81
aux,le,71
individus,individu,21
",",",",p
que,que,83
les,le,71
affaires,affaire,22
souffrent,souffrir,17
/.,/.,P
-,-,p
soyez,être,17
tranquille,tranquille,30
",",",",p
monsieur,monsieur,21
;,;,p
mais,mais,82
pourra,pouvoir,15
t,t,94
on,on,51
le,le,52
voir,voir,14
au,à,81
au,le,71
moins,moins,60
",",",",p
ce,ce,74
bon,bon,30
Edmond,Edmond,20
/?,/?,P
je,je,51
vous,vous,51
dirai,dire,15
cela,cela,52
tout,tout,60
à,à,81
l',le,71
heure,heure,22
",",",",p
Danglars,Danglars,20
;,;,p
je,je,51
vais,aller,17
tâcher,tâcher,14
de,de,81
parler,parler,14
à,à,81
monsieur,monsieur,21
de,de,81
Villefort,Villefort,20
et,et,82
d',de,81
intercéder,intercéder,14
prés,pré,21
de,de,81
lui,lui,51
en,en,81
faveur,faveur,22
du,de,81
du,le,71
prisonnier,prisonnier,21
/.,/.,P
je,je,51
sais,savoir,17
bien,bien,60
que,que,83
c',ce,52
est,être,17
un,un,71
royaliste,royaliste,21
enragé,enragé,31
",",",",p
mais,mais,82
",",",",p
que,que,52
diable,diable,21
!,!,p
tout,tout,75
royaliste,royaliste,21
et,et,82
procureur,procureur,21
du,de,81
du,le,71
roi,roi,21
qu',que,52
il,il,51
est,être,17
",",",",p
il,il,51
est,être,17
un,un,71
homme,homme,21
aussi,aussi,60
",",",",p
et,et,82
je,je,51
ne,ne,60
le,le,52
crois,croire,17
pas,pas,60
méchant,méchant,30
/.,/.,P
-,-,p
non,non,60
",",",",p
dit,dire,19
Danglars,Danglars,20
",",",",p
mais,mais,82
j',je,51
ai,avoir,17
entendu,entendre,12
dire,dire,14
qu',que,83
il,il,51
était,être,18
ambitieux,ambitieux,30
",",",",p
et,et,82
cela,cela,52
se,se,51
ressemble,ressembler,17
beaucoup,beaucoup,60
/.,/.,P
-,-,p
enfin,enfin,60
",",",",p
dit,dire,19
monsieur,monsieur,21
Morrel,Morrel,20
avec,avec,81
un,un,71
soupir,soupir,21
",",",",p
nous,nous,51
verrons,voir,15
;,;,p
allez,aller,17
à,à,81
bord,bord,21
",",",",p
je,je,51
vous,vous,51
y,y,52
rejoins,rejoindre,17
/.,/.,P
“,“,p
et,et,82
il,il,51
quitta,quitter,19
les,le,71
deux,deux,72
amis,ami,21
pour,pour,81
prendre,prendre,14
le,le,71
chemin,chemin,21
du,de,81
du,le,71
palais,palais,21
de,de,81
justice,justice,22
/.,/.,P
“,“,p
tu,tu,51
vois,voir,17
",",",",p
dit,dire,19
Danglars,Danglars,20
à,à,81
Caderousse,Caderousse,20
",",",",p
la,le,71
tournure,tournure,22
que,que,52
prend,prendre,17
l',le,71
affaire,affaire,22
/.,/.,P
as,avoir,17
tu,tu,51
encore,encore,60
envie,envie,22
d',de,81
aller,aller,14
soutenir,soutenir,14
Dantès,Dantès,20
maintenant,maintenant,60
/?,/?,P
non,non,60
",",",",p
sans,sans,81
doute,doute,21
;,;,p
mais,mais,82
c',ce,52
est,être,17
cependant,cependant,82
une,un,71
terrible,terrible,30
chose,chose,22
qu',que,83
une,un,71
plaisanterie,plaisanterie,22
qui,qui,52
a,avoir,17
de,de,81
pareilles,pareil,30
suites,suite,22
/.,/.,P
-,-,p
dame,dame,22
!,!,p
qui,qui,52
l',le,52
a,avoir,17
faite,faire,12
?,?,p
ce,ce,52
n',ne,60
est,être,17
ni,ni,82
toi,toi,51
ni,ni,82
moi,moi,51
",",",",p
n',ne,60
est,être,17
ce,ce,52
pas,pas,60
?,?,p
c',ce,52
est,être,17
Fernand,Fernand,20
/.,/.,P
tu,tu,51
sais,savoir,17
bien,bien,60
que,que,83
quant,quand,83
à,à,81
moi,moi,51
j',je,51
ai,avoir,17
jeté,jeter,12
le,le,71
papier,papier,21
dans,dans,81
un,un,71
coin,coin,21
:,:,p
je,je,51
croyais,croire,18
même,même,60
l',le,52
avoir,avoir,14
déchiré,déchirer,12
/.,/.,P
-,-,p
non,non,60
",",",",p
non,non,60
",",",",p
dit,dire,19
Caderousse,Caderousse,20
/.,/.,P
oh,oh,93
!,!,p
quant,quand,83
à,à,81
cela,cela,52
",",",",p
j',je,51
en,en,52
suis,être,17
sûr,sûr,30
;,;,p
je,je,51
le,le,52
vois,voir,17
au,à,81
au,le,71
coin,coin,21
de,de,81
la,le,71
tonnelle,tonnelle,22
",",",",p
tout,tout,60
froissé,froissé,31
",",",",p
tout,tout,60
roulé,roulé,31
",",",",p
et,et,82
je,je,51
voudrais,vouloir,16
même,même,60
bien,bien,60
qu',que,83
il,il,51
fût,être,19
encore,encore,60
où,où,60
je,je,51
le,le,52
vois,voir,17
/!,/!,P
que,que,52
veux,vouloir,17
tu,tu,51
/?,/?,P
Fernand,Fernand,20
l',le,52
aura,avoir,15
ramassé,ramasser,12
",",",",p
Fernand,Fernand,20
l',le,52
aura,avoir,15
copié,copier,12
ou,ou,82
fait,faire,12
copier,copier,14
",",",",p
Fernand,Fernand,20
n',ne,60
aura,avoir,15
peut-être,peut-être,60
même,même,60
pas,pas,60
pris,prendre,12
cette,ce,74
peine,peine,22
;,;,p
et,et,82
",",",",p
j',je,51
y,y,52
pense,penser,17
…,…,p
mon,mon,73
dieu,dieu,21
!,!,p
il,il,51
aura,avoir,15
peut-être,peut-être,60
envoyé,envoyer,12
ma,mon,73
propre,propre,30
lettre,lettre,22
/!,/!,P
heureusement,heureusement,60
que,que,83
j',je,51
avais,avoir,18
déguisé,déguiser,12
mon,mon,73
écriture,écriture,22
/.,/.,P
-,-,p
mais,mais,82
tu,tu,51
savais,savoir,18
donc,donc,82
que,que,83
Dantès,Dantès,20
conspirait,conspirer,18
/?,/?,P
moi,moi,51
",",",",p
je,je,51
ne,ne,60
savais,savoir,18
rien,rien,52
au,à,81
au,le,71
monde,monde,21
/.,/.,P
comme,comme,83
je,je,51
l',le,52
ai,avoir,17
dit,dire,12
",",",",p
j',je,51
ai,avoir,17
cru,croire,12
faire,faire,14
une,un,71
plaisanterie,plaisanterie,22
",",",",p
pas,pas,60
autre,autre,75
chose,chose,22
/.,/.,P
il,il,51
paraît,paraître,17
que,que,83
",",",",p
comme,comme,83
Arlequin,Arlequin,20
",",",",p
j',je,51
ai,avoir,17
dit,dire,12
la,le,71
vérité,vérité,22
en,en,81
riant,rire,13
/.,/.,P
-,-,p
c',ce,52
est,être,17
égal,égal,30
",",",",p
reprit,reprendre,19
Caderousse,Caderousse,20
",",",",p
je,je,51
donnerais,donner,16
bien,bien,60
des,de,81
des,le,71
choses,chose,22
pour,pour,81
que,que,83
toute,tout,75
cette,ce,74
affaire,affaire,22
ne,ne,60
fût,être,19
pas,pas,60
arrivée,arriver,12
",",",",p
ou,ou,82
du,de,81
du,le,71
moins,moins,60
pour,pour,81
n',ne,60
y,y,52
être,être,14
mêlé,mêler,12
en,en,81
rien,rien,52
/.,/.,P
tu,tu,51
verras,voir,15
qu',que,83
elle,il,51
nous,nous,51
portera,porter,15
malheur,malheur,21
",",",",p
Danglars,Danglars,20
/!,/!,P
si,si,83
elle,il,51
doit,devoir,17
porter,porter,14
malheur,malheur,21
à,à,81
quelqu'un,quelqu'un,52
",",",",p
c',ce,52
est,être,17
au,à,81
au,le,71
vrai,vrai,30
coupable,coupable,21
",",",",p
et,et,82
le,le,71
vrai,vrai,30
coupable,coupable,21
c',ce,52
est,être,17
Fernand,Fernand,20
et,et,82
non,non,60
pas,pas,60
nous,nous,51
/.,/.,P
quel,quel,75
malheur,malheur,21
veux,vouloir,17
tu,tu,51
qu',que,83
il,il,51
nous,nous,51
arrive,arriver,17
à,à,81
nous,nous,51
/?,/?,P
nous,nous,51
n',ne,60
avons,avoir,17
qu',que,83
à,à,81
nous,nous,51
tenir,tenir,14
tranquilles,tranquille,30
",",",",p
sans,sans,81
souffler,souffler,14
le,le,71
mot,mot,21
de,de,81
tout,tout,75
cela,cela,52
",",",",p
et,et,82
l',le,71
orage,orage,21
passera,passer,15
sans,sans,81
que,que,83
le,le,71
tonnerre,tonnerre,21
tombe,tomber,17
/.,/.,P
-,-,p
amen,amen,21
!,!,p
dit,dire,19
Caderousse,Caderousse,20
en,en,81
faisant,faire,13
un,un,71
signe,signe,21
d',de,81
adieu,adieu,21
à,à,81
Danglars,Danglars,20
et,et,82
en,en,81
se,se,51
dirigeant,diriger,13
vers,vers,81
les,le,71
allées,allée,22
de,de,81
Meilhan,Meilhan,20
",",",",p
tout,tout,60
en,en,81
secouant,secouer,13
la,le,71
tête,tête,22
et,et,82
en,en,81
se,se,51
parlant,parler,13
à,à,81
lui-même,lui-même,51
",",",",p
comme,comme,83
ont,avoir,17
l',le,71
habitude,habitude,22
de,de,81
faire,faire,14
les,le,71
gens,gens,21
fort,fort,60
préoccupés,préoccupé,31
/.,/.,P
-,-,p
bon,bon,60
!,!,p
dit,dire,19
Danglars,Danglars,20
",",",",p
les,le,71
choses,chose,22
prennent,prendre,17
la,le,71
tournure,tournure,22
que,que,52
j',je,51
avais,avoir,18
prévue,prévoir,12
:,:,p
me,je,51
voilà,voilà,81
capitaine,capitaine,21
par,par,81
intérim,intérim,21
",",",",p
et,et,82
si,si,83
cet,ce,74
imbécile,imbécile,21
de,de,81
Caderousse,Caderousse,20
peut,pouvoir,17
se,se,51
taire,taire,14
",",",",p
capitaine,capitaine,21
tout,tout,60
de,de,81
bon,bon,30
/.,/.,P
il,il,51
n',ne,60
y,y,52
a,avoir,17
donc,donc,82
que,que,83
le,le,71
cas,cas,21
où,où,60
la,le,71
justice,justice,22
relâcherait,relâcher,16
Dantès,Dantès,20
/?,/?,P
oh,oh,93
!,!,p
mais,mais,82
",",",",p
ajouta,ajouter,19
t,t,94
il,il,51
avec,avec,81
un,un,71
sourire,sourire,21
",",",",p
la,le,71
justice,justice,22
est,être,17
la,le,71
justice,justice,22
",",",",p
et,et,82
je,je,51
m',je,51
en,en,52
rapporte,rapporter,17
à,à,81
elle,il,51
/.,/.,P
“,“,p
et,et,82
sur,sur,81
ce,ce,52
",",",",p
il,il,51
sauta,sauter,19
dans,dans,81
une,un,71
barque,barque,22
en,en,81
donnant,donner,13
l',le,71
ordre,ordre,21
au,à,81
au,le,71
batelier,batelier,21
de,de,81
le,le,52
conduire,conduire,14
à,à,81
bord,bord,21
du,de,81
du,le,71
Pharaon,Pharaon,20
",",",",p
où,où,60
l',le,71
armateur,armateur,21
",",",",p
on,on,51
se,se,51
le,le,52
rappelle,rappeler,17
",",",",p
lui,lui,51
avait,avoir,18
donné,donner,12
rendez-vous,rendez-vous,21
/.,/.,P
<Chapitre VI>,<>,<>
le,le,71
substitut,substitut,21
du,de,81
du,le,71
procureur,procureur,21
du,de,81
du,le,71
roi,roi,21
rue,rue,22
du,de,81
du,le,71
grand-Cours,grand-Cours,21
",",",",p
en,en,81
face,face,22
de,de,81
la,le,71
fontaine,fontaine,22
des,de,81
des,le,71
Méduses,Méduses,20
",",",",p
dans,dans,81
une,un,52
de,de,81
ces,ce,74
vieilles,vieux,30
maisons,maison,22
à,à,81
l',le,71
architecture,architecture,22
aristocratique,aristocratique,30
bâties,bâti,31
par,par,81
Puget,Puget,20
",",",",p
on,on,51
célébrait,célébrer,18
aussi,aussi,60
le,le,71
même,même,75
jour,jour,21
",",",",p
à,à,81
la,le,71
même,même,75
heure,heure,22
",",",",p
un,un,71
repas,repas,21
de,de,81
fiançailles,fiançaille,22
/.,/.,P
seulement,seulement,60
",",",",p
au,à,81
au,le,71
lieu,lieu,21
que,que,83
les,le,71
acteurs,acteur,21
de,de,81
cette,ce,74
autre,autre,75
scène,scène,22
fussent,être,18
des,de,81
des,le,71
gens,gens,21
du,de,81
du,le,71
peuple,peuple,21
",",",",p
des,de,81
des,le,71
matelots,matelot,21
et,et,82
des,de,81
des,le,71
soldats,soldat,21
",",",",p
ils,ils,51
appartenaient,appartenir,18
à,à,81
la,le,71
tête,tête,22
de,de,81
la,le,71
société,société,22
marseillaise,marseillais,30
/.,/.,P
c',ce,52
étaient,être,18
d',de,81
anciens,ancien,30
magistrats,magistrat,21
qui,qui,52
avaient,avoir,18
donné,donner,12
la,le,71
démission,démission,22
de,de,81
leur,leur,73
charge,charge,22
sous,sous,81
l',le,71
usurpateur,usurpateur,21
;,;,p
de,de,81
vieux,vieux,30
officiers,officier,21
qui,qui,52
avaient,avoir,18
déserté,déserter,12
nos,notre,73
rangs,rang,21
pour,pour,81
passer,passer,14
dans,dans,81
ceux,celui,52
de,de,81
l',le,71
armée,armée,22
de,de,81
Condé,Condé,20
;,;,p
des,de,81
des,le,71
jeunes,jeune,30
gens,gens,21
élevés,élevé,31
par,par,81
leur,leur,73
famille,famille,22
encore,encore,60
mal,mal,60
rassurée,rassuré,31
sur,sur,81
leur,leur,73
existence,existence,22
",",",",p
malgré,malgré,81
les,le,71
quatre,quatre,72
ou,ou,82
cinq,cinq,72
remplaçants,remplaçant,21
qu',que,52
elle,il,51
avait,avoir,18
payés,payer,12
",",",",p
dans,dans,81
la,le,71
haine,haine,22
de,de,81
cet,ce,74
homme,homme,21
dont,dont,52
cinq,cinq,72
ans,an,21
d',de,81
exil,exil,21
devaient,devoir,18
faire,faire,14
un,un,71
martyr,martyr,21
",",",",p
et,et,82
quinze,quinze,72
ans,an,21
de,de,81
restauration,restauration,22
un,un,71
dieu,dieu,21
/.,/.,P
on,on,51
était,être,18
à,à,81
table,table,22
",",",",p
et,et,82
la,le,71
conversation,conversation,22
roulait,rouler,18
",",",",p
brûlante,brûlant,30
de,de,81
toutes,tout,75
les,le,71
passions,passion,22
",",",",p
les,le,71
passions,passion,22
de,de,81
l',le,71
époque,époque,22
",",",",p
passions,passion,22
d'autant,d'autant,60
plus,plus,60
terribles,terrible,30
",",",",p
vivantes,vivant,30
et,et,82
acharnées,acharné,31
dans,dans,81
le,le,71
Midi,Midi,20
que,que,52
depuis,depuis,81
cinq,cinq,72
cents,cent,72
ans,an,21
les,le,71
haines,haine,22
religieuses,religieux,30
venaient,venir,18
en,en,81
aide,aide,22
aux,à,81
aux,le,71
haines,haine,22
politiques,politique,30
/.,/.,P
l',le,71
empereur,empereur,21
",",",",p
roi,roi,21
de,de,81
l',le,71
île,île,22
d',de,81
Elbe,Elbe,20
après,après,81
avoir,avoir,14
été,être,12
souverain,souverain,30
d',de,81
une,un,71
partie,partie,22
du,de,81
du,le,71
monde,monde,21
",",",",p
régnant,régner,13
sur,sur,81
une,un,71
population,population,22
de,de,81
cinq,cinq,72
à,à,81
six,six,72
mille,mille,72
âmes,âme,22
",",",",p
après,après,81
avoir,avoir,14
entendu,entendre,12
crier,crier,14
:,:,p
vive,vivre,17
Napoléon,Napoléon,20
!,!,p
par,par,81
cent,cent,72
vingt,vingt,72
millions,million,21
de,de,81
sujets,sujet,21
et,et,82
en,en,81
dix,dix,72
langues,langue,22
différentes,différent,30
",",",",p
était,être,18
traité,traiter,12
comme,comme,83
un,un,71
homme,homme,21
perdu,perdu,31
à,à,81
tout,tout,60
jamais,jamais,60
pour,pour,81
la,le,71
France,France,20
et,et,82
pour,pour,81
le,le,71
trône,trône,21
/.,/.,P
les,le,71
magistrats,magistrat,21
relevaient,relever,18
les,le,71
bévues,bévue,22
politiques,politique,30
;,;,p
les,le,71
militaires,militaire,21
parlaient,parler,18
de,de,81
Moscou,Moscou,20
et,et,82
de,de,81
Leipsick,Leipsick,20
;,;,p
les,le,71
femmes,femme,22
",",",",p
de,de,81
son,son,73
divorce,divorce,21
avec,avec,81
Joséphine,Joséphine,20
/.,/.,P
il,il,51
semblait,sembler,18
à,à,81
ce,ce,74
monde,monde,21
royaliste,royaliste,30
",",",",p
tout,tout,60
joyeux,joyeux,30
et,et,82
tout,tout,60
triomphant,triomphant,30
non,non,60
pas,pas,60
de,de,81
la,le,71
chute,chute,22
de,de,81
l',le,71
homme,homme,21
",",",",p
mais,mais,82
de,de,81
l',le,71
anéantissement,anéantissement,21
du,de,81
du,le,71
principe,principe,21
",",",",p
que,que,83
la,le,71
vie,vie,22
recommençait,recommencer,18
pour,pour,81
lui,lui,51
",",",",p
et,et,82
qu',que,83
il,il,51
sortait,sortir,18
d',de,81
un,un,71
rêve,rêve,21
pénible,pénible,30
/.,/.,P
un,un,71
vieillard,vieillard,21
",",",",p
décoré,décoré,31
de,de,81
la,le,71
croix,croix,22
de,de,81
Saint-Louis,Saint-Louis,20
",",",",p
se,se,51
leva,lever,19
et,et,82
proposa,proposer,19
la,le,71
santé,santé,22
du,de,81
du,le,71
roi,roi,21
Louis XVIII,Louis XVIII,20
à,à,81
ses,son,73
convives,convive,21
;,;,p
c',ce,52
était,être,18
le,le,71
marquis,marquis,21
de,de,81
Saint Méran,Saint Méran,20
/.,/.,P
à,à,81
ce,ce,74
toast,toast,21
",",",",p
qui,qui,52
rappelait,rappeler,18
à,à,81
la,le,71
fois,fois,22
l',le,71
exilé,exilé,21
de,de,81
Hartwell,Hartwell,20
et,et,82
le,le,71
roi,roi,21
pacificateur,pacificateur,30
de,de,81
la,le,71
France,France,20
",",",",p
la,le,71
rumeur,rumeur,22
fut,être,19
grande,grand,30
",",",",p
les,le,71
verres,verre,21
se,se,51
levèrent,lever,19
à,à,81
la,le,71
manière,manière,22
anglaise,anglais,30
",",",",p
les,le,71
femmes,femme,22
détachèrent,détacher,19
leurs,leur,73
bouquets,bouquet,21
et,et,82
en,en,52
jonchèrent,joncher,19
la,le,71
nappe,nappe,22
/.,/.,P
ce,ce,52
fut,être,19
un,un,71
enthousiasme,enthousiasme,21
presque,presque,60
poétique,poétique,30
/.,/.,P
“,“,p
ils,ils,51
en,en,52
conviendraient,convenir,16
s',si,83
ils,ils,51
étaient,être,18
là,là,60
",",",",p
dit,dire,12
la,le,71
marquise,marquise,22
de,de,81
Saint Méran,Saint Méran,20
",",",",p
femme,femme,22
à,à,81
l',le,71
oeil,oeil,21
sec,sec,30
",",",",p
aux,à,81
aux,le,71
lèvres,lèvre,22
minces,mince,30
",",",",p
à,à,81
la,le,71
tournure,tournure,22
aristocratique,aristocratique,30
et,et,82
encore,encore,60
élégante,élégant,30
",",",",p
malgré,malgré,81
ses,son,73
cinquante,cinquante,72
ans,an,21
",",",",p
tous,tout,75
ces,ce,74
révolutionnaires,révolutionnaire,21
qui,qui,52
nous,nous,51
ont,avoir,17
chassés,chasser,12
et,et,82
que,que,52
nous,nous,51
laissons,laisser,17
à,à,81
notre,notre,73
tour,tour,21
bien,bien,60
tranquillement,tranquillement,60
conspirer,conspirer,14
dans,dans,81
nos,notre,73
vieux,vieux,30
châteaux,château,21
qu',que,52
ils,ils,51
ont,avoir,17
achetés,acheter,12
pour,pour,81
un,un,71
morceau,morceau,21
de,de,81
pain,pain,21
",",",",p
sous,sous,81
la,le,71
terreur,terreur,22
:,:,p
ils,ils,51
en,en,52
conviendraient,convenir,16
",",",",p
que,que,83
le,le,71
véritable,véritable,30
dévouement,dévouement,21
était,être,18
de,de,81
notre,notre,73
côté,côté,21
",",",",p
puisque,puisque,83
nous,nous,51
nous,nous,51
attachions,attacher,18
à,à,81
la,le,71
monarchie,monarchie,22
croulante,croulant,30
",",",",p
tandis qu',tandis que,83
eux,ils,51
",",",",p
au,à,81
au,le,71
contraire,contraire,21
",",",",p
saluaient,saluer,18
le,le,71
soleil,soleil,21
levant,levant,30
et,et,82
faisaient,faire,18
leur,leur,73
fortune,fortune,22
",",",",p
pendant,pendant,81
que,que,83
",",",",p
nous,nous,51
",",",",p
nous,nous,51
perdions,perdre,17
la,le,71
nôtre,nôtre,52
;,;,p
ils,ils,51
en,en,52
conviendraient,convenir,16
que,que,83
notre,notre,73
roi,roi,21
",",",",p
à,à,81
nous,nous,51
",",",",p
était,être,18
bien,bien,60
véritablement,véritablement,60
Louis,Louis,20
le,le,71
bien,bien,60
Aimé,Aimé,20
",",",",p
tandis que,tandis que,83
leur,leur,73
usurpateur,usurpateur,21
",",",",p
à,à,81
eux,ils,51
",",",",p
n',ne,60
a,avoir,17
jamais,jamais,60
été,être,12
que,que,83
Napoléon,Napoléon,20
le,le,71
maudit,maudit,21
;,;,p
n',ne,60
est,être,17
ce,ce,52
pas,pas,60
de,de,81
Villefort,Villefort,20
/?,/?,P
vous,vous,51
dites,dire,17
",",",",p
madame,madame,22
la,le,71
marquise,marquise,22
?,?,p
/…,/…,P
pardonnez,pardonner,17
moi,moi,51
",",",",p
je,je,51
n',ne,60
étais,être,18
pas,pas,60
à,à,81
la,le,71
conversation,conversation,22
/.,/.,P
-,-,p
eh,eh,93
!,!,p
laissez,laisser,17
ces,ce,74
enfants,enfant,21
",",",",p
marquise,marquise,22
",",",",p
reprit,reprendre,19
le,le,71
vieillard,vieillard,21
qui,qui,52
avait,avoir,18
porté,porter,12
le,le,71
toast,toast,21
;,;,p
ces,ce,74
enfants,enfant,21
vont,aller,17
s',se,51
épouser,épouser,14
",",",",p
et,et,82
tout,tout,60
naturellement,naturellement,60
ils,ils,51
ont,avoir,17
à,à,81
parler,parler,14
d',de,81
autre,autre,75
chose,chose,22
que,que,83
de,de,81
politique,politique,30
/.,/.,P
-,-,p
je,je,51
vous,vous,51
demande,demander,17
pardon,pardon,21
",",",",p
ma,mon,73
mère,mère,22
",",",",p
dit,dire,19
une,un,71
jeune,jeune,30
et,et,82
belle,beau,30
personne,personne,22
aux,à,81
aux,le,71
blonds,blond,30
cheveux,cheveu,21
",",",",p
à,à,81
l',le,71
oeil,oeil,21
de,de,81
velours,velours,21
nageant,nager,13
dans,dans,81
un,un,71
fluide,fluide,21
nacré,nacré,31
;,;,p
je,je,51
vous,vous,51
rends,rendre,17
monsieur,monsieur,21
de,de,81
Villefort,Villefort,20
",",",",p
que,que,52
j',je,51
avais,avoir,18
accaparé,accaparer,12
pour,pour,81
un,un,71
instant,instant,21
/.,/.,P
monsieur,monsieur,21
de,de,81
Villefort,Villefort,20
",",",",p
ma,mon,73
mère,mère,22
vous,vous,51
parle,parler,17
/.,/.,P
-,-,p
je,je,51
me,je,51
tiens,tenir,17
prêt,prêt,30
à,à,81
répondre,répondre,14
à,à,81
madame,madame,22
",",",",p
si,si,83
elle,il,51
veut,vouloir,17
bien,bien,60
renouveler,renouveler,14
sa,son,73
question,question,22
que,que,52
j',je,51
ai,avoir,17
mal,mal,60
entendue,entendre,12
",",",",p
dit,dire,19
monsieur,monsieur,21
de,de,81
Villefort,Villefort,20
/.,/.,P
-,-,p
on,on,51
vous,vous,51
pardonne,pardonner,17
",",",",p
Renée,Renée,20
",",",",p
dit,dire,19
la,le,71
marquise,marquise,22
avec,avec,81
un,un,71
sourire,sourire,21
de,de,81
tendresse,tendresse,22
qu',que,52
on,on,51
était,être,18
étonné,étonner,12
de,de,81
voir,voir,14
fleurir,fleurir,14
sur,sur,81
cette,ce,74
sèche,sec,30
figure,figure,22
;,;,p
mais,mais,82
le,le,71
coeur,coeur,21
de,de,81
la,le,71
femme,femme,22
est,être,17
ainsi,ainsi,60
fait,faire,12
",",",",p
que,que,83
si,si,60
aride,aride,30
qu',que,83
il,il,51
devienne,devenir,17
au,à,81
au,le,71
souffle,souffle,21
des,de,81
des,le,71
préjugés,préjugé,21
et,et,82
aux,à,81
aux,le,71
exigences,exigence,22
de,de,81
l',le,71
étiquette,étiquette,22
",",",",p
il,il,51
y,y,52
a,avoir,17
toujours,toujours,60
un,un,71
coin,coin,21
fertile,fertile,30
et,et,82
riant,riant,30
:,:,p
c',ce,52
est,être,17
celui,celui,52
que,que,52
dieu,dieu,21
a,avoir,17
consacré,consacrer,12
à,à,81
l',le,71
amour,amour,21
maternel,maternel,30
/.,/.,P
on,on,51
vous,vous,51
pardonne,pardonner,17
/…,/…,P
maintenant,maintenant,60
je,je,51
disais,dire,18
",",",",p
Villefort,Villefort,20
",",",",p
que,que,83
les,le,71
bonapartistes,bonapartiste,21
n',ne,60
avaient,avoir,18
ni,ni,82
notre,notre,73
conviction,conviction,22
",",",",p
ni,ni,82
