11942
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingt-dix-huitième extrait>,<>,<>
là-haut,là-haut,60
",",",",p
à,à,81
l',le,71
entrée,entrée,22
du,de,81
du,le,71
coron,coron,21
/.,/.,P
peut-être,peut-être,60
était,être,18
ce,ce,52
plutôt,plutôt,60
un,un,71
vent,vent,21
de,de,81
révolte,révolte,22
",",",",p
qui,qui,52
venait,venir,18
du,de,81
du,le,71
Voreux,Voreux,20
/.,/.,P
il,il,51
ne,ne,60
savait,savoir,18
pas,pas,60
",",",",p
il,il,51
voulait,vouloir,18
redescendre,redescendre,14
dans,dans,81
la,le,71
mine,mine,22
pour,pour,81
souffrir,souffrir,14
et,et,82
se,se,51
battre,battre,14
",",",",p
il,il,51
songeait,songer,18
violemment,violemment,60
à,à,81
ces,ce,74
gens,gens,21
dont,dont,52
parlait,parler,18
Bonnemort,Bonnemort,20
",",",",p
à,à,81
ce,ce,74
dieu,dieu,21
repu,repu,31
et,et,82
accroupi,accroupi,31
",",",",p
auquel,à,81
auquel,lequel,52
dix,dix,72
mille,mille,72
affamés,affamé,31
donnaient,donner,18
leur,leur,73
chair,chair,22
",",",",p
sans,sans,81
le,le,52
connaître,connaître,14
/.,/.,P
<DEUXIEME PARTIE - II - I>,<>,<>
la,le,71
propriété,propriété,22
des,de,81
des,le,71
Grégoire,Grégoire,20
",",",",p
la,le,71
Piolaine,Piolaine,20
",",",",p
se,se,51
trouvait,trouver,18
à,à,81
deux,deux,72
kilomètres,kilomètre,21
de,de,81
Montsou,Montsou,20
",",",",p
vers,vers,81
l',le,71
est,est,21
",",",",p
sur,sur,81
la,le,71
route,route,22
de,de,81
Joiselle,Joiselle,20
/.,/.,P
c',ce,52
était,être,18
une,un,71
grande,grand,30
maison,maison,22
carrée,carré,31
",",",",p
sans,sans,81
style,style,21
",",",",p
bâtie,bâti,31
au,à,81
au,le,71
commencement,commencement,21
du,de,81
du,le,71
siècle,siècle,21
dernier,dernier,30
/.,/.,P
des,de,81
des,le,71
vastes,vaste,30
terres,terre,22
qui,qui,52
en,en,52
dépendaient,dépendre,18
d'abord,d'abord,60
",",",",p
il,il,51
ne,ne,60
restait,rester,18
qu',que,83
une,un,71
trentaine,trentaine,22
d',de,81
hectares,hectare,21
",",",",p
clos,clos,31
de,de,81
murs,mur,21
",",",",p
d',de,81
un,un,71
facile,facile,30
entretien,entretien,21
/.,/.,P
on,on,51
citait,citer,18
surtout,surtout,60
le,le,71
verger,verger,21
et,et,82
le,le,71
potager,potager,21
",",",",p
célèbres,célèbre,30
par,par,81
leurs,leur,73
fruits,fruit,21
et,et,82
leurs,leur,73
légumes,légume,21
",",",",p
les,le,71
plus,plus,60
beaux,beau,30
du,de,81
du,le,71
pays,pays,21
/.,/.,P
d',de,81
ailleurs,ailleurs,60
",",",",p
le,le,71
parc,parc,21
manquait,manquer,18
",",",",p
un,un,71
petit,petit,30
bois,bois,21
en,en,52
tenait,tenir,18
lieu,lieu,21
/.,/.,P
l',le,71
avenue,avenue,22
de,de,81
vieux,vieux,30
tilleuls,tilleul,21
",",",",p
une,un,71
voûte,voûte,22
de,de,81
feuillage,feuillage,21
de,de,81
trois,trois,72
cents,cent,72
mètres,mètre,21
",",",",p
plantée,planté,31
de,de,81
la,le,71
grille,grille,22
au,à,81
au,le,71
perron,perron,21
",",",",p
était,être,18
une,un,52
des,de,81
des,le,71
curiosités,curiosité,22
de,de,81
cette,ce,74
plaine,plaine,22
rase,ras,30
",",",",p
où,où,60
l',l',94
on,on,51
comptait,compter,18
les,le,71
grands,grand,30
arbres,arbre,21
",",",",p
de,de,81
Marchiennes,Marchiennes,20
à,à,81
Beaugnies,Beaugnies,20
/.,/.,P
ce,ce,74
matin,matin,21
là,là,60
",",",",p
les,le,71
Grégoire,Grégoire,20
s',se,51
étaient,être,18
levés,lever,12
à,à,81
huit,huit,72
heures,heure,22
/.,/.,P
d',de,81
habitude,habitude,22
",",",",p
ils,ils,51
ne,ne,60
bougeaient,bouger,18
guère,guère,60
qu',que,83
une,un,71
heure,heure,22
plus,plus,60
tard,tard,60
",",",",p
dormant,dormir,13
beaucoup,beaucoup,60
",",",",p
avec,avec,81
passion,passion,22
;,;,p
mais,mais,82
la,le,71
tempête,tempête,22
de,de,81
la,le,71
nuit,nuit,22
les,le,52
avait,avoir,18
énervés,énerver,12
/.,/.,P
et,et,82
",",",",p
pendant,pendant,81
que,que,83
son,son,73
mari,mari,21
était,être,18
allé,aller,12
voir,voir,14
tout,tout,60
de,de,81
suite,suite,22
si,si,83
le,le,71
vent,vent,21
n',ne,60
avait,avoir,18
pas,pas,60
fait,faire,12
de,de,81
dégâts,dégât,21
",",",",p
madame,madame,22
Grégoire,Grégoire,20
venait,venir,18
de,de,81
descendre,descendre,14
à,à,81
la,le,71
cuisine,cuisine,22
",",",",p
en,en,81
pantoufles,pantoufle,22
et,et,82
en,en,81
peignoir,peignoir,21
de,de,81
flanelle,flanelle,22
/.,/.,P
courte,court,30
",",",",p
grasse,gras,30
",",",",p
âgée,âgé,30
déjà,déjà,60
de,de,81
cinquante,cinquante,72
huit,huit,72
ans,an,21
",",",",p
elle,il,51
gardait,garder,18
une,un,71
grosse,gros,30
figure,figure,22
poupine,poupin,30
et,et,82
étonnée,étonné,31
",",",",p
sous,sous,81
la,le,71
blancheur,blancheur,22
éclatante,éclatant,30
de,de,81
ses,son,73
cheveux,cheveu,21
/.,/.,P
-,-,p
Mélanie,Mélanie,20
",",",",p
dit,dire,19
elle,il,51
à,à,81
la,le,71
cuisinière,cuisinière,22
",",",",p
si,si,83
vous,vous,51
faisiez,faire,18
la,le,71
brioche,brioche,22
ce,ce,74
matin,matin,21
",",",",p
puisque,puisque,83
la,le,71
pâte,pâte,22
est,être,17
prête,prêt,30
/.,/.,P
mademoiselle,mademoiselle,22
ne,ne,60
se,se,51
lèvera,lever,15
pas,pas,60
avant,avant,81
une,un,71
demi-heure,demi-heure,22
",",",",p
et,et,82
elle,il,51
en,en,52
mangerait,manger,16
avec,avec,81
son,son,73
chocolat,chocolat,21
/…,/…,P
hein,hein,93
!,!,p
ce,ce,52
serait,être,16
une,un,71
surprise,surprise,22
/.,/.,P
la,le,71
cuisinière,cuisinière,22
",",",",p
vieille,vieux,30
femme,femme,22
maigre,maigre,30
qui,qui,52
les,le,52
servait,servir,18
depuis,depuis,81
trente,trente,72
ans,an,21
",",",",p
se,se,51
mit,mettre,19
à,à,81
rire,rire,14
/.,/.,P
-,-,p
ça,ça,52
",",",",p
c',ce,52
est,être,17
vrai,vrai,30
",",",",p
la,le,71
surprise,surprise,22
serait,être,16
fameuse,fameux,30
/…,/…,P
mon,mon,73
fourneau,fourneau,21
est,être,17
allumé,allumer,12
",",",",p
le,le,71
four,four,21
doit,devoir,17
être,être,14
chaud,chaud,30
;,;,p
et,et,82
puis,puis,60
",",",",p
Honorine,Honorine,20
va,aller,17
m',je,51
aider,aider,14
un,un,71
peu,peu,60
/.,/.,P
Honorine,Honorine,20
",",",",p
une,un,71
fille,fille,22
d',de,81
une,un,71
vingtaine,vingtaine,22
d',de,81
années,année,22
",",",",p
recueillie,recueilli,31
enfant,enfant,21
et,et,82
élevée,élevé,31
à,à,81
la,le,71
maison,maison,22
",",",",p
servait,servir,18
maintenant,maintenant,60
de,de,81
femme,femme,22
de,de,81
chambre,chambre,22
/.,/.,P
pour,pour,81
tout,tout,75
personnel,personnel,21
",",",",p
outre,outre,81
ces,ce,74
deux,deux,72
femmes,femme,22
",",",",p
il,il,51
n',ne,60
y,y,52
avait,avoir,18
que,que,83
le,le,71
cocher,cocher,21
",",",",p
Francis,Francis,20
",",",",p
chargé,charger,12
des,de,81
des,le,71
gros,gros,30
ouvrages,ouvrage,21
/.,/.,P
un,un,71
jardinier,jardinier,21
et,et,82
une,un,71
jardinière,jardinière,22
s',se,51
occupaient,occuper,18
des,de,81
des,le,71
légumes,légume,21
",",",",p
des,de,81
des,le,71
fruits,fruit,21
",",",",p
des,de,81
des,le,71
fleurs,fleur,22
et,et,82
de,de,81
la,le,71
basse-cour,basse-cour,22
/.,/.,P
et,et,82
",",",",p
comme,comme,83
le,le,71
service,service,21
était,être,18
patriarcal,patriarcal,30
",",",",p
d',de,81
une,un,71
douceur,douceur,22
familière,familier,30
",",",",p
ce,ce,74
petit,petit,30
monde,monde,21
vivait,vivre,18
en,en,81
bonne,bon,30
amitié,amitié,22
/.,/.,P
madame,madame,22
Grégoire,Grégoire,20
",",",",p
qui,qui,52
avait,avoir,18
médité,méditer,12
dans,dans,81
son,son,73
lit,lit,21
la,le,71
surprise,surprise,22
de,de,81
la,le,71
brioche,brioche,22
",",",",p
resta,rester,19
pour,pour,81
voir,voir,14
mettre,mettre,14
la,le,71
pâte,pâte,22
au,à,81
au,le,71
four,four,21
/.,/.,P
la,le,71
cuisine,cuisine,22
était,être,18
immense,immense,30
",",",",p
et,et,82
on,on,51
la,le,52
devinait,deviner,18
la,le,71
pièce,pièce,22
importante,important,30
",",",",p
à,à,81
sa,son,73
propreté,propreté,22
extrême,extrême,30
",",",",p
à,à,81
l',le,71
arsenal,arsenal,21
des,de,81
des,le,71
casseroles,casserole,22
",",",",p
des,de,81
des,le,71
ustensiles,ustensile,21
",",",",p
des,de,81
des,le,71
pots,pot,21
qui,qui,52
l',le,52
emplissaient,emplir,18
/.,/.,P
cela,cela,52
sentait,sentir,18
bon,bon,60
la,le,71
bonne,bon,30
nourriture,nourriture,22
/.,/.,P
des,de,81
des,le,71
provisions,provision,22
débordaient,déborder,18
des,de,81
des,le,71
râteliers,râtelier,21
et,et,82
des,de,81
des,le,71
armoires,armoire,22
/.,/.,P
-,-,p
et,et,82
qu',que,52
elle,il,51
soit,être,17
bien,bien,60
dorée,dorer,12
",",",",p
n',ne,60
est,être,17
ce,ce,52
pas,pas,60
?,?,p
recommanda,recommander,19
madame,madame,22
Grégoire,Grégoire,20
en,en,81
passant,passer,13
dans,dans,81
la,le,71
salle,salle,22
à,à,81
manger,manger,14
/.,/.,P
malgré,malgré,81
le,le,71
calorifère,calorifère,21
qui,qui,52
chauffait,chauffer,18
toute,tout,75
la,le,71
maison,maison,22
",",",",p
un,un,71
feu,feu,21
de,de,81
houille,houille,22
égayait,égayer,18
cette,ce,74
salle,salle,22
/.,/.,P
du,de,81
du,le,71
reste,reste,21
",",",",p
il,il,51
n',ne,60
y,y,52
avait,avoir,18
aucun,aucun,75
luxe,luxe,21
:,:,p
la,le,71
grande,grand,30
table,table,22
",",",",p
les,le,71
chaises,chaise,22
",",",",p
un,un,71
buffet,buffet,21
d',de,81
acajou,acajou,21
;,;,p
et,et,82
",",",",p
seuls,seul,30
",",",",p
deux,deux,72
fauteuils,fauteuil,21
profonds,profond,30
trahissaient,trahir,18
l',le,71
amour,amour,21
du,de,81
du,le,71
bien-être,bien-être,21
",",",",p
les,le,71
longues,long,30
digestions,digestion,22
heureuses,heureux,30
/.,/.,P
on,on,51
n',ne,60
allait,aller,18
jamais,jamais,60
au,à,81
au,le,71
salon,salon,21
",",",",p
on,on,51
demeurait,demeurer,18
là,là,60
",",",",p
en,en,81
famille,famille,22
/.,/.,P
justement,justement,60
",",",",p
monsieur,monsieur,21
Grégoire,Grégoire,20
rentrait,rentrer,18
",",",",p
vêtu,vêtu,31
d',de,81
un,un,71
gros,gros,30
veston,veston,21
de,de,81
futaine,futaine,22
",",",",p
rose,rose,30
lui,lui,51
aussi,aussi,60
pour,pour,81
ses,son,73
soixante,soixante,72
ans,an,21
",",",",p
avec,avec,81
de,de,81
grands,grand,30
traits,trait,21
honnêtes,honnête,30
et,et,82
bons,bon,30
",",",",p
dans,dans,81
la,le,71
neige,neige,22
de,de,81
ses,son,73
cheveux,cheveu,21
bouclés,bouclé,31
/.,/.,P
il,il,51
avait,avoir,18
vu,voir,12
le,le,52
cocher,cocher,14
et,et,82
le,le,71
jardinier,jardinier,21
:,:,p
aucun,aucun,75
dégât,dégât,21
important,important,30
",",",",p
rien,rien,52
qu',que,83
un,un,71
tuyau,tuyau,21
de,de,81
cheminée,cheminée,22
abattu,abattu,31
/.,/.,P
chaque,chaque,75
matin,matin,21
",",",",p
il,il,51
aimait,aimer,18
à,à,81
donner,donner,14
un,un,71
coup,coup,21
d',de,81
oeil,oeil,21
à,à,81
la,le,71
Piolaine,Piolaine,20
",",",",p
qui,qui,52
n',ne,60
était,être,18
pas,pas,60
assez,assez,60
grande,grand,30
pour,pour,81
lui,lui,51
causer,causer,14
des,de,81
des,le,71
soucis,souci,21
",",",",p
et,et,82
dont,dont,52
il,il,51
tirait,tirer,18
tous,tout,75
les,le,71
bonheurs,bonheur,21
du,de,81
du,le,71
propriétaire,propriétaire,21
/.,/.,P
-,-,p
et,et,82
Cécile,Cécile,20
?,?,p
demanda,demander,19
t,t,94
il,il,51
",",",",p
elle,il,51
ne,ne,60
se,se,51
lève,lever,17
donc,donc,82
pas,pas,60
",",",",p
aujourd'hui,aujourd'hui,60
/?,/?,P
je,je,51
n',ne,60
y,y,52
comprends,comprendre,17
rien,rien,52
",",",",p
répondit,répondre,19
sa,son,73
femme,femme,22
/.,/.,P
il,il,51
me,je,51
semblait,sembler,18
l',le,52
avoir,avoir,14
entendue,entendre,12
remuer,remuer,14
/.,/.,P
le,le,71
couvert,couvert,21
était,être,18
mis,mettre,12
",",",",p
trois,trois,72
bols,bol,21
sur,sur,81
la,le,71
nappe,nappe,22
blanche,blanc,30
/.,/.,P
on,on,51
envoya,envoyer,19
Honorine,Honorine,20
voir,voir,14
ce,ce,52
que,que,52
devenait,devenir,18
mademoiselle,mademoiselle,22
/.,/.,P
mais,mais,82
elle,il,51
redescendit,redescendre,19
aussitôt,aussitôt,60
",",",",p
retenant,retenir,13
des,de,81
des,le,71
rires,rire,21
",",",",p
étouffant,étouffer,13
sa,son,73
voix,voix,22
",",",",p
comme,comme,83
si,si,83
elle,il,51
eût,avoir,19
parlé,parler,12
en,en,81
haut,haut,21
",",",",p
dans,dans,81
la,le,71
chambre,chambre,22
/.,/.,P
-,-,p
oh,oh,93
!,!,p
si,si,83
monsieur,monsieur,21
et,et,82
madame,madame,22
voyaient,voir,18
mademoiselle,mademoiselle,22
!,!,p
/…,/…,P
elle,il,51
dort,dormir,17
",",",",p
oh,oh,93
!,!,p
elle,il,51
dort,dormir,17
",",",",p
ainsi,ainsi,60
qu',que,83
un,un,71
Jésus,Jésus,20
/…,/…,P
on,on,51
n',ne,60
a,avoir,17
pas,pas,60
idée,idée,22
de,de,81
ça,ça,52
",",",",p
c',ce,52
est,être,17
un,un,71
plaisir,plaisir,21
à,à,81
la,le,52
regarder,regarder,14
/.,/.,P
le,le,71
père,père,21
et,et,82
la,le,71
mère,mère,22
échangeaient,échanger,18
des,de,81
des,le,71
regards,regard,21
attendris,attendri,31
/.,/.,P
il,il,51
dit,dire,19
en,en,81
souriant,sourire,13
:,:,p
-,-,p
viens,venir,17
tu,tu,51
voir,voir,14
/?,/?,P
cette,ce,74
pauvre,pauvre,30
mignonne,mignonne,22
!,!,p
murmura,murmurer,19
t,t,94
elle,il,51
/.,/.,P
j',je,51
y,y,52
vais,aller,17
/.,/.,P
et,et,82
ils,ils,51
montèrent,monter,19
ensemble,ensemble,60
/.,/.,P
la,le,71
chambre,chambre,22
était,être,18
la,le,71
seule,seul,30
luxueuse,luxueux,30
de,de,81
la,le,71
maison,maison,22
",",",",p
tendue,tendu,31
de,de,81
soie,soie,22
bleue,bleu,30
",",",",p
garnie,garni,31
de,de,81
meubles,meuble,21
laqués,laqué,31
",",",",p
blancs,blanc,30
à,à,81
filets,filet,21
bleus,bleu,30
",",",",p
un,un,71
caprice,caprice,21
d',de,81
enfant,enfant,21
gâtée,gâté,31
satisfait,satisfaire,17
par,par,81
les,le,71
parents,parent,21
/.,/.,P
dans,dans,81
les,le,71
blancheurs,blancheur,22
vagues,vague,30
du,de,81
du,le,71
lit,lit,21
",",",",p
sous,sous,81
le,le,71
demi-jour,demi-jour,21
qui,qui,52
tombait,tomber,18
de,de,81
l',le,71
écartement,écartement,21
d',de,81
un,un,71
rideau,rideau,21
",",",",p
la,le,71
jeune,jeune,30
fille,fille,22
dormait,dormir,18
",",",",p
une,un,71
joue,joue,22
appuyée,appuyé,31
sur,sur,81
son,son,73
bras,bras,21
nu,nu,30
/.,/.,P
elle,il,51
n',ne,60
était,être,18
pas,pas,60
jolie,joli,30
",",",",p
trop,trop,60
saine,sain,30
",",",",p
trop,trop,60
bien,bien,60
portante,portant,30
",",",",p
mûre,mûr,30
à,à,81
dix,dix,72
huit,huit,72
ans,an,21
;,;,p
mais,mais,82
elle,il,51
avait,avoir,18
une,un,71
chair,chair,22
superbe,superbe,30
",",",",p
une,un,71
fraîcheur,fraîcheur,22
de,de,81
lait,lait,21
",",",",p
avec,avec,81
ses,son,73
cheveux,cheveu,21
châtains,châtain,30
",",",",p
sa,son,73
face,face,22
ronde,rond,30
au,à,81
au,le,71
petit,petit,30
nez,nez,21
volontaire,volontaire,30
",",",",p
noyé,noyé,31
entre,entre,81
les,le,71
joues,joue,22
/.,/.,P
la,le,71
couverture,couverture,22
avait,avoir,18
glissé,glisser,12
",",",",p
et,et,82
elle,il,51
respirait,respirer,18
si,si,60
doucement,doucement,60
",",",",p
que,que,83
son,son,73
haleine,haleine,22
ne,ne,60
soulevait,soulever,18
même,même,60
pas,pas,60
sa,son,73
gorge,gorge,22
déjà,déjà,60
lourde,lourd,30
/.,/.,P
-,-,p
ce,ce,74
maudit,maudit,31
vent,vent,21
l',le,52
aura,avoir,15
empêchée,empêcher,12
de,de,81
fermer,fermer,14
les,le,71
yeux,oeil,21
",",",",p
dit,dire,19
la,le,71
mère,mère,22
doucement,doucement,60
/.,/.,P
le,le,71
père,père,21
",",",",p
d',de,81
un,un,71
geste,geste,21
",",",",p
lui,lui,51
imposa,imposer,19
silence,silence,21
/.,/.,P
tous,tout,75
les,le,71
deux,deux,72
se,se,51
penchaient,pencher,18
",",",",p
regardaient,regarder,18
avec,avec,81
adoration,adoration,22
",",",",p
dans,dans,81
sa,son,73
nudité,nudité,22
de,de,81
vierge,vierge,22
",",",",p
cette,ce,74
fille,fille,22
si,si,60
longtemps,longtemps,60
désirée,désiré,31
",",",",p
qu',que,52
ils,ils,51
avaient,avoir,18
eue,avoir,12
sur,sur,81
le,le,71
tard,tard,60
",",",",p
lorsqu',lorsque,83
ils,ils,51
ne,ne,60
l',le,52
espéraient,espérer,18
plus,plus,60
/.,/.,P
ils,ils,51
la,le,52
voyaient,voir,18
parfaite,parfait,31
",",",",p
point,point,60
trop,trop,60
grasse,gras,30
",",",",p
jamais,jamais,60
assez,assez,60
bien,bien,60
nourrie,nourri,31
/.,/.,P
et,et,82
elle,il,51
dormait,dormir,18
toujours,toujours,60
",",",",p
sans,sans,81
les,le,52
sentir,sentir,14
près,près,81
d',de,81
elle,il,51
",",",",p
leur,leur,73
visage,visage,21
contre,contre,81
le,le,71
sien,sien,52
/.,/.,P
pourtant,pourtant,60
",",",",p
une,un,71
onde,onde,22
légère,léger,30
troubla,troubler,19
sa,son,73
face,face,22
immobile,immobile,30
/.,/.,P
ils,ils,51
tremblèrent,trembler,19
qu',que,83
elle,il,51
ne,ne,60
s',se,51
éveillât,éveiller,18
",",",",p
ils,ils,51
s',se,51
en,en,52
allèrent,aller,19
sur,sur,81
la,le,71
pointe,pointe,22
des,de,81
des,le,71
pieds,pied,21
/.,/.,P
-,-,p
chut,chut,93
!,!,p
dit,dire,19
monsieur,monsieur,21
Grégoire,Grégoire,20
à,à,81
la,le,71
porte,porte,22
/.,/.,P
si,si,83
elle,il,51
n',ne,60
a,avoir,17
pas,pas,60
dormi,dormir,12
",",",",p
il,il,51
faut,falloir,17
la,le,52
laisser,laisser,14
dormir,dormir,14
/.,/.,P
-,-,p
tant,tant,60
qu',que,83
elle,il,51
voudra,vouloir,15
",",",",p
la,le,71
mignonne,mignonne,22
",",",",p
appuya,appuyer,19
madame,madame,22
Grégoire,Grégoire,20
/.,/.,P
nous,nous,51
attendrons,attendre,15
/.,/.,P
ils,ils,51
descendirent,descendre,19
",",",",p
s',se,51
installèrent,installer,19
dans,dans,81
les,le,71
fauteuils,fauteuil,21
de,de,81
la,le,71
salle,salle,22
à,à,81
manger,manger,14
;,;,p
tandis que,tandis que,83
les,le,71
bonnes,bonne,22
",",",",p
riant,rire,13
du,de,81
du,le,71
gros,gros,30
sommeil,sommeil,21
de,de,81
mademoiselle,mademoiselle,22
",",",",p
tenaient,tenir,18
sans,sans,81
grogner,grogner,14
le,le,71
chocolat,chocolat,21
sur,sur,81
le,le,71
fourneau,fourneau,21
/.,/.,P
lui,lui,51
",",",",p
avait,avoir,18
pris,prendre,12
un,un,71
journal,journal,21
;,;,p
elle,il,51
",",",",p
tricotait,tricoter,18
un,un,71
grand,grand,60
couvre-pieds,couvre-pied,21
de,de,81
laine,laine,22
/.,/.,P
il,il,51
faisait,faire,18
très,très,60
chaud,chaud,30
",",",",p
pas,pas,60
un,un,71
bruit,bruit,21
ne,ne,60
venait,venir,18
de,de,81
la,le,71
maison,maison,22
muette,muet,30
/.,/.,P
la,le,71
fortune,fortune,22
des,de,81
des,le,71
Grégoire,Grégoire,20
",",",",p
quarante,quarante,72
mille,mille,72
francs,franc,21
de,de,81
rentes,rente,22
environ,environ,60
",",",",p
était,être,18
tout,tout,60
entière,entier,30
dans,dans,81
une,un,71
action,action,22
des,de,81
des,le,71
mines,mine,22
de,de,81
Montsou,Montsou,20
/.,/.,P
ils,ils,51
en,en,52
racontaient,raconter,18
avec,avec,81
complaisance,complaisance,22
l',le,71
origine,origine,22
",",",",p
qui,qui,52
partait,partir,18
de,de,81
la,le,71
création,création,22
même,même,30
de,de,81
la,le,71
compagnie,compagnie,22
/.,/.,P
vers,vers,81
le,le,71
commencement,commencement,21
du,de,81
du,le,71
dernier,dernier,30
siècle,siècle,21
",",",",p
un,un,71
coup,coup,21
de,de,81
folie,folie,22
s',se,51
était,être,18
déclaré,déclarer,12
",",",",p
de,de,81
Lille,Lille,20
à,à,81
Valenciennes,Valencienne,20
",",",",p
pour,pour,81
la,le,71
recherche,recherche,22
de,de,81
la,le,71
houille,houille,22
/.,/.,P
les,le,71
succès,succès,21
des,de,81
des,le,71
concessionnaires,concessionnaire,21
qui,qui,52
devaient,devoir,18
plus,plus,60
tard,tard,60
former,former,14
la,le,71
Compagnie d'Anzin,Compagnie d'Anzin,20
",",",",p
avaient,avoir,18
exalté,exalter,12
toutes,tout,75
les,le,71
têtes,tête,22
/.,/.,P
dans,dans,81
chaque,chaque,75
commune,commune,22
",",",",p
on,on,51
sondait,sonder,18
le,le,71
sol,sol,21
;,;,p
et,et,82
les,le,71
sociétés,société,22
se,se,51
créaient,créer,18
",",",",p
et,et,82
les,le,71
concessions,concession,22
poussaient,pousser,18
en,en,81
une,un,71
nuit,nuit,22
/.,/.,P
mais,mais,82
",",",",p
parmi,parmi,81
les,le,71
entêtés,entêté,21
de,de,81
l',le,71
époque,époque,22
",",",",p
le,le,71
baron,baron,21
Desrumaux,Desrumaux,20
avait,avoir,18
certainement,certainement,60
laissé,laisser,12
la,le,71
mémoire,mémoire,22
de,de,81
l',le,71
intelligence,intelligence,22
la,le,71
plus,plus,60
héroïque,héroïque,30
/.,/.,P
pendant,pendant,81
quarante,quarante,72
années,année,22
",",",",p
il,il,51
s',se,51
était,être,18
débattu,débattre,12
sans,sans,81
faiblir,faiblir,14
",",",",p
au,à,81
au,le,71
milieu,milieu,21
de,de,81
continuels,continuel,30
obstacles,obstacle,21
:,:,p
premières,premier,72
recherches,recherche,22
infructueuses,infructueux,30
",",",",p
fosses,fosse,22
nouvelles,nouveau,30
abandonnées,abandonné,31
au,à,81
au,le,71
bout,bout,21
de,de,81
longs,long,30
mois,mois,21
de,de,81
travail,travail,21
",",",",p
éboulements,éboulement,21
qui,qui,52
comblaient,combler,18
les,le,71
trous,trou,21
",",",",p
inondations,inondation,22
subites,subit,30
qui,qui,52
noyaient,noyer,18
les,le,71
ouvriers,ouvrier,21
",",",",p
centaines,centaine,22
de,de,81
mille,mille,72
francs,franc,21
jetés,jeté,31
dans,dans,81
la,le,71
terre,terre,22
;,;,p
puis,puis,60
",",",",p
les,le,71
tracas,tracas,21
de,de,81
l',le,71
administration,administration,22
",",",",p
les,le,71
paniques,panique,22
des,de,81
des,le,71
actionnaires,actionnaire,21
",",",",p
la,le,71
lutte,lutte,22
avec,avec,81
les,le,71
seigneurs,seigneur,21
terriens,terrien,30
",",",",p
résolus,résolu,31
à,à,81
ne,ne,60
pas,pas,60
reconnaître,reconnaître,14
les,le,71
concessions,concession,22
royales,royal,30
",",",",p
si,si,83
l',l',94
on,on,51
refusait,refuser,18
de,de,81
traiter,traiter,14
d'abord,d'abord,60
avec,avec,81
eux,ils,51
/.,/.,P
il,il,51
venait,venir,18
enfin,enfin,60
de,de,81
fonder,fonder,14
la,le,71
société,société,22
Desrumaux,Desrumaux,20
",",",",p
Fauquenoix,Fauquenoix,20
et,et,82
CIE,CIE,20
",",",",p
pour,pour,81
exploiter,exploiter,14
la,le,71
concession,concession,22
de,de,81
Montsou,Montsou,20
",",",",p
et,et,82
les,le,71
fosses,fosse,22
commençaient,commencer,18
à,à,81
donner,donner,14
de,de,81
faibles,faible,30
bénéfices,bénéfice,21
",",",",p
lorsque,lorsque,83
deux,deux,72
concessions,concession,22
voisines,voisin,30
",",",",p
celle,celui,52
de,de,81
Cougny,Cougny,20
",",",",p
appartenant,appartenir,13
au,à,81
au,le,71
comte,comte,21
de,de,81
Cougny,Cougny,20
",",",",p
et,et,82
celle,celui,52
de,de,81
Joiselle,Joiselle,20
",",",",p
appartenant,appartenir,13
à,à,81
la,le,71
société,société,22
Cornille,Cornille,20
et,et,82
Jenard,Jenard,20
",",",",p
avaient,avoir,18
failli,faillir,12
l',le,52
écraser,écraser,14
sous,sous,81
le,le,71
terrible,terrible,30
assaut,assaut,21
de,de,81
leur,leur,73
concurrence,concurrence,22
/.,/.,P
heureusement,heureusement,60
",",",",p
le,le,71
<Nombre 25 août 1760>,<>,<>
vingt,vingt,72
cinq,cinq,72
août,août,21
mille,mille,72
sept,sept,72
cent,cent,72
soixante,soixante,72
<Fin nombre>,<>,<>
",",",",p
un,un,71
traité,traité,21
intervenait,intervenir,18
entre,entre,81
les,le,71
trois,trois,72
concessions,concession,22
et,et,82
les,le,52
réunissait,réunir,18
en,en,81
une,un,71
seule,seul,30
/.,/.,P
la,le,71
compagnie,compagnie,22
des,de,81
des,le,71
mines,mine,22
de,de,81
Montsou,Montsou,20
était,être,18
créée,créer,12
",",",",p
telle,tel,75
qu',que,83
elle,il,51
existe,exister,17
encore,encore,60
aujourd'hui,aujourd'hui,60
/.,/.,P
pour,pour,81
la,le,71
répartition,répartition,22
",",",",p
on,on,51
avait,avoir,18
divisé,diviser,12
",",",",p
d',de,81
après,après,81
l',le,71
étalon,étalon,21
de,de,81
la,le,71
monnaie,monnaie,22
du,de,81
du,le,71
temps,temps,21
",",",",p
la,le,71
propriété,propriété,22
totale,total,30
en,en,81
vingt,vingt,72
quatre,quatre,72
sous,sou,21
",",",",p
dont,dont,52
chacun,chacun,52
se,se,51
subdivisait,subdiviser,18
en,en,81
douze,douze,72
deniers,denier,21
",",",",p
ce,ce,52
qui,qui,52
faisait,faire,18
deux,deux,72
cent,cent,72
quatre,quatre,72
vingt,vingt,72
huit,huit,72
deniers,denier,21
;,;,p
et,et,82
",",",",p
comme,comme,83
le,le,71
denier,denier,21
était,être,18
de,de,81
dix,dix,72
mille,mille,72
francs,franc,21
",",",",p
le,le,71
capital,capital,21
représentait,représenter,18
une,un,71
somme,somme,22
de,de,81
près,près,81
de,de,81
trois,trois,72
millions,million,21
