11426
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quarante-sixième extrait>,<>,<>
",",",",p
il,il,51
y,y,52
a,avoir,17
un,un,71
acte,acte,21
d',de,81
accusation,accusation,22
de,de,81
plus,plus,60
de,de,81
deux,deux,72
cents,cent,72
pages,page,22
;,;,p
il,il,51
me,je,51
faut,falloir,17
lire,lire,14
tout,tout,75
cela,cela,52
",",",",p
et,et,82
",",",",p
de,de,81
plus,plus,60
",",",",p
j',je,51
ai,avoir,17
donné,donner,12
ma,mon,73
parole,parole,22
de,de,81
n',ne,60
en,en,52
rien,rien,52
dire,dire,14
au,à,81
au,le,71
comte,comte,21
/.,/.,P
ceci,ceci,52
mène,mener,17
tout,tout,60
droit,droit,60
à,à,81
des,de,81
des,le,71
supplices,supplice,21
;,;,p
déjà,déjà,60
il,il,51
veut,vouloir,17
que,que,83
je,je,51
fasse,faire,17
enlever,enlever,14
en,en,81
France,France,20
",",",",p
près,près,81
d',de,81
Antibes,Antibes,20
",",",",p
Ferrante,Ferrante,20
Palla,Palla,20
",",",",p
ce,ce,74
grand,grand,30
poète,poète,21
que,que,52
j',je,51
admire,admirer,17
tant,tant,60
/.,/.,P
il,il,51
est,être,17
là,là,60
sous,sous,81
le,le,71
nom,nom,21
de,de,81
Poncet,Poncet,20
/.,/.,P
-,-,p
le,le,71
jour,jour,21
où,où,60
vous,vous,51
ferez,faire,15
pendre,pendre,14
un,un,71
libéral,libéral,21
",",",",p
Rassi,Rassi,20
sera,être,15
lié,lier,12
au,à,81
au,le,71
ministère,ministère,21
par,par,81
des,de,81
des,le,71
chaînes,chaîne,22
de,de,81
fer,fer,21
",",",",p
et,et,82
c',ce,52
est,être,17
ce,ce,52
qu',que,52
il,il,51
veut,vouloir,17
avant,avant,81
tout,tout,52
;,;,p
mais,mais,82
votre,votre,73
altesse,altesse,22
ne,ne,60
pourra,pouvoir,15
plus,plus,60
annoncer,annoncer,14
une,un,71
promenade,promenade,22
deux,deux,72
heures,heure,22
à,à,81
l',le,71
avance,avance,22
/.,/.,P
je,je,51
ne,ne,60
parlerai,parler,15
ni,ni,82
à,à,81
la,le,71
princesse,princesse,22
",",",",p
ni,ni,82
au,à,81
au,le,71
comte,comte,21
du,de,81
du,le,71
cri,cri,21
de,de,81
douleur,douleur,22
qui,qui,52
vient,venir,17
de,de,81
vous,vous,51
échapper,échapper,14
;,;,p
mais,mais,82
",",",",p
comme,comme,83
d',de,81
après,après,81
mon,mon,73
serment,serment,21
je,je,51
ne,ne,60
dois,devoir,17
avoir,avoir,14
aucun,aucun,75
secret,secret,21
pour,pour,81
la,le,71
princesse,princesse,22
",",",",p
je,je,51
serais,être,16
heureuse,heureux,30
si,si,83
votre,votre,73
altesse,altesse,22
voulait,vouloir,18
dire,dire,14
à,à,81
sa,son,73
mère,mère,22
les,le,71
mêmes,même,75
choses,chose,22
qui,qui,52
lui,lui,51
sont,être,17
échappées,échapper,12
avec,avec,81
moi,moi,51
/.,/.,P
cette,ce,74
idée,idée,22
fit,faire,19
diversion,diversion,22
à,à,81
la,le,71
douleur,douleur,22
d',de,81
acteur,acteur,21
chuté,chuté,31
qui,qui,52
accablait,accabler,18
le,le,71
souverain,souverain,21
/.,/.,P
-,-,p
eh,eh,93
bien,bien,60
!,!,p
allez,aller,17
avertir,avertir,14
ma,mon,73
mère,mère,22
",",",",p
je,je,51
me,je,51
rends,rendre,17
dans,dans,81
son,son,73
grand,grand,30
cabinet,cabinet,21
/.,/.,P
le,le,71
prince,prince,21
quitta,quitter,19
les,le,71
coulisses,coulisse,22
",",",",p
traversa,traverser,19
le,le,71
salon,salon,21
par,par,81
lequel,lequel,52
on,on,51
arrivait,arriver,18
au,à,81
au,le,71
théâtre,théâtre,21
",",",",p
renvoya,renvoyer,19
d',de,81
un,un,71
air,air,21
dur,dur,30
le,le,71
grand,grand,30
chambellan,chambellan,21
et,et,82
l',le,71
aide,aide,21
de,de,81
camp,camp,21
de,de,81
service,service,21
qui,qui,52
le,le,52
suivaient,suivre,18
;,;,p
de,de,81
son,son,73
côté,côté,21
la,le,71
princesse,princesse,22
quitta,quitter,19
précipitamment,précipitamment,60
le,le,71
spectacle,spectacle,21
;,;,p
arrivée,arrivé,31
dans,dans,81
le,le,71
grand,grand,30
cabinet,cabinet,21
",",",",p
la,le,71
grande,grand,30
maîtresse,maîtresse,22
fit,faire,19
une,un,71
profonde,profond,30
révérence,révérence,22
à,à,81
la,le,71
mère,mère,22
et,et,82
au,à,81
au,le,71
fils,fils,21
",",",",p
et,et,82
les,le,52
laissa,laisser,19
seuls,seul,30
/.,/.,P
on,on,51
peut,pouvoir,17
juger,juger,14
de,de,81
l',le,71
agitation,agitation,22
de,de,81
la,le,71
cour,cour,22
",",",",p
ce,ce,52
sont,être,17
là,là,60
les,le,71
choses,chose,22
qui,qui,52
la,le,52
rendent,rendre,17
si,si,60
amusante,amusant,30
/.,/.,P
au,à,81
au,le,71
bout,bout,21
d',de,81
une,un,71
heure,heure,22
le,le,71
prince,prince,21
lui-même,lui-même,51
se,se,51
présenta,présenter,19
à,à,81
la,le,71
porte,porte,22
du,de,81
du,le,71
cabinet,cabinet,21
et,et,82
appela,appeler,19
la,le,71
duchesse,duchesse,22
;,;,p
la,le,71
princesse,princesse,22
était,être,18
en,en,81
larmes,larme,22
",",",",p
son,son,73
fils,fils,21
avait,avoir,18
une,un,71
physionomie,physionomie,22
tout,tout,60
altérée,altéré,31
/.,/.,P
voici,voici,81
des,de,81
des,le,71
gens,gens,21
faibles,faible,30
qui,qui,52
ont,avoir,17
de,de,81
l',le,71
humeur,humeur,22
",",",",p
se,se,51
dit,dire,19
la,le,71
grande,grand,30
maîtresse,maîtresse,22
",",",",p
et,et,82
qui,qui,52
cherchent,chercher,17
un,un,71
prétexte,prétexte,21
pour,pour,81
se,se,51
fâcher,fâcher,14
contre,contre,81
quelqu'un,quelqu'un,52
/.,/.,P
d'abord,d'abord,60
la,le,71
mère,mère,22
et,et,82
le,le,71
fils,fils,21
se,se,51
disputèrent,disputer,19
la,le,71
parole,parole,22
pour,pour,81
raconter,raconter,14
les,le,71
détails,détail,21
à,à,81
la,le,71
duchesse,duchesse,22
",",",",p
qui,qui,52
dans,dans,81
ses,son,73
réponses,réponse,22
eut,avoir,19
grand,grand,30
soin,soin,21
de,de,81
ne,ne,60
mettre,mettre,14
en,en,81
avant,avant,21
aucune,aucun,75
idée,idée,22
/.,/.,P
pendant,pendant,81
deux,deux,72
mortelles,mortelle,22
heures,heure,22
les,le,71
trois,trois,72
acteurs,acteur,21
de,de,81
cette,ce,74
scène,scène,22
ennuyeuse,ennuyeux,30
ne,ne,60
sortirent,sortir,19
pas,pas,60
des,de,81
des,le,71
rôles,rôle,21
que,que,52
nous,nous,51
venons,venir,17
d',de,81
indiquer,indiquer,14
/.,/.,P
le,le,71
prince,prince,21
alla,aller,19
chercher,chercher,14
lui-même,lui-même,51
les,le,71
deux,deux,72
énormes,énorme,30
portefeuilles,portefeuille,21
que,que,52
Rassi,Rassi,20
avait,avoir,18
déposés,déposer,12
sur,sur,81
son,son,73
bureau,bureau,21
;,;,p
en,en,81
sortant,sortir,13
du,de,81
du,le,71
grand,grand,30
cabinet,cabinet,21
de,de,81
sa,son,73
mère,mère,22
",",",",p
il,il,51
trouva,trouver,19
toute,tout,75
la,le,71
cour,cour,22
qui,qui,52
attendait,attendre,18
/.,/.,P
-,-,p
allez,aller,17
vous,vous,51
en,en,52
",",",",p
laissez,laisser,17
moi,moi,51
tranquille,tranquille,30
!,!,p
s',se,51
écria,écrier,19
t,t,94
il,il,51
",",",",p
d',de,81
un,un,71
ton,ton,21
fort,fort,60
impoli,impoli,30
et,et,82
qu',que,52
on,on,51
ne,ne,60
lui,lui,51
avait,avoir,18
jamais,jamais,60
vu,voir,12
/.,/.,P
le,le,71
prince,prince,21
ne,ne,60
voulait,vouloir,18
pas,pas,60
être,être,14
aperçu,apercevoir,12
portant,porter,13
lui-même,lui-même,51
les,le,71
deux,deux,72
portefeuilles,portefeuille,21
",",",",p
un,un,71
prince,prince,21
ne,ne,60
doit,devoir,17
rien,rien,52
porter,porter,14
/.,/.,P
les,le,71
courtisans,courtisan,21
disparurent,disparaître,19
en,en,81
un,un,71
clin d'oeil,clin d'oeil,21
/.,/.,P
en,en,81
repassant,repasser,13
le,le,71
prince,prince,21
ne,ne,60
trouva,trouver,19
plus,plus,60
que,que,83
les,le,71
valets,valet,21
de,de,81
chambre,chambre,22
qui,qui,52
éteignaient,éteindre,18
les,le,71
bougies,bougie,22
;,;,p
il,il,51
les,le,52
renvoya,renvoyer,19
avec,avec,81
fureur,fureur,22
",",",",p
ainsi,ainsi,60
que,que,83
le,le,71
pauvre,pauvre,30
Fontana,Fontana,20
",",",",p
aide,aide,21
de,de,81
camp,camp,21
de,de,81
service,service,21
",",",",p
qui,qui,52
avait,avoir,18
eu,avoir,12
la,le,71
gaucherie,gaucherie,22
de,de,81
rester,rester,14
",",",",p
par,par,81
zèle,zèle,21
/.,/.,P
-,-,p
tout,tout,75
le,le,71
monde,monde,21
prend,prendre,17
à,à,81
tâche,tâche,22
de,de,81
m',je,51
impatienter,impatienter,14
ce,ce,74
soir,soir,21
",",",",p
dit,dire,19
il,il,51
avec,avec,81
humeur,humeur,22
à,à,81
la,le,71
duchesse,duchesse,22
",",",",p
comme,comme,83
il,il,51
rentrait,rentrer,18
dans,dans,81
le,le,71
cabinet,cabinet,21
;,;,p
il,il,51
lui,lui,51
croyait,croire,18
beaucoup,beaucoup,60
d',de,81
esprit,esprit,21
et,et,82
il,il,51
était,être,18
furieux,furieux,30
de,de,81
ce,ce,52
qu',que,52
elle,il,51
s',se,51
obstinait,obstiner,18
évidemment,évidemment,60
à,à,81
ne,ne,60
pas,pas,60
ouvrir,ouvrir,14
un,un,71
avis,avis,21
/.,/.,P
elle,il,51
",",",",p
de,de,81
son,son,73
côté,côté,21
",",",",p
était,être,18
résolue,résoudre,12
à,à,81
ne,ne,60
rien,rien,52
dire,dire,14
qu',que,83
autant,autant,60
qu',que,83
on,on,51
lui,lui,51
demanderait,demander,16
son,son,73
avis,avis,21
bien,bien,60
expressément,expressément,60
/.,/.,P
il,il,51
s',se,51
écoula,écouler,19
encore,encore,60
une,un,71
grosse,gros,30
demi-heure,demi-heure,22
avant,avant,81
que,que,83
le,le,71
prince,prince,21
",",",",p
qui,qui,52
avait,avoir,18
le,le,71
sentiment,sentiment,21
de,de,81
sa,son,73
dignité,dignité,22
",",",",p
se,se,51
déterminât,déterminer,18
à,à,81
lui,lui,51
dire,dire,14
:,:,p
-,-,p
mais,mais,82
",",",",p
madame,madame,22
",",",",p
vous,vous,51
ne,ne,60
dites,dire,17
rien,rien,52
/.,/.,P
-,-,p
je,je,51
suis,être,17
ici,ici,60
pour,pour,81
servir,servir,14
la,le,71
princesse,princesse,22
",",",",p
et,et,82
oublier,oublier,14
bien,bien,60
vite,vite,60
ce,ce,52
qu',que,52
on,on,51
dit,dire,17
devant,devant,81
moi,moi,51
/.,/.,P
-,-,p
eh,eh,93
bien,bien,60
!,!,p
madame,madame,22
",",",",p
dit,dire,19
le,le,71
prince,prince,21
en,en,81
rougissant,rougir,13
beaucoup,beaucoup,60
",",",",p
je,je,51
vous,vous,51
ordonne,ordonner,17
de,de,81
me,je,51
donner,donner,14
votre,votre,73
avis,avis,21
/.,/.,P
-,-,p
on,on,51
punit,punir,17
les,le,71
crimes,crime,21
pour,pour,81
empêcher,empêcher,14
qu',que,83
ils,ils,51
ne,ne,60
se,se,51
renouvellent,renouveler,17
/.,/.,P
le,le,71
feu,feu,21
prince,prince,21
a,avoir,17
t,t,94
il,il,51
été,être,12
empoisonné,empoisonner,12
/?,/?,P
c',ce,52
est,être,17
ce,ce,52
qui,qui,52
est,être,17
fort,fort,60
douteux,douteux,30
;,;,p
a,avoir,17
t,t,94
il,il,51
été,être,12
empoisonné,empoisonner,12
par,par,81
les,le,71
jacobins,jacobin,21
?,?,p
c',ce,52
est,être,17
ce,ce,52
que,que,52
Rassi,Rassi,20
voudrait,vouloir,16
bien,bien,60
prouver,prouver,14
",",",",p
car,car,82
alors,alors,60
il,il,51
devient,devenir,17
pour,pour,81
votre,votre,73
altesse,altesse,22
un,un,71
instrument,instrument,21
nécessaire,nécessaire,30
à,à,81
tout,tout,60
jamais,jamais,60
/.,/.,P
dans,dans,81
ce,ce,74
cas,cas,21
",",",",p
votre,votre,73
altesse,altesse,22
",",",",p
qui,qui,52
commence,commencer,17
son,son,73
règne,règne,21
",",",",p
peut,pouvoir,17
se,se,51
promettre,promettre,14
bien,bien,60
des,de,81
des,le,71
soirées,soirée,22
comme,comme,83
celle-ci,celui-ci,52
/.,/.,P
vos,votre,73
sujets,sujet,21
disent,dire,17
généralement,généralement,60
",",",",p
ce,ce,52
qui,qui,52
est,être,17
de,de,81
toute,tout,75
vérité,vérité,22
",",",",p
que,que,83
votre,votre,73
altesse,altesse,22
a,avoir,17
de,de,81
la,le,71
bonté,bonté,22
dans,dans,81
le,le,71
caractère,caractère,21
;,;,p
tant,tant,60
qu',que,83
elle,il,51
n',ne,60
aura,avoir,15
pas,pas,60
fait,faire,12
pendre,pendre,14
quelque,quelque,75
libéral,libéral,21
",",",",p
elle,il,51
jouira,jouir,15
de,de,81
cette,ce,74
réputation,réputation,22
",",",",p
et,et,82
bien,bien,60
certainement,certainement,60
personne,personne,52
ne,ne,60
songera,songer,15
à,à,81
lui,lui,51
préparer,préparer,14
du,de,81
du,le,71
poison,poison,21
/.,/.,P
-,-,p
votre,votre,73
conclusion,conclusion,22
est,être,17
évidente,évident,30
",",",",p
s',se,51
écria,écrier,19
la,le,71
princesse,princesse,22
avec,avec,81
humeur,humeur,22
;,;,p
vous,vous,51
ne,ne,60
voulez,vouloir,17
pas,pas,60
que,que,83
l',l',94
on,on,51
punisse,punir,17
les,le,71
assassins,assassin,21
de,de,81
mon,mon,73
mari,mari,21
/!,/!,P
-,-,p
c',ce,52
est,être,17
qu',que,83
apparemment,apparemment,60
",",",",p
madame,madame,22
",",",",p
je,je,51
suis,être,17
liée,lier,12
à,à,81
eux,ils,51
par,par,81
une,un,52
tendre,tendre,30
amitié,amitié,22
/.,/.,P
la,le,71
duchesse,duchesse,22
voyait,voir,18
dans,dans,81
les,le,71
yeux,oeil,21
du,de,81
du,le,71
prince,prince,21
qu',que,83
il,il,51
la,le,52
croyait,croire,18
parfaitement,parfaitement,60
d'accord,d'accord,60
avec,avec,81
sa,son,73
mère,mère,22
pour,pour,81
lui,lui,51
dicter,dicter,14
un,un,71
plan,plan,21
de,de,81
conduite,conduite,22
/.,/.,P
il,il,51
y,y,52
eut,avoir,19
entre,entre,81
les,le,71
deux,deux,72
femmes,femme,22
une,un,71
succession,succession,22
assez,assez,60
rapide,rapide,30
d',de,81
aigres,aigre,30
réparties,répartie,22
",",",",p
à,à,81
la,le,71
suite,suite,22
desquelles,de,81
desquelles,lequel,52
la,le,71
duchesse,duchesse,22
protesta,protester,19
qu',que,83
elle,il,51
ne,ne,60
dirait,dire,16
plus,plus,60
une,un,71
seule,seul,30
parole,parole,22
",",",",p
et,et,82
elle,il,51
fut,être,19
fidèle,fidèle,30
à,à,81
sa,son,73
résolution,résolution,22
;,;,p
mais,mais,82
le,le,71
prince,prince,21
",",",",p
après,après,81
une,un,71
longue,long,30
discussion,discussion,22
avec,avec,81
sa,son,73
mère,mère,22
",",",",p
lui,lui,51
ordonna,ordonner,19
de,de,81
nouveau,nouveau,21
de,de,81
dire,dire,14
son,son,73
avis,avis,21
/.,/.,P
-,-,p
c',ce,52
est,être,17
ce,ce,52
que,que,52
je,je,51
jure,jurer,17
à,à,81
vos,votre,73
altesses,altesse,22
de,de,81
ne,ne,60
point,point,60
faire,faire,14
/!,/!,P
-,-,p
mais,mais,82
c',ce,52
est,être,17
un,un,71
véritable,véritable,30
enfantillage,enfantillage,21
!,!,p
s',se,51
écria,écrier,19
le,le,71
prince,prince,21
/.,/.,P
-,-,p
je,je,51
vous,vous,51
prie,prier,17
de,de,81
parler,parler,14
",",",",p
madame,madame,22
la,le,71
duchesse,duchesse,22
",",",",p
dit,dire,19
la,le,71
princesse,princesse,22
d',de,81
un,un,71
air,air,21
digne,digne,30
/.,/.,P
-,-,p
c',ce,52
est,être,17
ce,ce,52
dont,dont,52
je,je,51
vous,vous,51
supplie,supplier,17
de,de,81
me,je,51
dispenser,dispenser,14
",",",",p
madame,madame,22
;,;,p
mais,mais,82
votre,votre,73
altesse,altesse,22
",",",",p
ajouta,ajouter,19
la,le,71
duchesse,duchesse,22
en,en,81
s',se,51
adressant,adresser,13
au,à,81
au,le,71
prince,prince,21
",",",",p
lit,lire,17
parfaitement,parfaitement,60
le,le,71
français,français,21
;,;,p
pour,pour,81
calmer,calmer,14
nos,notre,73
esprits,esprit,21
agités,agité,31
",",",",p
voudrait,vouloir,16
elle,il,51
nous,nous,51
lire,lire,14
une,un,71
fable,fable,22
de,de,81
La Fontaine,La Fontaine,20
/?,/?,P
la,le,71
princesse,princesse,22
trouva,trouver,19
ce,ce,52
nous,nous,51
fort,fort,60
insolent,insolent,30
",",",",p
mais,mais,82
elle,il,51
eut,avoir,19
l',le,71
air,air,21
à,à,81
la,le,71
fois,fois,22
étonné,étonné,31
et,et,82
amusé,amusé,31
",",",",p
quand,quand,83
la,le,71
grande,grand,30
maîtresse,maîtresse,22
",",",",p
qui,qui,52
était,être,18
allée,aller,12
du,de,81
du,le,71
plus,plus,60
grand,grand,30
sang-froid,sang-froid,21
ouvrir,ouvrir,14
la,le,71
bibliothèque,bibliothèque,22
",",",",p
revint,revenir,19
avec,avec,81
un,un,71
volume,volume,21
des,de,81
des,le,71
fables,fable,22
de,de,81
La Fontaine,La Fontaine,20
;,;,p
elle,il,51
le,le,52
feuilleta,feuilleter,19
quelques,quelque,75
instants,instant,21
",",",",p
puis,puis,60
dit,dire,19
au,à,81
au,le,71
prince,prince,21
",",",",p
en,en,81
le,le,71
lui,lui,51
présentant,présenter,13
:,:,p
je,je,51
supplie,supplier,17
votre,votre,73
altesse,altesse,22
de,de,81
lire,lire,14
toute,tout,75
la,le,71
fable,fable,22
/.,/.,P
le,le,71
jardinier,jardinier,21
et,et,82
son,son,73
seigneur,seigneur,21
/.,/.,P
un,un,71
amateur,amateur,21
de,de,81
jardinage,jardinage,21
demi,demi,30
bourgeois,bourgeois,30
",",",",p
demi-manant,demi-manant,21
",",",",p
possédait,posséder,18
en,en,81
certain,certain,75
village,village,21
un,un,71
jardin,jardin,21
assez,assez,60
propre,propre,30
",",",",p
et,et,82
le,le,71
clos,clos,21
attenant,attenant,30
/.,/.,P
il,il,51
avait,avoir,18
de,de,81
plant,plant,21
vif,vif,30
fermé,fermer,12
cette,ce,74
étendue,étendue,22
:,:,p
là,là,60
croissaient,croître,18
à,à,81
plaisir,plaisir,21
l',le,71
oseille,oseille,21
et,et,82
la,le,71
laitue,laitue,22
",",",",p
de,de,81
quoi,quoi,52
faire,faire,14
à,à,81
Margot,Margot,20
pour,pour,81
sa,son,73
fête,fête,22
un,un,71
bouquet,bouquet,21
",",",",p
peu,peu,60
de,de,81
jasmin,jasmin,21
d',de,81
Espagne,Espagne,20
et,et,82
force,force,60
serpolet,serpolet,21
/.,/.,P
cette,ce,74
félicité,félicité,22
par,par,81
un,un,71
lièvre,lièvre,21
troublée,troublé,31
fit,faire,19
qu',que,83
au,à,81
au,le,71
seigneur,seigneur,21
du,de,81
du,le,71
bourg,bourg,21
notre,notre,73
homme,homme,21
se,se,51
plaignit,plaindre,19
/.,/.,P
ce,ce,74
maudit,maudit,31
animal,animal,21
vient,venir,17
prendre,prendre,14
sa,son,73
goulée,goulée,22
soir,soir,21
et,et,82
matin,matin,21
",",",",p
dit,dire,19
il,il,51
",",",",p
et,et,82
des,de,81
des,le,71
pièges,piège,21
se,se,51
rit,rire,17
;,;,p
les,le,71
pierres,pierre,22
",",",",p
les,le,71
bâtons,bâton,21
y,y,52
perdent,perdre,17
leur,leur,73
crédit,crédit,21
:,:,p
il,il,51
est,être,17
sorcier,sorcier,30
",",",",p
je,je,51
crois,croire,17
/.,/.,P
-,-,p
sorcier,sorcier,21
!,!,p
je,je,51
l',le,52
en,en,52
défie,défier,17
",",",",p
repartit,repartir,19
le,le,71
seigneur,seigneur,21
:,:,p
fût,être,19
il,il,51
diable,diable,21
",",",",p
Miraut,Miraut,20
",",",",p
en,en,81
dépit,dépit,21
de,de,81
ses,son,73
tours,tour,21
",",",",p
l',le,52
attrapera,attraper,15
bientôt,bientôt,60
/.,/.,P
je,je,51
vous,vous,51
en,en,52
déferai,défaire,15
",",",",p
bonhomme,bonhomme,21
",",",",p
sur,sur,81
ma,mon,73
vie,vie,22
",",",",p
-,-,p
et,et,82
quand,quand,83
/?,/?,P
et,et,82
dès,dès,81
demain,demain,60
",",",",p
sans,sans,81
tarder,tarder,14
plus,plus,60
longtemps,longtemps,60
/.,/.,P
la,le,71
partie,partie,22
ainsi,ainsi,60
faite,fait,31
",",",",p
il,il,51
vient,venir,17
avec,avec,81
ses,son,73
gens,gens,21
/.,/.,P
-,-,p
“,“,p
ah,ah,93
",",",",p
déjeunons,déjeuner,17
",",",",p
dit,dire,19
il,il,51
:,:,p
vos,votre,73
poulets,poulet,21
sont,être,17
ils,ils,51
tendres,tendre,30
/?,/?,P
l',le,71
embarras,embarras,21
des,de,81
des,le,71
chasseurs,chasseur,21
succède,succéder,17
au,à,81
au,le,71
déjeuner,déjeuner,21
/.,/.,P
chacun,chacun,52
s',se,51
anime,animer,17
et,et,82
se,se,51
prépare,préparer,17
;,;,p
les,le,71
trompes,trompe,22
et,et,82
les,le,71
cors,cor,21
font,faire,17
un,un,71
tel,tel,75
tintamarre,tintamarre,21
que,que,83
le,le,71
bonhomme,bonhomme,21
est,être,17
étonné,étonner,12
/.,/.,P
le,le,71
pis,pis,21
fut,être,19
que,que,83
l',l',94
on,on,51
mit,mettre,19
en,en,81
piteux,piteux,30
équipage,équipage,21
le,le,71
pauvre,pauvre,30
potager,potager,21
/.,/.,P
adieu,adieu,21
planches,planche,22
",",",",p
carreaux,carreau,21
;,;,p
adieu,adieu,21
chicorée,chicorée,22
et,et,82
poireaux,poireau,21
;,;,p
adieu,adieu,21
de,de,81
quoi,quoi,52
mettre,mettre,14
au,à,81
au,le,71
potage,potage,21
/.,/.,P
le,le,71
bonhomme,bonhomme,21
disait,dire,18
:,:,p
ce,ce,52
sont,être,17
là,là,60
jeux,jeu,21
de,de,81
prince,prince,21
/.,/.,P
mais,mais,82
on,on,51
le,le,52
laissait,laisser,18
dire,dire,14
;,;,p
et,et,82
les,le,71
chiens,chien,21
et,et,82
les,le,71
gens,gens,21
firent,faire,19
plus,plus,60
de,de,81
dégât,dégât,21
en,en,81
une,un,71
heure,heure,22
de,de,81
temps,temps,21
que,que,83
n',ne,60
en,en,52
auraient,avoir,16
fait,faire,12
en,en,81
cent,cent,72
ans,an,21
tous,tout,75
les,le,71
lièvres,lièvre,21
de,de,81
la,le,71
province,province,22
/.,/.,P
petits,petit,30
princes,prince,21
",",",",p
videz,vider,17
vos,votre,73
débats,débat,21
entre,entre,81
vous,vous,51
;,;,p
de,de,81
recourir,recourir,14
aux,à,81
aux,le,71
rois,roi,21
vous,vous,51
serez,être,15
de,de,81
grands,grand,30
fous,fou,21
/.,/.,P
il,il,51
ne,ne,60
les,le,52
faut,falloir,17
jamais,jamais,60
engager,engager,14
dans,dans,81
vos,votre,73
guerres,guerre,22
",",",",p
ni,ni,82
les,le,52
faire,faire,14
entrer,entrer,14
sur,sur,81
vos,votre,73
terres,terre,22
/.,/.,P
cette,ce,74
lecture,lecture,22
fut,être,19
suivie,suivre,12
d',de,81
un,un,71
long,long,30
silence,silence,21
/.,/.,P
le,le,71
prince,prince,21
se,se,51
promenait,promener,18
dans,dans,81
le,le,71
cabinet,cabinet,21
",",",",p
après,après,81
être,être,14
allé,aller,12
lui-même,lui-même,51
remettre,remettre,14
le,le,71
volume,volume,21
à,à,81
sa,son,73
place,place,22
/.,/.,P
-,-,p
eh,eh,93
bien,bien,60
!,!,p
madame,madame,22
",",",",p
dit,dire,19
la,le,71
princesse,princesse,22
",",",",p
daignerez,daigner,15
vous,vous,51
parler,parler,14
/?,/?,P
-,-,p
non,non,60
pas,pas,60
",",",",p
certes,certes,60
",",",",p
madame,madame,22
!,!,p
tant,tant,60
que,que,83
son,son,73
altesse,altesse,22
ne,ne,60
m',je,51
aura,avoir,15
pas,pas,60
nommée,nommer,12
ministre,ministre,21
;,;,p
en,en,81
parlant,parler,13
ici,ici,60
",",",",p
je,je,51
courrais,courir,16
risque,risque,21
de,de,81
perdre,perdre,14
ma,mon,73
place,place,22
de,de,81
grande,grand,30
maîtresse,maîtresse,22
/.,/.,P
nouveau,nouveau,30
silence,silence,21
d',de,81
un,un,71
gros,gros,30
quart,quart,21
d',de,81
heure,heure,22
;,;,p
enfin,enfin,60
la,le,71
princesse,princesse,22
songea,songer,19
au,à,81
au,le,71
rôle,rôle,21
que,que,52
joua,jouer,19
jadis,jadis,60
Marie,Marie,20
de,de,81
Médicis,Médicis,20
",",",",p
mère,mère,22
de,de,81
Louis XIII,Louis XIII,20
:,:,p
tous,tout,75
les,le,71
jours,jour,21
précédents,précédent,30
",",",",p
la,le,71
grande,grand,30
maîtresse,maîtresse,22
avait,avoir,18
fait,faire,12
lire,lire,14
par,par,81
la,le,71
lectrice,lectrice,22
l',le,71
excellente,excellent,30
histoire,histoire,22
de,de,81
Louis XIII,Louis XIII,20
",",",",p
de,de,81
monsieur,monsieur,21
Bazin,Bazin,20
/.,/.,P
la,le,71
princesse,princesse,22
",",",",p
quoique,quoique,83
fort,fort,60
piquée,piqué,31
",",",",p
pensa,penser,19
que,que,83
la,le,71
duchesse,duchesse,22
pourrait,pouvoir,16
fort,fort,60
bien,bien,60
quitter,quitter,14
le,le,71
pays,pays,21
",",",",p
et,et,82
alors,alors,60
Rassi,Rassi,20
",",",",p
qui,qui,52
lui,lui,51
faisait,faire,18
une,un,71
peur,peur,22
affreuse,affreux,30
",",",",p
pourrait,pouvoir,16
bien,bien,60
imiter,imiter,14
Richelieu,Richelieu,20
et,et,82
la,le,52
faire,faire,14
exiler,exiler,14
par,par,81
son,son,73
fils,fils,21
/.,/.,P
dans,dans,81
ce,ce,74
moment,moment,21
",",",",p
la,le,71
princesse,princesse,22
eût,avoir,19
donné,donner,12
tout,tout,52
au,à,81
au,le,71
monde,monde,21
pour,pour,81
humilier,humilier,14
sa,son,73
grande,grand,30
maîtresse,maîtresse,22
;,;,p
mais,mais,82
elle,il,51
ne,ne,60
pouvait,pouvoir,18
:,:,p
elle,il,51
se,se,51
leva,lever,19
",",",",p
et,et,82
vint,venir,19
",",",",p
avec,avec,81
un,un,71
sourire,sourire,21
un,un,71
peu,peu,60
exagéré,exagéré,31
",",",",p
prendre,prendre,14
la,le,71
main,main,22
de,de,81
la,le,71
duchesse,duchesse,22
et,et,82
lui,lui,51
dire,dire,14
:,:,p
-,-,p
allons,aller,17
",",",",p
madame,madame,22
",",",",p
prouvez,prouver,17
moi,moi,51
votre,votre,73
amitié,amitié,22
en,en,81
parlant,parler,13
/.,/.,P
-,-,p
eh,eh,93
bien,bien,60
;,;,p
deux,deux,72
mots,mot,21
sans,sans,81
plus,plus,60
:,:,p
brûler,brûler,14
",",",",p
dans,dans,81
la,le,71
cheminée,cheminée,22
que,que,52
voilà,voilà,81
",",",",p
tous,tout,75
les,le,71
papiers,papier,21
réunis,réuni,31
par,par,81
cette,ce,74
vipère,vipère,22
de,de,81
Rassi,Rassi,20
",",",",p
et,et,82
ne,ne,60
jamais,jamais,60
lui,lui,51
avouer,avouer,14
qu',que,83
