11140
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Neuvième extrait>,<>,<>
torche,torche,22
",",",",p
la,le,71
Madone,Madone,20
nous,nous,51
a,avoir,17
sauvés,sauver,12
/.,/.,P
nous,nous,51
tenons,tenir,17
la,le,71
terre,terre,22
et,et,82
nous,nous,51
coucherons,coucher,15
cette,ce,74
nuit,nuit,22
dans,dans,81
ma,mon,73
maison,maison,22
/.,/.,P
“,“,p
nous,nous,51
crûmes,croire,19
qu',que,83
il,il,51
avait,avoir,18
perdu,perdre,12
l',le,71
esprit,esprit,21
",",",",p
car,car,82
nous,nous,51
ne,ne,60
lui,lui,51
connaissions,connaître,18
d',de,81
autre,autre,75
demeure,demeure,22
que,que,83
sa,son,73
cave,cave,22
sombre,sombre,30
de,de,81
la,le,71
Margellina,Margellina,20
",",",",p
et,et,82
",",",",p
pour,pour,81
y,y,52
revenir,revenir,14
avant,avant,81
la,le,71
nuit,nuit,22
",",",",p
il,il,51
fallait,falloir,18
se,se,51
rejeter,rejeter,14
dans,dans,81
le,le,71
canal,canal,21
",",",",p
doubler,doubler,14
le,le,71
cap,cap,21
et,et,82
affronter,affronter,14
de,de,81
nouveau,nouveau,21
la,le,71
mer,mer,22
mugissante,mugissant,30
à,à,81
laquelle,lequel,52
nous,nous,51
venions,venir,18
d',de,81
échapper,échapper,14
/.,/.,P
mais,mais,82
lui,lui,51
souriait,sourire,18
de,de,81
notre,notre,73
air,air,21
d',de,81
étonnement,étonnement,21
",",",",p
et,et,82
comprenant,comprendre,13
nos,notre,73
pensées,pensée,22
dans,dans,81
nos,notre,73
yeux,oeil,21
:,:,p
“,“,p
soyez,être,17
tranquilles,tranquille,30
",",",",p
jeunes,jeune,30
gens,gens,21
",",",",p
reprit,reprendre,19
il,il,51
",",",",p
nous,nous,51
y,y,52
arriverons,arriver,15
sans,sans,81
qu',que,83
une,un,71
seule,seul,30
vague,vague,22
nous,nous,51
mouille,mouiller,17
/.,/.,P
“,“,p
puis,puis,60
il,il,51
nous,nous,51
expliqua,expliquer,19
qu',que,83
il,il,51
était,être,18
de,de,81
Procida,Procida,20
;,;,p
qu',que,83
il,il,51
possédait,posséder,18
encore,encore,60
sur,sur,81
cette,ce,74
côte,côte,22
de,de,81
l',le,71
île,île,22
la,le,71
cabane,cabane,22
et,et,82
le,le,71
jardin,jardin,21
de,de,81
son,son,73
père,père,21
",",",",p
et,et,82
qu',que,83
en,en,81
ce,ce,74
moment,moment,21
même,même,30
sa,son,73
femme,femme,22
âgée,âgé,30
avec,avec,81
sa,son,73
petite-fille,petite-fille,22
",",",",p
soeur,soeur,22
de,de,81
Beppino,Beppino,20
",",",",p
notre,notre,73
jeune,jeune,30
mousse,mousse,21
",",",",p
et,et,82
deux,deux,72
autres,autre,75
petits-enfants,petit-enfant,21
",",",",p
étaient,être,18
dans,dans,81
sa,son,73
maison,maison,22
",",",",p
pour,pour,81
y,y,52
sécher,sécher,14
les,le,71
figues,figue,22
et,et,82
pour,pour,81
y,y,52
vendanger,vendanger,14
les,le,71
treilles,treille,22
dont,dont,52
ils,ils,51
vendaient,vendre,18
les,le,71
raisins,raisin,21
à,à,81
Naples,Naples,20
/.,/.,P
“,“,p
encore,encore,60
quelques,quelque,75
coups,coup,21
de,de,81
rame,rame,22
",",",",p
ajouta,ajouter,19
t,t,94
il,il,51
",",",",p
et,et,82
nous,nous,51
boirons,boire,15
de,de,81
l',le,71
eau,eau,22
de,de,81
la,le,71
source,source,22
",",",",p
qui,qui,52
est,être,17
plus,plus,60
limpide,limpide,30
que,que,83
le,le,71
vin,vin,21
d',de,81
Ischia,Ischia,20
/.,/.,P
“,“,p
ces,ce,74
mots,mot,21
nous,nous,51
rendirent,rendre,19
courage,courage,21
;,;,p
nous,nous,51
ramâmes,ramer,19
encore,encore,60
pendant,pendant,81
l',le,71
espace,espace,21
d',de,81
environ,environ,60
une,un,71
lieue,lieue,22
le,le,71
long,long,21
de,de,81
la,le,71
côte,côte,22
droite,droit,30
et,et,82
écumeuse,écumeux,30
de,de,81
Procida,Procida,20
/.,/.,P
de,de,81
temps,temps,21
en,en,81
temps,temps,21
",",",",p
l',le,71
enfant,enfant,21
élevait,élever,18
et,et,82
secouait,secouer,18
sa,son,73
torche,torche,22
/.,/.,P
elle,il,51
jetait,jeter,18
sa,son,73
lueur,lueur,22
sinistre,sinistre,30
sur,sur,81
les,le,71
rochers,rocher,21
",",",",p
et,et,82
nous,nous,51
montrait,montrer,18
partout,partout,60
une,un,71
muraille,muraille,22
inabordable,inabordable,30
/.,/.,P
enfin,enfin,60
",",",",p
au,à,81
au,le,71
tournant,tournant,21
d',de,81
une,un,71
pointe,pointe,22
de,de,81
granit,granit,21
qui,qui,52
s',se,51
avançait,avancer,18
en,en,81
forme,forme,22
de,de,81
bastion,bastion,21
dans,dans,81
la,le,71
mer,mer,22
nous,nous,51
vîmes,voir,19
la,le,71
falaise,falaise,22
fléchir,fléchir,14
et,et,82
se,se,51
creuser,creuser,14
un,un,71
peu,peu,60
comme,comme,83
une,un,71
brèche,brèche,22
dans,dans,81
un,un,71
mur,mur,21
d',de,81
enceinte,enceinte,22
;,;,p
un,un,71
coup,coup,21
de,de,81
gouvernail,gouvernail,21
nous,nous,51
fit,faire,19
virer,virer,14
droit,droit,60
à,à,81
la,le,71
côte,côte,22
",",",",p
trois,trois,72
dernières,dernier,30
lames,lame,22
jetèrent,jeter,19
notre,notre,73
barque,barque,22
harassée,harassé,31
entre,entre,81
deux,deux,72
écueils,écueil,21
",",",",p
où,où,60
l',le,71
écume,écume,22
bouillonnait,bouillonner,18
sur,sur,81
un,un,71
bas-fond,bas-fond,21
/.,/.,P
<XII>,<>,<>
la,le,71
proue,proue,22
",",",",p
en,en,81
touchant,toucher,13
la,le,71
roche,roche,22
",",",",p
rendit,rendre,19
un,un,71
son,son,21
sec,sec,30
et,et,82
éclatant,éclatant,30
comme,comme,83
le,le,71
craquement,craquement,21
d',de,81
une,un,71
planche,planche,22
qui,qui,52
tombe,tomber,17
à,à,81
faux,faux,21
et,et,82
qui,qui,52
se,se,51
brise,briser,17
/.,/.,P
nous,nous,51
sautâmes,sauter,19
dans,dans,81
la,le,71
mer,mer,22
",",",",p
nous,nous,51
amarrâmes,amarrer,19
de,de,81
notre,notre,73
mieux,mieux,60
la,le,71
barque,barque,22
avec,avec,81
un,un,71
reste,reste,21
de,de,81
cordage,cordage,21
",",",",p
et,et,82
nous,nous,51
suivîmes,suivre,19
le,le,71
vieillard,vieillard,21
et,et,82
l',le,71
enfant,enfant,21
qui,qui,52
marchaient,marcher,18
devant,devant,81
nous,nous,51
/.,/.,P
nous,nous,51
gravîmes,gravir,19
contre,contre,81
le,le,71
flanc,flanc,21
de,de,81
la,le,71
falaise,falaise,22
une,un,71
espèce,espèce,22
de,de,81
rampe,rampe,22
étroite,étroit,30
où,où,60
le,le,71
ciseau,ciseau,21
avait,avoir,18
creusé,creuser,12
dans,dans,81
le,le,71
rocher,rocher,21
des,de,81
des,le,71
degrés,degré,21
inégaux,inégal,30
",",",",p
tout,tout,60
glissants,glissant,30
de,de,81
la,le,71
poussière,poussière,22
de,de,81
la,le,71
mer,mer,22
/.,/.,P
cet,ce,74
escalier,escalier,21
de,de,81
roc,roc,21
vif,vif,30
",",",",p
qui,qui,52
manquait,manquer,18
quelquefois,quelquefois,60
sous,sous,81
les,le,71
pieds,pied,21
",",",",p
était,être,18
remplacé,remplacer,12
par,par,81
quelques,quelque,75
marches,marche,22
artificielles,artificiel,30
qu',que,52
on,on,51
avait,avoir,18
formées,former,12
en,en,81
enfonçant,enfoncer,13
par,par,81
la,le,71
pointe,pointe,22
de,de,81
longues,long,30
perches,perche,22
dans,dans,81
les,le,71
trous,trou,21
de,de,81
la,le,71
muraille,muraille,22
",",",",p
et,et,82
en,en,81
jetant,jeter,13
sur,sur,81
ce,ce,74
plancher,plancher,21
tremblant,tremblant,30
des,de,81
des,le,71
planches,planche,22
goudronnées,goudronné,31
de,de,81
vieilles,vieux,30
barques,barque,22
ou,ou,82
des,de,81
des,le,71
fagots,fagot,21
de,de,81
branches,branche,22
de,de,81
châtaignier,châtaignier,21
garnies,garni,31
de,de,81
leurs,leur,73
feuilles,feuille,22
sèches,sec,30
/.,/.,P
après,après,81
avoir,avoir,14
monté,monter,12
ainsi,ainsi,60
lentement,lentement,60
environ,environ,60
quatre,quatre,72
ou,ou,82
cinq,cinq,72
cents,cent,72
marches,marche,22
",",",",p
nous,nous,51
nous,nous,51
trouvâmes,trouver,19
dans,dans,81
une,un,71
petite,petit,30
cour,cour,22
suspendue,suspendu,31
qu',que,52
entourait,entourer,18
un,un,71
parapet,parapet,21
de,de,81
pierres,pierre,22
grises,gris,30
/.,/.,P
au,à,81
au,le,71
fond,fond,21
de,de,81
la,le,71
cour,cour,22
s',se,51
ouvraient,ouvrir,18
deux,deux,72
arches,arche,22
sombres,sombre,30
qui,qui,52
semblaient,sembler,18
devoir,devoir,14
conduire,conduire,14
à,à,81
un,un,71
cellier,cellier,21
au-dessus,au-dessus,60
de,de,81
ces,ce,74
arches,arche,22
massives,massif,30
",",",",p
deux,deux,72
arcades,arcade,22
arrondies,arrondi,31
et,et,82
surbaissées,surbaissé,31
portaient,porter,18
un,un,71
toit,toit,21
en,en,81
terrasse,terrasse,22
",",",",p
dont,dont,52
les,le,71
bords,bord,21
étaient,être,18
garnis,garnir,12
de,de,81
pots,pot,21
de,de,81
romarin,romarin,21
et,et,82
de,de,81
basilic,basilic,21
/.,/.,P
sous,sous,81
les,le,71
arcades,arcade,22
",",",",p
on,on,51
apercevait,apercevoir,18
une,un,71
galerie,galerie,22
rustique,rustique,30
où,où,60
brillaient,briller,18
",",",",p
comme,comme,83
des,de,81
des,le,71
lustres,lustre,21
d',de,81
or,or,21
aux,à,81
aux,le,71
clartés,clarté,22
de,de,81
la,le,71
lune,lune,22
",",",",p
des,de,81
des,le,71
régimes,régime,21
de,de,81
maïs,maïs,21
suspendus,suspendu,31
/.,/.,P
une,un,71
porte,porte,22
en,en,81
planches,planche,22
mal,mal,60
jointes,joint,31
ouvrait,ouvrir,18
sur,sur,81
cette,ce,74
galerie,galerie,22
/.,/.,P
à,à,81
droite,droite,22
",",",",p
le,le,71
terrain,terrain,21
",",",",p
sur,sur,81
lequel,lequel,52
la,le,71
maisonnette,maisonnette,22
était,être,18
inégalement,inégalement,60
assise,asseoir,12
",",",",p
s',se,51
élevait,élever,18
jusqu',jusque,81
à,à,81
la,le,71
hauteur,hauteur,22
du,de,81
du,le,71
plain-pied,plain-pied,60
de,de,81
la,le,71
galerie,galerie,22
/.,/.,P
un,un,71
gros,gros,30
figuier,figuier,21
et,et,82
quelques,quelque,75
ceps,cep,21
tortueux,tortueux,30
de,de,81
vigne,vigne,22
se,se,51
penchaient,pencher,18
de,de,81
là,là,60
sur,sur,81
l',le,71
angle,angle,21
de,de,81
la,le,71
maison,maison,22
",",",",p
en,en,81
confondant,confondre,13
leurs,leur,73
feuilles,feuille,22
et,et,82
leurs,leur,73
fruits,fruit,21
sous,sous,81
les,le,71
ouvertures,ouverture,22
de,de,81
la,le,71
galerie,galerie,22
et,et,82
en,en,81
jetant,jeter,13
deux,deux,72
ou,ou,82
trois,trois,72
festons,feston,21
serpentant,serpenter,13
sur,sur,81
le,le,71
mur,mur,21
d',de,81
appui,appui,21
des,de,81
des,le,71
arcades,arcade,22
/.,/.,P
leurs,leur,73
branches,branche,22
grillaient,griller,18
à,à,81
demi,demi,30
deux,deux,72
fenêtres,fenêtre,22
basses,bas,30
qui,qui,52
s',se,51
ouvraient,ouvrir,18
sur,sur,81
cette,ce,74
espèce,espèce,22
de,de,81
jardin,jardin,21
;,;,p
et,et,82
",",",",p
si,si,83
ce,ce,52
n',ne,60
eût,avoir,19
été,être,12
ces,ce,74
fenêtres,fenêtre,22
",",",",p
on,on,51
eût,avoir,19
pu,pouvoir,12
prendre,prendre,14
la,le,71
maison,maison,22
massive,massif,30
",",",",p
carrée,carré,31
et,et,82
basse,bas,30
",",",",p
pour,pour,81
un,un,52
des,de,81
des,le,71
rochers,rocher,21
gris,gris,30
de,de,81
cette,ce,74
côte,côte,22
",",",",p
ou,ou,82
pour,pour,81
un,un,52
de,de,81
ces,ce,74
blocs,bloc,21
de,de,81
lave,lave,22
refroidie,refroidi,31
que,que,52
le,le,71
châtaignier,châtaignier,21
",",",",p
le,le,71
lierre,lierre,21
et,et,82
la,le,71
vigne,vigne,22
pressent,pressentir,17
et,et,82
ensevelissent,ensevelir,17
de,de,81
leurs,leur,73
rameaux,rameau,21
",",",",p
et,et,82
où,où,60
le,le,71
vigneron,vigneron,21
de,de,81
Castellamare,Castellamare,20
ou,ou,82
de,de,81
Sorrente,Sorrente,20
creuse,creuser,17
une,un,71
grotte,grotte,22
fermée,fermé,31
d',de,81
une,un,71
porte,porte,22
pour,pour,81
conserver,conserver,14
son,son,73
vin,vin,21
à,à,81
côté,côté,21
du,de,81
du,le,71
cep,cep,21
qui,qui,52
l',le,52
a,avoir,17
porté,porter,12
/.,/.,P
essoufflés,essoufflé,31
par,par,81
la,le,71
montée,montée,22
longue,long,30
et,et,82
rapide,rapide,30
que,que,52
nous,nous,51
venions,venir,18
de,de,81
faire,faire,14
et,et,82
par,par,81
le,le,71
poids,poids,21
de,de,81
nos,notre,73
rames,rame,22
que,que,52
nous,nous,51
portions,porter,18
sur,sur,81
nos,notre,73
épaules,épaule,22
",",",",p
nous,nous,51
nous,nous,51
arrêtâmes,arrêter,19
un,un,71
moment,moment,21
",",",",p
le,le,71
vieillard,vieillard,21
et,et,82
nous,nous,51
",",",",p
pour,pour,81
reprendre,reprendre,14
haleine,haleine,22
dans,dans,81
cette,ce,74
cour,cour,22
/.,/.,P
mais,mais,82
l',le,71
enfant,enfant,21
",",",",p
jetant,jeter,13
sa,son,73
rame,rame,22
sur,sur,81
un,un,71
tas,tas,21
de,de,81
broussailles,broussaille,22
et,et,82
gravissant,gravir,13
légèrement,légèrement,60
l',le,71
escalier,escalier,21
se,se,51
mit,mettre,19
à,à,81
frapper,frapper,14
à,à,81
l',le,71
une,un,52
des,de,81
des,le,71
fenêtres,fenêtre,22
avec,avec,81
sa,son,73
torche,torche,22
encore,encore,60
allumée,allumé,31
",",",",p
en,en,81
appelant,appeler,13
d',de,81
une,un,71
voix,voix,22
joyeuse,joyeux,30
sa,son,73
grand-mère,grand-mère,22
et,et,82
sa,son,73
soeur,soeur,22
:,:,p
“,“,p
ma,mon,73
mère,mère,22
",",",",p
ma,mon,73
soeur,soeur,22
/!,/!,P
Madre,Madre,20
/!,/!,P
sorellina,sorellina,92
!,!,p
criait,crier,18
il,il,51
",",",",p
Gaetana,Gaetana,20
/!,/!,P
Graziella,Graziella,20
!,!,p
réveillez,réveiller,17
vous,vous,51
;,;,p
ouvrez,ouvrir,17
",",",",p
c',ce,52
est,être,17
le,le,71
père,père,21
",",",",p
c',ce,52
est,être,17
moi,moi,51
;,;,p
ce,ce,52
sont,être,17
des,de,81
des,le,71
étrangers,étranger,21
avec,avec,81
nous,nous,51
/.,/.,P
“,“,p
nous,nous,51
entendîmes,entendre,19
une,un,71
voix,voix,22
mal,mal,60
éveillée,éveillé,31
",",",",p
mais,mais,82
claire,clair,30
et,et,82
douce,doux,30
",",",",p
qui,qui,52
jetait,jeter,18
confusément,confusément,60
quelques,quelque,75
exclamations,exclamation,22
de,de,81
surprise,surprise,22
du,de,81
du,le,71
fond,fond,21
de,de,81
la,le,71
maison,maison,22
/.,/.,P
puis,puis,60
le,le,71
battant,battant,21
d',de,81
une,un,52
des,de,81
des,le,71
fenêtres,fenêtre,22
s',se,51
ouvrit,ouvrir,19
à,à,81
demi,demi,30
",",",",p
poussé,poussé,31
par,par,81
un,un,71
bras,bras,21
nu,nu,30
et,et,82
blanc,blanc,30
qui,qui,52
sortait,sortir,18
d',de,81
une,un,71
manche,manche,22
flottante,flottant,30
",",",",p
et,et,82
nous,nous,51
vîmes,voir,19
",",",",p
à,à,81
la,le,71
lueur,lueur,22
de,de,81
la,le,71
torche,torche,22
que,que,52
l',le,71
enfant,enfant,21
élevait,élever,18
vers,vers,81
la,le,71
fenêtre,fenêtre,22
",",",",p
en,en,81
se,se,51
dressant,dresser,13
sur,sur,81
la,le,71
pointe,pointe,22
des,de,81
des,le,71
pieds,pied,21
",",",",p
une,un,71
ravissante,ravissant,30
figure,figure,22
de,de,81
jeune,jeune,30
fille,fille,22
apparaître,apparaître,14
entre,entre,81
les,le,71
volets,volet,21
plus,plus,60
ouverts,ouvert,31
/.,/.,P
surprise,surpris,31
au,à,81
au,le,71
milieu,milieu,21
de,de,81
son,son,73
sommeil,sommeil,21
par,par,81
la,le,71
voix,voix,22
de,de,81
son,son,73
frère,frère,21
",",",",p
Graziella,Graziella,20
n',ne,60
avait,avoir,18
eu,avoir,12
ni,ni,82
la,le,71
pensée,pensée,22
ni,ni,82
le,le,71
temps,temps,21
de,de,81
s',se,51
arranger,arranger,14
une,un,71
toilette,toilette,22
de,de,81
nuit,nuit,22
/.,/.,P
elle,il,51
s',se,51
était,être,18
élancée,élancer,12
pieds,pied,21
nus,nu,30
à,à,81
la,le,71
fenêtre,fenêtre,22
",",",",p
dans,dans,81
le,le,71
désordre,désordre,21
où,où,60
elle,il,51
dormait,dormir,18
sur,sur,81
son,son,73
lit,lit,21
/.,/.,P
de,de,81
ses,son,73
longs,long,30
cheveux,cheveu,21
noirs,noir,30
",",",",p
la,le,71
moitié,moitié,22
tombait,tomber,18
sur,sur,81
une,un,52
de,de,81
ses,son,73
joues,joue,22
;,;,p
l',le,71
autre,autre,75
moitié,moitié,22
se,se,51
tordait,tordre,18
autour,autour,60
de,de,81
son,son,73
cou,cou,21
",",",",p
puis,puis,60
",",",",p
emportée,emporté,31
de,de,81
l',le,71
autre,autre,75
côté,côté,21
de,de,81
son,son,73
épaule,épaule,22
par,par,81
le,le,71
vent,vent,21
qui,qui,52
soufflait,souffler,18
avec,avec,81
force,force,22
",",",",p
frappait,frapper,18
le,le,71
volet,volet,21
entrouvert,entrouvert,31
et,et,82
revenait,revenir,18
lui,lui,51
fouetter,fouetter,14
le,le,71
visage,visage,21
comme,comme,83
l',le,71
aile,aile,22
d',de,81
un,un,71
corbeau,corbeau,21
battue,battu,31
du,de,81
du,le,71
vent,vent,21
/.,/.,P
du,de,81
du,le,71
revers,revers,21
de,de,81
ses,son,73
deux,deux,72
mains,main,22
",",",",p
la,le,71
jeune,jeune,30
fille,fille,22
se,se,51
frottait,frotter,18
les,le,71
yeux,oeil,21
en,en,81
élevant,élever,13
ses,son,73
coudes,coude,21
et,et,82
en,en,81
dilatant,dilater,13
ses,son,73
épaules,épaule,22
avec,avec,81
ce,ce,74
premier,premier,72
geste,geste,21
d',de,81
un,un,71
enfant,enfant,21
qui,qui,52
se,se,51
réveille,réveiller,17
et,et,82
qui,qui,52
veut,vouloir,17
chasser,chasser,14
le,le,71
sommeil,sommeil,21
/.,/.,P
sa,son,73
chemise,chemise,22
",",",",p
nouée,noué,31
autour,autour,60
du,de,81
du,le,71
cou,cou,21
",",",",p
ne,ne,60
laissait,laisser,18
apercevoir,apercevoir,14
qu',que,83
une,un,71
taille,taille,22
élevée,élevé,31
et,et,82
mince,mince,30
où,où,60
se,se,51
modelaient,modeler,18
à,à,81
peine,peine,22
sous,sous,81
la,le,71
toile,toile,22
les,le,71
premières,premier,72
ondulations,ondulation,22
de,de,81
la,le,71
jeunesse,jeunesse,22
/.,/.,P
ses,son,73
yeux,oeil,21
",",",",p
ovales,ovale,30
et,et,82
grands,grand,30
",",",",p
étaient,être,18
de,de,81
cette,ce,74
couleur,couleur,22
indécise,indécis,30
entre,entre,81
le,le,71
noir,noir,21
foncé,foncé,31
et,et,82
le,le,71
bleu,bleu,21
de,de,81
mer,mer,22
",",",",p
qui,qui,52
adoucit,adoucir,17
le,le,71
rayonnement,rayonnement,21
par,par,81
l',le,71
humidité,humidité,22
du,de,81
du,le,71
regard,regard,21
et,et,82
qui,qui,52
mêle,mêler,17
à,à,81
proportions,proportion,22
égales,égal,30
dans,dans,81
des,de,81
des,le,71
yeux,oeil,21
de,de,81
femme,femme,22
la,le,71
tendresse,tendresse,22
de,de,81
l',le,71
âme,âme,22
avec,avec,81
l',le,71
énergie,énergie,22
de,de,81
la,le,71
passion,passion,22
",",",",p
teinte,teinte,22
céleste,céleste,30
que,que,52
les,le,71
yeux,oeil,21
des,de,81
des,le,71
femmes,femme,22
de,de,81
l',le,71
Asie,Asie,20
et,et,82
de,de,81
l',le,71
Italie,Italie,20
empruntent,emprunter,17
au,à,81
au,le,71
feu,feu,21
brûlant,brûlant,30
de,de,81
leur,leur,73
jour,jour,21
de,de,81
flamme,flamme,22
et,et,82
à,à,81
l',le,71
azur,azur,21
serein,serein,30
de,de,81
leur,leur,73
ciel,ciel,21
",",",",p
de,de,81
leur,leur,73
mer,mer,22
et,et,82
de,de,81
leur,leur,73
nuit,nuit,22
/.,/.,P
les,le,71
joues,joue,22
étaient,être,18
pleines,plein,30
",",",",p
arrondies,arrondir,12
",",",",p
d',de,81
un,un,71
contour,contour,21
ferme,ferme,30
",",",",p
mais,mais,82
d',de,81
un,un,71
teint,teint,21
un,un,71
peu,peu,60
pâle,pâle,30
et,et,82
un,un,71
peu,peu,60
bruni,bruni,31
par,par,81
le,le,71
climat,climat,21
",",",",p
non,non,60
de,de,81
cette,ce,74
pâleur,pâleur,22
maladive,maladif,30
du,de,81
du,le,71
nord,nord,21
",",",",p
mais,mais,82
de,de,81
cette,ce,74
blancheur,blancheur,22
saine,sain,30
du,de,81
du,le,71
Midi,Midi,20
qui,qui,52
ressemble,ressembler,17
à,à,81
la,le,71
couleur,couleur,22
du,de,81
du,le,71
marbre,marbre,21
exposé,exposé,31
depuis,depuis,81
des,de,81
des,le,71
siècles,siècle,21
à,à,81
l',le,71
air,air,21
et,et,82
aux,à,81
aux,le,71
flots,flot,21
/.,/.,P
la,le,71
bouche,bouche,22
",",",",p
dont,dont,52
les,le,71
lèvres,lèvre,22
étaient,être,18
plus,plus,60
ouvertes,ouvrir,12
et,et,82
plus,plus,60
épaisses,épais,30
que,que,83
celles,celui,52
des,de,81
des,le,71
femmes,femme,22
de,de,81
nos,notre,73
climats,climat,21
",",",",p
avait,avoir,18
les,le,71
plis,pli,21
de,de,81
la,le,71
candeur,candeur,22
et,et,82
de,de,81
la,le,71
bonté,bonté,22
/.,/.,P
les,le,71
dents,dent,22
courtes,court,30
",",",",p
mais,mais,82
éclatantes,éclatant,30
",",",",p
brillaient,briller,18
aux,à,81
aux,le,71
lueurs,lueur,22
flottantes,flottant,30
de,de,81
la,le,71
torche,torche,22
comme,comme,83
des,de,81
des,le,71
écailles,écaille,22
de,de,81
nacre,nacre,22
aux,à,81
aux,le,71
bords,bord,21
de,de,81
la,le,71
mer,mer,22
sous,sous,81
la,le,71
moire,moire,22
de,de,81
l',le,71
eau,eau,22
frappée,frappé,31
du,de,81
du,le,71
soleil,soleil,21
/.,/.,P
tandis qu',tandis que,83
elle,il,51
parlait,parler,18
à,à,81
son,son,73
petit,petit,30
frère,frère,21
",",",",p
ses,son,73
paroles,parole,22
vives,vif,30
",",",",p
un,un,71
peu,peu,60
âpres,âpre,30
et,et,82
accentuées,accentué,31
",",",",p
dont,dont,52
la,le,71
moitié,moitié,22
était,être,18
emportée,emporter,12
par,par,81
la,le,71
brise,brise,22
",",",",p
résonnaient,résonner,18
comme,comme,83
une,un,71
musique,musique,22
à,à,81
nos,notre,73
oreilles,oreille,22
/.,/.,P
sa,son,73
physionomie,physionomie,22
",",",",p
aussi,aussi,60
mobile,mobile,30
que,que,83
les,le,71
lueurs,lueur,22
de,de,81
la,le,71
torche,torche,22
qui,qui,52
l',le,52
éclairait,éclairer,18
",",",",p
passa,passer,19
en,en,81
une,un,71
minute,minute,22
de,de,81
la,le,71
surprise,surprise,22
à,à,81
l',le,71
effroi,effroi,21
",",",",p
de,de,81
l',le,71
effroi,effroi,21
à,à,81
la,le,71
gaieté,gaieté,22
",",",",p
de,de,81
la,le,71
tendresse,tendresse,22
au,à,81
au,le,71
rire,rire,21
;,;,p
puis,puis,60
elle,il,51
nous,nous,51
aperçut,apercevoir,19
derrière,derrière,81
le,le,71
tronc,tronc,21
du,de,81
du,le,71
gros,gros,30
figuier,figuier,21
;,;,p
elle,il,51
se,se,51
retira,retirer,19
confuse,confus,30
de,de,81
la,le,71
fenêtre,fenêtre,22
",",",",p
sa,son,73
main,main,22
abandonna,abandonner,19
le,le,71
volet,volet,21
qui,qui,52
battit,battre,19
librement,librement,60
la,le,71
muraille,muraille,22
;,;,p
elle,il,51
ne,ne,60
prit,prendre,19
que,que,83
le,le,71
temps,temps,21
d',de,81
éveiller,éveiller,14
sa,son,73
grand-mère,grand-mère,22
et,et,82
de,de,81
s',se,51
habiller,habiller,14
à,à,81
demi,demi,30
",",",",p
elle,il,51
vint,venir,19
nous,nous,51
ouvrir,ouvrir,14
la,le,71
porte,porte,22
sous,sous,81
les,le,71
arcades,arcade,22
et,et,82
embrasser,embrasser,14
tout,tout,60
émue,ému,31
",",",",p
son,son,73
grand-père,grand-père,21
et,et,82
son,son,73
frère,frère,21
/.,/.,P
<XIII>,<>,<>
la,le,71
vieille,vieux,30
mère,mère,22
parut,paraître,19
bientôt,bientôt,60
tenant,tenir,13
à,à,81
la,le,71
main,main,22
une,un,71
lampe,lampe,22
de,de,81
terre,terre,22
rouge,rouge,30
",",",",p
qui,qui,52
éclairait,éclairer,18
son,son,73
visage,visage,21
maigre,maigre,30
et,et,82
pâle,pâle,30
et,et,82
ses,son,73
cheveux,cheveu,21
aussi,aussi,60
blancs,blanc,30
que,que,83
les,le,71
écheveaux,écheveau,21
de,de,81
laine,laine,22
qui,qui,52
floconnaient,floconner,18
sur,sur,81
la,le,71
table,table,22
autour,autour,60
de,de,81
sa,son,73
quenouille,quenouille,22
/.,/.,P
elle,il,51
baisa,baiser,19
la,le,71
main,main,22
de,de,81
son,son,73
mari,mari,21
et,et,82
le,le,71
front,front,21
de,de,81
l',le,71
enfant,enfant,21
/.,/.,P
tout,tout,75
le,le,71
récit,récit,21
que,que,52
contiennent,contenir,17
ces,ce,74
lignes,ligne,22
fut,être,19
échangé,échanger,12
en,en,81
quelques,quelque,75
mots,mot,21
et,et,82
en,en,81
quelques,quelque,75
gestes,geste,21
entre,entre,81
les,le,71
membres,membre,21
de,de,81
cette,ce,74
pauvre,pauvre,30
famille,famille,22
/.,/.,P
nous,nous,51
n',ne,60
entendions,entendre,18
pas,pas,60
tout,tout,52
/.,/.,P
nous,nous,51
nous,nous,51
tenions,tenir,18
un,un,71
peu,peu,60
à,à,81
l',le,71
écart,écart,21
pour,pour,81
ne,ne,60
pas,pas,60
gêner,gêner,14
l',le,71
épanchement,épanchement,21
de,de,81
coeur,coeur,21
de,de,81
nos,notre,73
hôtes,hôte,21
/.,/.,P
ils,ils,51
étaient,être,18
pauvres,pauvre,30
;,;,p
nous,nous,51
étions,être,18
étrangers,étranger,30
:,:,p
nous,nous,51
leur,leur,52
devions,devoir,18
le,le,71
respect,respect,21
/.,/.,P
notre,notre,73
attitude,attitude,22
réservée,réservé,31
à,à,81
la,le,71
dernière,dernier,30
place,place,22
et,et,82
près,près,81
de,de,81
la,le,71
porte,porte,22
le,le,52
leur,leur,52
témoignait,témoigner,18
silencieusement,silencieusement,60
/.,/.,P
Graziella,Graziella,20
jetait,jeter,18
de,de,81
temps,temps,21
en,en,81
temps,temps,21
un,un,71
regard,regard,21
étonné,étonné,31
et,et,82
comme,comme,83
du,de,81
du,le,71
fond,fond,21
d',de,81
un,un,71
rêve,rêve,21
sur,sur,81
nous,nous,51
/.,/.,P
