11875
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingt-quinzième extrait>,<>,<>
ne,ne,60
vous,vous,51
sentiriez,sentir,16
point,point,60
malade,malade,30
/.,/.,P
-,-,p
Eugène,Eugène,20
",",",",p
mon,mon,73
père,père,21
n',ne,60
est,être,17
peut-être,peut-être,60
pas,pas,60
aussi,aussi,60
malade,malade,30
que,que,83
vous,vous,51
le,le,52
dites,dire,17
;,;,p
mais,mais,82
je,je,51
serais,être,16
au,à,81
au,le,71
désespoir,désespoir,21
d',de,81
avoir,avoir,14
le,le,71
moindre,moindre,30
tort,tort,21
à,à,81
vos,votre,73
yeux,oeil,21
",",",",p
et,et,82
je,je,51
me,je,51
conduirai,conduire,15
comme,comme,83
vous,vous,51
le,le,52
voudrez,vouloir,15
/.,/.,P
lui,lui,51
",",",",p
je,je,51
le,le,52
sais,savoir,17
",",",",p
il,il,51
mourrait,mourir,16
de,de,81
chagrin,chagrin,21
si,si,83
ma,mon,73
maladie,maladie,22
devenait,devenir,18
mortelle,mortel,30
par,par,81
suite,suite,22
de,de,81
cette,ce,74
sortie,sortie,22
/.,/.,P
eh,eh,93
bien,bien,60
!,!,p
j',je,51
irai,aller,15
dès,dès,81
que,que,83
mon,mon,73
médecin,médecin,21
sera,être,15
venu,venir,12
/.,/.,P
ah,ah,93
!,!,p
pourquoi,pourquoi,60
n',ne,60
avez,avoir,17
vous,vous,51
plus,plus,60
votre,votre,73
montre,montre,22
?,?,p
dit,dire,19
elle,il,51
en,en,81
ne,ne,60
voyant,voir,13
plus,plus,60
la,le,71
chaîne,chaîne,22
/.,/.,P
Eugène,Eugène,20
rougit,rougir,19
/.,/.,P
Eugène,Eugène,20
/!,/!,P
Eugène,Eugène,20
",",",",p
si,si,83
vous,vous,51
l',le,52
aviez,avoir,18
déjà,déjà,60
vendue,vendre,12
",",",",p
perdue,perdre,12
…,…,p
oh,oh,93
!,!,p
cela,cela,52
serait,être,16
bien,bien,60
mal,mal,60
/.,/.,P
l',le,71
étudiant,étudiant,21
se,se,51
pencha,pencher,19
sur,sur,81
le,le,71
lit,lit,21
de,de,81
Delphine,Delphine,20
",",",",p
et,et,82
lui,lui,51
dit,dire,19
à,à,81
l',le,71
oreille,oreille,22
:,:,p
-,-,p
vous,vous,51
voulez,vouloir,17
le,le,52
savoir,savoir,14
?,?,p
eh,eh,93
bien,bien,60
!,!,p
sachez,savoir,17
le,le,52
/!,/!,P
votre,votre,73
père,père,21
n',ne,60
a,avoir,17
pas,pas,60
de,de,81
quoi,quoi,52
s',se,51
acheter,acheter,14
le,le,71
linceul,linceul,21
dans,dans,81
lequel,lequel,52
on,on,51
le,le,52
mettra,mettre,15
ce,ce,74
soir,soir,21
/.,/.,P
votre,votre,73
montre,montre,22
est,être,17
en,en,81
gage,gage,21
",",",",p
je,je,51
n',ne,60
avais,avoir,18
plus,plus,60
rien,rien,52
/.,/.,P
Delphine,Delphine,20
sauta,sauter,19
tout,tout,60
à,à,81
coup,coup,21
hors,hors,81
de,de,81
son,son,73
lit,lit,21
",",",",p
courut,courir,19
à,à,81
son,son,73
secrétaire,secrétaire,21
",",",",p
y,y,52
prit,prendre,19
sa,son,73
bourse,bourse,22
",",",",p
la,le,52
tendit,tendre,19
à,à,81
Rastignac,Rastignac,20
/.,/.,P
elle,il,51
sonna,sonner,19
et,et,82
s',se,51
écria,écrier,19
:,:,p
“,“,p
j',je,51
y,y,52
vais,aller,17
",",",",p
j',je,51
y,y,52
vais,aller,17
",",",",p
Eugène,Eugène,20
/.,/.,P
laissez,laisser,17
moi,moi,51
m',je,51
habiller,habiller,14
;,;,p
mais,mais,82
je,je,51
serais,être,16
un,un,71
monstre,monstre,21
/!,/!,P
allez,aller,17
",",",",p
j',je,51
arriverai,arriver,15
avant,avant,81
vous,vous,51
/!,/!,P
Thérèse,Thérèse,20
",",",",p
cria,crier,19
t,t,94
elle,il,51
à,à,81
sa,son,73
femme,femme,22
de,de,81
chambre,chambre,22
",",",",p
dites,dire,17
à,à,81
monsieur,monsieur,21
de,de,81
Nucingen,Nucingen,20
de,de,81
monter,monter,14
me,je,51
parler,parler,14
à,à,81
l',le,71
instant,instant,21
même,même,30
/.,/.,P
“,“,p
Eugène,Eugène,20
",",",",p
heureux,heureux,30
de,de,81
pouvoir,pouvoir,14
annoncer,annoncer,14
au,à,81
au,le,71
moribond,moribond,21
la,le,71
présence,présence,22
d',de,81
une,un,52
de,de,81
ses,son,73
filles,fille,22
",",",",p
arriva,arriver,19
presque,presque,60
joyeux,joyeux,30
rue,rue,22
neuve,neuf,30
Sainte-Geneviève,Sainte Geneviève,20
/.,/.,P
il,il,51
fouilla,fouiller,19
dans,dans,81
la,le,71
bourse,bourse,22
pour,pour,81
pouvoir,pouvoir,14
payer,payer,14
immédiatement,immédiatement,60
son,son,73
cocher,cocher,21
/.,/.,P
la,le,71
bourse,bourse,22
de,de,81
cette,ce,74
jeune,jeune,30
femme,femme,22
",",",",p
si,si,60
riche,riche,30
",",",",p
si,si,60
élégante,élégant,30
",",",",p
contenait,contenir,18
soixante,soixante,72
dix,dix,72
francs,franc,21
/.,/.,P
parvenu,parvenu,31
en,en,81
haut,haut,21
de,de,81
l',le,71
escalier,escalier,21
",",",",p
il,il,51
trouva,trouver,19
le,le,71
père,père,21
Goriot,Goriot,20
maintenu,maintenu,31
par,par,81
Bianchon,Bianchon,20
",",",",p
et,et,82
opéré,opéré,31
par,par,81
le,le,71
chirurgien,chirurgien,21
de,de,81
l',le,71
hôpital,hôpital,21
",",",",p
sous,sous,81
les,le,71
yeux,oeil,21
du,de,81
du,le,71
médecin,médecin,21
/.,/.,P
on,on,51
lui,lui,51
brûlait,brûler,18
le,le,71
dos,dos,21
avec,avec,81
des,de,81
des,le,71
moxas,moxa,21
",",",",p
dernier,dernier,30
remède,remède,21
de,de,81
la,le,71
science,science,22
",",",",p
remède,remède,21
inutile,inutile,30
/.,/.,P
-,-,p
les,le,52
sentez,sentir,17
vous,vous,51
?,?,p
demandait,demander,18
le,le,71
médecin,médecin,21
/.,/.,P
le,le,71
père,père,21
Goriot,Goriot,20
",",",",p
ayant,avoir,13
entrevu,entrevoir,12
l',le,71
étudiant,étudiant,21
",",",",p
répondit,répondre,19
:,:,p
-,-,p
elles,ils,51
viennent,venir,17
",",",",p
n',ne,60
est,être,17
ce,ce,52
pas,pas,60
/?,/?,P
il,il,51
peut,pouvoir,17
s',se,51
en,en,52
tirer,tirer,14
",",",",p
dit,dire,19
le,le,71
chirurgien,chirurgien,21
",",",",p
il,il,51
parle,parler,17
/.,/.,P
-,-,p
oui,oui,60
",",",",p
répondit,répondre,19
Eugène,Eugène,20
",",",",p
Delphine,Delphine,20
me,je,51
suit,suivre,17
/.,/.,P
-,-,p
allons,aller,17
!,!,p
dit,dire,19
Bianchon,Bianchon,20
",",",",p
il,il,51
parlait,parler,18
de,de,81
ses,son,73
filles,fille,22
",",",",p
après,après,81
lesquelles,lequel,52
il,il,51
crie,crier,17
comme,comme,83
un,un,71
homme,homme,21
sur,sur,81
le,le,71
pal,pal,21
crie,crier,17
",",",",p
dit,dire,19
on,on,51
",",",",p
après,après,81
l',le,71
eau,eau,22
/.,/.,P
-,-,p
cessez,cesser,17
",",",",p
dit,dire,19
le,le,71
médecin,médecin,21
au,à,81
au,le,71
chirurgien,chirurgien,21
",",",",p
il,il,51
n',ne,60
y,y,52
a,avoir,17
plus,plus,60
rien,rien,52
à,à,81
faire,faire,14
",",",",p
on,on,51
ne,ne,60
le,le,52
sauvera,sauver,15
pas,pas,60
/.,/.,P
Bianchon,Bianchon,20
et,et,82
le,le,71
chirurgien,chirurgien,21
replacèrent,replacer,19
le,le,71
mourant,mourant,30
à,à,81
plat,plat,21
sur,sur,81
son,son,73
grabat,grabat,21
infect,infect,30
/.,/.,P
-,-,p
il,il,51
faudrait,falloir,16
cependant,cependant,82
le,le,52
changer,changer,14
de,de,81
linge,linge,21
",",",",p
dit,dire,19
le,le,71
médecin,médecin,21
/.,/.,P
quoiqu',quoique,83
il,il,51
n',ne,60
y,y,52
ait,avoir,17
aucun,aucun,75
espoir,espoir,21
",",",",p
il,il,51
faut,falloir,17
respecter,respecter,14
en,en,81
lui,lui,51
la,le,71
nature,nature,22
humaine,humain,30
/.,/.,P
je,je,51
reviendrai,revenir,15
",",",",p
Bianchon,Bianchon,20
",",",",p
dit,dire,19
il,il,51
à,à,81
l',le,71
étudiant,étudiant,21
/.,/.,P
s',si,83
il,il,51
se,se,51
plaignait,plaindre,18
encore,encore,60
",",",",p
mettez,mettre,17
lui,lui,51
de,de,81
l',le,71
opium,opium,21
sur,sur,81
le,le,71
diaphragme,diaphragme,21
/.,/.,P
le,le,71
chirurgien,chirurgien,21
et,et,82
le,le,71
médecin,médecin,21
sortiront,sortir,15
/.,/.,P
-,-,p
allons,aller,17
",",",",p
Eugène,Eugène,20
",",",",p
du,de,81
du,le,71
courage,courage,21
",",",",p
mon,mon,73
fils,fils,21
!,!,p
dit,dire,19
Bianchon,Bianchon,20
à,à,81
Rastignac,Rastignac,20
quand,quand,83
ils,ils,51
furent,être,19
seuls,seul,30
",",",",p
il,il,51
s',se,51
agit,agir,17
de,de,81
lui,lui,51
mettre,mettre,14
une,un,71
chemise,chemise,22
blanche,blanc,30
et,et,82
de,de,81
changer,changer,14
son,son,73
lit,lit,21
/.,/.,P
va,aller,17
dire,dire,14
à,à,81
Sylvie,Sylvie,20
de,de,81
monter,monter,14
des,de,81
des,le,71
draps,drap,21
et,et,82
de,de,81
venir,venir,14
nous,nous,51
aider,aider,14
/.,/.,P
Eugène,Eugène,20
descendit,descendre,19
et,et,82
trouva,trouver,19
madame,madame,22
Vauquer,Vauquer,20
occupée,occupé,31
à,à,81
mettre,mettre,14
le,le,71
couvert,couvert,21
avec,avec,81
Sylvie,Sylvie,20
/.,/.,P
aux,à,81
aux,le,71
premiers,premier,72
mots,mot,21
que,que,52
lui,lui,51
dit,dire,19
Rastignac,Rastignac,20
",",",",p
la,le,71
veuve,veuve,22
vint,venir,19
à,à,81
lui,lui,51
",",",",p
en,en,81
prenant,prendre,13
l',le,71
air,air,21
aigrement,aigrement,60
doucereux,doucereux,30
d',de,81
une,un,71
marchande,marchande,22
soupçonneuse,soupçonneux,30
qui,qui,52
ne,ne,60
voudrait,vouloir,16
ni,ni,82
perdre,perdre,14
son,son,73
argent,argent,21
",",",",p
ni,ni,82
fâcher,fâcher,14
le,le,71
consommateur,consommateur,21
/.,/.,P
-,-,p
mon,mon,73
cher,cher,30
monsieur,monsieur,21
Eugène,Eugène,20
",",",",p
répondit,répondre,19
elle,il,51
",",",",p
vous,vous,51
savez,savoir,17
tout,tout,52
comme,comme,83
moi,moi,51
que,que,83
le,le,71
père,père,21
Goriot,Goriot,20
n',ne,60
a,avoir,17
plus,plus,60
le,le,71
sou,sou,21
/.,/.,P
donner,donner,14
des,de,81
des,le,71
draps,drap,21
à,à,81
un,un,71
homme,homme,21
en,en,81
train,train,21
de,de,81
tortiller,tortiller,14
de,de,81
l',le,71
oeil,oeil,21
",",",",p
c',ce,52
est,être,17
les,le,52
perdre,perdre,14
",",",",p
d'autant,d'autant,60
qu',que,83
il,il,51
faudra,falloir,15
bien,bien,60
en,en,52
sacrifier,sacrifier,14
un,un,52
pour,pour,81
le,le,71
linceul,linceul,21
/.,/.,P
ainsi,ainsi,60
",",",",p
vous,vous,51
me,je,51
devez,devoir,17
déjà,déjà,60
cent,cent,72
quarante,quarante,72
quatre,quatre,72
francs,franc,21
",",",",p
mettez,mettre,17
quarante,quarante,72
francs,franc,21
de,de,81
draps,drap,21
",",",",p
et,et,82
quelques,quelque,75
autres,autre,75
petites,petit,30
choses,chose,22
",",",",p
la,le,71
chandelle,chandelle,22
que,que,52
Sylvie,Sylvie,20
vous,vous,51
donnera,donner,15
",",",",p
tout,tout,75
cela,cela,52
fait,faire,17
au,à,81
au,le,71
moins,moins,60
deux,deux,72
cents,cent,72
francs,franc,21
",",",",p
qu',que,52
une,un,71
pauvre,pauvre,30
veuve,veuve,22
comme,comme,83
moi,moi,51
n',ne,60
est,être,17
pas,pas,60
en,en,81
état,état,21
de,de,81
perdre,perdre,14
/.,/.,P
dame,dame,22
!,!,p
soyez,être,17
juste,juste,30
",",",",p
monsieur,monsieur,21
Eugène,Eugène,20
",",",",p
j',je,51
ai,avoir,17
bien,bien,60
assez,assez,60
perdu,perdre,12
depuis,depuis,81
cinq,cinq,72
jours,jour,21
que,que,83
le,le,71
guignon,guignon,21
s',se,51
est,être,17
logé,loger,12
chez,chez,81
moi,moi,51
/.,/.,P
j',je,51
aurais,avoir,16
donné,donner,12
dix,dix,72
écus,écu,21
pour,pour,81
que,que,83
ce,ce,74
bonhomme,bonhomme,21
là,là,60
fût,être,19
parti,partir,12
ces,ce,74
jours,jour,21
ci,ci,60
",",",",p
comme,comme,83
vous,vous,51
le,le,52
disiez,dire,18
/.,/.,P
ça,ça,52
frappe,frapper,17
mes,mon,73
pensionnaires,pensionnaire,21
/.,/.,P
pour,pour,81
un,un,71
rien,rien,21
",",",",p
je,je,51
le,le,52
ferais,faire,16
porter,porter,14
à,à,81
l',le,71
hôpital,hôpital,21
/.,/.,P
enfin,enfin,60
",",",",p
mettez,mettre,17
vous,vous,51
à,à,81
ma,mon,73
place,place,22
/.,/.,P
mon,mon,73
établissement,établissement,21
avant,avant,81
tout,tout,52
",",",",p
c',ce,52
est,être,17
ma,mon,73
vie,vie,22
",",",",p
à,à,81
moi,moi,51
/.,/.,P
Eugène,Eugène,20
remonta,remonter,19
rapidement,rapidement,60
chez,chez,81
le,le,71
père,père,21
Goriot,Goriot,20
/.,/.,P
-,-,p
Bianchon,Bianchon,20
",",",",p
l',le,71
argent,argent,21
de,de,81
la,le,71
montre,montre,22
/?,/?,P
il,il,51
est,être,17
là,là,60
sur,sur,81
la,le,71
table,table,22
",",",",p
il,il,51
en,en,52
reste,rester,17
trois,trois,72
cent,cent,72
soixante,soixante,72
et,et,82
quelques,quelque,75
francs,franc,21
/.,/.,P
j',je,51
ai,avoir,17
payé,payer,12
sur,sur,81
ce,ce,52
qu',que,52
on,on,51
m',je,51
a,avoir,17
donné,donner,12
tout,tout,52
ce,ce,52
que,que,52
nous,nous,51
devions,devoir,18
/.,/.,P
la,le,71
reconnaissance,reconnaissance,22
du,de,81
du,le,71
Mont-de-Piété,Mont-de-Piété,20
est,être,17
sous,sous,81
l',le,71
argent,argent,21
/.,/.,P
-,-,p
tenez,tenir,17
",",",",p
madame,madame,22
",",",",p
dit,dire,19
Rastignac,Rastignac,20
après,après,81
avoir,avoir,14
dégringolé,dégringoler,12
l',le,71
escalier,escalier,21
avec,avec,81
horreur,horreur,22
",",",",p
soldez,solder,17
nos,notre,73
comptes,compte,21
/.,/.,P
monsieur,monsieur,21
Goriot,Goriot,20
n',ne,60
a,avoir,17
pas,pas,60
longtemps,longtemps,60
à,à,81
rester,rester,14
chez,chez,81
vous,vous,51
",",",",p
et,et,82
moi,moi,51
/…,/…,P
-,-,p
oui,oui,60
",",",",p
il,il,51
en,en,52
sortira,sortir,15
les,le,71
pieds,pied,21
en,en,81
avant,avant,21
",",",",p
pauvre,pauvre,30
bonhomme,bonhomme,21
",",",",p
dit,dire,19
elle,il,51
en,en,81
comptant,compter,13
deux,deux,72
cents,cent,72
francs,franc,21
",",",",p
d',de,81
un,un,71
air,air,21
moitié,moitié,22
gai,gai,30
",",",",p
moitié,moitié,22
mélancolique,mélancolique,30
/.,/.,P
-,-,p
finissons,finir,17
",",",",p
dit,dire,19
Rastignac,Rastignac,20
/.,/.,P
-,-,p
Sylvie,Sylvie,20
",",",",p
donnez,donner,17
les,le,71
draps,drap,21
",",",",p
et,et,82
allez,aller,17
aider,aider,14
ces,ce,74
messieurs,monsieur,21
",",",",p
là-haut,là-haut,60
/.,/.,P
-,-,p
vous,vous,51
n',ne,60
oublierez,oublier,15
pas,pas,60
Sylvie,Sylvie,20
",",",",p
dit,dire,19
madame,madame,22
Vauquer,Vauquer,20
à,à,81
l',le,71
oreille,oreille,22
d',de,81
Eugène,Eugène,20
",",",",p
voilà,voilà,81
deux,deux,72
nuits,nuit,22
qu',que,83
elle,il,51
veille,veiller,17
/.,/.,P
dès,dès,81
qu',que,83
Eugène,Eugène,20
eut,avoir,19
le,le,71
dos,dos,21
tourné,tourné,31
",",",",p
la,le,71
vieille,vieille,22
courut,courir,19
à,à,81
sa,son,73
cuisinière,cuisinière,22
:,:,p
-,-,p
prends,prendre,17
les,le,71
draps,drap,21
retournés,retourné,31
",",",",p
numéro,numéro,21
sept,sept,72
/.,/.,P
par,par,81
dieu,dieu,21
",",",",p
c',ce,52
est,être,17
toujours,toujours,60
assez,assez,60
bon,bon,30
pour,pour,81
un,un,71
mort,mort,21
",",",",p
lui,lui,51
dit,dire,19
elle,il,51
à,à,81
l',le,71
oreille,oreille,22
/.,/.,P
Eugène,Eugène,20
",",",",p
qui,qui,52
avait,avoir,18
déjà,déjà,60
monté,monter,12
quelques,quelque,75
marches,marche,22
de,de,81
l',le,71
escalier,escalier,21
",",",",p
n',ne,60
entendit,entendre,19
pas,pas,60
les,le,71
paroles,parole,22
de,de,81
la,le,71
vieille,vieux,30
hôtesse,hôtesse,22
/.,/.,P
-,-,p
allons,aller,17
",",",",p
lui,lui,51
dit,dire,19
Bianchon,Bianchon,20
",",",",p
passons,passer,17
lui,lui,51
sa,son,73
chemise,chemise,22
/.,/.,P
tiens,tenir,17
le,le,52
droit,droit,60
/.,/.,P
Eugène,Eugène,20
se,se,51
mit,mettre,19
à,à,81
la,le,71
tête,tête,22
du,de,81
du,le,71
lit,lit,21
et,et,82
soutint,soutenir,19
le,le,71
moribond,moribond,21
",",",",p
auquel,à,81
auquel,lequel,52
Bianchon,Bianchon,20
enleva,enlever,19
sa,son,73
chemise,chemise,22
et,et,82
le,le,71
bonhomme,bonhomme,21
fit,faire,19
un,un,71
geste,geste,21
comme,comme,83
pour,pour,81
garder,garder,14
quelque,quelque,75
chose,chose,22
sur,sur,81
sa,son,73
poitrine,poitrine,22
",",",",p
et,et,82
poussa,pousser,19
des,de,81
des,le,71
cris,cri,21
plaintifs,plaintif,30
et,et,82
inarticulés,inarticulé,30
",",",",p
à,à,81
la,le,71
manière,manière,22
des,de,81
des,le,71
animaux,animal,21
qui,qui,52
ont,avoir,17
une,un,71
grande,grand,30
douleur,douleur,22
à,à,81
exprimer,exprimer,14
/.,/.,P
-,-,p
oh,oh,93
!,!,p
oh,oh,93
!,!,p
dit,dire,19
Bianchon,Bianchon,20
",",",",p
il,il,51
veut,vouloir,17
une,un,71
petite,petit,30
chaîne,chaîne,22
de,de,81
cheveux,cheveu,21
et,et,82
un,un,71
petit,petit,30
médaillon,médaillon,21
que,que,52
nous,nous,51
lui,lui,51
avons,avoir,17
ôtés,ôter,12
tout,tout,60
à,à,81
l',le,71
heure,heure,22
pour,pour,81
lui,lui,51
poser,poser,14
ses,son,73
moxas,moxa,21
/.,/.,P
pauvre,pauvre,30
homme,homme,21
!,!,p
il,il,51
faut,falloir,17
la,le,52
lui,lui,51
remettre,remettre,14
/.,/.,P
elle,il,51
est,être,17
sur,sur,81
la,le,71
cheminée,cheminée,22
/.,/.,P
Eugène,Eugène,20
alla,aller,19
prendre,prendre,14
une,un,71
chaîne,chaîne,22
tressée,tressé,31
avec,avec,81
des,de,81
des,le,71
cheveux,cheveu,21
blond,blond,30
cendré,cendré,30
",",",",p
sans,sans,81
doute,doute,21
ceux,celui,52
de,de,81
madame,madame,22
Goriot,Goriot,20
/.,/.,P
il,il,51
lut,lire,19
d',de,81
un,un,71
côté,côté,21
du,de,81
du,le,71
médaillon,médaillon,21
:,:,p
Anastasie,Anastasie,20
",",",",p
et,et,82
de,de,81
l',le,71
autre,autre,52
:,:,p
Delphine,Delphine,20
/.,/.,P
image,image,22
de,de,81
son,son,73
coeur,coeur,21
qui,qui,52
reposait,reposer,18
toujours,toujours,60
sur,sur,81
son,son,73
coeur,coeur,21
/.,/.,P
les,le,71
boucles,boucle,22
contenues,contenu,31
étaient,être,18
d',de,81
une,un,71
telle,tel,75
finesse,finesse,22
qu',que,52
elles,ils,51
devaient,devoir,18
avoir,avoir,14
été,être,12
prises,prendre,12
pendant,pendant,81
la,le,71
première,premier,72
enfance,enfance,22
des,de,81
des,le,71
deux,deux,72
filles,fille,22
/.,/.,P
lorsque,lorsque,83
le,le,71
médaillon,médaillon,21
toucha,toucher,19
sa,son,73
poitrine,poitrine,22
",",",",p
le,le,71
vieillard,vieillard,21
fit,faire,19
un,un,71
ban,ban,21
prolongé,prolongé,31
qui,qui,52
annonçait,annoncer,18
une,un,71
satisfaction,satisfaction,22
effrayante,effrayant,30
à,à,81
voir,voir,14
/.,/.,P
c',ce,52
était,être,18
un,un,52
des,de,81
des,le,71
derniers,dernier,30
retentissements,retentissement,21
de,de,81
sa,son,73
sensibilité,sensibilité,22
",",",",p
qui,qui,52
semblait,sembler,18
se,se,51
retirer,retirer,14
au,à,81
au,le,71
centre,centre,21
inconnu,inconnu,30
d',de,81
où,où,60
partent,partir,17
et,et,82
où,où,60
s',se,51
adressent,adresser,17
nos,notre,73
sympathies,sympathie,22
/.,/.,P
son,son,73
visage,visage,21
convulsé,convulsé,31
prit,prendre,19
une,un,71
expression,expression,22
de,de,81
joie,joie,22
maladive,maladif,30
/.,/.,P
les,le,71
deux,deux,72
étudiants,étudiant,21
",",",",p
frappés,frappé,31
de,de,81
ce,ce,74
terrible,terrible,30
éclat,éclat,21
d',de,81
une,un,71
force,force,22
de,de,81
sentiment,sentiment,21
qui,qui,52
survivait,survivre,18
à,à,81
la,le,71
pensée,pensée,22
",",",",p
laissèrent,laisser,19
tomber,tomber,14
chacun,chacun,52
des,de,81
des,le,71
larmes,larme,22
chaudes,chaud,30
sur,sur,81
le,le,71
moribond,moribond,21
qui,qui,52
jeta,jeter,19
un,un,71
cri,cri,21
de,de,81
plaisir,plaisir,21
aigu,aigu,30
/.,/.,P
-,-,p
Nasie,Nasie,20
/!,/!,P
Fifine,Fifine,20
!,!,p
dit,dire,19
il,il,51
/.,/.,P
-,-,p
il,il,51
vit,vivre,17
encore,encore,60
",",",",p
dit,dire,19
Bianchon,Bianchon,20
/.,/.,P
-,-,p
à,à,81
quoi,quoi,52
ça,ça,52
lui,lui,51
sert,servir,17
il,il,51
?,?,p
dit,dire,19
Sylvie,Sylvie,20
/.,/.,P
-,-,p
à,à,81
souffrir,souffrir,14
",",",",p
répondit,répondre,19
Rastignac,Rastignac,20
/.,/.,P
après,après,81
avoir,avoir,14
fait,faire,12
à,à,81
son,son,73
camarade,camarade,21
un,un,71
signe,signe,21
pour,pour,81
lui,lui,51
dire,dire,14
de,de,81
l',le,52
imiter,imiter,14
",",",",p
Bianchon,Bianchon,20
s',se,51
agenouilla,agenouiller,19
pour,pour,81
passer,passer,14
ses,son,73
bras,bras,21
sous,sous,81
les,le,71
jarrets,jarret,21
du,de,81
du,le,71
malade,malade,21
",",",",p
pendant,pendant,81
que,que,83
Rastignac,Rastignac,20
en,en,52
faisait,faire,18
autant,autant,60
de,de,81
l',le,71
autre,autre,75
côté,côté,21
du,de,81
du,le,71
lit,lit,21
afin,afin,81
de,de,81
passer,passer,14
les,le,71
mains,main,22
sous,sous,81
le,le,71
dos,dos,21
/.,/.,P
Sylvie,Sylvie,20
était,être,18
là,là,60
",",",",p
prête,prêt,30
à,à,81
retirer,retirer,14
les,le,71
draps,drap,21
quand,quand,83
le,le,71
moribond,moribond,21
serait,être,16
soulevé,soulever,12
",",",",p
afin,afin,81
de,de,81
les,le,52
remplacer,remplacer,14
par,par,81
ceux,celui,52
qu',que,52
elle,il,51
apportait,apporter,18
/.,/.,P
trompé,trompé,31
sans,sans,81
doute,doute,21
par,par,81
les,le,71
larmes,larme,22
",",",",p
Goriot,Goriot,20
usa,user,19
ses,son,73
dernières,dernier,30
forces,force,22
pour,pour,81
étendre,étendre,14
les,le,71
mains,main,22
",",",",p
rencontra,rencontrer,19
de,de,81
chaque,chaque,75
côté,côté,21
de,de,81
son,son,73
lit,lit,21
les,le,71
têtes,tête,22
des,de,81
des,le,71
étudiants,étudiant,21
",",",",p
les,le,52
saisit,saisir,19
violemment,violemment,60
par,par,81
les,le,71
cheveux,cheveu,21
",",",",p
et,et,82
l',l',94
on,on,51
entendit,entendre,19
faiblement,faiblement,60
:,:,p
“,“,p
ah,ah,93
!,!,p
mes,mon,73
anges,ange,21
/!,/!,P
deux,deux,72
mots,mot,21
",",",",p
deux,deux,72
murmures,murmure,21
accentués,accentué,31
par,par,81
l',le,71
âme,âme,22
qui,qui,52
s',se,51
envola,envoler,19
sur,sur,81
cette,ce,74
parole,parole,22
/.,/.,P
-,-,p
pauvre,pauvre,30
cher,cher,30
homme,homme,21
",",",",p
dit,dire,19
Sylvie,Sylvie,20
attendrie,attendri,31
de,de,81
cette,ce,74
exclamation,exclamation,22
où,où,60
se,se,51
peignit,peindre,19
un,un,71
sentiment,sentiment,21
suprême,suprême,30
que,que,52
le,le,71
plus,plus,60
horrible,horrible,30
",",",",p
le,le,71
plus,plus,60
involontaire,involontaire,30
des,de,81
des,le,71
mensonges,mensonge,21
exaltait,exalter,18
une,un,71
dernière,dernier,30
fois,fois,22
/.,/.,P
le,le,71
dernier,dernier,30
soupir,soupir,21
de,de,81
ce,ce,74
père,père,21
devait,devoir,18
être,être,14
un,un,71
soupir,soupir,21
de,de,81
joie,joie,22
/.,/.,P
ce,ce,74
soupir,soupir,21
fut,être,19
l',le,71
expression,expression,22
de,de,81
toute,tout,75
sa,son,73
vie,vie,22
",",",",p
il,il,51
se,se,51
trompait,tromper,18
encore,encore,60
/.,/.,P
le,le,71
père,père,21
Goriot,Goriot,20
fut,être,19
pieusement,pieusement,60
replacé,replacer,12
sur,sur,81
son,son,73
grabat,grabat,21
/.,/.,P
à,à,81
compter,compter,14
de,de,81
ce,ce,74
moment,moment,21
",",",",p
sa,son,73
physionomie,physionomie,22
garda,garder,19
la,le,71
douloureuse,douloureux,30
empreinte,empreint,31
du,de,81
du,le,71
combat,combat,21
qui,qui,52
se,se,51
livrait,livrer,18
entre,entre,81
la,le,71
mort,mort,22
et,et,82
la,le,71
vie,vie,22
dans,dans,81
une,un,71
machine,machine,22
qui,qui,52
n',ne,60
avait,avoir,18
plus,plus,60
cette,ce,74
espèce,espèce,22
de,de,81
conscience,conscience,22
cérébrale,cérébral,30
d',de,81
où,où,60
résulte,résulter,17
le,le,71
sentiment,sentiment,21
du,de,81
du,le,71
plaisir,plaisir,21
et,et,82
de,de,81
la,le,71
douleur,douleur,22
pour,pour,81
l',le,71
être,être,21
humain,humain,30
/.,/.,P
ce,ce,52
n',ne,60
était,être,18
plus,plus,60
qu',que,83
une,un,71
question,question,22
de,de,81
temps,temps,21
pour,pour,81
la,le,71
destruction,destruction,22
/.,/.,P
-,-,p
il,il,51
va,aller,17
rester,rester,14
ainsi,ainsi,60
quelques,quelque,75
heures,heure,22
",",",",p
et,et,82
mourra,mourir,15
sans,sans,81
que,que,83
l',l',94
on,on,51
s',se,51
en,en,52
aperçoive,apercevoir,17
",",",",p
il,il,51
ne,ne,60
râlera,râler,15
même,même,60
pas,pas,60
/.,/.,P
le,le,71
cerveau,cerveau,21
doit,devoir,17
être,être,14
complètement,complètement,60
envahi,envahir,12
/.,/.,P
en,en,81
ce,ce,74
moment,moment,21
on,on,51
entendit,entendre,19
dans,dans,81
l',le,71
escalier,escalier,21
un,un,71
pas,pas,21
de,de,81
jeune,jeune,30
femme,femme,22
haletante,haletant,30
/.,/.,P
-,-,p
elle,il,51
arrive,arriver,17
trop,trop,60
tard,tard,60
",",",",p
dit,dire,19
Rastignac,Rastignac,20
