11581
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Cinquante-troisième extrait>,<>,<>
à,à,81
demi,demi,30
fou,fou,21
",",",",p
rêvant,rêver,13
de,de,81
fuir,fuir,14
",",",",p
de,de,81
s',se,51
aller,aller,14
jeter,jeter,14
dans,dans,81
un,un,71
couvent,couvent,21
de,de,81
trappistes,trappiste,21
et,et,82
d',de,81
y,y,52
attendre,attendre,14
la,le,71
mort,mort,22
assis,assis,31
sur,sur,81
son,son,73
cercueil,cercueil,21
",",",",p
sans,sans,81
jamais,jamais,60
relever,relever,14
le,le,71
capuchon,capuchon,21
de,de,81
son,son,73
froc,froc,21
/.,/.,P
il,il,51
se,se,51
trouvait,trouver,18
ingrat,ingrat,30
et,et,82
lâche,lâche,30
de,de,81
ne,ne,60
pas,pas,60
sacrifier,sacrifier,14
son,son,73
amour,amour,21
et,et,82
d',de,81
abuser,abuser,14
ainsi,ainsi,60
de,de,81
l',le,71
héroïsme,héroïsme,21
d',de,81
Alicia,Alicia,20
:,:,p
car,car,82
elle,il,51
n',ne,60
ignorait,ignorer,18
rien,rien,52
",",",",p
elle,il,51
savait,savoir,18
qu',que,83
il,il,51
n',ne,60
était,être,18
qu',que,83
un,un,71
jettatore,jettatore,92
",",",",p
comme,comme,83
l',le,52
affirmait,affirmer,18
le,le,71
comte,comte,21
Altavilla,Altavilla,20
",",",",p
et,et,82
",",",",p
prise,prise,22
d',de,81
une,un,71
angélique,angélique,30
pitié,pitié,22
",",",",p
elle,il,51
ne,ne,60
le,le,52
repoussait,repousser,18
pas,pas,60
/!,/!,P
“,“,p
oui,oui,60
",",",",p
se,se,51
disait,dire,18
il,il,51
",",",",p
ce,ce,74
Napolitain,Napolitain,20
",",",",p
ce,ce,74
beau,beau,30
comte,comte,21
qu',que,52
elle,il,51
dédaigne,dédaigner,17
",",",",p
est,être,17
véritablement,véritablement,60
amoureux,amoureux,30
/.,/.,P
sa,son,73
passion,passion,22
fait,faire,17
honte,honte,22
à,à,81
la,le,71
mienne,mien,52
:,:,p
pour,pour,81
sauver,sauver,14
Alicia,Alicia,20
",",",",p
il,il,51
n',ne,60
a,avoir,17
pas,pas,60
craint,craindre,12
de,de,81
m',je,51
attaquer,attaquer,14
",",",",p
de,de,81
me,je,51
provoquer,provoquer,14
",",",",p
moi,moi,51
",",",",p
un,un,71
jettatore,jettatore,92
",",",",p
c'est-à-dire,c'est-à-dire,91
",",",",p
dans,dans,81
ses,son,73
idées,idée,22
",",",",p
un,un,71
être,être,21
aussi,aussi,60
redoutable,redoutable,30
qu',que,83
un,un,71
démon,démon,21
/.,/.,P
tout,tout,60
en,en,81
me,je,51
parlant,parler,13
",",",",p
il,il,51
jouait,jouer,18
avec,avec,81
ses,son,73
amulettes,amulette,22
",",",",p
et,et,82
le,le,71
regard,regard,21
de,de,81
ce,ce,74
duelliste,duelliste,21
célèbre,célèbre,30
qui,qui,52
a,avoir,17
couché,coucher,12
trois,trois,72
hommes,homme,21
sur,sur,81
le,le,71
carreau,carreau,21
",",",",p
se,se,51
baissait,baisser,18
devant,devant,81
le,le,71
mien,mien,52
/!,/!,P
“,“,p
rentré,rentré,31
à,à,81
l',le,71
hôtel,hôtel,21
de,de,81
Rome,Rome,20
",",",",p
Paul,Paul,20
écrivit,écrire,19
quelques,quelque,75
lettres,lettre,22
",",",",p
fit,faire,19
un,un,71
testament,testament,21
par,par,81
lequel,lequel,52
il,il,51
laissait,laisser,18
à,à,81
miss,miss,22
Alicia,Alicia,20
Ward,Ward,20
tout,tout,52
ce,ce,52
qu',que,52
il,il,51
possédait,posséder,18
",",",",p
sauf,sauf,81
un,un,71
legs,legs,21
pour,pour,81
Paddy,Paddy,20
",",",",p
et,et,82
prit,prendre,19
les,le,71
dispositions,disposition,22
indispensables,indispensable,30
à,à,81
un,un,71
galant,galant,30
homme,homme,21
qui,qui,52
doit,devoir,17
avoir,avoir,14
un,un,71
duel,duel,21
à,à,81
mort,mort,22
le,le,71
lendemain,lendemain,21
/.,/.,P
il,il,51
ouvrit,ouvrir,19
les,le,71
boîtes,boîte,22
de,de,81
palissandre,palissandre,21
où,où,60
ses,son,73
armes,arme,22
étaient,être,18
renfermées,renfermer,12
dans,dans,81
les,le,71
compartiments,compartiment,21
garnis,garni,31
de,de,81
serge,serge,22
verte,vert,30
",",",",p
remua,remuer,19
épées,épée,22
",",",",p
pistolets,pistolet,21
",",",",p
couteaux,couteau,21
de,de,81
chasse,chasse,22
",",",",p
et,et,82
trouva,trouver,19
enfin,enfin,60
deux,deux,72
stylets,stylet,21
corses,corse,30
parfaitement,parfaitement,60
pareils,pareil,30
qu',que,83
il,il,51
avait,avoir,18
achetés,acheter,12
pour,pour,81
en,en,52
faire,faire,14
don,don,21
à,à,81
des,de,81
des,le,71
amis,ami,21
/.,/.,P
c',ce,52
étaient,être,18
deux,deux,72
lames,lame,22
de,de,81
pur,pur,30
acier,acier,21
",",",",p
épaisses,épais,30
près,près,81
du,de,81
du,le,71
manche,manche,21
",",",",p
tranchantes,tranchant,30
des,de,81
des,le,71
deux,deux,72
côtés,côté,21
vers,vers,81
la,le,71
pointe,pointe,22
",",",",p
damasquinées,damasquiner,12
",",",",p
curieusement,curieusement,60
terribles,terrible,30
et,et,82
montées,monté,31
avec,avec,81
soin,soin,21
/.,/.,P
Paul,Paul,20
choisit,choisir,19
aussi,aussi,60
trois,trois,72
foulards,foulard,21
et,et,82
fit,faire,19
du,de,81
du,le,71
tout,tout,75
un,un,71
paquet,paquet,21
/.,/.,P
puis,puis,60
il,il,51
prévint,prévenir,19
Scazziga,Scazziga,20
de,de,81
se,se,51
tenir,tenir,14
prêt,prêt,30
de,de,81
grand,grand,30
matin,matin,21
pour,pour,81
une,un,71
excursion,excursion,22
dans,dans,81
la,le,71
campagne,campagne,22
/.,/.,P
“,“,p
oh,oh,93
!,!,p
dit,dire,19
il,il,51
",",",",p
en,en,81
se,se,51
jetant,jeter,13
tout,tout,60
habillé,habillé,31
sur,sur,81
son,son,73
lit,lit,21
",",",",p
dieu,dieu,21
fasse,faire,17
que,que,83
ce,ce,74
combat,combat,21
me,je,51
soit,être,17
fatal,fatal,30
/!,/!,P
si,si,83
j',je,51
avais,avoir,18
le,le,71
bonheur,bonheur,21
d',de,81
être,être,14
tué,tuer,12
",",",",p
-,-,p
Alicia,Alicia,20
vivrait,vivre,16
/!,/!,P
“,“,p
<XIII>,<>,<>
Pompeï,Pompeï,20
",",",",p
la,le,71
ville,ville,22
morte,mort,31
",",",",p
ne,ne,60
s',se,51
éveille,éveiller,17
pas,pas,60
le,le,71
matin,matin,21
comme,comme,83
les,le,71
cités,cité,22
vivantes,vivant,30
",",",",p
et,et,82
quoiqu',quoique,83
elle,il,51
ait,avoir,17
rejeté,rejeter,12
à,à,81
demi,demi,30
le,le,71
drap,drap,21
de,de,81
cendre,cendre,22
qui,qui,52
la,le,52
couvrait,couvrir,18
depuis,depuis,81
tant,tant,60
de,de,81
siècles,siècle,21
",",",",p
même,même,60
quand,quand,83
la,le,71
nuit,nuit,22
s',se,51
efface,effacer,17
",",",",p
elle,il,51
reste,rester,17
endormie,endormi,31
sur,sur,81
sa,son,73
couche,couche,22
funèbre,funèbre,30
/.,/.,P
les,le,71
touristes,touriste,21
de,de,81
toutes,tout,75
nations,nation,22
qui,qui,52
la,le,52
visitent,visiter,17
pendant,pendant,81
le,le,71
jour,jour,21
sont,être,17
à,à,81
cette,ce,74
heure,heure,22
encore,encore,60
étendus,étendre,12
dans,dans,81
leur,leur,73
lit,lit,21
",",",",p
tout,tout,60
moulus,moulu,31
des,de,81
des,le,71
fatigues,fatigue,22
de,de,81
leurs,leur,73
excursions,excursion,22
",",",",p
et,et,82
l',le,71
aurore,aurore,22
",",",",p
en,en,81
se,se,51
levant,lever,13
sur,sur,81
les,le,71
décombres,décombre,21
de,de,81
la,le,71
ville,ville,22
momie,momie,22
",",",",p
n',ne,60
y,y,52
éclaire,éclairer,17
pas,pas,60
un,un,71
seul,seul,30
visage,visage,21
humain,humain,30
/.,/.,P
les,le,71
lézards,lézard,21
seuls,seul,30
",",",",p
en,en,81
frétillant,frétiller,13
de,de,81
la,le,71
queue,queue,22
",",",",p
rampent,ramper,17
le,le,71
long,long,21
des,de,81
des,le,71
murs,mur,21
",",",",p
filent,filer,17
sur,sur,81
les,le,71
mosaïques,mosaïque,22
disjointes,disjoint,31
",",",",p
sans,sans,81
s',se,51
inquiéter,inquiéter,14
du,de,81
du,le,71
cave,cave,22
canem,canem,92
inscrit,inscrit,21
au,à,81
au,le,71
seuil,seuil,21
des,de,81
des,le,71
maisons,maison,22
désertes,désert,30
",",",",p
et,et,82
saluent,saluer,17
joyeusement,joyeusement,60
les,le,71
premiers,premier,72
rayons,rayon,21
du,de,81
du,le,71
soleil,soleil,21
/.,/.,P
ce,ce,52
sont,être,17
les,le,71
habitants,habitant,21
qui,qui,52
ont,avoir,17
succédé,succéder,12
aux,à,81
aux,le,71
citoyens,citoyen,21
antiques,antique,30
",",",",p
et,et,82
il,il,51
semble,sembler,17
que,que,83
Pompeï,Pompeï,20
n',ne,60
ait,avoir,17
été,être,12
exhumée,exhumer,12
que,que,83
pour,pour,81
eux,ils,51
/.,/.,P
c',ce,52
est,être,17
un,un,71
spectacle,spectacle,21
étrange,étrange,30
de,de,81
voir,voir,14
à,à,81
la,le,71
lueur,lueur,22
azurée,azuré,31
et,et,82
rose,rose,30
du,de,81
du,le,71
matin,matin,21
ce,ce,74
cadavre,cadavre,21
de,de,81
ville,ville,22
saisie,saisi,31
au,à,81
au,le,71
milieu,milieu,21
de,de,81
ses,son,73
plaisirs,plaisir,21
",",",",p
de,de,81
ses,son,73
travaux,travail,21
et,et,82
de,de,81
sa,son,73
civilisation,civilisation,22
",",",",p
et,et,82
qui,qui,52
n',ne,60
a,avoir,17
pas,pas,60
subi,subir,12
la,le,71
dissolution,dissolution,22
lente,lent,30
des,de,81
des,le,71
ruines,ruine,22
ordinaires,ordinaire,30
;,;,p
on,on,51
croit,croire,17
involontairement,involontairement,60
que,que,83
les,le,71
propriétaires,propriétaire,21
de,de,81
ces,ce,74
maisons,maison,22
conservées,conservé,31
dans,dans,81
leurs,leur,73
moindres,moindre,30
détails,détail,21
vont,aller,17
sortir,sortir,14
de,de,81
leurs,leur,73
demeures,demeure,22
avec,avec,81
leurs,leur,73
habits,habit,21
grecs,grec,30
ou,ou,82
romains,romain,30
",",",",p
-,-,p
les,le,71
chars,char,21
",",",",p
dont,dont,52
on,on,51
aperçoit,apercevoir,17
les,le,71
ornières,ornière,22
sur,sur,81
les,le,71
dalles,dalle,22
",",",",p
se,se,51
remettre,remettre,14
à,à,81
rouler,rouler,14
",",",",p
-,-,p
les,le,71
buveurs,buveur,21
à,à,81
entrer,entrer,14
dans,dans,81
ces,ce,74
thermopoles,thermopoles,92
où,où,60
la,le,71
marque,marque,22
des,de,81
des,le,71
tasses,tasse,22
est,être,17
encore,encore,60
empreinte,empreindre,12
sur,sur,81
le,le,71
marbre,marbre,21
du,de,81
du,le,71
comptoir,comptoir,21
/.,/.,P
-,-,p
on,on,51
marche,marcher,17
comme,comme,83
dans,dans,81
un,un,71
rêve,rêve,21
au,à,81
au,le,71
milieu,milieu,21
du,de,81
du,le,71
passé,passé,21
;,;,p
on,on,51
lit,lire,17
en,en,81
lettres,lettre,22
rouges,rouge,30
",",",",p
à,à,81
l',le,71
angle,angle,21
des,de,81
des,le,71
rues,rue,22
",",",",p
l',le,71
affiche,affiche,22
du,de,81
du,le,71
spectacle,spectacle,21
du,de,81
du,le,71
jour,jour,21
!,!,p
-,-,p
seulement,seulement,60
le,le,71
jour,jour,21
est,être,17
passé,passer,12
depuis,depuis,81
plus,plus,60
de,de,81
dix,dix,72
sept,sept,72
siècles,siècle,21
/.,/.,P
-,-,p
aux,à,81
aux,le,71
clartés,clarté,22
naissantes,naissant,30
de,de,81
l',le,71
aube,aube,22
",",",",p
les,le,71
danseuses,danseuse,22
peintes,peint,31
sur,sur,81
les,le,71
murs,mur,21
semblent,sembler,17
agiter,agiter,14
leurs,leur,73
crotales,crotale,21
et,et,82
du,de,81
du,le,71
bout,bout,21
de,de,81
leur,leur,73
pied,pied,21
blanc,blanc,30
soulever,soulever,14
comme,comme,83
dans,dans,81
une,un,71
écume,écume,22
rose,rose,30
le,le,71
bord,bord,21
de,de,81
leur,leur,73
draperie,draperie,22
",",",",p
croyant,croire,13
sans,sans,81
doute,doute,21
que,que,83
les,le,71
lampadaires,lampadaire,21
se,se,51
rallument,rallumer,17
pour,pour,81
les,le,71
orgies,orgie,22
du,de,81
du,le,71
triclinium,triclinium,92
;,;,p
les,le,71
Vénus,Vénus,20
",",",",p
les,le,71
satyres,satyre,21
",",",",p
les,le,71
figures,figure,22
héroïques,héroïque,30
ou,ou,82
grotesques,grotesque,30
",",",",p
animées,animé,31
d',de,81
un,un,71
rayon,rayon,21
",",",",p
essayent,essayer,17
de,de,81
remplacer,remplacer,14
les,le,71
habitants,habitant,21
disparus,disparu,31
et,et,82
de,de,81
faire,faire,14
à,à,81
la,le,71
cité,cité,22
morte,mort,31
une,un,71
population,population,22
peinte,peint,31
/.,/.,P
les,le,71
ombres,ombre,22
colorées,coloré,31
tremblent,trembler,17
le,le,71
long,long,21
des,de,81
des,le,71
parois,paroi,22
",",",",p
et,et,82
l',le,71
esprit,esprit,21
peut,pouvoir,17
quelques,quelque,75
minutes,minute,22
se,se,51
prêter,prêter,14
à,à,81
l',le,71
illusion,illusion,22
d',de,81
une,un,71
fantasmagorie,fantasmagorie,22
antique,antique,30
/.,/.,P
mais,mais,82
ce,ce,74
jour,jour,21
là,là,60
",",",",p
au,à,81
au,le,71
grand,grand,30
effroi,effroi,21
des,de,81
des,le,71
lézards,lézard,21
",",",",p
la,le,71
sérénité,sérénité,22
matinale,matinal,30
de,de,81
Pompeï,Pompeï,20
fut,être,19
troublée,troubler,12
par,par,81
un,un,71
visiteur,visiteur,21
étrange,étrange,30
:,:,p
une,un,71
voiture,voiture,22
s',se,51
arrêta,arrêter,19
à,à,81
l',le,71
entrée,entrée,22
de,de,81
la,le,71
voie,voie,22
des,de,81
des,le,71
tombeaux,tombeau,21
;,;,p
Paul,Paul,20
en,en,52
descendit,descendre,19
et,et,82
se,se,51
dirigea,diriger,19
à,à,81
pied,pied,21
vers,vers,81
le,le,71
lieu,lieu,21
du,de,81
du,le,71
rendez-vous,rendez-vous,21
/.,/.,P
il,il,51
était,être,18
en,en,81
avance,avance,22
",",",",p
et,et,82
",",",",p
bien,bien,60
qu',que,83
il,il,51
dût,devoir,18
être,être,14
préoccupé,préoccuper,12
d',de,81
autre,autre,75
chose,chose,22
que,que,83
d',de,81
archéologie,archéologie,22
",",",",p
il,il,51
ne,ne,60
pouvait,pouvoir,18
s',se,51
empêcher,empêcher,14
",",",",p
tout,tout,60
en,en,81
marchant,marcher,13
",",",",p
de,de,81
remarquer,remarquer,14
mille,mille,72
petits,petit,30
détails,détail,21
qu',que,83
il,il,51
n',ne,60
eût,avoir,19
peut-être,peut-être,60
pas,pas,60
aperçus,apercevoir,12
dans,dans,81
une,un,71
situation,situation,22
habituelle,habituel,30
/.,/.,P
les,le,71
sens,sens,21
que,que,83
ne,ne,60
surveille,surveiller,17
plus,plus,60
l',le,71
âme,âme,22
",",",",p
et,et,82
qui,qui,52
s',se,51
exercent,exercer,17
alors,alors,60
pour,pour,81
leur,leur,73
compte,compte,21
",",",",p
ont,avoir,17
quelquefois,quelquefois,60
une,un,71
lucidité,lucidité,22
singulière,singulier,30
/.,/.,P
des,de,81
des,le,71
condamnés,condamné,21
à,à,81
mort,mort,22
",",",",p
en,en,81
allant,aller,13
au,à,81
au,le,71
supplice,supplice,21
",",",",p
distinguent,distinguer,17
une,un,71
petite,petit,30
fleur,fleur,22
entre,entre,81
les,le,71
fentes,fente,22
du,de,81
du,le,71
pavé,pavé,21
",",",",p
un,un,71
numéro,numéro,21
au,à,81
au,le,71
bouton,bouton,21
d',de,81
un,un,71
uniforme,uniforme,21
",",",",p
une,un,71
faute,faute,22
d',de,81
orthographe,orthographe,22
sur,sur,81
une,un,71
enseigne,enseigne,22
",",",",p
ou,ou,82
toute,tout,75
autre,autre,75
circonstance,circonstance,22
puérile,puéril,30
qui,qui,52
prend,prendre,17
pour,pour,81
eux,ils,51
une,un,71
importance,importance,22
énorme,énorme,30
/.,/.,P
-,-,p
monsieur,monsieur,21
d',de,81
Aspremont,Aspremont,20
passa,passer,19
devant,devant,81
la,le,71
villa,villa,22
de,de,81
Diomèdes,Diomèdes,20
",",",",p
le,le,71
sépulcre,sépulcre,21
de,de,81
Mammia,Mammia,20
",",",",p
les,le,71
hémicycles,hémicycle,21
funéraires,funéraire,30
",",",",p
la,le,71
porte,porte,22
antique,antique,30
de,de,81
la,le,71
cité,cité,22
",",",",p
les,le,71
maisons,maison,22
et,et,82
les,le,71
boutiques,boutique,22
qui,qui,52
bordent,border,17
la,le,71
voie,voie,22
Consulaire,Consulaire,20
",",",",p
presque,presque,60
sans,sans,81
y,y,52
jeter,jeter,14
les,le,71
yeux,oeil,21
",",",",p
et,et,82
pourtant,pourtant,60
des,de,81
des,le,71
images,image,22
colorées,coloré,31
et,et,82
vives,vif,30
de,de,81
ces,ce,74
monuments,monument,21
arrivaient,arriver,18
à,à,81
son,son,73
cerveau,cerveau,21
avec,avec,81
une,un,71
netteté,netteté,22
parfaite,parfait,31
;,;,p
il,il,51
voyait,voir,18
tout,tout,52
",",",",p
et,et,82
les,le,71
colonnes,colonne,22
cannelées,cannelé,30
enduites,enduit,31
à,à,81
mi-hauteur,mi-hauteur,22
de,de,81
stuc,stuc,21
rouge,rouge,30
ou,ou,82
jaune,jaune,30
",",",",p
et,et,82
les,le,71
peintures,peinture,22
à,à,81
fresque,fresque,22
",",",",p
et,et,82
les,le,71
inscriptions,inscription,22
tracées,tracé,31
sur,sur,81
les,le,71
murailles,muraille,22
;,;,p
une,un,71
annonce,annonce,22
de,de,81
location,location,22
à,à,81
la,le,71
rubrique,rubrique,22
s',se,51
était,être,18
même,même,60
écrite,écrire,12
si,si,60
profondément,profondément,60
dans,dans,81
sa,son,73
mémoire,mémoire,22
",",",",p
que,que,83
ses,son,73
lèvres,lèvre,22
en,en,52
répétaient,répéter,18
machinalement,machinalement,60
les,le,71
mots,mot,21
latins,latin,30
sans,sans,81
y,y,52
attacher,attacher,14
aucune,aucun,75
espèce,espèce,22
de,de,81
sens,sens,21
/.,/.,P
était,être,18
ce,ce,52
donc,donc,82
la,le,71
pensée,pensée,22
du,de,81
du,le,71
combat,combat,21
qui,qui,52
absorbait,absorber,18
Paul,Paul,20
à,à,81
ce,ce,74
point,point,21
/?,/?,P
nullement,nullement,60
",",",",p
il,il,51
n',ne,60
y,y,52
songeait,songer,18
même,même,60
pas,pas,60
;,;,p
son,son,73
esprit,esprit,21
était,être,18
ailleurs,ailleurs,60
:,:,p
-,-,p
dans,dans,81
le,le,71
parloir,parloir,21
de,de,81
Richmond,Richmond,20
/.,/.,P
il,il,51
tendait,tendre,18
au,à,81
au,le,71
commodore,commodore,21
sa,son,73
lettre,lettre,22
de,de,81
recommandation,recommandation,22
",",",",p
et,et,82
miss,miss,22
Ward,Ward,20
le,le,52
regardait,regarder,18
à la dérobée,à la dérobée,60
;,;,p
elle,il,51
avait,avoir,18
une,un,71
robe,robe,22
blanche,blanc,30
",",",",p
et,et,82
des,de,81
des,le,71
fleurs,fleur,22
de,de,81
jasmin,jasmin,21
étoilaient,étoiler,18
ses,son,73
cheveux,cheveu,21
/.,/.,P
qu',que,52
elle,il,51
était,être,18
jeune,jeune,30
",",",",p
belle,beau,30
et,et,82
vivace,vivace,30
…,…,p
alors,alors,60
/!,/!,P
les,le,71
bains,bain,21
antiques,antique,30
sont,être,17
au,à,81
au,le,71
bout,bout,21
de,de,81
la,le,71
voie,voie,22
Consulaire,Consulaire,20
",",",",p
près,près,81
de,de,81
la,le,71
rue,rue,22
de,de,81
la,le,71
fortune,fortune,22
;,;,p
monsieur,monsieur,21
d',de,81
Aspremont,Aspremont,20
n',ne,60
eut,avoir,19
pas,pas,60
de,de,81
peine,peine,22
à,à,81
les,le,52
trouver,trouver,14
/.,/.,P
il,il,51
entra,entrer,19
dans,dans,81
la,le,71
salle,salle,22
voûtée,voûté,31
qu',que,52
entoure,entourer,17
une,un,71
rangée,rangée,22
de,de,81
niches,niche,22
formées,formé,31
par,par,81
des,de,81
des,le,71
atlas,atlas,21
de,de,81
terre,terre,22
cuite,cuit,31
",",",",p
supportant,supporter,13
une,un,71
architrave,architrave,22
ornée,orné,31
d',de,81
enfants,enfant,21
et,et,82
de,de,81
feuillages,feuillage,21
/.,/.,P
les,le,71
revêtements,revêtement,21
de,de,81
marbre,marbre,21
",",",",p
les,le,71
mosaïques,mosaïque,22
",",",",p
les,le,71
trépieds,trépied,21
de,de,81
bronze,bronze,21
ont,avoir,17
disparu,disparaître,12
/.,/.,P
il,il,51
ne,ne,60
reste,rester,17
plus,plus,60
de,de,81
l',le,71
ancienne,ancien,30
splendeur,splendeur,22
que,que,52
les,le,71
atlas,atlas,21
d',de,81
argile,argile,22
et,et,82
des,de,81
des,le,71
murailles,muraille,22
nues,nu,30
comme,comme,83
celles,celui,52
d',de,81
un,un,71
tombeau,tombeau,21
;,;,p
un,un,71
jour,jour,21
vague,vague,30
provenant,provenir,13
d',de,81
une,un,71
petite,petit,30
fenêtre,fenêtre,22
ronde,rond,30
qui,qui,52
découpe,découper,17
en,en,81
disque,disque,21
le,le,71
bleu,bleu,21
du,de,81
du,le,71
ciel,ciel,21
",",",",p
glisse,glisse,22
en,en,81
tremblant,trembler,13
sur,sur,81
les,le,71
dalles,dalle,22
rompues,rompu,31
du,de,81
du,le,71
pavé,pavé,21
/.,/.,P
c',ce,52
était,être,18
là,là,60
que,que,83
les,le,71
femmes,femme,22
de,de,81
Pompeï,Pompeï,20
venaient,venir,18
",",",",p
après,après,81
le,le,71
bain,bain,21
",",",",p
sécher,sécher,14
leurs,leur,73
beaux,beau,30
corps,corps,21
humides,humide,30
",",",",p
rajuster,rajuster,14
leurs,leur,73
coiffures,coiffure,22
",",",",p
reprendre,reprendre,14
leurs,leur,73
tuniques,tunique,22
et,et,82
se,se,51
sourire,sourire,14
dans,dans,81
le,le,71
cuivre,cuivre,21
bruni,bruni,31
des,de,81
des,le,71
miroirs,miroir,21
/.,/.,P
une,un,71
scène,scène,22
d',de,81
un,un,71
genre,genre,21
bien,bien,60
différent,différent,30
allait,aller,18
s',se,51
y,y,52
passer,passer,14
",",",",p
et,et,82
le,le,71
sang,sang,21
devait,devoir,18
couler,couler,14
sur,sur,81
le,le,71
sol,sol,21
où,où,60
ruisselaient,ruisseler,18
jadis,jadis,60
les,le,71
parfums,parfum,21
/.,/.,P
quelques,quelque,75
instants,instant,21
après,après,81
",",",",p
le,le,71
comte,comte,21
Altavilla,Altavilla,20
parut,paraître,19
:,:,p
il,il,51
tenait,tenir,18
à,à,81
la,le,71
main,main,22
une,un,71
boîte,boîte,22
à,à,81
pistolets,pistolet,21
et,et,82
sous,sous,81
le,le,71
bras,bras,21
deux,deux,72
épées,épée,22
",",",",p
car,car,82
il,il,51
ne,ne,60
pouvait,pouvoir,18
croire,croire,14
que,que,83
les,le,71
conditions,condition,22
proposées,proposé,31
par,par,81
monsieur,monsieur,21
Paul,Paul,20
d',de,81
Aspremont,Aspremont,20
fussent,être,18
sérieuses,sérieux,30
;,;,p
il,il,51
n',ne,60
y,y,52
avait,avoir,18
vu,voir,12
qu',que,83
une,un,71
raillerie,raillerie,22
méphistophélique,méphistophélique,30
",",",",p
un,un,71
sarcasme,sarcasme,21
infernal,infernal,30
/.,/.,P
“,“,p
pourquoi,pourquoi,60
faire,faire,14
ces,ce,74
pistolets,pistolet,21
et,et,82
ces,ce,74
épées,épée,22
",",",",p
comte,comte,21
?,?,p
dit,dire,17
Paul,Paul,20
en,en,81
voyant,voir,13
cette,ce,74
panoplie,panoplie,22
;,;,p
n',ne,60
étions,être,18
nous,nous,51
pas,pas,60
convenus,convenir,12
d',de,81
un,un,71
autre,autre,75
mode,mode,21
de,de,81
combat,combat,21
/?,/?,P
-,-,p
sans,sans,81
doute,doute,21
;,;,p
mais,mais,82
je,je,51
pensais,penser,18
que,que,83
vous,vous,51
changeriez,changer,16
peut-être,peut-être,60
d',de,81
avis,avis,21
;,;,p
on,on,51
ne,ne,60
s',se,51
est,être,17
jamais,jamais,60
battu,battre,12
de,de,81
cette,ce,74
façon,façon,22
/.,/.,P
-,-,p
notre,notre,73
adresse,adresse,22
fût,être,19
elle,il,51
égale,égaler,17
",",",",p
ma,mon,73
position,position,22
me,je,51
donne,donner,17
sur,sur,81
vous,vous,51
trop,trop,60
d',de,81
avantages,avantage,21
",",",",p
répondit,répondre,19
Paul,Paul,20
avec,avec,81
un,un,71
sourire,sourire,21
amer,amer,30
;,;,p
je,je,51
n',ne,60
en,en,52
veux,vouloir,17
pas,pas,60
abuser,abuser,14
/.,/.,P
voilà,voilà,81
des,de,81
des,le,71
stylets,stylet,21
que,que,83
j',je,51
ai,avoir,17
apportés,apporter,12
;,;,p
examinez,examiner,17
les,le,52
;,;,p
ils,ils,51
sont,être,17
parfaitement,parfaitement,60
pareils,pareil,30
;,;,p
voici,voici,81
des,de,81
des,le,71
foulards,foulard,21
pour,pour,81
nous,nous,51
bander,bander,14
les,le,71
yeux,oeil,21
/.,/.,P
-,-,p
voyez,voir,17
",",",",p
ils,ils,51
sont,être,17
épais,épais,30
",",",",p
et,et,82
mon,mon,73
regard,regard,21
n',ne,60
en,en,52
pourra,pouvoir,15
percer,percer,14
le,le,71
tissu,tissu,21
/.,/.,P
“,“,p
le,le,71
comte,comte,21
Altavilla,Altavilla,20
fit,faire,19
un,un,71
signe,signe,21
d',de,81
acquiescement,acquiescement,21
/.,/.,P
“,“,p
nous,nous,51
n',ne,60
avons,avoir,17
pas,pas,60
de,de,81
témoins,témoin,21
",",",",p
dit,dire,17
Paul,Paul,20
",",",",p
et,et,82
l',le,71
un,un,52
de,de,81
nous,nous,51
ne,ne,60
doit,devoir,17
pas,pas,60
sortir,sortir,14
vivant,vivant,30
de,de,81
cette,ce,74
cave,cave,22
/.,/.,P
écrivons,écrire,17
chacun,chacun,52
un,un,71
billet,billet,21
attestant,attester,13
la,le,71
loyauté,loyauté,22
du,de,81
du,le,71
combat,combat,21
;,;,p
le,le,71
vainqueur,vainqueur,21
le,le,52
placera,placer,15
sur,sur,81
la,le,71
poitrine,poitrine,22
du,de,81
du,le,71
mort,mort,21
/.,/.,P
-,-,p
bonne,bon,30
précaution,précaution,22
!,!,p
“,“,p
répondit,répondre,19
avec,avec,81
un,un,71
sourire,sourire,21
le,le,71
Napolitain,Napolitain,20
en,en,81
traçant,tracer,13
quelques,quelque,75
lignes,ligne,22
sur,sur,81
une,un,71
feuille,feuille,22
du,de,81
du,le,71
carnet,carnet,21
de,de,81
Paul,Paul,20
",",",",p
qui,qui,52
remplit,remplir,17
à,à,81
son,son,73
tour,tour,21
la,le,71
même,même,75
formalité,formalité,22
/.,/.,P
cela,cela,52
fait,fait,31
",",",",p
les,le,71
adversaires,adversaire,21
mirent,mettre,17
bas,bas,60
leurs,leur,73
habits,habit,21
",",",",p
se,se,51
bandèrent,bander,19
les,le,71
yeux,oeil,21
",",",",p
s',se,51
armèrent,armer,19
de,de,81
leurs,leur,73
stylets,stylet,21
",",",",p
et,et,82
saisirent,saisir,19
chacun,chacun,52
par,par,81
une,un,71
extrémité,extrémité,22
le,le,71
mouchoir,mouchoir,21
",",",",p
trait,trait,21
d',de,81
union,union,22
terrible,terrible,30
entre,entre,81
leurs,leur,73
haines,haine,22
/.,/.,P
