11697
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Soixante-septième extrait>,<>,<>
montrent,montrer,17
tout,tout,75
le,le,71
mal,mal,21
d',de,81
une,un,71
âme,âme,22
et,et,82
avec,avec,81
un,un,71
petit,petit,30
salut,salut,21
:,:,p
“,“,p
il,il,51
faudra,falloir,15
bien,bien,60
que,que,83
j',je,51
en,en,52
prenne,prendre,17
l',le,71
habitude,habitude,22
",",",",p
un,un,71
jour,jour,21
ou,ou,82
l',le,71
autre,autre,52
/.,/.,P
-,-,p
pourquoi,pourquoi,60
ça,ça,52
/?,/?,P
parce que,parce que,83
vous,vous,51
vous,vous,51
marierez,marier,15
et,et,82
que,que,52
votre,votre,73
mari,mari,21
",",",",p
quel,quel,52
qu',que,52
il,il,51
soit,être,17
",",",",p
aurait,avoir,16
le,le,71
droit,droit,21
de,de,81
trouver,trouver,14
déplacé,déplacé,31
ce,ce,74
tutoiement,tutoiement,21
dans,dans,81
ma,mon,73
bouche,bouche,22
/.,/.,P
“,“,p
la,le,71
comtesse,comtesse,22
s',se,51
empressa,empresser,19
de,de,81
dire,dire,14
:,:,p
“,“,p
il,il,51
sera,être,15
temps,temps,21
alors,alors,60
d',de,81
y,y,52
songer,songer,14
/.,/.,P
mais,mais,82
j',je,51
espère,espérer,17
qu',que,83
Annette,Annette,20
n',ne,60
épousera,épouser,15
pas,pas,60
un,un,71
homme,homme,21
assez,assez,60
susceptible,susceptible,30
pour,pour,81
se,se,51
formaliser,formaliser,14
de,de,81
cette,ce,74
familiarité,familiarité,22
de,de,81
vieil,vieux,30
ami,ami,21
/.,/.,P
“,“,p
le,le,71
comte,comte,21
criait,crier,18
:,:,p
“,“,p
allons,aller,17
",",",",p
allons,aller,17
",",",",p
en,en,81
route,route,22
/!,/!,P
nous,nous,51
allons,aller,17
nous,nous,51
mettre,mettre,14
en,en,81
retard,retard,21
/!,/!,P
et,et,82
ceux,celui,52
qui,qui,52
devaient,devoir,18
l',le,52
accompagner,accompagner,14
",",",",p
s',se,51
étant,être,13
levés,lever,12
",",",",p
sortirent,sortir,19
avec,avec,81
lui,lui,51
après,après,81
les,le,71
poignées,poignée,22
de,de,81
main,main,22
d',de,81
usage,usage,21
et,et,82
les,le,71
baisers,baiser,21
que,que,52
la,le,71
duchesse,duchesse,22
",",",",p
la,le,71
comtesse,comtesse,22
et,et,82
sa,son,73
fille,fille,22
échangeaient,échanger,18
à,à,81
toute,tout,75
rencontre,rencontre,22
comme,comme,83
à,à,81
toute,tout,75
séparation,séparation,22
/.,/.,P
ils,ils,51
restèrent,rester,19
seuls,seul,30
",",",",p
elle,il,51
et,et,82
lui,lui,51
",",",",p
debout,debout,60
derrière,derrière,81
les,le,71
tentures,tenture,22
de,de,81
la,le,71
porte,porte,22
refermée,refermé,31
/.,/.,P
“,“,p
asseyez,asseoir,17
vous,vous,51
",",",",p
mon,mon,73
ami,ami,21
“,“,p
",",",",p
dit,dire,17
elle,il,51
doucement,doucement,60
/.,/.,P
mais,mais,82
lui,lui,51
",",",",p
presque,presque,60
violent,violent,30
:,:,p
“,“,p
non,non,60
",",",",p
merci,merci,21
",",",",p
je,je,51
m',je,51
en,en,52
vais,aller,17
aussi,aussi,60
/.,/.,P
“,“,p
elle,il,51
murmura,murmurer,19
",",",",p
suppliante,suppliant,30
:,:,p
“,“,p
oh,oh,93
!,!,p
pourquoi,pourquoi,60
/?,/?,P
parce que,parce que,83
ce,ce,52
n',ne,60
est,être,17
pas,pas,60
mon,mon,73
heure,heure,22
",",",",p
paraît,paraître,17
il,il,51
/.,/.,P
je,je,51
vous,vous,51
demande,demander,17
pardon,pardon,21
d',de,81
être,être,14
venu,venir,12
sans,sans,81
prévenir,prévenir,14
/.,/.,P
-,-,p
Olivier,Olivier,20
",",",",p
qu',que,52
avez,avoir,17
vous,vous,51
/?,/?,P
rien,rien,52
/.,/.,P
je,je,51
regrette,regretter,17
seulement,seulement,60
d',de,81
avoir,avoir,14
troublé,troubler,12
une,un,71
partie,partie,22
de,de,81
plaisir,plaisir,21
organisée,organisé,31
/.,/.,P
“,“,p
elle,il,51
lui,lui,51
saisit,saisir,17
la,le,71
main,main,22
/.,/.,P
“,“,p
que,que,52
voulez,vouloir,17
vous,vous,51
dire,dire,14
/?,/?,P
c',ce,52
était,être,18
le,le,71
moment,moment,21
de,de,81
leur,leur,73
départ,départ,21
puisqu',puisque,83
ils,ils,51
assistent,assister,17
à,à,81
l',le,71
ouverture,ouverture,22
de,de,81
la,le,71
session,session,22
/.,/.,P
moi,moi,51
",",",",p
je,je,51
restais,rester,18
/.,/.,P
vous,vous,51
avez,avoir,17
été,être,12
",",",",p
au,à,81
au,le,71
contraire,contraire,21
",",",",p
tout,tout,60
à,à,81
fait,fait,21
inspiré,inspiré,31
en,en,81
venant,venir,13
aujourd'hui,aujourd'hui,60
où,où,60
je,je,51
suis,être,17
seule,seul,30
/.,/.,P
“,“,p
il,il,51
ricana,ricaner,19
/.,/.,P
“,“,p
inspiré,inspiré,31
",",",",p
oui,oui,60
",",",",p
j',je,51
ai,avoir,17
été,être,12
inspiré,inspirer,12
/!,/!,P
elle,il,51
lui,lui,51
prit,prendre,19
les,le,71
deux,deux,72
poignets,poignet,21
",",",",p
et,et,82
",",",",p
le,le,52
regardant,regarder,13
au,à,81
au,le,71
fond,fond,21
des,de,81
des,le,71
yeux,oeil,21
",",",",p
elle,il,51
murmura,murmurer,19
à,à,81
voix,voix,22
très,très,60
basse,bas,30
:,:,p
“,“,p
avouez,avouer,17
moi,moi,51
que,que,83
vous,vous,51
l',le,52
aimez,aimer,17
/?,/?,P
il,il,51
dégagea,dégager,19
ses,son,73
mains,main,22
",",",",p
ne,ne,60
pouvant,pouvoir,13
plus,plus,60
maîtriser,maîtriser,14
son,son,73
impatience,impatience,22
/.,/.,P
“,“,p
mais,mais,82
vous,vous,51
êtes,être,17
folle,fou,30
avec,avec,81
cette,ce,74
idée,idée,22
/!,/!,P
elle,il,51
le,le,52
ressaisit,ressaisir,17
par,par,81
les,le,71
bras,bras,21
",",",",p
et,et,82
",",",",p
les,le,71
doigts,doigt,21
crispés,crispé,31
sur,sur,81
ses,son,73
manches,manche,22
",",",",p
le,le,71
suppliant,suppliant,21
:,:,p
“,“,p
Olivier,Olivier,20
!,!,p
avouez,avouer,17
!,!,p
avouez,avouer,17
!,!,p
j',je,51
aime,aimer,17
mieux,mieux,60
savoir,savoir,14
",",",",p
j',je,51
en,en,52
suis,être,17
certaine,certain,30
",",",",p
mais,mais,82
j',je,51
aime,aimer,17
mieux,mieux,60
savoir,savoir,14
/!,/!,P
j',je,51
aime,aimer,17
mieux,mieux,60
!,!,p
/…,/…,P
oh,oh,93
!,!,p
vous,vous,51
ne,ne,60
comprenez,comprendre,17
pas,pas,60
ce,ce,52
qu',que,52
est,être,17
devenue,devenir,12
ma,mon,73
vie,vie,22
/!,/!,P
il,il,51
haussa,hausser,19
les,le,71
épaules,épaule,22
/.,/.,P
“,“,p
que,que,52
voulez,vouloir,17
vous,vous,51
que,que,83
j',je,51
y,y,52
fasse,faire,17
/?,/?,P
est,être,17
ce,ce,52
ma,mon,73
faute,faute,22
si,si,83
vous,vous,51
perdez,perdre,17
la,le,71
tête,tête,22
/?,/?,P
elle,il,51
le,le,52
tenait,tenir,18
",",",",p
l',le,52
attirant,attirer,13
vers,vers,81
l',le,71
autre,autre,75
salon,salon,21
",",",",p
celui,celui,52
du,de,81
du,le,71
fond,fond,21
",",",",p
où,où,60
on,on,51
ne,ne,60
les,le,52
entendrait,entendre,16
pas,pas,60
/.,/.,P
elle,il,51
le,le,52
traînait,traîner,18
par,par,81
l',le,71
étoffe,étoffe,22
de,de,81
sa,son,73
jaquette,jaquette,22
",",",",p
cramponnée,cramponné,31
à,à,81
lui,lui,51
",",",",p
haletante,haletant,30
/.,/.,P
quand,quand,83
elle,il,51
l',le,52
eut,avoir,19
amené,amener,12
jusqu',jusque,81
au,à,81
au,le,71
petit,petit,30
divan,divan,21
rond,rond,30
",",",",p
elle,il,51
le,le,52
força,forcer,19
à,à,81
s',se,51
y,y,52
laisser,laisser,14
tomber,tomber,14
",",",",p
et,et,82
puis,puis,60
s',se,51
assit,asseoir,19
auprès,auprès,60
de,de,81
lui,lui,51
/.,/.,P
“,“,p
Olivier,Olivier,20
",",",",p
mon,mon,73
ami,ami,21
",",",",p
mon,mon,73
seul,seul,30
ami,ami,21
",",",",p
je,je,51
vous,vous,51
en,en,52
prie,prier,17
",",",",p
dites,dire,17
moi,moi,51
que,que,83
vous,vous,51
l',le,52
aimez,aimer,17
/.,/.,P
je,je,51
le,le,52
sais,savoir,17
",",",",p
je,je,51
le,le,52
sens,sentir,17
à,à,81
tout,tout,52
ce,ce,52
que,que,52
vous,vous,51
faites,faire,17
",",",",p
je,je,51
n',ne,60
en,en,52
puis,pouvoir,17
douter,douter,14
",",",",p
j',je,51
en,en,52
meurs,mourir,17
",",",",p
mais,mais,82
je,je,51
veux,vouloir,17
le,le,52
savoir,savoir,14
de,de,81
votre,votre,73
bouche,bouche,22
/!,/!,P
comme,comme,83
il,il,51
se,se,51
débattait,débattre,18
encore,encore,60
",",",",p
elle,il,51
s',se,51
affaissa,affaisser,19
à,à,81
genoux,genou,21
contre,contre,81
ses,son,73
pieds,pied,21
/.,/.,P
sa,son,73
voix,voix,22
râlait,râler,18
/.,/.,P
“,“,p
oh,oh,93
!,!,p
mon,mon,73
ami,ami,21
",",",",p
mon,mon,73
ami,ami,21
",",",",p
mon,mon,73
seul,seul,30
ami,ami,21
",",",",p
est,être,17
ce,ce,52
vrai,vrai,30
que,que,83
vous,vous,51
l',le,52
aimez,aimer,17
/?,/?,P
il,il,51
s',se,51
écria,écrier,19
",",",",p
en,en,81
essayant,essayer,13
de,de,81
la,le,52
relever,relever,14
:,:,p
“,“,p
mais,mais,82
non,non,60
",",",",p
mais,mais,82
non,non,60
/!,/!,P
je,je,51
vous,vous,51
jure,jurer,17
que,que,83
non,non,60
/!,/!,P
elle,il,51
tendit,tendre,19
la,le,71
main,main,22
vers,vers,81
sa,son,73
bouche,bouche,22
et,et,82
la,le,52
colla,coller,19
dessus,dessus,60
pour,pour,81
la,le,52
fermer,fermer,14
",",",",p
balbutiant,balbutier,13
:,:,p
“,“,p
oh,oh,93
!,!,p
ne,ne,60
mentez,mentir,17
pas,pas,60
/.,/.,P
je,je,51
souffre,souffrir,17
trop,trop,60
/!,/!,P
puis,puis,60
laissant,laisser,13
tomber,tomber,14
sa,son,73
tête,tête,22
sur,sur,81
les,le,71
genoux,genou,21
de,de,81
cet,ce,74
homme,homme,21
",",",",p
elle,il,51
sanglota,sangloter,19
/.,/.,P
il,il,51
ne,ne,60
voyait,voir,18
plus,plus,60
que,que,83
sa,son,73
nuque,nuque,22
",",",",p
un,un,71
gros,gros,30
tas,tas,21
de,de,81
cheveux,cheveu,21
blonds,blond,30
où,où,60
se,se,51
mêlaient,mêler,18
beaucoup,beaucoup,60
de,de,81
cheveux,cheveu,21
blancs,blanc,30
",",",",p
et,et,82
il,il,51
fut,être,19
traversé,traverser,12
par,par,81
une,un,71
immense,immense,30
pitié,pitié,22
",",",",p
par,par,81
une,un,71
immense,immense,30
douleur,douleur,22
/.,/.,P
saisissant,saisir,13
à,à,81
pleins,plein,30
doigts,doigt,21
cette,ce,74
lourde,lourd,30
chevelure,chevelure,22
",",",",p
il,il,51
la,le,52
redressa,redresser,19
violemment,violemment,60
",",",",p
relevant,relever,13
vers,vers,81
lui,lui,51
deux,deux,72
yeux,oeil,21
éperdus,éperdu,30
dont,dont,52
les,le,71
larmes,larme,22
ruisselaient,ruisseler,18
/.,/.,P
et,et,82
puis,puis,60
sur,sur,81
ces,ce,74
yeux,oeil,21
pleins,plein,30
d',de,81
eau,eau,22
",",",",p
il,il,51
jeta,jeter,19
ses,son,73
lèvres,lèvre,22
coup,coup,21
sur,sur,81
coup,coup,21
en,en,81
répétant,répéter,13
:,:,p
“,“,p
Any,Any,20
/!,/!,P
Any,Any,20
!,!,p
ma,mon,73
chère,cher,30
",",",",p
ma,mon,73
chère,cher,30
Any,Any,20
/!,/!,P
alors,alors,60
",",",",p
elle,il,51
",",",",p
essayant,essayer,13
de,de,81
sourire,sourire,14
",",",",p
et,et,82
parlant,parler,13
avec,avec,81
cette,ce,74
voix,voix,22
hésitante,hésitant,30
des,de,81
des,le,71
enfants,enfant,21
que,que,52
le,le,71
chagrin,chagrin,21
suffoque,suffoquer,17
:,:,p
“,“,p
oh,oh,93
!,!,p
mon,mon,73
ami,ami,21
",",",",p
dites,dire,17
moi,moi,51
seulement,seulement,60
que,que,83
vous,vous,51
m',je,51
aimez,aimer,17
encore,encore,60
un,un,71
peu,peu,60
",",",",p
moi,moi,51
/?,/?,P
il,il,51
se,se,51
remit,remettre,19
à,à,81
l',le,52
embrasser,embrasser,14
/.,/.,P
“,“,p
oui,oui,60
",",",",p
je,je,51
vous,vous,51
aime,aimer,17
",",",",p
ma,mon,73
chère,cher,30
Any,Any,20
/!,/!,P
elle,il,51
se,se,51
releva,relever,19
",",",",p
se,se,51
rassit,rasseoir,19
auprès,auprès,60
de,de,81
lui,lui,51
",",",",p
reprit,reprendre,19
ses,son,73
mains,main,22
",",",",p
le,le,52
regarda,regarder,19
",",",",p
et,et,82
tendrement,tendrement,60
:,:,p
“,“,p
voilà,voilà,81
si,si,60
longtemps,longtemps,60
que,que,83
nous,nous,51
nous,nous,51
aimons,aimer,17
/.,/.,P
ça,ça,52
ne,ne,60
devrait,devoir,16
pas,pas,60
finir,finir,14
ainsi,ainsi,60
/.,/.,P
“,“,p
il,il,51
demanda,demander,19
",",",",p
en,en,81
la,le,52
serrant,serrer,13
contre,contre,81
lui,lui,51
:,:,p
“,“,p
pourquoi,pourquoi,60
cela,cela,52
finirait,finir,16
il,il,51
/?,/?,P
parce que,parce que,83
je,je,51
suis,être,17
vieille,vieux,30
et,et,82
qu',que,83
Annette,Annette,20
ressemble,ressembler,17
trop,trop,60
à,à,81
ce,ce,52
que,que,52
j',je,51
étais,être,18
quand,quand,83
vous,vous,51
m',je,51
avez,avoir,17
connue,connaître,12
/?,/?,P
ce,ce,52
fut,être,19
lui,lui,51
alors,alors,60
qui,qui,52
ferma,fermer,19
du,de,81
du,le,71
bout,bout,21
de,de,81
sa,son,73
main,main,22
cette,ce,74
bouche,bouche,22
douloureuse,douloureux,30
",",",",p
en,en,81
disant,dire,13
:,:,p
“,“,p
encore,encore,60
/!,/!,P
je,je,51
vous,vous,51
en,en,52
prie,prier,17
",",",",p
n',ne,60
en,en,52
parlez,parler,17
plus,plus,60
/.,/.,P
je,je,51
vous,vous,51
jure,jurer,17
que,que,83
vous,vous,51
vous,vous,51
trompez,tromper,17
/!,/!,P
elle,il,51
répéta,répéter,19
:,:,p
“,“,p
pourvu,pourvu,81
que,que,83
vous,vous,51
m',je,51
aimiez,aimer,17
un,un,71
peu,peu,60
seulement,seulement,60
",",",",p
moi,moi,51
/!,/!,P
il,il,51
redit,redire,17
:,:,p
“,“,p
oui,oui,60
",",",",p
je,je,51
vous,vous,51
aime,aimer,17
/!,/!,P
puis,puis,60
ils,ils,51
demeurèrent,demeurer,19
longtemps,longtemps,60
sans,sans,81
parler,parler,14
",",",",p
les,le,71
mains,main,22
dans,dans,81
les,le,71
mains,main,22
",",",",p
très,très,60
émus,ému,31
et,et,82
très,très,60
tristes,triste,30
/.,/.,P
enfin,enfin,60
",",",",p
elle,il,51
interrompit,interrompre,19
ce,ce,74
silence,silence,21
en,en,81
murmurant,murmurer,13
:,:,p
“,“,p
oh,oh,93
!,!,p
les,le,71
heures,heure,22
qui,qui,52
me,je,51
restent,rester,17
à,à,81
vivre,vivre,14
ne,ne,60
seront,être,15
pas,pas,60
gaies,gai,30
/.,/.,P
-,-,p
je,je,51
m',je,51
efforcerai,efforcer,15
de,de,81
vous,vous,51
les,le,52
rendre,rendre,14
douces,doux,30
/.,/.,P
“,“,p
l',le,71
ombre,ombre,22
de,de,81
ces,ce,74
ciels,ciel,21
nuageux,nuageux,30
qui,qui,52
précède,précéder,17
de,de,81
deux,deux,72
heures,heure,22
le,le,71
crépuscule,crépuscule,21
se,se,51
répandait,répandre,18
dans,dans,81
le,le,71
salon,salon,21
",",",",p
les,le,52
ensevelissait,ensevelir,18
peu,peu,60
à,à,81
peu,peu,60
sous,sous,81
le,le,71
gris,gris,21
brumeux,brumeux,30
des,de,81
des,le,71
soirs,soir,21
d',de,81
automne,automne,21
/.,/.,P
la,le,71
pendule,pendule,22
sonna,sonner,19
/.,/.,P
“,“,p
il,il,51
y,y,52
a,avoir,17
déjà,déjà,60
longtemps,longtemps,60
que,que,83
nous,nous,51
sommes,être,17
ici,ici,60
",",",",p
dit,dire,19
elle,il,51
/.,/.,P
vous,vous,51
devriez,devoir,16
vous,vous,51
en,en,52
aller,aller,14
",",",",p
car,car,82
on,on,51
pourrait,pouvoir,16
venir,venir,14
",",",",p
et,et,82
nous,nous,51
ne,ne,60
sommes,être,17
pas,pas,60
calmes,calme,30
/!,/!,P
il,il,51
se,se,51
leva,lever,19
",",",",p
l',le,52
étreignit,étreindre,19
",",",",p
baisant,baiser,13
comme,comme,83
autrefois,autrefois,60
sa,son,73
bouche,bouche,22
entrouverte,entrouvert,31
",",",",p
puis,puis,60
ils,ils,51
retraversèrent,retraverser,19
les,le,71
deux,deux,72
salons,salon,21
en,en,81
se,se,51
tenant,tenir,13
le,le,71
bras,bras,21
",",",",p
comme,comme,83
des,de,81
des,le,71
époux,époux,21
/.,/.,P
“,“,p
adieu,adieu,21
",",",",p
mon,mon,73
ami,ami,21
/.,/.,P
-,-,p
adieu,adieu,21
",",",",p
mon,mon,73
amie,amie,22
/.,/.,P
“,“,p
et,et,82
la,le,71
portière,portière,22
retomba,retomber,19
sur,sur,81
lui,lui,51
/!,/!,P
il,il,51
descendit,descendre,19
l',le,71
escalier,escalier,21
",",",",p
tourna,tourner,19
vers,vers,81
la,le,71
Madeleine,Madeleine,20
",",",",p
se,se,51
mit,mettre,19
à,à,81
marcher,marcher,14
sans,sans,81
savoir,savoir,14
ce,ce,52
qu',que,52
il,il,51
faisait,faire,18
",",",",p
étourdi,étourdi,31
comme,comme,83
après,après,81
un,un,71
coup,coup,21
",",",",p
les,le,71
jambes,jambe,22
faibles,faible,30
",",",",p
le,le,71
coeur,coeur,21
chaud,chaud,30
et,et,82
palpitant,palpitant,30
ainsi,ainsi,60
qu',que,83
une,un,71
loque,loque,22
brûlante,brûlant,30
secouée,secoué,31
en,en,81
sa,son,73
poitrine,poitrine,22
/.,/.,P
pendant,pendant,81
deux,deux,72
heures,heure,22
",",",",p
ou,ou,82
trois,trois,72
heures,heure,22
",",",",p
ou,ou,82
peut-être,peut-être,60
quatre,quatre,72
",",",",p
il,il,51
alla,aller,19
devant,devant,81
lui,lui,51
",",",",p
dans,dans,81
une,un,71
sorte,sorte,22
d',de,81
hébétement,hébétement,21
moral,moral,30
et,et,82
d',de,81
anéantissement,anéantissement,21
physique,physique,30
qui,qui,52
lui,lui,51
laissaient,laisser,18
tout,tout,60
juste,juste,60
la,le,71
force,force,22
de,de,81
mettre,mettre,14
un,un,71
pied,pied,21
devant,devant,81
l',le,71
autre,autre,52
/.,/.,P
puis,puis,60
il,il,51
rentra,rentrer,19
chez,chez,81
lui,lui,51
pour,pour,81
réfléchir,réfléchir,14
/.,/.,P
donc,donc,82
il,il,51
aimait,aimer,18
cette,ce,74
petite,petit,30
fille,fille,22
/!,/!,P
il,il,51
comprenait,comprendre,18
maintenant,maintenant,60
tout,tout,52
ce,ce,52
qu',que,52
il,il,51
avait,avoir,18
éprouvé,éprouver,12
près,près,81
d',de,81
elle,il,51
depuis,depuis,81
la,le,71
promenade,promenade,22
au,à,81
au,le,71
Parc Monceau,Parc Monceau,20
quand,quand,83
il,il,51
retrouva,retrouver,19
dans,dans,81
sa,son,73
bouche,bouche,22
l',le,71
appel,appel,21
d',de,81
une,un,71
voix,voix,22
à,à,81
peine,peine,22
reconnue,reconnu,31
",",",",p
de,de,81
la,le,71
voix,voix,22
qui,qui,52
jadis,jadis,60
avait,avoir,18
éveillé,éveiller,12
son,son,73
coeur,coeur,21
",",",",p
puis,puis,60
tout,tout,75
ce,ce,74
recommencement,recommencement,21
lent,lent,30
",",",",p
irrésistible,irrésistible,30
",",",",p
d',de,81
un,un,71
amour,amour,21
mal,mal,60
éteint,éteint,31
",",",",p
pas,pas,60
encore,encore,60
refroidi,refroidi,31
",",",",p
qu',que,52
il,il,51
s',se,51
obstinait,obstiner,18
à,à,81
ne,ne,60
point,point,60
s',se,51
avouer,avouer,14
/.,/.,P
qu',que,52
allait,aller,18
il,il,51
faire,faire,14
/?,/?,P
mais,mais,82
que,que,52
pouvait,pouvoir,18
il,il,51
faire,faire,14
/?,/?,P
lorsqu',lorsque,83
elle,il,51
serait,être,16
mariée,marier,12
",",",",p
il,il,51
éviterait,éviter,16
de,de,81
la,le,52
voir,voir,14
souvent,souvent,60
",",",",p
voilà,voilà,81
tout,tout,52
/.,/.,P
en,en,81
attendant,attendre,13
",",",",p
il,il,51
continuerait,continuer,16
à,à,81
retourner,retourner,14
dans,dans,81
la,le,71
maison,maison,22
",",",",p
afin,afin,81
qu',que,83
on,on,51
ne,ne,60
se,se,51
doutât,douter,18
de,de,81
rien,rien,52
",",",",p
et,et,82
il,il,51
cacherait,cacher,16
son,son,73
secret,secret,21
à,à,81
tout,tout,75
le,le,71
monde,monde,21
/.,/.,P
il,il,51
dîna,dîner,19
chez,chez,81
lui,lui,51
",",",",p
ce,ce,52
qui,qui,52
ne,ne,60
lui,lui,51
arrivait,arriver,18
jamais,jamais,60
/.,/.,P
puis,puis,60
il,il,51
fit,faire,19
chauffer,chauffer,14
le,le,71
grand,grand,30
poêle,poêle,21
de,de,81
son,son,73
atelier,atelier,21
",",",",p
car,car,82
la,le,71
nuit,nuit,22
s',se,51
annonçait,annoncer,18
glaciale,glacial,30
/.,/.,P
il,il,51
ordonna,ordonner,19
même,même,60
d',de,81
allumer,allumer,14
le,le,71
lustre,lustre,21
comme,comme,83
s',si,83
il,il,51
eût,avoir,19
redouté,redouter,12
les,le,71
coins,coin,21
obscurs,obscur,30
",",",",p
et,et,82
il,il,51
s',se,51
enferma,enfermer,19
/.,/.,P
quelle,quel,75
émotion,émotion,22
bizarre,bizarre,30
",",",",p
profonde,profond,30
",",",",p
physique,physique,30
",",",",p
affreusement,affreusement,60
triste,triste,30
l',le,52
étreignait,étreindre,18
/!,/!,P
il,il,51
la,le,52
sentait,sentir,18
dans,dans,81
sa,son,73
gorge,gorge,22
",",",",p
dans,dans,81
sa,son,73
poitrine,poitrine,22
",",",",p
dans,dans,81
tous,tout,75
ses,son,73
muscles,muscle,21
amollis,amolli,31
",",",",p
autant,autant,60
que,que,83
dans,dans,81
son,son,73
âme,âme,22
défaillante,défaillant,30
/.,/.,P
les,le,71
murs,mur,21
de,de,81
l',le,71
appartement,appartement,21
l',le,52
oppressaient,oppresser,18
;,;,p
toute,tout,75
sa,son,73
vie,vie,22
tenait,tenir,18
là-dedans,là-dedans,60
",",",",p
sa,son,73
vie,vie,22
d',de,81
artiste,artiste,21
et,et,82
sa,son,73
vie,vie,22
d',de,81
homme,homme,21
/.,/.,P
chaque,chaque,75
étude,étude,22
peinte,peint,31
accrochée,accroché,31
lui,lui,51
rappelait,rappeler,18
un,un,71
succès,succès,21
",",",",p
chaque,chaque,75
meuble,meuble,21
lui,lui,51
disait,dire,18
un,un,71
souvenir,souvenir,21
/.,/.,P
mais,mais,82
succès,succès,21
et,et,82
souvenirs,souvenir,21
étaient,être,18
des,de,81
des,le,71
choses,chose,22
passées,passé,31
/!,/!,P
sa,son,73
vie,vie,22
/?,/?,P
comme,comme,83
elle,il,51
lui,lui,51
sembla,sembler,19
courte,court,30
",",",",p
vide,vide,30
et,et,82
remplie,rempli,31
/.,/.,P
il,il,51
avait,avoir,18
fait,faire,12
des,de,81
des,le,71
tableaux,tableau,21
",",",",p
encore,encore,60
des,de,81
des,le,71
tableaux,tableau,21
",",",",p
toujours,toujours,60
des,de,81
des,le,71
tableaux,tableau,21
et,et,82
aimé,aimer,12
une,un,71
femme,femme,22
/.,/.,P
il,il,51
se,se,51
rappelait,rappeler,18
les,le,71
soirs,soir,21
d',de,81
exaltation,exaltation,22
",",",",p
après,après,81
les,le,71
rendez-vous,rendez-vous,21
",",",",p
dans,dans,81
ce,ce,74
même,même,75
atelier,atelier,21
/.,/.,P
il,il,51
avait,avoir,18
marché,marcher,12
des,de,81
des,le,71
nuits,nuit,22
entières,entier,30
",",",",p
avec,avec,81
de,de,81
la,le,71
fièvre,fièvre,22
plein,plein,81
son,son,73
être,être,21
/.,/.,P
la,le,71
joie,joie,22
de,de,81
l',le,71
amour,amour,21
heureux,heureux,30
",",",",p
la,le,71
joie,joie,22
du,de,81
du,le,71
succès,succès,21
mondain,mondain,30
",",",",p
l',le,71
ivresse,ivresse,22
unique,unique,30
de,de,81
la,le,71
gloire,gloire,22
",",",",p
lui,lui,51
avaient,avoir,18
fait,faire,12
savourer,savourer,14
des,de,81
des,le,71
heures,heure,22
inoubliables,inoubliable,30
de,de,81
triomphe,triomphe,21
intime,intime,30
/.,/.,P
il,il,51
avait,avoir,18
aimé,aimer,12
une,un,71
femme,femme,22
",",",",p
et,et,82
cette,ce,74
femme,femme,22
l',le,52
avait,avoir,18
aimé,aimer,12
/.,/.,P
par,par,81
elle,il,51
il,il,51
avait,avoir,18
reçu,recevoir,12
ce,ce,74
baptême,baptême,21
qui,qui,52
révèle,révéler,17
à,à,81
l',le,71
homme,homme,21
le,le,71
monde,monde,21
mystérieux,mystérieux,30
des,de,81
des,le,71
émotions,émotion,22
et,et,82
des,de,81
des,le,71
tendresses,tendresse,22
/.,/.,P
elle,il,51
avait,avoir,18
ouvert,ouvrir,12
son,son,73
coeur,coeur,21
presque,presque,60
de,de,81
force,force,22
",",",",p
et,et,82
maintenant,maintenant,60
il,il,51
ne,ne,60
le,le,52
pouvait,pouvoir,18
plus,plus,60
refermer,refermer,14
/.,/.,P
un,un,71
autre,autre,75
amour,amour,21
entrait,entrer,18
",",",",p
malgré,malgré,81
lui,lui,51
",",",",p
par,par,81
cette,ce,74
brèche,brèche,22
!,!,p
un,un,71
autre,autre,52
ou,ou,82
plutôt,plutôt,60
le,le,71
même,même,75
surchauffé,surchauffé,31
par,par,81
un,un,71
nouveau,nouveau,30
visage,visage,21
",",",",p
le,le,71
même,même,75
accru,accru,31
de,de,81
toute,tout,75
la,le,71
force,force,22
que,que,52
prend,prendre,17
",",",",p
en,en,81
vieillissant,vieillir,13
",",",",p
ce,ce,74
besoin,besoin,21
d',de,81
adorer,adorer,14
/.,/.,P
donc,donc,82
il,il,51
aimait,aimer,18
cette,ce,74
petite,petit,30
fille,fille,22
/!,/!,P
il,il,51
n',ne,60
y,y,52
avait,avoir,18
plus,plus,60
à,à,81
lutter,lutter,14
",",",",p
à,à,81
résister,résister,14
",",",",p
à,à,81
nier,nier,14
",",",",p
il,il,51
l',le,52
aimait,aimer,18
avec,avec,81
le,le,71
désespoir,désespoir,21
de,de,81
savoir,savoir,14
qu',que,83
il,il,51
n',ne,60
aurait,avoir,16
même,même,60
pas,pas,60
d',de,81
elle,il,51
un,un,71
peu,peu,60
de,de,81
pitié,pitié,22
",",",",p
qu',que,83
elle,il,51
ignorerait,ignorer,16
toujours,toujours,60
son,son,73
atroce,atroce,30
tourment,tourment,21
",",",",p
et,et,82
qu',que,83
un,un,71
autre,autre,52
l',le,52
épouserait,épouser,16
/.,/.,P
à,à,81
cette,ce,74
pensée,pensée,22
sans,sans,81
cesse,cesse,22
reparue,reparu,31
",",",",p
