11516
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingt-unième extrait>,<>,<>
vous,vous,51
donc,donc,82
?,?,p
demanda,demander,19
le,le,71
bonhomme,bonhomme,21
/.,/.,P
-,-,p
rien,rien,52
",",",",p
rien,rien,52
",",",",p
dit,dire,19
elle,il,51
/.,/.,P
elle,il,51
se,se,51
leva,lever,19
",",",",p
laissa,laisser,19
le,le,71
colonel,colonel,21
et,et,82
descendit,descendre,19
pour,pour,81
parler,parler,14
sans,sans,81
témoin,témoin,21
à,à,81
sa,son,73
femme,femme,22
de,de,81
chambre,chambre,22
",",",",p
qu',que,52
elle,il,51
fit,faire,19
partir,partir,14
pour,pour,81
Paris,Paris,20
",",",",p
en,en,81
lui,lui,51
recommandant,recommander,13
de,de,81
remettre,remettre,14
elle-même,lui-même,51
à,à,81
Delbecq,Delbecq,20
la,le,71
lettre,lettre,22
qu',que,52
elle,il,51
venait,venir,18
d',de,81
écrire,écrire,14
",",",",p
et,et,82
de,de,81
la,le,52
lui,lui,51
rapporter,rapporter,14
aussitôt,aussitôt,60
qu',que,83
il,il,51
l',le,52
aurait,avoir,16
lue,lire,12
/.,/.,P
puis,puis,60
la,le,71
comtesse,comtesse,22
alla,aller,19
s',se,51
asseoir,asseoir,14
sur,sur,81
un,un,71
banc,banc,21
où,où,60
elle,il,51
était,être,18
assez,assez,60
en,en,81
vue,vue,22
pour,pour,81
que,que,83
le,le,71
colonel,colonel,21
vînt,venir,18
l',le,52
y,y,52
trouver,trouver,14
aussitôt,aussitôt,60
qu',que,83
il,il,51
le,le,52
voudrait,vouloir,16
/.,/.,P
le,le,71
colonel,colonel,21
",",",",p
qui,qui,52
déjà,déjà,60
cherchait,chercher,18
sa,son,73
femme,femme,22
",",",",p
accourut,accourir,19
et,et,82
s',se,51
assit,asseoir,19
près,près,81
d',de,81
elle,il,51
/.,/.,P
Rosine,Rosine,20
",",",",p
lui,lui,51
dit,dire,19
il,il,51
",",",",p
qu',que,52
avez,avoir,17
vous,vous,51
/?,/?,P
elle,il,51
ne,ne,60
répondit,répondre,19
pas,pas,60
/.,/.,P
la,le,71
soirée,soirée,22
était,être,18
une,un,52
de,de,81
ces,ce,74
soirées,soirée,22
magnifiques,magnifique,30
et,et,82
calmes,calme,30
dont,dont,52
les,le,71
secrètes,secret,30
harmonies,harmonie,22
répandent,répandre,17
",",",",p
au,à,81
au,le,71
mois,mois,21
de,de,81
juin,juin,21
",",",",p
tant,tant,60
de,de,81
suavité,suavité,22
dans,dans,81
les,le,71
couchers,coucher,21
du,de,81
du,le,71
soleil,soleil,21
/.,/.,P
l',le,71
air,air,21
était,être,18
pur,pur,30
et,et,82
le,le,71
silence,silence,21
profond,profond,30
",",",",p
en,en,81
sorte,sorte,22
que,que,83
l',l',94
on,on,51
pouvait,pouvoir,18
entendre,entendre,14
dans,dans,81
le,le,71
lointain,lointain,21
du,de,81
du,le,71
parc,parc,21
les,le,71
voix,voix,22
de,de,81
quelques,quelque,75
enfants,enfant,21
qui,qui,52
ajoutaient,ajouter,18
une,un,71
sorte,sorte,22
de,de,81
mélodie,mélodie,22
aux,à,81
aux,le,71
sublimités,sublimité,22
du,de,81
du,le,71
paysage,paysage,21
/.,/.,P
vous,vous,51
ne,ne,60
me,je,51
répondez,répondre,17
pas,pas,60
?,?,p
demanda,demander,19
le,le,71
colonel,colonel,21
à,à,81
sa,son,73
femme,femme,22
/.,/.,P
-,-,p
mon,mon,73
mari,mari,21
/…,/…,P
",",",",p
",",",",p
dit,dire,19
la,le,71
comtesse,comtesse,22
",",",",p
qui,qui,52
s',se,51
arrêta,arrêter,19
",",",",p
fit,faire,19
un,un,71
mouvement,mouvement,21
",",",",p
et,et,82
s',se,51
interrompit,interrompre,19
pour,pour,81
lui,lui,51
demander,demander,14
en,en,81
rougissant,rougir,13
:,:,p
comment,comment,60
dirai,dire,15
je,je,51
en,en,81
parlant,parler,13
de,de,81
monsieur,monsieur,21
le,le,71
comte,comte,21
Ferraud,Ferraud,20
/?,/?,P
-,-,p
nomme,nommer,17
le,le,71
ton,ton,73
mari,mari,21
",",",",p
ma,mon,73
pauvre,pauvre,30
enfant,enfant,21
",",",",p
répondit,répondre,19
le,le,71
colonel,colonel,21
avec,avec,81
un,un,71
accent,accent,21
de,de,81
bonté,bonté,22
",",",",p
n',ne,60
est,être,17
-,-,p
ce,ce,74
pas,pas,21
le,le,71
père,père,21
de,de,81
tes,ton,73
enfants,enfant,21
/?,/?,P
-,-,p
eh,eh,93
bien,bien,60
",",",",p
reprit,reprendre,19
elle,il,51
",",",",p
si,si,83
monsieur,monsieur,21
me,je,51
demande,demander,17
ce,ce,52
que,que,52
je,je,51
suis,être,17
venue,venir,12
faire,faire,14
ici,ici,60
",",",",p
s',si,83
il,il,51
apprend,apprendre,17
que,que,83
je,je,51
m',je,51
y,y,52
suis,être,17
enfermée,enfermer,12
avec,avec,81
un,un,71
inconnu,inconnu,21
",",",",p
que,que,52
lui,lui,51
dirai,dire,15
je,je,51
/?,/?,P
écoutez,écouter,17
",",",",p
monsieur,monsieur,21
",",",",p
reprit,reprendre,19
elle,il,51
en,en,81
prenant,prendre,13
une,un,71
attitude,attitude,22
pleine,plein,30
de,de,81
dignité,dignité,22
",",",",p
décidez,décider,17
de,de,81
mon,mon,73
sort,sort,21
",",",",p
je,je,51
suis,être,17
résignée,résigner,12
à,à,81
tout,tout,52
/…,/…,P
-,-,p
ma,mon,73
chère,cher,30
",",",",p
dit,dire,19
le,le,71
colonel,colonel,21
en,en,81
s',se,51
emparant,emparer,13
des,de,81
des,le,71
mains,main,22
de,de,81
sa,son,73
femme,femme,22
",",",",p
j',je,51
ai,avoir,17
résolu,résoudre,12
de,de,81
me,je,51
sacrifier,sacrifier,14
entièrement,entièrement,60
à,à,81
votre,votre,73
bonheur,bonheur,21
/…,/…,P
-,-,p
cela,cela,52
est,être,17
impossible,impossible,30
",",",",p
s',se,51
écria,écrier,19
t,t,94
elle,il,51
en,en,81
laissant,laisser,13
échapper,échapper,14
un,un,71
mouvement,mouvement,21
convulsif,convulsif,30
/.,/.,P
songez,songer,17
donc,donc,82
que,que,83
vous,vous,51
devriez,devoir,16
alors,alors,60
renoncer,renoncer,14
à,à,81
vous-même,vous-même,51
et,et,82
d',de,81
une,un,71
manière,manière,22
authentique,authentique,30
/…,/…,P
-,-,p
comment,comment,60
",",",",p
dit,dire,19
le,le,71
colonel,colonel,21
",",",",p
ma,mon,73
parole,parole,22
ne,ne,60
vous,vous,51
suffit,suffire,17
pas,pas,60
/?,/?,P
le,le,71
mot,mot,21
authentique,authentique,30
tomba,tomber,19
sur,sur,81
le,le,71
coeur,coeur,21
du,de,81
du,le,71
vieillard,vieillard,21
et,et,82
y,y,52
réveilla,réveiller,19
des,de,81
des,le,71
défiances,défiance,22
involontaires,involontaire,30
/.,/.,P
il,il,51
jeta,jeter,19
sur,sur,81
sa,son,73
femme,femme,22
un,un,71
regard,regard,21
qui,qui,52
la,le,52
fit,faire,19
rougir,rougir,14
",",",",p
elle,il,51
baissa,baisser,19
les,le,71
yeux,oeil,21
",",",",p
et,et,82
il,il,51
eut,avoir,19
peur,peur,22
de,de,81
se,se,51
trouver,trouver,14
obligé,obligé,31
de,de,81
la,le,52
mépriser,mépriser,14
/.,/.,P
la,le,71
comtesse,comtesse,22
craignait,craindre,18
d',de,81
avoir,avoir,14
effarouché,effaroucher,12
la,le,71
sauvage,sauvage,30
pudeur,pudeur,22
",",",",p
la,le,71
probité,probité,22
sévère,sévère,30
d',de,81
un,un,71
homme,homme,21
dont,dont,52
le,le,71
caractère,caractère,21
généreux,généreux,30
",",",",p
les,le,71
vertus,vertu,22
primitives,primitif,30
lui,lui,51
étaient,être,18
connues,connaître,12
/.,/.,P
quoique,quoique,83
ces,ce,74
idées,idée,22
eussent,avoir,18
répandu,répandre,12
quelques,quelque,75
nuages,nuage,21
sur,sur,81
leurs,leur,73
fronts,front,21
",",",",p
la,le,71
bonne,bon,30
harmonie,harmonie,22
se,se,51
rétablit,rétablir,17
aussitôt,aussitôt,60
entre,entre,81
eux,ils,51
/.,/.,P
voici,voici,81
comment,comment,60
/.,/.,P
un,un,71
cri,cri,21
d',de,81
enfant,enfant,21
retentit,retentir,19
au,à,81
au,le,71
loin,loin,60
/.,/.,P
Jules,Jules,20
",",",",p
laissez,laisser,17
votre,votre,73
soeur,soeur,22
tranquille,tranquille,30
",",",",p
s',se,51
écria,écrier,19
la,le,71
comtesse,comtesse,22
/.,/.,P
-,-,p
quoi,quoi,52
!,!,p
vos,votre,73
enfants,enfant,21
sont,être,17
ici,ici,60
?,?,p
dit,dire,12
le,le,71
colonel,colonel,21
/.,/.,P
-,-,p
oui,oui,60
",",",",p
mais,mais,82
je,je,51
leur,leur,52
ai,avoir,17
défendu,défendre,12
de,de,81
vous,vous,51
importuner,importuner,14
/.,/.,P
le,le,71
vieux,vieux,30
soldat,soldat,21
comprit,comprendre,19
la,le,71
délicatesse,délicatesse,22
",",",",p
le,le,71
tact,tact,21
de,de,81
femme,femme,22
renfermé,renfermé,31
dans,dans,81
ce,ce,74
procédé,procédé,21
si,si,60
gracieux,gracieux,30
",",",",p
et,et,82
prit,prendre,19
la,le,71
main,main,22
de,de,81
la,le,71
comtesse,comtesse,22
pour,pour,81
la,le,52
baiser,baiser,14
/.,/.,P
qu',que,52
ils,ils,51
viennent,venir,17
donc,donc,82
",",",",p
dit,dire,19
il,il,51
/.,/.,P
la,le,71
petite,petit,30
fille,fille,22
accourait,accourir,18
pour,pour,81
se,se,51
plaindre,plaindre,14
de,de,81
son,son,73
frère,frère,21
/.,/.,P
maman,maman,22
/!,/!,P
-,-,p
maman,maman,22
/!,/!,P
-,-,p
c',ce,52
est,être,17
lui,lui,51
qui,qui,52
/…,/…,P
-,-,p
c',ce,52
est,être,17
elle,il,51
/…,/…,P
les,le,71
mains,main,22
étaient,être,18
étendues,étendre,12
vers,vers,81
la,le,71
mère,mère,22
",",",",p
et,et,82
les,le,71
deux,deux,72
voix,voix,22
enfantines,enfantin,30
se,se,51
mêlaient,mêler,18
/.,/.,P
ce,ce,52
fut,être,19
un,un,71
tableau,tableau,21
soudain,soudain,30
et,et,82
délicieux,délicieux,30
/!,/!,P
pauvres,pauvre,30
enfants,enfant,21
!,!,p
s',se,51
écria,écrier,19
la,le,71
comtesse,comtesse,22
en,en,81
ne,ne,60
retenant,retenir,13
plus,plus,60
ses,son,73
larmes,larme,22
",",",",p
il,il,51
faudra,falloir,15
les,le,52
quitter,quitter,14
;,;,p
à,à,81
qui,qui,52
le,le,71
jugement,jugement,21
les,le,52
donnera,donner,15
t,t,94
il,il,51
/?,/?,P
on,on,51
ne,ne,60
partage,partager,17
pas,pas,60
un,un,71
coeur,coeur,21
de,de,81
mère,mère,22
",",",",p
je,je,51
les,le,52
veux,vouloir,17
",",",",p
moi,moi,51
/!,/!,P
-,-,p
est,être,17
ce,ce,52
vous,vous,51
qui,qui,52
faites,faire,17
pleurer,pleurer,14
maman,maman,22
?,?,p
dit,dire,19
Jules,Jules,20
en,en,81
jetant,jeter,13
un,un,71
regard,regard,21
de,de,81
colère,colère,22
au,à,81
au,le,71
colonel,colonel,21
/.,/.,P
-,-,p
taisez,taire,17
vous,vous,51
",",",",p
Jules,Jules,20
",",",",p
s',se,51
écria,écrier,19
la,le,71
mère,mère,22
d',de,81
un,un,71
air,air,21
impérieux,impérieux,30
/.,/.,P
les,le,71
deux,deux,72
enfants,enfant,21
restèrent,rester,19
debout,debout,60
et,et,82
silencieux,silencieux,30
",",",",p
examinant,examiner,13
leur,leur,73
mère,mère,22
et,et,82
l',le,71
étranger,étranger,21
avec,avec,81
une,un,71
curiosité,curiosité,22
qu',que,52
il,il,51
est,être,17
impossible,impossible,30
d',de,81
exprimer,exprimer,14
par,par,81
des,de,81
des,le,71
paroles,parole,22
/.,/.,P
oh,oh,93
!,!,p
oui,oui,60
",",",",p
reprit,reprendre,19
elle,il,51
",",",",p
si,si,83
l',l',94
on,on,51
me,je,51
sépare,séparer,17
du,de,81
du,le,71
comte,comte,21
",",",",p
qu',que,52
on,on,51
me,je,51
laisse,laisser,17
les,le,71
enfants,enfant,21
",",",",p
et,et,82
je,je,51
serai,être,16
soumise,soumettre,12
à,à,81
tout,tout,52
/…,/…,P
ce,ce,52
fut,être,19
un,un,71
mot,mot,21
décisif,décisif,30
qui,qui,52
obtint,obtenir,19
tout,tout,75
le,le,71
succès,succès,21
qu',que,52
elle,il,51
en,en,52
avait,avoir,18
espéré,espérer,12
/.,/.,P
oui,oui,60
",",",",p
s',se,51
écria,écrier,19
le,le,71
colonel,colonel,21
comme,comme,83
s',si,83
il,il,51
achevait,achever,18
une,un,71
phrase,phrase,22
mentalement,mentalement,60
commencée,commencé,31
",",",",p
je,je,51
dois,devoir,17
rentrer,rentrer,14
sous,sous,81
terre,terre,22
/.,/.,P
je,je,51
me,je,51
le,le,52
suis,être,17
déjà,déjà,60
dit,dire,12
/.,/.,P
-,-,p
puis,puis,17
je,je,51
accepter,accepter,14
un,un,71
tel,tel,75
sacrifice,sacrifice,21
?,?,p
répondit,répondre,19
la,le,71
comtesse,comtesse,22
/.,/.,P
si,si,83
quelques,quelque,75
hommes,homme,21
sont,être,17
morts,mourir,12
pour,pour,81
sauver,sauver,14
l',le,71
honneur,honneur,21
de,de,81
leur,leur,73
maîtresse,maîtresse,22
",",",",p
ils,ils,51
n',ne,60
ont,avoir,17
donné,donner,12
leur,leur,73
vie,vie,22
qu',que,83
une,un,71
fois,fois,22
/.,/.,P
mais,mais,82
ici,ici,60
vous,vous,51
donneriez,donner,16
votre,votre,73
vie,vie,22
tous,tout,75
les,le,71
jours,jour,21
/!,/!,P
non,non,60
",",",",p
non,non,60
",",",",p
cela,cela,52
est,être,17
impossible,impossible,30
/.,/.,P
s',si,83
il,il,51
ne,ne,60
s',se,51
agissait,agir,18
que,que,83
de,de,81
votre,votre,73
existence,existence,22
",",",",p
ce,ce,52
ne,ne,60
serait,être,16
rien,rien,52
;,;,p
mais,mais,82
signer,signer,14
que,que,83
vous,vous,51
n',ne,60
êtes,être,17
pas,pas,60
le,le,71
colonel,colonel,21
Chabert,Chabert,20
",",",",p
reconnaître,reconnaître,14
que,que,83
vous,vous,51
êtes,être,17
un,un,71
imposteur,imposteur,21
",",",",p
donner,donner,14
votre,votre,73
honneur,honneur,21
",",",",p
commettre,commettre,14
un,un,71
mensonge,mensonge,21
à,à,81
toute,tout,75
heure,heure,22
du,de,81
du,le,71
jour,jour,21
",",",",p
le,le,71
dévouement,dévouement,21
humain,humain,30
ne,ne,60
saurait,savoir,16
aller,aller,14
jusque-là,jusque-là,81
/.,/.,P
songez,songer,17
donc,donc,82
/!,/!,P
non,non,60
/.,/.,P
sans,sans,81
mes,mon,73
pauvres,pauvre,30
enfants,enfant,21
",",",",p
je,je,51
me,je,51
serais,être,16
déjà,déjà,60
enfuie,enfuir,12
avec,avec,81
vous,vous,51
au,à,81
au,le,71
bout,bout,21
du,de,81
du,le,71
monde,monde,21
/…,/…,P
-,-,p
mais,mais,82
",",",",p
reprit,reprendre,19
Chabert,Chabert,20
",",",",p
est,être,17
ce,ce,52
que,que,83
je,je,51
ne,ne,60
puis,pouvoir,17
pas,pas,60
vivre,vivre,14
ici,ici,60
",",",",p
dans,dans,81
votre,votre,73
petit,petit,30
pavillon,pavillon,21
",",",",p
comme,comme,83
un,un,52
de,de,81
vos,votre,73
parents,parent,21
/?,/?,P
je,je,51
suis,être,17
usé,user,12
comme,comme,83
un,un,71
canon,canon,21
de,de,81
rebut,rebut,21
",",",",p
il,il,51
ne,ne,60
me,je,51
faut,falloir,17
qu',que,83
un,un,71
peu,peu,60
de,de,81
tabac,tabac,21
et,et,82
le,le,71
constitutionnel,constitutionnel,30
/.,/.,P
la,le,71
comtesse,comtesse,22
fondit,fondre,19
en,en,81
larmes,larme,22
/.,/.,P
il,il,51
y,y,52
eut,avoir,19
entre,entre,81
la,le,71
comtesse,comtesse,22
Ferraud,Ferraud,20
et,et,82
le,le,71
colonel,colonel,21
Chabert,Chabert,20
un,un,71
combat,combat,21
de,de,81
générosité,générosité,22
d',de,81
où,où,60
le,le,71
soldat,soldat,21
sortit,sortir,19
vainqueur,vainqueur,30
/.,/.,P
un,un,71
soir,soir,21
",",",",p
en,en,81
voyant,voir,13
cette,ce,74
mère,mère,22
au,à,81
au,le,71
milieu,milieu,21
de,de,81
ses,son,73
enfants,enfant,21
",",",",p
le,le,71
soldat,soldat,21
fut,être,19
séduit,séduire,12
par,par,81
les,le,71
touchantes,touchant,30
grâces,grâce,22
d',de,81
un,un,71
tableau,tableau,21
de,de,81
famille,famille,22
",",",",p
à,à,81
la,le,71
campagne,campagne,22
",",",",p
dans,dans,81
l',le,71
ombre,ombre,22
et,et,82
le,le,71
silence,silence,21
;,;,p
il,il,51
prit,prendre,19
la,le,71
résolution,résolution,22
de,de,81
rester,rester,14
mort,mort,31
",",",",p
et,et,82
",",",",p
ne,ne,60
s',se,51
effrayant,effrayer,13
plus,plus,60
de,de,81
l',le,71
authenticité,authenticité,22
d',de,81
un,un,71
acte,acte,21
",",",",p
il,il,51
demanda,demander,19
comment,comment,60
il,il,51
fallait,falloir,18
s',se,51
y,y,52
prendre,prendre,14
pour,pour,81
assurer,assurer,14
irrévocablement,irrévocablement,60
le,le,71
bonheur,bonheur,21
de,de,81
cette,ce,74
famille,famille,22
/.,/.,P
faites,faire,17
comme,comme,83
vous,vous,51
voudrez,vouloir,15
!,!,p
lui,lui,51
répondit,répondre,19
la,le,71
comtesse,comtesse,22
",",",",p
je,je,51
vous,vous,51
déclare,déclarer,17
que,que,83
je,je,51
ne,ne,60
me,je,51
mêlerai,mêler,15
en,en,81
rien,rien,52
de,de,81
cette,ce,74
affaire,affaire,22
/.,/.,P
je,je,51
ne,ne,60
le,le,52
dois,devoir,17
pas,pas,60
/.,/.,P
Delbecq,Delbecq,20
était,être,18
arrivé,arriver,12
depuis,depuis,81
quelques,quelque,75
jours,jour,21
",",",",p
et,et,82
",",",",p
suivant,suivre,13
les,le,71
instructions,instruction,22
verbales,verbal,30
de,de,81
la,le,71
comtesse,comtesse,22
",",",",p
l',le,71
intendant,intendant,21
avait,avoir,18
su,savoir,12
gagner,gagner,14
la,le,71
confiance,confiance,22
du,de,81
du,le,71
vieux,vieux,30
militaire,militaire,21
/.,/.,P
le,le,71
lendemain,lendemain,21
matin,matin,21
donc,donc,82
",",",",p
le,le,71
colonel,colonel,21
Chabert,Chabert,20
partit,partir,19
avec,avec,81
l',le,71
ancien,ancien,30
avoué,avoué,21
pour,pour,81
saint,saint,30
Leu,Leu,20
Taverny,Taverny,20
",",",",p
où,où,60
Delbecq,Delbecq,20
avait,avoir,18
fait,faire,12
préparer,préparer,14
chez,chez,81
le,le,71
notaire,notaire,21
un,un,71
acte,acte,21
conçu,conçu,31
en,en,81
termes,terme,21
si,si,60
crus,cru,31
que,que,83
le,le,71
colonel,colonel,21
sortit,sortir,19
brusquement,brusquement,60
de,de,81
l',le,71
étude,étude,22
après,après,81
en,en,52
avoir,avoir,14
entendu,entendre,12
la,le,71
lecture,lecture,22
/.,/.,P
mille,mille,72
tonnerres,tonnerre,21
!,!,p
je,je,51
serais,être,16
un,un,71
joli,joli,30
coco,coco,21
/!,/!,P
mais,mais,82
je,je,51
passerais,passer,16
pour,pour,81
un,un,71
faussaire,faussaire,21
",",",",p
s',se,51
écria,écrier,19
t,t,94
il,il,51
/.,/.,P
-,-,p
monsieur,monsieur,21
",",",",p
lui,lui,51
dit,dire,19
Delbecq,Delbecq,20
",",",",p
je,je,51
ne,ne,60
vous,vous,51
conseille,conseiller,17
pas,pas,60
de,de,81
signer,signer,14
trop,trop,60
vite,vite,60
/.,/.,P
à,à,81
votre,votre,73
place,place,22
je,je,51
tirerais,tirer,16
au,à,81
au,le,71
moins,moins,60
trente,trente,72
mille,mille,72
livres,livre,22
de,de,81
rente,rente,22
de,de,81
ce,ce,74
procès,procès,21
là,là,60
",",",",p
car,car,82
madame,madame,22
les,le,52
donnerait,donner,16
/.,/.,P
après,après,81
avoir,avoir,14
foudroyé,foudroyer,12
ce,ce,74
coquin,coquin,21
émérite,émérite,30
par,par,81
le,le,71
lumineux,lumineux,30
regard,regard,21
de,de,81
l',le,71
honnête,honnête,30
homme,homme,21
indigné,indigné,31
",",",",p
le,le,71
colonel,colonel,21
s',se,51
enfuit,enfuir,17
emporté,emporté,31
par,par,81
mille,mille,72
sentiments,sentiment,21
contraires,contraire,30
/.,/.,P
il,il,51
redevint,redevenir,19
défiant,défiant,30
",",",",p
s',se,51
indigna,indigner,19
",",",",p
se,se,51
calma,calmer,19
tour,tour,21
à,à,81
tour,tour,21
/.,/.,P
enfin,enfin,60
il,il,51
entra,entrer,19
dans,dans,81
le,le,71
parc,parc,21
de,de,81
Groslay,Groslay,20
par,par,81
la,le,71
brèche,brèche,22
d',de,81
un,un,71
mur,mur,21
",",",",p
et,et,82
vint,venir,19
à,à,81
pas,pas,21
lents,lent,30
se,se,51
reposer,reposer,14
et,et,82
réfléchir,réfléchir,14
à,à,81
son,son,73
aise,aise,22
dans,dans,81
un,un,71
cabinet,cabinet,21
pratiqué,pratiqué,31
sous,sous,81
un,un,71
kiosque,kiosque,21
d',de,81
où,où,60
l',l',94
on,on,51
découvrait,découvrir,18
le,le,71
chemin,chemin,21
de,de,81
saint,saint,30
Leu,Leu,20
/.,/.,P
l',le,71
allée,allée,22
étant,être,13
sablée,sabler,12
avec,avec,81
cette,ce,74
espèce,espèce,22
de,de,81
terre,terre,22
jaunâtre,jaunâtre,30
par,par,81
laquelle,lequel,52
on,on,51
remplace,remplacer,17
le,le,71
gravier,gravier,21
de,de,81
rivière,rivière,22
",",",",p
la,le,71
comtesse,comtesse,22
",",",",p
qui,qui,52
était,être,18
assise,asseoir,12
dans,dans,81
le,le,71
petit,petit,30
salon,salon,21
de,de,81
cette,ce,74
espèce,espèce,22
de,de,81
pavillon,pavillon,21
",",",",p
n',ne,60
entendit,entendre,19
pas,pas,60
le,le,71
colonel,colonel,21
",",",",p
car,car,82
elle,il,51
était,être,18
trop,trop,60
préoccupée,préoccuper,12
du,de,81
du,le,71
succès,succès,21
de,de,81
son,son,73
affaire,affaire,22
pour,pour,81
prêter,prêter,14
la,le,71
moindre,moindre,30
attention,attention,22
au,à,81
au,le,71
léger,léger,30
bruit,bruit,21
que,que,52
fit,faire,19
son,son,73
mari,mari,21
/.,/.,P
le,le,71
vieux,vieux,30
soldat,soldat,21
n',ne,60
aperçut,apercevoir,19
pas,pas,60
non,non,60
plus,plus,60
sa,son,73
femme,femme,22
au-dessus,au-dessus,60
de,de,81
lui,lui,51
dans,dans,81
le,le,71
petit,petit,30
pavillon,pavillon,21
/.,/.,P
hé,hé,93
bien,bien,60
",",",",p
monsieur,monsieur,21
Delbecq,Delbecq,20
",",",",p
a,avoir,17
t,t,94
il,il,51
signé,signer,12
?,?,p
demanda,demander,19
la,le,71
comtesse,comtesse,22
à,à,81
son,son,73
intendant,intendant,21
qu',que,52
elle,il,51
vit,vivre,17
seul,seul,30
sur,sur,81
le,le,71
chemin,chemin,21
par-dessus,par-dessus,60
la,le,71
haie,haie,22
d',de,81
un,un,71
saut-de-loup,saut-de-loup,21
/.,/.,P
-,-,p
non,non,60
",",",",p
madame,madame,22
/.,/.,P
je,je,51
ne,ne,60
sais,savoir,17
même,même,60
pas,pas,60
ce,ce,52
que,que,52
notre,notre,73
homme,homme,21
est,être,17
devenu,devenir,12
/.,/.,P
le,le,71
vieux,vieux,30
cheval,cheval,21
s',se,51
est,être,17
cabré,cabrer,12
/.,/.,P
-,-,p
il,il,51
faudra,falloir,15
donc,donc,82
finir,finir,14
par,par,81
le,le,52
mettre,mettre,14
à,à,81
Charenton,Charenton,20
",",",",p
dit,dire,19
elle,il,51
",",",",p
puisque,puisque,83
nous,nous,51
le,le,52
tenons,tenir,17
/.,/.,P
le,le,71
colonel,colonel,21
",",",",p
qui,qui,52
retrouva,retrouver,19
l',le,71
élasticité,élasticité,22
de,de,81
la,le,71
jeunesse,jeunesse,22
pour,pour,81
franchir,franchir,14
le,le,71
saut-de-loup,saut-de-loup,21
",",",",p
fut,être,19
en,en,81
un,un,71
clin d'oeil,clin d'oeil,21
devant,devant,81
l',le,71
intendant,intendant,21
",",",",p
auquel,à,81
auquel,lequel,52
il,il,51
appliqua,appliquer,19
la,le,71
plus,plus,60
belle,beau,30
paire,paire,22
de,de,81
soufflets,soufflet,21
qui,qui,52
jamais,jamais,60
ait,avoir,17
été,être,12
reçue,recevoir,12
sur,sur,81
deux,deux,72
joues,joue,22
de,de,81
procureur,procureur,21
/.,/.,P
ajoute,ajouter,17
que,que,83
les,le,71
vieux,vieux,30
chevaux,cheval,21
savent,savoir,17
ruer,ruer,14
",",",",p
lui,lui,51
dit,dire,19
il,il,51
/.,/.,P
cette,ce,74
colère,colère,22
dissipée,dissipé,31
",",",",p
le,le,71
colonel,colonel,21
ne,ne,60
se,se,51
sentit,sentir,19
plus,plus,60
la,le,71
force,force,22
de,de,81
sauter,sauter,14
le,le,71
fossé,fossé,21
/.,/.,P
la,le,71
vérité,vérité,22
s',se,51
était,être,18
montrée,montrer,12
dans,dans,81
sa,son,73
nudité,nudité,22
/.,/.,P
le,le,71
mot,mot,21
de,de,81
la,le,71
comtesse,comtesse,22
et,et,82
la,le,71
réponse,réponse,22
de,de,81
Delbecq,Delbecq,20
avaient,avoir,18
dévoilé,dévoiler,12
le,le,71
complot,complot,21
dont,dont,52
il,il,51
allait,aller,18
être,être,14
la,le,71
victime,victime,22
/.,/.,P
les,le,71
soins,soin,21
qui,qui,52
lui,lui,51
avaient,avoir,18
été,être,12
prodigués,prodiguer,12
étaient,être,18
une,un,71
amorce,amorce,22
pour,pour,81
le,le,52
prendre,prendre,14
dans,dans,81
un,un,71
piège,piège,21
/.,/.,P
ce,ce,74
mot,mot,21
fut,être,19
comme,comme,83
une,un,71
goutte,goutte,22
de,de,81
quelque,quelque,75
poison,poison,21
subtil,subtil,30
qui,qui,52
détermina,déterminer,19
chez,chez,81
le,le,71
vieux,vieux,30
soldat,soldat,21
le,le,71
retour,retour,21
de,de,81
ses,son,73
douleurs,douleur,22
et,et,82
physiques,physique,30
et,et,82
morales,moral,30
/.,/.,P
il,il,51
revint,revenir,19
vers,vers,81
le,le,71
kiosque,kiosque,21
par,par,81
la,le,71
porte,porte,22
du,de,81
du,le,71
parc,parc,21
",",",",p
en,en,81
marchant,marcher,13
lentement,lentement,60
",",",",p
comme,comme,83
un,un,71
homme,homme,21
affaissé,affaissé,31
/.,/.,P
donc,donc,82
",",",",p
ni,ni,82
paix,paix,22
ni,ni,82
trêve,trêve,22
pour,pour,81
lui,lui,51
/!,/!,P
dès,dès,81
ce,ce,74
moment,moment,21
il,il,51
fallait,falloir,18
commencer,commencer,14
avec,avec,81
cette,ce,74
femme,femme,22
la,le,71
guerre,guerre,22
odieuse,odieux,30
dont,dont,52
lui,lui,51
avait,avoir,18
parlé,parler,12
Derville,Derville,20
",",",",p
entrer,entrer,14
dans,dans,81
une,un,71
vie,vie,22
de,de,81
procès,procès,21
",",",",p
se,se,51
nourrir,nourrir,14
de,de,81
fiel,fiel,21
",",",",p
boire,boire,14
chaque,chaque,75
matin,matin,21
un,un,71
calice,calice,21
d',de,81
amertume,amertume,22
/.,/.,P
puis,puis,60
",",",",p
pensée,pensée,22
affreuse,affreux,30
",",",",p
où,où,60
trouver,trouver,14
l',le,71
argent,argent,21
nécessaire,nécessaire,30
pour,pour,81
payer,payer,14
les,le,71
frais,frais,21
des,de,81
des,le,71
premières,premier,72
instances,instance,22
/?,/?,P
il,il,51
