11738
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Soixante-dix-septième extrait>,<>,<>
/.,/.,P
“,“,p
l',le,71
autre,autre,52
approuva,approuver,19
d',de,81
une,un,71
façon,façon,22
distraite,distrait,31
en,en,81
répétant,répéter,13
plusieurs,plusieurs,75
fois,fois,22
de,de,81
suite,suite,22
:,:,p
“,“,p
oui,oui,60
…,…,p
oui,oui,60
…,…,p
oui,oui,60
/…,/…,P
“,“,p
",",",",p
sans,sans,81
que,que,83
son,son,73
esprit,esprit,21
se,se,51
fixât,fixer,18
encore,encore,60
à,à,81
cette,ce,74
pensée,pensée,22
nouvelle,nouveau,30
/.,/.,P
Olivier,Olivier,20
s',se,51
efforçait,efforcer,18
de,de,81
l',le,52
y,y,52
maintenir,maintenir,14
",",",",p
et,et,82
",",",",p
rusant,ruser,13
pour,pour,81
l',le,52
y,y,52
attacher,attacher,14
par,par,81
une,un,52
des,de,81
des,le,71
préoccupations,préoccupation,22
favorites,favori,30
de,de,81
Musadieu,Musadieu,20
",",",",p
il,il,51
reprit,reprendre,19
:,:,p
“,“,p
elle,il,51
aura,avoir,15
un,un,52
des,de,81
des,le,71
premiers,premier,72
salons,salon,21
de,de,81
Paris,Paris,20
",",",",p
après,après,81
son,son,73
mariage,mariage,21
/.,/.,P
“,“,p
cela,cela,52
suffit,suffire,17
",",",",p
et,et,82
l',le,71
homme,homme,21
du,de,81
du,le,71
monde,monde,21
convaincu,convaincu,31
qu',que,52
était,être,18
l',le,71
inspecteur,inspecteur,21
des,de,81
des,le,71
Beaux-Arts,Beaux-Arts,20
se,se,51
mit,mettre,19
à,à,81
apprécier,apprécier,14
savamment,savamment,60
la,le,71
situation,situation,22
qu',que,52
occuperait,occuper,16
",",",",p
dans,dans,81
la,le,71
société,société,22
française,français,30
",",",",p
la,le,71
marquise,marquise,22
de,de,81
Farandal,Farandal,20
/.,/.,P
Bertin,Bertin,20
l',le,52
écoutait,écouter,18
",",",",p
et,et,82
il,il,51
entrevoyait,entrevoir,18
Annette,Annette,20
dans,dans,81
un,un,71
grand,grand,30
salon,salon,21
plein,plein,30
de,de,81
lumières,lumière,22
",",",",p
entourée,entouré,31
de,de,81
femmes,femme,22
et,et,82
d',de,81
hommes,homme,21
/.,/.,P
cette,ce,74
vision,vision,22
",",",",p
encore,encore,60
",",",",p
le,le,52
rendit,rendre,19
jaloux,jaloux,30
/.,/.,P
ils,ils,51
montaient,monter,18
maintenant,maintenant,60
le,le,71
boulevard,boulevard,21
Malesherbes,Malesherbes,20
/.,/.,P
quand,quand,83
ils,ils,51
passèrent,passer,19
devant,devant,81
la,le,71
maison,maison,22
des,de,81
des,le,71
Guilleroy,Guilleroy,20
",",",",p
le,le,71
peintre,peintre,21
leva,lever,19
les,le,71
yeux,oeil,21
/.,/.,P
des,de,81
des,le,71
lumières,lumière,22
semblaient,sembler,18
briller,briller,14
aux,à,81
aux,le,71
fenêtres,fenêtre,22
",",",",p
derrière,derrière,81
des,de,81
des,le,71
fentes,fente,22
de,de,81
rideaux,rideau,21
/.,/.,P
le,le,71
soupçon,soupçon,21
lui,lui,51
vint,venir,19
que,que,83
la,le,71
duchesse,duchesse,22
et,et,82
son,son,73
neveu,neveu,21
avaient,avoir,18
été,être,12
peut-être,peut-être,60
invités,inviter,12
à,à,81
venir,venir,14
boire,boire,14
une,un,71
tasse,tasse,22
de,de,81
thé,thé,21
/.,/.,P
et,et,82
une,un,71
rage,rage,22
le,le,52
crispa,crisper,19
qui,qui,52
le,le,52
fit,faire,19
souffrir,souffrir,14
atrocement,atrocement,60
/.,/.,P
il,il,51
serrait,serrer,18
toujours,toujours,60
le,le,71
bras,bras,21
de,de,81
Musadieu,Musadieu,20
",",",",p
et,et,82
il,il,51
activait,activer,18
parfois,parfois,60
d',de,81
une,un,71
contradiction,contradiction,22
ses,son,73
opinions,opinion,22
sur,sur,81
la,le,71
jeune,jeune,30
future,futur,30
marquise,marquise,22
/.,/.,P
cette,ce,74
voix,voix,22
banale,banal,30
qui,qui,52
parlait,parler,18
d',de,81
elle,il,51
faisait,faire,18
voltiger,voltiger,14
son,son,73
image,image,22
dans,dans,81
la,le,71
nuit,nuit,22
autour,autour,60
d',de,81
eux,ils,51
/.,/.,P
quand,quand,83
ils,ils,51
arrivèrent,arriver,19
",",",",p
avenue,avenue,22
de,de,81
Villiers,Villiers,20
",",",",p
devant,devant,81
la,le,71
porte,porte,22
du,de,81
du,le,71
peintre,peintre,21
:,:,p
“,“,p
entrez,entrer,17
vous,vous,51
?,?,p
demanda,demander,19
Bertin,Bertin,20
/.,/.,P
-,-,p
non,non,60
",",",",p
merci,merci,21
/.,/.,P
il,il,51
est,être,17
tard,tard,60
",",",",p
je,je,51
vais,aller,17
me,je,51
coucher,coucher,14
/.,/.,P
-,-,p
voyons,voir,17
",",",",p
montez,monter,17
une,un,71
demi-heure,demi-heure,22
",",",",p
nous,nous,51
allons,aller,17
encore,encore,60
bavarder,bavarder,14
/.,/.,P
-,-,p
non,non,60
/.,/.,P
vrai,vrai,60
/.,/.,P
il,il,51
est,être,17
trop,trop,60
tard,tard,60
/!,/!,P
la,le,71
pensée,pensée,22
de,de,81
rester,rester,14
seul,seul,30
",",",",p
après,après,81
les,le,71
secousses,secousse,22
qu',que,52
il,il,51
venait,venir,18
encore,encore,60
de,de,81
supporter,supporter,14
",",",",p
emplit,emplir,19
d',de,81
horreur,horreur,22
l',le,71
âme,âme,22
d',de,81
Olivier,Olivier,20
/.,/.,P
il,il,51
tenait,tenir,18
quelqu'un,quelqu'un,52
",",",",p
il,il,51
le,le,52
garderait,garder,16
/.,/.,P
“,“,p
montez,monter,17
donc,donc,82
",",",",p
je,je,51
vais,aller,17
vous,vous,51
faire,faire,14
choisir,choisir,14
une,un,71
étude,étude,22
que,que,52
je,je,51
veux,vouloir,17
vous,vous,51
offrir,offrir,14
depuis,depuis,81
longtemps,longtemps,60
/.,/.,P
“,“,p
l',le,71
autre,autre,52
sachant,savoir,13
que,que,83
les,le,71
peintres,peintre,21
n',ne,60
ont,avoir,17
pas,pas,60
toujours,toujours,60
l',le,71
humeur,humeur,22
donnante,donnant,30
",",",",p
et,et,82
que,que,83
la,le,71
mémoire,mémoire,22
des,de,81
des,le,71
promesses,promesse,22
est,être,17
courte,court,30
",",",",p
se,se,51
jeta,jeter,19
sur,sur,81
l',le,71
occasion,occasion,22
/.,/.,P
en,en,81
sa,son,73
qualité,qualité,22
d',de,81
inspecteur,inspecteur,21
des,de,81
des,le,71
Beaux-Arts,Beaux-Arts,20
",",",",p
il,il,51
possédait,posséder,18
une,un,71
galerie,galerie,22
collectionnée,collectionné,31
avec,avec,81
adresse,adresse,22
/.,/.,P
“,“,p
je,je,51
vous,vous,51
suis,suivre,17
“,“,p
",",",",p
dit,dire,17
il,il,51
/.,/.,P
ils,ils,51
entrèrent,entrer,19
/.,/.,P
le,le,71
valet,valet,21
de,de,81
chambre,chambre,22
réveillé,réveillé,31
apporta,apporter,19
des,de,81
des,le,71
grogs,grog,21
;,;,p
et,et,82
la,le,71
conversation,conversation,22
se,se,51
traîna,traîner,19
sur,sur,81
la,le,71
peinture,peinture,22
pendant,pendant,81
quelque,quelque,75
temps,temps,21
/.,/.,P
Bertin,Bertin,20
montrait,montrer,18
des,de,81
des,le,71
études,étude,22
en,en,81
priant,prier,13
Musadieu,Musadieu,20
de,de,81
prendre,prendre,14
celle,celui,52
qui,qui,52
lui,lui,51
plairait,plaire,16
le,le,71
mieux,mieux,60
",",",",p
et,et,82
Musadieu,Musadieu,20
hésitait,hésiter,18
",",",",p
troublé,troublé,31
par,par,81
la,le,71
lumière,lumière,22
du,de,81
du,le,71
gaz,gaz,21
qui,qui,52
le,le,52
trompait,tromper,18
sur,sur,81
les,le,71
tonalités,tonalité,22
/.,/.,P
à,à,81
la,le,71
fin,fin,22
il,il,51
choisit,choisir,19
un,un,71
groupe,groupe,21
de,de,81
petites,petit,30
filles,fille,22
dansant,danser,13
à,à,81
la,le,71
corde,corde,22
sur,sur,81
un,un,71
trottoir,trottoir,21
;,;,p
et,et,82
presque,presque,60
tout,tout,60
de,de,81
suite,suite,22
il,il,51
voulut,vouloir,19
s',se,51
en,en,52
aller,aller,14
en,en,81
emportant,emporter,13
son,son,73
cadeau,cadeau,21
/.,/.,P
“,“,p
je,je,51
le,le,52
ferai,faire,15
déposer,déposer,14
chez,chez,81
vous,vous,51
",",",",p
disait,dire,18
le,le,71
peintre,peintre,21
/.,/.,P
-,-,p
non,non,60
",",",",p
j',je,51
aime,aimer,17
mieux,mieux,60
l',le,52
avoir,avoir,14
ce,ce,74
soir,soir,21
même,même,30
pour,pour,81
l',le,52
admirer,admirer,14
avant,avant,81
de,de,81
me,je,51
mettre,mettre,14
au,à,81
au,le,71
lit,lit,21
/.,/.,P
“,“,p
rien,rien,52
ne,ne,60
put,pouvoir,19
le,le,52
retenir,retenir,14
",",",",p
et,et,82
Olivier,Olivier,20
Bertin,Bertin,20
se,se,51
retrouva,retrouver,19
seul,seul,30
encore,encore,60
une,un,71
fois,fois,22
dans,dans,81
son,son,73
hôtel,hôtel,21
",",",",p
cette,ce,74
prison,prison,22
de,de,81
ses,son,73
souvenirs,souvenir,21
et,et,82
de,de,81
sa,son,73
douloureuse,douloureux,30
agitation,agitation,22
/.,/.,P
quand,quand,83
le,le,71
domestique,domestique,21
entra,entrer,19
",",",",p
le,le,71
lendemain,lendemain,21
matin,matin,21
",",",",p
en,en,81
apportant,apporter,13
le,le,71
thé,thé,21
et,et,82
les,le,71
journaux,journal,21
il,il,51
trouva,trouver,19
son,son,73
maître,maître,21
assis,assis,31
dans,dans,81
son,son,73
lit,lit,21
",",",",p
si,si,60
pâle,pâle,30
qu',que,83
il,il,51
eut,avoir,19
peur,peur,22
/.,/.,P
“,“,p
monsieur,monsieur,21
est,être,17
indisposé,indisposer,12
?,?,p
dit,dire,19
il,il,51
/.,/.,P
-,-,p
ce,ce,52
n',ne,60
est,être,17
rien,rien,52
",",",",p
un,un,71
peu,peu,60
de,de,81
migraine,migraine,22
/.,/.,P
-,-,p
monsieur,monsieur,21
ne,ne,60
veut,vouloir,17
pas,pas,60
que,que,83
j',je,51
aille,aller,17
chercher,chercher,14
quelque,quelque,75
chose,chose,22
/?,/?,P
non,non,60
/.,/.,P
quel,quel,75
temps,temps,21
fait,faire,17
il,il,51
/?,/?,P
il,il,51
pleut,pleuvoir,17
",",",",p
monsieur,monsieur,21
/.,/.,P
-,-,p
bien,bien,60
/.,/.,P
cela,cela,52
suffit,suffire,17
/.,/.,P
“,“,p
l',le,71
homme,homme,21
",",",",p
ayant,avoir,13
déposé,déposer,12
sur,sur,81
la,le,71
petite,petit,30
table,table,22
ordinaire,ordinaire,30
le,le,71
service,service,21
à,à,81
thé,thé,21
et,et,82
les,le,71
feuilles,feuille,22
publiques,public,30
",",",",p
s',se,51
en,en,52
alla,aller,19
/.,/.,P
Olivier,Olivier,20
prit,prendre,19
le,le,71
Figaro,Figaro,20
et,et,82
l',le,52
ouvrit,ouvrir,19
/.,/.,P
l',le,71
article,article,21
de,de,81
tête,tête,22
était,être,18
intitulé,intituler,12
:,:,p
“,“,p
peinture,peinture,22
moderne,moderne,30
/.,/.,P
“,“,p
c',ce,52
était,être,18
un,un,71
éloge,éloge,21
dithyrambique,dithyrambique,30
de,de,81
quatre,quatre,72
ou,ou,82
cinq,cinq,72
jeunes,jeune,30
peintres,peintre,21
qui,qui,52
",",",",p
doués,doué,31
de,de,81
réelles,réel,30
qualités,qualité,22
de,de,81
coloristes,coloriste,21
et,et,82
les,le,52
exagérant,exagérer,13
pour,pour,81
l',le,71
effet,effet,21
",",",",p
avaient,avoir,18
la,le,71
prétention,prétention,22
d',de,81
être,être,14
des,de,81
des,le,71
révolutionnaires,révolutionnaire,21
et,et,82
des,de,81
des,le,71
rénovateurs,rénovateur,21
de,de,81
génie,génie,21
/.,/.,P
comme,comme,83
tous,tout,75
les,le,71
aînés,aîné,21
",",",",p
Bertin,Bertin,20
se,se,51
fâchait,fâcher,18
contre,contre,81
ces,ce,74
nouveaux,nouveau,30
venus,venu,21
",",",",p
s',se,51
irritait,irriter,18
de,de,81
leur,leur,73
ostracisme,ostracisme,21
",",",",p
contestait,contester,18
leurs,leur,73
doctrines,doctrine,22
/.,/.,P
il,il,51
se,se,51
mit,mettre,19
donc,donc,82
à,à,81
lire,lire,14
cet,ce,74
article,article,21
avec,avec,81
le,le,71
commencement,commencement,21
de,de,81
colère,colère,22
dont,dont,52
tressaille,tressaillir,17
vite,vite,60
un,un,71
coeur,coeur,21
énervé,énervé,31
",",",",p
puis,puis,60
",",",",p
en,en,81
jetant,jeter,13
les,le,71
yeux,oeil,21
plus,plus,60
bas,bas,30
",",",",p
il,il,51
aperçut,apercevoir,19
son,son,73
nom,nom,21
;,;,p
et,et,82
ces,ce,74
quelques,quelque,75
mots,mot,21
",",",",p
à,à,81
la,le,71
fin,fin,22
d',de,81
une,un,71
phrase,phrase,22
",",",",p
le,le,52
frappèrent,frapper,19
comme,comme,83
un,un,71
coup,coup,21
de,de,81
poing,poing,21
en,en,81
pleine,plein,30
poitrine,poitrine,22
:,:,p
“,“,p
l',le,71
art,art,21
démodé,démodé,31
d',de,81
Olivier,Olivier,20
Bertin,Bertin,20
/…,/…,P
“,“,p
il,il,51
avait,avoir,18
toujours,toujours,60
été,être,12
sensible,sensible,30
à,à,81
la,le,71
critique,critique,22
et,et,82
sensible,sensible,30
aux,à,81
aux,le,71
éloges,éloge,21
",",",",p
mais,mais,82
au,à,81
au,le,71
fond,fond,21
de,de,81
sa,son,73
conscience,conscience,22
",",",",p
malgré,malgré,81
sa,son,73
vanité,vanité,22
légitime,légitime,30
",",",",p
il,il,51
souffrait,souffrir,18
plus,plus,60
d',de,81
être,être,14
contesté,contester,12
qu',que,83
il,il,51
ne,ne,60
jouissait,jouir,18
d',de,81
être,être,14
loué,louer,12
",",",",p
par,par,81
suite,suite,22
de,de,81
l',le,71
inquiétude,inquiétude,22
sur,sur,81
lui-même,lui-même,51
que,que,52
ses,son,73
hésitations,hésitation,22
avaient,avoir,18
toujours,toujours,60
nourrie,nourrir,12
/.,/.,P
autrefois,autrefois,60
pourtant,pourtant,60
",",",",p
au,à,81
au,le,71
temps,temps,21
de,de,81
ses,son,73
triomphes,triomphe,21
",",",",p
les,le,71
coups,coup,21
d',de,81
encensoir,encensoir,21
avaient,avoir,18
été,être,12
si,si,60
nombreux,nombreux,30
",",",",p
qu',que,83
ils,ils,51
lui,lui,51
faisaient,faire,18
oublier,oublier,14
les,le,71
coups,coup,21
d',de,81
épingle,épingle,22
/.,/.,P
aujourd'hui,aujourd'hui,60
",",",",p
devant,devant,81
la,le,71
poussée,poussée,22
incessante,incessant,30
des,de,81
des,le,71
nouveaux,nouveau,30
artistes,artiste,21
et,et,82
des,de,81
des,le,71
nouveaux,nouveau,30
admirateurs,admirateur,21
",",",",p
les,le,71
félicitations,félicitation,22
devenaient,devenir,18
plus,plus,60
rares,rare,30
et,et,82
le,le,71
dénigrement,dénigrement,21
plus,plus,60
accusé,accusé,31
/.,/.,P
il,il,51
se,se,51
sentait,sentir,18
enrégimenté,enrégimenté,31
dans,dans,81
le,le,71
bataillon,bataillon,21
des,de,81
des,le,71
vieux,vieux,30
peintres,peintre,21
de,de,81
talent,talent,21
que,que,52
les,le,71
jeunes,jeune,21
ne,ne,60
traitent,traiter,17
point,point,60
en,en,81
maîtres,maître,21
;,;,p
et,et,82
",",",",p
comme,comme,83
il,il,51
était,être,18
aussi,aussi,60
intelligent,intelligent,30
que,que,83
perspicace,perspicace,30
",",",",p
il,il,51
souffrait,souffrir,18
à,à,81
présent,présent,21
des,de,81
des,le,71
moindres,moindre,30
insinuations,insinuation,22
autant,autant,60
que,que,83
des,de,81
des,le,71
attaques,attaque,22
directes,direct,30
/.,/.,P
jamais,jamais,60
pourtant,pourtant,60
aucune,aucun,75
blessure,blessure,22
à,à,81
son,son,73
orgueil,orgueil,21
d',de,81
artiste,artiste,21
ne,ne,60
l',le,52
avait,avoir,18
fait,faire,12
ainsi,ainsi,60
saigner,saigner,14
/.,/.,P
il,il,51
demeurait,demeurer,18
haletant,haletant,30
et,et,82
relisait,relire,18
l',le,71
article,article,21
",",",",p
pour,pour,81
le,le,52
comprendre,comprendre,14
en,en,81
ses,son,73
moindres,moindre,30
nuances,nuance,22
/.,/.,P
ils,ils,51
étaient,être,18
jetés,jeter,12
au,à,81
au,le,71
panier,panier,21
",",",",p
quelques,quelque,75
confrères,confrère,21
et,et,82
lui,lui,51
",",",",p
avec,avec,81
une,un,71
outrageante,outrageant,30
désinvolture,désinvolture,22
;,;,p
et,et,82
il,il,51
se,se,51
leva,lever,19
en,en,81
murmurant,murmurer,13
ces,ce,74
mots,mot,21
",",",",p
qui,qui,52
lui,lui,51
restaient,rester,18
sur,sur,81
les,le,71
lèvres,lèvre,22
:,:,p
“,“,p
l',le,71
art,art,21
démodé,démodé,31
d',de,81
Olivier,Olivier,20
Bertin,Bertin,20
“,“,p
/.,/.,P
jamais,jamais,60
pareille,pareil,30
tristesse,tristesse,22
",",",",p
pareil,pareil,30
découragement,découragement,21
",",",",p
pareille,pareil,30
sensation,sensation,22
de,de,81
la,le,71
fin,fin,22
de,de,81
tout,tout,52
",",",",p
de,de,81
la,le,71
fin,fin,22
de,de,81
son,son,73
être,être,21
physique,physique,30
et,et,82
de,de,81
son,son,73
être,être,21
pensant,pensant,30
",",",",p
ne,ne,60
l',le,52
avaient,avoir,18
jeté,jeter,12
dans,dans,81
une,un,71
détresse,détresse,22
d',de,81
âme,âme,22
aussi,aussi,60
désespérée,désespéré,31
/.,/.,P
il,il,51
resta,rester,19
jusqu',jusque,81
à,à,81
deux,deux,72
heures,heure,22
dans,dans,81
un,un,71
fauteuil,fauteuil,21
",",",",p
devant,devant,81
la,le,71
cheminée,cheminée,22
",",",",p
les,le,71
jambes,jambe,22
allongées,allongé,31
vers,vers,81
le,le,71
feu,feu,21
",",",",p
n',ne,60
ayant,avoir,13
plus,plus,60
la,le,71
force,force,22
de,de,81
remuer,remuer,14
",",",",p
de,de,81
faire,faire,14
quoi,quoi,52
que,que,52
ce,ce,52
soit,être,17
/.,/.,P
puis,puis,60
le,le,71
besoin,besoin,21
d',de,81
être,être,14
consolé,consoler,12
se,se,51
leva,lever,19
en,en,81
lui,lui,51
",",",",p
le,le,71
besoin,besoin,21
de,de,81
serrer,serrer,14
des,de,81
des,le,71
mains,main,22
dévouées,dévoué,31
",",",",p
de,de,81
voir,voir,14
des,de,81
des,le,71
yeux,oeil,21
fidèles,fidèle,30
",",",",p
d',de,81
être,être,14
plaint,plaindre,12
",",",",p
secouru,secourir,12
",",",",p
caressé,caresser,12
par,par,81
des,de,81
des,le,71
paroles,parole,22
amies,ami,30
/.,/.,P
il,il,51
alla,aller,19
donc,donc,82
",",",",p
comme,comme,83
toujours,toujours,60
",",",",p
chez,chez,81
la,le,71
comtesse,comtesse,22
/.,/.,P
quand,quand,83
il,il,51
entra,entrer,19
",",",",p
Annette,Annette,20
était,être,18
seule,seul,30
au,à,81
au,le,71
salon,salon,21
",",",",p
debout,debout,60
",",",",p
le,le,71
dos,dos,21
tourné,tourné,31
",",",",p
écrivant,écrire,13
vivement,vivement,60
l',le,71
adresse,adresse,22
d',de,81
une,un,71
lettre,lettre,22
/.,/.,P
sur,sur,81
la,le,71
table,table,22
",",",",p
à,à,81
côté,côté,21
d',de,81
elle,il,51
était,être,18
déployé,déployer,12
le,le,71
Figaro,Figaro,20
/.,/.,P
Bertin,Bertin,20
vit,voir,19
le,le,71
journal,journal,21
en,en,81
même,même,75
temps,temps,21
que,que,83
la,le,71
jeune,jeune,30
fille,fille,22
et,et,82
demeura,demeurer,19
éperdu,éperdu,30
",",",",p
n',ne,60
osant,oser,13
plus,plus,60
avancer,avancer,14
/!,/!,P
oh,oh,93
!,!,p
si,si,83
elle,il,51
l',le,52
avait,avoir,18
lu,lire,12
/!,/!,P
elle,il,51
se,se,51
retourna,retourner,19
et,et,82
préoccupée,préoccupé,31
",",",",p
pressée,pressé,31
",",",",p
l',le,71
esprit,esprit,21
hanté,hanté,31
par,par,81
des,de,81
des,le,71
soucis,souci,21
de,de,81
femme,femme,22
",",",",p
elle,il,51
lui,lui,51
dit,dire,19
:,:,p
“,“,p
ah,ah,93
!,!,p
bonjour,bonjour,21
",",",",p
monsieur,monsieur,21
le,le,71
peintre,peintre,21
/.,/.,P
vous,vous,51
m',je,51
excuserez,excuser,15
si,si,83
je,je,51
vous,vous,51
quitte,quitter,17
/.,/.,P
j',je,51
ai,avoir,17
la,le,71
couturière,couturière,22
en,en,81
haut,haut,21
qui,qui,52
me,je,51
réclame,réclamer,17
/.,/.,P
vous,vous,51
comprenez,comprendre,17
",",",",p
la,le,71
couturière,couturière,22
",",",",p
au,à,81
au,le,71
moment,moment,21
d',de,81
un,un,71
mariage,mariage,21
",",",",p
c',ce,52
est,être,17
important,important,30
/.,/.,P
je,je,51
vais,aller,17
vous,vous,51
prêter,prêter,14
maman,maman,22
qui,qui,52
discute,discuter,17
et,et,82
raisonne,raisonner,17
avec,avec,81
mon,mon,73
artiste,artiste,21
/.,/.,P
si,si,83
j',je,51
ai,avoir,17
besoin,besoin,21
d',de,81
elle,il,51
",",",",p
je,je,51
vous,vous,51
la,le,52
ferai,faire,15
redemander,redemander,14
pendant,pendant,81
quelques,quelque,75
minutes,minute,22
/.,/.,P
“,“,p
et,et,82
elle,il,51
se,se,51
sauva,sauver,19
",",",",p
en,en,81
courant,courir,13
un,un,71
peu,peu,60
",",",",p
pour,pour,81
bien,bien,60
montrer,montrer,14
sa,son,73
hâte,hâte,22
/.,/.,P
ce,ce,74
départ,départ,21
brusque,brusque,30
",",",",p
sans,sans,81
un,un,71
mot,mot,21
d',de,81
affection,affection,22
",",",",p
sans,sans,81
un,un,71
regard,regard,21
attendri,attendri,31
pour,pour,81
lui,lui,51
",",",",p
qui,qui,52
l',le,52
aimait,aimer,18
tant,tant,60
…,…,p
tant,tant,60
…,…,p
le,le,52
laissa,laisser,19
bouleversé,bouleversé,31
/.,/.,P
son,son,73
oeil,oeil,21
alors,alors,60
s',se,51
arrêta,arrêter,19
de,de,81
nouveau,nouveau,21
sur,sur,81
le,le,71
Figaro,Figaro,20
;,;,p
et,et,82
il,il,51
pensa,penser,19
:,:,p
“,“,p
elle,il,51
l',le,52
a,avoir,17
lu,lire,12
/!,/!,P
on,on,51
me,je,51
blague,blaguer,17
",",",",p
on,on,51
me,je,51
nie,nier,17
/.,/.,P
elle,il,51
ne,ne,60
croit,croire,17
plus,plus,60
en,en,81
moi,moi,51
/.,/.,P
je,je,51
ne,ne,60
suis,être,17
plus,plus,60
rien,rien,21
pour,pour,81
elle,il,51
/.,/.,P
“,“,p
il,il,51
fit,faire,19
deux,deux,72
pas,pas,21
vers,vers,81
le,le,71
journal,journal,21
",",",",p
comme,comme,83
on,on,51
marche,marcher,17
vers,vers,81
un,un,71
homme,homme,21
pour,pour,81
le,le,52
souffleter,souffleter,14
/.,/.,P
puis,puis,60
il,il,51
se,se,51
dit,dire,17
:,:,p
“,“,p
peut-être,peut-être,60
ne,ne,60
l',le,52
a,avoir,17
t,t,94
elle,il,51
pas,pas,60
lu,lire,12
tout,tout,60
de,de,81
même,même,60
/.,/.,P
elle,il,51
est,être,17
si,si,60
préoccupée,préoccuper,12
aujourd'hui,aujourd'hui,60
/.,/.,P
mais,mais,82
on,on,51
en,en,52
parlera,parler,15
devant,devant,81
elle,il,51
",",",",p
ce,ce,74
soir,soir,21
",",",",p
au,à,81
au,le,71
dîner,dîner,21
",",",",p
sans,sans,81
aucun,aucun,75
doute,doute,21
",",",",p
et,et,82
on,on,51
lui,lui,51
donnera,donner,15
envie,envie,22
de,de,81
le,le,52
lire,lire,14
/!,/!,P
par,par,81
un,un,71
mouvement,mouvement,21
spontané,spontané,30
",",",",p
presque,presque,60
irréfléchi,irréfléchi,30
il,il,51
avait,avoir,18
pris,prendre,12
le,le,71
numéro,numéro,21
",",",",p
l',le,52
avait,avoir,18
fermé,fermer,12
",",",",p
plié,plier,12
",",",",p
et,et,82
glissé,glisser,12
dans,dans,81
sa,son,73
poche,poche,22
avec,avec,81
une,un,71
prestesse,prestesse,22
de,de,81
voleur,voleur,21
/.,/.,P
la,le,71
comtesse,comtesse,22
entrait,entrer,18
/.,/.,P
dès,dès,81
qu',que,83
elle,il,51
vit,voir,19
la,le,71
figure,figure,22
livide,livide,30
et,et,82
convulsée,convulsé,31
d',de,81
Olivier,Olivier,20
",",",",p
elle,il,51
devina,deviner,19
qu',que,83
il,il,51
touchait,toucher,18
aux,à,81
aux,le,71
limites,limite,22
de,de,81
la,le,71
souffrance,souffrance,22
/.,/.,P
elle,il,51
eut,avoir,19
un,un,71
élan,élan,21
vers,vers,81
lui,lui,51
",",",",p
un,un,71
élan,élan,21
de,de,81
toute,tout,75
sa,son,73
pauvre,pauvre,30
âme,âme,22
si,si,60
déchirée,déchiré,31
aussi,aussi,60
",",",",p
de,de,81
tout,tout,75
son,son,73
pauvre,pauvre,30
corps,corps,21
si,si,60
meurtri,meurtri,31
lui-même,lui-même,51
/.,/.,P
lui,lui,51
jetant,jeter,13
ses,son,73
mains,main,22
sur,sur,81
les,le,71
épaules,épaule,22
",",",",p
et,et,82
son,son,73
regard,regard,21
au,à,81
au,le,71
fond,fond,21
des,de,81
des,le,71
yeux,oeil,21
",",",",p
elle,il,51
lui,lui,51
dit,dire,17
:,:,p
“,“,p
oh,oh,93
!,!,p
que,que,52
vous,vous,51
êtes,être,17
malheureux,malheureux,30
/!,/!,P
il,il,51
ne,ne,60
nia,nier,19
plus,plus,60
",",",",p
cette,ce,74
fois,fois,22
",",",",p
et,et,82
la,le,71
gorge,gorge,22
secouée,secoué,31
de,de,81
spasmes,spasme,21
",",",",p
il,il,51
balbutia,balbutier,19
:,:,p
“,“,p
oui,oui,60
…,…,p
oui,oui,60
…,…,p
oui,oui,60
/!,/!,P
elle,il,51
sentit,sentir,19
qu',que,83
il,il,51
allait,aller,18
pleurer,pleurer,14
",",",",p
et,et,82
l',le,52
entraîna,entraîner,19
dans,dans,81
le,le,71
coin,coin,21
le,le,71
plus,plus,60
sombre,sombre,30
du,de,81
du,le,71
salon,salon,21
",",",",p
vers,vers,81
deux,deux,72
fauteuils,fauteuil,21
cachés,caché,31
par,par,81
un,un,71
petit,petit,30
paravent,paravent,21
de,de,81
soie,soie,22
ancienne,ancien,30
/.,/.,P
ils,ils,51
s',se,51
y,y,52
assirent,asseoir,19
derrière,derrière,81
cette,ce,74
fine,fin,30
muraille,muraille,22
brodée,brodé,31
",",",",p
voilés,voilé,31
aussi,aussi,60
par,par,81
l',le,71
ombre,ombre,22
grise,gris,30
d',de,81
un,un,71
jour,jour,21
de,de,81
pluie,pluie,22
/.,/.,P
elle,il,51
reprit,reprendre,19
",",",",p
le,le,52
plaignant,plaindre,13
surtout,surtout,60
",",",",p
navrée,navré,31
par,par,81
cette,ce,74
douleur,douleur,22
:,:,p
“,“,p
mon,mon,73
pauvre,pauvre,30
Olivier,Olivier,20
",",",",p
comme,comme,83
vous,vous,51
souffrez,souffrir,17
/!,/!,P
il,il,51
appuya,appuyer,19
sa,son,73
tête,tête,22
blanche,blanc,30
sur,sur,81
l',le,71
épaule,épaule,22
de,de,81
son,son,73
amie,amie,22
/.,/.,P
“,“,p
plus,plus,60
que,que,83
vous,vous,51
ne,ne,60
croyez,croire,17
!,!,p
dit,dire,17
il,il,51
/.,/.,P
elle,il,51
murmura,murmurer,19
",",",",p
si,si,60
tristement,tristement,60
:,:,p
“,“,p
oh,oh,93
!,!,p
je,je,51
le,le,52
