11939
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingt-sixième extrait>,<>,<>
qui,qui,52
descendait,descendre,18
en,en,81
diagonale,diagonale,22
sur,sur,81
une,un,71
toge,toge,22
de,de,81
lin,lin,21
/.,/.,P
Aulus,Aulus,20
s',se,51
était,être,18
fait,faire,12
nouer,nouer,14
dans,dans,81
le,le,71
dos,dos,21
les,le,71
manches,manche,22
de,de,81
sa,son,73
robe,robe,22
en,en,81
soie,soie,22
violette,violet,30
",",",",p
lamée,lamé,31
d',de,81
argent,argent,21
;,;,p
les,le,71
boudins,boudin,21
de,de,81
sa,son,73
chevelure,chevelure,22
formaient,former,18
des,de,81
des,le,71
étages,étage,21
",",",",p
et,et,82
un,un,71
collier,collier,21
de,de,81
saphirs,saphir,21
étincelait,étinceler,18
à,à,81
sa,son,73
poitrine,poitrine,22
",",",",p
grasse,gras,30
et,et,82
blanche,blanc,30
comme,comme,83
celle,celui,52
d',de,81
une,un,71
femme,femme,22
/.,/.,P
près,près,81
de,de,81
lui,lui,51
",",",",p
sur,sur,81
une,un,71
natte,natte,22
et,et,82
jambes,jambe,22
croisées,croisé,31
",",",",p
se,se,51
tenait,tenir,18
un,un,71
enfant,enfant,21
très,très,60
beau,beau,30
",",",",p
qui,qui,52
souriait,sourire,18
toujours,toujours,60
/.,/.,P
il,il,51
l',le,52
avait,avoir,18
vu,voir,12
dans,dans,81
les,le,71
cuisines,cuisine,22
ne,ne,60
pouvait,pouvoir,18
plus,plus,60
s',se,51
en,en,52
passer,passer,14
et,et,82
ayant,avoir,13
peine,peine,22
à,à,81
retenir,retenir,14
son,son,73
nom,nom,21
chaldéen,chaldéen,30
",",",",p
l',le,52
appelait,appeler,18
simplement,simplement,60
:,:,p
“,“,p
l',le,71
Asiatique,Asiatique,20
“,“,p
/.,/.,P
de,de,81
temps,temps,21
à,à,81
autre,autre,52
",",",",p
il,il,51
s',se,51
étalait,étaler,18
sur,sur,81
le,le,71
triclinium,triclinium,21
/.,/.,P
alors,alors,60
",",",",p
ses,son,73
pieds,pied,21
nus,nu,30
dominaient,dominer,18
l',le,71
assemblée,assemblée,22
/.,/.,P
de,de,81
ce,ce,74
côté,côté,21
là,là,60
",",",",p
il,il,51
y,y,52
avait,avoir,18
les,le,71
prêtres,prêtre,21
et,et,82
les,le,71
officiers,officier,21
d',de,81
Antipas,Antipas,20
",",",",p
des,de,81
des,le,71
habitants,habitant,21
de,de,81
Jérusalem,Jérusalem,20
",",",",p
les,le,71
principaux,principal,30
des,de,81
des,le,71
villes,ville,22
grecques,grec,30
;,;,p
et,et,82
",",",",p
sous,sous,81
le,le,71
proconsul,proconsul,21
:,:,p
Marcellus,Marcellus,20
avec,avec,81
les,le,71
publicains,publicain,21
",",",",p
des,de,81
des,le,71
amis,ami,21
du,de,81
du,le,71
Tétrarque,Tétrarque,20
",",",",p
les,le,71
personnages,personnage,21
de,de,81
Kana,Kana,20
",",",",p
Ptolémaide,Ptolémaide,20
",",",",p
Jéricho,Jéricho,20
",",",",p
puis,puis,60
",",",",p
pêle-mêle,pêle-mêle,60
:,:,p
des,de,81
des,le,71
montagnards,montagnard,21
du,de,81
du,le,71
Liban,Liban,20
",",",",p
et,et,82
les,le,71
vieux,vieux,30
soldats,soldat,21
d',de,81
Hérode,Hérode,20
;,;,p
douze,douze,72
Thraces,Thraces,20
",",",",p
un,un,71
Gaulois,Gaulois,20
",",",",p
deux,deux,72
Germains,Germain,20
",",",",p
des,de,81
des,le,71
chasseurs,chasseur,21
de,de,81
gazelle,gazelle,22
",",",",p
des,de,81
des,le,71
pâtres,pâtre,21
de,de,81
l',le,71
Idumée,Idumée,20
",",",",p
le,le,71
sultan,sultan,21
de,de,81
Palmyre,Palmyre,20
",",",",p
des,de,81
des,le,71
marins,marin,21
d',de,81
Eziongaber,Eziongaber,20
/.,/.,P
chacun,chacun,52
avait,avoir,18
devant,devant,81
soi,soi,51
une,un,71
galette,galette,22
de,de,81
pâte,pâte,22
molle,mou,30
pour,pour,81
s',se,51
essuyer,essuyer,14
les,le,71
doigts,doigt,21
-,-,p
et,et,82
les,le,71
bras,bras,21
s',se,51
allongeant,allonger,13
comme,comme,83
des,de,81
des,le,71
cous,cou,21
de,de,81
vautour,vautour,21
prenaient,prendre,18
des,de,81
des,le,71
olives,olive,22
",",",",p
des,de,81
des,le,71
pistaches,pistache,22
",",",",p
des,de,81
des,le,71
amandes,amande,22
/.,/.,P
toutes,tout,75
les,le,71
figures,figure,22
étaient,être,18
joyeuses,joyeux,30
",",",",p
sous,sous,81
des,de,81
des,le,71
couronnes,couronne,22
de,de,81
fleurs,fleur,22
/.,/.,P
les,le,71
Pharisiens,Pharisiens,20
les,le,52
avaient,avoir,18
repoussées,repousser,12
ces,ce,74
comme,comme,83
indécence,indécence,22
romaine,romain,30
/.,/.,P
ils,ils,51
frissonnèrent,frissonner,19
quand,quand,83
on,on,51
les,le,52
aspergea,asperger,19
de,de,81
galbanum,galbanum,21
et,et,82
d',de,81
encens,encens,21
",",",",p
-,-,p
composition,composition,22
réservée,réservé,31
aux,à,81
aux,le,71
usages,usage,21
du,de,81
du,le,71
temple,temple,21
/.,/.,P
Aulus,Aulus,20
en,en,52
frotta,frotter,19
son,son,73
aisselle,aisselle,22
",",",",p
-,-,p
et,et,82
Antipas,Antipas,20
lui,lui,51
en,en,52
promit,promettre,19
tout,tout,75
un,un,71
chargement,chargement,21
avec,avec,81
trois,trois,72
couffes,couffe,22
de,de,81
ce,ce,74
véritable,véritable,30
baume,baume,21
",",",",p
qui,qui,52
avait,avoir,18
fait,faire,12
convoiter,convoiter,14
la,le,71
Palestine,Palestine,20
à,à,81
Cléopâtre,Cléopâtre,20
/.,/.,P
un,un,71
capitaine,capitaine,21
de,de,81
sa,son,73
garnison,garnison,22
de,de,81
Tibériade,Tibériade,20
",",",",p
survenu,survenu,31
tout,tout,60
à,à,81
l',le,71
heure,heure,22
",",",",p
s',se,51
était,être,18
placé,placer,12
derrière,derrière,81
lui,lui,51
",",",",p
pour,pour,81
l',le,52
entretenir,entretenir,14
d',de,81
événements,événement,21
extraordinaires,extraordinaire,30
/.,/.,P
mais,mais,82
son,son,73
attention,attention,22
était,être,18
partagée,partager,12
entre,entre,81
le,le,71
proconsul,proconsul,21
et,et,82
ce,ce,52
qu',que,52
on,on,51
disait,dire,18
aux,à,81
aux,le,71
tables,table,22
voisines,voisin,30
/.,/.,P
on,on,51
y,y,52
causait,causer,18
de,de,81
Iaokanann,Iaokanann,20
et,et,82
des,de,81
des,le,71
gens,gens,21
de,de,81
son,son,73
espèce,espèce,22
/.,/.,P
Simon,Simon,20
de,de,81
Gittoï,Gittoï,20
lavait,laver,18
les,le,71
péchés,péché,21
avec,avec,81
du,de,81
du,le,71
feu,feu,21
/.,/.,P
un,un,71
certain,certain,75
Jésus,Jésus,20
/…,/…,P
-,-,p
“,“,p
le,le,71
pire,pire,30
de,de,81
tous,tout,52
!,!,p
s',se,51
écria,écrier,19
Eléazar,Eléazar,20
/.,/.,P
“,“,p
quel,quel,75
infâme,infâme,30
bateleur,bateleur,21
/!,/!,P
derrière,derrière,81
le,le,71
Tétrarque,Tétrarque,20
",",",",p
un,un,71
homme,homme,21
se,se,51
leva,lever,19
",",",",p
pâle,pâle,30
comme,comme,83
la,le,71
bordure,bordure,22
de,de,81
sa,son,73
chlamyde,chlamyde,21
/.,/.,P
il,il,51
descendit,descendre,19
l',le,71
estrade,estrade,22
",",",",p
-,-,p
et,et,82
interpellant,interpeller,13
les,le,71
Pharisiens,Pharisiens,20
:,:,p
-,-,p
“,“,p
mensonge,mensonge,21
/!,/!,P
Jésus,Jésus,20
fait,faire,17
des,de,81
des,le,71
miracles,miracle,21
/!,/!,P
Antipas,Antipas,20
désirait,désirer,18
en,en,52
voir,voir,14
/.,/.,P
-,-,p
“,“,p
tu,tu,51
aurais,avoir,16
dû,devoir,12
l',le,52
amener,amener,14
/!,/!,P
renseigne,renseigner,17
nous,nous,51
/!,/!,P
alors,alors,60
",",",",p
il,il,51
conta,conter,19
que,que,83
lui,lui,51
-,-,p
Jacob,Jacob,20
-,-,p
ayant,avoir,13
une,un,71
fille,fille,22
malade,malade,30
s',se,51
était,être,18
rendu,rendre,12
à,à,81
Capharnaüm,Capharnaüm,20
",",",",p
pour,pour,81
supplier,supplier,14
le,le,71
maître,maître,21
de,de,81
vouloir,vouloir,21
la,le,52
guérit,guérir,19
/.,/.,P
le,le,71
maître,maître,21
avait,avoir,18
répondu,répondre,12
:,:,p
“,“,p
retourne,retourner,17
chez,chez,81
toi,toi,51
",",",",p
elle,il,51
est,être,17
guérie,guérir,12
!,!,p
et,et,82
il,il,51
l',le,52
avait,avoir,18
trouvée,trouver,12
sur,sur,81
le,le,71
seuil,seuil,21
",",",",p
étant,être,13
sortie,sortir,12
de,de,81
sa,son,73
couche,couche,22
",",",",p
quand,quand,83
le,le,71
gnomon,gnomon,21
du,de,81
du,le,71
palais,palais,21
marquait,marquer,18
la,le,71
troisième,troisième,72
heure,heure,22
",",",",p
l',le,71
instant,instant,21
même,même,30
où,où,60
il,il,51
abordait,aborder,18
Jésus,Jésus,20
/.,/.,P
certainement,certainement,60
",",",",p
objectèrent,objecter,19
les,le,71
Pharisiens,Pharisiens,20
",",",",p
il,il,51
existait,exister,18
des,de,81
des,le,71
pratiques,pratique,22
",",",",p
des,de,81
des,le,71
herbes,herbe,22
puissantes,puissant,30
/.,/.,P
ici,ici,60
même,même,60
",",",",p
à,à,81
Machwrous,Machwrous,20
",",",",p
quelquefois,quelquefois,60
on,on,51
trouvait,trouver,18
le,le,71
Baaras,Baaras,20
",",",",p
qui,qui,52
rend,rendre,17
invulnérable,invulnérable,30
-,-,p
mais,mais,82
guérir,guérir,14
sans,sans,81
voir,voir,14
ni,ni,82
toucher,toucher,14
était,être,18
une,un,71
chose,chose,22
impossible,impossible,30
",",",",p
à,à,81
moins,moins,60
que,que,83
Jésus,Jésus,20
n',ne,60
employât,employer,18
les,le,71
démons,démon,21
/.,/.,P
et,et,82
les,le,71
amis,ami,21
d',de,81
Antipas,Antipas,20
",",",",p
les,le,71
principaux,principal,30
de,de,81
la,le,71
Galilée,Galilée,20
",",",",p
reprirent,reprendre,19
en,en,81
hochant,hocher,13
la,le,71
tête,tête,22
:,:,p
-,-,p
“,“,p
les,le,71
démons,démon,21
",",",",p
évidemment,évidemment,60
/.,/.,P
“,“,p
Jacob,Jacob,20
",",",",p
debout,debout,60
entre,entre,81
leur,leur,73
table,table,22
et,et,82
celle,celui,52
des,de,81
des,le,71
prêtres,prêtre,21
",",",",p
se,se,51
taisait,taire,18
d',de,81
une,un,71
manière,manière,22
hautaine,hautain,30
et,et,82
douce,doux,30
/.,/.,P
ils,ils,51
le,le,52
sommaient,sommer,18
de,de,81
parler,parler,14
:,:,p
-,-,p
justifie,justifier,17
son,son,73
pouvoir,pouvoir,21
/!,/!,P
il,il,51
courba,courber,19
les,le,71
épaules,épaule,22
-,-,p
et,et,82
à,à,81
voix,voix,22
basse,bas,30
",",",",p
lentement,lentement,60
",",",",p
comme,comme,83
effrayé,effrayé,31
de,de,81
lui-même,lui-même,51
:,:,p
-,-,p
“,“,p
vous,vous,51
ne,ne,60
savez,savoir,17
donc,donc,82
pas,pas,60
que,que,83
c',ce,52
est,être,17
le,le,71
messie,messie,21
/!,/!,P
tous,tout,75
les,le,71
prêtres,prêtre,21
se,se,51
regardèrent,regarder,19
",",",",p
et,et,82
Vitellius,Vitellius,20
demanda,demander,19
l',le,71
explication,explication,22
du,de,81
du,le,71
mot,mot,21
/.,/.,P
son,son,73
interprète,interprète,21
fut,être,19
une,un,71
minute,minute,22
avant,avant,81
de,de,81
répondre,répondre,14
ils,ils,51
appelaient,appeler,18
ainsi,ainsi,60
un,un,71
libérateur,libérateur,21
qui,qui,52
leur,leur,52
apporterait,apporter,16
la,le,71
jouissance,jouissance,22
de,de,81
tous,tout,75
les,le,71
biens,bien,21
et,et,82
la,le,71
domination,domination,22
de,de,81
tous,tout,75
les,le,71
peuples,peuple,21
/.,/.,P
quelques-uns,quelqu'un,52
même,même,60
soutenaient,soutenir,18
qu',que,83
il,il,51
fallait,falloir,18
compter,compter,14
sur,sur,81
deux,deux,72
/!,/!,P
le,le,71
premier,premier,72
serait,être,16
vaincu,vaincre,12
par,par,81
Gog,Gog,20
et,et,82
Magog,Magog,20
",",",",p
des,de,81
des,le,71
démons,démon,21
du,de,81
du,le,71
nord,nord,21
-,-,p
mais,mais,82
l',le,71
autre,autre,52
exterminerait,exterminer,16
le,le,71
prince,prince,21
du,de,81
du,le,71
mal,mal,21
;,;,p
-,-,p
et,et,82
depuis,depuis,81
des,de,81
des,le,71
siècles,siècle,21
",",",",p
ils,ils,51
l',le,52
attendaient,attendre,18
à,à,81
chaque,chaque,75
minute,minute,22
/.,/.,P
les,le,71
prêtres,prêtre,21
s',se,51
étant,être,13
concertés,concerter,12
",",",",p
Eléazar,Eléazar,20
prit,prendre,19
la,le,71
parole,parole,22
/.,/.,P
d'abord,d'abord,60
le,le,71
messie,messie,21
serait,être,16
enfant,enfant,21
de,de,81
David,David,20
",",",",p
et,et,82
non,non,60
d',de,81
un,un,71
charpentier,charpentier,21
;,;,p
il,il,51
confirmerait,confirmer,16
la,le,71
Loi,loi,22
/.,/.,P
ce,ce,74
Nazaréen,Nazaréen,20
l',le,52
attaquait,attaquer,18
",",",",p
-,-,p
et,et,82
argument,argument,21
plus,plus,60
fort,fort,30
il,il,51
devait,devoir,18
être,être,14
précédé,précéder,12
de,de,81
la,le,71
venue,venue,22
d',de,81
Elie,Elie,20
/.,/.,P
Jacob,Jacob,20
répliqua,répliquer,19
:,:,p
-,-,p
“,“,p
mais,mais,82
il,il,51
est,être,17
venu,venir,12
",",",",p
Elie,Elie,20
/!,/!,P
Elie,Elie,20
/!,/!,P
Elie,Elie,20
!,!,p
répéta,répéter,19
la,le,71
foule,foule,22
",",",",p
jusqu',jusque,81
à,à,81
l',le,71
autre,autre,75
bout,bout,21
de,de,81
la,le,71
salle,salle,22
/.,/.,P
tous,tout,52
",",",",p
par,par,81
l',le,71
imagination,imagination,22
",",",",p
apercevaient,apercevoir,18
un,un,71
vieillard,vieillard,21
sous,sous,81
un,un,71
vol,vol,21
de,de,81
corbeaux,corbeau,21
-,-,p
la,le,71
foudre,foudre,22
allumant,allumer,13
un,un,71
autel,autel,21
-,-,p
des,de,81
des,le,71
pontifes,pontife,21
idolâtres,idolâtre,30
jetés,jeté,31
aux,à,81
aux,le,71
torrents,torrent,21
-,-,p
et,et,82
les,le,71
femmes,femme,22
",",",",p
dans,dans,81
les,le,71
tribunes,tribune,22
",",",",p
songeaient,songer,18
à,à,81
la,le,71
veuve,veuve,22
de,de,81
Sarepta,Sarepta,20
/.,/.,P
-,-,p
Jacob,Jacob,20
s',se,51
épuisait,épuiser,18
à,à,81
redire,redire,14
qu',que,83
il,il,51
le,le,52
connaissait,connaître,18
/!,/!,P
il,il,51
l',le,52
avait,avoir,18
vu,voir,12
et,et,82
le,le,71
peuple,peuple,21
aussi,aussi,60
/!,/!,P
son,son,73
nom,nom,21
/?,/?,P
alors,alors,60
il,il,51
cria,crier,19
de,de,81
toutes,tout,75
ses,son,73
forces,force,22
:,:,p
-,-,p
“,“,p
Iaokanann,Iaokanann,20
/!,/!,P
Antipas,Antipas,20
se,se,51
renversa,renverser,19
comme,comme,83
frappé,frappé,31
en,en,81
pleine,plein,30
poitrine,poitrine,22
/.,/.,P
les,le,71
Sadducéens,Sadducéens,20
avaient,avoir,18
bondi,bondir,12
sur,sur,81
Jacob,Jacob,20
/.,/.,P
Eléazar,Eléazar,20
pérorait,pérorer,18
pour,pour,81
se,se,51
faire,faire,14
écouter,écouter,14
/.,/.,P
quand,quand,83
le,le,71
silence,silence,21
fut,être,19
établi,établir,12
",",",",p
il,il,51
drapa,draper,19
son,son,73
manteau,manteau,21
",",",",p
et,et,82
comme,comme,83
un,un,71
juge,juge,21
posa,poser,19
des,de,81
des,le,71
questions,question,22
/.,/.,P
-,-,p
“,“,p
puisque,puisque,83
le,le,71
prophète,prophète,21
est,être,17
mort,mourir,12
/…,/…,P
“,“,p
des,de,81
des,le,71
murmures,murmure,21
l',le,52
interrompirent,interrompre,19
/.,/.,P
on,on,51
croyait,croire,18
Elie,Elie,20
disparu,disparu,31
seulement,seulement,60
/.,/.,P
il,il,51
s',se,51
emporta,emporter,19
contre,contre,81
la,le,71
foule,foule,22
",",",",p
et,et,82
",",",",p
continuant,continuer,13
son,son,73
enquête,enquête,22
:,:,p
-,-,p
“,“,p
tu,tu,51
penses,penser,17
qu',que,83
il,il,51
est,être,17
ressuscité,ressusciter,12
/?,/?,P
pourquoi,pourquoi,60
pas,pas,60
?,?,p
dit,dire,19
Jacob,Jacob,20
/.,/.,P
les,le,71
Sadducéens,Sadducéens,20
haussèrent,hausser,19
les,le,71
épaules,épaule,22
et,et,82
Jonathas,Jonathas,20
",",",",p
écarquillant,écarquiller,13
ses,son,73
petits,petit,30
yeux,oeil,21
",",",",p
s',se,51
efforçait,efforcer,18
de,de,81
rire,rire,14
",",",",p
comme,comme,83
un,un,71
bouffon,bouffon,21
/.,/.,P
rien,rien,52
de,de,81
plus,plus,60
sot,sot,30
que,que,83
la,le,71
prétention,prétention,22
du,de,81
du,le,71
corps,corps,21
à,à,81
la,le,71
vie,vie,22
éternelle,éternel,30
-,-,p
et,et,82
il,il,51
déclama,déclamer,19
",",",",p
pour,pour,81
le,le,71
proconsul,proconsul,21
",",",",p
ce,ce,74
vers,vers,21
d',de,81
un,un,71
poète,poète,21
contemporain,contemporain,30
:,:,p
nec,nec,92
crescit,crescit,92
",",",",p
nec,nec,92
post,post,92
mortem,mortem,92
durare,durare,92
videtur,videtur,92
/.,/.,P
mais,mais,82
Aulus,Aulus,20
était,être,18
penché,pencher,12
au,à,81
au,le,71
bord,bord,21
du,de,81
du,le,71
triclinium,triclinium,21
",",",",p
le,le,71
front,front,21
en,en,81
sueur,sueur,22
",",",",p
le,le,71
visage,visage,21
vert,vert,30
",",",",p
les,le,71
poings,poing,21
sur,sur,81
l',le,71
estomac,estomac,21
/.,/.,P
les,le,71
Sadducéens,Sadducéens,20
feignirent,feindre,19
un,un,71
grand,grand,30
émoi,émoi,21
(,(,p
le,le,71
lendemain,lendemain,21
",",",",p
la,le,71
sacrificature,sacrificature,22
leur,leur,52
fut,être,19
rendue,rendre,12
),),p
et,et,82
Antipas,Antipas,20
étalait,étaler,18
du,de,81
du,le,71
désespoir,désespoir,21
",",",",p
pendant,pendant,81
que,que,83
Vitellius,Vitellius,20
demeurait,demeurer,18
impassible,impassible,30
/.,/.,P
ses,son,73
angoisses,angoisse,22
étaient,être,18
pourtant,pourtant,60
violentes,violent,30
/?,/?,P
avec,avec,81
son,son,73
fils,fils,21
il,il,51
perdait,perdre,18
sa,son,73
fortune,fortune,22
/.,/.,P
Aulus,Aulus,20
n',ne,60
avait,avoir,18
pas,pas,60
fini,finir,12
de,de,81
se,se,51
faire,faire,14
vomir,vomir,14
qu',que,83
il,il,51
voulut,vouloir,19
remanger,remanger,14
/.,/.,P
-,-,p
“,“,p
qu',que,52
on,on,51
me,je,51
donne,donner,17
de,de,81
la,le,71
râpure,râpure,22
de,de,81
marbre,marbre,21
",",",",p
du,de,81
du,le,71
schiste,schiste,21
de,de,81
Naxos,Naxos,20
",",",",p
de,de,81
l',le,71
eau,eau,22
de,de,81
mer,mer,22
",",",",p
n',ne,60
importe,importer,17
quoi,quoi,52
/!,/!,P
si,si,83
je,je,51
prenais,prendre,18
un,un,71
bain,bain,21
/?,/?,P
il,il,51
croqua,croquer,19
de,de,81
la,le,71
neige,neige,22
",",",",p
puis,puis,60
",",",",p
ayant,avoir,13
balancé,balancer,12
entre,entre,81
une,un,71
terrine,terrine,22
de,de,81
Commagène,Commagène,20
et,et,82
des,de,81
des,le,71
merles,merle,21
roses,rose,30
",",",",p
se,se,51
décida,décider,19
pour,pour,81
des,de,81
des,le,71
courges,courge,22
au,à,81
au,le,71
miel,miel,21
/.,/.,P
l',le,71
Asiatique,Asiatique,20
le,le,52
contemplait,contempler,18
/.,/.,P
cette,ce,74
faculté,faculté,22
d',de,81
engloutissement,engloutissement,21
dénotant,dénoter,13
un,un,71
être,être,21
prodigieux,prodigieux,30
",",",",p
et,et,82
d',de,81
une,un,71
race,race,22
supérieure,supérieur,30
/.,/.,P
on,on,51
servit,servir,19
des,de,81
des,le,71
rognons,rognon,21
de,de,81
taureau,taureau,21
",",",",p
des,de,81
des,le,71
loirs,loir,21
",",",",p
des,de,81
des,le,71
rossignols,rossignol,21
",",",",p
des,de,81
des,le,71
hachis,hachis,21
dans,dans,81
des,de,81
des,le,71
feuilles,feuille,22
de,de,81
pampre,pampre,21
",",",",p
-,-,p
et,et,82
les,le,71
prêtres,prêtre,21
discutaient,discuter,18
sur,sur,81
la,le,71
résurrection,résurrection,22
/.,/.,P
Ammonius,Ammonius,20
",",",",p
élève,élever,17
de,de,81
Philon,Philon,20
le,le,71
platonicien,platonicien,30
",",",",p
les,le,52
jugeait,juger,18
stupides,stupide,30
",",",",p
et,et,82
le,le,52
disait,dire,18
à,à,81
des,de,81
des,le,71
Grecs,Grec,20
qui,qui,52
se,se,51
moquaient,moquer,18
des,de,81
des,le,71
oracles,oracle,21
/.,/.,P
Marcellus,Marcellus,20
et,et,82
Jacob,Jacob,20
s',se,51
étaient,être,18
joints,joindre,12
/.,/.,P
le,le,71
premier,premier,72
narrait,narrer,18
au,à,81
au,le,71
second,second,72
le,le,71
bonheur,bonheur,21
qu',que,83
il,il,51
avait,avoir,18
ressenti,ressentir,12
sous,sous,81
le,le,71
baptême,baptême,21
de,de,81
Mithra,Mithra,20
",",",",p
et,et,82
Jacob,Jacob,20
l',le,52
engageait,engager,18
à,à,81
suivre,suivre,14
Jésus,Jésus,20
/.,/.,P
les,le,71
vins,vin,21
de,de,81
palme,palme,22
et,et,82
de,de,81
tamaris,tamaris,21
",",",",p
ceux,celui,52
de,de,81
Safet,Safet,20
et,et,82
de,de,81
Byblos,Byblos,20
",",",",p
coulaient,couler,18
des,de,81
des,le,71
amphores,amphore,22
dans,dans,81
les,le,71
cratères,cratère,21
",",",",p
des,de,81
des,le,71
cratères,cratère,21
dans,dans,81
les,le,71
coupes,coupe,22
",",",",p
des,de,81
des,le,71
coupes,coupe,22
dans,dans,81
les,le,71
gosiers,gosier,21
;,;,p
on,on,51
bavardait,bavarder,18
",",",",p
les,le,71
coeurs,coeur,21
s',se,51
épanchaient,épancher,18
/.,/.,P
Iaçim,Iaçim,20
",",",",p
bien,bien,60
que,que,83
juif,juif,30
ne,ne,60
cachait,cacher,18
plus,plus,60
son,son,73
adoration,adoration,22
des,de,81
des,le,71
planètes,planète,22
/.,/.,P
un,un,71
marchand,marchand,21
d',de,81
Aphaka,Aphaka,20
ébahissait,ébahir,18
des,de,81
des,le,71
nomades,nomade,21
en,en,81
détaillant,détailler,13
les,le,71
merveilles,merveille,22
du,de,81
du,le,71
temple,temple,21
d',de,81
Hiérapolis,Hiérapolis,20
",",",",p
et,et,82
ils,ils,51
demandaient,demander,18
combien,combien,60
coûterait,coûter,16
le,le,71
pèlerinage,pèlerinage,21
/.,/.,P
-,-,p
mais,mais,82
d',de,81
autres,autre,52
tenaient,tenir,18
à,à,81
leur,leur,73
religion,religion,22
natale,natal,30
;,;,p
un,un,71
Germain,Germain,20
presque,presque,60
aveugle,aveugle,30
chantait,chanter,18
un,un,71
hymne,hymne,21
célébrant,célébrant,30
ce,ce,74
promontoire,promontoire,21
de,de,81
la,le,71
Scandinavie,Scandinavie,20
",",",",p
où,où,60
les,le,71
dieux,dieu,21
apparaissent,apparaître,17
avec,avec,81
les,le,71
rayons,rayon,21
de,de,81
leurs,leur,73
figures,figure,22
",",",",p
-,-,p
et,et,82
des,de,81
des,le,71
gens,gens,21
de,de,81
Sichem,Sichem,20
ne,ne,60
mangèrent,manger,19
pas,pas,60
de,de,81
tourterelles,tourterelle,22
",",",",p
par,par,81
déférence,déférence,22
pour,pour,81
la,le,71
colombe,colombe,22
Azima,Azima,20
/.,/.,P
plusieurs,plusieurs,75
causaient,causer,18
debout,debout,60
",",",",p
au,à,81
au,le,71
milieu,milieu,21
de,de,81
la,le,71
salle,salle,22
-,-,p
et,et,82
la,le,71
vapeur,vapeur,22
des,de,81
des,le,71
haleines,haleine,22
avec,avec,81
les,le,71
fumées,fumée,22
des,de,81
des,le,71
candélabres,candélabre,21
faisait,faire,18
un,un,71
brouillard,brouillard,21
dans,dans,81
l',le,71
air,air,21
/.,/.,P
Phanuel,Phanuel,20
passa,passer,19
le,le,71
long,long,21
des,de,81
des,le,71
murs,mur,21
/.,/.,P
il,il,51
venait,venir,18
encore,encore,60
d',de,81
étudier,étudier,14
le,le,71
firmament,firmament,21
",",",",p
mais,mais,82
n',ne,60
avançait,avancer,18
pas,pas,60
jusqu',jusque,81
au,à,81
au,le,71
Tétrarque,Tétrarque,20
",",",",p
redoutant,redouter,13
les,le,71
taches,tache,22
d',de,81
huile,huile,22
",",",",p
qui,qui,52
pour,pour,81
les,le,71
Esséniens,Essénien,20
étaient,être,18
une,un,71
grande,grand,30
souillure,souillure,22
/.,/.,P
des,de,81
des,le,71
coups,coup,21
retentirent,retentir,19
contre,contre,81
la,le,71
porte,porte,22
du,de,81
du,le,71
château,château,21
/.,/.,P
on,on,51
savait,savoir,18
maintenant,maintenant,60
que,que,83
Iaokanann,Iaokanann,20
s',se,51
y,y,52
trouvait,trouver,18
détenu,détenu,31
/.,/.,P
des,de,81
des,le,71
hommes,homme,21
avec,avec,81
des,de,81
des,le,71
torches,torche,22
grimpaient,grimper,18
le,le,71
sentier,sentier,21
/.,/.,P
une,un,71
masse,masse,22
noire,noir,30
fourmillait,fourmiller,18
dans,dans,81
le,le,71
ravin,ravin,21
-,-,p
et,et,82
ils,ils,51
hurlaient,hurler,18
de,de,81
temps,temps,21
à,à,81
autre,autre,52
-,-,p
“,“,p
Iaokanann,Iaokanann,20
/!,/!,P
Iaokanann,Iaokanann,20
/!,/!,P
il,il,51
dérange,déranger,17
tout,tout,52
!,!,p
dit,dire,19
Jonathas,Jonathas,20
/.,/.,P
-,-,p
“,“,p
on,on,51
n',ne,60
aura,avoir,15
plus,plus,60
d',de,81
argent,argent,21
",",",",p
s',si,83
il,il,51
continue,continuer,17
!,!,p
ajoutèrent,ajouter,19
les,le,71
Pharisiens,Pharisiens,20
/.,/.,P
et,et,82
des,de,81
des,le,71
récriminations,récrimination,22
partaient,partir,18
:,:,p
-,-,p
“,“,p
protège,protéger,17
nous,nous,51
!,!,p
qu',que,52
on,on,51
en,en,52
finisse,finir,18
!,!,p
tu,tu,51
abandonnes,abandonner,17
la,le,71
religion,religion,22
!,!,p
impie,impie,21
comme,comme,83
les,le,71
Hérode,Hérode,20
!,!,p
moins,moins,60
que,que,83
vous,vous,51
!,!,p
répliqua,répliquer,19
Antipas,Antipas,20
/.,/.,P
“,“,p
c',ce,52
est,être,17
mon,mon,73
père,père,21
qui,qui,52
a,avoir,17
édifié,édifier,12
votre,votre,73
temple,temple,21
/!,/!,P
alors,alors,60
les,le,71
Pharisiens,Pharisiens,20
!,!,p
les,le,71
fils,fils,21
des,de,81
des,le,71
proscrits,proscrit,21
",",",",p
les,le,71
partisans,partisan,21
des,de,81
des,le,71
Matathias,Matathias,20
accusèrent,accuser,19
le,le,71
Tétrarque,Tétrarque,20
des,de,81
des,le,71
crimes,crime,21
de,de,81
sa,son,73
famille,famille,22
/.,/.,P
ils,ils,51
avaient,avoir,18
des,de,81
des,le,71
crânes,crâne,21
pointus,pointu,30
!,!,p
la,le,71
barbe,barbe,22
