12011
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingt-onzième extrait>,<>,<>
que,que,52
veux,vouloir,17
tu,tu,51
que,que,83
j',je,51
y,y,52
fasse,faire,17
",",",",p
moi,moi,51
/?,/?,P
que,que,52
tu,tu,51
la,le,52
préviennes,prévenir,17
de,de,81
ce,ce,52
qu',que,52
est,être,17
cet,ce,74
aventurier,aventurier,21
/.,/.,P
-,-,p
hé,hé,93
",",",",p
mon,mon,73
cher,cher,30
",",",",p
ces,ce,74
choses,chose,22
là,là,60
ne,ne,60
me,je,51
regardent,regarder,17
pas,pas,60
/.,/.,P
-,-,p
enfin,enfin,60
",",",",p
elle,il,51
sera,être,15
ta,ton,73
belle-soeur,belle-soeur,22
/.,/.,P
-,-,p
oui,oui,60
",",",",p
mais,mais,82
rien,rien,52
ne,ne,60
me,je,51
prouve,prouver,17
absolument,absolument,60
que,que,83
Mazelli,Mazelli,20
ait,avoir,17
sur,sur,81
elles,ils,51
des,de,81
des,le,71
vues,vue,22
coupables,coupable,30
/.,/.,P
il,il,51
est,être,17
galant,galant,30
de,de,81
la,le,71
même,même,75
façon,façon,22
avec,avec,81
toutes,tout,75
les,le,71
femmes,femme,22
",",",",p
et,et,82
il,il,51
n',ne,60
a,avoir,17
jamais,jamais,60
rien,rien,52
fait,faire,12
ou,ou,82
rien,rien,52
dit,dire,12
d',de,81
inconvenant,inconvenant,30
/.,/.,P
-,-,p
eh,eh,93
bien,bien,60
si,si,83
tu,tu,51
ne,ne,60
veux,vouloir,17
pas,pas,60
t',tu,51
en,en,52
charger,charger,14
",",",",p
c',ce,52
est,être,17
moi,moi,51
qui,qui,52
l',le,52
exécuterai,exécuter,15
",",",",p
bien,bien,60
que,que,83
cela,cela,52
me,je,51
regarde,regarder,17
moins,moins,60
que,que,83
toi,toi,51
assurément,assurément,60
/.,/.,P
-,-,p
tu,tu,51
es,être,17
donc,donc,82
amoureux,amoureux,30
de,de,81
Charlotte,Charlotte,20
/?,/?,P
moi,moi,51
?,?,p
…,…,p
non,non,60
…,…,p
mais,mais,82
je,je,51
vois,voir,17
clair,clair,60
dans,dans,81
le,le,71
jeu,jeu,21
de,de,81
ce,ce,74
gredin,gredin,21
/.,/.,P
-,-,p
mon,mon,73
cher,cher,30
",",",",p
tu,tu,51
te,tu,51
mêles,mêler,17
de,de,81
choses,chose,22
délicates,délicat,30
…,…,p
et,et,82
/…,/…,P
à,à,81
moins,moins,60
que,que,83
tu,tu,51
n',ne,60
aimes,aimer,17
Charlotte,Charlotte,20
/…,/…,P
non,non,60
…,…,p
je,je,51
ne,ne,60
l',le,52
aime,aimer,17
pas,pas,60
…,…,p
mais,mais,82
je,je,51
fais,faire,17
la,le,71
chasse,chasse,22
aux,à,81
aux,le,71
rastaquouères,rastaquouère,21
",",",",p
voilà,voilà,81
/…,/…,P
-,-,p
puis,puis,60
je,je,51
te,tu,51
demander,demander,14
ce,ce,52
que,que,52
tu,tu,51
comptes,compter,17
faire,faire,14
/?,/?,P
gifler,gifler,14
ce,ce,74
gueux,gueux,21
/.,/.,P
-,-,p
bon,bon,60
",",",",p
le,le,71
meilleur,meilleur,30
moyen,moyen,21
de,de,81
le,le,52
faire,faire,14
aimer,aimer,14
d',de,81
elle,il,51
/.,/.,P
vous,vous,51
vous,vous,51
battrez,battre,15
",",",",p
et,et,82
soit,soit,82
qu',que,83
il,il,51
te,tu,51
blesse,blesser,17
",",",",p
soit,soit,82
que,que,83
tu,tu,51
le,le,52
blesses,blesser,17
",",",",p
il,il,51
deviendra,devenir,15
pour,pour,81
elle,il,51
un,un,71
héros,héros,21
/.,/.,P
-,-,p
alors,alors,60
que,que,52
ferais,faire,16
tu,tu,51
/?,/?,P
à,à,81
ta,ton,73
place,place,22
/?,/?,P
à,à,81
ma,mon,73
place,place,22
/.,/.,P
-,-,p
je,je,51
parlerais,parler,16
à,à,81
la,le,71
petite,petite,22
",",",",p
en,en,81
ami,ami,21
/.,/.,P
elle,il,51
a,avoir,17
grande,grand,30
confiance,confiance,22
en,en,81
toi,toi,51
/.,/.,P
eh,eh,93
bien,bien,60
",",",",p
je,je,51
lui,lui,51
dirais,dire,16
simplement,simplement,60
",",",",p
en,en,81
quelques,quelque,75
mots,mot,21
",",",",p
ce,ce,52
que,que,52
sont,être,17
ces,ce,74
écumeurs,écumeur,21
de,de,81
société,société,22
/.,/.,P
tu,tu,51
sais,savoir,17
très,très,60
bien,bien,60
dire,dire,14
ces,ce,74
choses,chose,22
là,là,60
/.,/.,P
tu,tu,51
as,avoir,17
de,de,81
la,le,71
flamme,flamme,22
/.,/.,P
et,et,82
je,je,51
lui,lui,51
ferais,faire,16
comprendre,comprendre,14
:,:,p
premièrement,premièrement,60
pourquoi,pourquoi,60
il,il,51
s',se,51
est,être,17
attaché,attacher,12
à,à,81
l',le,71
Espagnole,Espagnol,20
;,;,p
deuxièmement,deuxièmement,60
pourquoi,pourquoi,60
il,il,51
a,avoir,17
essayé,essayer,12
le,le,71
siège,siège,21
de,de,81
la,le,71
fille,fille,22
du,de,81
du,le,71
professeur,professeur,21
Cloche,Cloche,20
;,;,p
troisièmement,troisièmement,60
pourquoi,pourquoi,60
",",",",p
n',ne,60
ayant,avoir,13
pas,pas,60
réussi,réussir,12
dans,dans,81
cette,ce,74
tentative,tentative,22
",",",",p
il,il,51
s',se,51
efforce,efforcer,17
",",",",p
en,en,81
dernier,dernier,30
lieu,lieu,21
",",",",p
de,de,81
conquérir,conquérir,14
mademoiselle,mademoiselle,22
',',p
Charlotte,Charlotte,20
Oriol,Oriol,20
/.,/.,P
-,-,p
pourquoi,pourquoi,60
ne,ne,60
fais,faire,17
tu,tu,51
pas,pas,60
cela,cela,52
",",",",p
toi,toi,51
",",",",p
qui,qui,52
seras,être,15
son,son,73
beau-frère,beau-frère,21
/?,/?,P
parce que,parce que,83
…,…,p
parce que,parce que,83
/…,/…,P
à,à,81
cause,cause,22
de,de,81
ce,ce,52
qui,qui,52
s',se,51
est,être,17
passé,passer,12
entre,entre,81
nous,nous,51
…,…,p
voyons,voir,17
…,…,p
je,je,51
ne,ne,60
peux,pouvoir,17
pas,pas,60
/.,/.,P
-,-,p
c',ce,52
est,être,17
juste,juste,30
/.,/.,P
je,je,51
vais,aller,17
lui,lui,51
parler,parler,14
/.,/.,P
-,-,p
veux,vouloir,17
tu,tu,51
que,que,83
je,je,51
te,tu,51
ménage,ménager,17
un,un,71
tête-à-tête,tête-à-tête,21
tout,tout,60
de,de,81
suite,suite,22
/?,/?,P
mais,mais,82
oui,oui,60
",",",",p
parbleu,parbleu,93
/.,/.,P
-,-,p
bon,bon,60
",",",",p
promène,promener,17
toi,toi,51
dix,dix,72
minutes,minute,22
",",",",p
je,je,51
vais,aller,17
enlever,enlever,14
Louise,Louise,20
et,et,82
le,le,71
Mazelli,Mazelli,20
",",",",p
et,et,82
tu,tu,51
trouveras,trouver,15
l',le,71
autre,autre,52
toute,tout,60
seule,seul,30
en,en,81
revenant,revenir,13
/.,/.,P
“,“,p
Paul,Paul,20
Brétigny,Brétigny,20
s',se,51
éloigna,éloigner,19
du,de,81
du,le,71
côté,côté,21
des,de,81
des,le,71
gorges,gorge,22
d',de,81
Enval,Enval,20
",",",",p
cherchant,chercher,13
comment,comment,60
il,il,51
allait,aller,18
commencer,commencer,14
cette,ce,74
conversation,conversation,22
difficile,difficile,30
/.,/.,P
il,il,51
retrouva,retrouver,19
Charlotte,Charlotte,20
Oriol,Oriol,20
seule,seul,30
",",",",p
en,en,81
effet,effet,21
",",",",p
dans,dans,81
le,le,71
froid,froid,30
salon,salon,21
",",",",p
peint,peindre,17
à,à,81
la,le,71
chaux,chaux,22
",",",",p
de,de,81
la,le,71
demeure,demeure,22
paternelle,paternel,30
;,;,p
et,et,82
il,il,51
lui,lui,51
dit,dire,19
",",",",p
en,en,81
s',se,51
asseyant,asseoir,13
près,près,81
d',de,81
elle,il,51
:,:,p
“,“,p
c',ce,52
est,être,17
moi,moi,51
",",",",p
mademoiselle,mademoiselle,22
",",",",p
qui,qui,52
ai,avoir,17
prié,prier,12
Gontran,Gontran,20
de,de,81
me,je,51
procurer,procurer,14
cette,ce,74
entrevue,entrevue,22
avec,avec,81
vous,vous,51
/.,/.,P
“,“,p
elle,il,51
le,le,52
regarda,regarder,19
de,de,81
ses,son,73
yeux,oeil,21
clairs,clair,30
:,:,p
“,“,p
pourquoi,pourquoi,60
donc,donc,82
/?,/?,P
oh,oh,93
!,!,p
ce,ce,52
n',ne,60
est,être,17
pas,pas,60
pour,pour,81
vous,vous,51
conter,conter,14
des,de,81
des,le,71
fadeurs,fadeur,22
à,à,81
l',le,71
italienne,italien,30
",",",",p
c',ce,52
est,être,17
pour,pour,81
vous,vous,51
parler,parler,14
en,en,81
ami,ami,21
",",",",p
en,en,81
ami,ami,21
très,très,60
dévoué,dévoué,31
qui,qui,52
vous,vous,51
doit,devoir,17
un,un,71
conseil,conseil,21
/.,/.,P
-,-,p
dites,dire,17
/.,/.,P
“,“,p
il,il,51
prit,prendre,19
la,le,71
chose,chose,22
de,de,81
loin,loin,60
",",",",p
s',se,51
appuya,appuyer,19
sur,sur,81
son,son,73
expérience,expérience,22
à,à,81
lui,lui,51
et,et,82
sur,sur,81
son,son,73
inexpérience,inexpérience,22
à,à,81
elle,il,51
",",",",p
pour,pour,81
amener,amener,14
tout,tout,60
doucement,doucement,60
des,de,81
des,le,71
phrases,phrase,22
discrètes,discret,30
mais,mais,82
nettes,net,30
sur,sur,81
les,le,71
aventuriers,aventurier,21
qui,qui,52
cherchent,chercher,17
partout,partout,60
fortune,fortune,22
",",",",p
exploitant,exploitant,21
",",",",p
avec,avec,81
leur,leur,73
habileté,habileté,22
professionnelle,professionnel,30
",",",",p
tous,tout,75
les,le,71
êtres,être,21
naïfs,naïf,30
et,et,82
bons,bon,30
",",",",p
hommes,homme,21
ou,ou,82
femmes,femme,22
",",",",p
dont,dont,52
ils,ils,51
exploraient,explorer,18
les,le,71
bourses,bourse,22
et,et,82
les,le,71
coeurs,coeur,21
/.,/.,P
elle,il,51
était,être,18
devenue,devenir,12
un,un,71
peu,peu,60
pâle,pâle,30
et,et,82
l',le,52
écoutait,écouter,18
",",",",p
sérieuse,sérieux,30
",",",",p
de,de,81
toutes,tout,75
ses,son,73
oreilles,oreille,22
/.,/.,P
elle,il,51
demanda,demander,19
:,:,p
“,“,p
je,je,51
comprends,comprendre,17
et,et,82
je,je,51
ne,ne,60
comprends,comprendre,17
pas,pas,60
/.,/.,P
vous,vous,51
parlez,parler,17
de,de,81
quelqu'un,quelqu'un,52
",",",",p
de,de,81
qui,qui,52
/?,/?,P
je,je,51
parle,parler,17
du,de,81
du,le,71
docteur,docteur,21
Mazelli,Mazelli,20
/.,/.,P
“,“,p
alors,alors,60
elle,il,51
baissa,baisser,19
les,le,71
yeux,oeil,21
et,et,82
demeura,demeurer,19
quelques,quelque,75
instants,instant,21
sans,sans,81
répondre,répondre,14
",",",",p
puis,puis,60
d',de,81
une,un,71
voix,voix,22
qui,qui,52
hésitait,hésiter,18
:,:,p
“,“,p
vous,vous,51
êtes,être,17
si,si,60
franc,franc,30
",",",",p
que,que,83
je,je,51
ferai,faire,15
comme,comme,83
vous,vous,51
/.,/.,P
depuis,depuis,81
…,…,p
depuis,depuis,81
le,le,71
…,…,p
depuis,depuis,81
le,le,71
mariage,mariage,21
de,de,81
ma,mon,73
soeur,soeur,22
",",",",p
je,je,51
suis,être,17
devenue,devenir,12
un,un,71
peu,peu,60
moins,moins,60
…,…,p
un,un,71
peu,peu,60
moins,moins,60
bête,bête,30
/!,/!,P
eh,eh,93
bien,bien,60
",",",",p
je,je,51
me,je,51
doutais,douter,18
déjà,déjà,60
de,de,81
ce,ce,52
que,que,52
vous,vous,51
me,je,51
dites,dire,17
…,…,p
et,et,82
je,je,51
m',je,51
amusais,amuser,18
toute,tout,60
seule,seul,30
à,à,81
le,le,52
voir,voir,14
venir,venir,14
/.,/.,P
“,“,p
elle,il,51
avait,avoir,18
relevé,relever,12
son,son,73
visage,visage,21
",",",",p
et,et,82
",",",",p
dans,dans,81
son,son,73
sourire,sourire,21
",",",",p
dans,dans,81
son,son,73
regard,regard,21
fin,fin,30
",",",",p
dans,dans,81
son,son,73
petit,petit,30
nez,nez,21
retroussé,retroussé,31
",",",",p
dans,dans,81
l',le,71
éclat,éclat,21
humide,humide,30
et,et,82
luisant,luisant,30
de,de,81
ses,son,73
dents,dent,22
apparues,apparu,31
entre,entre,81
ses,son,73
lèvres,lèvre,22
",",",",p
tant,tant,60
de,de,81
grâce,grâce,22
sincère,sincère,30
",",",",p
de,de,81
malice,malice,22
gaie,gai,30
",",",",p
d',de,81
espièglerie,espièglerie,22
charmante,charmant,30
apparaissaient,apparaître,18
",",",",p
que,que,52
Brétigny,Brétigny,20
se,se,51
sentit,sentir,19
emporté,emporté,31
vers,vers,81
elle,il,51
par,par,81
un,un,52
de,de,81
ces,ce,74
élans,élan,21
tumultueux,tumultueux,30
qui,qui,52
le,le,52
jetaient,jeter,18
éperdu,éperdu,30
de,de,81
passion,passion,22
aux,à,81
aux,le,71
pieds,pied,21
de,de,81
la,le,71
dernière,dernière,22
aimée,aimé,31
/.,/.,P
et,et,82
son,son,73
coeur,coeur,21
exultait,exulter,18
de,de,81
joie,joie,22
",",",",p
puisque,puisque,83
Mazelli,Mazelli,20
n',ne,60
était,être,18
point,point,60
préféré,préférer,12
/.,/.,P
il,il,51
avait,avoir,18
donc,donc,82
triomphé,triompher,12
",",",",p
lui,lui,51
/!,/!,P
il,il,51
demanda,demander,19
:,:,p
“,“,p
alors,alors,60
",",",",p
vous,vous,51
ne,ne,60
l',le,52
aimez,aimer,17
pas,pas,60
/?,/?,P
qui,qui,52
/?,/?,P
Mazelli,Mazelli,20
/?,/?,P
oui,oui,60
/.,/.,P
“,“,p
elle,il,51
le,le,52
regarda,regarder,19
avec,avec,81
des,de,81
des,le,71
yeux,oeil,21
si,si,60
chagrins,chagrin,30
qu',que,83
il,il,51
se,se,51
sentit,sentir,19
bouleversé,bouleversé,31
",",",",p
il,il,51
balbutia,balbutier,19
d',de,81
une,un,71
voix,voix,22
suppliante,suppliant,30
:,:,p
“,“,p
eh,eh,93
…,…,p
vous,vous,51
n',ne,60
aimez,aimer,17
…,…,p
personne,personne,52
/?,/?,P
elle,il,51
répondit,répondre,19
",",",",p
le,le,71
regard,regard,21
baissé,baissé,31
:,:,p
“,“,p
je,je,51
ne,ne,60
sais,savoir,17
pas,pas,60
/…,/…,P
j',je,51
aime,aimer,17
les,le,71
gens,gens,21
qui,qui,52
m',je,51
aiment,aimer,17
/.,/.,P
“,“,p
il,il,51
saisit,saisir,19
soudain,soudain,60
les,le,71
deux,deux,72
mains,main,22
de,de,81
la,le,71
jeune,jeune,30
fille,fille,22
et,et,82
",",",",p
les,le,52
baisant,baiser,13
avec,avec,81
frénésie,frénésie,22
",",",",p
dans,dans,81
une,un,52
de,de,81
ces,ce,74
secondes,second,72
d',de,81
entraînement,entraînement,21
où,où,60
la,le,71
tête,tête,22
s',se,51
affole,affoler,17
",",",",p
où,où,60
les,le,71
mots,mot,21
qui,qui,52
sortent,sortir,17
des,de,81
des,le,71
lèvres,lèvre,22
viennent,venir,17
de,de,81
la,le,71
chair,chair,22
soulevée,soulevé,31
plus,plus,60
que,que,83
de,de,81
l',le,71
esprit,esprit,21
égaré,égaré,31
",",",",p
il,il,51
balbutia,balbutier,19
:,:,p
“,“,p
moi,moi,51
!,!,p
je,je,51
vous,vous,51
aime,aimer,17
",",",",p
ma,mon,73
petite,petit,30
Charlotte,Charlotte,20
",",",",p
moi,moi,51
",",",",p
je,je,51
vous,vous,51
aime,aimer,17
/!,/!,P
elle,il,51
dégagea,dégager,19
bien,bien,60
vite,vite,60
une,un,52
de,de,81
ses,son,73
mains,main,22
et,et,82
la,le,52
lui,lui,51
posa,poser,19
sur,sur,81
la,le,71
bouche,bouche,22
en,en,81
murmurant,murmurer,13
:,:,p
“,“,p
taisez,taire,17
vous,vous,51
/…,/…,P
je,je,51
vous,vous,51
en,en,52
prie,prier,17
",",",",p
taisez,taire,17
vous,vous,51
!,!,p
/…,/…,P
cela,cela,52
me,je,51
ferait,faire,16
trop,trop,60
de,de,81
mal,mal,21
si,si,83
c',ce,52
était,être,18
encore,encore,60
un,un,71
mensonge,mensonge,21
/.,/.,P
“,“,p
elle,il,51
s',se,51
était,être,18
dressée,dresser,12
;,;,p
il,il,51
se,se,51
leva,lever,19
",",",",p
la,le,52
saisit,saisir,19
dans,dans,81
ses,son,73
bras,bras,21
",",",",p
et,et,82
l',le,52
embrassa,embrasser,19
avec,avec,81
emportement,emportement,21
/.,/.,P
un,un,71
bruit,bruit,21
subit,subit,30
les,le,52
sépara,séparer,19
;,;,p
le,le,71
père,père,21
Oriol,Oriol,20
venait,venir,18
d',de,81
entrer,entrer,14
et,et,82
il,il,51
les,le,52
regardait,regarder,18
effaré,effaré,31
/.,/.,P
puis,puis,60
il,il,51
cria,crier,19
:,:,p
“,“,p
ah,ah,93
bougrrre,bougre,21
!,!,p
ah,ah,93
bougrrre,bougre,21
!,!,p
…,…,p
ah,ah,93
bougrrre,bougre,21
!,!,p
…,…,p
de,de,81
chauvage,sauvage,21
/…,/…,P
Charlotte,Charlotte,20
s',se,51
était,être,18
sauvée,sauver,12
;,;,p
et,et,82
les,le,71
deux,deux,72
hommes,homme,21
restèrent,rester,19
face,face,22
à,à,81
face,face,22
/.,/.,P
Paul,Paul,20
",",",",p
après,après,81
quelques,quelque,75
instants,instant,21
de,de,81
détresse,détresse,22
",",",",p
essaya,essayer,19
de,de,81
s',se,51
expliquer,expliquer,14
/.,/.,P
“,“,p
mon,mon,73
dieu,dieu,21
/…,/…,P
monsieur,monsieur,21
…,…,p
je,je,51
me,je,51
suis,être,17
conduit,conduire,12
…,…,p
il,il,51
est,être,17
vrai,vrai,30
…,…,p
comme,comme,83
un,un,52
/…,/…,P
“,“,p
mais,mais,82
le,le,71
vieux,vieux,21
n',ne,60
écoutait,écouter,18
pas,pas,60
;,;,p
la,le,71
colère,colère,22
",",",",p
une,un,71
colère,colère,22
furieuse,furieux,30
",",",",p
le,le,52
gagnait,gagner,18
et,et,82
il,il,51
avançait,avancer,18
sur,sur,81
Brétigny,Brétigny,20
",",",",p
les,le,71
poings,poing,21
fermés,fermé,31
",",",",p
en,en,81
répétant,répéter,13
:,:,p
“,“,p
ah,ah,93
!,!,p
bougrrre,bougre,21
de,de,81
chauvage,sauvage,21
/…,/…,P
“,“,p
puis,puis,60
",",",",p
quand,quand,83
ils,ils,51
furent,être,19
nez,nez,21
à,à,81
nez,nez,21
",",",",p
il,il,51
le,le,52
saisit,saisir,19
au,à,81
au,le,71
collet,collet,21
de,de,81
ses,son,73
deux,deux,72
mains,main,22
noueuses,noueux,30
de,de,81
paysan,paysan,21
/.,/.,P
mais,mais,82
l',le,71
autre,autre,52
",",",",p
aussi,aussi,60
grand,grand,30
",",",",p
et,et,82
fort,fort,30
de,de,81
cette,ce,74
force,force,22
supérieure,supérieur,30
que,que,52
donne,donner,17
la,le,71
pratique,pratique,22
des,de,81
des,le,71
sports,sport,21
",",",",p
se,se,51
débarrassa,débarrasser,19
par,par,81
une,un,71
seule,seul,30
poussée,poussée,22
de,de,81
l',le,71
étreinte,étreinte,22
de,de,81
l',le,71
Auvergnat,Auvergnat,20
",",",",p
et,et,82
le,le,71
collant,collant,21
au,à,81
au,le,71
mur,mur,21
:,:,p
“,“,p
écoutez,écouter,17
",",",",p
père,père,21
Oriol,Oriol,20
",",",",p
il,il,51
ne,ne,60
s',se,51
agit,agir,19
pas,pas,60
de,de,81
nous,nous,51
battre,battre,14
",",",",p
mais,mais,82
de,de,81
nous,nous,51
entendre,entendre,14
/.,/.,P
j',je,51
ai,avoir,17
embrassé,embrasser,12
votre,votre,73
fille,fille,22
",",",",p
c',ce,52
est,être,17
vrai,vrai,30
/…,/…,P
je,je,51
vous,vous,51
jure,jurer,17
que,que,83
c',ce,52
est,être,17
la,le,71
première,premier,72
fois,fois,22
…,…,p
et,et,82
je,je,51
vous,vous,51
jure,jurer,17
aussi,aussi,60
que,que,83
je,je,51
veux,vouloir,17
l',le,52
épouser,épouser,14
/.,/.,P
“,“,p
le,le,71
vieux,vieux,21
",",",",p
dont,dont,52
la,le,71
fureur,fureur,22
physique,physique,30
était,être,18
tombée,tomber,12
sous,sous,81
le,le,71
choc,choc,21
de,de,81
son,son,73
adversaire,adversaire,21
",",",",p
mais,mais,82
dont,dont,52
la,le,71
colère,colère,22
ne,ne,60
se,se,51
calmait,calmer,18
point,point,60
",",",",p
bredouillait,bredouiller,18
:,:,p
“,“,p
ah,ah,93
!,!,p
ch',ce,52
est,être,17
cha,ça,52
/!,/!,P
on,on,51
vient,venir,17
voler,voler,14
cha,son,73
fille,fille,22
",",",",p
on,on,51
veut,vouloir,17
chon,son,73
argent,argent,21
/…,/…,P
bougrrre,bougre,21
de,de,81
trompeur,trompeur,30
/…,/…,P
“,“,p
alors,alors,60
",",",",p
tout,tout,52
ce,ce,52
qu',que,52
il,il,51
avait,avoir,18
sur,sur,81
le,le,71
coeur,coeur,21
s',se,51
échappa,échapper,19
en,en,81
paroles,parole,22
nombreuses,nombreux,30
et,et,82
désolées,désolé,31
/.,/.,P
il,il,51
ne,ne,60
se,se,51
consolait,consoler,18
pas,pas,60
de,de,81
la,le,71
dot,dot,22
promise,promis,31
à,à,81
l',le,71
aînée,aînée,22
",",",",p
de,de,81
ses,son,73
vignes,vigne,22
allant,aller,13
aux,à,81
aux,le,71
mains,main,22
de,de,81
ces,ce,74
Parigiens,Parigiens,20
/.,/.,P
il,il,51
soupçonnait,soupçonner,18
à,à,81
présent,présent,21
la,le,71
misère,misère,22
de,de,81
Gontran,Gontran,20
",",",",p
l',le,71
astuce,astuce,22
d',de,81
Andermatt,Andermatt,20
",",",",p
et,et,82
",",",",p
oubliant,oublier,13
la,le,71
fortune,fortune,22
inespérée,inespéré,30
que,que,83
le,le,71
banquier,banquier,21
lui,lui,51
apportait,apporter,18
",",",",p
il,il,51
répandait,répandre,18
sa,son,73
bile,bile,22
et,et,82
toute,tout,75
sa,son,73
rancune,rancune,22
secrète,secret,30
contre,contre,81
ces,ce,74
malfaisants,malfaisant,30
qui,qui,52
ne,ne,60
le,le,52
laissaient,laisser,18
plus,plus,60
dormir,dormir,14
en,en,81
paix,paix,22
/.,/.,P
on,on,51
eût,avoir,19
dit,dire,12
qu',que,83
Andermatt,Andermatt,20
",",",",p
sa,son,73
famille,famille,22
et,et,82
ses,son,73
amis,ami,21
",",",",p
venaient,venir,18
chaque,chaque,75
nuit,nuit,22
le,le,52
dévaliser,dévaliser,14
",",",",p
lui,lui,51
voler,voler,14
quelque,quelque,75
chose,chose,22
",",",",p
ses,son,73
terres,terre,22
",",",",p
ses,son,73
sources,source,22
et,et,82
ses,son,73
filles,fille,22
/.,/.,P
et,et,82
il,il,51
jetait,jeter,18
ses,son,73
reproches,reproche,21
dans,dans,81
la,le,71
figure,figure,22
de,de,81
Paul,Paul,20
",",",",p
l',le,52
accusant,accuser,13
aussi,aussi,60
d',de,81
en,en,52
vouloir,vouloir,14
à,à,81
son,son,73
bien,bien,21
",",",",p
d',de,81
être,être,14
un,un,71
fripon,fripon,21
",",",",p
de,de,81
prendre,prendre,14
Charlotte,Charlotte,20
pour,pour,81
avoir,avoir,14
ses,son,73
champs,champ,21
/.,/.,P
l',le,71
autre,autre,52
",",",",p
impatienté,impatienté,31
bientôt,bientôt,60
",",",",p
lui,lui,51
cria,crier,19
sous,sous,81
le,le,71
nez,nez,21
:,:,p
“,“,p
mais,mais,82
je,je,51
suis,être,17
plus,plus,60
riche,riche,30
que,que,83
vous,vous,51
",",",",p
nom,nom,21
d',de,81
un,un,71
chien,chien,21
de,de,81
vieille,vieux,30
bourrique,bourrique,22
/.,/.,P
je,je,51
vous,vous,51
en,en,52
donnerais,donner,16
",",",",p
de,de,81
l',le,71
argent,argent,21
/…,/…,P
“,“,p
le,le,71
vieux,vieux,21
se,se,51
tut,taire,19
",",",",p
incrédule,incrédule,30
mais,mais,82
attentif,attentif,30
",",",",p
et,et,82
d',de,81
une,un,71
voix,voix,22
apaisée,apaisé,31
",",",",p
il,il,51
recommença,recommencer,19
ses,son,73
récriminations,récrimination,22
/.,/.,P
Paul,Paul,20
",",",",p
à,à,81
présent,présent,21
",",",",p
répondait,répondre,18
",",",",p
s',se,51
expliquait,expliquer,18
;,;,p
et,et,82
",",",",p
se,se,51
croyant,croire,13
lié,lié,31
par,par,81
cette,ce,74
surprise,surprise,22
dont,dont,52
il,il,51
était,être,18
seul,seul,30
coupable,coupable,21
",",",",p
proposait,proposer,18
d',de,81
épouser,épouser,14
",",",",p
sans,sans,81
réclamer,réclamer,14
la,le,71
moindre,moindre,30
dot,dot,22
/.,/.,P
le,le,71
père,père,21
Oriol,Oriol,20
secouait,secouer,18
sa,son,73
tête,tête,22
et,et,82
ses,son,73
oreilles,oreille,22
",",",",p
faisait,faire,18
répéter,répéter,14
",",",",p
ne,ne,60
comprenait,comprendre,18
pas,pas,60
/.,/.,P
pour,pour,81
lui,lui,51
",",",",p
Paul,Paul,20
était,être,18
encore,encore,60
un,un,71
sans-le-sou,sans-le-sou,21
",",",",p
un,un,71
cache-misère,cache-misère,21
/.,/.,P
et,et,82
",",",",p
comme,comme,83
Brétigny,Brétigny,20
exaspéré,exaspéré,31
lui,lui,51
hurlait,hurler,18
dans,dans,81
le,le,71
nez,nez,21
:,:,p
“,“,p
mais,mais,82
j',je,51
ai,avoir,17
plus,plus,60
de,de,81
cent,cent,72
vingt,vingt,72
mille,mille,72
francs,franc,21
de,de,81
rentes,rente,22
",",",",p
vieux,vieux,21
crétin,crétin,30
/.,/.,P
entendez,entendre,17
vous,vous,51
?,?,p
…,…,p
trois,trois,72
millions,million,21
/!,/!,P
l',le,71
autre,autre,52
demanda,demander,19
tout,tout,60
à,à,81
coup,coup,21
:,:,p
“,“,p
l',le,52
écririez,écrire,16
vous,vous,51
",",",",p
cha,ça,52
",",",",p
chur,sur,81
un,un,71
papier,papier,21
/?,/?,P
mais,mais,82
oui,oui,60
",",",",p
je,je,51
l',le,52
écrirais,écrire,16
/!,/!,P
et,et,82
vous,vous,51
le,le,52
chigneriez,signer,19
/?,/?,P
mais,mais,82
oui,oui,60
",",",",p
je,je,51
le,le,52
signerais,signer,16
/!,/!,P
chur,sur,81
un,un,71
papier,papier,21
de,de,81
notaire,notaire,21
/?,/?,P
mais,mais,82
oui,oui,60
",",",",p
sur,sur,81
un,un,71
papier,papier,21
de,de,81
notaire,notaire,21
/!,/!,P
alors,alors,60
",",",",p
se,se,51
levant,lever,13
",",",",p
il,il,51
ouvrit,ouvrir,19
son,son,73
armoire,armoire,22
",",",",p
en,en,52
tira,tirer,19
deux,deux,72
feuilles,feuille,22
marquées,marqué,31
du,de,81
du,le,71
timbre,timbre,21
de,de,81
l',le,71
Etat,état,21
et,et,82
",",",",p
cherchant,chercher,13
l',le,71
engagement,engagement,21
qu',que,52
Andermatt,Andermatt,20
",",",",p
quelques,quelque,75
jours,jour,21
auparavant,auparavant,60
",",",",p
avait,avoir,18
exigé,exiger,12
de,de,81
lui,lui,51
",",",",p
il,il,51
rédigea,rédiger,19
une,un,71
bizarre,bizarre,30
promesse,promesse,22
de,de,81
mariage,mariage,21
où,où,60
il,il,51
était,être,18
question,question,22
de,de,81
trois,trois,72
millions,million,21
garantis,garanti,31
par,par,81
le,le,71
fiancé,fiancé,21
",",",",p
et,et,82
au,à,81
au,le,71
bas,bas,21
de,de,81
laquelle,lequel,52
Brétigny,Brétigny,20
dut,devoir,19
