11735
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingt-quatrième extrait>,<>,<>
et,et,82
sur,sur,81
la,le,71
Gazette,Gazette,20
/.,/.,P
il,il,51
fallait,falloir,18
qu',que,83
il,il,51
publiât,publier,18
un,un,71
bel,beau,30
article,article,21
pour,pour,81
rassurer,rassurer,14
la,le,71
population,population,22
et,et,82
traiter,traiter,14
comme,comme,83
elle,il,51
le,le,52
méritait,mériter,18
cette,ce,74
bande,bande,22
de,de,81
scélérats,scélérat,21
qui,qui,52
avait,avoir,18
traversé,traverser,12
Plassans,Plassans,20
/.,/.,P
-,-,p
soyez,être,17
tranquille,tranquille,30
!,!,p
répondit,répondre,19
Vuillet,Vuillet,20
/.,/.,P
la,le,71
Gazette,Gazette,20
ne,ne,60
devait,devoir,18
paraître,paraître,14
que,que,83
demain,demain,60
matin,matin,21
",",",",p
mais,mais,82
je,je,51
vais,aller,17
la,le,52
lancer,lancer,14
dès,dès,81
ce,ce,74
soir,soir,21
/.,/.,P
quand,quand,83
ils,ils,51
furent,être,19
sortis,sortir,12
",",",",p
les,le,71
habitués,habitué,21
du,de,81
du,le,71
salon,salon,21
jaune,jaune,30
restèrent,rester,19
encore,encore,60
un,un,71
instant,instant,21
",",",",p
bavards,bavard,30
comme,comme,83
des,de,81
des,le,71
commères,commère,22
qu',que,52
un,un,71
serin,serin,21
envolé,envolé,31
réunit,réunir,19
sur,sur,81
un,un,71
trottoir,trottoir,21
/.,/.,P
ces,ce,74
négociants,négociant,21
retirés,retiré,31
",",",",p
ces,ce,74
marchands,marchand,21
d',de,81
huile,huile,22
",",",",p
ces,ce,74
fabricants,fabricant,21
de,de,81
chapeaux,chapeau,21
nageaient,nager,18
en,en,81
plein,plein,30
drame,drame,21
féerique,féerique,30
/.,/.,P
jamais,jamais,60
pareille,pareil,30
secousse,secousse,22
ne,ne,60
les,le,52
avait,avoir,18
remués,remuer,12
/.,/.,P
ils,ils,51
ne,ne,60
revenaient,revenir,18
pas,pas,60
de,de,81
ce,ce,52
qu',que,52
il,il,51
se,se,51
fût,être,19
révélé,révéler,12
",",",",p
parmi,parmi,81
eux,ils,51
",",",",p
des,de,81
des,le,71
héros,héros,21
tels,tel,75
que,que,83
Rougon,Rougon,20
",",",",p
Granoux,Granoux,20
et,et,82
Roudier,Roudier,20
/.,/.,P
puis,puis,60
",",",",p
étouffant,étouffer,13
dans,dans,81
le,le,71
salon,salon,21
",",",",p
las,las,30
de,de,81
se,se,51
raconter,raconter,14
entre,entre,81
eux,ils,51
la,le,71
même,même,75
histoire,histoire,22
",",",",p
ils,ils,51
éprouvèrent,éprouver,19
une,un,71
vive,vif,30
démangeaison,démangeaison,22
d',de,81
aller,aller,14
publier,publier,14
la,le,71
grande,grand,30
nouvelle,nouvelle,22
;,;,p
ils,ils,51
disparurent,disparaître,19
un,un,52
à,à,81
un,un,52
",",",",p
piqués,piqué,31
chacun,chacun,52
par,par,81
l',le,71
ambition,ambition,22
d',de,81
être,être,14
le,le,71
premier,premier,72
à,à,81
tout,tout,52
savoir,savoir,14
",",",",p
à,à,81
tout,tout,52
dire,dire,14
;,;,p
et,et,82
Félicité,Félicité,20
",",",",p
restée,resté,31
seule,seul,30
",",",",p
penchée,penché,31
à,à,81
la,le,71
fenêtre,fenêtre,22
",",",",p
les,le,52
vit,voir,19
qui,qui,52
se,se,51
dispersaient,disperser,18
dans,dans,81
la,le,71
rue,rue,22
de,de,81
la,le,71
Banne,Banne,20
",",",",p
effarouchés,effarouché,31
",",",",p
battant,battre,13
des,de,81
des,le,71
bras,bras,21
comme,comme,83
de,de,81
grands,grand,30
oiseaux,oiseau,21
maigres,maigre,30
",",",",p
soufflant,souffler,13
l',le,71
émotion,émotion,22
aux,à,81
aux,le,71
quatre,quatre,72
coins,coin,21
de,de,81
la,le,71
ville,ville,22
/.,/.,P
il,il,51
était,être,18
dix,dix,72
heures,heure,22
/.,/.,P
Plassans,Plassans,20
",",",",p
éveillé,éveillé,31
",",",",p
courait,courir,18
les,le,71
rues,rue,22
",",",",p
ahuri,ahuri,30
de,de,81
la,le,71
rumeur,rumeur,22
qui,qui,52
montait,monter,18
/.,/.,P
ceux,celui,52
qui,qui,52
avaient,avoir,18
vu,voir,12
ou,ou,82
entendu,entendre,12
la,le,71
bande,bande,22
insurrectionnelle,insurrectionnel,30
racontaient,raconter,18
des,de,81
des,le,71
histoires,histoire,22
à,à,81
dormir,dormir,14
debout,debout,60
",",",",p
se,se,51
contredisaient,contredire,18
",",",",p
avançaient,avancer,18
des,de,81
des,le,71
suppositions,supposition,22
atroces,atroce,30
/.,/.,P
mais,mais,82
le,le,71
plus,plus,60
grand,grand,30
nombre,nombre,21
ne,ne,60
savait,savoir,18
même,même,60
pas,pas,60
ce,ce,52
dont,dont,52
il,il,51
s',se,51
agissait,agir,18
;,;,p
ceux-là,celui-là,52
demeuraient,demeurer,18
aux,à,81
aux,le,71
extrémités,extrémité,22
de,de,81
la,le,71
ville,ville,22
",",",",p
et,et,82
ils,ils,51
écoutaient,écouter,18
",",",",p
bouche,bouche,22
béante,béant,30
",",",",p
comme,comme,83
un,un,71
conte,conte,21
de,de,81
nourrice,nourrice,22
",",",",p
cette,ce,74
histoire,histoire,22
de,de,81
plusieurs,plusieurs,75
milliers,millier,21
de,de,81
bandits,bandit,21
envahissant,envahir,13
les,le,71
rues,rue,22
et,et,82
disparaissant,disparaître,13
avant,avant,81
le,le,71
jour,jour,21
",",",",p
ainsi,ainsi,60
qu',que,83
une,un,71
armée,armée,22
de,de,81
fantômes,fantôme,21
/.,/.,P
les,le,71
plus,plus,60
sceptiques,sceptique,30
disaient,dire,18
:,:,p
“,“,p
allons,aller,17
donc,donc,82
/!,/!,P
cependant,cependant,82
certains,certain,75
détails,détail,21
étaient,être,18
précis,précis,30
/.,/.,P
Plassans,Plassans,20
finit,finir,19
par,par,81
être,être,14
convaincu,convaincre,12
qu',que,83
un,un,71
épouvantable,épouvantable,30
malheur,malheur,21
avait,avoir,18
passé,passer,12
sur,sur,81
lui,lui,51
pendant,pendant,81
son,son,73
sommeil,sommeil,21
",",",",p
sans,sans,81
le,le,52
toucher,toucher,14
/.,/.,P
cette,ce,74
catastrophe,catastrophe,22
mal,mal,60
définie,défini,31
empruntait,emprunter,18
aux,à,81
aux,le,71
ombres,ombre,22
de,de,81
la,le,71
nuit,nuit,22
",",",",p
aux,à,81
aux,le,71
contradictions,contradiction,22
des,de,81
des,le,71
divers,divers,30
renseignements,renseignement,21
",",",",p
un,un,71
caractère,caractère,21
vague,vague,30
",",",",p
une,un,71
horreur,horreur,22
insondable,insondable,30
qui,qui,52
faisaient,faire,18
frissonner,frissonner,14
les,le,71
plus,plus,60
braves,brave,30
/.,/.,P
qui,qui,52
donc,donc,82
avait,avoir,18
détourné,détourner,12
la,le,71
foudre,foudre,22
/?,/?,P
cela,cela,52
tenait,tenir,18
du,de,81
du,le,71
prodige,prodige,21
/.,/.,P
on,on,51
parlait,parler,18
de,de,81
sauveurs,sauveur,21
inconnus,inconnu,30
",",",",p
d',de,81
une,un,71
petite,petit,30
bande,bande,22
d',de,81
hommes,homme,21
qui,qui,52
avaient,avoir,18
coupé,couper,12
la,le,71
tête,tête,22
de,de,81
l',le,71
hydre,hydre,22
",",",",p
mais,mais,82
sans,sans,81
détails,détail,21
",",",",p
comme,comme,83
d',de,81
une,un,71
chose,chose,22
à,à,81
peine,peine,22
croyable,croyable,30
",",",",p
lorsque,lorsque,83
les,le,71
habitués,habitué,21
du,de,81
du,le,71
salon,salon,21
jaune,jaune,30
se,se,51
répandirent,répandre,19
dans,dans,81
les,le,71
rues,rue,22
",",",",p
semant,semer,13
les,le,71
nouvelles,nouvelle,22
",",",",p
refaisant,refaire,13
devant,devant,81
chaque,chaque,75
porte,porte,22
le,le,71
même,même,75
récit,récit,21
/.,/.,P
ce,ce,52
fut,être,19
une,un,71
traînée,traînée,22
de,de,81
poudre,poudre,22
/.,/.,P
en,en,81
quelques,quelque,75
minutes,minute,22
",",",",p
d',de,81
un,un,71
bout,bout,21
à,à,81
l',le,71
autre,autre,52
de,de,81
la,le,71
ville,ville,22
",",",",p
l',le,71
histoire,histoire,22
courut,courir,19
/.,/.,P
le,le,71
nom,nom,21
de,de,81
Rougon,Rougon,20
vola,voler,19
de,de,81
bouche,bouche,22
en,en,81
bouche,bouche,22
",",",",p
avec,avec,81
des,de,81
des,le,71
exclamations,exclamation,22
de,de,81
surprise,surprise,22
dans,dans,81
la,le,71
ville,ville,22
neuve,neuf,30
",",",",p
des,de,81
des,le,71
cris,cri,21
d',de,81
éloge,éloge,21
dans,dans,81
le,le,71
vieux,vieux,30
quartier,quartier,21
/.,/.,P
l',le,71
idée,idée,22
qu',que,52
ils,ils,51
étaient,être,18
sans,sans,81
sous-préfet,sous-préfet,21
",",",",p
sans,sans,81
maire,maire,21
",",",",p
sans,sans,81
directeur,directeur,21
des,de,81
des,le,71
postes,poste,22
",",",",p
sans,sans,81
receveur,receveur,21
particulier,particulier,30
",",",",p
sans,sans,81
autorités,autorité,22
d',de,81
aucune,aucun,75
sorte,sorte,22
",",",",p
consterna,consterner,19
d'abord,d'abord,60
les,le,71
habitants,habitant,21
/.,/.,P
ils,ils,51
restaient,rester,18
stupéfaits,stupéfait,30
d',de,81
avoir,avoir,14
pu,pouvoir,12
achever,achever,14
leur,leur,73
somme,somme,21
et,et,82
de,de,81
s',se,51
être,être,14
réveillés,réveiller,12
comme,comme,83
à,à,81
l',le,71
ordinaire,ordinaire,22
",",",",p
en,en,81
dehors,dehors,21
de,de,81
tout,tout,75
gouvernement,gouvernement,21
établi,établi,31
/.,/.,P
la,le,71
première,premier,72
stupeur,stupeur,22
passée,passé,31
",",",",p
ils,ils,51
se,se,51
jetèrent,jeter,19
avec,avec,81
abandon,abandon,21
dans,dans,81
les,le,71
bras,bras,21
des,de,81
des,le,71
libérateurs,libérateur,21
/.,/.,P
les,le,71
quelques,quelque,75
républicains,républicain,21
haussaient,hausser,18
les,le,71
épaules,épaule,22
;,;,p
mais,mais,82
les,le,71
petits,petit,30
détaillants,détaillant,21
",",",",p
les,le,71
petits,petit,30
rentiers,rentier,21
",",",",p
les,le,71
conservateurs,conservateur,21
de,de,81
toute,tout,75
espèce,espèce,22
bénissaient,bénir,18
ces,ce,74
héros,héros,21
modestes,modeste,30
dont,dont,52
les,le,71
ténèbres,ténèbre,22
avaient,avoir,18
caché,cacher,12
les,le,71
exploits,exploit,21
/.,/.,P
quand,quand,83
on,on,51
sut,savoir,19
que,que,83
Rougon,Rougon,20
avait,avoir,18
arrêté,arrêter,12
son,son,73
propre,propre,30
frère,frère,21
",",",",p
l',le,71
admiration,admiration,22
ne,ne,60
connut,connaître,19
plus,plus,60
de,de,81
bornes,borne,22
;,;,p
on,on,51
parla,parler,19
de,de,81
Brutus,Brutus,20
;,;,p
cette,ce,74
indiscrétion,indiscrétion,22
qu',que,52
il,il,51
redoutait,redouter,18
tourna,tourner,19
à,à,81
sa,son,73
gloire,gloire,22
/.,/.,P
à,à,81
cette,ce,74
heure,heure,22
d',de,81
effroi,effroi,21
mal,mal,60
dissipé,dissipé,31
",",",",p
la,le,71
reconnaissance,reconnaissance,22
fut,être,19
unanime,unanime,30
/.,/.,P
on,on,51
acceptait,accepter,18
le,le,71
sauveur,sauveur,21
Rougon,Rougon,20
sans,sans,81
le,le,52
discuter,discuter,14
/.,/.,P
-,-,p
songez,songer,17
donc,donc,82
disaient,dire,18
les,le,71
poltrons,poltron,21
",",",",p
ils,ils,51
n',ne,60
étaient,être,18
que,que,83
quarante,quarante,72
et,et,82
un,un,71
/!,/!,P
ce,ce,74
chiffre,chiffre,21
de,de,81
quarante,quarante,72
et,et,82
un,un,71
bouleversa,bouleverser,19
la,le,71
ville,ville,22
/.,/.,P
c',ce,52
est,être,17
ainsi,ainsi,60
que,que,83
naquit,naître,19
à,à,81
Plassans,Plassans,20
la,le,71
légende,légende,22
des,de,81
des,le,71
quarante,quarante,72
et,et,82
un,un,71
bourgeois,bourgeois,21
faisant,faire,13
mordre,mordre,14
la,le,71
poussière,poussière,22
à,à,81
trois,trois,72
mille,mille,72
insurgés,insurgé,21
/.,/.,P
il,il,51
n',ne,60
y,y,52
eut,avoir,19
que,que,83
quelques,quelque,75
esprits,esprit,21
envieux,envieux,30
de,de,81
la,le,71
ville,ville,22
neuve,neuf,30
",",",",p
des,de,81
des,le,71
avocats,avocat,21
sans,sans,81
causes,cause,22
",",",",p
d',de,81
anciens,ancien,30
militaires,militaire,21
",",",",p
honteux,honteux,30
d',de,81
avoir,avoir,14
dormi,dormir,12
cette,ce,74
nuit,nuit,22
là,là,60
",",",",p
qui,qui,52
élevèrent,élever,19
certains,certain,75
doutes,doute,21
/.,/.,P
en,en,81
somme,somme,22
",",",",p
les,le,71
insurgés,insurgé,21
étaient,être,18
peut-être,peut-être,60
partis,partir,12
tout,tout,60
seuls,seul,30
/.,/.,P
il,il,51
n',ne,60
y,y,52
avait,avoir,18
aucune,aucun,75
preuve,preuve,22
de,de,81
combat,combat,21
",",",",p
ni,ni,82
cadavres,cadavre,21
",",",",p
ni,ni,82
taches,tache,22
de,de,81
sang,sang,21
/.,/.,P
vraiment,vraiment,60
ces,ce,74
messieurs,monsieur,21
avaient,avoir,18
eu,avoir,12
la,le,71
besogne,besogne,22
facile,facile,30
/.,/.,P
-,-,p
mais,mais,82
la,le,71
glace,glace,22
",",",",p
la,le,71
glace,glace,22
!,!,p
répétaient,répéter,18
les,le,71
fanatiques,fanatique,21
/.,/.,P
vous,vous,51
ne,ne,60
pouvez,pouvoir,17
pas,pas,60
nier,nier,14
que,que,83
la,le,71
glace,glace,22
de,de,81
monsieur,monsieur,21
le,le,71
maire,maire,21
soit,être,17
cassée,casser,12
/.,/.,P
allez,aller,17
donc,donc,82
la,le,52
voir,voir,14
/.,/.,P
et,et,82
",",",",p
en,en,81
effet,effet,21
",",",",p
jusqu',jusque,81
à,à,81
la,le,71
nuit,nuit,22
",",",",p
il,il,51
y,y,52
eut,avoir,19
une,un,71
procession,procession,22
d',de,81
individus,individu,21
qui,qui,52
",",",",p
sous,sous,81
mille,mille,72
prétextes,prétexte,21
",",",",p
pénétrèrent,pénétrer,19
dans,dans,81
le,le,71
cabinet,cabinet,21
",",",",p
dont,dont,52
Rougon,Rougon,20
laissait,laisser,18
",",",",p
d',de,81
ailleurs,ailleurs,60
",",",",p
la,le,71
porte,porte,22
grande,grand,30
ouverte,ouvert,31
;,;,p
ils,ils,51
se,se,51
plantaient,planter,18
devant,devant,81
la,le,71
glace,glace,22
",",",",p
dans,dans,81
laquelle,lequel,52
la,le,71
balle,balle,22
avait,avoir,18
fait,faire,12
un,un,71
trou,trou,21
rond,rond,30
",",",",p
d',de,81
où,où,60
partaient,partir,18
de,de,81
larges,large,30
cassures,cassure,22
;,;,p
puis,puis,60
tous,tout,52
murmuraient,murmurer,18
la,le,71
même,même,75
phrase,phrase,22
:,:,p
-,-,p
fichtre,fichtre,93
!,!,p
la,le,71
balle,balle,22
avait,avoir,18
une,un,71
fière,fier,30
force,force,22
/!,/!,P
et,et,82
ils,ils,51
s',se,51
en,en,52
allaient,aller,18
",",",",p
convaincus,convaincu,31
/.,/.,P
Félicité,Félicité,20
",",",",p
à,à,81
sa,son,73
fenêtre,fenêtre,22
",",",",p
humait,humer,18
avec,avec,81
délices,délice,21
ces,ce,74
bruits,bruit,21
",",",",p
ces,ce,74
voix,voix,22
élogieuses,élogieux,30
et,et,82
reconnaissantes,reconnaissant,30
qui,qui,52
montaient,monter,18
de,de,81
la,le,71
ville,ville,22
/.,/.,P
tout,tout,75
Plassans,Plassans,20
",",",",p
à,à,81
cette,ce,74
heure,heure,22
",",",",p
s',se,51
occupait,occuper,18
de,de,81
son,son,73
mari,mari,21
;,;,p
elle,il,51
sentait,sentir,18
les,le,71
deux,deux,72
quartiers,quartier,21
",",",",p
sous,sous,81
elle,il,51
",",",",p
qui,qui,52
frémissaient,frémir,18
",",",",p
qui,qui,52
lui,lui,51
envoyaient,envoyer,18
l',le,71
espérance,espérance,22
d',de,81
un,un,71
prochain,prochain,30
triomphe,triomphe,21
/.,/.,P
ah,ah,93
!,!,p
comme,comme,83
elle,il,51
allait,aller,18
écraser,écraser,14
cette,ce,74
ville,ville,22
qu',que,52
elle,il,51
mettait,mettre,18
si,si,83
tard,tard,60
sous,sous,81
ses,son,73
talons,talon,21
/!,/!,P
tous,tout,75
ses,son,73
griefs,grief,21
lui,lui,51
revinrent,revenir,19
",",",",p
ses,son,73
amertumes,amertume,22
passées,passé,31
redoublèrent,redoubler,19
ses,son,73
appétits,appétit,21
de,de,81
jouissance,jouissance,22
immédiate,immédiat,30
/.,/.,P
elle,il,51
quitta,quitter,19
la,le,71
fenêtre,fenêtre,22
",",",",p
elle,il,51
fit,faire,19
lentement,lentement,60
le,le,71
tour,tour,21
du,de,81
du,le,71
salon,salon,21
/.,/.,P
c',ce,52
était,être,18
là,là,60
que,que,83
",",",",p
tout,tout,60
à,à,81
l',le,71
heure,heure,22
",",",",p
les,le,71
mains,main,22
se,se,51
tendaient,tendre,18
vers,vers,81
eux,ils,51
/.,/.,P
ils,ils,51
avaient,avoir,18
vaincu,vaincre,12
",",",",p
la,le,71
bourgeoisie,bourgeoisie,22
était,être,18
à,à,81
leurs,leur,73
pieds,pied,21
/.,/.,P
le,le,71
salon,salon,21
jaune,jaune,30
lui,lui,51
parut,paraître,19
sanctifié,sanctifié,31
/.,/.,P
les,le,71
meubles,meuble,21
éclopés,éclopé,30
",",",",p
le,le,71
velours,velours,21
éraillé,éraillé,30
",",",",p
le,le,71
lustre,lustre,21
noir,noir,30
de,de,81
chiures,chiure,22
",",",",p
toutes,tout,75
ces,ce,74
ruines,ruine,22
prirent,prendre,19
à,à,81
ses,son,73
yeux,oeil,21
un,un,71
aspect,aspect,21
de,de,81
débris,débris,21
glorieux,glorieux,30
traînant,traîner,13
sur,sur,81
un,un,71
champ,champ,21
de,de,81
bataille,bataille,22
/.,/.,P
la,le,71
plaine,plaine,22
d',de,81
Austerlitz,Austerlitz,20
ne,ne,60
lui,lui,51
eût,avoir,19
pas,pas,60
causé,causer,12
une,un,71
émotion,émotion,22
aussi,aussi,60
profonde,profond,30
/.,/.,P
comme,comme,83
elle,il,51
se,se,51
remettait,remettre,18
à,à,81
la,le,71
fenêtre,fenêtre,22
",",",",p
elle,il,51
aperçut,apercevoir,19
Aristide,Aristide,20
qui,qui,52
rôdait,rôder,18
sur,sur,81
la,le,71
place,place,22
de,de,81
la,le,71
sous-préfecture,sous-préfecture,22
",",",",p
le,le,71
nez,nez,21
en,en,81
l',le,71
air,air,21
/.,/.,P
elle,il,51
lui,lui,51
fit,faire,19
signe,signe,21
de,de,81
monter,monter,14
/.,/.,P
il,il,51
semblait,sembler,18
n',ne,60
attendre,attendre,14
que,que,83
cet,ce,74
appel,appel,21
/.,/.,P
-,-,p
entre,entre,81
donc,donc,82
",",",",p
lui,lui,51
dit,dire,19
sa,son,73
mère,mère,22
sur,sur,81
le,le,71
palier,palier,21
en,en,81
voyant,voir,13
qu',que,83
il,il,51
hésitait,hésiter,18
/.,/.,P
ton,ton,73
père,père,21
n',ne,60
est,être,17
pas,pas,60
là,là,60
/.,/.,P
Aristide,Aristide,20
avait,avoir,18
l',le,71
air,air,21
gauche,gauche,30
d',de,81
un,un,71
enfant,enfant,21
prodigue,prodigue,30
/.,/.,P
depuis,depuis,81
près,près,81
de,de,81
quatre,quatre,72
ans,an,21
",",",",p
il,il,51
n',ne,60
était,être,18
plus,plus,60
entré,entrer,12
dans,dans,81
le,le,71
salon,salon,21
jaune,jaune,30
/.,/.,P
il,il,51
tenait,tenir,18
encore,encore,60
son,son,73
bras,bras,21
en,en,81
écharpe,écharpe,22
/.,/.,P
-,-,p
ta,ton,73
main,main,22
te,tu,51
fait,faire,17
toujours,toujours,60
souffrir,souffrir,14
?,?,p
lui,lui,51
demanda,demander,19
railleusement,railleusement,60
Félicité,Félicité,20
/.,/.,P
il,il,51
rougit,rougir,19
",",",",p
il,il,51
répondit,répondre,19
avec,avec,81
embarras,embarras,21
:,:,p
-,-,p
oh,oh,93
!,!,p
ça,ça,52
va,aller,17
beaucoup,beaucoup,60
mieux,mieux,60
",",",",p
c',ce,52
est,être,17
presque,presque,60
guéri,guérir,12
/.,/.,P
puis,puis,60
il,il,51
resta,rester,19
là,là,60
",",",",p
tournant,tourner,13
",",",",p
ne,ne,60
sachant,savoir,13
que,que,83
dire,dire,14
/.,/.,P
Félicité,Félicité,20
vint,venir,19
à,à,81
son,son,73
secours,secours,21
/.,/.,P
-,-,p
tu,tu,51
as,avoir,17
entendu,entendre,12
parler,parler,14
de,de,81
la,le,71
belle,beau,30
conduite,conduite,22
de,de,81
ton,ton,73
père,père,21
?,?,p
reprit,reprendre,19
elle,il,51
/.,/.,P
il,il,51
dit,dire,19
que,que,83
toute,tout,75
la,le,71
ville,ville,22
en,en,52
causait,causer,18
/.,/.,P
mais,mais,82
son,son,73
aplomb,aplomb,21
revenait,revenir,18
;,;,p
il,il,51
rendit,rendre,19
à,à,81
sa,son,73
mère,mère,22
sa,son,73
raillerie,raillerie,22
;,;,p
il,il,51
la,le,52
regarda,regarder,19
en,en,81
face,face,22
",",",",p
en,en,81
ajoutant,ajouter,13
:,:,p
-,-,p
j',je,51
étais,être,18
venu,venir,12
voir,voir,14
si,si,83
papa,papa,21
n',ne,60
était,être,18
pas,pas,60
blessé,blesser,12
/.,/.,P
-,-,p
tiens,tenir,17
",",",",p
ne,ne,60
fais,faire,17
pas,pas,60
la,le,71
bête,bête,22
!,!,p
s',se,51
écria,écrier,19
Félicité,Félicité,20
",",",",p
avec,avec,81
sa,son,73
pétulance,pétulance,22
/.,/.,P
moi,moi,51
",",",",p
à,à,81
ta,ton,73
place,place,22
",",",",p
j',je,51
agirais,agir,16
très,très,60
carrément,carrément,60
/.,/.,P
tu,tu,51
t',tu,51
es,être,17
trompé,tromper,12
",",",",p
là,là,60
",",",",p
avoue,avouer,17
le,le,52
",",",",p
en,en,81
t',tu,51
enrôlant,enrôler,13
avec,avec,81
tes,ton,73
gueux,gueux,21
de,de,81
républicains,républicain,21
/.,/.,P
aujourd'hui,aujourd'hui,60
tu,tu,51
ne,ne,60
serais,être,16
pas,pas,60
fâché,fâcher,12
de,de,81
les,le,52
lâcher,lâcher,14
et,et,82
de,de,81
revenir,revenir,14
avec,avec,81
nous,nous,51
",",",",p
qui,qui,52
sommes,être,17
les,le,71
plus,plus,60
forts,fort,30
/.,/.,P
hé,hé,93
!,!,p
la,le,71
maison,maison,22
t',tu,51
est,être,17
ouverte,ouvrir,12
/!,/!,P
mais,mais,82
Aristide,Aristide,20
protesta,protester,19
/.,/.,P
la,le,71
république,république,22
était,être,18
une,un,71
grande,grand,30
idée,idée,22
/.,/.,P
puis,puis,60
les,le,71
insurgés,insurgé,21
pouvaient,pouvoir,18
l',le,52
emporter,emporter,14
/.,/.,P
-,-,p
laisse,laisser,17
moi,moi,51
donc,donc,82
tranquille,tranquille,30
!,!,p
continua,continuer,19
la,le,71
vieille,vieux,30
femme,femme,22
irritée,irrité,31
/.,/.,P
tu,tu,51
as,avoir,17
peur,peur,22
que,que,83
ton,ton,73
père,père,21
te,tu,51
reçoive,recevoir,17
mal,mal,60
/.,/.,P
je,je,51
me,je,51
charge,charger,17
de,de,81
l',le,71
affaire,affaire,22
/…,/…,P
écoute,écouter,17
moi,moi,51
:,:,p
tu,tu,51
vas,aller,17
aller,aller,14
à,à,81
ton,ton,73
journal,journal,21
",",",",p
tu,tu,51
rédigeras,rédiger,15
d',de,81
ici,ici,60
à,à,81
demain,demain,60
un,un,71
numéro,numéro,21
très,très,60
favorable,favorable,30
au,à,81
au,le,71
coup,coup,21
d',de,81
Etat,état,21
",",",",p
et,et,82
demain,demain,60
soir,soir,21
",",",",p
quand,quand,83
ce,ce,74
numéro,numéro,21
aura,avoir,15
paru,paraître,12
",",",",p
tu,tu,51
reviendras,revenir,15
ici,ici,60
",",",",p
tu,tu,51
seras,être,15
accueilli,accueillir,12
à,à,81
bras,bras,21
ouverts,ouvert,31
/.,/.,P
et,et,82
",",",",p
comme,comme,83
le,le,71
jeune,jeune,30
homme,homme,21
restait,rester,18
silencieux,silencieux,30
:,:,p
-,-,p
entends,entendre,17
tu,tu,51
?,?,p
poursuivit,poursuivre,19
elle,il,51
d',de,81
une,un,71
voix,voix,22
plus,plus,60
basse,bas,30
et,et,82
plus,plus,60
ardente,ardent,30
;,;,p
c',ce,52
est,être,17
de,de,81
notre,notre,73
fortune,fortune,22
",",",",p
c',ce,52
est,être,17
de,de,81
la,le,71
tienne,tien,52
",",",",p
qu',que,52
il,il,51
s',se,51
agit,agir,17
/.,/.,P
ne,ne,60
va,aller,17
pas,pas,60
recommencer,recommencer,14
tes,ton,73
bêtises,bêtise,22
/.,/.,P
tu,tu,51
es,être,17
déjà,déjà,60
assez,assez,60
compromis,compromettre,12
comme,comme,83
cela,cela,52
/.,/.,P
le,le,71
jeune,jeune,30
homme,homme,21
fit,faire,19
un,un,71
geste,geste,21
",",",",p
le,le,71
geste,geste,21
de,de,81
César,César,20
passant,passer,13
le,le,71
Rubicon,Rubicon,20
/.,/.,P
de,de,81
cette,ce,74
façon,façon,22
",",",",p
il,il,51
ne,ne,60
prenait,prendre,18
aucun,aucun,75
engagement,engagement,21
verbal,verbal,30
/.,/.,P
comme,comme,83
il,il,51
allait,aller,18
se,se,51
retirer,retirer,14
",",",",p
sa,son,73
mère,mère,22
ajouta,ajouter,19
",",",",p
en,en,81
cherchant,chercher,13
le,le,71
noeud,noeud,21
de,de,81
son,son,73
écharpe,écharpe,22
:,:,p
-,-,p
et,et,82
d'abord,d'abord,60
",",",",p
il,il,51
faut,falloir,17
m',je,51
ôter,ôter,14
ce,ce,74
chiffon,chiffon,21
là,là,60
/.,/.,P
ça,ça,52
devient,devenir,17
ridicule,ridicule,30
",",",",p
tu,tu,51
sais,savoir,17
/!,/!,P
Aristide,Aristide,20
la,le,52
laissa,laisser,19
faire,faire,14
/.,/.,P
quand,quand,83
le,le,71
foulard,foulard,21
fut,être,19
dénoué,dénouer,12
",",",",p
il,il,51
le,le,52
plia,plier,19
proprement,proprement,60
et,et,82
le,le,52
mit,mettre,19
dans,dans,81
sa,son,73
poche,poche,22
/.,/.,P
puis,puis,60
il,il,51
embrassa,embrasser,19
sa,son,73
mère,mère,22
en,en,81
disant,dire,13
:,:,p
-,-,p
à,à,81
demain,demain,60
/!,/!,P
pendant,pendant,81
ce,ce,74
temps,temps,21
",",",",p
Rougon,Rougon,20
prenait,prendre,18
officiellement,officiellement,60
possession,possession,22
de,de,81
la,le,71
mairie,mairie,22
/.,/.,P
il,il,51
n',ne,60
était,être,18
resté,rester,12
que,que,83
huit,huit,72
conseillers,conseiller,21
municipaux,municipal,30
;,;,p
les,le,71
autres,autre,52
se,se,51
trouvaient,trouver,18
entre,entre,81
les,le,71
mains,main,22
des,de,81
des,le,71
insurgés,insurgé,21
",",",",p
ainsi,ainsi,60
que,que,83
le,le,71
maire,maire,21
et,et,82
les,le,71
deux,deux,72
adjoints,adjoint,21
/.,/.,P
ces,ce,74
huit,huit,72
messieurs,monsieur,21
",",",",p
de,de,81
la,le,71
force,force,22
de,de,81
Granoux,Granoux,20
",",",",p
eurent,avoir,19
des,de,81
des,le,71
sueurs,sueur,22
d',de,81
angoisse,angoisse,22
",",",",p
lorsque,lorsque,83
ce,ce,74
dernier,dernier,21
leur,leur,52
expliqua,expliquer,19
la,le,71
situation,situation,22
critique,critique,30
de,de,81
la,le,71
ville,ville,22
/.,/.,P
pour,pour,81
comprendre,comprendre,14
