11688
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Trente-cinquième extrait>,<>,<>
fut,être,19
adjoint,adjoint,31
parce que,parce que,83
son,son,73
patron,patron,21
avait,avoir,18
été,être,12
adjoint,adjoint,31
",",",",p
il,il,51
était,être,18
chef,chef,21
de,de,81
bataillon,bataillon,21
parce qu',parce que,83
il,il,51
avait,avoir,18
eu,avoir,12
envie,envie,22
des,de,81
des,le,71
épaulettes,épaulette,22
de,de,81
César,César,20
Birotteau,Birotteau,20
/.,/.,P
aussi,aussi,60
",",",",p
frappé,frappé,31
des,de,81
des,le,71
merveilles,merveille,22
réalisées,réalisé,31
par,par,81
l',le,71
architecte,architecte,21
Grindot,Grindot,20
",",",",p
au,à,81
au,le,71
moment,moment,21
où,où,60
la,le,71
fortune,fortune,22
avait,avoir,18
mis,mettre,12
son,son,73
patron,patron,21
en,en,81
haut,haut,21
de,de,81
la,le,71
roue,roue,22
",",",",p
Crevel,Crevel,20
",",",",p
comme,comme,83
il,il,51
le,le,52
disait,dire,18
dans,dans,81
son,son,73
langage,langage,21
",",",",p
n',ne,60
en,en,52
avait,avoir,18
fait,faire,12
ni,ni,82
eune,un,71
ni,ni,82
deusse,deux,72
",",",",p
quand,quand,83
il,il,51
s',se,51
était,être,18
agi,agir,12
de,de,81
décorer,décorer,14
son,son,73
appartement,appartement,21
:,:,p
il,il,51
s',se,51
était,être,18
adressé,adresser,12
",",",",p
les,le,71
yeux,oeil,21
fermés,fermé,31
et,et,82
la,le,71
bourse,bourse,22
ouverte,ouvert,31
",",",",p
à,à,81
Grindot,Grindot,20
",",",",p
architecte,architecte,21
alors,alors,60
tout,tout,60
à,à,81
fait,fait,21
oublié,oublié,31
/.,/.,P
on,on,51
ne,ne,60
sait,savoir,17
pas,pas,60
combien,combien,60
de,de,81
temps,temps,21
vont,aller,17
encore,encore,60
les,le,71
gloires,gloire,22
éteintes,éteint,31
",",",",p
soutenues,soutenu,31
par,par,81
les,le,71
admirations,admiration,22
arriérées,arriéré,30
/.,/.,P
Grindot,Grindot,20
avait,avoir,18
recommencé,recommencer,12
là,là,60
pour,pour,81
la,le,71
millième,millième,72
fois,fois,22
son,son,73
salon,salon,21
blanc,blanc,30
et,et,82
or,or,21
",",",",p
tendu,tendu,31
de,de,81
damas,damas,21
rouge,rouge,30
/.,/.,P
le,le,71
meuble,meuble,21
en,en,81
bois,bois,21
de,de,81
palissandre,palissandre,21
sculpté,sculpté,31
comme,comme,83
on,on,51
sculpte,sculpter,17
les,le,71
ouvrages,ouvrage,21
courants,courant,30
",",",",p
sans,sans,81
finesse,finesse,22
",",",",p
avait,avoir,18
donné,donner,12
pour,pour,81
la,le,71
fabrique,fabrique,22
parisienne,parisien,30
un,un,71
juste,juste,30
orgueil,orgueil,21
à,à,81
la,le,71
province,province,22
lors,lors,60
de,de,81
l',le,71
exposition,exposition,22
des,de,81
des,le,71
produits,produit,21
de,de,81
l',le,71
industrie,industrie,22
/.,/.,P
les,le,71
flambeaux,flambeau,21
",",",",p
les,le,71
bras,bras,21
",",",",p
le,le,71
garde-cendre,garde-cendre,21
",",",",p
le,le,71
lustre,lustre,21
",",",",p
la,le,71
pendule,pendule,22
appartenaient,appartenir,18
au,à,81
au,le,71
genre,genre,21
rocaille,rocaille,22
/.,/.,P
la,le,71
table,table,22
ronde,rond,30
",",",",p
immobile,immobile,30
au,à,81
au,le,71
milieu,milieu,21
du,de,81
du,le,71
salon,salon,21
",",",",p
offrait,offrir,18
un,un,71
marbre,marbre,21
incrusté,incrusté,31
de,de,81
tous,tout,75
les,le,71
marbres,marbre,21
italiens,italien,30
et,et,82
antiques,antique,30
venus,venu,21
de,de,81
Rome,Rome,20
",",",",p
où,où,60
se,se,51
fabriquent,fabriquer,17
ces,ce,74
espèces,espèce,22
de,de,81
cartes,carte,22
minéralogiques,minéralogique,30
semblables,semblable,30
à,à,81
des,de,81
des,le,71
échantillons,échantillon,21
de,de,81
tailleurs,tailleur,21
",",",",p
qui,qui,52
faisait,faire,18
périodiquement,périodiquement,60
l',le,71
admiration,admiration,22
de,de,81
tous,tout,75
les,le,71
bourgeois,bourgeois,21
que,que,52
recevait,recevoir,18
Crevel,Crevel,20
/.,/.,P
les,le,71
portraits,portrait,21
de,de,81
feu,feu,21
madame,madame,22
Crevel,Crevel,20
",",",",p
de,de,81
Crevel,Crevel,20
",",",",p
de,de,81
sa,son,73
fille,fille,22
et,et,82
de,de,81
son,son,73
gendre,gendre,21
",",",",p
dus,dû,31
au,à,81
au,le,71
pinceau,pinceau,21
de,de,81
Pierre,Pierre,20
Grassou,Grassou,20
",",",",p
le,le,71
peintre,peintre,21
en,en,81
renom,renom,21
dans,dans,81
la,le,71
bourgeoisie,bourgeoisie,22
",",",",p
à,à,81
qui,qui,52
Crevel,Crevel,20
devait,devoir,18
le,le,71
ridicule,ridicule,21
de,de,81
son,son,73
attitude,attitude,22
byronienne,byronien,30
",",",",p
garnissaient,garnir,18
les,le,71
parois,paroi,22
",",",",p
mis,mis,31
tous,tout,75
les,le,71
quatre,quatre,72
en,en,81
pendants,pendant,21
/.,/.,P
les,le,71
bordures,bordure,22
",",",",p
payées,payé,31
mille,mille,72
francs,franc,21
pièce,pièce,22
",",",",p
s',se,51
harmoniaient,harmonier,18
bien,bien,60
à,à,81
toute,tout,75
cette,ce,74
richesse,richesse,22
de,de,81
café,café,21
qui,qui,52
",",",",p
certes,certes,60
",",",",p
eût,avoir,19
fait,faire,12
hausser,hausser,14
les,le,71
épaules,épaule,22
à,à,81
un,un,71
véritable,véritable,30
artiste,artiste,21
/.,/.,P
jamais,jamais,60
l',le,71
or,or,21
n',ne,60
a,avoir,17
perdu,perdre,12
la,le,71
plus,plus,60
petite,petit,30
occasion,occasion,22
de,de,81
se,se,51
montrer,montrer,14
stupide,stupide,30
/.,/.,P
on,on,51
compterait,compter,16
aujourd'hui,aujourd'hui,60
dix,dix,72
Venise,Venise,20
dans,dans,81
Paris,Paris,20
",",",",p
si,si,83
les,le,71
commerçants,commerçant,21
retirés,retiré,31
avaient,avoir,18
eu,avoir,12
cet,ce,74
instinct,instinct,21
des,de,81
des,le,71
grandes,grand,30
choses,chose,22
qui,qui,52
distingue,distinguer,17
les,le,71
Italiens,Italien,20
/.,/.,P
de,de,81
nos,notre,73
jours,jour,21
encore,encore,60
",",",",p
un,un,71
négociant,négociant,21
milanais,milanais,30
lègue,léguer,17
très,très,60
bien,bien,60
cinq,cinq,72
cent,cent,72
mille,mille,72
francs,franc,21
au,à,81
au,le,71
Duomo,Duomo,20
pour,pour,81
la,le,71
dorure,dorure,22
de,de,81
la,le,71
Vierge,Vierge,20
colossale,colossal,30
qui,qui,52
en,en,52
couronne,couronner,17
la,le,71
coupole,coupole,22
/.,/.,P
Canova,Canova,20
ordonne,ordonner,17
",",",",p
dans,dans,81
son,son,73
testament,testament,21
",",",",p
à,à,81
son,son,73
frère,frère,21
",",",",p
de,de,81
bâtir,bâtir,14
une,un,71
église,église,22
de,de,81
quatre,quatre,72
millions,million,21
",",",",p
et,et,82
le,le,71
frère,frère,21
y,y,52
ajoute,ajouter,17
quelque,quelque,75
chose,chose,22
du,de,81
du,le,71
sien,sien,52
/.,/.,P
un,un,71
bourgeois,bourgeois,21
de,de,81
Paris,Paris,20
(,(,p
et,et,82
tous,tout,52
ont,avoir,17
",",",",p
comme,comme,83
Rivet,Rivet,20
",",",",p
un,un,71
amour,amour,21
au,à,81
au,le,71
coeur,coeur,21
pour,pour,81
leur,leur,73
Paris,Paris,20
),),p
penserait,penser,16
il,il,51
jamais,jamais,60
à,à,81
faire,faire,14
élever,élever,14
les,le,71
clochers,clocher,21
qui,qui,52
manquent,manquer,17
aux,à,81
aux,le,71
tours,tour,22
de,de,81
Notre-Dame,Notre Dame,20
/?,/?,P
or,or,82
",",",",p
comptez,compter,17
les,le,71
sommes,somme,21
recueilles,recueillir,17
par,par,81
l',le,71
Etat,état,21
en,en,81
successions,succession,22
sans,sans,81
héritiers,héritier,21
/.,/.,P
on,on,51
aurait,avoir,16
achevé,achever,12
tous,tout,75
les,le,71
embellissements,embellissement,21
de,de,81
Paris,Paris,20
avec,avec,81
le,le,71
prix,prix,21
des,de,81
des,le,71
sottises,sottise,22
en,en,81
carton,carton,21
pierre,pierre,22
",",",",p
en,en,81
pâtes,pâte,22
dorées,doré,31
",",",",p
en,en,81
fausses,faux,30
sculptures,sculpture,22
consommées,consommé,31
depuis,depuis,81
quinze,quinze,72
ans,an,21
par,par,81
les,le,71
individus,individu,21
du,de,81
du,le,71
genre,genre,21
Crevel,Crevel,20
/.,/.,P
au,à,81
au,le,71
bout,bout,21
de,de,81
ce,ce,74
salon,salon,21
se,se,51
trouvait,trouver,18
un,un,71
magnifique,magnifique,30
cabinet,cabinet,21
meublé,meublé,31
de,de,81
tables,table,22
et,et,82
d',de,81
armoires,armoire,22
en,en,81
imitation,imitation,22
de,de,81
boule,boule,22
/.,/.,P
la,le,71
chambre,chambre,22
à,à,81
coucher,coucher,14
",",",",p
tout,tout,52
en,en,81
perse,perse,21
",",",",p
donnait,donner,18
également,également,60
dans,dans,81
le,le,71
salon,salon,21
/.,/.,P
l',le,71
acajou,acajou,21
dans,dans,81
toute,tout,75
sa,son,73
gloire,gloire,22
infestait,infester,18
la,le,71
salle,salle,22
à,à,81
manger,manger,14
",",",",p
où,où,60
des,de,81
des,le,71
vues,vue,22
de,de,81
Suisse,Suisse,20
",",",",p
richement,richement,60
encadrées,encadré,31
",",",",p
ornaient,orner,18
des,de,81
des,le,71
panneaux,panneau,21
/.,/.,P
le,le,71
père,père,21
Crevel,Crevel,20
",",",",p
qui,qui,52
rêvait,rêver,18
un,un,71
voyage,voyage,21
en,en,81
Suisse,Suisse,20
",",",",p
tenait,tenir,18
à,à,81
posséder,posséder,14
ce,ce,74
pays,pays,21
en,en,81
peinture,peinture,22
",",",",p
jusqu',jusque,81
au,à,81
au,le,71
moment,moment,21
où,où,60
il,il,51
irait,aller,16
le,le,52
voir,voir,14
en,en,81
réalité,réalité,22
/.,/.,P
Crevel,Crevel,20
",",",",p
ancien,ancien,30
adjoint,adjoint,21
",",",",p
décoré,décoré,31
",",",",p
garde,garde,21
national,national,30
",",",",p
avait,avoir,18
",",",",p
comme,comme,83
on,on,51
le,le,52
voit,voir,17
",",",",p
reproduit,reproduire,12
fidèlement,fidèlement,60
toutes,tout,75
les,le,71
grandeurs,grandeur,22
",",",",p
même,même,60
mobilières,mobilier,30
",",",",p
de,de,81
son,son,73
infortuné,infortuné,30
prédécesseur,prédécesseur,21
/.,/.,P
là,là,60
où,où,60
",",",",p
sous,sous,81
la,le,71
restauration,restauration,22
",",",",p
l',le,71
un,un,52
était,être,18
tombé,tomber,12
",",",",p
celui-ci,celui-ci,52
tout,tout,60
à,à,81
fait,fait,21
oublié,oublié,31
s',se,51
était,être,18
élevé,élever,12
",",",",p
non,non,60
par,par,81
un,un,71
singulier,singulier,30
jeu,jeu,21
de,de,81
fortune,fortune,22
",",",",p
mais,mais,82
par,par,81
la,le,71
force,force,22
des,de,81
des,le,71
choses,chose,22
/.,/.,P
dans,dans,81
les,le,71
révolutions,révolution,22
comme,comme,83
dans,dans,81
les,le,71
tempêtes,tempête,22
maritimes,maritime,30
",",",",p
les,le,71
valeurs,valeur,22
solides,solide,30
vont,aller,17
à,à,81
fond,fond,21
",",",",p
le,le,71
flot,flot,21
met,mettre,17
les,le,71
choses,chose,22
légères,léger,30
à,à,81
fleur,fleur,22
d',de,81
eau,eau,22
/.,/.,P
César,César,20
Birotteau,Birotteau,20
",",",",p
royaliste,royaliste,30
et,et,82
en,en,81
faveur,faveur,22
",",",",p
envié,envié,31
",",",",p
devint,devenir,19
le,le,71
point,point,21
de,de,81
mire,mire,22
de,de,81
l',le,71
opposition,opposition,22
bourgeoise,bourgeois,30
",",",",p
tandis que,tandis que,83
la,le,71
triomphante,triomphant,30
bourgeoisie,bourgeoisie,22
se,se,51
représentait,représenter,18
elle-même,lui-même,51
dans,dans,81
Crevel,Crevel,20
/.,/.,P
cet,ce,74
appartement,appartement,21
",",",",p
de,de,81
mille,mille,72
écus,écu,21
de,de,81
loyer,loyer,21
",",",",p
qui,qui,52
regorgeait,regorger,18
de,de,81
toutes,tout,75
les,le,71
belles,beau,30
choses,chose,22
vulgaires,vulgaire,30
que,que,52
procure,procurer,17
l',le,71
argent,argent,21
",",",",p
prenait,prendre,18
le,le,71
premier,premier,72
étage,étage,21
d',de,81
un,un,71
ancien,ancien,30
hôtel,hôtel,21
",",",",p
entre,entre,81
cour,cour,22
et,et,82
jardin,jardin,21
/.,/.,P
tout,tout,52
s',se,51
y,y,52
trouvait,trouver,18
conservé,conservé,31
comme,comme,83
des,de,81
des,le,71
coléoptères,coléoptère,21
chez,chez,81
un,un,71
entomologiste,entomologiste,21
",",",",p
car,car,82
Crevel,Crevel,20
y,y,52
demeurait,demeurer,18
très,très,60
peu,peu,60
/.,/.,P
ce,ce,74
local,local,21
somptueux,somptueux,30
constituait,constituer,18
le,le,71
domicile,domicile,21
légal,légal,30
de,de,81
l',le,71
ambitieux,ambitieux,30
bourgeois,bourgeois,21
/.,/.,P
servi,servi,31
là,là,60
par,par,81
une,un,71
cuisinière,cuisinière,22
et,et,82
par,par,81
un,un,71
valet,valet,21
de,de,81
chambre,chambre,22
",",",",p
il,il,51
louait,louer,18
deux,deux,72
domestiques,domestique,21
de,de,81
supplément,supplément,21
et,et,82
faisait,faire,18
venir,venir,14
son,son,73
dîner,dîner,21
d',de,81
apparat,apparat,21
de,de,81
chez,chez,81
Chevet,Chevet,20
",",",",p
quand,quand,83
il,il,51
festoyait,festoyer,18
des,de,81
des,le,71
amis,ami,21
politiques,politique,30
",",",",p
des,de,81
des,le,71
gens,gens,21
à,à,81
éblouir,éblouir,14
",",",",p
ou,ou,82
quand,quand,83
il,il,51
recevait,recevoir,18
sa,son,73
famille,famille,22
/.,/.,P
le,le,71
siège,siège,21
de,de,81
la,le,71
véritable,véritable,30
existence,existence,22
de,de,81
Crevel,Crevel,20
",",",",p
autrefois,autrefois,60
rue,rue,22
Notre-Dame de Lorette,Notre-Dame de Lorette,20
",",",",p
chez,chez,81
mademoiselle,mademoiselle,22
Héloïse,Héloïse,20
Brisetout,Brisetout,20
",",",",p
était,être,18
transféré,transférer,12
",",",",p
comme,comme,83
on,on,51
l',le,52
a,avoir,17
vu,voir,12
",",",",p
rue,rue,22
Chauchat,Chauchat,20
/.,/.,P
tous,tout,75
les,le,71
matins,matin,21
",",",",p
l',le,71
ancien,ancien,30
négociant,négociant,21
(,(,p
tous,tout,75
les,le,71
bourgeois,bourgeois,21
retirés,retiré,31
s',se,51
intitulent,intituler,17
ancien,ancien,30
négociant,négociant,21
),),p
passait,passer,18
deux,deux,72
heures,heure,22
rue,rue,22
des,de,81
des,le,71
Saussayes,Saussayes,20
pour,pour,81
y,y,52
vaquer,vaquer,14
à,à,81
ses,son,73
affaires,affaire,22
",",",",p
et,et,82
donnait,donner,18
le,le,71
reste,reste,21
du,de,81
du,le,71
temps,temps,21
à,à,81
Zaïre,Zaïre,20
",",",",p
ce,ce,52
qui,qui,52
tourmentait,tourmenter,18
beaucoup,beaucoup,60
Zaïre,Zaïre,20
/.,/.,P
Orosmane,Orosmane,20
Crevel,Crevel,20
avait,avoir,18
un,un,71
marché,marché,21
ferme,ferme,30
avec,avec,81
mademoiselle,mademoiselle,22
Héloïse,Héloïse,20
;,;,p
elle,il,51
lui,lui,51
devait,devoir,18
pour,pour,81
cinq,cinq,72
cents,cent,72
francs,franc,21
de,de,81
bonheur,bonheur,21
",",",",p
tous,tout,75
les,le,71
mois,mois,21
",",",",p
sans,sans,81
reports,report,21
/.,/.,P
Crevel,Crevel,20
payait,payer,18
d',de,81
ailleurs,ailleurs,60
son,son,73
dîner,dîner,21
et,et,82
tous,tout,75
les,le,71
extra,extra,21
/.,/.,P
ce,ce,74
contrat,contrat,21
à,à,81
primes,prime,22
",",",",p
car,car,82
il,il,51
faisait,faire,18
beaucoup,beaucoup,60
de,de,81
présents,présent,21
",",",",p
paraissait,paraître,18
économique,économique,30
à,à,81
l',le,71
ex-amant,ex-amant,21
de,de,81
la,le,71
célèbre,célèbre,30
cantatrice,cantatrice,22
/.,/.,P
il,il,51
disait,dire,18
à,à,81
ce,ce,74
sujet,sujet,21
aux,à,81
aux,le,71
négociants,négociant,21
veufs,veuf,21
",",",",p
aimant,aimer,13
trop,trop,60
leurs,leur,73
filles,fille,22
",",",",p
qu',que,83
il,il,51
valait,valoir,18
mieux,mieux,60
avoir,avoir,14
des,de,81
des,le,71
chevaux,cheval,21
loués,loué,31
au,à,81
au,le,71
mois,mois,21
qu',que,83
une,un,71
écurie,écurie,22
à,à,81
soi,soi,51
/.,/.,P
néanmoins,néanmoins,60
",",",",p
si,si,83
l',l',94
on,on,51
se,se,51
rappelle,rappeler,17
la,le,71
confidence,confidence,22
du,de,81
du,le,71
portier,portier,21
de,de,81
la,le,71
rue,rue,22
Chauchat,Chauchat,20
au,à,81
au,le,71
baron,baron,21
",",",",p
Crevel,Crevel,20
n',ne,60
évitait,éviter,18
ni,ni,82
le,le,71
cocher,cocher,21
ni,ni,82
le,le,71
groom,groom,21
/.,/.,P
Crevel,Crevel,20
avait,avoir,18
",",",",p
comme,comme,83
on,on,51
le,le,52
voit,voir,17
",",",",p
fait,faire,12
tourner,tourner,14
son,son,73
amour,amour,21
excessif,excessif,30
pour,pour,81
sa,son,73
fille,fille,22
au,à,81
au,le,71
profit,profit,21
de,de,81
ses,son,73
plaisirs,plaisir,21
/.,/.,P
l',le,71
immoralité,immoralité,22
de,de,81
sa,son,73
situation,situation,22
était,être,18
justifiée,justifier,12
par,par,81
des,de,81
des,le,71
raisons,raison,22
de,de,81
haute,haut,30
morale,morale,22
/.,/.,P
puis,puis,60
l',le,71
ancien,ancien,30
parfumeur,parfumeur,21
tirait,tirer,18
de,de,81
cette,ce,74
vie,vie,22
(,(,p
vie,vie,22
nécessaire,nécessaire,30
",",",",p
vie,vie,22
débraillée,débraillé,30
",",",",p
Régence,Régence,20
",",",",p
Pompadour,Pompadour,20
",",",",p
maréchal,maréchal,21
de,de,81
Richelieu,Richelieu,20
",",",",p
etc,et cetera,91
),),p
",",",",p
un,un,71
vernis,vernis,21
de,de,81
supériorité,supériorité,22
/.,/.,P
Crevel,Crevel,20
se,se,51
posait,poser,18
en,en,81
homme,homme,21
à,à,81
vues,vue,22
larges,large,30
",",",",p
en,en,81
grand,grand,30
seigneur,seigneur,21
au,à,81
au,le,71
petit,petit,30
pied,pied,21
",",",",p
en,en,81
homme,homme,21
généreux,généreux,30
",",",",p
sans,sans,81
étroitesse,étroitesse,22
dans,dans,81
les,le,71
idées,idée,22
",",",",p
le,le,71
tout,tout,21
à,à,81
raison,raison,22
d',de,81
environ,environ,60
douze,douze,72
à,à,81
quinze,quinze,72
cents,cent,72
francs,franc,21
par,par,81
mois,mois,21
/.,/.,P
ce,ce,52
n',ne,60
était,être,18
pas,pas,60
l',le,71
effet,effet,21
d',de,81
une,un,71
hypocrisie,hypocrisie,22
politique,politique,30
",",",",p
mais,mais,82
un,un,71
effet,effet,21
de,de,81
vanité,vanité,22
bourgeoise,bourgeois,30
qui,qui,52
néanmoins,néanmoins,60
arrivait,arriver,18
au,à,81
au,le,71
même,même,75
résultat,résultat,21
/.,/.,P
à,à,81
la,le,71
bourse,bourse,22
",",",",p
Crevel,Crevel,20
passait,passer,18
pour,pour,81
être,être,14
supérieur,supérieur,30
à,à,81
son,son,73
époque,époque,22
et,et,82
surtout,surtout,60
pour,pour,81
un,un,71
bon,bon,30
vivant,vivant,21
/.,/.,P
en,en,81
ceci,ceci,52
",",",",p
Crevel,Crevel,20
croyait,croire,18
avoir,avoir,14
dépassé,dépasser,12
son,son,73
bonhomme,bonhomme,21
Birotteau,Birotteau,20
de,de,81
cent,cent,72
coudées,coudée,22
/.,/.,P
-,-,p
eh,eh,93
bien,bien,60
!,!,p
s',se,51
écria,écrier,19
Crevel,Crevel,20
en,en,81
entrant,entrer,13
en,en,81
colère,colère,22
à,à,81
l',le,71
aspect,aspect,21
de,de,81
la,le,71
cousine,cousine,22
Bette,Bette,20
",",",",p
c',ce,52
est,être,17
donc,donc,82
vous,vous,51
qui,qui,52
mariez,marier,17
mademoiselle,mademoiselle,22
Hulot,Hulot,20
avec,avec,81
un,un,71
jeune,jeune,30
comte,comte,21
que,que,52
vous,vous,51
avez,avoir,17
élevé,élever,12
pour,pour,81
elle,il,51
à,à,81
la,le,71
brochette,brochette,22
/?,/?,P
-,-,p
on,on,51
dirait,dire,16
que,que,83
cela,cela,52
vous,vous,51
contrarie,contrarier,17
?,?,p
répondit,répondre,19
Lisbeth,Lisbeth,20
en,en,81
arrêtant,arrêter,13
sur,sur,81
Crevel,Crevel,20
un,un,71
oeil,oeil,21
pénétrant,pénétrant,30
/.,/.,P
quel,quel,75
intérêt,intérêt,21
avez,avoir,17
vous,vous,51
donc,donc,82
à,à,81
empêcher,empêcher,14
ma,mon,73
cousine,cousine,22
de,de,81
se,se,51
marier,marier,14
?,?,p
car,car,82
vous,vous,51
avez,avoir,17
fait,faire,12
manquer,manquer,14
",",",",p
m',je,51
a,avoir,17
t,t,94
on,on,51
dit,dire,12
",",",",p
son,son,73
mariage,mariage,21
avec,avec,81
le,le,71
fils,fils,21
de,de,81
monsieur,monsieur,21
Lebas,Lebas,20
/…,/…,P
vous,vous,51
êtes,être,17
une,un,71
bonne,bon,30
fille,fille,22
",",",",p
bien,bien,60
discrète,discret,30
",",",",p
reprit,reprendre,19
le,le,71
père,père,21
Crevel,Crevel,20
/.,/.,P
eh,eh,93
bien,bien,60
!,!,p
croyez,croire,17
vous,vous,51
que,que,83
je,je,51
pardonnerai,pardonner,15
jamais,jamais,60
à,à,81
monsieur,monsieur,21
Hulot,Hulot,20
le,le,71
crime,crime,21
de,de,81
m',je,51
avoir,avoir,14
enlevé,enlever,12
Josépha,Josépha,20
?,?,p
surtout,surtout,60
pour,pour,81
faire,faire,14
d',de,81
une,un,71
honnête,honnête,30
créature,créature,22
",",",",p
que,que,52
j',je,51
aurais,avoir,16
fini,finir,12
par,par,81
épouser,épouser,14
dans,dans,81
mes,mon,73
vieux,vieux,30
jours,jour,21
",",",",p
une,un,71
vaurienne,vaurienne,22
",",",",p
une,un,71
saltimbanque,saltimbanque,22
",",",",p
une,un,71
fille,fille,22
d',de,81
Opéra,Opéra,20
/…,/…,P
non,non,60
",",",",p
non,non,60
!,!,p
jamais,jamais,60
/.,/.,P
-,-,p
c',ce,52
est,être,17
un,un,71
bonhomme,bonhomme,21
cependant,cependant,82
monsieur,monsieur,21
Hulot,Hulot,20
",",",",p
dit,dire,19
la,le,71
cousine,cousine,22
Bette,Bette,20
/.,/.,P
-,-,p
aimable,aimable,30
!,!,p
très,très,60
aimable,aimable,30
",",",",p
trop,trop,60
aimable,aimable,30
",",",",p
reprit,reprendre,19
Crevel,Crevel,20
",",",",p
je,je,51
ne,ne,60
lui,lui,51
veux,vouloir,17
pas,pas,60
de,de,81
mal,mal,21
;,;,p
mais,mais,82
je,je,51
désire,désirer,17
prendre,prendre,14
ma,mon,73
revanche,revanche,22
",",",",p
et,et,82
je,je,51
la,le,52
prendrai,prendre,15
/.,/.,P
c',ce,52
est,être,17
mon,mon,73
idée,idée,22
fixe,fixe,30
/!,/!,P
serait,être,16
ce,ce,52
à,à,81
cause,cause,22
de,de,81
cette,ce,74
envie,envie,22
là,là,60
que,que,83
vous,vous,51
ne,ne,60
venez,venir,17
plus,plus,60
chez,chez,81
madame,madame,22
Hulot,Hulot,20
/?,/?,P
peut-être,peut-être,60
/…,/…,P
ah,ah,93
!,!,p
vous,vous,51
faisiez,faire,18
donc,donc,82
la,le,71
cour,cour,22
à,à,81
ma,mon,73
cousine,cousine,22
?,?,p
dit,dire,19
Lisbeth,Lisbeth,20
en,en,81
souriant,sourire,13
",",",",p
je,je,51
m',je,51
en,en,52
doutais,douter,18
/.,/.,P
-,-,p
et,et,82
elle,il,51
m',je,51
a,avoir,17
traité,traiter,12
comme,comme,83
un,un,71
chien,chien,21
",",",",p
pis,pis,60
que,que,83
cela,cela,52
",",",",p
comme,comme,83
un,un,71
laquais,laquais,21
;,;,p
je,je,51
dirai,dire,15
mieux,mieux,60
:,:,p
comme,comme,83
un,un,71
détenu,détenu,21
politique,politique,30
/.,/.,P
mais,mais,82
je,je,51
réussirai,réussir,15
",",",",p
dit,dire,19
il,il,51
en,en,81
fermant,fermer,13
le,le,71
poing,poing,21
et,et,82
en,en,81
s',se,51
en,en,52
frappant,frapper,13
le,le,71
front,front,21
/.,/.,P
-,-,p
pauvre,pauvre,30
homme,homme,21
",",",",p
ce,ce,52
serait,être,16
affreux,affreux,30
de,de,81
trouver,trouver,14
sa,son,73
femme,femme,22
en,en,81
fraude,fraude,22
",",",",p
après,après,81
avoir,avoir,14
été,être,12
renvoyé,renvoyer,12
par,par,81
sa,son,73
maîtresse,maîtresse,22
/!,/!,P
-,-,p
Josépha,Josépha,20
!,!,p
s',se,51
écria,écrier,19
Crevel,Crevel,20
",",",",p
Josépha,Josépha,20
l',le,52
aurait,avoir,16
quitté,quitter,12
",",",",p
renvoyé,renvoyer,12
",",",",p
chassé,chasser,12
/!,/!,P
bravo,bravo,21
/!,/!,P
Josépha,Josépha,20
/.,/.,P
Josépha,Josépha,20
!,!,p
tu,tu,51
m',je,51
as,avoir,17
vengé,venger,12
!,!,p
je,je,51
t',tu,51
enverrai,envoyer,15
deux,deux,72
perles,perle,22
pour,pour,81
mettre,mettre,14
à,à,81
tes,ton,73
oreilles,oreille,22
",",",",p
mon,mon,73
ex,ex,92
biche,biche,22
!,!,p
je,je,51
ne,ne,60
sais,savoir,17
rien,rien,52
de,de,81
cela,cela,52
",",",",p
car,car,82
",",",",p
après,après,81
vous,vous,51
avoir,avoir,14
vue,voir,12
le,le,71
lendemain,lendemain,21
du,de,81
du,le,71
jour,jour,21
où,où,60
la,le,71
belle,beau,30
Adeline,Adeline,20
m',je,51
a,avoir,17
prié,prier,12
encore,encore,60
une,un,71
fois,fois,22
de,de,81
passer,passer,14
la,le,71
porte,porte,22
",",",",p
je,je,51
suis,être,17
allé,aller,12
chez,chez,81
les,le,71
Lebas,Lebas,20
",",",",p
à,à,81
Corbeil,Corbeil,20
",",",",p
d',de,81
où,où,60
je,je,51
reviens,revenir,17
/.,/.,P
Héloïse,Héloïse,20
a,avoir,17
fait,faire,12
le,le,71
diable,diable,21
pour,pour,81
m',je,51
envoyer,envoyer,14
à,à,81
la,le,71
campagne,campagne,22
",",",",p
et,et,82
j',je,51
ai,avoir,17
su,savoir,12
la,le,71
raison,raison,22
de,de,81
ses,son,73
menées,menée,22
:,:,p
elle,il,51
voulait,vouloir,18
pendre,pendre,14
",",",",p
et,et,82
sans,sans,81
moi,moi,51
",",",",p
la,le,71
crémaillère,crémaillère,22
rue,rue,22
Chauchat,Chauchat,20
",",",",p
avec,avec,81
des,de,81
des,le,71
artistes,artiste,21
",",",",p
des,de,81
des,le,71
cabotins,cabotin,21
",",",",p
des,de,81
des,le,71
gens,gens,21
de,de,81
lettres,lettre,22
/…,/…,P
j',je,51
ai,avoir,17
été,être,12
joué,jouer,12
/!,/!,P
je,je,51
pardonnerai,pardonner,15
",",",",p
car,car,82
Héloïse,Héloïse,20
m',je,51
amuse,amuser,17
/.,/.,P
c',ce,52
est,être,17
une,un,71
Déjazet,Déjazet,20
inédite,inédit,30
/.,/.,P
comme,comme,83
elle,il,51
est,être,17
drôle,drôle,30
",",",",p
cette,ce,74
fille,fille,22
là,là,60
!,!,p
voici,voici,81
le,le,71
billet,billet,21
que,que,52
j',je,51
