11862
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Vingt-septième extrait>,<>,<>
et,et,82
maintenant,maintenant,60
je,je,51
me,je,51
sens,sentir,17
mourir,mourir,14
en,en,81
tout,tout,52
ce,ce,52
que,que,52
je,je,51
fais,faire,17
/.,/.,P
chaque,chaque,75
pas,pas,21
m',je,51
approche,approcher,17
d',de,81
elle,il,51
",",",",p
chaque,chaque,75
mouvement,mouvement,21
",",",",p
chaque,chaque,75
souffle,souffle,21
hâte,hâter,17
son,son,73
odieuse,odieux,30
besogne,besogne,22
/.,/.,P
respirer,respirer,14
",",",",p
dormir,dormir,14
",",",",p
boire,boire,14
",",",",p
manger,manger,14
",",",",p
travailler,travailler,14
",",",",p
rêver,rêver,14
",",",",p
tout,tout,52
ce,ce,52
que,que,52
nous,nous,51
faisons,faire,17
",",",",p
c',ce,52
est,être,17
mourir,mourir,14
/.,/.,P
vivre,vivre,14
enfin,enfin,60
",",",",p
c',ce,52
est,être,17
mourir,mourir,14
/!,/!,P
oh,oh,93
!,!,p
vous,vous,51
saurez,savoir,15
cela,cela,52
/!,/!,P
si,si,83
vous,vous,51
réfléchissiez,réfléchir,18
seulement,seulement,60
un,un,71
quart,quart,21
d',de,81
heure,heure,22
",",",",p
vous,vous,51
la,le,52
verriez,voir,16
/.,/.,P
qu',que,52
attendez,attendre,17
vous,vous,51
/?,/?,P
de,de,81
l',le,71
amour,amour,21
/?,/?,P
encore,encore,60
quelques,quelque,75
baisers,baiser,21
",",",",p
et,et,82
vous,vous,51
serez,être,15
impuissant,impuissant,30
/.,/.,P
et,et,82
puis,puis,60
",",",",p
après,après,81
/?,/?,P
de,de,81
l',le,71
argent,argent,21
/?,/?,P
pourquoi,pourquoi,60
faire,faire,14
/?,/?,P
pour,pour,81
payer,payer,14
des,de,81
des,le,71
femmes,femme,22
/?,/?,P
joli,joli,30
bonheur,bonheur,21
/!,/!,P
pour,pour,81
manger,manger,14
beaucoup,beaucoup,60
",",",",p
devenir,devenir,14
obèse,obèse,30
et,et,82
crier,crier,14
des,de,81
des,le,71
nuits,nuit,22
entières,entier,30
sous,sous,81
les,le,71
morsures,morsure,22
de,de,81
la,le,71
goutte,goutte,22
/?,/?,P
et,et,82
puis,puis,60
encore,encore,60
/?,/?,P
de,de,81
la,le,71
gloire,gloire,22
/?,/?,P
à,à,81
quoi,quoi,52
cela,cela,52
sert,servir,17
il,il,51
quand,quand,83
on,on,51
ne,ne,60
peut,pouvoir,17
plus,plus,60
la,le,52
cueillir,cueillir,14
sous,sous,81
forme,forme,22
d',de,81
amour,amour,21
/?,/?,P
et,et,82
puis,puis,60
",",",",p
après,après,81
/?,/?,P
toujours,toujours,60
la,le,71
mort,mort,22
pour,pour,81
finir,finir,14
/.,/.,P
moi,moi,51
",",",",p
maintenant,maintenant,60
",",",",p
je,je,51
la,le,52
vois,voir,17
de,de,81
si,si,60
près,près,81
que,que,83
j',je,51
ai,avoir,17
souvent,souvent,60
envie,envie,22
d',de,81
étendre,étendre,14
les,le,71
bras,bras,21
pour,pour,81
la,le,52
repousser,repousser,14
/.,/.,P
elle,il,51
couvre,couvrir,17
la,le,71
terre,terre,22
et,et,82
emplit,emplir,17
l',le,71
espace,espace,21
/.,/.,P
je,je,51
la,le,52
découvre,découvrir,17
partout,partout,60
/.,/.,P
les,le,71
petites,petit,30
bêtes,bête,22
écrasées,écrasé,31
sur,sur,81
les,le,71
routes,route,22
",",",",p
les,le,71
feuilles,feuille,22
qui,qui,52
tombent,tomber,17
",",",",p
le,le,71
poil,poil,21
blanc,blanc,30
aperçu,aperçu,31
dans,dans,81
la,le,71
barbe,barbe,22
d',de,81
un,un,71
ami,ami,21
",",",",p
me,je,51
ravagent,ravager,17
le,le,71
coeur,coeur,21
et,et,82
me,je,51
crient,crier,17
:,:,p
“,“,p
la,le,52
voilà,voilà,81
/!,/!,P
elle,il,51
me,je,51
gâte,gâter,17
tout,tout,52
ce,ce,52
que,que,52
je,je,51
fais,faire,17
",",",",p
tout,tout,52
ce,ce,52
que,que,52
je,je,51
vois,voir,17
",",",",p
ce,ce,52
que,que,52
je,je,51
mange,manger,17
et,et,82
ce,ce,52
que,que,52
je,je,51
bois,boire,17
",",",",p
tout,tout,52
ce,ce,52
que,que,52
j',je,51
aime,aimer,17
",",",",p
les,le,71
clairs,clair,30
de,de,81
lune,lune,22
",",",",p
les,le,71
levers,lever,21
de,de,81
soleil,soleil,21
",",",",p
la,le,71
grande,grand,30
mer,mer,22
",",",",p
les,le,71
belles,beau,30
rivières,rivière,22
",",",",p
et,et,82
l',le,71
air,air,21
des,de,81
des,le,71
soirs,soir,21
d',de,81
été,été,21
",",",",p
si,si,60
doux,doux,30
à,à,81
respirer,respirer,14
/!,/!,P
il,il,51
allait,aller,18
doucement,doucement,60
",",",",p
un,un,71
peu,peu,60
essoufflé,essoufflé,31
",",",",p
rêvant,rêver,13
tout,tout,60
haut,haut,30
",",",",p
oubliant,oublier,13
presque,presque,60
qu',que,83
on,on,51
l',le,52
écoutait,écouter,18
/.,/.,P
il,il,51
reprit,reprendre,19
:,:,p
-,-,p
et,et,82
jamais,jamais,60
un,un,71
être,être,21
ne,ne,60
revient,revenir,17
",",",",p
jamais,jamais,60
/…,/…,P
on,on,51
garde,garder,17
les,le,71
moules,moule,21
des,de,81
des,le,71
statues,statue,22
",",",",p
les,le,71
empreintes,empreinte,22
qui,qui,52
refont,refaire,17
toujours,toujours,60
des,de,81
des,le,71
objets,objet,21
pareils,pareil,30
;,;,p
mais,mais,82
mon,mon,73
corps,corps,21
",",",",p
mon,mon,73
visage,visage,21
",",",",p
mes,mon,73
pensées,pensée,22
",",",",p
mes,mon,73
désirs,désir,21
ne,ne,60
reparaîtront,reparaître,15
jamais,jamais,60
/.,/.,P
et,et,82
pourtant,pourtant,60
il,il,51
naîtra,naître,15
des,de,81
des,le,71
millions,million,21
",",",",p
des,de,81
des,le,71
milliards,milliard,21
d',de,81
êtres,être,21
qui,qui,52
auront,avoir,15
dans,dans,81
quelques,quelque,75
centimètres,centimètre,21
carrés,carré,31
un,un,71
nez,nez,21
",",",",p
des,de,81
des,le,71
yeux,oeil,21
",",",",p
un,un,71
front,front,21
",",",",p
des,de,81
des,le,71
joues,joue,22
et,et,82
une,un,71
bouche,bouche,22
comme,comme,83
moi,moi,51
",",",",p
et,et,82
aussi,aussi,60
une,un,71
âme,âme,22
comme,comme,83
moi,moi,51
",",",",p
sans,sans,81
que,que,83
jamais,jamais,60
je,je,51
revienne,revenir,17
",",",",p
moi,moi,51
",",",",p
sans,sans,81
que,que,83
jamais,jamais,60
même,même,60
quelque,quelque,75
chose,chose,22
de,de,81
moi,moi,51
reconnaissable,reconnaissable,30
reparaisse,reparaître,17
dans,dans,81
ces,ce,74
créatures,créature,22
innombrables,innombrable,30
et,et,82
différentes,différent,30
",",",",p
indéfiniment,indéfiniment,60
différentes,différent,30
",",",",p
bien,bien,60
que,que,83
pareilles,pareil,30
à,à,81
peu,peu,60
près,près,81
/.,/.,P
à,à,81
quoi,quoi,52
se,se,51
rattacher,rattacher,14
/?,/?,P
vers,vers,81
qui,qui,52
jeter,jeter,14
des,de,81
des,le,71
cris,cri,21
de,de,81
détresse,détresse,22
/?,/?,P
à,à,81
quoi,quoi,52
pouvons,pouvoir,17
nous,nous,51
croire,croire,14
/?,/?,P
toutes,tout,75
les,le,71
religions,religion,22
sont,être,17
stupides,stupide,30
avec,avec,81
leur,leur,73
morale,morale,22
puérile,puéril,30
et,et,82
leurs,leur,73
promesses,promesse,22
égoïstes,égoïste,30
",",",",p
monstrueusement,monstrueusement,60
bêtes,bête,30
/.,/.,P
la,le,71
mort,mort,22
seule,seul,30
est,être,17
certaine,certain,30
/.,/.,P
il,il,51
s',se,51
arrêta,arrêter,19
",",",",p
prit,prendre,19
Duroy,Duroy,20
par,par,81
les,le,71
deux,deux,72
extrémités,extrémité,22
du,de,81
du,le,71
col,col,21
de,de,81
son,son,73
pardessus,pardessus,21
",",",",p
et,et,82
",",",",p
d',de,81
une,un,71
voix,voix,22
lente,lent,30
:,:,p
-,-,p
pensez,penser,17
à,à,81
tout,tout,75
cela,cela,52
",",",",p
jeune,jeune,30
homme,homme,21
",",",",p
pensez,penser,17
y,y,52
pendant,pendant,81
des,de,81
des,le,71
jours,jour,21
",",",",p
des,de,81
des,le,71
mois,mois,21
et,et,82
des,de,81
des,le,71
années,année,22
",",",",p
et,et,82
vous,vous,51
verrez,voir,15
l',le,71
existence,existence,22
d',de,81
une,un,71
autre,autre,75
façon,façon,22
/.,/.,P
essayez,essayer,17
donc,donc,82
de,de,81
vous,vous,51
dégager,dégager,14
de,de,81
tout,tout,52
ce,ce,52
qui,qui,52
vous,vous,51
enferme,enfermer,17
",",",",p
faites,faire,17
cet,ce,74
effort,effort,21
surhumain,surhumain,30
de,de,81
sortir,sortir,14
vivant,vivant,30
de,de,81
votre,votre,73
corps,corps,21
",",",",p
de,de,81
vos,votre,73
intérêts,intérêt,21
",",",",p
de,de,81
vos,votre,73
pensées,pensée,22
et,et,82
de,de,81
l',le,71
humanité,humanité,22
tout,tout,60
entière,entier,30
",",",",p
pour,pour,81
regarder,regarder,14
ailleurs,ailleurs,60
",",",",p
et,et,82
vous,vous,51
comprendrez,comprendre,15
combien,combien,60
ont,avoir,17
peu,peu,60
d',de,81
importance,importance,22
les,le,71
querelles,querelle,22
des,de,81
des,le,71
romantiques,romantique,21
et,et,82
des,de,81
des,le,71
naturalistes,naturaliste,21
",",",",p
et,et,82
la,le,71
discussion,discussion,22
du,de,81
du,le,71
budget,budget,21
/.,/.,P
il,il,51
se,se,51
remit,remettre,19
à,à,81
marcher,marcher,14
d',de,81
un,un,71
pas,pas,21
plus,plus,60
rapide,rapide,30
/.,/.,P
-,-,p
mais,mais,82
aussi,aussi,60
vous,vous,51
sentirez,sentir,15
l',le,71
effroyable,effroyable,30
détresse,détresse,22
des,de,81
des,le,71
désespérés,désespéré,21
/.,/.,P
vous,vous,51
vous,vous,51
débattrez,débattre,15
",",",",p
éperdu,éperdu,30
",",",",p
noyé,noyé,31
",",",",p
dans,dans,81
les,le,71
incertitudes,incertitude,22
/.,/.,P
vous,vous,51
crierez,crier,15
“,“,p
à,à,81
l',le,71
aide,aide,22
“,“,p
de,de,81
tous,tout,75
les,le,71
côtés,côté,21
",",",",p
et,et,82
personne,personne,52
ne,ne,60
vous,vous,51
répondra,répondre,15
/.,/.,P
vous,vous,51
tendrez,tendre,15
les,le,71
bras,bras,21
",",",",p
vous,vous,51
appellerez,appeler,15
pour,pour,81
être,être,14
secouru,secourir,12
",",",",p
aimé,aimer,12
",",",",p
consolé,consoler,12
",",",",p
sauvé,sauver,12
/!,/!,P
et,et,82
personne,personne,52
ne,ne,60
viendra,venir,15
/.,/.,P
pourquoi,pourquoi,60
souffrons,souffrir,17
nous,nous,51
ainsi,ainsi,60
/?,/?,P
c',ce,52
est,être,17
que,que,83
nous,nous,51
étions,être,18
nés,naître,12
sans,sans,81
doute,doute,21
pour,pour,81
vivre,vivre,14
davantage,davantage,60
selon,selon,81
la,le,71
matière,matière,22
et,et,82
moins,moins,60
selon,selon,81
l',le,71
esprit,esprit,21
;,;,p
mais,mais,82
",",",",p
à,à,81
force,force,22
de,de,81
penser,penser,14
",",",",p
une,un,71
disproportion,disproportion,22
s',se,51
est,être,17
faite,faire,12
entre,entre,81
l',le,71
état,état,21
de,de,81
notre,notre,73
intelligence,intelligence,22
agrandie,agrandi,31
et,et,82
les,le,71
conditions,condition,22
immuables,immuable,30
de,de,81
notre,notre,73
vie,vie,22
/.,/.,P
regardez,regarder,17
les,le,71
gens,gens,21
médiocres,médiocre,30
;,;,p
à,à,81
moins,moins,60
de,de,81
grands,grand,30
désastres,désastre,21
tombant,tomber,13
sur,sur,81
eux,ils,51
",",",",p
ils,ils,51
se,se,51
trouvent,trouver,17
satisfaits,satisfait,31
",",",",p
sans,sans,81
souffrir,souffrir,14
du,de,81
du,le,71
malheur,malheur,21
commun,commun,30
/.,/.,P
les,le,71
bêtes,bête,22
non,non,60
plus,plus,60
ne,ne,60
le,le,52
sentent,sentir,17
pas,pas,60
/.,/.,P
il,il,51
s',se,51
arrêta,arrêter,19
encore,encore,60
",",",",p
réfléchit,réfléchir,19
quelques,quelque,75
secondes,seconde,22
",",",",p
puis,puis,60
d',de,81
un,un,71
air,air,21
las,las,30
et,et,82
résigné,résigné,31
:,:,p
-,-,p
moi,moi,51
",",",",p
je,je,51
suis,être,17
un,un,71
être,être,21
perdu,perdu,31
/.,/.,P
je,je,51
n',ne,60
ai,avoir,17
ni,ni,82
père,père,21
",",",",p
ni,ni,82
mère,mère,22
",",",",p
ni,ni,82
frère,frère,21
",",",",p
ni,ni,82
soeur,soeur,22
",",",",p
ni,ni,82
femme,femme,22
",",",",p
ni,ni,82
enfants,enfant,21
",",",",p
ni,ni,82
dieu,dieu,21
/.,/.,P
il,il,51
ajouta,ajouter,19
",",",",p
après,après,81
un,un,71
silence,silence,21
:,:,p
-,-,p
je,je,51
n',ne,60
ai,avoir,17
que,que,83
la,le,71
rime,rime,22
/.,/.,P
puis,puis,60
",",",",p
levant,lever,13
la,le,71
tête,tête,22
vers,vers,81
le,le,71
firmament,firmament,21
",",",",p
où,où,60
luisait,luire,18
la,le,71
face,face,22
pâle,pâle,30
de,de,81
la,le,71
pleine,plein,30
lune,lune,22
",",",",p
il,il,51
déclama,déclamer,19
:,:,p
et,et,82
je,je,51
cherche,chercher,17
le,le,71
mot,mot,21
de,de,81
cet,ce,74
obscur,obscur,30
problème,problème,21
/.,/.,P
dans,dans,81
le,le,71
ciel,ciel,21
noir,noir,30
et,et,82
vide,vide,30
où,où,60
flotte,flotter,17
un,un,71
astre,astre,21
blême,blême,30
/.,/.,P
ils,ils,51
arrivaient,arriver,18
au,à,81
au,le,71
pont,pont,21
de,de,81
la,le,71
Concorde,Concorde,20
",",",",p
ils,ils,51
le,le,52
traversèrent,traverser,19
en,en,81
silence,silence,21
",",",",p
puis,puis,60
ils,ils,51
longèrent,longer,19
le,le,71
Palais-Bourbon,Palais Bourbon,20
/.,/.,P
Norbert,Norbert,20
de,de,81
Varenne,Varenne,20
se,se,51
remit,remettre,19
à,à,81
parler,parler,14
:,:,p
-,-,p
mariez,marier,17
vous,vous,51
",",",",p
mon,mon,73
ami,ami,21
",",",",p
vous,vous,51
ne,ne,60
savez,savoir,17
pas,pas,60
ce,ce,52
que,que,52
c',ce,52
est,être,17
que,que,83
de,de,81
vivre,vivre,14
seul,seul,30
",",",",p
à,à,81
mon,mon,73
âge,âge,21
/.,/.,P
la,le,71
solitude,solitude,22
",",",",p
aujourd'hui,aujourd'hui,60
",",",",p
m',je,51
emplit,emplir,19
d',de,81
une,un,71
angoisse,angoisse,22
horrible,horrible,30
:,:,p
la,le,71
solitude,solitude,22
dans,dans,81
le,le,71
logis,logis,21
",",",",p
auprès,auprès,60
du,de,81
du,le,71
feu,feu,21
",",",",p
le,le,71
soir,soir,21
/.,/.,P
il,il,51
me,je,51
semble,sembler,17
alors,alors,60
que,que,83
je,je,51
suis,être,17
seul,seul,30
sur,sur,81
la,le,71
terre,terre,22
",",",",p
affreusement,affreusement,60
seul,seul,30
",",",",p
mais,mais,82
entouré,entouré,31
de,de,81
dangers,danger,21
vagues,vague,30
",",",",p
de,de,81
choses,chose,22
inconnues,inconnu,30
et,et,82
terribles,terrible,30
;,;,p
et,et,82
la,le,71
cloison,cloison,22
qui,qui,52
me,je,51
sépare,séparer,17
de,de,81
mon,mon,73
voisin,voisin,21
que,que,52
je,je,51
ne,ne,60
connais,connaître,17
pas,pas,60
",",",",p
m',je,51
éloigne,éloigner,17
de,de,81
lui,lui,51
autant,autant,60
que,que,83
des,de,81
des,le,71
étoiles,étoile,22
aperçues,aperçu,31
par,par,81
ma,mon,73
fenêtre,fenêtre,22
/.,/.,P
une,un,71
sorte,sorte,22
de,de,81
fièvre,fièvre,22
m',je,51
envahit,envahir,17
",",",",p
une,un,71
fièvre,fièvre,22
de,de,81
douleur,douleur,22
et,et,82
de,de,81
crainte,crainte,22
",",",",p
et,et,82
le,le,71
silence,silence,21
des,de,81
des,le,71
murs,mur,21
m',je,51
épouvante,épouvanter,17
/.,/.,P
il,il,51
est,être,17
si,si,60
profond,profond,30
et,et,82
si,si,60
triste,triste,30
",",",",p
le,le,71
silence,silence,21
de,de,81
la,le,71
chambre,chambre,22
où,où,60
l',l',94
on,on,51
vit,vivre,17
seul,seul,30
/.,/.,P
ce,ce,52
n',ne,60
est,être,17
pas,pas,60
seulement,seulement,60
un,un,71
silence,silence,21
autour,autour,60
du,de,81
du,le,71
corps,corps,21
",",",",p
mais,mais,82
un,un,71
silence,silence,21
autour,autour,60
de,de,81
l',le,71
âme,âme,22
",",",",p
et,et,82
",",",",p
quand,quand,83
un,un,71
meuble,meuble,21
craque,craquer,17
",",",",p
on,on,51
tressaille,tressaillir,17
jusqu',jusque,81
au,à,81
au,le,71
coeur,coeur,21
",",",",p
car,car,82
aucun,aucun,75
bruit,bruit,21
n',ne,60
est,être,17
attendu,attendre,12
dans,dans,81
ce,ce,74
morne,morne,21
logis,logis,21
/.,/.,P
il,il,51
se,se,51
tut,taire,19
encore,encore,60
une,un,71
fois,fois,22
",",",",p
puis,puis,60
ajouta,ajouter,19
:,:,p
-,-,p
quand,quand,83
on,on,51
est,être,17
vieux,vieux,30
",",",",p
ce,ce,52
serait,être,16
bon,bon,30
",",",",p
tout,tout,60
de,de,81
même,même,60
",",",",p
des,de,81
des,le,71
enfants,enfant,21
/!,/!,P
ils,ils,51
étaient,être,18
arrivés,arriver,12
vers,vers,81
le,le,71
milieu,milieu,21
de,de,81
la,le,71
rue,rue,22
de,de,81
Bourgogne,Bourgogne,20
/.,/.,P
le,le,71
poète,poète,21
s',se,51
arrêta,arrêter,19
devant,devant,81
une,un,71
haute,haut,30
maison,maison,22
",",",",p
sonna,sonner,19
",",",",p
serra,serrer,19
la,le,71
main,main,22
de,de,81
Duroy,Duroy,20
",",",",p
et,et,82
lui,lui,51
dit,dire,19
:,:,p
-,-,p
oubliez,oublier,17
tout,tout,75
ce,ce,74
rabâchage,rabâchage,21
de,de,81
vieux,vieux,21
",",",",p
jeune,jeune,30
homme,homme,21
",",",",p
et,et,82
vivez,vivre,17
selon,selon,81
votre,votre,73
âge,âge,21
;,;,p
adieu,adieu,21
/!,/!,P
et,et,82
il,il,51
disparut,disparaître,19
dans,dans,81
le,le,71
corridor,corridor,21
noir,noir,30
/.,/.,P
Duroy,Duroy,20
se,se,51
remit,remettre,19
en,en,81
route,route,22
",",",",p
le,le,71
coeur,coeur,21
serré,serré,31
/.,/.,P
il,il,51
lui,lui,51
semblait,sembler,18
qu',que,83
on,on,51
venait,venir,18
de,de,81
lui,lui,51
montrer,montrer,14
quelque,quelque,75
trou,trou,21
plein,plein,30
d',de,81
ossements,ossement,21
",",",",p
un,un,71
trou,trou,21
inévitable,inévitable,30
où,où,60
il,il,51
lui,lui,51
faudrait,falloir,16
tomber,tomber,14
un,un,71
jour,jour,21
/.,/.,P
il,il,51
murmura,murmurer,19
:,:,p
“,“,p
bigre,bigre,93
",",",",p
ça,ça,52
ne,ne,60
doit,devoir,17
pas,pas,60
être,être,14
gai,gai,30
",",",",p
chez,chez,81
lui,lui,51
/.,/.,P
je,je,51
ne,ne,60
voudrais,vouloir,16
pas,pas,60
un,un,71
fauteuil,fauteuil,21
de,de,81
balcon,balcon,21
pour,pour,81
assister,assister,14
au,à,81
au,le,71
défilé,défilé,21
de,de,81
ses,son,73
idées,idée,22
",",",",p
nom,nom,21
d',de,81
un,un,71
chien,chien,21
/!,/!,P
mais,mais,82
",",",",p
s',se,51
étant,être,13
arrêté,arrêter,12
pour,pour,81
laisser,laisser,14
passer,passer,14
une,un,71
femme,femme,22
parfumée,parfumé,31
qui,qui,52
descendait,descendre,18
de,de,81
voiture,voiture,22
et,et,82
rentrait,rentrer,18
chez,chez,81
elle,il,51
",",",",p
il,il,51
aspira,aspirer,19
d',de,81
un,un,71
grand,grand,30
souffle,souffle,21
avide,avide,30
la,le,71
senteur,senteur,22
de,de,81
verveine,verveine,22
et,et,82
d',de,81
iris,iris,21
envolée,envolé,31
dans,dans,81
l',le,71
air,air,21
/.,/.,P
ses,son,73
poumons,poumon,21
et,et,82
son,son,73
coeur,coeur,21
palpitèrent,palpiter,19
brusquement,brusquement,60
d',de,81
espérance,espérance,22
et,et,82
de,de,81
joie,joie,22
;,;,p
et,et,82
le,le,71
souvenir,souvenir,21
de,de,81
madame,madame,22
de,de,81
Marelle,Marelle,20
qu',que,52
il,il,51
reverrait,revoir,16
le,le,71
lendemain,lendemain,21
l',le,52
envahit,envahir,19
des,de,81
des,le,71
pieds,pied,21
à,à,81
la,le,71
tête,tête,22
/.,/.,P
tout,tout,52
lui,lui,51
souriait,sourire,18
",",",",p
la,le,71
vie,vie,22
l',le,52
accueillait,accueillir,18
avec,avec,81
tendresse,tendresse,22
/.,/.,P
comme,comme,83
c',ce,52
était,être,18
bon,bon,30
",",",",p
la,le,71
réalisation,réalisation,22
des,de,81
des,le,71
espérances,espérance,22
/!,/!,P
il,il,51
s',se,51
endormit,endormir,19
dans,dans,81
l',le,71
ivresse,ivresse,22
et,et,82
se,se,51
leva,lever,19
de,de,81
bonne,bon,30
heure,heure,22
pour,pour,81
faire,faire,14
un,un,71
tour,tour,21
à,à,81
pied,pied,21
",",",",p
dans,dans,81
l',le,71
avenue,avenue,22
du,de,81
du,le,71
Bois de Boulogne,Bois de Boulogne,20
",",",",p
avant,avant,81
d',de,81
aller,aller,14
à,à,81
son,son,73
rendez-vous,rendez-vous,21
/.,/.,P
le,le,71
vent,vent,21
ayant,avoir,13
changé,changer,12
",",",",p
le,le,71
temps,temps,21
s',se,51
était,être,18
adouci,adoucir,12
pendant,pendant,81
la,le,71
nuit,nuit,22
",",",",p
et,et,82
il,il,51
faisait,faire,18
une,un,71
tiédeur,tiédeur,22
et,et,82
un,un,71
soleil,soleil,21
d',de,81
avril,avril,21
/.,/.,P
tous,tout,75
les,le,71
habitués,habitué,21
du,de,81
du,le,71
bois,bois,21
étaient,être,18
sortis,sortir,12
ce,ce,74
matin,matin,21
là,là,60
",",",",p
cédant,céder,13
à,à,81
l',le,71
appel,appel,21
du,de,81
du,le,71
ciel,ciel,21
clair,clair,30
et,et,82
doux,doux,30
/.,/.,P
Duroy,Duroy,20
marchait,marcher,18
lentement,lentement,60
",",",",p
buvant,boire,13
l',le,71
air,air,21
léger,léger,30
",",",",p
savoureux,savoureux,30
comme,comme,83
une,un,71
friandise,friandise,22
de,de,81
printemps,printemps,21
/.,/.,P
il,il,51
passa,passer,19
l',le,71
ARC,ARC,20
de,de,81
triomphe,triomphe,21
de,de,81
l',le,71
Etoile,Etoile,20
et,et,82
s',se,51
engagea,engager,19
dans,dans,81
la,le,71
grande,grand,30
avenue,avenue,22
",",",",p
du,de,81
du,le,71
côté,côté,21
opposé,opposé,31
aux,à,81
aux,le,71
cavaliers,cavalier,21
/.,/.,P
il,il,51
les,le,52
regardait,regarder,18
",",",",p
trottant,trotter,13
ou,ou,82
galopant,galoper,13
",",",",p
hommes,homme,21
et,et,82
femmes,femme,22
",",",",p
les,le,71
riches,riche,21
du,de,81
du,le,71
monde,monde,21
",",",",p
et,et,82
c',ce,52
est,être,17
à,à,81
peine,peine,22
s',si,83
il,il,51
les,le,52
enviait,envier,18
maintenant,maintenant,60
/.,/.,P
il,il,51
les,le,52
connaissait,connaître,18
presque,presque,60
tous,tout,52
de,de,81
nom,nom,21
",",",",p
savait,savoir,18
le,le,71
chiffre,chiffre,21
de,de,81
leur,leur,73
fortune,fortune,22
et,et,82
l',le,71
histoire,histoire,22
secrète,secret,30
de,de,81
leur,leur,73
vie,vie,22
",",",",p
ses,son,73
fonctions,fonction,22
ayant,avoir,13
fait,faire,12
de,de,81
lui,lui,51
une,un,71
sorte,sorte,22
d',de,81
almanach,almanach,21
des,de,81
des,le,71
célébrités,célébrité,22
et,et,82
des,de,81
des,le,71
scandales,scandale,21
parisiens,parisien,30
/.,/.,P
les,le,71
amazones,amazone,22
passaient,passer,18
",",",",p
minces,mince,30
et,et,82
moulées,moulé,31
dans,dans,81
le,le,71
drap,drap,21
sombre,sombre,30
de,de,81
leur,leur,73
taille,taille,22
",",",",p
avec,avec,81
ce,ce,74
quelque,quelque,75
chose,chose,22
de,de,81
hautain,hautain,30
et,et,82
d',de,81
inabordable,inabordable,30
qu',que,52
ont,avoir,17
beaucoup,beaucoup,60
de,de,81
femmes,femme,22
à,à,81
cheval,cheval,21
;,;,p
et,et,82
Duroy,Duroy,20
s',se,51
amusait,amuser,18
à,à,81
réciter,réciter,14
à mi-voix,à mi-voix,60
",",",",p
comme,comme,83
on,on,51
récite,réciter,17
des,de,81
des,le,71
litanies,litanie,22
dans,dans,81
une,un,71
église,église,22
",",",",p
les,le,71
noms,nom,21
",",",",p
titres,titre,21
et,et,82
qualités,qualité,22
des,de,81
des,le,71
amants,amant,21
qu',que,52
elles,ils,51
avaient,avoir,18
eus,avoir,19
ou,ou,82
qu',que,52
on,on,51
leur,leur,52
prêtait,prêter,18
;,;,p
et,et,82
",",",",p
quelquefois,quelquefois,60
même,même,60
au,à,81
au,le,71
lieu,lieu,21
de,de,81
dire,dire,14
:,:,p
baron,baron,21
de,de,81
Tanquelet,Tanquelet,20
prince,prince,21
de,de,81
la,le,71
tour,tour,22
Enguerrand,Enguerrand,20
;,;,p
il,il,51
murmurait,murmurer,18
:,:,p
côté,côté,21
Lesbos,Lesbos,20
Louise,Louise,20
Michot,Michot,20
",",",",p
du,de,81
du,le,71
Vaudeville,Vaudeville,20
Rose,Rose,20
Marquetin,Marquetin,20
",",",",p
de,de,81
l',le,71
Opéra,Opéra,20
/.,/.,P
ce,ce,74
jeu,jeu,21
l',le,52
amusait,amuser,18
beaucoup,beaucoup,60
",",",",p
comme,comme,83
s',si,83
il,il,51
eût,avoir,19
constaté,constater,12
",",",",p
sous,sous,81
les,le,71
sévères,sévère,30
apparences,apparence,22
",",",",p
l',le,71
éternelle,éternel,30
et,et,82
profonde,profond,30
infamie,infamie,22
de,de,81
l',le,71
homme,homme,21
",",",",p
et,et,82
que,que,83
cela,cela,52
l',le,52
eût,avoir,19
réjoui,réjouir,12
",",",",p
excité,exciter,12
",",",",p
consolé,consoler,12
/.,/.,P
puis,puis,60
",",",",p
il,il,51
prononça,prononcer,19
tout,tout,60
haut,haut,30
:,:,p
“,“,p
tas,tas,21
d',de,81
hypocrites,hypocrite,21
!,!,p
et,et,82
chercha,chercher,19
de,de,81
l',le,71
oeil,oeil,21
les,le,71
cavaliers,cavalier,21
sur,sur,81
qui,qui,52
couraient,courir,18
les,le,71
plus,plus,60
grosses,gros,30
histoires,histoire,22
/.,/.,P
il,il,51
en,en,52
vit,voir,19
beaucoup,beaucoup,60
soupçonnés,soupçonné,31
de,de,81
tricher,tricher,14
au,à,81
au,le,71
jeu,jeu,21
",",",",p
pour,pour,81
qui,qui,52
les,le,71
cercles,cercle,21
",",",",p
en,en,81
tous,tout,75
cas,cas,21
",",",",p
étaient,être,18
la,le,71
grande,grand,30
ressource,ressource,22
",",",",p
la,le,71
seule,seul,30
ressource,ressource,22
",",",",p
ressource,ressource,22
suspecte,suspect,30
à,à,81
coup,coup,21
sûr,sûr,30
/.,/.,P
d',de,81
autres,autre,52
",",",",p
fort,fort,60
célèbres,célèbre,30
",",",",p
vivaient,vivre,18
uniquement,uniquement,60
des,de,81
des,le,71
rentes,rente,22
de,de,81
leurs,leur,73
femmes,femme,22
",",",",p
c',ce,52
était,être,18
connu,connaître,12
;,;,p
d',de,81
autres,autre,52
des,de,81
des,le,71
