11796
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingt-seizième extrait>,<>,<>
feignant,feindre,13
",",",",p
qui,qui,52
a,avoir,17
su,savoir,12
amasser,amasser,14
du,de,81
du,le,71
bien,bien,21
/.,/.,P
il,il,51
est,être,17
mort,mourir,12
du,de,81
du,le,71
mal,mal,21
de,de,81
poitrine,poitrine,22
/.,/.,P
“,“,p
alors,alors,60
Jeanne,Jeanne,20
",",",",p
s',se,51
asseyant,asseoir,13
sur,sur,81
son,son,73
lit,lit,21
",",",",p
envahie,envahi,31
d',de,81
un,un,71
besoin,besoin,21
de,de,81
savoir,savoir,14
:,:,p
“,“,p
voyons,voir,17
",",",",p
raconte,raconter,17
moi,moi,51
tout,tout,52
",",",",p
ma,mon,73
fille,fille,22
",",",",p
toute,tout,75
ta,ton,73
vie,vie,22
/.,/.,P
cela,cela,52
me,je,51
fera,faire,15
du,de,81
du,le,71
bien,bien,21
",",",",p
aujourd'hui,aujourd'hui,60
/.,/.,P
“,“,p
et,et,82
Rosalie,Rosalie,20
",",",",p
approchant,approcher,13
une,un,71
chaise,chaise,22
",",",",p
s',se,51
assit,asseoir,19
et,et,82
se,se,51
mit,mettre,19
à,à,81
parler,parler,14
d',de,81
elle,il,51
",",",",p
de,de,81
sa,son,73
maison,maison,22
",",",",p
de,de,81
son,son,73
monde,monde,21
",",",",p
entrant,entrer,13
dans,dans,81
les,le,71
menus,menu,30
détails,détail,21
chers,cher,30
aux,à,81
aux,le,71
gens,gens,21
de,de,81
campagne,campagne,22
",",",",p
décrivant,décrire,13
sa,son,73
cour,cour,22
",",",",p
riant,rire,13
parfois,parfois,60
de,de,81
choses,chose,22
anciennes,ancien,30
déjà,déjà,60
qui,qui,52
lui,lui,51
rappelaient,rappeler,18
de,de,81
bons,bon,30
moments,moment,21
passés,passé,31
",",",",p
haussant,hausser,13
le,le,71
ton,ton,21
peu,peu,60
à,à,81
peu,peu,60
en,en,81
fermière,fermière,22
habituée,habitué,31
à,à,81
commander,commander,14
/.,/.,P
elle,il,51
finit,finir,17
par,par,81
déclarer,déclarer,14
:,:,p
“,“,p
oh,oh,93
!,!,p
j',je,51
ai,avoir,17
du,de,81
du,le,71
bien,bien,21
au,à,81
au,le,71
soleil,soleil,21
",",",",p
aujourd'hui,aujourd'hui,60
/.,/.,P
je,je,51
ne,ne,60
crains,craindre,17
rien,rien,52
/.,/.,P
“,“,p
puis,puis,60
elle,il,51
se,se,51
troubla,troubler,19
encore,encore,60
et,et,82
reprit,reprendre,19
plus,plus,60
bas,bas,60
:,:,p
“,“,p
c',ce,52
est,être,17
à,à,81
vous,vous,51
que,que,83
je,je,51
dois,devoir,17
ça,ça,52
tout,tout,60
de,de,81
même,même,60
:,:,p
aussi,aussi,60
vous,vous,51
savez,savoir,17
que,que,83
je,je,51
n',ne,60
veux,vouloir,17
pas,pas,60
de,de,81
gages,gage,21
/.,/.,P
ah,ah,93
!,!,p
mais,mais,82
non,non,60
/.,/.,P
ah,ah,93
!,!,p
mais,mais,82
non,non,60
/!,/!,P
et,et,82
puis,puis,60
",",",",p
si,si,83
vous,vous,51
n',ne,60
voulez,vouloir,17
point,point,60
",",",",p
je,je,51
m',je,51
en,en,52
vas,aller,17
/.,/.,P
“,“,p
Jeanne,Jeanne,20
reprit,reprendre,19
:,:,p
“,“,p
tu,tu,51
ne,ne,60
prétends,prétendre,17
pourtant,pourtant,60
pas,pas,60
me,je,51
servir,servir,14
pour,pour,81
rien,rien,52
/?,/?,P
-,-,p
ah,ah,93
!,!,p
mais,mais,82
que,que,52
oui,oui,60
",",",",p
madame,madame,22
/.,/.,P
de,de,81
l',le,71
argent,argent,21
/!,/!,P
vous,vous,51
me,je,51
donneriez,donner,16
de,de,81
l',le,71
argent,argent,21
/!,/!,P
mais,mais,82
j',je,51
en,en,52
ai,avoir,17
quasiment,quasiment,60
autant,autant,60
que,que,83
vous,vous,51
/.,/.,P
savez,savoir,17
vous,vous,51
seulement,seulement,60
c',ce,52
qui,qui,52
vous,vous,51
reste,rester,17
avec,avec,81
tous,tout,75
vos,votre,73
gribouillis,gribouillis,21
d'hypothèques,d'hypothéquer,17
et,et,82
d',de,81
empruntages,empruntage,21
",",",",p
et,et,82
d',de,81
intérêts,intérêt,21
qui,qui,52
n',ne,60
sont,être,17
pas,pas,60
payés,payer,12
et,et,82
qui,qui,52
s',se,51
augmentent,augmenter,17
à,à,81
chaque,chaque,75
terme,terme,21
/?,/?,P
savez,savoir,17
vous,vous,51
?,?,p
non,non,60
",",",",p
n',ne,60
est,être,17
ce,ce,52
pas,pas,60
/?,/?,P
eh,eh,93
bien,bien,60
",",",",p
je,je,51
vous,vous,51
promets,promettre,17
que,que,83
vous,vous,51
n',ne,60
avez,avoir,17
seulement,seulement,60
plus,plus,60
dix,dix,72
mille,mille,72
livres,livre,22
de,de,81
revenu,revenu,21
/.,/.,P
pas,pas,60
dix,dix,72
mille,mille,72
",",",",p
entendez,entendre,17
vous,vous,51
/.,/.,P
mais,mais,82
je,je,51
vas,aller,17
vous,vous,51
régler,régler,14
tout,tout,75
ça,ça,52
",",",",p
et,et,82
vite,vite,60
encore,encore,60
/.,/.,P
“,“,p
elle,il,51
s',se,51
était,être,18
remise,remettre,12
à,à,81
parler,parler,14
haut,haut,60
",",",",p
s',se,51
emportant,emporter,13
",",",",p
s',se,51
indignant,indigner,13
de,de,81
ces,ce,74
intérêts,intérêt,21
négligés,négligé,31
",",",",p
de,de,81
cette,ce,74
ruine,ruine,22
menaçante,menaçant,30
/.,/.,P
et,et,82
comme,comme,83
un,un,71
vague,vague,30
sourire,sourire,21
attendri,attendri,31
passait,passer,18
sur,sur,81
la,le,71
figure,figure,22
de,de,81
sa,son,73
maîtresse,maîtresse,22
",",",",p
elle,il,51
s',se,51
écria,écrier,19
",",",",p
révoltée,révolté,31
:,:,p
“,“,p
il,il,51
ne,ne,60
faut,falloir,17
pas,pas,60
rire,rire,14
de,de,81
ça,ça,52
",",",",p
madame,madame,22
",",",",p
parce que,parce que,83
sans,sans,81
argent,argent,21
",",",",p
il,il,51
n',ne,60
y,y,52
a,avoir,17
plus,plus,60
que,que,83
des,de,81
des,le,71
manants,manant,21
/.,/.,P
“,“,p
Jeanne,Jeanne,20
lui,lui,51
reprit,reprendre,19
les,le,71
mains,main,22
et,et,82
les,le,52
garda,garder,19
dans,dans,81
les,le,71
siennes,sien,52
;,;,p
puis,puis,60
elle,il,51
prononça,prononcer,19
lentement,lentement,60
",",",",p
toujours,toujours,60
poursuivie,poursuivi,31
par,par,81
la,le,71
pensée,pensée,22
qui,qui,52
l',le,52
obsédait,obséder,18
:,:,p
“,“,p
oh,oh,93
!,!,p
moi,moi,51
",",",",p
je,je,51
n',ne,60
ai,avoir,17
pas,pas,60
eu,avoir,12
de,de,81
chance,chance,22
/.,/.,P
tout,tout,52
a,avoir,17
mal,mal,60
tourné,tourner,12
pour,pour,81
moi,moi,51
/.,/.,P
la,le,71
fatalité,fatalité,22
s',se,51
est,être,17
acharnée,acharner,12
sur,sur,81
ma,mon,73
vie,vie,22
/.,/.,P
“,“,p
mais,mais,82
Rosalie,Rosalie,20
hocha,hocher,19
la,le,71
tête,tête,22
:,:,p
“,“,p
faut,falloir,17
pas,pas,60
dire,dire,14
ça,ça,52
",",",",p
madame,madame,22
",",",",p
faut,falloir,17
pas,pas,60
dire,dire,14
ça,ça,52
/.,/.,P
vous,vous,51
avez,avoir,17
mal,mal,60
été,être,12
mariée,marier,12
",",",",p
v'là,voilà,81
tout,tout,52
/.,/.,P
on,on,51
n',ne,60
se,se,51
marie,marier,17
pas,pas,60
comme,comme,83
ça,ça,52
aussi,aussi,60
",",",",p
sans,sans,81
seulement,seulement,60
connaître,connaître,14
son,son,73
prétendu,prétendu,31
/.,/.,P
“,“,p
et,et,82
elles,ils,51
continuèrent,continuer,19
à,à,81
parler,parler,14
d',de,81
elles,ils,51
ainsi,ainsi,60
qu',que,83
auraient,avoir,16
fait,faire,12
deux,deux,72
vieilles,vieux,30
amies,amie,22
/.,/.,P
le,le,71
soleil,soleil,21
se,se,51
leva,lever,19
comme,comme,83
elles,ils,51
causaient,causer,18
encore,encore,60
/.,/.,P
<12>,<>,<>
Rosalie,Rosalie,20
",",",",p
en,en,81
huit,huit,72
jours,jour,21
",",",",p
eut,avoir,19
pris,prendre,12
le,le,71
gouvernement,gouvernement,21
absolu,absolu,30
des,de,81
des,le,71
choses,chose,22
et,et,82
des,de,81
des,le,71
gens,gens,21
du,de,81
du,le,71
château,château,21
/.,/.,P
Jeanne,Jeanne,20
",",",",p
résignée,résigné,31
",",",",p
obéissait,obéir,18
passivement,passivement,60
/.,/.,P
faible,faible,30
et,et,82
traînant,traînant,30
les,le,71
jambes,jambe,22
comme,comme,83
jadis,jadis,60
petite,petit,30
mère,mère,22
",",",",p
elle,il,51
sortait,sortir,18
au,à,81
au,le,71
bras,bras,21
de,de,81
sa,son,73
servante,servante,22
qui,qui,52
la,le,52
promenait,promener,18
à,à,81
pas,pas,21
lents,lent,30
",",",",p
la,le,52
sermonnait,sermonner,18
",",",",p
la,le,52
réconfortait,réconforter,18
avec,avec,81
des,de,81
des,le,71
paroles,parole,22
brusques,brusque,30
et,et,82
tendres,tendre,30
",",",",p
la,le,52
traitant,traiter,13
comme,comme,83
une,un,52
enfant,enfant,21
malade,malade,30
/.,/.,P
elles,ils,51
causaient,causer,18
toujours,toujours,60
d',de,81
autrefois,autrefois,60
",",",",p
Jeanne,Jeanne,20
avec,avec,81
des,de,81
des,le,71
larmes,larme,22
dans,dans,81
la,le,71
gorge,gorge,22
",",",",p
Rosalie,Rosalie,20
avec,avec,81
le,le,71
ton,ton,21
tranquille,tranquille,30
des,de,81
des,le,71
paysans,paysan,21
impassibles,impassible,30
/.,/.,P
la,le,71
vieille,vieux,30
bonne,bonne,22
revint,revenir,19
plusieurs,plusieurs,75
fois,fois,22
sur,sur,81
les,le,71
questions,question,22
d',de,81
intérêts,intérêt,21
en,en,81
souffrance,souffrance,22
",",",",p
puis,puis,60
elle,il,51
exigea,exiger,19
qu',que,83
on,on,51
lui,lui,51
livrât,livrer,18
les,le,71
papiers,papier,21
que,que,52
Jeanne,Jeanne,20
",",",",p
ignorante,ignorant,30
de,de,81
toute,tout,75
affaire,affaire,22
",",",",p
lui,lui,51
cachait,cacher,18
par,par,81
honte,honte,22
pour,pour,81
son,son,73
fils,fils,21
/.,/.,P
alors,alors,60
",",",",p
pendant,pendant,81
une,un,71
semaine,semaine,22
",",",",p
Rosalie,Rosalie,20
fit,faire,19
chaque,chaque,75
jour,jour,21
un,un,71
voyage,voyage,21
à,à,81
Fécamp,Fécamp,20
pour,pour,81
se,se,51
faire,faire,14
expliquer,expliquer,14
les,le,71
choses,chose,22
par,par,81
un,un,71
notaire,notaire,21
qu',que,52
elle,il,51
connaissait,connaître,18
/.,/.,P
puis,puis,60
un,un,71
soir,soir,21
",",",",p
après,après,81
avoir,avoir,14
mis,mettre,12
au,à,81
au,le,71
lit,lit,21
sa,son,73
maîtresse,maîtresse,22
",",",",p
elle,il,51
s',se,51
assit,asseoir,19
à,à,81
son,son,73
chevet,chevet,21
",",",",p
et,et,82
brusquement,brusquement,60
:,:,p
“,“,p
maintenant,maintenant,60
que,que,83
vous,vous,51
v'là,voilà,81
couchée,couché,31
",",",",p
madame,madame,22
",",",",p
nous,nous,51
allons,aller,17
causer,causer,14
/.,/.,P
“,“,p
et,et,82
elle,il,51
exposa,exposer,19
la,le,71
situation,situation,22
/.,/.,P
lorsque,lorsque,83
tout,tout,52
serait,être,16
réglé,régler,12
",",",",p
il,il,51
resterait,rester,16
environ,environ,60
sept,sept,72
à,à,81
huit,huit,72
mille,mille,72
francs,franc,21
de,de,81
rentes,rente,22
/.,/.,P
rien,rien,52
de,de,81
plus,plus,60
/.,/.,P
Jeanne,Jeanne,20
répondit,répondre,19
:,:,p
“,“,p
que,que,52
veux,vouloir,17
tu,tu,51
",",",",p
ma,mon,73
fille,fille,22
/?,/?,P
je,je,51
sens,sentir,17
bien,bien,60
que,que,83
je,je,51
ne,ne,60
ferai,faire,15
pas,pas,60
de,de,81
vieux,vieux,30
os,os,21
;,;,p
j',je,51
en,en,52
aurai,avoir,15
toujours,toujours,60
assez,assez,60
/.,/.,P
“,“,p
mais,mais,82
Rosalie,Rosalie,20
se,se,51
fâcha,fâcher,19
:,:,p
“,“,p
vous,vous,51
",",",",p
madame,madame,22
",",",",p
c',ce,52
est,être,17
possible,possible,30
;,;,p
mais,mais,82
monsieur,monsieur,21
Paul,Paul,20
",",",",p
vous,vous,51
ne,ne,60
lui,lui,51
laisserez,laisser,15
rien,rien,52
alors,alors,60
?,?,p
“,“,p
Jeanne,Jeanne,20
frissonna,frissonner,19
/.,/.,P
“,“,p
je,je,51
t',tu,51
en,en,52
prie,prier,17
",",",",p
ne,ne,60
me,je,51
parle,parler,17
jamais,jamais,60
de,de,81
lui,lui,51
/.,/.,P
je,je,51
souffre,souffrir,17
trop,trop,60
quand,quand,83
j',je,51
y,y,52
pense,penser,17
/.,/.,P
-,-,p
-,-,p
je,je,51
veux,vouloir,17
vous,vous,51
en,en,52
parler,parler,14
au,à,81
au,le,71
contraire,contraire,21
",",",",p
parce que,parce que,83
vous,vous,51
n',ne,60
êtes,être,17
pas,pas,60
brave,brave,30
",",",",p
voyez,voir,17
vous,vous,51
",",",",p
madame,madame,22
Jeanne,Jeanne,20
/.,/.,P
il,il,51
fait,faire,17
des,de,81
des,le,71
bêtises,bêtise,22
;,;,p
eh,eh,93
bien,bien,60
",",",",p
il,il,51
n',ne,60
en,en,52
fera,faire,15
pas,pas,60
toujours,toujours,60
:,:,p
et,et,82
puis,puis,60
il,il,51
se,se,51
mariera,marier,15
",",",",p
il,il,51
aura,avoir,15
des,de,81
des,le,71
enfants,enfant,21
/.,/.,P
il,il,51
faudra,falloir,15
de,de,81
l',le,71
argent,argent,21
pour,pour,81
les,le,52
élever,élever,14
/.,/.,P
écoutez,écouter,17
moi,moi,51
bien,bien,60
:,:,p
vous,vous,51
allez,aller,17
vendre,vendre,14
les,le,71
Peuples,Peuple,20
!,!,p
/…,/…,P
“,“,p
Jeanne,Jeanne,20
",",",",p
d',de,81
un,un,71
sursaut,sursaut,21
",",",",p
s',se,51
assit,asseoir,19
dans,dans,81
son,son,73
lit,lit,21
:,:,p
“,“,p
vendre,vendre,14
les,le,71
Peuples,Peuple,20
/!,/!,P
y,y,52
penses,penser,17
tu,tu,51
/?,/?,P
oh,oh,93
!,!,p
jamais,jamais,60
",",",",p
par,par,81
exemple,exemple,21
!,!,p
“,“,p
mais,mais,82
Rosalie,Rosalie,20
ne,ne,60
se,se,51
troubla,troubler,19
pas,pas,60
/.,/.,P
“,“,p
je,je,51
vous,vous,51
dis,dire,17
que,que,83
vous,vous,51
les,le,52
vendrez,vendre,15
",",",",p
moi,moi,51
",",",",p
madame,madame,22
",",",",p
parce qu',parce que,83
il,il,51
le,le,52
faut,falloir,17
/.,/.,P
“,“,p
et,et,82
elle,il,51
expliqua,expliquer,19
ses,son,73
calculs,calcul,21
",",",",p
ses,son,73
projets,projet,21
",",",",p
ses,son,73
raisonnements,raisonnement,21
/.,/.,P
une,un,71
fois,fois,22
les,le,71
Peuples,Peuple,20
et,et,82
les,le,71
deux,deux,72
fermes,ferme,22
attenantes,attenant,30
vendues,vendu,31
à,à,81
un,un,71
amateur,amateur,21
qu',que,52
elle,il,51
avait,avoir,18
trouvé,trouver,12
",",",",p
on,on,51
garderait,garder,16
quatre,quatre,72
fermes,ferme,22
situées,situé,31
à,à,81
Saint,Saint,20
Léonard,Léonard,20
",",",",p
et,et,82
qui,qui,52
",",",",p
dégrevées,dégrevé,31
de,de,81
toute,tout,75
hypothèque,hypothèque,22
",",",",p
constitueraient,constituer,16
un,un,71
revenu,revenu,21
de,de,81
huit,huit,72
mille,mille,72
trois,trois,72
cents,cent,72
francs,franc,21
/.,/.,P
on,on,51
mettrait,mettre,16
de,de,81
côté,côté,21
treize,treize,72
cents,cent,72
francs,franc,21
par,par,81
an,an,21
pour,pour,81
les,le,71
réparations,réparation,22
et,et,82
l',le,71
entretien,entretien,21
des,de,81
des,le,71
biens,bien,21
;,;,p
il,il,51
resterait,rester,16
donc,donc,82
sept,sept,72
mille,mille,72
francs,franc,21
sur,sur,81
lesquels,lequel,52
on,on,51
prendrait,prendre,16
cinq,cinq,72
mille,mille,72
pour,pour,81
les,le,71
dépenses,dépense,22
de,de,81
l',le,71
année,année,22
;,;,p
et,et,82
on,on,51
en,en,52
réserverait,réserver,16
deux,deux,72
mille,mille,72
pour,pour,81
former,former,14
une,un,71
caisse,caisse,22
de,de,81
prévoyance,prévoyance,22
/.,/.,P
elle,il,51
ajouta,ajouter,19
:,:,p
“,“,p
tout,tout,75
le,le,71
reste,reste,21
est,être,17
mangé,manger,12
",",",",p
c',ce,52
est,être,17
fini,finir,12
/.,/.,P
et,et,82
puis,puis,60
c',ce,52
est,être,17
moi,moi,51
qui,qui,52
garderai,garder,15
la,le,71
clef,clé,22
",",",",p
vous,vous,51
entendez,entendre,17
;,;,p
et,et,82
quant,quand,83
à,à,81
monsieur,monsieur,21
Paul,Paul,20
",",",",p
il,il,51
n',ne,60
aura,avoir,15
plus,plus,60
rien,rien,52
",",",",p
mais,mais,82
rien,rien,52
;,;,p
il,il,51
vous,vous,51
prendrait,prendre,16
jusqu',jusque,81
au,à,81
au,le,71
dernier,dernier,30
sou,sou,21
/.,/.,P
“,“,p
Jeanne,Jeanne,20
",",",",p
qui,qui,52
pleurait,pleurer,18
en,en,81
silence,silence,21
",",",",p
murmura,murmurer,19
:,:,p
“,“,p
mais,mais,82
s',si,83
il,il,51
n',ne,60
a,avoir,17
pas,pas,60
de,de,81
quoi,quoi,52
manger,manger,14
/?,/?,P
-,-,p
il,il,51
viendra,venir,15
manger,manger,14
chez,chez,81
nous,nous,51
",",",",p
donc,donc,82
",",",",p
s',si,83
il,il,51
a,avoir,17
faim,faim,22
/.,/.,P
il,il,51
y,y,52
aura,avoir,15
toujours,toujours,60
un,un,71
lit,lit,21
et,et,82
du,de,81
du,le,71
fricot,fricot,21
pour,pour,81
lui,lui,51
/.,/.,P
croyez,croire,17
vous,vous,51
qu',que,83
il,il,51
aurait,avoir,16
fait,faire,12
toutes,tout,75
ces,ce,74
bêtises,bêtise,22
là,là,60
si,si,83
vous,vous,51
ne,ne,60
lui,lui,51
aviez,avoir,18
pas,pas,60
donné,donner,12
un,un,71
sou,sou,21
du,de,81
du,le,71
commencement,commencement,21
/?,/?,P
-,-,p
mais,mais,82
il,il,51
avait,avoir,18
des,de,81
des,le,71
dettes,dette,22
",",",",p
il,il,51
aurait,avoir,16
été,être,12
déshonoré,déshonorer,12
/.,/.,P
-,-,p
quand,quand,83
vous,vous,51
n',ne,60
aurez,avoir,15
plus,plus,60
rien,rien,52
",",",",p
ça,ça,52
l',le,52
empêchera,empêcher,15
t,t,94
il,il,51
d',de,81
en,en,52
faire,faire,14
/?,/?,P
vous,vous,51
avez,avoir,17
payé,payer,12
",",",",p
c',ce,52
est,être,17
bien,bien,60
;,;,p
mais,mais,82
vous,vous,51
ne,ne,60
paierez,payer,15
plus,plus,60
",",",",p
c',ce,52
est,être,17
moi,moi,51
qui,qui,52
vous,vous,51
le,le,52
dis,dire,17
/.,/.,P
maintenant,maintenant,60
",",",",p
bonsoir,bonsoir,21
",",",",p
madame,madame,22
/.,/.,P
“,“,p
et,et,82
elle,il,51
s',se,51
en,en,52
alla,aller,19
/.,/.,P
Jeanne,Jeanne,20
ne,ne,60
dormit,dormir,19
point,point,60
",",",",p
bouleversée,bouleversé,31
à,à,81
la,le,71
pensée,pensée,22
de,de,81
vendre,vendre,14
les,le,71
Peuples,Peuple,20
",",",",p
de,de,81
s',se,51
en,en,52
aller,aller,14
",",",",p
de,de,81
quitter,quitter,14
cette,ce,74
maison,maison,22
où,où,60
toute,tout,75
sa,son,73
vie,vie,22
était,être,18
attachée,attacher,12
/.,/.,P
quand,quand,83
elle,il,51
vit,voir,19
entrer,entrer,14
Rosalie,Rosalie,20
dans,dans,81
sa,son,73
chambre,chambre,22
",",",",p
le,le,71
lendemain,lendemain,21
",",",",p
elle,il,51
lui,lui,51
dit,dire,19
:,:,p
“,“,p
ma,mon,73
pauvre,pauvre,30
fille,fille,22
",",",",p
je,je,51
ne,ne,60
pourrai,pouvoir,15
jamais,jamais,60
me,je,51
décider,décider,14
à,à,81
m',je,51
éloigner,éloigner,14
d',de,81
ici,ici,60
/.,/.,P
“,“,p
mais,mais,82
la,le,71
bonne,bonne,22
se,se,51
fâcha,fâcher,19
:,:,p
“,“,p
faut,falloir,17
que,que,83
ça,ça,52
soit,être,17
comme,comme,83
ça,ça,52
pourtant,pourtant,60
",",",",p
madame,madame,22
/.,/.,P
le,le,71
notaire,notaire,21
va,aller,17
venir,venir,14
tantôt,tantôt,60
avec,avec,81
celui,celui,52
qui,qui,52
a,avoir,17
envie,envie,22
du,de,81
du,le,71
château,château,21
/.,/.,P
sans,sans,81
ça,ça,52
",",",",p
dans,dans,81
quatre,quatre,72
ans,an,21
",",",",p
vous,vous,51
n',ne,60
auriez,avoir,16
plus,plus,60
un,un,71
radis,radis,21
/.,/.,P
“,“,p
Jeanne,Jeanne,20
restait,rester,18
anéantie,anéanti,31
",",",",p
répétant,répéter,13
:,:,p
“,“,p
je,je,51
ne,ne,60
pourrai,pouvoir,15
pas,pas,60
;,;,p
je,je,51
ne,ne,60
pourrai,pouvoir,15
jamais,jamais,60
/.,/.,P
“,“,p
une,un,71
heure,heure,22
plus,plus,60
tard,tard,60
",",",",p
le,le,71
facteur,facteur,21
lui,lui,51
remit,remettre,19
une,un,71
lettre,lettre,22
de,de,81
Paul,Paul,20
qui,qui,52
demandait,demander,18
encore,encore,60
dix,dix,72
mille,mille,72
francs,franc,21
/.,/.,P
que,que,52
faire,faire,14
/?,/?,P
éperdue,éperdu,30
",",",",p
elle,il,51
consulta,consulter,19
Rosalie,Rosalie,20
qui,qui,52
leva,lever,19
les,le,71
bras,bras,21
:,:,p
“,“,p
qu',que,52
est,être,17
ce,ce,52
que,que,52
je,je,51
vous,vous,51
disais,dire,18
",",",",p
madame,madame,22
/?,/?,P
ah,ah,93
!,!,p
vous,vous,51
auriez,avoir,16
été,être,12
propres,propre,30
tous,tout,75
les,le,71
deux,deux,72
si,si,83
je,je,51
n',ne,60
étais,être,18
pas,pas,60
revenue,revenir,12
!,!,p
“,“,p
et,et,82
Jeanne,Jeanne,20
",",",",p
pliant,plier,13
sous,sous,81
la,le,71
volonté,volonté,22
de,de,81
sa,son,73
bonne,bonne,22
",",",",p
répondit,répondre,19
au,à,81
au,le,71
jeune,jeune,30
homme,homme,21
:,:,p
“,“,p
mon,mon,73
cher,cher,30
fils,fils,21
",",",",p
je,je,51
ne,ne,60
puis,pouvoir,17
plus,plus,60
rien,rien,52
pour,pour,81
toi,toi,51
/.,/.,P
tu,tu,51
m',je,51
as,avoir,17
ruinée,ruiner,12
;,;,p
je,je,51
me,je,51
vois,voir,17
même,même,60
forcée,forcé,31
de,de,81
vendre,vendre,14
les,le,71
Peuples,Peuple,20
/.,/.,P
mais,mais,82
n',ne,60
oublie,oublier,17
point,point,60
que,que,83
j',je,51
aurai,avoir,15
toujours,toujours,60
un,un,71
abri,abri,21
quand,quand,83
tu,tu,51
voudras,vouloir,15
te,tu,51
réfugier,réfugier,14
auprès,auprès,60
de,de,81
ta,ton,73
vieille,vieux,30
mère,mère,22
que,que,52
tu,tu,51
as,avoir,17
bien,bien,60
fait,faire,12
souffrir,souffrir,14
/.,/.,P
“,“,p
Jeanne,Jeanne,20
/.,/.,P
“,“,p
et,et,82
lorsque,lorsque,83
le,le,71
notaire,notaire,21
arriva,arriver,19
avec,avec,81
monsieur,monsieur,21
Jeoffrin,Jeoffrin,20
",",",",p
ancien,ancien,30
raffineur,raffineur,21
de,de,81
sucre,sucre,21
",",",",p
elle,il,51
les,le,52
reçut,recevoir,19
elle-même,lui-même,51
et,et,82
les,le,52
invita,inviter,19
à,à,81
tout,tout,52
visiter,visiter,14
en,en,81
détail,détail,21
/.,/.,P
un,un,71
mois,mois,21
plus,plus,60
tard,tard,60
",",",",p
elle,il,51
signait,signer,18
le,le,71
contrat,contrat,21
de,de,81
vente,vente,22
",",",",p
et,et,82
achetait,acheter,18
en,en,81
même,même,75
temps,temps,21
une,un,71
petite,petit,30
maison,maison,22
bourgeoise,bourgeois,30
sise,sis,31
auprès,auprès,60
de,de,81
Goderville,Goderville,20
",",",",p
sur,sur,81
la,le,71
grand-route,grand-route,22
de,de,81
Montivilliers,Montivilliers,20
",",",",p
dans,dans,81
le,le,71
hameau,hameau,21
de,de,81
Batteville,Batteville,20
/.,/.,P
puis,puis,60
",",",",p
jusqu',jusque,81
au,à,81
au,le,71
soir,soir,21
elle,il,51
se,se,51
promena,promener,19
toute,tout,60
seule,seul,30
dans,dans,81
l',le,71
allée,allée,22
de,de,81
petite,petit,30
mère,mère,22
",",",",p
le,le,71
coeur,coeur,21
déchiré,déchiré,31
et,et,82
l',le,71
esprit,esprit,21
en,en,81
détresse,détresse,22
",",",",p
adressant,adresser,13
à,à,81
l',le,71
horizon,horizon,21
",",",",p
aux,à,81
aux,le,71
arbres,arbre,21
",",",",p
au,à,81
au,le,71
banc,banc,21
vermoulu,vermoulu,30
sous,sous,81
le,le,71
platane,platane,21
",",",",p
à,à,81
toutes,tout,75
ces,ce,74
choses,chose,22
si,si,60
connues,connu,31
qu',que,83
elles,ils,51
semblaient,sembler,18
entrées,entré,31
dans,dans,81
ses,son,73
yeux,oeil,21
et,et,82
dans,dans,81
son,son,73
âme,âme,22
",",",",p
au,à,81
au,le,71
bosquet,bosquet,21
",",",",p
au,à,81
au,le,71
talus,talus,21
devant,devant,81
la,le,71
lande,lande,22
où,où,60
elle,il,51
s',se,51
était,être,18
si,si,60
souvent,souvent,60
assise,asseoir,12
",",",",p
d',de,81
où,où,60
elle,il,51
avait,avoir,18
vu,voir,12
courir,courir,14
vers,vers,81
la,le,71
mer,mer,22
le,le,71
comte,comte,21
de,de,81
Fourville,Fourville,20
en,en,81
ce,ce,74
jour,jour,21
terrible,terrible,30
de,de,81
la,le,71
mort,mort,22
de,de,81
Julien,Julien,20
",",",",p
à,à,81
un,un,71
vieil,vieux,30
orme,orme,21
sans,sans,81
tête,tête,22
contre,contre,81
lequel,lequel,52
elle,il,51
s',se,51
appuyait,appuyer,18
souvent,souvent,60
",",",",p
à,à,81
tout,tout,75
ce,ce,74
jardin,jardin,21
familier,familier,30
",",",",p
des,de,81
des,le,71
adieux,adieu,21
désespérés,désespéré,31
et,et,82
sanglotants,sanglotant,30
/.,/.,P
Rosalie,Rosalie,20
vint,venir,19
la,le,52
prendre,prendre,14
par,par,81
le,le,71
bras,bras,21
pour,pour,81
la,le,52
forcer,forcer,14
à,à,81
rentrer,rentrer,14
/.,/.,P
un,un,71
grand,grand,30
paysan,paysan,21
de,de,81
vingt,vingt,72
cinq,cinq,72
ans,an,21
attendait,attendre,18
devant,devant,81
la,le,71
porte,porte,22
/.,/.,P
il,il,51
la,le,52
salua,saluer,19
d',de,81
un,un,71
ton,ton,21
amical,amical,30
comme,comme,83
s',si,83
il,il,51
la,le,52
connaissait,connaître,18
de,de,81
longtemps,longtemps,60
/.,/.,P
“,“,p
bonjour,bonjour,21
",",",",p
madame,madame,22
Jeanne,Jeanne,20
",",",",p
ça,ça,52
va,aller,17
bien,bien,60
/?,/?,P
la,le,71
mère,mère,22
m',je,51
a,avoir,17
dit,dire,12
de,de,81
venir,venir,14
pour,pour,81
le,le,71
déménagement,déménagement,21
/.,/.,P
je,je,51
