12029
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Vingt et unième extrait>,<>,<>
",",",",p
à,à,81
Livarot,Livarot,20
/.,/.,P
anciennement,anciennement,60
",",",",p
les,le,71
bornes,borne,22
des,de,81
des,le,71
routes,route,22
et,et,82
même,même,60
les,le,71
arbres,arbre,21
avaient,avoir,18
la,le,71
signification,signification,22
de,de,81
phallus,phallus,21
-,-,p
et,et,82
pour,pour,81
Bouvard,Bouvard,20
et,et,82
Pécuchet,Pécuchet,20
tout,tout,52
devint,devenir,19
phallus,phallus,21
/.,/.,P
ils,ils,51
recueillirent,recueillir,19
des,de,81
des,le,71
palonniers,palonnier,21
de,de,81
voiture,voiture,22
",",",",p
des,de,81
des,le,71
jambes,jambe,22
de,de,81
fauteuil,fauteuil,21
",",",",p
des,de,81
des,le,71
verrous,verrou,21
de,de,81
cave,cave,22
",",",",p
des,de,81
des,le,71
pilons,pilon,21
de,de,81
pharmacien,pharmacien,21
/.,/.,P
quand,quand,83
on,on,51
venait,venir,18
les,le,52
voir,voir,14
",",",",p
ils,ils,51
demandaient,demander,18
:,:,p
“,“,p
à,à,81
qui,qui,52
trouvez,trouver,17
vous,vous,51
que,que,83
cela,cela,52
ressemble,ressembler,17
?,?,p
puis,puis,60
",",",",p
confiaient,confier,18
le,le,71
mystère,mystère,21
-,-,p
et,et,82
si,si,83
l',l',94
on,on,51
se,se,51
récriait,récrier,18
",",",",p
ils,ils,51
levaient,lever,18
",",",",p
de,de,81
pitié,pitié,22
",",",",p
les,le,71
épaules,épaule,22
/.,/.,P
un,un,71
soir,soir,21
",",",",p
qu',que,52
ils,ils,51
rêvaient,rêver,18
aux,à,81
aux,le,71
dogmes,dogme,21
des,de,81
des,le,71
druides,druide,21
",",",",p
l',le,71
abbé,abbé,21
se,se,51
présenta,présenter,19
",",",",p
discrètement,discrètement,60
/.,/.,P
tout,tout,60
de,de,81
suite,suite,22
",",",",p
ils,ils,51
montrèrent,montrer,19
le,le,71
musée,musée,21
",",",",p
en,en,81
commençant,commencer,13
par,par,81
le,le,71
vitrail,vitrail,21
",",",",p
mais,mais,82
il,il,51
leur,leur,52
tardait,tarder,18
d',de,81
arriver,arriver,14
à,à,81
un,un,71
compartiment,compartiment,21
nouveau,nouveau,30
",",",",p
celui,celui,52
des,de,81
des,le,71
Phallus,Phallus,20
/.,/.,P
l',le,71
ecclésiastique,ecclésiastique,21
les,le,52
arrêta,arrêter,19
",",",",p
jugeant,juger,13
l',le,71
exhibition,exhibition,22
indécente,indécent,30
/.,/.,P
il,il,51
venait,venir,18
réclamer,réclamer,14
son,son,73
font,faire,17
baptismal,baptismal,30
/.,/.,P
Bouvard,Bouvard,20
et,et,82
Pécuchet,Pécuchet,20
implorèrent,implorer,19
quinze,quinze,72
jours,jour,21
encore,encore,60
",",",",p
le,le,71
temps,temps,21
d',de,81
en,en,52
prendre,prendre,14
un,un,71
moulage,moulage,21
/.,/.,P
-,-,p
“,“,p
le,le,71
plus,plus,60
tôt,tôt,60
sera,être,15
le,le,71
mieux,mieux,60
“,“,p
dit,dire,12
l',le,71
abbé,abbé,21
/.,/.,P
puis,puis,60
il,il,51
causa,causer,19
de,de,81
choses,chose,22
indifférentes,indifférent,30
/.,/.,P
Pécuchet,Pécuchet,20
qui,qui,52
s',se,51
était,être,18
absenté,absenter,12
une,un,71
minute,minute,22
",",",",p
lui,lui,51
glissa,glisser,19
dans,dans,81
la,le,71
main,main,22
un,un,71
napoléon,napoléon,21
/.,/.,P
le,le,71
prêtre,prêtre,21
fit,faire,19
un,un,71
mouvement,mouvement,21
en,en,81
arrière,arrière,21
/.,/.,P
-,-,p
“,“,p
ah,ah,93
!,!,p
pour,pour,81
vos,votre,73
pauvres,pauvre,21
/!,/!,P
et,et,82
monsieur,monsieur,21
Jeufroy,Jeufroy,20
",",",",p
en,en,81
rougissant,rougir,13
fourra,fourrer,19
la,le,71
pièce,pièce,22
d',de,81
or,or,21
dans,dans,81
sa,son,73
soutane,soutane,22
/.,/.,P
rendre,rendre,14
la,le,71
cuve,cuve,22
",",",",p
la,le,71
cuve,cuve,22
aux,à,81
aux,le,71
sacrifices,sacrifice,21
/?,/?,P
jamais,jamais,60
de,de,81
la,le,71
vie,vie,22
/!,/!,P
ils,ils,51
voulaient,vouloir,18
même,même,60
apprendre,apprendre,14
l',le,71
hébreu,hébreu,21
",",",",p
qui,qui,52
est,être,17
la,le,71
langue,langue,22
mère,mère,22
du,de,81
du,le,71
celtique,celtique,30
",",",",p
à,à,81
moins,moins,60
qu',que,83
elle,il,51
n',ne,60
en,en,52
dérive,dériver,17
?,?,p
et,et,82
ils,ils,51
allaient,aller,18
faire,faire,14
le,le,71
voyage,voyage,21
de,de,81
la,le,71
Bretagne,Bretagne,20
",",",",p
-,-,p
en,en,81
commençant,commencer,13
par,par,81
Rennes,Rennes,20
où,où,60
ils,ils,51
avaient,avoir,18
un,un,71
rendez-vous,rendez-vous,21
avec,avec,81
Larsonneur,Larsonneur,20
",",",",p
pour,pour,81
étudier,étudier,14
cette,ce,74
urne,urne,22
mentionnée,mentionné,31
dans,dans,81
les,le,71
mémoires,mémoire,22
de,de,81
l',le,71
académie,académie,22
celtique,celtique,30
et,et,82
qui,qui,52
paraît,paraître,17
avoir,avoir,14
contenu,contenir,12
les,le,71
cendres,cendre,22
de,de,81
la,le,71
reine,reine,22
Artémise,Artémise,20
-,-,p
quand,quand,83
le,le,71
maire,maire,21
entra,entrer,19
",",",",p
le,le,71
chapeau,chapeau,21
sur,sur,81
la,le,71
tête,tête,22
",",",",p
sans,sans,81
façon,façon,22
",",",",p
en,en,81
homme,homme,21
grossier,grossier,30
qu',que,52
il,il,51
était,être,18
/.,/.,P
-,-,p
“,“,p
ce,ce,52
n',ne,60
est,être,17
pas,pas,60
tout,tout,52
ça,ça,52
",",",",p
mes,mon,73
petits,petit,30
pères,père,21
/!,/!,P
il,il,51
faut,falloir,17
le,le,52
rendre,rendre,14
/!,/!,P
quoi,quoi,52
donc,donc,82
/?,/?,P
farceurs,farceur,21
!,!,p
je,je,51
sais,savoir,17
bien,bien,60
que,que,83
vous,vous,51
le,le,52
cachez,cacher,17
/!,/!,P
on,on,51
les,le,52
avait,avoir,18
trahis,trahir,12
/.,/.,P
ils,ils,51
répliquèrent,répliquer,19
qu',que,83
ils,ils,51
le,le,52
détenaient,détenir,18
avec,avec,81
la,le,71
permission,permission,22
de,de,81
monsieur,monsieur,21
le,le,71
curé,curé,21
/.,/.,P
-,-,p
“,“,p
nous,nous,51
allons,aller,17
voir,voir,14
/.,/.,P
“,“,p
et,et,82
Foureau,Foureau,20
s',se,51
éloigna,éloigner,19
/.,/.,P
il,il,51
revint,revenir,19
",",",",p
une,un,71
heure,heure,22
après,après,81
/.,/.,P
-,-,p
“,“,p
le,le,71
curé,curé,21
dit,dire,19
que,que,83
non,non,60
/!,/!,P
venez,venir,17
vous,vous,51
expliquer,expliquer,14
/.,/.,P
“,“,p
ils,ils,51
s',se,51
obstinèrent,obstiner,19
/.,/.,P
d'abord,d'abord,60
on,on,51
n',ne,60
avait,avoir,18
pas,pas,60
besoin,besoin,21
de,de,81
ce,ce,74
bénitier,bénitier,21
",",",",p
-,-,p
qui,qui,52
n',ne,60
était,être,18
pas,pas,60
un,un,71
bénitier,bénitier,21
/.,/.,P
ils,ils,51
le,le,52
prouveraient,prouver,16
par,par,81
une,un,71
foule,foule,22
de,de,81
raisons,raison,22
scientifiques,scientifique,30
/.,/.,P
puis,puis,60
",",",",p
ils,ils,51
offrirent,offrir,19
de,de,81
reconnaître,reconnaître,14
",",",",p
dans,dans,81
leur,leur,73
testament,testament,21
",",",",p
qu',que,83
il,il,51
appartenait,appartenir,18
à,à,81
la,le,71
commune,commune,22
/.,/.,P
ils,ils,51
proposèrent,proposer,19
même,même,60
de,de,81
l',le,52
acheter,acheter,14
/.,/.,P
-,-,p
“,“,p
et,et,82
d',de,81
ailleurs,ailleurs,60
",",",",p
c',ce,52
est,être,17
mon,mon,73
bien,bien,21
!,!,p
répétait,répéter,18
Pécuchet,Pécuchet,20
/.,/.,P
les,le,71
vingt,vingt,72
francs,franc,21
",",",",p
acceptés,accepté,31
par,par,81
monsieur,monsieur,21
Jeufroy,Jeufroy,20
",",",",p
étaient,être,18
une,un,71
preuve,preuve,22
du,de,81
du,le,71
contrat,contrat,21
-,-,p
et,et,82
s',si,83
il,il,51
fallait,falloir,18
comparaître,comparaître,14
devant,devant,81
le,le,71
juge,juge,21
de,de,81
paix,paix,22
",",",",p
tant,tant,60
pis,pis,60
",",",",p
il,il,51
ferait,faire,16
un,un,71
faux,faux,30
serment,serment,21
/!,/!,P
pendant,pendant,81
ces,ce,74
débats,débat,21
",",",",p
il,il,51
avait,avoir,18
revu,revoir,12
la,le,71
soupière,soupière,22
",",",",p
plusieurs,plusieurs,75
fois,fois,22
;,;,p
et,et,82
dans,dans,81
son,son,73
âme,âme,22
s',se,51
était,être,18
développé,développer,12
le,le,71
désir,désir,21
",",",",p
la,le,71
soif,soif,22
",",",",p
le,le,71
prurit,prurit,21
de,de,81
cette,ce,74
faïence,faïence,22
/.,/.,P
si,si,83
on,on,51
voulait,vouloir,18
la,le,52
lui,lui,51
donner,donner,14
",",",",p
il,il,51
remettrait,remettre,16
la,le,71
cuve,cuve,22
/.,/.,P
autrement,autrement,60
",",",",p
non,non,60
/.,/.,P
par,par,81
fatigue,fatigue,22
ou,ou,82
peur,peur,22
du,de,81
du,le,71
scandale,scandale,21
",",",",p
monsieur,monsieur,21
Jeufroy,Jeufroy,20
la,le,52
céda,céder,19
/.,/.,P
elle,il,51
fut,être,19
mise,mettre,12
dans,dans,81
leur,leur,73
collection,collection,22
",",",",p
près,près,81
du,de,81
du,le,71
bonnet,bonnet,21
de,de,81
Cauchoise,Cauchois,20
/.,/.,P
la,le,71
cuve,cuve,22
décora,décorer,19
le,le,71
porche,porche,21
de,de,81
l',le,71
église,église,22
;,;,p
et,et,82
ils,ils,51
se,se,51
consolèrent,consoler,19
de,de,81
ne,ne,60
plus,plus,60
l',le,52
avoir,avoir,14
par,par,81
cette,ce,74
idée,idée,22
que,que,83
les,le,71
gens,gens,21
de,de,81
Chavignolles,Chavignolles,20
en,en,52
ignoraient,ignorer,18
la,le,71
valeur,valeur,22
/.,/.,P
mais,mais,82
la,le,71
soupière,soupière,22
leur,leur,52
inspira,inspirer,19
le,le,71
goût,goût,21
des,de,81
des,le,71
faïences,faïence,22
-,-,p
nouveau,nouveau,30
sujet,sujet,21
d',de,81
études,étude,22
et,et,82
d',de,81
explorations,exploration,22
dans,dans,81
la,le,71
campagne,campagne,22
/.,/.,P
c',ce,52
était,être,18
l',le,71
époque,époque,22
où,où,60
les,le,71
gens,gens,21
distingués,distingué,31
recherchaient,rechercher,18
les,le,71
vieux,vieux,21
plats,plat,30
de,de,81
Rouen,Rouen,20
/.,/.,P
le,le,71
notaire,notaire,21
en,en,52
possédait,posséder,18
quelques-uns,quelqu'un,52
",",",",p
et,et,82
tirait,tirer,18
de,de,81
là,là,60
comme,comme,83
une,un,71
réputation,réputation,22
d',de,81
artiste,artiste,21
",",",",p
préjudiciable,préjudiciable,30
à,à,81
son,son,73
métier,métier,21
",",",",p
mais,mais,82
qu',que,83
il,il,51
rachetait,racheter,18
par,par,81
des,de,81
des,le,71
côtés,côté,21
sérieux,sérieux,30
/.,/.,P
quand,quand,83
il,il,51
sut,savoir,19
que,que,83
Bouvard,Bouvard,20
et,et,82
Pécuchet,Pécuchet,20
avaient,avoir,18
acquis,acquérir,12
la,le,71
soupière,soupière,22
",",",",p
il,il,51
vint,venir,19
leur,leur,52
proposer,proposer,14
un,un,71
échange,échange,21
/.,/.,P
Pécuchet,Pécuchet,20
s',se,51
y,y,52
refusa,refuser,19
/.,/.,P
-,-,p
“,“,p
n',ne,60
en,en,52
parlons,parler,17
plus,plus,60
!,!,p
et,et,82
Marescot,Marescot,20
examina,examiner,19
leur,leur,73
céramique,céramique,22
/.,/.,P
toutes,tout,75
les,le,71
pièces,pièce,22
accrochées,accroché,31
le,le,71
long,long,21
des,de,81
des,le,71
murs,mur,21
étaient,être,18
bleues,bleu,30
sur,sur,81
un,un,71
fond,fond,21
d',de,81
une,un,71
blancheur,blancheur,22
malpropre,malpropre,30
;,;,p
-,-,p
et,et,82
quelques-unes,quelqu'un,52
étalaient,étaler,18
leur,leur,73
corne,corne,22
d',de,81
abondance,abondance,22
aux,à,81
aux,le,71
tons,ton,21
verts,vert,30
et,et,82
rougeâtres,rougeâtre,30
",",",",p
plats,plat,21
à,à,81
barbe,barbe,22
",",",",p
assiettes,assiette,22
et,et,82
soucoupes,soucoupe,22
",",",",p
objets,objet,21
longtemps,longtemps,60
poursuivis,poursuivi,31
et,et,82
rapportés,rapporté,31
sur,sur,81
le,le,71
coeur,coeur,21
",",",",p
dans,dans,81
le,le,71
sinus,sinus,21
de,de,81
la,le,71
redingote,redingote,22
/.,/.,P
Marescot,Marescot,20
en,en,52
fit,faire,19
l',le,71
éloge,éloge,21
",",",",p
parla,parler,19
des,de,81
des,le,71
autres,autre,75
faïences,faïence,22
",",",",p
de,de,81
l',le,71
hispano-arabe,hispano-arabe,21
",",",",p
de,de,81
la,le,71
hollandaise,hollandais,30
",",",",p
de,de,81
l',le,71
anglaise,anglaise,22
",",",",p
de,de,81
l',le,71
italienne,italien,30
;,;,p
-,-,p
et,et,82
les,le,52
ayant,avoir,13
éblouis,éblouir,12
par,par,81
son,son,73
érudition,érudition,22
:,:,p
-,-,p
“,“,p
si,si,83
je,je,51
revoyais,revoir,18
votre,votre,73
soupière,soupière,22
/?,/?,P
il,il,51
la,le,52
fit,faire,19
sonner,sonner,14
d',de,81
un,un,71
coup,coup,21
de,de,81
doigt,doigt,21
",",",",p
puis,puis,60
contempla,contempler,19
les,le,71
deux,deux,72
S,S,20
peints,peint,31
sous,sous,81
le,le,71
couvercle,couvercle,21
/.,/.,P
-,-,p
“,“,p
la,le,71
marque,marque,22
de,de,81
Rouen,Rouen,20
!,!,p
dit,dire,19
Pécuchet,Pécuchet,20
/.,/.,P
-,-,p
“,“,p
oh,oh,93
!,!,p
oh,oh,93
/!,/!,P
Rouen,Rouen,20
",",",",p
à,à,81
proprement,proprement,60
parler,parler,14
",",",",p
n',ne,60
avait,avoir,18
pas,pas,60
de,de,81
marque,marque,22
/.,/.,P
quand,quand,83
on,on,51
ignorait,ignorer,18
Moustiers,Moustiers,20
toutes,tout,75
les,le,71
faïences,faïence,22
françaises,français,30
étaient,être,18
de,de,81
Nevers,Nevers,20
/.,/.,P
de,de,81
même,même,60
pour,pour,81
Rouen,Rouen,20
",",",",p
aujourd'hui,aujourd'hui,60
/!,/!,P
d',de,81
ailleurs,ailleurs,60
on,on,51
l',le,52
imite,imiter,17
dans,dans,81
la,le,71
perfection,perfection,22
à,à,81
Elbeuf,Elbeuf,20
/!,/!,P
pas,pas,60
possible,possible,30
/!,/!,P
on,on,51
imite,imiter,17
bien,bien,60
les,le,71
majoliques,majolique,22
/!,/!,P
votre,votre,73
pièce,pièce,22
n',ne,60
a,avoir,17
aucune,aucun,75
valeur,valeur,22
-,-,p
et,et,82
j',je,51
allais,aller,18
faire,faire,14
",",",",p
moi,moi,51
",",",",p
une,un,71
belle,beau,30
sottise,sottise,22
/!,/!,P
quand,quand,83
le,le,71
notaire,notaire,21
eut,avoir,19
disparu,disparaître,12
",",",",p
Pécuchet,Pécuchet,20
s',se,51
affaissa,affaisser,19
dans,dans,81
le,le,71
fauteuil,fauteuil,21
",",",",p
prostré,prostré,30
/!,/!,P
il,il,51
ne,ne,60
fallait,falloir,18
pas,pas,60
rendre,rendre,14
la,le,71
cuve,cuve,22
“,“,p
dit,dire,19
Bouvard,Bouvard,20
“,“,p
mais,mais,82
tu,tu,51
t',tu,51
exaltes,exalter,17
!,!,p
tu,tu,51
t',tu,51
emportes,emporter,17
toujours,toujours,60
/.,/.,P
“,“,p
-,-,p
“,“,p
oui,oui,60
!,!,p
je,je,51
m',je,51
emporte,emporter,17
“,“,p
et,et,82
Pécuchet,Pécuchet,20
empoignant,empoigner,13
la,le,71
soupière,soupière,22
",",",",p
la,le,52
jeta,jeter,19
loin,loin,60
de,de,81
lui,lui,51
",",",",p
contre,contre,81
le,le,71
sarcophage,sarcophage,21
/.,/.,P
Bouvard,Bouvard,20
plus,plus,60
calme,calme,30
",",",",p
ramassa,ramasser,19
les,le,71
morceaux,morceau,21
",",",",p
un,un,52
à,à,81
un,un,52
;,;,p
-,-,p
et,et,82
",",",",p
quelque,quelque,75
temps,temps,21
après,après,81
",",",",p
eut,avoir,19
cette,ce,74
idée,idée,22
:,:,p
-,-,p
“,“,p
Marescot,Marescot,20
par,par,81
jalousie,jalousie,22
",",",",p
pourrait,pouvoir,16
bien,bien,60
s',se,51
être,être,14
moqué,moquer,12
de,de,81
nous,nous,51
/?,/?,P
comment,comment,60
/?,/?,P
rien,rien,52
ne,ne,60
m',je,51
assure,assurer,17
que,que,83
la,le,71
soupière,soupière,22
ne,ne,60
soit,être,17
pas,pas,60
authentique,authentique,30
?,?,p
tandis que,tandis que,83
les,le,71
autres,autre,75
pièces,pièce,22
",",",",p
qu',que,83
il,il,51
a,avoir,17
fait,faire,12
semblant,semblant,21
d',de,81
admirer,admirer,14
",",",",p
sont,être,17
fausses,faux,30
peut-être,peut-être,60
/?,/?,P
et,et,82
la,le,71
fin,fin,22
du,de,81
du,le,71
jour,jour,21
se,se,51
passa,passer,19
dans,dans,81
les,le,71
incertitudes,incertitude,22
",",",",p
les,le,71
regrets,regret,21
/.,/.,P
ce,ce,52
n',ne,60
était,être,18
pas,pas,60
une,un,71
raison,raison,22
pour,pour,81
abandonner,abandonner,14
le,le,71
voyage,voyage,21
de,de,81
la,le,71
Bretagne,Bretagne,20
/.,/.,P
ils,ils,51
comptaient,compter,18
même,même,60
emmener,emmener,14
Gorju,Gorju,20
",",",",p
qui,qui,52
les,le,52
aiderait,aider,16
dans,dans,81
leurs,leur,73
fouilles,fouille,22
/.,/.,P
depuis,depuis,81
quelque,quelque,75
temps,temps,21
",",",",p
il,il,51
couchait,coucher,18
à,à,81
la,le,71
maison,maison,22
",",",",p
afin,afin,81
de,de,81
terminer,terminer,14
plus,plus,60
vite,vite,60
le,le,71
raccommodage,raccommodage,21
du,de,81
du,le,71
meuble,meuble,21
/.,/.,P
la,le,71
perspective,perspective,22
d',de,81
un,un,71
déplacement,déplacement,21
le,le,52
contraria,contrarier,19
et,et,82
comme,comme,83
ils,ils,51
parlaient,parler,18
des,de,81
des,le,71
menhirs,menhir,21
et,et,82
des,de,81
des,le,71
tumulus,tumulus,21
qu',que,52
ils,ils,51
comptaient,compter,18
voir,voir,14
:,:,p
-,-,p
“,“,p
je,je,51
connais,connaître,17
mieux,mieux,60
“,“,p
leur,leur,52
dit,dire,19
il,il,51
;,;,p
“,“,p
en,en,81
Algérie,Algérie,20
",",",",p
dans,dans,81
le,le,71
sud,sud,21
",",",",p
près,près,81
des,de,81
des,le,71
sources,source,22
de,de,81
Bou Mursoug,Bou Mursoug,20
",",",",p
on,on,51
en,en,52
rencontre,rencontrer,17
des,de,81
des,le,71
quantités,quantité,22
/.,/.,P
“,“,p
il,il,51
fit,faire,19
même,même,60
la,le,71
description,description,22
d',de,81
un,un,71
tombeau,tombeau,21
",",",",p
ouvert,ouvert,31
devant,devant,81
lui,lui,51
",",",",p
par,par,81
hasard,hasard,21
;,;,p
-,-,p
et,et,82
qui,qui,52
contenait,contenir,18
un,un,71
squelette,squelette,21
",",",",p
accroupi,accroupi,31
comme,comme,83
un,un,71
singe,singe,21
",",",",p
les,le,52
deux,deux,72
bras,bras,21
autour,autour,60
des,de,81
des,le,71
jambes,jambe,22
/.,/.,P
Larsonneur,Larsonneur,20
",",",",p
qu',que,52
ils,ils,51
instruisirent,instruire,19
du,de,81
du,le,71
fait,fait,21
",",",",p
n',ne,60
en,en,52
voulut,vouloir,19
rien,rien,52
croire,croire,14
/.,/.,P
Bouvard,Bouvard,20
approfondit,approfondir,17
la,le,71
matière,matière,22
",",",",p
et,et,82
le,le,52
relança,relancer,19
/.,/.,P
comment,comment,60
se,se,51
fait,faire,17
il,il,51
que,que,83
les,le,71
monuments,monument,21
des,de,81
des,le,71
Gaulois,Gaulois,20
soient,être,17
informes,informe,30
",",",",p
tandis que,tandis que,83
ces,ce,74
mêmes,même,75
Gaulois,Gaulois,20
étaient,être,18
civilisés,civiliser,12
au,à,81
au,le,71
temps,temps,21
de,de,81
Jules,Jules,20
César,César,20
/?,/?,P
sans,sans,81
doute,doute,21
",",",",p
ils,ils,51
proviennent,provenir,17
d',de,81
un,un,71
peuple,peuple,21
plus,plus,60
ancien,ancien,30
/?,/?,P
une,un,71
telle,tel,75
hypothèse,hypothèse,22
",",",",p
selon,selon,81
Larsonneur,Larsonneur,20
",",",",p
manquait,manquer,18
de,de,81
patriotisme,patriotisme,21
/.,/.,P
n',ne,60
importe,importer,17
!,!,p
rien,rien,52
ne,ne,60
dit,dire,17
que,que,83
ces,ce,74
monuments,monument,21
soient,être,17
l',le,71
oeuvre,oeuvre,22
des,de,81
des,le,71
Gaulois,Gaulois,20
/.,/.,P
-,-,p
“,“,p
montrez,montrer,17
nous,nous,51
un,un,71
texte,texte,21
/!,/!,P
l',le,71
académicien,académicien,21
se,se,51
fâcha,fâcher,19
",",",",p
ne,ne,60
répondit,répondre,19
plus,plus,60
;,;,p
-,-,p
et,et,82
ils,ils,51
en,en,52
furent,être,19
bien,bien,60
aises,aise,22
",",",",p
tant,tant,60
les,le,71
druides,druide,21
les,le,52
ennuyaient,ennuyer,18
/.,/.,P
s',si,83
ils,ils,51
ne,ne,60
savaient,savoir,18
à,à,81
quoi,quoi,52
s',se,51
en,en,52
tenir,tenir,14
sur,sur,81
la,le,71
céramique,céramique,22
et,et,82
sur,sur,81
le,le,71
celticisme,celticisme,21
c',ce,52
est,être,17
qu',que,83
ils,ils,51
ignoraient,ignorer,18
l',le,71
histoire,histoire,22
",",",",p
particulièrement,particulièrement,60
l',le,71
histoire,histoire,22
de,de,81
France,France,20
/.,/.,P
l',le,71
ouvrage,ouvrage,21
d',de,81
Anquetil,Anquetil,20
se,se,51
trouvait,trouver,18
dans,dans,81
leur,leur,73
bibliothèque,bibliothèque,22
;,;,p
mais,mais,82
la,le,71
suite,suite,22
des,de,81
des,le,71
rois,roi,21
fainéants,fainéant,30
les,le,52
amusa,amuser,19
fort,fort,60
peu,peu,60
",",",",p
la,le,71
scélératesse,scélératesse,22
des,de,81
des,le,71
maires,maire,21
du,de,81
du,le,71
palais,palais,21
ne,ne,60
les,le,52
indigna,indigner,19
point,point,60
;,;,p
-,-,p
et,et,82
ils,ils,51
lâchèrent,lâcher,19
Anquetil,Anquetil,20
",",",",p
rebutés,rebuté,31
par,par,81
l',le,71
ineptie,ineptie,22
de,de,81
ses,son,73
réflexions,réflexion,22
/.,/.,P
alors,alors,60
ils,ils,51
demandèrent,demander,19
à,à,81
Dumouchel,Dumouchel,20
“,“,p
quelle,quel,52
est,être,17
la,le,71
meilleure,meilleur,30
histoire,histoire,22
de,de,81
France,France,20
“,“,p
/.,/.,P
Dumouchel,Dumouchel,20
prit,prendre,19
en,en,81
leur,leur,73
nom,nom,21
",",",",p
un,un,71
abonnement,abonnement,21
à,à,81
un,un,71
cabinet,cabinet,21
de,de,81
lecture,lecture,22
et,et,82
leur,leur,52
expédia,expédier,19
les,le,71
lettres,lettre,22
d',de,81
Augustin,Augustin,20
Thierry,Thierry,20
",",",",p
avec,avec,81
deux,deux,72
volumes,volume,21
de,de,81
monsieur,monsieur,21
de,de,81
Genoude,Genoude,20
/.,/.,P
d',de,81
après,après,81
cet,ce,74
écrivain,écrivain,21
",",",",p
la,le,71
royauté,royauté,22
",",",",p
la,le,71
religion,religion,22
",",",",p
et,et,82
les,le,71
assemblées,assemblée,22
nationales,national,30
",",",",p
voilà,voilà,81
“,“,p
les,le,71
principes,principe,21
“,“,p
de,de,81
la,le,71
nation,nation,22
française,français,30
",",",",p
lesquels,lequel,52
remontent,remonter,17
aux,à,81
aux,le,71
Mérovingiens,Mérovingien,20
/.,/.,P
les,le,71
Carlovingiens,Carlovingien,20
y,y,52
ont,avoir,17
dérogé,déroger,12
/.,/.,P
les,le,71
Capétiens,Capétien,20
",",",",p
d'accord,d'accord,60
avec,avec,81
le,le,71
peuple,peuple,21
s',se,51
efforcèrent,efforcer,19
de,de,81
les,le,52
maintenir,maintenir,14
/.,/.,P
sous,sous,81
Louis XIII,Louis XIII,20
",",",",p
le,le,71
pouvoir,pouvoir,21
absolu,absolu,30
fut,être,19
établi,établir,12
",",",",p
pour,pour,81
vaincre,vaincre,14
le,le,71
protestantisme,protestantisme,21
",",",",p
dernier,dernier,30
effort,effort,21
de,de,81
la,le,71
féodalité,féodalité,22
-,-,p
et,et,82
<Nombre 89>,<>,<>
quatre,quatre,72
vingt,vingt,72
neuf,neuf,72
<Fin nombre>,<>,<>
est,être,17
un,un,71
retour,retour,21
vers,vers,81
la,le,71
constitution,constitution,22
de,de,81
nos,notre,73
aïeux,aïeul,21
/.,/.,P
Pécuchet,Pécuchet,20
admira,admirer,19
ces,ce,74
idées,idée,22
/.,/.,P
elles,ils,51
faisaient,faire,18
pitié,pitié,22
à,à,81
Bouvard,Bouvard,20
",",",",p
qui,qui,52
avait,avoir,18
lu,lire,12
Augustin,Augustin,20
Thierry,Thierry,20
",",",",p
d'abord,d'abord,60
/.,/.,P
-,-,p
“,“,p
qu',que,52
est,être,17
ce,ce,52
que,que,52
tu,tu,51
me,je,51
chantes,chanter,17
",",",",p
avec,avec,81
ta,ton,73
nation,nation,22
française,français,30
!,!,p
puisqu',puisque,83
il,il,51
n',ne,60
existait,exister,18
pas,pas,60
de,de,81
France,France,20
",",",",p
ni,ni,82
d',de,81
assemblées,assemblée,22
nationales,national,30
!,!,p
et,et,82
les,le,71
Carlovingiens,Carlovingien,20
n',ne,60
ont,avoir,17
rien,rien,52
usurpé,usurper,12
",",",",p
du,de,81
du,le,71
tout,tout,21
!,!,p
et,et,82
les,le,71
rois,roi,21
n',ne,60
ont,avoir,17
pas,pas,60
affranchi,affranchir,12
les,le,71
communes,commune,22
/!,/!,P
lis,lire,17
",",",",p
toi-même,toi-même,51
/!,/!,P
Pécuchet,Pécuchet,20
se,se,51
soumit,soumettre,19
à,à,81
l',le,71
évidence,évidence,22
",",",",p
et,et,82
bientôt,bientôt,60
le,le,52
dépassa,dépasser,19
en,en,81
rigueur,rigueur,22
scientifique,scientifique,30
/!,/!,P
il,il,51
se,se,51
serait,être,16
cru,croire,12
déshonoré,déshonoré,31
s',si,83
il,il,51
avait,avoir,18
dit,dire,12
:,:,p
Charlemagne,Charlemagne,20
et,et,82
non,non,60
Karl,Karl,20
le,le,71
grand,grand,21
",",",",p
Clovis,Clovis,20
au,à,81
au,le,71
lieu,lieu,21
de,de,81
Clodowig,Clodowig,20
/.,/.,P
néanmoins,néanmoins,60
",",",",p
il,il,51
était,être,18
séduit,séduire,12
par,par,81
Genoude,Genoude,20
",",",",p
trouvant,trouver,13
habile,habile,30
de,de,81
faire,faire,14
se,se,51
rejoindre,rejoindre,14
les,le,71
deux,deux,72
bouts,bout,21
de,de,81
l',le,71
histoire,histoire,22
de,de,81
France,France,20
",",",",p
si,si,60
bien,bien,60
que,que,83
le,le,71
milieu,milieu,21
est,être,17
du,de,81
du,le,71
remplissage,remplissage,21
;,;,p
-,-,p
et,et,82
pour,pour,81
en,en,52
avoir,avoir,14
le,le,71
coeur,coeur,21
net,net,30
",",",",p
ils,ils,51
prirent,prendre,19
la,le,71
collection,collection,22
de,de,81
Buchez,Buchez,20
et,et,82
Roux,Roux,20
