11663
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quarante-huitième extrait>,<>,<>
est,être,17
il,il,51
pas,pas,60
vrai,vrai,30
/?,/?,P
allons,aller,17
",",",",p
soyez,être,17
franc,franc,30
",",",",p
on,on,51
m',je,51
a,avoir,17
dit,dire,12
qu',que,83
elle,il,51
avait,avoir,18
l',le,71
air,air,21
d',de,81
une,un,71
religieuse,religieuse,22
/.,/.,P
ah,ah,93
!,!,p
…,…,p
vous,vous,51
ne,ne,60
répondez,répondre,17
pas,pas,60
",",",",p
vous,vous,51
êtes,être,17
embarrassé,embarrasser,12
…,…,p
elle,il,51
vous,vous,51
a,avoir,17
donné,donner,12
dans,dans,81
l',le,71
oeil,oeil,21
…,…,p
ou,ou,82
bien,bien,60
vous,vous,51
craignez,craindre,17
d',de,81
offenser,offenser,14
notre,notre,73
ami,ami,21
monsieur,monsieur,21
de,de,81
Thou,Thou,20
en,en,81
la,le,52
comparant,comparer,13
à,à,81
la,le,71
belle,beau,30
Guéménée,Guéménée,20
/.,/.,P
eh,eh,93
bien,bien,60
",",",",p
parlons,parler,17
des,de,81
des,le,71
usages,usage,21
:,:,p
le,le,71
roi,roi,21
a,avoir,17
un,un,71
nain,nain,21
charmant,charmant,30
",",",",p
n',ne,60
est,être,17
ce,ce,52
pas,pas,60
?,?,p
on,on,51
le,le,52
met,mettre,17
dans,dans,81
un,un,71
pâté,pâté,21
/.,/.,P
que,que,52
il,il,51
est,être,17
heureux,heureux,30
le,le,71
roi,roi,21
d',de,81
Espagne,Espagne,20
!,!,p
je,je,51
n',ne,60
en,en,52
ai,avoir,17
jamais,jamais,60
pu,pouvoir,12
trouver,trouver,14
un,un,52
comme,comme,83
cela,cela,52
/.,/.,P
et,et,82
la,le,71
reine,reine,22
",",",",p
on,on,51
la,le,52
sert,servir,17
à,à,81
genoux,genou,21
toujours,toujours,60
",",",",p
n',ne,60
est,être,17
il,il,51
pas,pas,60
vrai,vrai,30
?,?,p
oh,oh,93
!,!,p
c',ce,52
est,être,17
un,un,71
bon,bon,30
usage,usage,21
;,;,p
nous,nous,51
l',le,52
avons,avoir,17
perdu,perdre,12
;,;,p
c',ce,52
est,être,17
malheureux,malheureux,30
",",",",p
plus,plus,60
malheureux,malheureux,30
qu',que,83
on,on,51
ne,ne,60
croit,croire,17
/.,/.,P
Gaston,Gaston,20
d',de,81
Orléans,Orléans,20
eut,avoir,19
le,le,71
courage,courage,21
de,de,81
parler,parler,14
sur,sur,81
ce,ce,74
ton,ton,21
près,près,81
d',de,81
une,un,71
demi-heure,demi-heure,22
de,de,81
suite,suite,22
à,à,81
ce,ce,74
jeune,jeune,30
homme,homme,21
",",",",p
dont,dont,52
le,le,71
caractère,caractère,21
sérieux,sérieux,30
ne,ne,60
s',se,51
accommodait,accommoder,18
point,point,60
de,de,81
cette,ce,74
conversation,conversation,22
",",",",p
et,et,82
qui,qui,52
",",",",p
tout,tout,60
rempli,rempli,31
encore,encore,60
de,de,81
l',le,71
importance,importance,22
de,de,81
la,le,71
scène,scène,22
dont,dont,52
il,il,51
venait,venir,18
d',de,81
être,être,14
témoin,témoin,21
et,et,82
des,de,81
des,le,71
grands,grand,30
intérêts,intérêt,21
qu',que,52
on,on,51
avait,avoir,18
traités,traiter,12
",",",",p
ne,ne,60
répondit,répondre,19
rien,rien,52
à,à,81
ce,ce,74
flux,flux,21
de,de,81
paroles,parole,22
oiseuses,oiseux,30
:,:,p
il,il,51
regardait,regarder,18
le,le,71
duc,duc,21
de,de,81
Bouillon,Bouillon,20
d',de,81
un,un,71
air,air,21
étonné,étonné,31
",",",",p
comme,comme,83
pour,pour,81
lui,lui,51
demander,demander,14
si,si,83
c',ce,52
était,être,18
bien,bien,60
là,là,60
cet,ce,74
homme,homme,21
que,que,52
l',l',94
on,on,51
allait,aller,18
mettre,mettre,14
à,à,81
la,le,71
tête,tête,22
de,de,81
la,le,71
plus,plus,60
audacieuse,audacieux,30
entreprise,entreprise,22
conçue,conçu,31
depuis,depuis,81
longtemps,longtemps,60
",",",",p
tandis que,tandis que,83
le,le,71
prince,prince,21
",",",",p
sans,sans,81
vouloir,vouloir,14
s',se,51
apercevoir,apercevoir,14
qu',que,83
il,il,51
restait,rester,18
sans,sans,81
réponses,réponse,22
",",",",p
les,le,52
faisait,faire,18
lui-même,lui-même,51
souvent,souvent,60
",",",",p
et,et,82
parlait,parler,18
avec,avec,81
volubilité,volubilité,22
en,en,81
se,se,51
promenant,promener,13
",",",",p
et,et,82
l',le,52
entraînant,entraîner,13
avec,avec,81
lui,lui,51
dans,dans,81
la,le,71
chambre,chambre,22
/.,/.,P
il,il,51
craignait,craindre,18
que,que,83
l',le,71
un,un,52
des,de,81
des,le,71
assistants,assistant,21
ne,ne,60
s',se,51
avisât,aviser,18
de,de,81
renouer,renouer,14
la,le,71
conversation,conversation,22
terrible,terrible,30
du,de,81
du,le,71
traité,traité,21
;,;,p
mais,mais,82
aucun,aucun,52
n',ne,60
en,en,52
était,être,18
tenté,tenter,12
",",",",p
sinon,sinon,83
le,le,71
duc,duc,21
de,de,81
Bouillon,Bouillon,20
",",",",p
qui,qui,52
",",",",p
cependant,cependant,82
",",",",p
garda,garder,19
le,le,71
silence,silence,21
de,de,81
la,le,71
mauvaise,mauvais,30
humeur,humeur,22
/.,/.,P
pour,pour,81
Cinq-Mars,Cinq-Mars,20
",",",",p
il,il,51
fut,être,19
entraîné,entraîner,12
par,par,81
de,de,81
Thou,Thou,20
",",",",p
qui,qui,52
lui,lui,51
fit,faire,19
faire,faire,14
sa,son,73
retraite,retraite,22
à,à,81
l',le,71
abri,abri,21
de,de,81
ce,ce,74
bavardage,bavardage,21
",",",",p
sans,sans,81
que,que,83
monsieur,monsieur,21
eût,avoir,19
l',le,71
air,air,21
de,de,81
l',le,52
avoir,avoir,14
vu,voir,12
sortir,sortir,14
/.,/.,P
<Chapitre XVIII>,<>,<>
le,le,71
secret,secret,30
et,et,82
prononcés,prononcé,31
ensemble,ensemble,60
",",",",p
à,à,81
l',le,71
amitié,amitié,22
fidèle,fidèle,30
nos,notre,73
deux,deux,72
noms,nom,21
fraternels,fraternel,30
serviront,servir,15
de,de,81
modèle,modèle,21
/.,/.,P
A.,A,20
Soumet,Soumet,20
",",",",p
Clylemnestre,Clylemnestre,20
/.,/.,P
de,de,81
Thou,Thou,20
était,être,18
chez,chez,81
lui,lui,51
avec,avec,81
son,son,73
ami,ami,21
",",",",p
les,le,71
portes,porte,22
de,de,81
sa,son,73
chambre,chambre,22
refermées,refermé,31
avec,avec,81
soin,soin,21
",",",",p
et,et,82
l',le,71
ordre,ordre,21
donné,donné,31
de,de,81
ne,ne,60
recevoir,recevoir,14
personne,personne,52
et,et,82
de,de,81
l',le,52
excuser,excuser,14
auprès,auprès,60
des,de,81
des,le,71
deux,deux,72
réfugiés,réfugié,21
s',si,83
il,il,51
les,le,52
laissait,laisser,18
partir,partir,14
sans,sans,81
les,le,52
revoir,revoir,14
;,;,p
et,et,82
les,le,71
deux,deux,72
amis,ami,21
ne,ne,60
s',se,51
étaient,être,18
encore,encore,60
adressé,adresser,12
aucune,aucun,75
parole,parole,22
/.,/.,P
le,le,71
conseiller,conseiller,21
était,être,18
tombé,tomber,12
dans,dans,81
son,son,73
fauteuil,fauteuil,21
et,et,82
méditait,méditer,18
profondément,profondément,60
/.,/.,P
Cinq-Mars,Cinq-Mars,20
",",",",p
assis,assis,31
dans,dans,81
la,le,71
cheminée,cheminée,22
haute,haut,30
",",",",p
attendait,attendre,18
d',de,81
un,un,71
air,air,21
sérieux,sérieux,30
et,et,82
triste,triste,30
la,le,71
fin,fin,22
de,de,81
ce,ce,74
silence,silence,21
",",",",p
lorsque,lorsque,83
de,de,81
Thou,Thou,20
",",",",p
le,le,52
regardant,regarder,13
fixement,fixement,60
et,et,82
croisant,croiser,13
les,le,71
bras,bras,21
",",",",p
lui,lui,51
dit,dire,19
d',de,81
une,un,71
voix,voix,22
sombre,sombre,30
:,:,p
-,-,p
voilà,voilà,81
donc,donc,82
où,où,60
vous,vous,51
en,en,52
êtes,être,17
venu,venir,12
!,!,p
voilà,voilà,81
donc,donc,82
le,le,71
conséquences,conséquence,22
de,de,81
votre,votre,73
ambition,ambition,22
/!,/!,P
vous,vous,51
allez,aller,17
faire,faire,14
exiler,exiler,14
",",",",p
peut-être,peut-être,60
tuer,tuer,14
un,un,71
homme,homme,21
",",",",p
et,et,82
introduire,introduire,14
en,en,81
France,France,20
une,un,71
armée,armée,22
étrangère,étranger,30
;,;,p
je,je,51
vais,aller,17
donc,donc,82
vous,vous,51
voir,voir,14
assassin,assassin,21
et,et,82
traître,traître,21
à,à,81
votre,votre,73
patrie,patrie,22
/!,/!,P
par,par,81
quels,quel,75
chemins,chemin,21
êtes,être,17
vous,vous,51
arrivé,arriver,12
jusque-là,jusque-là,81
?,?,p
par,par,81
quels,quel,75
degrés,degré,21
êtes,être,17
vous,vous,51
descendu,descendre,12
si,si,60
bas,bas,60
/?,/?,P
un,un,71
autre,autre,52
que,que,52
vous,vous,51
ne,ne,60
me,je,51
parlerait,parler,16
pas,pas,60
ainsi,ainsi,60
deux,deux,72
fois,fois,22
",",",",p
dit,dire,19
froidement,froidement,60
Cinq-Mars,Cinq-Mars,20
;,;,p
mais,mais,82
je,je,51
vous,vous,51
connais,connaître,17
",",",",p
et,et,82
j',je,51
aime,aimer,17
cette,ce,74
explication,explication,22
;,;,p
je,je,51
la,le,52
voulais,vouloir,18
et,et,82
je,je,51
l',le,52
ai,avoir,17
provoquée,provoquer,12
/.,/.,P
vous,vous,51
verrez,voir,15
aujourd'hui,aujourd'hui,60
mon,mon,73
âme,âme,22
tout,tout,60
entière,entier,30
",",",",p
je,je,51
le,le,52
veux,vouloir,17
/.,/.,P
j',je,51
avais,avoir,18
eu,avoir,12
d'abord,d'abord,60
une,un,71
autre,autre,75
pensée,pensée,22
",",",",p
une,un,71
pensée,pensée,22
meilleure,meilleur,30
peut-être,peut-être,60
",",",",p
plus,plus,60
cligne,cligner,17
de,de,81
notre,notre,73
amitié,amitié,22
",",",",p
plus,plus,60
digne,digne,30
de,de,81
l',le,71
amitié,amitié,22
",",",",p
l',le,71
amitié,amitié,22
",",",",p
qui,qui,52
est,être,17
la,le,71
seconde,second,72
chose,chose,22
de,de,81
la,le,71
terre,terre,22
/.,/.,P
il,il,51
élevait,élever,18
les,le,71
yeux,oeil,21
au,à,81
au,le,71
ciel,ciel,21
en,en,81
parlant,parler,13
",",",",p
comme,comme,83
s',si,83
il,il,51
y,y,52
eût,avoir,19
cherché,chercher,12
cette,ce,74
divinité,divinité,22
/.,/.,P
-,-,p
oui,oui,60
",",",",p
cela,cela,52
eût,avoir,19
mieux,mieux,60
valu,valoir,12
/.,/.,P
je,je,51
ne,ne,60
voulais,vouloir,18
rien,rien,52
dire,dire,14
;,;,p
c',ce,52
était,être,18
une,un,71
tâche,tâche,22
pénible,pénible,30
",",",",p
mais,mais,82
jusqu'ici,jusqu'ici,81
j',je,51
y,y,52
avais,avoir,18
réussi,réussir,12
/.,/.,P
je,je,51
voulais,vouloir,18
tout,tout,52
conduire,conduire,14
sans,sans,81
vous,vous,51
",",",",p
et,et,82
ne,ne,60
vous,vous,51
montrer,montrer,14
cette,ce,74
oeuvre,oeuvre,22
qu',que,83
achevée,achevé,31
;,;,p
je,je,51
voulais,vouloir,18
toujours,toujours,60
vous,vous,51
tenir,tenir,14
hors,hors,81
du,de,81
du,le,71
cercle,cercle,21
de,de,81
mes,mon,73
dangers,danger,21
;,;,p
mais,mais,82
",",",",p
vous,vous,51
avouerai,avouer,15
je,je,51
ma,mon,73
faiblesse,faiblesse,22
?,?,p
j',je,51
ai,avoir,17
craint,craindre,12
de,de,81
mourir,mourir,14
mal,mal,60
jugé,jugé,31
par,par,81
vous,vous,51
",",",",p
si,si,83
j',je,51
ai,avoir,17
à,à,81
mourir,mourir,14
:,:,p
à,à,81
présent,présent,21
je,je,51
supporte,supporter,17
bien,bien,60
l',le,71
idée,idée,22
de,de,81
la,le,71
malédiction,malédiction,22
du,de,81
du,le,71
monde,monde,21
",",",",p
mais,mais,82
non,non,60
celle,celui,52
de,de,81
la,le,71
vôtre,vôtre,52
:,:,p
c',ce,52
est,être,17
ce,ce,52
qui,qui,52
m',je,51
a,avoir,17
décidé,décider,12
à,à,81
vous,vous,51
avouer,avouer,14
tout,tout,52
/.,/.,P
-,-,p
quoi,quoi,52
!,!,p
et,et,82
sans,sans,81
cette,ce,74
pensée,pensée,22
vous,vous,51
auriez,avoir,16
eu,avoir,12
le,le,71
courage,courage,21
de,de,81
vous,vous,51
cacher,cacher,14
toujours,toujours,60
de,de,81
moi,moi,51
/!,/!,P
ah,ah,93
!,!,p
cher,cher,30
Henry,Henry,20
",",",",p
que,que,52
vous,vous,51
ai,avoir,17
je,je,51
fait,faire,12
pour,pour,81
prendre,prendre,14
ce,ce,74
soin,soin,21
de,de,81
mes,mon,73
jours,jour,21
/?,/?,P
par,par,81
quelle,quel,75
faute,faute,22
avais,avoir,18
je,je,51
mérité,mériter,12
de,de,81
vous,vous,51
survivre,survivre,14
",",",",p
si,si,83
vous,vous,51
mouriez,mourir,17
/?,/?,P
vous,vous,51
avez,avoir,17
eu,avoir,12
la,le,71
force,force,22
de,de,81
me,je,51
tromper,tromper,14
durant,durant,81
deux,deux,72
années,année,22
entières,entier,30
;,;,p
vous,vous,51
ne,ne,60
m',je,51
avez,avoir,17
présenté,présenter,12
de,de,81
votre,votre,73
vie,vie,22
que,que,83
ses,son,73
fleurs,fleur,22
;,;,p
vous,vous,51
n',ne,60
êtes,être,17
entré,entrer,12
dans,dans,81
ma,mon,73
solitude,solitude,22
qu',que,83
avec,avec,81
un,un,71
visage,visage,21
riant,riant,30
",",",",p
et,et,82
chaque,chaque,75
fois,fois,22
paré,paré,31
d',de,81
une,un,71
faveur,faveur,22
nouvelle,nouveau,30
!,!,p
ah,ah,93
!,!,p
il,il,51
fallait,falloir,18
que,que,83
ce,ce,52
fût,être,19
bien,bien,60
coupable,coupable,30
ou,ou,82
bien,bien,60
vertueux,vertueux,30
/!,/!,P
ne,ne,60
voyez,voir,17
dans,dans,81
mon,mon,73
âme,âme,22
que,que,83
ce,ce,52
qu',que,52
elle,il,51
renferme,renfermer,17
/.,/.,P
oui,oui,60
",",",",p
je,je,51
vous,vous,51
ai,avoir,17
trompé,tromper,12
;,;,p
mais,mais,82
c',ce,52
était,être,18
la,le,71
seule,seul,30
joie,joie,22
paisible,paisible,30
que,que,52
j',je,51
eusse,avoir,18
au,à,81
au,le,71
monde,monde,21
/.,/.,P
pardonnez,pardonner,17
moi,moi,51
d',de,81
avoir,avoir,14
dérobé,dérober,12
ces,ce,74
moments,moment,21
à,à,81
ma,mon,73
destinée,destinée,22
",",",",p
hélas,hélas,60
!,!,p
si,si,60
brillante,brillant,30
/.,/.,P
j',je,51
étais,être,18
heureux,heureux,30
du,de,81
du,le,71
bonheur,bonheur,21
que,que,52
vous,vous,51
me,je,51
supposiez,supposer,18
;,;,p
je,je,51
faisais,faire,18
le,le,71
vôtre,vôtre,52
avec,avec,81
ce,ce,74
songe,songe,21
;,;,p
et,et,82
je,je,51
ne,ne,60
suis,être,17
coupable,coupable,30
qu',que,83
aujourd'hui,aujourd'hui,60
en,en,81
venant,venir,13
le,le,52
détruire,détruire,14
et,et,82
me,je,51
montrer,montrer,14
tel,tel,75
que,que,83
j',je,51
étais,être,18
/.,/.,P
écoutez,écouter,17
moi,moi,51
",",",",p
je,je,51
ne,ne,60
serai,être,16
pas,pas,60
long,long,30
:,:,p
c',ce,52
est,être,17
toujours,toujours,60
une,un,71
histoire,histoire,22
bien,bien,60
simple,simple,30
que,que,83
celle,celui,52
d',de,81
un,un,71
coeur,coeur,21
passionné,passionné,31
/.,/.,P
autrefois,autrefois,60
",",",",p
je,je,51
m',je,51
en,en,52
souviens,souvenir,17
",",",",p
c',ce,52
était,être,18
sous,sous,81
la,le,71
tente,tente,22
",",",",p
lorsque,lorsque,83
je,je,51
fus,être,19
blessé,blesser,12
:,:,p
mon,mon,73
secret,secret,21
fut,être,19
près,près,81
de,de,81
m',je,51
échapper,échapper,14
;,;,p
c',ce,52
eût,avoir,19
été,être,12
un,un,71
bonheur,bonheur,21
peut-être,peut-être,60
/.,/.,P
cependant,cependant,82
que,que,83
m',je,51
auraient,avoir,16
servi,servir,12
des,de,81
des,le,71
conseils,conseil,21
?,?,p
je,je,51
ne,ne,60
les,le,52
aurais,avoir,16
pas,pas,60
suivis,suivre,12
;,;,p
enfin,enfin,60
",",",",p
c',ce,52
est,être,17
Marie,Marie,20
de,de,81
Gonzague,Gonzague,20
que,que,83
j',je,51
aime,aimer,17
/.,/.,P
-,-,p
quoi,quoi,52
!,!,p
celle,celui,52
qui,qui,52
va,aller,17
être,être,14
reine,reine,22
de,de,81
Pologne,Pologne,20
/?,/?,P
si,si,83
elle,il,51
est,être,17
reine,reine,22
",",",",p
ce,ce,52
ne,ne,60
peut,pouvoir,17
être,être,14
qu',que,83
après,après,81
ma,mon,73
mort,mort,22
/.,/.,P
mais,mais,82
écoutez,écouter,17
:,:,p
pour,pour,81
elle,il,51
je,je,51
fus,être,19
courtisan,courtisan,30
;,;,p
pour,pour,81
elle,il,51
j',je,51
ai,avoir,17
presque,presque,60
régné,régner,12
en,en,81
France,France,20
",",",",p
et,et,82
c',ce,52
est,être,17
pour,pour,81
elle,il,51
que,que,83
je,je,51
vais,aller,17
succomber,succomber,14
",",",",p
et,et,82
peut-être,peut-être,60
mourir,mourir,14
/.,/.,P
-,-,p
mourir,mourir,14
!,!,p
succomber,succomber,14
!,!,p
quand,quand,83
je,je,51
vous,vous,51
reprochais,reprocher,18
votre,votre,73
triomphe,triomphe,21
!,!,p
quand,quand,83
je,je,51
pleurais,pleurer,18
sur,sur,81
la,le,71
tristesse,tristesse,22
de,de,81
votre,votre,73
victoire,victoire,22
/!,/!,P
ah,ah,93
!,!,p
que,que,52
vous,vous,51
me,je,51
connaissez,connaître,17
mal,mal,60
si,si,83
vous,vous,51
croyez,croire,17
que,que,83
je,je,51
sois,être,17
dupe,dupe,30
de,de,81
la,le,71
fortune,fortune,22
quand,quand,83
elle,il,51
me,je,51
sourit,sourire,17
;,;,p
si,si,83
vous,vous,51
croyez,croire,17
que,que,83
je,je,51
n',ne,60
aie,avoir,17
pas,pas,60
vu,voir,12
jusqu',jusque,81
au,à,81
au,le,71
fond,fond,21
de,de,81
mon,mon,73
destin,destin,21
/!,/!,P
je,je,51
lutte,lutter,17
contre,contre,81
lui,lui,51
",",",",p
mais,mais,82
il,il,51
est,être,17
le,le,71
plus,plus,60
fort,fort,30
",",",",p
je,je,51
le,le,52
sens,sentir,17
;,;,p
j',je,51
ai,avoir,17
entrepris,entreprendre,12
une,un,71
tâche,tâche,22
au-dessus,au-dessus,60
des,de,81
des,le,71
forces,force,22
humaines,humain,30
",",",",p
je,je,51
succomberai,succomber,15
/.,/.,P
-,-,p
eh,eh,93
!,!,p
ne,ne,60
pouvez,pouvoir,17
vous,vous,51
vous,vous,51
arrêter,arrêter,14
/?,/?,P
à,à,81
quoi,quoi,52
sert,servir,17
l',le,71
esprit,esprit,21
dans,dans,81
les,le,71
affaires,affaire,22
du,de,81
du,le,71
monde,monde,21
/?,/?,P
à,à,81
rien,rien,52
",",",",p
si,si,83
ce,ce,52
n',ne,60
est,être,17
pourtant,pourtant,60
à,à,81
se,se,51
perdre,perdre,14
avec,avec,81
connaissance,connaissance,22
de,de,81
cause,cause,22
",",",",p
à,à,81
tomber,tomber,14
au,à,81
au,le,71
jour,jour,21
qu',que,52
on,on,51
avait,avoir,18
prévu,prévoir,12
/.,/.,P
je,je,51
ne,ne,60
puis,pouvoir,17
reculer,reculer,14
enfin,enfin,60
/.,/.,P
lorsqu',lorsque,83
on,on,51
a,avoir,17
en,en,81
face,face,22
un,un,71
ennemi,ennemi,21
tel,tel,75
que,que,83
ce,ce,74
Richelieu,Richelieu,20
",",",",p
il,il,51
faut,falloir,17
le,le,52
renverser,renverser,14
ou,ou,82
en,en,52
être,être,14
écrasé,écraser,12
/.,/.,P
je,je,51
vais,aller,17
frapper,frapper,14
demain,demain,60
le,le,71
dernier,dernier,30
coup,coup,21
;,;,p
ne,ne,60
m',je,51
y,y,52
suis,être,17
je,je,51
pas,pas,60
engagé,engager,12
devant,devant,81
vous,vous,51
tout,tout,60
à,à,81
l',le,71
heure,heure,22
/?,/?,P
et,et,82
c',ce,52
est,être,17
cet,ce,74
engagement,engagement,21
même,même,30
que,que,52
je,je,51
voulais,vouloir,18
combattre,combattre,14
/.,/.,P
quelle,quel,75
confiance,confiance,22
avez,avoir,17
vous,vous,51
dans,dans,81
ceux,celui,52
à,à,81
qui,qui,52
vous,vous,51
livrez,livrer,17
ainsi,ainsi,60
votre,votre,73
vie,vie,22
/?,/?,P
n',ne,60
avez,avoir,17
vous,vous,51
pas,pas,60
lu,lire,12
leurs,leur,73
pensées,pensée,22
secrètes,secret,30
/?,/?,P
je,je,51
les,le,52
connais,connaître,17
toutes,tout,52
;,;,p
j',je,51
ai,avoir,17
lu,lire,12
leur,leur,73
espérance,espérance,22
à,à,81
travers,travers,21
leur,leur,73
feinte,feint,31
colère,colère,22
;,;,p
je,je,51
sais,savoir,17
qu',que,83
ils,ils,51
tremblent,trembler,17
en,en,81
menaçant,menacer,13
;,;,p
je,je,51
sais,savoir,17
qu',que,83
ils,ils,51
sont,être,17
déjà,déjà,60
prêts,prêt,30
à,à,81
faire,faire,14
leur,leur,73
paix,paix,22
en,en,81
me,je,51
livrant,livrer,13
comme,comme,83
gage,gage,21
;,;,p
mais,mais,82
c',ce,52
est,être,17
à,à,81
moi,moi,51
de,de,81
les,le,52
soutenir,soutenir,14
et,et,82
de,de,81
décider,décider,14
le,le,71
roi,roi,21
:,:,p
il,il,51
le,le,52
faut,falloir,17
",",",",p
car,car,82
Marie,Marie,20
est,être,17
ma,mon,73
fiancée,fiancée,22
",",",",p
et,et,82
ma,mon,73
mort,mort,22
est,être,17
écrite,écrire,12
à,à,81
Narbonne,Narbonne,20
/.,/.,P
c',ce,52
est,être,17
volontairement,volontairement,60
",",",",p
c',ce,52
est,être,17
avec,avec,81
connaissance,connaissance,22
de,de,81
tout,tout,75
mon,mon,73
sort,sort,21
que,que,52
je,je,51
me,je,51
suis,être,17
placé,placer,12
ainsi,ainsi,60
entre,entre,81
l',le,71
échafaud,échafaud,21
et,et,82
le,le,71
bonheur,bonheur,21
suprême,suprême,30
/.,/.,P
il,il,51
me,je,51
faut,falloir,17
l',le,52
arracher,arracher,14
des,de,81
des,le,71
mains,main,22
de,de,81
la,le,71
fortune,fortune,22
",",",",p
ou,ou,82
mourir,mourir,14
/.,/.,P
je,je,51
goûte,goûter,17
en,en,81
ce,ce,74
moment,moment,21
le,le,71
plaisir,plaisir,21
d',de,81
avoir,avoir,14
rompu,rompre,12
toute,tout,75
incertitude,incertitude,22
;,;,p
eh,eh,93
quoi,quoi,52
!,!,p
vous,vous,51
ne,ne,60
rougissez,rougir,17
pas,pas,60
de,de,81
m',je,51
avoir,avoir,14
cru,croire,12
ambitieux,ambitieux,30
par,par,81
un,un,71
vil,vil,30
égoïsme,égoïsme,21
comme,comme,83
ce,ce,74
cardinal,cardinal,21
?,?,p
ambitieux,ambitieux,30
par,par,81
le,le,71
puéril,puéril,30
désir,désir,21
d',de,81
un,un,71
pouvoir,pouvoir,21
qui,qui,52
n',ne,60
est,être,17
jamais,jamais,60
satisfait,satisfaire,12
/?,/?,P
je,je,51
le,le,52
suis,être,17
",",",",p
ambitieux,ambitieux,30
",",",",p
mais,mais,82
parce que,parce que,83
j',je,51
aime,aimer,17
/.,/.,P
oui,oui,60
",",",",p
j',je,51
aime,aimer,17
",",",",p
et,et,82
tout,tout,52
est,être,17
dans,dans,81
ce,ce,74
mot,mot,21
/.,/.,P
mais,mais,82
je,je,51
vous,vous,51
accuse,accuser,17
à,à,81
tort,tort,21
;,;,p
vous,vous,51
avez,avoir,17
embelli,embellir,12
mes,mon,73
intentions,intention,22
secrètes,secret,30
",",",",p
vous,vous,51
m',je,51
avez,avoir,17
prêté,prêter,12
de,de,81
nobles,noble,30
desseins,dessein,21
(,(,p
je,je,51
m',je,51
en,en,52
souviens,souvenir,17
),),p
",",",",p
de,de,81
hautes,haut,30
conceptions,conception,22
politiques,politique,30
;,;,p
elles,ils,51
sont,être,17
belles,beau,30
",",",",p
elles,ils,51
sont,être,17
vastes,vaste,30
",",",",p
peut-être,peut-être,60
;,;,p
mais,mais,82
",",",",p
vous,vous,51
le,le,52
dirai,dire,15
je,je,51
?,?,p
ces,ce,74
vagues,vague,30
projets,projet,21
du,de,81
du,le,71
perfectionnement,perfectionnement,21
des,de,81
des,le,71
sociétés,société,22
corrompues,corrompu,31
me,je,51
semblent,sembler,17
ramper,ramper,14
encore,encore,60
bien,bien,60
loin,loin,60
au-dessous,au-dessous,60
du,de,81
du,le,71
dévouement,dévouement,21
de,de,81
l',le,71
amour,amour,21
/.,/.,P
quand,quand,83
l',le,71
âme,âme,22
vibre,vibrer,17
tout,tout,60
entière,entier,30
",",",",p
pleine,plein,30
de,de,81
cette,ce,74
unique,unique,30
pensée,pensée,22
",",",",p
elle,il,51
n',ne,60
a,avoir,17
plus,plus,60
de,de,81
place,place,22
à,à,81
donner,donner,14
aux,à,81
aux,le,71
plus,plus,60
beaux,beau,30
calculs,calcul,21
des,de,81
des,le,71
intérêts,intérêt,21
généraux,général,30
;,;,p
car,car,82
les,le,71
hauteurs,hauteur,22
mêmes,même,30
de,de,81
la,le,71
terre,terre,22
sont,être,17
au-dessous,au-dessous,60
du,de,81
du,le,71
ciel,ciel,21
/.,/.,P
de,de,81
Thou,Thou,20
baissa,baisser,19
la,le,71
tête,tête,22
/.,/.,P
-,-,p
que,que,52
vous,vous,51
répondre,répondre,14
?,?,p
dit,dire,19
il,il,51
/.,/.,P
je,je,51
ne,ne,60
vous,vous,51
comprends,comprendre,17
pas,pas,60
;,;,p
vous,vous,51
raisonnez,raisonner,17
le,le,71
désordre,désordre,21
",",",",p
vous,vous,51
pesez,peser,17
la,le,71
flamme,flamme,22
",",",",p
vous,vous,51
calculez,calculer,17
l',le,71
erreur,erreur,22
/.,/.,P
-,-,p
oui,oui,60
",",",",p
reprit,reprendre,19
Cinq-Mars,Cinq-Mars,20
",",",",p
loin,loin,60
de,de,81
détruire,détruire,14
mes,mon,73
forces,force,22
",",",",p
ce,ce,74
feu,feu,21
intérieur,intérieur,30
les,le,52
a,avoir,17
développées,développer,12
;,;,p
vous,vous,51
l',le,52
avez,avoir,17
dit,dire,12
",",",",p
j',je,51
ai,avoir,17
tout,tout,52
calculé,calculer,12
;,;,p
une,un,71
marche,marche,22
lente,lent,30
m',je,51
a,avoir,17
conduit,conduire,12
au,à,81
au,le,71
but,but,21
que,que,52
je,je,51
suis,être,17
près,près,81
d',de,81
atteindre,atteindre,14
/.,/.,P
Marie,Marie,20
me,je,51
tenait,tenir,18
par,par,81
la,le,71
main,main,22
",",",",p
aurais,avoir,16
je,je,51
reculé,reculer,12
/?,/?,P
devant,devant,81
un,un,71
monde,monde,21
je,je,51
ne,ne,60
l',le,52
aurais,avoir,16
pas,pas,60
fait,faire,12
/.,/.,P
tout,tout,52
était,être,18
bien,bien,60
jusqu'ici,jusqu'ici,81
:,:,p
mais,mais,82
une,un,71
barrière,barrière,22
invisible,invisible,30
m',je,51
arrête,arrêter,17
:,:,p
il,il,51
faut,falloir,17
la,le,52
rompre,rompre,14
",",",",p
cette,ce,74
barrière,barrière,22
;,;,p
c',ce,52
est,être,17
Richelieu,Richelieu,20
/.,/.,P
je,je,51
l',le,52
