11767
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Cinquante-cinquième extrait>,<>,<> 
toujours,toujours,60
la,le,71
gorge,gorge,22
pleine,plein,30
de,de,81
jurements,jurement,21
;,;,p
il,il,51
faut,falloir,17
que,que,83
je,je,51
les,le,52
crache,cracher,17
",",",",p
ou,ou,82
j',je,51
étoufferais,étouffer,16
",",",",p
ventre,ventre,21
et,et,82
tonnerre,tonnerre,21
/!,/!,P
voulez,vouloir,17
vous,vous,51
venir,venir,14
boire,boire,14
?,?,p
demanda,demander,19
l',le,71
écolier,écolier,21
/.,/.,P
cette,ce,74
proposition,proposition,22
calma,calmer,19
le,le,71
capitaine,capitaine,21
/.,/.,P
-,-,p
je,je,51
veux,vouloir,17
bien,bien,60
",",",",p
mais,mais,82
je,je,51
n',ne,60
ai,avoir,17
pas,pas,60
d',de,81
argent,argent,21
/.,/.,P
-,-,p
j',je,51
en,en,52
ai,avoir,17
",",",",p
moi,moi,51
/!,/!,P
bah,bah,93
!,!,p
voyons,voir,17
/?,/?,P
Jehan,Jehan,20
étala,étaler,19
l',le,71
escarcelle,escarcelle,22
aux,à,81
aux,le,71
yeux,oeil,21
du,de,81
du,le,71
capitaine,capitaine,21
",",",",p
avec,avec,81
majesté,majesté,22
et,et,82
simplicité,simplicité,22
/.,/.,P
cependant,cependant,82
l',le,71
archidiacre,archidiacre,21
",",",",p
qui,qui,52
avait,avoir,18
laissé,laisser,12
là,là,60
Charmolue,Charmolue,20
ébahi,ébahi,31
",",",",p
était,être,18
venu,venir,12
jusqu',jusque,81
à,à,81
eux,ils,51
et,et,82
s',se,51
était,être,18
arrêté,arrêter,12
à,à,81
quelques,quelque,75
pas,pas,21
",",",",p
les,le,52
observant,observer,13
tous,tout,75
deux,deux,72
sans,sans,81
qu',que,83
ils,ils,51
prissent,prendre,18
garde,garde,22
à,à,81
lui,lui,51
",",",",p
tant,tant,60
la,le,71
contemplation,contemplation,22
de,de,81
l',le,71
escarcelle,escarcelle,22
les,le,52
absorbait,absorber,18
/.,/.,P
Phoebus,Phoebus,20
s',se,51
écria,écrier,19
:,:,p
-,-,p
une,un,71
bourse,bourse,22
dans,dans,81
votre,votre,73
poche,poche,22
",",",",p
Jehan,Jehan,20
",",",",p
c',ce,52
est,être,17
la,le,71
lune,lune,22
dans,dans,81
un,un,71
seau,seau,21
d',de,81
eau,eau,22
/.,/.,P
on,on,51
l',le,52
y,y,52
voit,voir,17
",",",",p
mais,mais,82
elle,il,51
n',ne,60
y,y,52
est,être,17
pas,pas,60
/.,/.,P
il,il,51
n',ne,60
y,y,52
en,en,52
a,avoir,17
que,que,83
l',le,71
ombre,ombre,22
/.,/.,P
pardieu,pardieu,93
!,!,p
gageons,gager,17
que,que,83
ce,ce,52
sont,être,17
des,de,81
des,le,71
cailloux,caillou,21
/!,/!,P
Jehan,Jehan,20
répondit,répondre,19
froidement,froidement,60
:,:,p
-,-,p
voilà,voilà,81
les,le,71
cailloux,caillou,21
dont,dont,52
je,je,51
cailloute,caillouter,17
mon,mon,73
gousset,gousset,21
/.,/.,P
et,et,82
",",",",p
sans,sans,81
ajouter,ajouter,14
une,un,71
parole,parole,22
",",",",p
il,il,51
vida,vider,19
l',le,71
escarcelle,escarcelle,22
sur,sur,81
une,un,71
borne,borne,22
voisine,voisin,30
",",",",p
de,de,81
l',le,71
air,air,21
d',de,81
un,un,71
Romain,Romain,20
sauvant,sauver,13
la,le,71
patrie,patrie,22
/.,/.,P
-,-,p
vrai,vrai,30
dieu,dieu,21
!,!,p
grommela,grommeler,19
Phoebus,Phoebus,20
",",",",p
des,de,81
des,le,71
targes,targe,22
",",",",p
des,de,81
des,le,71
grands,grand,30
blancs,blanc,21
",",",",p
des,de,81
des,le,71
petits,petit,30
blancs,blanc,21
",",",",p
des,de,81
des,le,71
mailles,maille,22
d',de,81
un,un,71
tournois,tournoi,21
les,le,71
deux,deux,72
",",",",p
des,de,81
des,le,71
deniers,denier,21
parisis,parisis,30
",",",",p
de,de,81
vrais,vrai,30
liards,liard,21
à,à,81
l',le,71
aigle,aigle,21
/!,/!,P
c',ce,52
est,être,17
éblouissant,éblouissant,30
/!,/!,P
Jehan,Jehan,20
demeurait,demeurer,18
digne,digne,30
et,et,82
impassible,impassible,30
/.,/.,P
quelques,quelque,75
liards,liard,21
avaient,avoir,18
roulé,rouler,12
dans,dans,81
la,le,71
boue,boue,22
;,;,p
le,le,71
capitaine,capitaine,21
",",",",p
dans,dans,81
son,son,73
enthousiasme,enthousiasme,21
",",",",p
se,se,51
baissa,baisser,19
pour,pour,81
les,le,52
ramasser,ramasser,14
/.,/.,P
Jehan,Jehan,20
le,le,52
retint,retenir,19
:,:,p
-,-,p
fi,fi,60
",",",",p
capitaine,capitaine,21
Phoebus,Phoebus,20
de,de,81
Châteaupers,Châteaupers,20
/!,/!,P
Phoebus,Phoebus,20
compta,compter,19
la,le,71
monnaie,monnaie,22
et,et,82
se,se,51
tournant,tourner,13
avec,avec,81
solennité,solennité,22
vers,vers,81
Jehan,Jehan,20
:,:,p
-,-,p
savez,savoir,17
vous,vous,51
",",",",p
Jehan,Jehan,20
",",",",p
qu',que,83
il,il,51
y,y,52
a,avoir,17
vingt,vingt,72
trois,trois,72
sous,sou,21
parisis,parisis,30
/!,/!,P
qui,qui,52
avez,avoir,17
vous,vous,51
donc,donc,82
dévalisé,dévaliser,12
cette,ce,74
nuit,nuit,22
",",",",p
rue,rue,22
coupe-gueule,coupe-gueule,21
/?,/?,P
Jehan,Jehan,20
rejeta,rejeter,19
en,en,81
arrière,arrière,21
sa,son,73
tête,tête,22
blonde,blond,30
et,et,82
bouclée,bouclé,31
",",",",p
et,et,82
dit,dire,19
en,en,81
fermant,fermer,13
à,à,81
demi,demi,30
des,de,81
des,le,71
yeux,oeil,21
dédaigneux,dédaigneux,30
:,:,p
-,-,p
on,on,51
a,avoir,17
un,un,71
frère,frère,21
archidiacre,archidiacre,21
et,et,82
imbécile,imbécile,30
/.,/.,P
-,-,p
corne,corne,22
de,de,81
dieu,dieu,21
!,!,p
s',se,51
écria,écrier,19
Phoebus,Phoebus,20
",",",",p
le,le,71
digne,digne,30
homme,homme,21
/!,/!,P
allons,aller,17
boire,boire,14
",",",",p
dit,dire,19
Jehan,Jehan,20
/.,/.,P
-,-,p
où,où,60
irons,aller,15
nous,nous,51
?,?,p
dit,dire,19
Phoebus,Phoebus,20
/.,/.,P
à,à,81
la,le,71
pomme,pomme,22
d',de,81
Eve,Eve,20
/?,/?,P
non,non,60
",",",",p
capitaine,capitaine,21
/.,/.,P
allons,aller,17
à,à,81
la,le,71
vieille,vieux,30
science,science,22
/.,/.,P
une,un,71
vieille,vieille,22
qui,qui,52
scie,scier,17
une,un,71
anse,anse,22
/.,/.,P
c',ce,52
est,être,17
un,un,71
rébus,rébus,21
/.,/.,P
j',je,51
aime,aimer,17
cela,cela,52
/.,/.,P
-,-,p
foin,foin,21
des,de,81
des,le,71
rébus,rébus,21
",",",",p
Jehan,Jehan,20
!,!,p
le,le,71
vin,vin,21
est,être,17
meilleur,meilleur,30
à,à,81
la,le,71
pomme,pomme,22
d',de,81
Eve,Eve,20
/.,/.,P
et,et,82
puis,puis,60
",",",",p
à,à,81
côté,côté,21
de,de,81
la,le,71
porte,porte,22
il,il,51
y,y,52
a,avoir,17
une,un,71
vigne,vigne,22
au,à,81
au,le,71
soleil,soleil,21
qui,qui,52
m',je,51
égaie,égayer,17
quand,quand,83
je,je,51
bois,boire,17
/.,/.,P
-,-,p
eh,eh,93
bien,bien,60
!,!,p
va,aller,17
pour,pour,81
Eve,Eve,20
et,et,82
sa,son,73
pomme,pomme,22
",",",",p
dit,dire,19
l',le,71
écolier,écolier,21
;,;,p
et,et,82
prenant,prendre,13
le,le,71
bras,bras,21
de,de,81
Phoebus,Phoebus,20
:,:,p
-,-,p
à,à,81
propos,propos,21
",",",",p
mon,mon,73
cher,cher,30
capitaine,capitaine,21
",",",",p
vous,vous,51
avez,avoir,17
dit,dire,12
tout,tout,60
à,à,81
l',le,71
heure,heure,22
la,le,52
rue,ruer,17
coupe-gueule,coupe-gueule,21
/.,/.,P
c',ce,52
est,être,17
fort,fort,60
mal,mal,60
parler,parler,14
/.,/.,P
on,on,51
n',ne,60
est,être,17
plus,plus,60
si,si,60
barbare,barbare,30
à,à,81
présent,présent,21
/.,/.,P
on,on,51
dit,dire,19
la,le,71
rue,rue,22
coupe,couper,17
gorge,gorge,22
/.,/.,P
les,le,71
deux,deux,72
amis,ami,21
se,se,51
mirent,mettre,19
en,en,81
route,route,22
vers,vers,81
la,le,71
pomme,pomme,22
d',de,81
Eve,Eve,20
/.,/.,P
il,il,51
est,être,17
inutile,inutile,30
de,de,81
dire,dire,14
qu',que,83
ils,ils,51
avaient,avoir,18
d'abord,d'abord,60
ramassé,ramasser,12
l',le,71
argent,argent,21
et,et,82
que,que,83
l',le,71
archidiacre,archidiacre,21
les,le,52
suivait,suivre,18
/.,/.,P
l',le,71
archidiacre,archidiacre,21
les,le,52
suivait,suivre,18
",",",",p
sombre,sombre,30
et,et,82
hagard,hagard,30
/.,/.,P
était,être,18
ce,ce,52
là,là,60
le,le,71
Phoebus,Phoebus,20
dont,dont,52
le,le,71
nom,nom,21
maudit,maudit,31
",",",",p
depuis,depuis,81
son,son,73
entrevue,entrevue,22
avec,avec,81
Gringoire,Gringoire,20
",",",",p
se,se,51
mêlait,mêler,18
à,à,81
toutes,tout,75
ses,son,73
pensées,pensée,22
?,?,p
il,il,51
ne,ne,60
le,le,52
savait,savoir,18
",",",",p
mais,mais,82
",",",",p
enfin,enfin,60
",",",",p
c',ce,52
était,être,18
un,un,71
Phoebus,Phoebus,20
",",",",p
et,et,82
ce,ce,74
nom,nom,21
magique,magique,30
suffisait,suffire,18
pour,pour,81
que,que,83
l',le,71
archidiacre,archidiacre,21
suivit,suivre,19
à,à,81
pas,pas,21
de,de,81
loup,loup,21
les,le,71
deux,deux,72
insouciants,insouciant,30
compagnons,compagnon,21
",",",",p
écoutant,écouter,13
leurs,leur,73
paroles,parole,22
et,et,82
observant,observer,13
leurs,leur,73
moindres,moindre,30
gestes,geste,21
avec,avec,81
une,un,71
anxiété,anxiété,22
attentive,attentif,30
/.,/.,P
du,de,81
du,le,71
reste,reste,21
",",",",p
rien,rien,52
de,de,81
plus,plus,60
facile,facile,30
que,que,83
d',de,81
entendre,entendre,14
tout,tout,52
ce,ce,52
qu',que,52
ils,ils,51
disaient,dire,18
",",",",p
tant,tant,60
ils,ils,51
parlaient,parler,18
haut,haut,60
",",",",p
fort,fort,60
peu,peu,60
gênés,gêné,31
de,de,81
mettre,mettre,14
les,le,71
passants,passant,21
de,de,81
moitié,moitié,22
dans,dans,81
leurs,leur,73
confidences,confidence,22
/.,/.,P
ils,ils,51
parlaient,parler,18
duels,duel,21
",",",",p
filles,fille,22
",",",",p
cruches,cruche,22
",",",",p
folies,folie,22
/.,/.,P
au,à,81
au,le,71
détour,détour,21
d',de,81
une,un,71
rue,rue,22
",",",",p
le,le,71
bruit,bruit,21
d',de,81
un,un,71
tambour,tambour,21
de,de,81
basque,basque,21
leur,leur,52
vint,venir,19
d',de,81
un,un,71
carrefour,carrefour,21
voisin,voisin,30
/.,/.,P
dom,dom,21
Claude,Claude,20
entendit,entendre,19
l',le,71
officier,officier,21
qui,qui,52
disait,dire,18
à,à,81
l',le,71
écolier,écolier,21
:,:,p
-,-,p
tonnerre,tonnerre,21
!,!,p
doublons,doubler,17
le,le,71
pas,pas,21
/.,/.,P
-,-,p
pourquoi,pourquoi,60
",",",",p
Phoebus,Phoebus,20
/?,/?,P
j',je,51
ai,avoir,17
peur,peur,22
que,que,83
la,le,71
bohémienne,bohémienne,22
ne,ne,60
me,je,51
voie,voir,17
/.,/.,P
-,-,p
quelle,quel,75
bohémienne,bohémienne,22
/?,/?,P
la,le,71
petite,petite,22
qui,qui,52
a,avoir,17
une,un,71
chèvre,chèvre,22
/.,/.,P
-,-,p
la,le,71
Smeralda,Smeralda,20
/?,/?,P
justement,justement,60
",",",",p
Jehan,Jehan,20
/.,/.,P
j',je,51
oublie,oublier,17
toujours,toujours,60
son,son,73
diable,diable,21
de,de,81
nom,nom,21
/.,/.,P
dépêchons,dépêcher,17
",",",",p
elle,il,51
me,je,51
reconnaîtrait,reconnaître,16
/.,/.,P
je,je,51
ne,ne,60
veux,vouloir,17
pas,pas,60
que,que,83
cette,ce,74
fille,fille,22
m',je,51
accoste,accoster,17
dans,dans,81
la,le,71
rue,rue,22
/.,/.,P
-,-,p
est,être,17
ce,ce,52
que,que,83
vous,vous,51
la,le,52
connaissez,connaître,17
",",",",p
Phoebus,Phoebus,20
/?,/?,P
ici,ici,60
l',le,71
archidiacre,archidiacre,21
vit,voir,19
Phoebus,Phoebus,20
ricaner,ricaner,14
",",",",p
se,se,51
pencher,pencher,14
à,à,81
l',le,71
oreille,oreille,22
de,de,81
Jehan,Jehan,20
",",",",p
et,et,82
lui,lui,51
dire,dire,14
quelques,quelque,75
mots,mot,21
tout,tout,60
bas,bas,30
/.,/.,P
puis,puis,60
Phoebus,Phoebus,20
éclata,éclater,19
de,de,81
rire,rire,21
et,et,82
secoua,secouer,19
la,le,71
tête,tête,22
d',de,81
un,un,71
air,air,21
triomphant,triomphant,30
/.,/.,P
-,-,p
en,en,81
vérité,vérité,22
?,?,p
dit,dire,19
Jehan,Jehan,20
/.,/.,P
-,-,p
sur,sur,81
mon,mon,73
âme,âme,22
!,!,p
dit,dire,19
Phoebus,Phoebus,20
/.,/.,P
-,-,p
ce,ce,74
soir,soir,21
/?,/?,P
ce,ce,74
soir,soir,21
/.,/.,P
-,-,p
êtes,être,17
vous,vous,51
sûr,sûr,30
qu',que,83
elle,il,51
viendra,venir,15
/?,/?,P
mais,mais,82
êtes,être,17
vous,vous,51
fou,fou,30
",",",",p
Jehan,Jehan,20
?,?,p
est,être,17
ce,ce,52
qu',que,83
on,on,51
doute,douter,17
de,de,81
ces,ce,74
choses,chose,22
là,là,60
/?,/?,P
capitaine,capitaine,21
Phoebus,Phoebus,20
",",",",p
vous,vous,51
êtes,être,17
un,un,71
heureux,heureux,30
gendarme,gendarme,21
/!,/!,P
l',le,71
archidiacre,archidiacre,21
entendit,entendre,19
toute,tout,75
cette,ce,74
conversation,conversation,22
/.,/.,P
ses,son,73
dents,dent,22
claquèrent,claquer,19
/.,/.,P
un,un,71
frisson,frisson,21
",",",",p
visible,visible,30
aux,à,81
aux,le,71
yeux,oeil,21
",",",",p
parcourut,parcourir,19
tout,tout,75
son,son,73
corps,corps,21
/.,/.,P
il,il,51
s',se,51
arrêta,arrêter,19
un,un,71
moment,moment,21
",",",",p
s',se,51
appuya,appuyer,19
à,à,81
une,un,71
borne,borne,22
comme,comme,83
un,un,71
homme,homme,21
ivre,ivre,30
",",",",p
puis,puis,60
il,il,51
reprit,reprendre,19
la,le,71
piste,piste,22
des,de,81
des,le,71
deux,deux,72
joyeux,joyeux,30
drôles,drôle,21
/.,/.,P
au,à,81
au,le,71
moment,moment,21
où,où,60
il,il,51
les,le,52
rejoignit,rejoindre,19
",",",",p
ils,ils,51
avaient,avoir,18
changé,changer,12
de,de,81
conversation,conversation,22
/.,/.,P
il,il,51
les,le,52
entendit,entendre,19
chanter,chanter,14
à tue-tête,à tue-tête,60
le,le,71
vieux,vieux,30
refrain,refrain,21
:,:,p
les,le,71
enfants,enfant,21
des,de,81
des,le,71
Petits-Carreaux,Petits Carreaux,20
se,se,51
font,faire,17
pendre,pendre,14
comme,comme,83
des,de,81
des,le,71
veaux,veau,21
/.,/.,P
<Chapitre VII>,<>,<>
le,le,71
moine,moine,21
bourru,bourru,30
/.,/.,P
l',le,71
illustre,illustre,30
cabaret,cabaret,21
de,de,81
la,le,71
pomme,pomme,22
d',de,81
Eve,Eve,20
était,être,18
situé,situer,12
dans,dans,81
l',le,71
université,université,22
",",",",p
au,à,81
au,le,71
coin,coin,21
de,de,81
la,le,71
rue,rue,22
de,de,81
la,le,71
Rondelle,Rondelle,20
et,et,82
de,de,81
la,le,71
rue,rue,22
du,de,81
du,le,71
bâtonnier,bâtonnier,21
/.,/.,P
c',ce,52
était,être,18
une,un,71
salle,salle,22
au,à,81
au,le,71
rez-de-chaussée,rez-de-chaussée,21
",",",",p
assez,assez,60
vaste,vaste,30
et,et,82
fort,fort,60
basse,bas,30
",",",",p
avec,avec,81
une,un,71
voûte,voûte,22
dont,dont,52
la,le,71
retombée,retombée,22
centrale,central,30
s',se,51
appuyait,appuyer,18
sur,sur,81
un,un,71
gros,gros,30
pilier,pilier,21
de,de,81
bois,bois,21
peint,peint,31
en,en,81
jaune,jaune,30
;,;,p
des,de,81
des,le,71
tables,table,22
partout,partout,60
",",",",p
de,de,81
luisants,luisant,30
brocs,broc,21
d',de,81
étain,étain,21
accrochés,accroché,31
au,à,81
au,le,71
mur,mur,21
",",",",p
toujours,toujours,60
force,force,60
buveurs,buveur,21
",",",",p
des,de,81
des,le,71
filles,fille,22
à foison,à foison,60
",",",",p
un,un,71
vitrage,vitrage,21
sur,sur,81
la,le,71
rue,rue,22
",",",",p
une,un,71
vigne,vigne,22
à,à,81
la,le,71
porte,porte,22
",",",",p
et,et,82
au-dessus,au-dessus,60
de,de,81
cette,ce,74
porte,porte,22
une,un,71
criarde,criard,30
planche,planche,22
de,de,81
tôle,tôle,22
",",",",p
enluminée,enluminé,31
d',de,81
une,un,71
pomme,pomme,22
et,et,82
d',de,81
une,un,71
femme,femme,22
",",",",p
rouillée,rouillé,31
par,par,81
la,le,71
pluie,pluie,22
et,et,82
tournant,tourner,13
au,à,81
au,le,71
vent,vent,21
sur,sur,81
une,un,71
broche,broche,22
de,de,81
fer,fer,21
/.,/.,P
cette,ce,74
façon,façon,22
de,de,81
girouette,girouette,22
qui,qui,52
regardait,regarder,18
le,le,71
pavé,pavé,21
était,être,18
l',le,71
enseigne,enseigne,22
/.,/.,P
la,le,71
nuit,nuit,22
tombait,tomber,18
/.,/.,P
le,le,71
carrefour,carrefour,21
était,être,18
noir,noir,30
/.,/.,P
le,le,71
cabaret,cabaret,21
plein,plein,30
de,de,81
chandelles,chandelle,22
flamboyait,flamboyer,18
de,de,81
loin,loin,60
comme,comme,83
une,un,71
forge,forge,22
dans,dans,81
l',le,71
ombre,ombre,22
/.,/.,P
on,on,51
entendait,entendre,18
le,le,71
bruit,bruit,21
des,de,81
des,le,71
verres,verre,21
",",",",p
des,de,81
des,le,71
ripailles,ripaille,22
",",",",p
des,de,81
des,le,71
jurements,jurement,21
",",",",p
des,de,81
des,le,71
querelles,querelle,22
qui,qui,52
s',se,51
échappait,échapper,18
par,par,81
les,le,71
carreaux,carreau,21
cassés,cassé,31
/.,/.,P
à,à,81
travers,travers,21
la,le,71
brume,brume,22
que,que,52
la,le,71
chaleur,chaleur,22
de,de,81
la,le,71
salle,salle,22
répandait,répandre,18
sur,sur,81
la,le,71
devanture,devanture,22
vitrée,vitré,30
",",",",p
on,on,51
voyait,voir,18
fourmiller,fourmiller,14
cent,cent,72
figures,figure,22
confuses,confus,30
",",",",p
et,et,82
de,de,81
temps,temps,21
en,en,81
temps,temps,21
un,un,71
éclat,éclat,21
de,de,81
rire,rire,21
sonore,sonore,30
s',se,51
en,en,52
détachait,détacher,18
/.,/.,P
les,le,71
passants,passant,21
qui,qui,52
allaient,aller,18
à,à,81
leurs,leur,73
affaires,affaire,22
longeaient,longer,18
sans,sans,81
y,y,52
jeter,jeter,14
les,le,71
yeux,oeil,21
cette,ce,74
vitre,vitre,22
tumultueuse,tumultueux,30
/.,/.,P
seulement,seulement,60
",",",",p
par,par,81
intervalles,intervalle,21
",",",",p
quelque,quelque,75
petit,petit,30
garçon,garçon,21
en,en,81
guenilles,guenille,22
se,se,51
haussait,hausser,18
sur,sur,81
la,le,71
pointe,pointe,22
des,de,81
des,le,71
pieds,pied,21
jusqu',jusque,81
à,à,81
l',le,71
appui,appui,21
de,de,81
la,le,71
devanture,devanture,22
et,et,82
jetait,jeter,18
dans,dans,81
le,le,71
cabaret,cabaret,21
la,le,71
vieille,vieux,30
huée,huée,22
goguenarde,goguenard,30
dont,dont,52
on,on,51
poursuivait,poursuivre,18
alors,alors,60
les,le,71
ivrognes,ivrogne,21
:,:,p
-,-,p
aux,à,81
aux,le,71
houls,houls,92
",",",",p
saouls,soûl,30
",",",",p
saouls,soûl,30
",",",",p
saouls,soûl,30
/!,/!,P
un,un,71
homme,homme,21
cependant,cependant,82
se,se,51
promenait,promener,18
imperturbablement,imperturbablement,60
devant,devant,81
la,le,71
bruyante,bruyant,30
taverne,taverne,22
",",",",p
y,y,52
regardant,regarder,13
sans,sans,81
cesse,cesse,22
",",",",p
et,et,82
ne,ne,60
s',se,51
en,en,52
écartant,écarter,13
pas,pas,60
plus,plus,60
qu',que,83
un,un,71
piquier,piquier,21
de,de,81
sa,son,73
guérite,guérite,22
/.,/.,P
il,il,51
avait,avoir,18
un,un,71
manteau,manteau,21
jusqu',jusque,81
au,à,81
au,le,71
nez,nez,21
/.,/.,P
ce,ce,74
manteau,manteau,21
",",",",p
il,il,51
venait,venir,18
de,de,81
l',le,52
acheter,acheter,14
au,à,81
au,le,71
fripier,fripier,21
qui,qui,52
avoisinait,avoisiner,18
la,le,71
pomme,pomme,22
d',de,81
Eve,Eve,20
",",",",p
sans,sans,81
doute,doute,21
pour,pour,81
se,se,51
garantir,garantir,14
du,de,81
du,le,71
froid,froid,21
des,de,81
des,le,71
soirées,soirée,22
de,de,81
mars,mars,21
",",",",p
peut-être,peut-être,60
pour,pour,81
cacher,cacher,14
son,son,73
costume,costume,21
/.,/.,P
de,de,81
temps,temps,21
en,en,81
temps,temps,21
il,il,51
s',se,51
arrêtait,arrêter,18
devant,devant,81
le,le,71
vitrage,vitrage,21
trouble,trouble,30
à,à,81
mailles,maille,22
de,de,81
plomb,plomb,21
",",",",p
il,il,51
écoutait,écouter,18
",",",",p
regardait,regarder,18
",",",",p
et,et,82
frappait,frapper,18
du,de,81
du,le,71
pied,pied,21
/.,/.,P
enfin,enfin,60
la,le,71
porte,porte,22
du,de,81
du,le,71
cabaret,cabaret,21
s',se,51
ouvrit,ouvrir,19
/.,/.,P
c',ce,52
est,être,17
ce,ce,52
qu',que,52
il,il,51
paraissait,paraître,18
attendre,attendre,14
/.,/.,P
deux,deux,72
buveurs,buveur,21
en,en,52
sortirent,sortir,19
/.,/.,P
le,le,71
rayon,rayon,21
de,de,81
lumière,lumière,22
qui,qui,52
s',se,51
échappa,échapper,19
de,de,81
la,le,71
porte,porte,22
empourpra,empourprer,19
un,un,71
moment,moment,21
leurs,leur,73
joviales,jovial,30
figures,figure,22
/.,/.,P
l',le,71
homme,homme,21
au,à,81
au,le,71
manteau,manteau,21
s',se,51
alla,aller,19
mettre,mettre,14
en,en,81
observation,observation,22
sous,sous,81
un,un,71
porche,porche,21
de,de,81
l',le,71
autre,autre,75
côté,côté,21
de,de,81
la,le,71
rue,rue,22
/.,/.,P
-,-,p
corne,corne,22
et,et,82
tonnerre,tonnerre,21
!,!,p
dit,dire,19
l',le,71
un,un,52
des,de,81
des,le,71
deux,deux,72
buveurs,buveur,21
/.,/.,P
sept,sept,72
heures,heure,22
vont,aller,17
toquer,toquer,14
/.,/.,P
c',ce,52
est,être,17
l',le,71
heure,heure,22
de,de,81
mon,mon,73
rendez-vous,rendez-vous,21
/.,/.,P
-,-,p
je,je,51
vous,vous,51
dis,dire,17
",",",",p
reprenait,reprendre,18
son,son,73
compagnon,compagnon,21
avec,avec,81
une,un,71
langue,langue,22
épaisse,épais,30
",",",",p
que,que,83
je,je,51
ne,ne,60
demeure,demeurer,17
pas,pas,60
rue,rue,22
des,de,81
des,le,71
mauvaises,mauvais,30
paroles,parole,22
",",",",p
indignus,indignus,92
qui,qui,52
inter,inter,92
mala,mala,92
verba,verba,92
habitat,habitat,21
/.,/.,P
j',je,51
ai,avoir,17
logis,logis,21
rue,rue,22
Jean,Jean,20
pain,pain,21
Mollet,Mollet,20
",",",",p
in,in,92
vico,vico,92
Johannis,Johannis,20
pain,pain,21
Mollet,Mollet,20
/.,/.,P
-,-,p
vous,vous,51
êtes,être,17
plus,plus,60
cornu,cornu,30
qu',que,83
un,un,71
unicorne,unicorne,21
",",",",p
si,si,83
vous,vous,51
dites,dire,17
le,le,71
contraire,contraire,21
/.,/.,P
chacun,chacun,52
sait,savoir,17
que,que,83
qui,qui,52
monte,monter,17
une,un,71
fois,fois,22
sur,sur,81
un,un,71
ours,ours,21
n',ne,60
a,avoir,17
jamais,jamais,60
peur,peur,22
",",",",p
mais,mais,82
vous,vous,51
avez,avoir,17
le,le,71
nez,nez,21
tourné,tourné,31
à,à,81
la,le,71
friandise,friandise,22
",",",",p
comme,comme,83
Saint-Jacques,Saint-Jacques,20
de,de,81
l',le,71
hôpital,hôpital,21
/.,/.,P
-,-,p
Jehan,Jehan,20
",",",",p
mon,mon,73
ami,ami,21
",",",",p
vous,vous,51
êtes,être,17
ivre,ivre,30
",",",",p
disait,dire,18
l',le,71
autre,autre,52
/.,/.,P
l',le,71
autre,autre,52
répondit,répondre,19
en,en,81
chancelant,chanceler,13
:,:,p
-,-,p
cela,cela,52
vous,vous,51
plaît,plaire,17
à,à,81
dire,dire,14
",",",",p
Phoebus,Phoebus,20
",",",",p
mais,mais,82
il,il,51
est,être,17
prouvé,prouver,12
que,que,83
Platon,Platon,20
avait,avoir,18
le,le,71
profil,profil,21
d',de,81
un,un,71
chien,chien,21
de,de,81
chasse,chasse,22
/.,/.,P
le,le,71
lecteur,lecteur,21
a,avoir,17
sans,sans,81
doute,doute,21
déjà,déjà,60
reconnu,reconnaître,12
nos,notre,73
deux,deux,72
braves,brave,30
amis,ami,21
",",",",p
le,le,71
capitaine,capitaine,21
et,et,82
l',le,71
écolier,écolier,21
/.,/.,P
il,il,51
paraît,paraître,17
que,que,83
l',le,71
homme,homme,21
qui,qui,52
les,le,52
guettait,guetter,18
dans,dans,81
l',le,71
ombre,ombre,22
les,le,52
avait,avoir,18
reconnus,reconnaître,12
aussi,aussi,60
",",",",p
car,car,82
il,il,51
suivait,suivre,18
à,à,81
pas,pas,21
lents,lent,30
tous,tout,75
les,le,71
zigzags,zigzag,21
que,que,52
l',le,71
écolier,écolier,21
faisait,faire,18
faire,faire,14
au,à,81
au,le,71
capitaine,capitaine,21
",",",",p
lequel,lequel,52
",",",",p
buveur,buveur,21
plus,plus,60
aguerri,aguerri,31
",",",",p
avait,avoir,18
conservé,conserver,12
tout,tout,75
son,son,73
sang-froid,sang-froid,21
/.,/.,P
en,en,81
les,le,52
écoutant,écouter,13
attentivement,attentivement,60
",",",",p
l',le,71
homme,homme,21
au,à,81
au,le,71
manteau,manteau,21
put,pouvoir,19
saisir,saisir,14
dans,dans,81
son,son,73
entier,entier,30
l',le,71
intéressante,intéressant,30
conversation,conversation,22
que,que,52
voici,voici,81
:,:,p
-,-,p
corbacque,corbacque,92
!,!,p
tâchez,tâcher,17
donc,donc,82
de,de,81
marcher,marcher,14
droit,droit,60
",",",",p
monsieur,monsieur,21
le,le,71
bachelier,bachelier,21
/.,/.,P
vous,vous,51
savez,savoir,17
qu',que,83
il,il,51
faut,falloir,17
que,que,83
je,je,51
vous,vous,51
quitte,quitter,17
/.,/.,P
voilà,voilà,81
sept,sept,72
heures,heure,22
/.,/.,P
j',je,51
ai,avoir,17
rendez-vous,rendez-vous,21
avec,avec,81
une,un,71
femme,femme,22
/.,/.,P
-,-,p
laissez,laisser,17
moi,moi,51
donc,donc,82
",",",",p
vous,vous,51
/!,/!,P
je,je,51
vois,voir,17
des,de,81
des,le,71
étoiles,étoile,22
et,et,82
des,de,81
des,le,71
lances,lance,22
de,de,81
