11488
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Cinquante-septième extrait>,<>,<> 
songe,songer,17
dans,dans,81
le,le,71
calme,calme,21
de,de,81
mes,mon,73
pensées,pensée,22
",",",",p
vous,vous,51
êtes,être,17
un,un,71
ange,ange,21
/.,/.,P
je,je,51
vous,vous,51
adore,adorer,17
dans,dans,81
mon,mon,73
coeur,coeur,21
comme,comme,83
une,un,71
divinité,divinité,22
/.,/.,P
mais,mais,82
",",",",p
hélas,hélas,60
/!,/!,P
auprès,auprès,60
de,de,81
vous,vous,51
",",",",p
souvent,souvent,60
le,le,71
vieil,vieux,30
homme,homme,21
a,avoir,17
repris,reprendre,12
ses,son,73
droits,droit,21
/.,/.,P
souvent,souvent,60
",",",",p
sous,sous,81
le,le,71
souffle,souffle,21
embaumé,embaumé,31
de,de,81
vos,votre,73
lèvres,lèvre,22
",",",",p
un,un,71
feu,feu,21
cuisant,cuisant,30
est,être,17
venu,venir,12
dévorer,dévorer,14
les,le,71
miennes,mien,52
;,;,p
souvent,souvent,60
",",",",p
quand,quand,83
",",",",p
me,je,51
penchant,pencher,13
vers,vers,81
vous,vous,51
",",",",p
mes,mon,73
cheveux,cheveu,21
ont,avoir,17
effleuré,effleurer,12
les,le,71
vôtres,vôtre,52
",",",",p
un,un,71
frisson,frisson,21
d',de,81
indicible,indicible,30
volupté,volupté,22
a,avoir,17
parcouru,parcourir,12
toutes,tout,75
mes,mon,73
veines,veine,22
",",",",p
et,et,82
alors,alors,60
j',je,51
ai,avoir,17
oublié,oublier,12
que,que,83
vous,vous,51
étiez,être,18
une,un,71
émanation,émanation,22
du,de,81
du,le,71
ciel,ciel,21
",",",",p
un,un,71
rêve,rêve,21
des,de,81
des,le,71
félicités,félicité,22
éternelles,éternel,30
",",",",p
un,un,71
ange,ange,21
détaché,détaché,31
du,de,81
du,le,71
sein,sein,21
de,de,81
dieu,dieu,21
pour,pour,81
guider,guider,14
mes,mon,73
pas,pas,21
en,en,81
cette,ce,74
vie,vie,22
et,et,82
pour,pour,81
me,je,51
raconter,raconter,14
les,le,71
joies,joie,22
d',de,81
une,un,71
autre,autre,75
existence,existence,22
/.,/.,P
pourquoi,pourquoi,60
",",",",p
pur,pur,30
esprit,esprit,21
",",",",p
avais,avoir,18
tu,tu,51
pris,prendre,12
la,le,71
forme,forme,22
tentatrice,tentateur,30
d',de,81
une,un,71
femme,femme,22
/?,/?,P
pourquoi,pourquoi,60
",",",",p
ange,ange,21
de,de,81
lumière,lumière,22
",",",",p
avais,avoir,18
tu,tu,51
revêtu,revêtir,12
les,le,71
séductions,séduction,22
de,de,81
l',le,71
enfer,enfer,21
/?,/?,P
souvent,souvent,60
j',je,51
ai,avoir,17
cru,croire,12
tenir,tenir,14
le,le,71
bonheur,bonheur,21
dans,dans,81
mes,mon,73
bras,bras,21
",",",",p
et,et,82
tu,tu,51
n',ne,60
étais,être,18
que,que,83
la,le,71
vertu,vertu,22
/.,/.,P
pardonnez,pardonner,17
moi,moi,51
ces,ce,74
regrets,regret,21
coupables,coupable,30
",",",",p
mon,mon,73
amie,amie,22
;,;,p
je,je,51
n',ne,60
étais,être,18
point,point,60
digne,digne,30
de,de,81
vous,vous,51
",",",",p
et,et,82
peut-être,peut-être,60
",",",",p
si,si,83
vous,vous,51
eussiez,avoir,18
consenti,consentir,12
à,à,81
descendre,descendre,14
jusqu',jusque,81
à,à,81
moi,moi,51
",",",",p
eussions,avoir,18
nous,nous,51
été,être,12
plus,plus,60
heureux,heureux,30
l',le,71
un,un,52
et,et,82
l',le,71
autre,autre,52
/.,/.,P
mais,mais,82
mon,mon,73
infériorité,infériorité,22
vous,vous,51
a,avoir,17
fait,faire,12
continuellement,continuellement,60
souffrir,souffrir,14
",",",",p
et,et,82
vous,vous,51
m',je,51
avez,avoir,17
fait,faire,12
des,de,81
des,le,71
crimes,crime,21
des,de,81
des,le,71
vertus,vertu,22
que,que,52
vous,vous,51
aviez,avoir,18
/.,/.,P
maintenant,maintenant,60
",",",",p
que,que,52
vous,vous,51
m',je,51
absolvez,absoudre,17
",",",",p
j',je,51
en,en,52
suis,être,17
certain,certain,30
",",",",p
car,car,82
la,le,71
perfection,perfection,22
implique,impliquer,17
la,le,71
miséricorde,miséricorde,22
",",",",p
laissez,laisser,17
moi,moi,51
élever,élever,14
encore,encore,60
la,le,71
voix,voix,22
pour,pour,81
vous,vous,51
remercier,remercier,14
et,et,82
vous,vous,51
bénir,bénir,14
/.,/.,P
vous,vous,51
remercier,remercier,14
!,!,p
/…,/…,P
oh,oh,93
!,!,p
non,non,60
",",",",p
ma,mon,73
vie,vie,22
",",",",p
ce,ce,52
n',ne,60
est,être,17
pas,pas,60
le,le,71
mot,mot,21
:,:,p
car,car,82
mon,mon,73
âme,âme,22
est,être,17
plus,plus,60
déchirée,déchirer,12
que,que,83
la,le,71
vôtre,vôtre,52
du,de,81
du,le,71
courage,courage,21
qui,qui,52
vous,vous,51
arrache,arracher,17
de,de,81
mes,mon,73
bras,bras,21
/.,/.,P
mais,mais,82
je,je,51
vous,vous,51
admire,admirer,17
;,;,p
et,et,82
",",",",p
tout,tout,60
en,en,81
pleurant,pleurer,13
",",",",p
je,je,51
vous,vous,51
félicite,féliciter,17
/.,/.,P
oui,oui,60
",",",",p
mon,mon,73
Indiana,Indiana,20
",",",",p
ce,ce,74
sacrifice,sacrifice,21
héroïque,héroïque,30
",",",",p
vous,vous,51
avez,avoir,17
trouvé,trouver,12
la,le,71
force,force,22
de,de,81
l',le,52
accomplir,accomplir,14
/.,/.,P
il,il,51
m',je,51
arrache,arracher,17
le,le,71
coeur,coeur,21
et,et,82
la,le,71
vie,vie,22
",",",",p
il,il,51
désole,désoler,17
mon,mon,73
avenir,avenir,21
",",",",p
il,il,51
ruine,ruiner,17
mon,mon,73
existence,existence,22
/.,/.,P
eh,eh,93
bien,bien,60
",",",",p
je,je,51
vous,vous,51
aime,aimer,17
encore,encore,60
assez,assez,60
pour,pour,81
le,le,71
supporter,supporter,21
sans,sans,81
me,je,51
plaindre,plaindre,14
;,;,p
car,car,82
mon,mon,73
honneur,honneur,21
n',ne,60
est,être,17
rien,rien,52
",",",",p
c',ce,52
est,être,17
le,le,71
vôtre,vôtre,52
qui,qui,52
est,être,17
tout,tout,52
/.,/.,P
mon,mon,73
honneur,honneur,21
",",",",p
je,je,51
vous,vous,51
le,le,52
sacrifierais,sacrifier,16
mille,mille,72
fois,fois,22
;,;,p
mais,mais,82
le,le,71
vôtre,vôtre,52
m',je,51
est,être,17
plus,plus,60
cher,cher,30
que,que,83
toutes,tout,75
les,le,71
joies,joie,22
que,que,52
vous,vous,51
m',je,51
auriez,avoir,16
données,donner,12
/.,/.,P
oh,oh,93
!,!,p
non,non,60
!,!,p
je,je,51
n',ne,60
eusse,avoir,18
pas,pas,60
joui,jouir,12
d',de,81
un,un,71
tel,tel,75
sacrifice,sacrifice,21
/.,/.,P
en,en,81
vain,vain,30
j',je,51
aurais,avoir,16
essayé,essayer,12
de,de,81
m',je,51
étourdir,étourdir,14
à,à,81
force,force,22
d',de,81
ivresse,ivresse,22
et,et,82
de,de,81
transports,transport,21
",",",",p
en,en,81
vain,vain,30
vous,vous,51
m',je,51
eussiez,avoir,18
ouvert,ouvrir,12
vos,votre,73
bras,bras,21
pour,pour,81
m',je,51
enivrer,enivrer,14
de,de,81
voluptés,volupté,22
célestes,céleste,30
",",",",p
le,le,71
remords,remords,21
serait,être,16
venu,venir,12
m',je,51
y,y,52
chercher,chercher,14
;,;,p
il,il,51
aurait,avoir,16
empoisonné,empoisonner,12
tous,tout,75
mes,mon,73
jours,jour,21
",",",",p
et,et,82
j',je,51
aurais,avoir,16
été,être,12
plus,plus,60
humilié,humilier,12
que,que,83
vous,vous,51
du,de,81
du,le,71
mépris,mépris,21
des,de,81
des,le,71
hommes,homme,21
/.,/.,P
o,oh,93
dieu,dieu,21
!,!,p
vous,vous,51
voir,voir,14
abaissée,abaissé,31
et,et,82
flétrie,flétri,31
par,par,81
moi,moi,51
!,!,p
vous,vous,51
voir,voir,14
déchue,déchu,31
de,de,81
cette,ce,74
vénération,vénération,22
qui,qui,52
vous,vous,51
entoure,entourer,17
!,!,p
vous,vous,51
voir,voir,14
insultée,insulté,31
dans,dans,81
mes,mon,73
bras,bras,21
",",",",p
et,et,82
ne,ne,60
pouvoir,pouvoir,14
laver,laver,14
cette,ce,74
offense,offense,22
!,!,p
car,car,82
en,en,81
vain,vain,30
j',je,51
eusse,avoir,18
versé,verser,12
tout,tout,75
mon,mon,73
sang,sang,21
pour,pour,81
vous,vous,51
;,;,p
je,je,51
vous,vous,51
eusse,avoir,18
vengée,venger,12
peut-être,peut-être,60
",",",",p
mais,mais,82
jamais,jamais,60
justifiée,justifier,12
/.,/.,P
mon,mon,73
ardeur,ardeur,22
à,à,81
vous,vous,51
défendre,défendre,14
eût,avoir,19
été,être,12
contre,contre,81
vous,vous,51
une,un,71
accusation,accusation,22
de,de,81
plus,plus,60
;,;,p
ma,mon,73
mort,mort,22
",",",",p
une,un,71
preuve,preuve,22
irrécusable,irrécusable,30
de,de,81
votre,votre,73
crime,crime,21
/.,/.,P
pauvre,pauvre,30
Indiana,Indiana,20
",",",",p
je,je,51
vous,vous,51
aurais,avoir,16
perdue,perdre,12
/!,/!,P
oh,oh,93
!,!,p
que,que,52
je,je,51
serais,être,16
malheureux,malheureux,30
/!,/!,P
partez,partir,17
donc,donc,82
",",",",p
ma,mon,73
bien-aimée,bien-aimé,30
;,;,p
allez,aller,17
sous,sous,81
un,un,71
autre,autre,75
ciel,ciel,21
recueillir,recueillir,14
les,le,71
fruits,fruit,21
de,de,81
la,le,71
vertu,vertu,22
et,et,82
de,de,81
la,le,71
religion,religion,22
/.,/.,P
dieu,dieu,21
nous,nous,51
récompensera,récompenser,15
d',de,81
un,un,71
tel,tel,75
effort,effort,21
;,;,p
car,car,82
dieu,dieu,21
est,être,17
bon,bon,30
/.,/.,P
il,il,51
nous,nous,51
réunira,réunir,15
dans,dans,81
une,un,71
vie,vie,22
plus,plus,60
heureuse,heureux,30
",",",",p
et,et,82
peut-être,peut-être,60
même,même,60
…,…,p
mais,mais,82
cette,ce,74
pensée,pensée,22
est,être,17
encore,encore,60
un,un,71
crime,crime,21
;,;,p
pourtant,pourtant,60
je,je,51
ne,ne,60
peux,pouvoir,17
pas,pas,60
me,je,51
défendre,défendre,14
d',de,81
espérer,espérer,14
!,!,p
/…,/…,P
adieu,adieu,21
",",",",p
Indiana,Indiana,20
",",",",p
adieu,adieu,21
;,;,p
vous,vous,51
voyez,voir,17
bien,bien,60
que,que,83
notre,notre,73
amour,amour,21
est,être,17
un,un,71
forfait,forfait,21
!,!,p
/…,/…,P
hélas,hélas,60
!,!,p
mon,mon,73
âme,âme,22
est,être,17
brisée,briser,12
/.,/.,P
où,où,60
trouverais,trouver,16
je,je,51
la,le,71
force,force,22
de,de,81
vous,vous,51
dire,dire,14
adieu,adieu,21
/!,/!,P
Raymon,Raymon,20
porta,porter,19
lui-même,lui-même,51
cette,ce,74
lettre,lettre,22
chez,chez,81
madame,madame,22
Delmare,Delmare,20
;,;,p
mais,mais,82
elle,il,51
se,se,51
renferma,renfermer,19
dans,dans,81
sa,son,73
chambre,chambre,22
et,et,82
refusa,refuser,19
de,de,81
le,le,52
voir,voir,14
/.,/.,P
il,il,51
quitta,quitter,19
donc,donc,82
cette,ce,74
maison,maison,22
après,après,81
avoir,avoir,14
glissé,glisser,12
sa,son,73
lettre,lettre,22
à,à,81
la,le,71
femme,femme,22
de,de,81
service,service,21
",",",",p
et,et,82
embrassé,embrasser,12
cordialement,cordialement,60
le,le,71
mari,mari,21
/.,/.,P
en,en,81
laissant,laisser,13
derrière,derrière,81
lui,lui,51
la,le,71
dernière,dernier,30
marche,marche,22
de,de,81
l',le,71
escalier,escalier,21
",",",",p
il,il,51
se,se,51
sentit,sentir,19
plus,plus,60
léger,léger,30
qu',que,83
à,à,81
l',le,71
ordinaire,ordinaire,22
;,;,p
le,le,71
temps,temps,21
était,être,18
plus,plus,60
doux,doux,30
",",",",p
les,le,71
femmes,femme,22
étaient,être,18
plus,plus,60
belles,beau,30
",",",",p
les,le,71
boutiques,boutique,22
plus,plus,60
étincelantes,étincelant,30
:,:,p
ce,ce,52
fut,être,19
un,un,71
beau,beau,30
jour,jour,21
dans,dans,81
la,le,71
vie,vie,22
de,de,81
Raymon,Raymon,20
/.,/.,P
madame,madame,22
Delmare,Delmare,20
serra,serrer,19
la,le,71
lettre,lettre,22
toute,tout,60
cachetée,cacheté,31
dans,dans,81
un,un,71
coffre,coffre,21
qu',que,52
elle,il,51
ne,ne,60
devait,devoir,18
ouvrir,ouvrir,14
qu',que,83
aux,à,81
aux,le,71
colonies,colonie,22
/.,/.,P
elle,il,51
voulut,vouloir,19
aller,aller,14
dire,dire,14
adieu,adieu,21
à,à,81
sa,son,73
tante,tante,22
;,;,p
sir,sir,92
Ralph,Ralph,20
s',se,51
y,y,52
opposa,opposer,19
avec,avec,81
une,un,71
obstination,obstination,22
absolue,absolu,30
/.,/.,P
il,il,51
avait,avoir,18
vu,voir,12
madame,madame,22
de,de,81
Carvajal,Carvajal,20
;,;,p
il,il,51
savait,savoir,18
qu',que,83
elle,il,51
voulait,vouloir,18
accabler,accabler,14
Indiana,Indiana,20
de,de,81
reproches,reproche,21
et,et,82
de,de,81
mépris,mépris,21
;,;,p
il,il,51
s',se,51
indignait,indigner,18
de,de,81
cette,ce,74
hypocrite,hypocrite,30
sévérité,sévérité,22
",",",",p
et,et,82
ne,ne,60
supportait,supporter,18
pas,pas,60
l',le,71
idée,idée,22
que,que,83
madame,madame,22
Delmare,Delmare,20
allât,aller,19
s',se,51
y,y,52
exposer,exposer,14
/.,/.,P
le,le,71
jour,jour,21
suivant,suivant,30
",",",",p
au,à,81
au,le,71
moment,moment,21
où,où,60
Delmare,Delmare,20
et,et,82
sa,son,73
femme,femme,22
allaient,aller,18
monter,monter,14
en,en,81
diligence,diligence,22
",",",",p
sir,sir,92
Ralph,Ralph,20
leur,leur,52
dit,dire,19
avec,avec,81
son,son,73
aplomb,aplomb,21
accoutumé,accoutumé,31
:,:,p
-,-,p
je,je,51
vous,vous,51
ai,avoir,17
souvent,souvent,60
fait,faire,12
entendre,entendre,14
",",",",p
mes,mon,73
amis,ami,21
",",",",p
que,que,83
je,je,51
désirais,désirer,18
vous,vous,51
suivre,suivre,14
;,;,p
mais,mais,82
vous,vous,51
avez,avoir,17
refusé,refuser,12
de,de,81
me,je,51
comprendre,comprendre,14
ou,ou,82
de,de,81
me,je,51
répondre,répondre,14
/.,/.,P
voulez,vouloir,17
vous,vous,51
me,je,51
permettre,permettre,14
de,de,81
partir,partir,14
avec,avec,81
vous,vous,51
/?,/?,P
pour,pour,81
Bordeaux,Bordeaux,20
?,?,p
dit,dire,19
monsieur,monsieur,21
Delmare,Delmare,20
/.,/.,P
-,-,p
pour,pour,81
Bourbon,Bourbon,20
",",",",p
répondit,répondre,19
monsieur,monsieur,21
Ralph,Ralph,20
/.,/.,P
-,-,p
vous,vous,51
n',ne,60
y,y,52
songez,songer,17
pas,pas,60
",",",",p
reprit,reprendre,19
",",",",p
monsieur,monsieur,21
Delmare,Delmare,20
;,;,p
vous,vous,51
ne,ne,60
pouvez,pouvoir,17
ainsi,ainsi,60
transporter,transporter,14
votre,votre,73
établissement,établissement,21
au,à,81
au,le,71
gré,gré,21
d',de,81
un,un,71
ménage,ménage,21
dont,dont,52
l',le,71
avenir,avenir,21
est,être,17
incertain,incertain,30
et,et,82
la,le,71
situation,situation,22
précaire,précaire,30
;,;,p
ce,ce,52
serait,être,16
abuser,abuser,14
lâchement,lâchement,60
de,de,81
votre,votre,73
amitié,amitié,22
que,que,83
d',de,81
accepter,accepter,14
le,le,71
sacrifice,sacrifice,21
de,de,81
toute,tout,75
votre,votre,73
vie,vie,22
et,et,82
l',le,71
abnégation,abnégation,22
de,de,81
votre,votre,73
position,position,22
sociale,social,30
/.,/.,P
vous,vous,51
êtes,être,17
riche,riche,30
",",",",p
jeune,jeune,30
",",",",p
libre,libre,30
;,;,p
il,il,51
faut,falloir,17
vous,vous,51
remarier,remarier,14
",",",",p
vous,vous,51
créer,créer,14
une,un,71
famille,famille,22
/…,/…,P
-,-,p
il,il,51
ne,ne,60
s',se,51
agit,agir,17
pas,pas,60
de,de,81
cela,cela,52
",",",",p
répondit,répondre,19
froidement,froidement,60
sir,sir,92
Ralph,Ralph,20
/.,/.,P
comme,comme,83
je,je,51
ne,ne,60
sais,savoir,17
pas,pas,60
envelopper,envelopper,14
mes,mon,73
idées,idée,22
dans,dans,81
des,de,81
des,le,71
mots,mot,21
qui,qui,52
en,en,52
altèrent,altérer,17
le,le,71
sens,sens,21
",",",",p
je,je,51
vous,vous,51
dirai,dire,15
franchement,franchement,60
ce,ce,52
que,que,52
je,je,51
pense,penser,17
/.,/.,P
il,il,51
m',je,51
a,avoir,17
semblé,sembler,12
que,que,83
",",",",p
depuis,depuis,81
six,six,72
mois,mois,21
",",",",p
votre,votre,73
amitié,amitié,22
à,à,81
tous,tout,75
deux,deux,72
s',se,51
était,être,18
refroidie,refroidir,12
à,à,81
mon,mon,73
égard,égard,21
/.,/.,P
peut-être,peut-être,60
ai,avoir,17
je,je,51
eu,avoir,12
des,de,81
des,le,71
torts,tort,21
que,que,52
l',le,71
épaisseur,épaisseur,22
de,de,81
mon,mon,73
jugement,jugement,21
m',je,51
a,avoir,17
empêché,empêcher,12
d',de,81
apercevoir,apercevoir,14
/.,/.,P
si,si,83
je,je,51
me,je,51
trompe,tromper,17
",",",",p
un,un,71
mot,mot,21
de,de,81
vous,vous,51
suffira,suffire,15
pour,pour,81
me,je,51
rassurer,rassurer,14
;,;,p
permettez,permettre,17
moi,moi,51
de,de,81
vous,vous,51
suivre,suivre,14
/.,/.,P
si,si,83
j',je,51
ai,avoir,17
démérité,démériter,12
auprès,auprès,60
de,de,81
vous,vous,51
",",",",p
il,il,51
est,être,17
temps,temps,21
de,de,81
me,je,51
le,le,52
dire,dire,14
;,;,p
vous,vous,51
ne,ne,60
devez,devoir,17
pas,pas,60
",",",",p
en,en,81
m',je,51
abandonnant,abandonner,13
",",",",p
me,je,51
laisser,laisser,14
le,le,71
remords,remords,21
de,de,81
n',ne,60
avoir,avoir,14
pas,pas,60
réparé,réparer,12
mes,mon,73
fautes,faute,22
/.,/.,P
le,le,71
colonel,colonel,21
fut,être,19
si,si,60
ému,émouvoir,12
de,de,81
cette,ce,74
naïve,naïf,30
et,et,82
généreuse,généreux,30
ouverture,ouverture,22
",",",",p
qu',que,83
il,il,51
oublia,oublier,19
toutes,tout,75
les,le,71
susceptibilités,susceptibilité,22
d',de,81
amour-propre,amour-propre,21
qui,qui,52
l',le,52
avaient,avoir,18
éloigné,éloigner,12
de,de,81
son,son,73
ami,ami,21
/.,/.,P
il,il,51
lui,lui,51
tendit,tendre,19
la,le,71
main,main,22
",",",",p
lui,lui,51
jura,jurer,19
que,que,83
son,son,73
amitié,amitié,22
était,être,18
plus,plus,60
sincère,sincère,30
que,que,83
jamais,jamais,60
",",",",p
et,et,82
qu',que,83
il,il,51
ne,ne,60
refusait,refuser,18
ses,son,73
offres,offre,22
que,que,83
par,par,81
discrétion,discrétion,22
/.,/.,P
madame,madame,22
Delmare,Delmare,20
gardait,garder,18
le,le,71
silence,silence,21
/.,/.,P
Ralph,Ralph,20
fit,faire,19
un,un,71
effort,effort,21
pour,pour,81
obtenir,obtenir,14
un,un,71
mot,mot,21
de,de,81
sa,son,73
bouche,bouche,22
/.,/.,P
-,-,p
et,et,82
vous,vous,51
",",",",p
Indiana,Indiana,20
",",",",p
lui,lui,51
dit,dire,19
il,il,51
d',de,81
une,un,71
voix,voix,22
étouffée,étouffé,31
",",",",p
avez,avoir,17
vous,vous,51
encore,encore,60
de,de,81
l',le,71
amitié,amitié,22
pour,pour,81
moi,moi,51
/?,/?,P
ce,ce,74
mot,mot,21
réveilla,réveiller,19
toute,tout,75
l',le,71
affection,affection,22
filiale,filial,30
",",",",p
tous,tout,75
les,le,71
souvenirs,souvenir,21
d',de,81
enfance,enfance,22
",",",",p
toutes,tout,75
les,le,71
habitudes,habitude,22
d',de,81
intimité,intimité,22
qui,qui,52
unissaient,unir,18
leurs,leur,73
coeurs,coeur,21
/.,/.,P
ils,ils,51
se,se,51
jetèrent,jeter,19
en,en,81
pleurant,pleurer,13
dans,dans,81
les,le,71
bras,bras,21
l',le,71
un,un,52
de,de,81
l',le,71
autre,autre,52
",",",",p
et,et,82
Ralph,Ralph,20
faillit,faillir,19
s',se,51
évanouir,évanouir,14
;,;,p
car,car,82
",",",",p
dans,dans,81
ce,ce,74
corps,corps,21
robuste,robuste,30
",",",",p
dans,dans,81
ce,ce,74
tempérament,tempérament,21
calme,calme,30
et,et,82
réservé,réservé,31
",",",",p
fermentaient,fermenter,18
des,de,81
des,le,71
émotions,émotion,22
puissantes,puissant,30
/.,/.,P
il,il,51
s',se,51
assit,asseoir,19
pour,pour,81
ne,ne,60
pas,pas,60
tomber,tomber,14
",",",",p
resta,rester,19
quelques,quelque,75
instants,instant,21
silencieux,silencieux,30
et,et,82
pâle,pâle,30
;,;,p
puis,puis,60
il,il,51
saisit,saisir,19
la,le,71
main,main,22
du,de,81
du,le,71
colonel,colonel,21
dans,dans,81
une,un,52
des,de,81
des,le,71
siennes,sien,52
",",",",p
et,et,82
celle,celui,52
de,de,81
sa,son,73
femme,femme,22
dans,dans,81
l',le,71
autre,autre,52
/.,/.,P
-,-,p
à,à,81
cette,ce,74
heure,heure,22
de,de,81
séparation,séparation,22
peut-être,peut-être,60
éternelle,éternel,30
",",",",p
leur,leur,52
dit,dire,19
il,il,51
",",",",p
soyez,être,17
francs,franc,30
avec,avec,81
moi,moi,51
/.,/.,P
vous,vous,51
refusez,refuser,17
ma,mon,73
proposition,proposition,22
de,de,81
vous,vous,51
accompagner,accompagner,14
à,à,81
cause,cause,22
de,de,81
moi,moi,51
et,et,82
non,non,60
à,à,81
cause,cause,22
de,de,81
vous,vous,51
/.,/.,P
-,-,p
je,je,51
vous,vous,51
jure,jurer,17
sur,sur,81
l',le,71
honneur,honneur,21
",",",",p
dit,dire,19
Delmare,Delmare,20
",",",",p
qu',que,83
en,en,81
vous,vous,51
refusant,refuser,13
je,je,51
sacrifie,sacrifier,17
mon,mon,73
bonheur,bonheur,21
au,à,81
au,le,71
vôtre,vôtre,52
/.,/.,P
-,-,p
pour,pour,81
moi,moi,51
",",",",p
dit,dire,19
Indiana,Indiana,20
",",",",p
vous,vous,51
savez,savoir,17
que,que,83
je,je,51
voudrais,vouloir,16
ne,ne,60
jamais,jamais,60
vous,vous,51
quitter,quitter,14
/.,/.,P
-,-,p
à,à,81
dieu,dieu,21
ne,ne,60
plaise,plaire,17
que,que,83
je,je,51
doute,douter,17
de,de,81
votre,votre,73
sincérité,sincérité,22
dans,dans,81
un,un,71
pareil,pareil,30
moment,moment,21
!,!,p
répondit,répondre,19
Ralph,Ralph,20
;,;,p
votre,votre,73
parole,parole,22
me,je,51
suffit,suffire,19
",",",",p
je,je,51
suis,être,17
content,content,30
de,de,81
vous,vous,51
deux,deux,72
/.,/.,P
et,et,82
il,il,51
disparut,disparaître,19
/.,/.,P
six,six,72
semaines,semaine,22
après,après,81
",",",",p
le,le,71
brick,brick,21
la,le,71
Coraly,Coraly,20
mettait,mettre,18
à,à,81
la,le,71
voile,voile,22
dans,dans,81
le,le,71
port,port,21
de,de,81
Bordeaux,Bordeaux,20
/.,/.,P
Ralph,Ralph,20
avait,avoir,18
écrit,écrire,12
à,à,81
ses,son,73
amis,ami,21
qu',que,83
il,il,51
serait,être,16
dans,dans,81
cette,ce,74
ville,ville,22
vers,vers,81
les,le,71
derniers,dernier,30
jours,jour,21
de,de,81
leur,leur,73
station,station,22
",",",",p
mais,mais,82
",",",",p
selon,selon,81
sa,son,73
coutume,coutume,22
",",",",p
dans,dans,81
un,un,71
style,style,21
si,si,60
laconique,laconique,30
",",",",p
qu',que,83
il,il,51
était,être,18
impossible,impossible,30
de,de,81
savoir,savoir,14
s',si,83
il,il,51
avait,avoir,18
l',le,71
intention,intention,22
de,de,81
leur,leur,52
dire,dire,14
un,un,71
dernier,dernier,30
adieu,adieu,21
ou,ou,82
celle,celui,52
de,de,81
les,le,52
accompagner,accompagner,14
/.,/.,P
ils,ils,51
l',le,52
attendirent,attendre,19
vainement,vainement,60
jusqu',jusque,81
à,à,81
la,le,71
dernière,dernier,30
heure,heure,22
",",",",p
et,et,82
le,le,71
capitaine,capitaine,21
donna,donner,19
le,le,71
signal,signal,21
du,de,81
du,le,71
départ,départ,21
sans,sans,81
que,que,83
Ralph,Ralph,20
eût,avoir,19
paru,paraître,12
/.,/.,P
quelques,quelque,75
pressentiments,pressentiment,21
sinistres,sinistre,30
vinrent,venir,19
ajouter,ajouter,14
à,à,81
la,le,71
douleur,douleur,22
morne,morne,30
qui,qui,52
pesait,peser,18
sur,sur,81
l',le,71
âme,âme,22
d',de,81
Indiana,Indiana,20
",",",",p
lorsque,lorsque,83
les,le,71
dernières,dernier,30
maisons,maison,22
du,de,81
du,le,71
port,port,21
s',se,51
effacèrent,effacer,19
dans,dans,81
la,le,71
verdure,verdure,22
de,de,81
la,le,71
côte,côte,22
/.,/.,P
elle,il,51
frémit,frémir,19
de,de,81
songer,songer,14
qu',que,83
elle,il,51
était,être,18
désormais,désormais,60
seule,seul,30
dans,dans,81
l',le,71
univers,univers,21
avec,avec,81
ce,ce,74
mari,mari,21
qu',que,52
elle,il,51
haïssait,haïr,18
",",",",p
qu',que,52
il,il,51
faudrait,falloir,16
vivre,vivre,14
et,et,82
mourir,mourir,14
avec,avec,81
lui,lui,51
sans,sans,81
un,un,71
ami,ami,21
pour,pour,81
la,le,52
consoler,consoler,14
",",",",p
sans,sans,81
un,un,71
parent,parent,21
pour,pour,81
la,le,52
protéger,protéger,14
contre,contre,81
sa,son,73
domination,domination,22
violente,violent,30
/…,/…,P
mais,mais,82
",",",",p
en,en,81
se,se,51
retournant,retourner,13
",",",",p
elle,il,51
vit,voir,19
sur,sur,81
le,le,71
pont,pont,21
",",",",p
derrière,derrière,81
elle,il,51
",",",",p
la,le,71
paisible,paisible,30
et,et,82
bienveillante,bienveillant,30
figure,figure,22
de,de,81
Ralph,Ralph,20
qui,qui,52
lui,lui,51
souriait,sourire,18
/.,/.,P
-,-,p
tu,tu,51
ne,ne,60
m',je,51
abandonnes,abandonner,17
donc,donc,82
pas,pas,60
",",",",p
toi,toi,51
?,?,p
lui,lui,51
dit,dire,19
elle,il,51
en,en,81
se,se,51
jetant,jeter,13
à,à,81
son,son,73
cou,cou,21
toute,tout,60
baignée,baigné,31
de,de,81
larmes,larme,22
/.,/.,P
-,-,p
jamais,jamais,60
!,!,p
répondit,répondre,19
Ralph,Ralph,20
en,en,81
la,le,52
pressant,presser,13
sur,sur,81
sa,son,73
poitrine,poitrine,22
/.,/.,P
<XXIII.>,<>,<>
lettre,lettre,22
de,de,81
madame,madame,22
Delmare,Delmare,20
à,à,81
monsieur,monsieur,21
de,de,81
Ramière,Ramière,20
/.,/.,P
“,“,p
de,de,81
l',le,71
île,île,22
Bourbon,Bourbon,20
",",",",p
<Nombre 3 juin 18>,<>,<>
trois,trois,72
juin,juin,21
dix,dix,72
huit,huit,72
<Fin nombre>,<>,<>
/.,/.,P
/.,/.,P
j',je,51
avais,avoir,18
résolu,résoudre,12
de,de,81
ne,ne,60
plus,plus,60
vous,vous,51
fatiguer,fatiguer,14
de,de,81
mon,mon,73
souvenir,souvenir,21
;,;,p
mais,mais,82
",",",",p
en,en,81
arrivant,arriver,13
ici,ici,60
