11549
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quinzième extrait>,<>,<>
lancer,lancer,14
quatre,quatre,72
vingt,vingt,72
dix,dix,72
sept,sept,72
heures,heure,22
treize,treize,72
minutes,minute,22
et,et,82
vingt,vingt,72
secondes,seconde,22
avant,avant,81
l',le,71
arrivée,arrivée,22
de,de,81
la,le,71
Lune,Lune,20
au,à,81
au,le,71
point,point,21
visé,visé,31
/.,/.,P
sur,sur,81
la,le,71
quatrième,quatrième,72
question,question,22
:,:,p
-,-,p
à,à,81
quel,quel,75
moment,moment,21
précis,précis,30
la,le,71
Lune,Lune,20
se,se,51
présentera,présenter,15
t,t,94
elle,il,51
dans,dans,81
la,le,71
position,position,22
la,le,71
plus,plus,60
favorable,favorable,30
pour,pour,81
être,être,14
atteinte,atteindre,12
par,par,81
le,le,71
projectile,projectile,21
/?,/?,P
d',de,81
après,après,81
ce,ce,52
qui,qui,52
vient,venir,17
d',de,81
être,être,14
dit,dire,12
ci-dessus,ci-dessus,60
",",",",p
il,il,51
faut,falloir,17
d'abord,d'abord,60
choisir,choisir,14
l',le,71
époque,époque,22
où,où,60
la,le,71
Lune,Lune,20
sera,être,15
dans,dans,81
son,son,73
périgée,périgée,21
",",",",p
et,et,82
en,en,81
même,même,75
temps,temps,21
le,le,71
moment,moment,21
où,où,60
elle,il,51
passera,passer,15
au,à,81
au,le,71
zénith,zénith,21
",",",",p
ce,ce,52
qui,qui,52
diminuera,diminuer,15
encore,encore,60
le,le,71
parcours,parcours,21
d',de,81
une,un,71
distance,distance,22
égale,égal,30
au,à,81
au,le,71
rayon,rayon,21
terrestre,terrestre,30
",",",",p
soit,soit,82
trois,trois,72
mille,mille,72
neuf,neuf,72
cent,cent,72
dix,dix,72
neuf,neuf,72
milles,mille,21
;,;,p
de,de,81
telle,tel,75
sorte,sorte,22
que,que,83
le,le,71
trajet,trajet,21
définitif,définitif,30
sera,être,15
de,de,81
deux,deux,72
cent,cent,72
quatorze,quatorze,72
mille,mille,72
neuf,neuf,72
cent,cent,72
soixante,soixante,72
seize,seize,72
milles,mille,21
(,(,p
<Nombre 86410 lieues>,<>,<>
quatre,quatre,72
vingt,vingt,72
six,six,72
mille,mille,72
quatre,quatre,72
cent,cent,72
dix,dix,72
lieues,lieue,22
<Fin nombre>,<>,<>
),),p
/.,/.,P
mais,mais,82
",",",",p
si,si,83
chaque,chaque,75
mois,mois,21
la,le,71
Lune,Lune,20
passe,passer,17
à,à,81
son,son,73
périgée,périgée,21
",",",",p
elle,il,51
ne,ne,60
se,se,51
trouve,trouver,17
pas,pas,60
toujours,toujours,60
au,à,81
au,le,71
zénith,zénith,21
à,à,81
ce,ce,74
moment,moment,21
/.,/.,P
elle,il,51
ne,ne,60
se,se,51
présente,présenter,17
dans,dans,81
ces,ce,74
deux,deux,72
conditions,condition,22
qu',que,83
à,à,81
de,de,81
longs,long,30
intervalles,intervalle,21
/.,/.,P
il,il,51
faudra,falloir,15
donc,donc,82
attendre,attendre,14
la,le,71
coïncidence,coïncidence,22
du,de,81
du,le,71
passage,passage,21
au,à,81
au,le,71
périgée,périgée,21
et,et,82
au,à,81
au,le,71
zénith,zénith,21
/.,/.,P
or,or,82
",",",",p
par,par,81
une,un,71
heureuse,heureux,30
circonstance,circonstance,22
",",",",p
le,le,71
<Nombre 4 décembre>,<>,<>
quatre,quatre,72
décembre,décembre,21
<Fin nombre>,<>,<>
de,de,81
l',le,71
année,année,22
prochaine,prochain,30
",",",",p
la,le,71
Lune,Lune,20
offrira,offrir,15
ces,ce,74
deux,deux,72
conditions,condition,22
:,:,p
à,à,81
minuit,minuit,21
",",",",p
elle,il,51
sera,être,15
dans,dans,81
son,son,73
périgée,périgée,21
",",",",p
c'est-à-dire,c'est-à-dire,91
à,à,81
sa,son,73
plus,plus,60
courte,court,30
distance,distance,22
de,de,81
la,le,71
terre,terre,22
",",",",p
et,et,82
elle,il,51
passera,passer,15
en,en,81
même,même,75
temps,temps,21
au,à,81
au,le,71
zénith,zénith,21
/.,/.,P
sur,sur,81
la,le,71
cinquième,cinquième,72
question,question,22
:,:,p
-,-,p
quel,quel,75
point,point,21
du,de,81
du,le,71
ciel,ciel,21
devra,devoir,15
t,t,94
on,on,51
viser,viser,14
avec,avec,81
le,le,71
canon,canon,21
destiné,destiné,31
à,à,81
lancer,lancer,14
le,le,71
projectile,projectile,21
/?,/?,P
les,le,71
observations,observation,22
précédentes,précédent,30
étant,être,13
admises,admettre,12
",",",",p
le,le,71
canon,canon,21
devra,devoir,15
être,être,14
braqué,braquer,12
sur,sur,81
le,le,71
zénith,zénith,21
(,(,p
le,le,71
zénith,zénith,21
est,être,17
le,le,71
point,point,21
du,de,81
du,le,71
ciel,ciel,21
situé,situé,31
verticalement,verticalement,60
au-dessus,au-dessus,60
de,de,81
la,le,71
tête,tête,22
d',de,81
un,un,71
observateur,observateur,21
),),p
du,de,81
du,le,71
lieu,lieu,21
;,;,p
de,de,81
la,le,71
sorte,sorte,22
",",",",p
le,le,71
tir,tir,21
sera,être,15
perpendiculaire,perpendiculaire,30
au,à,81
au,le,71
plan,plan,21
de,de,81
l',le,71
horizon,horizon,21
",",",",p
et,et,82
le,le,71
projectile,projectile,21
se,se,51
dérobera,dérober,15
plus,plus,60
rapidement,rapidement,60
aux,à,81
aux,le,71
effets,effet,21
de,de,81
l',le,71
attraction,attraction,22
terrestre,terrestre,30
/.,/.,P
mais,mais,82
",",",",p
pour,pour,81
que,que,83
la,le,71
Lune,Lune,20
monte,monter,17
au,à,81
au,le,71
zénith,zénith,21
d',de,81
un,un,71
lieu,lieu,21
",",",",p
il,il,51
faut,falloir,17
que,que,83
ce,ce,74
lieu,lieu,21
ne,ne,60
soit,être,17
pas,pas,60
plus,plus,60
haut,haut,30
en,en,81
latitude,latitude,22
que,que,83
la,le,71
déclinaison,déclinaison,22
de,de,81
cet,ce,74
astre,astre,21
",",",",p
autrement,autrement,60
dit,dit,31
",",",",p
qu',que,83
il,il,51
soit,être,17
compris,comprendre,12
entre,entre,81
<Nombre 0>,<>,<>
zéro,zéro,72
<Fin nombre>,<>,<>
et,et,82
<Nombre 28>,<>,<>
vingt,vingt,72
huit,huit,72
<Fin nombre>,<>,<>
de,de,81
latitude,latitude,22
nord,nord,21
ou,ou,82
sud,sud,21
/.,/.,P
il,il,51
n',ne,60
y,y,52
a,avoir,17
en,en,81
effet,effet,21
que,que,83
les,le,71
régions,région,22
du,de,81
du,le,71
globe,globe,21
comprises,compris,31
entre,entre,81
l',le,71
équateur,équateur,21
et,et,82
le,le,71
vingt-huitième,vingt-huitième,72
parallèle,parallèle,21
",",",",p
dans,dans,81
lesquels,lequel,52
la,le,71
culmination,culmination,22
de,de,81
la,le,71
Lune,Lune,20
l',le,52
amène,amener,17
au,à,81
au,le,71
zénith,zénith,21
;,;,p
au-delà,au-delà,60
du,de,81
du,le,71
<Nombre 28e degré>,<>,<>
vingt,vingt,72
huitième,huitième,72
degré,degré,21
<Fin nombre>,<>,<>
",",",",p
la,le,71
Lune,Lune,20
s',se,51
approche,approcher,17
d'autant,d'autant,60
moins,moins,60
du,de,81
du,le,71
zénith,zénith,21
que,que,83
l',l',94
on,on,51
s',se,51
avance,avancer,17
vers,vers,81
les,le,71
pôles,pôle,21
/.,/.,P
en,en,81
tout,tout,75
autre,autre,75
endroit,endroit,21
",",",",p
le,le,71
tir,tir,21
devrait,devoir,16
être,être,14
nécessairement,nécessairement,60
oblique,oblique,30
",",",",p
ce,ce,52
qui,qui,52
nuirait,nuire,16
à,à,81
la,le,71
réussite,réussite,22
de,de,81
l',le,71
expérience,expérience,22
/.,/.,P
sur,sur,81
la,le,71
sixième,sixième,72
question,question,22
:,:,p
-,-,p
quelle,quel,75
place,place,22
la,le,52
Lune,Lune,20
occupera,occuper,15
t,t,94
elle,il,51
dans,dans,81
le,le,71
ciel,ciel,21
au,à,81
au,le,71
moment,moment,21
où,où,60
partira,partir,15
le,le,71
projectile,projectile,21
/?,/?,P
au,à,81
au,le,71
moment,moment,21
où,où,60
le,le,71
projectile,projectile,21
sera,être,15
lancé,lancer,12
dans,dans,81
l',le,71
espace,espace,21
",",",",p
la,le,71
Lune,Lune,20
",",",",p
qui,qui,52
avance,avancer,17
chaque,chaque,75
jour,jour,21
de,de,81
treize,treize,72
degrés,degré,21
dix,dix,72
minutes,minute,22
et,et,82
trente,trente,72
cinq,cinq,72
secondes,seconde,22
",",",",p
devra,devoir,15
se,se,51
trouver,trouver,14
éloignée,éloigné,31
du,de,81
du,le,71
point,point,21
zénithal,zénithal,30
de,de,81
quatre,quatre,72
fois,fois,22
ce,ce,74
nombre,nombre,21
",",",",p
soit,soit,82
cinquante,cinquante,72
deux,deux,72
degrés,degré,21
quarante,quarante,72
deux,deux,72
minutes,minute,22
et,et,82
vingt,vingt,72
secondes,seconde,22
",",",",p
espace,espace,21
qui,qui,52
correspond,correspondre,17
au,à,81
au,le,71
chemin,chemin,21
qu',que,52
elle,il,51
fera,faire,15
pendant,pendant,81
la,le,71
durée,durée,22
du,de,81
du,le,71
parcours,parcours,21
du,de,81
du,le,71
projectile,projectile,21
/.,/.,P
mais,mais,82
comme,comme,83
il,il,51
faut,falloir,17
également,également,60
tenir,tenir,14
compte,compte,21
de,de,81
la,le,71
déviation,déviation,22
que,que,52
fera,faire,15
éprouver,éprouver,14
au,à,81
au,le,71
boulet,boulet,21
le,le,71
mouvement,mouvement,21
de,de,81
rotation,rotation,22
de,de,81
la,le,71
terre,terre,22
",",",",p
et,et,82
comme,comme,83
le,le,71
boulet,boulet,21
n',ne,60
arrivera,arriver,15
à,à,81
la,le,71
Lune,Lune,20
qu',que,83
après,après,81
avoir,avoir,14
dévié,dévier,12
d',de,81
une,un,71
distance,distance,22
égale,égal,30
à,à,81
seize,seize,72
rayons,rayon,21
terrestres,terrestre,30
",",",",p
qui,qui,52
",",",",p
comptés,compté,31
sur,sur,81
l',le,71
orbite,orbite,22
de,de,81
la,le,71
Lune,Lune,20
",",",",p
font,faire,17
environ,environ,60
onze,onze,72
degrés,degré,21
",",",",p
on,on,51
doit,devoir,17
ajouter,ajouter,14
ces,ce,74
onze,onze,72
degrés,degré,21
à,à,81
ceux,celui,52
qui,qui,52
expriment,exprimer,17
le,le,71
retard,retard,21
de,de,81
la,le,71
Lune,Lune,20
déjà,déjà,60
mentionné,mentionné,31
",",",",p
soit,soit,82
soixante,soixante,72
quatre,quatre,72
degrés,degré,21
en,en,81
chiffres,chiffre,21
ronds,rond,30
/.,/.,P
ainsi,ainsi,60
donc,donc,82
",",",",p
au,à,81
au,le,71
moment,moment,21
du,de,81
du,le,71
tir,tir,21
",",",",p
le,le,71
rayon,rayon,21
visuel,visuel,30
mené,mené,31
à,à,81
la,le,71
Lune,Lune,20
fera,faire,15
avec,avec,81
la,le,71
verticale,verticale,22
du,de,81
du,le,71
lieu,lieu,21
un,un,71
angle,angle,21
de,de,81
soixante,soixante,72
quatre,quatre,72
degrés,degré,21
/.,/.,P
telles,tel,52
sont,être,17
les,le,71
réponses,réponse,22
aux,à,81
aux,le,71
questions,question,22
posées,posé,31
à,à,81
l',le,71
observatoire,observatoire,21
de,de,81
Cambridge,Cambridge,20
par,par,81
les,le,71
membres,membre,21
du,de,81
du,le,71
Gun-Club,Gun-Club,20
/.,/.,P
en,en,81
résumé,résumé,21
:,:,p
premièrement,premièrement,60
",",",",p
le,le,71
canon,canon,21
devra,devoir,15
être,être,14
établi,établir,12
dans,dans,81
un,un,71
pays,pays,21
situé,situé,31
entre,entre,81
<Nombre 0°>,<>,<>
zéro,zéro,72
degrés,degré,21
<Fin nombre>,<>,<>
et,et,82
<Nombre 28°>,<>,<>
vingt,vingt,72
huit,huit,72
degrés,degré,21
<Fin nombre>,<>,<>
de,de,81
latitude,latitude,22
nord,nord,21
ou,ou,82
sud,sud,21
/.,/.,P
deuxièmement,deuxièmement,60
",",",",p
il,il,51
devra,devoir,15
être,être,14
braqué,braquer,12
sur,sur,81
le,le,71
zénith,zénith,21
du,de,81
du,le,71
lieu,lieu,21
/.,/.,P
troisièmement,troisièmement,60
",",",",p
le,le,71
projectile,projectile,21
devra,devoir,15
être,être,14
animé,animer,12
d',de,81
une,un,71
vitesse,vitesse,22
initiale,initial,30
de,de,81
douze,douze,72
mille,mille,72
yards,yard,21
par,par,81
seconde,seconde,22
/.,/.,P
quatrièmement,quatrièmement,60
",",",",p
il,il,51
devra,devoir,15
être,être,14
lancé,lancer,12
le,le,71
<Nombre 1er décembre>,<>,<>
premier,premier,72
décembre,décembre,21
<Fin nombre>,<>,<>
l',le,71
année,année,22
prochaine,prochain,30
",",",",p
à,à,81
onze,onze,72
heures,heure,22
moins,moins,60
treize,treize,72
minutes,minute,22
et,et,82
vingt,vingt,72
secondes,seconde,22
/.,/.,P
cinquièmement,cinquièmement,60
",",",",p
il,il,51
rencontrera,rencontrer,15
la,le,71
Lune,Lune,20
quatre,quatre,72
jours,jour,21
après,après,81
son,son,73
départ,départ,21
",",",",p
le,le,71
<Nombre 4 décembre>,<>,<>
quatre,quatre,72
décembre,décembre,21
<Fin nombre>,<>,<>
à,à,81
minuit,minuit,21
précis,précis,30
",",",",p
au,à,81
au,le,71
moment,moment,21
où,où,60
elle,il,51
passera,passer,15
au,à,81
au,le,71
zénith,zénith,21
/.,/.,P
les,le,71
membres,membre,21
du,de,81
du,le,71
Gun-Club,Gun-Club,20
doivent,devoir,17
donc,donc,82
commencer,commencer,14
sans,sans,81
retard,retard,21
les,le,71
travaux,travail,21
nécessités,nécessité,31
par,par,81
une,un,71
pareille,pareil,30
entreprise,entreprise,22
et,et,82
être,être,14
prêts,prêt,30
à,à,81
opérer,opérer,14
au,à,81
au,le,71
moment,moment,21
déterminé,déterminé,31
",",",",p
car,car,82
",",",",p
s',si,83
ils,ils,51
laissaient,laisser,18
passer,passer,14
cette,ce,74
date,date,22
du,de,81
du,le,71
<Nombre 4 décembre>,<>,<>
quatre,quatre,72
décembre,décembre,21
<Fin nombre>,<>,<>
",",",",p
ils,ils,51
ne,ne,60
retrouveraient,retrouver,16
la,le,71
Lune,Lune,20
dans,dans,81
les,le,71
mêmes,même,75
conditions,condition,22
de,de,81
périgée,périgée,21
et,et,82
de,de,81
zénith,zénith,21
que,que,83
dix,dix,72
huit,huit,72
ans,an,21
et,et,82
onze,onze,72
jours,jour,21
après,après,81
/.,/.,P
le,le,71
bureau,bureau,21
de,de,81
l',le,71
observatoire,observatoire,21
de,de,81
Cambridge,Cambridge,20
se,se,51
met,mettre,17
entièrement,entièrement,60
à,à,81
leur,leur,73
disposition,disposition,22
pour,pour,81
les,le,71
questions,question,22
d',de,81
astronomie,astronomie,22
théorique,théorique,30
",",",",p
et,et,82
il,il,51
joint,joindre,17
par,par,81
la,le,71
présente,présent,30
ses,son,73
félicitations,félicitation,22
à,à,81
celles,celui,52
de,de,81
l',le,71
Amérique,Amérique,20
tout,tout,60
entière,entier,30
/.,/.,P
pour,pour,81
le,le,71
bureau,bureau,21
:,:,p
J-M,J-M,20
Belfast,Belfast,20
",",",",p
directeur,directeur,21
de,de,81
l',le,71
observatoire,observatoire,21
de,de,81
Cambridge,Cambridge,20
/.,/.,P
<V >,<>,<>
le,le,71
roman,roman,21
de,de,81
la,le,71
lune,lune,22
/.,/.,P
un,un,71
observateur,observateur,21
doué,doué,31
d',de,81
une,un,71
vue,vue,22
infiniment,infiniment,60
pénétrante,pénétrant,30
",",",",p
et,et,82
placé,placé,31
à,à,81
ce,ce,74
centre,centre,21
inconnu,inconnu,30
autour,autour,60
duquel,de,81
duquel,lequel,52
gravite,graviter,17
le,le,71
monde,monde,21
",",",",p
aurait,avoir,16
vu,voir,12
des,de,81
des,le,71
myriades,myriade,22
d',de,81
atomes,atome,21
remplir,remplir,14
l',le,71
espace,espace,21
à,à,81
l',le,71
époque,époque,22
chaotique,chaotique,30
de,de,81
l',le,71
univers,univers,21
/.,/.,P
mais,mais,82
peu,peu,60
à,à,81
peu,peu,60
",",",",p
avec,avec,81
les,le,71
siècles,siècle,21
",",",",p
un,un,71
changement,changement,21
se,se,51
produisit,produire,19
;,;,p
une,un,71
loi,loi,22
d',de,81
attraction,attraction,22
se,se,51
manifesta,manifester,19
",",",",p
à,à,81
laquelle,lequel,52
obéirent,obéir,19
les,le,71
atomes,atome,21
errants,errant,30
jusqu',jusque,81
alors,alors,60
;,;,p
ces,ce,74
atomes,atome,21
se,se,51
combinèrent,combiner,19
chimiquement,chimiquement,60
suivant,suivant,81
leurs,leur,73
affinités,affinité,22
",",",",p
se,se,51
firent,faire,19
molécules,molécule,22
et,et,82
formèrent,former,19
ces,ce,74
amas,amas,21
nébuleux,nébuleux,30
dont,dont,52
sont,être,17
parsemées,parsemer,12
les,le,71
profondeurs,profondeur,22
du,de,81
du,le,71
ciel,ciel,21
/.,/.,P
ces,ce,74
amas,amas,21
furent,être,19
aussitôt,aussitôt,60
animés,animer,12
d',de,81
un,un,71
mouvement,mouvement,21
de,de,81
rotation,rotation,22
autour,autour,60
de,de,81
leur,leur,73
point,point,21
central,central,30
/.,/.,P
ce,ce,74
centre,centre,21
",",",",p
formé,formé,31
de,de,81
molécules,molécule,22
vagues,vague,30
",",",",p
se,se,51
prit,prendre,19
à,à,81
tourner,tourner,14
sur,sur,81
lui-même,lui-même,51
en,en,81
se,se,51
condensant,condenser,13
progressivement,progressivement,60
;,;,p
d',de,81
ailleurs,ailleurs,60
",",",",p
suivant,suivant,81
des,de,81
des,le,71
lois,loi,22
immuables,immuable,30
de,de,81
la,le,71
mécanique,mécanique,22
",",",",p
à,à,81
mesure,mesure,22
que,que,83
son,son,73
volume,volume,21
diminuait,diminuer,18
par,par,81
la,le,71
condensation,condensation,22
",",",",p
son,son,73
mouvement,mouvement,21
de,de,81
rotation,rotation,22
s',se,51
accélérait,accélérer,18
",",",",p
et,et,82
ces,ce,74
deux,deux,72
effets,effet,21
persistant,persister,13
",",",",p
il,il,51
en,en,52
résulta,résulter,19
une,un,71
étoile,étoile,22
principale,principal,30
",",",",p
centre,centre,21
de,de,81
l',le,71
amas,amas,21
nébuleux,nébuleux,30
/.,/.,P
en,en,81
regardant,regarder,13
attentivement,attentivement,60
",",",",p
l',le,71
observateur,observateur,21
eût,avoir,19
alors,alors,60
vu,voir,12
les,le,71
autres,autre,75
molécules,molécule,22
de,de,81
l',le,71
amas,amas,21
se,se,51
comporter,comporter,14
comme,comme,83
l',le,71
étoile,étoile,22
centrale,central,30
",",",",p
se,se,51
condenser,condenser,14
à,à,81
sa,son,73
façon,façon,22
par,par,81
un,un,71
mouvement,mouvement,21
de,de,81
rotation,rotation,22
progressivement,progressivement,60
accéléré,accéléré,31
",",",",p
et,et,82
graviter,graviter,14
autour,autour,60
d',de,81
elle,il,51
sous,sous,81
forme,forme,22
d',de,81
étoiles,étoile,22
innombrables,innombrable,30
/.,/.,P
la,le,71
nébuleuse,nébuleuse,22
",",",",p
dont,dont,52
les,le,71
astronomes,astronome,21
comptent,compter,17
près,près,81
de,de,81
cinq,cinq,72
mille,mille,72
actuellement,actuellement,60
",",",",p
était,être,18
formée,former,12
/.,/.,P
parmi,parmi,81
ces,ce,74
cinq,cinq,72
mille,mille,72
nébuleuses,nébuleuse,22
",",",",p
il,il,51
en,en,52
est,être,17
une,un,52
que,que,52
les,le,71
hommes,homme,21
ont,avoir,17
nommée,nommer,12
la,le,71
voie,voie,22
lactée,lacté,30
(,(,p
du,de,81
du,le,71
mot,mot,21
grec,grec,30
",",",",p
qui,qui,52
signifie,signifier,17
lait,lait,21
),),p
et,et,82
qui,qui,52
renferme,renfermer,17
dix,dix,72
huit,huit,72
millions,million,21
d',de,81
étoiles,étoile,22
",",",",p
dont,dont,52
chacune,chacun,52
est,être,17
devenue,devenir,12
le,le,71
centre,centre,21
d',de,81
un,un,71
monde,monde,21
solaire,solaire,30
/.,/.,P
si,si,83
l',le,71
observateur,observateur,21
eût,avoir,19
alors,alors,60
spécialement,spécialement,60
examiné,examiner,12
entre,entre,81
ces,ce,74
dix,dix,72
huit,huit,72
millions,million,21
d',de,81
astres,astre,21
l',le,71
un,un,52
des,de,81
des,le,71
plus,plus,60
modestes,modeste,30
et,et,82
des,de,81
des,le,71
moins,moins,60
brillants,brillant,30
(,(,p
le,le,71
diamètre,diamètre,21
de,de,81
Sirius,Sirius,20
",",",",p
suivant,suivant,81
Wollaston,Wollaston,20
",",",",p
doit,devoir,17
égaler,égaler,14
douze,douze,72
fois,fois,22
celui,celui,52
du,de,81
du,le,71
soleil,soleil,21
",",",",p
soit,soit,82
<Nombre 4300000 lieues>,<>,<>
quatre,quatre,72
millions,million,21
trois,trois,72
cent,cent,72
mille,mille,72
lieues,lieue,22
<Fin nombre>,<>,<>
),),p
une,un,71
étoile,étoile,22
de,de,81
quatrième,quatrième,72
ordre,ordre,21
",",",",p
celle,celui,52
qui,qui,52
s',se,51
appelle,appeler,17
orgueilleusement,orgueilleusement,60
le,le,71
soleil,soleil,21
",",",",p
tous,tout,75
les,le,71
phénomènes,phénomène,21
auxquels,à,81
auxquels,lequel,52
est,être,17
due,devoir,12
la,le,71
formation,formation,22
de,de,81
l',le,71
univers,univers,21
se,se,51
seraient,être,16
successivement,successivement,60
accomplis,accomplir,12
à,à,81
ses,son,73
yeux,oeil,21
/.,/.,P
en,en,81
effet,effet,21
",",",",p
ce,ce,74
soleil,soleil,21
",",",",p
encore,encore,60
à,à,81
l',le,71
état,état,21
gazeux,gazeux,30
et,et,82
composé,composé,31
de,de,81
molécules,molécule,22
mobiles,mobile,30
",",",",p
il,il,51
l',le,52
eût,avoir,19
aperçu,apercevoir,12
tournant,tourner,13
sur,sur,81
son,son,73
axe,axe,21
pour,pour,81
achever,achever,14
son,son,73
travail,travail,21
de,de,81
concentration,concentration,22
/.,/.,P
ce,ce,74
mouvement,mouvement,21
",",",",p
fidèle,fidèle,21
aux,à,81
aux,le,71
lois,loi,22
de,de,81
la,le,71
mécanique,mécanique,22
",",",",p
se,se,51
fût,être,19
accéléré,accélérer,12
avec,avec,81
la,le,71
diminution,diminution,22
de,de,81
volume,volume,21
",",",",p
et,et,82
un,un,71
moment,moment,21
serait,être,16
arrivé,arriver,12
où,où,60
la,le,71
force,force,22
centrifuge,centrifuge,30
l',le,52
aurait,avoir,16
emporté,emporter,12
sur,sur,81
la,le,71
force,force,22
centripète,centripète,30
",",",",p
qui,qui,52
tend,tendre,17
à,à,81
repousser,repousser,14
les,le,71
molécules,molécule,22
vers,vers,81
le,le,71
centre,centre,21
/.,/.,P
alors,alors,60
un,un,71
autre,autre,75
phénomène,phénomène,21
se,se,51
serait,être,16
passé,passer,12
devant,devant,81
les,le,71
yeux,oeil,21
de,de,81
l',le,71
observateur,observateur,21
",",",",p
et,et,82
les,le,71
molécules,molécule,22
situées,situé,31
dans,dans,81
le,le,71
plan,plan,21
de,de,81
l',le,71
équateur,équateur,21
",",",",p
s',se,51
échappant,échapper,13
comme,comme,83
la,le,71
pierre,pierre,22
d',de,81
une,un,71
fronde,fronde,22
dont,dont,52
la,le,71
corde,corde,22
vient,venir,17
à,à,81
se,se,51
briser,briser,14
subitement,subitement,60
",",",",p
auraient,avoir,16
été,être,12
former,former,14
autour,autour,60
du,de,81
du,le,71
soleil,soleil,21
plusieurs,plusieurs,75
anneaux,anneau,21
concentriques,concentrique,30
semblables,semblable,30
à,à,81
celui,celui,52
de,de,81
Saturne,Saturne,20
/.,/.,P
à,à,81
leur,leur,73
tour,tour,21
",",",",p
ces,ce,74
anneaux,anneau,21
de,de,81
matière,matière,22
cosmique,cosmique,30
",",",",p
pris,pris,31
d',de,81
un,un,71
mouvement,mouvement,21
de,de,81
rotation,rotation,22
autour,autour,60
de,de,81
la,le,71
masse,masse,22
centrale,central,30
",",",",p
se,se,51
seraient,être,16
brisés,briser,12
et,et,82
décomposés,décomposer,12
en,en,81
nébulosités,nébulosité,22
secondaires,secondaire,30
",",",",p
c'est-à-dire,c'est-à-dire,91
en,en,81
planètes,planète,22
/.,/.,P
si,si,83
l',le,71
observateur,observateur,21
eût,avoir,19
alors,alors,60
concentré,concentrer,12
toute,tout,75
son,son,73
attention,attention,22
sur,sur,81
ces,ce,74
planètes,planète,22
",",",",p
il,il,51
les,le,52
aurait,avoir,16
vues,voir,12
se,se,51
comporter,comporter,14
exactement,exactement,60
comme,comme,83
le,le,71
soleil,soleil,21
et,et,82
donner,donner,14
naissance,naissance,22
à,à,81
un,un,52
ou,ou,82
plusieurs,plusieurs,75
anneaux,anneau,21
cosmiques,cosmique,30
",",",",p
origines,origine,22
de,de,81
ces,ce,74
astres,astre,21
d',de,81
ordre,ordre,21
inférieur,inférieur,30
qu',que,52
on,on,51
appelle,appeler,17
satellites,satellite,21
/.,/.,P
ainsi,ainsi,60
donc,donc,82
",",",",p
en,en,81
remontant,remonter,13
de,de,81
l',le,71
atome,atome,21
à,à,81
la,le,71
molécule,molécule,22
",",",",p
de,de,81
la,le,71
molécule,molécule,22
à,à,81
l',le,71
amas,amas,21
nébuleux,nébuleux,30
",",",",p
de,de,81
l',le,71
amas,amas,21
nébuleux,nébuleux,30
à,à,81
la,le,71
nébuleuse,nébuleuse,22
",",",",p
de,de,81
la,le,71
nébuleuse,nébuleuse,22
à,à,81
l',le,71
étoile,étoile,22
principale,principal,30
",",",",p
de,de,81
l',le,71
étoile,étoile,22
principale,principal,30
au,à,81
au,le,71
soleil,soleil,21
",",",",p
du,de,81
du,le,71
soleil,soleil,21
à,à,81
la,le,71
planète,planète,22
",",",",p
et,et,82
de,de,81
la,le,71
planète,planète,22
au,à,81
au,le,71
satellite,satellite,21
",",",",p
on,on,51
a,avoir,17
toute,tout,75
la,le,71
série,série,22
des,de,81
des,le,71
transformations,transformation,22
subies,subi,31
par,par,81
les,le,71
corps,corps,21
célestes,céleste,30
depuis,depuis,81
les,le,71
premiers,premier,72
jours,jour,21
du,de,81
du,le,71
monde,monde,21
/.,/.,P
le,le,71
soleil,soleil,21
semble,sembler,17
perdu,perdu,31
dans,dans,81
les,le,71
immensités,immensité,22
du,de,81
du,le,71
monde,monde,21
stellaire,stellaire,30
",",",",p
et,et,82
cependant,cependant,82
il,il,51
est,être,17
rattaché,rattacher,12
",",",",p
par,par,81
les,le,71
théories,théorie,22
actuelles,actuel,30
de,de,81
la,le,71
science,science,22
",",",",p
à,à,81
la,le,71
nébuleuse,nébuleuse,22
de,de,81
la,le,71
voie,voie,22
lactée,lacté,30
/.,/.,P
centre,centre,21
d',de,81
un,un,71
monde,monde,21
",",",",p
et,et,82
si,si,60
petit,petit,30
qu',que,83
il,il,51
paraisse,paraître,17
au,à,81
au,le,71
milieu,milieu,21
des,de,81
des,le,71
régions,région,22
éthérées,éthéré,30
",",",",p
il,il,51
est,être,17
cependant,cependant,82
énorme,énorme,30
",",",",p
car,car,82
sa,son,73
grosseur,grosseur,22
est,être,17
quatorze,quatorze,72
cent,cent,72
mille,mille,72
fois,fois,22
celle,celui,52
de,de,81
la,le,71
terre,terre,22
/.,/.,P
autour,autour,60
de,de,81
lui,lui,51
gravitent,graviter,17
huit,huit,72
planètes,planète,22
",",",",p
sorties,sorti,31
de,de,81
ses,son,73
entrailles,entraille,22
mêmes,même,30
aux,à,81
aux,le,71
premiers,premier,72
temps,temps,21
de,de,81
la,le,71
création,création,22
/.,/.,P
ce,ce,52
sont,être,17
",",",",p
en,en,81
allant,aller,13
du,de,81
du,le,71
plus,plus,60
proche,proche,30
de,de,81
ces,ce,74
astres,astre,21
au,à,81
au,le,71
plus,plus,60
éloigné,éloigné,31
",",",",p
Mercure,Mercure,20
",",",",p
Vénus,Vénus,20
",",",",p
la,le,71
terre,terre,22
",",",",p
Mars,Mars,20
Jupiter,Jupiter,20
