11994
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingt-douzième extrait>,<>,<>
grandes,grand,30
ombres,ombre,22
flottantes,flottant,30
/.,/.,P
seule,seul,30
",",",",p
la,le,71
lampisterie,lampisterie,22
flambait,flamber,18
au,à,81
au,le,71
fond,fond,21
",",",",p
tandis que,tandis que,83
",",",",p
dans,dans,81
le,le,71
bureau,bureau,21
du,de,81
du,le,71
receveur,receveur,21
",",",",p
une,un,71
maigre,maigre,30
lampe,lampe,22
mettait,mettre,18
comme,comme,83
une,un,71
étoile,étoile,22
près,près,81
de,de,81
s',se,51
éteindre,éteindre,14
/.,/.,P
l',le,71
extraction,extraction,22
venait,venir,18
d',de,81
être,être,14
reprise,reprendre,12
;,;,p
et,et,82
",",",",p
sur,sur,81
les,le,71
dalles,dalle,22
de,de,81
fonte,fonte,22
",",",",p
c',ce,52
était,être,18
un,un,71
tonnerre,tonnerre,21
continu,continu,30
",",",",p
les,le,71
berlines,berline,22
de,de,81
charbon,charbon,21
roulées,roulé,31
sans,sans,81
cesse,cesse,22
",",",",p
les,le,71
courses,course,22
des,de,81
des,le,71
moulineurs,moulineur,21
",",",",p
dont,dont,52
on,on,51
distinguait,distinguer,18
les,le,71
longues,long,30
échines,échine,22
penchées,penché,31
",",",",p
dans,dans,81
le,le,71
remuement,remuement,21
de,de,81
toutes,tout,75
ces,ce,74
choses,chose,22
noires,noir,30
et,et,82
bruyantes,bruyant,30
qui,qui,52
s',se,51
agitaient,agiter,18
/.,/.,P
un,un,71
instant,instant,21
",",",",p
Etienne,Etienne,20
resta,rester,19
immobile,immobile,30
",",",",p
assourdi,assourdi,31
",",",",p
aveuglé,aveuglé,31
/.,/.,P
il,il,51
était,être,18
glacé,glacer,12
",",",",p
des,de,81
des,le,71
courants,courant,21
d',de,81
air,air,21
entraient,entrer,18
de,de,81
partout,partout,60
/.,/.,P
alors,alors,60
",",",",p
il,il,51
fit,faire,19
quelques,quelque,75
pas,pas,21
",",",",p
attiré,attiré,31
par,par,81
la,le,71
machine,machine,22
",",",",p
dont,dont,52
il,il,51
voyait,voir,18
maintenant,maintenant,60
luire,luire,14
les,le,71
aciers,acier,21
et,et,82
les,le,71
cuivres,cuivre,21
/.,/.,P
elle,il,51
se,se,51
trouvait,trouver,18
en,en,81
arrière,arrière,21
du,de,81
du,le,71
puits,puits,21
",",",",p
à,à,81
vingt,vingt,72
cinq,cinq,72
mètres,mètre,21
",",",",p
dans,dans,81
une,un,71
salle,salle,22
plus,plus,60
haute,haut,30
",",",",p
et,et,82
assise,assis,31
si,si,60
carrément,carrément,60
sur,sur,81
son,son,73
massif,massif,21
de,de,81
briques,brique,22
",",",",p
qu',que,83
elle,il,51
marchait,marcher,18
à,à,81
toute,tout,75
vapeur,vapeur,22
",",",",p
de,de,81
toute,tout,75
sa,son,73
force,force,22
de,de,81
quatre,quatre,72
cents,cent,72
chevaux,cheval,21
",",",",p
sans,sans,81
que,que,83
le,le,71
mouvement,mouvement,21
de,de,81
sa,son,73
bielle,bielle,22
énorme,énorme,30
",",",",p
émergeant,émerger,13
et,et,82
plongeant,plonger,13
",",",",p
avec,avec,81
une,un,71
douceur,douceur,22
huilée,huilé,31
",",",",p
donnât,donner,18
un,un,71
frisson,frisson,21
aux,à,81
aux,le,71
murs,mur,21
/.,/.,P
le,le,71
machineur,machineur,21
",",",",p
debout,debout,60
à,à,81
la,le,71
barre,barre,22
de,de,81
mise,mise,22
en,en,81
train,train,21
",",",",p
écoutait,écouter,18
les,le,71
sonneries,sonnerie,22
des,de,81
des,le,71
signaux,signal,21
",",",",p
ne,ne,60
quittait,quitter,18
pas,pas,60
des,de,81
des,le,71
yeux,oeil,21
le,le,71
tableau,tableau,21
indicateur,indicateur,21
",",",",p
où,où,60
le,le,71
puits,puits,21
était,être,18
figuré,figurer,12
",",",",p
avec,avec,81
ses,son,73
étages,étage,21
différents,différent,30
",",",",p
par,par,81
une,un,71
rainure,rainure,22
verticale,vertical,30
",",",",p
que,que,52
parcouraient,parcourir,18
des,de,81
des,le,71
plombs,plomb,21
pendus,pendu,31
à,à,81
des,de,81
des,le,71
ficelles,ficelle,22
",",",",p
représentant,représenter,13
les,le,71
cages,cage,22
/.,/.,P
et,et,82
",",",",p
à,à,81
chaque,chaque,75
départ,départ,21
",",",",p
quand,quand,83
la,le,71
machine,machine,22
se,se,51
remettait,remettre,18
en,en,81
branle,branle,21
",",",",p
les,le,71
bobines,bobine,22
",",",",p
les,le,71
deux,deux,72
immenses,immense,30
roues,roue,22
de,de,81
cinq,cinq,72
mètres,mètre,21
de,de,81
rayon,rayon,21
",",",",p
aux,à,81
aux,le,71
moyeux,moyeu,21
desquels,de,81
desquels,lequel,52
les,le,71
deux,deux,72
câbles,câble,21
d',de,81
acier,acier,21
s',se,51
enroulaient,enrouler,18
et,et,82
se,se,51
déroulaient,dérouler,18
en,en,81
sens,sens,21
contraire,contraire,30
",",",",p
tournaient,tourner,18
d',de,81
une,un,71
telle,tel,75
vitesse,vitesse,22
",",",",p
qu',que,83
elles,ils,51
n',ne,60
étaient,être,18
plus,plus,60
qu',que,83
une,un,71
poussière,poussière,22
grise,gris,30
/.,/.,P
-,-,p
attention,attention,22
donc,donc,82
!,!,p
crièrent,crier,19
trois,trois,72
moulineurs,moulineur,21
",",",",p
qui,qui,52
traînaient,traîner,18
une,un,71
échelle,échelle,22
gigantesque,gigantesque,30
/.,/.,P
Etienne,Etienne,20
avait,avoir,18
manqué,manquer,12
d',de,81
être,être,14
écrasé,écraser,12
/.,/.,P
ses,son,73
yeux,oeil,21
s',se,51
habituaient,habituer,18
il,il,51
regardait,regarder,18
en,en,81
l',le,71
air,air,21
filer,filer,14
les,le,71
câbles,câble,21
",",",",p
plus,plus,60
de,de,81
trente,trente,72
mètres,mètre,21
de,de,81
ruban,ruban,21
d',de,81
acier,acier,21
",",",",p
qui,qui,52
montaient,monter,18
d',de,81
une,un,71
volée,volée,22
dans,dans,81
le,le,71
beffroi,beffroi,21
",",",",p
où,où,60
ils,ils,51
passaient,passer,18
sur,sur,81
les,le,71
molettes,molette,22
",",",",p
pour,pour,81
descendre,descendre,14
à,à,81
pic,pic,21
dans,dans,81
le,le,71
puits,puits,21
s',se,51
attacher,attacher,14
aux,à,81
aux,le,71
cages,cage,22
d',de,81
extraction,extraction,22
/.,/.,P
une,un,71
charpente,charpente,22
de,de,81
fer,fer,21
",",",",p
pareille,pareil,30
à,à,81
la,le,71
haute,haut,30
charpente,charpente,22
d',de,81
un,un,71
clocher,clocher,21
",",",",p
portait,porter,18
les,le,71
molettes,molette,22
/.,/.,P
c',ce,52
était,être,18
un,un,71
glissement,glissement,21
d',de,81
oiseau,oiseau,21
",",",",p
sans,sans,81
un,un,71
bruit,bruit,21
",",",",p
sans,sans,81
un,un,71
heurt,heurt,21
",",",",p
la,le,71
fuite,fuite,22
rapide,rapide,30
",",",",p
le,le,71
continuel,continuel,30
va-et-vient,va-et-vient,21
d',de,81
un,un,71
fil,fil,21
de,de,81
poids,poids,21
énorme,énorme,30
",",",",p
qui,qui,52
pouvait,pouvoir,18
enlever,enlever,14
jusqu',jusque,81
à,à,81
douze,douze,72
mille,mille,72
kilogrammes,kilogramme,21
",",",",p
avec,avec,81
une,un,71
vitesse,vitesse,22
de,de,81
dix,dix,72
mètres,mètre,21
à,à,81
la,le,71
seconde,seconde,22
/.,/.,P
-,-,p
attention,attention,22
donc,donc,82
",",",",p
nom,nom,21
de,de,81
dieu,dieu,21
!,!,p
crièrent,crier,19
de,de,81
nouveau,nouveau,21
les,le,71
moulineurs,moulineur,21
",",",",p
qui,qui,52
poussaient,pousser,18
l',le,71
échelle,échelle,22
de,de,81
l',le,71
autre,autre,75
côté,côté,21
",",",",p
pour,pour,81
visiter,visiter,14
la,le,71
molette,molette,22
de,de,81
gauche,gauche,22
/.,/.,P
lentement,lentement,60
",",",",p
Etienne,Etienne,20
revint,revenir,19
à,à,81
la,le,71
recette,recette,22
/.,/.,P
ce,ce,74
vol,vol,21
géant,géant,30
sur,sur,81
sa,son,73
tête,tête,22
l',le,52
ahurissait,ahurir,18
/.,/.,P
et,et,82
",",",",p
grelottant,grelotter,13
dans,dans,81
les,le,71
courants,courant,21
d',de,81
air,air,21
",",",",p
il,il,51
regarda,regarder,19
la,le,71
manoeuvre,manoeuvre,22
des,de,81
des,le,71
cages,cage,22
",",",",p
les,le,71
oreilles,oreille,22
cassées,cassé,31
par,par,81
le,le,71
roulement,roulement,21
des,de,81
des,le,71
berlines,berline,22
/.,/.,P
près,près,81
du,de,81
du,le,71
puits,puits,21
",",",",p
le,le,71
signal,signal,21
fonctionnait,fonctionner,18
",",",",p
un,un,71
lourd,lourd,30
marteau,marteau,21
à,à,81
levier,levier,21
",",",",p
qu',que,52
une,un,71
corde,corde,22
tirée,tiré,31
du,de,81
du,le,71
fond,fond,21
laissait,laisser,18
tomber,tomber,14
sur,sur,81
un,un,71
billot,billot,21
/.,/.,P
un,un,71
coup,coup,21
pour,pour,81
arrêter,arrêter,14
",",",",p
deux,deux,72
pour,pour,81
descendre,descendre,14
",",",",p
trois,trois,72
pour,pour,81
monter,monter,14
:,:,p
c',ce,52
était,être,18
sans,sans,81
relâche,relâche,22
comme,comme,83
des,de,81
des,le,71
coups,coup,21
de,de,81
massue,massue,22
dominant,dominer,13
le,le,71
tumulte,tumulte,21
",",",",p
accompagnés,accompagné,31
d',de,81
une,un,71
claire,clair,30
sonnerie,sonnerie,22
de,de,81
timbre,timbre,21
;,;,p
pendant,pendant,81
que,que,83
le,le,71
moulineur,moulineur,21
",",",",p
dirigeant,diriger,13
la,le,71
manoeuvre,manoeuvre,21
",",",",p
augmentait,augmenter,18
encore,encore,60
le,le,71
tapage,tapage,21
",",",",p
en,en,81
criant,crier,13
des,de,81
des,le,71
ordres,ordre,21
au,à,81
au,le,71
machineur,machineur,21
",",",",p
dans,dans,81
un,un,71
porte-voix,porte-voix,21
/.,/.,P
les,le,71
cages,cage,22
",",",",p
au,à,81
au,le,71
milieu,milieu,21
de,de,81
ce,ce,74
branle-bas,branle-bas,21
",",",",p
apparaissaient,apparaître,18
et,et,82
s',se,51
enfonçaient,enfoncer,18
",",",",p
se,se,51
vidaient,vider,18
et,et,82
se,se,51
remplissaient,remplir,18
",",",",p
sans,sans,81
qu',que,83
Etienne,Etienne,20
comprît,comprendre,18
rien,rien,52
à,à,81
ces,ce,74
besognes,besogne,22
compliquées,compliqué,31
/.,/.,P
il,il,51
ne,ne,60
comprenait,comprendre,18
bien,bien,60
qu',que,83
une,un,71
chose,chose,22
:,:,p
le,le,71
puits,puits,21
avalait,avaler,18
des,de,81
des,le,71
hommes,homme,21
par,par,81
bouchées,bouchée,22
de,de,81
vingt,vingt,72
et,et,82
de,de,81
trente,trente,72
",",",",p
et,et,82
d',de,81
un,un,71
coup,coup,21
de,de,81
gosier,gosier,21
si,si,60
facile,facile,30
",",",",p
qu',que,83
il,il,51
semblait,sembler,18
ne,ne,60
pas,pas,60
les,le,52
sentir,sentir,14
passer,passer,14
/.,/.,P
dès,dès,81
quatre,quatre,72
heures,heure,22
",",",",p
la,le,71
descente,descente,22
des,de,81
des,le,71
ouvriers,ouvrier,21
commençait,commencer,18
/.,/.,P
ils,ils,51
arrivaient,arriver,18
de,de,81
la,le,71
baraque,baraque,22
",",",",p
pieds,pied,21
nus,nu,30
",",",",p
la,le,71
lampe,lampe,22
à,à,81
la,le,71
main,main,22
",",",",p
attendant,attendre,13
par,par,81
petits,petit,30
groupes,groupe,21
d',de,81
être,être,14
en,en,81
nombre,nombre,21
suffisant,suffisant,30
/.,/.,P
sans,sans,81
un,un,71
bruit,bruit,21
",",",",p
d',de,81
un,un,71
jaillissement,jaillissement,21
doux,doux,30
de,de,81
bête,bête,22
nocturne,nocturne,30
",",",",p
la,le,71
cage,cage,22
de,de,81
fer,fer,21
montait,monter,18
du,de,81
du,le,71
noir,noir,21
",",",",p
se,se,51
calait,caler,18
sur,sur,81
les,le,71
verrous,verrou,21
",",",",p
avec,avec,81
ses,son,73
quatre,quatre,72
étages,étage,21
contenant,contenir,13
chacun,chacun,52
deux,deux,72
berlines,berline,22
pleines,plein,30
de,de,81
charbon,charbon,21
/.,/.,P
des,de,81
des,le,71
moulineurs,moulineur,21
",",",",p
aux,à,81
aux,le,71
différents,différent,30
paliers,palier,21
",",",",p
sortaient,sortir,18
les,le,71
berlines,berline,22
",",",",p
les,le,52
remplaçaient,remplacer,18
par,par,81
d',de,81
autres,autre,52
",",",",p
vides,vide,30
ou,ou,82
chargées,chargé,31
à,à,81
l',le,71
avance,avance,22
des,de,81
des,le,71
bois,bois,21
de,de,81
taille,taille,22
/.,/.,P
et,et,82
c',ce,52
était,être,18
dans,dans,81
les,le,71
berlines,berline,22
vides,vide,30
que,que,83
s',se,51
empilaient,empiler,18
les,le,71
ouvriers,ouvrier,21
",",",",p
cinq,cinq,72
par,par,81
cinq,cinq,72
",",",",p
jusqu',jusque,81
à,à,81
quarante,quarante,72
d',de,81
un,un,71
coup,coup,21
",",",",p
lorsqu',lorsque,83
ils,ils,51
tenaient,tenir,18
toutes,tout,75
les,le,71
cases,case,22
/.,/.,P
un,un,71
ordre,ordre,21
partait,partir,18
du,de,81
du,le,71
porte-voix,porte-voix,21
",",",",p
un,un,71
beuglement,beuglement,21
sourd,sourd,30
et,et,82
indistinct,indistinct,30
",",",",p
pendant,pendant,81
qu',que,83
on,on,51
tirait,tirer,18
quatre,quatre,72
fois,fois,22
la,le,71
corde,corde,22
du,de,81
du,le,71
signal,signal,21
d',de,81
en,en,81
bas,bas,21
",",",",p
“,“,p
sonnant,sonner,13
à,à,81
la,le,71
viande,viande,22
“,“,p
",",",",p
pour,pour,81
prévenir,prévenir,14
de,de,81
ce,ce,74
chargement,chargement,21
de,de,81
chair,chair,22
humaine,humain,30
/.,/.,P
puis,puis,60
",",",",p
après,après,81
un,un,71
léger,léger,30
sursaut,sursaut,21
",",",",p
la,le,71
cage,cage,22
plongeait,plonger,18
silencieuse,silencieux,30
",",",",p
tombait,tomber,18
comme,comme,83
une,un,71
pierre,pierre,22
",",",",p
ne,ne,60
laissait,laisser,18
derrière,derrière,81
elle,il,51
que,que,83
la,le,71
fuite,fuite,22
vibrante,vibrant,30
du,de,81
du,le,71
câble,câble,21
/.,/.,P
-,-,p
c',ce,52
est,être,17
profond,profond,30
?,?,p
demanda,demander,19
Etienne,Etienne,20
à,à,81
un,un,71
mineur,mineur,21
",",",",p
qui,qui,52
attendait,attendre,18
près,près,81
de,de,81
lui,lui,51
",",",",p
l',le,71
air,air,21
somnolent,somnolent,30
/.,/.,P
-,-,p
cinq,cinq,72
cent,cent,72
cinquante,cinquante,72
quatre,quatre,72
mètres,mètre,21
",",",",p
répondit,répondre,19
l',le,71
homme,homme,21
/.,/.,P
mais,mais,82
il,il,51
y,y,52
a,avoir,17
quatre,quatre,72
accrochages,accrochage,21
au-dessus,au-dessus,60
",",",",p
le,le,71
premier,premier,72
à,à,81
trois,trois,72
cent,cent,72
vingt,vingt,72
/.,/.,P
tous,tout,75
deux,deux,72
se,se,51
turent,taire,19
",",",",p
les,le,71
yeux,oeil,21
sur,sur,81
le,le,71
câble,câble,21
qui,qui,52
remontait,remonter,18
/.,/.,P
Etienne,Etienne,20
reprit,reprendre,19
:,:,p
-,-,p
et,et,82
quand,quand,83
ça,ça,52
casse,casser,17
/?,/?,P
ah,ah,93
!,!,p
quand,quand,83
ça,ça,52
casse,casser,17
/…,/…,P
le,le,71
mineur,mineur,21
acheva,achever,19
d',de,81
un,un,71
geste,geste,21
/.,/.,P
son,son,73
tour,tour,21
était,être,18
arrivé,arriver,12
",",",",p
la,le,71
cage,cage,22
avait,avoir,18
reparu,reparaître,12
",",",",p
de,de,81
son,son,73
mouvement,mouvement,21
aisé,aisé,30
et,et,82
sans,sans,81
fatigue,fatigue,22
/.,/.,P
il,il,51
s',se,51
y,y,52
accroupit,accroupir,17
avec,avec,81
des,de,81
des,le,71
camarades,camarade,21
",",",",p
elle,il,51
replongea,replonger,19
",",",",p
puis,puis,60
jaillit,jaillir,19
de,de,81
nouveau,nouveau,21
au,à,81
au,le,71
bout,bout,21
de,de,81
quatre,quatre,72
minutes,minute,22
à,à,81
peine,peine,22
",",",",p
pour,pour,81
engloutir,engloutir,14
une,un,71
autre,autre,75
charge,charge,22
d',de,81
hommes,homme,21
/.,/.,P
pendant,pendant,81
une,un,71
demi-heure,demi-heure,22
",",",",p
le,le,71
puits,puits,21
en,en,52
dévora,dévorer,19
de,de,81
la,le,71
sorte,sorte,22
",",",",p
d',de,81
une,un,71
gueule,gueule,22
plus,plus,60
ou,ou,82
moins,moins,60
gloutonne,glouton,30
",",",",p
selon,selon,81
la,le,71
profondeur,profondeur,22
de,de,81
l',le,71
accrochage,accrochage,21
où,où,60
ils,ils,51
descendaient,descendre,18
",",",",p
mais,mais,82
sans,sans,81
un,un,71
arrêt,arrêt,21
",",",",p
toujours,toujours,60
affamé,affamé,31
",",",",p
de,de,81
boyaux,boyau,21
géants,géant,30
capables,capable,30
de,de,81
digérer,digérer,14
un,un,71
peuple,peuple,21
/.,/.,P
cela,cela,52
s',se,51
emplissait,emplir,18
",",",",p
s',se,51
emplissait,emplir,18
encore,encore,60
",",",",p
et,et,82
les,le,71
ténèbres,ténèbre,22
restaient,rester,18
mortes,mort,31
",",",",p
la,le,71
cage,cage,22
montait,monter,18
du,de,81
du,le,71
vide,vide,21
dans,dans,81
le,le,71
même,même,75
silence,silence,21
vorace,vorace,30
/.,/.,P
Etienne,Etienne,20
",",",",p
à,à,81
la,le,71
longue,longue,22
",",",",p
fut,être,19
repris,reprendre,12
du,de,81
du,le,71
malaise,malaise,21
qu',que,52
il,il,51
avait,avoir,18
éprouvé,éprouver,12
déjà,déjà,60
sur,sur,81
le,le,71
terri,terril,21
/.,/.,P
pourquoi,pourquoi,60
s',se,51
entêter,entêter,14
?,?,p
ce,ce,74
maître,maître,21
porion,porion,21
le,le,52
congédierait,congédier,16
comme,comme,83
les,le,71
autres,autre,52
/.,/.,P
une,un,71
peur,peur,22
vague,vague,30
le,le,52
décida,décider,19
brusquement,brusquement,60
:,:,p
il,il,51
s',se,51
en,en,52
alla,aller,19
",",",",p
il,il,51
ne,ne,60
s',se,51
arrêta,arrêter,19
dehors,dehors,60
que,que,83
devant,devant,81
le,le,71
bâtiment,bâtiment,21
des,de,81
des,le,71
générateurs,générateur,21
/.,/.,P
la,le,71
porte,porte,22
",",",",p
grande,grand,30
ouverte,ouvert,31
",",",",p
laissait,laisser,18
voir,voir,14
sept,sept,72
chaudières,chaudière,22
à,à,81
deux,deux,72
foyers,foyer,21
/.,/.,P
au,à,81
au,le,71
milieu,milieu,21
de,de,81
la,le,71
buée,buée,22
blanche,blanc,30
",",",",p
dans,dans,81
le,le,71
sifflement,sifflement,21
des,de,81
des,le,71
fuites,fuite,22
",",",",p
un,un,71
chauffeur,chauffeur,21
était,être,18
occupé,occuper,12
à,à,81
charger,charger,14
un,un,52
des,de,81
des,le,71
foyers,foyer,21
",",",",p
dont,dont,52
l',le,71
ardente,ardent,30
fournaise,fournaise,22
se,se,51
faisait,faire,18
sentir,sentir,14
jusque,jusque,81
sur,sur,81
le,le,71
seuil,seuil,21
;,;,p
et,et,82
le,le,71
jeune,jeune,30
homme,homme,21
",",",",p
heureux,heureux,30
d',de,81
avoir,avoir,14
chaud,chaud,21
",",",",p
s',se,51
approchait,approcher,18
",",",",p
lorsqu',lorsque,83
il,il,51
rencontra,rencontrer,19
une,un,71
nouvelle,nouveau,30
bande,bande,22
de,de,81
charbonniers,charbonnier,21
",",",",p
qui,qui,52
arrivait,arriver,18
à,à,81
la,le,71
fosse,fosse,22
/.,/.,P
c',ce,52
étaient,être,18
les,le,71
Maheu,Maheu,20
et,et,82
les,le,71
Levaque,Levaque,20
/.,/.,P
quand,quand,83
il,il,51
aperçut,apercevoir,19
",",",",p
en,en,81
tête,tête,22
",",",",p
Catherine,Catherine,20
avec,avec,81
son,son,73
air,air,21
doux,doux,30
de,de,81
garçon,garçon,21
",",",",p
l',le,71
idée,idée,22
superstitieuse,superstitieux,30
lui,lui,51
vint,venir,19
de,de,81
risquer,risquer,14
une,un,71
dernière,dernier,30
demande,demande,22
/.,/.,P
-,-,p
dites,dire,17
donc,donc,82
",",",",p
camarade,camarade,21
",",",",p
on,on,51
n',ne,60
a,avoir,17
pas,pas,60
besoin,besoin,21
d',de,81
un,un,71
ouvrier,ouvrier,21
ici,ici,60
",",",",p
pour,pour,81
n',ne,60
importe,importer,17
quel,quel,75
travail,travail,21
/?,/?,P
elle,il,51
le,le,52
regarda,regarder,19
",",",",p
surprise,surpris,31
",",",",p
un,un,71
peu,peu,60
effrayée,effrayé,31
de,de,81
cette,ce,74
voix,voix,22
brusque,brusque,30
qui,qui,52
sortait,sortir,18
de,de,81
l',le,71
ombre,ombre,22
/.,/.,P
mais,mais,82
",",",",p
derrière,derrière,81
elle,il,51
",",",",p
Maheu,Maheu,20
avait,avoir,18
entendu,entendre,12
",",",",p
et,et,82
il,il,51
répondit,répondre,19
",",",",p
il,il,51
causa,causer,19
un,un,71
instant,instant,21
/.,/.,P
non,non,60
",",",",p
on,on,51
n',ne,60
avait,avoir,18
besoin,besoin,21
de,de,81
personne,personne,52
/.,/.,P
ce,ce,74
pauvre,pauvre,30
diable,diable,21
d',de,81
ouvrier,ouvrier,21
",",",",p
perdu,perdu,31
sur,sur,81
les,le,71
routes,route,22
",",",",p
l',le,52
intéressait,intéresser,18
/.,/.,P
lorsqu',lorsque,83
il,il,51
le,le,52
quitta,quitter,19
",",",",p
il,il,51
dit,dire,19
aux,à,81
aux,le,71
autres,autre,52
:,:,p
-,-,p
hein,hein,93
!,!,p
on,on,51
pourrait,pouvoir,16
être,être,14
comme,comme,83
ça,ça,52
/…,/…,P
faut,falloir,17
pas,pas,60
se,se,51
plaindre,plaindre,14
",",",",p
tous,tout,52
n',ne,60
ont,avoir,17
pas,pas,60
du,de,81
du,le,71
travail,travail,21
à,à,81
crever,crever,14
/.,/.,P
la,le,71
bande,bande,22
entra,entrer,19
et,et,82
alla,aller,19
droit,droit,60
à,à,81
la,le,71
baraque,baraque,22
",",",",p
vaste,vaste,30
salle,salle,22
grossièrement,grossièrement,60
crépie,crépi,31
",",",",p
entourée,entouré,31
d',de,81
armoires,armoire,22
que,que,52
fermaient,fermer,18
des,de,81
des,le,71
cadenas,cadenas,21
/.,/.,P
au,à,81
au,le,71
centre,centre,21
",",",",p
une,un,71
cheminée,cheminée,22
de,de,81
fer,fer,21
",",",",p
une,un,71
sorte,sorte,22
de,de,81
poêle,poêle,21
sans,sans,81
porte,porte,22
",",",",p
était,être,18
rouge,rouge,30
",",",",p
si,si,60
bourrée,bourrer,12
de,de,81
houille,houille,22
incandescente,incandescent,30
",",",",p
que,que,83
des,de,81
des,le,71
morceaux,morceau,21
craquaient,craquer,18
et,et,82
déboulaient,débouler,18
sur,sur,81
la,le,71
terre,terre,22
battue,battu,31
du,de,81
du,le,71
sol,sol,21
/.,/.,P
la,le,71
salle,salle,22
ne,ne,60
se,se,51
trouvait,trouver,18
éclairée,éclairé,31
que,que,83
par,par,81
ce,ce,74
brasier,brasier,21
",",",",p
dont,dont,52
les,le,71
reflets,reflet,21
sanglants,sanglant,30
dansaient,danser,18
le,le,71
long,long,21
des,de,81
des,le,71
boiseries,boiserie,22
crasseuses,crasseux,30
",",",",p
jusqu',jusque,81
au,à,81
au,le,71
plafond,plafond,21
sali,sali,31
d',de,81
une,un,71
poussière,poussière,22
noire,noir,30
/.,/.,P
comme,comme,83
les,le,71
Maheu,Maheu,20
arrivaient,arriver,18
",",",",p
des,de,81
des,le,71
rires,rire,21
éclataient,éclater,18
dans,dans,81
la,le,71
grosse,gros,30
chaleur,chaleur,22
/.,/.,P
une,un,71
trentaine,trentaine,22
d',de,81
ouvriers,ouvrier,21
étaient,être,18
debout,debout,60
",",",",p
le,le,71
dos,dos,21
tourné,tourné,31
à,à,81
la,le,71
flamme,flamme,22
",",",",p
se,se,51
rôtissant,rôtir,13
d',de,81
un,un,71
air,air,21
de,de,81
jouissance,jouissance,22
/.,/.,P
avant,avant,81
la,le,71
descente,descente,22
",",",",p
tous,tout,52
venaient,venir,18
ainsi,ainsi,60
prendre,prendre,14
et,et,82
emporter,emporter,14
dans,dans,81
la,le,71
peau,peau,22
un,un,71
bon,bon,30
coup,coup,21
de,de,81
feu,feu,21
",",",",p
pour,pour,81
braver,braver,14
l',le,71
humidité,humidité,22
du,de,81
du,le,71
puits,puits,21
/.,/.,P
mais,mais,82
",",",",p
ce,ce,74
matin,matin,21
là,là,60
",",",",p
on,on,51
s',se,51
égayait,égayer,18
davantage,davantage,60
",",",",p
on,on,51
plaisantait,plaisanter,18
la,le,71
Mouquette,Mouquette,20
",",",",p
une,un,71
herscheuse,herscheuse,22
de,de,81
dix,dix,72
huit,huit,72
ans,an,21
",",",",p
bonne,bon,30
fille,fille,22
dont,dont,52
la,le,71
gorge,gorge,22
et,et,82
le,le,71
derrière,derrière,21
énormes,énorme,30
crevaient,crever,18
la,le,71
veste,veste,22
et,et,82
la,le,71
culotte,culotte,22
/.,/.,P
elle,il,51
habitait,habiter,18
Réquillart,Réquillart,20
avec,avec,81
son,son,73
père,père,21
",",",",p
le,le,71
vieux,vieux,30
Mouque,Mouque,20
",",",",p
palefrenier,palefrenier,21
",",",",p
et,et,82
Mouquet,Mouquet,20
son,son,73
frère,frère,21
",",",",p
moulineur,moulineur,21
;,;,p
seulement,seulement,60
",",",",p
les,le,71
heures,heure,22
de,de,81
travail,travail,21
n',ne,60
étant,être,13
pas,pas,60
les,le,71
mêmes,même,52
",",",",p
elle,il,51
se,se,51
rendait,rendre,18
seule,seul,30
à,à,81
la,le,71
fosse,fosse,22
;,;,p
et,et,82
",",",",p
au,à,81
au,le,71
milieu,milieu,21
des,de,81
des,le,71
blés,blé,21
en,en,81
été,été,21
",",",",p
contre,contre,81
un,un,71
mur,mur,21
en,en,81
hiver,hiver,21
",",",",p
elle,il,51
se,se,51
donnait,donner,18
du,de,81
du,le,71
plaisir,plaisir,21
",",",",p
en,en,81
compagnie,compagnie,22
de,de,81
son,son,21
amoureux,amoureux,21
de,de,81
la,le,71
semaine,semaine,22
/.,/.,P
toute,tout,75
la,le,71
mine,mine,22
y,y,52
passait,passer,18
",",",",p
une,un,71
vraie,vrai,30
tournée,tournée,22
de,de,81
camarades,camarade,21
",",",",p
sans,sans,81
autre,autre,75
conséquence,conséquence,22
/.,/.,P
un,un,71
jour,jour,21
qu',que,52
on,on,51
lui,lui,51
reprochait,reprocher,18
un,un,71
cloutier,cloutier,21
de,de,81
Marchiennes,Marchiennes,20
",",",",p
elle,il,51
avait,avoir,18
failli,faillir,12
crever,crever,14
de,de,81
colère,colère,22
",",",",p
criant,crier,13
qu',que,83
elle,il,51
se,se,51
respectait,respecter,18
trop,trop,60
",",",",p
qu',que,83
elle,il,51
se,se,51
couperait,couper,16
un,un,71
bras,bras,21
",",",",p
si,si,83
quelqu'un,quelqu'un,52
pouvait,pouvoir,18
se,se,51
flatter,flatter,14
de,de,81
l',le,52
avoir,avoir,14
vue,voir,12
avec,avec,81
un,un,71
autre,autre,52
qu',que,52
un,un,71
charbonnier,charbonnier,21
/.,/.,P
-,-,p
ce,ce,52
n',ne,60
est,être,17
donc,donc,82
plus,plus,60
le,le,71
grand,grand,30
Chaval,Chaval,20
?,?,p
disait,dire,18
un,un,71
mineur,mineur,21
en,en,81
ricanant,ricaner,13
/.,/.,P
t',tu,51
as,avoir,17
pris,prendre,12
ce,ce,74
petiot,petiot,30
là,là,60
/?,/?,P
mais,mais,82
lui,lui,51
