11751
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Soixante-quinzième extrait>,<>,<>
rudoyer,rudoyer,14
",",",",p
le,le,52
frapper,frapper,14
même,même,60
quelquefois,quelquefois,60
",",",",p
rien,rien,52
n',ne,60
ébranlait,ébranler,18
la,le,71
soumission,soumission,22
",",",",p
la,le,71
patience,patience,22
",",",",p
la,le,71
résignation,résignation,22
dévouée,dévoué,31
du,de,81
du,le,71
fidèle,fidèle,30
sonneur,sonneur,21
/.,/.,P
de,de,81
la,le,71
part,part,22
de,de,81
l',le,71
archidiacre,archidiacre,21
il,il,51
souffrait,souffrir,18
tout,tout,52
",",",",p
injures,injure,22
",",",",p
menaces,menace,22
",",",",p
coups,coup,21
",",",",p
sans,sans,81
murmurer,murmurer,14
un,un,71
reproche,reproche,21
",",",",p
sans,sans,81
pousser,pousser,14
une,un,71
plainte,plainte,22
/.,/.,P
tout,tout,60
au,à,81
au,le,71
plus,plus,60
le,le,52
suivait,suivre,18
il,il,51
des,de,81
des,le,71
yeux,oeil,21
avec,avec,81
inquiétude,inquiétude,22
quand,quand,83
dom,dom,21
Claude,Claude,20
montait,monter,18
l',le,71
escalier,escalier,21
de,de,81
la,le,71
tour,tour,22
",",",",p
mais,mais,82
l',le,71
archidiacre,archidiacre,21
s',se,51
était,être,18
de,de,81
lui-même,lui-même,51
abstenu,abstenir,12
de,de,81
reparaître,reparaître,14
aux,à,81
aux,le,71
yeux,oeil,21
de,de,81
l',le,71
égyptienne,égyptienne,22
/.,/.,P
cette,ce,74
nuit,nuit,22
là,là,60
donc,donc,82
",",",",p
Quasimodo,Quasimodo,20
",",",",p
après,après,81
avoir,avoir,14
donné,donner,12
un,un,71
coup,coup,21
d',de,81
oeil,oeil,21
à,à,81
ses,son,73
pauvres,pauvre,30
cloches,cloche,22
si,si,60
délaissées,délaissé,31
",",",",p
à,à,81
Jacqueline,Jacqueline,20
",",",",p
à,à,81
Marie,Marie,20
",",",",p
à,à,81
Thibauld,Thibauld,20
",",",",p
était,être,18
monté,monter,12
jusque,jusque,81
sur,sur,81
le,le,71
sommet,sommet,21
de,de,81
la,le,71
tour,tour,22
septentrionale,septentrional,30
",",",",p
et,et,82
là,là,60
",",",",p
posant,poser,13
sur,sur,81
les,le,71
plombs,plomb,21
sa,son,73
lanterne,lanterne,22
sourde,sourd,30
bien,bien,60
fermée,fermé,31
",",",",p
il,il,51
s',se,51
était,être,18
mis,mettre,12
à,à,81
regarder,regarder,14
Paris,Paris,20
/.,/.,P
la,le,71
nuit,nuit,22
",",",",p
nous,nous,51
l',le,52
avons,avoir,17
déjà,déjà,60
dit,dire,12
",",",",p
était,être,18
fort,fort,60
obscure,obscur,30
/.,/.,P
Paris,Paris,20
",",",",p
qui,qui,52
n',ne,60
était,être,18
",",",",p
pour,pour,81
ainsi,ainsi,60
dire,dire,14
",",",",p
pas,pas,60
éclairé,éclairer,12
à,à,81
cette,ce,74
époque,époque,22
",",",",p
présentait,présenter,18
à,à,81
l',le,71
oeil,oeil,21
un,un,71
amas,amas,21
confus,confus,30
de,de,81
masses,masse,22
noires,noir,30
",",",",p
coupé,coupé,31
çà,çà,60
et,et,82
là,là,60
par,par,81
la,le,71
courbe,courbe,22
blanchâtre,blanchâtre,30
de,de,81
la,le,71
Seine,Seine,20
/.,/.,P
Quasimodo,Quasimodo,20
n',ne,60
y,y,52
voyait,voir,18
plus,plus,60
de,de,81
lumière,lumière,22
qu',que,83
à,à,81
une,un,71
fenêtre,fenêtre,22
d',de,81
un,un,71
édifice,édifice,21
éloigné,éloigné,31
dont,dont,52
le,le,71
vague,vague,30
et,et,82
sombre,sombre,30
profil,profil,21
se,se,51
dessinait,dessiner,18
bien,bien,60
au-dessus,au-dessus,60
des,de,81
des,le,71
toits,toit,21
",",",",p
du,de,81
du,le,71
côté,côté,21
de,de,81
la,le,71
porte,porte,22
Saint-Antoine,Saint Antoine,20
/.,/.,P
là,là,60
aussi,aussi,60
il,il,51
y,y,52
avait,avoir,18
quelqu'un,quelqu'un,52
qui,qui,52
veillait,veiller,18
/.,/.,P
tout,tout,60
en,en,81
laissant,laisser,13
flotter,flotter,14
dans,dans,81
cet,ce,74
horizon,horizon,21
de,de,81
brume,brume,22
et,et,82
de,de,81
nuit,nuit,22
son,son,73
unique,unique,30
regard,regard,21
",",",",p
le,le,71
sonneur,sonneur,21
sentait,sentir,18
au dedans,au-dedans,60
de,de,81
lui-même,lui-même,51
une,un,71
inexprimable,inexprimable,30
inquiétude,inquiétude,22
/.,/.,P
depuis,depuis,81
plusieurs,plusieurs,75
jours,jour,21
il,il,51
était,être,18
sur,sur,81
ses,son,73
gardes,garde,22
/.,/.,P
il,il,51
voyait,voir,18
sans,sans,81
cesse,cesse,22
rôder,rôder,14
autour,autour,60
de,de,81
l',le,71
église,église,22
des,de,81
des,le,71
hommes,homme,21
à,à,81
mine,mine,22
sinistre,sinistre,30
qui,qui,52
ne,ne,60
quittaient,quitter,18
pas,pas,60
des,de,81
des,le,71
yeux,oeil,21
l',le,71
asile,asile,21
de,de,81
la,le,71
jeune,jeune,30
fille,fille,22
/.,/.,P
il,il,51
songeait,songer,18
qu',que,83
il,il,51
se,se,51
tramait,tramer,18
peut-être,peut-être,60
quelque,quelque,75
complot,complot,21
contre,contre,81
la,le,71
malheureuse,malheureux,30
réfugiée,réfugié,22
/.,/.,P
il,il,51
se,se,51
figurait,figurer,18
qu',que,83
il,il,51
y,y,52
avait,avoir,18
une,un,71
haine,haine,22
populaire,populaire,30
sur,sur,81
elle,il,51
comme,comme,83
il,il,51
y,y,52
en,en,52
avait,avoir,18
une,un,52
sur,sur,81
lui,lui,51
",",",",p
et,et,82
qu',que,83
il,il,51
se,se,51
pourrait,pouvoir,16
bien,bien,60
qu',que,83
il,il,51
arrivât,arriver,18
bientôt,bientôt,60
quelque,quelque,75
chose,chose,22
/.,/.,P
aussi,aussi,60
se,se,51
tenait,tenir,18
il,il,51
sur,sur,81
son,son,73
clocher,clocher,21
",",",",p
aux,à,81
aux,le,71
aguets,aguet,21
",",",",p
rêvant,rêver,13
dans,dans,81
son,son,73
rêvoir,rêvoir,21
",",",",p
comme,comme,83
dit,dire,17
Rabelais,Rabelais,20
",",",",p
l',le,71
oeil,oeil,21
tour,tour,21
à,à,81
tour,tour,21
sur,sur,81
la,le,71
cellule,cellule,22
et,et,82
sur,sur,81
Paris,Paris,20
",",",",p
faisant,faire,13
sûre,sûr,30
garde,garde,22
",",",",p
comme,comme,83
un,un,71
bon,bon,30
chien,chien,21
",",",",p
avec,avec,81
mille,mille,72
défiances,défiance,22
dans,dans,81
l',le,71
esprit,esprit,21
/.,/.,P
tout,tout,60
à,à,81
coup,coup,21
",",",",p
tandis qu',tandis que,83
il,il,51
scrutait,scruter,18
la,le,71
grande,grand,30
ville,ville,22
de,de,81
cet,ce,74
oeil,oeil,21
que,que,52
la,le,71
nature,nature,22
",",",",p
par,par,81
une,un,71
sorte,sorte,22
de,de,81
compensation,compensation,22
",",",",p
avait,avoir,18
fait,faire,12
si,si,60
perçant,perçant,30
qu',que,83
il,il,51
pouvait,pouvoir,18
presque,presque,60
suppléer,suppléer,14
aux,à,81
aux,le,71
autres,autre,75
organes,organe,21
qui,qui,52
manquaient,manquer,18
à,à,81
Quasimodo,Quasimodo,20
",",",",p
il,il,51
lui,lui,51
parut,paraître,19
que,que,83
la,le,71
silhouette,silhouette,22
du,de,81
du,le,71
quai,quai,21
de,de,81
la,le,71
vieille,vieux,30
Pelleterie,Pelleterie,20
avait,avoir,18
quelque,quelque,75
chose,chose,22
de,de,81
singulier,singulier,30
",",",",p
qu',que,83
il,il,51
y,y,52
avait,avoir,18
un,un,71
mouvement,mouvement,21
sur,sur,81
ce,ce,74
point,point,21
",",",",p
que,que,83
la,le,71
ligne,ligne,22
du,de,81
du,le,71
parapet,parapet,21
détachée,détaché,31
en,en,81
noir,noir,21
sur,sur,81
la,le,71
blancheur,blancheur,22
de,de,81
l',le,71
eau,eau,22
n',ne,60
était,être,18
pas,pas,60
droite,droit,30
et,et,82
tranquille,tranquille,30
semblablement,semblablement,60
à,à,81
celle,celui,52
des,de,81
des,le,71
autres,autre,75
quais,quai,21
",",",",p
mais,mais,82
qu',que,83
elle,il,51
ondulait,onduler,18
au,à,81
au,le,71
regard,regard,21
comme,comme,83
les,le,71
vagues,vague,22
d',de,81
un,un,71
fleuve,fleuve,21
ou,ou,82
comme,comme,83
les,le,71
têtes,tête,22
d',de,81
une,un,71
foule,foule,22
en,en,81
marche,marche,22
/.,/.,P
cela,cela,52
lui,lui,51
parut,paraître,19
étrange,étrange,30
/.,/.,P
il,il,51
redoubla,redoubler,19
d',de,81
attention,attention,22
/.,/.,P
le,le,71
mouvement,mouvement,21
semblait,sembler,18
venir,venir,14
vers,vers,81
la,le,71
Cité,Cité,20
/.,/.,P
aucune,aucun,75
lumière,lumière,22
d',de,81
ailleurs,ailleurs,60
/.,/.,P
il,il,51
dura,durer,19
quelque,quelque,75
temps,temps,21
sur,sur,81
le,le,71
quai,quai,21
",",",",p
puis,puis,60
il,il,51
s',se,51
écoula,écouler,19
peu,peu,60
à,à,81
peu,peu,60
",",",",p
comme,comme,83
si,si,83
ce,ce,52
qui,qui,52
passait,passer,18
entrait,entrer,18
dans,dans,81
l',le,71
intérieur,intérieur,21
de,de,81
l',le,71
île,île,22
",",",",p
puis,puis,60
il,il,51
cessa,cesser,19
tout,tout,60
à,à,81
fait,fait,21
",",",",p
et,et,82
la,le,71
ligne,ligne,22
du,de,81
du,le,71
quai,quai,21
redevint,redevenir,19
droite,droit,30
et,et,82
immobile,immobile,30
/.,/.,P
au,à,81
au,le,71
moment,moment,21
où,où,60
Quasimodo,Quasimodo,20
s',se,51
épuisait,épuiser,18
en,en,81
conjectures,conjecture,22
",",",",p
il,il,51
lui,lui,51
sembla,sembler,19
que,que,83
le,le,71
mouvement,mouvement,21
reparaissait,reparaître,18
dans,dans,81
la,le,71
rue,rue,22
du,de,81
du,le,71
parvis,parvis,21
qui,qui,52
se,se,51
prolonge,prolonger,17
dans,dans,81
la,le,71
Cité,Cité,20
perpendiculairement,perpendiculairement,60
à,à,81
la,le,71
façade,façade,22
de,de,81
Notre-Dame,Notre Dame,20
/.,/.,P
enfin,enfin,60
",",",",p
si,si,60
épaisse,épais,30
que,que,83
fût,être,19
l',le,71
obscurité,obscurité,22
",",",",p
il,il,51
vit,voir,19
une,un,71
tête,tête,22
de,de,81
colonne,colonne,22
déboucher,déboucher,14
par,par,81
cette,ce,74
rue,rue,22
et,et,82
en,en,81
un,un,71
instant,instant,21
se,se,51
répandre,répandre,14
dans,dans,81
la,le,71
place,place,22
une,un,71
foule,foule,22
dont,dont,52
on,on,51
ne,ne,60
pouvait,pouvoir,18
rien,rien,52
distinguer,distinguer,14
dans,dans,81
les,le,71
ténèbres,ténèbre,22
sinon,sinon,83
que,que,83
c',ce,52
était,être,18
une,un,71
foule,foule,22
/.,/.,P
ce,ce,74
spectacle,spectacle,21
avait,avoir,18
sa,son,73
terreur,terreur,22
/.,/.,P
il,il,51
est,être,17
probable,probable,30
que,que,83
cette,ce,74
procession,procession,22
singulière,singulier,30
",",",",p
qui,qui,52
semblait,sembler,18
si,si,60
intéressée,intéressé,31
à,à,81
se,se,51
dérober,dérober,14
sous,sous,81
une,un,71
profonde,profond,30
obscurité,obscurité,22
",",",",p
ne,ne,60
gardait,garder,18
pas,pas,60
un,un,71
silence,silence,21
moins,moins,60
profond,profond,30
/.,/.,P
cependant,cependant,82
un,un,71
bruit,bruit,21
quelconque,quelconque,30
devait,devoir,18
s',se,51
en,en,52
échapper,échapper,14
",",",",p
ne,ne,60
fût,être,19
ce,ce,52
qu',que,83
un,un,71
piétinement,piétinement,21
/.,/.,P
mais,mais,82
ce,ce,74
bruit,bruit,21
n',ne,60
arrivait,arriver,18
même,même,60
pas,pas,60
à,à,81
notre,notre,73
sourd,sourd,21
",",",",p
et,et,82
cette,ce,74
grande,grand,30
multitude,multitude,22
",",",",p
dont,dont,52
il,il,51
voyait,voir,18
à,à,81
peine,peine,22
quelque,quelque,75
chose,chose,22
et,et,82
dont,dont,52
il,il,51
n',ne,60
entendait,entendre,18
rien,rien,52
",",",",p
s',se,51
agitant,agiter,13
et,et,82
marchant,marcher,13
néanmoins,néanmoins,60
si,si,60
près,près,81
de,de,81
lui,lui,51
",",",",p
lui,lui,51
faisait,faire,18
l',le,71
effet,effet,21
d',de,81
une,un,71
cohue,cohue,22
de,de,81
morts,mort,21
",",",",p
muette,muet,30
",",",",p
impalpable,impalpable,30
",",",",p
perdue,perdu,31
dans,dans,81
une,un,71
fumée,fumée,22
/.,/.,P
il,il,51
lui,lui,51
semblait,sembler,18
voir,voir,14
s',se,51
avancer,avancer,14
vers,vers,81
lui,lui,51
un,un,71
brouillard,brouillard,21
plein,plein,30
d',de,81
hommes,homme,21
",",",",p
voir,voir,14
remuer,remuer,14
des,de,81
des,le,71
ombres,ombre,22
dans,dans,81
l',le,71
ombre,ombre,22
/.,/.,P
alors,alors,60
ses,son,73
craintes,crainte,22
lui,lui,51
revinrent,revenir,19
",",",",p
l',le,71
idée,idée,22
d',de,81
une,un,71
tentative,tentative,22
contre,contre,81
l',le,71
égyptienne,égyptienne,22
se,se,51
représenta,représenter,19
à,à,81
son,son,73
esprit,esprit,21
/.,/.,P
il,il,51
sentit,sentir,19
confusément,confusément,60
qu',que,83
il,il,51
approchait,approcher,18
d',de,81
une,un,71
situation,situation,22
violente,violent,30
/.,/.,P
en,en,81
ce,ce,74
moment,moment,21
critique,critique,30
",",",",p
il,il,51
tint,tenir,19
conseil,conseil,21
en,en,81
lui-même,lui-même,51
avec,avec,81
un,un,71
raisonnement,raisonnement,21
meilleur,meilleur,30
et,et,82
plus,plus,60
prompt,prompt,30
qu',que,83
on,on,51
ne,ne,60
l',le,52
eût,avoir,19
attendu,attendre,12
d',de,81
un,un,71
cerveau,cerveau,21
si,si,60
mal,mal,60
organisé,organisé,31
/.,/.,P
devait,devoir,18
il,il,51
éveiller,éveiller,14
l',le,71
égyptienne,égyptienne,22
?,?,p
la,le,52
faire,faire,14
évader,évader,14
/?,/?,P
par,par,81
où,où,60
?,?,p
les,le,71
rues,rue,22
étaient,être,18
investies,investir,12
",",",",p
l',le,71
église,église,22
était,être,18
acculée,acculer,12
à,à,81
la,le,71
rivière,rivière,22
/.,/.,P
pas,pas,60
de,de,81
bateau,bateau,21
!,!,p
pas,pas,60
d',de,81
issue,issue,22
/!,/!,P
il,il,51
n',ne,60
y,y,52
avait,avoir,18
qu',que,83
un,un,71
parti,parti,21
",",",",p
se,se,51
faire,faire,14
tuer,tuer,14
au,à,81
au,le,71
seuil,seuil,21
de,de,81
Notre-Dame,Notre Dame,20
",",",",p
résister,résister,14
du,de,81
du,le,71
moins,moins,60
jusqu',jusque,81
à,à,81
ce,ce,52
qu',que,52
il,il,51
vînt,venir,18
un,un,71
secours,secours,21
",",",",p
s',si,83
il,il,51
en,en,52
devait,devoir,18
venir,venir,14
",",",",p
et,et,82
ne,ne,60
pas,pas,60
troubler,troubler,14
le,le,71
sommeil,sommeil,21
de,de,81
la,le,71
Esmeralda,Esmeralda,20
/.,/.,P
la,le,71
malheureuse,malheureux,30
serait,être,16
toujours,toujours,60
éveillée,éveiller,12
assez,assez,60
tôt,tôt,60
pour,pour,81
mourir,mourir,14
/.,/.,P
cette,ce,74
résolution,résolution,22
une,un,71
fois,fois,22
arrêtée,arrêté,31
",",",",p
il,il,51
se,se,51
mit,mettre,19
à,à,81
examiner,examiner,14
l',le,71
ennemi,ennemi,21
avec,avec,81
plus,plus,60
de,de,81
tranquillité,tranquillité,22
/.,/.,P
la,le,71
foule,foule,22
semblait,sembler,18
grossir,grossir,14
à,à,81
chaque,chaque,75
instant,instant,21
dans,dans,81
le,le,71
parvis,parvis,21
/.,/.,P
seulement,seulement,60
il,il,51
présuma,présumer,19
qu',que,83
elle,il,51
ne,ne,60
devait,devoir,18
faire,faire,14
que,que,83
fort,fort,60
peu,peu,60
de,de,81
bruit,bruit,21
",",",",p
puisque,puisque,83
les,le,71
fenêtres,fenêtre,22
des,de,81
des,le,71
rues,rue,22
et,et,82
de,de,81
la,le,71
place,place,22
restaient,rester,18
fermées,fermé,31
/.,/.,P
tout,tout,60
à,à,81
coup,coup,21
une,un,71
lumière,lumière,22
brilla,briller,19
",",",",p
et,et,82
en,en,81
un,un,71
instant,instant,21
sept,sept,72
ou,ou,82
huit,huit,72
torches,torche,22
allumées,allumé,31
se,se,51
promenèrent,promener,19
sur,sur,81
les,le,71
têtes,tête,22
",",",",p
en,en,81
secouant,secouer,13
dans,dans,81
l',le,71
ombre,ombre,22
leurs,leur,73
touffes,touffe,22
de,de,81
flammes,flamme,22
/.,/.,P
Quasimodo,Quasimodo,20
vit,voir,19
alors,alors,60
distinctement,distinctement,60
moutonner,moutonner,14
dans,dans,81
le,le,71
parvis,parvis,21
un,un,71
effrayant,effrayant,30
troupeau,troupeau,21
d',de,81
hommes,homme,21
et,et,82
de,de,81
femmes,femme,22
en,en,81
haillons,haillon,21
",",",",p
armés,armé,31
de,de,81
faulx,faux,22
",",",",p
de,de,81
piques,pique,22
",",",",p
de,de,81
serpes,serpe,22
",",",",p
de,de,81
pertuisanes,pertuisane,22
dont,dont,52
les,le,71
mille,mille,72
pointes,pointe,22
étincelaient,étinceler,18
/.,/.,P
çà,çà,60
et,et,82
là,là,60
",",",",p
des,de,81
des,le,71
fourches,fourche,22
noires,noir,30
faisaient,faire,18
des,de,81
des,le,71
cornes,corne,22
à,à,81
ces,ce,74
faces,face,22
hideuses,hideux,30
/.,/.,P
il,il,51
se,se,51
ressouvint,ressouvenir,19
vaguement,vaguement,60
de,de,81
cette,ce,74
populace,populace,22
",",",",p
et,et,82
crut,croire,19
reconnaître,reconnaître,14
toutes,tout,75
les,le,71
têtes,tête,22
qui,qui,52
l',le,52
avaient,avoir,18
",",",",p
quelques,quelque,75
mois,mois,21
auparavant,auparavant,60
",",",",p
salué,saluer,12
pape,pape,21
des,de,81
des,le,71
fous,fou,21
/.,/.,P
un,un,71
homme,homme,21
qui,qui,52
tenait,tenir,18
une,un,71
torche,torche,22
d',de,81
une,un,71
main,main,22
et,et,82
une,un,71
boullaye,boullaye,22
de,de,81
l',le,71
autre,autre,52
monta,monter,19
sur,sur,81
une,un,71
borne,borne,22
et,et,82
parut,paraître,19
haranguer,haranguer,14
/.,/.,P
en,en,81
même,même,75
temps,temps,21
l',le,71
étrange,étrange,30
armée,armée,22
fit,faire,19
quelques,quelque,75
évolutions,évolution,22
comme,comme,83
si,si,83
elle,il,51
prenait,prendre,18
poste,poste,22
autour,autour,60
de,de,81
l',le,71
église,église,22
/.,/.,P
Quasimodo,Quasimodo,20
ramassa,ramasser,19
sa,son,73
lanterne,lanterne,22
et,et,82
descendit,descendre,19
sur,sur,81
la,le,71
plate-forme,plate-forme,22
d',de,81
entre,entre,81
les,le,71
tours,tour,22
pour,pour,81
voir,voir,14
de,de,81
plus,plus,60
près,près,81
et,et,82
aviser,aviser,14
aux,à,81
aux,le,71
moyens,moyen,21
de,de,81
défense,défense,22
/.,/.,P
Clopin,Clopin,20
Trouillefou,Trouillefou,20
",",",",p
arrivé,arrivé,31
devant,devant,81
le,le,71
haut,haut,30
portail,portail,21
de,de,81
Notre-Dame,Notre Dame,20
",",",",p
avait,avoir,18
en,en,81
effet,effet,21
rangé,ranger,12
sa,son,73
troupe,troupe,22
en,en,81
bataille,bataille,22
/.,/.,P
quoique,quoique,83
il,il,51
ne,ne,60
s',se,51
attendît,attendre,18
à,à,81
aucune,aucun,75
résistance,résistance,22
",",",",p
il,il,51
voulait,vouloir,18
",",",",p
en,en,81
général,général,21
prudent,prudent,30
",",",",p
conserver,conserver,14
un,un,71
ordre,ordre,21
qui,qui,52
lui,lui,51
permît,permettre,18
de,de,81
faire,faire,14
front,front,21
au,à,81
au,le,71
besoin,besoin,21
contre,contre,81
une,un,71
attaque,attaque,22
subite,subit,30
du,de,81
du,le,71
guet,guet,21
ou,ou,82
des,de,81
des,le,71
onze,onze,72
vingts,vingt,72
/.,/.,P
il,il,51
avait,avoir,18
donc,donc,82
échelonné,échelonner,12
sa,son,73
brigade,brigade,22
de,de,81
telle,tel,75
façon,façon,22
que,que,52
",",",",p
vue,vu,31
de,de,81
haut,haut,60
et,et,82
de,de,81
loin,loin,60
",",",",p
vous,vous,51
eussiez,avoir,18
dit,dire,12
le,le,71
triangle,triangle,21
romain,romain,30
de,de,81
la,le,71
bataille,bataille,22
d',de,81
Ecnome,Ecnome,20
",",",",p
la,le,71
tête,tête,22
de,de,81
porc,porc,21
d',de,81
Alexandre,Alexandre,20
",",",",p
ou,ou,82
le,le,71
fameux,fameux,30
coin,coin,21
de,de,81
Gustave,Gustave,20
Adolphe,Adolphe,20
/.,/.,P
la,le,71
base,base,22
de,de,81
ce,ce,74
triangle,triangle,21
s',se,51
appuyait,appuyer,18
au,à,81
au,le,71
fond,fond,21
de,de,81
la,le,71
place,place,22
",",",",p
de,de,81
manière,manière,22
à,à,81
barrer,barrer,14
la,le,71
rue,rue,22
du,de,81
du,le,71
parvis,parvis,21
;,;,p
un,un,52
des,de,81
des,le,71
côtés,côté,21
regardait,regarder,18
l',le,71
Hôtel-Dieu,Hôtel-Dieu,20
",",",",p
l',le,71
autre,autre,52
la,le,71
rue,rue,22
Saint-Pierre aux Boeufs,Saint-Pierre aux Boeufs,20
/.,/.,P
Clopin,Clopin,20
Trouillefou,Trouillefou,20
s',se,51
était,être,18
placé,placer,12
au,à,81
au,le,71
sommet,sommet,21
",",",",p
avec,avec,81
le,le,71
duc,duc,21
d',de,81
Egypte,Egypte,20
",",",",p
notre,notre,73
ami,ami,21
Jehan,Jehan,20
",",",",p
et,et,82
les,le,71
sabouleux,sabouleux,21
les,le,71
plus,plus,60
hardis,hardi,30
/.,/.,P
ce,ce,52
n',ne,60
était,être,18
point,point,60
chose,chose,22
très,très,60
rare,rare,30
dans,dans,81
les,le,71
villes,ville,22
du,de,81
du,le,71
moyen-âge,moyen-âge,21
qu',que,83
une,un,71
entreprise,entreprise,22
comme,comme,83
celle,celui,52
que,que,52
les,le,71
truands,truand,21
tentaient,tenter,18
en,en,81
ce,ce,74
moment,moment,21
sur,sur,81
Notre-Dame,Notre Dame,20
/.,/.,P
ce,ce,52
que,que,52
nous,nous,51
nommons,nommer,17
aujourd'hui,aujourd'hui,60
police,police,22
n',ne,60
existait,exister,18
pas,pas,60
alors,alors,60
/.,/.,P
dans,dans,81
les,le,71
cités,cité,22
populeuses,populeux,30
",",",",p
dans,dans,81
les,le,71
capitales,capitale,22
surtout,surtout,60
",",",",p
pas,pas,60
de,de,81
pouvoir,pouvoir,21
central,central,30
",",",",p
ni,ni,82
régulateur,régulateur,21
/.,/.,P
la,le,71
féodalité,féodalité,22
avait,avoir,18
construit,construire,12
ces,ce,74
grandes,grand,30
communes,commune,22
d',de,81
une,un,71
façon,façon,22
bizarre,bizarre,30
/.,/.,P
une,un,71
cité,cité,22
était,être,18
un,un,71
assemblage,assemblage,21
de,de,81
mille,mille,72
seigneuries,seigneurie,22
qui,qui,52
la,le,52
divisaient,diviser,18
en,en,81
compartiments,compartiment,21
de,de,81
toutes,tout,75
formes,forme,22
et,et,82
de,de,81
toutes,tout,75
grandeurs,grandeur,22
/.,/.,P
de,de,81
là,là,60
mille,mille,72
polices,police,22
contradictoires,contradictoire,30
",",",",p
c'est-à-dire,c'est-à-dire,91
pas,pas,60
de,de,81
police,police,22
/.,/.,P
à,à,81
Paris,Paris,20
",",",",p
par,par,81
exemple,exemple,21
",",",",p
indépendamment,indépendamment,60
des,de,81
des,le,71
cent,cent,72
quarante,quarante,72
et,et,82
un,un,71
seigneurs,seigneur,21
prétendant,prétendre,13
censive,censive,22
",",",",p
il,il,51
y,y,52
en,en,52
avait,avoir,18
vingt,vingt,72
cinq,cinq,72
prétendant,prétendre,13
justice,justice,22
et,et,82
censive,censive,22
",",",",p
depuis,depuis,81
l',le,71
évêque,évêque,21
de,de,81
Paris,Paris,20
",",",",p
qui,qui,52
avait,avoir,18
cent,cent,72
cinq,cinq,72
rues,rue,22
",",",",p
jusqu',jusque,81
au,à,81
au,le,71
prieur,prieur,21
de,de,81
Notre-Dame des Champs,Notre-Dame des Champs,20
",",",",p
qui,qui,52
en,en,52
avait,avoir,18
quatre,quatre,72
/.,/.,P
tous,tout,75
ces,ce,74
justiciers,justicier,21
féodaux,féodal,30
ne,ne,60
reconnaissaient,reconnaître,18
que,que,83
nominalement,nominalement,60
l',le,71
autorité,autorité,22
suzeraine,suzeraine,22
du,de,81
du,le,71
roi,roi,21
/.,/.,P
tous,tout,52
avaient,avoir,18
droit,droit,21
de,de,81
voirie,voirie,22
/.,/.,P
tous,tout,52
étaient,être,18
chez,chez,81
eux,ils,51
/.,/.,P
Louis XI,Louis XI,20
",",",",p
cet,ce,74
infatigable,infatigable,30
ouvrier,ouvrier,21
qui,qui,52
a,avoir,17
si,si,60
largement,largement,60
commencé,commencer,12
la,le,71
démolition,démolition,22
de,de,81
l',le,71
édifice,édifice,21
féodal,féodal,30
",",",",p
continuée,continué,31
par,par,81
Richelieu,Richelieu,20
et,et,82
Louis XIV,Louis XIV,20
au,à,81
au,le,71
profit,profit,21
de,de,81
la,le,71
royauté,royauté,22
",",",",p
et,et,82
achevée,achevé,31
par,par,81
Mirabeau,Mirabeau,20
au,à,81
au,le,71
profit,profit,21
du,de,81
du,le,71
peuple,peuple,21
",",",",p
Louis XI,Louis XI,20
avait,avoir,18
bien,bien,60
essayé,essayer,12
de,de,81
crever,crever,14
ce,ce,74
réseau,réseau,21
de,de,81
seigneuries,seigneurie,22
qui,qui,52
recouvrait,recouvrir,18
Paris,Paris,20
",",",",p
en,en,81
jetant,jeter,13
violemment,violemment,60
tout,tout,60
au,à,81
au,le,71
travers,travers,21
deux,deux,72
ou,ou,82
trois,trois,72
ordonnances,ordonnance,22
de,de,81
police,police,22
générale,général,30
/.,/.,P
ainsi,ainsi,60
",",",",p
en,en,81
<Nombre 1465>,<>,<>
mille,mille,72
quatre,quatre,72
cent,cent,72
soixante,soixante,72
cinq,cinq,72
<Fin nombre>,<>,<>
",",",",p
ordre,ordre,21
aux,à,81
aux,le,71
habitants,habitant,21
",",",",p
la,le,71
nuit,nuit,22
venue,venu,31
",",",",p
d',de,81
illuminer,illuminer,14
de,de,81
chandelles,chandelle,22
leurs,leur,73
croisées,croisée,22
",",",",p
et,et,82
d',de,81
enfermer,enfermer,14
leurs,leur,73
chiens,chien,21
",",",",p
sous,sous,81
peine,peine,22
de,de,81
la,le,71
hart,hart,22
;,;,p
même,même,75
année,année,22
",",",",p
ordre,ordre,21
de,de,81
fermer,fermer,14
le,le,71
soir,soir,21
les,le,71
rues,rue,22
avec,avec,81
des,de,81
des,le,71
chaînes,chaîne,22
de,de,81
fer,fer,21
",",",",p
et,et,82
défense,défense,22
de,de,81
porter,porter,14
dagues,dague,22
ou,ou,82
armes,arme,22
offensives,offensif,30
la,le,71
nuit,nuit,22
dans,dans,81
les,le,71
rues,rue,22
/.,/.,P
mais,mais,82
",",",",p
en,en,81
peu,peu,60
de,de,81
temps,temps,21
",",",",p
tous,tout,75
ces,ce,74
essais,essai,21
de,de,81
législation,législation,22
communale,communal,30
tombèrent,tomber,19
en,en,81
désuétude,désuétude,22
/.,/.,P
les,le,71
bourgeois,bourgeois,21
laissèrent,laisser,19
le,le,71
vent,vent,21
éteindre,éteindre,14
leurs,leur,73
chandelles,chandelle,22
à,à,81
leurs,leur,73
fenêtres,fenêtre,22
",",",",p
et,et,82
leurs,leur,73
chiens,chien,21
errer,errer,14
;,;,p
les,le,71
