11435
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Trente-neuvième extrait>,<>,<>
aimait,aimer,18
ce,ce,74
visage,visage,21
doux,doux,30
et,et,82
mélancolique,mélancolique,30
",",",",p
cette,ce,74
pâleur,pâleur,22
délicate,délicat,30
que,que,83
ne,ne,60
rougissait,rougir,18
jamais,jamais,60
l',le,71
animation,animation,22
de,de,81
la,le,71
danse,danse,22
",",",",p
ces,ce,74
beaux,beau,30
cheveux,cheveu,21
d',de,81
un,un,71
blond,blond,30
soyeux,soyeux,21
et,et,82
lustré,lustré,31
",",",",p
couronnés,couronné,31
",",",",p
suivant,suivant,81
le,le,71
rôle,rôle,21
",",",",p
d',de,81
étoiles,étoile,22
ou,ou,82
de,de,81
fleurs,fleur,22
",",",",p
ce,ce,74
long,long,30
regard,regard,21
perdu,perdu,31
dans,dans,81
l',le,71
espace,espace,21
",",",",p
ces,ce,74
épaules,épaule,22
d',de,81
une,un,71
chasteté,chasteté,22
virginale,virginal,30
frissonnant,frissonner,13
sous,sous,81
la,le,71
lorgnette,lorgnette,22
",",",",p
ces,ce,74
jambes,jambe,22
qui,qui,52
soulevaient,soulever,18
à,à,81
regret,regret,21
leurs,leur,73
nuages,nuage,21
de,de,81
gaze,gaze,22
et,et,82
luisaient,luire,18
sous,sous,81
la,le,71
soie,soie,22
comme,comme,83
le,le,71
marbre,marbre,21
d',de,81
une,un,71
statue,statue,22
antique,antique,30
;,;,p
chaque,chaque,75
fois,fois,22
qu',que,83
elle,il,51
passait,passer,18
devant,devant,81
la,le,71
rampe,rampe,22
",",",",p
il,il,51
la,le,52
saluait,saluer,18
de,de,81
quelque,quelque,75
petit,petit,30
signe,signe,21
d',de,81
admiration,admiration,22
furtif,furtif,30
",",",",p
ou,ou,82
s',se,51
armait,armer,18
de,de,81
son,son,73
lorgnon,lorgnon,21
pour,pour,81
la,le,71
mieux,mieux,60
voir,voir,14
/.,/.,P
un,un,71
soir,soir,21
",",",",p
la,le,71
danseuse,danseuse,22
",",",",p
emportée,emporté,31
par,par,81
le,le,71
vol,vol,21
circulaire,circulaire,30
d',de,81
une,un,71
valse,valse,22
",",",",p
rasa,raser,19
de,de,81
plus,plus,60
près,près,81
cette,ce,74
étincelante,étincelant,30
ligne,ligne,22
de,de,81
feu,feu,21
qui,qui,52
sépare,séparer,17
au,à,81
au,le,71
théâtre,théâtre,21
le,le,71
monde,monde,21
idéal,idéal,30
du,de,81
du,le,71
monde,monde,21
réel,réel,30
;,;,p
ses,son,73
légères,léger,30
draperies,draperie,22
de,de,81
sylphide,sylphide,22
palpitaient,palpiter,18
comme,comme,83
des,de,81
des,le,71
ailes,aile,22
de,de,81
colombe,colombe,22
prêtes,prêt,30
à,à,81
prendre,prendre,14
l',le,71
essor,essor,21
/.,/.,P
un,un,71
bec,bec,21
de,de,81
gaz,gaz,21
tira,tirer,19
sa,son,73
langue,langue,22
bleue,bleu,30
et,et,82
blanche,blanc,30
et,et,82
atteignit,atteindre,19
l',le,71
étoffe,étoffe,22
aérienne,aérien,30
/.,/.,P
en,en,81
un,un,71
moment,moment,21
la,le,71
flamme,flamme,22
environna,environner,19
la,le,71
jeune,jeune,30
fille,fille,22
",",",",p
qui,qui,52
dansa,danser,19
quelques,quelque,75
secondes,seconde,22
comme,comme,83
un,un,71
feu,feu,21
follet,follet,30
au,à,81
au,le,71
milieu,milieu,21
d',de,81
une,un,71
lueur,lueur,22
rouge,rouge,30
",",",",p
et,et,82
se,se,51
jeta,jeter,19
vers,vers,81
la,le,71
coulisse,coulisse,22
",",",",p
éperdue,éperdu,30
",",",",p
folle,fou,30
de,de,81
terreur,terreur,22
",",",",p
dévorée,dévoré,31
vive,vivre,17
par,par,81
ses,son,73
vêtements,vêtement,21
incendiés,incendié,31
/.,/.,P
-,-,p
Paul,Paul,20
avait,avoir,18
été,être,12
très,très,60
douloureusement,douloureusement,60
ému,émouvoir,12
de,de,81
ce,ce,74
malheur,malheur,21
",",",",p
dont,dont,52
parlèrent,parler,19
tous,tout,75
les,le,71
journaux,journal,21
du,de,81
du,le,71
temps,temps,21
",",",",p
où,où,60
l',l',94
on,on,51
pourrait,pouvoir,16
retrouver,retrouver,14
le,le,71
nom,nom,21
de,de,81
la,le,71
victime,victime,22
",",",",p
si,si,83
l',l',94
on,on,51
était,être,18
curieux,curieux,30
de,de,81
le,le,52
savoir,savoir,14
/.,/.,P
mais,mais,82
son,son,73
chagrin,chagrin,21
n',ne,60
était,être,18
pas,pas,60
mélangé,mélanger,12
de,de,81
remords,remords,21
/.,/.,P
il,il,51
ne,ne,60
s',se,51
attribuait,attribuer,18
aucune,aucun,75
part,part,22
dans,dans,81
l',le,71
accident,accident,21
qu',que,52
il,il,51
déplorait,déplorer,18
plus,plus,60
que,que,83
personne,personne,52
/.,/.,P
maintenant,maintenant,60
il,il,51
était,être,18
persuadé,persuader,12
que,que,83
son,son,73
obstination,obstination,22
à,à,81
la,le,52
poursuivre,poursuivre,14
du,de,81
du,le,71
regard,regard,21
n',ne,60
avait,avoir,18
pas,pas,60
été,être,12
étrangère,étrangère,22
à,à,81
la,le,71
mort,mort,22
de,de,81
cette,ce,74
charmante,charmant,30
créature,créature,22
/.,/.,P
il,il,51
se,se,51
considérait,considérer,18
comme,comme,83
son,son,73
assassin,assassin,21
;,;,p
il,il,51
avait,avoir,18
horreur,horreur,22
de,de,81
lui-même,lui-même,51
et,et,82
aurait,avoir,16
voulu,vouloir,12
n',ne,60
être,être,14
jamais,jamais,60
né,naître,12
/.,/.,P
à,à,81
cette,ce,74
prostration,prostration,22
succéda,succéder,19
une,un,71
réaction,réaction,22
violente,violent,30
;,;,p
il,il,51
se,se,51
mit,mettre,19
à,à,81
rire,rire,14
d',de,81
un,un,71
rire,rire,21
nerveux,nerveux,30
",",",",p
jeta,jeter,19
au,à,81
au,le,71
diable,diable,21
le,le,71
livre,livre,21
de,de,81
Valetta,Valetta,20
et,et,82
s',se,51
écria,écrier,19
:,:,p
“,“,p
vraiment,vraiment,60
je,je,51
deviens,devenir,17
imbécile,imbécile,30
ou,ou,82
fou,fou,30
/!,/!,P
il,il,51
faut,falloir,17
que,que,83
le,le,71
soleil,soleil,21
de,de,81
Naples,Naples,20
m',je,51
ait,avoir,17
tapé,taper,12
sur,sur,81
la,le,71
tête,tête,22
/.,/.,P
que,que,52
diraient,dire,16
mes,mon,73
amis,ami,21
du,de,81
du,le,71
club,club,21
s',si,83
ils,ils,51
apprenaient,apprendre,18
que,que,83
j',je,51
ai,avoir,17
sérieusement,sérieusement,60
agité,agiter,12
dans,dans,81
ma,mon,73
conscience,conscience,22
cette,ce,74
belle,beau,30
question,question,22
-,-,p
à,à,81
savoir,savoir,14
si,si,83
je,je,51
suis,être,17
ou,ou,82
non,non,60
jettatore,jettatore,92
/!,/!,P
“,“,p
Paddy,Paddy,20
frappa,frapper,19
discrètement,discrètement,60
à,à,81
la,le,71
porte,porte,22
/.,/.,P
-,-,p
Paul,Paul,20
ouvrit,ouvrir,19
",",",",p
et,et,82
le,le,71
groom,groom,21
",",",",p
formaliste,formaliste,30
dans,dans,81
son,son,73
service,service,21
",",",",p
lui,lui,51
présenta,présenter,19
sur,sur,81
le,le,71
cuir,cuir,21
verni,verni,31
de,de,81
sa,son,73
casquette,casquette,22
",",",",p
en,en,81
s',se,51
excusant,excuser,13
de,de,81
ne,ne,60
pas,pas,60
avoir,avoir,14
de,de,81
plateau,plateau,21
d',de,81
argent,argent,21
",",",",p
une,un,71
lettre,lettre,22
de,de,81
la,le,71
part,part,22
de,de,81
miss,miss,22
Alicia,Alicia,20
/.,/.,P
monsieur,monsieur,21
d',de,81
Aspremont,Aspremont,20
rompit,rompre,19
le,le,71
cachet,cachet,21
et,et,82
lut,lire,19
ce,ce,52
qui,qui,52
suit,suivre,17
:,:,p
“,“,p
est,être,17
ce,ce,52
que,que,83
vous,vous,51
me,je,51
boudez,bouder,17
",",",",p
Paul,Paul,20
/?,/?,P
-,-,p
vous,vous,51
n',ne,60
êtes,être,17
pas,pas,60
venu,venir,12
hier,hier,60
soir,soir,21
",",",",p
et,et,82
votre,votre,73
sorbet,sorbet,21
au,à,81
au,le,71
citron,citron,21
s',se,51
est,être,17
fondu,fondre,12
mélancoliquement,mélancoliquement,60
sur,sur,81
la,le,71
table,table,22
/.,/.,P
jusqu',jusque,81
à,à,81
neuf,neuf,72
heures,heure,22
j',je,51
ai,avoir,17
eu,avoir,12
l',le,71
oreille,oreille,22
aux,à,81
aux,le,71
aguets,aguet,21
",",",",p
cherchant,chercher,13
à,à,81
distinguer,distinguer,14
le,le,71
bruit,bruit,21
des,de,81
des,le,71
roues,roue,22
de,de,81
votre,votre,73
voiture,voiture,22
à,à,81
travers,travers,21
le,le,71
chant,chant,21
obstiné,obstiné,31
des,de,81
des,le,71
grillons,grillon,21
et,et,82
les,le,71
ronflements,ronflement,21
des,de,81
des,le,71
tambours,tambour,21
de,de,81
basque,basque,21
;,;,p
alors,alors,60
il,il,51
a,avoir,17
fallu,falloir,12
perdre,perdre,14
tout,tout,75
espoir,espoir,21
",",",",p
et,et,82
j',je,51
ai,avoir,17
querellé,quereller,12
le,le,71
commodore,commodore,21
/.,/.,P
admirez,admirer,17
comme,comme,83
les,le,71
femmes,femme,22
sont,être,17
justes,juste,30
/!,/!,P
-,-,p
Pulcinella,Pulcinella,20
avec,avec,81
son,son,73
nez,nez,21
noir,noir,30
",",",",p
don,don,21
Limon,Limon,20
et,et,82
donna,donner,19
Pangrazia,Pangrazia,20
ont,avoir,17
donc,donc,82
bien,bien,60
du,de,81
du,le,71
charme,charme,21
pour,pour,81
vous,vous,51
?,?,p
car,car,82
je,je,51
sais,savoir,17
par,par,81
ma,mon,73
police,police,22
que,que,83
vous,vous,51
avez,avoir,17
passé,passer,12
votre,votre,73
soirée,soirée,22
à,à,81
San,San,20
Carlino,Carlino,20
/.,/.,P
de,de,81
ces,ce,74
prétendues,prétendu,31
lettres,lettre,22
importantes,important,30
",",",",p
vous,vous,51
n',ne,60
en,en,52
avez,avoir,17
pas,pas,60
écrit,écrire,12
une,un,52
seule,seul,30
/.,/.,P
pourquoi,pourquoi,60
ne,ne,60
pas,pas,60
avouer,avouer,14
tout,tout,60
bonnement,bonnement,60
et,et,82
tout,tout,60
bêtement,bêtement,60
que,que,83
vous,vous,51
êtes,être,17
jaloux,jaloux,30
du,de,81
du,le,71
comte,comte,21
Altavilla,Altavilla,20
/?,/?,P
je,je,51
vous,vous,51
croyais,croire,18
plus,plus,60
orgueilleux,orgueilleux,30
",",",",p
et,et,82
cette,ce,74
modestie,modestie,22
de,de,81
votre,votre,73
part,part,22
me,je,51
touche,toucher,17
/.,/.,P
-,-,p
n',ne,60
ayez,avoir,17
aucune,aucun,75
crainte,crainte,22
",",",",p
monsieur,monsieur,21
d',de,81
Altavilla,Altavilla,20
est,être,17
trop,trop,60
beau,beau,30
",",",",p
et,et,82
je,je,51
n',ne,60
ai,avoir,17
pas,pas,60
le,le,71
goût,goût,21
des,de,81
des,le,71
Apollons,Apollon,20
à,à,81
breloques,breloque,22
/.,/.,P
je,je,51
devrais,devoir,16
afficher,afficher,14
à,à,81
votre,votre,73
endroit,endroit,21
un,un,71
mépris,mépris,21
superbe,superbe,30
et,et,82
vous,vous,51
dire,dire,14
que,que,83
je,je,51
ne,ne,60
me,je,51
suis,être,17
pas,pas,60
aperçue,apercevoir,12
de,de,81
votre,votre,73
absence,absence,22
;,;,p
mais,mais,82
la,le,71
vérité,vérité,22
est,être,17
que,que,83
j',je,51
ai,avoir,17
trouvé,trouver,12
le,le,71
temps,temps,21
fort,fort,60
long,long,30
",",",",p
que,que,83
j',je,51
étais,être,18
de,de,81
très,très,60
mauvaise,mauvais,30
humeur,humeur,22
",",",",p
très,très,60
nerveuse,nerveux,30
",",",",p
et,et,82
que,que,52
j',je,51
ai,avoir,17
manqué,manquer,12
de,de,81
battre,battre,14
Vicè,Vicè,20
",",",",p
qui,qui,52
riait,rire,18
comme,comme,83
une,un,71
folle,folle,22
-,-,p
je,je,51
ne,ne,60
sais,savoir,17
pourquoi,pourquoi,60
",",",",p
par,par,81
exemple,exemple,21
/.,/.,P
“,“,p
A.,A.,20
W,W,20
/.,/.,P
“,“,p
cette,ce,74
lettre,lettre,22
enjouée,enjoué,30
et,et,82
moqueuse,moqueur,30
ramena,ramener,19
tout,tout,60
à,à,81
fait,fait,21
les,le,71
idées,idée,22
de,de,81
Paul,Paul,20
aux,à,81
aux,le,71
sentiments,sentiment,21
de,de,81
la,le,71
vie,vie,22
réelle,réel,30
/.,/.,P
il,il,51
s',se,51
habilla,habiller,19
",",",",p
ordonna,ordonner,19
de,de,81
faire,faire,14
avancer,avancer,14
la,le,71
voiture,voiture,22
",",",",p
et,et,82
bientôt,bientôt,60
le,le,71
voltairien,voltairien,30
Scazziga,Scazziga,20
fit,faire,19
claquer,claquer,14
son,son,73
fouet,fouet,21
incrédule,incrédule,30
aux,à,81
aux,le,71
oreilles,oreille,22
de,de,81
ses,son,73
bêtes,bête,22
qui,qui,52
se,se,51
lancèrent,lancer,19
au,à,81
au,le,71
galop,galop,21
sur,sur,81
le,le,71
pavé,pavé,21
de,de,81
lave,lave,22
",",",",p
à,à,81
travers,travers,21
la,le,71
foule,foule,22
toujours,toujours,60
compacte,compact,30
sur,sur,81
le,le,71
quai,quai,21
de,de,81
Santa Lucia,Santa Lucia,20
/.,/.,P
“,“,p
Scazziga,Scazziga,20
",",",",p
quelle,quel,75
mouche,mouche,22
vous,vous,51
pique,pique,21
?,?,p
vous,vous,51
allez,aller,17
causer,causer,14
quelque,quelque,75
malheur,malheur,21
!,!,p
“,“,p
s',se,51
écria,écrier,19
monsieur,monsieur,21
d',de,81
Aspremont,Aspremont,20
/.,/.,P
le,le,71
cocher,cocher,21
se,se,51
retourna,retourner,19
vivement,vivement,60
pour,pour,81
répondre,répondre,14
",",",",p
et,et,82
le,le,71
regard,regard,21
irrité,irrité,31
de,de,81
Paul,Paul,20
l',le,52
atteignit,atteindre,19
en,en,81
plein,plein,30
visage,visage,21
/.,/.,P
-,-,p
une,un,71
pierre,pierre,22
qu',que,52
il,il,51
n',ne,60
avait,avoir,18
pas,pas,60
vue,voir,12
souleva,soulever,19
une,un,52
des,de,81
des,le,71
roues,roue,22
de,de,81
devant,devant,81
",",",",p
et,et,82
il,il,51
tomba,tomber,19
de,de,81
son,son,73
siège,siège,21
par,par,81
la,le,71
violence,violence,22
du,de,81
du,le,71
heurt,heurt,21
",",",",p
mais,mais,82
sans,sans,81
lâcher,lâcher,14
ses,son,73
rênes,rêne,22
/.,/.,P
-,-,p
agile,agile,30
comme,comme,83
un,un,71
singe,singe,21
",",",",p
il,il,51
remonta,remonter,19
d',de,81
un,un,71
saut,saut,21
à,à,81
sa,son,73
place,place,22
",",",",p
ayant,avoir,13
au,à,81
au,le,71
front,front,21
une,un,71
bosse,bosse,22
grosse,gros,30
comme,comme,83
un,un,71
oeuf,oeuf,21
de,de,81
poule,poule,22
/.,/.,P
“,“,p
du,de,81
du,le,71
diable,diable,21
si,si,83
je,je,51
me,je,51
retourne,retourner,17
maintenant,maintenant,60
quand,quand,83
tu,tu,51
me,je,51
parleras,parler,15
!,!,p
-,-,p
grommela,grommeler,19
t,t,94
il,il,51
entre,entre,81
ses,son,73
dents,dent,22
/.,/.,P
Timberio,Timberio,20
",",",",p
Falsacappa,Falsacappa,20
et,et,82
Gelsomina,Gelsomina,20
avaient,avoir,18
raison,raison,22
",",",",p
-,-,p
c',ce,52
est,être,17
un,un,71
jettatore,jettatore,92
/!,/!,P
demain,demain,60
",",",",p
j',je,51
achèterai,acheter,15
une,un,71
paire,paire,22
de,de,81
cornes,corne,22
/.,/.,P
si,si,83
ça,ça,52
ne,ne,60
peut,pouvoir,17
pas,pas,60
faire,faire,14
de,de,81
bien,bien,60
",",",",p
ça,ça,52
ne,ne,60
peut,pouvoir,17
pas,pas,60
faire,faire,14
de,de,81
mal,mal,21
/.,/.,P
“,“,p
ce,ce,74
petit,petit,30
incident,incident,21
fut,être,19
désagréable,désagréable,30
à,à,81
Paul,Paul,20
;,;,p
il,il,51
le,le,52
ramenait,ramener,18
dans,dans,81
le,le,71
cercle,cercle,21
magique,magique,30
dont,dont,52
il,il,51
voulait,vouloir,18
sortir,sortir,14
:,:,p
une,un,71
pierre,pierre,22
se,se,51
trouve,trouver,17
tous,tout,75
les,le,71
jours,jour,21
sous,sous,81
la,le,71
roue,roue,22
d',de,81
une,un,71
voiture,voiture,22
",",",",p
un,un,71
cocher,cocher,21
maladroit,maladroit,30
se,se,51
laisse,laisser,17
choir,choir,14
de,de,81
son,son,73
siège,siège,21
",",",",p
-,-,p
rien,rien,52
n',ne,60
est,être,17
plus,plus,60
simple,simple,30
et,et,82
plus,plus,60
vulgaire,vulgaire,30
/.,/.,P
cependant,cependant,82
l',le,71
effet,effet,21
avait,avoir,18
suivi,suivre,12
la,le,71
cause,cause,22
de,de,81
si,si,60
près,près,81
",",",",p
la,le,71
chute,chute,22
de,de,81
Scazziga,Scazziga,20
coïncidait,coïncider,18
si,si,60
justement,justement,60
avec,avec,81
le,le,71
regard,regard,21
qu',que,52
il,il,51
lui,lui,51
avait,avoir,18
lancé,lancer,12
",",",",p
que,que,83
ses,son,73
appréhensions,appréhension,22
lui,lui,51
revinrent,revenir,19
:,:,p
“,“,p
j',je,51
ai,avoir,17
bien,bien,60
envie,envie,22
",",",",p
se,se,51
dit,dire,17
il,il,51
",",",",p
de,de,81
quitter,quitter,14
dès,dès,81
demain,demain,60
ce,ce,74
pays,pays,21
extravagant,extravagant,30
",",",",p
où,où,60
je,je,51
sens,sentir,17
ma,mon,73
cervelle,cervelle,22
ballotter,ballotter,14
dans,dans,81
mon,mon,73
crâne,crâne,21
comme,comme,83
une,un,71
noisette,noisette,22
sèche,sec,30
dans,dans,81
sa,son,73
coquille,coquille,22
/.,/.,P
mais,mais,82
si,si,83
je,je,51
confiais,confier,18
mes,mon,73
craintes,crainte,22
à,à,81
miss,miss,22
Ward,Ward,20
",",",",p
elle,il,51
en,en,52
rirait,rire,16
",",",",p
et,et,82
le,le,71
climat,climat,21
de,de,81
Naples,Naples,20
est,être,17
favorable,favorable,30
à,à,81
sa,son,73
santé,santé,22
/.,/.,P
-,-,p
sa,son,73
santé,santé,22
!,!,p
mais,mais,82
elle,il,51
se,se,51
portait,porter,18
bien,bien,60
avant,avant,81
de,de,81
me,je,51
connaître,connaître,14
/!,/!,P
jamais,jamais,60
ce,ce,74
nid,nid,21
de,de,81
cygnes,cygne,21
balancé,balancé,31
sur,sur,81
les,le,71
eaux,eau,22
",",",",p
qu',que,52
on,on,51
nomme,nommer,17
l',le,71
Angleterre,Angleterre,20
",",",",p
n',ne,60
avait,avoir,18
produit,produire,12
une,un,71
enfant,enfant,21
plus,plus,60
blanche,blanc,30
et,et,82
plus,plus,60
rose,rose,30
/!,/!,P
la,le,71
vie,vie,22
éclatait,éclater,18
dans,dans,81
ses,son,73
yeux,oeil,21
pleins,plein,30
de,de,81
lumière,lumière,22
",",",",p
s',se,51
épanouissait,épanouir,18
sur,sur,81
ses,son,73
joues,joue,22
fraîches,frais,30
et,et,82
satinées,satiné,30
;,;,p
un,un,71
sang,sang,21
riche,riche,30
et,et,82
pur,pur,30
courait,courir,18
en,en,81
veines,veine,22
bleues,bleu,30
sous,sous,81
sa,son,73
peau,peau,22
transparente,transparent,30
;,;,p
on,on,51
sentait,sentir,18
à,à,81
travers,travers,21
sa,son,73
beauté,beauté,22
une,un,71
force,force,22
gracieuse,gracieux,30
/!,/!,P
comme,comme,83
sous,sou,21
mon,mon,73
regard,regard,21
elle,il,51
a,avoir,17
pâli,pâlir,12
",",",",p
maigri,maigrir,12
",",",",p
changé,changer,12
!,!,p
comme,comme,83
ses,son,73
mains,main,22
délicates,délicat,30
devenaient,devenir,18
fluettes,fluet,30
/!,/!,P
comme,comme,83
ses,son,73
yeux,oeil,21
si,si,60
vifs,vif,30
s',se,51
entouraient,entourer,18
de,de,81
pénombres,pénombre,22
attendries,attendri,31
/!,/!,P
on,on,51
eût,avoir,19
dit,dire,12
que,que,83
la,le,71
consomption,consomption,22
lui,lui,51
posait,poser,18
ses,son,73
doigts,doigt,21
osseux,osseux,30
sur,sur,81
l',le,71
épaule,épaule,22
/.,/.,P
-,-,p
en,en,81
mon,mon,73
absence,absence,22
",",",",p
elle,il,51
a,avoir,17
bien,bien,60
vite,vite,60
repris,reprendre,12
ses,son,73
vives,vif,30
couleurs,couleur,22
;,;,p
le,le,71
souffle,souffle,21
joue,jouer,17
librement,librement,60
dans,dans,81
sa,son,73
poitrine,poitrine,22
que,que,52
le,le,71
médecin,médecin,21
interrogeait,interroger,18
avec,avec,81
crainte,crainte,22
;,;,p
délivrée,délivré,31
de,de,81
mon,mon,73
influence,influence,22
funeste,funeste,30
",",",",p
elle,il,51
vivrait,vivre,16
de,de,81
longs,long,30
jours,jour,21
/.,/.,P
-,-,p
n',ne,60
est,être,17
ce,ce,52
pas,pas,60
moi,moi,51
qui,qui,52
la,le,52
tue,tuer,17
/?,/?,P
-,-,p
l',le,71
autre,autre,75
soir,soir,21
",",",",p
n',ne,60
a,avoir,17
t,t,94
elle,il,51
pas,pas,60
éprouvé,éprouver,12
",",",",p
pendant,pendant,81
que,que,83
j',je,51
étais,être,18
là,là,60
",",",",p
une,un,71
souffrance,souffrance,22
si,si,60
aiguë,aigu,30
",",",",p
que,que,83
ses,son,73
joues,joue,22
se,se,51
sont,être,17
décolorées,décolorer,12
comme,comme,83
au,à,81
au,le,71
souffle,souffle,21
froid,froid,30
de,de,81
la,le,71
mort,mort,22
/?,/?,P
-,-,p
ne,ne,60
lui,lui,51
fais,faire,17
je,je,51
pas,pas,60
la,le,71
jettatura,jettatura,92
sans,sans,81
le,le,52
vouloir,vouloir,14
/?,/?,P
-,-,p
mais,mais,82
peut-être,peut-être,60
aussi,aussi,60
n',ne,60
y,y,52
a,avoir,17
t,t,94
il,il,51
là,là,60
rien,rien,52
que,que,83
de,de,81
naturel,naturel,30
/.,/.,P
-,-,p
beaucoup,beaucoup,60
de,de,81
jeunes,jeune,30
Anglaises,Anglais,20
ont,avoir,17
des,de,81
des,le,71
prédispositions,prédisposition,22
aux,à,81
aux,le,71
maladies,maladie,22
de,de,81
poitrine,poitrine,22
/.,/.,P
“,“,p
ces,ce,74
pensées,pensée,22
occupèrent,occuper,19
Paul,Paul,20
d',de,81
Aspremont,Aspremont,20
pendant,pendant,81
la,le,71
route,route,22
/.,/.,P
lorsqu',lorsque,83
il,il,51
se,se,51
présenta,présenter,19
sur,sur,81
la,le,71
terrasse,terrasse,22
",",",",p
séjour,séjour,21
habituel,habituel,30
de,de,81
miss,miss,21
Ward,Ward,20
et,et,82
du,de,81
du,le,71
commodore,commodore,21
",",",",p
les,le,71
immenses,immense,30
cornes,corne,22
de,de,81
boeufs,boeuf,21
de,de,81
Sicile,Sicile,20
",",",",p
présent,présent,30
du,de,81
du,le,71
comte,comte,21
Altavilla,Altavilla,20
",",",",p
recourbaient,recourber,18
leurs,leur,73
croissants,croissant,21
jaspés,jaspé,31
à,à,81
l',le,71
endroit,endroit,21
le,le,71
plus,plus,60
en,en,81
vue,vue,22
/.,/.,P
voyant,voir,13
que,que,83
Paul,Paul,20
les,le,52
remarquait,remarquer,18
",",",",p
le,le,71
commodore,commodore,21
devint,devenir,19
bleu,bleu,30
:,:,p
ce,ce,52
qui,qui,52
était,être,18
sa,son,73
manière,manière,22
de,de,81
rougir,rougir,14
",",",",p
car,car,82
",",",",p
moins,moins,60
délicat,délicat,30
que,que,83
sa,son,73
nièce,nièce,22
",",",",p
il,il,51
avait,avoir,18
reçu,recevoir,12
les,le,71
confidences,confidence,22
de,de,81
Vicè,Vicè,20
/…,/…,P
Alicia,Alicia,20
",",",",p
avec,avec,81
un,un,71
geste,geste,21
de,de,81
parfait,parfait,31
dédain,dédain,21
",",",",p
fit,faire,19
signe,signe,21
à,à,81
la,le,71
servante,servante,22
d',de,81
emporter,emporter,14
les,le,71
cornes,corne,22
et,et,82
fixa,fixer,19
sur,sur,81
Paul,Paul,20
son,son,73
bel,beau,30
oeil,oeil,21
plein,plein,30
d',de,81
amour,amour,21
",",",",p
de,de,81
courage,courage,21
et,et,82
de,de,81
foi,foi,22
/.,/.,P
“,“,p
laissez,laisser,17
les,le,52
à,à,81
leur,leur,73
place,place,22
",",",",p
dit,dire,17
Paul,Paul,20
à,à,81
Vicè,Vicè,20
;,;,p
elles,ils,51
sont,être,17
fort,fort,60
belles,beau,30
/.,/.,P
“,“,p
<IX>,<>,<>
l',le,71
observation,observation,22
de,de,81
Paul,Paul,20
sur,sur,81
les,le,71
cornes,corne,22
données,donné,31
par,par,81
le,le,71
comte,comte,21
Altavilla,Altavilla,20
parut,paraître,19
faire,faire,14
plaisir,plaisir,21
au,à,81
au,le,71
commodore,commodore,21
;,;,p
Vicè,Vicè,20
sourit,sourire,19
",",",",p
montrant,montrer,13
sa,son,73
denture,denture,22
dont,dont,52
les,le,71
canines,canine,22
séparées,séparé,31
et,et,82
pointues,pointu,30
brillaient,briller,18
d',de,81
une,un,71
blancheur,blancheur,22
féroce,féroce,30
;,;,p
Alicia,Alicia,20
",",",",p
d',de,81
un,un,71
coup,coup,21
de,de,81
paupière,paupière,22
rapide,rapide,30
",",",",p
sembla,sembler,19
poser,poser,14
à,à,81
son,son,73
ami,ami,21
une,un,71
question,question,22
qui,qui,52
resta,rester,19
sans,sans,81
réponse,réponse,22
/.,/.,P
un,un,71
silence,silence,21
gênant,gênant,30
s',se,51
établit,établir,17
/.,/.,P
les,le,71
premières,premier,72
minutes,minute,22
d',de,81
une,un,71
visite,visite,22
même,même,60
cordiale,cordial,30
",",",",p
familière,familier,30
",",",",p
attendue,attendu,31
et,et,82
renouvelée,renouvelé,31
tous,tout,75
les,le,71
jours,jour,21
",",",",p
sont,être,17
ordinairement,ordinairement,60
embarrassées,embarrasser,12
/.,/.,P
pendant,pendant,81
l',le,71
absence,absence,22
",",",",p
n',ne,60
eût,avoir,19
elle,il,51
durée,durer,12
que,que,83
quelques,quelque,75
heures,heure,22
",",",",p
il,il,51
s',se,51
est,être,17
reformé,reformer,12
autour,autour,60
de,de,81
chacun,chacun,52
une,un,71
atmosphère,atmosphère,22
invisible,invisible,30
contre,contre,81
laquelle,lequel,52
se,se,51
brise,briser,17
l',le,71
effusion,effusion,22
/.,/.,P
c',ce,52
est,être,17
comme,comme,83
une,un,71
glace,glace,22
parfaitement,parfaitement,60
transparente,transparent,30
qui,qui,52
laisse,laisser,17
apercevoir,apercevoir,14
le,le,71
paysage,paysage,21
et,et,82
que,que,83
ne,ne,60
traverserait,traverser,16
pas,pas,60
le,le,71
vol,vol,21
d',de,81
une,un,71
mouche,mouche,22
/.,/.,P
il,il,51
n',ne,60
y,y,52
a,avoir,17
rien,rien,52
en,en,81
apparence,apparence,22
",",",",p
et,et,82
pourtant,pourtant,60
on,on,51
sent,sentir,17
l',le,71
obstacle,obstacle,21
/.,/.,P
une,un,71
arrière-pensée,arrière-pensée,22
dissimulée,dissimulé,31
par,par,81
un,un,71
grand,grand,30
usage,usage,21
du,de,81
du,le,71
monde,monde,21
préoccupait,préoccuper,18
en,en,81
même,même,75
temps,temps,21
les,le,71
trois,trois,72
personnages,personnage,21
de,de,81
ce,ce,74
groupe,groupe,21
habituellement,habituellement,60
plus,plus,60
à,à,81
son,son,73
aise,aise,22
/.,/.,P
le,le,71
commodore,commodore,21
tournait,tourner,18
ses,son,73
pouces,pouce,21
avec,avec,81
un,un,71
mouvement,mouvement,21
machinal,machinal,30
;,;,p
d',de,81
Aspremont,Aspremont,20
regardait,regarder,18
