11776
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingt-huitième extrait>,<>,<>
s',se,51
être,être,14
mis,mettre,12
à,à,81
la,le,71
fenêtre,fenêtre,22
et,et,82
avoir,avoir,14
vu,voir,12
passer,passer,14
",",",",p
pendant,pendant,81
plus,plus,60
d',de,81
une,un,71
heure,heure,22
",",",",p
le,le,71
flot,flot,21
épais,épais,30
des,de,81
des,le,71
fuyards,fuyard,21
/.,/.,P
tout,tout,75
le,le,71
monde,monde,21
",",",",p
d',de,81
ailleurs,ailleurs,60
",",",",p
avait,avoir,18
entendu,entendre,12
courir,courir,14
les,le,71
bandits,bandit,21
sous,sous,81
les,le,71
croisées,croisée,22
/.,/.,P
jamais,jamais,60
cinq,cinq,72
cents,cent,72
hommes,homme,21
n',ne,60
auraient,avoir,16
pu,pouvoir,12
de,de,81
la,le,71
sorte,sorte,22
éveiller,éveiller,14
une,un,71
ville,ville,22
en,en,81
sursaut,sursaut,21
/.,/.,P
c',ce,52
était,être,18
une,un,71
armée,armée,22
",",",",p
une,un,71
belle,beau,30
et,et,82
bonne,bon,30
armée,armée,22
que,que,52
la,le,71
brave,brave,30
milice,milice,22
de,de,81
Plassans,Plassans,20
avait,avoir,18
fait,faire,12
rentrer,rentrer,14
sous,sous,81
terre,terre,22
/.,/.,P
ce,ce,74
mot,mot,21
que,que,52
prononça,prononcer,19
Rougon,Rougon,20
:,:,p
“,“,p
ils,ils,51
sont,être,17
rentrés,rentrer,12
sous,sous,81
terre,terre,22
",",",",p
“,“,p
parut,paraître,19
d',de,81
une,un,71
grande,grand,30
justesse,justesse,22
",",",",p
car,car,82
les,le,71
postes,poste,21
",",",",p
chargés,charger,12
de,de,81
défendre,défendre,14
les,le,71
remparts,rempart,21
",",",",p
jurèrent,jurer,19
toujours,toujours,60
leurs,leur,73
grands,grand,30
dieux,dieu,21
que,que,83
pas,pas,60
un,un,71
homme,homme,21
n',ne,60
était,être,18
entré,entrer,12
ni,ni,82
sorti,sortir,12
;,;,p
ce,ce,52
qui,qui,52
ajouta,ajouter,19
au,à,81
au,le,71
fait,fait,21
d',de,81
armes,arme,22
une,un,71
pointe,pointe,22
de,de,81
mystère,mystère,21
",",",",p
une,un,71
idée,idée,22
de,de,81
diables,diable,21
cornus,cornu,30
s',se,51
abîmant,abîmer,13
dans,dans,81
les,le,71
flammes,flamme,22
",",",",p
qui,qui,52
acheva,achever,19
de,de,81
détraquer,détraquer,14
les,le,71
imaginations,imagination,22
/.,/.,P
il,il,51
est,être,17
vrai,vrai,30
que,que,83
les,le,71
postes,poste,21
évitèrent,éviter,19
de,de,81
raconter,raconter,14
leurs,leur,73
galops,galop,21
furieux,furieux,30
/.,/.,P
aussi,aussi,60
",",",",p
les,le,71
gens,gens,21
les,le,71
plus,plus,60
raisonnables,raisonnable,30
s',se,51
arrêtèrent,arrêter,19
ils,ils,51
à,à,81
la,le,71
pensée,pensée,22
qu',que,83
une,un,71
bande,bande,22
d',de,81
insurgés,insurgé,21
avait,avoir,18
dû,devoir,12
pénétrer,pénétrer,14
par,par,81
une,un,71
brèche,brèche,22
",",",",p
par,par,81
un,un,71
trou,trou,21
quelconque,quelconque,30
/.,/.,P
plus,plus,60
tard,tard,60
",",",",p
des,de,81
des,le,71
bruits,bruit,21
de,de,81
trahison,trahison,22
se,se,51
répandirent,répandre,19
",",",",p
on,on,51
parla,parler,19
d',de,81
un,un,71
guet-apens,guet-apens,21
;,;,p
sans,sans,81
doute,doute,21
",",",",p
les,le,71
hommes,homme,21
menés,mené,31
par,par,81
Macquart,Macquart,20
à,à,81
la,le,71
tuerie,tuerie,22
",",",",p
ne,ne,60
purent,pouvoir,19
garder,garder,14
l',le,71
atroce,atroce,30
vérité,vérité,22
;,;,p
mais,mais,82
une,un,71
telle,tel,75
terreur,terreur,22
régnait,régner,18
encore,encore,60
",",",",p
la,le,71
vue,vue,22
du,de,81
du,le,71
sang,sang,21
avait,avoir,18
jeté,jeter,12
à,à,81
la,le,71
réaction,réaction,22
un,un,71
tel,tel,75
nombre,nombre,21
de,de,81
poltrons,poltron,21
",",",",p
qu',que,83
on,on,51
attribua,attribuer,19
ces,ce,74
bruits,bruit,21
à,à,81
la,le,71
rage,rage,22
des,de,81
des,le,71
républicains,républicain,21
vaincus,vaincu,31
/.,/.,P
on,on,51
prétendit,prétendre,19
",",",",p
d',de,81
autre,autre,75
part,part,22
",",",",p
que,que,83
Macquart,Macquart,20
était,être,18
prisonnier,prisonnier,30
de,de,81
Rougon,Rougon,20
",",",",p
et,et,82
que,que,83
celui-ci,celui-ci,52
le,le,52
gardait,garder,18
dans,dans,81
un,un,71
cachot,cachot,21
humide,humide,30
",",",",p
où,où,60
il,il,51
le,le,52
laissait,laisser,18
lentement,lentement,60
mourir,mourir,14
de,de,81
faim,faim,22
/.,/.,P
cet,ce,74
horrible,horrible,30
conte,conte,21
fit,faire,19
saluer,saluer,14
Rougon,Rougon,20
jusqu',jusque,81
à,à,81
terre,terre,22
/.,/.,P
ce,ce,52
fut,être,19
ainsi,ainsi,60
que,que,83
ce,ce,74
grotesque,grotesque,30
",",",",p
ce,ce,74
bourgeois,bourgeois,21
ventru,ventru,30
",",",",p
mou,mou,30
et,et,82
blême,blême,30
",",",",p
devint,devenir,19
",",",",p
en,en,81
une,un,71
nuit,nuit,22
",",",",p
un,un,71
terrible,terrible,30
monsieur,monsieur,21
dont,dont,52
personne,personne,52
n',ne,60
osa,oser,19
plus,plus,60
rire,rire,14
/.,/.,P
il,il,51
avait,avoir,18
mis,mettre,12
un,un,71
pied,pied,21
dans,dans,81
le,le,71
sang,sang,21
/.,/.,P
le,le,71
peuple,peuple,21
du,de,81
du,le,71
vieux,vieux,30
quartier,quartier,21
resta,rester,19
muet,muet,30
d',de,81
effroi,effroi,21
devant,devant,81
les,le,71
morts,mort,21
/.,/.,P
mais,mais,82
",",",",p
vers,vers,81
dix,dix,72
heures,heure,22
",",",",p
quand,quand,83
les,le,71
gens,gens,21
comme,comme,83
il,il,51
faut,falloir,17
de,de,81
la,le,71
ville,ville,22
neuve,neuf,30
arrivèrent,arriver,19
",",",",p
la,le,71
place,place,22
s',se,51
emplit,emplir,17
de,de,81
conversations,conversation,22
sourdes,sourd,30
",",",",p
d',de,81
exclamations,exclamation,22
étouffées,étouffé,31
/.,/.,P
on,on,51
parlait,parler,18
de,de,81
l',le,71
autre,autre,75
attaque,attaque,22
",",",",p
de,de,81
cette,ce,74
prise,prise,22
de,de,81
la,le,71
mairie,mairie,22
",",",",p
dans,dans,81
laquelle,lequel,52
une,un,71
glace,glace,22
seule,seul,30
avait,avoir,18
été,être,12
blessée,blesser,12
;,;,p
et,et,82
",",",",p
cette,ce,74
fois,fois,22
",",",",p
on,on,51
ne,ne,60
plaisantait,plaisanter,18
plus,plus,60
Rougon,Rougon,20
",",",",p
on,on,51
le,le,52
nommait,nommer,18
avec,avec,81
un,un,71
respect,respect,21
effrayé,effrayé,31
:,:,p
c',ce,52
était,être,18
vraiment,vraiment,60
un,un,71
héros,héros,21
",",",",p
un,un,71
sauveur,sauveur,21
/.,/.,P
les,le,71
cadavres,cadavre,21
",",",",p
les,le,71
yeux,oeil,21
ouverts,ouvert,31
",",",",p
regardaient,regarder,18
ces,ce,74
messieurs,monsieur,21
",",",",p
les,le,71
avocats,avocat,21
et,et,82
les,le,71
rentiers,rentier,21
",",",",p
qui,qui,52
frissonnaient,frissonner,18
en,en,81
murmurant,murmurer,13
que,que,83
la,le,71
guerre,guerre,22
civile,civil,30
a,avoir,17
de,de,81
bien,bien,60
tristes,triste,30
nécessités,nécessité,22
/.,/.,P
le,le,71
notaire,notaire,21
",",",",p
le,le,71
chef,chef,21
de,de,81
la,le,71
députation,députation,22
envoyée,envoyé,31
la,le,71
veille,veille,22
à,à,81
la,le,71
mairie,mairie,22
",",",",p
allait,aller,18
de,de,81
groupe,groupe,21
en,en,81
groupe,groupe,21
",",",",p
rappelant,rappeler,13
le,le,71
“,“,p
je,je,51
suis,être,17
prêt,prêt,30
!,!,p
de,de,81
l',le,71
homme,homme,21
énergique,énergique,30
auquel,à,81
auquel,lequel,52
on,on,51
devait,devoir,18
le,le,71
salut,salut,21
de,de,81
la,le,71
ville,ville,22
/.,/.,P
ce,ce,52
fut,être,19
un,un,71
aplatissement,aplatissement,21
général,général,30
/.,/.,P
ceux,celui,52
qui,qui,52
avaient,avoir,18
le,le,71
plus,plus,60
cruellement,cruellement,60
raillé,railler,12
les,le,71
quarante,quarante,72
et,et,82
un,un,71
",",",",p
ceux,celui,52
surtout,surtout,60
qui,qui,52
avaient,avoir,18
traité,traiter,12
les,le,71
Rougon,Rougon,20
d',de,81
intrigants,intrigant,30
et,et,82
de,de,81
lâches,lâche,30
",",",",p
tirant,tirer,13
des,de,81
des,le,71
coups,coup,21
de,de,81
fusil,fusil,21
en,en,81
l',le,71
air,air,21
",",",",p
parlèrent,parler,19
les,le,71
premiers,premier,72
de,de,81
décerner,décerner,14
une,un,71
couronne,couronne,22
de,de,81
laurier,laurier,21
“,“,p
au,à,81
au,le,71
grand,grand,30
citoyen,citoyen,21
dont,dont,52
Plassans,Plassans,20
serait,être,16
éternellement,éternellement,60
glorieux,glorieux,30
/.,/.,P
“,“,p
car,car,82
les,le,71
mares,mare,22
de,de,81
sang,sang,21
séchaient,sécher,18
sur,sur,81
le,le,71
pavé,pavé,21
;,;,p
les,le,71
morts,mort,21
disaient,dire,18
par,par,81
leurs,leur,73
blessures,blessure,22
à,à,81
quelle,quel,75
audace,audace,22
le,le,71
parti,parti,21
du,de,81
du,le,71
désordre,désordre,21
",",",",p
du,de,81
du,le,71
pillage,pillage,21
",",",",p
du,de,81
du,le,71
meurtre,meurtre,21
",",",",p
en,en,52
était,être,18
venu,venir,12
",",",",p
et,et,82
quelle,quel,75
main,main,22
de,de,81
fer,fer,21
il,il,51
avait,avoir,18
fallu,falloir,12
pour,pour,81
étouffer,étouffer,14
l',le,71
insurrection,insurrection,22
/.,/.,P
et,et,82
Granoux,Granoux,20
",",",",p
dans,dans,81
la,le,71
foule,foule,22
",",",",p
recevait,recevoir,18
des,de,81
des,le,71
félicitations,félicitation,22
et,et,82
des,de,81
des,le,71
poignées,poignée,22
de,de,81
main,main,22
/.,/.,P
on,on,51
connaissait,connaître,18
l',le,71
histoire,histoire,22
du,de,81
du,le,71
marteau,marteau,21
/.,/.,P
seulement,seulement,60
",",",",p
par,par,81
un,un,71
mensonge,mensonge,21
innocent,innocent,30
",",",",p
dont,dont,52
il,il,51
n',ne,60
eut,avoir,19
bientôt,bientôt,60
plus,plus,60
conscience,conscience,22
lui-même,lui-même,51
",",",",p
il,il,51
prétendit,prétendre,19
qu',que,83
ayant,avoir,13
vu,voir,12
les,le,71
insurgés,insurgé,21
le,le,71
premier,premier,72
",",",",p
il,il,51
s',se,51
était,être,18
mis,mettre,12
à,à,81
taper,taper,14
sur,sur,81
la,le,71
cloche,cloche,22
",",",",p
pour,pour,81
sonner,sonner,14
l',le,71
alarme,alarme,22
;,;,p
sans,sans,81
lui,lui,51
",",",",p
les,le,71
gardes,garde,21
nationaux,national,30
se,se,51
trouvaient,trouver,18
massacrés,massacré,31
/.,/.,P
cela,cela,52
doubla,doubler,19
son,son,73
importance,importance,22
/.,/.,P
son,son,73
exploit,exploit,21
fut,être,19
déclaré,déclarer,12
prodigieux,prodigieux,30
/.,/.,P
on,on,51
ne,ne,60
l',le,52
appela,appeler,19
plus,plus,60
que,que,83
:,:,p
“,“,p
monsieur,monsieur,21
Isidore,Isidore,20
",",",",p
vous,vous,51
savez,savoir,17
?,?,p
le,le,71
monsieur,monsieur,21
qui,qui,52
a,avoir,17
sonné,sonner,12
le,le,71
tocsin,tocsin,21
avec,avec,81
un,un,71
marteau,marteau,21
/!,/!,P
bien,bien,60
que,que,83
la,le,71
phrase,phrase,22
fût,être,19
un,un,71
peu,peu,60
longue,long,30
",",",",p
Granoux,Granoux,20
l',le,52
eût,avoir,19
prise,prendre,12
volontiers,volontiers,60
comme,comme,83
titre,titre,21
nobiliaire,nobiliaire,30
;,;,p
et,et,82
l',l',94
on,on,51
ne,ne,60
put,pouvoir,19
désormais,désormais,60
prononcer,prononcer,14
devant,devant,81
lui,lui,51
le,le,71
mot,mot,21
“,“,p
marteau,marteau,21
",",",",p
“,“,p
sans,sans,81
qu',que,83
il,il,51
crût,croire,18
à,à,81
une,un,71
délicate,délicat,30
flatterie,flatterie,22
/.,/.,P
comme,comme,83
on,on,51
enlevait,enlever,18
les,le,71
cadavres,cadavre,21
",",",",p
Aristide,Aristide,20
vint,venir,19
les,le,52
flairer,flairer,14
/.,/.,P
il,il,51
les,le,52
regarda,regarder,19
sur,sur,81
tous,tout,75
les,le,71
sens,sens,21
",",",",p
humant,humer,13
l',le,71
air,air,21
",",",",p
interrogeant,interroger,13
les,le,71
visages,visage,21
/.,/.,P
il,il,51
avait,avoir,18
la,le,71
mine,mine,22
sèche,sec,30
",",",",p
les,le,71
yeux,oeil,21
clairs,clair,30
/.,/.,P
de,de,81
sa,son,73
main,main,22
",",",",p
la,le,71
veille,veille,22
emmaillotée,emmailloté,31
",",",",p
libre,libre,30
à,à,81
cette,ce,74
heure,heure,22
",",",",p
il,il,51
souleva,soulever,19
la,le,71
blouse,blouse,22
d',de,81
un,un,52
des,de,81
des,le,71
morts,mort,21
",",",",p
pour,pour,81
mieux,mieux,60
voir,voir,14
sa,son,73
blessure,blessure,22
/.,/.,P
cet,ce,74
examen,examen,21
parut,paraître,19
le,le,52
convaincre,convaincre,14
",",",",p
lui,lui,51
ôter,ôter,14
un,un,71
doute,doute,21
/.,/.,P
il,il,51
serra,serrer,19
les,le,71
lèvres,lèvre,22
",",",",p
resta,rester,19
là,là,60
un,un,71
moment,moment,21
sans,sans,81
dire,dire,14
un,un,71
mot,mot,21
",",",",p
puis,puis,60
se,se,51
retira,retirer,19
pour,pour,81
aller,aller,14
presser,presser,14
la,le,71
distribution,distribution,22
de,de,81
l',le,71
Indépendant,Indépendant,20
",",",",p
dans,dans,81
lequel,lequel,52
il,il,51
avait,avoir,18
mis,mettre,12
un,un,71
grand,grand,30
article,article,21
/.,/.,P
le,le,71
long,long,21
des,de,81
des,le,71
maisons,maison,22
",",",",p
il,il,51
se,se,51
rappelait,rappeler,18
ce,ce,74
mot,mot,21
de,de,81
sa,son,73
mère,mère,22
:,:,p
“,“,p
tu,tu,51
verras,voir,15
demain,demain,60
/!,/!,P
il,il,51
avait,avoir,18
vu,voir,12
",",",",p
c',ce,52
était,être,18
très,très,60
fort,fort,30
;,;,p
ça,ça,52
l',le,52
épouvantait,épouvanter,18
même,même,60
un,un,71
peu,peu,60
/.,/.,P
cependant,cependant,82
",",",",p
Rougon,Rougon,20
commençait,commencer,18
à,à,81
être,être,14
embarrassé,embarrasser,12
de,de,81
sa,son,73
victoire,victoire,22
/.,/.,P
seul,seul,30
dans,dans,81
le,le,71
cabinet,cabinet,21
de,de,81
monsieur,monsieur,21
Garçonnet,Garçonnet,20
",",",",p
écoutant,écouter,13
les,le,71
bruits,bruit,21
sourds,sourd,30
de,de,81
la,le,71
foule,foule,22
",",",",p
il,il,51
éprouvait,éprouver,18
un,un,71
étrange,étrange,30
sentiment,sentiment,21
qui,qui,52
l',le,52
empêchait,empêcher,18
de,de,81
se,se,51
montrer,montrer,14
au,à,81
au,le,71
balcon,balcon,21
/.,/.,P
ce,ce,74
sang,sang,21
",",",",p
dans,dans,81
lequel,lequel,52
il,il,51
avait,avoir,18
marché,marcher,12
",",",",p
lui,lui,51
engourdissait,engourdir,18
les,le,71
jambes,jambe,22
/.,/.,P
il,il,51
se,se,51
demandait,demander,18
ce,ce,52
qu',que,52
il,il,51
allait,aller,18
faire,faire,14
jusqu',jusque,81
au,à,81
au,le,71
soir,soir,21
/.,/.,P
sa,son,73
pauvre,pauvre,30
tête,tête,22
vide,vide,30
",",",",p
détraquée,détraqué,31
par,par,81
la,le,71
crise,crise,22
de,de,81
la,le,71
nuit,nuit,22
",",",",p
cherchait,chercher,18
avec,avec,81
désespoir,désespoir,21
",",",",p
une,un,71
occupation,occupation,22
",",",",p
un,un,71
ordre,ordre,21
à,à,81
donner,donner,14
",",",",p
une,un,71
mesure,mesure,22
à,à,81
prendre,prendre,14
",",",",p
qui,qui,52
pût,pouvoir,18
le,le,52
distraire,distraire,14
/.,/.,P
mais,mais,82
il,il,51
ne,ne,60
savait,savoir,18
plus,plus,60
/.,/.,P
où,où,60
donc,donc,82
Félicité,Félicité,20
le,le,52
menait,mener,18
elle,il,51
/?,/?,P
était,être,18
ce,ce,52
fini,finir,12
",",",",p
allait,aller,18
il,il,51
falloir,falloir,14
encore,encore,60
tuer,tuer,14
du,de,81
du,le,71
monde,monde,21
/?,/?,P
la,le,71
peur,peur,22
le,le,52
reprenait,reprendre,18
",",",",p
il,il,51
lui,lui,51
venait,venir,18
des,de,81
des,le,71
doutes,doute,21
terribles,terrible,30
",",",",p
il,il,51
voyait,voir,18
l',le,71
enceinte,enceinte,22
des,de,81
des,le,71
remparts,rempart,21
trouée,troué,31
de,de,81
tous,tout,75
côtés,côté,21
par,par,81
l',le,71
armée,armée,22
vengeresse,vengeur,30
des,de,81
des,le,71
républicains,républicain,21
",",",",p
lorsqu',lorsque,83
un,un,71
grand,grand,30
cri,cri,21
:,:,p
“,“,p
les,le,71
insurgés,insurgé,21
!,!,p
les,le,71
insurgés,insurgé,21
!,!,p
éclata,éclater,19
sous,sous,81
les,le,71
fenêtres,fenêtre,22
de,de,81
la,le,71
mairie,mairie,22
/.,/.,P
il,il,51
se,se,51
leva,lever,19
d',de,81
un,un,71
bond,bond,21
et,et,82
",",",",p
soulevant,soulever,13
un,un,71
rideau,rideau,21
",",",",p
il,il,51
regarda,regarder,19
la,le,71
foule,foule,22
qui,qui,52
courait,courir,18
",",",",p
éperdue,éperdu,30
sur,sur,81
la,le,71
place,place,22
/.,/.,P
à,à,81
ce,ce,74
coup,coup,21
de,de,81
foudre,foudre,22
",",",",p
en,en,81
moins,moins,60
d',de,81
une,un,71
seconde,seconde,22
",",",",p
il,il,51
se,se,51
vit,voir,19
ruiné,ruiné,31
",",",",p
pillé,pillé,31
",",",",p
assassiné,assassiné,31
;,;,p
il,il,51
maudit,maudire,19
sa,son,73
femme,femme,22
",",",",p
il,il,51
maudit,maudire,19
la,le,71
ville,ville,22
entière,entier,30
/.,/.,P
et,et,82
",",",",p
comme,comme,83
il,il,51
regardait,regarder,18
derrière,derrière,81
lui,lui,51
d',de,81
un,un,71
air,air,21
louche,louche,30
",",",",p
cherchant,chercher,13
une,un,71
issue,issue,22
",",",",p
il,il,51
entendit,entendre,19
la,le,71
foule,foule,22
éclater,éclater,14
en,en,81
applaudissements,applaudissement,21
",",",",p
pousser,pousser,14
des,de,81
des,le,71
cris,cri,21
de,de,81
joie,joie,22
",",",",p
ébranler,ébranler,14
les,le,71
vitres,vitre,22
d',de,81
une,un,71
allégresse,allégresse,22
folle,fou,30
/.,/.,P
il,il,51
revint,revenir,19
à,à,81
la,le,71
fenêtre,fenêtre,22
:,:,p
les,le,71
femmes,femme,22
agitaient,agiter,18
leurs,leur,73
mouchoirs,mouchoir,21
",",",",p
les,le,71
hommes,homme,21
s',se,51
embrassaient,embrasser,18
;,;,p
il,il,51
y,y,52
en,en,52
avait,avoir,18
qui,qui,52
se,se,51
prenaient,prendre,18
par,par,81
la,le,71
main,main,22
et,et,82
qui,qui,52
dansaient,danser,18
/.,/.,P
stupide,stupide,30
",",",",p
il,il,51
resta,rester,19
là,là,60
",",",",p
ne,ne,60
comprenant,comprendre,13
plus,plus,60
",",",",p
sentant,sentir,13
sa,son,73
tête,tête,22
tourner,tourner,14
/.,/.,P
autour,autour,60
de,de,81
lui,lui,51
",",",",p
la,le,71
grande,grand,30
mairie,mairie,22
",",",",p
déserte,désert,30
et,et,82
silencieuse,silencieux,30
",",",",p
l',le,52
épouvantait,épouvanter,18
/.,/.,P
Rougon,Rougon,20
",",",",p
quand,quand,83
il,il,51
se,se,51
confessa,confesser,19
à,à,81
Félicité,Félicité,20
",",",",p
ne,ne,60
put,pouvoir,19
jamais,jamais,60
dire,dire,14
combien,combien,60
de,de,81
temps,temps,21
avait,avoir,18
duré,durer,12
son,son,73
supplice,supplice,21
/.,/.,P
il,il,51
se,se,51
souvint,souvenir,19
seulement,seulement,60
qu',que,83
un,un,71
bruit,bruit,21
de,de,81
pas,pas,21
",",",",p
éveillant,éveiller,13
les,le,71
échos,écho,21
des,de,81
des,le,71
vastes,vaste,30
salles,salle,22
",",",",p
l',le,52
avait,avoir,18
tiré,tirer,12
de,de,81
sa,son,73
stupeur,stupeur,22
/.,/.,P
il,il,51
attendait,attendre,18
des,de,81
des,le,71
hommes,homme,21
en,en,81
blouse,blouse,22
",",",",p
armés,armé,31
de,de,81
faux,faux,22
et,et,82
de,de,81
gourdins,gourdin,21
",",",",p
et,et,82
ce,ce,52
fut,être,19
la,le,71
commission,commission,22
municipale,municipal,30
qui,qui,52
entra,entrer,19
",",",",p
correcte,correct,30
",",",",p
en,en,81
habit,habit,21
noir,noir,30
",",",",p
l',le,71
air,air,21
radieux,radieux,30
/.,/.,P
pas,pas,60
un,un,71
membre,membre,21
ne,ne,60
manquait,manquer,18
/.,/.,P
une,un,71
heureuse,heureux,30
nouvelle,nouvelle,22
avait,avoir,18
guéri,guérir,12
tous,tout,75
ces,ce,74
messieurs,monsieur,21
à,à,81
la,le,71
fois,fois,22
/.,/.,P
Granoux,Granoux,20
se,se,51
jeta,jeter,19
dans,dans,81
les,le,71
bras,bras,21
de,de,81
son,son,73
cher,cher,30
président,président,21
/.,/.,P
-,-,p
les,le,71
soldats,soldat,21
!,!,p
bégaya,bégayer,19
t,t,94
il,il,51
",",",",p
les,le,71
soldats,soldat,21
/!,/!,P
un,un,71
régiment,régiment,21
venait,venir,18
",",",",p
en,en,81
effet,effet,21
",",",",p
d',de,81
arriver,arriver,14
",",",",p
sous,sous,81
les,le,71
ordres,ordre,21
du,de,81
du,le,71
colonel,colonel,21
Masson,Masson,20
et,et,82
de,de,81
monsieur,monsieur,21
de,de,81
Blériot,Blériot,20
",",",",p
préfet,préfet,21
du,de,81
du,le,71
département,département,21
/.,/.,P
les,le,71
fusils,fusil,21
aperçus,aperçu,31
des,de,81
des,le,71
remparts,rempart,21
",",",",p
au,à,81
au,le,71
loin,loin,60
dans,dans,81
la,le,71
plaine,plaine,22
",",",",p
avaient,avoir,18
d'abord,d'abord,60
fait,faire,12
croire,croire,14
à,à,81
l',le,71
approche,approche,22
des,de,81
des,le,71
insurgés,insurgé,21
/.,/.,P
l',le,71
émotion,émotion,22
de,de,81
Rougon,Rougon,20
fut,être,19
si,si,60
forte,fort,30
",",",",p
que,que,83
deux,deux,72
grosses,gros,30
larmes,larme,22
coulèrent,couler,19
sur,sur,81
ses,son,73
joues,joue,22
/.,/.,P
il,il,51
pleurait,pleurer,18
",",",",p
le,le,71
grand,grand,30
citoyen,citoyen,21
/!,/!,P
la,le,71
commission,commission,22
municipale,municipal,30
regarda,regarder,19
tomber,tomber,14
ces,ce,74
larmes,larme,22
avec,avec,81
une,un,71
admiration,admiration,22
respectueuse,respectueux,30
/.,/.,P
mais,mais,82
Granoux,Granoux,20
se,se,51
jeta,jeter,19
de,de,81
nouveau,nouveau,21
au,à,81
au,le,71
cou,cou,21
de,de,81
son,son,73
ami,ami,21
",",",",p
en,en,81
criant,crier,13
:,:,p
-,-,p
ah,ah,93
!,!,p
que,que,52
je,je,51
suis,être,17
heureux,heureux,30
!,!,p
vous,vous,51
savez,savoir,17
",",",",p
je,je,51
suis,être,17
un,un,71
homme,homme,21
franc,franc,30
",",",",p
moi,moi,51
/.,/.,P
eh,eh,93
bien,bien,60
",",",",p
nous,nous,51
avions,avoir,18
tous,tout,52
peur,peur,22
",",",",p
tous,tout,52
",",",",p
n',ne,60
est,être,17
ce,ce,52
pas,pas,60
",",",",p
messieurs,monsieur,21
/?,/?,P
vous,vous,51
seul,seul,30
étiez,être,18
grand,grand,30
",",",",p
courageux,courageux,30
",",",",p
sublime,sublime,30
/.,/.,P
quelle,quel,75
énergie,énergie,22
il,il,51
a,avoir,17
dû,devoir,12
vous,vous,51
falloir,falloir,14
/!,/!,P
je,je,51
le,le,52
disais,dire,18
tout,tout,60
à,à,81
l',le,71
heure,heure,22
à,à,81
ma,mon,73
femme,femme,22
:,:,p
Rougon,Rougon,20
est,être,17
un,un,71
grand,grand,30
homme,homme,21
",",",",p
il,il,51
mérite,mériter,17
d',de,81
être,être,14
décoré,décorer,12
/.,/.,P
alors,alors,60
",",",",p
ces,ce,74
messieurs,monsieur,21
parlèrent,parler,19
d',de,81
aller,aller,14
à,à,81
la,le,71
rencontre,rencontre,22
du,de,81
du,le,71
préfet,préfet,21
/.,/.,P
Rougon,Rougon,20
",",",",p
étourdi,étourdi,31
",",",",p
suffoqué,suffoqué,31
",",",",p
ne,ne,60
pouvant,pouvoir,13
croire,croire,14
à,à,81
ce,ce,74
triomphe,triomphe,21
brusque,brusque,30
",",",",p
balbutiait,balbutier,18
comme,comme,83
un,un,71
enfant,enfant,21
/.,/.,P
il,il,51
reprit,reprendre,19
haleine,haleine,22
;,;,p
il,il,51
descendit,descendre,19
",",",",p
calme,calme,30
",",",",p
avec,avec,81
la,le,71
dignité,dignité,22
que,que,52
réclamait,réclamer,18
cette,ce,74
solennelle,solennel,30
occasion,occasion,22
/.,/.,P
mais,mais,82
l',le,71
enthousiasme,enthousiasme,21
qui,qui,52
accueillit,accueillir,19
la,le,71
commission,commission,22
et,et,82
son,son,73
président,président,21
sur,sur,81
la,le,71
place,place,22
de,de,81
l',le,71
hôtel,hôtel,21
de,de,81
ville,ville,22
",",",",p
faillit,faillir,19
troubler,troubler,14
de,de,81
nouveau,nouveau,21
sa,son,73
gravité,gravité,22
de,de,81
magistrat,magistrat,21
/.,/.,P
son,son,73
nom,nom,21
circulait,circuler,18
dans,dans,81
la,le,71
foule,foule,22
",",",",p
accompagné,accompagné,31
cette,ce,74
fois,fois,22
des,de,81
des,le,71
éloges,éloge,21
les,le,71
plus,plus,60
chauds,chaud,30
/.,/.,P
il,il,51
entendit,entendre,19
tout,tout,75
un,un,71
peuple,peuple,21
refaire,refaire,14
l',le,71
aveu,aveu,21
de,de,81
Granoux,Granoux,20
",",",",p
le,le,52
traiter,traiter,14
de,de,81
héros,héros,21
resté,resté,31
debout,debout,60
et,et,82
inébranlable,inébranlable,30
au,à,81
au,le,71
milieu,milieu,21
de,de,81
la,le,71
panique,panique,22
universelle,universel,30
/.,/.,P
et,et,82
",",",",p
jusqu',jusque,81
à,à,81
la,le,71
place,place,22
de,de,81
la,le,71
sous-préfecture,sous-préfecture,22
",",",",p
où,où,60
la,le,71
commission,commission,22
rencontra,rencontrer,19
le,le,71
préfet,préfet,21
",",",",p
il,il,51
but,boire,19
sa,son,73
popularité,popularité,22
",",",",p
sa,son,73
gloire,gloire,22
",",",",p
avec,avec,81
des,de,81
des,le,71
pâmoisons,pâmoison,22
secrètes,secret,30
de,de,81
femme,femme,22
amoureuse,amoureux,30
dont,dont,52
les,le,71
désirs,désir,21
sont,être,17
enfin,enfin,60
assouvis,assouvir,12
/.,/.,P
monsieur,monsieur,21
de,de,81
Blériot,Blériot,20
et,et,82
le,le,71
colonel,colonel,21
Masson,Masson,20
entrèrent,entrer,19
seuls,seul,30
dans,dans,81
la,le,71
ville,ville,22
",",",",p
laissant,laisser,13
la,le,71
troupe,troupe,22
campée,campé,31
sur,sur,81
la,le,71
route,route,22
de,de,81
Lyon,Lyon,20
/.,/.,P
ils,ils,51
avaient,avoir,18
perdu,perdre,12
un,un,71
temps,temps,21
considérable,considérable,30
