11659
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Centième extrait>,<>,<>
ceci,ceci,52
est,être,17
du,de,81
du,le,71
<Nombre 1826>,<>,<>
mille,mille,72
huit,huit,72
cent,cent,72
vingt,vingt,72
six,six,72
<Fin nombre>,<>,<>
/.,/.,P
quoique,quoique,83
frappé,frappé,31
de,de,81
cette,ce,74
idée,idée,22
",",",",p
aussi,aussi,60
féconde,fécond,30
qu',que,83
ingénieuse,ingénieux,30
",",",",p
du,de,81
du,le,71
Tillet,Tillet,20
pensa,penser,19
naturellement,naturellement,60
que,que,83
si,si,83
l',le,71
entreprise,entreprise,22
ne,ne,60
réussissait,réussir,18
pas,pas,60
",",",",p
il,il,51
y,y,52
aurait,avoir,16
un,un,71
blâme,blâme,21
quelconque,quelconque,30
/.,/.,P
aussi,aussi,60
suggéra,suggérer,19
t,t,94
il,il,51
de,de,81
mettre,mettre,14
en,en,81
avant,avant,21
un,un,71
directeur,directeur,21
visible,visible,30
de,de,81
cette,ce,74
machine,machine,22
commerciale,commercial,30
/.,/.,P
vous,vous,51
connaissez,connaître,17
aujourd'hui,aujourd'hui,60
le,le,71
secret,secret,21
de,de,81
la,le,71
maison,maison,22
Claparon,Claparon,20
fondée,fondé,31
par,par,81
du,de,81
du,le,71
Tillet,Tillet,20
",",",",p
une,un,52
de,de,81
ses,son,73
plus,plus,60
belles,beau,30
inventions,invention,22
/!,/!,P
-,-,p
oui,oui,60
",",",",p
dit,dire,19
Blondet,Blondet,20
",",",",p
l',le,71
éditeur,éditeur,21
responsable,responsable,30
en,en,81
finance,finance,22
",",",",p
l',le,71
agent,agent,21
provocateur,provocateur,30
",",",",p
le,le,71
bouc,bouc,21
émissaire,émissaire,21
;,;,p
mais,mais,82
aujourd'hui,aujourd'hui,60
nous,nous,51
sommes,être,17
plus,plus,60
forts,fort,30
",",",",p
nous,nous,51
menons,mener,17
:,:,p
s',se,51
adresser,adresser,14
à,à,81
l',le,71
administration,administration,22
de,de,81
la,le,71
chose,chose,22
",",",",p
telle,tel,75
rue,rue,22
",",",",p
tel,tel,75
numéro,numéro,21
",",",",p
où,où,60
le,le,71
public,public,21
trouve,trouver,17
des,de,81
des,le,71
employés,employé,21
en,en,81
casquettes,casquette,22
vertes,vert,30
",",",",p
jolis,joli,30
comme,comme,83
des,de,81
des,le,71
recors,recors,21
/.,/.,P
-,-,p
Nucingen,Nucingen,20
avait,avoir,18
appuyé,appuyer,12
la,le,71
maison,maison,22
Charles,Charles,20
Claparon,Claparon,20
de,de,81
tout,tout,75
son,son,73
crédit,crédit,21
",",",",p
reprit,reprendre,19
Bixiou,Bixiou,20
/.,/.,P
on,on,51
pouvait,pouvoir,18
jeter,jeter,14
sans,sans,81
crainte,crainte,22
sur,sur,81
quelques,quelque,75
places,place,22
un,un,71
million,million,21
de,de,81
papier,papier,21
Claparon,Claparon,20
/.,/.,P
du,de,81
du,le,71
Tillet,Tillet,20
proposa,proposer,19
donc,donc,82
de,de,81
mettre,mettre,14
sa,son,73
maison,maison,22
Claparon,Claparon,20
en,en,81
avant,avant,21
/.,/.,P
adopté,adopté,31
/.,/.,P
en,en,81
<Nombre 1825>,<>,<>
mille,mille,72
huit,huit,72
cent,cent,72
vingt,vingt,72
cinq,cinq,72
<Fin nombre>,<>,<>
",",",",p
l',le,71
actionnaire,actionnaire,21
n',ne,60
était,être,18
pas,pas,60
gâté,gâter,12
dans,dans,81
les,le,71
conceptions,conception,22
industrielles,industriel,30
/.,/.,P
le,le,71
fonds,fonds,21
de,de,81
roulement,roulement,21
était,être,18
inconnu,inconnu,30
/!,/!,P
les,le,71
gérants,gérant,21
ne,ne,60
s',se,51
obligeaient,obliger,18
pas,pas,60
à,à,81
ne,ne,60
point,point,60
émettre,émettre,14
leurs,leur,73
actions,action,22
bénéficiaires,bénéficiaire,30
",",",",p
ils,ils,51
ne,ne,60
déposaient,déposer,18
rien,rien,52
à,à,81
la,le,71
banque,banque,22
",",",",p
ils,ils,51
ne,ne,60
garantissaient,garantir,18
rien,rien,52
/.,/.,P
on,on,51
ne,ne,60
daignait,daigner,18
pas,pas,60
expliquer,expliquer,14
la,le,71
commandite,commandite,22
en,en,81
disant,dire,13
à,à,81
l',le,71
actionnaire,actionnaire,21
qu',que,83
on,on,51
avait,avoir,18
la,le,71
bonté,bonté,22
de,de,81
ne,ne,60
pas,pas,60
lui,lui,51
demander,demander,14
plus,plus,60
de,de,81
mille,mille,72
",",",",p
de,de,81
cinq,cinq,72
cents,cent,72
",",",",p
ou,ou,82
même,même,60
de,de,81
deux,deux,72
cent,cent,72
cinquante,cinquante,72
francs,franc,21
/!,/!,P
on,on,51
ne,ne,60
publiait,publier,18
pas,pas,60
que,que,83
l',le,71
expérience,expérience,22
in,in,92
aere,aere,92
publico,publico,92
ne,ne,60
durerait,durer,16
que,que,83
sept,sept,72
ans,an,21
",",",",p
cinq,cinq,72
ans,an,21
",",",",p
ou,ou,82
même,même,60
trois,trois,72
ans,an,21
",",",",p
et,et,82
qu',que,83
ainsi,ainsi,60
le,le,71
dénoûment,dénouement,21
ne,ne,60
se,se,51
ferait,faire,16
pas,pas,60
longtemps,longtemps,60
attendre,attendre,14
/.,/.,P
c',ce,52
était,être,18
l',le,71
enfance,enfance,22
de,de,81
l',le,71
art,art,21
/!,/!,P
on,on,51
n',ne,60
avait,avoir,18
même,même,60
pas,pas,60
fait,faire,12
intervenir,intervenir,14
la,le,71
publicité,publicité,22
de,de,81
ces,ce,74
gigantesques,gigantesque,30
annonces,annonce,22
par,par,81
lesquelles,lequel,52
on,on,51
stimule,stimuler,17
les,le,71
imaginations,imagination,22
",",",",p
en,en,81
demandant,demander,13
de,de,81
l',le,71
argent,argent,21
à,à,81
tout,tout,75
monde,monde,21
/…,/…,P
cela,cela,52
arrive,arriver,17
quand,quand,83
personne,personne,52
n',ne,60
en,en,52
veut,vouloir,17
donner,donner,14
",",",",p
dit,dire,19
Couture,Couture,20
/.,/.,P
-,-,p
enfin,enfin,60
la,le,71
concurrence,concurrence,22
dans,dans,81
ces,ce,74
sortes,sorte,22
d',de,81
entreprises,entreprise,22
n',ne,60
existait,exister,18
pas,pas,60
",",",",p
reprit,reprendre,19
Bixiou,Bixiou,20
/.,/.,P
les,le,71
fabricants,fabricant,21
de,de,81
papier,papier,21
mâché,mâché,31
",",",",p
d',de,81
impressions,impression,22
sur,sur,81
indiennes,indienne,22
",",",",p
les,le,71
lamineurs,lamineur,21
de,de,81
zinc,zinc,21
",",",",p
les,le,71
théâtres,théâtre,21
",",",",p
les,le,71
journaux,journal,21
ne,ne,60
se,se,51
ruaient,ruer,18
pas,pas,60
comme,comme,83
des,de,81
des,le,71
chiens,chien,21
à,à,81
la,le,71
curée,curée,22
de,de,81
l',le,71
actionnaire,actionnaire,21
expirant,expirer,13
/.,/.,P
les,le,71
belles,beau,30
affaires,affaire,22
par,par,81
actions,action,22
",",",",p
comme,comme,83
dit,dire,17
Couture,Couture,20
",",",",p
si,si,60
naïvement,naïvement,60
publiées,publié,31
",",",",p
appuyées,appuyé,31
par,par,81
des,de,81
des,le,71
rapports,rapport,21
de,de,81
gens,gens,21
experts,expert,30
(,(,p
les,le,71
princes,prince,21
de,de,81
la,le,71
science,science,22
!,!,p
),),p
se,se,51
traitaient,traiter,18
honteusement,honteusement,60
dans,dans,81
le,le,71
silence,silence,21
et,et,82
dans,dans,81
l',le,71
ombre,ombre,22
de,de,81
la,le,71
bourse,bourse,22
/.,/.,P
les,le,71
loups-cerviers,loup-cervier,21
exécutaient,exécuter,18
",",",",p
financièrement,financièrement,60
parlant,parlant,30
",",",",p
l',le,71
air,air,21
de,de,81
la,le,71
calomnie,calomnie,22
du,de,81
du,le,71
Barbier,Barbier,20
de,de,81
Séville,Séville,20
/.,/.,P
ils,ils,51
allaient,aller,18
piano,piano,60
",",",",p
piano,piano,60
",",",",p
procédant,procéder,13
par,par,81
de,de,81
légers,léger,30
cancans,cancan,21
",",",",p
sur,sur,81
la,le,71
bonté,bonté,22
de,de,81
l',le,71
affaire,affaire,22
",",",",p
dits,dit,31
d',de,81
oreille,oreille,22
à,à,81
oreille,oreille,22
/.,/.,P
ils,ils,51
n',ne,60
exploitaient,exploiter,18
le,le,71
patient,patient,21
",",",",p
l',le,71
actionnaire,actionnaire,21
",",",",p
qu',que,83
à,à,81
domicile,domicile,21
",",",",p
à,à,81
la,le,71
bourse,bourse,22
",",",",p
ou,ou,82
dans,dans,81
le,le,71
monde,monde,21
",",",",p
par,par,81
cette,ce,74
rumeur,rumeur,22
habilement,habilement,60
créée,créé,31
et,et,82
qui,qui,52
grandissait,grandir,18
jusqu',jusque,81
au,à,81
au,le,71
tutti,tutti,21
d',de,81
une,un,71
cote,cote,22
à,à,81
quatre,quatre,72
chiffres,chiffre,21
/…,/…,P
mais,mais,82
",",",",p
quoique,quoique,83
nous,nous,51
soyons,être,17
entre,entre,81
nous,nous,51
et,et,82
que,que,83
nous,nous,51
puissions,pouvoir,17
tout,tout,52
dire,dire,14
",",",",p
je,je,51
reviens,revenir,17
là-dessus,là-dessus,60
",",",",p
dit,dire,19
Couture,Couture,20
/.,/.,P
-,-,p
vous,vous,51
êtes,être,17
orfèvre,orfèvre,21
",",",",p
monsieur,monsieur,21
Josse,Josse,20
?,?,p
dit,dire,19
Finot,Finot,20
/.,/.,P
-,-,p
Finot,Finot,20
restera,rester,15
classique,classique,30
",",",",p
constitutionnel,constitutionnel,30
et,et,82
perruque,perruque,22
",",",",p
dit,dire,19
Blondet,Blondet,20
/.,/.,P
-,-,p
oui,oui,60
",",",",p
je,je,51
suis,être,17
orfèvre,orfèvre,21
",",",",p
reprit,reprendre,19
Couture,Couture,20
pour,pour,81
le,le,71
compte,compte,21
de,de,81
qui,qui,52
Cérizet,Cérizet,20
venait,venir,18
d',de,81
être,être,14
condamné,condamner,12
en,en,81
police,police,22
correctionnelle,correctionnel,30
/.,/.,P
je,je,51
soutiens,soutenir,17
que,que,83
la,le,71
nouvelle,nouveau,30
méthode,méthode,22
est,être,17
infiniment,infiniment,60
moins,moins,60
traîtresse,traître,30
",",",",p
plus,plus,60
loyale,loyal,30
",",",",p
moins,moins,60
assassine,assassin,30
que,que,83
l',le,71
ancienne,ancien,30
/.,/.,P
la,le,71
publicité,publicité,22
permet,permettre,17
la,le,71
réflexion,réflexion,22
et,et,82
l',le,71
examen,examen,21
/.,/.,P
si,si,83
quelque,quelque,75
actionnaire,actionnaire,21
est,être,17
gobé,gober,12
",",",",p
il,il,51
est,être,17
venu,venir,12
de,de,81
propos,propos,21
délibéré,délibéré,31
",",",",p
on,on,51
ne,ne,60
lui,lui,51
a,avoir,17
pas,pas,60
vendu,vendre,12
chat,chat,21
en,en,81
poche,poche,22
/.,/.,P
l',le,71
industrie,industrie,22
/…,/…,P
allons,aller,17
",",",",p
voilà,voilà,81
l',le,71
industrie,industrie,22
!,!,p
s',se,51
écria,écrier,19
Bixiou,Bixiou,20
/.,/.,P
-,-,p
l',le,71
industrie,industrie,22
y,y,52
gagne,gagner,17
",",",",p
dit,dire,19
Couture,Couture,20
sans,sans,81
prendre,prendre,14
garde,garde,22
à,à,81
l',le,71
interruption,interruption,22
/.,/.,P
tout,tout,75
gouvernement,gouvernement,21
qui,qui,52
se,se,51
mêle,mêler,17
du,de,81
du,le,71
commerce,commerce,21
et,et,82
ne,ne,60
le,le,52
laisse,laisser,17
pas,pas,60
libre,libre,30
",",",",p
entreprend,entreprendre,17
une,un,71
coûteuse,coûteux,30
sottise,sottise,22
:,:,p
il,il,51
arrive,arriver,17
ou,ou,82
au,à,81
au,le,71
maximum,maximum,21
ou,ou,82
au,à,81
au,le,71
monopole,monopole,21
/.,/.,P
selon,selon,81
moi,moi,51
",",",",p
rien,rien,52
n',ne,60
est,être,17
plus,plus,60
conforme,conforme,30
aux,à,81
aux,le,71
principes,principe,21
sur,sur,81
la,le,71
liberté,liberté,22
du,de,81
du,le,71
commerce,commerce,21
que,que,83
les,le,71
sociétés,société,22
par,par,81
actions,action,22
/!,/!,P
y,y,52
toucher,toucher,14
",",",",p
c',ce,52
est,être,17
vouloir,vouloir,14
répondre,répondre,14
du,de,81
du,le,71
capital,capital,21
et,et,82
des,de,81
des,le,71
bénéfices,bénéfice,21
ce,ce,52
qui,qui,52
est,être,17
stupide,stupide,30
/.,/.,P
en,en,81
toute,tout,75
affaire,affaire,22
",",",",p
les,le,71
bénéfices,bénéfice,21
sont,être,17
en,en,81
proportion,proportion,22
avec,avec,81
les,le,71
risques,risque,21
/!,/!,P
qu',que,52
importe,importer,17
à,à,81
l',le,71
Etat,état,21
la,le,71
manière,manière,22
dont,dont,52
s',se,51
obtient,obtenir,17
le,le,71
mouvement,mouvement,21
rotatoire,rotatoire,30
de,de,81
l',le,71
argent,argent,21
",",",",p
pourvu,pourvu,81
qu',que,83
il,il,51
soit,être,17
dans,dans,81
une,un,71
activité,activité,22
perpétuelle,perpétuel,30
/!,/!,P
qu',que,52
importe,importer,17
qui,qui,52
est,être,17
riche,riche,30
",",",",p
qui,qui,52
est,être,17
pauvre,pauvre,30
",",",",p
s',si,83
il,il,51
y,y,52
a,avoir,17
toujours,toujours,60
la,le,71
même,même,75
quantité,quantité,22
de,de,81
riches,riche,21
imposables,imposable,30
/?,/?,P
d',de,81
ailleurs,ailleurs,60
",",",",p
voilà,voilà,81
vingt,vingt,72
ans,an,21
que,que,83
les,le,71
sociétés,société,22
par,par,81
actions,action,22
",",",",p
les,le,71
commandites,commandite,22
",",",",p
primes,prime,22
sous,sous,81
toutes,tout,75
les,le,71
formes,forme,22
",",",",p
sont,être,17
en,en,81
usage,usage,21
dans,dans,81
le,le,71
pays,pays,21
le,le,71
plus,plus,60
commercial,commercial,30
du,de,81
du,le,71
monde,monde,21
",",",",p
en,en,81
Angleterre,Angleterre,20
",",",",p
où,où,60
tout,tout,52
se,se,51
conteste,contester,17
",",",",p
où,où,60
les,le,71
chambres,chambre,22
pondent,pondre,17
mille,mille,72
ou,ou,82
douze,douze,72
cents,cent,72
lois,loi,22
par,par,81
session,session,22
",",",",p
et,et,82
où,où,60
jamais,jamais,60
un,un,71
membre,membre,21
du,de,81
du,le,71
Parlement,parlement,21
ne,ne,60
s',se,51
est,être,17
levé,lever,12
pour,pour,81
parler,parler,14
contre,contre,81
la,le,71
méthode,méthode,22
/…,/…,P
curative,curatif,30
des,de,81
des,le,71
coffres,coffre,21
pleins,plein,30
",",",",p
et,et,82
par,par,81
les,le,71
végétaux,végétal,21
!,!,p
dit,dire,19
Bixiou,Bixiou,20
",",",",p
les,le,71
carottes,carotte,22
/!,/!,P
voyons,voir,17
?,?,p
dit,dire,19
Couture,Couture,20
enflammé,enflammé,31
/.,/.,P
vous,vous,51
avez,avoir,17
dix,dix,72
mille,mille,72
francs,franc,21
",",",",p
vous,vous,51
prenez,prendre,17
dix,dix,72
actions,action,22
de,de,81
chacune,chacun,52
mille,mille,72
dans,dans,81
dix,dix,72
entreprises,entreprise,22
différentes,différent,30
/.,/.,P
vous,vous,51
êtes,être,17
volé,voler,12
neuf,neuf,72
fois,fois,22
…,…,p
(,(,p
cela,cela,52
n',ne,60
est,être,17
pas,pas,60
!,!,p
le,le,71
public,public,21
est,être,17
plus,plus,60
fort,fort,30
que,que,83
qui,qui,52
que,que,52
ce,ce,52
soit,être,17
!,!,p
mais,mais,82
je,je,51
le,le,52
suppose,supposer,17
),),p
une,un,71
seule,seul,30
affaire,affaire,22
réussit,réussir,19
!,!,p
(,(,p
par,par,81
hasard,hasard,21
/!,/!,P
d'accord,d'accord,60
/!,/!,P
on,on,51
ne,ne,60
l',le,52
a,avoir,17
pas,pas,60
fait,faire,12
exprès,exprès,60
/!,/!,P
allez,aller,17
!,!,p
blaguez,blaguer,17
?,?,p
),),p
eh,eh,93
!,!,p
bien,bien,60
",",",",p
le,le,71
ponte,ponte,21
assez,assez,60
sage,sage,30
pour,pour,81
diviser,diviser,14
ainsi,ainsi,60
ses,son,73
masses,masse,22
",",",",p
rencontre,rencontrer,17
un,un,71
superbe,superbe,30
placement,placement,21
",",",",p
comme,comme,83
l',le,52
ont,avoir,17
trouvé,trouver,12
ceux,celui,52
qui,qui,52
ont,avoir,17
pris,prendre,12
les,le,71
actions,action,22
des,de,81
des,le,71
mines,mine,22
de,de,81
Wortschin,Wortschin,20
/.,/.,P
messieurs,monsieur,21
",",",",p
avouons,avouer,17
entre,entre,81
nous,nous,51
que,que,83
les,le,71
gens,gens,21
qui,qui,52
crient,crier,17
sont,être,17
des,de,81
des,le,71
hypocrites,hypocrite,21
au,à,81
au,le,71
désespoir,désespoir,21
de,de,81
n',ne,60
avoir,avoir,14
ni,ni,82
l',le,71
idée,idée,22
d',de,81
une,un,71
affaire,affaire,22
",",",",p
ni,ni,82
la,le,71
puissance,puissance,22
de,de,81
la,le,52
proclamer,proclamer,14
",",",",p
ni,ni,82
l',le,71
adresse,adresse,22
de,de,81
l',le,52
exploiter,exploiter,14
/.,/.,P
la,le,71
preuve,preuve,22
ne,ne,60
se,se,51
fera,faire,15
pas,pas,60
attendre,attendre,14
/.,/.,P
avant,avant,81
peu,peu,60
vous,vous,51
verrez,voir,15
l',le,71
aristocratie,aristocratie,22
",",",",p
les,le,71
gens,gens,21
de,de,81
cour,cour,22
",",",",p
les,le,71
ministériels,ministériel,30
descendant,descendre,13
en,en,81
colonnes,colonne,22
serrées,serré,31
dans,dans,81
la,le,71
spéculation,spéculation,22
",",",",p
et,et,82
avançant,avancer,13
des,de,81
des,le,71
mains,main,22
plus,plus,60
crochues,crochu,30
et,et,82
trouvant,trouver,13
des,de,81
des,le,71
idées,idée,22
plus,plus,60
tortueuses,tortueux,30
que,que,83
les,le,71
nôtres,nôtre,52
",",",",p
sans,sans,81
avoir,avoir,14
notre,notre,73
supériorité,supériorité,22
/.,/.,P
quelle,quel,75
tête,tête,22
il,il,51
faut,falloir,17
pour,pour,81
fonder,fonder,14
une,un,71
affaire,affaire,22
à,à,81
une,un,71
époque,époque,22
où,où,60
l',le,71
avidité,avidité,22
de,de,81
l',le,71
actionnaire,actionnaire,21
est,être,17
égale,égal,30
à,à,81
celle,celui,52
de,de,81
l',le,71
inventeur,inventeur,21
/?,/?,P
quel,quel,75
grand,grand,30
magnétiseur,magnétiseur,21
doit,devoir,17
être,être,14
l',le,71
homme,homme,21
qui,qui,52
crée,créer,17
un,un,71
Claparon,Claparon,20
",",",",p
qui,qui,52
trouve,trouver,17
des,de,81
des,le,71
expédients,expédient,21
nouveaux,nouveau,30
/!,/!,P
savez,savoir,17
vous,vous,51
la,le,71
morale,morale,22
de,de,81
ceci,ceci,52
/?,/?,P
notre,notre,73
temps,temps,21
vaut,valoir,17
mieux,mieux,60
que,que,83
nous,nous,51
!,!,p
nous,nous,51
vivons,vivre,17
à,à,81
une,un,71
époque,époque,22
d',de,81
avidité,avidité,22
où,où,60
l',l',94
on,on,51
ne,ne,60
s',se,51
inquiète,inquiéter,17
pas,pas,60
de,de,81
la,le,71
valeur,valeur,22
de,de,81
la,le,71
chose,chose,22
",",",",p
si,si,83
l',l',94
on,on,51
peut,pouvoir,17
y,y,52
gagner,gagner,14
en,en,81
la,le,52
repassant,repasser,13
au,à,81
au,le,71
voisin,voisin,21
:,:,p
on,on,51
la,le,52
repasse,repasser,17
au,à,81
au,le,71
voisin,voisin,21
parce que,parce que,83
l',le,71
avidité,avidité,22
de,de,81
l',le,71
actionnaire,actionnaire,21
qui,qui,52
croit,croire,17
à,à,81
un,un,71
gain,gain,21
",",",",p
est,être,17
égale,égal,30
à,à,81
celle,celui,52
du,de,81
du,le,71
fondateur,fondateur,21
qui,qui,52
le,le,52
lui,lui,51
propose,proposer,17
/!,/!,P
est,être,17
il,il,51
beau,beau,30
",",",",p
Couture,Couture,20
",",",",p
est,être,17
il,il,51
beau,beau,30
!,!,p
dit,dire,19
Bixiou,Bixiou,20
à,à,81
Blondet,Blondet,20
",",",",p
il,il,51
va,aller,17
demander,demander,14
qu',que,83
on,on,51
lui,lui,51
élève,élever,17
des,de,81
des,le,71
statues,statue,22
comme,comme,83
à,à,81
un,un,71
bienfaiteur,bienfaiteur,21
de,de,81
l',le,71
humanité,humanité,22
/.,/.,P
-,-,p
il,il,51
faudrait,falloir,16
l',le,52
amener,amener,14
à,à,81
conclure,conclure,14
que,que,83
l',le,71
argent,argent,21
des,de,81
des,le,71
sots,sot,21
est,être,17
de,de,81
droit,droit,21
divin,divin,30
le,le,71
patrimoine,patrimoine,21
des,de,81
des,le,71
gens,gens,21
d',de,81
esprit,esprit,21
",",",",p
dit,dire,19
Blondet,Blondet,20
/.,/.,P
-,-,p
messieurs,monsieur,21
",",",",p
reprit,reprendre,19
Couture,Couture,20
",",",",p
rions,rire,17
ici,ici,60
pour,pour,81
tout,tout,75
le,le,71
sérieux,sérieux,21
que,que,52
nous,nous,51
garderons,garder,15
ailleurs,ailleurs,60
quand,quand,83
nous,nous,51
entendrons,entendre,15
parler,parler,14
des,de,81
des,le,71
respectables,respectable,30
bêtises,bêtise,22
que,que,52
consacrent,consacrer,17
les,le,71
lois,loi,22
faites,fait,31
à l'improviste,à l'improviste,60
/.,/.,P
-,-,p
il,il,51
a,avoir,17
raison,raison,22
/.,/.,P
quel,quel,75
temps,temps,21
",",",",p
messieurs,monsieur,21
",",",",p
dit,dire,19
Blondet,Blondet,20
",",",",p
qu',que,83
un,un,71
temps,temps,21
où,où,60
dès,dès,81
que,que,83
le,le,71
feu,feu,21
de,de,81
l',le,71
intelligence,intelligence,22
apparaît,apparaître,17
",",",",p
on,on,51
l',le,52
éteint,éteindre,17
vite,vite,60
par,par,81
l',le,71
application,application,22
d',de,81
une,un,71
loi,loi,22
de,de,81
circonstance,circonstance,22
/.,/.,P
les,le,71
législateurs,législateur,21
",",",",p
partis,parti,31
presque,presque,60
tous,tout,52
d',de,81
un,un,71
petit,petit,30
arrondissement,arrondissement,21
où,où,60
ils,ils,51
ont,avoir,17
étudié,étudier,12
la,le,71
société,société,22
dans,dans,81
les,le,71
journaux,journal,21
",",",",p
renferment,renfermer,17
alors,alors,60
le,le,71
feu,feu,21
dans,dans,81
la,le,71
machine,machine,22
/.,/.,P
quand,quand,83
la,le,71
machine,machine,22
saute,sauter,17
",",",",p
arrivent,arriver,17
les,le,71
pleurs,pleur,21
et,et,82
les,le,71
grincements,grincement,21
de,de,81
dents,dent,22
/!,/!,P
un,un,71
temps,temps,21
où,où,60
il,il,51
ne,ne,60
se,se,51
fait,faire,17
que,que,83
des,de,81
des,le,71
lois,loi,22
fiscales,fiscal,30
et,et,82
pénales,pénal,30
/!,/!,P
le,le,71
grand,grand,30
mot,mot,21
de,de,81
ce,ce,52
qui,qui,52
se,se,51
passe,passer,17
",",",",p
le,le,52
voulez,vouloir,17
vous,vous,51
/?,/?,P
il,il,51
n',ne,60
y,y,52
a,avoir,17
plus,plus,60
de,de,81
religion,religion,22
dans,dans,81
d',de,81
Etat,état,21
/!,/!,P
ah,ah,93
!,!,p
dit,dire,19
Bixiou,Bixiou,20
",",",",p
bravo,bravo,21
",",",",p
Blondet,Blondet,20
!,!,p
tu,tu,51
as,avoir,17
mis,mettre,12
le,le,71
doigt,doigt,21
sur,sur,81
la,le,71
plaie,plaie,22
de,de,81
la,le,71
France,France,20
",",",",p
la,le,71
fiscalité,fiscalité,22
qui,qui,52
a,avoir,17
plus,plus,60
ôté,ôter,12
de,de,81
conquêtes,conquête,22
à,à,81
notre,notre,73
pays,pays,21
que,que,52
les,le,71
vexations,vexation,22
de,de,81
la,le,71
guerre,guerre,22
/.,/.,P
dans,dans,81
le,le,71
ministère,ministère,21
où,où,60
j',je,51
ai,avoir,17
fait,faire,12
six,six,72
ans,an,21
de,de,81
galères,galère,22
",",",",p
accouplé,accoupler,12
avec,avec,81
des,de,81
des,le,71
bourgeois,bourgeois,21
",",",",p
il,il,51
y,y,52
avait,avoir,18
un,un,71
employé,employé,21
",",",",p
homme,homme,21
de,de,81
talent,talent,21
",",",",p
qui,qui,52
avait,avoir,18
résolu,résoudre,12
de,de,81
changer,changer,14
tout,tout,75
le,le,71
système,système,21
des,de,81
des,le,71
finances,finance,22
/.,/.,P
ah,ah,93
!,!,p
bien,bien,60
",",",",p
nous,nous,51
l',le,52
avons,avoir,17
joliment,joliment,60
dégommé,dégommer,12
/.,/.,P
la,le,71
France,France,20
eût,avoir,19
été,être,12
trop,trop,60
heureuse,heureux,30
",",",",p
elle,il,51
se,se,51
serait,être,16
amusée,amuser,12
à,à,81
reconquérir,reconquérir,14
l',le,71
Europe,Europe,20
",",",",p
et,et,82
nous,nous,51
avons,avoir,17
agi,agir,12
pour,pour,81
le,le,71
repos,repos,21
des,de,81
des,le,71
nations,nation,22
:,:,p
je,je,51
l',le,52
ai,avoir,17
tué,tuer,12
par,par,81
une,un,71
caricature,caricature,22
/!,/!,P
quand,quand,83
je,je,51
dis,dire,17
le,le,71
mot,mot,21
religion,religion,22
",",",",p
je,je,51
n',ne,60
entends,entendre,17
pas,pas,60
dire,dire,14
une,un,71
capucinade,capucinade,22
",",",",p
j',je,51
entends,entendre,17
le,le,71
mot,mot,21
en,en,81
grand,grand,30
politique,politique,21
",",",",p
reprit,reprendre,19
Blondet,Blondet,20
/.,/.,P
-,-,p
explique,expliquer,17
toi,toi,51
",",",",p
dit,dire,19
Finot,Finot,20
/.,/.,P
-,-,p
voici,voici,81
",",",",p
reprit,reprendre,19
Blondet,Blondet,20
/.,/.,P
on,on,51
a,avoir,17
beaucoup,beaucoup,60
parlé,parler,12
des,de,81
des,le,71
affaires,affaire,22
de,de,81
Lyon,Lyon,20
",",",",p
de,de,81
la,le,71
république,république,22
canonnée,canonné,31
dans,dans,81
les,le,71
rues,rue,22
",",",",p
personne,personne,52
n',ne,60
a,avoir,17
dit,dire,12
la,le,71
vérité,vérité,22
/.,/.,P
la,le,71
république,république,22
s',se,51
était,être,18
emparée,emparer,12
de,de,81
l',le,71
émeute,émeute,22
comme,comme,83
un,un,71
insurgé,insurgé,21
s',se,51
empare,emparer,17
d',de,81
un,un,71
fusil,fusil,21
/.,/.,P
la,le,71
vérité,vérité,22
",",",",p
je,je,51
vous,vous,51
la,le,52
donne,donner,17
pour,pour,81
drôle,drôle,30
et,et,82
profonde,profond,30
/.,/.,P
le,le,71
commerce,commerce,21
de,de,81
Lyon,Lyon,20
est,être,17
un,un,71
commerce,commerce,21
sans,sans,81
âme,âme,22
",",",",p
qui,qui,52
ne,ne,60
fait,faire,17
pas,pas,60
fabriquer,fabriquer,14
une,un,71
aune,aune,22
de,de,81
soie,soie,22
sans,sans,81
qu',que,83
elle,il,51
soit,être,17
commandée,commander,12
et,et,82
que,que,83
le,le,71
paiement,paiement,21
soit,être,17
sûr,sûr,30
/.,/.,P
quand,quand,83
la,le,71
commande,commande,22
s',se,51
arrête,arrêter,17
",",",",p
l',le,71
ouvrier,ouvrier,21
meurt,mourir,17
de,de,81
faim,faim,22
",",",",p
il,il,51
gagne,gagner,17
à,à,81
peine,peine,22
de,de,81
quoi,quoi,52
vivre,vivre,14
en,en,81
travaillant,travailler,13
",",",",p
les,le,71
forçats,forçat,21
sont,être,17
plus,plus,60
heureux,heureux,30
que,que,83
lui,lui,51
/.,/.,P
après,après,81
la,le,71
révolution,révolution,22
de,de,81
juillet,juillet,21
",",",",p
la,le,71
misère,misère,22
est,être,17
arrivée,arriver,12
à,à,81
ce,ce,74
point,point,21
que,que,83
les,le,71
canuts,canut,21
ont,avoir,17
arboré,arborer,12
le,le,71
drapeau,drapeau,21
:,:,p
du,de,81
du,le,71
pain,pain,21
ou,ou,82
la,le,71
mort,mort,22
!,!,p
une,un,52
de,de,81
ces,ce,74
proclamations,proclamation,22
que,que,52
le,le,71
