11215
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Soixante-quatrième extrait>,<>,<>
les,le,71
faits,fait,21
divers,divers,30
",",",",p
reprit,reprendre,19
le,le,71
volume,volume,21
d',de,81
Evangeline,Evangeline,20
qu',que,52
il,il,51
avait,avoir,18
quitté,quitter,12
la,le,71
veille,veille,22
",",",",p
fuma,fumer,19
un,un,71
cigare,cigare,21
",",",",p
et,et,82
ces,ce,74
diverses,divers,30
occupations,occupation,22
l',le,52
ayant,avoir,13
mené,mener,12
jusqu',jusque,81
à,à,81
onze,onze,72
heures,heure,22
",",",",p
il,il,51
se,se,51
fit,faire,19
habiller,habiller,14
",",",",p
et,et,82
",",",",p
pour,pour,81
prendre,prendre,14
un,un,71
peu,peu,60
d',de,81
exercice,exercice,21
",",",",p
il,il,51
se,se,51
donna,donner,19
le,le,71
but,but,21
d',de,81
aller,aller,14
à,à,81
pied,pied,21
déjeuner,déjeuner,14
au,à,81
au,le,71
café,café,21
Bignon,Bignon,20
/.,/.,P
une,un,71
gelée,gelée,22
matinale,matinal,30
avait,avoir,18
durci,durcir,12
la,le,71
neige,neige,22
de,de,81
la,le,71
nuit,nuit,22
",",",",p
et,et,82
en,en,81
traversant,traverser,13
les,le,71
Tuileries,Tuileries,20
",",",",p
Malivert,Malivert,20
prit,prendre,19
plaisir,plaisir,21
à,à,81
voir,voir,14
les,le,71
statues,statue,22
mythologiques,mythologique,30
poudrées,poudré,31
à,à,81
blanc,blanc,21
et,et,82
les,le,71
grands,grand,30
marronniers,marronnier,21
tout,tout,60
couverts,couvert,31
d',de,81
une,un,71
peluche,peluche,22
argentée,argenté,31
/.,/.,P
il,il,51
déjeuna,déjeuner,19
bien,bien,60
et,et,82
délicatement,délicatement,60
",",",",p
en,en,81
homme,homme,21
qui,qui,52
veut,vouloir,17
réparer,réparer,14
une,un,71
veille,veille,22
fatigante,fatigant,30
",",",",p
et,et,82
il,il,51
causa,causer,19
gaiement,gaiement,60
avec,avec,81
des,de,81
des,le,71
compagnons,compagnon,21
joyeux,joyeux,30
",",",",p
la,le,71
fine,fin,30
fleur,fleur,22
de,de,81
l',le,71
esprit,esprit,21
et,et,82
du,de,81
du,le,71
scepticisme,scepticisme,21
parisien,parisien,30
",",",",p
et,et,82
qui,qui,52
avaient,avoir,18
adopté,adopter,12
pour,pour,81
devise,devise,22
la,le,71
maxime,maxime,22
grecque,grec,30
:,:,p
“,“,p
souviens,souvenir,17
toi,toi,51
de,de,81
ne,ne,60
pas,pas,60
croire,croire,14
/.,/.,P
“,“,p
pourtant,pourtant,60
",",",",p
aux,à,81
aux,le,71
plaisanteries,plaisanterie,22
par,par,81
trop,trop,60
vives,vif,30
",",",",p
Guy,Guy,20
souriait,sourire,18
d',de,81
un,un,71
air,air,21
un,un,71
peu,peu,60
contraint,contraint,31
/.,/.,P
il,il,51
ne,ne,60
s',se,51
abandonnait,abandonner,18
pas,pas,60
avec,avec,81
une,un,71
pleine,plein,30
franchise,franchise,22
aux,à,81
aux,le,71
paradoxes,paradoxe,21
d',de,81
incrédulité,incrédulité,22
et,et,82
aux,à,81
aux,le,71
fanfaronnades,fanfaronnade,22
de,de,81
cynisme,cynisme,21
/.,/.,P
la,le,71
phrase,phrase,22
du,de,81
du,le,71
baron,baron,21
de,de,81
Féroë,Féroë,20
:,:,p
“,“,p
les,le,71
esprits,esprit,21
ont,avoir,17
l',le,71
oeil,oeil,21
sur,sur,81
vous,vous,51
",",",",p
“,“,p
lui,lui,51
revenait,revenir,18
involontairement,involontairement,60
",",",",p
et,et,82
il,il,51
lui,lui,51
semblait,sembler,18
qu',que,83
il,il,51
y,y,52
avait,avoir,18
derrière,derrière,81
lui,lui,51
un,un,71
témoin,témoin,21
d',de,81
une,un,71
nature,nature,22
mystérieuse,mystérieux,30
/.,/.,P
il,il,51
se,se,51
leva,lever,19
",",",",p
salua,saluer,19
de,de,81
la,le,71
main,main,22
les,le,71
causeurs,causeur,21
et,et,82
fit,faire,19
quelques,quelque,75
tours,tour,21
sur,sur,81
ce,ce,74
boulevard,boulevard,21
où,où,60
passe,passer,17
en,en,81
un,un,71
jour,jour,21
plus,plus,60
d',de,81
esprit,esprit,21
qu',que,83
il,il,51
n',ne,60
en,en,52
circule,circuler,17
en,en,81
un,un,71
an,an,21
dans,dans,81
tout,tout,75
le,le,71
reste,reste,21
du,de,81
du,le,71
globe,globe,21
",",",",p
et,et,82
",",",",p
le,le,52
trouvant,trouver,13
un,un,71
peu,peu,60
désert,désert,30
à,à,81
cause,cause,22
du,de,81
du,le,71
froid,froid,21
et,et,82
de,de,81
l',le,71
heure,heure,22
",",",",p
il,il,51
tourna,tourner,19
machinalement,machinalement,60
l',le,71
angle,angle,21
de,de,81
la,le,71
rue,rue,22
de,de,81
la,le,71
Chaussée-d'Antin,Chaussée d'Antin,20
/.,/.,P
il,il,51
fut,être,19
bientôt,bientôt,60
devant,devant,81
la,le,71
maison,maison,22
de,de,81
madame,madame,22
d',de,81
Ymbercourt,Ymbercourt,20
/.,/.,P
comme,comme,83
il,il,51
allait,aller,18
tirer,tirer,14
le,le,71
bouton,bouton,21
de,de,81
la,le,71
porte,porte,22
",",",",p
il,il,51
crut,croire,19
sentir,sentir,14
un,un,71
souffle,souffle,21
à,à,81
son,son,73
oreille,oreille,22
",",",",p
et,et,82
dans,dans,81
ce,ce,74
souffle,souffle,21
entendre,entendre,14
",",",",p
murmurés,murmuré,31
très,très,60
bas,bas,30
et,et,82
cependant,cependant,82
d',de,81
une,un,71
façon,façon,22
distincte,distinct,30
",",",",p
ces,ce,74
mots,mot,21
:,:,p
“,“,p
n',ne,60
entrez,entrer,17
pas,pas,60
/.,/.,P
“,“,p
il,il,51
se,se,51
retourna,retourner,19
vivement,vivement,60
et,et,82
ne,ne,60
vit,voir,19
personne,personne,52
/.,/.,P
“,“,p
ah,ah,93
çà,çà,60
!,!,p
décidément,décidément,60
",",",",p
se,se,51
dit,dire,17
Malivert,Malivert,20
",",",",p
est,être,17
ce,ce,52
que,que,83
je,je,51
deviens,devenir,17
fou,fou,30
/?,/?,P
j',je,51
ai,avoir,17
des,de,81
des,le,71
hallucinations,hallucination,22
en,en,81
plein,plein,30
jour,jour,21
maintenant,maintenant,60
/?,/?,P
Obéirai-,obéir,15
je,je,51
ou,ou,82
n',ne,60
obéirai,obéir,15
je,je,51
pas,pas,60
à,à,81
cette,ce,74
injonction,injonction,22
bizarre,bizarre,30
/?,/?,P
“,“,p
dans,dans,81
le,le,71
mouvement,mouvement,21
brusque,brusque,30
qu',que,52
il,il,51
avait,avoir,18
fait,faire,12
pour,pour,81
se,se,51
retourner,retourner,14
",",",",p
sa,son,73
main,main,22
posée,posé,31
sur,sur,81
le,le,71
bouton,bouton,21
de,de,81
la,le,71
sonnette,sonnette,22
l',le,52
avait,avoir,18
lâché,lâcher,12
/.,/.,P
le,le,71
ressort,ressort,21
avait,avoir,18
joué,jouer,12
et,et,82
fait,faire,12
vibrer,vibrer,14
le,le,71
timbre,timbre,21
;,;,p
la,le,71
porte,porte,22
s',se,51
était,être,18
ouverte,ouvrir,12
",",",",p
et,et,82
le,le,71
concierge,concierge,21
",",",",p
debout,debout,60
devant,devant,81
sa,son,73
loge,loge,22
",",",",p
regardait,regarder,18
Malivert,Malivert,20
hésitant,hésitant,30
sur,sur,81
le,le,71
seuil,seuil,21
/.,/.,P
Malivert,Malivert,20
entra,entrer,19
",",",",p
quoiqu',quoique,83
il,il,51
n',ne,60
en,en,52
eût,avoir,19
guère,guère,60
envie,envie,22
après,après,81
l',le,71
incident,incident,21
extranaturel,extranaturel,30
qui,qui,52
venait,venir,18
de,de,81
se,se,51
produire,produire,14
",",",",p
et,et,82
il,il,51
fut,être,19
reçu,recevoir,12
par,par,81
madame,madame,22
d',de,81
Ymbercourt,Ymbercourt,20
dans,dans,81
le,le,71
petit,petit,30
salon,salon,21
bouton,bouton,21
d',de,81
or,or,21
agrémenté,agrémenté,31
de,de,81
bleu,bleu,21
où,où,60
elle,il,51
recevait,recevoir,18
les,le,71
visites,visite,22
du,de,81
du,le,71
matin,matin,21
et,et,82
dont,dont,52
la,le,71
nuance,nuance,22
déplaisait,déplaire,18
particulièrement,particulièrement,60
à,à,81
Guy,Guy,20
/.,/.,P
“,“,p
le,le,71
jaune,jaune,30
n',ne,60
est,être,17
il,il,51
pas,pas,60
le,le,71
fard,fard,21
des,de,81
des,le,71
brunes,brune,22
?,?,p
“,“,p
avait,avoir,18
répondu,répondre,12
la,le,71
comtesse,comtesse,22
à,à,81
Malivert,Malivert,20
",",",",p
qui,qui,52
plus,plus,60
d',de,81
une,un,71
fois,fois,22
s',se,51
était,être,18
permis,permettre,12
de,de,81
solliciter,solliciter,14
le,le,71
remplacement,remplacement,21
de,de,81
cette,ce,74
odieuse,odieux,30
tenture,tenture,22
/.,/.,P
madame,madame,22
d',de,81
Ymbercourt,Ymbercourt,20
était,être,18
habillée,habiller,12
d',de,81
une,un,71
jupe,jupe,22
de,de,81
taffetas,taffetas,21
noir,noir,30
et,et,82
d',de,81
une,un,71
veste,veste,22
de,de,81
couleur,couleur,22
voyante,voyant,30
soutachée,soutaché,31
",",",",p
brodée,brodé,31
",",",",p
chargée,chargé,31
de,de,81
plus,plus,60
de,de,81
jais,jais,21
et,et,82
de,de,81
passementerie,passementerie,22
que,que,83
jamais,jamais,60
maja,maja,92
allant,allant,21
à,à,81
une,un,71
feria,feria,92
ou,ou,82
à,à,81
une,un,71
course,course,22
de,de,81
taureaux,taureau,21
n',ne,60
en,en,52
suspendit,suspendre,19
à,à,81
sa,son,73
basquine,basquine,22
/.,/.,P
la,le,71
comtesse,comtesse,22
",",",",p
quoique,quoique,83
femme,femme,22
du,de,81
du,le,71
monde,monde,21
",",",",p
avait,avoir,18
le,le,71
tort,tort,21
de,de,81
laisser,laisser,14
exécuter,exécuter,14
sur,sur,81
elle,il,51
quelques-uns,quelqu'un,52
de,de,81
ces,ce,74
costumes,costume,21
impossibles,impossible,30
que,que,52
portent,porter,17
seules,seul,30
les,le,71
poupées,poupée,22
à,à,81
bouche,bouche,22
en,en,81
coeur,coeur,21
et,et,82
à,à,81
joues,joue,22
roses,rose,30
des,de,81
des,le,71
gravures,gravure,22
de,de,81
modes,mode,22
/.,/.,P
contre,contre,81
son,son,73
habitude,habitude,22
",",",",p
madame,madame,22
d',de,81
Ymbercourt,Ymbercourt,20
avait,avoir,18
l',le,71
air,air,21
sérieux,sérieux,30
;,;,p
un,un,71
nuage,nuage,21
de,de,81
contrariété,contrariété,22
obscurcissait,obscurcir,18
son,son,73
front,front,21
ordinairement,ordinairement,60
serein,serein,30
et,et,82
les,le,71
coins,coin,21
de,de,81
ses,son,73
lèvres,lèvre,22
s',se,51
étaient,être,18
légèrement,légèrement,60
abaissés,abaisser,12
/.,/.,P
une,un,52
de,de,81
ses,son,73
bonnes,bon,30
amies,amie,22
venait,venir,18
de,de,81
la,le,52
quitter,quitter,14
et,et,82
lui,lui,51
avait,avoir,18
demandé,demander,12
",",",",p
avec,avec,81
la,le,71
feinte,feint,31
bonhomie,bonhomie,22
des,de,81
des,le,71
femmes,femme,22
en,en,81
pareille,pareil,30
occasion,occasion,22
",",",",p
à,à,81
quelle,quel,75
époque,époque,22
était,être,18
fixé,fixer,12
son,son,73
mariage,mariage,21
avec,avec,81
Guy,Guy,20
de,de,81
Malivert,Malivert,20
/.,/.,P
la,le,71
comtesse,comtesse,22
avait,avoir,18
rougi,rougir,12
",",",",p
balbutié,balbutier,12
",",",",p
et,et,82
répondu,répondre,12
vaguement,vaguement,60
qu',que,83
il,il,51
aurait,avoir,16
lieu,lieu,21
bientôt,bientôt,60
;,;,p
car,car,82
Guy,Guy,20
",",",",p
que,que,52
le,le,71
monde,monde,21
lui,lui,51
donnait,donner,18
pour,pour,81
époux,époux,21
",",",",p
ne,ne,60
lui,lui,51
avait,avoir,18
jamais,jamais,60
demandé,demander,12
sa,son,73
main,main,22
ni,ni,82
même,même,75
fait,faire,17
de,de,81
déclaration,déclaration,22
formelle,formel,30
",",",",p
ce,ce,52
que,que,52
madame,madame,22
d',de,81
Ymbercourt,Ymbercourt,20
attribuait,attribuer,18
à,à,81
une,un,71
timidité,timidité,22
respectueuse,respectueux,30
",",",",p
et,et,82
aussi,aussi,60
peut-être,peut-être,60
à,à,81
ce,ce,74
sentiment,sentiment,21
d',de,81
incertitude,incertitude,22
que,que,52
tout,tout,75
jeune,jeune,30
homme,homme,21
éprouve,éprouver,17
au,à,81
au,le,71
moment,moment,21
d',de,81
abandonner,abandonner,14
la,le,71
libre,libre,30
vie,vie,22
de,de,81
garçon,garçon,21
/.,/.,P
mais,mais,82
elle,il,51
croyait,croire,18
fermement,fermement,60
qu',que,83
il,il,51
se,se,51
prononcerait,prononcer,16
un,un,71
jour,jour,21
ou,ou,82
l',le,71
autre,autre,52
",",",",p
et,et,82
déjà,déjà,60
elle,il,51
se,se,51
regardait,regarder,18
si,si,60
bien,bien,60
comme,comme,83
sa,son,73
femme,femme,22
qu',que,52
elle,il,51
avait,avoir,18
arrangé,arrangé,31
dans,dans,81
sa,son,73
tête,tête,22
les,le,71
dispositions,disposition,22
particulières,particulier,30
que,que,52
nécessiterait,nécessiter,16
à,à,81
l',le,71
hôtel,hôtel,21
la,le,71
présence,présence,22
d',de,81
un,un,71
époux,époux,21
/.,/.,P
“,“,p
voici,voici,81
la,le,71
chambre,chambre,22
",",",",p
le,le,71
cabinet,cabinet,21
d',de,81
étude,étude,22
",",",",p
le,le,71
fumoir,fumoir,21
de,de,81
Guy,Guy,20
",",",",p
“,“,p
s',se,51
était,être,18
elle,il,51
dit,dire,12
plus,plus,60
d',de,81
une,un,71
fois,fois,22
en,en,81
mesurant,mesurer,13
de,de,81
l',le,71
oeil,oeil,21
certaines,certain,75
pièces,pièce,22
de,de,81
ses,son,73
appartements,appartement,21
/.,/.,P
quoiqu',quoique,83
elle,il,51
ne,ne,60
lui,lui,51
plût,plaire,18
guère,guère,60
",",",",p
Guy,Guy,20
ne,ne,60
pouvait,pouvoir,18
s',se,51
empêcher,empêcher,14
de,de,81
convenir,convenir,14
que,que,83
madame,madame,22
d',de,81
Ymbercourt,Ymbercourt,20
était,être,18
correctement,correctement,60
belle,beau,30
",",",",p
jouissait,jouir,18
d',de,81
une,un,71
réputation,réputation,22
intacte,intact,30
et,et,82
possédait,posséder,18
une,un,71
fortune,fortune,22
assez,assez,60
considérable,considérable,30
/.,/.,P
il,il,51
s',se,51
était,être,18
laissé,laisser,12
aller,aller,14
",",",",p
sans,sans,81
charme,charme,21
",",",",p
comme,comme,83
tous,tout,75
les,le,71
gens,gens,21
dont,dont,52
le,le,71
coeur,coeur,21
est,être,17
vide,vide,30
",",",",p
à,à,81
l',le,71
habitude,habitude,22
de,de,81
cette,ce,74
maison,maison,22
où,où,60
on,on,51
lui,lui,51
faisait,faire,18
meilleur,meilleur,30
accueil,accueil,21
que,que,83
dans,dans,81
toute,tout,75
autre,autre,52
/.,/.,P
il,il,51
y,y,52
revenait,revenir,18
",",",",p
parce qu',parce que,83
au,à,81
au,le,71
bout,bout,21
de,de,81
quelques,quelque,75
jours,jour,21
d',de,81
absence,absence,22
",",",",p
un,un,71
billet,billet,21
d',de,81
une,un,71
insistance,insistance,22
aimable,aimable,30
le,le,52
forçait,forcer,18
à,à,81
reparaître,reparaître,14
/.,/.,P
d',de,81
ailleurs,ailleurs,60
",",",",p
pourquoi,pourquoi,60
n',ne,60
y,y,52
serait,être,16
il,il,51
pas,pas,60
allé,aller,12
/?,/?,P
madame,madame,22
d',de,81
Ymbercourt,Ymbercourt,20
recevait,recevoir,18
assez,assez,60
bonne,bon,30
compagnie,compagnie,22
",",",",p
et,et,82
il,il,51
rencontrait,rencontrer,18
là,là,60
",",",",p
certains,certain,75
jours,jour,21
",",",",p
quelques-uns,quelqu'un,52
de,de,81
ses,son,73
amis,ami,21
qu',que,52
il,il,51
lui,lui,51
eût,avoir,19
été,être,12
moins,moins,60
commode,commode,30
de,de,81
chercher,chercher,14
à,à,81
travers,travers,21
l',le,71
éparpillement,éparpillement,21
de,de,81
la,le,71
vie,vie,22
parisienne,parisien,30
/.,/.,P
“,“,p
vous,vous,51
avez,avoir,17
l',le,71
air,air,21
un,un,71
peu,peu,60
souffrant,souffrant,30
",",",",p
dit,dire,17
Malivert,Malivert,20
à,à,81
la,le,71
comtesse,comtesse,22
;,;,p
est,être,17
ce,ce,52
que,que,83
vous,vous,51
auriez,avoir,16
passé,passer,12
une,un,71
nuit,nuit,22
agitée,agité,31
par,par,81
les,le,71
diablotins,diablotin,21
du,de,81
du,le,71
thé,thé,21
vert,vert,30
/?,/?,P
-,-,p
oh,oh,93
!,!,p
non,non,60
;,;,p
j',je,51
y,y,52
mets,mettre,17
tant,tant,60
de,de,81
crème,crème,22
qu',que,83
il,il,51
n',ne,60
a,avoir,17
plus,plus,60
aucune,aucun,75
force,force,22
/.,/.,P
et,et,82
puis,puis,60
je,je,51
suis,être,17
le,le,71
Mithridate,Mithridate,20
du,de,81
du,le,71
thé,thé,21
",",",",p
il,il,51
n',ne,60
agit,agir,17
plus,plus,60
sur,sur,81
moi,moi,51
/.,/.,P
ce,ce,52
n',ne,60
est,être,17
pas,pas,60
cela,cela,52
",",",",p
je,je,51
suis,être,17
contrariée,contrarier,12
/.,/.,P
-,-,p
est,être,17
ce,ce,52
que,que,83
ma,mon,73
visite,visite,22
tombe,tomber,17
mal,mal,60
et,et,82
dérange,déranger,17
quelques-uns,quelqu'un,52
de,de,81
vos,votre,73
projets,projet,21
/?,/?,P
alors,alors,60
je,je,51
me,je,51
retire,retirer,17
",",",",p
et,et,82
ce,ce,52
sera,être,15
comme,comme,83
si,si,83
",",",",p
ne,ne,60
vous,vous,51
trouvant,trouver,13
pas,pas,60
",",",",p
j',je,51
eusse,avoir,18
mis,mettre,12
ma,mon,73
carte,carte,22
chez,chez,81
votre,votre,73
concierge,concierge,22
/.,/.,P
-,-,p
vous,vous,51
ne,ne,60
me,je,51
gênez,gêner,17
nullement,nullement,60
",",",",p
et,et,82
vous,vous,51
savez,savoir,17
que,que,83
je,je,51
vous,vous,51
vois,voir,17
toujours,toujours,60
avec,avec,81
plaisir,plaisir,21
",",",",p
répondit,répondre,19
la,le,71
comtesse,comtesse,22
/.,/.,P
vos,votre,73
visites,visite,22
",",",",p
je,je,51
ne,ne,60
devrais,devoir,16
peut-être,peut-être,60
pas,pas,60
le,le,52
dire,dire,14
",",",",p
me,je,51
semblent,sembler,17
même,même,60
assez,assez,60
rares,rare,30
",",",",p
quoiqu',quoique,83
elles,ils,51
paraissent,paraître,17
trop,trop,60
fréquentes,fréquent,30
à,à,81
d',de,81
autres,autre,52
/.,/.,P
-,-,p
n',ne,60
êtes,être,17
vous,vous,51
pas,pas,60
libre,libre,30
",",",",p
sans,sans,81
parents,parent,21
fâcheux,fâcheux,30
",",",",p
sans,sans,81
frère,frère,21
importun,importun,30
",",",",p
sans,sans,81
oncle,oncle,21
radoteur,radoteur,21
",",",",p
et,et,82
sans,sans,81
tante,tante,22
chaperon,chaperon,21
",",",",p
faisant,faire,13
de,de,81
la,le,71
tapisserie,tapisserie,22
dans,dans,81
l',le,71
embrasure,embrasure,22
de,de,81
la,le,71
fenêtre,fenêtre,22
/?,/?,P
la,le,71
nature,nature,22
obligeante,obligeant,30
vous,vous,51
a,avoir,17
débarrassée,débarrasser,12
de,de,81
cette,ce,74
broussaille,broussaille,22
d',de,81
êtres,être,21
désagréables,désagréable,30
qui,qui,52
se,se,51
hérissent,hérisser,17
trop,trop,60
souvent,souvent,60
autour,autour,60
d',de,81
une,un,71
jolie,joli,30
femme,femme,22
",",",",p
pour,pour,81
ne,ne,60
vous,vous,51
laisser,laisser,14
que,que,83
leurs,leur,73
héritages,héritage,21
/.,/.,P
vous,vous,51
pouvez,pouvoir,17
recevoir,recevoir,14
qui,qui,52
vous,vous,51
voulez,vouloir,17
",",",",p
car,car,82
vous,vous,51
ne,ne,60
dépendez,dépendre,17
de,de,81
personne,personne,52
/.,/.,P
-,-,p
c',ce,52
est,être,17
vrai,vrai,30
!,!,p
répliqua,répliquer,19
madame,madame,22
d',de,81
Ymbercourt,Ymbercourt,20
;,;,p
je,je,51
ne,ne,60
dépends,dépendre,17
de,de,81
personne,personne,52
",",",",p
mais,mais,82
je,je,51
dépends,dépendre,17
de,de,81
tout,tout,75
le,le,71
monde,monde,21
/.,/.,P
une,un,71
femme,femme,22
n',ne,60
est,être,17
jamais,jamais,60
émancipée,émanciper,12
",",",",p
fût,être,19
elle,il,51
veuve,veuve,22
et,et,82
en,en,81
apparence,apparence,22
maîtresse,maître,30
de,de,81
ses,son,73
actions,action,22
/.,/.,P
toute,tout,75
une,un,71
police,police,22
de,de,81
surveillants,surveillant,21
désintéressés,désintéressé,31
l',le,52
entoure,entourer,17
et,et,82
s',se,51
occupe,occuper,17
de,de,81
ses,son,73
affaires,affaire,22
/.,/.,P
ainsi,ainsi,60
",",",",p
mon,mon,73
cher,cher,30
Guy,Guy,20
",",",",p
vous,vous,51
me,je,51
compromettez,compromettre,17
/.,/.,P
-,-,p
moi,moi,51
",",",",p
vous,vous,51
compromettre,compromettre,14
!,!,p
s',se,51
écria,écrier,19
Malivert,Malivert,20
avec,avec,81
une,un,71
sincérité,sincérité,22
de,de,81
surprise,surprise,22
qui,qui,52
prouvait,prouver,18
une,un,71
modestie,modestie,22
bien,bien,60
rare,rare,30
chez,chez,81
un,un,71
jeune,jeune,30
homme,homme,21
de,de,81
vingt,vingt,72
huit,huit,72
ans,an,21
",",",",p
bien,bien,60
tourné,tourné,31
",",",",p
s',se,51
habillant,habiller,13
chez,chez,81
Renard,Renard,20
et,et,82
faisant,faire,13
venir,venir,14
ses,son,73
pantalons,pantalon,21
d',de,81
Angleterre,Angleterre,20
/.,/.,P
pourquoi,pourquoi,60
moi,moi,51
plutôt,plutôt,60
que,que,83
d',de,81
Aversac,Aversac,20
",",",",p
Beaumont,Beaumont,20
",",",",p
Yanowski,Yanowski,20
et,et,82
Féroë,Féroë,20
",",",",p
qui,qui,52
sont,être,17
ici,ici,60
fort,fort,60
assidus,assidu,30
/?,/?,P
-,-,p
je,je,51
ne,ne,60
saurais,savoir,16
vous,vous,51
le,le,52
dire,dire,14
",",",",p
répondit,répondre,19
la,le,71
comtesse,comtesse,22
/.,/.,P
peut-être,peut-être,60
êtes,être,17
vous,vous,51
dangereux,dangereux,30
sans,sans,81
le,le,52
savoir,savoir,14
",",",",p
ou,ou,82
le,le,71
monde,monde,21
a,avoir,17
t,t,94
il,il,51
reconnu,reconnaître,12
en,en,81
vous,vous,51
une,un,71
puissance,puissance,22
que,que,83
vous,vous,51
ignorez,ignorer,17
/.,/.,P
le,le,71
nom,nom,21
d',de,81
aucun,aucun,52
de,de,81
ces,ce,74
messieurs,monsieur,21
n',ne,60
a,avoir,17
été,être,12
prononcé,prononcer,12
;,;,p
on,on,51
trouve,trouver,17
tout,tout,75
naturel,naturel,30
qu',que,83
ils,ils,51
viennent,venir,17
à,à,81
mes,mon,73
mercredis,mercredi,21
",",",",p
me,je,51
fassent,faire,17
quelques,quelque,75
visites,visite,22
de,de,81
cinq,cinq,72
à,à,81
six,six,72
heures,heure,22
au,à,81
au,le,71
retour,retour,21
de,de,81
la,le,71
promenade,promenade,22
du,de,81
du,le,71
lac,lac,21
",",",",p
et,et,82
me,je,51
saluent,saluer,17
dans,dans,81
ma,mon,73
loge,loge,22
aux,à,81
aux,le,71
Bouffons,Bouffons,20
et,et,82
à,à,81
l',le,71
Opéra,Opéra,20
/.,/.,P
mais,mais,82
ces,ce,74
actions,action,22
",",",",p
innocentes,innocent,30
en,en,81
elles-mêmes,eux-mêmes,51
",",",",p
faites,fait,31
par,par,81
vous,vous,51
",",",",p
prennent,prendre,17
",",",",p
à,à,81
ce,ce,52
qu',que,52
il,il,51
paraît,paraître,17
",",",",p
une,un,71
signification,signification,22
terrible,terrible,30
/.,/.,P
-,-,p
je,je,51
suis,être,17
cependant,cependant,82
le,le,71
garçon,garçon,21
le,le,71
plus,plus,60
uni,uni,31
du,de,81
du,le,71
monde,monde,21
",",",",p
et,et,82
personne,personne,52
n',ne,60
a,avoir,17
jamais,jamais,60
rien,rien,52
dit,dire,12
sur,sur,81
mon,mon,73
compte,compte,21
/.,/.,P
je,je,51
n',ne,60
ai,avoir,17
pas,pas,60
un,un,71
frac,frac,21
bleu,bleu,30
comme,comme,83
Werther,Werther,20
ni,ni,82
un,un,71
pourpoint,pourpoint,21
à,à,81
crevés,crevé,31
comme,comme,83
don,don,21
Juan,Juan,20
/.,/.,P
on,on,51
ne,ne,60
m',je,51
a,avoir,17
jamais,jamais,60
vu,voir,12
jouer,jouer,14
de,de,81
la,le,71
guitare,guitare,22
sous,sous,81
un,un,71
balcon,balcon,21
;,;,p
je,je,51
ne,ne,60
vais,aller,17
pas,pas,60
aux,à,81
aux,le,71
courses,course,22
en,en,81
break,break,21
avec,avec,81
de,de,81
petites,petit,30
dames,dame,22
aux,à,81
aux,le,71
toilettes,toilette,22
tapageuses,tapageur,30
",",",",p
et,et,82
dans,dans,81
les,le,71
soirées,soirée,22
",",",",p
je,je,51
n',ne,60
agite,agiter,17
aucune,aucun,75
question,question,22
de,de,81
sentiment,sentiment,21
devant,devant,81
les,le,71
jolies,joli,30
femmes,femme,22
pour,pour,81
faire,faire,14
briller,briller,14
la,le,71
pureté,pureté,22
et,et,82
la,le,71
délicatesse,délicatesse,22
de,de,81
mon,mon,73
coeur,coeur,21
/.,/.,P
on,on,51
ne,ne,60
me,je,51
voit,voir,17
point,point,60
me,je,51
poser,poser,14
contre,contre,81
une,un,71
colonne,colonne,22
",",",",p
la,le,71
main,main,22
dans,dans,81
mon,mon,73
gilet,gilet,21
",",",",p
et,et,82
regarder,regarder,14
silencieusement,silencieusement,60
",",",",p
d',de,81
un,un,71
air,air,21
sombre,sombre,30
et,et,82
fatal,fatal,30
",",",",p
une,un,71
pâle,pâle,30
beauté,beauté,22
aux,à,81
aux,le,71
longues,long,30
anglaises,anglaise,22
ressemblant,ressembler,13
à,à,81
la,le,71
Kitty,Kitty,20
Bell,Bell,20
d',de,81
Alfred,Alfred,20
de,de,81
Vigny,Vigny,20
/.,/.,P
ai,avoir,17
je,je,51
aux,à,81
aux,le,71
doigts,doigt,21
des,de,81
des,le,71
bagues,bague,22
en,en,81
cheveux,cheveu,21
et,et,82
sur,sur,81
la,le,71
poitrine,poitrine,22
un,un,71
sachet,sachet,21
renfermant,renfermer,13
des,de,81
des,le,71
violettes,violette,22
de,de,81
Parme,Parme,20
données,donné,31
par,par,81
elle,il,51
/?,/?,P
fouillez,fouiller,17
mes,mon,73
tiroirs,tiroir,21
les,le,71
plus,plus,60
intimes,intime,30
",",",",p
vous,vous,51
n',ne,60
y,y,52
trouverez,trouver,15
ni,ni,82
portrait,portrait,21
brun,brun,30
ou,ou,82
blond,blond,30
",",",",p
ni,ni,82
liasses,liasse,22
de,de,81
lettres,lettre,22
parfumées,parfumé,31
nouées,noué,31
d',de,81
une,un,71
faveur,faveur,22
ou,ou,82
d',de,81
un,un,71
fermoir,fermoir,21
en,en,81
caoutchouc,caoutchouc,21
",",",",p
ni,ni,82
pantoufle,pantoufle,22
brodée,brodé,31
",",",",p
ni,ni,82
masque,masque,21
à,à,81
barbe,barbe,22
de,de,81
dentelle,dentelle,22
",",",",p
ni,ni,82
aucun,aucun,52
des,de,81
des,le,71
brimborions,brimborion,21
dont,dont,52
les,le,71
amoureux,amoureux,21
composent,composer,17
leur,leur,73
musée,musée,21
secret,secret,30
/.,/.,P
franchement,franchement,60
ai,avoir,17
je,je,51
l',le,71
air,air,21
d',de,81
un,un,71
