11480
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Onzième extrait>,<>,<>
me,je,51
reconnut,reconnaître,19
;,;,p
il,il,51
y,y,52
avait,avoir,18
quelques,quelque,75
instants,instant,21
que,que,83
j',je,51
étais,être,18
là,là,60
",",",",p
lorsque,lorsque,83
je,je,51
l',le,52
entendis,entendre,19
",",",",p
de,de,81
sa,son,73
voix,voix,22
douce,doux,30
et,et,82
fraîche,frais,30
",",",",p
chanter,chanter,14
le,le,71
refrain,refrain,21
d',de,81
une,un,71
romance,romance,22
",",",",p
et,et,82
presque,presque,60
aussitôt,aussitôt,60
une,un,71
fleur,fleur,22
me,je,51
tomba,tomber,19
sur,sur,81
l',le,71
épaule,épaule,22
/.,/.,P
c',ce,52
était,être,18
une,un,71
rose,rose,22
que,que,52
",",",",p
le,le,71
soir,soir,21
même,même,30
",",",",p
j',je,51
avais,avoir,18
vue,vue,22
sur,sur,81
son,son,73
sein,sein,21
;,;,p
je,je,51
la,le,52
ramassai,ramasser,19
et,et,82
la,le,52
portai,porter,19
à,à,81
mes,mon,73
lèvres,lèvre,22
/.,/.,P
-,-,p
qui,qui,52
est,être,17
là,là,60
",",",",p
dit,dire,19
elle,il,51
",",",",p
à,à,81
cette,ce,74
heure,heure,22
?,?,p
est,être,17
ce,ce,52
vous,vous,51
/?,/?,P
elle,il,51
m',je,51
appela,appeler,19
par,par,81
mon,mon,73
nom,nom,21
/.,/.,P
la,le,71
grille,grille,22
du,de,81
du,le,71
jardin,jardin,21
était,être,18
entr'ouverte,entr'ouvrir,12
;,;,p
je,je,51
me,je,51
levai,lever,19
sans,sans,81
répondre,répondre,14
et,et,82
j',je,51
y,y,52
entrai,entrer,19
/.,/.,P
je,je,51
m',je,51
arrêtai,arrêter,19
au,à,81
au,le,71
milieu,milieu,21
de,de,81
la,le,71
pelouse,pelouse,22
;,;,p
je,je,51
marchais,marcher,18
comme,comme,83
un,un,71
somnambule,somnambule,21
",",",",p
et,et,82
sans,sans,81
savoir,savoir,14
ce,ce,52
que,que,52
je,je,51
faisais,faire,18
/.,/.,P
tout,tout,60
à,à,81
coup,coup,21
",",",",p
je,je,51
la,le,52
vis,voir,19
paraître,paraître,14
à,à,81
la,le,71
porte,porte,22
de,de,81
l',le,71
escalier,escalier,21
;,;,p
elle,il,51
paraissait,paraître,18
incertaine,incertain,30
",",",",p
et,et,82
regardait,regarder,18
attentivement,attentivement,60
aux,à,81
aux,le,71
rayons,rayon,21
de,de,81
lune,lune,22
/.,/.,P
elle,il,51
fit,faire,19
quelques,quelque,75
pas,pas,21
vers,vers,81
moi,moi,51
;,;,p
je,je,51
m',je,51
avançai,avancer,19
/.,/.,P
je,je,51
ne,ne,60
pouvais,pouvoir,18
parler,parler,14
;,;,p
je,je,51
tombai,tomber,19
à,à,81
genoux,genou,21
devant,devant,81
elle,il,51
et,et,82
saisis,saisir,19
sa,son,73
main,main,22
/.,/.,P
-,-,p
écoutez,écouter,17
moi,moi,51
",",",",p
dit,dire,19
elle,il,51
",",",",p
je,je,51
le,le,52
sais,savoir,17
;,;,p
mais,mais,82
si,si,83
c',ce,52
est,être,17
à,à,81
ce,ce,74
point,point,21
",",",",p
Octave,Octave,20
",",",",p
il,il,51
faut,falloir,17
partir,partir,14
/.,/.,P
vous,vous,51
venez,venir,17
ici,ici,60
tous,tout,75
les,le,71
jours,jour,21
",",",",p
n',ne,60
êtes,être,17
vous,vous,51
pas,pas,60
le,le,71
bienvenu,bienvenu,30
/?,/?,P
n',ne,60
est,être,17
ce,ce,52
pas,pas,60
assez,assez,60
?,?,p
que,que,52
puis,pouvoir,17
je,je,51
pour,pour,81
vous,vous,51
?,?,p
mon,mon,73
amitié,amitié,22
vous,vous,51
est,être,17
acquise,acquérir,12
;,;,p
j',je,51
aurais,avoir,16
voulu,vouloir,12
que,que,83
vous,vous,51
eussiez,avoir,18
la,le,71
force,force,22
de,de,81
me,je,51
garder,garder,14
la,le,71
vôtre,vôtre,52
plus,plus,60
longtemps,longtemps,60
/.,/.,P
<Chapitre VII>,<>,<>
madame,madame,22
Pierson,Pierson,20
",",",",p
après,après,81
avoir,avoir,14
parlé,parler,12
ainsi,ainsi,60
",",",",p
garda,garder,19
le,le,71
silence,silence,21
",",",",p
comme,comme,83
attendant,attendre,13
une,un,71
réponse,réponse,22
/.,/.,P
comme,comme,83
je,je,51
restais,rester,18
accablé,accablé,31
de,de,81
tristesse,tristesse,22
",",",",p
elle,il,51
retira,retirer,19
doucement,doucement,60
sa,son,73
main,main,22
",",",",p
recula,reculer,19
quelques,quelque,75
pas,pas,21
",",",",p
s',se,51
arrêta,arrêter,19
encore,encore,60
",",",",p
puis,puis,60
rentra,rentrer,19
lentement,lentement,60
chez,chez,81
elle,il,51
/.,/.,P
je,je,51
demeurai,demeurer,19
sur,sur,81
le,le,71
gazon,gazon,21
/.,/.,P
je,je,51
m',je,51
attendais,attendre,18
à,à,81
ce,ce,52
qu',que,52
elle,il,51
m',je,51
avait,avoir,18
dit,dire,12
;,;,p
ma,mon,73
résolution,résolution,22
fut,être,19
prise,prendre,12
aussitôt,aussitôt,60
",",",",p
et,et,82
je,je,51
me,je,51
décidai,décider,19
à,à,81
partir,partir,14
/.,/.,P
je,je,51
me,je,51
relevai,relever,19
le,le,71
coeur,coeur,21
navré,navré,31
",",",",p
mais,mais,82
ferme,ferme,30
",",",",p
et,et,82
je,je,51
fis,faire,19
le,le,71
tour,tour,21
du,de,81
du,le,71
jardin,jardin,21
/.,/.,P
je,je,51
regardai,regarder,19
la,le,71
maison,maison,22
",",",",p
la,le,71
fenêtre,fenêtre,22
de,de,81
sa,son,73
chambre,chambre,22
;,;,p
je,je,51
tirai,tirer,19
la,le,71
grille,grille,22
en,en,81
sortant,sortir,13
",",",",p
et,et,82
",",",",p
après,après,81
l',le,52
avoir,avoir,14
fermée,fermer,12
",",",",p
je,je,51
posai,poser,19
mes,mon,73
lèvres,lèvre,22
sur,sur,81
la,le,71
serrure,serrure,22
/.,/.,P
rentré,rentré,31
chez,chez,81
moi,moi,51
",",",",p
je,je,51
dis,dire,19
à,à,81
Larive,Larive,20
de,de,81
préparer,préparer,14
ce,ce,52
qu',que,52
il,il,51
fallait,falloir,18
",",",",p
et,et,82
que,que,52
je,je,51
comptais,compter,18
partir,partir,14
dès,dès,81
qu',que,83
il,il,51
ferait,faire,16
jour,jour,21
/.,/.,P
le,le,71
pauvre,pauvre,30
garçon,garçon,21
en,en,52
fut,être,19
étonné,étonner,12
;,;,p
mais,mais,82
je,je,51
lui,lui,51
fis,faire,19
signe,signe,21
d',de,81
obéir,obéir,14
et,et,82
de,de,81
ne,ne,60
pas,pas,60
questionner,questionner,14
/.,/.,P
il,il,51
apporta,apporter,19
une,un,71
grande,grand,30
malle,malle,22
",",",",p
et,et,82
nous,nous,51
commençâmes,commencer,19
à,à,81
tout,tout,52
disposer,disposer,14
/.,/.,P
il,il,51
était,être,18
cinq,cinq,72
heures,heure,22
du,de,81
du,le,71
matin,matin,21
",",",",p
et,et,82
le,le,71
jour,jour,21
commençait,commencer,18
à,à,81
paraître,paraître,14
",",",",p
lorsque,lorsque,83
je,je,51
me,je,51
demandai,demander,19
où,où,60
j',je,51
irais,aller,16
/.,/.,P
à,à,81
cette,ce,74
pensée,pensée,22
si,si,60
simple,simple,30
",",",",p
qui,qui,52
ne,ne,60
m',je,51
était,être,18
pas,pas,60
encore,encore,60
venue,venir,12
",",",",p
je,je,51
me,je,51
sentis,sentir,19
un,un,71
découragement,découragement,21
irrésistible,irrésistible,30
/.,/.,P
je,je,51
jetai,jeter,19
les,le,71
yeux,oeil,21
sur,sur,81
la,le,71
campagne,campagne,22
",",",",p
regardant,regarder,13
çà,çà,60
et,et,82
là,là,60
l',le,71
horizon,horizon,21
/.,/.,P
une,un,71
grande,grand,30
faiblesse,faiblesse,22
s',se,51
empara,emparer,19
de,de,81
moi,moi,51
;,;,p
j',je,51
étais,être,18
épuisé,épuiser,12
de,de,81
fatigue,fatigue,22
/.,/.,P
je,je,51
m',je,51
assis,asseoir,19
dans,dans,81
un,un,71
fauteuil,fauteuil,21
;,;,p
peu,peu,60
à,à,81
peu,peu,60
mes,mon,73
idées,idée,22
se,se,51
troublèrent,troubler,19
;,;,p
je,je,51
portai,porter,19
la,le,71
main,main,22
à,à,81
mon,mon,73
front,front,21
;,;,p
il,il,51
était,être,18
baigné,baigner,12
de,de,81
sueur,sueur,22
/.,/.,P
une,un,71
fièvre,fièvre,22
violente,violent,30
faisait,faire,18
trembler,trembler,14
tous,tout,75
mes,mon,73
membres,membre,21
;,;,p
je,je,51
n',ne,60
eus,avoir,19
que,que,83
la,le,71
force,force,22
de,de,81
me,je,51
traîner,traîner,14
à,à,81
mon,mon,73
lit,lit,21
avec,avec,81
l',le,71
aide,aide,22
de,de,81
Larive,Larive,20
/.,/.,P
toutes,tout,75
mes,mon,73
pensées,pensée,22
étaient,être,18
si,si,60
confuses,confus,30
que,que,83
j',je,51
avais,avoir,18
à,à,81
peine,peine,22
le,le,71
souvenir,souvenir,21
de,de,81
ce,ce,52
qui,qui,52
s',se,51
était,être,18
passé,passer,12
/.,/.,P
la,le,71
journée,journée,22
s',se,51
écoula,écouler,19
;,;,p
vers,vers,81
le,le,71
soir,soir,21
",",",",p
j',je,51
entendis,entendre,19
un,un,71
bruit,bruit,21
d',de,81
instruments,instrument,21
/.,/.,P
c',ce,52
était,être,18
le,le,71
bal,bal,21
du,de,81
du,le,71
dimanche,dimanche,21
",",",",p
et,et,82
je,je,51
dis,dire,19
à,à,81
Larive,Larive,20
d',de,81
y,y,52
aller,aller,14
",",",",p
et,et,82
de,de,81
voir,voir,14
si,si,83
madame,madame,22
Pierson,Pierson,20
y,y,52
était,être,18
/.,/.,P
il,il,51
ne,ne,60
l',le,52
y,y,52
trouva,trouver,19
point,point,60
;,;,p
je,je,51
l',le,52
envoyai,envoyer,19
chez,chez,81
elle,il,51
/.,/.,P
les,le,71
fenêtres,fenêtre,22
étaient,être,18
fermées,fermer,12
;,;,p
la,le,71
servante,servante,22
lui,lui,51
dit,dire,19
que,que,83
sa,son,73
maîtresse,maîtresse,22
était,être,18
partie,partir,12
avec,avec,81
sa,son,73
tante,tante,22
",",",",p
et,et,82
qu',que,52
elles,ils,51
devaient,devoir,18
passer,passer,14
quelques,quelque,75
jours,jour,21
chez,chez,81
un,un,71
parent,parent,21
qui,qui,52
demeurait,demeurer,18
à,à,81
N,N,20
",",",",p
petite,petit,30
ville,ville,22
assez,assez,60
éloignée,éloigné,31
/.,/.,P
en,en,81
même,même,75
temps,temps,21
",",",",p
il,il,51
m',je,51
apporta,apporter,19
une,un,71
lettre,lettre,22
qu',que,52
on,on,51
lui,lui,51
avait,avoir,18
remise,remettre,12
/.,/.,P
elle,il,51
était,être,18
conçue,concevoir,12
en,en,81
ces,ce,74
termes,terme,21
:,:,p
“,“,p
il,il,51
y,y,52
a,avoir,17
trois,trois,72
mois,mois,21
que,que,83
je,je,51
vous,vous,51
vois,voir,17
",",",",p
et,et,82
un,un,71
mois,mois,21
que,que,83
je,je,51
me,je,51
suis,être,17
aperçue,apercevoir,12
que,que,83
vous,vous,51
preniez,prendre,17
pour,pour,81
moi,moi,51
ce,ce,52
qu',que,52
à,à,81
votre,votre,73
âge,âge,21
on,on,51
appelle,appeler,17
de,de,81
l',le,71
amour,amour,21
/.,/.,P
j',je,51
avais,avoir,18
cru,croire,12
remarquer,remarquer,14
en,en,81
vous,vous,51
la,le,71
résolution,résolution,22
de,de,81
me,je,51
le,le,52
cacher,cacher,14
et,et,82
de,de,81
vous,vous,51
vaincre,vaincre,14
/.,/.,P
j',je,51
avais,avoir,18
de,de,81
l',le,71
estime,estime,22
pour,pour,81
vous,vous,51
;,;,p
cela,cela,52
m',je,51
en,en,52
a,avoir,17
donné,donner,12
davantage,davantage,60
/.,/.,P
je,je,51
n',ne,60
ai,avoir,17
aucun,aucun,75
reproche,reproche,21
à,à,81
vous,vous,51
faire,faire,14
sur,sur,81
ce,ce,52
qui,qui,52
s',se,51
est,être,17
passé,passer,12
",",",",p
ni,ni,82
de,de,81
ce,ce,52
que,que,52
la,le,71
volonté,volonté,22
vous,vous,51
a,avoir,17
manqué,manquer,12
/.,/.,P
“,“,p
ce,ce,52
que,que,52
vous,vous,51
croyez,croire,17
de,de,81
l',le,71
amour,amour,21
n',ne,60
est,être,17
que,que,83
du,de,81
du,le,71
désir,désir,21
/.,/.,P
je,je,51
sais,savoir,17
que,que,83
bien,bien,60
des,de,81
des,le,71
femmes,femme,22
cherchent,chercher,17
à,à,81
l',le,52
inspirer,inspirer,14
;,;,p
il,il,51
pourrait,pouvoir,16
y,y,52
avoir,avoir,14
un,un,71
orgueil,orgueil,21
mieux,mieux,60
placé,placé,31
en,en,81
elles,ils,51
",",",",p
de,de,81
faire,faire,14
en,en,81
sorte,sorte,22
qu',que,83
elles,ils,51
n',ne,60
en,en,52
aient,avoir,17
pas,pas,60
besoin,besoin,21
pour,pour,81
plaire,plaire,14
à,à,81
ceux,celui,52
qui,qui,52
les,le,52
approchent,approcher,17
/.,/.,P
mais,mais,82
cette,ce,74
vanité,vanité,22
même,même,30
est,être,17
dangereuse,dangereux,30
",",",",p
puisque,puisque,83
j',je,51
ai,avoir,17
eu,avoir,12
tort,tort,21
de,de,81
l',le,52
avoir,avoir,14
avec,avec,81
vous,vous,51
/.,/.,P
“,“,p
je,je,51
suis,être,17
plus,plus,60
vieille,vieux,30
que,que,83
vous,vous,51
de,de,81
quelques,quelque,75
années,année,22
",",",",p
et,et,82
je,je,51
vous,vous,51
demande,demander,17
de,de,81
ne,ne,60
plus,plus,60
me,je,51
revoir,revoir,14
/.,/.,P
ce,ce,52
serait,être,16
en,en,81
vain,vain,30
que,que,83
vous,vous,51
tenteriez,tenter,16
d',de,81
oublier,oublier,14
un,un,71
moment,moment,21
de,de,81
faiblesse,faiblesse,22
;,;,p
ce,ce,52
qui,qui,52
s',se,51
est,être,17
passé,passer,12
entre,entre,81
nous,nous,51
ne,ne,60
peut,pouvoir,17
ni,ni,82
être,être,14
une,un,71
seconde,second,72
fois,fois,22
ni,ni,82
s',se,51
oublier,oublier,14
tout,tout,60
à,à,81
fait,fait,21
/.,/.,P
“,“,p
je,je,51
ne,ne,60
vous,vous,51
quitte,quitter,17
pas,pas,60
sans,sans,81
tristesse,tristesse,22
;,;,p
je,je,51
fais,faire,17
une,un,71
absence,absence,22
de,de,81
quelques,quelque,75
jours,jour,21
;,;,p
si,si,83
",",",",p
en,en,81
revenant,revenir,13
",",",",p
je,je,51
ne,ne,60
vous,vous,51
trouve,trouver,17
plus,plus,60
au,à,81
au,le,71
pays,pays,21
",",",",p
je,je,51
serai,être,16
sensible,sensible,30
à,à,81
cette,ce,74
dernière,dernier,30
marque,marque,22
de,de,81
l',le,71
amitié,amitié,22
et,et,82
de,de,81
l',le,71
estime,estime,22
que,que,52
vous,vous,51
m',je,51
avez,avoir,17
témoignées,témoigner,12
/.,/.,P
“,“,p
Brigitte,Brigitte,20
Pierson,Pierson,20
/.,/.,P
“,“,p
<Chapitre VIII>,<>,<>
la,le,71
fièvre,fièvre,22
me,je,51
retint,retenir,19
une,un,71
semaine,semaine,22
au,à,81
au,le,71
lit,lit,21
/.,/.,P
dès,dès,81
que,que,83
je,je,51
fus,être,19
en,en,81
état,état,21
d',de,81
écrire,écrire,14
",",",",p
je,je,51
répondis,répondre,19
à,à,81
madame,madame,22
Pierson,Pierson,20
qu',que,83
elle,il,51
serait,être,16
obéie,obéir,12
et,et,82
que,que,83
j',je,51
allais,aller,18
partir,partir,14
/.,/.,P
je,je,51
l',le,52
écrivis,écrire,19
de,de,81
bonne,bon,30
foi,foi,22
",",",",p
et,et,82
sans,sans,81
aucun,aucun,75
dessein,dessein,21
de,de,81
la,le,52
tromper,tromper,14
;,;,p
mais,mais,82
je,je,51
fus,être,19
bien,bien,60
loin,loin,60
de,de,81
tenir,tenir,14
ma,mon,73
promesse,promesse,22
/.,/.,P
à,à,81
peine,peine,22
avais,avoir,18
je,je,51
fait,faire,12
deux,deux,72
lieues,lieue,22
que,que,83
je,je,51
criai,crier,19
d',de,81
arrêter,arrêter,14
et,et,82
descendis,descendre,19
de,de,81
voiture,voiture,22
/.,/.,P
je,je,51
me,je,51
mis,mettre,19
à,à,81
me,je,51
promener,promener,14
sur,sur,81
le,le,71
chemin,chemin,21
/.,/.,P
je,je,51
ne,ne,60
pouvais,pouvoir,18
détacher,détacher,14
mes,mon,73
regards,regard,21
du,de,81
du,le,71
village,village,21
que,que,52
j',je,51
apercevais,apercevoir,18
encore,encore,60
dans,dans,81
l',le,71
éloignement,éloignement,21
/.,/.,P
enfin,enfin,60
",",",",p
après,après,81
une,un,71
irrésolution,irrésolution,22
affreuse,affreux,30
",",",",p
je,je,51
sentis,sentir,19
qu',que,83
il,il,51
m',je,51
était,être,18
impossible,impossible,30
de,de,81
continuer,continuer,14
ma,mon,73
route,route,22
",",",",p
et,et,82
",",",",p
plutôt,plutôt,60
que,que,83
de,de,81
remonter,remonter,14
en,en,81
voiture,voiture,22
",",",",p
j',je,51
aurais,avoir,16
consenti,consentir,12
à,à,81
mourir,mourir,14
sur,sur,81
la,le,71
place,place,22
/.,/.,P
je,je,51
dis,dire,17
au,à,81
au,le,71
postillon,postillon,21
de,de,81
tourner,tourner,14
",",",",p
et,et,82
",",",",p
au,à,81
au,le,71
lieu,lieu,21
d',de,81
aller,aller,14
à,à,81
Paris,Paris,20
",",",",p
comme,comme,83
je,je,51
l',le,52
avais,avoir,18
annoncé,annoncer,12
",",",",p
je,je,51
m',je,51
en,en,52
fus,être,19
droit,droit,30
à,à,81
N,N,20
",",",",p
où,où,60
était,être,18
madame,madame,22
Pierson,Pierson,20
/.,/.,P
j',je,51
y,y,52
arrivai,arriver,19
à,à,81
dix,dix,72
heures,heure,22
du,de,81
du,le,71
soir,soir,21
/.,/.,P
à,à,81
peine,peine,22
descendu,descendu,31
à,à,81
l',le,71
auberge,auberge,22
",",",",p
je,je,51
me,je,51
fis,faire,19
indiquer,indiquer,14
par,par,81
un,un,71
garçon,garçon,21
la,le,71
maison,maison,22
de,de,81
son,son,73
parent,parent,21
",",",",p
et,et,82
",",",",p
sans,sans,81
réfléchir,réfléchir,14
à,à,81
ce,ce,52
que,que,52
je,je,51
faisais,faire,18
",",",",p
je,je,51
m',je,51
y,y,52
rendis,rendre,19
sur-le-champ,sur-le-champ,60
/.,/.,P
une,un,71
servante,servante,22
vint,venir,19
m',je,51
ouvrir,ouvrir,14
;,;,p
je,je,51
lui,lui,51
demandai,demander,19
",",",",p
si,si,83
madame,madame,22
Pierson,Pierson,20
y,y,52
était,être,18
",",",",p
d',de,81
aller,aller,14
la,le,52
prévenir,prévenir,14
qu',que,83
on,on,51
voulait,vouloir,18
lui,lui,51
parler,parler,14
de,de,81
la,le,71
part,part,22
de,de,81
monsieur,monsieur,21
Desprez,Desprez,20
/.,/.,P
c',ce,52
était,être,18
le,le,71
nom,nom,21
du,de,81
du,le,71
curé,curé,21
de,de,81
notre,notre,73
village,village,21
/.,/.,P
tandis que,tandis que,83
la,le,71
servante,servante,22
faisait,faire,18
ma,mon,73
commission,commission,22
",",",",p
j',je,51
étais,être,18
resté,rester,12
dans,dans,81
une,un,71
petite,petit,30
cour,cour,22
assez,assez,60
sombre,sombre,30
;,;,p
comme,comme,83
il,il,51
pleuvait,pleuvoir,18
",",",",p
j',je,51
avançai,avancer,19
jusqu',jusque,81
à,à,81
un,un,71
péristyle,péristyle,21
au,à,81
au,le,71
bas,bas,21
de,de,81
l',le,71
escalier,escalier,21
",",",",p
qui,qui,52
n',ne,60
était,être,18
pas,pas,60
éclairé,éclairer,12
/.,/.,P
madame,madame,22
Pierson,Pierson,20
arriva,arriver,19
bientôt,bientôt,60
",",",",p
précédant,précéder,13
la,le,71
servante,servante,22
;,;,p
elle,il,51
descendit,descendre,19
vite,vite,60
",",",",p
et,et,82
ne,ne,60
me,je,51
vit,voir,19
pas,pas,60
dans,dans,81
l',le,71
obscurité,obscurité,22
;,;,p
je,je,51
fis,faire,19
un,un,71
pas,pas,21
vers,vers,81
elle,il,51
et,et,82
lui,lui,51
touchai,toucher,19
le,le,71
bras,bras,21
/.,/.,P
elle,il,51
se,se,51
rejeta,rejeter,19
en,en,81
arrière,arrière,21
avec,avec,81
terreur,terreur,22
",",",",p
et,et,82
s',se,51
écria,écrier,19
:,:,p
-,-,p
que,que,52
me,je,51
voulez,vouloir,17
vous,vous,51
/?,/?,P
le,le,71
son,son,21
de,de,81
sa,son,73
voix,voix,22
était,être,18
si,si,60
tremblant,tremblant,30
",",",",p
et,et,82
",",",",p
lorsque,lorsque,83
la,le,71
servante,servante,22
parut,paraître,19
avec,avec,81
sa,son,73
lumière,lumière,22
",",",",p
je,je,51
la,le,52
vis,voir,19
si,si,60
pâle,pâle,30
que,que,83
je,je,51
ne,ne,60
sus,savoir,19
que,que,83
penser,penser,14
/.,/.,P
était,être,18
il,il,51
possible,possible,30
que,que,52
ma,mon,73
présence,présence,22
inattendue,inattendu,30
l',le,52
eût,avoir,19
troublée,troubler,12
à,à,81
ce,ce,74
point,point,21
/?,/?,P
cette,ce,74
réflexion,réflexion,22
me,je,51
traversa,traverser,19
l',le,71
esprit,esprit,21
;,;,p
mais,mais,82
je,je,51
me,je,51
dis,dire,19
que,que,83
ce,ce,52
n',ne,60
était,être,18
sans,sans,81
doute,doute,21
qu',que,83
un,un,71
mouvement,mouvement,21
de,de,81
frayeur,frayeur,22
naturel,naturel,30
à,à,81
une,un,71
femme,femme,22
qui,qui,52
se,se,51
sent,sentir,17
tout,tout,60
à,à,81
coup,coup,21
saisie,saisi,31
/.,/.,P
cependant,cependant,82
",",",",p
d',de,81
une,un,71
voix,voix,22
plus,plus,60
calme,calme,30
",",",",p
elle,il,51
répéta,répéter,19
sa,son,73
question,question,22
/.,/.,P
-,-,p
il,il,51
faut,falloir,17
",",",",p
lui,lui,51
dis,dire,17
je,je,51
",",",",p
que,que,83
vous,vous,51
m',je,51
accordiez,accorder,17
de,de,81
vous,vous,51
voir,voir,14
encore,encore,60
une,un,71
fois,fois,22
/.,/.,P
je,je,51
partirai,partir,15
",",",",p
je,je,51
quitte,quitter,17
le,le,71
pays,pays,21
;,;,p
vous,vous,51
serez,être,15
obéie,obéir,12
",",",",p
je,je,51
vous,vous,51
le,le,52
jure,jurer,17
",",",",p
et,et,82
au-delà,au-delà,60
de,de,81
vos,votre,73
souhaits,souhait,21
",",",",p
car,car,82
je,je,51
vendrai,vendre,15
la,le,71
maison,maison,22
de,de,81
mon,mon,73
père,père,21
",",",",p
aussi,aussi,60
bien,bien,60
que,que,83
le,le,71
reste,reste,21
",",",",p
et,et,82
passerai,passer,15
à,à,81
l',le,71
étranger,étranger,21
/.,/.,P
mais,mais,82
ce,ce,52
n',ne,60
est,être,17
qu',que,83
à,à,81
cette,ce,74
condition,condition,22
que,que,52
je,je,51
vous,vous,51
verrai,voir,15
encore,encore,60
une,un,71
fois,fois,22
;,;,p
sinon,sinon,83
",",",",p
je,je,51
reste,rester,17
;,;,p
ne,ne,60
craignez,craindre,17
rien,rien,52
de,de,81
moi,moi,51
",",",",p
mais,mais,82
j',je,51
y,y,52
suis,être,17
résolu,résoudre,12
/.,/.,P
elle,il,51
fronça,froncer,19
le,le,71
sourcil,sourcil,21
et,et,82
jeta,jeter,19
de,de,81
côté,côté,21
et,et,82
d',de,81
autre,autre,52
un,un,71
regard,regard,21
étrange,étrange,30
;,;,p
puis,puis,60
elle,il,51
me,je,51
répondit,répondre,19
d',de,81
un,un,71
air,air,21
presque,presque,60
gracieux,gracieux,30
:,:,p
-,-,p
venez,venir,17
demain,demain,60
dans,dans,81
la,le,71
journée,journée,22
;,;,p
je,je,51
vous,vous,51
recevrai,recevoir,15
/.,/.,P
elle,il,51
partit,partir,19
là-dessus,là-dessus,60
/.,/.,P
le,le,71
lendemain,lendemain,21
",",",",p
j',je,51
y,y,52
allai,aller,18
à,à,81
midi,midi,21
/.,/.,P
on,on,51
m',je,51
introduisit,introduire,19
dans,dans,81
une,un,71
chambre,chambre,22
à,à,81
vieilles,vieux,30
tapisseries,tapisserie,22
et,et,82
à,à,81
meubles,meuble,21
antiques,antique,30
/.,/.,P
je,je,51
la,le,52
trouvai,trouver,19
seule,seul,30
",",",",p
assise,assis,31
sur,sur,81
un,un,71
sofa,sofa,21
/.,/.,P
je,je,51
m',je,51
assis,asseoir,19
en,en,81
face,face,22
d',de,81
elle,il,51
/.,/.,P
-,-,p
madame,madame,22
",",",",p
lui,lui,51
dis,dire,19
je,je,51
",",",",p
je,je,51
ne,ne,60
viens,venir,17
ni,ni,82
vous,vous,51
parler,parler,14
de,de,81
ce,ce,52
que,que,52
je,je,51
souffre,souffrir,17
",",",",p
ni,ni,82
renier,renier,14
l',le,71
amour,amour,21
que,que,52
j',je,51
ai,avoir,17
pour,pour,81
vous,vous,51
/.,/.,P
vous,vous,51
m',je,51
avez,avoir,17
écrit,écrire,12
que,que,83
ce,ce,52
qui,qui,52
s',se,51
était,être,18
passé,passer,12
entre,entre,81
nous,nous,51
ne,ne,60
pouvait,pouvoir,18
s',se,51
oublier,oublier,14
",",",",p
et,et,82
c',ce,52
est,être,17
vrai,vrai,30
/.,/.,P
mais,mais,82
vous,vous,51
me,je,51
dites,dire,17
qu',que,83
à,à,81
cause,cause,22
de,de,81
cela,cela,52
nous,nous,51
ne,ne,60
pouvons,pouvoir,17
plus,plus,60
nous,nous,51
revoir,revoir,14
sur,sur,81
le,le,71
même,même,75
pied,pied,21
qu',que,83
auparavant,auparavant,60
",",",",p
et,et,82
vous,vous,51
vous,vous,51
trompez,tromper,17
/.,/.,P
je,je,51
vous,vous,51
aime,aimer,17
",",",",p
mais,mais,82
je,je,51
ne,ne,60
vous,vous,51
ai,avoir,17
point,point,60
offensée,offenser,12
;,;,p
rien,rien,52
n',ne,60
est,être,17
changé,changer,12
pour,pour,81
ce,ce,52
qui,qui,52
vous,vous,51
regarde,regarder,17
",",",",p
puisque,puisque,83
vous,vous,51
ne,ne,60
m',je,51
aimez,aimer,17
pas,pas,60
/.,/.,P
si,si,83
je,je,51
vous,vous,51
revois,revoir,17
",",",",p
c',ce,52
est,être,17
donc,donc,82
uniquement,uniquement,60
de,de,81
moi,moi,51
qu',que,83
il,il,51
faut,falloir,17
qu',que,83
on,on,51
vous,vous,51
réponde,répondre,17
",",",",p
et,et,82
ce,ce,52
qui,qui,52
vous,vous,51
en,en,52
répond,répondre,17
",",",",p
c',ce,52
est,être,17
précisément,précisément,60
mon,mon,73
amour,amour,21
/.,/.,P
elle,il,51
voulut,vouloir,19
m',je,51
interrompre,interrompre,14
/.,/.,P
-,-,p
permettez,permettre,17
moi,moi,51
",",",",p
de,de,81
grâce,grâce,22
",",",",p
d',de,81
achever,achever,14
/.,/.,P
personne,personne,52
mieux,mieux,60
que,que,83
moi,moi,51
ne,ne,60
sait,savoir,17
que,que,83
",",",",p
malgré,malgré,81
tout,tout,75
le,le,71
respect,respect,21
que,que,52
je,je,51
vous,vous,51
porte,porter,17
",",",",p
et,et,82
en,en,81
dépit,dépit,21
de,de,81
toutes,tout,75
les,le,71
protestations,protestation,22
par,par,81
lesquelles,lequel,52
je,je,51
pourrais,pouvoir,16
me,je,51
lier,lier,14
",",",",p
l',le,71
amour,amour,21
est,être,17
le,le,71
plus,plus,60
fort,fort,30
/.,/.,P
je,je,51
vous,vous,51
répète,répéter,17
que,que,83
je,je,51
ne,ne,60
viens,venir,17
pas,pas,60
renier,renier,14
ce,ce,52
que,que,52
j',je,51
ai,avoir,17
dans,dans,81
le,le,71
coeur,coeur,21
/.,/.,P
