11073
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quarante-deuxième extrait>,<>,<>
arrêter,arrêter,14
au,à,81
au,le,71
bord,bord,21
de,de,81
mon,mon,73
autre,autre,75
vie,vie,22
!,!,p
/…,/…,P
oh,oh,93
!,!,p
alors,alors,60
",",",",p
ce,ce,52
sera,être,15
signe,signe,21
que,que,83
vous,vous,51
ne,ne,60
voulez,vouloir,17
pas,pas,60
de,de,81
moi,moi,51
",",",",p
et,et,82
que,que,83
je,je,51
dois,devoir,17
retourner,retourner,14
avec,avec,81
lui,lui,51
pour,pour,81
l',le,52
aimer,aimer,14
le,le,71
reste,reste,21
de,de,81
mes,mon,73
jours,jour,21
/!,/!,P
“,“,p
faites,faire,17
que,que,83
ce,ce,52
soit,être,17
lui,lui,51
!,!,p
ai,avoir,17
je,je,51
ajouté,ajouter,12
/.,/.,P
faites,faire,17
ce,ce,74
miracle,miracle,21
de,de,81
plus,plus,60
",",",",p
si,si,83
c',ce,52
est,être,17
votre,votre,73
dessein,dessein,21
et,et,82
celui,celui,52
de,de,81
dieu,dieu,21
/!,/!,P
pour,pour,81
l',le,52
obtenir,obtenir,14
je,je,51
vous,vous,51
fais,faire,17
un,un,71
don,don,21
",",",",p
le,le,71
seul,seul,30
que,que,52
je,je,51
puisse,pouvoir,17
faire,faire,14
",",",",p
moi,moi,51
qui,qui,52
n',ne,60
ai,avoir,17
rien,rien,52
/.,/.,P
voici,voici,81
mes,mon,73
cheveux,cheveu,21
",",",",p
mes,mon,73
pauvres,pauvre,30
et,et,82
longs,long,30
cheveux,cheveu,21
qu',que,52
il,il,51
aime,aimer,17
et,et,82
qu',que,52
il,il,51
dénoua,dénouer,19
si,si,60
souvent,souvent,60
en,en,81
riant,rire,13
pour,pour,81
les,le,52
voir,voir,14
flotter,flotter,14
au,à,81
au,le,71
vent,vent,21
sur,sur,81
mes,mon,73
épaules,épaule,22
/.,/.,P
prenez,prendre,17
les,le,52
",",",",p
je,je,51
vous,vous,51
les,le,52
donne,donner,17
",",",",p
je,je,51
vais,aller,17
les,le,52
couper,couper,14
moi-même,moi-même,51
pour,pour,81
vous,vous,51
prouver,prouver,14
que,que,83
je,je,51
ne,ne,60
me,je,51
réserve,réserver,17
rien,rien,52
",",",",p
et,et,82
que,que,83
ma,mon,73
tête,tête,22
subit,subir,17
d',de,81
avance,avance,22
le,le,71
ciseau,ciseau,21
qui,qui,52
les,le,52
couperait,couper,16
demain,demain,60
en,en,81
me,je,51
séparant,séparer,13
du,de,81
du,le,71
monde,monde,21
/.,/.,P
“,“,p
à,à,81
ces,ce,74
mots,mot,21
",",",",p
elle,il,51
écarta,écarter,19
",",",",p
de,de,81
la,le,71
main,main,22
gauche,gauche,30
le,le,71
mouchoir,mouchoir,21
de,de,81
soie,soie,22
qui,qui,52
lui,lui,51
couvrait,couvrir,18
la,le,71
tête,tête,22
",",",",p
et,et,82
prenant,prendre,13
de,de,81
l',le,71
autre,autre,52
le,le,71
long,long,30
écheveau,écheveau,21
de,de,81
ses,son,73
cheveux,cheveu,21
coupés,coupé,31
et,et,82
couchés,couché,31
à,à,81
côté,côté,21
d',de,81
elle,il,51
sur,sur,81
le,le,71
lit,lit,21
de,de,81
feuilles,feuille,22
",",",",p
elle,il,51
me,je,51
les,le,52
montra,montrer,19
en,en,81
les,le,52
déroulant,dérouler,13
/.,/.,P
“,“,p
la,le,71
Madone,Madone,20
a,avoir,17
fait,faire,12
le,le,71
miracle,miracle,21
!,!,p
“,“,p
reprit,reprendre,19
elle,il,51
avec,avec,81
une,un,71
voix,voix,22
plus,plus,60
forte,fort,30
et,et,82
avec,avec,81
un,un,71
accent,accent,21
intime,intime,30
de,de,81
joie,joie,22
/.,/.,P
“,“,p
elle,il,51
t',tu,51
a,avoir,17
envoyé,envoyer,12
/!,/!,P
j',je,51
irai,aller,15
où,où,60
tu,tu,51
voudras,vouloir,15
/.,/.,P
mes,mon,73
cheveux,cheveu,21
sont,être,17
à,à,81
elle,il,51
/.,/.,P
ma,mon,73
vie,vie,22
est,être,17
à,à,81
toi,toi,51
/!,/!,P
“,“,p
je,je,51
me,je,51
précipitai,précipiter,19
sur,sur,81
les,le,71
tresses,tresse,22
coupées,coupé,31
de,de,81
ses,son,73
beaux,beau,30
cheveux,cheveu,21
noirs,noir,30
",",",",p
qui,qui,52
me,je,51
restèrent,rester,19
dans,dans,81
les,le,71
mains,main,22
comme,comme,83
une,un,71
branche,branche,22
morte,mort,31
détachée,détaché,31
de,de,81
l',le,71
arbre,arbre,21
/.,/.,P
je,je,51
les,le,52
couvris,couvrir,19
de,de,81
baisers,baiser,21
muets,muet,30
",",",",p
je,je,51
les,le,52
pressai,presser,19
contre,contre,81
mon,mon,73
coeur,coeur,21
",",",",p
je,je,51
les,le,52
arrosai,arroser,19
de,de,81
larmes,larme,22
comme,comme,83
si,si,83
c',ce,52
eût,avoir,19
été,être,12
une,un,71
partie,partie,22
d',de,81
elle-même,lui-même,51
que,que,52
j',je,51
ensevelissais,ensevelir,18
morte,mort,31
dans,dans,81
la,le,71
terre,terre,22
/.,/.,P
puis,puis,60
",",",",p
reportant,reporter,13
les,le,71
yeux,oeil,21
sur,sur,81
elle,il,51
",",",",p
je,je,51
vis,voir,19
sa,son,73
charmante,charmant,30
tête,tête,22
qu',que,52
elle,il,51
relevait,relever,18
toute,tout,60
dépouillée,dépouillé,31
",",",",p
mais,mais,82
comme,comme,83
parée,paré,31
et,et,82
embellie,embelli,31
de,de,81
son,son,73
sacrifice,sacrifice,21
",",",",p
resplendir,resplendir,14
de,de,81
joie,joie,22
et,et,82
d',de,81
amour,amour,21
au,à,81
au,le,71
milieu,milieu,21
des,de,81
des,le,71
tronçons,tronçon,21
noirs,noir,30
et,et,82
inégaux,inégal,30
de,de,81
ses,son,73
cheveux,cheveu,21
déchirés,déchiré,31
plutôt,plutôt,60
que,que,83
coupés,coupé,31
par,par,81
les,le,71
ciseaux,ciseau,21
/.,/.,P
elle,il,51
m',je,51
apparut,apparaître,19
comme,comme,83
la,le,71
statue,statue,22
mutilée,mutilé,31
de,de,81
la,le,71
jeunesse,jeunesse,22
dont,dont,52
les,le,71
mutilations,mutilation,22
mêmes,même,30
du,de,81
du,le,71
temps,temps,21
relèvent,relever,17
la,le,71
grâce,grâce,22
et,et,82
la,le,71
beauté,beauté,22
en,en,81
ajoutant,ajouter,13
l',le,71
attendrissement,attendrissement,21
à,à,81
l',le,71
admiration,admiration,22
/.,/.,P
cette,ce,74
profanation,profanation,22
d',de,81
elle-même,lui-même,51
",",",",p
ce,ce,74
suicide,suicide,21
de,de,81
sa,son,73
beauté,beauté,22
pour,pour,81
l',le,71
amour,amour,21
de,de,81
moi,moi,51
",",",",p
me,je,51
portèrent,porter,19
au,à,81
au,le,71
coeur,coeur,21
un,un,71
coup,coup,21
dont,dont,52
le,le,71
retentissement,retentissement,21
ébranla,ébranler,19
tout,tout,75
mon,mon,73
être,être,21
et,et,82
me,je,51
précipita,précipiter,19
le,le,71
front,front,21
contre,contre,81
terre,terre,22
à,à,81
ses,son,73
pieds,pied,21
/.,/.,P
je,je,51
pressentis,pressentir,19
ce,ce,52
que,que,52
c',ce,52
était,être,18
qu',que,83
aimer,aimer,14
et,et,82
je,je,51
pris,prendre,19
ce,ce,74
pressentiment,pressentiment,21
pour,pour,81
de,de,81
l',le,71
amour,amour,21
/!,/!,P
<XXI>,<>,<>
hélas,hélas,60
!,!,p
ce,ce,52
n',ne,60
était,être,18
pas,pas,60
le,le,71
complet,complet,30
amour,amour,21
",",",",p
ce,ce,52
n',ne,60
en,en,52
était,être,18
en,en,81
moi,moi,51
que,que,83
l',le,71
ombre,ombre,22
/.,/.,P
mais,mais,82
j',je,51
étais,être,18
trop,trop,60
enfant,enfant,21
et,et,82
trop,trop,60
naïf,naïf,30
encore,encore,60
pour,pour,81
ne,ne,60
pas,pas,60
m',je,51
y,y,52
tromper,tromper,14
moi-même,moi-même,51
/.,/.,P
je,je,51
crus,croire,19
que,que,83
je,je,51
l',le,52
adorais,adorer,18
comme,comme,83
tant,tant,60
d',de,81
innocence,innocence,22
",",",",p
de,de,81
beauté,beauté,22
et,et,82
d',de,81
amour,amour,21
méritaient,mériter,18
d',de,81
être,être,14
adorés,adorer,12
d',de,81
un,un,71
amant,amant,21
/.,/.,P
je,je,51
le,le,52
lui,lui,51
dis,dire,19
avec,avec,81
cet,ce,74
accent,accent,21
sincère,sincère,30
que,que,52
donne,donner,17
l',le,71
émotion,émotion,22
et,et,82
avec,avec,81
cette,ce,74
passion,passion,22
contenue,contenu,31
que,que,52
donnent,donner,17
la,le,71
solitude,solitude,22
",",",",p
la,le,71
nuit,nuit,22
",",",",p
le,le,71
désespoir,désespoir,21
",",",",p
les,le,71
larmes,larme,22
/.,/.,P
elle,il,51
le,le,52
crut,croire,19
",",",",p
parce qu',parce que,83
elle,il,51
avait,avoir,18
besoin,besoin,21
de,de,81
le,le,52
croire,croire,14
pour,pour,81
vivre,vivre,14
et,et,82
parce qu',parce que,83
elle,il,51
avait,avoir,18
assez,assez,60
de,de,81
passion,passion,22
elle-même,lui-même,51
dans,dans,81
son,son,73
âme,âme,22
pour,pour,81
couvrir,couvrir,14
l',le,71
insuffisance,insuffisance,22
de,de,81
mille,mille,72
autres,autre,75
coeurs,coeur,21
/.,/.,P
la,le,71
nuit,nuit,22
entière,entier,30
se,se,51
passa,passer,19
ainsi,ainsi,60
dans,dans,81
l',le,71
entretien,entretien,21
confiant,confiant,30
",",",",p
mais,mais,82
naïf,naïf,30
et,et,82
pur,pur,30
",",",",p
de,de,81
deux,deux,72
êtres,être,21
qui,qui,52
se,se,51
dévoilent,dévoiler,17
innocemment,innocemment,60
leur,leur,73
tendresse,tendresse,22
et,et,82
qui,qui,52
voudraient,vouloir,16
que,que,83
la,le,71
nuit,nuit,22
et,et,82
le,le,71
silence,silence,21
fussent,être,18
éternels,éternel,30
pour,pour,81
que,que,83
rien,rien,52
d',de,81
étranger,étranger,30
à,à,81
eux,ils,51
ne,ne,60
vînt,venir,18
s',se,51
interposer,interposer,14
entre,entre,81
la,le,71
bouche,bouche,22
et,et,82
le,le,71
coeur,coeur,21
/.,/.,P
sa,son,73
piété,piété,22
et,et,82
ma,mon,73
réserve,réserve,22
timide,timide,30
",",",",p
l',le,71
attendrissement,attendrissement,21
même,même,30
de,de,81
nos,notre,73
âmes,âme,22
",",",",p
éloignaient,éloigner,18
de,de,81
nous,nous,51
tout,tout,75
autre,autre,75
danger,danger,21
/.,/.,P
le,le,71
voile,voile,21
de,de,81
nos,notre,73
larmes,larme,22
était,être,18
sur,sur,81
nous,nous,51
/.,/.,P
il,il,51
n',ne,60
y,y,52
a,avoir,17
rien,rien,52
de,de,81
si,si,60
loin,loin,60
de,de,81
la,le,71
volupté,volupté,22
que,que,83
l',le,71
attendrissement,attendrissement,21
/.,/.,P
abuser,abuser,14
d',de,81
une,un,71
pareille,pareil,30
intimité,intimité,22
",",",",p
c',ce,52
eût,avoir,19
été,être,12
profaner,profaner,14
deux,deux,72
âmes,âme,22
/.,/.,P
je,je,51
tenais,tenir,18
ses,son,73
deux,deux,72
mains,main,22
dans,dans,81
les,le,71
miennes,mien,52
/.,/.,P
je,je,51
les,le,52
sentais,sentir,18
se,se,51
ranimer,ranimer,14
à,à,81
la,le,71
vie,vie,22
/.,/.,P
j',je,51
allais,aller,18
lui,lui,51
chercher,chercher,14
de,de,81
l',le,71
eau,eau,22
fraîche,frais,30
pour,pour,81
boire,boire,14
dans,dans,81
le,le,71
creux,creux,21
de,de,81
ma,mon,73
main,main,22
ou,ou,82
pour,pour,81
essuyer,essuyer,14
son,son,73
front,front,21
et,et,82
ses,son,73
joues,joue,22
/.,/.,P
je,je,51
rallumais,rallumer,18
le,le,71
feu,feu,21
en,en,81
y,y,52
jetant,jeter,13
quelques,quelque,75
branches,branche,22
;,;,p
puis,puis,60
je,je,51
revenais,revenir,18
m',je,51
asseoir,asseoir,14
sur,sur,81
la,le,71
pierre,pierre,22
à,à,81
côté,côté,21
du,de,81
du,le,71
fagot,fagot,21
de,de,81
myrte,myrte,21
où,où,60
reposait,reposer,18
sa,son,73
tête,tête,22
pour,pour,81
entendre,entendre,14
et,et,82
pour,pour,81
entendre,entendre,14
encore,encore,60
les,le,71
confidences,confidence,22
délicieuses,délicieux,30
de,de,81
son,son,73
amour,amour,21
:,:,p
comment,comment,60
il,il,51
était,être,18
né,naître,12
en,en,81
elle,il,51
à,à,81
son,son,73
insu,insu,21
",",",",p
sous,sous,81
les,le,71
apparences,apparence,22
d',de,81
une,un,71
pure,pur,30
et,et,82
douce,doux,30
amitié,amitié,22
de,de,81
soeur,soeur,22
;,;,p
comment,comment,60
elle,il,51
s',se,51
était,être,18
d'abord,d'abord,60
alarmée,alarmer,12
",",",",p
puis,puis,60
rassurée,rassurer,12
;,;,p
à,à,81
quel,quel,75
signe,signe,21
elle,il,51
avait,avoir,18
enfin,enfin,60
reconnu,reconnaître,12
qu',que,83
elle,il,51
m',je,51
aimait,aimer,18
;,;,p
combien,combien,60
de,de,81
marques,marque,22
secrètes,secret,30
de,de,81
préférence,préférence,22
elle,il,51
m',je,51
avait,avoir,18
données,donner,12
à,à,81
mon,mon,73
insu,insu,21
;,;,p
quel,quel,75
jour,jour,21
elle,il,51
croyait,croire,18
s',se,51
être,être,14
trahie,trahir,12
;,;,p
quel,quel,75
autre,autre,52
elle,il,51
avait,avoir,18
cru,croire,12
s',se,51
apercevoir,apercevoir,14
que,que,83
je,je,51
la,le,52
payais,payer,18
de,de,81
retour,retour,21
;,;,p
les,le,71
heures,heure,22
",",",",p
les,le,71
gestes,geste,21
",",",",p
les,le,71
sourires,sourire,21
",",",",p
les,le,71
mots,mot,21
échappés,échappé,31
et,et,82
retenus,retenu,31
",",",",p
les,le,71
révélations,révélation,22
ou,ou,82
les,le,71
nuages,nuage,21
involontaires,involontaire,30
de,de,81
nos,notre,73
visages,visage,21
pendant,pendant,81
ces,ce,74
six,six,72
mois,mois,21
/.,/.,P
sa,son,73
mémoire,mémoire,22
avait,avoir,18
tout,tout,52
conservé,conserver,12
;,;,p
elle,il,51
lui,lui,51
rappelait,rappeler,18
tout,tout,52
",",",",p
comme,comme,83
l',le,71
herbe,herbe,22
des,de,81
des,le,71
montagnes,montagne,22
du,de,81
du,le,71
Midi,Midi,20
",",",",p
à,à,81
laquelle,lequel,52
le,le,71
vent,vent,21
a,avoir,17
mis,mettre,12
le,le,71
feu,feu,21
pendant,pendant,81
l',le,71
été,été,21
",",",",p
conserve,conserver,17
l',le,71
empreinte,empreinte,22
de,de,81
l',le,71
incendie,incendie,21
à,à,81
toutes,tout,75
les,le,71
places,place,22
où,où,60
la,le,71
flamme,flamme,22
a,avoir,17
passé,passer,12
/.,/.,P
<XXII>,<>,<>
elle,il,51
y,y,52
ajoutait,ajouter,18
ces,ce,74
mystérieuses,mystérieux,30
superstitions,superstition,22
du,de,81
du,le,71
sentiment,sentiment,21
qui,qui,52
donnent,donner,17
un,un,71
sens,sens,21
et,et,82
un,un,71
prix,prix,21
aux,à,81
aux,le,71
plus,plus,60
insignifiantes,insignifiant,30
circonstances,circonstance,22
/.,/.,P
elle,il,51
levait,lever,18
",",",",p
pour,pour,81
ainsi,ainsi,60
dire,dire,14
",",",",p
un,un,52
à,à,81
un,un,52
tous,tout,75
les,le,71
voiles,voile,21
de,de,81
son,son,73
âme,âme,22
devant,devant,81
moi,moi,51
/.,/.,P
elle,il,51
se,se,51
montrait,montrer,18
comme,comme,83
à,à,81
dieu,dieu,21
",",",",p
dans,dans,81
toute,tout,75
la,le,71
nudité,nudité,22
de,de,81
sa,son,73
candeur,candeur,22
de,de,81
son,son,73
enfance,enfance,22
",",",",p
de,de,81
son,son,73
abandon,abandon,21
/.,/.,P
l',le,71
âme,âme,22
n',ne,60
a,avoir,17
qu',que,83
une,un,71
fois,fois,22
dans,dans,81
la,le,71
vie,vie,22
de,de,81
ces,ce,74
moments,moment,21
où,où,60
elle,il,51
se,se,51
verse,verser,17
tout,tout,60
entière,entier,30
dans,dans,81
une,un,71
autre,autre,75
âme,âme,22
avec,avec,81
ce,ce,74
murmure,murmure,21
intarissable,intarissable,30
des,de,81
des,le,71
lèvres,lèvre,22
qui,qui,52
ne,ne,60
peuvent,pouvoir,17
suffire,suffire,14
à,à,81
son,son,73
amoureux,amoureux,30
épanchement,épanchement,21
",",",",p
et,et,82
qui,qui,52
finissent,finir,17
par,par,81
balbutier,balbutier,14
des,de,81
des,le,71
sons,son,21
inarticulés,inarticulé,30
et,et,82
confus,confus,30
comme,comme,83
des,de,81
des,le,71
baisers,baiser,21
d',de,81
enfant,enfant,21
qui,qui,52
s',se,51
endort,endormir,17
/.,/.,P
je,je,51
ne,ne,60
me,je,51
lassais,lasser,18
pas,pas,60
moi-même,moi-même,51
d',de,81
écouter,écouter,14
de,de,81
gémir,gémir,14
et,et,82
de,de,81
frissonner,frissonner,14
tour,tour,21
à,à,81
tour,tour,21
/.,/.,P
bien,bien,60
que,que,83
mon,mon,73
coeur,coeur,21
trop,trop,60
léger,léger,30
et,et,82
trop,trop,60
vert,vert,30
encore,encore,60
de,de,81
jeunesse,jeunesse,22
",",",",p
ne,ne,60
fût,être,19
ni,ni,82
assez,assez,60
mûr,mûr,30
ni,ni,82
assez,assez,60
fécond,fécond,30
pour,pour,81
produire,produire,14
de,de,81
lui-même,lui-même,51
de,de,81
si,si,60
brûlantes,brûlant,30
et,et,82
de,de,81
si,si,60
divines,divin,30
émotions,émotion,22
",",",",p
ces,ce,74
émotions,émotion,22
faisaient,faire,18
",",",",p
en,en,81
tombant,tomber,13
dans,dans,81
le,le,71
mien,mien,52
",",",",p
une,un,71
impression,impression,22
si,si,60
neuve,neuf,30
et,et,82
si,si,60
délicieuse,délicieux,30
",",",",p
qu',que,83
en,en,81
les,le,52
sentant,sentir,13
je,je,51
croyais,croire,18
les,le,52
éprouver,éprouver,14
/.,/.,P
erreur,erreur,22
!,!,p
j',je,51
étais,être,18
la,le,71
glace,glace,22
et,et,82
elle,il,51
était,être,18
le,le,71
feu,feu,21
/.,/.,P
en,en,81
le,le,52
reflétant,refléter,13
",",",",p
je,je,51
croyais,croire,18
le,le,52
produire,produire,14
/.,/.,P
n',ne,60
importe,importer,17
;,;,p
ce,ce,74
rayonnement,rayonnement,21
",",",",p
répercuté,répercuté,31
de,de,81
l',le,71
un,un,52
à,à,81
l',le,71
autre,autre,52
",",",",p
semblait,sembler,18
appartenir,appartenir,14
à,à,81
tous,tout,75
les,le,71
deux,deux,72
et,et,82
nous,nous,51
envelopper,envelopper,14
de,de,81
l',le,71
atmosphère,atmosphère,22
du,de,81
du,le,71
même,même,75
sentiment,sentiment,21
/.,/.,P
<XXIII>,<>,<>
ainsi,ainsi,60
s',se,51
écoula,écouler,19
cette,ce,74
longue,long,30
nuit,nuit,22
d',de,81
hiver,hiver,21
/.,/.,P
cette,ce,74
nuit,nuit,22
n',ne,60
eut,avoir,19
pour,pour,81
elle,il,51
et,et,82
pour,pour,81
moi,moi,51
que,que,83
la,le,71
durée,durée,22
du,de,81
du,le,71
premier,premier,72
soupir,soupir,21
qui,qui,52
dit,dire,17
qu',que,83
on,on,51
aime,aimer,17
/.,/.,P
il,il,51
nous,nous,51
sembla,sembler,19
",",",",p
quand,quand,83
le,le,71
jour,jour,21
parut,paraître,19
",",",",p
qu',que,83
il,il,51
venait,venir,18
interrompre,interrompre,14
ce,ce,74
mot,mot,21
à,à,81
peine,peine,22
commencé,commencé,31
/.,/.,P
le,le,71
soleil,soleil,21
était,être,18
cependant,cependant,82
déjà,déjà,60
haut,haut,30
sur,sur,81
l',le,71
horizon,horizon,21
quand,quand,83
ses,son,73
rayons,rayon,21
glissèrent,glisser,19
entre,entre,81
les,le,71
volets,volet,21
fermés,fermé,31
et,et,82
pâlirent,pâlir,19
la,le,71
lueur,lueur,22
de,de,81
la,le,71
lampe,lampe,22
/.,/.,P
au,à,81
au,le,71
moment,moment,21
où,où,60
j',je,51
ouvris,ouvrir,19
la,le,71
porte,porte,22
",",",",p
je,je,51
vis,voir,19
toute,tout,75
la,le,71
famille,famille,22
du,de,81
du,le,71
pêcheur,pêcheur,21
qui,qui,52
montait,monter,18
en,en,81
courant,courir,13
l',le,71
escalier,escalier,21
/.,/.,P
la,le,71
jeune,jeune,30
religieuse,religieuse,22
de,de,81
Procida,Procida,20
",",",",p
amie,amie,22
de,de,81
Graziella,Graziella,20
",",",",p
à,à,81
qui,qui,52
elle,il,51
avait,avoir,18
envoyé,envoyer,12
son,son,73
message,message,21
la,le,71
veille,veille,22
et,et,82
confié,confier,12
le,le,71
dessein,dessein,21
d',de,81
entrer,entrer,14
le,le,71
lendemain,lendemain,21
au,à,81
au,le,71
monastère,monastère,21
",",",",p
soupçonnant,soupçonner,13
quelque,quelque,75
désespoir,désespoir,21
de,de,81
coeur,coeur,21
",",",",p
avait,avoir,18
envoyé,envoyer,12
la,le,71
nuit,nuit,22
un,un,52
de,de,81
ses,son,73
frères,frère,21
à,à,81
Naples,Naples,20
pour,pour,81
avertir,avertir,14
les,le,71
parents,parent,21
de,de,81
la,le,71
résolution,résolution,22
de,de,81
Graziella,Graziella,20
/.,/.,P
informés,informé,31
ainsi,ainsi,60
de,de,81
leur,leur,73
enfant,enfant,21
retrouvée,retrouvé,31
",",",",p
ils,ils,51
arrivaient,arriver,18
en,en,81
hâte,hâte,22
",",",",p
tout,tout,60
joyeux,joyeux,30
et,et,82
tout,tout,60
repentants,repentant,30
",",",",p
pour,pour,81
l',le,52
arrêter,arrêter,14
sur,sur,81
le,le,71
bord,bord,21
de,de,81
son,son,73
désespoir,désespoir,21
et,et,82
la,le,52
ramener,ramener,14
libre,libre,30
et,et,82
pardonnée,pardonné,31
avec,avec,81
eux,ils,51
/.,/.,P
la,le,71
grand-mère,grand-mère,22
se,se,51
jeta,jeter,19
à,à,81
genoux,genou,21
près,près,81
du,de,81
du,le,71
lit,lit,21
en,en,81
poussant,pousser,13
de,de,81
ses,son,73
deux,deux,72
bras,bras,21
les,le,71
deux,deux,72
petits,petit,30
enfants,enfant,21
qu',que,52
elle,il,51
avait,avoir,18
amenés,amener,12
pour,pour,81
l',le,52
attendrir,attendrir,14
",",",",p
et,et,82
en,en,81
se,se,51
couvrant,couvrir,13
de,de,81
leurs,leur,73
corps,corps,21
comme,comme,83
d',de,81
un,un,71
bouclier,bouclier,21
contre,contre,81
les,le,71
reproches,reproche,21
de,de,81
sa,son,73
petite-fille,petite-fille,22
/.,/.,P
les,le,71
enfants,enfant,21
se,se,51
jetèrent,jeter,19
tout,tout,60
en,en,81
cris,cri,21
et,et,82
tout,tout,60
en,en,81
pleurs,pleur,21
dans,dans,81
les,le,71
bras,bras,21
de,de,81
leur,leur,73
soeur,soeur,22
/.,/.,P
en,en,81
se,se,51
levant,lever,13
pour,pour,81
les,le,52
caresser,caresser,14
et,et,82
pour,pour,81
embrasser,embrasser,14
sa,son,73
grand-mère,grand-mère,22
",",",",p
le,le,71
mouchoir,mouchoir,21
qui,qui,52
couvrait,couvrir,18
la,le,71
tête,tête,22
de,de,81
Graziella,Graziella,20
tomba,tomber,19
et,et,82
laissa,laisser,19
voir,voir,14
sa,son,73
tête,tête,22
dépouillée,dépouillé,31
de,de,81
sa,son,73
chevelure,chevelure,22
/.,/.,P
à,à,81
la,le,71
vue,vue,22
de,de,81
ces,ce,74
outrages,outrage,21
à,à,81
sa,son,73
beauté,beauté,22
dont,dont,52
ils,ils,51
comprirent,comprendre,19
trop,trop,60
le,le,71
sens,sens,21
",",",",p
ils,ils,51
frémirent,frémir,19
/.,/.,P
les,le,71
sanglots,sanglot,21
éclatèrent,éclater,19
de,de,81
nouveau,nouveau,21
dans,dans,81
la,le,71
maison,maison,22
/.,/.,P
la,le,71
religieuse,religieuse,22
qui,qui,52
venait,venir,18
d',de,81
entrer,entrer,14
calma,calmer,19
et,et,82
consola,consoler,19
tout,tout,75
le,le,71
monde,monde,21
;,;,p
elle,il,51
ramassa,ramasser,19
les,le,71
tresses,tresse,22
coupées,coupé,31
du,de,81
du,le,71
front,front,21
de,de,81
Graziella,Graziella,20
",",",",p
elle,il,51
les,le,52
fit,faire,19
toucher,toucher,14
à,à,81
l',le,71
image,image,22
de,de,81
la,le,71
Madone,Madone,20
en,en,81
les,le,52
pliant,plier,13
dans,dans,81
un,un,71
mouchoir,mouchoir,21
de,de,81
soie,soie,22
blanc,blanc,30
",",",",p
et,et,82
les,le,52
remit,remettre,19
dans,dans,81
le,le,71
tablier,tablier,21
de,de,81
la,le,71
grand-mère,grand-mère,22
/.,/.,P
“,“,p
gardez,garder,17
les,le,52
",",",",p
lui,lui,51
dit,dire,19
elle,il,51
",",",",p
pour,pour,81
les,le,52
lui,lui,51
montrer,montrer,14
de,de,81
temps,temps,21
en,en,81
temps,temps,21
",",",",p
dans,dans,81
son,son,73
bonheur,bonheur,21
ou,ou,82
dans,dans,81
ses,son,73
peines,peine,22
",",",",p
et,et,82
pour,pour,81
lui,lui,51
rappeler,rappeler,14
quand,quand,83
elle,il,51
appartiendra,appartenir,15
à,à,81
celui,celui,52
qu',que,52
elle,il,51
aime,aimer,17
",",",",p
que,que,83
les,le,71
prémices,prémices,22
de,de,81
son,son,73
coeur,coeur,21
doivent,devoir,17
appartenir,appartenir,14
toujours,toujours,60
à,à,81
dieu,dieu,21
",",",",p
comme,comme,83
les,le,71
prémices,prémices,22
de,de,81
sa,son,73
beauté,beauté,22
lui,lui,51
appartiennent,appartenir,17
dans,dans,81
cette,ce,74
chevelure,chevelure,22
/.,/.,P
“,“,p
<XXIV>,<>,<>
le,le,71
soir,soir,21
",",",",p
nous,nous,51
revînmes,revenir,19
tous,tout,52
ensemble,ensemble,60
à,à,81
Naples,Naples,20
/.,/.,P
le,le,71
zèle,zèle,21
que,que,52
j',je,51
avais,avoir,18
montré,montrer,12
pour,pour,81
retrouver,retrouver,14
et,et,82
sauver,sauver,14
Graziella,Graziella,20
dans,dans,81
cette,ce,74
circonstance,circonstance,22
avait,avoir,18
redoublé,redoubler,12
l',le,71
affection,affection,22
de,de,81
la,le,71
vieille,vieux,30
femme,femme,22
et,et,82
du,de,81
du,le,71
pêcheur,pêcheur,21
pour,pour,81
moi,moi,51
/.,/.,P
aucun,aucun,52
d',de,81
eux,ils,51
ne,ne,60
soupçonnait,soupçonner,18
la,le,71
nature,nature,22
de,de,81
mon,mon,73
intérêt,intérêt,21
pour,pour,81
elle,il,51
et,et,82
de,de,81
son,son,73
attachement,attachement,21
pour,pour,81
moi,moi,51
/.,/.,P
on,on,51
attribuait,attribuer,18
toute,tout,75
sa,son,73
répugnance,répugnance,22
à,à,81
la,le,71
difformité,difformité,22
de,de,81
Cecco,Cecco,20
/.,/.,P
on,on,51
espérait,espérer,18
vaincre,vaincre,14
cette,ce,74
répugnance,répugnance,22
par,par,81
la,le,71
raison,raison,22
et,et,82
le,le,71
temps,temps,21
/.,/.,P
on,on,51
promit,promettre,19
à,à,81
Graziella,Graziella,20
de,de,81
ne,ne,60
plus,plus,60
la,le,52
presser,presser,14
pour,pour,81
le,le,71
mariage,mariage,21
/.,/.,P
Cecco,Cecco,20
lui-même,lui-même,51
supplia,supplier,19
son,son,73
père,père,21
de,de,81
ne,ne,60
plus,plus,60
en,en,52
parler,parler,14
;,;,p
il,il,51
demandait,demander,18
",",",",p
par,par,81
son,son,73
humilité,humilité,22
",",",",p
par,par,81
son,son,73
attitude,attitude,22
et,et,82
par,par,81
ses,son,73
regards,regard,21
",",",",p
pardon,pardon,21
à,à,81
sa,son,73
cousine,cousine,22
d',de,81
avoir,avoir,14
été,être,12
l',le,71
occasion,occasion,22
de,de,81
