11681
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingt-dix-septième extrait>,<>,<>
de,de,81
plusieurs,plusieurs,75
douairières,douairière,22
ennuyeuses,ennuyeux,30
",",",",p
appelées,appelé,31
bonnes,bon,30
fortunes,fortune,22
à,à,81
l',le,71
étranger,étranger,21
",",",",p
timide,timide,30
et,et,82
peu,peu,60
formé,formé,31
",",",",p
bon,bon,30
garçon,garçon,21
",",",",p
plein,plein,30
de,de,81
confiance,confiance,22
",",",",p
incapable,incapable,30
de,de,81
dire,dire,14
du,de,81
du,le,71
mal,mal,21
des,de,81
des,le,71
gens,gens,21
qui,qui,52
lui,lui,51
faisaient,faire,18
l',le,71
honneur,honneur,21
de,de,81
l',le,52
admettre,admettre,14
chez,chez,81
eux,ils,51
",",",",p
ayant,avoir,13
trop,trop,60
de,de,81
bonne,bon,30
foi,foi,22
pour,pour,81
être,être,14
diplomate,diplomate,21
",",",",p
enfin,enfin,60
ce,ce,52
que,que,52
nous,nous,51
appelons,appeler,17
un,un,71
loyal,loyal,30
garçon,garçon,21
/.,/.,P
-,-,p
bref,bref,60
un,un,71
moutard,moutard,21
qui,qui,52
tenait,tenir,18
ses,son,73
dix,dix,72
huit,huit,72
mille,mille,72
livres,livre,22
de,de,81
rente,rente,22
à,à,81
la,le,71
disposition,disposition,22
des,de,81
des,le,71
premières,premier,72
actions,action,22
venues,venu,31
",",",",p
dit,dire,19
Couture,Couture,20
/.,/.,P
-,-,p
ce,ce,74
diable,diable,21
de,de,81
Couture,Couture,20
a,avoir,17
tellement,tellement,60
l',le,71
habitude,habitude,22
d',de,81
anticiper,anticiper,14
les,le,71
dividendes,dividende,21
",",",",p
qu',que,83
il,il,51
anticipe,anticiper,17
le,le,71
dénoûment,dénouement,21
de,de,81
mon,mon,73
histoire,histoire,22
/.,/.,P
où,où,60
en,en,52
étais,être,18
je,je,51
/?,/?,P
au,à,81
au,le,71
retour,retour,21
de,de,81
Beaudenord,Beaudenord,20
/.,/.,P
quand,quand,83
il,il,51
fut,être,19
installé,installer,12
quai,quai,21
Malaquais,Malaquais,20
",",",",p
il,il,51
arriva,arriver,19
que,que,83
mille,mille,72
francs,franc,21
au-dessus,au-dessus,60
de,de,81
ses,son,73
besoins,besoin,21
furent,être,19
insuffisants,insuffisant,30
pour,pour,81
sa,son,73
part,part,22
de,de,81
loge,loge,22
aux,à,81
aux,le,71
Italiens,Italien,20
et,et,82
à,à,81
l',le,71
Opéra,Opéra,20
/.,/.,P
quand,quand,83
il,il,51
perdait,perdre,18
vingt,vingt,72
cinq,cinq,72
ou,ou,82
trente,trente,72
louis,louis,21
au,à,81
au,le,71
jeu,jeu,21
dans,dans,81
un,un,71
pari,pari,21
",",",",p
naturellement,naturellement,60
il,il,51
payait,payer,18
;,;,p
puis,puis,60
il,il,51
les,le,52
dépensait,dépenser,18
en,en,81
cas,cas,21
de,de,81
gain,gain,21
",",",",p
ce,ce,52
qui,qui,52
nous,nous,51
arriverait,arriver,16
si,si,83
nous,nous,51
étions,être,18
assez,assez,60
bêtes,bête,30
pour,pour,81
nous,nous,51
laisser,laisser,14
prendre,prendre,14
à,à,81
parier,parier,14
/.,/.,P
Beaudenord,Beaudenord,20
",",",",p
gêné,gêné,31
dans,dans,81
ses,son,73
dix,dix,72
huit,huit,72
mille,mille,72
livres,livre,22
de,de,81
rente,rente,22
sentit,sentir,19
la,le,71
nécessité,nécessité,22
de,de,81
créer,créer,14
ce,ce,52
que,que,52
nous,nous,51
appelons,appeler,17
aujourd'hui,aujourd'hui,60
le,le,71
fond,fond,21
de,de,81
roulement,roulement,21
/.,/.,P
il,il,51
tenait,tenir,18
beaucoup,beaucoup,60
à,à,81
ne,ne,60
pas,pas,60
s',se,51
enfoncer,enfoncer,14
lui-même,lui-même,51
/.,/.,P
il,il,51
alla,aller,19
consulter,consulter,14
son,son,73
tuteur,tuteur,21
:,:,p
“,“,p
mon,mon,73
cher,cher,30
enfant,enfant,21
",",",",p
lui,lui,51
dit,dire,19
d',de,81
Aiglemont,Aiglemont,20
",",",",p
les,le,71
rentes,rente,22
arrivent,arriver,17
au,à,81
au,le,71
pair,pair,21
",",",",p
vends,vendre,17
tes,ton,73
rentes,rente,22
",",",",p
j',je,51
ai,avoir,17
vendu,vendre,12
les,le,71
miennes,mien,52
et,et,82
celles,celui,52
de,de,81
ma,mon,73
femme,femme,22
/.,/.,P
Nucingen,Nucingen,20
a,avoir,17
tous,tout,75
mes,mon,73
capitaux,capital,21
et,et,82
m',je,51
en,en,52
donne,donner,17
six,six,72
pour,pour,81
cent,cent,72
;,;,p
fais,faire,17
comme,comme,83
moi,moi,51
",",",",p
tu,tu,51
auras,avoir,15
un,un,52
pour,pour,81
cent,cent,72
de,de,81
plus,plus,60
",",",",p
et,et,82
ce,ce,74
un,un,72
pour,pour,81
cent,cent,72
te,tu,51
permettra,permettre,15
d',de,81
être,être,14
tout,tout,60
à,à,81
fait,fait,21
à,à,81
ton,ton,73
aise,aise,22
/.,/.,P
“,“,p
en,en,81
trois,trois,72
jours,jour,21
",",",",p
notre,notre,73
Godefroid,Godefroid,20
fut,être,19
à,à,81
son,son,73
aise,aise,22
/.,/.,P
ses,son,73
revenus,revenu,21
étant,être,13
dans,dans,81
un,un,71
équilibre,équilibre,21
parfait,parfait,31
avec,avec,81
son,son,73
superflu,superflu,21
",",",",p
son,son,73
bonheur,bonheur,21
matériel,matériel,30
fut,être,19
complet,complet,30
/.,/.,P
s',si,83
il,il,51
était,être,18
possible,possible,30
d',de,81
interroger,interroger,14
tous,tout,75
les,le,71
jeunes,jeune,30
gens,gens,21
de,de,81
Paris,Paris,20
d',de,81
un,un,71
seul,seul,30
regard,regard,21
",",",",p
comme,comme,83
il,il,51
paraît,paraître,17
que,que,83
la,le,71
chose,chose,22
se,se,51
fera,faire,15
lors,lors,60
du,de,81
du,le,71
jugement,jugement,21
dernier,dernier,30
pour,pour,81
les,le,71
milliards,milliard,21
de,de,81
générations,génération,22
qui,qui,52
auront,avoir,15
pataugé,patauger,12
sur,sur,81
tous,tout,75
les,le,71
globes,globe,21
",",",",p
en,en,81
gardes,garde,21
nationaux,national,30
ou,ou,82
en,en,81
sauvages,sauvage,21
",",",",p
et,et,82
de,de,81
leur,leur,52
demander,demander,14
si,si,83
le,le,71
bonheur,bonheur,21
d',de,81
un,un,71
jeune,jeune,30
homme,homme,21
de,de,81
vingt,vingt,72
six,six,72
ans,an,21
ne,ne,60
consiste,consister,17
pas,pas,60
:,:,p
à,à,81
pouvoir,pouvoir,14
sortir,sortir,14
à,à,81
cheval,cheval,21
",",",",p
en,en,81
tilbury,tilbury,21
",",",",p
ou,ou,82
en,en,81
cabriolet,cabriolet,21
avec,avec,81
un,un,71
tigre,tigre,21
gros,gros,30
comme,comme,83
le,le,71
poing,poing,21
",",",",p
frais,frais,30
et,et,82
rose,rose,30
comme,comme,83
Toby,Toby,20
",",",",p
Joby,Joby,20
",",",",p
Paddy,Paddy,20
;,;,p
à,à,81
avoir,avoir,14
",",",",p
le,le,71
soir,soir,21
",",",",p
pour,pour,81
douze,douze,72
francs,franc,21
",",",",p
un,un,71
coupé,coupé,21
de,de,81
louage,louage,21
très,très,60
convenable,convenable,30
;,;,p
à,à,81
se,se,51
montrer,montrer,14
élégamment,élégamment,60
tenu,tenu,31
suivant,suivre,13
les,le,71
lois,loi,22
vestimentales,vestimental,30
qui,qui,52
régissent,régir,17
huit,huit,72
heures,heure,22
",",",",p
midi,midi,21
",",",",p
quatre,quatre,72
heures,heure,22
et,et,82
le,le,71
soir,soir,21
;,;,p
à,à,81
être,être,14
bien,bien,60
reçu,recevoir,12
dans,dans,81
toutes,tout,75
les,le,71
ambassades,ambassade,22
",",",",p
et,et,82
y,y,52
recueillir,recueillir,14
les,le,71
fleurs,fleur,22
éphémères,éphémère,30
d',de,81
amitiés,amitié,22
cosmopolites,cosmopolite,30
et,et,82
superficielles,superficiel,30
;,;,p
à,à,81
être,être,14
d',de,81
une,un,71
beauté,beauté,22
supportable,supportable,30
",",",",p
et,et,82
à,à,81
bien,bien,60
porter,porter,14
son,son,73
nom,nom,21
",",",",p
son,son,73
habit,habit,21
et,et,82
sa,son,73
tête,tête,22
;,;,p
à,à,81
loger,loger,14
dans,dans,81
un,un,71
charmant,charmant,30
petit,petit,30
entresol,entresol,21
arrangé,arrangé,31
comme,comme,83
je,je,51
vous,vous,51
ai,avoir,17
dit,dire,12
que,que,83
l',le,52
était,être,18
l',le,71
entresol,entresol,21
du,de,81
du,le,71
quai,quai,21
Malaquais,Malaquais,20
;,;,p
à,à,81
pouvoir,pouvoir,14
inviter,inviter,14
des,de,81
des,le,71
amis,ami,21
à,à,81
vous,vous,51
accompagner,accompagner,14
au,à,81
au,le,71
rocher,rocher,21
de,de,81
Cancale,Cancale,20
sans,sans,81
avoir,avoir,14
interrogé,interroger,12
préalablement,préalablement,60
son,son,73
gousset,gousset,21
",",",",p
et,et,82
n',ne,60
être,être,14
arrêté,arrêter,12
dans,dans,81
aucun,aucun,52
de,de,81
ses,son,73
mouvements,mouvement,21
raisonnables,raisonnable,30
par,par,81
ce,ce,74
mot,mot,21
:,:,p
ah,ah,93
!,!,p
et,et,82
de,de,81
l',le,71
argent,argent,21
?,?,p
à,à,81
pouvoir,pouvoir,14
renouveler,renouveler,14
les,le,71
bouffettes,bouffette,22
roses,rose,30
qui,qui,52
embellissent,embellir,17
les,le,71
oreilles,oreille,22
de,de,81
ses,son,73
trois,trois,72
chevaux,cheval,21
pur,pur,30
sang,sang,21
",",",",p
et,et,82
à,à,81
avoir,avoir,14
toujours,toujours,60
une,un,71
coiffe,coiffe,22
neuve,neuf,30
à,à,81
son,son,73
chapeau,chapeau,21
/.,/.,P
tous,tout,52
",",",",p
nous-mêmes,nous-même,51
",",",",p
gens,gens,21
supérieurs,supérieur,30
",",",",p
tous,tout,52
répondraient,répondre,16
que,que,83
ce,ce,74
bonheur,bonheur,21
est,être,17
incomplet,incomplet,30
",",",",p
que,que,83
c',ce,52
est,être,17
la,le,71
Magdeleine,Magdeleine,20
sans,sans,81
autel,autel,21
",",",",p
qu',que,83
il,il,51
faut,falloir,17
aimer,aimer,14
et,et,82
être,être,14
aimé,aimer,12
",",",",p
ou,ou,82
aimer,aimer,14
sans,sans,81
être,être,14
aimé,aimer,12
",",",",p
ou,ou,82
être,être,14
aimé,aimer,12
sans,sans,81
aimer,aimer,14
",",",",p
ou,ou,82
pouvoir,pouvoir,14
aimer,aimer,14
à,à,81
tort,tort,21
et,et,82
à,à,81
travers,travers,21
/.,/.,P
arrivons,arriver,17
au,à,81
au,le,71
bonheur,bonheur,21
moral,moral,30
/.,/.,P
quand,quand,83
",",",",p
en,en,81
<Nombre janvier 1823>,<>,<>
janvier,janvier,21
mille,mille,72
huit,huit,72
cent,cent,72
vingt,vingt,72
trois,trois,72
<Fin nombre>,<>,<>
",",",",p
il,il,51
se,se,51
trouva,trouver,19
bien,bien,60
assis,assis,31
dans,dans,81
ses,son,73
jouissances,jouissance,22
",",",",p
après,après,81
avoir,avoir,14
pris,prendre,12
pied,pied,21
et,et,82
langue,langue,22
dans,dans,81
les,le,71
différentes,différent,30
sociétés,société,22
parisiennes,parisien,30
où,où,60
il,il,51
lui,lui,51
plut,plaire,19
d',de,81
aller,aller,14
",",",",p
il,il,51
sentit,sentir,19
la,le,71
nécessité,nécessité,22
de,de,81
se,se,51
mettre,mettre,14
à,à,81
l',le,71
abri,abri,21
d',de,81
une,un,71
ombrelle,ombrelle,22
",",",",p
d',de,81
avoir,avoir,14
à,à,81
se,se,51
plaindre,plaindre,14
d',de,81
une,un,71
femme,femme,22
comme,comme,83
il,il,51
faut,falloir,17
",",",",p
de,de,81
ne,ne,60
pas,pas,60
mâchonner,mâchonner,14
la,le,71
queue,queue,22
d',de,81
une,un,71
rose,rose,22
achetée,acheté,31
dix,dix,72
sous,sou,21
à,à,81
madame,madame,22
Prévost,Prévost,20
",",",",p
à l'instar,à l'instar,60
des,de,81
des,le,71
petits,petit,30
jeunes,jeune,30
gens,gens,21
qui,qui,52
gloussent,glousser,17
dans,dans,81
les,le,71
corridors,corridor,21
de,de,81
l',le,71
Opéra,Opéra,20
",",",",p
comme,comme,83
des,de,81
des,le,71
poulets,poulet,21
en,en,81
épinette,épinette,22
/.,/.,P
enfin,enfin,60
il,il,51
résolut,résoudre,19
de,de,81
rapporter,rapporter,14
ses,son,73
sentiments,sentiment,21
",",",",p
ses,son,73
idées,idée,22
",",",",p
ses,son,73
affections,affection,22
à,à,81
une,un,71
femme,femme,22
",",",",p
une,un,71
femme,femme,22
/!,/!,P
la,le,71
phamme,femme,22
/!,/!,P
ah,ah,93
/!,/!,P
il,il,51
conçut,concevoir,19
d'abord,d'abord,60
la,le,71
pensée,pensée,22
saugrenue,saugrenu,30
d',de,81
avoir,avoir,14
une,un,71
passion,passion,22
malheureuse,malheureux,30
",",",",p
il,il,51
tourna,tourner,19
pendant,pendant,81
quelque,quelque,75
temps,temps,21
autour,autour,60
de,de,81
sa,son,73
belle,beau,30
cousine,cousine,22
",",",",p
madame,madame,22
d',de,81
Aiglemont,Aiglemont,20
",",",",p
sans,sans,81
s',se,51
apercevoir,apercevoir,14
qu',que,83
un,un,71
diplomate,diplomate,21
avait,avoir,18
déjà,déjà,60
dansé,danser,12
la,le,71
valse,valse,22
de,de,81
Faust,Faust,20
avec,avec,81
elle,il,51
/.,/.,P
l',le,71
année,année,22
<Nombre 25>,<>,<>
vingt,vingt,72
cinq,cinq,72
<Fin nombre>,<>,<>
se,se,51
passa,passer,19
en,en,81
essais,essai,21
",",",",p
en,en,81
recherches,recherche,22
",",",",p
en,en,81
coquetteries,coquetterie,22
inutiles,inutile,30
/.,/.,P
l',le,71
objet,objet,21
aimant,aimant,30
demandé,demandé,31
ne,ne,60
se,se,51
trouva,trouver,19
pas,pas,60
/.,/.,P
les,le,71
passions,passion,22
sont,être,17
extrêmement,extrêmement,60
rares,rare,30
/.,/.,P
dans,dans,81
cette,ce,74
époque,époque,22
",",",",p
il,il,51
s',se,51
est,être,17
élevé,élever,12
tout,tout,60
autant,autant,60
de,de,81
barricades,barricade,22
dans,dans,81
les,le,71
moeurs,moeurs,22
que,que,83
dans,dans,81
les,le,71
rues,rue,22
/!,/!,P
en,en,81
vérité,vérité,22
",",",",p
mes,mon,73
frères,frère,21
",",",",p
je,je,51
vous,vous,51
le,le,52
dis,dire,17
",",",",p
l',le,71
improper,improper,92
nous,nous,51
gagne,gagner,17
/!,/!,P
comme,comme,83
on,on,51
nous,nous,51
fait,faire,17
le,le,71
reproche,reproche,21
d',de,81
aller,aller,14
sur,sur,81
les,le,71
brisées,brisée,22
des,de,81
des,le,71
peintres,peintre,21
en,en,81
portraits,portrait,21
",",",",p
des,de,81
des,le,71
commissaires-priseurs,commissaire-priseur,21
et,et,82
des,de,81
des,le,71
marchandes,marchande,22
de,de,81
modes,mode,22
",",",",p
je,je,51
ne,ne,60
vous,vous,51
ferai,faire,15
pas,pas,60
subir,subir,14
la,le,71
description,description,22
de,de,81
la,le,71
personne,personne,22
en,en,81
laquelle,lequel,52
Godefroid,Godefroid,20
reconnut,reconnaître,19
sa,son,73
femelle,femelle,22
/.,/.,P
âge,âge,21
",",",",p
dix,dix,72
neuf,neuf,72
ans,an,21
;,;,p
taille,taille,22
",",",",p
un,un,71
mètre,mètre,21
cinquante,cinquante,72
centimètres,centimètre,21
;,;,p
cheveux,cheveu,21
blonds,blond,30
",",",",p
sourcils,sourcil,21
idem,idem,92
;,;,p
yeux,oeil,21
bleus,bleu,30
",",",",p
front,front,21
moyen,moyen,30
",",",",p
nez,nez,21
courbé,courbé,31
",",",",p
bouche,bouche,22
petite,petit,30
",",",",p
menton,menton,21
court,court,30
et,et,82
relevé,relevé,31
",",",",p
visage,visage,21
ovale,ovale,30
;,;,p
signes,signe,21
particuliers,particulier,30
",",",",p
néant,néant,21
/.,/.,P
tel,tel,52
",",",",p
le,le,71
passe-port,passeport,21
de,de,81
l',le,71
objet,objet,21
aimé,aimé,31
/.,/.,P
ne,ne,60
soyez,être,17
pas,pas,60
plus,plus,60
difficiles,difficile,30
que,que,83
la,le,71
police,police,22
",",",",p
que,que,83
messieurs,monsieur,21
les,le,71
maires,maire,21
de,de,81
toutes,tout,75
les,le,71
villes,ville,22
et,et,82
communes,commune,22
de,de,81
France,France,20
",",",",p
que,que,83
les,le,71
gendarmes,gendarme,21
et,et,82
autres,autre,75
autorités,autorité,22
constituées,constitué,31
/.,/.,P
d',de,81
ailleurs,ailleurs,60
",",",",p
c',ce,52
est,être,17
le,le,71
bloc,bloc,21
de,de,81
la,le,71
Vénus,Vénus,20
de,de,81
Médicis,Médicis,20
",",",",p
parole,parole,22
d',de,81
honneur,honneur,21
/.,/.,P
la,le,71
première,premier,72
fois,fois,22
que,que,83
Godefroid,Godefroid,20
alla,aller,19
chez,chez,81
madame,madame,22
de,de,81
Nucingen,Nucingen,20
",",",",p
qui,qui,52
l',le,52
avait,avoir,18
invité,inviter,12
à,à,81
l',le,71
un,un,52
de,de,81
ces,ce,74
bals,bal,21
par,par,81
lesquels,lequel,52
elle,il,51
acquit,acquérir,19
",",",",p
à,à,81
bon,bon,30
compte,compte,21
",",",",p
une,un,71
certaine,certain,75
réputation,réputation,22
",",",",p
il,il,51
y,y,52
aperçut,apercevoir,19
",",",",p
dans,dans,81
un,un,71
quadrille,quadrille,21
",",",",p
la,le,71
personne,personne,22
à,à,81
aimer,aimer,14
et,et,82
fut,être,19
émerveillé,émerveiller,12
par,par,81
cette,ce,74
taille,taille,22
d',de,81
un,un,71
mètre,mètre,21
cinquante,cinquante,72
centimètres,centimètre,21
/.,/.,P
ces,ce,74
cheveux,cheveu,21
blonds,blond,30
ruisselaient,ruisseler,18
en,en,81
cascades,cascade,22
bouillonnantes,bouillonnant,30
sur,sur,81
une,un,71
petite,petit,30
tête,tête,22
ingénue,ingénu,30
et,et,82
fraîche,frais,30
comme,comme,83
celle,celui,52
d',de,81
une,un,71
naïade,naïade,22
qui,qui,52
aurait,avoir,16
mis,mettre,12
le,le,71
nez,nez,21
à,à,81
la,le,71
fenêtre,fenêtre,22
cristalline,cristallin,30
de,de,81
sa,son,73
source,source,22
",",",",p
pour,pour,81
voir,voir,14
les,le,71
fleurs,fleur,22
du,de,81
du,le,71
printemps,printemps,21
(,(,p
ceci,ceci,52
est,être,17
notre,notre,73
nouveau,nouveau,30
style,style,21
",",",",p
des,de,81
des,le,71
phrases,phrase,22
qui,qui,52
filent,filer,17
comme,comme,83
notre,notre,73
macaroni,macaroni,21
tout,tout,60
à,à,81
l',le,71
heure,heure,22
/.,/.,P
),),p
l',le,71
idem,idem,92
des,de,81
des,le,71
sourcils,sourcil,21
",",",",p
n',ne,60
en,en,52
déplaise,déplaire,17
à,à,81
la,le,71
préfecture,préfecture,22
de,de,81
police,police,22
",",",",p
aurait,avoir,16
pu,pouvoir,12
demander,demander,14
six,six,72
vers,vers,21
à,à,81
l',le,71
aimable,aimable,30
Parny,Parny,20
",",",",p
ce,ce,74
poète,poète,21
badin,badin,30
les,le,52
eût,avoir,19
fort,fort,60
agréablement,agréablement,60
comparés,comparer,12
à,à,81
l',le,71
arc,arc,21
de,de,81
Cupidon,Cupidon,20
",",",",p
en,en,81
faisant,faire,13
observer,observer,14
que,que,83
le,le,71
trait,trait,21
était,être,18
au-dessous,au-dessous,60
",",",",p
mais,mais,82
un,un,71
trait,trait,21
sans,sans,81
force,force,22
",",",",p
épointé,épointer,12
",",",",p
car,car,82
il,il,51
y,y,52
règne,régner,17
encore,encore,60
aujourd'hui,aujourd'hui,60
la,le,52
moutonne,moutonner,17
douceur,douceur,22
que,que,52
les,le,71
devants,devant,21
de,de,81
cheminée,cheminée,22
attribuent,attribuer,17
à,à,81
madame,madame,22
de,de,81
la,le,71
Vallière,Vallière,20
",",",",p
au,à,81
au,le,71
moment,moment,21
où,où,60
elle,il,51
signe,signer,17
sa,son,73
tendresse,tendresse,22
par-devant,par-devant,60
dieu,dieu,21
",",",",p
faute,faute,22
d',de,81
avoir,avoir,14
pu,pouvoir,12
la,le,52
signer,signer,14
par-devant,par-devant,60
notaire,notaire,21
/.,/.,P
vous,vous,51
connaissez,connaître,17
l',le,71
effet,effet,21
des,de,81
des,le,71
cheveux,cheveu,21
blonds,blond,30
et,et,82
des,de,81
des,le,71
yeux,oeil,21
bleus,bleu,30
",",",",p
combinés,combiné,31
avec,avec,81
une,un,71
danse,danse,22
molle,mou,30
",",",",p
voluptueuse,voluptueux,30
et,et,82
décente,décent,30
/?,/?,P
une,un,71
jeune,jeune,30
personne,personne,22
ne,ne,60
vous,vous,51
frappe,frapper,17
pas,pas,60
alors,alors,60
audacieusement,audacieusement,60
au,à,81
au,le,71
coeur,coeur,21
",",",",p
comme,comme,83
ces,ce,74
brunes,brune,22
qui,qui,52
par,par,81
leur,leur,73
regard,regard,21
ont,avoir,17
l',le,71
air,air,21
de,de,81
vous,vous,51
dire,dire,14
",",",",p
en,en,81
mendiant,mendier,13
espagnol,espagnol,30
:,:,p
la,le,71
bourse,bourse,22
ou,ou,82
la,le,71
vie,vie,22
!,!,p
cinq,cinq,72
francs,franc,21
",",",",p
ou,ou,82
je,je,51
te,tu,51
méprise,mépriser,17
/.,/.,P
ces,ce,74
beautés,beauté,22
insolentes,insolent,30
(,(,p
et,et,82
quelque,quelque,75
peu,peu,60
dangereuses,dangereux,30
!,!,p
),),p
peuvent,pouvoir,17
plaire,plaire,14
à,à,81
beaucoup,beaucoup,60
d',de,81
hommes,homme,21
;,;,p
mais,mais,82
",",",",p
selon,selon,81
moi,moi,51
",",",",p
la,le,71
blonde,blonde,22
qui,qui,52
a,avoir,17
le,le,71
bonheur,bonheur,21
de,de,81
paraître,paraître,14
excessivement,excessivement,60
tendre,tendre,30
et,et,82
complaisante,complaisant,30
",",",",p
sans,sans,81
perdre,perdre,14
ses,son,73
droits,droit,21
de,de,81
remontrance,remontrance,22
",",",",p
de,de,81
taquinage,taquinage,21
",",",",p
de,de,81
discours,discours,21
immodérés,immodéré,30
",",",",p
de,de,81
jalousie,jalousie,22
à,à,81
faux,faux,21
et,et,82
tout,tout,52
ce,ce,52
qui,qui,52
rend,rendre,17
la,le,71
femme,femme,22
adorable,adorable,30
",",",",p
sera,être,15
toujours,toujours,60
plus,plus,60
sûre,sûr,30
de,de,81
se,se,51
marier,marier,14
que,que,83
la,le,71
brune,brune,22
ardente,ardent,30
/.,/.,P
le,le,71
bois,bois,21
est,être,17
cher,cher,30
",",",",p
Isaure,Isaure,20
",",",",p
blanche,blanc,30
comme,comme,83
une,un,71
Alsacienne,Alsacien,20
(,(,p
elle,il,51
avait,avoir,18
vu,voir,12
le,le,71
jour,jour,21
à,à,81
Strasbourg,Strasbourg,20
et,et,82
parlait,parler,18
l',le,71
allemand,allemand,21
avec,avec,81
un,un,71
petit,petit,30
accent,accent,21
français,français,30
fort,fort,60
agréable,agréable,30
),),p
",",",",p
dansait,danser,18
à,à,81
merveille,merveille,22
ses,son,73
pieds,pied,21
",",",",p
que,que,52
l',le,71
employé,employé,21
de,de,81
la,le,71
police,police,22
n',ne,60
avait,avoir,18
pas,pas,60
mentionnés,mentionner,12
",",",",p
et,et,82
qui,qui,52
cependant,cependant,82
pouvaient,pouvoir,18
trouver,trouver,14
leur,leur,73
place,place,22
sous,sous,81
la,le,71
rubrique,rubrique,22
signes,signe,21
particuliers,particulier,30
",",",",p
étaient,être,18
remarquables,remarquable,30
par,par,81
leur,leur,73
petitesse,petitesse,22
",",",",p
par,par,81
ce,ce,74
jeu,jeu,21
particulier,particulier,30
que,que,52
les,le,71
vieux,vieux,30
maîtres,maître,21
ont,avoir,17
nommé,nommer,12
flic-flac,flic-flac,21
",",",",p
et,et,82
comparable,comparable,30
au,à,81
au,le,71
débit,débit,21
agréable,agréable,30
de,de,81
mademoiselle,mademoiselle,22
Mars,Mars,20
",",",",p
car,car,82
toutes,tout,75
les,le,71
muses,muse,22
sont,être,17
soeurs,soeur,22
",",",",p
le,le,71
danseur,danseur,21
et,et,82
le,le,71
poète,poète,21
ont,avoir,17
également,également,60
les,le,71
pieds,pied,21
sur,sur,81
terre,terre,22
/.,/.,P
les,le,71
pieds,pied,21
d',de,81
Isaure,Isaure,20
conversaient,converser,18
avec,avec,81
une,un,71
netteté,netteté,22
",",",",p
une,un,71
précision,précision,22
",",",",p
une,un,71
légèreté,légèreté,22
",",",",p
une,un,71
rapidité,rapidité,22
de,de,81
très,très,60
bon,bon,30
augure,augure,21
pour,pour,81
les,le,71
choses,chose,22
du,de,81
du,le,71
coeur,coeur,21
/.,/.,P
-,-,p
“,“,p
elle,il,51
a,avoir,17
du,de,81
du,le,71
flic-flac,flic-flac,21
!,!,p
était,être,18
le,le,71
suprême,suprême,30
éloge,éloge,21
de,de,81
Marcel,Marcel,20
",",",",p
le,le,71
seul,seul,30
maître,maître,21
de,de,81
danse,danse,22
qui,qui,52
ait,avoir,17
mérité,mériter,12
le,le,71
nom,nom,21
de,de,81
grand,grand,30
/.,/.,P
on,on,51
a,avoir,17
dit,dire,12
le,le,71
grand,grand,30
Marcel,Marcel,20
comme,comme,83
le,le,71
grand,grand,30
Frédéric,Frédéric,20
",",",",p
et,et,82
du,de,81
du,le,71
temps,temps,21
de,de,81
Frédéric,Frédéric,20
/.,/.,P
-,-,p
a,avoir,17
t,t,94
il,il,51
composé,composer,12
des,de,81
des,le,71
ballets,ballet,21
",",",",p
demanda,demander,19
Finot,Finot,20
/.,/.,P
-,-,p
oui,oui,60
",",",",p
quelque,quelque,75
chose,chose,22
comme,comme,83
les,le,71
quatre,quatre,72
éléments,élément,21
",",",",p
l',le,71
Europe,Europe,20
galante,galant,30
/.,/.,P
-,-,p
quel,quel,75
temps,temps,21
",",",",p
dit,dire,19
Finot,Finot,20
",",",",p
que,que,83
le,le,71
temps,temps,21
où,où,60
les,le,71
grands,grand,30
seigneurs,seigneur,21
habillaient,habiller,18
les,le,71
danseuses,danseuse,22
/!,/!,P
improper,improper,92
!,!,p
reprit,reprendre,19
Bixiou,Bixiou,20
/.,/.,P
Isaure,Isaure,20
ne,ne,60
s',se,51
élevait,élever,18
pas,pas,60
sur,sur,81
ses,son,73
pointes,pointe,22
",",",",p
elle,il,51
restait,rester,18
terre,terre,22
à,à,81
terre,terre,22
",",",",p
se,se,51
balançait,balancer,18
sans,sans,81
secousses,secousse,22
",",",",p
ni,ni,82
plus,plus,60
ni,ni,82
moins,moins,60
voluptueusement,voluptueusement,60
que,que,83
doit,devoir,17
se,se,51
balancer,balancer,14
une,un,71
jeune,jeune,30
personne,personne,22
/.,/.,P
Marcel,Marcel,20
disait,dire,18
avec,avec,81
une,un,71
profonde,profond,30
philosophie,philosophie,22
que,que,83
chaque,chaque,75
état,état,21
avait,avoir,18
sa,son,73
danse,danse,22
:,:,p
une,un,71
femme,femme,22
mariée,marié,31
devait,devoir,18
danser,danser,14
autrement,autrement,60
qu',que,83
une,un,71
jeune,jeune,30
personne,personne,22
",",",",p
un,un,71
robin,robin,21
autrement,autrement,60
qu',que,83
un,un,71
financier,financier,21
",",",",p
et,et,82
un,un,71
militaire,militaire,21
autrement,autrement,60
qu',que,83
un,un,71
page,page,21
;,;,p
il,il,51
allait,aller,18
même,même,60
jusqu',jusque,81
à,à,81
prétendre,prétendre,14
qu',que,83
un,un,71
fantassin,fantassin,21
devait,devoir,18
danser,danser,14
autrement,autrement,60
qu',que,83
un,un,71
cavalier,cavalier,21
;,;,p
et,et,82
",",",",p
de,de,81
là,là,60
il,il,51
partait,partir,18
pour,pour,81
analyser,analyser,14
toute,tout,75
la,le,71
société,société,22
/.,/.,P
toutes,tout,75
