<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Cinquantième extrait>,<>,<>
a,avoir,17
pas,pas,60
de,de,81
procès,procès,21
gagné,gagné,31
d',de,81
avance,avance,22
/.,/.,P
l',le,71
avis,avis,21
d',de,81
un,un,71
si,si,60
fort,fort,30
jurisconsulte,jurisconsulte,21
rendit,rendre,19
un,un,71
peu,peu,60
de,de,81
courage,courage,21
au,à,81
au,le,71
parfumeur,parfumeur,21
",",",",p
qui,qui,52
pria,prier,19
Derville,Derville,20
d',de,81
obtenir,obtenir,14
jugement,jugement,21
dans,dans,81
la,le,71
quinzaine,quinzaine,22
/.,/.,P
l',le,71
avoué,avoué,21
répondit,répondre,19
que,que,83
peut-être,peut-être,60
il,il,51
aurait,avoir,16
avant,avant,81
trois,trois,72
mois,mois,21
un,un,71
jugement,jugement,21
qui,qui,52
annulerait,annuler,16
le,le,71
contrat,contrat,21
/.,/.,P
-,-,p
dans,dans,81
trois,trois,72
mois,mois,21
!,!,p
dit,dire,19
le,le,71
parfumeur,parfumeur,21
qui,qui,52
croyait,croire,18
avoir,avoir,14
trouvé,trouver,12
des,de,81
des,le,71
ressources,ressource,22
/.,/.,P
-,-,p
mais,mais,82
",",",",p
tout,tout,60
en,en,81
obtenant,obtenir,13
une,un,71
prompte,prompt,30
mise,mise,22
au,à,81
au,le,71
rôle,rôle,21
",",",",p
nous,nous,51
ne,ne,60
pouvons,pouvoir,17
pas,pas,60
mettre,mettre,14
votre,votre,73
adversaire,adversaire,21
à,à,81
votre,votre,73
pas,pas,21
:,:,p
il,il,51
usera,user,15
des,de,81
des,le,71
délais,délai,21
de,de,81
la,le,71
procédure,procédure,22
",",",",p
les,le,71
avocats,avocat,21
ne,ne,60
sont,être,17
pas,pas,60
toujours,toujours,60
là,là,60
;,;,p
qui,qui,52
sait,savoir,17
si,si,83
votre,votre,73
partie,partie,22
adverse,adverse,30
ne,ne,60
se,se,51
laissera,laisser,15
pas,pas,60
condamner,condamner,14
par,par,81
défaut,défaut,21
/?,/?,P
on,on,51
ne,ne,60
marche,marcher,17
pas,pas,60
comme,comme,83
on,on,51
veut,vouloir,17
",",",",p
mon,mon,73
cher,cher,30
maître,maître,21
!,!,p
dit,dire,19
Derville,Derville,20
en,en,81
souriant,sourire,13
/.,/.,P
-,-,p
mais,mais,82
au,à,81
au,le,71
tribunal,tribunal,21
de,de,81
commerce,commerce,21
?,?,p
dit,dire,19
Birotteau,Birotteau,20
/.,/.,P
-,-,p
oh,oh,93
!,!,p
dit,dire,19
l',le,71
avoué,avoué,21
",",",",p
les,le,71
juges,juge,21
consulaires,consulaire,30
et,et,82
les,le,71
juges,juge,21
de,de,81
première,premier,72
instance,instance,22
sont,être,17
deux,deux,72
sortes,sorte,22
de,de,81
juges,juge,21
/.,/.,P
vous,vous,51
autres,autre,30
",",",",p
vous,vous,51
sabrez,sabrer,17
les,le,71
affaires,affaire,22
/!,/!,P
au,à,81
au,le,71
palais,palais,21
nous,nous,51
avons,avoir,17
des,de,81
des,le,71
formes,forme,22
/.,/.,P
la,le,71
forme,forme,22
est,être,17
protectrice,protecteur,30
du,de,81
du,le,71
droit,droit,21
/.,/.,P
aimeriez,aimer,16
vous,vous,51
un,un,71
jugement,jugement,21
à brûle-pourpoint,à brûle-pourpoint,60
qui,qui,52
vous,vous,51
ferait,faire,16
perdre,perdre,14
vos,votre,73
quarante,quarante,72
mille,mille,72
francs,franc,21
/?,/?,P
eh,eh,93
!,!,p
bien,bien,60
votre,votre,73
adversaire,adversaire,21
qui,qui,52
va,aller,17
voir,voir,14
cette,ce,74
somme,somme,22
compromise,compromis,31
se,se,51
défendra,défendre,15
/.,/.,P
les,le,71
délais,délai,21
sont,être,17
les,le,71
chevaux,cheval,21
de,de,81
frise,frise,22
judiciaires,judiciaire,30
/.,/.,P
-,-,p
vous,vous,51
avez,avoir,17
raison,raison,22
",",",",p
dit,dire,19
Birotteau,Birotteau,20
qui,qui,52
salua,saluer,19
Derville,Derville,20
et,et,82
sortit,sortir,19
la,le,71
mort,mort,22
dans,dans,81
le,le,71
coeur,coeur,21
/.,/.,P
-,-,p
ils,ils,51
ont,avoir,17
tous,tout,52
raison,raison,22
/.,/.,P
de,de,81
l',le,71
argent,argent,21
!,!,p
de,de,81
l',le,71
argent,argent,21
!,!,p
criait,crier,18
le,le,71
parfumeur,parfumeur,21
par,par,81
les,le,71
rues,rue,22
en,en,81
se,se,51
parlant,parler,13
à,à,81
lui-même,lui-même,51
",",",",p
comme,comme,83
font,faire,17
tous,tout,75
les,le,71
gens,gens,21
affairés,affairé,31
de,de,81
ce,ce,74
turbulent,turbulent,30
et,et,82
bouillonnant,bouillonnant,30
Paris,Paris,20
",",",",p
qu',que,52
un,un,71
poète,poète,21
moderne,moderne,30
nomme,nommer,17
une,un,71
cuve,cuve,22
/.,/.,P
en,en,81
le,le,52
voyant,voir,13
entrer,entrer,14
",",",",p
celui,celui,52
de,de,81
ses,son,73
commis,commis,21
qui,qui,52
allait,aller,18
partout,partout,60
présentant,présenter,13
les,le,71
mémoires,mémoire,21
lui,lui,51
dit,dire,19
que,que,83
",",",",p
vu,vu,81
l',le,71
approche,approche,22
du,de,81
du,le,71
jour,jour,21
de,de,81
l',le,71
an,an,21
",",",",p
chacun,chacun,52
rendait,rendre,18
l',le,71
acquit,acquit,21
de,de,81
la,le,71
facture,facture,22
et,et,82
la,le,52
gardait,garder,18
/.,/.,P
-,-,p
il,il,51
n',ne,60
y,y,52
a,avoir,17
donc,donc,82
d',de,81
argent,argent,21
nulle,nul,75
part,part,22
",",",",p
dit,dire,19
le,le,71
parfumeur,parfumeur,21
à,à,81
haute,haut,30
voix,voix,22
dans,dans,81
la,le,71
boutique,boutique,22
/.,/.,P
il,il,51
se,se,51
mordit,mordre,19
les,le,71
lèvres,lèvre,22
",",",",p
ses,son,73
commis,commis,21
avaient,avoir,18
tous,tout,52
levé,lever,12
la,le,71
tête,tête,22
vers,vers,81
lui,lui,51
/.,/.,P
cinq,cinq,72
jours,jour,21
se,se,51
passèrent,passer,19
ainsi,ainsi,60
",",",",p
cinq,cinq,72
jours,jour,21
pendant,pendant,81
lesquels,lequel,52
Braschon,Braschon,20
",",",",p
Lourdois,Lourdois,20
",",",",p
Thorein,Thorein,20
",",",",p
Grindot,Grindot,20
",",",",p
Chaffaroux,Chaffaroux,20
",",",",p
tous,tout,75
les,le,71
créanciers,créancier,21
non,non,60
réglés,réglé,31
passèrent,passer,19
par,par,81
les,le,71
phases,phase,22
caméléonesques,caméléonesque,30
que,que,52
subit,subir,19
le,le,71
créancier,créancier,21
avant,avant,81
d',de,81
arriver,arriver,14
de,de,81
l',le,71
état,état,21
paisible,paisible,30
où,où,60
le,le,52
met,mettre,17
la,le,71
confiance,confiance,22
aux,à,81
aux,le,71
couleurs,couleur,22
sanguinolentes,sanguinolent,30
de,de,81
la,le,71
Bellone,Bellone,20
commerciale,commercial,30
/.,/.,P
à,à,81
Paris,Paris,20
",",",",p
la,le,71
période,période,22
astringente,astringent,30
de,de,81
la,le,71
défiance,défiance,22
est,être,17
aussi,aussi,60
rapide,rapide,30
à,à,81
venir,venir,14
que,que,83
le,le,71
mouvement,mouvement,21
expansif,expansif,30
de,de,81
la,le,71
confiance,confiance,22
est,être,17
lent,lent,30
à,à,81
se,se,51
décider,décider,14
:,:,p
une,un,71
fois,fois,22
tombé,tombé,31
dans,dans,81
le,le,71
système,système,21
restrictif,restrictif,30
des,de,81
des,le,71
craintes,crainte,22
et,et,82
des,de,81
des,le,71
précautions,précaution,22
commerciales,commercial,30
",",",",p
le,le,71
créancier,créancier,21
arrive,arriver,17
à,à,81
des,de,81
des,le,71
lâchetés,lâcheté,22
sinistres,sinistre,30
qui,qui,52
le,le,52
mettent,mettre,17
au-dessous,au-dessous,60
du,de,81
du,le,71
débiteur,débiteur,21
/.,/.,P
d',de,81
une,un,71
politesse,politesse,22
doucereuse,doucereux,30
",",",",p
les,le,71
créanciers,créancier,21
passèrent,passer,19
au,à,81
au,le,71
rouge,rouge,21
de,de,81
l',le,71
impatience,impatience,22
",",",",p
aux,à,81
aux,le,71
pétillements,pétillement,21
sombres,sombre,30
des,de,81
des,le,71
importunités,importunité,22
",",",",p
aux,à,81
aux,le,71
éclats,éclat,21
du,de,81
du,le,71
désappointement,désappointement,21
",",",",p
au,à,81
au,le,71
froid,froid,21
bleu,bleu,30
d',de,81
un,un,71
parti pris,parti-pris,21
",",",",p
et,et,82
à,à,81
la,le,71
noire,noir,30
insolence,insolence,22
de,de,81
l',le,71
assignation,assignation,22
préparée,préparé,31
/.,/.,P
Braschon,Braschon,20
",",",",p
ce,ce,74
riche,riche,30
tapissier,tapissier,21
du,de,81
du,le,71
faubourg,faubourg,21
Saint-Antoine,Saint Antoine,20
qui,qui,52
n',ne,60
avait,avoir,18
pas,pas,60
été,être,12
invité,inviter,12
au,à,81
au,le,71
bal,bal,21
",",",",p
sonna,sonner,19
la,le,71
charge,charge,22
en,en,81
créancier,créancier,21
blessé,blessé,31
dans,dans,81
son,son,73
amour-propre,amour-propre,21
:,:,p
il,il,51
voulait,vouloir,18
être,être,14
payé,payer,12
dans,dans,81
les,le,71
vingt,vingt,72
quatre,quatre,72
heures,heure,22
;,;,p
il,il,51
exigeait,exiger,18
des,de,81
des,le,71
garanties,garantie,22
",",",",p
non,non,60
des,de,81
des,le,71
dépôts,dépôt,21
de,de,81
meubles,meuble,21
",",",",p
mais,mais,82
une,un,71
hypothèque,hypothèque,22
inscrite,inscrit,31
après,après,81
les,le,71
quarante,quarante,72
mille,mille,72
francs,franc,21
sur,sur,81
les,le,71
terrains,terrain,21
du,de,81
du,le,71
faubourg,faubourg,21
/.,/.,P
malgré,malgré,81
la,le,71
violence,violence,22
de,de,81
leurs,leur,73
réclamations,réclamation,22
",",",",p
ils,ils,51
laissèrent,laisser,19
encore,encore,60
quelques,quelque,75
intervalles,intervalle,21
de,de,81
repos,repos,21
pendant,pendant,81
lesquels,lequel,52
Birotteau,Birotteau,20
respirait,respirer,18
/.,/.,P
au,à,81
au,le,71
lieu,lieu,21
de,de,81
vaincre,vaincre,14
ces,ce,74
premiers,premier,72
tiraillements,tiraillement,21
d',de,81
une,un,71
position,position,22
difficile,difficile,30
par,par,81
une,un,71
résolution,résolution,22
forte,fort,30
",",",",p
César,César,20
usa,user,19
son,son,73
intelligence,intelligence,22
à,à,81
empêcher,empêcher,14
que,que,83
sa,son,73
femme,femme,22
",",",",p
la,le,71
seule,seul,30
personne,personne,22
qui,qui,52
pût,pouvoir,18
le,le,52
conseiller,conseiller,14
",",",",p
ne,ne,60
les,le,52
connût,connaître,18
/.,/.,P
il,il,51
faisait,faire,18
sentinelle,sentinelle,22
sur,sur,81
le,le,71
seuil,seuil,21
de,de,81
sa,son,73
porte,porte,22
",",",",p
autour,autour,60
de,de,81
sa,son,73
boutique,boutique,22
/.,/.,P
il,il,51
avait,avoir,18
mis,mettre,12
Célestin,Célestin,20
dans,dans,81
le,le,71
secret,secret,21
de,de,81
sa,son,73
gêne,gêne,22
momentanée,momentané,30
",",",",p
et,et,82
Célestin,Célestin,20
examinait,examiner,18
son,son,73
patron,patron,21
d',de,81
un,un,71
regard,regard,21
aussi,aussi,60
curieux,curieux,30
qu',que,83
étonné,étonné,31
:,:,p
à,à,81
ses,son,73
yeux,oeil,21
",",",",p
César,César,20
s',se,51
amoindrissait,amoindrir,18
",",",",p
comme,comme,83
s',se,51
amoindrissent,amoindrir,17
dans,dans,81
les,le,71
désastres,désastre,21
les,le,71
hommes,homme,21
habitués,habitué,31
au,à,81
au,le,71
succès,succès,21
et,et,82
dont,dont,52
toute,tout,75
la,le,71
force,force,22
consiste,consister,17
dans,dans,81
l',le,71
acquis,acquis,21
que,que,52
donne,donner,17
la,le,71
routine,routine,22
aux,à,81
aux,le,71
moyennes,moyen,30
intelligences,intelligence,22
/.,/.,P
sans,sans,81
avoir,avoir,14
l',le,71
énergique,énergique,30
capacité,capacité,22
nécessaire,nécessaire,30
pour,pour,81
se,se,51
défendre,défendre,14
sur,sur,81
tant,tant,60
de,de,81
points,point,21
menacés,menacé,31
à,à,81
la,le,71
fois,fois,22
",",",",p
César,César,20
eut,avoir,19
cependant,cependant,82
le,le,71
courage,courage,21
d',de,81
envisager,envisager,14
sa,son,73
position,position,22
/.,/.,P
pour,pour,81
la,le,71
fin,fin,22
du,de,81
du,le,71
mois,mois,21
de,de,81
décembre,décembre,21
et,et,82
le,le,71
quinze,quinze,72
janvier,janvier,21
",",",",p
il,il,51
lui,lui,51
fallait,falloir,18
",",",",p
tant,tant,60
pour,pour,81
sa,son,73
maison,maison,22
que,que,83
pour,pour,81
ses,son,73
échéances,échéance,22
",",",",p
ses,son,73
loyers,loyer,21
et,et,82
ses,son,73
obligations,obligation,22
au,à,81
au,le,71
comptant,comptant,21
",",",",p
une,un,71
somme,somme,22
de,de,81
soixante,soixante,72
mille,mille,72
francs,franc,21
",",",",p
dont,dont,52
trente,trente,72
mille,mille,72
pour,pour,81
le,le,71
trente,trente,72
décembre,décembre,21
;,;,p
toutes,tout,75
ses,son,73
ressources,ressource,22
en,en,52
donnaient,donner,18
à,à,81
peine,peine,22
vingt,vingt,72
mille,mille,72
;,;,p
il,il,51
lui,lui,51
manquait,manquer,18
donc,donc,82
dix,dix,72
mille,mille,72
francs,franc,21
/.,/.,P
pour,pour,81
lui,lui,51
",",",",p
rien,rien,52
ne,ne,60
parut,paraître,19
désespéré,désespéré,31
",",",",p
car,car,82
il,il,51
ne,ne,60
voyait,voir,18
déjà,déjà,60
plus,plus,60
que,que,83
le,le,71
moment,moment,21
présent,présent,30
",",",",p
comme,comme,83
les,le,71
aventuriers,aventurier,21
qui,qui,52
vivent,vivre,17
au jour le jour,au jour le jour,60
/.,/.,P
avant,avant,81
que,que,83
le,le,71
bruit,bruit,21
de,de,81
sa,son,73
gêne,gêne,22
ne,ne,60
devînt,devenir,18
public,public,30
",",",",p
il,il,51
résolut,résoudre,19
donc,donc,82
de,de,81
tenter,tenter,14
ce,ce,52
qui,qui,52
lui,lui,51
paraissait,paraître,18
un,un,71
grand,grand,30
coup,coup,21
",",",",p
en,en,81
s',se,51
adressant,adresser,13
au,à,81
au,le,71
fameux,fameux,30
François,François,20
Keller,Keller,20
",",",",p
banquier,banquier,21
",",",",p
orateur,orateur,21
et,et,82
philanthrope,philanthrope,21
",",",",p
célèbre,célèbre,30
par,par,81
sa,son,73
bienfaisance,bienfaisance,22
et,et,82
par,par,81
son,son,73
désir,désir,21
d',de,81
être,être,14
utile,utile,30
au,à,81
au,le,71
commerce,commerce,21
parisien,parisien,30
",",",",p
en,en,81
vue,vue,22
d',de,81
être,être,14
toujours,toujours,60
à,à,81
la,le,71
chambre,chambre,22
un,un,52
des,de,81
des,le,71
députés,député,21
de,de,81
Paris,Paris,20
/.,/.,P
le,le,71
banquier,banquier,21
était,être,18
libéral,libéral,30
",",",",p
Birotteau,Birotteau,20
était,être,18
royaliste,royaliste,30
",",",",p
mais,mais,82
le,le,71
parfumeur,parfumeur,21
le,le,52
jugea,juger,19
d',de,81
après,après,81
son,son,73
coeur,coeur,21
",",",",p
et,et,82
trouva,trouver,19
dans,dans,81
la,le,71
différence,différence,22
des,de,81
des,le,71
opinions,opinion,22
un,un,71
motif,motif,21
de,de,81
plus,plus,60
pour,pour,81
obtenir,obtenir,14
un,un,71
compte,compte,21
/.,/.,P
au,à,81
au,le,71
cas,cas,21
où,où,60
des,de,81
des,le,71
valeurs,valeur,22
seraient,être,16
nécessaires,nécessaire,30
",",",",p
il,il,51
ne,ne,60
doutait,douter,18
pas,pas,60
du,de,81
du,le,71
dévouement,dévouement,21
de,de,81
Popinot,Popinot,20
",",",",p
auquel,à,81
auquel,lequel,52
il,il,51
comptait,compter,18
demander,demander,14
une,un,71
trentaine,trentaine,22
de,de,81
mille,mille,72
francs,franc,21
d',de,81
effets,effet,21
",",",",p
qui,qui,52
aideraient,aider,16
à,à,81
atteindre,atteindre,14
le,le,71
gain,gain,21
de,de,81
son,son,73
procès,procès,21
",",",",p
offert,offert,31
en,en,81
garantie,garantie,22
aux,à,81
aux,le,71
créanciers,créancier,21
les,le,71
plus,plus,60
altérés,altéré,31
/.,/.,P
le,le,71
parfumeur,parfumeur,21
expansif,expansif,30
",",",",p
qui,qui,52
disait,dire,18
sur,sur,81
l',le,71
oreiller,oreiller,21
à,à,81
sa,son,73
chère,cher,30
Constance,Constance,20
les,le,71
moindres,moindre,30
émotions,émotion,22
de,de,81
son,son,73
existence,existence,22
",",",",p
qui,qui,52
y,y,52
puisait,puiser,18
du,de,81
du,le,71
courage,courage,21
",",",",p
qui,qui,52
y,y,52
cherchait,chercher,18
les,le,71
lumières,lumière,22
de,de,81
la,le,71
contradiction,contradiction,22
",",",",p
ne,ne,60
pouvait,pouvoir,18
s',se,51
entretenir,entretenir,14
de,de,81
sa,son,73
situation,situation,22
ni,ni,82
avec,avec,81
son,son,73
premier,premier,72
commis,commis,21
",",",",p
ni,ni,82
avec,avec,81
son,son,73
oncle,oncle,21
",",",",p
ni,ni,82
avec,avec,81
sa,son,73
femme,femme,22
/.,/.,P
ses,son,73
idées,idée,22
lui,lui,51
pesaient,peser,18
doublement,doublement,60
/.,/.,P
mais,mais,82
il,il,51
aimait,aimer,18
mieux,mieux,60
souffrir,souffrir,14
que,que,83
de,de,81
jeter,jeter,14
ce,ce,74
brasier,brasier,21
dans,dans,81
l',le,71
âme,âme,22
de,de,81
sa,son,73
femme,femme,22
/.,/.,P
ce,ce,74
généreux,généreux,30
martyr,martyr,21
voulait,vouloir,18
lui,lui,51
raconter,raconter,14
le,le,71
danger,danger,21
quand,quand,83
il,il,51
serait,être,16
passé,passer,12
/.,/.,P
peut-être,peut-être,60
reculait,reculer,18
il,il,51
devant,devant,81
cette,ce,74
horrible,horrible,30
confidence,confidence,22
/.,/.,P
la,le,71
peur,peur,22
que,que,52
lui,lui,51
inspirait,inspirer,18
sa,son,73
femme,femme,22
lui,lui,51
donnait,donner,18
du,de,81
du,le,71
courage,courage,21
/.,/.,P
il,il,51
allait,aller,18
tous,tout,75
les,le,71
matins,matin,21
entendre,entendre,14
une,un,71
messe,messe,22
basse,bas,30
à,à,81
Saint-Roch,Saint-Roch,20
",",",",p
et,et,82
il,il,51
prenait,prendre,18
dieu,dieu,21
pour,pour,81
confident,confident,21
/.,/.,P
-,-,p
si,si,83
",",",",p
en,en,81
rentrant,rentrer,13
de,de,81
Saint-Roch,Saint-Roch,20
chez,chez,81
moi,moi,51
",",",",p
je,je,51
ne,ne,60
trouve,trouver,17
pas,pas,60
de,de,81
soldat,soldat,21
",",",",p
ma,mon,73
demande,demande,22
réussira,réussir,15
/.,/.,P
ce,ce,52
sera,être,15
la,le,71
réponse,réponse,22
de,de,81
dieu,dieu,21
",",",",p
se,se,51
disait,dire,18
il,il,51
après,après,81
avoir,avoir,14
prié,prier,12
dieu,dieu,21
de,de,81
le,le,52
secourir,secourir,14
/.,/.,P
et,et,82
il,il,51
était,être,18
heureux,heureux,30
de,de,81
ne,ne,60
pas,pas,60
rencontrer,rencontrer,14
de,de,81
soldat,soldat,21
/.,/.,P
cependant,cependant,82
il,il,51
avait,avoir,18
le,le,71
coeur,coeur,21
trop,trop,60
oppressé,oppressé,31
",",",",p
il,il,51
lui,lui,51
fallut,falloir,19
un,un,71
autre,autre,75
coeur,coeur,21
où,où,60
il,il,51
pût,pouvoir,18
gémir,gémir,14
/.,/.,P
Césarine,Césarine,20
",",",",p
à,à,81
laquelle,lequel,52
il,il,51
s',se,51
était,être,18
déjà,déjà,60
confié,confier,12
lors,lors,60
de,de,81
la,le,71
fatale,fatal,30
nouvelle,nouvelle,22
",",",",p
eut,avoir,19
tout,tout,75
son,son,73
secret,secret,21
/.,/.,P
il,il,51
y,y,52
eut,avoir,19
entre,entre,81
eux,ils,51
des,de,81
des,le,71
regards,regard,21
jetés,jeté,31
à la dérobée,à la dérobée,60
",",",",p
des,de,81
des,le,71
regards,regard,21
pleins,plein,30
de,de,81
désespoir,désespoir,21
et,et,82
d',de,81
espoir,espoir,21
étouffés,étouffé,31
",",",",p
des,de,81
des,le,71
invocations,invocation,22
lancées,lancé,31
avec,avec,81
une,un,71
mutuelle,mutuel,30
ardeur,ardeur,22
",",",",p
des,de,81
des,le,71
demandes,demande,22
et,et,82
des,de,81
des,le,71
réponses,réponse,22
sympathiques,sympathique,30
",",",",p
des,de,81
des,le,71
lueurs,lueur,22
d',de,81
âme,âme,22
à,à,81
âme,âme,22
/.,/.,P
Birotteau,Birotteau,20
se,se,51
faisait,faire,18
gai,gai,30
",",",",p
jovial,jovial,30
pour,pour,81
sa,son,73
femme,femme,22
/.,/.,P
Constance,Constance,20
faisait,faire,18
elle,il,51
une,un,71
question,question,22
",",",",p
bah,bah,93
!,!,p
tout,tout,52
allait,aller,18
bien,bien,60
",",",",p
Popinot,Popinot,20
",",",",p
auquel,à,81
auquel,lequel,75
César,César,20
ne,ne,60
pensait,penser,18
pas,pas,60
",",",",p
réussissait,réussir,18
!,!,p
l',le,71
huile,huile,22
s',se,51
enlevait,enlever,18
!,!,p
les,le,71
effets,effet,21
Claparon,Claparon,20
seraient,être,16
payés,payer,12
",",",",p
il,il,51
n',ne,60
y,y,52
avait,avoir,18
rien,rien,52
à,à,81
craindre,craindre,14
/.,/.,P
cette,ce,74
fausse,faux,30
joie,joie,22
était,être,18
effrayante,effrayant,30
/.,/.,P
quand,quand,83
sa,son,73
femme,femme,22
était,être,18
endormie,endormir,12
dans,dans,81
ce,ce,74
lit,lit,21
somptueux,somptueux,30
",",",",p
Birotteau,Birotteau,20
se,se,51
dressait,dresser,18
sur,sur,81
son,son,73
séant,séant,21
",",",",p
il,il,51
tombait,tomber,18
dans,dans,81
la,le,71
contemplation,contemplation,22
de,de,81
son,son,73
malheur,malheur,21
/.,/.,P
Césarine,Césarine,20
arrivait,arriver,18
parfois,parfois,60
alors,alors,60
en,en,81
chemise,chemise,22
",",",",p
un,un,71
châle,châle,21
sur,sur,81
ses,son,73
blanches,blanc,30
épaules,épaule,22
",",",",p
pieds,pied,21
nus,nu,30
/.,/.,P
-,-,p
papa,papa,21
",",",",p
je,je,51
t',tu,51
entends,entendre,17
",",",",p
tu,tu,51
pleures,pleurer,17
",",",",p
disait,dire,18
elle,il,51
en,en,81
pleurant,pleurer,13
elle-même,lui-même,51
/.,/.,P
Birotteau,Birotteau,20
fut,être,19
dans,dans,81
un,un,71
tel,tel,75
état,état,21
de,de,81
torpeur,torpeur,22
après,après,81
avoir,avoir,14
écrit,écrire,12
la,le,71
lettre,lettre,22
par,par,81
laquelle,lequel,52
il,il,51
demandait,demander,18
un,un,71
rendez-vous,rendez-vous,21
au,à,81
au,le,71
grand,grand,30
François,François,20
Keller,Keller,20
que,que,83
sa,son,73
fille,fille,22
l',le,52
emmena,emmener,19
dans,dans,81
Paris,Paris,20
/.,/.,P
il,il,51
aperçut,apercevoir,19
seulement,seulement,60
alors,alors,60
dans,dans,81
les,le,71
rues,rue,22
d',de,81
énormes,énorme,30
affiches,affiche,22
rouges,rouge,30
",",",",p
et,et,82
ses,son,73
regards,regard,21
furent,être,19
frappés,frapper,12
par,par,81
ces,ce,74
mots,mot,21
:,:,p
huile,huile,22
céphalique,céphalique,30
/.,/.,P
pendant,pendant,81
les,le,71
catastrophes,catastrophe,22
occidentales,occidental,30
de,de,81
la,le,71
reine,reine,22
des,de,81
des,le,71
Roses,Rose,20
",",",",p
la,le,71
maison,maison,22
A.,A,20
Popinot,Popinot,20
se,se,51
levait,lever,18
radieuse,radieux,30
dans,dans,81
les,le,71
flammes,flamme,22
orientales,oriental,30
du,de,81
du,le,71
succès,succès,21
/.,/.,P
conseillé,conseillé,31
par,par,81
Gaudissart,Gaudissart,20
et,et,82
par,par,81
Finot,Finot,20
",",",",p
Anselme,Anselme,20
avait,avoir,18
lancé,lancer,12
son,son,73
huile,huile,22
avec,avec,81
audace,audace,22
/.,/.,P
deux,deux,72
mille,mille,72
affiches,affiche,22
avaient,avoir,18
été,être,12
mises,mettre,12
depuis,depuis,81
trois,trois,72
jours,jour,21
aux,à,81
aux,le,71
endroits,endroit,21
les,le,71
plus,plus,60
apparents,apparent,30
de,de,81
Paris,Paris,20
/.,/.,P
personne,personne,52
ne,ne,60
pouvait,pouvoir,18
éviter,éviter,14
de,de,81
se,se,51
trouver,trouver,14
face,face,22
à,à,81
face,face,22
avec,avec,81
l',le,71
huile,huile,22
céphalique,céphalique,30
et,et,82
de,de,81
lire,lire,14
une,un,71
phrase,phrase,22
concise,concis,30
",",",",p
inventée,inventé,31
par,par,81
Finot,Finot,20
",",",",p
sur,sur,81
l',le,71
impossibilité,impossibilité,22
de,de,81
faire,faire,14
pousser,pousser,14
les,le,71
cheveux,cheveu,21
et,et,82
sur,sur,81
le,le,71
danger,danger,21
de,de,81
les,le,52
teindre,teindre,14
",",",",p
accompagnée,accompagné,31
de,de,81
la,le,71
citation,citation,22
du,de,81
du,le,71
mémoire,mémoire,21
lu,lu,31
à,à,81
l',le,71
académie,académie,22
des,de,81
des,le,71
sciences,science,22
par,par,81
Vauquelin,Vauquelin,20
;,;,p
un,un,71
vrai,vrai,30
certificat,certificat,21
de,de,81
vie,vie,22
pour,pour,81
les,le,71
cheveux,cheveu,21
morts,mort,31
promis,promis,31
à,à,81
ceux,celui,52
qui,qui,52
useraient,user,16
de,de,81
l',le,71
huile,huile,22
céphalique,céphalique,30
/.,/.,P
tous,tout,75
les,le,71
coiffeurs,coiffeur,21
de,de,81
Paris,Paris,20
",",",",p
les,le,71
perruquiers,perruquier,21
",",",",p
les,le,71
parfumeurs,parfumeur,21
avaient,avoir,18
décoré,décorer,12
leurs,leur,73
portes,porte,22
de,de,81
cadres,cadre,21
dorés,doré,31
",",",",p
contenant,contenir,13
un,un,71
bel,beau,30
imprimé,imprimé,21
sur,sur,81
papier,papier,21
vélin,vélin,21
",",",",p
en,en,81
tête,tête,22
duquel,de,81
duquel,lequel,52
brillait,briller,18
la,le,71
gravure,gravure,22
d',de,81
Héro,Héro,20
et,et,82
de,de,81
Léandre,Léandre,20
réduite,réduit,31
",",",",p
avec,avec,81
cette,ce,74
assertion,assertion,22
en,en,81
épigraphe,épigraphe,22
:,:,p
les,le,71
anciens,ancien,30
peuples,peuple,21
de,de,81
l',le,71
antiquité,antiquité,22
conservaient,conserver,18
leurs,leur,73
chevelures,chevelure,22
par,par,81
l',le,71
emploi,emploi,21
de,de,81
l',le,71
huile,huile,22
céphalique,céphalique,30
/.,/.,P
-,-,p
il,il,51
a,avoir,17
inventé,inventer,12
les,le,71
cadres,cadre,21
permanents,permanent,30
",",",",p
l',le,71
annonce,annonce,22
éternelle,éternel,30
!,!,p
se,se,51
dit,dire,19
Birotteau,Birotteau,20
qui,qui,52
demeura,demeurer,19
stupéfait,stupéfait,30
en,en,81
regardant,regarder,13
la,le,71
devanture,devanture,22
de,de,81
la,le,71
Cloche-d'Argent,Cloche-d'Argent,20
/.,/.,P
-,-,p
tu,tu,51
n',ne,60
as,avoir,17
donc,donc,82
pas,pas,60
vu,voir,12
chez,chez,81
toi,toi,51
",",",",p
lui,lui,51
dit,dire,19
sa,son,73
fille,fille,22
",",",",p
un,un,71
cadre,cadre,21
que,que,52
monsieur,monsieur,21
Anselme,Anselme,20
est,être,17
venu,venir,12
lui-même,lui-même,51
apporter,apporter,14
",",",",p
en,en,81
déposant,déposer,13
à,à,81
Célestin,Célestin,20
trois,trois,72
cents,cent,72
bouteilles,bouteille,22
d',de,81
huile,huile,22
/?,/?,P
non,non,60
",",",",p
dit,dire,19
il,il,51
/.,/.,P
-,-,p
Célestin,Célestin,20
en,en,52
a,avoir,17
