11870
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingt-neuvième extrait>,<>,<>
probité,probité,22
",",",",p
puis,puis,60
il,il,51
a,avoir,17
tout,tout,52
pris,prendre,12
",",",",p
et,et,82
ne,ne,60
leur,leur,52
laisse,laisser,17
que,que,83
les,le,71
yeux,oeil,21
pour,pour,81
pleurer,pleurer,14
/.,/.,P
le,le,71
voleur,voleur,21
de,de,81
grand,grand,30
chemin,chemin,21
est,être,17
préférable,préférable,30
au,à,81
au,le,71
banqueroutier,banqueroutier,21
:,:,p
celui-là,celui-là,52
vous,vous,51
attaque,attaquer,17
",",",",p
vous,vous,51
pouvez,pouvoir,17
vous,vous,51
défendre,défendre,14
",",",",p
il,il,51
risque,risquer,17
sa,son,73
tête,tête,22
;,;,p
mais,mais,82
l',le,71
autre,autre,52
/…,/…,P
enfin,enfin,60
Charles,Charles,20
est,être,17
déshonoré,déshonorer,12
/.,/.,P
ces,ce,74
mots,mot,21
retentirent,retentir,19
dans,dans,81
le,le,71
coeur,coeur,21
de,de,81
la,le,71
pauvre,pauvre,30
fille,fille,22
et,et,82
y,y,52
pesèrent,peser,19
de,de,81
tout,tout,75
leur,leur,73
poids,poids,21
/.,/.,P
probe,probe,30
autant,autant,60
qu',que,83
une,un,71
fleur,fleur,22
née,né,31
au,à,81
au,le,71
fond,fond,21
d',de,81
une,un,71
forêt,forêt,22
est,être,17
délicate,délicat,30
",",",",p
elle,il,51
ne,ne,60
connaissait,connaître,18
ni,ni,82
les,le,71
maximes,maxime,22
du,de,81
du,le,71
monde,monde,21
",",",",p
ni,ni,82
ses,son,73
raisonnements,raisonnement,21
captieux,captieux,30
",",",",p
ni,ni,82
ses,son,73
sophismes,sophisme,21
:,:,p
elle,il,51
accepta,accepter,19
donc,donc,82
l',le,71
atroce,atroce,30
explication,explication,22
que,que,52
son,son,73
père,père,21
lui,lui,51
donnait,donner,18
à,à,81
dessein,dessein,21
de,de,81
la,le,71
faillite,faillite,22
",",",",p
sans,sans,81
lui,lui,51
faire,faire,14
connaître,connaître,14
la,le,71
distinction,distinction,22
qui,qui,52
existe,exister,17
entre,entre,81
une,un,71
faillite,faillite,22
involontaire,involontaire,30
et,et,82
une,un,71
faillite,faillite,22
calculée,calculé,31
/.,/.,P
-,-,p
eh,eh,93
!,!,p
bien,bien,60
",",",",p
mon,mon,73
père,père,21
",",",",p
vous,vous,51
n',ne,60
avez,avoir,17
donc,donc,82
pu,pouvoir,12
empêcher,empêcher,14
ce,ce,74
malheur,malheur,21
/?,/?,P
mon,mon,73
frère,frère,21
ne,ne,60
m',je,51
a,avoir,17
pas,pas,60
consulté,consulter,12
/.,/.,P
d',de,81
ailleurs,ailleurs,60
",",",",p
il,il,51
doit,devoir,17
quatre,quatre,72
millions,million,21
/.,/.,P
-,-,p
qu',que,52
est,être,17
ce,ce,52
que,que,83
c',ce,52
est,être,17
donc,donc,82
qu',que,83
un,un,71
million,million,21
",",",",p
mon,mon,73
père,père,21
?,?,p
demanda,demander,19
t,t,94
elle,il,51
avec,avec,81
la,le,71
naïveté,naïveté,22
d',de,81
un,un,71
enfant,enfant,21
qui,qui,52
croit,croire,17
pouvoir,pouvoir,14
trouver,trouver,14
promptement,promptement,60
ce,ce,52
qu',que,52
il,il,51
désire,désirer,17
/.,/.,P
-,-,p
deux,deux,72
millions,million,21
?,?,p
dit,dire,19
Grandet,Grandet,20
",",",",p
mais,mais,82
c',ce,52
est,être,17
deux,deux,72
millions,million,21
de,de,81
pièces,pièce,22
de,de,81
vingt,vingt,72
sous,sou,21
",",",",p
et,et,82
il,il,51
faut,falloir,17
cinq,cinq,72
pièces,pièce,22
de,de,81
vingt,vingt,72
sous,sou,21
pour,pour,81
faire,faire,14
cinq,cinq,72
francs,franc,21
/.,/.,P
-,-,p
mon,mon,73
dieu,dieu,21
!,!,p
mon,mon,73
dieu,dieu,21
!,!,p
s',se,51
écria,écrier,19
Eugénie,Eugénie,20
",",",",p
comment,comment,60
mon,mon,73
oncle,oncle,21
avait,avoir,18
il,il,51
eu,avoir,12
à,à,81
lui,lui,51
quatre,quatre,72
millions,million,21
/?,/?,P
y,y,52
a,avoir,17
t,t,94
il,il,51
quelque,quelque,75
autre,autre,75
personne,personne,22
en,en,81
France,France,20
qui,qui,52
puisse,pouvoir,17
avoir,avoir,14
autant,autant,60
de,de,81
millions,million,21
?,?,p
(,(,p
le,le,71
père,père,21
Grandet,Grandet,20
se,se,51
caressait,caresser,18
le,le,71
menton,menton,21
",",",",p
souriait,sourire,18
",",",",p
et,et,82
sa,son,73
loupe,loupe,22
semblait,sembler,18
se,se,51
dilater,dilater,14
/.,/.,P
),),p
-,-,p
mais,mais,82
que,que,52
va,aller,17
devenir,devenir,14
mon,mon,73
cousin,cousin,21
Charles,Charles,20
/?,/?,P
il,il,51
va,aller,17
partir,partir,14
pour,pour,81
les,le,71
grandes,grand,30
Indes,Inde,20
",",",",p
où,où,60
",",",",p
selon,selon,81
le,le,71
voeu,voeu,21
de,de,81
son,son,73
père,père,21
",",",",p
il,il,51
tâchera,tâcher,15
de,de,81
faire,faire,14
fortune,fortune,22
/.,/.,P
-,-,p
mais,mais,82
a,avoir,17
t,t,94
il,il,51
de,de,81
l',le,71
argent,argent,21
pour,pour,81
aller,aller,14
là,là,60
/?,/?,P
je,je,51
lui,lui,51
payerai,payer,15
son,son,73
voyage,voyage,21
…,…,p
jusqu',jusque,81
à,à,81
/…,/…,P
oui,oui,60
",",",",p
jusqu',jusque,81
à,à,81
Nantes,Nantes,20
/.,/.,P
Eugénie,Eugénie,20
sauta,sauter,19
d',de,81
un,un,71
bond,bond,21
au,à,81
au,le,71
cou,cou,21
de,de,81
son,son,73
père,père,21
/.,/.,P
-,-,p
ah,ah,93
!,!,p
mon,mon,73
père,père,21
",",",",p
vous,vous,51
êtes,être,17
bon,bon,30
",",",",p
vous,vous,51
/!,/!,P
elle,il,51
l',le,52
embrassait,embrasser,18
de,de,81
manière,manière,22
à,à,81
rendre,rendre,14
presque,presque,60
honteux,honteux,30
Grandet,Grandet,20
",",",",p
que,que,52
sa,son,73
conscience,conscience,22
harcelait,harceler,18
un,un,71
peu,peu,60
/.,/.,P
-,-,p
faut,falloir,17
il,il,51
beaucoup,beaucoup,60
de,de,81
temps,temps,21
pour,pour,81
amasser,amasser,14
un,un,72
million,million,21
?,?,p
lui,lui,51
demanda,demander,19
t,t,94
elle,il,51
/.,/.,P
-,-,p
dame,dame,22
!,!,p
dit,dire,19
le,le,71
tonnelier,tonnelier,21
",",",",p
tu,tu,51
sais,savoir,17
ce,ce,52
que,que,52
c',ce,52
est,être,17
qu',que,83
un,un,71
napoléon,napoléon,21
/.,/.,P
eh,eh,93
!,!,p
bien,bien,60
",",",",p
il,il,51
en,en,52
faut,falloir,17
cinquante,cinquante,72
mille,mille,72
pour,pour,81
faire,faire,14
un,un,72
million,million,21
/.,/.,P
-,-,p
maman,maman,22
",",",",p
nous,nous,51
dirons,dire,15
des,de,81
des,le,71
neuvaines,neuvaine,22
pour,pour,81
lui,lui,51
/.,/.,P
-,-,p
j',je,51
y,y,52
pensais,penser,18
",",",",p
répondit,répondre,19
la,le,71
mère,mère,22
/.,/.,P
-,-,p
c',ce,52
est,être,17
cela,cela,52
:,:,p
toujours,toujours,60
dépenser,dépenser,14
de,de,81
l',le,71
argent,argent,21
",",",",p
s',se,51
écria,écrier,19
le,le,71
père,père,21
/.,/.,P
ah,ah,93
!,!,p
çà,çà,60
",",",",p
croyez,croire,17
vous,vous,51
donc,donc,82
qu',que,83
il,il,51
y,y,52
ait,avoir,17
des,de,81
des,le,71
mille,mille,72
et,et,82
des,de,81
des,le,71
cent,cent,72
ici,ici,60
/?,/?,P
en,en,81
ce,ce,74
moment,moment,21
une,un,71
plainte,plainte,22
sourde,sourd,30
",",",",p
plus,plus,60
lugubre,lugubre,30
que,que,83
toutes,tout,75
les,le,71
autres,autre,52
",",",",p
retentit,retentir,19
dans,dans,81
les,le,71
greniers,grenier,21
et,et,82
glaça,glacer,19
de,de,81
terreur,terreur,22
Eugénie,Eugénie,20
et,et,82
sa,son,73
mère,mère,22
/.,/.,P
-,-,p
Nanon,Nanon,20
",",",",p
va,aller,17
voir,voir,14
là-haut,là-haut,60
s',si,83
il,il,51
ne,ne,60
se,se,51
tue,tuer,17
pas,pas,60
",",",",p
dit,dire,19
Grandet,Grandet,20
/.,/.,P
-,-,p
ha,ah,93
!,!,p
çà,çà,60
",",",",p
reprit,reprendre,19
il,il,51
en,en,81
se,se,51
tournant,tourner,13
vers,vers,81
sa,son,73
femme,femme,22
et,et,82
sa,son,73
fille,fille,22
que,que,52
son,son,73
mot,mot,21
avait,avoir,18
rendues,rendre,12
pâles,pâle,30
",",",",p
pas,pas,60
de,de,81
bêtises,bêtise,22
",",",",p
vous,vous,51
deux,deux,72
/.,/.,P
je,je,51
vous,vous,51
laisse,laisser,17
/.,/.,P
je,je,51
vais,aller,17
tourner,tourner,14
autour,autour,60
de,de,81
nos,notre,73
Hollandais,Hollandais,20
",",",",p
qui,qui,52
s',se,51
en,en,52
vont,aller,17
aujourd'hui,aujourd'hui,60
/.,/.,P
puis,puis,60
j',je,51
irai,aller,15
voir,voir,14
Cruchot,Cruchot,20
",",",",p
et,et,82
causer,causer,14
avec,avec,81
lui,lui,51
de,de,81
tout,tout,75
ça,ça,52
/.,/.,P
il,il,51
partit,partir,19
/.,/.,P
quand,quand,83
Grandet,Grandet,20
eut,avoir,19
tiré,tirer,12
la,le,71
porte,porte,22
",",",",p
Eugénie,Eugénie,20
et,et,82
sa,son,73
mère,mère,22
respirèrent,respirer,19
à,à,81
leur,leur,73
aise,aise,22
/.,/.,P
avant,avant,81
cette,ce,74
matinée,matinée,22
",",",",p
jamais,jamais,60
la,le,71
fille,fille,22
n',ne,60
avait,avoir,18
senti,sentir,12
de,de,81
contrainte,contrainte,22
en,en,81
présence,présence,22
de,de,81
son,son,73
père,père,21
;,;,p
mais,mais,82
",",",",p
depuis,depuis,81
quelques,quelque,75
heures,heure,22
",",",",p
elle,il,51
changeait,changer,18
à,à,81
tous,tout,75
moments,moment,21
et,et,82
de,de,81
sentiments,sentiment,21
et,et,82
d',de,81
idées,idée,22
/.,/.,P
-,-,p
maman,maman,22
",",",",p
pour,pour,81
combien,combien,60
de,de,81
louis,louis,21
vend,vendre,17
on,on,51
une,un,71
pièce,pièce,22
de,de,81
vin,vin,21
/?,/?,P
ton,ton,73
père,père,21
vend,vendre,17
les,le,71
siennes,sien,52
entre,entre,81
cent,cent,72
et,et,82
cent,cent,72
cinquante,cinquante,72
francs,franc,21
",",",",p
quelquefois,quelquefois,60
deux,deux,72
cents,cent,72
",",",",p
à,à,81
ce,ce,52
que,que,52
j',je,51
ai,avoir,17
entendu,entendre,12
dire,dire,14
/.,/.,P
-,-,p
quand,quand,83
il,il,51
récolte,récolter,17
quatorze,quatorze,72
cents,cent,72
pièces,pièce,22
de,de,81
vin,vin,21
/…,/…,P
ma,mon,73
foi,foi,22
",",",",p
mon,mon,73
enfant,enfant,21
",",",",p
je,je,51
ne,ne,60
sais,savoir,17
pas,pas,60
ce,ce,52
que,que,52
cela,cela,52
fait,faire,17
;,;,p
ton,ton,73
père,père,21
ne,ne,60
me,je,51
dit,dire,19
jamais,jamais,60
ses,son,73
affaires,affaire,22
/.,/.,P
-,-,p
mais,mais,82
alors,alors,60
papa,papa,21
doit,devoir,17
être,être,14
riche,riche,30
/.,/.,P
-,-,p
peut-être,peut-être,60
/.,/.,P
mais,mais,82
monsieur,monsieur,21
Cruchot,Cruchot,20
m',je,51
a,avoir,17
dit,dire,12
qu',que,83
il,il,51
avait,avoir,18
acheté,acheter,12
Froidfond,Froidfond,20
il,il,51
y,y,52
a,avoir,17
deux,deux,72
ans,an,21
/.,/.,P
ça,ça,52
l',le,52
aura,avoir,15
gêné,gêner,12
/.,/.,P
Eugénie,Eugénie,20
",",",",p
ne,ne,60
comprenant,comprendre,13
plus,plus,60
rien,rien,52
à,à,81
la,le,71
fortune,fortune,22
de,de,81
son,son,73
père,père,21
",",",",p
en,en,52
resta,rester,19
là,là,60
de,de,81
ses,son,73
calculs,calcul,21
/.,/.,P
-,-,p
il,il,51
ne,ne,60
m',je,51
a,avoir,17
tant,tant,60
seulement,seulement,60
point,point,60
vue,voir,12
",",",",p
le,le,71
mignon,mignon,30
!,!,p
dit,dire,19
Nanon,Nanon,20
en,en,81
revenant,revenir,13
/.,/.,P
il,il,51
est,être,17
étendu,étendre,12
comme,comme,83
un,un,71
veau,veau,21
sur,sur,81
son,son,73
lit,lit,21
",",",",p
et,et,82
pleure,pleurer,17
comme,comme,83
une,un,71
Madeleine,Madeleine,20
",",",",p
que,que,83
c',ce,52
est,être,17
une,un,71
vraie,vrai,30
bénédiction,bénédiction,22
/!,/!,P
quel,quel,75
chagrin,chagrin,21
a,avoir,17
donc,donc,82
ce,ce,74
pauvre,pauvre,30
gentil,gentil,30
jeune,jeune,30
homme,homme,21
/?,/?,P
allons,aller,17
donc,donc,82
le,le,52
consoler,consoler,14
bien,bien,60
vite,vite,60
",",",",p
maman,maman,22
;,;,p
et,et,82
",",",",p
si,si,83
l',l',94
on,on,51
frappe,frapper,17
",",",",p
nous,nous,51
descendrons,descendre,15
/.,/.,P
madame,madame,22
Grandet,Grandet,20
fut,être,19
sans,sans,81
défense,défense,22
contre,contre,81
les,le,71
harmonies,harmonie,22
de,de,81
la,le,71
voix,voix,22
de,de,81
sa,son,73
fille,fille,22
/.,/.,P
Eugénie,Eugénie,20
était,être,18
sublime,sublime,30
",",",",p
elle,il,51
était,être,18
femme,femme,22
/.,/.,P
toutes,tout,75
deux,deux,72
",",",",p
le,le,71
coeur,coeur,21
palpitant,palpiter,13
",",",",p
montèrent,monter,19
à,à,81
la,le,71
chambre,chambre,22
de,de,81
Charles,Charles,20
/.,/.,P
la,le,71
porte,porte,22
était,être,18
ouverte,ouvrir,12
/.,/.,P
le,le,71
jeune,jeune,30
homme,homme,21
ne,ne,60
voyait,voir,18
ni,ni,82
n',ne,60
entendait,entendre,18
rien,rien,52
/.,/.,P
plongé,plongé,31
dans,dans,81
les,le,71
larmes,larme,22
",",",",p
il,il,51
poussait,pousser,18
des,de,81
des,le,71
plaintes,plainte,22
inarticulées,inarticulé,30
/.,/.,P
-,-,p
comme,comme,83
il,il,51
aime,aimer,17
son,son,73
père,père,21
!,!,p
dit,dire,19
Eugénie,Eugénie,20
à,à,81
voix,voix,22
basse,bas,30
/.,/.,P
il,il,51
était,être,18
impossible,impossible,30
de,de,81
méconnaître,méconnaître,14
dans,dans,81
l',le,71
accent,accent,21
de,de,81
ces,ce,74
paroles,parole,22
les,le,71
espérances,espérance,22
d',de,81
un,un,71
coeur,coeur,21
à,à,81
son,son,73
insu,insu,21
passionné,passionné,31
/.,/.,P
aussi,aussi,60
madame,madame,22
Grandet,Grandet,20
jeta,jeter,19
t,t,94
elle,il,51
à,à,81
sa,son,73
fille,fille,22
un,un,71
regard,regard,21
empreint,empreint,31
de,de,81
maternité,maternité,22
",",",",p
puis,puis,60
tout,tout,60
bas,bas,60
à,à,81
l',le,71
oreille,oreille,22
:,:,p
-,-,p
prends,prendre,17
garde,garde,22
",",",",p
tu,tu,51
l',le,52
aimerais,aimer,16
",",",",p
dit,dire,19
elle,il,51
/.,/.,P
-,-,p
l',le,52
aimer,aimer,14
!,!,p
reprit,reprendre,19
Eugénie,Eugénie,20
/.,/.,P
ah,ah,93
!,!,p
si,si,83
tu,tu,51
savais,savoir,18
ce,ce,52
que,que,52
mon,mon,73
père,père,21
a,avoir,17
dit,dire,12
/!,/!,P
Charles,Charles,20
se,se,51
retourna,retourner,19
",",",",p
aperçut,apercevoir,19
sa,son,73
tante,tante,22
et,et,82
sa,son,73
cousine,cousine,22
/.,/.,P
-,-,p
j',je,51
ai,avoir,17
perdu,perdre,12
mon,mon,73
père,père,21
",",",",p
mon,mon,73
pauvre,pauvre,30
père,père,21
/!,/!,P
s',si,83
il,il,51
m',je,51
avait,avoir,18
confié,confier,12
le,le,71
secret,secret,21
de,de,81
son,son,73
malheur,malheur,21
",",",",p
nous,nous,51
aurions,avoir,16
travaillé,travailler,12
tous,tout,75
deux,deux,72
à,à,81
le,le,52
réparer,réparer,14
/.,/.,P
mon,mon,73
dieu,dieu,21
!,!,p
mon,mon,73
bon,bon,30
père,père,21
!,!,p
je,je,51
comptais,compter,18
si,si,60
bien,bien,60
le,le,52
revoir,revoir,14
que,que,83
je,je,51
l',le,52
ai,avoir,17
",",",",p
je,je,51
crois,croire,17
",",",",p
froidement,froidement,60
embrassé,embrasser,12
/.,/.,P
les,le,71
sanglots,sanglot,21
lui,lui,51
coupèrent,couper,19
la,le,71
parole,parole,22
/.,/.,P
-,-,p
nous,nous,51
prierons,prier,15
bien,bien,60
pour,pour,81
lui,lui,51
",",",",p
dit,dire,19
madame,madame,22
Grandet,Grandet,20
/.,/.,P
résignez,résigner,17
vous,vous,51
à,à,81
la,le,71
volonté,volonté,22
de,de,81
dieu,dieu,21
/.,/.,P
-,-,p
mon,mon,73
cousin,cousin,21
",",",",p
dit,dire,19
Eugénie,Eugénie,20
",",",",p
prenez,prendre,17
courage,courage,21
/!,/!,P
votre,votre,73
perte,perte,22
est,être,17
irréparable,irréparable,30
;,;,p
ainsi,ainsi,60
songez,songer,17
maintenant,maintenant,60
à,à,81
sauver,sauver,14
votre,votre,73
honneur,honneur,21
/…,/…,P
avec,avec,81
cet,ce,74
instinct,instinct,21
",",",",p
cette,ce,74
finesse,finesse,22
de,de,81
la,le,71
femme,femme,22
qui,qui,52
a,avoir,17
de,de,81
l',le,71
esprit,esprit,21
en,en,81
toute,tout,75
chose,chose,22
",",",",p
même,même,60
quand,quand,83
elle,il,51
console,consoler,17
",",",",p
Eugénie,Eugénie,20
voulait,vouloir,18
tromper,tromper,14
la,le,71
douleur,douleur,22
de,de,81
son,son,73
cousin,cousin,21
en,en,81
l',le,52
occupant,occuper,13
de,de,81
lui-même,lui-même,51
/.,/.,P
-,-,p
mon,mon,73
honneur,honneur,21
?,?,p
cria,crier,19
le,le,71
jeune,jeune,30
homme,homme,21
en,en,81
chassant,chasser,13
ses,son,73
cheveux,cheveu,21
par,par,81
un,un,71
mouvement,mouvement,21
brusque,brusque,30
",",",",p
et,et,82
il,il,51
s',se,51
assit,asseoir,19
sur,sur,81
son,son,73
lit,lit,21
en,en,81
se,se,51
croisant,croiser,13
les,le,71
bras,bras,21
/.,/.,P
-,-,p
ah,ah,93
!,!,p
c',ce,52
est,être,17
vrai,vrai,30
/.,/.,P
mon,mon,73
père,père,21
",",",",p
disait,dire,18
mon,mon,73
oncle,oncle,21
",",",",p
a,avoir,17
fait,faire,12
faillite,faillite,22
/.,/.,P
il,il,51
poussa,pousser,19
un,un,71
cri,cri,21
déchirant,déchirant,30
et,et,82
se,se,51
cacha,cacher,19
le,le,71
visage,visage,21
dans,dans,81
ses,son,73
mains,main,22
/.,/.,P
-,-,p
laissez,laisser,17
moi,moi,51
",",",",p
ma,mon,73
cousine,cousine,22
",",",",p
laissez,laisser,17
moi,moi,51
/!,/!,P
mon,mon,73
dieu,dieu,21
!,!,p
mon,mon,73
dieu,dieu,21
!,!,p
pardonnez,pardonner,17
à,à,81
mon,mon,73
père,père,21
",",",",p
il,il,51
a,avoir,17
dû,devoir,12
bien,bien,60
souffrir,souffrir,14
/.,/.,P
il,il,51
y,y,52
avait,avoir,18
quelque,quelque,75
chose,chose,22
d',de,81
horriblement,horriblement,60
attachant,attachant,30
à,à,81
voir,voir,14
l',le,71
expression,expression,22
de,de,81
cette,ce,74
douleur,douleur,22
jeune,jeune,30
",",",",p
vraie,vrai,30
",",",",p
sans,sans,81
calcul,calcul,21
",",",",p
sans,sans,81
arrière-pensée,arrière-pensée,22
/.,/.,P
c',ce,52
était,être,18
une,un,71
pudique,pudique,30
douleur,douleur,22
que,que,52
les,le,71
coeurs,coeur,21
simples,simple,30
d',de,81
Eugénie,Eugénie,20
et,et,82
de,de,81
sa,son,73
mère,mère,22
comprirent,comprendre,19
quand,quand,83
Charles,Charles,20
fit,faire,19
un,un,71
geste,geste,21
pour,pour,81
leur,leur,52
demander,demander,14
de,de,81
l',le,52
abandonner,abandonner,14
à,à,81
lui-même,lui-même,51
/.,/.,P
elles,ils,51
descendirent,descendre,19
",",",",p
reprirent,reprendre,19
en,en,81
silence,silence,21
leurs,leur,73
places,place,22
près,près,81
de,de,81
la,le,71
croisée,croisée,22
",",",",p
et,et,82
travaillèrent,travailler,19
pendant,pendant,81
une,un,71
heure,heure,22
environ,environ,60
sans,sans,81
se,se,51
dire,dire,14
un,un,71
mot,mot,21
/.,/.,P
Eugénie,Eugénie,20
avait,avoir,18
aperçu,apercevoir,12
",",",",p
par,par,81
le,le,71
regard,regard,21
furtif,furtif,30
qu',que,52
elle,il,51
jeta,jeter,19
sur,sur,81
le,le,71
ménage,ménage,21
du,de,81
du,le,71
jeune,jeune,30
homme,homme,21
",",",",p
ce,ce,74
regard,regard,21
des,de,81
des,le,71
jeunes,jeune,30
filles,fille,22
qui,qui,52
voient,voir,17
tout,tout,52
en,en,81
un,un,71
clin d'oeil,clin d'oeil,21
",",",",p
les,le,71
jolies,joli,30
bagatelles,bagatelle,22
de,de,81
sa,son,73
toilette,toilette,22
",",",",p
ses,son,73
ciseaux,ciseau,21
",",",",p
ses,son,73
rasoirs,rasoir,21
enrichis,enrichi,31
d',de,81
or,or,21
/.,/.,P
cette,ce,74
échappée,échappée,22
d',de,81
un,un,71
luxe,luxe,21
vu,vu,31
la,le,71
douleur,douleur,22
lui,lui,51
rendit,rendre,19
Charles,Charles,20
encore,encore,60
plus,plus,60
intéressant,intéressant,30
",",",",p
par,par,81
contraste,contraste,21
peut-être,peut-être,60
/.,/.,P
jamais,jamais,60
un,un,71
événement,événement,21
si,si,60
grave,grave,30
",",",",p
jamais,jamais,60
un,un,71
spectacle,spectacle,21
si,si,60
dramatique,dramatique,30
n',ne,60
avait,avoir,18
frappé,frapper,12
l',le,71
imagination,imagination,22
de,de,81
ces,ce,74
deux,deux,72
créatures,créature,22
incessamment,incessamment,60
plongées,plongé,31
dans,dans,81
le,le,71
calme,calme,21
et,et,82
la,le,71
solitude,solitude,22
/.,/.,P
-,-,p
maman,maman,22
",",",",p
dit,dire,19
Eugénie,Eugénie,20
",",",",p
nous,nous,51
porterons,porter,15
le,le,71
deuil,deuil,21
de,de,81
mon,mon,73
oncle,oncle,21
/.,/.,P
-,-,p
ton,ton,73
père,père,21
décidera,décider,15
de,de,81
cela,cela,52
",",",",p
répondit,répondre,19
madame,madame,22
Grandet,Grandet,20
/.,/.,P
elles,ils,51
restèrent,rester,19
de,de,81
nouveau,nouveau,21
silencieuses,silencieux,30
/.,/.,P
Eugénie,Eugénie,20
tirait,tirer,18
ses,son,73
points,point,21
avec,avec,81
une,un,71
régularité,régularité,22
de,de,81
mouvement,mouvement,21
qui,qui,52
eût,avoir,19
dévoilé,dévoiler,12
à,à,81
un,un,71
observateur,observateur,21
les,le,71
fécondes,fécond,30
pensées,pensée,22
de,de,81
sa,son,73
méditation,méditation,22
/.,/.,P
le,le,71
premier,premier,72
désir,désir,21
de,de,81
cette,ce,74
adorable,adorable,30
fille,fille,22
était,être,18
de,de,81
partager,partager,14
le,le,71
deuil,deuil,21
de,de,81
son,son,73
cousin,cousin,21
/.,/.,P
vers,vers,81
quatre,quatre,72
heures,heure,22
",",",",p
un,un,71
coup,coup,21
de,de,81
marteau,marteau,21
brusque,brusque,30
retentit,retentir,19
au,à,81
au,le,71
coeur,coeur,21
de,de,81
madame,madame,22
Grandet,Grandet,20
/.,/.,P
-,-,p
qu',que,52
a,avoir,17
donc,donc,82
ton,ton,73
père,père,21
?,?,p
dit,dire,19
elle,il,51
à,à,81
sa,son,73
fille,fille,22
/.,/.,P
le,le,71
vigneron,vigneron,21
entra,entrer,19
joyeux,joyeux,30
/.,/.,P
après,après,81
avoir,avoir,14
ôté,ôter,12
ses,son,73
gants,gant,21
",",",",p
il,il,51
se,se,51
frotta,frotter,19
les,le,71
mains,main,22
à,à,81
s',se,51
en,en,52
emporter,emporter,14
la,le,71
peau,peau,22
",",",",p
si,si,83
l',le,71
épiderme,épiderme,21
n',ne,60
en,en,52
eût,avoir,19
pas,pas,60
été,être,12
tanné,tanner,12
comme,comme,83
du,de,81
du,le,71
cuir,cuir,21
de,de,81
Russie,Russie,20
",",",",p
sauf,sauf,81
l',le,71
odeur,odeur,22
des,de,81
des,le,71
mélèzes,mélèze,21
et,et,82
de,de,81
l',le,71
encens,encens,21
/.,/.,P
il,il,51
se,se,51
promenait,promener,18
",",",",p
il,il,51
regardait,regarder,18
le,le,71
temps,temps,21
/.,/.,P
enfin,enfin,60
son,son,73
secret,secret,21
lui,lui,51
échappa,échapper,19
/.,/.,P
-,-,p
ma,mon,73
femme,femme,22
",",",",p
dit,dire,19
il,il,51
sans,sans,81
bégayer,bégayer,14
",",",",p
je,je,51
les,le,52
ai,avoir,17
tous,tout,52
attrapés,attraper,12
/.,/.,P
notre,notre,73
vin,vin,21
est,être,17
vendu,vendre,12
/!,/!,P
les,le,71
Hollandais,Hollandais,20
et,et,82
les,le,71
Belges,Belge,20
partaient,partir,18
ce,ce,74
matin,matin,21
",",",",p
je,je,51
me,je,51
suis,être,17
promené,promener,12
sur,sur,81
la,le,71
place,place,22
",",",",p
devant,devant,81
le,le,52
auberge,auberge,22
",",",",p
en,en,81
ayant,avoir,13
l',le,71
air,air,21
de,de,81
bêtiser,bêtiser,14
/.,/.,P
chose,chose,22
",",",",p
que,que,52
tu,tu,51
connais,connaître,17
",",",",p
est,être,17
venu,venir,12
à,à,81
moi,moi,51
/.,/.,P
les,le,71
propriétaires,propriétaire,21
de,de,81
tous,tout,75
les,le,71
bons,bon,30
vignobles,vignoble,21
gardent,garder,17
leur,leur,73
récolte,récolte,22
et,et,82
veulent,vouloir,17
attendre,attendre,14
",",",",p
je,je,51
ne,ne,60
les,le,52
en,en,52
ai,avoir,17
pas,pas,60
empêchés,empêcher,12
/.,/.,P
notre,notre,73
Belge,Belge,20
était,être,18
désespéré,désespérer,12
/.,/.,P
j',je,51
ai,avoir,17
vu,voir,12
cela,cela,52
/.,/.,P
affaire,affaire,22
faite,fait,31
",",",",p
il,il,51
prend,prendre,17
notre,notre,73
récolte,récolte,22
à,à,81
deux,deux,72
cents,cent,72
francs,franc,21
la,le,71
pièce,pièce,22
",",",",p
moitié,moitié,22
comptant,compter,13
/.,/.,P
je,je,51
suis,être,17
payé,payer,12
en,en,81
or,or,21
/.,/.,P
les,le,71
billets,billet,21
sont,être,17
faits,faire,12
",",",",p
voilà,voilà,81
six,six,72
louis,louis,21
pour,pour,81
toi,toi,51
/.,/.,P
dans,dans,81
trois,trois,72
mois,mois,21
",",",",p
les,le,71
vins,vin,21
baisseront,baisser,15
/.,/.,P
ces,ce,74
derniers,dernier,30
mots,mot,21
furent,être,19
prononcés,prononcer,12
d',de,81
un,un,71
ton,ton,21
calme,calme,30
",",",",p
mais,mais,82
si,si,60
profondément,profondément,60
ironique,ironique,30
",",",",p
que,que,83
les,le,71
gens,gens,21
de,de,81
Saumur,Saumur,20
",",",",p
groupés,groupé,31
en,en,81
ce,ce,74
moment,moment,21
sur,sur,81
la,le,71
place,place,22
et,et,82
anéantis,anéanti,31
par,par,81
la,le,71
nouvelle,nouvelle,22
de,de,81
la,le,71
vente,vente,22
que,que,52
venait,venir,18
de,de,81
faire,faire,14
Grandet,Grandet,20
",",",",p
en,en,52
auraient,avoir,16
frémi,frémir,12
s',si,83
ils,ils,51
les,le,52
eussent,avoir,18
entendus,entendre,12
/.,/.,P
une,un,71
peur,peur,22
