11756
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingt-quatorzième extrait>,<>,<>
vers,vers,81
le,le,71
soleil,soleil,21
levant,levant,30
;,;,p
les,le,71
Cantabres,Cantabre,20
les,le,52
enfouissaient,enfouir,18
sous,sous,81
un,un,71
monceau,monceau,21
de,de,81
cailloux,caillou,21
;,;,p
les,le,71
Nasamons,Nasamon,20
les,le,52
pliaient,plier,18
en,en,81
deux,deux,72
avec,avec,81
des,de,81
des,le,71
courroies,courroie,22
de,de,81
boeufs,boeuf,21
",",",",p
et,et,82
les,le,71
Garamantes,Garamantes,20
allèrent,aller,19
les,le,52
ensevelir,ensevelir,14
sur,sur,81
la,le,71
plage,plage,22
",",",",p
afin,afin,81
qu',que,83
ils,ils,51
fussent,être,18
perpétuellement,perpétuellement,60
arrosés,arroser,12
par,par,81
les,le,71
flots,flot,21
/.,/.,P
mais,mais,82
les,le,71
Latins,Latin,20
se,se,51
désolaient,désoler,18
de,de,81
ne,ne,60
pas,pas,60
recueillir,recueillir,14
leurs,leur,73
cendres,cendre,22
dans,dans,81
les,le,71
urnes,urne,22
;,;,p
les,le,71
nomades,nomade,21
regrettaient,regretter,18
la,le,71
chaleur,chaleur,22
des,de,81
des,le,71
sables,sable,21
où,où,60
les,le,71
corps,corps,21
se,se,51
momifient,momifier,17
",",",",p
et,et,82
les,le,71
Celtes,Celte,20
",",",",p
trois,trois,72
pierres,pierre,22
brutes,brut,30
",",",",p
sous,sous,81
un,un,71
ciel,ciel,21
pluvieux,pluvieux,30
",",",",p
au,à,81
au,le,71
fond,fond,21
d',de,81
un,un,71
golfe,golfe,21
plein,plein,30
d',de,81
îlots,îlot,21
/.,/.,P
des,de,81
des,le,71
vociférations,vocifération,22
s',se,51
élevaient,élever,18
",",",",p
suivies,suivi,31
d',de,81
un,un,71
long,long,30
silence,silence,21
/.,/.,P
c',ce,52
était,être,18
pour,pour,81
forcer,forcer,14
les,le,71
âmes,âme,22
à,à,81
revenir,revenir,14
/.,/.,P
puis,puis,60
la,le,71
clameur,clameur,22
reprenait,reprendre,18
",",",",p
à,à,81
intervalles,intervalle,21
réguliers,régulier,30
",",",",p
obstinément,obstinément,60
/.,/.,P
on,on,51
s',se,51
excusait,excuser,18
près,près,81
des,de,81
des,le,71
morts,mort,22
de,de,81
ne,ne,60
pouvoir,pouvoir,14
les,le,52
honorer,honorer,14
comme,comme,83
le,le,52
prescrivaient,prescrire,18
les,le,71
rites,rite,21
:,:,p
car,car,82
ils,ils,51
allaient,aller,18
",",",",p
par,par,81
cette,ce,74
privation,privation,22
",",",",p
circuler,circuler,14
",",",",p
durant,durant,81
des,de,81
des,le,71
périodes,période,22
infinies,infini,30
",",",",p
à,à,81
travers,travers,21
toutes,tout,75
sortes,sorte,22
de,de,81
hasards,hasard,21
et,et,82
de,de,81
métamorphoses,métamorphose,22
:,:,p
on,on,51
les,le,52
interpellait,interpeller,18
",",",",p
on,on,51
leur,leur,52
demandait,demander,18
ce,ce,52
qu',que,52
ils,ils,51
désiraient,désirer,18
;,;,p
d',de,81
autres,autre,52
les,le,52
accablaient,accabler,18
d',de,81
injures,injure,22
pour,pour,81
s',se,51
être,être,14
laissé,laisser,12
vaincre,vaincre,14
/.,/.,P
la,le,71
lueur,lueur,22
des,de,81
des,le,71
grands,grand,30
bûchers,bûcher,21
apparaissait,apparaître,18
les,le,71
figures,figure,22
exsangues,exsangue,30
",",",",p
renversées,renversé,31
de,de,81
place,place,22
en,en,81
place,place,22
sur,sur,81
les,le,71
débris,débris,21
d',de,81
armures,armure,22
:,:,p
et,et,82
les,le,71
larmes,larme,22
excitaient,exciter,18
les,le,71
larmes,larme,22
",",",",p
les,le,71
sanglots,sanglot,21
devenaient,devenir,18
plus,plus,60
aigus,aigu,30
",",",",p
;,;,p
les,le,71
reconnaissances,reconnaissance,22
et,et,82
les,le,71
étreintes,étreinte,22
plus,plus,60
frénétiques,frénétique,30
/.,/.,P
des,de,81
des,le,71
femmes,femme,22
s',se,51
étalaient,étaler,18
sur,sur,81
les,le,71
cadavres,cadavre,21
",",",",p
bouche,bouche,22
contre,contre,81
bouche,bouche,22
",",",",p
front,front,21
contre,contre,81
front,front,21
:,:,p
il,il,51
fallait,falloir,18
les,le,52
battre,battre,14
pour,pour,81
qu',que,83
elles,ils,51
se,se,51
retirassent,retirer,18
",",",",p
quand,quand,83
on,on,51
jetait,jeter,18
la,le,71
terre,terre,22
/.,/.,P
ils,ils,51
se,se,51
noircissaient,noircir,18
les,le,71
joues,joue,22
;,;,p
ils,ils,51
se,se,51
coupaient,couper,18
les,le,71
cheveux,cheveu,21
;,;,p
ils,ils,51
se,se,51
tiraient,tirer,18
du,de,81
du,le,71
sang,sang,21
et,et,82
le,le,52
versaient,verser,18
dans,dans,81
les,le,71
fosses,fosse,22
;,;,p
ils,ils,51
se,se,51
faisaient,faire,18
des,de,81
des,le,71
entailles,entaille,22
à,à,81
l',le,71
imitation,imitation,22
des,de,81
des,le,71
blessures,blessure,22
qui,qui,52
défiguraient,défigurer,18
les,le,71
morts,mort,21
/.,/.,P
des,de,81
des,le,71
rugissements,rugissement,21
éclataient,éclater,18
à,à,81
travers,travers,21
le,le,71
tapage,tapage,21
des,de,81
des,le,71
cymbales,cymbale,22
/.,/.,P
quelques-uns,quelqu'un,52
arrachaient,arracher,18
leurs,leur,73
amulettes,amulette,22
",",",",p
crachaient,cracher,18
dessus,dessus,60
/.,/.,P
les,le,71
moribonds,moribond,21
se,se,51
roulaient,rouler,18
dans,dans,81
la,le,71
boue,boue,22
sanglante,sanglant,30
en,en,81
mordant,mordre,13
de,de,81
rage,rage,22
leurs,leur,73
poings,poing,21
mutilés,mutilé,31
;,;,p
et,et,82
quarante,quarante,72
trois,trois,72
Samnites,Samnite,20
",",",",p
tout,tout,75
un,un,71
printemps,printemps,21
sacré,sacré,31
",",",",p
s',se,51
entr'égorgèrent,entr'égorger,19
comme,comme,83
des,de,81
des,le,71
gladiateurs,gladiateur,21
/.,/.,P
bientôt,bientôt,60
le,le,71
bois,bois,21
manqua,manquer,19
pour,pour,81
les,le,71
bûchers,bûcher,21
",",",",p
les,le,71
flammes,flamme,22
s',se,51
éteignirent,éteindre,19
",",",",p
toutes,tout,75
les,le,71
places,place,22
étaient,être,18
prises,prendre,12
;,;,p
-,-,p
et,et,82
",",",",p
las,las,30
d',de,81
avoir,avoir,14
crié,crier,12
",",",",p
affaiblis,affaibli,31
",",",",p
chancelants,chancelant,30
",",",",p
ils,ils,51
s',se,51
endormirent,endormir,19
auprès,auprès,60
de,de,81
leurs,leur,73
frères,frère,21
morts,mort,31
",",",",p
ceux,celui,52
qui,qui,52
tenaient,tenir,18
à,à,81
vivre,vivre,14
pleins,plein,30
d',de,81
inquiétudes,inquiétude,22
",",",",p
et,et,82
les,le,71
autres,autre,52
désirant,désirer,13
ne,ne,60
pas,pas,60
se,se,51
réveiller,réveiller,14
/.,/.,P
aux,à,81
aux,le,71
blancheurs,blancheur,22
de,de,81
l',le,71
aube,aube,22
",",",",p
il,il,51
parut,paraître,19
sur,sur,81
les,le,71
limites,limite,22
des,de,81
des,le,71
barbares,barbare,21
des,de,81
des,le,71
soldats,soldat,21
qui,qui,52
défilaient,défiler,18
avec,avec,81
des,de,81
des,le,71
casques,casque,21
levés,levé,31
au,à,81
au,le,71
bout,bout,21
des,de,81
des,le,71
piques,pique,21
;,;,p
en,en,81
saluant,saluer,13
les,le,71
mercenaires,mercenaire,21
",",",",p
ils,ils,51
leur,leur,52
demandaient,demander,18
s',si,83
ils,ils,51
n',ne,60
avaient,avoir,18
rien,rien,52
à,à,81
faire,faire,14
dire,dire,14
dans,dans,81
leurs,leur,73
patries,patrie,22
/.,/.,P
d',de,81
autres,autre,52
se,se,51
rapprochèrent,rapprocher,19
",",",",p
et,et,82
les,le,71
barbares,barbare,21
reconnurent,reconnaître,19
quelques-uns,quelqu'un,52
de,de,81
leurs,leur,73
anciens,ancien,30
compagnons,compagnon,21
/.,/.,P
le,le,71
Suffète,Suffète,20
avait,avoir,18
proposé,proposer,12
à,à,81
tous,tout,75
les,le,71
captifs,captif,21
de,de,81
servir,servir,14
dans,dans,81
ses,son,73
troupes,troupe,22
/.,/.,P
plusieurs,plusieurs,75
avaient,avoir,18
intrépidement,intrépidement,60
refusé,refuser,12
;,;,p
et,et,82
",",",",p
bien,bien,60
résolu,résolu,31
à,à,81
ne,ne,60
point,point,60
les,le,52
nourrir,nourrir,14
ni,ni,82
à,à,81
les,le,52
abandonner,abandonner,14
au,à,81
au,le,71
grand,grand,30
Conseil,conseil,21
",",",",p
il,il,51
les,le,52
avait,avoir,18
renvoyés,renvoyer,12
",",",",p
en,en,81
leur,leur,52
ordonnant,ordonner,13
de,de,81
ne,ne,60
plus,plus,60
combattre,combattre,14
Carthage,Carthage,20
/.,/.,P
quant,quand,83
à,à,81
ceux,celui,52
que,que,52
la,le,71
peur,peur,22
des,de,81
des,le,71
supplices,supplice,21
rendait,rendre,18
dociles,docile,30
",",",",p
on,on,51
leur,leur,52
avait,avoir,18
distribué,distribuer,12
les,le,71
armes,arme,22
de,de,81
l',le,71
ennemi,ennemi,21
;,;,p
et,et,82
maintenant,maintenant,60
ils,ils,51
se,se,51
présentaient,présenter,18
aux,à,81
aux,le,71
vaincus,vaincu,21
",",",",p
moins,moins,60
pour,pour,81
les,le,52
séduire,séduire,14
que,que,83
par,par,81
un,un,71
mouvement,mouvement,21
d',de,81
orgueil,orgueil,21
et,et,82
de,de,81
curiosité,curiosité,22
/.,/.,P
d'abord,d'abord,60
ils,ils,51
racontèrent,raconter,19
les,le,71
bons,bon,30
traitements,traitement,21
du,de,81
du,le,71
Suffète,Suffète,20
;,;,p
les,le,71
barbares,barbare,21
les,le,52
écoutaient,écouter,18
tout,tout,60
en,en,81
les,le,52
jalousant,jalouser,13
",",",",p
bien,bien,60
qu',que,83
ils,ils,51
les,le,52
méprisassent,mépriser,18
/.,/.,P
puis,puis,60
",",",",p
aux,à,81
aux,le,71
premières,premier,72
paroles,parole,22
de,de,81
reproche,reproche,21
",",",",p
les,le,71
lâches,lâche,21
s',se,51
emportèrent,emporter,19
;,;,p
de,de,81
loin,loin,60
ils,ils,51
leur,leur,52
montraient,montrer,18
leurs,leur,73
propres,propre,30
épées,épée,22
",",",",p
leurs,leur,73
cuirasses,cuirasse,22
",",",",p
et,et,82
les,le,52
conviaient,convier,18
avec,avec,81
des,de,81
des,le,71
injures,injure,22
à,à,81
venir,venir,14
les,le,52
prendre,prendre,14
/.,/.,P
les,le,71
barbares,barbare,21
ramassèrent,ramasser,19
des,de,81
des,le,71
cailloux,caillou,21
;,;,p
tous,tout,52
s',se,51
enfuirent,enfuir,19
;,;,p
et,et,82
l',l',94
on,on,51
ne,ne,60
vit,voir,19
plus,plus,60
au,à,81
au,le,71
sommet,sommet,21
de,de,81
la,le,71
montagne,montagne,22
que,que,83
les,le,71
pointes,pointe,22
des,de,81
des,le,71
lances,lance,22
dépassant,dépasser,13
le,le,71
bord,bord,21
des,de,81
des,le,71
palissades,palissade,22
/.,/.,P
alors,alors,60
une,un,71
douleur,douleur,22
",",",",p
plus,plus,60
lourde,lourd,30
que,que,83
l',le,71
humiliation,humiliation,22
de,de,81
la,le,71
défaite,défaite,22
",",",",p
accabla,accabler,19
les,le,71
barbares,barbare,21
/.,/.,P
ils,ils,51
songeaient,songer,18
à,à,81
l',le,71
inanité,inanité,22
de,de,81
leur,leur,73
courage,courage,21
/.,/.,P
ils,ils,51
restaient,rester,18
les,le,71
yeux,oeil,21
fixes,fixe,30
en,en,81
grinçant,grincer,13
des,de,81
des,le,71
dents,dent,22
/.,/.,P
la,le,71
même,même,75
idée,idée,22
leur,leur,52
vint,venir,19
/.,/.,P
ils,ils,51
se,se,51
précipitèrent,précipiter,19
en,en,81
tumulte,tumulte,21
sur,sur,81
les,le,71
prisonniers,prisonnier,21
carthaginois,carthaginois,30
/.,/.,P
les,le,71
soldats,soldat,21
du,de,81
du,le,71
Suffète,Suffète,20
",",",",p
par,par,81
hasard,hasard,21
",",",",p
n',ne,60
avaient,avoir,18
pu,pouvoir,12
les,le,52
découvrir,découvrir,14
",",",",p
et,et,82
comme,comme,83
il,il,51
s',se,51
était,être,18
retiré,retirer,12
du,de,81
du,le,71
champ,champ,21
de,de,81
bataille,bataille,22
",",",",p
ils,ils,51
se,se,51
trouvaient,trouver,18
encore,encore,60
dans,dans,81
la,le,71
fosse,fosse,22
profonde,profond,30
/.,/.,P
on,on,51
les,le,52
rangea,ranger,19
par,par,81
terre,terre,22
",",",",p
dans,dans,81
un,un,71
endroit,endroit,21
aplati,aplati,31
/.,/.,P
des,de,81
des,le,71
sentinelles,sentinelle,22
firent,faire,19
un,un,71
cercle,cercle,21
autour,autour,60
d',de,81
eux,ils,51
",",",",p
et,et,82
on,on,51
laissa,laisser,19
les,le,71
femmes,femme,22
entrer,entrer,14
",",",",p
par,par,81
trente,trente,72
ou,ou,82
quarante,quarante,72
successivement,successivement,60
/.,/.,P
voulant,vouloir,13
profiter,profiter,14
du,de,81
du,le,71
peu,peu,60
de,de,81
temps,temps,21
qu',que,52
on,on,51
leur,leur,52
donnait,donner,18
",",",",p
elles,ils,51
couraient,courir,18
de,de,81
l',le,71
un,un,52
à,à,81
l',le,71
autre,autre,52
",",",",p
incertaines,incertain,30
",",",",p
palpitantes,palpitant,30
;,;,p
puis,puis,60
",",",",p
inclinées,incliné,31
sur,sur,81
ces,ce,74
pauvres,pauvre,30
corps,corps,21
",",",",p
elles,ils,51
les,le,52
frappaient,frapper,18
à,à,81
tour,tour,21
de,de,81
bras,bras,21
comme,comme,83
des,de,81
des,le,71
lavandières,lavandière,22
qui,qui,52
battent,battre,17
des,de,81
des,le,71
linges,linge,21
;,;,p
en,en,81
hurlant,hurler,13
le,le,71
nom,nom,21
de,de,81
leurs,leur,73
époux,époux,21
",",",",p
elles,ils,51
les,le,52
déchiraient,déchirer,18
sous,sous,81
leurs,leur,73
ongles,ongle,21
;,;,p
elles,ils,51
leur,leur,52
crevèrent,crever,19
les,le,71
yeux,oeil,21
avec,avec,81
les,le,71
aiguilles,aiguille,22
de,de,81
leurs,leur,73
chevelures,chevelure,22
/.,/.,P
les,le,71
hommes,homme,21
y,y,52
vinrent,venir,19
ensuite,ensuite,60
",",",",p
et,et,82
ils,ils,51
les,le,52
suppliciaient,supplicier,18
depuis,depuis,81
les,le,71
pieds,pied,21
",",",",p
qu',que,83
ils,ils,51
coupaient,couper,18
aux,à,81
aux,le,71
chevilles,cheville,22
",",",",p
jusqu',jusque,81
au,à,81
au,le,71
front,front,21
",",",",p
dont,dont,52
ils,ils,51
levaient,lever,18
des,de,81
des,le,71
couronnes,couronne,22
de,de,81
peau,peau,22
pour,pour,81
se,se,51
mettre,mettre,14
sur,sur,81
la,le,71
tête,tête,22
/.,/.,P
les,le,71
mangeurs,mangeur,21
de,de,81
choses,chose,22
immondes,immonde,30
furent,être,19
atroces,atroce,30
dans,dans,81
leurs,leur,73
imaginations,imagination,22
/.,/.,P
ils,ils,51
envenimaient,envenimer,18
les,le,71
blessures,blessure,22
en,en,81
y,y,52
versant,verser,13
de,de,81
la,le,71
poussière,poussière,22
",",",",p
du,de,81
du,le,71
vinaigre,vinaigre,21
",",",",p
des,de,81
des,le,71
éclats,éclat,21
de,de,81
poterie,poterie,22
:,:,p
d',de,81
autres,autre,52
attendaient,attendre,18
derrière,derrière,81
eux,ils,51
;,;,p
le,le,71
sang,sang,21
coulait,couler,18
et,et,82
ils,ils,51
se,se,51
réjouissaient,réjouir,18
comme,comme,83
font,faire,17
les,le,71
vendangeurs,vendangeur,21
autour,autour,60
des,de,81
des,le,71
cuves,cuve,22
fumantes,fumant,30
/.,/.,P
cependant,cependant,82
Mâtho,Mâtho,20
était,être,18
assis,asseoir,12
par,par,81
terre,terre,22
",",",",p
à,à,81
la,le,71
place,place,22
même,même,30
où,où,60
il,il,51
se,se,51
trouvait,trouver,18
quand,quand,83
la,le,71
bataille,bataille,22
avait,avoir,18
fini,finir,12
",",",",p
les,le,71
coudes,coude,21
sur,sur,81
les,le,71
genoux,genou,21
",",",",p
les,le,71
tempes,tempe,22
dans,dans,81
les,le,71
mains,main,22
;,;,p
il,il,51
ne,ne,60
voyait,voir,18
rien,rien,52
",",",",p
n',ne,60
entendait,entendre,18
rien,rien,52
",",",",p
ne,ne,60
pensait,penser,18
plus,plus,60
/.,/.,P
aux,à,81
aux,le,71
hurlements,hurlement,21
de,de,81
joie,joie,22
que,que,52
la,le,71
foule,foule,22
poussait,pousser,18
",",",",p
il,il,51
releva,relever,19
la,le,71
tête,tête,22
/.,/.,P
devant,devant,81
lui,lui,51
",",",",p
un,un,71
lambeau,lambeau,21
de,de,81
toile,toile,22
accroché,accroché,31
à,à,81
une,un,71
perche,perche,22
",",",",p
et,et,82
qui,qui,52
traînait,traîner,18
par,par,81
le,le,71
bas,bas,21
",",",",p
abritait,abriter,18
confusément,confusément,60
des,de,81
des,le,71
corbeilles,corbeille,22
",",",",p
des,de,81
des,le,71
tapis,tapis,21
",",",",p
une,un,71
peau,peau,22
de,de,81
lion,lion,21
/.,/.,P
il,il,51
reconnut,reconnaître,19
sa,son,73
tente,tente,22
;,;,p
et,et,82
ses,son,73
yeux,oeil,21
s',se,51
attachaient,attacher,18
contre,contre,81
le,le,71
sol,sol,21
comme,comme,83
si,si,83
la,le,71
fille,fille,22
d',de,81
Hamilcar,Hamilcar,20
",",",",p
en,en,81
disparaissant,disparaître,13
",",",",p
se,se,51
fût,être,19
enfoncée,enfoncer,12
sous,sous,81
la,le,71
terre,terre,22
/.,/.,P
la,le,71
toile,toile,22
déchirée,déchiré,31
battait,battre,18
au,à,81
au,le,71
vent,vent,21
;,;,p
quelquefois,quelquefois,60
ses,son,73
longues,long,30
bribes,bribe,22
lui,lui,51
passaient,passer,18
devant,devant,81
la,le,71
bouche,bouche,22
",",",",p
et,et,82
il,il,51
aperçut,apercevoir,19
une,un,71
marque,marque,22
rouge,rouge,30
",",",",p
pareille,pareil,30
à,à,81
l',le,71
empreinte,empreinte,22
d',de,81
une,un,71
main,main,22
/.,/.,P
c',ce,52
était,être,18
la,le,71
main,main,22
de,de,81
Narr'Havas,Narr'Havas,20
",",",",p
le,le,71
signe,signe,21
de,de,81
leur,leur,73
alliance,alliance,22
/.,/.,P
alors,alors,60
Mâtho,Mâtho,20
se,se,51
leva,lever,19
/.,/.,P
il,il,51
prit,prendre,19
un,un,71
tison,tison,21
qui,qui,52
fumait,fumer,18
encore,encore,60
",",",",p
et,et,82
il,il,51
le,le,52
jeta,jeter,19
sur,sur,81
les,le,71
débris,débris,21
de,de,81
sa,son,73
tente,tente,22
",",",",p
dédaigneusement,dédaigneusement,60
/.,/.,P
puis,puis,60
",",",",p
du,de,81
du,le,71
bout,bout,21
de,de,81
son,son,73
cothurne,cothurne,21
",",",",p
il,il,51
repoussait,repousser,18
vers,vers,81
la,le,71
flamme,flamme,22
des,de,81
des,le,71
choses,chose,22
qui,qui,52
débordaient,déborder,18
",",",",p
pour,pour,81
que,que,83
rien,rien,52
n',ne,60
en,en,52
subsistât,subsister,18
/.,/.,P
tout,tout,60
à,à,81
coup,coup,21
",",",",p
et,et,82
sans,sans,81
qu',que,83
on,on,51
pût,pouvoir,18
deviner,deviner,14
de,de,81
quel,quel,75
point,point,21
il,il,51
surgissait,surgir,18
",",",",p
Spendius,Spendius,20
parut,paraître,19
/.,/.,P
l',le,71
ancien,ancien,30
esclave,esclave,21
s',se,51
était,être,18
attaché,attacher,12
contre,contre,81
la,le,71
cuisse,cuisse,22
deux,deux,72
éclats,éclat,21
de,de,81
lance,lance,22
;,;,p
il,il,51
boitait,boiter,18
d',de,81
un,un,71
air,air,21
piteux,piteux,30
",",",",p
tout,tout,60
en,en,81
exhalant,exhaler,13
des,de,81
des,le,71
plaintes,plainte,22
/.,/.,P
-,-,p
“,“,p
retire,retirer,17
donc,donc,82
cela,cela,52
“,“,p
",",",",p
lui,lui,51
dit,dire,19
Mâtho,Mâtho,20
",",",",p
“,“,p
je,je,51
sais,savoir,17
que,que,83
tu,tu,51
es,être,17
un,un,71
brave,brave,21
/!,/!,P
car,car,82
il,il,51
était,être,18
si,si,60
écrasé,écraser,12
par,par,81
l',le,71
injustice,injustice,22
des,de,81
des,le,71
dieux,dieu,21
qu',que,83
il,il,51
n',ne,60
avait,avoir,18
plus,plus,60
assez,assez,60
de,de,81
force,force,22
pour,pour,81
s',se,51
indigner,indigner,14
contre,contre,81
les,le,71
hommes,homme,21
/.,/.,P
Spendius,Spendius,20
lui,lui,51
fit,faire,19
un,un,71
signe,signe,21
",",",",p
et,et,82
il,il,51
le,le,52
mena,mener,19
dans,dans,81
le,le,71
creux,creux,21
d',de,81
un,un,71
mamelon,mamelon,21
",",",",p
où,où,60
Zarxas,Zarxas,20
et,et,82
Autharite,Autharite,20
se,se,51
tenaient,tenir,18
cachés,caché,31
/.,/.,P
ils,ils,51
avaient,avoir,18
fui,fuir,12
comme,comme,83
l',le,71
esclave,esclave,21
",",",",p
l',le,71
un,un,52
bien,bien,60
qu',que,83
il,il,51
fût,être,19
cruel,cruel,30
",",",",p
et,et,82
l',le,71
autre,autre,52
malgré,malgré,81
sa,son,73
bravoure,bravoure,22
/.,/.,P
mais,mais,82
qui,qui,52
aurait,avoir,16
pu,pouvoir,12
s',se,51
attendre,attendre,14
",",",",p
disaient,dire,18
ils,ils,51
",",",",p
à,à,81
la,le,71
trahison,trahison,22
de,de,81
Narr'Havas,Narr'Havas,20
",",",",p
à,à,81
l',le,71
incendie,incendie,21
des,de,81
des,le,71
Libyens,Libyen,20
",",",",p
à,à,81
la,le,71
perte,perte,22
du,de,81
du,le,71
zaïmph,zaïmph,21
",",",",p
à,à,81
l',le,71
attaque,attaque,22
soudaine,soudain,30
d',de,81
Hamilcar,Hamilcar,20
",",",",p
et,et,82
surtout,surtout,60
à,à,81
ses,son,73
manoeuvres,manoeuvre,22
les,le,52
forçant,forcer,13
à,à,81
revenir,revenir,14
dans,dans,81
le,le,71
fond,fond,21
de,de,81
la,le,71
montagne,montagne,22
sous,sous,81
les,le,71
coups,coup,21
immédiats,immédiat,30
des,de,81
des,le,71
Carthaginois,Carthaginois,20
/?,/?,P
Spendius,Spendius,20
n',ne,60
avouait,avouer,18
point,point,60
sa,son,73
terreur,terreur,22
et,et,82
persistait,persister,18
à,à,81
soutenir,soutenir,14
qu',que,83
il,il,51
avait,avoir,18
la,le,71
jambe,jambe,22
cassée,cassé,31
/.,/.,P
enfin,enfin,60
",",",",p
les,le,71
trois,trois,72
chefs,chef,21
et,et,82
le,le,71
schalischim,schalischim,21
se,se,51
demandèrent,demander,19
ce,ce,52
qu',que,52
il,il,51
fallait,falloir,18
maintenant,maintenant,60
décider,décider,14
/.,/.,P
Hamilcar,Hamilcar,20
leur,leur,52
fermait,fermer,18
la,le,71
route,route,22
de,de,81
Carthage,Carthage,20
;,;,p
on,on,51
était,être,18
pris,prendre,12
entre,entre,81
ses,son,73
soldats,soldat,21
et,et,82
les,le,71
provinces,province,22
de,de,81
Narr'Havas,Narr'Havas,20
;,;,p
les,le,71
villes,ville,22
tyriennes,tyrien,30
se,se,51
joindraient,joindre,16
aux,à,81
aux,le,71
vainqueurs,vainqueur,21
;,;,p
ils,ils,51
allaient,aller,18
se,se,51
trouver,trouver,14
acculés,acculé,31
au,à,81
au,le,71
bord,bord,21
de,de,81
la,le,71
mer,mer,22
",",",",p
et,et,82
toutes,tout,75
ces,ce,74
forces,force,22
réunies,réuni,31
les,le,52
écraseraient,écraser,16
/.,/.,P
voilà,voilà,81
ce,ce,52
qui,qui,52
arriverait,arriver,16
immanquablement,immanquablement,60
/.,/.,P
ainsi,ainsi,60
pas,pas,60
un,un,71
moyen,moyen,21
ne,ne,60
s',se,51
offrait,offrir,18
d',de,81
éviter,éviter,14
la,le,71
guerre,guerre,22
/.,/.,P
donc,donc,82
",",",",p
ils,ils,51
devaient,devoir,18
la,le,52
poursuivre,poursuivre,14
à,à,81
outrance,outrance,22
/.,/.,P
mais,mais,82
comment,comment,60
faire,faire,14
comprendre,comprendre,14
la,le,71
nécessité,nécessité,22
d',de,81
une,un,71
interminable,interminable,30
bataille,bataille,22
à,à,81
tous,tout,75
ces,ce,74
gens,gens,21
découragés,découragé,31
et,et,82
saignant,saigner,13
encore,encore,60
de,de,81
leurs,leur,73
blessures,blessure,22
/?,/?,P
je,je,51
m',je,51
en,en,52
charge,charger,17
!,!,p
dit,dire,19
Spendius,Spendius,20
/.,/.,P
deux,deux,72
heures,heure,22
après,après,81
",",",",p
un,un,71
homme,homme,21
",",",",p
qui,qui,52
arrivait,arriver,18
du,de,81
du,le,71
côté,côté,21
d',de,81
Hippo-Zaryte,Hippo-Zaryte,20
",",",",p
gravit,gravir,19
en,en,81
courant,courir,13
la,le,71
montagne,montagne,22
/.,/.,P
il,il,51
agitait,agiter,18
des,de,81
des,le,71
tablettes,tablette,22
au,à,81
au,le,71
bout,bout,21
de,de,81
son,son,73
bras,bras,21
",",",",p
et,et,82
",",",",p
comme,comme,83
il,il,51
criait,crier,18
très,très,60
fort,fort,60
",",",",p
les,le,71
barbares,barbare,21
l',le,52
entourèrent,entourer,19
/.,/.,P
elles,ils,51
étaient,être,18
expédiées,expédier,12
par,par,81
les,le,71
soldats,soldat,21
grecs,grec,30
de,de,81
la,le,71
Sardaigne,Sardaigne,20
/.,/.,P
ils,ils,51
recommandaient,recommander,18
à,à,81
leurs,leur,73
compagnons,compagnon,21
d',de,81
Afrique,Afrique,20
de,de,81
surveiller,surveiller,14
Giscon,Giscon,20
avec,avec,81
les,le,71
autres,autre,75
captifs,captif,21
/.,/.,P
un,un,71
marchand,marchand,21
de,de,81
Samos,Samos,20
",",",",p
un,un,71
certain,certain,75
Hipponax,Hipponax,20
",",",",p
venant,venir,13
de,de,81
Carthage,Carthage,20
",",",",p
leur,leur,52
avait,avoir,18
appris,apprendre,12
qu',que,83
un,un,71
complot,complot,21
s',se,51
organisait,organiser,18
pour,pour,81
les,le,52
faire,faire,14
évader,évader,14
",",",",p
et,et,82
on,on,51
engageait,engager,18
les,le,71
barbares,barbare,21
à,à,81
tout,tout,52
prévoir,prévoir,14
;,;,p
la,le,71
république,république,22
était,être,18
puissante,puissant,30
/.,/.,P
le,le,71
stratagème,stratagème,21
de,de,81
Spendius,Spendius,20
ne,ne,60
réussit,réussir,17
point,point,60
d'abord,d'abord,60
comme,comme,83
il,il,51
l',le,52
avait,avoir,18
espéré,espérer,12
/.,/.,P
cette,ce,74
assurance,assurance,22
d',de,81
un,un,71
péril,péril,21
nouveau,nouveau,30
",",",",p
loin,loin,60
d',de,81
exciter,exciter,14
de,de,81
la,le,71
fureur,fureur,22
",",",",p
souleva,soulever,19
des,de,81
des,le,71
craintes,crainte,22
;,;,p
et,et,82
",",",",p
se,se,51
rappelant,rappeler,13
l',le,71
avertissement,avertissement,21
d',de,81
Hamilcar,Hamilcar,20
jeté,jeté,31
naguère,naguère,60
au,à,81
au,le,71
milieu,milieu,21
d',de,81
eux,ils,51
",",",",p
ils,ils,51
s',se,51
attendaient,attendre,18
à,à,81
quelque,quelque,75
chose,chose,22
d',de,81
imprévu,imprévu,30
et,et,82
qui,qui,52
serait,être,16
terrible,terrible,30
/.,/.,P
la,le,71
nuit,nuit,22
se,se,51
passa,passer,19
dans,dans,81
une,un,71
grande,grand,30
angoisse,angoisse,22
;,;,p
plusieurs,plusieurs,75
même,même,60
se,se,51
débarrassèrent,débarrasser,19
de,de,81
leurs,leur,73
armes,arme,22
pour,pour,81
attendrir,attendrir,14
le,le,71
Suffète,Suffète,20
quand,quand,83
il,il,51
se,se,51
