11574
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Soixante-douzième extrait>,<>,<>
la,le,71
plus,plus,60
belle,beau,30
paire,paire,22
de,de,81
rosses,rosse,22
que,que,52
j',je,51
aie,avoir,17
jamais,jamais,60
vue,voir,12
;,;,p
je,je,51
l',le,52
aperçus,apercevoir,19
à,à,81
la,le,71
promenade,promenade,22
",",",",p
si,si,83
je,je,51
le,le,52
reconnus,reconnaître,19
",",",",p
il,il,51
lui,lui,51
fut,être,19
impossible,impossible,30
de,de,81
deviner,deviner,14
qui,qui,52
j',je,51
étais,être,18
/.,/.,P
nous,nous,51
allâmes,aller,19
ensemble,ensemble,60
dans,dans,81
un,un,71
cabaret,cabaret,21
/.,/.,P
là,là,60
",",",",p
quand,quand,83
je,je,51
me,je,51
nommai,nommer,19
",",",",p
la,le,71
bouche,bouche,22
de,de,81
Boutin,Boutin,20
se,se,51
fendit,fendre,19
en,en,81
éclats,éclat,21
de,de,81
rire,rire,21
comme,comme,83
un,un,71
mortier,mortier,21
qui,qui,52
crève,crever,17
/.,/.,P
cette,ce,74
gaieté,gaieté,22
",",",",p
monsieur,monsieur,21
",",",",p
me,je,51
causa,causer,19
l',le,71
un,un,52
de,de,81
mes,mon,73
plus,plus,60
vifs,vif,30
chagrins,chagrin,21
/!,/!,P
elle,il,51
me,je,51
révélait,révéler,18
sans,sans,81
fard,fard,21
tous,tout,75
les,le,71
changements,changement,21
qui,qui,52
étaient,être,18
survenus,survenir,12
en,en,81
moi,moi,51
/!,/!,P
j',je,51
étais,être,18
donc,donc,82
méconnaissable,méconnaissable,30
",",",",p
même,même,60
pour,pour,81
l',le,71
oeil,oeil,21
du,de,81
du,le,71
plus,plus,60
humble,humble,30
et,et,82
du,de,81
du,le,71
plus,plus,60
reconnaissant,reconnaissant,30
de,de,81
mes,mon,73
amis,ami,21
!,!,p
jadis,jadis,60
j',je,51
avais,avoir,18
sauvé,sauver,12
la,le,71
vie,vie,22
à,à,81
Boutin,Boutin,20
",",",",p
mais,mais,82
c',ce,52
était,être,18
une,un,71
revanche,revanche,22
que,que,52
je,je,51
lui,lui,51
devais,devoir,18
/.,/.,P
je,je,51
ne,ne,60
vous,vous,51
dirai,dire,15
pas,pas,60
comment,comment,60
il,il,51
me,je,51
rendit,rendre,19
ce,ce,74
service,service,21
/.,/.,P
la,le,71
scène,scène,22
eut,avoir,19
lieu,lieu,21
en,en,81
Italie,Italie,20
",",",",p
à,à,81
Ravenne,Ravenne,20
/.,/.,P
la,le,71
maison,maison,22
où,où,60
Boutin,Boutin,20
m',je,51
empêcha,empêcher,19
d',de,81
être,être,14
poignardé,poignarder,12
n',ne,60
était,être,18
pas,pas,60
une,un,71
maison,maison,22
fort,fort,60
décente,décent,30
/.,/.,P
à,à,81
cette,ce,74
époque,époque,22
je,je,51
n',ne,60
étais,être,18
pas,pas,60
colonel,colonel,21
",",",",p
j',je,51
étais,être,18
simple,simple,30
cavalier,cavalier,21
",",",",p
comme,comme,83
Boutin,Boutin,20
/.,/.,P
heureusement,heureusement,60
cette,ce,74
histoire,histoire,22
comportait,comporter,18
des,de,81
des,le,71
détails,détail,21
qui,qui,52
ne,ne,60
pouvaient,pouvoir,18
être,être,14
connus,connaître,12
que,que,83
de,de,81
nous,nous,51
seuls,seul,30
;,;,p
et,et,82
",",",",p
quand,quand,83
je,je,51
les,le,52
lui,lui,51
rappelai,rappeler,19
",",",",p
son,son,73
incrédulité,incrédulité,22
diminua,diminuer,19
/.,/.,P
puis,puis,60
je,je,51
lui,lui,51
contai,conter,19
les,le,71
accidents,accident,21
de,de,81
ma,mon,73
bizarre,bizarre,30
existence,existence,22
/.,/.,P
quoique,quoique,83
mes,mon,73
yeux,oeil,21
",",",",p
ma,mon,73
voix,voix,22
fussent,être,18
",",",",p
me,je,51
dit,dire,19
il,il,51
",",",",p
singulièrement,singulièrement,60
altérés,altérer,12
",",",",p
que,que,83
je,je,51
n',ne,60
eusse,avoir,18
plus,plus,60
ni,ni,82
cheveux,cheveu,21
",",",",p
ni,ni,82
dents,dent,22
",",",",p
ni,ni,82
sourcils,sourcil,21
",",",",p
que,que,83
je,je,51
fusse,être,18
blanc,blanc,30
comme,comme,83
un,un,71
albinos,albinos,21
",",",",p
il,il,51
finit,finir,19
par,par,81
retrouver,retrouver,14
son,son,73
colonel,colonel,21
dans,dans,81
le,le,71
mendiant,mendiant,21
",",",",p
après,après,81
mille,mille,72
interrogations,interrogation,22
auxquelles,à,81
auxquelles,lequel,52
je,je,51
répondis,répondre,19
victorieusement,victorieusement,60
/.,/.,P
il,il,51
me,je,51
raconta,raconter,19
ses,son,73
aventures,aventure,22
",",",",p
elles,ils,51
n',ne,60
étaient,être,18
pas,pas,60
moins,moins,60
extraordinaires,extraordinaire,30
que,que,83
les,le,71
miennes,mien,52
:,:,p
il,il,51
revenait,revenir,18
des,de,81
des,le,71
confins,confins,21
de,de,81
la,le,71
Chine,Chine,20
",",",",p
où,où,60
il,il,51
avait,avoir,18
voulu,vouloir,12
pénétrer,pénétrer,14
après,après,81
s',se,51
être,être,14
échappé,échapper,12
de,de,81
la,le,71
Sibérie,Sibérie,20
/.,/.,P
il,il,51
m',je,51
apprit,apprendre,19
les,le,71
désastres,désastre,21
de,de,81
la,le,71
campagne,campagne,22
de,de,81
Russie,Russie,20
et,et,82
la,le,71
première,premier,72
abdication,abdication,22
de,de,81
Napoléon,Napoléon,20
/.,/.,P
cette,ce,74
nouvelle,nouvelle,22
est,être,17
une,un,52
des,de,81
des,le,71
choses,chose,22
qui,qui,52
m',je,51
ont,avoir,17
fait,faire,12
le,le,71
plus,plus,60
de,de,81
mal,mal,21
/!,/!,P
nous,nous,51
étions,être,18
deux,deux,72
débris,débris,21
curieux,curieux,30
après,après,81
avoir,avoir,14
ainsi,ainsi,60
roulé,rouler,12
sur,sur,81
le,le,71
globe,globe,21
comme,comme,83
roulent,rouler,17
dans,dans,81
l',le,71
océan,océan,21
les,le,71
cailloux,caillou,21
emportés,emporté,31
d',de,81
un,un,71
rivage,rivage,21
à,à,81
l',le,71
autre,autre,52
par,par,81
les,le,71
tempêtes,tempête,22
/.,/.,P
à,à,81
nous,nous,51
deux,deux,72
nous,nous,51
avions,avoir,18
vu,voir,12
l',le,71
Egypte,Egypte,20
",",",",p
la,le,71
Syrie,Syrie,20
",",",",p
l',le,71
Espagne,Espagne,20
",",",",p
la,le,71
Russie,Russie,20
",",",",p
la,le,71
Hollande,Hollande,20
",",",",p
l',le,71
Allemagne,Allemagne,20
",",",",p
l',le,71
Italie,Italie,20
",",",",p
la,le,71
Dalmatie,Dalmatie,20
",",",",p
l',le,71
Angleterre,Angleterre,20
",",",",p
la,le,71
Chine,Chine,20
",",",",p
la,le,71
Tartarie,Tartarie,20
",",",",p
la,le,71
Sibérie,Sibérie,20
;,;,p
il,il,51
ne,ne,60
nous,nous,51
manquait,manquer,18
que,que,83
d',de,81
être,être,14
allés,aller,12
dans,dans,81
les,le,71
Indes,Inde,20
et,et,82
en,en,81
Amérique,Amérique,20
/!,/!,P
enfin,enfin,60
",",",",p
plus,plus,60
ingambe,ingambe,30
que,que,83
je,je,51
ne,ne,60
l',le,52
étais,être,18
",",",",p
Boutin,Boutin,20
se,se,51
chargea,charger,19
d',de,81
aller,aller,14
à,à,81
Paris,Paris,20
le,le,71
plus,plus,60
lestement,lestement,60
possible,possible,30
afin,afin,81
d',de,81
instruire,instruire,14
ma,mon,73
femme,femme,22
de,de,81
l',le,71
état,état,21
dans,dans,81
lequel,lequel,52
je,je,51
me,je,51
trouvais,trouver,18
/.,/.,P
j',je,51
écrivis,écrire,19
à,à,81
madame,madame,22
Chabert,Chabert,20
une,un,71
lettre,lettre,22
bien,bien,60
détaillée,détaillé,31
/.,/.,P
c',ce,52
était,être,18
la,le,71
quatrième,quatrième,72
",",",",p
monsieur,monsieur,21
!,!,p
si,si,83
j',je,51
avais,avoir,18
eu,avoir,12
des,de,81
des,le,71
parents,parent,21
",",",",p
tout,tout,75
cela,cela,52
ne,ne,60
serait,être,16
peut-être,peut-être,60
pas,pas,60
arrivé,arriver,12
;,;,p
mais,mais,82
",",",",p
il,il,51
faut,falloir,17
vous,vous,51
l',le,52
avouer,avouer,14
",",",",p
je,je,51
suis,être,17
un,un,71
enfant,enfant,21
d',de,81
hôpital,hôpital,21
",",",",p
un,un,71
soldat,soldat,21
qui,qui,52
pour,pour,81
patrimoine,patrimoine,21
avait,avoir,18
son,son,73
courage,courage,21
",",",",p
pour,pour,81
famille,famille,22
tout,tout,75
le,le,71
monde,monde,21
",",",",p
pour,pour,81
patrie,patrie,22
la,le,71
France,France,20
",",",",p
pour,pour,81
tout,tout,75
protecteur,protecteur,21
le,le,71
bon,bon,30
dieu,dieu,21
/.,/.,P
je,je,51
me,je,51
trompe,tromper,17
!,!,p
j',je,51
avais,avoir,18
un,un,71
père,père,21
",",",",p
l',le,71
empereur,empereur,21
/!,/!,P
ah,ah,93
!,!,p
s',si,83
il,il,51
était,être,18
debout,debout,60
",",",",p
le,le,71
cher,cher,30
homme,homme,21
!,!,p
et,et,82
qu',que,52
il,il,51
vît,voir,18
son,son,73
Chabert,Chabert,20
",",",",p
comme,comme,83
il,il,51
me,je,51
nommait,nommer,18
",",",",p
dans,dans,81
l',le,71
état,état,21
où,où,60
je,je,51
suis,être,17
",",",",p
mais,mais,82
il,il,51
se,se,51
mettrait,mettre,16
en,en,81
colère,colère,22
/.,/.,P
que,que,52
voulez,vouloir,17
vous,vous,51
!,!,p
notre,notre,73
soleil,soleil,21
s',se,51
est,être,17
couché,coucher,12
",",",",p
nous,nous,51
avons,avoir,17
tous,tout,52
froid,froid,30
maintenant,maintenant,60
/.,/.,P
après,après,81
tout,tout,52
",",",",p
les,le,71
événements,événement,21
politiques,politique,30
pouvaient,pouvoir,18
justifier,justifier,14
le,le,71
silence,silence,21
de,de,81
ma,mon,73
femme,femme,22
/!,/!,P
Boutin,Boutin,20
partit,partir,19
/.,/.,P
il,il,51
était,être,18
bien,bien,60
heureux,heureux,30
",",",",p
lui,lui,51
/!,/!,P
il,il,51
avait,avoir,18
deux,deux,72
ours,ours,21
blancs,blanc,30
supérieurement,supérieurement,60
dressés,dressé,31
qui,qui,52
le,le,52
faisaient,faire,18
vivre,vivre,14
/.,/.,P
je,je,51
ne,ne,60
pouvais,pouvoir,18
l',le,52
accompagner,accompagner,14
;,;,p
mes,mon,73
douleurs,douleur,22
ne,ne,60
me,je,51
permettaient,permettre,18
pas,pas,60
de,de,81
faire,faire,14
de,de,81
longues,long,30
étapes,étape,22
/.,/.,P
je,je,51
pleurai,pleurer,19
",",",",p
monsieur,monsieur,21
",",",",p
quand,quand,83
nous,nous,51
nous,nous,51
séparâmes,séparer,19
",",",",p
après,après,81
avoir,avoir,14
marché,marcher,12
aussi,aussi,60
longtemps,longtemps,60
que,que,83
mon,mon,73
état,état,21
put,pouvoir,19
me,je,51
le,le,52
permettre,permettre,14
en,en,81
compagnie,compagnie,22
de,de,81
ses,son,73
ours,ours,21
et,et,82
de,de,81
lui,lui,51
/.,/.,P
à,à,81
Karlsruhe,Karlsruhe,20
j',je,51
eus,avoir,19
un,un,71
accès,accès,21
de,de,81
névralgie,névralgie,22
à,à,81
la,le,71
tête,tête,22
",",",",p
et,et,82
restai,rester,19
six,six,72
semaines,semaine,22
sur,sur,81
la,le,71
paille,paille,22
dans,dans,81
une,un,71
auberge,auberge,22
/!,/!,P
je,je,51
ne,ne,60
finirais,finir,16
pas,pas,60
",",",",p
monsieur,monsieur,21
",",",",p
s',si,83
il,il,51
fallait,falloir,18
vous,vous,51
raconter,raconter,14
tous,tout,75
les,le,71
malheurs,malheur,21
de,de,81
ma,mon,73
vie,vie,22
de,de,81
mendiant,mendiant,21
/.,/.,P
les,le,71
souffrances,souffrance,22
morales,moral,30
",",",",p
auprès,auprès,60
desquelles,de,81
desquelles,lequel,52
pâlissent,pâlir,18
les,le,71
douleurs,douleur,22
physiques,physique,30
",",",",p
excitent,exciter,17
cependant,cependant,82
moins,moins,60
de,de,81
pitié,pitié,22
",",",",p
parce qu',parce que,83
on,on,51
ne,ne,60
les,le,52
voit,voir,17
point,point,60
/.,/.,P
je,je,51
me,je,51
souviens,souvenir,17
d',de,81
avoir,avoir,14
pleuré,pleurer,12
devant,devant,81
un,un,71
hôtel,hôtel,21
de,de,81
Strasbourg,Strasbourg,20
où,où,60
j',je,51
avais,avoir,18
donné,donner,12
jadis,jadis,60
une,un,71
fête,fête,22
",",",",p
et,et,82
où,où,60
je,je,51
n',ne,60
obtins,obtenir,19
rien,rien,52
",",",",p
pas,pas,60
même,même,60
un,un,71
morceau,morceau,21
de,de,81
pain,pain,21
/.,/.,P
ayant,avoir,13
déterminé,déterminer,12
de,de,81
concert,concert,21
avec,avec,81
Boutin,Boutin,20
l',le,71
itinéraire,itinéraire,21
que,que,52
je,je,51
devais,devoir,18
suivre,suivre,14
",",",",p
j',je,51
allais,aller,18
à,à,81
chaque,chaque,75
bureau,bureau,21
de,de,81
poste,poste,22
demander,demander,14
s',si,83
il,il,51
y,y,52
avait,avoir,18
une,un,71
lettre,lettre,22
et,et,82
de,de,81
l',le,71
argent,argent,21
pour,pour,81
moi,moi,51
/.,/.,P
je,je,51
vins,venir,19
jusqu',jusque,81
à,à,81
Paris,Paris,20
sans,sans,81
avoir,avoir,14
rien,rien,52
trouvé,trouver,12
/.,/.,P
combien,combien,60
de,de,81
désespoirs,désespoir,21
ne,ne,60
m',je,51
a,avoir,17
t,t,94
il,il,51
pas,pas,60
fallu,falloir,12
dévorer,dévorer,14
/!,/!,P
-,-,p
Boutin,Boutin,20
sera,être,15
mort,mourir,12
",",",",p
me,je,51
disais,dire,18
je,je,51
/.,/.,P
en,en,81
effet,effet,21
",",",",p
le,le,71
pauvre,pauvre,30
diable,diable,21
avait,avoir,18
succombé,succomber,12
à,à,81
Waterloo,Waterloo,20
/.,/.,P
j',je,51
appris,apprendre,19
sa,son,73
mort,mort,22
plus,plus,60
tard,tard,60
et,et,82
par,par,81
hasard,hasard,21
/.,/.,P
sa,son,73
mission,mission,22
auprès,auprès,60
de,de,81
ma,mon,73
femme,femme,22
fut,être,19
sans,sans,81
doute,doute,21
infructueuse,infructueux,30
/.,/.,P
enfin,enfin,60
j',je,51
entrai,entrer,19
dans,dans,81
Paris,Paris,20
en,en,81
même,même,75
temps,temps,21
que,que,83
les,le,71
cosaques,cosaque,21
/.,/.,P
pour,pour,81
moi,moi,51
c',ce,52
était,être,18
douleur,douleur,22
sur,sur,81
douleur,douleur,22
/.,/.,P
en,en,81
voyant,voir,13
les,le,71
Russes,Russe,20
en,en,81
France,France,20
",",",",p
je,je,51
ne,ne,60
pensais,penser,18
plus,plus,60
que,que,83
je,je,51
n',ne,60
avais,avoir,18
ni,ni,82
souliers,soulier,21
aux,à,81
aux,le,71
pieds,pied,21
ni,ni,82
argent,argent,21
dans,dans,81
ma,mon,73
poche,poche,22
/.,/.,P
oui,oui,60
",",",",p
monsieur,monsieur,21
",",",",p
mes,mon,73
vêtements,vêtement,21
étaient,être,18
en,en,81
lambeaux,lambeau,21
/.,/.,P
la,le,71
veille,veille,22
de,de,81
mon,mon,73
arrivée,arrivée,22
je,je,51
fus,être,19
forcé,forcer,12
de,de,81
bivouaquer,bivouaquer,14
dans,dans,81
les,le,71
bois,bois,21
de,de,81
Claye,Claye,20
/.,/.,P
la,le,71
fraîcheur,fraîcheur,22
de,de,81
la,le,71
nuit,nuit,22
me,je,51
causa,causer,19
sans,sans,81
doute,doute,21
un,un,71
accès,accès,21
de,de,81
je,je,51
ne,ne,60
sais,savoir,17
quelle,quel,75
maladie,maladie,22
",",",",p
qui,qui,52
me,je,51
prit,prendre,19
quand,quand,83
je,je,51
traversai,traverser,19
le,le,71
faubourg,faubourg,21
Saint-Martin,Saint-Martin,20
/.,/.,P
je,je,51
tombai,tomber,19
presque,presque,60
évanoui,évanoui,31
à,à,81
la,le,71
porte,porte,22
d',de,81
un,un,71
marchand,marchand,21
de,de,81
fer,fer,21
/.,/.,P
quand,quand,83
je,je,51
me,je,51
réveillai,réveiller,19
j',je,51
étais,être,18
dans,dans,81
un,un,71
lit,lit,21
à,à,81
l',le,71
Hôtel-Dieu,Hôtel-Dieu,20
/.,/.,P
là,là,60
je,je,51
restai,rester,19
pendant,pendant,81
un,un,71
mois,mois,21
assez,assez,60
heureux,heureux,30
/.,/.,P
je,je,51
fus,être,19
bientôt,bientôt,60
renvoyé,renvoyer,12
/.,/.,P
j',je,51
étais,être,18
sans,sans,81
argent,argent,21
",",",",p
mais,mais,82
bien,bien,60
portant,portant,30
et,et,82
sur,sur,81
le,le,71
bon,bon,30
pavé,pavé,21
de,de,81
Paris,Paris,20
/.,/.,P
avec,avec,81
quelle,quel,75
joie,joie,22
et,et,82
quelle,quel,75
promptitude,promptitude,22
j',je,51
allai,aller,18
rue,rue,22
du,de,81
du,le,71
Mont-Blanc,Mont Blanc,20
",",",",p
où,où,60
ma,mon,73
femme,femme,22
devait,devoir,18
être,être,14
logée,loger,12
dans,dans,81
un,un,71
hôtel,hôtel,21
à,à,81
moi,moi,51
/!,/!,P
bah,bah,93
!,!,p
la,le,71
rue,rue,22
du,de,81
du,le,71
Mont-Blanc,Mont Blanc,20
était,être,18
devenue,devenir,12
la,le,71
rue,rue,22
de,de,81
la,le,71
Chaussée d'Antin,Chaussée d'Antin,20
/.,/.,P
je,je,51
n',ne,60
y,y,52
vis,voir,19
plus,plus,60
mon,mon,73
hôtel,hôtel,21
",",",",p
il,il,51
avait,avoir,18
été,être,12
vendu,vendre,12
",",",",p
démoli,démolir,12
/.,/.,P
des,de,81
des,le,71
spéculateurs,spéculateur,21
avaient,avoir,18
bâti,bâtir,12
plusieurs,plusieurs,75
maisons,maison,22
dans,dans,81
mes,mon,73
jardins,jardin,21
/.,/.,P
ignorant,ignorer,13
que,que,83
ma,mon,73
femme,femme,22
fut,être,19
mariée,marier,12
à,à,81
monsieur,monsieur,21
Ferraud,Ferraud,20
",",",",p
je,je,51
ne,ne,60
pouvais,pouvoir,18
obtenir,obtenir,14
aucun,aucun,75
renseignement,renseignement,21
/.,/.,P
enfin,enfin,60
je,je,51
me,je,51
rendis,rendre,19
chez,chez,81
un,un,71
vieil,vieux,30
avocat,avocat,21
qui,qui,52
jadis,jadis,60
était,être,18
chargé,charger,12
de,de,81
mes,mon,73
affaires,affaire,22
/.,/.,P
le,le,71
bonhomme,bonhomme,21
était,être,18
mort,mourir,12
après,après,81
avoir,avoir,14
cédé,céder,12
sa,son,73
clientèle,clientèle,22
à,à,81
un,un,71
jeune,jeune,30
homme,homme,21
/.,/.,P
celui-ci,celui-ci,52
m',je,51
apprit,apprendre,19
",",",",p
à,à,81
mon,mon,73
grand,grand,30
étonnement,étonnement,21
",",",",p
l',le,71
ouverture,ouverture,22
de,de,81
ma,mon,73
succession,succession,22
",",",",p
sa,son,73
liquidation,liquidation,22
",",",",p
le,le,71
mariage,mariage,21
de,de,81
ma,mon,73
femme,femme,22
et,et,82
la,le,71
naissance,naissance,22
de,de,81
ses,son,73
deux,deux,72
enfants,enfant,21
/.,/.,P
quand,quand,83
je,je,51
lui,lui,51
dis,dire,19
être,être,14
le,le,71
colonel,colonel,21
Chabert,Chabert,20
",",",",p
il,il,51
se,se,51
mit,mettre,19
à,à,81
rire,rire,14
si,si,60
franchement,franchement,60
que,que,83
je,je,51
le,le,52
quittai,quitter,19
sans,sans,81
lui,lui,51
faire,faire,14
la,le,71
moindre,moindre,30
observation,observation,22
/.,/.,P
ma,mon,73
détention,détention,22
de,de,81
Stuttgart,Stuttgart,20
me,je,51
fit,faire,19
songer,songer,14
à,à,81
Charenton,Charenton,20
",",",",p
et,et,82
je,je,51
résolus,résoudre,19
d',de,81
agir,agir,14
avec,avec,81
prudence,prudence,22
/.,/.,P
alors,alors,60
",",",",p
monsieur,monsieur,21
",",",",p
sachant,savoir,13
où,où,60
demeurait,demeurer,18
ma,mon,73
femme,femme,22
",",",",p
je,je,51
m',je,51
acheminai,acheminer,19
vers,vers,81
son,son,73
hôtel,hôtel,21
",",",",p
le,le,71
coeur,coeur,21
plein,plein,30
d',de,81
espoir,espoir,21
/.,/.,P
eh,eh,93
bien,bien,60
",",",",p
dit,dire,19
le,le,71
colonel,colonel,21
avec,avec,81
un,un,71
mouvement,mouvement,21
de,de,81
rage,rage,22
concentrée,concentré,31
",",",",p
je,je,51
n',ne,60
ai,avoir,17
pas,pas,60
été,être,12
reçu,recevoir,12
lorsque,lorsque,83
je,je,51
me,je,51
fis,faire,19
annoncer,annoncer,14
sous,sous,81
un,un,71
nom,nom,21
d',de,81
emprunt,emprunt,21
",",",",p
et,et,82
le,le,71
jour,jour,21
où,où,60
je,je,51
pris,prendre,19
le,le,71
mien,mien,52
je,je,51
fus,être,19
consigné,consigner,12
à,à,81
sa,son,73
porte,porte,22
/.,/.,P
pour,pour,81
voir,voir,14
la,le,71
comtesse,comtesse,22
rentrant,rentrer,13
du,de,81
du,le,71
bal,bal,21
ou,ou,82
du,de,81
du,le,71
spectacle,spectacle,21
",",",",p
au,à,81
au,le,71
matin,matin,21
",",",",p
je,je,51
suis,être,17
resté,rester,12
pendant,pendant,81
des,de,81
des,le,71
nuits,nuit,22
entières,entier,30
collé,collé,31
contre,contre,81
la,le,71
borne,borne,22
de,de,81
sa,son,73
porte,porte,22
cochère,cocher,30
/.,/.,P
mon,mon,73
regard,regard,21
plongeait,plonger,18
dans,dans,81
cette,ce,74
voiture,voiture,22
qui,qui,52
passait,passer,18
devant,devant,81
mes,mon,73
yeux,oeil,21
avec,avec,81
la,le,71
rapidité,rapidité,22
de,de,81
l',le,71
éclair,éclair,21
",",",",p
et,et,82
où,où,60
j',je,51
entrevoyais,entrevoir,18
à,à,81
peine,peine,22
cette,ce,74
femme,femme,22
qui,qui,52
est,être,17
mienne,mien,52
et,et,82
qui,qui,52
n',ne,60
est,être,17
plus,plus,60
à,à,81
moi,moi,51
/!,/!,P
oh,oh,93
!,!,p
dès,dès,81
ce,ce,74
jour,jour,21
j',je,51
ai,avoir,17
vécu,vivre,12
pour,pour,81
la,le,71
vengeance,vengeance,22
",",",",p
s',se,51
écria,écrier,19
le,le,71
vieillard,vieillard,21
d',de,81
une,un,71
voix,voix,22
sourde,sourd,30
en,en,81
se,se,51
dressant,dresser,13
tout,tout,60
à,à,81
coup,coup,21
devant,devant,81
Derville,Derville,20
/.,/.,P
elle,il,51
sait,savoir,17
que,que,83
j',je,51
existe,exister,17
;,;,p
elle,il,51
a,avoir,17
reçu,recevoir,12
de,de,81
moi,moi,51
",",",",p
depuis,depuis,81
mon,mon,73
retour,retour,21
",",",",p
deux,deux,72
lettres,lettre,22
écrites,écrit,31
par,par,81
moi-même,moi-même,51
/.,/.,P
elle,il,51
ne,ne,60
m',je,51
aime,aimer,17
plus,plus,60
/!,/!,P
moi,moi,51
",",",",p
j',je,51
ignore,ignorer,17
si,si,83
je,je,51
l',le,52
aime,aimer,17
ou,ou,82
si,si,83
je,je,51
la,le,52
déteste,détester,17
/!,/!,P
je,je,51
la,le,52
désire,désirer,17
et,et,82
la,le,52
maudis,maudire,17
tour,tour,21
à,à,81
tour,tour,21
/.,/.,P
elle,il,51
me,je,51
doit,devoir,17
sa,son,73
fortune,fortune,22
",",",",p
son,son,73
bonheur,bonheur,21
;,;,p
eh,eh,93
bien,bien,60
",",",",p
elle,il,51
ne,ne,60
m',je,51
a,avoir,17
pas,pas,60
seulement,seulement,60
fait,faire,12
parvenir,parvenir,14
le,le,71
plus,plus,60
léger,léger,30
secours,secours,21
/!,/!,P
par,par,81
moments,moment,21
je,je,51
ne,ne,60
sais,savoir,17
plus,plus,60
que,que,83
devenir,devenir,14
/!,/!,P
à,à,81
ces,ce,74
mots,mot,21
",",",",p
le,le,71
vieux,vieux,30
soldat,soldat,21
retomba,retomber,19
sur,sur,81
sa,son,73
chaise,chaise,22
",",",",p
et,et,82
redevint,redevenir,19
immobile,immobile,30
/.,/.,P
Derville,Derville,20
resta,rester,19
silencieux,silencieux,30
",",",",p
occupé,occupé,31
à,à,81
contempler,contempler,14
son,son,73
client,client,21
/.,/.,P
-,-,p
l',le,71
affaire,affaire,22
est,être,17
grave,grave,30
",",",",p
dit,dire,19
il,il,51
enfin,enfin,60
machinalement,machinalement,60
/.,/.,P
même,même,60
en,en,81
admettant,admettre,13
l',le,71
authenticité,authenticité,22
des,de,81
des,le,71
pièces,pièce,22
qui,qui,52
doivent,devoir,17
se,se,51
trouver,trouver,14
à,à,81
Heilsberg,Heilsberg,20
",",",",p
il,il,51
ne,ne,60
m',je,51
est,être,17
pas,pas,60
prouvé,prouver,12
que,que,83
nous,nous,51
puissions,pouvoir,17
triompher,triompher,14
tout,tout,60
d'abord,d'abord,60
/.,/.,P
le,le,71
procès,procès,21
ira,aller,15
successivement,successivement,60
devant,devant,81
trois,trois,72
tribunaux,tribunal,21
/.,/.,P
il,il,51
faut,falloir,17
réfléchir,réfléchir,14
à,à,81
tête,tête,22
reposée,reposé,31
sur,sur,81
une,un,71
semblable,semblable,30
cause,cause,22
",",",",p
elle,il,51
est,être,17
tout,tout,60
exceptionnelle,exceptionnel,30
/.,/.,P
-,-,p
oh,oh,93
!,!,p
répondit,répondre,19
froidement,froidement,60
le,le,71
colonel,colonel,21
en,en,81
relevant,relever,13
la,le,71
tête,tête,22
par,par,81
un,un,71
mouvement,mouvement,21
de,de,81
fierté,fierté,22
",",",",p
si,si,83
je,je,51
succombe,succomber,17
",",",",p
je,je,51
saurai,savoir,15
mourir,mourir,14
",",",",p
mais,mais,82
en,en,81
compagnie,compagnie,22
/.,/.,P
là,là,60
",",",",p
le,le,71
vieillard,vieillard,21
avait,avoir,18
disparu,disparaître,12
/.,/.,P
les,le,71
yeux,oeil,21
de,de,81
l',le,71
homme,homme,21
énergique,énergique,30
brillaient,briller,18
rallumés,rallumé,31
aux,à,81
aux,le,71
feux,feu,21
du,de,81
du,le,71
désir,désir,21
et,et,82
de,de,81
la,le,71
vengeance,vengeance,22
/.,/.,P
-,-,p
il,il,51
faudra,falloir,15
peut-être,peut-être,60
transiger,transiger,14
",",",",p
dit,dire,19
l',le,71
avoué,avoué,21
/.,/.,P
-,-,p
transiger,transiger,14
",",",",p
répéta,répéter,19
le,le,71
colonel,colonel,21
Chabert,Chabert,20
/.,/.,P
suis,être,17
je,je,51
mort,mourir,12
ou,ou,82
suis,être,17
je,je,51
vivant,vivant,30
/?,/?,P
-,-,p
monsieur,monsieur,21
",",",",p
reprit,reprendre,19
l',le,71
avoué,avoué,21
",",",",p
vous,vous,51
suivrez,suivre,15
",",",",p
je,je,51
l',le,52
espère,espérer,17
",",",",p
mes,mon,73
conseils,conseil,21
/.,/.,P
votre,votre,73
cause,cause,22
sera,être,15
ma,mon,73
cause,cause,22
/.,/.,P
vous,vous,51
vous,vous,51
apercevrez,apercevoir,15
bientôt,bientôt,60
de,de,81
l',le,71
intérêt,intérêt,21
que,que,52
je,je,51
prends,prendre,17
à,à,81
votre,votre,73
situation,situation,22
",",",",p
presque,presque,60
sans,sans,81
exemple,exemple,21
dans,dans,81
les,le,71
fastes,faste,21
judiciaires,judiciaire,30
/.,/.,P
en,en,81
attendant,attendre,13
",",",",p
je,je,51
vais,aller,17
vous,vous,51
donner,donner,14
un,un,71
mot,mot,21
pour,pour,81
mon,mon,73
notaire,notaire,21
",",",",p
qui,qui,52
vous,vous,51
remettra,remettre,15
",",",",p
sur,sur,81
votre,votre,73
quittance,quittance,22
",",",",p
cinquante,cinquante,72
francs,franc,21
tous,tout,75
les,le,71
dix,dix,72
jours,jour,21
/.,/.,P
il,il,51
ne,ne,60
serait,être,16
pas,pas,60
