11897
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingt-treizième extrait>,<>,<>
grâce,grâce,22
",",",",p
une,un,71
réponse,réponse,22
?,?,p
que,que,52
je,je,51
sache,savoir,17
si,si,83
vous,vous,51
m',je,51
honorez,honorer,17
",",",",p
si,si,83
vous,vous,51
êtes,être,17
généreux,généreux,30
",",",",p
si,si,83
/…,/…,P
en,en,81
entendant,entendre,13
le,le,71
cri,cri,21
d',de,81
un,un,71
noble,noble,30
désespoir,désespoir,21
",",",",p
Charles,Charles,20
laissa,laisser,19
tomber,tomber,14
des,de,81
des,le,71
larmes,larme,22
sur,sur,81
les,le,71
mains,main,22
de,de,81
sa,son,73
cousine,cousine,22
",",",",p
qu',que,52
il,il,51
saisit,saisir,19
afin,afin,81
de,de,81
l',le,52
empêcher,empêcher,14
de,de,81
s',se,51
agenouiller,agenouiller,14
/.,/.,P
en,en,81
recevant,recevoir,13
ces,ce,74
larmes,larme,22
chaudes,chaud,30
",",",",p
Eugénie,Eugénie,20
sauta,sauter,19
sur,sur,81
la,le,71
bourse,bourse,22
",",",",p
la,le,71
lui,lui,51
versa,verser,19
sur,sur,81
la,le,71
table,table,22
/.,/.,P
-,-,p
eh,eh,93
!,!,p
bien,bien,60
",",",",p
oui,oui,60
",",",",p
n',ne,60
est,être,17
ce,ce,52
pas,pas,60
?,?,p
dit,dire,19
elle,il,51
en,en,81
pleurant,pleurer,13
de,de,81
joie,joie,22
/.,/.,P
ne,ne,60
craignez,craindre,17
rien,rien,52
",",",",p
mon,mon,73
cousin,cousin,21
",",",",p
vous,vous,51
serez,être,15
riche,riche,30
/.,/.,P
cet,ce,74
or,or,21
vous,vous,51
portera,porter,15
bonheur,bonheur,21
;,;,p
un,un,71
jour,jour,21
vous,vous,51
me,je,51
le,le,52
rendrez,rendre,15
;,;,p
d',de,81
ailleurs,ailleurs,60
",",",",p
nous,nous,51
nous,nous,51
associerons,associer,15
;,;,p
enfin,enfin,60
je,je,51
passerai,passer,15
par,par,81
toutes,tout,75
les,le,71
conditions,condition,22
que,que,52
vous,vous,51
m',je,51
imposerez,imposer,15
/.,/.,P
mais,mais,82
vous,vous,51
devriez,devoir,16
ne,ne,60
pas,pas,60
donner,donner,14
tant,tant,60
de,de,81
prix,prix,21
à,à,81
ce,ce,74
don,don,21
/.,/.,P
Charles,Charles,20
put,pouvoir,19
enfin,enfin,60
exprimer,exprimer,14
ses,son,73
sentiments,sentiment,21
/.,/.,P
-,-,p
oui,oui,60
",",",",p
Eugénie,Eugénie,20
",",",",p
j',je,51
aurais,avoir,16
l',le,71
âme,âme,22
bien,bien,60
petite,petit,30
",",",",p
si,si,83
je,je,51
n',ne,60
acceptais,accepter,18
pas,pas,60
/.,/.,P
cependant,cependant,82
",",",",p
rien,rien,52
pour,pour,81
rien,rien,52
",",",",p
confiance,confiance,22
pour,pour,81
confiance,confiance,22
/.,/.,P
-,-,p
que,que,52
voulez,vouloir,17
vous,vous,51
",",",",p
dit,dire,19
elle,il,51
effrayée,effrayé,31
/.,/.,P
-,-,p
écoutez,écouter,17
",",",",p
ma,mon,73
chère,cher,30
cousine,cousine,22
",",",",p
j',je,51
ai,avoir,17
là,là,60
/…,/…,P
il,il,51
s',se,51
interrompit,interrompre,19
pour,pour,81
montrer,montrer,14
sur,sur,81
la,le,71
commode,commode,22
une,un,71
caisse,caisse,22
carrée,carré,31
enveloppée,enveloppé,31
d',de,81
un,un,71
surtout,surtout,21
de,de,81
cuir,cuir,21
/.,/.,P
-,-,p
là,là,60
",",",",p
voyez,voir,17
vous,vous,51
",",",",p
une,un,71
chose,chose,22
qui,qui,52
m',je,51
est,être,17
aussi,aussi,60
précieuse,précieux,30
que,que,83
la,le,71
vie,vie,22
/.,/.,P
cette,ce,74
boîte,boîte,22
est,être,17
un,un,71
présent,présent,21
de,de,81
ma,mon,73
mère,mère,22
/.,/.,P
depuis,depuis,81
ce,ce,74
matin,matin,21
je,je,51
pensais,penser,18
que,que,83
",",",",p
si,si,83
elle,il,51
pouvait,pouvoir,18
sortir,sortir,14
de,de,81
sa,son,73
tombe,tombe,22
",",",",p
elle,il,51
vendrait,vendre,16
elle-même,lui-même,51
l',le,71
or,or,21
que,que,52
sa,son,73
tendresse,tendresse,22
lui,lui,51
a,avoir,17
fait,faire,12
prodiguer,prodiguer,14
dans,dans,81
ce,ce,74
nécessaire,nécessaire,21
;,;,p
mais,mais,82
",",",",p
accomplie,accompli,31
par,par,81
moi,moi,51
",",",",p
cette,ce,74
action,action,22
me,je,51
paraîtrait,paraître,16
un,un,71
sacrilège,sacrilège,21
/.,/.,P
Eugénie,Eugénie,20
serra,serrer,19
convulsivement,convulsivement,60
la,le,71
main,main,22
de,de,81
son,son,73
cousin,cousin,21
en,en,81
entendant,entendre,13
ces,ce,74
derniers,dernier,30
mots,mot,21
/.,/.,P
-,-,p
non,non,60
",",",",p
reprit,reprendre,19
il,il,51
après,après,81
une,un,71
légère,léger,30
pause,pause,22
",",",",p
pendant,pendant,81
laquelle,lequel,52
tous,tout,75
deux,deux,72
ils,ils,51
se,se,51
jetèrent,jeter,19
un,un,71
regard,regard,21
humide,humide,30
",",",",p
non,non,60
",",",",p
je,je,51
ne,ne,60
veux,vouloir,17
ni,ni,82
le,le,52
détruire,détruire,14
",",",",p
ni,ni,82
le,le,52
risquer,risquer,14
dans,dans,81
mes,mon,73
voyages,voyage,21
/.,/.,P
chère,cher,30
Eugénie,Eugénie,20
",",",",p
vous,vous,51
en,en,52
serez,être,15
dépositaire,dépositaire,21
/.,/.,P
jamais,jamais,60
ami,ami,30
n',ne,60
aura,avoir,15
confié,confier,12
quelque,quelque,75
chose,chose,22
de,de,81
plus,plus,60
sacré,sacré,31
à,à,81
son,son,73
ami,ami,21
/.,/.,P
soyez,être,17
en,en,81
juge,juge,21
/.,/.,P
il,il,51
alla,aller,19
prendre,prendre,14
la,le,71
boîte,boîte,22
",",",",p
la,le,52
sortit,sortir,19
du,de,81
du,le,71
fourreau,fourreau,21
",",",",p
l',le,52
ouvrit,ouvrir,19
et,et,82
montra,montrer,19
tristement,tristement,60
à,à,81
sa,son,73
cousine,cousine,22
émerveillée,émerveillé,31
un,un,71
nécessaire,nécessaire,21
où,où,60
le,le,71
travail,travail,21
donnait,donner,18
à,à,81
l',le,71
or,or,21
un,un,71
prix,prix,21
bien,bien,60
supérieur,supérieur,30
à,à,81
celui,celui,52
de,de,81
son,son,73
poids,poids,21
/.,/.,P
-,-,p
ce,ce,52
que,que,52
vous,vous,51
admirez,admirer,17
n',ne,60
est,être,17
rien,rien,52
",",",",p
dit,dire,19
il,il,51
en,en,81
poussant,pousser,13
un,un,71
ressort,ressort,21
qui,qui,52
fit,faire,19
partir,partir,14
un,un,71
double,double,30
fond,fond,21
/.,/.,P
voilà,voilà,81
ce,ce,52
qui,qui,52
",",",",p
pour,pour,81
moi,moi,51
",",",",p
vaut,valoir,17
la,le,71
terre,terre,22
entière,entier,30
/.,/.,P
il,il,51
tira,tirer,19
deux,deux,72
portraits,portrait,21
",",",",p
deux,deux,72
chefs-d'oeuvre,chef-d'oeuvre,21
de,de,81
madame,madame,22
de,de,81
Mirbel,Mirbel,20
",",",",p
richement,richement,60
entourés,entouré,31
de,de,81
perles,perle,22
/.,/.,P
-,-,p
oh,oh,93
!,!,p
la,le,71
belle,beau,30
personne,personne,22
",",",",p
n',ne,60
est,être,17
ce,ce,52
pas,pas,60
cette,ce,74
dame,dame,22
à,à,81
qui,qui,52
vous,vous,51
écriv,écrire,17
/…,/…,P
non,non,60
",",",",p
dit,dire,19
il,il,51
en,en,81
souriant,sourire,13
/.,/.,P
cette,ce,74
femme,femme,22
est,être,17
ma,mon,73
mère,mère,22
",",",",p
et,et,82
voici,voici,81
mon,mon,73
père,père,21
",",",",p
qui,qui,52
sont,être,17
votre,votre,73
tante,tante,22
et,et,82
votre,votre,73
oncle,oncle,21
/.,/.,P
Eugénie,Eugénie,20
",",",",p
je,je,51
devrais,devoir,16
vous,vous,51
supplier,supplier,14
à,à,81
genoux,genou,21
de,de,81
me,je,51
garder,garder,14
ce,ce,74
trésor,trésor,21
/.,/.,P
si,si,83
je,je,51
périssais,périr,18
en,en,81
perdant,perdre,13
votre,votre,73
petite,petit,30
fortune,fortune,22
",",",",p
cet,ce,74
or,or,21
vous,vous,51
dédommagerait,dédommager,16
;,;,p
et,et,82
",",",",p
à,à,81
vous,vous,51
seule,seul,30
",",",",p
je,je,51
puis,pouvoir,17
laisser,laisser,14
les,le,71
deux,deux,72
portraits,portrait,21
",",",",p
vous,vous,51
êtes,être,17
digne,digne,30
de,de,81
les,le,52
conserver,conserver,14
;,;,p
mais,mais,82
détruisez,détruire,17
les,le,52
",",",",p
afin,afin,81
qu',que,83
après,après,81
vous,vous,51
ils,ils,51
n',ne,60
aillent,aller,17
pas,pas,60
en,en,81
d',de,81
autres,autre,75
mains,main,22
/…,/…,P
Eugénie,Eugénie,20
se,se,51
taisait,taire,18
/.,/.,P
-,-,p
hé,hé,93
!,!,p
bien,bien,60
",",",",p
oui,oui,60
",",",",p
n',ne,60
est,être,17
ce,ce,52
pas,pas,60
?,?,p
ajouta,ajouter,19
t,t,94
il,il,51
avec,avec,81
grâce,grâce,22
/.,/.,P
en,en,81
entendant,entendre,13
les,le,71
mots,mot,21
qu',que,52
elle,il,51
venait,venir,18
de,de,81
dire,dire,14
à,à,81
son,son,73
cousin,cousin,21
",",",",p
elle,il,51
lui,lui,51
jeta,jeter,19
son,son,73
premier,premier,72
regard,regard,21
de,de,81
femme,femme,22
aimante,aimant,30
",",",",p
un,un,52
de,de,81
ces,ce,74
regards,regard,21
où,où,60
il,il,51
y,y,52
a,avoir,17
presque,presque,60
autant,autant,60
de,de,81
coquetterie,coquetterie,22
que,que,83
de,de,81
profondeur,profondeur,22
;,;,p
il,il,51
lui,lui,51
prit,prendre,19
la,le,71
main,main,22
et,et,82
la,le,52
baisa,baiser,19
/.,/.,P
-,-,p
ange,ange,21
de,de,81
pureté,pureté,22
!,!,p
entre,entre,81
nous,nous,51
",",",",p
n',ne,60
est,être,17
ce,ce,52
pas,pas,60
?,?,p
l',le,71
argent,argent,21
ne,ne,60
sera,être,15
jamais,jamais,60
rien,rien,52
/.,/.,P
le,le,71
sentiment,sentiment,21
",",",",p
qui,qui,52
en,en,52
fait,faire,17
quelque,quelque,75
chose,chose,22
",",",",p
sera,être,15
tout,tout,60
désormais,désormais,60
/.,/.,P
-,-,p
vous,vous,51
ressemblez,ressembler,17
à,à,81
votre,votre,73
mère,mère,22
/.,/.,P
avait,avoir,18
elle,il,51
la,le,71
voix,voix,22
aussi,aussi,60
douce,doux,30
que,que,83
la,le,71
vôtre,vôtre,52
/?,/?,P
oh,oh,93
!,!,p
bien,bien,60
plus,plus,60
douce,doux,30
/…,/…,P
oui,oui,60
",",",",p
pour,pour,81
vous,vous,51
",",",",p
dit,dire,19
elle,il,51
en,en,81
abaissant,abaisser,13
ses,son,73
paupières,paupière,22
/.,/.,P
allons,aller,17
",",",",p
Charles,Charles,20
",",",",p
couchez,coucher,17
vous,vous,51
",",",",p
je,je,51
le,le,52
veux,vouloir,17
",",",",p
vous,vous,51
êtes,être,17
fatigué,fatiguer,12
/.,/.,P
à,à,81
demain,demain,60
/.,/.,P
elle,il,51
dégagea,dégager,19
doucement,doucement,60
sa,son,73
main,main,22
d',de,81
entre,entre,81
celles,celui,52
de,de,81
son,son,73
cousin,cousin,21
",",",",p
qui,qui,52
la,le,52
reconduisit,reconduire,19
en,en,81
l',le,52
éclairant,éclairer,13
/.,/.,P
quand,quand,83
ils,ils,51
furent,être,19
tous,tout,52
deux,deux,72
sur,sur,81
le,le,71
seuil,seuil,21
de,de,81
la,le,71
porte,porte,22
:,:,p
-,-,p
ah,ah,93
!,!,p
pourquoi,pourquoi,60
suis,être,17
je,je,51
ruiné,ruiner,12
",",",",p
dit,dire,19
il,il,51
/.,/.,P
-,-,p
bah,bah,93
!,!,p
mon,mon,73
père,père,21
est,être,17
riche,riche,30
",",",",p
je,je,51
le,le,52
crois,croire,17
",",",",p
répondit,répondre,19
elle,il,51
/.,/.,P
-,-,p
pauvre,pauvre,30
enfant,enfant,21
",",",",p
reprit,reprendre,19
Charles,Charles,20
en,en,81
avançant,avancer,13
un,un,71
pied,pied,21
dans,dans,81
la,le,71
chambre,chambre,22
et,et,82
s',se,51
appuyant,appuyer,13
le,le,71
dos,dos,21
au,à,81
au,le,71
mur,mur,21
",",",",p
il,il,51
n',ne,60
aurait,avoir,16
pas,pas,60
laissé,laisser,12
mourir,mourir,14
le,le,71
mien,mien,52
",",",",p
il,il,51
ne,ne,60
vous,vous,51
laisserait,laisser,16
pas,pas,60
dans,dans,81
ce,ce,74
dénuement,dénuement,21
",",",",p
enfin,enfin,60
il,il,51
vivrait,vivre,16
autrement,autrement,60
/.,/.,P
-,-,p
mais,mais,82
il,il,51
a,avoir,17
Froidfond,Froidfond,20
/.,/.,P
-,-,p
et,et,82
que,que,52
vaut,valoir,17
Froidfond,Froidfond,20
/?,/?,P
je,je,51
ne,ne,60
sais,savoir,17
pas,pas,60
;,;,p
mais,mais,82
il,il,51
a,avoir,17
noyers,noyer,21
/.,/.,P
-,-,p
quelque,quelque,75
mauvaise,mauvais,30
ferme,ferme,22
/!,/!,P
il,il,51
a,avoir,17
des,de,81
des,le,71
vignes,vigne,22
et,et,82
des,de,81
des,le,71
prés,pré,21
/…,/…,P
des,de,81
des,le,71
misères,misère,22
",",",",p
dit,dire,19
Charles,Charles,20
d',de,81
un,un,71
air,air,21
dédaigneux,dédaigneux,30
/.,/.,P
si,si,83
votre,votre,73
père,père,21
avait,avoir,18
seulement,seulement,60
vingt,vingt,72
quatre,quatre,72
mille,mille,72
livres,livre,22
de,de,81
rente,rente,22
",",",",p
habiteriez,habiter,16
vous,vous,51
cette,ce,74
chambre,chambre,22
froide,froid,30
et,et,82
nue,nu,30
?,?,p
ajouta,ajouter,19
t,t,94
il,il,51
en,en,81
avançant,avancer,13
le,le,71
pied,pied,21
gauche,gauche,30
/.,/.,P
-,-,p
là,là,60
seront,être,15
donc,donc,82
mes,mon,73
trésors,trésor,21
",",",",p
dit,dire,19
il,il,51
en,en,81
montrant,montrer,13
le,le,71
vieux,vieux,30
bahut,bahut,21
pour,pour,81
voiler,voiler,14
sa,son,73
pensée,pensée,22
/.,/.,P
-,-,p
allez,aller,17
dormir,dormir,14
",",",",p
dit,dire,19
elle,il,51
en,en,81
l',le,52
empêchant,empêcher,13
d',de,81
entrer,entrer,14
dans,dans,81
une,un,71
chambre,chambre,22
en,en,81
désordre,désordre,21
/.,/.,P
Charles,Charles,20
se,se,51
retira,retirer,19
",",",",p
et,et,82
ils,ils,51
se,se,51
dirent,dire,19
bonsoir,bonsoir,21
par,par,81
un,un,71
mutuel,mutuel,30
sourire,sourire,21
/.,/.,P
tous,tout,75
deux,deux,72
ils,ils,51
s',se,51
endormirent,endormir,19
dans,dans,81
le,le,71
même,même,75
rêve,rêve,21
",",",",p
et,et,82
Charles,Charles,20
commença,commencer,19
dès,dès,81
lors,lors,60
à,à,81
jeter,jeter,14
quelques,quelque,75
roses,rose,22
sur,sur,81
son,son,73
deuil,deuil,21
/.,/.,P
le,le,71
lendemain,lendemain,21
matin,matin,21
",",",",p
madame,madame,22
Grandet,Grandet,20
trouva,trouver,19
sa,son,73
fille,fille,22
se,se,51
promenant,promener,13
avant,avant,81
le,le,71
déjeuner,déjeuner,21
en,en,81
compagnie,compagnie,22
de,de,81
Charles,Charles,20
/.,/.,P
le,le,71
jeune,jeune,30
homme,homme,21
était,être,18
encore,encore,60
triste,triste,30
comme,comme,83
devait,devoir,18
l',le,52
être,être,14
un,un,71
malheureux,malheureux,21
descendu,descendu,31
pour,pour,81
ainsi,ainsi,60
dire,dire,14
au,à,81
au,le,71
fond,fond,21
de,de,81
ses,son,73
chagrins,chagrin,21
",",",",p
et,et,82
qui,qui,52
",",",",p
en,en,81
mesurant,mesurer,13
la,le,71
profondeur,profondeur,22
de,de,81
l',le,71
abîme,abîme,21
où,où,60
il,il,51
était,être,18
tombé,tomber,12
",",",",p
avait,avoir,18
senti,sentir,12
tout,tout,75
le,le,71
poids,poids,21
de,de,81
sa,son,73
vie,vie,22
future,futur,30
/.,/.,P
-,-,p
mon,mon,73
père,père,21
ne,ne,60
reviendra,revenir,15
que,que,83
pour,pour,81
le,le,71
dîner,dîner,21
",",",",p
dit,dire,19
Eugénie,Eugénie,20
en,en,81
voyant,voir,13
l',le,71
inquiétude,inquiétude,22
peinte,peint,31
sur,sur,81
le,le,71
visage,visage,21
de,de,81
sa,son,73
mère,mère,22
/.,/.,P
il,il,51
était,être,18
facile,facile,30
de,de,81
voir,voir,14
dans,dans,81
les,le,71
manières,manière,22
",",",",p
sur,sur,81
la,le,71
figure,figure,22
d',de,81
Eugénie,Eugénie,20
et,et,82
dans,dans,81
la,le,71
singulière,singulier,30
douceur,douceur,22
que,que,52
contracta,contracter,19
sa,son,73
voix,voix,22
",",",",p
une,un,71
conformité,conformité,22
de,de,81
pensée,pensée,22
entre,entre,81
elle,il,51
et,et,82
son,son,73
cousin,cousin,21
/.,/.,P
leurs,leur,73
âmes,âme,22
s',se,51
étaient,être,18
ardemment,ardemment,60
épousées,épouser,12
avant,avant,81
peut-être,peut-être,60
même,même,60
d',de,81
avoir,avoir,14
bien,bien,60
éprouvé,éprouver,12
la,le,71
force,force,22
des,de,81
des,le,71
sentiments,sentiment,21
par,par,81
lesquels,lequel,52
ils,ils,51
s',se,51
unissaient,unir,18
l',le,71
un,un,52
à,à,81
l',le,71
autre,autre,52
/.,/.,P
Charles,Charles,20
resta,rester,19
dans,dans,81
la,le,71
salle,salle,22
",",",",p
et,et,82
sa,son,73
mélancolie,mélancolie,22
y,y,52
fut,être,19
respectée,respecter,12
/.,/.,P
chacune,chacun,52
des,de,81
des,le,71
trois,trois,72
femmes,femme,22
eut,avoir,19
à,à,81
s',se,51
occuper,occuper,14
/.,/.,P
Grandet,Grandet,20
ayant,avoir,13
oublié,oublier,12
ses,son,73
affaires,affaire,22
",",",",p
il,il,51
vint,venir,19
un,un,71
assez,assez,60
grand,grand,30
nombre,nombre,21
de,de,81
personnes,personne,22
/.,/.,P
le,le,71
couvreur,couvreur,21
",",",",p
le,le,71
plombier,plombier,21
",",",",p
le,le,71
maçon,maçon,21
",",",",p
les,le,71
terrassiers,terrassier,21
",",",",p
le,le,71
charpentier,charpentier,21
",",",",p
des,de,81
des,le,71
closiers,closier,21
",",",",p
des,de,81
des,le,71
fermiers,fermier,21
",",",",p
les,le,71
uns,un,52
pour,pour,81
conclure,conclure,14
des,de,81
des,le,71
marchés,marché,21
relatifs,relatif,30
à,à,81
des,de,81
des,le,71
réparations,réparation,22
",",",",p
les,le,71
autres,autre,52
pour,pour,81
payer,payer,14
des,de,81
des,le,71
fermages,fermage,21
ou,ou,82
recevoir,recevoir,14
de,de,81
l',le,71
argent,argent,21
/.,/.,P
madame,madame,22
Grandet,Grandet,20
et,et,82
Eugénie,Eugénie,20
furent,être,19
donc,donc,82
obligées,obliger,12
d',de,81
aller,aller,14
et,et,82
de,de,81
venir,venir,14
",",",",p
de,de,81
répondre,répondre,14
aux,à,81
aux,le,71
interminables,interminable,30
discours,discours,21
des,de,81
des,le,71
ouvriers,ouvrier,21
et,et,82
des,de,81
des,le,71
gens,gens,21
de,de,81
la,le,71
campagne,campagne,22
/.,/.,P
Nanon,Nanon,20
encaissait,encaisser,18
les,le,71
redevances,redevance,22
dans,dans,81
sa,son,73
cuisine,cuisine,22
/.,/.,P
elle,il,51
attendait,attendre,18
toujours,toujours,60
les,le,71
ordres,ordre,21
de,de,81
son,son,73
maître,maître,21
pour,pour,81
savoir,savoir,14
ce,ce,52
qui,qui,52
devait,devoir,18
être,être,14
gardé,garder,12
pour,pour,81
la,le,71
maison,maison,22
ou,ou,82
vendu,vendre,12
au,à,81
au,le,71
marché,marché,21
/.,/.,P
l',le,71
habitude,habitude,22
du,de,81
du,le,71
bonhomme,bonhomme,21
était,être,18
",",",",p
comme,comme,83
celle,celui,52
d',de,81
un,un,71
grand,grand,30
nombre,nombre,21
de,de,81
gentilshommes,gentilhomme,21
campagnards,campagnard,30
",",",",p
de,de,81
boire,boire,14
son,son,73
mauvais,mauvais,30
vin,vin,21
et,et,82
de,de,81
manger,manger,14
ses,son,73
fruits,fruit,21
gâtés,gâté,31
/.,/.,P
vers,vers,81
cinq,cinq,72
heures,heure,22
du,de,81
du,le,71
soir,soir,21
",",",",p
Grandet,Grandet,20
revint,revenir,19
d',de,81
Angers,Angers,20
ayant,avoir,13
eu,avoir,12
quatorze,quatorze,72
mille,mille,72
francs,franc,21
de,de,81
son,son,73
or,or,21
",",",",p
et,et,82
tenant,tenir,13
dans,dans,81
son,son,73
portefeuille,portefeuille,21
des,de,81
des,le,71
bons,bon,30
royaux,royal,30
qui,qui,52
lui,lui,51
portaient,porter,18
intérêt,intérêt,21
jusqu',jusque,81
au,à,81
au,le,71
jour,jour,21
où,où,60
il,il,51
aurait,avoir,16
à,à,81
payer,payer,14
ses,son,73
rentes,rente,22
/.,/.,P
il,il,51
avait,avoir,18
laissé,laisser,12
Cornoiller,Cornoiller,20
à,à,81
Angers,Angers,20
",",",",p
pour,pour,81
y,y,52
soigner,soigner,14
les,le,71
chevaux,cheval,21
à,à,81
demi,demi,30
fourbus,fourbu,30
",",",",p
et,et,82
les,le,52
ramener,ramener,14
lentement,lentement,60
après,après,81
les,le,52
avoir,avoir,14
bien,bien,60
fait,faire,12
reposer,reposer,14
/.,/.,P
-,-,p
je,je,51
reviens,revenir,17
d',de,81
Angers,Angers,20
",",",",p
ma,mon,73
femme,femme,22
",",",",p
dit,dire,19
il,il,51
/.,/.,P
j',je,51
ai,avoir,17
faim,faim,22
/.,/.,P
Nanon,Nanon,20
lui,lui,51
cria,crier,19
de,de,81
la,le,71
cuisine,cuisine,22
:,:,p
-,-,p
est,être,17
ce,ce,52
que,que,83
vous,vous,51
n',ne,60
avez,avoir,17
rien,rien,52
mangé,manger,12
depuis,depuis,81
hier,hier,60
/?,/?,P
rien,rien,52
",",",",p
répondit,répondre,19
le,le,71
bonhomme,bonhomme,21
/.,/.,P
Nanon,Nanon,20
apporta,apporter,19
la,le,71
soupe,soupe,22
/.,/.,P
des,de,81
des,le,71
Grassins,Grassins,20
vint,venir,19
prendre,prendre,14
les,le,71
ordres,ordre,21
de,de,81
son,son,73
client,client,21
au,à,81
au,le,71
moment,moment,21
où,où,60
la,le,71
famille,famille,22
était,être,18
à,à,81
table,table,22
/.,/.,P
le,le,71
père,père,21
Grandet,Grandet,20
n',ne,60
avait,avoir,18
seulement,seulement,60
pas,pas,60
vu,voir,12
son,son,73
neveu,neveu,21
/.,/.,P
-,-,p
mangez,manger,17
tranquillement,tranquillement,60
",",",",p
Grandet,Grandet,20
",",",",p
dit,dire,19
le,le,71
banquier,banquier,21
/.,/.,P
nous,nous,51
causerons,causer,15
/.,/.,P
savez,savoir,17
vous,vous,51
ce,ce,52
que,que,52
vaut,valoir,17
l',le,71
or,or,21
à,à,81
Angers,Angers,20
où,où,60
l',l',94
on,on,51
en,en,52
est,être,17
venu,venir,12
chercher,chercher,14
pour,pour,81
Nantes,Nantes,20
?,?,p
je,je,51
vais,aller,17
en,en,52
envoyer,envoyer,14
/.,/.,P
-,-,p
n',ne,60
en,en,52
envoyez,envoyer,17
pas,pas,60
",",",",p
répondit,répondre,19
le,le,71
bonhomme,bonhomme,21
",",",",p
il,il,51
y,y,52
en,en,52
a,avoir,17
déjà,déjà,60
suffisamment,suffisamment,60
/.,/.,P
nous,nous,51
sommes,être,17
trop,trop,60
bons,bon,30
amis,ami,21
pour,pour,81
que,que,83
je,je,51
ne,ne,60
vous,vous,51
évite,éviter,17
pas,pas,60
une,un,71
perte,perte,22
de,de,81
temps,temps,21
/.,/.,P
-,-,p
mais,mais,82
l',le,71
or,or,21
y,y,52
vaut,valoir,17
treize,treize,72
francs,franc,21
cinquante,cinquante,72
centimes,centime,21
/.,/.,P
-,-,p
dites,dire,17
donc,donc,82
valait,valoir,18
/.,/.,P
-,-,p
d',de,81
où,où,60
diable,diable,21
en,en,52
serait,être,16
il,il,51
venu,venir,12
/?,/?,P
je,je,51
suis,être,17
allé,aller,12
cette,ce,74
nuit,nuit,22
à,à,81
Angers,Angers,20
",",",",p
lui,lui,51
répondit,répondre,19
Grandet,Grandet,20
à,à,81
voix,voix,22
basse,bas,30
/.,/.,P
le,le,71
banquier,banquier,21
tressaillit,tressaillir,19
de,de,81
surprise,surprise,22
/.,/.,P
puis,puis,60
une,un,71
conversation,conversation,22
s',se,51
établit,établir,17
entre,entre,81
eux,ils,51
d',de,81
oreille,oreille,22
à,à,81
oreille,oreille,22
",",",",p
pendant,pendant,81
laquelle,lequel,52
des,de,81
des,le,71
Grassins,Grassins,20
et,et,82
Grandet,Grandet,20
regardèrent,regarder,19
Charles,Charles,20
à,à,81
plusieurs,plusieurs,75
reprises,reprise,22
/.,/.,P
au,à,81
au,le,71
moment,moment,21
où,où,60
sans,sans,81
doute,doute,21
l',le,71
ancien,ancien,30
tonnelier,tonnelier,21
dit,dire,19
au,à,81
au,le,71
banquier,banquier,21
de,de,81
lui,lui,51
acheter,acheter,14
cent,cent,72
mille,mille,72
livres,livre,22
de,de,81
rente,rente,22
",",",",p
des,de,81
des,le,71
Grassins,Grassins,20
laissa,laisser,19
derechef,derechef,60
échapper,échapper,14
un,un,71
geste,geste,21
d',de,81
étonnement,étonnement,21
/.,/.,P
-,-,p
monsieur,monsieur,21
Grandet,Grandet,20
",",",",p
dit,dire,19
il,il,51
à,à,81
Charles,Charles,20
",",",",p
je,je,51
pars,partir,17
pour,pour,81
Paris,Paris,20
;,;,p
et,et,82
",",",",p
si,si,83
vous,vous,51
aviez,avoir,18
des,de,81
des,le,71
commissions,commission,22
à,à,81
me,je,51
donner,donner,14
/…,/…,P
aucune,aucun,52
",",",",p
monsieur,monsieur,21
/.,/.,P
je,je,51
vous,vous,51
remercie,remercier,17
",",",",p
répondit,répondre,19
Charles,Charles,20
/.,/.,P
-,-,p
remerciez,remercier,17
le,le,52
mieux,mieux,60
que,que,83
ça,ça,52
",",",",p
mon,mon,73
neveu,neveu,21
/.,/.,P
monsieur,monsieur,21
va,aller,17
pour,pour,81
arranger,arranger,14
les,le,71
affaires,affaire,22
de,de,81
la,le,71
maison,maison,22
Guillaume,Guillaume,20
Grandet,Grandet,20
/.,/.,P
-,-,p
y,y,52
aurait,avoir,16
il,il,51
donc,donc,82
quelque,quelque,75
espoir,espoir,21
?,?,p
demanda,demander,19
Charles,Charles,20
/.,/.,P
-,-,p
mais,mais,82
",",",",p
s',se,51
écria,écrier,19
le,le,71
tonnelier,tonnelier,21
avec,avec,81
un,un,71
orgueil,orgueil,21
bien,bien,60
joué,joué,31
",",",",p
n',ne,60
êtes,être,17
vous,vous,51
pas,pas,60
mon,mon,73
neveu,neveu,21
?,?,p
votre,votre,73
honneur,honneur,21
est,être,17
le,le,71
nôtre,nôtre,52
/.,/.,P
ne,ne,60
vous,vous,51
nommez,nommer,17
vous,vous,51
pas,pas,60
Grandet,Grandet,20
/?,/?,P
Charles,Charles,20
se,se,51
leva,lever,19
",",",",p
saisit,saisir,19
le,le,71
père,père,21
Grandet,Grandet,20
",",",",p
l',le,52
embrassa,embrasser,19
",",",",p
pâlit,pâlir,19
et,et,82
sortit,sortir,19
/.,/.,P
Eugénie,Eugénie,20
contemplait,contempler,18
son,son,73
père,père,21
avec,avec,81
admiration,admiration,22
/.,/.,P
-,-,p
allons,aller,17
",",",",p
adieu,adieu,21
",",",",p
mon,mon,73
bon,bon,21
