11727
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Vingt-quatrième extrait>,<>,<>
cette,ce,74
innocente,innocent,30
/.,/.,P
elle,il,51
ne,ne,60
sait,savoir,17
rien,rien,52
du,de,81
du,le,71
tout,tout,21
/.,/.,P
c',ce,52
est,être,17
un,un,71
ange,ange,21
",",",",p
voyez,voir,17
vous,vous,51
",",",",p
mes,mon,73
soeurs,soeur,22
/.,/.,P
à,à,81
cet,ce,74
âge,âge,21
là,là,60
",",",",p
les,le,71
ailes,aile,22
",",",",p
ça,ça,52
n',ne,60
est,être,17
pas,pas,60
encore,encore,60
tombé,tomber,12
/.,/.,P
monsieur,monsieur,21
Madeleine,Madeleine,20
l',le,52
allait,aller,18
voir,voir,14
deux,deux,72
fois,fois,22
par,par,81
jour,jour,21
",",",",p
et,et,82
chaque,chaque,75
fois,fois,22
elle,il,51
lui,lui,51
demandait,demander,18
:,:,p
-,-,p
verrai,voir,15
je,je,51
bientôt,bientôt,60
ma,mon,73
Cosette,Cosette,20
/?,/?,P
il,il,51
lui,lui,51
répondait,répondre,18
:,:,p
-,-,p
peut-être,peut-être,60
demain,demain,60
matin,matin,21
/.,/.,P
d',de,81
un,un,71
moment,moment,21
à,à,81
l',le,71
autre,autre,52
elle,il,51
arrivera,arriver,15
",",",",p
je,je,51
l',le,52
attends,attendre,17
/.,/.,P
et,et,82
le,le,71
visage,visage,21
pâle,pâle,30
de,de,81
la,le,71
mère,mère,22
rayonnait,rayonner,18
/.,/.,P
-,-,p
oh,oh,93
!,!,p
disait,dire,18
elle,il,51
",",",",p
comme,comme,83
je,je,51
vais,aller,17
être,être,14
heureuse,heureux,30
/!,/!,P
nous,nous,51
venons,venir,17
de,de,81
dire,dire,14
qu',que,83
elle,il,51
ne,ne,60
se,se,51
rétablissait,rétablir,18
pas,pas,60
/.,/.,P
au,à,81
au,le,71
contraire,contraire,21
",",",",p
son,son,73
état,état,21
semblait,sembler,18
s',se,51
aggraver,aggraver,14
de,de,81
semaine,semaine,22
en,en,81
semaine,semaine,22
/.,/.,P
cette,ce,74
poignée,poignée,22
de,de,81
neige,neige,22
appliquée,appliqué,31
à,à,81
nu,nu,21
sur,sur,81
la,le,71
peau,peau,22
entre,entre,81
les,le,71
deux,deux,72
omoplates,omoplate,22
avait,avoir,18
déterminé,déterminer,12
une,un,71
suppression,suppression,22
subite,subit,30
de,de,81
transpiration,transpiration,22
à,à,81
la,le,71
suite,suite,22
de,de,81
laquelle,lequel,52
la,le,71
maladie,maladie,22
qu',que,83
elle,il,51
couvait,couver,18
depuis,depuis,81
plusieurs,plusieurs,75
années,année,22
finit,finir,19
par,par,81
se,se,51
déclarer,déclarer,14
violemment,violemment,60
/.,/.,P
on,on,51
commençait,commencer,18
alors,alors,60
à,à,81
suivre,suivre,14
pour,pour,81
l',le,71
étude,étude,22
et,et,82
le,le,71
traitement,traitement,21
des,de,81
des,le,71
maladies,maladie,22
de,de,81
poitrine,poitrine,22
les,le,71
belles,beau,30
indications,indication,22
de,de,81
Laennec,Laennec,20
/.,/.,P
le,le,71
médecin,médecin,21
ausculta,ausculter,19
Fantine,Fantine,20
et,et,82
hocha,hocher,19
la,le,71
tête,tête,22
/.,/.,P
monsieur,monsieur,21
Madeleine,Madeleine,20
dit,dire,19
au,à,81
au,le,71
médecin,médecin,21
:,:,p
-,-,p
eh,eh,93
bien,bien,60
/?,/?,P
n',ne,60
a,avoir,17
t,t,94
elle,il,51
pas,pas,60
un,un,71
enfant,enfant,21
qu',que,83
elle,il,51
désire,désirer,17
voir,voir,14
?,?,p
dit,dire,19
le,le,71
médecin,médecin,21
/.,/.,P
-,-,p
oui,oui,60
/.,/.,P
-,-,p
eh,eh,93
bien,bien,60
",",",",p
hâtez,hâter,17
vous,vous,51
de,de,81
le,le,52
faire,faire,14
venir,venir,14
/.,/.,P
monsieur,monsieur,21
Madeleine,Madeleine,20
eut,avoir,19
un,un,71
tressaillement,tressaillement,21
/.,/.,P
Fantine,Fantine,20
lui,lui,51
demanda,demander,19
:,:,p
-,-,p
qu',que,83
a,avoir,17
dit,dire,12
le,le,71
médecin,médecin,21
/?,/?,P
monsieur,monsieur,21
Madeleine,Madeleine,20
s',se,51
efforça,efforcer,19
de,de,81
sourire,sourire,14
/.,/.,P
-,-,p
il,il,51
a,avoir,17
dit,dire,12
de,de,81
faire,faire,14
venir,venir,14
bien,bien,60
vite,vite,60
votre,votre,73
enfant,enfant,21
/.,/.,P
que,que,52
cela,cela,52
vous,vous,51
rendra,rendre,15
la,le,71
santé,santé,22
/.,/.,P
-,-,p
oh,oh,93
!,!,p
reprit,reprendre,19
elle,il,51
",",",",p
il,il,51
a,avoir,17
raison,raison,22
/!,/!,P
mais,mais,82
qu',que,52
est,être,17
ce,ce,52
qu',que,52
ils,ils,51
ont,avoir,17
donc,donc,82
ces,ce,74
Thénardier,Thénardier,20
à,à,81
me,je,51
garder,garder,14
ma,mon,73
Cosette,Cosette,20
/!,/!,P
oh,oh,93
!,!,p
elle,il,51
va,aller,17
venir,venir,14
/.,/.,P
voici,voici,81
enfin,enfin,60
que,que,83
je,je,51
vois,voir,17
le,le,71
bonheur,bonheur,21
tout,tout,60
près,près,81
de,de,81
moi,moi,51
/!,/!,P
le,le,71
Thénardier,Thénardier,20
cependant,cependant,82
ne,ne,60
“,“,p
lâchait,lâcher,18
pas,pas,60
l',le,71
enfant,enfant,21
“,“,p
et,et,82
donnait,donner,18
cent,cent,72
mauvaises,mauvais,30
raisons,raison,22
/.,/.,P
Cosette,Cosette,20
était,être,18
un,un,71
peu,peu,60
souffrante,souffrant,30
pour,pour,81
se,se,51
mettre,mettre,14
en,en,81
route,route,22
l',le,71
hiver,hiver,21
/.,/.,P
et,et,82
puis,puis,60
il,il,51
y,y,52
avait,avoir,18
un,un,71
reste,reste,21
de,de,81
petites,petit,30
dettes,dette,22
criardes,criard,30
dans,dans,81
le,le,71
pays,pays,21
dont,dont,52
il,il,51
rassemblait,rassembler,18
les,le,71
factures,facture,22
",",",",p
etc,et cetera,91
",",",",p
etc,et cetera,91
/.,/.,P
-,-,p
j',je,51
enverrai,envoyer,15
quelqu'un,quelqu'un,52
chercher,chercher,14
Cosette,Cosette,20
",",",",p
dit,dire,19
le,le,71
père,père,21
Madeleine,Madeleine,20
/.,/.,P
s',si,83
il,il,51
le,le,52
faut,falloir,17
",",",",p
j',je,51
irai,aller,15
moi-même,moi-même,51
/.,/.,P
il,il,51
écrivit,écrire,19
sous,sous,81
la,le,71
dictée,dictée,22
de,de,81
Fantine,Fantine,20
cette,ce,74
lettre,lettre,22
qu',que,83
il,il,51
lui,lui,51
fit,faire,19
signer,signer,14
:,:,p
“,“,p
monsieur,monsieur,21
Thénardier,Thénardier,20
",",",",p
“,“,p
vous,vous,51
remettrez,remettre,15
Cosette,Cosette,20
à,à,81
la,le,71
personne,personne,22
/.,/.,P
“,“,p
on,on,51
vous,vous,51
payera,payer,15
toutes,tout,75
les,le,71
petites,petit,30
choses,chose,22
/.,/.,P
“,“,p
j',je,51
ai,avoir,17
l',le,71
honneur,honneur,21
de,de,81
vous,vous,51
saluer,saluer,14
avec,avec,81
considération,considération,22
/.,/.,P
“,“,p
Fantine,Fantine,20
/.,/.,P
“,“,p
sur,sur,81
ces,ce,74
entrefaites,entrefaite,22
",",",",p
il,il,51
survint,survenir,19
un,un,71
grave,grave,30
incident,incident,21
/.,/.,P
nous,nous,51
avons,avoir,17
beau,beau,60
tailler,tailler,14
de,de,81
notre,notre,73
mieux,mieux,60
le,le,71
bloc,bloc,21
mystérieux,mystérieux,30
dont,dont,52
notre,notre,73
vie,vie,22
est,être,17
faite,faire,12
",",",",p
la,le,71
veine,veine,22
noire,noir,30
de,de,81
la,le,71
destinée,destinée,22
y,y,52
reparaît,reparaître,17
toujours,toujours,60
/.,/.,P
<chapitre II>,<>,<>
comment,comment,60
Jean,Jean,20
peut,pouvoir,17
devenir,devenir,14
champ,champ,21
un,un,71
matin,matin,21
/.,/.,P
monsieur,monsieur,21
Madeleine,Madeleine,20
était,être,18
dans,dans,81
son,son,73
cabinet,cabinet,21
",",",",p
occupé,occuper,12
à,à,81
régler,régler,14
d',de,81
avance,avance,22
quelques,quelque,75
affaires,affaire,22
pressantes,pressant,30
de,de,81
la,le,71
mairie,mairie,22
pour,pour,81
le,le,71
cas,cas,21
où,où,60
il,il,51
se,se,51
déciderait,décider,16
à,à,81
ce,ce,74
voyage,voyage,21
de,de,81
Montfermeil,Montfermeil,20
",",",",p
lorsqu',lorsque,83
on,on,51
vint,venir,19
lui,lui,51
dire,dire,14
que,que,83
l',le,71
inspecteur,inspecteur,21
de,de,81
police,police,22
Javert,Javert,20
demandait,demander,18
à,à,81
lui,lui,51
parler,parler,14
/.,/.,P
en,en,81
entendant,entendre,13
prononcer,prononcer,14
ce,ce,74
nom,nom,21
",",",",p
monsieur,monsieur,21
Madeleine,Madeleine,20
ne,ne,60
put,pouvoir,19
se,se,51
défendre,défendre,14
d',de,81
une,un,71
impression,impression,22
désagréable,désagréable,30
/.,/.,P
depuis,depuis,81
l',le,71
aventure,aventure,22
du,de,81
du,le,71
bureau,bureau,21
de,de,81
police,police,22
",",",",p
Javert,Javert,20
l',le,52
avait,avoir,18
plus,plus,60
que,que,83
jamais,jamais,60
évité,éviter,12
",",",",p
et,et,82
monsieur,monsieur,21
Madeleine,Madeleine,20
ne,ne,60
l',le,52
avait,avoir,18
point,point,60
revu,revoir,12
/.,/.,P
-,-,p
faites,faire,17
entrer,entrer,14
",",",",p
dit,dire,19
il,il,51
/.,/.,P
Javert,Javert,20
entra,entrer,19
/.,/.,P
monsieur,monsieur,21
Madeleine,Madeleine,20
était,être,18
resté,rester,12
assis,assis,31
près,près,81
de,de,81
la,le,71
cheminée,cheminée,22
",",",",p
une,un,71
plume,plume,22
à,à,81
la,le,71
main,main,22
",",",",p
l',le,71
oeil,oeil,21
sur,sur,81
un,un,71
dossier,dossier,21
qu',que,52
il,il,51
feuilletait,feuilleter,18
et,et,82
qu',que,52
il,il,51
annotait,annoter,18
",",",",p
et,et,82
qui,qui,52
contenait,contenir,18
des,de,81
des,le,71
procès-verbaux,procès-verbal,21
de,de,81
contraventions,contravention,22
à,à,81
la,le,71
police,police,22
de,de,81
la,le,71
voirie,voirie,22
/.,/.,P
il,il,51
ne,ne,60
se,se,51
dérangea,déranger,19
point,point,60
pour,pour,81
Javert,Javert,20
/.,/.,P
il,il,51
ne,ne,60
pouvait,pouvoir,18
s',se,51
empêcher,empêcher,14
de,de,81
songer,songer,14
à,à,81
la,le,71
pauvre,pauvre,30
Fantine,Fantine,20
",",",",p
et,et,82
il,il,51
lui,lui,51
convenait,convenir,18
d',de,81
être,être,14
glacial,glacial,30
/.,/.,P
Javert,Javert,20
salua,saluer,19
respectueusement,respectueusement,60
monsieur,monsieur,21
le,le,71
maire,maire,21
qui,qui,52
lui,lui,51
tournait,tourner,18
le,le,71
dos,dos,21
/.,/.,P
monsieur,monsieur,21
le,le,71
maire,maire,21
ne,ne,60
le,le,52
regarda,regarder,19
pas,pas,60
et,et,82
continua,continuer,19
d',de,81
annoter,annoter,14
son,son,73
dossier,dossier,21
/.,/.,P
Javert,Javert,20
fit,faire,19
deux,deux,72
ou,ou,82
trois,trois,72
pas,pas,21
dans,dans,81
le,le,71
cabinet,cabinet,21
",",",",p
et,et,82
s',se,51
arrêta,arrêter,19
sans,sans,81
rompre,rompre,14
le,le,71
silence,silence,21
/.,/.,P
un,un,71
physionomiste,physionomiste,21
qui,qui,52
eût,avoir,19
été,être,12
familier,familier,30
avec,avec,81
la,le,71
nature,nature,22
de,de,81
Javert,Javert,20
",",",",p
qui,qui,52
eût,avoir,19
étudié,étudier,12
depuis,depuis,81
longtemps,longtemps,60
ce,ce,74
sauvage,sauvage,21
au,à,81
au,le,71
service,service,21
de,de,81
la,le,71
civilisation,civilisation,22
",",",",p
ce,ce,74
composé,composé,21
bizarre,bizarre,30
du,de,81
du,le,71
Romain,Romain,20
",",",",p
du,de,81
du,le,71
Spartiate,Spartiate,20
",",",",p
du,de,81
du,le,71
moine,moine,21
et,et,82
du,de,81
du,le,71
caporal,caporal,21
",",",",p
cet,ce,74
espion,espion,21
incapable,incapable,30
d',de,81
un,un,71
mensonge,mensonge,21
",",",",p
ce,ce,74
mouchard,mouchard,21
vierge,vierge,30
",",",",p
un,un,71
physionomiste,physionomiste,21
qui,qui,52
eût,avoir,19
su,savoir,12
sa,son,73
secrète,secret,30
et,et,82
ancienne,ancien,30
aversion,aversion,22
pour,pour,81
monsieur,monsieur,21
Madeleine,Madeleine,20
",",",",p
son,son,73
conflit,conflit,21
avec,avec,81
le,le,71
maire,maire,21
au,à,81
au,le,71
sujet,sujet,21
de,de,81
la,le,71
Fantine,Fantine,20
",",",",p
et,et,82
qui,qui,52
eût,avoir,19
considéré,considérer,12
Javert,Javert,20
en,en,81
ce,ce,74
moment,moment,21
",",",",p
se,se,51
fût,être,19
dit,dire,12
:,:,p
que,que,83
s',se,51
est,être,17
il,il,51
passé,passer,12
/?,/?,P
il,il,51
était,être,18
évident,évident,30
",",",",p
pour,pour,81
qui,qui,52
eût,avoir,19
connu,connaître,12
cette,ce,74
conscience,conscience,22
droite,droit,30
",",",",p
claire,clair,30
",",",",p
sincère,sincère,30
",",",",p
probe,probe,30
",",",",p
austère,austère,30
et,et,82
féroce,féroce,30
",",",",p
que,que,52
Javert,Javert,20
sortait,sortir,18
de,de,81
quelque,quelque,75
grand,grand,30
événement,événement,21
intérieur,intérieur,30
/.,/.,P
Javert,Javert,20
n',ne,60
avait,avoir,18
rien,rien,52
dans,dans,81
l',le,71
âme,âme,22
qu',que,83
il,il,51
ne,ne,60
l',le,52
eût,avoir,19
aussi,aussi,60
sur,sur,81
le,le,71
visage,visage,21
/.,/.,P
il,il,51
était,être,18
",",",",p
comme,comme,83
les,le,71
gens,gens,21
violents,violent,30
",",",",p
sujet,sujet,21
aux,à,81
aux,le,71
revirements,revirement,21
brusques,brusque,30
/.,/.,P
jamais,jamais,60
sa,son,73
physionomie,physionomie,22
n',ne,60
avait,avoir,18
été,être,12
plus,plus,60
étrange,étrange,30
et,et,82
plus,plus,60
inattendue,inattendu,30
/.,/.,P
en,en,81
entrant,entrer,13
",",",",p
il,il,51
s',se,51
était,être,18
incliné,incliner,12
devant,devant,81
monsieur,monsieur,21
Madeleine,Madeleine,20
avec,avec,81
un,un,71
regard,regard,21
où,où,60
il,il,51
n',ne,60
y,y,52
avait,avoir,18
ni,ni,82
rancune,rancune,22
",",",",p
ni,ni,82
colère,colère,22
",",",",p
ni,ni,82
défiance,défiance,22
",",",",p
il,il,51
s',se,51
était,être,18
arrêté,arrêter,12
à,à,81
quelques,quelque,75
pas,pas,21
derrière,derrière,81
le,le,71
fauteuil,fauteuil,21
du,de,81
du,le,71
maire,maire,21
;,;,p
et,et,82
maintenant,maintenant,60
il,il,51
se,se,51
tenait,tenir,18
là,là,60
",",",",p
debout,debout,60
",",",",p
dans,dans,81
une,un,71
attitude,attitude,22
presque,presque,60
disciplinaire,disciplinaire,30
",",",",p
avec,avec,81
la,le,71
rudesse,rudesse,22
naïve,naïf,30
et,et,82
froide,froid,30
d',de,81
un,un,71
homme,homme,21
qui,qui,52
n',ne,60
a,avoir,17
jamais,jamais,60
été,être,12
doux,doux,30
et,et,82
qui,qui,52
a,avoir,17
toujours,toujours,60
été,être,12
patient,patient,30
;,;,p
il,il,51
attendait,attendre,18
",",",",p
sans,sans,81
dire,dire,14
un,un,71
mot,mot,21
",",",",p
sans,sans,81
faire,faire,14
un,un,71
mouvement,mouvement,21
",",",",p
dans,dans,81
une,un,71
humilité,humilité,22
vraie,vrai,30
et,et,82
dans,dans,81
une,un,71
résignation,résignation,22
tranquille,tranquille,30
",",",",p
qu',que,52
il,il,51
plût,plaire,18
à,à,81
monsieur,monsieur,21
le,le,71
maire,maire,21
de,de,81
se,se,51
retourner,retourner,14
",",",",p
calme,calme,30
",",",",p
sérieux,sérieux,30
",",",",p
le,le,71
chapeau,chapeau,21
à,à,81
la,le,71
main,main,22
",",",",p
les,le,71
yeux,oeil,21
baissés,baissé,31
",",",",p
avec,avec,81
une,un,71
expression,expression,22
qui,qui,52
tenait,tenir,18
le,le,71
milieu,milieu,21
entre,entre,81
le,le,71
soldat,soldat,21
devant,devant,81
son,son,73
officier,officier,21
et,et,82
le,le,71
coupable,coupable,30
devant,devant,81
son,son,73
juge,juge,21
/.,/.,P
tous,tout,75
les,le,71
sentiments,sentiment,21
comme,comme,83
tous,tout,75
les,le,71
souvenirs,souvenir,21
qu',que,52
on,on,51
eût,avoir,19
pu,pouvoir,12
lui,lui,51
supposer,supposer,14
avaient,avoir,18
disparu,disparaître,12
/.,/.,P
il,il,51
n',ne,60
y,y,52
avait,avoir,18
plus,plus,60
rien,rien,52
sur,sur,81
ce,ce,74
visage,visage,21
impénétrable,impénétrable,30
et,et,82
simple,simple,30
comme,comme,83
le,le,71
granit,granit,21
",",",",p
qu',que,83
une,un,71
morne,morne,30
tristesse,tristesse,22
/.,/.,P
toute,tout,75
sa,son,73
personne,personne,22
respirait,respirer,18
l',le,71
abaissement,abaissement,21
et,et,82
la,le,71
fermeté,fermeté,22
",",",",p
et,et,82
je,je,51
ne,ne,60
sais,savoir,17
quel,quel,75
accablement,accablement,21
courageux,courageux,30
/.,/.,P
enfin,enfin,60
monsieur,monsieur,21
le,le,71
maire,maire,21
posa,poser,19
sa,son,73
plume,plume,22
et,et,82
se,se,51
tourna,tourner,19
à,à,81
demi,demi,30
/.,/.,P
-,-,p
eh,eh,93
bien,bien,60
!,!,p
qu',que,52
est,être,17
ce,ce,52
?,?,p
qu',que,83
y,y,52
a,avoir,17
t,t,94
il,il,51
",",",",p
Javert,Javert,20
/?,/?,P
Javert,Javert,20
demeura,demeurer,19
un,un,71
instant,instant,21
silencieux,silencieux,30
comme,comme,83
s',si,83
il,il,51
se,se,51
recueillait,recueillir,18
",",",",p
puis,puis,60
éleva,élever,19
la,le,71
voix,voix,22
avec,avec,81
une,un,71
sorte,sorte,22
de,de,81
solennité,solennité,22
triste,triste,30
qui,qui,52
n',ne,60
excluait,exclure,18
pourtant,pourtant,60
pas,pas,60
la,le,71
simplicité,simplicité,22
:,:,p
-,-,p
il,il,51
y,y,52
a,avoir,17
",",",",p
monsieur,monsieur,21
le,le,71
maire,maire,21
",",",",p
qu',que,83
un,un,71
acte,acte,21
coupable,coupable,30
a,avoir,17
été,être,12
commis,commettre,12
/.,/.,P
-,-,p
quel,quel,75
acte,acte,21
/?,/?,P
un,un,71
agent,agent,21
inférieur,inférieur,30
de,de,81
l',le,71
autorité,autorité,22
a,avoir,17
manqué,manquer,12
de,de,81
respect,respect,21
à,à,81
un,un,71
magistrat,magistrat,21
de,de,81
la,le,71
façon,façon,22
la,le,71
plus,plus,60
grave,grave,30
/.,/.,P
je,je,51
viens,venir,17
",",",",p
comme,comme,83
c',ce,52
est,être,17
mon,mon,73
devoir,devoir,21
",",",",p
porter,porter,14
le,le,71
fait,fait,21
à,à,81
votre,votre,73
connaissance,connaissance,22
/.,/.,P
-,-,p
quel,quel,52
est,être,17
cet,ce,74
agent,agent,21
?,?,p
demanda,demander,19
monsieur,monsieur,21
Madeleine,Madeleine,20
/.,/.,P
-,-,p
moi,moi,51
",",",",p
dit,dire,19
Javert,Javert,20
/.,/.,P
-,-,p
vous,vous,51
/?,/?,P
moi,moi,51
/.,/.,P
-,-,p
et,et,82
quel,quel,52
est,être,17
le,le,71
magistrat,magistrat,21
qui,qui,52
aurait,avoir,16
à,à,81
se,se,51
plaindre,plaindre,14
de,de,81
l',le,71
agent,agent,21
/?,/?,P
vous,vous,51
",",",",p
monsieur,monsieur,21
le,le,71
maire,maire,21
/.,/.,P
monsieur,monsieur,21
Madeleine,Madeleine,20
se,se,51
dressa,dresser,19
sur,sur,81
son,son,73
fauteuil,fauteuil,21
/.,/.,P
Javert,Javert,20
poursuivit,poursuivre,19
",",",",p
l',le,71
air,air,21
sévère,sévère,30
et,et,82
les,le,71
yeux,oeil,21
toujours,toujours,60
baissés,baissé,31
:,:,p
-,-,p
monsieur,monsieur,21
le,le,71
maire,maire,21
",",",",p
je,je,51
viens,venir,17
vous,vous,51
prier,prier,14
de,de,81
vouloir,vouloir,14
bien,bien,60
provoquer,provoquer,14
près,près,81
de,de,81
l',le,71
autorité,autorité,22
ma,mon,73
destitution,destitution,22
/.,/.,P
monsieur,monsieur,21
Madeleine,Madeleine,20
stupéfait,stupéfait,30
ouvrit,ouvrir,19
la,le,71
bouche,bouche,22
/.,/.,P
Javert,Javert,20
l',le,52
interrompit,interrompre,19
/.,/.,P
-,-,p
vous,vous,51
direz,dire,15
",",",",p
j',je,51
aurais,avoir,16
pu,pouvoir,12
donner,donner,14
ma,mon,73
démission,démission,22
",",",",p
mais,mais,82
cela,cela,52
ne,ne,60
suffit,suffire,19
pas,pas,60
/.,/.,P
donner,donner,14
sa,son,73
démission,démission,22
",",",",p
c',ce,52
est,être,17
honorable,honorable,30
/.,/.,P
j',je,51
ai,avoir,17
failli,faillir,12
",",",",p
je,je,51
dois,devoir,17
être,être,14
puni,punir,12
/.,/.,P
il,il,51
faut,falloir,17
que,que,83
je,je,51
sois,être,17
chassé,chasser,12
/.,/.,P
et,et,82
après,après,81
une,un,71
pause,pause,22
",",",",p
il,il,51
ajouta,ajouter,19
:,:,p
-,-,p
monsieur,monsieur,21
le,le,71
maire,maire,21
",",",",p
vous,vous,51
avez,avoir,17
été,être,12
sévère,sévère,30
pour,pour,81
moi,moi,51
l',le,71
autre,autre,75
jour,jour,21
injustement,injustement,60
/.,/.,P
soyez,être,17
le,le,52
aujourd'hui,aujourd'hui,60
justement,justement,60
/.,/.,P
-,-,p
ah,ah,93
çà,çà,60
!,!,p
pourquoi,pourquoi,60
?,?,p
s',se,51
écria,écrier,19
monsieur,monsieur,21
Madeleine,Madeleine,20
/.,/.,P
quel,quel,52
est,être,17
ce,ce,74
galimatias,galimatias,21
?,?,p
qu',que,52
est,être,17
ce,ce,52
que,que,52
cela,cela,52
veut,vouloir,17
dire,dire,14
?,?,p
où,où,60
y,y,52
a,avoir,17
t,t,94
il,il,51
un,un,71
acte,acte,21
coupable,coupable,30
commis,commis,31
contre,contre,81
moi,moi,51
par,par,81
vous,vous,51
?,?,p
qu',que,52
est,être,17
ce,ce,52
que,que,52
vous,vous,51
m',je,51
avez,avoir,17
fait,faire,12
?,?,p
quels,quel,75
torts,tort,21
avez,avoir,17
vous,vous,51
envers,envers,81
moi,moi,51
/?,/?,P
vous,vous,51
vous,vous,51
accusez,accuser,17
",",",",p
vous,vous,51
voulez,vouloir,17
être,être,14
remplacé,remplacer,12
/…,/…,P
-,-,p
chassé,chassé,31
",",",",p
dit,dire,19
Javert,Javert,20
/.,/.,P
-,-,p
chassé,chassé,31
",",",",p
soit,être,17
/.,/.,P
c',ce,52
est,être,17
fort,fort,60
bien,bien,60
/.,/.,P
je,je,51
ne,ne,60
comprends,comprendre,17
pas,pas,60
/.,/.,P
-,-,p
vous,vous,51
allez,aller,17
comprendre,comprendre,14
",",",",p
monsieur,monsieur,21
le,le,71
maire,maire,21
/.,/.,P
Javert,Javert,20
soupira,soupirer,19
du,de,81
du,le,71
fond,fond,21
de,de,81
sa,son,73
poitrine,poitrine,22
et,et,82
reprit,reprendre,19
toujours,toujours,60
froidement,froidement,60
et,et,82
tristement,tristement,60
:,:,p
-,-,p
monsieur,monsieur,21
le,le,71
maire,maire,21
",",",",p
il,il,51
y,y,52
a,avoir,17
six,six,72
semaines,semaine,22
",",",",p
à,à,81
la,le,71
suite,suite,22
de,de,81
cette,ce,74
scène,scène,22
pour,pour,81
cette,ce,74
fille,fille,22
",",",",p
j',je,51
étais,être,18
furieux,furieux,30
",",",",p
je,je,51
vous,vous,51
ai,avoir,17
dénoncé,dénoncer,12
/.,/.,P
-,-,p
dénoncé,dénoncé,31
/!,/!,P
à,à,81
la,le,71
préfecture,préfecture,22
de,de,81
police,police,22
de,de,81
Paris,Paris,20
/.,/.,P
monsieur,monsieur,21
Madeleine,Madeleine,20
",",",",p
qui,qui,52
ne,ne,60
riait,rire,18
pas,pas,60
beaucoup,beaucoup,60
plus,plus,60
souvent,souvent,60
que,que,83
Javert,Javert,20
",",",",p
se,se,51
mit,mettre,19
à,à,81
rire,rire,14
/.,/.,P
-,-,p
comme,comme,83
maire,maire,21
ayant,avoir,13
empiété,empiéter,12
sur,sur,81
la,le,71
police,police,22
/?,/?,P
comme,comme,83
ancien,ancien,30
forçat,forçat,21
/.,/.,P
le,le,71
maire,maire,21
devint,devenir,19
livide,livide,30
/.,/.,P
Javert,Javert,20
",",",",p
qui,qui,52
n',ne,60
avait,avoir,18
pas,pas,60
levé,lever,12
les,le,71
yeux,oeil,21
",",",",p
continua,continuer,19
:,:,p
-,-,p
je,je,51
le,le,52
croyais,croire,18
/.,/.,P
depuis,depuis,81
longtemps,longtemps,60
j',je,51
avais,avoir,18
des,de,81
des,le,71
idées,idée,22
/.,/.,P
une,un,71
ressemblance,ressemblance,22
",",",",p
des,de,81
des,le,71
renseignements,renseignement,21
que,que,52
vous,vous,51
avez,avoir,17
fait,faire,12
prendre,prendre,14
à,à,81
Faverolles,Faverolles,20
",",",",p
votre,votre,73
force,force,22
des,de,81
des,le,71
reins,rein,21
",",",",p
l',le,71
aventure,aventure,22
du,de,81
du,le,71
vieux,vieux,30
Fauchelevent,Fauchelevent,20
",",",",p
votre,votre,73
adresse,adresse,22
au,à,81
au,le,71
tir,tir,21
",",",",p
votre,votre,73
jambe,jambe,22
qui,qui,52
traîne,traîner,17
un,un,71
peu,peu,60
",",",",p
est,être,17
ce,ce,52
que,que,83
je,je,51
sais,savoir,17
",",",",p
moi,moi,51
?,?,p
des,de,81
des,le,71
bêtises,bêtise,22
!,!,p
mais,mais,82
enfin,enfin,60
je,je,51
vous,vous,51
prenais,prendre,18
pour,pour,81
un,un,71
nommé,nommé,31
Jean,Jean,20
Valjean,Valjean,20
/.,/.,P
-,-,p
un,un,71
nommé,nommé,31
?,?,p
/…,/…,P
comment,comment,60
dites,dire,17
vous,vous,51
ce,ce,74
nom,nom,21
là,là,60
/?,/?,P
Jean,Jean,20
Valjean,Valjean,20
/.,/.,P
c',ce,52
est,être,17
un,un,71
forçat,forçat,21
que,que,83
j',je,51
avais,avoir,18
vu,voir,12
il,il,51
y,y,52
a,avoir,17
vingt,vingt,72
ans,an,21
quand,quand,83
j',je,51
étais,être,18
adjudant,adjudant,21
garde-chiourme,garde-chiourme,21
à,à,81
Toulon,Toulon,20
/.,/.,P
en,en,81
sortant,sortir,13
du,de,81
du,le,71
bagne,bagne,21
",",",",p
ce,ce,74
Jean,Jean,20
Valjean,Valjean,20
avait,avoir,18
",",",",p
à,à,81
ce,ce,52
qu',que,52
il,il,51
paraît,paraître,17
",",",",p
volé,voler,12
chez,chez,81
un,un,71
évêque,évêque,21
",",",",p
puis,puis,60
il,il,51
avait,avoir,18
commis,commettre,12
un,un,71
autre,autre,75
vol,vol,21
à,à,81
main,main,22
armée,armé,31
",",",",p
dans,dans,81
un,un,71
chemin,chemin,21
public,public,30
",",",",p
sur,sur,81
un,un,71
petit,petit,30
savoyard,savoyard,30
/.,/.,P
depuis,depuis,81
huit,huit,72
ans,an,21
il,il,51
s',se,51
était,être,18
dérobé,dérober,12
",",",",p
on,on,51
ne,ne,60
sait,savoir,17
comment,comment,60
",",",",p
et,et,82
on,on,51
le,le,52
cherchait,chercher,18
/.,/.,P
moi,moi,51
je,je,51
m',je,51
étais,être,18
figuré,figurer,12
/…,/…,P
enfin,enfin,60
",",",",p
j',je,51
ai,avoir,17
fait,faire,12
cette,ce,74
