11881
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Trente-quatrième extrait>,<>,<>
main,main,22
",",",",p
en,en,81
ajoutant,ajouter,13
:,:,p
“,“,p
tiens,tenir,17
!,!,p
porte,porter,17
lui,lui,51
ça,ça,52
et,et,82
dis,dire,17
lui,lui,51
que,que,83
je,je,51
ne,ne,60
lui,lui,51
en,en,52
veux,vouloir,17
pas,pas,60
non,non,60
plus,plus,60
/.,/.,P
“,“,p
madame,madame,22
Caroline,Caroline,20
",",",",p
bouleversée,bouleversé,31
de,de,81
cette,ce,74
tendresse,tendresse,22
si,si,60
pitoyable,pitoyable,30
de,de,81
son,son,73
frère,frère,21
",",",",p
dans,dans,81
la,le,71
honte,honte,22
affreuse,affreux,30
et,et,82
le,le,71
délicieux,délicieux,30
soulagement,soulagement,21
qu',que,52
elle,il,51
éprouvait,éprouver,18
à,à,81
la,le,71
fois,fois,22
",",",",p
ne,ne,60
résista,résister,19
pas,pas,60
davantage,davantage,60
/.,/.,P
du,de,81
du,le,71
reste,reste,21
",",",",p
depuis,depuis,81
le,le,71
matin,matin,21
",",",",p
la,le,71
sourde,sourd,30
nécessité,nécessité,22
de,de,81
voir,voir,14
Saccard,Saccard,20
s',se,51
imposait,imposer,18
à,à,81
elle,il,51
/.,/.,P
pouvait,pouvoir,18
elle,il,51
ne,ne,60
pas,pas,60
l',le,52
avertir,avertir,14
de,de,81
la,le,71
fuite,fuite,22
de,de,81
Victor,Victor,20
",",",",p
de,de,81
l',le,71
atroce,atroce,30
aventure,aventure,22
dont,dont,52
elle,il,51
était,être,18
encore,encore,60
toute,tout,60
tremblante,tremblant,30
/?,/?,P
dès,dès,81
le,le,71
premier,premier,72
jour,jour,21
",",",",p
il,il,51
l',le,52
avait,avoir,18
fait,faire,12
inscrire,inscrire,14
parmi,parmi,81
les,le,71
personnes,personne,22
qu',que,52
il,il,51
désirait,désirer,18
recevoir,recevoir,14
;,;,p
et,et,82
elle,il,51
n',ne,60
eut,avoir,19
qu',que,83
à,à,81
dire,dire,14
son,son,73
nom,nom,21
",",",",p
un,un,71
gardien,gardien,21
la,le,52
conduisit,conduire,19
tout,tout,60
de,de,81
suite,suite,22
à,à,81
la,le,71
cellule,cellule,22
du,de,81
du,le,71
prisonnier,prisonnier,21
/.,/.,P
lorsqu',lorsque,83
elle,il,51
entra,entrer,19
",",",",p
Saccard,Saccard,20
tournait,tourner,18
le,le,71
dos,dos,21
à,à,81
la,le,71
porte,porte,22
",",",",p
assis,assis,31
devant,devant,81
une,un,71
petite,petit,30
table,table,22
",",",",p
couvrant,couvrir,13
de,de,81
chiffres,chiffre,21
une,un,71
feuille,feuille,22
de,de,81
papier,papier,21
/.,/.,P
il,il,51
se,se,51
leva,lever,19
vivement,vivement,60
",",",",p
il,il,51
eut,avoir,19
un,un,71
cri,cri,21
de,de,81
joie,joie,22
/.,/.,P
“,“,p
vous,vous,51
!,!,p
/…,/…,P
oh,oh,93
!,!,p
que,que,52
vous,vous,51
êtes,être,17
bonne,bon,30
",",",",p
et,et,82
que,que,52
je,je,51
suis,être,17
heureux,heureux,30
/!,/!,P
il,il,51
lui,lui,51
avait,avoir,18
pris,prendre,12
une,un,71
main,main,22
entre,entre,81
les,le,71
deux,deux,72
siennes,sien,52
",",",",p
elle,il,51
souriait,sourire,18
d',de,81
un,un,71
air,air,21
embarrassé,embarrassé,31
",",",",p
très,très,60
émue,ému,31
",",",",p
ne,ne,60
trouvant,trouver,13
pas,pas,60
la,le,71
parole,parole,22
qu',que,52
il,il,51
aurait,avoir,16
fallu,falloir,12
dire,dire,14
/.,/.,P
puis,puis,60
",",",",p
de,de,81
sa,son,73
main,main,22
restée,resté,31
libre,libre,30
",",",",p
elle,il,51
posa,poser,19
son,son,73
petit,petit,30
bouquet,bouquet,21
de,de,81
deux,deux,72
sous,sou,21
parmi,parmi,81
les,le,71
feuilles,feuille,22
",",",",p
sabrées,sabré,31
de,de,81
chiffres,chiffre,21
",",",",p
qui,qui,52
encombraient,encombrer,18
la,le,71
table,table,22
/.,/.,P
“,“,p
vous,vous,51
êtes,être,17
un,un,71
ange,ange,21
!,!,p
murmura,murmurer,19
t,t,94
il,il,51
",",",",p
ravi,ravi,31
",",",",p
en,en,81
lui,lui,51
baisant,baiser,13
les,le,71
doigts,doigt,21
/.,/.,P
enfin,enfin,60
",",",",p
elle,il,51
parla,parler,19
/.,/.,P
“,“,p
c',ce,52
est,être,17
vrai,vrai,30
",",",",p
c',ce,52
était,être,18
fini,finir,12
",",",",p
je,je,51
vous,vous,51
avais,avoir,18
condamné,condamner,12
dans,dans,81
mon,mon,73
coeur,coeur,21
/.,/.,P
mais,mais,82
mon,mon,73
frère,frère,21
veut,vouloir,17
que,que,83
je,je,51
vienne,venir,17
/…,/…,P
-,-,p
non,non,60
",",",",p
non,non,60
",",",",p
ne,ne,60
dites,dire,17
pas,pas,60
cela,cela,52
/!,/!,P
dites,dire,17
que,que,83
vous,vous,51
êtes,être,17
trop,trop,60
intelligente,intelligent,30
",",",",p
que,que,83
vous,vous,51
êtes,être,17
trop,trop,60
bonne,bon,30
",",",",p
et,et,82
que,que,83
vous,vous,51
avez,avoir,17
compris,comprendre,12
",",",",p
et,et,82
que,que,83
vous,vous,51
me,je,51
pardonnez,pardonner,17
/…,/…,P
“,“,p
d',de,81
un,un,71
geste,geste,21
",",",",p
elle,il,51
l',le,52
interrompit,interrompre,19
/.,/.,P
“,“,p
je,je,51
vous,vous,51
en,en,52
conjure,conjurer,17
",",",",p
ne,ne,60
me,je,51
demandez,demander,17
pas,pas,60
tant,tant,60
/.,/.,P
je,je,51
ne,ne,60
sais,savoir,17
pas,pas,60
moi-même,moi-même,51
/…,/…,P
cela,cela,52
ne,ne,60
vous,vous,51
suffit,suffire,17
il,il,51
pas,pas,60
que,que,83
je,je,51
sois,être,17
venue,venir,12
?,?,p
/…,/…,P
et,et,82
puis,puis,60
",",",",p
j',je,51
ai,avoir,17
une,un,71
chose,chose,22
bien,bien,60
triste,triste,30
à,à,81
vous,vous,51
apprendre,apprendre,14
/.,/.,P
“,“,p
alors,alors,60
",",",",p
d',de,81
un,un,71
trait,trait,21
",",",",p
à,à,81
demi-voix,demi-voix,22
",",",",p
elle,il,51
lui,lui,51
conta,conter,19
le,le,71
sauvage,sauvage,30
réveil,réveil,21
de,de,81
Victor,Victor,20
",",",",p
son,son,73
attentat,attentat,21
sur,sur,81
mademoiselle,mademoiselle,22
de,de,81
Beauvilliers,Beauvilliers,20
",",",",p
sa,son,73
fuite,fuite,22
extraordinaire,extraordinaire,30
",",",",p
inexplicable,inexplicable,30
",",",",p
l',le,71
inutilité,inutilité,22
jusque-là,jusque-là,81
de,de,81
toutes,tout,75
les,le,71
recherches,recherche,22
",",",",p
le,le,71
peu,peu,60
d',de,81
espoir,espoir,21
qu',que,52
on,on,51
avait,avoir,18
de,de,81
le,le,52
rejoindre,rejoindre,14
/.,/.,P
il,il,51
l',le,52
écoutait,écouter,18
",",",",p
saisi,saisi,31
",",",",p
sans,sans,81
une,un,71
question,question,22
",",",",p
sans,sans,81
un,un,71
geste,geste,21
;,;,p
et,et,82
",",",",p
quand,quand,83
elle,il,51
se,se,51
tut,taire,19
",",",",p
deux,deux,72
grosses,gros,30
larmes,larme,22
gonflèrent,gonfler,19
ses,son,73
yeux,oeil,21
",",",",p
ruisselèrent,ruisseler,19
sur,sur,81
ses,son,73
joues,joue,22
",",",",p
pendant,pendant,81
qu',que,83
il,il,51
bégayait,bégayer,18
:,:,p
“,“,p
le,le,71
malheureux,malheureux,21
…,…,p
le,le,71
malheureux,malheureux,21
/…,/…,P
“,“,p
jamais,jamais,60
elle,il,51
ne,ne,60
l',le,52
avait,avoir,18
vu,voir,12
pleurer,pleurer,14
/.,/.,P
elle,il,51
en,en,52
resta,rester,19
profondément,profondément,60
émue,ému,31
et,et,82
stupéfaite,stupéfait,30
",",",",p
tellement,tellement,60
ces,ce,74
larmes,larme,22
de,de,81
Saccard,Saccard,20
étaient,être,18
singulières,singulier,30
",",",",p
grises,gris,30
et,et,82
lourdes,lourd,30
",",",",p
venues,venu,31
de,de,81
loin,loin,60
",",",",p
d',de,81
un,un,71
coeur,coeur,21
durci,durci,31
",",",",p
encrassé,encrassé,31
par,par,81
des,de,81
des,le,71
années,année,22
de,de,81
brigandage,brigandage,21
/.,/.,P
tout,tout,60
de,de,81
suite,suite,22
",",",",p
d',de,81
ailleurs,ailleurs,60
",",",",p
il,il,51
se,se,51
désespéra,désespérer,19
bruyamment,bruyamment,60
/.,/.,P
“,“,p
mais,mais,82
c',ce,52
est,être,17
épouvantable,épouvantable,30
",",",",p
je,je,51
ne,ne,60
l',le,52
ai,avoir,17
seulement,seulement,60
pas,pas,60
embrassé,embrasser,12
",",",",p
moi,moi,51
",",",",p
ce,ce,74
gamin,gamin,21
/…,/…,P
car,car,82
vous,vous,51
savez,savoir,17
que,que,83
je,je,51
ne,ne,60
l',le,52
ai,avoir,17
pas,pas,60
vu,voir,12
/.,/.,P
mon,mon,73
dieu,dieu,21
!,!,p
oui,oui,60
",",",",p
je,je,51
m',je,51
étais,être,18
bien,bien,60
juré,jurer,12
d',de,81
aller,aller,14
le,le,52
voir,voir,14
",",",",p
et,et,82
je,je,51
n',ne,60
ai,avoir,17
pas,pas,60
eu,avoir,12
le,le,71
temps,temps,21
",",",",p
pas,pas,60
une,un,71
heure,heure,22
libre,libre,30
",",",",p
avec,avec,81
ces,ce,74
sacrées,sacré,31
affaires,affaire,22
qui,qui,52
me,je,51
mangent,manger,17
/…,/…,P
ah,ah,93
!,!,p
c',ce,52
est,être,17
bien,bien,60
toujours,toujours,60
comme,comme,83
ça,ça,52
lorsqu',lorsque,83
on,on,51
ne,ne,60
fait,faire,17
pas,pas,60
une,un,71
chose,chose,22
tout,tout,60
de,de,81
suite,suite,22
",",",",p
on,on,51
est,être,17
certain,certain,30
de,de,81
ne,ne,60
jamais,jamais,60
la,le,52
faire,faire,14
/…,/…,P
et,et,82
",",",",p
alors,alors,60
",",",",p
maintenant,maintenant,60
",",",",p
vous,vous,51
êtes,être,17
sûre,sûr,30
que,que,83
je,je,51
ne,ne,60
puis,pouvoir,17
pas,pas,60
le,le,52
voir,voir,14
/?,/?,P
on,on,51
me,je,51
l',le,52
amènerait,amener,16
ici,ici,60
/.,/.,P
“,“,p
elle,il,51
hocha,hocher,19
la,le,71
tête,tête,22
/.,/.,P
“,“,p
qui,qui,52
sait,savoir,17
où,où,60
il,il,51
est,être,17
",",",",p
à,à,81
cette,ce,74
heure,heure,22
",",",",p
dans,dans,81
l',le,71
inconnu,inconnu,21
de,de,81
ce,ce,74
terrible,terrible,30
Paris,Paris,20
/!,/!,P
un,un,71
instant,instant,21
encore,encore,60
",",",",p
il,il,51
se,se,51
promena,promener,19
violemment,violemment,60
",",",",p
en,en,81
lâchant,lâcher,13
des,de,81
des,le,71
lambeaux,lambeau,21
de,de,81
phrase,phrase,22
/.,/.,P
“,“,p
on,on,51
me,je,51
retrouve,retrouver,17
cet,ce,74
enfant,enfant,21
",",",",p
et,et,82
",",",",p
voilà,voilà,81
!,!,p
je,je,51
le,le,52
perds,perdre,17
/…,/…,P
jamais,jamais,60
je,je,51
ne,ne,60
le,le,52
verrai,voir,15
/…,/…,P
tenez,tenir,17
!,!,p
c',ce,52
est,être,17
que,que,83
je,je,51
n',ne,60
ai,avoir,17
pas,pas,60
de,de,81
chance,chance,22
",",",",p
non,non,60
!,!,p
pas,pas,60
de,de,81
chance,chance,22
du,de,81
du,le,71
tout,tout,21
!,!,p
/…,/…,P
oh,oh,93
!,!,p
mon,mon,73
dieu,dieu,21
!,!,p
l',le,71
histoire,histoire,22
est,être,17
la,le,71
même,même,52
que,que,83
pour,pour,81
l',le,71
Universelle,Universelle,20
/.,/.,P
“,“,p
il,il,51
venait,venir,18
de,de,81
se,se,51
rasseoir,rasseoir,14
devant,devant,81
la,le,71
table,table,22
",",",",p
et,et,82
madame,madame,22
Caroline,Caroline,20
prit,prendre,19
une,un,71
chaise,chaise,22
",",",",p
en,en,81
face,face,22
de,de,81
lui,lui,51
/.,/.,P
déjà,déjà,60
",",",",p
les,le,71
mains,main,22
errantes,errant,30
parmi,parmi,81
les,le,71
papiers,papier,21
",",",",p
tout,tout,75
le,le,71
dossier,dossier,21
volumineux,volumineux,30
qu',que,52
il,il,51
préparait,préparer,18
depuis,depuis,81
des,de,81
des,le,71
mois,mois,21
",",",",p
il,il,51
entamait,entamer,18
l',le,71
histoire,histoire,22
du,de,81
du,le,71
procès,procès,21
et,et,82
l',le,71
exposé,exposé,21
de,de,81
ses,son,73
moyens,moyen,21
de,de,81
défense,défense,22
",",",",p
comme,comme,83
s',si,83
il,il,51
eut,avoir,19
éprouvé,éprouver,12
le,le,71
besoin,besoin,21
de,de,81
s',se,51
innocenter,innocenter,14
auprès,auprès,60
d',de,81
elle,il,51
/.,/.,P
l',le,71
accusation,accusation,22
lui,lui,51
reprochait,reprocher,18
:,:,p
le,le,71
capital,capital,21
sans,sans,81
cesse,cesse,22
augmenté,augmenté,31
pour,pour,81
enfiévrer,enfiévrer,14
les,le,71
cours,cours,21
et,et,82
pour,pour,81
faire,faire,14
croire,croire,14
que,que,83
la,le,71
société,société,22
possédait,posséder,18
l',le,71
intégralité,intégralité,22
de,de,81
ses,son,73
fonds,fonds,21
;,;,p
la,le,71
simulation,simulation,22
de,de,81
souscriptions,souscription,22
et,et,82
de,de,81
versements,versement,21
non,non,60
effectués,effectué,31
",",",",p
grâce,grâce,22
aux,à,81
aux,le,71
comptes,compte,21
ouverts,ouvert,31
à,à,81
Sabatani,Sabatani,20
et,et,82
aux,à,81
aux,le,71
autres,autre,75
hommes,homme,21
de,de,81
paille,paille,22
",",",",p
lesquels,lequel,52
payaient,payer,18
seulement,seulement,60
par,par,81
des,de,81
des,le,71
jeux,jeu,21
d',de,81
écriture,écriture,22
;,;,p
la,le,71
distribution,distribution,22
de,de,81
dividendes,dividende,21
fictifs,fictif,30
",",",",p
sous,sous,81
forme,forme,22
de,de,81
libération,libération,22
des,de,81
des,le,71
anciens,ancien,30
titres,titre,21
;,;,p
enfin,enfin,60
",",",",p
l',le,71
achat,achat,21
par,par,81
la,le,71
société,société,22
de,de,81
ses,son,73
propres,propre,30
actions,action,22
",",",",p
toute,tout,75
une,un,71
spéculation,spéculation,22
effrénée,effréné,30
qui,qui,52
avait,avoir,18
produit,produire,12
la,le,71
hausse,hausse,22
extraordinaire,extraordinaire,30
et,et,82
factice,factice,30
",",",",p
dont,dont,52
l',le,71
Universelle,Universelle,20
était,être,18
morte,mourir,12
",",",",p
épuisée,épuiser,12
d',de,81
or,or,21
/.,/.,P
à,à,81
cela,cela,52
",",",",p
il,il,51
répondait,répondre,18
par,par,81
de,de,81
explications,explication,22
abondantes,abondant,30
",",",",p
passionnées,passionné,31
il,il,51
avait,avoir,18
fait,faire,12
ce,ce,52
que,que,52
fait,faire,17
tout,tout,75
directeur,directeur,21
de,de,81
banque,banque,22
",",",",p
seulement,seulement,60
il,il,51
l',le,52
avait,avoir,18
fait,faire,12
en,en,81
grand,grand,30
",",",",p
avec,avec,81
une,un,71
carrure,carrure,22
d',de,81
homme,homme,21
fort,fort,30
/.,/.,P
pas,pas,60
un,un,52
des,de,81
des,le,71
chefs,chef,21
des,de,81
des,le,71
plus,plus,60
solides,solide,30
maisons,maison,22
de,de,81
Paris,Paris,20
qui,qui,52
n',ne,60
aurait,avoir,16
dû,devoir,12
partager,partager,14
sa,son,73
cellule,cellule,22
",",",",p
si,si,83
l',l',94
on,on,51
s',se,51
était,être,18
piqué,piquer,12
d',de,81
un,un,71
peu,peu,60
de,de,81
logique,logique,22
/.,/.,P
on,on,51
le,le,52
prenait,prendre,18
pour,pour,81
le,le,71
bouc,bouc,21
émissaire,émissaire,21
des,de,81
des,le,71
illégalités,illégalité,22
de,de,81
tous,tout,52
/.,/.,P
d',de,81
autre,autre,75
part,part,22
",",",",p
quelle,quel,75
étrange,étrange,30
façon,façon,22
d',de,81
apprécier,apprécier,14
les,le,71
responsabilités,responsabilité,22
/!,/!,P
pourquoi,pourquoi,60
ne,ne,60
poursuivait,poursuivre,18
on,on,51
pas,pas,60
aussi,aussi,60
les,le,71
administrateurs,administrateur,21
",",",",p
les,le,71
Daigremont,Daigremont,20
",",",",p
les,le,71
Huret,Huret,20
",",",",p
les,le,71
Bohain,Bohain,20
",",",",p
qui,qui,52
",",",",p
outre,outre,81
leurs,leur,73
cinquante,cinquante,72
mille,mille,72
francs,franc,21
de,de,81
jetons,jeton,21
de,de,81
présence,présence,22
",",",",p
touchaient,toucher,18
le,le,71
dix,dix,72
pour,pour,81
cent,cent,72
sur,sur,81
les,le,71
bénéfices,bénéfice,21
",",",",p
et,et,82
qui,qui,52
avaient,avoir,18
trempé,tremper,12
dans,dans,81
tous,tout,75
les,le,71
tripotages,tripotage,21
/?,/?,P
pourquoi,pourquoi,60
encore,encore,60
l',le,71
impunité,impunité,22
complète,complet,30
dont,dont,52
jouissaient,jouir,18
les,le,71
commissaires,commissaire,21
censeurs,censeur,21
",",",",p
Lavignière,Lavignière,20
entre,entre,81
autres,autre,52
",",",",p
qui,qui,52
en,en,52
étaient,être,18
quittes,quitte,30
pour,pour,81
alléguer,alléguer,14
leur,leur,73
incapacité,incapacité,22
et,et,82
leur,leur,73
bonne,bon,30
foi,foi,22
/?,/?,P
évidemment,évidemment,60
",",",",p
ce,ce,74
procès,procès,21
allait,aller,18
être,être,14
la,le,71
plus,plus,60
monstrueuse,monstrueux,30
des,de,81
des,le,71
iniquités,iniquité,22
",",",",p
car,car,82
on,on,51
avait,avoir,18
dû,devoir,12
écarter,écarter,14
la,le,71
plainte,plainte,22
en,en,81
escroquerie,escroquerie,22
de,de,81
Busch,Busch,20
",",",",p
comme,comme,83
alléguant,alléguer,13
des,de,81
des,le,71
faits,fait,21
non,non,60
prouvés,prouvé,31
",",",",p
et,et,82
le,le,71
rapport,rapport,21
remis,remis,31
par,par,81
l',le,71
expert,expert,21
",",",",p
après,après,81
un,un,71
premier,premier,72
examen,examen,21
des,de,81
des,le,71
livres,livre,21
",",",",p
venait,venir,18
d',de,81
être,être,14
reconnu,reconnaître,12
plein,plein,81
d',de,81
erreurs,erreur,22
/.,/.,P
alors,alors,60
",",",",p
pourquoi,pourquoi,60
la,le,71
faillite,faillite,22
",",",",p
déclarée,déclaré,31
d',de,81
office,office,21
à,à,81
la,le,71
suite,suite,22
de,de,81
ces,ce,74
deux,deux,72
pièces,pièce,22
",",",",p
lorsque,lorsque,83
pas,pas,60
un,un,71
sou,sou,21
des,de,81
des,le,71
dépôts,dépôt,21
n',ne,60
avait,avoir,18
été,être,12
détourné,détourner,12
et,et,82
que,que,83
tous,tout,75
les,le,71
clients,client,21
devaient,devoir,18
rentrer,rentrer,14
dans,dans,81
leurs,leur,73
fonds,fonds,21
/?,/?,P
était,être,18
ce,ce,52
donc,donc,82
qu',que,83
on,on,51
voulait,vouloir,18
uniquement,uniquement,60
ruiner,ruiner,14
les,le,71
actionnaires,actionnaire,21
/?,/?,P
dans,dans,81
ce,ce,74
cas,cas,21
",",",",p
on,on,51
avait,avoir,18
réussi,réussir,12
",",",",p
le,le,71
désastre,désastre,21
s',se,51
aggravait,aggraver,18
",",",",p
s',se,51
élargissait,élargir,18
sans,sans,81
limite,limite,22
/.,/.,P
et,et,82
ce,ce,52
n',ne,60
était,être,18
pas,pas,60
lui,lui,51
qu',que,83
il,il,51
en,en,52
accusait,accuser,18
",",",",p
c',ce,52
était,être,18
la,le,71
magistrature,magistrature,22
",",",",p
le,le,71
gouvernement,gouvernement,21
",",",",p
tous,tout,75
ceux,celui,52
qui,qui,52
avaient,avoir,18
comploté,comploter,12
de,de,81
le,le,52
supprimer,supprimer,14
",",",",p
pour,pour,81
tuer,tuer,14
l',le,71
Universelle,Universelle,20
/.,/.,P
“,“,p
ah,ah,93
!,!,p
les,le,71
gredins,gredin,21
",",",",p
s',si,83
ils,ils,51
m',je,51
avaient,avoir,18
laissé,laisser,12
libre,libre,30
",",",",p
vous,vous,51
auriez,avoir,16
vu,voir,12
",",",",p
vous,vous,51
auriez,avoir,16
vu,voir,12
/!,/!,P
madame,madame,22
Caroline,Caroline,20
le,le,52
regardait,regarder,18
",",",",p
saisie,saisi,31
de,de,81
son,son,73
inconscience,inconscience,22
",",",",p
qui,qui,52
en,en,52
arrivait,arriver,18
à,à,81
une,un,71
véritable,véritable,30
grandeur,grandeur,22
/.,/.,P
elle,il,51
se,se,51
rappelait,rappeler,18
ses,son,73
théories,théorie,22
d',de,81
autrefois,autrefois,60
",",",",p
la,le,71
nécessité,nécessité,22
du,de,81
du,le,71
jeu,jeu,21
dans,dans,81
les,le,71
grandes,grand,30
entreprises,entreprise,22
",",",",p
où,où,60
toute,tout,75
rémunération,rémunération,22
juste,juste,30
est,être,17
impossible,impossible,30
",",",",p
la,le,71
spéculation,spéculation,22
regardée,regardé,31
comme,comme,83
l',le,71
excès,excès,21
humain,humain,30
",",",",p
l',le,71
engrais,engrais,21
nécessaire,nécessaire,30
",",",",p
le,le,71
fumier,fumier,21
sur,sur,81
lequel,lequel,52
pousse,pousser,17
le,le,71
progrès,progrès,21
/.,/.,P
n',ne,60
était,être,18
ce,ce,52
donc,donc,82
pas,pas,60
lui,lui,51
qui,qui,52
",",",",p
de,de,81
ses,son,73
mains,main,22
sans,sans,81
scrupules,scrupule,21
",",",",p
avait,avoir,18
chauffé,chauffer,12
l',le,71
énorme,énorme,30
machine,machine,22
follement,follement,60
",",",",p
jusqu',jusque,81
à,à,81
la,le,52
faire,faire,14
sauter,sauter,14
en,en,81
morceaux,morceau,21
et,et,82
à,à,81
blesser,blesser,14
tous,tout,75
ceux,celui,52
qu',que,52
elle,il,51
emportait,emporter,18
avec,avec,81
elle,il,51
/?,/?,P
ce,ce,74
cours,cours,21
de,de,81
trois,trois,72
mille,mille,72
francs,franc,21
",",",",p
d',de,81
une,un,71
exagération,exagération,22
insensée,insensé,30
",",",",p
imbécile,imbécile,30
",",",",p
n',ne,60
était,être,18
ce,ce,52
pas,pas,60
lui,lui,51
qui,qui,52
l',le,52
avait,avoir,18
voulu,vouloir,12
/?,/?,P
une,un,71
société,société,22
au,à,81
au,le,71
capital,capital,21
de,de,81
cent,cent,72
cinquante,cinquante,72
millions,million,21
",",",",p
et,et,82
dont,dont,52
les,le,71
trois,trois,72
cent,cent,72
mille,mille,72
titres,titre,21
",",",",p
cotés,coté,31
trois,trois,72
mille,mille,72
francs,franc,21
",",",",p
représentent,représenter,17
neuf,neuf,72
cents,cent,72
millions,million,21
cela,cela,52
pouvait,pouvoir,18
il,il,51
se,se,51
justifier,justifier,14
;,;,p
n',ne,60
y,y,52
avait,avoir,18
il,il,51
pas,pas,60
un,un,71
danger,danger,21
effroyable,effroyable,30
dans,dans,81
la,le,71
distribution,distribution,22
du,de,81
du,le,71
colossal,colossal,30
dividende,dividende,21
qu',que,52
une,un,71
pareille,pareil,30
somme,somme,22
engagée,engagé,31
exigeait,exiger,18
",",",",p
au,à,81
au,le,71
simple,simple,30
taux,taux,21
de,de,81
cinq,cinq,72
pour,pour,81
cent,cent,72
/?,/?,P
mais,mais,82
il,il,51
s',se,51
était,être,18
levé,lever,12
",",",",p
il,il,51
allait,aller,18
et,et,82
venait,venir,18
",",",",p
dans,dans,81
l',le,71
étroite,étroit,30
pièce,pièce,22
",",",",p
d',de,81
un,un,71
pas,pas,21
saccadé,saccadé,31
de,de,81
grand,grand,30
conquérant,conquérant,21
mis,mis,31
en,en,81
cage,cage,22
/.,/.,P
“,“,p
ah,ah,93
!,!,p
les,le,71
gredins,gredin,21
",",",",p
ils,ils,51
ont,avoir,17
bien,bien,60
su,savoir,12
ce,ce,52
qu',que,52
ils,ils,51
faisaient,faire,18
en,en,81
",",",",p
m',je,51
enchaînant,enchaîner,13
ici,ici,60
/…,/…,P
j',je,51
allais,aller,18
triompher,triompher,14
",",",",p
les,le,52
écraser,écraser,14
tous,tout,52
/…,/…,P
-,-,p
comment,comment,60
",",",",p
triompher,triompher,14
?,?,p
mais,mais,82
vous,vous,51
n',ne,60
aviez,avoir,18
plus,plus,60
un,un,71
sou,sou,21
",",",",p
vous,vous,51
étiez,être,18
vaincu,vaincre,12
/!,/!,P
évidemment,évidemment,60
",",",",p
reprit,reprendre,19
il,il,51
avec,avec,81
amertume,amertume,22
",",",",p
j',je,51
étais,être,18
vaincu,vaincre,12
",",",",p
je,je,51
suis,être,17
une,un,71
canaille,canaille,22
/…,/…,P
l',le,71
honnêteté,honnêteté,22
",",",",p
la,le,71
gloire,gloire,22
",",",",p
ce,ce,52
n',ne,60
est,être,17
que,que,83
le,le,71
succès,succès,21
/.,/.,P
il,il,51
ne,ne,60
faut,falloir,17
pas,pas,60
se,se,51
laisser,laisser,14
battre,battre,14
",",",",p
autrement,autrement,60
l',l',94
on,on,51
n',ne,60
est,être,17
plus,plus,60
le,le,71
lendemain,lendemain,21
qu',que,83
un,un,71
imbécile,imbécile,21
et,et,82
un,un,71
filou,filou,21
/…,/…,P
oh,oh,93
!,!,p
je,je,51
devine,deviner,17
bien,bien,60
ce,ce,52
qu',que,52
on,on,51
peut,pouvoir,17
dire,dire,14
",",",",p
vous,vous,51
n',ne,60
avez,avoir,17
pas,pas,60
besoin,besoin,21
de,de,81
me,je,51
le,le,52
répéter,répéter,14
/.,/.,P
n',ne,60
est,être,17
ce,ce,52
pas,pas,60
?,?,p
on,on,51
me,je,51
traite,traiter,17
couramment,couramment,60
de,de,81
voleur,voleur,21
",",",",p
on,on,51
m',je,51
accuse,accuser,17
d',de,81
avoir,avoir,14
mis,mettre,12
tous,tout,75
ces,ce,74
millions,million,21
dans,dans,81
mes,mon,73
poches,poche,22
",",",",p
on,on,51
m',je,51
égorgerait,égorger,16
;,;,p
si,si,83
l',l',94
on,on,51
me,je,51
tenait,tenir,18
;,;,p
et,et,82
",",",",p
ce,ce,52
qui,qui,52
est,être,17
pis,pis,30
on,on,51
hausse,hausser,17
les,le,71
épaules,épaule,22
de,de,81
pitié,pitié,22
",",",",p
un,un,71
simple,simple,30
fou,fou,21
",",",",p
une,un,71
pauvre,pauvre,30
intelligence,intelligence,22
/…,/…,P
mais,mais,82
",",",",p
si,si,83
j',je,51
avais,avoir,18
réussi,réussir,12
",",",",p
imaginez,imaginer,17
vous,vous,51
cela,cela,52
/?,/?,P
oui,oui,60
",",",",p
si,si,83
j',je,51
avais,avoir,18
abattu,abattre,12
Gundermann,Gundermann,20
",",",",p
conquis,conquérir,12
le,le,71
marché,marché,21
",",",",p
si,si,83
j',je,51
étais,être,18
à,à,81
cette,ce,74
heure,heure,22
le,le,71
roi,roi,21
indiscuté,indiscuté,30
de,de,81
l',le,71
or,or,21
",",",",p
hein,hein,93
?,?,p
quel,quel,75
triomphe,triomphe,21
/!,/!,P
je,je,51
serais,être,16
un,un,71
héros,héros,21
",",",",p
j',je,51
aurais,avoir,16
Paris,Paris,20
à,à,81
mes,mon,73
pieds,pied,21
/.,/.,P
“,“,p
nettement,nettement,60
",",",",p
elle,il,51
lui,lui,51
tint,tenir,19
tête,tête,22
/.,/.,P
“,“,p
vous,vous,51
n',ne,60
aviez,avoir,18
avec,avec,81
vous,vous,51
ni,ni,82
la,le,71
justice,justice,22
ni,ni,82
la,le,71
logique,logique,22
",",",",p
vous,vous,51
ne,ne,60
pouviez,pouvoir,18
pas,pas,60
réussir,réussir,14
/.,/.,P
“,“,p
il,il,51
s',se,51
était,être,18
arrêté,arrêter,12
devant,devant,81
elle,il,51
d',de,81
un,un,71
mouvement,mouvement,21
brusque,brusque,30
",",",",p
il,il,51
s',se,51
emportait,emporter,18
/.,/.,P
