11921
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Dixième extrait>,<>,<>
pour,pour,81
ne,ne,60
jamais,jamais,60
tenir,tenir,14
/.,/.,P
les,le,71
huîtres,huître,22
d',de,81
Ostende,Ostende,20
furent,être,19
apportées,apporter,12
",",",",p
mignonnes,mignon,30
et,et,82
grasses,gras,30
",",",",p
semblables,semblable,30
à,à,81
de,de,81
petites,petit,30
oreilles,oreille,22
enfermées,enfermé,31
en,en,81
des,de,81
des,le,71
coquilles,coquille,22
",",",",p
et,et,82
fondant,fondre,13
entre,entre,81
le,le,71
palais,palais,21
et,et,82
la,le,71
langue,langue,22
ainsi,ainsi,60
que,que,83
des,de,81
des,le,71
bonbons,bonbon,21
salés,salé,31
/.,/.,P
puis,puis,60
",",",",p
après,après,81
le,le,71
potage,potage,21
",",",",p
on,on,51
servit,servir,19
une,un,71
truite,truite,22
rose,rose,30
comme,comme,83
de,de,81
la,le,71
chair,chair,22
de,de,81
jeune,jeune,30
fille,fille,22
;,;,p
et,et,82
les,le,71
convives,convive,21
commencèrent,commencer,19
à,à,81
causer,causer,14
/.,/.,P
on,on,51
parla,parler,19
d'abord,d'abord,60
d',de,81
un,un,71
cancan,cancan,21
qui,qui,52
courait,courir,18
les,le,71
rues,rue,22
",",",",p
l',le,71
histoire,histoire,22
d',de,81
une,un,71
femme,femme,22
du,de,81
du,le,71
monde,monde,21
surprise,surpris,31
",",",",p
par,par,81
un,un,71
ami,ami,21
de,de,81
son,son,73
mari,mari,21
",",",",p
soupant,souper,13
avec,avec,81
un,un,71
prince,prince,21
étranger,étranger,30
en,en,81
cabinet,cabinet,21
particulier,particulier,30
/.,/.,P
Forestier,Forestier,20
riait,rire,18
beaucoup,beaucoup,60
de,de,81
l',le,71
aventure,aventure,22
;,;,p
les,le,71
deux,deux,72
femmes,femme,22
déclaraient,déclarer,18
que,que,83
le,le,71
bavard,bavard,21
indiscret,indiscret,30
n',ne,60
était,être,18
qu',que,83
un,un,71
goujat,goujat,21
et,et,82
qu',que,83
un,un,71
lâche,lâche,21
/.,/.,P
Duroy,Duroy,20
fut,être,19
de,de,81
leur,leur,73
avis,avis,21
et,et,82
proclama,proclamer,19
bien,bien,60
haut,haut,60
qu',que,83
un,un,71
homme,homme,21
a,avoir,17
le,le,71
devoir,devoir,21
d',de,81
apporter,apporter,14
en,en,81
ces,ce,74
sortes,sorte,22
d',de,81
affaires,affaire,22
",",",",p
qu',que,52
il,il,51
soit,être,17
acteur,acteur,21
",",",",p
confident,confident,21
ou,ou,82
simplement,simplement,60
témoin,témoin,21
",",",",p
un,un,71
silence,silence,21
de,de,81
tombeau,tombeau,21
/.,/.,P
il,il,51
ajouta,ajouter,19
:,:,p
-,-,p
comme,comme,83
la,le,71
vie,vie,22
serait,être,16
pleine,plein,30
de,de,81
choses,chose,22
charmantes,charmant,30
si,si,83
nous,nous,51
pouvions,pouvoir,18
compter,compter,14
sur,sur,81
la,le,71
discrétion,discrétion,22
absolue,absolu,30
les,le,71
uns,un,52
des,de,81
des,le,71
autres,autre,52
/.,/.,P
ce,ce,52
qui,qui,52
arrête,arrêter,17
souvent,souvent,60
",",",",p
bien,bien,60
souvent,souvent,60
",",",",p
presque,presque,60
toujours,toujours,60
les,le,71
femmes,femme,22
",",",",p
c',ce,52
est,être,17
la,le,71
peur,peur,22
du,de,81
du,le,71
secret,secret,21
dévoilé,dévoilé,31
/.,/.,P
puis,puis,60
il,il,51
ajouta,ajouter,19
",",",",p
souriant,sourire,13
:,:,p
-,-,p
voyons,voir,17
",",",",p
n',ne,60
est,être,17
ce,ce,52
pas,pas,60
vrai,vrai,30
/?,/?,P
combien,combien,60
y,y,52
en,en,52
a,avoir,17
t,t,94
il,il,51
qui,qui,52
s',se,51
abandonneraient,abandonner,16
à,à,81
un,un,71
rapide,rapide,30
désir,désir,21
",",",",p
au,à,81
au,le,71
caprice,caprice,21
brusque,brusque,30
et,et,82
violent,violent,30
d',de,81
une,un,71
heure,heure,22
",",",",p
à,à,81
une,un,71
fantaisie,fantaisie,22
d',de,81
amour,amour,21
",",",",p
si,si,83
elles,ils,51
ne,ne,60
craignaient,craindre,18
de,de,81
payer,payer,14
par,par,81
un,un,71
scandale,scandale,21
irrémédiable,irrémédiable,30
et,et,82
par,par,81
des,de,81
des,le,71
larmes,larme,22
douloureuses,douloureux,30
un,un,71
court,court,30
et,et,82
léger,léger,30
bonheur,bonheur,21
/!,/!,P
il,il,51
parlait,parler,18
avec,avec,81
une,un,71
conviction,conviction,22
contagieuse,contagieux,30
",",",",p
comme,comme,83
s',si,83
il,il,51
avait,avoir,18
plaidé,plaider,12
une,un,71
cause,cause,22
",",",",p
sa,son,73
cause,cause,22
",",",",p
comme,comme,83
s',si,83
il,il,51
eût,avoir,19
dit,dire,12
:,:,p
-,-,p
ce,ce,52
n',ne,60
est,être,17
pas,pas,60
avec,avec,81
moi,moi,51
qu',que,83
on,on,51
aurait,avoir,16
à,à,81
craindre,craindre,14
de,de,81
pareils,pareil,30
dangers,danger,21
/.,/.,P
essayez,essayer,17
pour,pour,81
voir,voir,14
/.,/.,P
elles,ils,51
le,le,52
contemplaient,contempler,18
toutes,tout,75
les,le,71
deux,deux,72
",",",",p
l',le,52
approuvant,approuver,13
du,de,81
du,le,71
regard,regard,21
",",",",p
trouvant,trouver,13
qu',que,83
il,il,51
parlait,parler,18
bien,bien,60
et,et,82
juste,juste,60
",",",",p
confessant,confesser,13
par,par,81
leur,leur,73
silence,silence,21
ami,ami,30
que,que,83
leur,leur,73
morale,morale,22
flexible,flexible,30
de,de,81
Parisiennes,Parisien,20
n',ne,60
aurait,avoir,16
pas,pas,60
tenu,tenir,12
longtemps,longtemps,60
devant,devant,81
la,le,71
certitude,certitude,22
du,de,81
du,le,71
secret,secret,21
/.,/.,P
et,et,82
Forestier,Forestier,20
",",",",p
presque,presque,60
couché,couché,31
sur,sur,81
le,le,71
canapé,canapé,21
",",",",p
une,un,71
jambe,jambe,22
repliée,replié,31
sous,sous,81
lui,lui,51
",",",",p
la,le,71
serviette,serviette,22
glissée,glissé,31
dans,dans,81
son,son,73
gilet,gilet,21
pour,pour,81
ne,ne,60
point,point,60
maculer,maculer,14
son,son,73
habit,habit,21
",",",",p
déclara,déclarer,19
tout,tout,60
à,à,81
coup,coup,21
",",",",p
avec,avec,81
un,un,71
rire,rire,21
convaincu,convaincu,31
de,de,81
sceptique,sceptique,21
:,:,p
-,-,p
sacristi,sacristi,93
oui,oui,60
",",",",p
on,on,51
s',se,51
en,en,52
payerait,payer,16
si,si,83
on,on,51
était,être,18
sûr,sûr,30
du,de,81
du,le,71
silence,silence,21
/.,/.,P
bigre,bigre,93
de,de,81
bigre,bigre,93
!,!,p
les,le,71
pauvres,pauvre,30
maris,mari,21
/!,/!,P
et,et,82
on,on,51
se,se,51
mit,mettre,19
à,à,81
parler,parler,14
d',de,81
amour,amour,21
/.,/.,P
sans,sans,81
l',le,52
admettre,admettre,14
éternel,éternel,30
",",",",p
Duroy,Duroy,20
le,le,52
comprenait,comprendre,18
durable,durable,30
",",",",p
créant,créer,13
un,un,71
lien,lien,21
",",",",p
une,un,71
amitié,amitié,22
tendre,tendre,30
",",",",p
une,un,71
confiance,confiance,22
/!,/!,P
l',le,71
union,union,22
des,de,81
des,le,71
sens,sens,21
n',ne,60
était,être,18
qu',que,83
un,un,71
sceau,sceau,21
à,à,81
l',le,71
union,union,22
des,de,81
des,le,71
coeurs,coeur,21
/.,/.,P
mais,mais,82
il,il,51
s',se,51
indignait,indigner,18
des,de,81
des,le,71
jalousies,jalousie,22
harcelantes,harcelant,30
",",",",p
des,de,81
des,le,71
drames,drame,21
",",",",p
des,de,81
des,le,71
scènes,scène,22
",",",",p
des,de,81
des,le,71
misères,misère,22
qui,qui,52
",",",",p
presque,presque,60
toujours,toujours,60
",",",",p
accompagnent,accompagner,17
les,le,71
ruptures,rupture,22
/.,/.,P
quand,quand,83
il,il,51
se,se,51
tut,taire,19
",",",",p
madame,madame,22
de,de,81
Marelle,Marelle,20
soupira,soupirer,19
:,:,p
-,-,p
oui,oui,60
",",",",p
c',ce,52
est,être,17
la,le,71
seule,seul,30
bonne,bon,30
chose,chose,22
de,de,81
la,le,71
vie,vie,22
",",",",p
et,et,82
nous,nous,51
la,le,52
gâtons,gâter,17
souvent,souvent,60
par,par,81
des,de,81
des,le,71
exigences,exigence,22
impossibles,impossible,30
/.,/.,P
madame,madame,22
Forestier,Forestier,20
",",",",p
qui,qui,52
jouait,jouer,18
avec,avec,81
un,un,71
couteau,couteau,21
",",",",p
ajouta,ajouter,19
:,:,p
-,-,p
oui,oui,60
…,…,p
oui,oui,60
…,…,p
c',ce,52
est,être,17
bon,bon,30
d',de,81
être,être,14
aimée,aimer,12
/…,/…,P
et,et,82
elle,il,51
semblait,sembler,18
pousser,pousser,14
plus,plus,60
loin,loin,60
son,son,73
rêve,rêve,21
",",",",p
songer,songer,14
à,à,81
des,de,81
des,le,71
choses,chose,22
qu',que,52
elle,il,51
n',ne,60
osait,oser,18
point,point,60
dire,dire,14
/.,/.,P
et,et,82
comme,comme,83
la,le,71
première,premier,72
entrée,entrée,22
n',ne,60
arrivait,arriver,18
pas,pas,60
",",",",p
ils,ils,51
buvaient,boire,18
de,de,81
temps,temps,21
en,en,81
temps,temps,21
une,un,71
gorgée,gorgée,22
de,de,81
champagne,champagne,21
en,en,81
grignotant,grignoter,13
des,de,81
des,le,71
croûtes,croûte,22
arrachées,arraché,31
sur,sur,81
le,le,71
dos,dos,21
des,de,81
des,le,71
petits,petit,30
pains,pain,21
à,à,81
ronds,rond,21
/.,/.,P
et,et,82
la,le,71
pensée,pensée,22
de,de,81
l',le,71
amour,amour,21
",",",",p
lente,lent,30
et,et,82
envahissante,envahissant,30
",",",",p
entrait,entrer,18
en,en,81
eux,ils,51
",",",",p
enivrait,enivrer,18
peu,peu,60
à,à,81
peu,peu,60
leur,leur,73
âme,âme,22
",",",",p
comme,comme,83
le,le,71
vin,vin,21
clair,clair,30
",",",",p
tombé,tombé,31
goutte,goutte,22
à,à,81
goutte,goutte,22
en,en,81
leur,leur,73
gorge,gorge,22
",",",",p
échauffait,échauffer,18
leur,leur,73
sang,sang,21
et,et,82
troublait,troubler,18
leur,leur,73
esprit,esprit,21
/.,/.,P
on,on,51
apporta,apporter,19
des,de,81
des,le,71
côtelettes,côtelette,22
d',de,81
agneau,agneau,21
",",",",p
tendres,tendre,30
",",",",p
légères,léger,30
",",",",p
couchées,couché,31
sur,sur,81
un,un,71
lit,lit,21
épais,épais,30
et,et,82
menu,menu,30
de,de,81
pointes,pointe,22
d',de,81
asperges,asperge,22
/.,/.,P
-,-,p
bigre,bigre,93
!,!,p
la,le,71
bonne,bon,30
chose,chose,22
!,!,p
s',se,51
écria,écrier,19
Forestier,Forestier,20
/.,/.,P
et,et,82
ils,ils,51
mangeaient,manger,18
avec,avec,81
lenteur,lenteur,22
",",",",p
savourant,savourer,13
la,le,71
viande,viande,22
fine,fin,30
et,et,82
le,le,71
légume,légume,21
onctueux,onctueux,30
comme,comme,83
une,un,71
crème,crème,22
/.,/.,P
Duroy,Duroy,20
reprit,reprendre,19
:,:,p
-,-,p
moi,moi,51
",",",",p
quand,quand,83
j',je,51
aime,aimer,17
une,un,71
femme,femme,22
",",",",p
tout,tout,52
disparaît,disparaître,17
du,de,81
du,le,71
monde,monde,21
autour,autour,60
d',de,81
elle,il,51
/.,/.,P
il,il,51
disait,dire,18
cela,cela,52
avec,avec,81
conviction,conviction,22
",",",",p
s',se,51
exaltant,exalter,13
à,à,81
la,le,71
pensée,pensée,22
de,de,81
cette,ce,74
jouissance,jouissance,22
d',de,81
amour,amour,21
",",",",p
dans,dans,81
le,le,71
bien-être,bien-être,21
de,de,81
la,le,71
jouissance,jouissance,22
de,de,81
table,table,22
qu',que,52
il,il,51
goûtait,goûter,18
/.,/.,P
madame,madame,22
Forestier,Forestier,20
murmura,murmurer,19
",",",",p
avec,avec,81
son,son,73
air,air,21
de,de,81
n',ne,60
y,y,52
point,point,60
toucher,toucher,14
:,:,p
-,-,p
il,il,51
n',ne,60
y,y,52
a,avoir,17
pas,pas,60
de,de,81
bonheur,bonheur,21
comparable,comparable,30
à,à,81
la,le,71
première,premier,72
pression,pression,22
des,de,81
des,le,71
mains,main,22
",",",",p
quand,quand,83
l',le,71
une,un,52
demande,demander,17
:,:,p
“,“,p
m',je,51
aimez,aimer,17
vous,vous,51
?,?,p
et,et,82
quand,quand,83
l',le,71
autre,autre,52
répond,répondre,17
:,:,p
“,“,p
oui,oui,60
",",",",p
je,je,51
t',tu,51
aime,aimer,17
/.,/.,P
“,“,p
madame,madame,22
de,de,81
Marelle,Marelle,20
",",",",p
qui,qui,52
venait,venir,18
de,de,81
vider,vider,14
d',de,81
un,un,71
trait,trait,21
une,un,71
nouvelle,nouveau,30
flûte,flûte,22
de,de,81
champagne,champagne,21
",",",",p
dit,dire,19
gaiement,gaiement,60
",",",",p
en,en,81
reposant,reposer,13
son,son,73
verre,verre,21
:,:,p
-,-,p
moi,moi,51
",",",",p
je,je,51
suis,être,17
moins,moins,60
platonique,platonique,30
/.,/.,P
et,et,82
chacun,chacun,52
",",",",p
se,se,51
mit,mettre,19
à,à,81
ricaner,ricaner,14
",",",",p
l',le,71
oeil,oeil,21
allumé,allumé,31
",",",",p
en,en,81
approuvant,approuver,13
cette,ce,74
parole,parole,22
/.,/.,P
Forestier,Forestier,20
s',se,51
étendit,étendre,19
sur,sur,81
le,le,71
canapé,canapé,21
",",",",p
ouvrit,ouvrir,19
les,le,71
bras,bras,21
",",",",p
les,le,52
appuya,appuyer,19
sur,sur,81
des,de,81
des,le,71
coussins,coussin,21
et,et,82
d',de,81
un,un,71
ton,ton,21
sérieux,sérieux,30
:,:,p
-,-,p
cette,ce,74
franchise,franchise,22
vous,vous,51
honore,honorer,17
et,et,82
prouve,prouver,17
que,que,83
vous,vous,51
êtes,être,17
une,un,71
femme,femme,22
pratique,pratique,30
/.,/.,P
mais,mais,82
peut,pouvoir,17
on,on,51
vous,vous,51
demander,demander,14
quelle,quel,52
est,être,17
l',le,71
opinion,opinion,22
de,de,81
monsieur,monsieur,21
de,de,81
Marelle,Marelle,20
/?,/?,P
elle,il,51
haussa,hausser,19
les,le,71
épaules,épaule,22
lentement,lentement,60
",",",",p
avec,avec,81
un,un,71
dédain,dédain,21
infini,infini,30
",",",",p
prolongé,prolongé,31
",",",",p
puis,puis,60
d',de,81
une,un,71
voix,voix,22
nette,net,30
:,:,p
-,-,p
monsieur,monsieur,21
de,de,81
Marelle,Marelle,20
n',ne,60
a,avoir,17
pas,pas,60
d',de,81
opinion,opinion,22
en,en,81
cette,ce,74
matière,matière,22
/.,/.,P
il,il,51
n',ne,60
a,avoir,17
que,que,83
des,de,81
des,le,71
…,…,p
que,que,83
des,de,81
des,le,71
abstentions,abstention,22
/.,/.,P
et,et,82
la,le,71
causerie,causerie,22
",",",",p
descendant,descendre,13
des,de,81
des,le,71
théories,théorie,22
élevées,élevé,31
sur,sur,81
la,le,71
tendresse,tendresse,22
",",",",p
entra,entrer,19
dans,dans,81
le,le,71
jardin,jardin,21
fleuri,fleuri,31
des,de,81
des,le,71
polissonneries,polissonnerie,22
distinguées,distingué,31
/.,/.,P
ce,ce,52
fut,être,19
le,le,71
moment,moment,21
des,de,81
des,le,71
sous-entendus,sous-entendu,21
adroits,adroit,30
",",",",p
des,de,81
des,le,71
voiles,voile,21
levés,levé,31
par,par,81
des,de,81
des,le,71
mots,mot,21
",",",",p
comme,comme,83
on,on,51
lève,lever,17
des,de,81
des,le,71
jupes,jupe,22
",",",",p
le,le,71
moment,moment,21
des,de,81
des,le,71
ruses,ruse,22
de,de,81
langage,langage,21
",",",",p
des,de,81
des,le,71
audaces,audace,22
habiles,habile,30
et,et,82
déguisées,déguisé,31
",",",",p
de,de,81
toutes,tout,75
les,le,71
hypocrisies,hypocrisie,22
impudiques,impudique,30
",",",",p
de,de,81
la,le,71
phrase,phrase,22
qui,qui,52
montre,montrer,17
des,de,81
des,le,71
images,image,22
dévêtues,dévêtu,31
avec,avec,81
des,de,81
des,le,71
expressions,expression,22
couvertes,couvert,31
",",",",p
qui,qui,52
fait,faire,17
passer,passer,14
dans,dans,81
l',le,71
oeil,oeil,21
et,et,82
dans,dans,81
l',le,71
esprit,esprit,21
la,le,71
vision,vision,22
rapide,rapide,30
de,de,81
tout,tout,52
ce,ce,52
qu',que,52
on,on,51
ne,ne,60
peut,pouvoir,17
pas,pas,60
dire,dire,14
",",",",p
et,et,82
permet,permettre,17
aux,à,81
aux,le,71
gens,gens,21
du,de,81
du,le,71
monde,monde,21
une,un,71
sorte,sorte,22
d',de,81
amour,amour,21
subtil,subtil,30
et,et,82
mystérieux,mystérieux,30
",",",",p
une,un,71
sorte,sorte,22
de,de,81
contact,contact,21
impur,impur,30
des,de,81
des,le,71
pensées,pensée,22
par,par,81
l',le,71
évocation,évocation,22
simultanée,simultané,30
",",",",p
troublante,troublant,30
et,et,82
sensuelle,sensuel,30
comme,comme,83
une,un,71
étreinte,étreinte,22
",",",",p
de,de,81
toutes,tout,75
les,le,71
choses,chose,22
secrètes,secret,30
",",",",p
honteuses,honteux,30
et,et,82
désirées,désiré,31
de,de,81
l',le,71
enlacement,enlacement,21
/.,/.,P
on,on,51
avait,avoir,18
apporté,apporter,12
le,le,71
rôti,rôti,21
",",",",p
des,de,81
des,le,71
perdreaux,perdreau,21
flanqués,flanqué,31
de,de,81
cailles,caille,22
",",",",p
puis,puis,60
des,de,81
des,le,71
petits,petit,30
pois,pois,21
",",",",p
puis,puis,60
une,un,71
terrine,terrine,22
de,de,81
foies,foie,21
gras,gras,30
accompagnée,accompagné,31
d',de,81
une,un,71
salade,salade,22
aux,à,81
aux,le,71
feuilles,feuille,22
dentelées,dentelé,30
",",",",p
emplissant,emplir,13
comme,comme,83
une,un,71
mousse,mousse,22
verte,vert,30
un,un,71
grand,grand,30
saladier,saladier,21
en,en,81
forme,forme,22
de,de,81
cuvette,cuvette,22
/.,/.,P
ils,ils,51
avaient,avoir,18
mangé,manger,12
de,de,81
tout,tout,75
cela,cela,52
sans,sans,81
y,y,52
goûter,goûter,14
",",",",p
sans,sans,81
s',se,51
en,en,52
douter,douter,14
",",",",p
uniquement,uniquement,60
préoccupés,préoccupé,31
de,de,81
ce,ce,52
qu',que,52
il,il,51
disaient,dire,18
",",",",p
plongés,plongé,31
dans,dans,81
un,un,71
bain,bain,21
d',de,81
amour,amour,21
/.,/.,P
les,le,71
deux,deux,72
femmes,femme,22
",",",",p
maintenant,maintenant,60
",",",",p
en,en,52
lançaient,lancer,18
de,de,81
roides,raide,30
",",",",p
madame,madame,22
de,de,81
Marelle,Marelle,20
avec,avec,81
une,un,71
audace,audace,22
naturelle,naturel,30
qui,qui,52
ressemblait,ressembler,18
à,à,81
une,un,71
provocation,provocation,22
",",",",p
madame,madame,22
Forestier,Forestier,20
avec,avec,81
une,un,71
réserve,réserve,22
charmante,charmant,30
",",",",p
une,un,71
pudeur,pudeur,22
dans,dans,81
le,le,71
ton,ton,21
",",",",p
dans,dans,81
la,le,71
voix,voix,22
",",",",p
dans,dans,81
le,le,71
sourire,sourire,21
",",",",p
dans,dans,81
toute,tout,75
l',le,71
allure,allure,22
",",",",p
qui,qui,52
soulignait,souligner,18
",",",",p
en,en,81
ayant,avoir,13
l',le,71
air,air,21
de,de,81
les,le,52
atténuer,atténuer,14
",",",",p
les,le,71
choses,chose,22
hardies,hardi,30
sorties,sorti,31
de,de,81
sa,son,73
bouche,bouche,22
/.,/.,P
Forestier,Forestier,20
",",",",p
tout,tout,60
à,à,81
fait,fait,21
vautré,vautré,31
sur,sur,81
les,le,71
coussins,coussin,21
",",",",p
riait,rire,18
",",",",p
buvait,boire,18
",",",",p
mangeait,manger,18
sans,sans,81
cesse,cesse,22
et,et,82
jetait,jeter,18
parfois,parfois,60
une,un,71
parole,parole,22
tellement,tellement,60
osée,osé,31
ou,ou,82
tellement,tellement,60
crue,cru,31
que,que,83
les,le,71
femmes,femme,22
",",",",p
un,un,71
peu,peu,60
choquées,choqué,31
par,par,81
la,le,71
forme,forme,22
et,et,82
pour,pour,81
la,le,71
forme,forme,22
",",",",p
prenaient,prendre,18
un,un,71
petit,petit,30
air,air,21
gêné,gêné,31
qui,qui,52
durait,durer,18
deux,deux,72
ou,ou,82
trois,trois,72
secondes,seconde,22
/.,/.,P
quand,quand,83
il,il,51
avait,avoir,18
lâché,lâcher,12
quelque,quelque,75
polissonnerie,polissonnerie,22
trop,trop,60
grosse,gros,30
",",",",p
il,il,51
ajoutait,ajouter,18
:,:,p
-,-,p
vous,vous,51
allez,aller,17
bien,bien,60
",",",",p
mes,mon,73
enfants,enfant,21
/.,/.,P
si,si,83
vous,vous,51
continuez,continuer,17
comme,comme,83
ça,ça,52
",",",",p
vous,vous,51
finirez,finir,15
par,par,81
faire,faire,14
des,de,81
des,le,71
bêtises,bêtise,22
/.,/.,P
le,le,71
dessert,dessert,21
vint,venir,19
",",",",p
puis,puis,60
le,le,71
café,café,21
;,;,p
et,et,82
les,le,71
liqueurs,liqueur,22
versèrent,verser,19
dans,dans,81
les,le,71
esprits,esprit,21
excités,excité,31
un,un,71
trouble,trouble,21
plus,plus,60
lourd,lourd,30
et,et,82
plus,plus,60
chaud,chaud,30
/.,/.,P
comme,comme,83
elle,il,51
l',le,52
avait,avoir,18
annoncé,annoncer,12
en,en,81
se,se,51
mettant,mettre,13
à,à,81
table,table,22
",",",",p
madame,madame,22
de,de,81
Marelle,Marelle,20
était,être,18
pocharde,pocharde,22
",",",",p
et,et,82
elle,il,51
le,le,52
reconnaissait,reconnaître,18
",",",",p
avec,avec,81
une,un,71
grâce,grâce,22
gaie,gai,30
et,et,82
bavarde,bavard,30
de,de,81
femme,femme,22
qui,qui,52
accentue,accentuer,17
",",",",p
pour,pour,81
amuser,amuser,14
ses,son,73
convives,convive,21
",",",",p
une,un,71
pointe,pointe,22
d',de,81
ivresse,ivresse,22
très,très,60
réelle,réel,30
/.,/.,P
madame,madame,22
Forestier,Forestier,20
se,se,51
taisait,taire,18
maintenant,maintenant,60
",",",",p
par,par,81
prudence,prudence,22
peut-être,peut-être,60
;,;,p
et,et,82
Duroy,Duroy,20
",",",",p
se,se,51
sentant,sentir,13
trop,trop,60
allumé,allumé,31
pour,pour,81
ne,ne,60
pas,pas,60
se,se,51
compromettre,compromettre,14
",",",",p
gardait,garder,18
une,un,71
réserve,réserve,22
habile,habile,30
/.,/.,P
on,on,51
alluma,allumer,19
des,de,81
des,le,71
cigarettes,cigarette,22
et,et,82
Forestier,Forestier,20
",",",",p
tout,tout,60
à,à,81
coup,coup,21
",",",",p
se,se,51
mit,mettre,19
à,à,81
tousser,tousser,14
/.,/.,P
ce,ce,52
fut,être,19
une,un,71
quinte,quinte,22
terrible,terrible,30
qui,qui,52
lui,lui,51
déchirait,déchirer,18
la,le,71
gorge,gorge,22
;,;,p
et,et,82
",",",",p
la,le,71
face,face,22
rouge,rouge,30
",",",",p
le,le,71
front,front,21
en,en,81
sueur,sueur,22
",",",",p
il,il,51
étouffait,étouffer,18
dans,dans,81
sa,son,73
serviette,serviette,22
/.,/.,P
lorsque,lorsque,83
la,le,71
crise,crise,22
fut,être,19
calmée,calmer,12
",",",",p
il,il,51
grogna,grogner,19
",",",",p
d',de,81
un,un,71
air,air,21
furieux,furieux,30
:,:,p
-,-,p
ça,ça,52
ne,ne,60
me,je,51
vaut,valoir,17
rien,rien,52
",",",",p
ces,ce,74
parties,partie,22
là,là,60
;,;,p
c',ce,52
est,être,17
stupide,stupide,30
/.,/.,P
toute,tout,75
sa,son,73
bonne,bon,30
humeur,humeur,22
avait,avoir,18
disparu,disparaître,12
dans,dans,81
la,le,71
terreur,terreur,22
du,de,81
du,le,71
mal,mal,21
qui,qui,52
hantait,hanter,18
sa,son,73
pensée,pensée,22
/.,/.,P
-,-,p
rentrons,rentrer,17
chez,chez,81
nous,nous,51
",",",",p
dit,dire,19
il,il,51
/.,/.,P
madame,madame,22
de,de,81
Marelle,Marelle,20
sonna,sonner,19
le,le,71
garçon,garçon,21
et,et,82
demanda,demander,19
l',le,71
addition,addition,22
/.,/.,P
on,on,51
la,le,52
lui,lui,51
apporta,apporter,19
presque,presque,60
aussitôt,aussitôt,60
/.,/.,P
elle,il,51
essaya,essayer,19
de,de,81
la,le,52
lire,lire,14
",",",",p
mais,mais,82
les,le,71
chiffres,chiffre,21
tournaient,tourner,18
devant,devant,81
ses,son,73
yeux,oeil,21
",",",",p
et,et,82
elle,il,51
passa,passer,19
le,le,71
papier,papier,21
à,à,81
Duroy,Duroy,20
:,:,p
-,-,p
tenez,tenir,17
",",",",p
payez,payer,17
pour,pour,81
moi,moi,51
",",",",p
je,je,51
n',ne,60
y,y,52
vois,voir,17
plus,plus,60
",",",",p
je,je,51
suis,être,17
trop,trop,60
grise,gris,30
/.,/.,P
et,et,82
elle,il,51
lui,lui,51
jeta,jeter,19
en,en,81
même,même,75
temps,temps,21
sa,son,73
bourse,bourse,22
dans,dans,81
les,le,71
mains,main,22
/.,/.,P
le,le,71
total,total,21
montait,monter,18
à,à,81
cent,cent,72
trente,trente,72
francs,franc,21
/.,/.,P
Duroy,Duroy,20
contrôla,contrôler,19
et,et,82
vérifia,vérifier,19
la,le,71
note,note,22
",",",",p
puis,puis,60
donna,donner,19
deux,deux,72
billets,billet,21
",",",",p
et,et,82
reprit,reprendre,19
la,le,71
monnaie,monnaie,22
",",",",p
en,en,81
demandant,demander,13
à mi-voix,à mi-voix,60
:,:,p
-,-,p
combien,combien,60
faut,falloir,17
il,il,51
laisser,laisser,14
aux,à,81
aux,le,71
garçons,garçon,21
/?,/?,P
ce,ce,52
que,que,52
vous,vous,51
voudrez,vouloir,15
",",",",p
je,je,51
ne,ne,60
sais,savoir,17
pas,pas,60
/.,/.,P
il,il,51
mit,mettre,19
cinq,cinq,72
francs,franc,21
sur,sur,81
l',le,71
assiette,assiette,22
",",",",p
puis,puis,60
rendit,rendre,19
la,le,71
bourse,bourse,22
à,à,81
la,le,71
jeune,jeune,30
femme,femme,22
",",",",p
en,en,81
lui,lui,51
disant,dire,13
:,:,p
-,-,p
voulez,vouloir,17
vous,vous,51
que,que,83
je,je,51
vous,vous,51
reconduise,reconduire,17
à,à,81
votre,votre,73
porte,porte,22
/?,/?,P
mais,mais,82
certainement,certainement,60
/.,/.,P
je,je,51
suis,être,17
incapable,incapable,30
de,de,81
retrouver,retrouver,14
mon,mon,73
adresse,adresse,22
/.,/.,P
on,on,51
serra,serrer,19
les,le,71
mains,main,22
des,de,81
des,le,71
Forestier,Forestier,20
;,;,p
et,et,82
Duroy,Duroy,20
se,se,51
trouva,trouver,19
seul,seul,30
avec,avec,81
madame,madame,22
de,de,81
Marelle,Marelle,20
dans,dans,81
un,un,71
fiacre,fiacre,21
qui,qui,52
roulait,rouler,18
/.,/.,P
il,il,51
la,le,52
sentait,sentir,18
contre,contre,81
lui,lui,51
",",",",p
si,si,60
près,près,81
",",",",p
enfermée,enfermé,31
avec,avec,81
lui,lui,51
dans,dans,81
cette,ce,74
boîte,boîte,22
noire,noir,30
",",",",p
qu',que,52
éclairaient,éclairer,18
brusquement,brusquement,60
",",",",p
pendant,pendant,81
un,un,71
instant,instant,21
",",",",p
les,le,71
becs,bec,21
de,de,81
gaz,gaz,21
des,de,81
des,le,71
trottoirs,trottoir,21
/.,/.,P
il,il,51
sentait,sentir,18
",",",",p
à,à,81
travers,travers,21
sa,son,73
manche,manche,22
",",",",p
la,le,71
chaleur,chaleur,22
de,de,81
son,son,73
épaule,épaule,22
",",",",p
et,et,82
il,il,51
ne,ne,60
