12080
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Soixante-treizième extrait>,<>,<>
yeux,oeil,21
avec,avec,81
ce,ce,74
long,long,30
regard,regard,21
d',de,81
amour,amour,21
dont,dont,52
la,le,71
femme,femme,22
accompagne,accompagner,17
l',le,71
homme,homme,21
qu',que,52
elle,il,51
se,se,51
sent,sentir,17
aimer,aimer,14
;,;,p
mais,mais,82
lorsqu',lorsque,83
il,il,51
eut,avoir,19
disparu,disparaître,12
à,à,81
l',le,71
angle,angle,21
de,de,81
la,le,71
rue,rue,22
",",",",p
elle,il,51
tomba,tomber,19
à,à,81
genoux,genou,21
",",",",p
et,et,82
joignant,joindre,13
les,le,71
mains,main,22
:,:,p
“,“,p
o,oh,93
mon,mon,73
dieu,dieu,21
!,!,p
s',se,51
écria,écrier,19
t,t,94
elle,il,51
",",",",p
protégez,protéger,17
la,le,71
reine,reine,22
",",",",p
protégez,protéger,17
moi,moi,51
/!,/!,P
<Chapitre 19>,<>,<>
plan,plan,21
de,de,81
campagne,campagne,22
/.,/.,P
d',de,81
Artagnan,Artagnan,20
se,se,51
rendit,rendre,19
droit,droit,60
chez,chez,81
monsieur,monsieur,21
de,de,81
Tréville,Tréville,20
/.,/.,P
il,il,51
avait,avoir,18
réfléchi,réfléchir,12
que,que,83
",",",",p
dans,dans,81
quelques,quelque,75
minutes,minute,22
",",",",p
le,le,71
cardinal,cardinal,21
serait,être,16
averti,avertir,12
par,par,81
ce,ce,74
damné,damné,31
inconnu,inconnu,21
",",",",p
qui,qui,52
paraissait,paraître,18
être,être,14
son,son,73
agent,agent,21
",",",",p
et,et,82
il,il,51
pensait,penser,18
avec,avec,81
raison,raison,22
qu',que,83
il,il,51
n',ne,60
y,y,52
avait,avoir,18
pas,pas,60
un,un,71
instant,instant,21
à,à,81
perdre,perdre,14
/.,/.,P
le,le,71
coeur,coeur,21
du,de,81
du,le,71
jeune,jeune,30
homme,homme,21
débordait,déborder,18
de,de,81
joie,joie,22
/.,/.,P
une,un,71
occasion,occasion,22
où,où,60
il,il,51
y,y,52
avait,avoir,18
à,à,81
la,le,71
fois,fois,22
gloire,gloire,22
à,à,81
acquérir,acquérir,14
et,et,82
argent,argent,21
à,à,81
gagner,gagner,14
se,se,51
présentait,présenter,18
à,à,81
lui,lui,51
",",",",p
et,et,82
",",",",p
comme,comme,83
premier,premier,72
encouragement,encouragement,21
",",",",p
venait,venir,18
de,de,81
le,le,52
rapprocher,rapprocher,14
d',de,81
une,un,71
femme,femme,22
qu',que,52
il,il,51
adorait,adorer,18
/.,/.,P
ce,ce,74
hasard,hasard,21
faisait,faire,18
donc,donc,82
presque,presque,60
du,de,81
du,le,71
premier,premier,72
coup,coup,21
",",",",p
pour,pour,81
lui,lui,51
",",",",p
plus,plus,60
qu',que,83
il,il,51
n',ne,60
eût,avoir,19
osé,oser,12
demander,demander,14
à,à,81
la,le,71
providence,providence,22
/.,/.,P
monsieur,monsieur,21
de,de,81
Tréville,Tréville,20
était,être,18
dans,dans,81
son,son,73
salon,salon,21
avec,avec,81
sa,son,73
cour,cour,22
habituelle,habituel,30
de,de,81
gentilshommes,gentilhomme,21
/.,/.,P
d',de,81
Artagnan,Artagnan,20
",",",",p
que,que,52
l',l',94
on,on,51
connaissait,connaître,18
comme,comme,83
un,un,71
familier,familier,21
de,de,81
la,le,71
maison,maison,22
",",",",p
alla,aller,19
droit,droit,60
à,à,81
son,son,73
cabinet,cabinet,21
et,et,82
le,le,52
fit,faire,19
prévenir,prévenir,14
qu',que,83
il,il,51
l',le,52
attendait,attendre,18
pour,pour,81
chose,chose,22
d',de,81
importance,importance,22
/.,/.,P
d',de,81
Artagnan,Artagnan,20
était,être,18
là,là,60
depuis,depuis,81
cinq,cinq,72
minutes,minute,22
à,à,81
peine,peine,22
",",",",p
lorsque,lorsque,83
monsieur,monsieur,21
de,de,81
Tréville,Tréville,20
entra,entrer,19
/.,/.,P
au,à,81
au,le,71
premier,premier,72
coup,coup,21
d',de,81
oeil,oeil,21
et,et,82
à,à,81
la,le,71
joie,joie,22
qui,qui,52
se,se,51
peignait,peindre,18
sur,sur,81
son,son,73
visage,visage,21
",",",",p
le,le,71
digne,digne,30
capitaine,capitaine,21
comprit,comprendre,19
qu',que,83
il,il,51
se,se,51
passait,passer,18
effectivement,effectivement,60
quelque,quelque,75
chose,chose,22
de,de,81
nouveau,nouveau,21
/.,/.,P
tout,tout,75
le,le,71
long,long,21
de,de,81
la,le,71
route,route,22
",",",",p
d',de,81
Artagnan,Artagnan,20
s',se,51
était,être,18
demandé,demander,12
s',si,83
il,il,51
se,se,51
confierait,confier,16
à,à,81
monsieur,monsieur,21
de,de,81
Tréville,Tréville,20
",",",",p
ou,ou,82
si,si,83
seulement,seulement,60
il,il,51
lui,lui,51
demanderait,demander,16
de,de,81
lui,lui,51
accorder,accorder,14
carte,carte,22
blanche,blanc,30
pour,pour,81
une,un,71
affaire,affaire,22
secrète,secret,30
/.,/.,P
mais,mais,82
monsieur,monsieur,21
de,de,81
Tréville,Tréville,20
avait,avoir,18
toujours,toujours,60
été,être,12
si,si,60
parfait,parfaire,12
pour,pour,81
lui,lui,51
",",",",p
il,il,51
était,être,18
si,si,60
fort,fort,60
dévoué,dévouer,12
au,à,81
au,le,71
roi,roi,21
et,et,82
à,à,81
la,le,71
reine,reine,22
",",",",p
il,il,51
haïssait,haïr,18
si,si,60
cordialement,cordialement,60
le,le,71
cardinal,cardinal,21
",",",",p
que,que,83
le,le,71
jeune,jeune,30
homme,homme,21
résolut,résoudre,19
de,de,81
tout,tout,52
lui,lui,51
dire,dire,14
/.,/.,P
“,“,p
vous,vous,51
m',je,51
avez,avoir,17
fait,faire,12
demander,demander,14
",",",",p
mon,mon,73
jeune,jeune,30
ami,ami,21
?,?,p
dit,dire,19
monsieur,monsieur,21
de,de,81
Tréville,Tréville,20
/.,/.,P
-,-,p
oui,oui,60
",",",",p
monsieur,monsieur,21
",",",",p
dit,dire,19
d',de,81
Artagnan,Artagnan,20
",",",",p
et,et,82
vous,vous,51
me,je,51
pardonnerez,pardonner,15
",",",",p
je,je,51
l',le,52
espère,espérer,17
",",",",p
de,de,81
vous,vous,51
avoir,avoir,14
dérangé,déranger,12
",",",",p
quand,quand,83
vous,vous,51
saurez,savoir,15
de,de,81
quelle,quel,75
chose,chose,22
importante,important,30
il,il,51
est,être,17
question,question,22
/.,/.,P
-,-,p
dites,dire,17
alors,alors,60
",",",",p
je,je,51
vous,vous,51
écoute,écouter,17
/.,/.,P
-,-,p
il,il,51
ne,ne,60
s',se,51
agit,agir,17
de,de,81
rien,rien,52
de,de,81
moins,moins,60
",",",",p
dit,dire,19
d',de,81
Artagnan,Artagnan,20
",",",",p
en,en,81
baissant,baisser,13
la,le,71
voix,voix,22
",",",",p
que,que,83
de,de,81
l',le,71
honneur,honneur,21
et,et,82
peut-être,peut-être,60
de,de,81
la,le,71
vie,vie,22
de,de,81
la,le,71
reine,reine,22
/.,/.,P
-,-,p
que,que,52
dites,dire,17
vous,vous,51
là,là,60
?,?,p
demanda,demander,19
monsieur,monsieur,21
de,de,81
Tréville,Tréville,20
en,en,81
regardant,regarder,13
tout,tout,60
autour,autour,60
de,de,81
lui,lui,51
s',si,83
ils,ils,51
étaient,être,18
bien,bien,60
seuls,seul,30
",",",",p
et,et,82
en,en,81
ramenant,ramener,13
son,son,73
regard,regard,21
interrogateur,interrogateur,30
sur,sur,81
d',de,81
Artagnan,Artagnan,20
/.,/.,P
-,-,p
je,je,51
dis,dire,17
",",",",p
monsieur,monsieur,21
",",",",p
que,que,83
le,le,71
hasard,hasard,21
m',je,51
a,avoir,17
rendu,rendre,12
maître,maître,30
d',de,81
un,un,71
secret,secret,21
/…,/…,P
que,que,52
vous,vous,51
garderez,garder,15
",",",",p
j',je,51
espère,espérer,17
",",",",p
jeune,jeune,30
homme,homme,21
",",",",p
sur,sur,81
votre,votre,73
vie,vie,22
/.,/.,P
-,-,p
mais,mais,82
que,que,52
je,je,51
dois,devoir,17
vous,vous,51
confier,confier,14
",",",",p
à,à,81
vous,vous,51
",",",",p
monsieur,monsieur,21
",",",",p
car,car,82
vous,vous,51
seul,seul,30
pouvez,pouvoir,17
m',je,51
aider,aider,14
dans,dans,81
la,le,71
mission,mission,22
que,que,52
je,je,51
viens,venir,17
de,de,81
recevoir,recevoir,14
de,de,81
sa,son,73
majesté,majesté,22
/.,/.,P
-,-,p
ce,ce,74
secret,secret,21
est,être,17
il,il,51
à,à,81
vous,vous,51
/?,/?,P
non,non,60
",",",",p
monsieur,monsieur,21
",",",",p
c',ce,52
est,être,17
celui,celui,52
de,de,81
la,le,71
reine,reine,22
/.,/.,P
-,-,p
êtes,être,17
vous,vous,51
autorisé,autoriser,12
par,par,81
sa,son,73
majesté,majesté,22
à,à,81
me,je,51
le,le,52
confier,confier,14
/?,/?,P
non,non,60
",",",",p
monsieur,monsieur,21
",",",",p
car,car,82
au,à,81
au,le,71
contraire,contraire,21
le,le,71
plus,plus,60
profond,profond,30
mystère,mystère,21
m',je,51
est,être,17
recommandé,recommander,12
/.,/.,P
-,-,p
et,et,82
pourquoi,pourquoi,60
donc,donc,82
allez,aller,17
vous,vous,51
le,le,52
trahir,trahir,14
vis-à-vis,vis-à-vis,60
de,de,81
moi,moi,51
/?,/?,P
parce que,parce que,83
",",",",p
je,je,51
vous,vous,51
le,le,52
dis,dire,17
",",",",p
sans,sans,81
vous,vous,51
je,je,51
ne,ne,60
puis,pouvoir,17
rien,rien,52
",",",",p
et,et,82
que,que,52
j',je,51
ai,avoir,17
peur,peur,22
que,que,83
vous,vous,51
ne,ne,60
me,je,51
refusiez,refuser,17
la,le,71
grâce,grâce,22
que,que,52
je,je,51
viens,venir,17
vous,vous,51
demander,demander,14
",",",",p
si,si,83
vous,vous,51
ne,ne,60
savez,savoir,17
pas,pas,60
dans,dans,81
quel,quel,75
but,but,21
je,je,51
vous,vous,51
la,le,52
demande,demander,17
/.,/.,P
-,-,p
gardez,garder,17
votre,votre,73
secret,secret,30
",",",",p
jeune,jeune,30
homme,homme,21
",",",",p
et,et,82
dites,dire,17
moi,moi,51
ce,ce,52
que,que,52
vous,vous,51
désirez,désirer,17
/.,/.,P
-,-,p
je,je,51
désire,désirer,17
que,que,83
vous,vous,51
obteniez,obtenir,17
pour,pour,81
moi,moi,51
",",",",p
de,de,81
monsieur,monsieur,21
des,de,81
des,le,71
Essarts,Essarts,20
",",",",p
un,un,71
congé,congé,21
de,de,81
quinze,quinze,72
jours,jour,21
/.,/.,P
-,-,p
quand,quand,83
cela,cela,52
/?,/?,P
cette,ce,74
nuit,nuit,22
même,même,30
/.,/.,P
-,-,p
vous,vous,51
quittez,quitter,17
Paris,Paris,20
/?,/?,P
je,je,51
vais,aller,17
en,en,81
mission,mission,22
/.,/.,P
-,-,p
pouvez,pouvoir,17
vous,vous,51
me,je,51
dire,dire,14
où,où,60
/?,/?,P
à,à,81
Londres,Londres,20
/.,/.,P
-,-,p
quelqu'un,quelqu'un,52
a,avoir,17
t,t,94
il,il,51
intérêt,intérêt,21
à,à,81
ce,ce,52
que,que,52
vous,vous,51
n',ne,60
arriviez,arriver,18
pas,pas,60
à,à,81
votre,votre,73
but,but,21
/?,/?,P
le,le,71
cardinal,cardinal,21
",",",",p
je,je,51
le,le,52
crois,croire,17
",",",",p
donnerait,donner,16
tout,tout,52
au,à,81
au,le,71
monde,monde,21
pour,pour,81
m',je,51
empêcher,empêcher,14
de,de,81
réussir,réussir,14
/.,/.,P
-,-,p
et,et,82
vous,vous,51
partez,partir,17
seul,seul,30
/?,/?,P
je,je,51
pars,partir,17
seul,seul,30
/.,/.,P
-,-,p
en,en,81
ce,ce,74
cas,cas,21
",",",",p
vous,vous,51
ne,ne,60
passerez,passer,15
pas,pas,60
Bondy,Bondy,20
;,;,p
c',ce,52
est,être,17
moi,moi,51
qui,qui,52
vous,vous,51
le,le,52
dis,dire,17
",",",",p
foi,foi,22
de,de,81
Tréville,Tréville,20
/.,/.,P
-,-,p
comment,comment,60
cela,cela,52
/?,/?,P
on,on,51
vous,vous,51
fera,faire,15
assassiner,assassiner,14
/.,/.,P
-,-,p
je,je,51
serai,être,16
mort,mourir,12
en,en,81
faisant,faire,13
mon,mon,73
devoir,devoir,21
/.,/.,P
-,-,p
mais,mais,82
votre,votre,73
mission,mission,22
ne,ne,60
sera,être,15
pas,pas,60
remplie,remplir,12
/.,/.,P
-,-,p
c',ce,52
est,être,17
vrai,vrai,30
",",",",p
dit,dire,19
d',de,81
Artagnan,Artagnan,20
/.,/.,P
-,-,p
croyez,croire,17
moi,moi,51
",",",",p
continua,continuer,19
Tréville,Tréville,20
",",",",p
dans,dans,81
les,le,71
entreprises,entreprise,22
de,de,81
ce,ce,74
genre,genre,21
",",",",p
il,il,51
faut,falloir,17
être,être,14
quatre,quatre,72
pour,pour,81
arriver,arriver,14
un,un,52
/.,/.,P
-,-,p
ah,ah,93
!,!,p
vous,vous,51
avez,avoir,17
raison,raison,22
",",",",p
monsieur,monsieur,21
",",",",p
dit,dire,19
d',de,81
Artagnan,Artagnan,20
;,;,p
mais,mais,82
vous,vous,51
connaissez,connaître,17
Athos,Athos,20
",",",",p
Porthos,Porthos,20
et,et,82
Aramis,Aramis,20
",",",",p
et,et,82
vous,vous,51
savez,savoir,17
si,si,83
je,je,51
puis,pouvoir,17
disposer,disposer,14
d',de,81
eux,ils,51
/.,/.,P
-,-,p
sans,sans,81
leur,leur,52
confier,confier,14
le,le,71
secret,secret,21
que,que,52
je,je,51
n',ne,60
ai,avoir,17
pas,pas,60
voulu,vouloir,12
savoir,savoir,14
/?,/?,P
nous,nous,51
nous,nous,51
sommes,être,17
juré,jurer,12
",",",",p
une,un,71
fois,fois,22
pour,pour,81
toutes,tout,52
",",",",p
confiance,confiance,22
aveugle,aveugle,30
et,et,82
dévouement,dévouement,21
à,à,81
toute,tout,75
épreuve,épreuve,22
;,;,p
d',de,81
ailleurs,ailleurs,60
vous,vous,51
pouvez,pouvoir,17
leur,leur,52
dire,dire,14
que,que,83
vous,vous,51
avez,avoir,17
toute,tout,75
confiance,confiance,22
en,en,81
moi,moi,51
",",",",p
et,et,82
ils,ils,51
ne,ne,60
seront,être,15
pas,pas,60
plus,plus,60
incrédules,incrédule,30
que,que,83
vous,vous,51
/.,/.,P
-,-,p
je,je,51
puis,pouvoir,17
leur,leur,52
envoyer,envoyer,14
à,à,81
chacun,chacun,52
un,un,71
congé,congé,21
de,de,81
quinze,quinze,72
jours,jour,21
",",",",p
voilà,voilà,81
tout,tout,52
:,:,p
à,à,81
Athos,Athos,20
",",",",p
que,que,52
sa,son,73
blessure,blessure,22
fait,faire,17
toujours,toujours,60
souffrir,souffrir,14
",",",",p
pour,pour,81
aller,aller,14
aux,à,81
aux,le,71
eaux,eau,22
de,de,81
Forges,Forges,20
!,!,p
à,à,81
Porthos,Porthos,20
et,et,82
à,à,81
Aramis,Aramis,20
",",",",p
pour,pour,81
suivre,suivre,14
leur,leur,73
ami,ami,21
",",",",p
qu',que,52
ils,ils,51
ne,ne,60
veulent,vouloir,17
pas,pas,60
abandonner,abandonner,14
dans,dans,81
une,un,71
si,si,60
douloureuse,douloureux,30
position,position,22
/.,/.,P
l',le,71
envoi,envoi,21
de,de,81
leur,leur,73
congé,congé,21
sera,être,15
la,le,71
preuve,preuve,22
que,que,52
j',je,51
autorise,autoriser,17
leur,leur,73
voyage,voyage,21
/.,/.,P
-,-,p
merci,merci,21
",",",",p
monsieur,monsieur,21
",",",",p
et,et,82
vous,vous,51
êtes,être,17
cent,cent,72
fois,fois,22
bon,bon,60
/.,/.,P
-,-,p
allez,aller,17
donc,donc,82
les,le,52
trouver,trouver,14
à,à,81
l',le,71
instant,instant,21
même,même,30
",",",",p
et,et,82
que,que,52
tout,tout,52
s',se,51
exécute,exécuter,17
cette,ce,74
nuit,nuit,22
/.,/.,P
ah,ah,93
!,!,p
et,et,82
d'abord,d'abord,60
écrivez,écrire,17
moi,moi,51
votre,votre,73
requête,requête,22
à,à,81
monsieur,monsieur,21
des,de,81
des,le,71
Essarts,Essarts,20
/.,/.,P
peut-être,peut-être,60
aviez,avoir,18
vous,vous,51
un,un,71
espion,espion,21
à,à,81
vos,votre,73
trousses,trousse,22
",",",",p
et,et,82
votre,votre,73
visite,visite,22
",",",",p
qui,qui,52
dans,dans,81
ce,ce,74
cas,cas,21
est,être,17
déjà,déjà,60
connue,connaître,12
du,de,81
du,le,71
cardinal,cardinal,21
",",",",p
sera,être,15
légitimée,légitimer,12
ainsi,ainsi,60
/.,/.,P
“,“,p
d',de,81
Artagnan,Artagnan,20
formula,formuler,19
cette,ce,74
demande,demande,22
",",",",p
et,et,82
monsieur,monsieur,21
de,de,81
Tréville,Tréville,20
",",",",p
en,en,81
la,le,52
recevant,recevoir,13
de,de,81
ses,son,73
mains,main,22
",",",",p
assura,assurer,19
qu',que,83
avant,avant,81
deux,deux,72
heures,heure,22
du,de,81
du,le,71
matin,matin,21
les,le,71
quatre,quatre,72
congés,congé,21
seraient,être,16
au,à,81
au,le,71
domicile,domicile,21
respectif,respectif,30
des,de,81
des,le,71
voyageurs,voyageur,21
/.,/.,P
“,“,p
ayez,avoir,17
la,le,71
bonté,bonté,22
d',de,81
envoyer,envoyer,14
le,le,71
mien,mien,52
chez,chez,81
Athos,Athos,20
",",",",p
dit,dire,19
d',de,81
Artagnan,Artagnan,20
/.,/.,P
je,je,51
craindrais,craindre,16
",",",",p
en,en,81
rentrant,rentrer,13
chez,chez,81
moi,moi,51
",",",",p
d',de,81
y,y,52
faire,faire,14
quelque,quelque,75
mauvaise,mauvais,30
rencontre,rencontre,22
/.,/.,P
-,-,p
soyez,être,17
tranquille,tranquille,30
/.,/.,P
adieu,adieu,21
et,et,82
bon,bon,30
voyage,voyage,21
/!,/!,P
à,à,81
propos,propos,21
!,!,p
dit,dire,19
monsieur,monsieur,21
de,de,81
Tréville,Tréville,20
en,en,81
le,le,52
rappelant,rappeler,13
/.,/.,P
d',de,81
Artagnan,Artagnan,20
revint,revenir,19
sur,sur,81
ses,son,73
pas,pas,21
/.,/.,P
“,“,p
avez,avoir,17
vous,vous,51
de,de,81
l',le,71
argent,argent,21
/?,/?,P
d',de,81
Artagnan,Artagnan,20
fit,faire,19
sonner,sonner,14
le,le,71
sac,sac,21
qu',que,52
il,il,51
avait,avoir,18
dans,dans,81
sa,son,73
poche,poche,22
/.,/.,P
“,“,p
assez,assez,60
?,?,p
demanda,demander,19
monsieur,monsieur,21
de,de,81
Tréville,Tréville,20
/.,/.,P
-,-,p
trois,trois,72
cents,cent,72
pistoles,pistole,22
/.,/.,P
-,-,p
c',ce,52
est,être,17
bien,bien,60
",",",",p
on,on,51
va,aller,17
au,à,81
au,le,71
bout,bout,21
du,de,81
du,le,71
monde,monde,21
avec,avec,81
cela,cela,52
;,;,p
allez,aller,17
donc,donc,82
/.,/.,P
“,“,p
d',de,81
Artagnan,Artagnan,20
salua,saluer,19
monsieur,monsieur,21
de,de,81
Tréville,Tréville,20
",",",",p
qui,qui,52
lui,lui,51
tendit,tendre,19
la,le,71
main,main,22
;,;,p
d',de,81
Artagnan,Artagnan,20
la,le,52
lui,lui,51
serra,serrer,19
avec,avec,81
un,un,71
respect,respect,21
mêlé,mêlé,31
de,de,81
reconnaissance,reconnaissance,22
/.,/.,P
depuis,depuis,81
qu',que,83
il,il,51
était,être,18
arrivé,arriver,12
à,à,81
Paris,Paris,20
",",",",p
il,il,51
n',ne,60
avait,avoir,18
eu,avoir,12
qu',que,83
à,à,81
se,se,51
louer,louer,14
de,de,81
cet,ce,74
excellent,excellent,30
homme,homme,21
",",",",p
qu',que,52
il,il,51
avait,avoir,18
toujours,toujours,60
trouvé,trouver,12
digne,digne,30
",",",",p
loyal,loyal,30
et,et,82
grand,grand,30
/.,/.,P
sa,son,73
première,premier,72
visite,visite,22
fut,être,19
pour,pour,81
Aramis,Aramis,20
;,;,p
il,il,51
n',ne,60
était,être,18
pas,pas,60
revenu,revenir,12
chez,chez,81
son,son,73
ami,ami,21
depuis,depuis,81
la,le,71
fameuse,fameux,30
soirée,soirée,22
où,où,60
il,il,51
avait,avoir,18
suivi,suivre,12
madame,madame,22
Bonacieux,Bonacieux,20
/.,/.,P
il,il,51
y,y,52
a,avoir,17
plus,plus,60
:,:,p
à,à,81
peine,peine,22
avait,avoir,18
il,il,51
vu,voir,12
le,le,71
jeune,jeune,30
mousquetaire,mousquetaire,21
",",",",p
et,et,82
à,à,81
chaque,chaque,75
fois,fois,22
qu',que,83
il,il,51
l',le,52
avait,avoir,18
revu,revoir,12
",",",",p
il,il,51
avait,avoir,18
cru,croire,12
remarquer,remarquer,14
une,un,71
profonde,profond,30
tristesse,tristesse,22
empreinte,empreint,31
sur,sur,81
son,son,73
visage,visage,21
/.,/.,P
ce,ce,74
soir,soir,21
encore,encore,60
",",",",p
Aramis,Aramis,20
veillait,veiller,18
sombre,sombre,30
et,et,82
rêveur,rêveur,30
;,;,p
d',de,81
Artagnan,Artagnan,20
lui,lui,51
fit,faire,19
quelques,quelque,75
questions,question,22
sur,sur,81
cette,ce,74
mélancolie,mélancolie,22
profonde,profond,30
;,;,p
Aramis,Aramis,20
s',se,51
excusa,excuser,19
sur,sur,81
un,un,71
commentaire,commentaire,21
du,de,81
du,le,71
dix-huitième,dix-huitième,72
chapitre,chapitre,21
de,de,81
Saint Augustin,Saint Augustin,20
qu',que,52
il,il,51
était,être,18
forcé,forcer,12
d',de,81
écrire,écrire,14
en,en,81
latin,latin,21
pour,pour,81
la,le,71
semaine,semaine,22
suivante,suivant,30
",",",",p
et,et,82
qui,qui,52
le,le,52
préoccupait,préoccuper,18
beaucoup,beaucoup,60
/.,/.,P
comme,comme,83
les,le,71
deux,deux,72
amis,ami,21
causaient,causer,18
depuis,depuis,81
quelques,quelque,75
instants,instant,21
",",",",p
un,un,71
serviteur,serviteur,21
de,de,81
monsieur,monsieur,21
de,de,81
Tréville,Tréville,20
entra,entrer,19
porteur,porteur,21
d',de,81
un,un,71
paquet,paquet,21
cacheté,cacheté,31
/.,/.,P
“,“,p
que,que,52
est,être,17
ce,ce,52
là,là,60
?,?,p
demanda,demander,19
Aramis,Aramis,20
/.,/.,P
-,-,p
le,le,71
congé,congé,21
que,que,52
monsieur,monsieur,21
a,avoir,17
demandé,demander,12
",",",",p
répondit,répondre,19
le,le,71
laquais,laquais,21
/.,/.,P
-,-,p
moi,moi,51
",",",",p
je,je,51
n',ne,60
ai,avoir,17
pas,pas,60
demandé,demander,12
de,de,81
congé,congé,21
/.,/.,P
-,-,p
taisez,taire,17
vous,vous,51
et,et,82
prenez,prendre,17
",",",",p
dit,dire,19
d',de,81
Artagnan,Artagnan,20
/.,/.,P
et,et,82
vous,vous,51
",",",",p
mon,mon,73
ami,ami,21
",",",",p
voici,voici,81
une,un,71
demi-pistole,demi-pistole,22
pour,pour,81
votre,votre,73
peine,peine,22
;,;,p
vous,vous,51
direz,dire,15
à,à,81
monsieur,monsieur,21
de,de,81
Tréville,Tréville,20
que,que,83
monsieur,monsieur,21
Aramis,Aramis,20
le,le,52
remercie,remercier,17
bien,bien,60
sincèrement,sincèrement,60
/.,/.,P
allez,aller,17
/.,/.,P
“,“,p
le,le,71
laquais,laquais,21
salua,saluer,19
jusqu',jusque,81
à,à,81
terre,terre,22
et,et,82
sortit,sortir,19
/.,/.,P
“,“,p
que,que,52
signifie,signifier,17
cela,cela,52
?,?,p
demanda,demander,19
Aramis,Aramis,20
/.,/.,P
-,-,p
prenez,prendre,17
ce,ce,52
qu',que,52
il,il,51
vous,vous,51
faut,falloir,17
pour,pour,81
un,un,71
voyage,voyage,21
de,de,81
quinze,quinze,72
jours,jour,21
",",",",p
et,et,82
suivez,suivre,17
moi,moi,51
/.,/.,P
-,-,p
mais,mais,82
je,je,51
ne,ne,60
puis,pouvoir,17
quitter,quitter,14
Paris,Paris,20
en,en,81
ce,ce,74
moment,moment,21
",",",",p
sans,sans,81
savoir,savoir,14
/…,/…,P
Aramis,Aramis,20
s',se,51
arrêta,arrêter,19
/.,/.,P
“,“,p
ce,ce,52
qu',que,52
elle,il,51
est,être,17
devenue,devenir,12
",",",",p
n',ne,60
est,être,17
ce,ce,52
pas,pas,60
?,?,p
continua,continuer,19
d',de,81
Artagnan,Artagnan,20
/.,/.,P
-,-,p
qui,qui,52
?,?,p
reprit,reprendre,19
Aramis,Aramis,20
/.,/.,P
-,-,p
la,le,71
femme,femme,22
qui,qui,52
était,être,18
ici,ici,60
",",",",p
la,le,71
femme,femme,22
au,à,81
au,le,71
mouchoir,mouchoir,21
brodé,brodé,31
/.,/.,P
-,-,p
qui,qui,52
vous,vous,51
a,avoir,17
dit,dire,12
qu',que,83
il,il,51
y,y,52
avait,avoir,18
une,un,71
femme,femme,22
ici,ici,60
?,?,p
répliqua,répliquer,19
Aramis,Aramis,20
en,en,81
devenant,devenir,13
pâle,pâle,30
comme,comme,83
la,le,71
mort,mort,22
/.,/.,P
-,-,p
je,je,51
l',le,52
ai,avoir,17
vue,voir,12
/.,/.,P
-,-,p
et,et,82
vous,vous,51
savez,savoir,17
qui,qui,52
elle,il,51
est,être,17
/?,/?,P
je,je,51
crois,croire,17
m',je,51
en,en,52
douter,douter,14
",",",",p
du,de,81
du,le,71
moins,moins,60
/.,/.,P
-,-,p
écoutez,écouter,17
",",",",p
dit,dire,19
Aramis,Aramis,20
",",",",p
puisque,puisque,83
vous,vous,51
savez,savoir,17
tant,tant,60
de,de,81
choses,chose,22
",",",",p
savez,savoir,17
vous,vous,51
ce,ce,52
qu',que,52
est,être,17
devenue,devenir,12
cette,ce,74
femme,femme,22
/?,/?,P
je,je,51
présume,présumer,17
qu',que,83
elle,il,51
est,être,17
retournée,retourner,12
à,à,81
Tours,Tours,20
/.,/.,P
-,-,p
à,à,81
Tours,Tours,20
?,?,p
oui,oui,60
",",",",p
c',ce,52
est,être,17
bien,bien,60
cela,cela,52
",",",",p
vous,vous,51
la,le,52
connaissez,connaître,17
/.,/.,P
mais,mais,82
comment,comment,60
est,être,17
elle,il,51
retournée,retourner,12
à,à,81
Tours,Tours,20
sans,sans,81
me,je,51
rien,rien,52
dire,dire,14
/?,/?,P
parce qu',parce que,83
elle,il,51
a,avoir,17
craint,craindre,12
d',de,81
être,être,14
arrêtée,arrêter,12
/.,/.,P
-,-,p
comment,comment,60
ne,ne,60
m',je,51
a,avoir,17
t,t,94
elle,il,51
pas,pas,60
écrit,écrire,12
/?,/?,P
parce qu',parce que,83
elle,il,51
craint,craindre,17
de,de,81
vous,vous,51
compromettre,compromettre,14
/.,/.,P
-,-,p
d',de,81
Artagnan,Artagnan,20
",",",",p
vous,vous,51
me,je,51
rendez,rendre,17
la,le,71
vie,vie,22
!,!,p
s',se,51
écria,écrier,19
Aramis,Aramis,20
/.,/.,P
je,je,51
me,je,51
croyais,croire,18
méprisé,méprisé,31
",",",",p
trahi,trahi,31
/.,/.,P
j',je,51
étais,être,18
si,si,60
heureux,heureux,30
de,de,81
la,le,52
revoir,revoir,14
/!,/!,P
je,je,51
ne,ne,60
pouvais,pouvoir,18
croire,croire,14
qu',que,83
elle,il,51
risquât,risquer,18
sa,son,73
liberté,liberté,22
pour,pour,81
moi,moi,51
",",",",p
et,et,82
cependant,cependant,82
pour,pour,81
quelle,quel,75
cause,cause,22
serait,être,16
elle,il,51
revenue,revenir,12
à,à,81
Paris,Paris,20
/?,/?,P
pour,pour,81
la,le,71
cause,cause,22
qui,qui,52
aujourd'hui,aujourd'hui,60
nous,nous,51
fait,faire,17
aller,aller,14
en,en,81
Angleterre,Angleterre,20
/.,/.,P
-,-,p
et,et,82
quelle,quel,52
est,être,17
