11536
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Vingt-cinquième extrait>,<>,<>
décrivait,décrire,18
",",",",p
que,que,52
l',le,71
agonie,agonie,22
morale,moral,30
du,de,81
du,le,71
survivant,survivant,21
hanté,hanté,31
",",",",p
devant,devant,81
le,le,71
lamentable,lamentable,30
lit,lit,21
",",",",p
par,par,81
les,le,71
monstrueuses,monstrueux,30
hallucinations,hallucination,22
qu',que,52
engendrent,engendrer,17
la,le,71
douleur,douleur,22
et,et,82
la,le,71
fatigue,fatigue,22
/.,/.,P
avec,avec,81
une,un,71
fascination,fascination,22
atroce,atroce,30
",",",",p
il,il,51
s',se,51
appesantissait,appesantir,18
sur,sur,81
les,le,71
actes,acte,21
de,de,81
l',le,71
épouvante,épouvante,22
",",",",p
sur,sur,81
les,le,71
craquements,craquement,21
de,de,81
la,le,71
volonté,volonté,22
",",",",p
les,le,52
raisonnait,raisonner,18
froidement,froidement,60
",",",",p
serrant,serrer,13
peu,peu,60
à,à,81
peu,peu,60
la,le,71
gorge,gorge,22
du,de,81
du,le,71
lecteur,lecteur,21
",",",",p
suffoqué,suffoqué,31
",",",",p
pantelant,panteler,13
devant,devant,81
ces,ce,74
cauchemars,cauchemar,21
mécaniquement,mécaniquement,60
agencés,agencé,31
de,de,81
fièvre,fièvre,22
chaude,chaud,30
/.,/.,P
convulsées,convulsé,31
par,par,81
d',de,81
héréditaires,héréditaire,30
névroses,névrose,22
",",",",p
affolées,affolé,31
par,par,81
des,de,81
des,le,71
chorées,chorée,22
morales,moral,30
",",",",p
ses,son,73
créatures,créature,22
ne,ne,60
vivaient,vivre,18
que,que,83
par,par,81
les,le,71
nerfs,nerf,21
;,;,p
ses,son,73
femmes,femme,22
",",",",p
les,le,71
Morella,Morella,20
",",",",p
les,le,71
Ligeia,Ligeia,20
",",",",p
possédaient,posséder,18
une,un,71
érudition,érudition,22
immense,immense,30
",",",",p
trempée,trempé,31
dans,dans,81
les,le,71
brumes,brume,22
de,de,81
la,le,71
philosophie,philosophie,22
allemande,allemand,30
et,et,82
dans,dans,81
les,le,71
mystères,mystère,21
cabalistiques,cabalistique,30
du,de,81
du,le,71
vieil,vieux,30
Orient,Orient,20
",",",",p
et,et,82
toutes,tout,52
avaient,avoir,18
des,de,81
des,le,71
poitrines,poitrine,22
garçonnières,garçonnier,30
et,et,82
inertes,inerte,30
d',de,81
anges,ange,21
",",",",p
toutes,tout,52
étaient,être,18
",",",",p
pour,pour,81
ainsi,ainsi,60
dire,dire,14
",",",",p
insexuelles,insexuel,30
/.,/.,P
Baudelaire,Baudelaire,20
et,et,82
Poe,Poe,20
",",",",p
ces,ce,74
deux,deux,72
esprits,esprit,21
qu',que,52
on,on,51
avait,avoir,18
souvent,souvent,60
appariés,apparier,12
",",",",p
à,à,81
cause,cause,22
de,de,81
leur,leur,73
commune,commune,22
poétique,poétique,30
",",",",p
de,de,81
leur,leur,73
inclination,inclination,22
partagée,partagé,31
pour,pour,81
l',le,71
examen,examen,21
des,de,81
des,le,71
maladies,maladie,22
mentales,mental,30
",",",",p
différaient,différer,18
radicalement,radicalement,60
par,par,81
les,le,71
conceptions,conception,22
affectives,affectif,30
qui,qui,52
tenaient,tenir,18
une,un,71
si,si,60
large,large,30
place,place,22
dans,dans,81
leurs,leur,73
oeuvres,oeuvre,22
;,;,p
Baudelaire,Baudelaire,20
avec,avec,81
son,son,73
amour,amour,21
",",",",p
altéré,altéré,31
et,et,82
inique,inique,30
",",",",p
dont,dont,52
le,le,71
cruel,cruel,30
dégoût,dégoût,21
faisait,faire,18
songer,songer,14
aux,à,81
aux,le,71
représailles,représaille,22
d',de,81
une,un,71
inquisition,inquisition,22
;,;,p
Poe,Poe,20
",",",",p
avec,avec,81
ses,son,73
amours,amour,21
chastes,chaste,30
",",",",p
aériennes,aérien,30
",",",",p
où,où,60
les,le,71
sens,sens,21
n',ne,60
existaient,exister,18
pas,pas,60
",",",",p
où,où,60
la,le,71
cervelle,cervelle,22
solitaire,solitaire,30
s',se,51
érigeait,ériger,18
",",",",p
sans,sans,81
correspondre,correspondre,14
à,à,81
des,de,81
des,le,71
organes,organe,21
qui,qui,52
",",",",p
s',si,83
ils,ils,51
existaient,exister,18
",",",",p
demeuraient,demeurer,18
à,à,81
jamais,jamais,60
glacés,glacé,31
et,et,82
vierges,vierge,30
/.,/.,P
cette,ce,74
clinique,clinique,22
cérébrale,cérébral,30
où,où,60
",",",",p
vivisectant,vivisecter,13
dans,dans,81
une,un,71
atmosphère,atmosphère,22
étouffante,étouffant,30
",",",",p
ce,ce,74
chirurgien,chirurgien,21
spirituel,spirituel,30
devenait,devenir,18
",",",",p
dès,dès,81
que,que,83
son,son,73
attention,attention,22
se,se,51
lassait,lasser,18
",",",",p
la,le,71
proie,proie,22
de,de,81
son,son,73
imagination,imagination,22
qui,qui,52
faisait,faire,18
poudroir,poudroir,21
comme,comme,83
de,de,81
délicieux,délicieux,30
miasmes,miasme,21
",",",",p
des,de,81
des,le,71
apparitions,apparition,22
somnambulesques,somnambulesque,30
et,et,82
angéliques,angélique,30
",",",",p
était,être,18
pour,pour,81
des,de,81
des,le,71
Esseintes,Esseintes,20
une,un,71
source,source,22
d',de,81
infatigables,infatigable,30
conjectures,conjecture,22
;,;,p
mais,mais,82
maintenant,maintenant,60
que,que,83
sa,son,73
névrose,névrose,22
s',se,51
était,être,18
exaspérée,exaspérer,12
",",",",p
il,il,51
y,y,52
avait,avoir,18
des,de,81
des,le,71
jours,jour,21
où,où,60
ces,ce,74
lectures,lecture,22
le,le,52
brisaient,briser,18
",",",",p
des,de,81
des,le,71
jours,jour,21
où,où,60
il,il,51
restait,rester,18
",",",",p
les,le,71
mains,main,22
tremblantes,tremblant,30
",",",",p
l',le,71
oreille,oreille,22
au,à,81
au,le,71
guet,guet,21
",",",",p
se,se,51
sentant,sentir,13
",",",",p
ainsi,ainsi,60
que,que,83
le,le,71
désolant,désolant,30
Usher,Usher,20
",",",",p
envahi,envahi,31
par,par,81
une,un,71
transe,transe,22
irraisonnée,irraisonné,30
",",",",p
par,par,81
une,un,71
frayeur,frayeur,22
sourde,sourd,30
/.,/.,P
aussi,aussi,60
devait,devoir,18
il,il,51
se,se,51
modérer,modérer,14
",",",",p
toucher,toucher,14
à,à,81
peine,peine,22
à,à,81
ces,ce,74
redoutables,redoutable,30
élixirs,élixir,21
",",",",p
de,de,81
même,même,60
qu',que,83
il,il,51
ne,ne,60
pouvait,pouvoir,18
plus,plus,60
visiter,visiter,14
impunément,impunément,60
son,son,73
rouge,rouge,30
vestibule,vestibule,21
et,et,82
s',se,51
enivrer,enivrer,14
la,le,71
vue,vue,22
des,de,81
des,le,71
ténèbres,ténèbre,22
d',de,81
Odilon,Odilon,20
Redon,Redon,20
et,et,82
des,de,81
des,le,71
supplices,supplice,21
de,de,81
Jan,Jan,20
Luyken,Luyken,20
/.,/.,P
et,et,82
cependant,cependant,82
",",",",p
lorsqu',lorsque,83
il,il,51
était,être,18
dans,dans,81
ces,ce,74
dispositions,disposition,22
d',de,81
esprit,esprit,21
",",",",p
toute,tout,75
littérature,littérature,22
lui,lui,51
semblait,sembler,18
fade,fade,30
après,après,81
ces,ce,74
terribles,terrible,30
philtres,philtre,21
importés,importé,31
de,de,81
l',le,71
Amérique,Amérique,20
/.,/.,P
alors,alors,60
",",",",p
il,il,51
s',se,51
adressait,adresser,18
à,à,81
Villiers de l'Isle Adam,Villiers de l'Isle Adam,20
",",",",p
dans,dans,81
l',le,71
oeuvre,oeuvre,22
éparse,épars,30
duquel,de,81
duquel,lequel,52
il,il,51
notait,noter,18
des,de,81
des,le,71
observations,observation,22
encore,encore,60
séditieuses,séditieux,30
",",",",p
des,de,81
des,le,71
vibrations,vibration,22
encore,encore,60
spasmodiques,spasmodique,30
",",",",p
mais,mais,82
qui,qui,52
ne,ne,60
dardaient,darder,18
plus,plus,60
",",",",p
à,à,81
l',le,71
exception,exception,22
de,de,81
sa,son,73
Claire,Claire,20
Lenoir,Lenoir,20
du,de,81
du,le,71
moins,moins,60
",",",",p
une,un,71
si,si,60
bouleversante,bouleversant,30
horreur,horreur,22
/.,/.,P
parue,paru,31
",",",",p
en,en,81
<Nombre 1867>,<>,<>
mille,mille,72
huit,huit,72
cent,cent,72
soixante,soixante,72
sept,sept,72
<Fin nombre>,<>,<>
",",",",p
dans,dans,81
la,le,71
Revue des Lettres et des Arts,Revue des Lettres et des Arts,20
des,le,71
arts,art,21
",",",",p
cette,ce,74
Claire,Claire,20
Lenoir,Lenoir,20
ouvrait,ouvrir,18
une,un,71
série,série,22
de,de,81
nouvelles,nouvelle,22
comprises,compris,31
sous,sous,81
le,le,71
titre,titre,21
générique,générique,30
d',de,81
“,“,p
histoires,histoire,22
moroses,morose,30
“,“,p
/.,/.,P
sur,sur,81
un,un,71
fond,fond,21
de,de,81
spéculations,spéculation,22
obscures,obscur,30
empruntées,emprunté,31
au,à,81
au,le,71
vieil,vieux,30
Hegel,Hegel,20
",",",",p
s',se,51
agitaient,agiter,18
des,de,81
des,le,71
êtres,être,21
démantibulés,démantibulé,31
",",",",p
un,un,71
docteur,docteur,21
Tribulat,Tribulat,20
Bonhomet,Bonhomet,20
",",",",p
solennel,solennel,30
et,et,82
puéril,puéril,30
",",",",p
une,un,71
Claire,Claire,20
Lenoir,Lenoir,20
",",",",p
farce,farce,22
et,et,82
sinistre,sinistre,30
",",",",p
avec,avec,81
les,le,71
lunettes,lunette,22
bleues,bleu,30
rondes,rond,30
",",",",p
et,et,82
grandes,grand,30
comme,comme,83
des,de,81
des,le,71
pièces,pièce,22
de,de,81
cent,cent,72
sous,sou,21
",",",",p
qui,qui,52
couvraient,couvrir,18
ses,son,73
yeux,oeil,21
à,à,81
peu,peu,60
près,près,81
morts,mort,31
/.,/.,P
cette,ce,74
nouvelle,nouvelle,22
roulait,rouler,18
sur,sur,81
un,un,71
simple,simple,30
adultère,adultère,21
et,et,82
concluait,conclure,18
à,à,81
un,un,71
indicible,indicible,30
effroi,effroi,21
",",",",p
alors,alors,60
que,que,83
Bonhomet,Bonhomet,20
",",",",p
déployant,déployer,13
les,le,71
prunelles,prunelle,22
de,de,81
Claire,Claire,20
",",",",p
à,à,81
son,son,73
lit,lit,21
de,de,81
mort,mort,22
",",",",p
et,et,82
les,le,52
pénétrant,pénétrer,13
avec,avec,81
de,de,81
monstrueuses,monstrueux,30
sondes,sonde,22
",",",",p
apercevait,apercevoir,18
distinctement,distinctement,60
réfléchi,réfléchi,31
le,le,71
tableau,tableau,21
du,de,81
du,le,71
mari,mari,21
qui,qui,52
brandissait,brandir,18
",",",",p
au,à,81
au,le,71
bout,bout,21
du,de,81
du,le,71
bras,bras,21
",",",",p
la,le,71
tête,tête,22
coupée,coupé,31
de,de,81
l',le,71
amant,amant,21
",",",",p
en,en,81
hurlant,hurler,13
",",",",p
tel,tel,75
qu',que,83
un,un,71
Canaque,Canaque,20
",",",",p
un,un,71
chant,chant,21
de,de,81
guerre,guerre,22
/.,/.,P
basé,basé,31
sur,sur,81
cette,ce,74
observation,observation,22
plus,plus,60
ou,ou,82
moins,moins,60
juste,juste,30
que,que,83
les,le,71
yeux,oeil,21
de,de,81
certains,certain,75
animaux,animal,21
",",",",p
des,de,81
des,le,71
boeufs,boeuf,21
",",",",p
par,par,81
exemple,exemple,21
",",",",p
conservent,conserver,17
jusqu',jusque,81
à,à,81
la,le,71
décomposition,décomposition,22
",",",",p
de,de,81
même,même,60
que,que,83
des,de,81
des,le,71
plaques,plaque,22
photographiques,photographique,30
",",",",p
l',le,71
image,image,22
des,de,81
des,le,71
êtres,être,21
et,et,82
des,de,81
des,le,71
choses,chose,22
situés,situé,31
",",",",p
au,à,81
au,le,71
moment,moment,21
où,où,60
ils,ils,51
expiraient,expirer,18
",",",",p
sous,sous,81
leur,leur,73
dernier,dernier,30
regard,regard,21
",",",",p
ce,ce,74
conte,conte,21
dérivait,dériver,18
évidemment,évidemment,60
de,de,81
ceux,celui,52
d',de,81
Edgar,Edgar,20
Poe,Poe,20
",",",",p
dont,dont,52
il,il,51
s',se,51
appropriait,approprier,18
la,le,71
discussion,discussion,22
pointilleuse,pointilleux,30
et,et,82
l',le,71
épouvante,épouvante,22
/.,/.,P
il,il,51
en,en,52
était,être,18
de,de,81
même,même,60
de,de,81
l',le,71
“,“,p
Intersigne,Intersigne,20
“,“,p
qui,qui,52
avait,avoir,18
été,être,12
plus,plus,60
tard,tard,60
réuni,réunir,12
aux,à,81
aux,le,71
contes,conte,21
cruels,cruel,30
",",",",p
un,un,71
recueil,recueil,21
d',de,81
un,un,71
indiscutable,indiscutable,30
talent,talent,21
",",",",p
dans,dans,81
lequel,lequel,52
se,se,51
trouvait,trouver,18
“,“,p
Véra,Véra,20
“,“,p
",",",",p
une,un,71
nouvelle,nouvelle,22
",",",",p
que,que,52
des,de,81
des,le,71
Esseintes,Esseintes,20
considérait,considérer,18
ainsi,ainsi,60
qu',que,83
un,un,71
petit,petit,30
chef-d'oeuvre,chef-d'oeuvre,21
/.,/.,P
ici,ici,60
",",",",p
l',le,71
hallucination,hallucination,22
était,être,18
empreinte,empreindre,12
d',de,81
une,un,71
tendresse,tendresse,22
exquise,exquis,30
;,;,p
ce,ce,52
n',ne,60
était,être,18
plus,plus,60
les,le,71
ténébreux,ténébreux,30
mirages,mirage,21
de,de,81
l',le,71
auteur,auteur,21
américain,américain,30
",",",",p
c',ce,52
était,être,18
une,un,71
vision,vision,22
tiède,tiède,30
et,et,82
fluide,fluide,30
",",",",p
presque,presque,60
céleste,céleste,30
;,;,p
c',ce,52
était,être,18
",",",",p
dans,dans,81
un,un,71
genre,genre,21
identique,identique,30
",",",",p
le,le,71
contre-pied,contre-pied,21
des,de,81
des,le,71
Béatrice,Béatrice,20
et,et,82
des,de,81
des,le,71
Ligeia,Ligeia,20
",",",",p
ces,ce,74
mornes,morne,30
et,et,82
blancs,blanc,30
fantômes,fantôme,21
engendrés,engendré,31
par,par,81
l',le,71
inexorable,inexorable,30
cauchemar,cauchemar,21
du,de,81
du,le,71
noir,noir,30
opium,opium,21
/!,/!,P
cette,ce,74
nouvelle,nouvelle,22
mettait,mettre,18
aussi,aussi,60
en,en,81
jeu,jeu,21
les,le,71
opérations,opération,22
de,de,81
la,le,71
volonté,volonté,22
",",",",p
mais,mais,82
elle,il,51
ne,ne,60
traitait,traiter,18
plus,plus,60
de,de,81
ses,son,73
affaiblissements,affaiblissement,21
et,et,82
de,de,81
ses,son,73
défaites,défaite,22
",",",",p
sous,sous,81
l',le,71
effet,effet,21
de,de,81
la,le,71
peur,peur,22
;,;,p
elle,il,51
étudiait,étudier,18
",",",",p
au,à,81
au,le,71
contraire,contraire,21
",",",",p
ses,son,73
exaltations,exaltation,22
",",",",p
sous,sous,81
l',le,71
impulsion,impulsion,22
d',de,81
une,un,71
conviction,conviction,22
tournée,tourné,31
à,à,81
l',le,71
idée,idée,22
fixe,fixe,30
;,;,p
elle,il,51
démontrait,démontrer,18
sa,son,73
puissance,puissance,22
qui,qui,52
parvenait,parvenir,18
même,même,60
à,à,81
saturer,saturer,14
l',le,71
atmosphère,atmosphère,22
",",",",p
à,à,81
imposer,imposer,14
sa,son,73
foi,foi,22
aux,à,81
aux,le,71
choses,chose,22
ambiantes,ambiant,30
/.,/.,P
un,un,71
autre,autre,75
livre,livre,21
de,de,81
Villiers,Villiers,20
",",",",p
Isis,Isis,20
",",",",p
lui,lui,51
semblait,sembler,18
curieux,curieux,30
à,à,81
d',de,81
autres,autre,75
titres,titre,21
/.,/.,P
le,le,71
fatras,fatras,21
philosophique,philosophique,30
de,de,81
Claire,Claire,20
Lenoir,Lenoir,20
obstruait,obstruer,18
également,également,60
celui-là,celui-là,52
qui,qui,52
offrait,offrir,18
un,un,71
incroyable,incroyable,30
tohu-bohu,tohu-bohu,21
d',de,81
observations,observation,22
verbeuses,verbeux,30
et,et,82
troubles,trouble,30
et,et,82
de,de,81
souvenirs,souvenir,21
de,de,81
vieux,vieux,30
mélodrames,mélodrame,21
",",",",p
d',de,81
oubliettes,oubliette,22
",",",",p
de,de,81
poignards,poignard,21
",",",",p
d',de,81
échelles,échelle,22
de,de,81
corde,corde,22
",",",",p
de,de,81
tous,tout,75
ces,ce,74
ponts,pont,21
neuf,neuf,72
romantiques,romantique,30
que,que,52
Villiers,Villiers,20
ne,ne,60
devait,devoir,18
point,point,60
rajeunir,rajeunir,14
dans,dans,81
son,son,73
“,“,p
Elën,Elën,20
“,“,p
",",",",p
dans,dans,81
sa,son,73
“,“,p
Morgane,Morgane,20
“,“,p
",",",",p
des,de,81
des,le,71
pièces,pièce,22
oubliées,oublié,31
",",",",p
éditées,édité,31
chez,chez,81
un,un,71
inconnu,inconnu,21
",",",",p
le,le,71
sieur,sieur,21
Francisque,Francisque,20
Guyon,Guyon,20
",",",",p
imprimeur,imprimeur,21
à,à,81
Saint-Brieuc,Saint-Brieuc,20
/.,/.,P
l',le,71
héroïne,héroïne,22
de,de,81
ce,ce,74
livre,livre,21
",",",",p
une,un,71
marquise,marquise,22
Tullia,Tullia,20
Fabriana,Fabriana,20
",",",",p
qui,qui,52
était,être,18
censée,censé,30
s',se,51
être,être,14
assimilé,assimiler,12
la,le,71
science,science,22
chaldéenne,chaldéen,30
des,de,81
des,le,71
femmes,femme,22
d',de,81
Edgar,Edgar,20
Poe,Poe,20
et,et,82
les,le,71
sagacités,sagacité,22
diplomatiques,diplomatique,30
de,de,81
la,le,71
Sanseverina,Sanseverina,20
Taxis,Taxis,20
de,de,81
Stendhal,Stendhal,20
",",",",p
s',se,51
était,être,18
",",",",p
en,en,81
sus,sus,60
",",",",p
composé,composer,12
l',le,71
énigmatique,énigmatique,30
contenance,contenance,22
d',de,81
une,un,71
Bradamante,Bradamante,20
mâtinée,mâtiné,30
d',de,81
une,un,71
Circé,Circé,20
antique,antique,30
/.,/.,P
ces,ce,74
mélanges,mélange,21
insolubles,insoluble,30
développaient,développer,18
une,un,71
vapeur,vapeur,22
fuligineuse,fuligineux,30
au,à,81
au,le,71
travers,travers,21
de,de,81
laquelle,lequel,52
des,de,81
des,le,71
influences,influence,22
philosophiques,philosophique,30
et,et,82
littéraires,littéraire,30
se,se,51
bousculaient,bousculer,18
",",",",p
sans,sans,81
avoir,avoir,14
pu,pouvoir,12
s',se,51
ordonner,ordonner,14
",",",",p
dans,dans,81
le,le,71
cerveau,cerveau,21
de,de,81
l',le,71
auteur,auteur,21
",",",",p
au,à,81
au,le,71
moment,moment,21
où,où,60
il,il,51
écrivait,écrire,18
les,le,71
prolégomènes,prolégomène,21
de,de,81
cette,ce,74
oeuvre,oeuvre,22
qui,qui,52
ne,ne,60
devait,devoir,18
pas,pas,60
comprendre,comprendre,14
moins,moins,60
de,de,81
sept,sept,72
volumes,volume,21
/.,/.,P
mais,mais,82
",",",",p
dans,dans,81
le,le,71
tempérament,tempérament,21
de,de,81
Villiers,Villiers,20
",",",",p
un,un,71
autre,autre,75
coin,coin,21
",",",",p
bien,bien,60
autrement,autrement,60
perçant,perçant,30
",",",",p
bien,bien,60
autrement,autrement,60
net,net,30
",",",",p
existait,exister,18
",",",",p
un,un,71
coin,coin,21
de,de,81
plaisanterie,plaisanterie,22
noire,noir,30
et,et,82
de,de,81
raillerie,raillerie,22
féroce,féroce,30
;,;,p
ce,ce,52
n',ne,60
étaient,être,18
plus,plus,60
alors,alors,60
les,le,71
paradoxales,paradoxal,30
mystifications,mystification,22
d',de,81
Edgar,Edgar,20
Poe,Poe,20
",",",",p
c',ce,52
était,être,18
un,un,71
bafouage,bafouage,21
d',de,81
un,un,71
comique,comique,21
lugubre,lugubre,30
",",",",p
tel,tel,75
qu',que,83
en,en,52
ragea,rager,19
Swift,Swift,20
/.,/.,P
une,un,71
série,série,22
de,de,81
pièces,pièce,22
",",",",p
les,le,71
demoiselles,demoiselle,22
de,de,81
Bienfilâtre,Bienfilâtre,20
",",",",p
l',le,71
affichage,affichage,21
céleste,céleste,30
",",",",p
la,le,71
machine,machine,22
à,à,81
gloire,gloire,22
",",",",p
le,le,71
plus,plus,60
beau,beau,30
dîner,dîner,21
du,de,81
du,le,71
monde,monde,21
",",",",p
décelaient,déceler,18
un,un,71
esprit,esprit,21
de,de,81
goguenardise,goguenardise,22
singulièrement,singulièrement,60
inventif,inventif,30
et,et,82
âcre,âcre,30
/.,/.,P
toute,tout,75
l',le,71
ordure,ordure,22
des,de,81
des,le,71
idées,idée,22
utilitaires,utilitaire,30
contemporaines,contemporain,30
",",",",p
toute,tout,75
l',le,71
ignominie,ignominie,22
mercantile,mercantile,30
du,de,81
du,le,71
siècle,siècle,21
",",",",p
étaient,être,18
glorifiées,glorifier,12
en,en,81
des,de,81
des,le,71
pièces,pièce,22
dont,dont,52
la,le,71
poignante,poignant,30
ironie,ironie,22
transportait,transporter,18
des,de,81
des,le,71
Esseintes,Esseintes,20
/.,/.,P
dans,dans,81
ce,ce,74
genre,genre,21
de,de,81
la,le,71
fumisterie,fumisterie,22
grave,grave,30
et,et,82
acerbe,acerbe,30
",",",",p
aucun,aucun,75
autre,autre,75
livre,livre,21
n',ne,60
existait,exister,18
en,en,81
France,France,20
;,;,p
tout,tout,60
au,à,81
au,le,71
plus,plus,60
",",",",p
une,un,71
nouvelle,nouvelle,22
de,de,81
Charles,Charles,20
Cros,Cros,20
",",",",p
la,le,71
science,science,22
de,de,81
l',le,71
amour,amour,21
",",",",p
insérée,inséré,31
jadis,jadis,60
dans,dans,81
la,le,71
Revue,Revue,20
du,de,81
du,le,71
Monde,Monde,20
nouveau,nouveau,30
",",",",p
pouvait,pouvoir,18
elle,il,51
étonner,étonner,14
par,par,81
ses,son,73
folies,folie,22
chimiques,chimique,30
",",",",p
son,son,73
humour,humour,21
pincé,pincé,31
",",",",p
ses,son,73
observations,observation,22
froidement,froidement,60
bouffonnes,bouffon,30
",",",",p
mais,mais,82
le,le,71
plaisir,plaisir,21
n',ne,60
était,être,18
plus,plus,60
que,que,83
relatif,relatif,30
",",",",p
car,car,82
l',le,71
exécution,exécution,22
péchait,pécher,18
d',de,81
une,un,71
façon,façon,22
mortelle,mortel,30
/.,/.,P
le,le,71
style,style,21
ferme,ferme,30
",",",",p
coloré,coloré,31
",",",",p
souvent,souvent,60
original,original,30
de,de,81
Villiers,Villiers,20
",",",",p
avait,avoir,18
disparu,disparaître,12
pour,pour,81
faire,faire,14
place,place,22
à,à,81
une,un,71
rillette,rillette,22
raclée,raclé,31
sur,sur,81
l',le,71
établi,établi,21
littéraire,littéraire,30
du,de,81
du,le,71
premier,premier,72
venu,venu,31
/.,/.,P
-,-,p
mon,mon,73
dieu,dieu,21
!,!,p
mon,mon,73
dieu,dieu,21
!,!,p
qu',que,52
il,il,51
existe,exister,17
donc,donc,82
peu,peu,60
de,de,81
livres,livre,21
qu',que,52
on,on,51
puisse,pouvoir,17
relire,relire,14
",",",",p
soupira,soupirer,19
des,de,81
des,le,71
Esseintes,Esseintes,20
",",",",p
regardant,regarder,13
le,le,71
domestique,domestique,21
qui,qui,52
descendait,descendre,18
de,de,81
l',le,71
escabelle,escabelle,22
où,où,60
il,il,51
était,être,18
juché,jucher,12
et,et,82
s',se,51
effaçait,effacer,18
pour,pour,81
lui,lui,51
permettre,permettre,14
d',de,81
embrasser,embrasser,14
d',de,81
un,un,71
coup,coup,21
d',de,81
oeil,oeil,21
tous,tout,75
les,le,71
rayons,rayon,21
/.,/.,P
des,de,81
des,le,71
Esseintes,Esseintes,20
approuva,approuver,19
de,de,81
la,le,71
tête,tête,22
/.,/.,P
il,il,51
ne,ne,60
restait,rester,18
plus,plus,60
sur,sur,81
la,le,71
table,table,22
que,que,83
deux,deux,72
plaquettes,plaquette,22
/.,/.,P
d',de,81
un,un,71
signe,signe,21
",",",",p
il,il,51
congédia,congédier,19
le,le,71
vieillard,vieillard,21
et,et,82
il,il,51
parcourut,parcourir,19
quelques,quelque,75
feuilles,feuille,22
reliées,relié,31
en,en,81
peau,peau,22
d',de,81
onagre,onagre,21
",",",",p
préalablement,préalablement,60
satinée,satiné,30
à,à,81
la,le,71
presse,presse,22
hydraulique,hydraulique,30
",",",",p
pommelée,pommelé,30
à,à,81
l',le,71
aquarelle,aquarelle,22
de,de,81
nuées,nuée,22
d',de,81
argent,argent,21
et,et,82
nantie,nanti,31
de,de,81
gardes,garde,21
de,de,81
vieux,vieux,30
lampas,lampas,21
",",",",p
dont,dont,52
les,le,71
ramages,ramage,21
un,un,71
peu,peu,60
éteints,éteint,31
",",",",p
avaient,avoir,18
cette,ce,74
grâce,grâce,22
des,de,81
des,le,71
choses,chose,22
fanées,fané,31
que,que,52
Mallarmé,Mallarmé,20
célébra,célébrer,19
dans,dans,81
un,un,71
si,si,60
délicieux,délicieux,30
poème,poème,21
/.,/.,P
ces,ce,74
pages,page,22
",",",",p
au,à,81
au,le,71
nombre,nombre,21
de,de,81
neuf,neuf,30
",",",",p
étaient,être,18
extraites,extraire,12
d',de,81
uniques,unique,30
exemplaires,exemplaire,21
des,de,81
des,le,71
deux,deux,72
premiers,premier,72
Parnasses,Parnasse,20
",",",",p
tirés,tiré,31
sur,sur,81
parchemin,parchemin,21
",",",",p
et,et,82
précédées,précédé,31
de,de,81
ce,ce,74
titre,titre,21
:,:,p
quelques,quelque,75
vers,vers,21
de,de,81
Mallarmé,Mallarmé,20
",",",",p
dessiné,dessiné,31
par,par,81
un,un,71
surprenant,surprenant,30
calligraphe,calligraphe,21
",",",",p
en,en,81
lettres,lettre,22
onciales,oncial,30
",",",",p
coloriées,colorié,31
",",",",p
relevées,relevé,31
",",",",p
comme,comme,83
celles,celui,52
des,de,81
des,le,71
vieux,vieux,30
manuscrits,manuscrit,21
",",",",p
de,de,81
points,point,21
d',de,81
or,or,21
/.,/.,P
parmi,parmi,81
les,le,71
onze,onze,72
pièces,pièce,22
réunies,réuni,31
sous,sous,81
cette,ce,74
couverture,couverture,22
",",",",p
quelques-unes,quelqu'un,52
",",",",p
les,le,71
fenêtres,fenêtre,22
",",",",p
l',le,71
épilogue,épilogue,21
",",",",p
azur,azur,21
",",",",p
le,le,52
requéraient,requérir,18
;,;,p
mais,mais,82
une,un,52
entre,entre,81
autres,autre,52
",",",",p
un,un,71
fragment,fragment,21
de,de,81
l',le,71
Hérodiade,Hérodiade,20
",",",",p
le,le,52
subjuguait,subjuguer,18
de,de,81
même,même,60
qu',que,83
un,un,71
sortilège,sortilège,21
",",",",p
à,à,81
certaines,certain,75
heures,heure,22
/.,/.,P
combien,combien,60
de,de,81
soirs,soir,21
",",",",p
sous,sous,81
la,le,71
lampe,lampe,22
éclairant,éclairer,13
de,de,81
ses,son,73
lueurs,lueur,22
baissées,baissé,31
la,le,71
silencieuse,silencieux,30
chambre,chambre,22
",",",",p
ne,ne,60
s',se,51
était,être,18
il,il,51
point,point,60
senti,sentir,12
effleuré,effleuré,31
par,par,81
cette,ce,74
Hérodiade,Hérodiade,20
qui,qui,52
",",",",p
dans,dans,81
l',le,71
oeuvre,oeuvre,22
de,de,81
Gustave,Gustave,20
Moreau,Moreau,20
maintenant,maintenant,60
envahie,envahi,31
par,par,81
l',le,71
ombre,ombre,22
",",",",p
s',se,51
effaçait,effacer,18
plus,plus,60
légère,léger,30
",",",",p
ne,ne,60
laissant,laisser,13
plus,plus,60
entrevoir,entrevoir,14
qu',que,83
une,un,71
confuse,confus,30
statue,statue,22
",",",",p
encore,encore,60
blanche,blanc,30
",",",",p
dans,dans,81
un,un,71
brasier,brasier,21
éteint,éteint,31
de,de,81
pierres,pierre,22
/!,/!,P
l',le,71
obscurité,obscurité,22
cachait,cacher,18
le,le,71
sang,sang,21
",",",",p
endormait,endormir,18
les,le,71
reflets,reflet,21
et,et,82
