11459
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Soixante-dix-neuvième extrait>,<>,<>
survinrent,survenir,19
",",",",p
et,et,82
m',je,51
entraînèrent,entraîner,19
dans,dans,81
une,un,71
maison,maison,22
d',de,81
assez,assez,60
mauvaise,mauvais,30
mine,mine,22
",",",",p
où,où,60
ils,ils,51
buvaient,boire,18
du,de,81
du,le,71
vin,vin,21
de,de,81
Xérès,Xérès,20
",",",",p
et,et,82
là,là,60
ils,ils,51
me,je,51
citèrent,citer,19
tant,tant,60
de,de,81
capitaines,capitaine,21
devenus,devenu,31
généraux,général,21
",",",",p
et,et,82
de,de,81
sous-lieutenants,sous-lieutenant,21
vice-rois,vice-roi,21
",",",",p
que,que,83
la,le,71
tête,tête,22
m',je,51
en,en,52
tourna,tourner,19
",",",",p
et,et,82
je,je,51
leur,leur,52
promis,promettre,19
de,de,81
me,je,51
trouver,trouver,14
",",",",p
le,le,71
surlendemain,surlendemain,21
à,à,81
minuit,minuit,21
",",",",p
dans,dans,81
le,le,71
même,même,75
lieu,lieu,21
/.,/.,P
un,un,71
petit,petit,30
canot,canot,21
devait,devoir,18
nous,nous,51
y,y,52
prendre,prendre,14
",",",",p
loué,loué,31
à,à,81
d',de,81
honnêtes,honnête,30
contrebandiers,contrebandier,21
qui,qui,52
nous,nous,51
conduiraient,conduire,16
à,à,81
bord,bord,21
d',de,81
un,un,71
vaisseau,vaisseau,21
français,français,30
chargé,chargé,31
de,de,81
mener,mener,14
des,de,81
des,le,71
blessés,blessé,21
de,de,81
notre,notre,73
armée,armée,22
à,à,81
Toulon,Toulon,20
/.,/.,P
l',le,71
invention,invention,22
me,je,51
parut,paraître,19
admirable,admirable,30
",",",",p
et,et,82
mes,mon,73
bons,bon,30
compagnons,compagnon,21
m',je,51
ayant,avoir,13
fait,faire,12
boire,boire,14
force,force,60
rasades,rasade,22
pour,pour,81
calmer,calmer,14
les,le,71
murmures,murmure,21
de,de,81
ma,mon,73
conscience,conscience,22
",",",",p
terminèrent,terminer,19
leurs,leur,73
discours,discours,21
par,par,81
un,un,71
argument,argument,21
victorieux,victorieux,30
",",",",p
jurant,jurer,13
sur,sur,81
leur,leur,73
tête,tête,22
qu',que,52
on,on,51
pourrait,pouvoir,16
avoir,avoir,14
",",",",p
à,à,81
la,le,71
rigueur,rigueur,22
",",",",p
quelques,quelque,75
égards,égard,21
pour,pour,81
un,un,71
honnête,honnête,30
homme,homme,21
qui,qui,52
vous,vous,51
avait,avoir,18
bien,bien,60
traité,traiter,12
",",",",p
mais,mais,82
que,que,52
tout,tout,52
les,le,52
confirmait,confirmer,18
dans,dans,81
la,le,71
certitude,certitude,22
qu',que,52
un,un,71
Anglais,Anglais,20
n',ne,60
était,être,18
pas,pas,60
un,un,71
homme,homme,21
/.,/.,P
je,je,51
revins,revenir,19
assez,assez,60
pensif,pensif,30
à,à,81
bord,bord,21
de,de,81
l',le,71
océan,océan,21
",",",",p
et,et,82
lorsque,lorsque,83
j',je,51
eus,avoir,19
dormi,dormi,31
",",",",p
et,et,82
que,que,52
je,je,51
vis,voir,19
clair,clair,60
dans,dans,81
ma,mon,73
position,position,22
en,en,81
m',je,51
éveillant,éveiller,13
",",",",p
je,je,51
me,je,51
demandai,demander,19
si,si,83
mes,mon,73
compatriotes,compatriote,21
ne,ne,60
s',se,51
étaient,être,18
point,point,60
moqués,moquer,12
de,de,81
moi,moi,51
/.,/.,P
cependant,cependant,82
le,le,71
désir,désir,21
de,de,81
la,le,71
liberté,liberté,22
et,et,82
une,un,71
ambition,ambition,22
toujours,toujours,60
poignante,poignant,30
et,et,82
excitée,excité,31
depuis,depuis,81
mon,mon,73
enfance,enfance,22
",",",",p
me,je,51
poussaient,pousser,18
à,à,81
l',le,71
évasion,évasion,22
",",",",p
malgré,malgré,81
la,le,71
honte,honte,22
que,que,52
j',je,51
éprouvais,éprouver,18
de,de,81
fausser,fausser,14
mon,mon,73
serment,serment,21
/.,/.,P
je,je,51
passai,passer,19
un,un,71
jour,jour,21
entier,entier,30
près,près,81
de,de,81
l',le,71
amiral,amiral,21
sans,sans,81
oser,oser,14
le,le,52
regarder,regarder,14
en,en,81
face,face,22
",",",",p
et,et,82
je,je,51
m',je,51
étudiai,étudier,19
à,à,81
le,le,52
trouver,trouver,14
inférieur,inférieur,30
et,et,82
d',de,81
intelligence,intelligence,22
étroite,étroit,30
/.,/.,P
-,-,p
je,je,51
parlai,parler,19
tout,tout,60
haut,haut,60
à,à,81
table,table,22
",",",",p
avec,avec,81
arrogance,arrogance,22
",",",",p
de,de,81
la,le,71
grandeur,grandeur,22
de,de,81
Napoléon,Napoléon,20
;,;,p
je,je,51
m',je,51
exaltai,exalter,19
",",",",p
je,je,51
vantai,vanter,19
son,son,73
génie,génie,21
universel,universel,30
",",",",p
qui,qui,52
devinait,deviner,18
les,le,71
lois,loi,22
en,en,81
faisant,faire,13
les,le,71
codes,code,21
",",",",p
et,et,82
l',le,71
avenir,avenir,21
en,en,81
faisant,faire,13
des,de,81
des,le,71
événements,événement,21
/.,/.,P
j',je,51
appuyai,appuyer,19
avec,avec,81
insolence,insolence,22
sur,sur,81
la,le,71
supériorité,supériorité,22
de,de,81
ce,ce,74
génie,génie,21
",",",",p
comparée,comparé,31
au,à,81
au,le,71
médiocre,médiocre,30
talent,talent,21
des,de,81
des,le,71
hommes,homme,21
de,de,81
tactique,tactique,22
et,et,82
de,de,81
manoeuvre,manoeuvre,22
/.,/.,P
j',je,51
espérais,espérer,18
être,être,14
contredit,contredire,12
;,;,p
mais,mais,82
",",",",p
contre,contre,81
mon,mon,73
attente,attente,22
",",",",p
je,je,51
trouvai,trouver,19
dans,dans,81
les,le,71
officiers,officier,21
anglais,anglais,30
plus,plus,60
d',de,81
admiration,admiration,22
encore,encore,60
pour,pour,81
l',le,71
empereur,empereur,21
que,que,52
je,je,51
ne,ne,60
pouvais,pouvoir,18
en,en,52
montrer,montrer,14
pour,pour,81
leur,leur,73
implacable,implacable,30
ennemi,ennemi,21
/.,/.,P
lord,lord,21
Collingwood,Collingwood,20
surtout,surtout,60
",",",",p
sortant,sortir,13
de,de,81
son,son,73
silence,silence,21
triste,triste,30
et,et,82
de,de,81
ses,son,73
méditations,méditation,22
continuelles,continuel,30
",",",",p
le,le,52
loua,louer,19
dans,dans,81
des,de,81
des,le,71
termes,terme,21
si,si,60
justes,juste,30
",",",",p
si,si,60
énergiques,énergique,30
",",",",p
si,si,60
précis,précis,30
",",",",p
faisant,faire,13
considérer,considérer,14
à,à,81
la,le,71
fois,fois,22
",",",",p
à,à,81
ses,son,73
officiers,officier,21
",",",",p
la,le,71
grandeur,grandeur,22
des,de,81
des,le,71
prévisions,prévision,22
de,de,81
l',le,71
empereur,empereur,21
",",",",p
la,le,71
promptitude,promptitude,22
magique,magique,30
de,de,81
son,son,73
exécution,exécution,22
",",",",p
la,le,71
fermeté,fermeté,22
de,de,81
ses,son,73
ordres,ordre,21
",",",",p
la,le,71
certitude,certitude,22
de,de,81
son,son,73
jugement,jugement,21
",",",",p
sa,son,73
pénétration,pénétration,22
dans,dans,81
les,le,71
négociations,négociation,22
",",",",p
sa,son,73
justesse,justesse,22
d',de,81
idées,idée,22
dans,dans,81
les,le,71
conseils,conseil,21
",",",",p
sa,son,73
grandeur,grandeur,22
dans,dans,81
les,le,71
batailles,bataille,22
",",",",p
son,son,73
calme,calme,21
dans,dans,81
les,le,71
dangers,danger,21
",",",",p
sa,son,73
constance,constance,22
dans,dans,81
la,le,71
préparation,préparation,22
des,de,81
des,le,71
entreprises,entreprise,22
",",",",p
sa,son,73
fierté,fierté,22
dans,dans,81
l',le,71
attitude,attitude,22
donnée,donné,31
à,à,81
la,le,71
France,France,20
",",",",p
et,et,82
enfin,enfin,60
toutes,tout,75
les,le,71
qualités,qualité,22
qui,qui,52
composent,composer,17
le,le,71
grand,grand,30
homme,homme,21
",",",",p
que,que,83
je,je,51
me,je,51
demandai,demander,19
ce,ce,52
que,que,52
l',le,71
histoire,histoire,22
pourrait,pouvoir,16
jamais,jamais,60
ajouter,ajouter,14
à,à,81
cet,ce,74
éloge,éloge,21
",",",",p
et,et,82
je,je,51
fus,être,19
atterré,atterrer,12
",",",",p
parce que,parce que,83
j',je,51
avais,avoir,18
cherché,chercher,12
à,à,81
m',je,51
irriter,irriter,14
contre,contre,81
l',le,71
amiral,amiral,21
",",",",p
espérant,espérer,13
lui,lui,51
entendre,entendre,14
proférer,proférer,14
des,de,81
des,le,71
accusations,accusation,22
injustes,injuste,30
/.,/.,P
j',je,51
aurais,avoir,16
voulu,vouloir,12
",",",",p
méchamment,méchamment,60
",",",",p
le,le,52
mettre,mettre,14
dans,dans,81
son,son,73
tort,tort,21
",",",",p
et,et,82
qu',que,83
un,un,71
mot,mot,21
inconsidéré,inconsidéré,30
ou,ou,82
insultant,insultant,30
de,de,81
sa,son,73
part,part,22
servît,servir,18
de,de,81
justification,justification,22
à,à,81
la,le,71
déloyauté,déloyauté,22
que,que,52
je,je,51
méditais,méditer,18
/.,/.,P
mais,mais,82
il,il,51
semblait,sembler,18
qu',que,83
il,il,51
prît,prendre,18
à,à,81
tâche,tâche,22
",",",",p
au,à,81
au,le,71
contraire,contraire,21
",",",",p
de,de,81
redoubler,redoubler,14
de,de,81
bontés,bonté,22
",",",",p
et,et,82
son,son,73
empressement,empressement,21
faisant,faire,13
supposer,supposer,14
aux,à,81
aux,le,71
autres,autre,52
que,que,83
j',je,51
avais,avoir,18
quelque,quelque,75
nouveau,nouveau,30
chagrin,chagrin,21
dont,dont,52
il,il,51
était,être,18
juste,juste,30
de,de,81
me,je,51
consoler,consoler,14
",",",",p
ils,ils,51
furent,être,19
tous,tout,52
pour,pour,81
moi,moi,51
plus,plus,60
attentifs,attentif,30
et,et,82
plus,plus,60
indulgents,indulgent,30
que,que,83
jamais,jamais,60
/.,/.,P
j',je,51
en,en,52
pris,prendre,19
de,de,81
l',le,71
humeur,humeur,22
et,et,82
je,je,51
quittai,quitter,19
la,le,71
table,table,22
/.,/.,P
l',le,71
amiral,amiral,21
me,je,51
conduisit,conduire,19
encore,encore,60
à,à,81
Gibraltar,Gibraltar,20
le,le,71
lendemain,lendemain,21
",",",",p
pour,pour,81
mon,mon,73
malheur,malheur,21
/.,/.,P
nous,nous,51
y,y,52
devions,devoir,18
passer,passer,14
huit,huit,72
jours,jour,21
/.,/.,P
-,-,p
le,le,71
soir,soir,21
de,de,81
l',le,71
évasion,évasion,22
arriva,arriver,19
/.,/.,P
-,-,p
ma,mon,73
tête,tête,22
bouillonnait,bouillonner,18
et,et,82
je,je,51
délibérais,délibérer,18
toujours,toujours,60
/.,/.,P
je,je,51
me,je,51
donnais,donner,18
de,de,81
spécieux,spécieux,30
motifs,motif,21
et,et,82
je,je,51
m',je,51
étourdissais,étourdir,18
sur,sur,81
leur,leur,73
fausseté,fausseté,22
;,;,p
il,il,51
se,se,51
livrait,livrer,18
en,en,81
moi,moi,51
un,un,71
combat,combat,21
violent,violent,30
;,;,p
mais,mais,82
",",",",p
tandis que,tandis que,83
mon,mon,73
âme,âme,22
se,se,51
tordait,tordre,18
et,et,82
se,se,51
roulait,rouler,18
sur,sur,81
elle-même,lui-même,51
",",",",p
mon,mon,73
corps,corps,21
",",",",p
comme,comme,83
s',si,83
il,il,51
eût,avoir,19
été,être,12
arbitre,arbitre,21
entre,entre,81
l',le,71
ambition,ambition,22
et,et,82
l',le,71
honneur,honneur,21
",",",",p
suivait,suivre,18
",",",",p
à,à,81
lui,lui,51
tout,tout,60
seul,seul,30
",",",",p
le,le,71
chemin,chemin,21
de,de,81
la,le,71
fuite,fuite,22
/.,/.,P
j',je,51
avais,avoir,18
fait,faire,12
",",",",p
sans,sans,81
m',je,51
en,en,52
apercevoir,apercevoir,14
moi-même,moi-même,51
",",",",p
un,un,71
paquet,paquet,21
de,de,81
mes,mon,73
hardes,harde,22
",",",",p
et,et,82
j',je,51
allais,aller,18
me,je,51
rendre,rendre,14
",",",",p
de,de,81
la,le,71
maison,maison,22
de,de,81
Gibraltar,Gibraltar,20
où,où,60
nous,nous,51
étions,être,18
",",",",p
à,à,81
celle,celui,52
du,de,81
du,le,71
rendez-vous,rendez-vous,21
",",",",p
lorsque,lorsque,83
tout,tout,60
à,à,81
coup,coup,21
je,je,51
m',je,51
arrêtai,arrêter,19
",",",",p
et,et,82
je,je,51
sentis,sentir,19
que,que,83
cela,cela,52
était,être,18
impossible,impossible,30
/.,/.,P
-,-,p
il,il,51
y,y,52
a,avoir,17
dans,dans,81
les,le,71
actions,action,22
honteuses,honteux,30
quelque,quelque,75
chose,chose,22
d',de,81
empoisonné,empoisonné,31
qui,qui,52
se,se,51
fait,faire,17
sentir,sentir,14
aux,à,81
aux,le,71
lèvres,lèvre,22
d',de,81
un,un,71
homme,homme,21
de,de,81
coeur,coeur,21
sitôt,sitôt,60
qu',que,83
il,il,51
touche,toucher,17
les,le,71
bords,bord,21
du,de,81
du,le,71
vase,vase,21
de,de,81
perdition,perdition,22
/.,/.,P
il,il,51
ne,ne,60
peut,pouvoir,17
même,même,60
pas,pas,60
y,y,52
goûter,goûter,14
sans,sans,81
être,être,14
prêt,prêt,30
à,à,81
en,en,52
mourir,mourir,14
/.,/.,P
-,-,p
quand,quand,83
je,je,51
vis,voir,19
ce,ce,52
que,que,52
j',je,51
allais,aller,18
faire,faire,14
et,et,82
que,que,83
j',je,51
allais,aller,18
manquer,manquer,14
à,à,81
ma,mon,73
parole,parole,22
",",",",p
il,il,51
me,je,51
prit,prendre,19
une,un,71
telle,tel,75
épouvante,épouvante,22
que,que,83
je,je,51
crus,croire,19
que,que,83
j',je,51
étais,être,18
devenu,devenir,12
fou,fou,30
/.,/.,P
je,je,51
courus,courir,19
sur,sur,81
le,le,71
rivage,rivage,21
et,et,82
m',je,51
enfuis,enfuir,19
de,de,81
la,le,71
maison,maison,22
fatale,fatal,30
comme,comme,83
d',de,81
un,un,71
hôpital,hôpital,21
de,de,81
pestiférés,pestiféré,21
",",",",p
sans,sans,81
oser,oser,14
me,je,51
retourner,retourner,14
pour,pour,81
la,le,52
regarder,regarder,14
/.,/.,P
-,-,p
je,je,51
me,je,51
jetai,jeter,19
à,à,81
la,le,71
nage,nage,22
et,et,82
j',je,51
abordai,aborder,19
",",",",p
dans,dans,81
la,le,71
nuit,nuit,22
",",",",p
l',le,71
océan,océan,21
",",",",p
notre,notre,73
vaisseau,vaisseau,21
",",",",p
ma,mon,73
flottante,flottant,30
prison,prison,22
/.,/.,P
j',je,51
y,y,52
montai,monter,19
avec,avec,81
emportement,emportement,21
",",",",p
me,je,51
cramponnant,cramponner,13
à,à,81
ses,son,73
câbles,câble,21
;,;,p
et,et,82
quand,quand,83
je,je,51
fus,être,19
sur,sur,81
le,le,71
pont,pont,21
",",",",p
je,je,51
saisis,saisir,19
le,le,71
grand,grand,30
mât,mât,21
",",",",p
je,je,51
m',je,51
y,y,52
attachai,attacher,19
avec,avec,81
passion,passion,22
",",",",p
comme,comme,83
à,à,81
un,un,71
asile,asile,21
qui,qui,52
me,je,51
garantissait,garantir,18
du,de,81
du,le,71
déshonneur,déshonneur,21
",",",",p
et,et,82
",",",",p
au,à,81
au,le,71
même,même,75
instant,instant,21
",",",",p
le,le,71
sentiment,sentiment,21
de,de,81
la,le,71
grandeur,grandeur,22
de,de,81
mon,mon,73
sacrifice,sacrifice,21
me,je,51
déchirant,déchirer,13
le,le,71
coeur,coeur,21
",",",",p
je,je,51
tombai,tomber,19
à,à,81
genoux,genou,21
",",",",p
et,et,82
",",",",p
appuyant,appuyer,13
mon,mon,73
front,front,21
sur,sur,81
les,le,71
cercles,cercle,21
de,de,81
fer,fer,21
du,de,81
du,le,71
grand,grand,30
mât,mât,21
",",",",p
je,je,51
me,je,51
mis,mettre,19
à,à,81
fondre,fondre,14
en,en,81
larmes,larme,22
comme,comme,83
un,un,71
enfant,enfant,21
/.,/.,P
-,-,p
le,le,71
capitaine,capitaine,21
de,de,81
l',le,71
océan,océan,21
",",",",p
me,je,51
voyant,voir,13
dans,dans,81
cet,ce,74
état,état,21
",",",",p
me,je,51
crut,croire,19
ou,ou,82
fit,faire,19
semblant,semblant,21
de,de,81
me,je,51
croire,croire,14
malade,malade,30
",",",",p
et,et,82
me,je,51
fit,faire,19
porter,porter,14
dans,dans,81
ma,mon,73
chambre,chambre,22
/.,/.,P
je,je,51
le,le,52
suppliai,supplier,19
à,à,81
grands,grand,30
cris,cri,21
de,de,81
mettre,mettre,14
une,un,71
sentinelle,sentinelle,22
à,à,81
ma,mon,73
porte,porte,22
pour,pour,81
m',je,51
empêcher,empêcher,14
de,de,81
sortir,sortir,14
/.,/.,P
on,on,51
m',je,51
enferma,enfermer,19
et,et,82
je,je,51
respirai,respirer,19
",",",",p
délivré,délivré,31
enfin,enfin,60
du,de,81
du,le,71
supplice,supplice,21
d',de,81
être,être,14
mon,mon,73
propre,propre,30
geôlier,geôlier,21
/.,/.,P
le,le,71
lendemain,lendemain,21
",",",",p
au,à,81
au,le,71
jour,jour,21
",",",",p
je,je,51
me,je,51
vis,voir,19
en,en,81
pleine,plein,30
mer,mer,22
",",",",p
et,et,82
je,je,51
jouis,jouir,17
d',de,81
un,un,71
peu,peu,60
plus,plus,60
de,de,81
calme,calme,21
en,en,81
perdant,perdre,13
de,de,81
vue,vue,22
la,le,71
terre,terre,22
",",",",p
objet,objet,21
de,de,81
toute,tout,75
tentation,tentation,22
malheureuse,malheureux,30
dans,dans,81
ma,mon,73
situation,situation,22
/.,/.,P
j',je,51
y,y,52
pensais,penser,18
avec,avec,81
plus,plus,60
de,de,81
résignation,résignation,22
",",",",p
lorsque,lorsque,83
ma,mon,73
petite,petit,30
porte,porte,22
s',se,51
ouvrit,ouvrir,19
",",",",p
et,et,82
le,le,71
bon,bon,30
amiral,amiral,21
entra,entrer,19
seul,seul,30
/.,/.,P
-,-,p
“,“,p
je,je,51
viens,venir,17
vous,vous,51
dire,dire,14
adieu,adieu,21
",",",",p
commença,commencer,19
t,t,94
il,il,51
d',de,81
un,un,71
air,air,21
moins,moins,60
grave,grave,30
que,que,83
de,de,81
coutume,coutume,22
;,;,p
vous,vous,51
partez,partir,17
pour,pour,81
la,le,71
France,France,20
demain,demain,60
matin,matin,21
/.,/.,P
-,-,p
oh,oh,93
!,!,p
mon,mon,73
dieu,dieu,21
/!,/!,P
est,être,17
ce,ce,52
pour,pour,81
m',je,51
éprouver,éprouver,14
que,que,83
vous,vous,51
m',je,51
annoncez,annoncer,17
cela,cela,52
",",",",p
milord,milord,21
/?,/?,P
ce,ce,52
serait,être,16
un,un,71
jeu,jeu,21
bien,bien,60
cruel,cruel,30
",",",",p
mon,mon,73
enfant,enfant,21
",",",",p
reprit,reprendre,19
il,il,51
;,;,p
j',je,51
ai,avoir,17
déjà,déjà,60
eu,avoir,12
envers,envers,81
vous,vous,51
un,un,71
assez,assez,60
grand,grand,30
tort,tort,21
/.,/.,P
j',je,51
aurais,avoir,16
dû,devoir,12
vous,vous,51
laisser,laisser,14
en,en,81
prison,prison,22
dans,dans,81
le,le,71
Northumberland,Northumberland,20
en,en,81
pleine,plein,30
terre,terre,22
et,et,82
vous,vous,51
rendre,rendre,14
votre,votre,73
parole,parole,22
/.,/.,P
vous,vous,51
auriez,avoir,16
pu,pouvoir,12
conspirer,conspirer,14
sans,sans,81
remords,remords,21
contre,contre,81
vos,votre,73
gardiens,gardien,21
et,et,82
user,user,14
d',de,81
adresse,adresse,22
",",",",p
sans,sans,81
scrupule,scrupule,21
",",",",p
pour,pour,81
vous,vous,51
échapper,échapper,14
/.,/.,P
vous,vous,51
avez,avoir,17
souffert,souffrir,12
davantage,davantage,60
",",",",p
ayant,avoir,13
plus,plus,60
de,de,81
liberté,liberté,22
;,;,p
mais,mais,82
",",",",p
grâce,grâce,22
à,à,81
dieu,dieu,21
!,!,p
vous,vous,51
avez,avoir,17
résisté,résister,12
hier,hier,60
à,à,81
une,un,71
occasion,occasion,22
qui,qui,52
vous,vous,51
déshonorait,déshonorer,18
/.,/.,P
-,-,p
c',ce,52
eût,avoir,19
été,être,12
échouer,échouer,14
au,à,81
au,le,71
port,port,21
",",",",p
car,car,82
depuis,depuis,81
quinze,quinze,72
jours,jour,21
je,je,51
négociais,négocier,18
votre,votre,73
échange,échange,21
",",",",p
que,que,52
l',le,71
amiral,amiral,21
Rosily,Rosily,20
vient,venir,17
de,de,81
conclure,conclure,14
/.,/.,P
-,-,p
j',je,51
ai,avoir,17
tremblé,trembler,12
pour,pour,81
vous,vous,51
hier,hier,60
",",",",p
car,car,82
je,je,51
savais,savoir,18
le,le,71
projet,projet,21
de,de,81
vos,votre,73
camarades,camarade,21
/.,/.,P
je,je,51
les,le,52
ai,avoir,17
laissés,laisser,12
s',se,51
échapper,échapper,14
à,à,81
cause,cause,22
de,de,81
vous,vous,51
",",",",p
dans,dans,81
la,le,71
crainte,crainte,22
qu',que,52
en,en,81
les,le,52
arrêtant,arrêter,13
on,on,51
ne,ne,60
vous,vous,51
arrêtât,arrêter,18
/.,/.,P
et,et,82
comment,comment,60
aurions,avoir,16
nous,nous,51
fait,faire,12
pour,pour,81
cacher,cacher,14
cela,cela,52
/?,/?,P
vous,vous,51
étiez,être,18
perdu,perdre,12
",",",",p
mon,mon,73
enfant,enfant,21
",",",",p
et,et,82
",",",",p
croyez,croire,17
moi,moi,51
",",",",p
mal,mal,60
reçu,recevoir,12
des,de,81
des,le,71
vieux,vieux,30
braves,brave,21
de,de,81
Napoléon,Napoléon,20
/.,/.,P
ils,ils,51
ont,avoir,17
le,le,71
droit,droit,21
d',de,81
être,être,14
difficiles,difficile,30
en,en,81
honneur,honneur,21
/.,/.,P
“,“,p
j',je,51
étais,être,18
si,si,60
troublé,troubler,12
que,que,83
je,je,51
ne,ne,60
savais,savoir,18
comment,comment,60
le,le,52
remercier,remercier,14
;,;,p
il,il,51
vit,voir,19
mon,mon,73
embarras,embarras,21
",",",",p
et,et,82
",",",",p
se,se,51
hâtant,hâter,13
de,de,81
couper,couper,14
les,le,71
mauvaises,mauvais,30
phrases,phrase,22
par,par,81
lesquelles,lequel,52
j',je,51
essayais,essayer,18
de,de,81
balbutier,balbutier,14
que,que,83
je,je,51
le,le,52
regrettais,regretter,18
:,:,p
“,“,p
allons,aller,17
",",",",p
allons,aller,17
",",",",p
me,je,51
dit,dire,19
il,il,51
",",",",p
pas,pas,60
de,de,81
ce,ce,52
que,que,52
nous,nous,51
appelons,appeler,17
French,French,20
compliments,compliment,21
;,;,p
nous,nous,51
sommes,être,17
contents,content,30
l',le,71
un,un,52
de,de,81
l',le,71
autre,autre,52
",",",",p
voilà,voilà,81
tout,tout,52
;,;,p
et,et,82
vous,vous,51
avez,avoir,17
",",",",p
je,je,51
crois,croire,17
",",",",p
un,un,71
proverbe,proverbe,21
qui,qui,52
dit,dire,17
:,:,p
il,il,51
n',ne,60
y,y,52
a,avoir,17
pas,pas,60
de,de,81
belle,beau,30
prison,prison,22
/.,/.,P
-,-,p
laissez,laisser,17
moi,moi,51
mourir,mourir,14
dans,dans,81
la,le,71
mienne,mien,52
",",",",p
mon,mon,73
ami,ami,21
;,;,p
je,je,51
m',je,51
y,y,52
suis,être,17
accoutumé,accoutumer,12
",",",",p
moi,moi,51
",",",",p
il,il,51
l',le,52
a,avoir,17
bien,bien,60
fallu,falloir,12
/.,/.,P
mais,mais,82
cela,cela,52
ne,ne,60
durera,durer,15
plus,plus,60
bien,bien,60
longtemps,longtemps,60
;,;,p
je,je,51
sens,sentir,17
mes,mon,73
jambes,jambe,22
trembler,trembler,14
sous,sous,81
moi,moi,51
et,et,82
s',se,51
amaigrir,amaigrir,14
/.,/.,P
pour,pour,81
la,le,71
quatrième,quatrième,72
fois,fois,22
",",",",p
j',je,51
ai,avoir,17
demandé,demander,12
le,le,71
repos,repos,21
à,à,81
lord,lord,21
Mulgrave,Mulgrave,20
",",",",p
et,et,82
il,il,51
m',je,51
a,avoir,17
encore,encore,60
refusé,refuser,12
;,;,p
il,il,51
m',je,51
a,avoir,17
écrit,écrire,12
qu',que,83
il,il,51
ne,ne,60
sait,savoir,17
comment,comment,60
me,je,51
remplacer,remplacer,14
/.,/.,P
quand,quand,83
je,je,51
serai,être,16
mort,mourir,12
",",",",p
il,il,51
faudra,falloir,15
bien,bien,60
qu',que,83
il,il,51
trouve,trouver,17
quelqu'un,quelqu'un,52
cependant,cependant,82
",",",",p
et,et,82
il,il,51
ne,ne,60
ferait,faire,16
pas,pas,60
mal,mal,60
de,de,81
prendre,prendre,14
ses,son,73
précautions,précaution,22
/.,/.,P
-,-,p
je,je,51
vais,aller,17
rester,rester,14
en,en,81
sentinelle,sentinelle,22
dans,dans,81
la,le,71
Méditerranée,Méditerranée,20
;,;,p
mais,mais,82
vous,vous,51
",",",",p
my,my,92
child,child,92
",",",",p
ne,ne,60
perdez,perdre,17
pas,pas,60
de,de,81
temps,temps,21
/.,/.,P
il,il,51
y,y,52
a,avoir,17
là,là,60
un,un,71
sloop,sloop,21
qui,qui,52
doit,devoir,17
vous,vous,51
conduire,conduire,14
/.,/.,P
je,je,51
n',ne,60
ai,avoir,17
qu',que,83
une,un,71
chose,chose,22
à,à,81
vous,vous,51
recommander,recommander,14
",",",",p
c',ce,52
est,être,17
de,de,81
vous,vous,51
dévouer,dévouer,14
à,à,81
un,un,71
principe,principe,21
plutôt,plutôt,60
qu',que,83
à,à,81
un,un,71
homme,homme,21
/.,/.,P
l',le,71
amour,amour,21
de,de,81
votre,votre,73
patrie,patrie,22
en,en,52
est,être,17
un,un,52
assez,assez,60
grand,grand,30
pour,pour,81
remplir,remplir,14
tout,tout,75
un,un,71
coeur,coeur,21
et,et,82
occuper,occuper,14
toute,tout,75
une,un,71
intelligence,intelligence,22
/.,/.,P
-,-,p
hélas,hélas,60
!,!,p
dis,dire,17
je,je,51
",",",",p
milord,milord,21
",",",",p
il,il,51
y,y,52
a,avoir,17
des,de,81
des,le,71
temps,temps,21
où,où,60
l',l',94
on,on,51
ne,ne,60
peut,pouvoir,17
pas,pas,60
aisément,aisément,60
savoir,savoir,14
ce,ce,52
que,que,52
veut,vouloir,17
la,le,71
patrie,patrie,22
/.,/.,P
je,je,51
vais,aller,17
le,le,52
demander,demander,14
à,à,81
la,le,71
mienne,mien,52
/.,/.,P
“,“,p
nous,nous,51
nous,nous,51
dîmes,dire,19
encore,encore,60
une,un,71
fois,fois,22
adieu,adieu,21
",",",",p
et,et,82
",",",",p
le,le,71
coeur,coeur,21
serré,serré,31
",",",",p
je,je,51
quittai,quitter,19
ce,ce,74
digne,digne,30
homme,homme,21
",",",",p
dont,dont,52
j',je,51
appris,apprendre,19
la,le,71
mort,mort,22
peu,peu,60
de,de,81
temps,temps,21
après,après,81
/.,/.,P
-,-,p
il,il,51
mourut,mourir,19
en,en,81
pleine,plein,30
mer,mer,22
",",",",p
comme,comme,83
il,il,51
avait,avoir,18
vécu,vivre,12
durant,durant,81
quarante,quarante,72
neuf,neuf,72
ans,an,21
",",",",p
sans,sans,81
se,se,51
plaindre,plaindre,14
",",",",p
ni,ni,82
se,se,51
glorifier,glorifier,14
",",",",p
et,et,82
sans,sans,81
avoir,avoir,14
revu,revoir,12
ses,son,73
deux,deux,72
filles,fille,22
/.,/.,P
seul,seul,30
et,et,82
sombre,sombre,30
comme,comme,83
un,un,52
de,de,81
ces,ce,74
vieux,vieux,30
dogues,dogue,21
d',de,81
Ossian,Ossian,20
qui,qui,52
gardent,garder,17
éternellement,éternellement,60
les,le,71
côtes,côte,22
d',de,81
Angleterre,Angleterre,20
dans,dans,81
les,le,71
flots,flot,21
et,et,82
les,le,71
brouillards,brouillard,21
/.,/.,P
j',je,51
