11269
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Cinquième extrait>,<>,<>
pieds,pied,21
aristocratiques,aristocratique,30
qui,qui,52
y,y,52
laissaient,laisser,18
leur,leur,52
délicate,délicat,30
empreinte,empreinte,22
",",",",p
circulait,circuler,18
comme,comme,83
un,un,71
ruban,ruban,21
jaune,jaune,30
autour,autour,60
de,de,81
cette,ce,74
nappe,nappe,22
verte,vert,30
",",",",p
courte,court,30
et,et,82
drue,dru,30
",",",",p
que,que,52
le,le,71
rouleau,rouleau,21
égalisait,égaliser,18
",",",",p
et,et,82
dont,dont,52
la,le,71
pluie,pluie,22
factice,factice,30
de,de,81
l',le,71
arrosoir,arrosoir,21
entretenait,entretenir,18
la,le,71
fraîcheur,fraîcheur,22
humide,humide,30
",",",",p
même,même,60
aux,à,81
aux,le,71
jours,jour,21
les,le,71
plus,plus,60
desséchants,desséchant,30
de,de,81
l',le,71
été,été,21
/.,/.,P
au,à,81
au,le,71
bout,bout,21
de,de,81
la,le,71
pièce,pièce,22
de,de,81
gazon,gazon,21
éclatait,éclater,18
",",",",p
à,à,81
l',le,71
époque,époque,22
où,où,60
se,se,51
passe,passer,17
cette,ce,74
histoire,histoire,22
",",",",p
un,un,71
vrai,vrai,30
feu,feu,21
d',de,81
artifice,artifice,21
fleuri,fleuri,31
tiré,tiré,31
par,par,81
un,un,71
massif,massif,30
de,de,81
géraniums,géranium,21
",",",",p
dont,dont,52
les,le,71
étoiles,étoile,22
écarlates,écarlate,30
flambaient,flamber,18
sur,sur,81
le,le,71
fond,fond,21
brun,brun,30
d',de,81
une,un,71
terre,terre,22
de,de,81
bruyère,bruyère,22
/.,/.,P
l',le,71
élégante,élégant,30
façade,façade,22
de,de,81
l',le,71
hôtel,hôtel,21
terminait,terminer,18
la,le,71
perspective,perspective,22
;,;,p
de,de,81
sveltes,svelte,30
colonnes,colonne,22
d',de,81
ordre,ordre,21
ionique,ionique,30
soutenant,soutenir,13
l',le,71
attique,attique,30
surmonté,surmonté,31
à,à,81
chaque,chaque,75
angle,angle,21
d',de,81
un,un,71
gracieux,gracieux,30
groupe,groupe,21
de,de,81
marbre,marbre,21
",",",",p
lui,lui,51
donnaient,donner,18
l',le,71
apparence,apparence,22
du,de,81
du,le,71
temple,temple,21
grec,grec,30
transporté,transporté,31
là,là,60
par,par,81
le,le,71
caprice,caprice,21
d',de,81
un,un,71
millionnaire,millionnaire,21
",",",",p
et,et,82
corrigeaient,corriger,18
",",",",p
en,en,81
éveillant,éveiller,13
une,un,71
idée,idée,22
de,de,81
poésie,poésie,22
et,et,82
d',de,81
art,art,21
",",",",p
tout,tout,52
ce,ce,52
que,que,52
ce,ce,74
luxe,luxe,21
aurait,avoir,16
pu,pouvoir,12
avoir,avoir,14
de,de,81
trop,trop,60
fastueux,fastueux,30
;,;,p
dans,dans,81
les,le,71
entre,entre,81
colonnements,colonnement,21
",",",",p
des,de,81
des,le,71
stores,store,21
rayés,rayé,31
de,de,81
larges,large,30
bandes,bande,22
roses,rose,30
et,et,82
presque,presque,60
toujours,toujours,60
baissés,baissé,31
abritaient,abriter,18
et,et,82
dessinaient,dessiner,18
les,le,71
fenêtres,fenêtre,22
",",",",p
qui,qui,52
s',se,51
ouvraient,ouvrir,18
de,de,81
plain-pied,plain-pied,60
sous,sous,81
le,le,71
portique,portique,21
comme,comme,83
des,de,81
des,le,71
portes,porte,22
de,de,81
glace,glace,22
/.,/.,P
lorsque,lorsque,83
le,le,71
ciel,ciel,21
fantasque,fantasque,30
de,de,81
Paris,Paris,20
daignait,daigner,18
étendre,étendre,14
un,un,71
pan,pan,21
d',de,81
azur,azur,21
derrière,derrière,81
ce,ce,74
palazzino,palazzino,92
",",",",p
les,le,71
lignes,ligne,22
s',se,51
en,en,52
dessinaient,dessiner,18
si,si,60
heureusement,heureusement,60
entre,entre,81
les,le,71
touffes,touffe,22
de,de,81
verdure,verdure,22
",",",",p
qu',que,83
on,on,51
pouvait,pouvoir,18
les,le,52
prendre,prendre,14
pour,pour,81
le,le,71
pied-à-terre,pied-à-terre,21
de,de,81
la,le,71
Reine,Reine,20
des,de,81
des,le,71
fées,fée,22
",",",",p
ou,ou,82
pour,pour,81
un,un,71
tableau,tableau,21
de,de,81
baron,baron,21
agrandi,agrandi,31
/.,/.,P
de,de,81
chaque,chaque,75
côté,côté,21
de,de,81
l',le,71
hôtel,hôtel,21
s',se,51
avançaient,avancer,18
dans,dans,81
le,le,71
jardin,jardin,21
deux,deux,72
serres,serre,22
formant,former,13
ailes,aile,22
",",",",p
dont,dont,52
les,le,71
parois,paroi,22
de,de,81
cristal,cristal,21
se,se,51
diamantaient,diamanter,18
au,à,81
au,le,71
soleil,soleil,21
entre,entre,81
leurs,leur,73
nervures,nervure,22
dorées,doré,31
",",",",p
et,et,82
faisaient,faire,18
à,à,81
une,un,71
foule,foule,22
de,de,81
plantes,plante,22
exotiques,exotique,30
les,le,71
plus,plus,60
rares,rare,30
et,et,82
les,le,71
plus,plus,60
précieuses,précieux,30
l',le,71
illusion,illusion,22
de,de,81
leur,leur,73
climat,climat,21
natal,natal,30
/.,/.,P
si,si,83
quelque,quelque,75
poète,poète,21
matineux,matineux,30
eût,avoir,19
passé,passer,12
avenue,avenue,22
Gabriel,Gabriel,20
aux,à,81
aux,le,71
premières,premier,72
rougeurs,rougeur,22
de,de,81
l',le,71
aurore,aurore,22
",",",",p
il,il,51
eût,avoir,19
entendu,entendre,12
le,le,71
rossignol,rossignol,21
achever,achever,14
les,le,71
derniers,dernier,21
trilles,trille,22
de,de,81
son,son,73
nocturne,nocturne,22
",",",",p
et,et,82
vu,vu,81
le,le,71
merle,merle,21
se,se,51
promener,promener,14
en,en,81
pantoufles,pantoufle,22
jaunes,jaune,30
dans,dans,81
l',le,71
allée,allée,22
du,de,81
du,le,71
jardin,jardin,21
comme,comme,83
un,un,71
oiseau,oiseau,21
qui,qui,52
est,être,17
chez,chez,81
lui,lui,51
;,;,p
mais,mais,82
la,le,71
nuit,nuit,22
",",",",p
après,après,81
que,que,83
les,le,71
roulements,roulement,21
des,de,81
des,le,71
voitures,voiture,22
revenant,revenir,13
de,de,81
l',le,71
Opéra,Opéra,20
se,se,51
sont,être,17
éteints,éteindre,12
au,à,81
au,le,71
milieu,milieu,21
du,de,81
du,le,71
silence,silence,21
de,de,81
la,le,71
vie,vie,22
endormie,endormi,31
",",",",p
ce,ce,74
même,même,75
poète,poète,21
aurait,avoir,16
vaguement,vaguement,60
distingué,distinguer,12
une,un,71
ombre,ombre,22
blanche,blanc,30
au,à,81
au,le,71
bras,bras,21
d',de,81
un,un,71
beau,beau,30
jeune,jeune,21
homme,homme,21
",",",",p
et,et,82
serait,être,16
remonté,remonter,12
dans,dans,81
sa,son,73
mansarde,mansarde,22
solitaire,solitaire,30
",",",",p
l',le,71
âme,âme,22
triste,triste,30
jusqu',jusque,81
à,à,81
la,le,71
mort,mort,22
/.,/.,P
c',ce,52
était,être,18
là,là,60
qu',que,83
habitaient,habiter,18
depuis,depuis,81
quelque,quelque,75
temps,temps,21
-,-,p
le,le,71
lecteur,lecteur,21
l',le,52
a,avoir,17
sans,sans,81
doute,doute,21
déjà,déjà,60
deviné,deviner,12
-,-,p
la,le,71
comtesse,comtesse,22
Prascovie,Prascovie,20
Labinska,Labinska,20
et,et,82
son,son,73
mari,mari,21
le,le,71
comte,comte,21
Olaf,Olaf,20
Labinski,Labinski,20
",",",",p
revenu,revenu,21
de,de,81
la,le,71
guerre,guerre,22
du,de,81
du,le,71
Caucase,Caucase,20
après,après,81
une,un,71
glorieuse,glorieux,30
campagne,campagne,22
",",",",p
où,où,60
",",",",p
s',si,83
il,il,51
ne,ne,60
s',se,51
était,être,18
pas,pas,60
battu,battre,12
corps à corps,corps à corps,21
avec,avec,81
le,le,71
mystique,mystique,22
et,et,82
insaisissable,insaisissable,30
Schamyl,Schamyl,20
",",",",p
certainement,certainement,60
il,il,51
avait,avoir,18
eu,avoir,12
affaire,affaire,22
aux,à,81
aux,le,71
plus,plus,60
fanatiquement,fanatiquement,60
dévoués,dévoué,31
des,de,81
des,le,71
Mourides,Mourides,20
de,de,81
l',le,71
illustre,illustre,30
cheikh,cheikh,21
/.,/.,P
il,il,51
avait,avoir,18
évité,éviter,12
les,le,71
balles,balle,22
comme,comme,83
les,le,71
braves,brave,30
les,le,52
évitent,éviter,17
",",",",p
en,en,81
se,se,51
précipitant,précipiter,13
au-devant,au-devant,60
d',de,81
elles,ils,51
",",",",p
et,et,82
les,le,71
damas,damas,21
courbes,courbe,30
des,de,81
des,le,71
sauvages,sauvage,30
guerriers,guerrier,21
s',se,51
étaient,être,18
brisés,briser,12
sur,sur,81
sa,son,73
poitrine,poitrine,22
sans,sans,81
l',le,52
entamer,entamer,14
/.,/.,P
le,le,71
courage,courage,21
est,être,17
une,un,71
cuirasse,cuirasse,22
sans,sans,81
défaut,défaut,21
/.,/.,P
le,le,71
comte,comte,21
Labinski,Labinski,20
possédait,posséder,18
cette,ce,74
valeur,valeur,22
folle,fou,30
des,de,81
des,le,71
races,race,22
slaves,slave,30
",",",",p
qui,qui,52
aiment,aimer,17
le,le,71
péril,péril,21
pour,pour,81
le,le,71
péril,péril,21
",",",",p
et,et,82
auxquelles,à,81
auxquelles,lequel,52
peut,pouvoir,17
s',se,51
appliquer,appliquer,14
encore,encore,60
ce,ce,74
refrain,refrain,21
de,de,81
vieux,vieux,30
chant,chant,21
scandinave,scandinave,30
:,:,p
“,“,p
ils,ils,51
tuent,tuer,17
",",",",p
meurent,mourir,17
et,et,82
rient,rire,17
/!,/!,P
avec,avec,81
quelle,quel,75
ivresse,ivresse,22
s',se,51
étaient,être,18
retrouvés,retrouver,12
ces,ce,74
deux,deux,72
époux,époux,21
",",",",p
pour,pour,81
qui,qui,52
le,le,71
mariage,mariage,21
n',ne,60
était,être,18
que,que,83
la,le,71
passion,passion,22
permise,permis,31
par,par,81
dieu,dieu,21
et,et,82
par,par,81
les,le,71
hommes,homme,21
",",",",p
Thomas,Thomas,20
Moore,Moore,20
pourrait,pouvoir,16
seul,seul,30
le,le,52
dire,dire,14
en,en,81
style,style,21
d',de,81
amour,amour,21
des,de,81
des,le,71
Anges,Anges,20
/!,/!,P
il,il,51
faudrait,falloir,16
que,que,83
chaque,chaque,75
goutte,goutte,22
d',de,81
encre,encre,22
se,se,51
transformât,transformer,18
dans,dans,81
notre,notre,73
plume,plume,22
en,en,81
goutte,goutte,22
de,de,81
lumière,lumière,22
",",",",p
et,et,82
que,que,83
chaque,chaque,75
mot,mot,21
s',se,51
évaporât,évaporer,18
sur,sur,81
le,le,71
papier,papier,21
en,en,81
jetant,jeter,13
une,un,71
flamme,flamme,22
et,et,82
un,un,71
parfum,parfum,21
comme,comme,83
un,un,71
grain,grain,21
d',de,81
encens,encens,21
/.,/.,P
comment,comment,60
peindre,peindre,14
ces,ce,74
deux,deux,72
âmes,âme,22
fondues,fondu,31
en,en,81
une,un,71
seule,seul,30
et,et,82
pareilles,pareil,30
à,à,81
deux,deux,72
larmes,larme,22
de,de,81
rosée,rosée,22
qui,qui,52
",",",",p
glissant,glisser,13
sur,sur,81
un,un,71
pétale,pétale,21
de,de,81
lis,lis,21
",",",",p
se,se,51
rencontrent,rencontrer,17
",",",",p
se,se,51
mêlent,mêler,17
",",",",p
s',se,51
absorbent,absorber,17
l',le,71
une,un,52
l',le,71
autre,autre,52
et,et,82
ne,ne,60
font,faire,17
plus,plus,60
qu',que,83
une,un,71
perle,perle,22
unique,unique,30
/?,/?,P
le,le,71
bonheur,bonheur,21
est,être,17
une,un,71
chose,chose,22
si,si,60
rare,rare,30
en,en,81
ce,ce,74
monde,monde,21
",",",",p
que,que,83
l',le,71
homme,homme,21
n',ne,60
a,avoir,17
pas,pas,60
songé,songer,12
à,à,81
inventer,inventer,14
des,de,81
des,le,71
paroles,parole,22
pour,pour,81
le,le,52
rendre,rendre,14
",",",",p
tandis que,tandis que,83
le,le,71
vocabulaire,vocabulaire,21
des,de,81
des,le,71
souffrances,souffrance,22
morales,moral,30
et,et,82
physiques,physique,30
remplit,remplir,17
d',de,81
innombrables,innombrable,30
colonnes,colonne,22
dans,dans,81
le,le,71
dictionnaire,dictionnaire,21
de,de,81
toutes,tout,75
les,le,71
langues,langue,22
/.,/.,P
Olaf,Olaf,20
et,et,82
Prascovie,Prascovie,20
s',se,51
étaient,être,18
aimés,aimer,12
tout,tout,75
enfants,enfant,21
;,;,p
jamais,jamais,60
leur,leur,73
coeur,coeur,21
n',ne,60
avait,avoir,18
battu,battre,12
qu',que,83
à,à,81
un,un,71
seul,seul,30
nom,nom,21
;,;,p
ils,ils,51
savaient,savoir,18
presque,presque,60
dès,dès,81
le,le,71
berceau,berceau,21
qu',que,83
ils,ils,51
s',se,51
appartiendraient,appartenir,16
",",",",p
et,et,82
le,le,71
reste,reste,21
du,de,81
du,le,71
monde,monde,21
n',ne,60
existait,exister,18
pas,pas,60
pour,pour,81
eux,ils,51
;,;,p
on,on,51
eût,avoir,19
dit,dire,12
que,que,83
les,le,71
morceaux,morceau,21
de,de,81
l',le,71
androgyne,androgyne,21
de,de,81
Platon,Platon,20
",",",",p
qui,qui,52
se,se,51
cherchent,chercher,17
en,en,81
vain,vain,30
depuis,depuis,81
le,le,71
divorce,divorce,21
primitif,primitif,30
",",",",p
s',se,51
étaient,être,18
retrouvés,retrouver,12
et,et,82
réunis,réunir,12
en,en,81
eux,ils,51
;,;,p
ils,ils,51
formaient,former,18
cette,ce,74
dualité,dualité,22
dans,dans,81
l',le,71
unité,unité,22
",",",",p
qui,qui,52
est,être,17
l',le,71
harmonie,harmonie,22
complète,complet,30
",",",",p
et,et,82
",",",",p
côte,côte,22
à,à,81
côte,côte,22
",",",",p
ils,ils,51
marchaient,marcher,18
",",",",p
ou,ou,82
plutôt,plutôt,60
ils,ils,51
volaient,voler,18
à,à,81
travers,travers,21
la,le,71
vie,vie,22
d',de,81
un,un,71
essor,essor,21
égal,égal,30
",",",",p
soutenu,soutenu,31
",",",",p
planant,planant,30
comme,comme,83
deux,deux,72
colombes,colombe,22
que,que,52
le,le,71
même,même,75
désir,désir,21
appelle,appeler,17
",",",",p
pour,pour,81
nous,nous,51
servir,servir,14
de,de,81
la,le,71
belle,beau,30
expression,expression,22
de,de,81
Dante,Dante,20
/.,/.,P
afin,afin,81
que,que,83
rien,rien,52
ne,ne,60
troublât,troubler,18
cette,ce,74
félicité,félicité,22
",",",",p
une,un,71
fortune,fortune,22
immense,immense,30
l',le,52
entourait,entourer,18
comme,comme,83
d',de,81
une,un,71
atmosphère,atmosphère,22
d',de,81
or,or,21
/.,/.,P
dès,dès,81
que,que,83
ce,ce,74
couple,couple,21
radieux,radieux,30
paraissait,paraître,18
",",",",p
la,le,71
misère,misère,22
consolée,consolé,31
quittait,quitter,18
ses,son,73
haillons,haillon,21
",",",",p
les,le,71
larmes,larme,22
se,se,51
séchaient,sécher,18
;,;,p
car,car,82
Olaf,Olaf,20
et,et,82
Prascovie,Prascovie,20
avaient,avoir,18
le,le,71
noble,noble,30
égoïsme,égoïsme,21
du,de,81
du,le,71
bonheur,bonheur,21
",",",",p
et,et,82
ils,ils,51
ne,ne,60
pouvaient,pouvoir,18
souffrir,souffrir,14
une,un,71
douleur,douleur,22
dans,dans,81
leur,leur,73
rayonnement,rayonnement,21
/.,/.,P
depuis,depuis,81
que,que,83
le,le,71
polythéisme,polythéisme,21
a,avoir,17
emporté,emporter,12
avec,avec,81
lui,lui,51
ces,ce,74
jeunes,jeune,30
dieux,dieu,21
",",",",p
ces,ce,74
génies,génie,21
souriants,souriant,30
",",",",p
ces,ce,74
éphèbes,éphèbe,21
célestes,céleste,30
aux,à,81
aux,le,71
formes,forme,22
d',de,81
une,un,71
perfection,perfection,22
si,si,60
absolue,absolu,30
",",",",p
d',de,81
un,un,71
rythme,rythme,21
si,si,60
harmonieux,harmonieux,30
",",",",p
d',de,81
un,un,71
idéal,idéal,21
si,si,60
pur,pur,30
",",",",p
et,et,82
que,que,83
la,le,71
Grèce,Grèce,20
antique,antique,30
ne,ne,60
chante,chanter,17
plus,plus,60
l',le,71
hymne,hymne,21
de,de,81
la,le,71
beauté,beauté,22
en,en,81
strophes,strophe,22
de,de,81
Paros,Paros,20
",",",",p
l',le,71
homme,homme,21
a,avoir,17
cruellement,cruellement,60
abusé,abuser,12
de,de,81
la,le,71
permission,permission,22
qu',que,83
on,on,51
lui,lui,51
a,avoir,17
donnée,donner,12
d',de,81
être,être,14
laid,laid,30
",",",",p
et,et,82
",",",",p
quoique,quoique,83
fait,fait,31
à,à,81
l',le,71
image,image,22
de,de,81
dieu,dieu,21
",",",",p
le,le,52
représente,représenter,17
assez,assez,60
mal,mal,60
/.,/.,P
mais,mais,82
le,le,71
comte,comte,21
Labinski,Labinski,20
n',ne,60
avait,avoir,18
pas,pas,60
profité,profiter,12
de,de,81
cette,ce,74
licence,licence,22
;,;,p
l',le,71
ovale,ovale,21
un,un,71
peu,peu,60
allongé,allongé,31
de,de,81
sa,son,73
figure,figure,22
",",",",p
son,son,73
nez,nez,21
mince,mince,30
",",",",p
d',de,81
une,un,71
coupe,coupe,22
hardie,hardi,30
et,et,82
fine,fin,30
",",",",p
sa,son,73
lèvre,lèvre,22
fermement,fermement,60
dessinée,dessiné,31
",",",",p
qu',que,83
accentuait,accentuer,18
une,un,71
moustache,moustache,22
blonde,blond,30
aiguisée,aiguisé,31
à,à,81
ses,son,73
pointes,pointe,22
",",",",p
son,son,73
menton,menton,21
relevé,relevé,31
et,et,82
frappé,frappé,31
d',de,81
une,un,71
fossette,fossette,22
",",",",p
ses,son,73
yeux,oeil,21
noirs,noir,30
",",",",p
singularité,singularité,22
piquante,piquant,30
",",",",p
étrangeté,étrangeté,22
gracieuse,gracieux,30
",",",",p
lui,lui,51
donnaient,donner,18
l',le,71
air,air,21
d',de,81
un,un,52
de,de,81
ces,ce,74
anges,ange,21
guerriers,guerrier,30
",",",",p
saint,saint,30
Michel,Michel,20
ou,ou,82
Raphaël,Raphaël,20
",",",",p
qui,qui,52
combattent,combattre,17
le,le,71
démon,démon,21
",",",",p
revêtus,revêtu,31
d',de,81
armures,armure,22
d',de,81
or,or,21
/.,/.,P
il,il,51
eût,avoir,19
été,être,12
trop,trop,60
beau,beau,30
sans,sans,81
l',le,71
éclair,éclair,21
mâle,mâle,30
de,de,81
ses,son,73
sombres,sombre,30
prunelles,prunelle,22
et,et,82
la,le,71
couche,couche,22
hâlée,hâlé,31
que,que,52
le,le,71
soleil,soleil,21
d',de,81
Asie,Asie,20
avait,avoir,18
déposée,déposer,12
sur,sur,81
ses,son,73
traits,trait,21
/.,/.,P
le,le,71
comte,comte,21
était,être,18
de,de,81
taille,taille,22
moyenne,moyen,30
",",",",p
mince,mince,30
",",",",p
svelte,svelte,30
",",",",p
nerveux,nerveux,30
",",",",p
cachant,cacher,13
des,de,81
des,le,71
muscles,muscle,21
d',de,81
acier,acier,21
sous,sous,81
une,un,71
apparente,apparent,30
délicatesse,délicatesse,22
;,;,p
et,et,82
lorsque,lorsque,83
dans,dans,81
quelque,quelque,75
bal,bal,21
d',de,81
ambassade,ambassade,22
",",",",p
il,il,51
revêtait,revêtir,18
son,son,73
costume,costume,21
de,de,81
magnat,magnat,21
",",",",p
tout,tout,60
chamarré,chamarré,31
d',de,81
or,or,21
",",",",p
tout,tout,60
étoilé,étoilé,31
de,de,81
diamants,diamant,21
",",",",p
tout,tout,60
brodé,brodé,31
de,de,81
perles,perle,22
",",",",p
il,il,51
passait,passer,18
parmi,parmi,81
les,le,71
groupes,groupe,21
comme,comme,83
une,un,71
apparition,apparition,22
étincelante,étincelant,30
",",",",p
excitant,exciter,13
la,le,71
jalousie,jalousie,22
des,de,81
des,le,71
hommes,homme,21
et,et,82
l',le,71
amour,amour,21
des,de,81
des,le,71
femmes,femme,22
",",",",p
que,que,52
Prascovie,Prascovie,20
lui,lui,51
rendait,rendre,18
indifférentes,indifférent,30
/.,/.,P
-,-,p
nous,nous,51
n',ne,60
ajoutons,ajouter,17
pas,pas,60
que,que,83
le,le,71
comte,comte,21
possédait,posséder,18
les,le,71
dons,don,21
de,de,81
l',le,71
esprit,esprit,21
comme,comme,83
ceux,celui,52
du,de,81
du,le,71
corps,corps,21
;,;,p
les,le,71
fées,fée,22
bienveillantes,bienveillant,30
l',le,52
avaient,avoir,18
doué,douer,12
à,à,81
son,son,73
berceau,berceau,21
",",",",p
et,et,82
la,le,71
méchante,méchant,30
sorcière,sorcière,22
qui,qui,52
gâte,gâter,17
tout,tout,52
s',se,51
était,être,18
montrée,montrer,12
de,de,81
bonne,bon,30
humeur,humeur,22
ce,ce,74
jour,jour,21
là,là,60
/.,/.,P
vous,vous,51
comprenez,comprendre,17
qu',que,83
avec,avec,81
un,un,71
tel,tel,75
rival,rival,21
",",",",p
Octave,Octave,20
de,de,81
Saville,Saville,20
avait,avoir,18
peu,peu,60
de,de,81
chance,chance,22
",",",",p
et,et,82
qu',que,83
il,il,51
faisait,faire,18
bien,bien,60
de,de,81
se,se,51
laisser,laisser,14
tranquillement,tranquillement,60
mourir,mourir,14
sur,sur,81
les,le,71
coussins,coussin,21
de,de,81
son,son,73
divan,divan,21
",",",",p
malgré,malgré,81
l',le,71
espoir,espoir,21
qu',que,83
essayait,essayer,18
de,de,81
lui,lui,51
remettre,remettre,14
au,à,81
au,le,71
coeur,coeur,21
le,le,71
fantastique,fantastique,30
docteur,docteur,21
Balthazar,Balthazar,20
Cherbonneau,Cherbonneau,20
/.,/.,P
-,-,p
oublier,oublier,14
Prascovie,Prascovie,20
eût,avoir,19
été,être,12
le,le,71
seul,seul,30
moyen,moyen,30
",",",",p
mais,mais,82
c',ce,52
était,être,18
la,le,71
chose,chose,22
impossible,impossible,30
;,;,p
la,le,52
revoir,revoir,14
",",",",p
à,à,81
quoi,quoi,52
bon,bon,60
/?,/?,P
Octave,Octave,20
sentait,sentir,18
que,que,83
la,le,71
résolution,résolution,22
de,de,81
la,le,71
jeune,jeune,30
femme,femme,22
ne,ne,60
faiblirait,faiblir,16
jamais,jamais,60
dans,dans,81
son,son,73
implacabilité,implacabilité,22
douce,doux,30
",",",",p
dans,dans,81
sa,son,73
froideur,froideur,22
compatissante,compatissant,30
/.,/.,P
il,il,51
avait,avoir,18
peur,peur,22
que,que,83
ses,son,73
blessures,blessure,22
non,non,60
cicatrisées,cicatrisé,31
ne,ne,60
se,se,51
rouvrissent,rouvrir,18
et,et,82
ne,ne,60
saignassent,saigner,18
devant,devant,81
celle,celui,52
qui,qui,52
l',le,52
avait,avoir,18
tué,tuer,12
innocemment,innocemment,60
",",",",p
et,et,82
il,il,51
ne,ne,60
voulait,vouloir,18
pas,pas,60
l',le,52
accuser,accuser,14
",",",",p
la,le,71
douce,doux,30
meurtrière,meurtrière,22
aimée,aimé,31
/!,/!,P
IV,IV,20
deux,deux,72
ans,an,21
s',se,51
étaient,être,18
écoulés,écouler,12
depuis,depuis,81
le,le,71
jour,jour,21
où,où,60
la,le,71
comtesse,comtesse,22
Labinska,Labinska,20
avait,avoir,18
arrêté,arrêter,12
sur,sur,81
les,le,71
lèvres,lèvre,22
d',de,81
Octave,Octave,20
la,le,71
déclaration,déclaration,22
d',de,81
amour,amour,21
qu',que,83
elle,il,51
ne,ne,60
devait,devoir,18
pas,pas,60
entendre,entendre,14
;,;,p
Octave,Octave,20
",",",",p
tombé,tombé,31
du,de,81
du,le,71
haut,haut,21
de,de,81
son,son,73
rêve,rêve,21
",",",",p
s',se,51
était,être,18
éloigné,éloigner,12
",",",",p
ayant,avoir,13
au,à,81
au,le,71
foie,foie,21
le,le,71
bec,bec,21
d',de,81
un,un,71
chagrin,chagrin,21
noir,noir,30
",",",",p
et,et,82
n',ne,60
avait,avoir,18
pas,pas,60
donné,donner,12
de,de,81
ses,son,73
nouvelles,nouvelle,22
à,à,81
Prascovie,Prascovie,20
/.,/.,P
l',le,71
unique,unique,30
mot,mot,21
qu',que,52
il,il,51
eût,avoir,19
pu,pouvoir,12
lui,lui,51
écrire,écrire,14
était,être,18
le,le,71
seul,seul,30
défendu,défendu,31
/.,/.,P
mais,mais,82
plus,plus,60
d',de,81
une,un,71
fois,fois,22
la,le,71
pensée,pensée,22
de,de,81
la,le,71
comtesse,comtesse,22
effrayée,effrayé,31
de,de,81
ce,ce,74
silence,silence,21
s',se,51
était,être,18
reportée,reporter,12
avec,avec,81
mélancolie,mélancolie,22
sur,sur,81
son,son,73
pauvre,pauvre,30
adorateur,adorateur,21
:,:,p
-,-,p
l',le,52
avait,avoir,18
il,il,51
oubliée,oublier,12
/?,/?,P
dans,dans,81
sa,son,73
divine,divin,30
absence,absence,22
de,de,81
coquetterie,coquetterie,22
",",",",p
elle,il,51
le,le,52
souhaitait,souhaiter,18
sans,sans,81
le,le,52
croire,croire,14
",",",",p
car,car,82
l',le,71
inextinguible,inextinguible,30
flamme,flamme,22
de,de,81
la,le,71
passion,passion,22
illuminait,illuminer,18
les,le,71
yeux,oeil,21
d',de,81
Octave,Octave,20
",",",",p
et,et,82
la,le,71
comtesse,comtesse,22
n',ne,60
avait,avoir,18
pu,pouvoir,12
s',se,51
y,y,52
méprendre,méprendre,14
/.,/.,P
l',le,71
amour,amour,21
et,et,82
les,le,71
dieux,dieu,21
se,se,51
reconnaissent,reconnaître,17
au,à,81
au,le,71
regard,regard,21
:,:,p
cette,ce,74
idée,idée,22
traversait,traverser,18
comme,comme,83
un,un,71
petit,petit,30
nuage,nuage,21
le,le,71
limpide,limpide,30
azur,azur,21
de,de,81
son,son,73
bonheur,bonheur,21
",",",",p
et,et,82
lui,lui,51
inspirait,inspirer,18
la,le,71
légère,léger,30
tristesse,tristesse,22
des,de,81
des,le,71
anges,ange,21
qui,qui,52
",",",",p
dans,dans,81
le,le,71
ciel,ciel,21
",",",",p
se,se,51
souviennent,souvenir,17
de,de,81
la,le,71
terre,terre,22
;,;,p
son,son,73
âme,âme,22
charmante,charmant,30
souffrait,souffrir,18
de,de,81
savoir,savoir,14
là-bas,là-bas,60
quelqu'un,quelqu'un,52
malheureux,malheureux,30
à,à,81
cause,cause,22
d',de,81
elle,il,51
;,;,p
mais,mais,82
que,que,52
peut,pouvoir,17
l',le,71
étoile,étoile,22
d',de,81
or,or,21
scintillante,scintillant,30
au,à,81
au,le,71
haut,haut,21
du,de,81
du,le,71
firmament,firmament,21
pour,pour,81
le,le,71
pâtre,pâtre,21
obscur,obscur,30
qui,qui,52
lève,lever,17
vers,vers,81
elle,il,51
des,de,81
des,le,71
bras,bras,21
éperdus,éperdu,30
/?,/?,P
aux,à,81
aux,le,71
temps,temps,21
mythologiques,mythologique,30
",",",",p
Phoebé,Phoebé,20
descendit,descendre,19
bien,bien,60
des,de,81
des,le,71
cieux,ciel,21
en,en,81
rayons,rayon,21
d',de,81
argent,argent,21
sur,sur,81
le,le,71
sommeil,sommeil,21
d',de,81
Endymion,Endymion,20
;,;,p
mais,mais,82
elle,il,51
n',ne,60
était,être,18
pas,pas,60
mariée,marier,12
à,à,81
un,un,71
comte,comte,21
polonais,polonais,30
/.,/.,P
dès,dès,81
son,son,73
arrivée,arrivée,22
à,à,81
Paris,Paris,20
",",",",p
la,le,71
comtesse,comtesse,22
Labinska,Labinska,20
avait,avoir,18
envoyé,envoyer,12
à,à,81
Octave,Octave,20
cette,ce,74
invitation,invitation,22
banale,banal,30
que,que,52
le,le,71
docteur,docteur,21
Balthazar,Balthazar,20
Cherbonneau,Cherbonneau,20
tournait,tourner,18
distraitement,distraitement,60
entre,entre,81
ses,son,73
doigts,doigt,21
",",",",p
et,et,82
en,en,81
ne,ne,60
le,le,52
voyant,voir,13
pas,pas,60
venir,venir,14
