11735
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Seizième extrait>,<>,<>
",",",",p
et,et,82
tout,tout,60
rempli,rempli,31
du,de,81
du,le,71
Saint-Esprit,Saint Esprit,20
:,:,p
V,V,20
O,O,20
mon,mon,73
frère,frère,21
!,!,p
je,je,51
vois,voir,17
le,le,71
fils,fils,21
de,de,81
l',le,71
homme,homme,21
qui,qui,52
nous,nous,51
sourit,sourire,17
;,;,p
laisse,laisser,17
moi,moi,51
mourir,mourir,14
le,le,71
premier,premier,72
/.,/.,P
VI,VI,20
car,car,82
si,si,83
je,je,51
voyais,voir,18
ton,ton,73
sang,sang,21
",",",",p
je,je,51
craindrais,craindre,16
de,de,81
verser,verser,14
des,de,81
des,le,71
larmes,larme,22
indignes,indigne,30
du,de,81
du,le,71
seigneur,seigneur,21
notre,notre,73
dieu,dieu,21
/.,/.,P
VII,VII,20
or,or,82
Protais,Protais,20
lui,lui,51
répondit,répondre,19
ces,ce,74
paroles,parole,22
:,:,p
VIII,VIII,20
mon,mon,73
frère,frère,21
",",",",p
il,il,51
est,être,17
juste,juste,30
que,que,83
je,je,51
périsse,périr,17
après,après,81
toi,toi,51
",",",",p
car,car,82
j',je,51
ai,avoir,17
plus,plus,60
d',de,81
années,année,22
et,et,82
des,de,81
des,le,71
forces,force,22
plus,plus,60
grandes,grand,30
pour,pour,81
te,tu,51
voir,voir,14
souffrir,souffrir,14
/.,/.,P
IX,IX,20
mais,mais,82
les,le,71
sénateurs,sénateur,21
et,et,82
le,le,71
peuple,peuple,21
grinçaient,grincer,18
des,de,81
des,le,71
dents,dent,22
contre,contre,81
eux,ils,51
/.,/.,P
X,X,20
et,et,82
",",",",p
les,le,71
soldats,soldat,21
les,le,52
ayant,avoir,13
frappés,frapper,12
",",",",p
leurs,leur,73
têtes,tête,22
tombèrent,tomber,19
ensemble,ensemble,60
sur,sur,81
la,le,71
même,même,75
pierre,pierre,22
/.,/.,P
XI,XI,20
or,or,82
c',ce,52
est,être,17
en,en,81
ce,ce,74
lieu,lieu,21
même,même,30
que,que,83
le,le,71
bienheureux,bienheureux,30
saint,saint,30
Ambroise,Ambroise,20
trouva,trouver,19
la,le,71
cendre,cendre,22
des,de,81
des,le,71
deux,deux,72
martyrs,martyr,21
",",",",p
qui,qui,52
rendit,rendre,19
la,le,71
vue,vue,22
à,à,81
un,un,71
aveugle,aveugle,21
/.,/.,P
-,-,p
eh,eh,93
bien,bien,60
",",",",p
dit,dire,19
Cinq-Mars,Cinq-Mars,20
en,en,81
regardant,regarder,13
son,son,73
ami,ami,21
lorsqu',lorsque,83
il,il,51
eut,avoir,19
fini,finir,12
",",",",p
que,que,52
répondez,répondre,17
vous,vous,51
à,à,81
cela,cela,52
/?,/?,P
la,le,71
volonté,volonté,22
de,de,81
dieu,dieu,21
soit,être,17
faite,faire,12
;,;,p
mais,mais,82
nous,nous,51
ne,ne,60
devons,devoir,17
pas,pas,60
la,le,52
sonder,sonder,14
/.,/.,P
-,-,p
ni,ni,82
reculer,reculer,14
dans,dans,81
nos,notre,73
dessins,dessin,21
pour,pour,81
un,un,71
jeu,jeu,21
d',de,81
enfant,enfant,21
",",",",p
reprit,reprendre,19
d',de,81
Effiat,Effiat,20
avec,avec,81
impatience,impatience,22
et,et,82
s',se,51
enveloppant,envelopper,13
d',de,81
un,un,71
manteau,manteau,21
jeté,jeté,31
sur,sur,81
lui,lui,51
/.,/.,P
souvenez,souvenir,17
vous,vous,51
des,de,81
des,le,71
vers,vers,21
que,que,52
nous,nous,51
récitions,réciter,18
autrefois,autrefois,60
:,:,p
justam,justam,92
et,et,82
tenacem,tenacem,92
proposili,proposili,92
virum,virum,92
…,…,p
ces,ce,74
mots,mot,21
de,de,81
fer,fer,21
se,se,51
sont,être,17
imprimés,imprimer,12
dans,dans,81
ma,mon,73
tête,tête,22
/.,/.,P
oui,oui,60
",",",",p
que,que,52
l',le,71
univers,univers,21
s',se,51
écroule,écrouler,17
autour,autour,60
de,de,81
moi,moi,51
",",",",p
ses,son,73
débris,débris,21
m',je,51
emporteront,emporter,15
inébranlable,inébranlable,30
/.,/.,P
-,-,p
ne,ne,60
comparons,comparer,17
pas,pas,60
les,le,71
pensées,pensée,22
de,de,81
l',le,71
homme,homme,21
à,à,81
celles,celui,52
du,de,81
du,le,71
ciel,ciel,21
",",",",p
et,et,82
soumettons,soumettre,17
nous,nous,51
",",",",p
dit,dire,19
de,de,81
Thou,Thou,20
gravement,gravement,60
/.,/.,P
-,-,p
amen,amen,21
",",",",p
dit,dire,19
le,le,71
vieux,vieux,30
Grandchamp,Grandchamp,20
",",",",p
dont,dont,52
les,le,71
yeux,oeil,21
s',se,51
étaient,être,18
remplis,remplir,12
de,de,81
larmes,larme,22
qu',que,83
il,il,51
essuyait,essuyer,18
brusquement,brusquement,60
/.,/.,P
-,-,p
de,de,81
quoi,quoi,52
te,tu,51
mêles,mêler,17
tu,tu,51
",",",",p
vieux,vieux,30
soldat,soldat,21
?,?,p
tu,tu,51
pleures,pleurer,17
!,!,p
lui,lui,51
dit,dire,19
son,son,73
maître,maître,21
/.,/.,P
-,-,p
amen,amen,21
",",",",p
dit,dire,19
à,à,81
la,le,52
porte,porter,17
de,de,81
la,le,71
tente,tente,22
une,un,71
voix,voix,22
nasillarde,nasillard,30
/.,/.,P
-,-,p
parbleu,parbleu,93
",",",",p
monsieur,monsieur,21
",",",",p
faites,faire,17
plutôt,plutôt,60
cette,ce,74
question,question,22
à,à,81
l',le,71
éminence,éminence,22
grise,gris,30
qui,qui,52
vient,venir,17
chez,chez,81
vous,vous,51
",",",",p
répondit,répondre,19
le,le,71
fidèle,fidèle,30
serviteur,serviteur,21
en,en,81
montrant,montrer,13
Joseph,Joseph,20
",",",",p
qui,qui,52
s',se,51
avançait,avancer,18
les,le,71
bras,bras,21
croisés,croisé,31
en,en,81
saluant,saluer,13
d',de,81
un,un,71
air,air,21
caressant,caressant,30
/.,/.,P
-,-,p
ah,ah,93
!,!,p
ce,ce,52
sera,être,15
donc,donc,82
lui,lui,51
!,!,p
murmura,murmurer,19
Cinq-Mars,Cinq-Mars,20
/.,/.,P
-,-,p
je,je,51
viens,venir,17
peut-être,peut-être,60
mal,mal,60
à,à,81
propos,propos,21
?,?,p
dit,dire,19
Joseph,Joseph,20
doucement,doucement,60
/.,/.,P
-,-,p
fort,fort,60
à,à,81
propos,propos,21
",",",",p
peut-être,peut-être,60
",",",",p
dit,dire,19
Henry,Henry,20
d',de,81
Effiat,Effiat,20
en,en,81
souriant,sourire,13
avec,avec,81
un,un,71
regard,regard,21
à,à,81
de,de,81
Thou,Thou,20
/.,/.,P
qui,qui,52
peut,pouvoir,17
vous,vous,51
amener,amener,14
",",",",p
mon,mon,73
père,père,21
",",",",p
à,à,81
une,un,71
heure,heure,22
du,de,81
du,le,71
matin,matin,21
/?,/?,P
ce,ce,52
doit,devoir,17
être,être,14
quelque,quelque,75
bonne,bon,30
oeuvre,oeuvre,22
/?,/?,P
Joseph,Joseph,20
se,se,51
vit,vivre,17
mal,mal,60
accueilli,accueilli,31
;,;,p
et,et,82
",",",",p
comme,comme,83
il,il,51
ne,ne,60
marchait,marcher,18
jamais,jamais,60
sans,sans,81
avoir,avoir,14
au,à,81
au,le,71
fond,fond,21
de,de,81
l',le,71
âme,âme,22
cinq,cinq,72
ou,ou,82
six,six,72
reproches,reproche,21
à,à,81
se,se,51
faire,faire,14
vis-à-vis,vis-à-vis,60
des,de,81
des,le,71
gens,gens,21
qu',que,52
il,il,51
abordait,aborder,18
",",",",p
et,et,82
autant,autant,60
de,de,81
ressources,ressource,22
dans,dans,81
l',le,71
esprit,esprit,21
pour,pour,81
se,se,51
tirer,tirer,14
d',de,81
affaire,affaire,22
",",",",p
il,il,51
crut,croire,19
ici,ici,60
que,que,83
l',l',94
on,on,51
avait,avoir,18
découvert,découvrir,12
le,le,71
but,but,21
de,de,81
sa,son,73
visite,visite,22
",",",",p
et,et,82
sentit,sentir,19
que,que,83
ce,ce,52
n',ne,60
était,être,18
pas,pas,60
le,le,71
moment,moment,21
de,de,81
la,le,71
mauvaise,mauvais,30
humeur,humeur,22
qu',que,52
il,il,51
fallait,falloir,18
prendre,prendre,14
pour,pour,81
préparer,préparer,14
l',le,71
amitié,amitié,22
/.,/.,P
s',se,51
asseyant,asseoir,13
donc,donc,82
assez,assez,60
froidement,froidement,60
près,près,81
du,de,81
du,le,71
lit,lit,21
:,:,p
-,-,p
je,je,51
viens,venir,17
",",",",p
dit,dire,19
il,il,51
",",",",p
monsieur,monsieur,21
",",",",p
vous,vous,51
parler,parler,14
de,de,81
l',le,52
a,avoir,17
part,part,22
du,de,81
du,le,71
cardinal,cardinal,21
généralissime,généralissime,21
des,de,81
des,le,71
deux,deux,72
prisonniers,prisonnier,21
espagnols,espagnol,30
que,que,52
vous,vous,51
avez,avoir,17
faits,faire,12
;,;,p
il,il,51
désire,désirer,17
avoir,avoir,14
des,de,81
des,le,71
renseignements,renseignement,21
sur,sur,81
eux,ils,51
le,le,71
plus,plus,60
promptement,promptement,60
possible,possible,30
;,;,p
je,je,51
dois,devoir,17
les,le,52
voir,voir,14
et,et,82
les,le,52
interroger,interroger,14
/.,/.,P
mais,mais,82
je,je,51
ne,ne,60
comptais,compter,18
pas,pas,60
vous,vous,51
trouver,trouver,14
veillant,veiller,13
encore,encore,60
;,;,p
je,je,51
voulais,vouloir,18
seulement,seulement,60
les,le,52
recevoir,recevoir,14
de,de,81
vos,votre,73
gens,gens,21
/.,/.,P
après,après,81
un,un,71
échange,échange,21
de,de,81
politesses,politesse,22
contraintes,contraint,31
",",",",p
on,on,51
fit,faire,19
entrer,entrer,14
dans,dans,81
la,le,71
tente,tente,22
les,le,71
deux,deux,72
prisonniers,prisonnier,21
",",",",p
que,que,52
Cinq-Mars,Cinq-Mars,20
avait,avoir,18
presque,presque,60
oubliés,oublier,12
/.,/.,P
ils,ils,51
parurent,paraître,19
",",",",p
l',le,71
un,un,52
jeune,jeune,30
et,et,82
montrant,montrer,13
à,à,81
découvert,découvert,21
une,un,71
physionomie,physionomie,22
vive,vif,30
et,et,82
un,un,71
peu,peu,60
sauvage,sauvage,30
:,:,p
c',ce,52
était,être,18
le,le,71
soldat,soldat,21
;,;,p
l',le,71
autre,autre,52
",",",",p
cachant,cacher,13
sa,son,73
taille,taille,22
sous,sous,81
un,un,71
manteau,manteau,21
brun,brun,30
",",",",p
et,et,82
ses,son,73
traits,trait,21
sombres,sombre,30
",",",",p
mais,mais,82
ambigus,ambigu,30
dans,dans,81
leur,leur,73
expression,expression,22
",",",",p
sous,sous,81
l',le,71
ombre,ombre,22
de,de,81
son,son,73
chapeau,chapeau,21
à,à,81
larges,large,30
bords,bord,21
",",",",p
qu',que,52
il,il,51
n',ne,60
ôta,ôter,19
pas,pas,60
:,:,p
c',ce,52
était,être,18
l',le,71
officier,officier,21
;,;,p
il,il,51
parla,parler,19
seul,seul,30
et,et,82
le,le,71
premier,premier,72
:,:,p
-,-,p
pourquoi,pourquoi,60
me,je,51
faites,faire,17
vous,vous,51
quitter,quitter,14
ma,mon,73
paille,paille,22
et,et,82
mon,mon,73
sommeil,sommeil,21
?,?,p
est,être,17
ce,ce,52
pour,pour,81
me,je,51
délivrer,délivrer,14
ou,ou,82
me,je,51
pendre,pendre,14
/?,/?,P
ni,ni,82
l',le,71
un,un,52
ni,ni,82
l',le,71
autre,autre,52
",",",",p
dit,dire,19
Joseph,Joseph,20
/.,/.,P
-,-,p
que,que,52
ai,avoir,17
je,je,51
à,à,81
faire,faire,14
avec,avec,81
toi,toi,51
",",",",p
homme,homme,21
à,à,81
longue,long,30
barbe,barbe,22
?,?,p
je,je,51
ne,ne,60
t',tu,51
ai,avoir,17
pas,pas,60
vu,voir,12
à,à,81
la,le,71
brèche,brèche,22
/.,/.,P
il,il,51
fallut,falloir,19
quelque,quelque,75
temps,temps,21
",",",",p
d',de,81
après,après,81
cet,ce,74
exorde,exorde,21
aimable,aimable,30
",",",",p
pour,pour,81
faire,faire,14
comprendre,comprendre,14
à,à,81
l',le,71
étranger,étranger,21
les,le,71
droits,droit,21
qu',que,52
avait,avoir,18
un,un,71
capucin,capucin,21
à,à,81
l',le,52
interroger,interroger,14
/.,/.,P
-,-,p
eh,eh,93
bien,bien,60
",",",",p
dit,dire,19
il,il,51
enfin,enfin,60
",",",",p
que,que,83
veux,vouloir,17
tu,tu,51
/?,/?,P
je,je,51
veux,vouloir,17
savoir,savoir,14
votre,votre,73
nom,nom,21
et,et,82
votre,votre,73
pays,pays,21
/.,/.,P
-,-,p
je,je,51
ne,ne,60
dis,dire,17
pas,pas,60
mon,mon,73
nom,nom,21
;,;,p
et,et,82
quant,quand,83
à,à,81
mon,mon,73
pays,pays,21
",",",",p
j',je,51
ai,avoir,17
l',le,71
air,air,21
d',de,81
un,un,71
Espagnol,Espagnol,20
;,;,p
mais,mais,82
je,je,51
ne,ne,60
le,le,52
suis,être,17
peut-être,peut-être,60
pas,pas,60
",",",",p
car,car,82
un,un,71
Espagnol,Espagnol,20
ne,ne,60
l',le,52
est,être,17
jamais,jamais,60
/.,/.,P
le,le,71
père,père,21
Joseph,Joseph,20
",",",",p
se,se,51
retournant,retourner,13
vers,vers,81
les,le,71
deux,deux,72
amis,ami,21
",",",",p
dit,dire,19
:,:,p
-,-,p
je,je,51
suis,être,17
bien,bien,60
trompé,tromper,12
",",",",p
ou,ou,82
j',je,51
ai,avoir,17
entendu,entendre,12
ce,ce,74
son,son,21
de,de,81
voix,voix,22
quelque,quelque,75
part,part,22
:,:,p
cet,ce,74
homme,homme,21
parle,parler,17
français,français,21
sans,sans,81
accent,accent,21
;,;,p
mais,mais,82
il,il,51
me,je,51
semble,sembler,17
qu',que,83
il,il,51
veut,vouloir,17
nous,nous,51
donner,donner,14
des,de,81
des,le,71
énigmes,énigme,22
comme,comme,83
dans,dans,81
l',le,71
Orient,Orient,20
/.,/.,P
-,-,p
l',le,71
Orient,Orient,20
?,?,p
c',ce,52
est,être,17
cela,cela,52
",",",",p
dit,dire,19
le,le,71
prisonnier,prisonnier,21
",",",",p
un,un,71
Espagnol,Espagnol,20
est,être,17
un,un,71
homme,homme,21
de,de,81
l',le,71
Orient,Orient,20
",",",",p
c',ce,52
est,être,17
un,un,71
Turc,Turc,20
catholique,catholique,30
;,;,p
son,son,73
sang,sang,21
languit,languir,17
ou,ou,82
bouillonne,bouillonner,17
",",",",p
il,il,51
est,être,17
paresseux,paresseux,30
ou,ou,82
infatigable,infatigable,30
;,;,p
l',le,71
indolence,indolence,22
le,le,52
rend,rendre,17
esclave,esclave,30
;,;,p
l',le,71
ardeur,ardeur,22
",",",",p
cruel,cruel,30
;,;,p
immobile,immobile,30
dans,dans,81
son,son,73
ignorance,ignorance,22
",",",",p
ingénieux,ingénieux,30
dans,dans,81
sa,son,73
superstition,superstition,22
",",",",p
il,il,51
ne,ne,60
veut,vouloir,17
qu',que,83
un,un,71
livre,livre,21
religieux,religieux,30
",",",",p
qu',que,83
un,un,71
maître,maître,21
tyrannique,tyrannique,30
;,;,p
il,il,51
obéit,obéir,17
à,à,81
la,le,71
loi,loi,22
du,de,81
du,le,71
bûcher,bûcher,21
",",",",p
il,il,51
commande,commander,17
par,par,81
celle,celui,52
du,de,81
du,le,71
poignard,poignard,21
",",",",p
il,il,51
s',se,51
endort,endormir,17
le,le,71
soir,soir,21
dans,dans,81
sa,son,73
misère,misère,22
sanglante,sanglant,30
",",",",p
cuvant,cuver,13
le,le,71
fanatisme,fanatisme,21
et,et,82
rêvant,rêver,13
le,le,71
crime,crime,21
/.,/.,P
qui,qui,52
est,être,17
ce,ce,52
là,là,60
",",",",p
messieurs,monsieur,21
?,?,p
est,être,17
ce,ce,52
l',le,71
Espagnol,Espagnol,20
ou,ou,82
le,le,71
Turc,Turc,20
?,?,p
devinez,deviner,17
/.,/.,P
ah,ah,93
!,!,p
ah,ah,93
!,!,p
vous,vous,51
avez,avoir,17
l',le,71
air,air,21
de,de,81
trouver,trouver,14
que,que,83
j',je,51
ai,avoir,17
de,de,81
l',le,71
esprit,esprit,21
parce que,parce que,83
je,je,51
rencontre,rencontrer,17
un,un,71
rapport,rapport,21
/.,/.,P
vraiment,vraiment,60
",",",",p
messieurs,monsieur,21
",",",",p
vous,vous,51
me,je,51
faites,faire,17
bien,bien,60
de,de,81
l',le,71
honneur,honneur,21
",",",",p
et,et,82
cependant,cependant,82
l',le,71
idée,idée,22
pourrait,pouvoir,16
se,se,51
pousser,pousser,14
plus,plus,60
loin,loin,60
",",",",p
si,si,83
l',l',94
on,on,51
voulait,vouloir,18
;,;,p
si,si,83
je,je,51
passais,passer,18
à,à,81
l',le,71
ordre,ordre,21
physique,physique,30
",",",",p
par,par,81
exemple,exemple,21
",",",",p
ne,ne,60
pourrais,pouvoir,16
je,je,51
pas,pas,60
vous,vous,51
dire,dire,14
:,:,p
cet,ce,74
homme,homme,21
a,avoir,17
les,le,71
traits,trait,21
graves,grave,30
ou,ou,82
allongés,allonger,12
",",",",p
l',le,71
oeil,oeil,21
noir,noir,30
et,et,82
coupé,coupé,31
en,en,81
amande,amande,22
",",",",p
les,le,71
sourcils,sourcil,21
durs,dur,30
",",",",p
la,le,71
bouche,bouche,22
triste,triste,30
et,et,82
mobile,mobile,30
",",",",p
les,le,71
joues,joue,22
basanées,basané,30
",",",",p
maigres,maigre,30
et,et,82
ridées,ridé,31
;,;,p
sa,son,73
tête,tête,22
est,être,17
rasée,raser,12
",",",",p
et,et,82
il,il,51
la,le,52
couvre,couvrir,17
d',de,81
un,un,71
mouchoir,mouchoir,21
noué,noué,31
en,en,81
turban,turban,21
;,;,p
il,il,51
passe,passer,17
un,un,71
jour,jour,21
entier,entier,30
couché,couché,31
ou,ou,82
debout,debout,60
sous,sous,81
un,un,71
soleil,soleil,21
brûlant,brûlant,30
",",",",p
sans,sans,81
mouvement,mouvement,21
",",",",p
sans,sans,81
parole,parole,22
",",",",p
fumant,fumer,13
un,un,71
tabac,tabac,21
qui,qui,52
l',le,52
enivre,enivrer,17
/.,/.,P
est,être,17
ce,ce,52
un,un,71
Turc,Turc,20
ou,ou,82
un,un,71
Espagnol,Espagnol,20
/?,/?,P
êtes,être,17
vous,vous,51
contents,content,30
",",",",p
messieurs,monsieur,21
/?,/?,P
vraiment,vraiment,60
",",",",p
vous,vous,51
en,en,52
avez,avoir,17
l',le,71
air,air,21
",",",",p
vous,vous,51
riez,rire,17
;,;,p
et,et,82
de,de,81
quoi,quoi,52
riez,rire,17
vous,vous,51
/?,/?,P
moi,moi,51
qui,qui,52
vous,vous,51
ai,avoir,17
présenté,présenter,12
cette,ce,74
seule,seul,30
idée,idée,22
",",",",p
je,je,51
n',ne,60
ai,avoir,17
pas,pas,60
ri,rire,12
;,;,p
voyez,voir,17
",",",",p
mon,mon,73
visage,visage,21
est,être,17
triste,triste,30
/.,/.,P
ah,ah,93
!,!,p
c',ce,52
est,être,17
peut-être,peut-être,60
parce que,parce que,83
le,le,71
sombre,sombre,30
prisonnier,prisonnier,21
est,être,17
devenu,devenir,12
tout,tout,60
à,à,81
coup,coup,21
bavard,bavard,30
",",",",p
et,et,82
parle,parler,17
vite,vite,60
/?,/?,P
ah,ah,93
!,!,p
ce,ce,52
n',ne,60
est,être,17
rien,rien,52
;,;,p
je,je,51
pourrais,pouvoir,16
vous,vous,51
en,en,52
dire,dire,14
d',de,81
autres,autre,52
",",",",p
et,et,82
vous,vous,51
rendre,rendre,14
quelques,quelque,75
services,service,21
",",",",p
mes,mon,73
braves,brave,30
amis,ami,21
/.,/.,P
si,si,83
je,je,51
me,je,51
mettais,mettre,18
dans,dans,81
les,le,71
anecdotes,anecdote,22
",",",",p
par,par,81
exemple,exemple,21
",",",",p
si,si,83
je,je,51
vous,vous,51
disais,dire,18
que,que,83
je,je,51
connais,connaître,17
un,un,71
prêtre,prêtre,21
qui,qui,52
avait,avoir,18
ordonné,ordonner,12
la,le,71
mort,mort,22
de,de,81
quelques,quelque,75
hérétiques,hérétique,21
avant,avant,81
de,de,81
dire,dire,14
la,le,71
messe,messe,22
",",",",p
et,et,82
qui,qui,52
",",",",p
furieux,furieux,30
d',de,81
être,être,14
interrompu,interrompre,12
à,à,81
l',le,71
autel,autel,21
durant,durant,81
le,le,71
saint-sacrifice,saint-sacrifice,21
",",",",p
cria,crier,19
à,à,81
ceux,celui,52
qui,qui,52
lui,lui,51
demandaient,demander,18
ses,son,73
ordres,ordre,21
:,:,p
tuez,tuer,17
tout,tout,52
!,!,p
tuez,tuer,17
tout,tout,52
!,!,p
ririez,rire,16
vous,vous,51
bien,bien,60
tous,tout,52
",",",",p
messieurs,monsieur,21
/?,/?,P
non,non,60
",",",",p
pas,pas,60
tous,tout,52
/.,/.,P
monsieur,monsieur,21
que,que,52
voilà,voilà,81
",",",",p
par,par,81
exemple,exemple,21
",",",",p
mordrait,mordre,16
sa,son,73
lèvre,lèvre,22
et,et,82
sa,son,73
barbe,barbe,22
/.,/.,P
oh,oh,93
!,!,p
il,il,51
est,être,17
vrai,vrai,30
qu',que,83
il,il,51
pourrait,pouvoir,16
répondre,répondre,14
qu',que,83
il,il,51
a,avoir,17
fait,faire,12
sagement,sagement,60
",",",",p
et,et,82
qu',que,52
on,on,51
avait,avoir,18
tort,tort,21
d',de,81
interrompre,interrompre,14
sa,son,73
pure,pur,30
prière,prière,22
/.,/.,P
mais,mais,82
si,si,83
j',je,51
ajoutais,ajouter,18
qu',que,83
il,il,51
s',se,51
est,être,17
caché,cacher,12
pendant,pendant,81
une,un,71
heure,heure,22
derrière,derrière,81
la,le,71
toile,toile,22
de,de,81
votre,votre,73
tente,tente,22
",",",",p
monsieur,monsieur,21
de,de,81
Cinq-Mars,Cinq-Mars,20
",",",",p
pour,pour,81
vous,vous,51
écouter,écouter,14
parler,parler,14
",",",",p
et,et,82
qu',que,52
il,il,51
est,être,17
venu,venir,12
pour,pour,81
vous,vous,51
faire,faire,14
quelque,quelque,75
perfidie,perfidie,22
",",",",p
et,et,82
non,non,60
pour,pour,81
moi,moi,51
",",",",p
que,que,52
dirait,dire,16
il,il,51
/?,/?,P
maintenant,maintenant,60
",",",",p
messieurs,monsieur,21
",",",",p
êtes,être,17
vous,vous,51
contents,content,30
/?,/?,P
puis,pouvoir,17
je,je,51
me,je,51
retirer,retirer,14
après,après,81
cette,ce,74
parade,parade,22
/?,/?,P
le,le,71
prisonnier,prisonnier,21
avait,avoir,18
débité,débiter,12
tout,tout,75
ceci,ceci,52
avec,avec,81
la,le,71
rapidité,rapidité,22
d',de,81
un,un,71
vendeur,vendeur,21
d',de,81
orviétan,orviétan,21
",",",",p
et,et,82
avec,avec,81
une,un,71
voix,voix,22
si,si,60
haute,haut,30
",",",",p
que,que,83
Joseph,Joseph,20
en,en,52
fut,être,19
tout,tout,60
étourdi,étourdir,12
/.,/.,P
il,il,51
se,se,51
leva,lever,19
indigné,indigné,31
à,à,81
la,le,71
fin,fin,22
",",",",p
et,et,82
s',se,51
adressant,adresser,13
à,à,81
Cinq-Mars,Cinq-Mars,20
:,:,p
-,-,p
comment,comment,60
souffrez,souffrir,17
vous,vous,51
",",",",p
monsieur,monsieur,21
",",",",p
lui,lui,51
dit,dire,19
il,il,51
",",",",p
qu',que,83
un,un,71
prisonnier,prisonnier,21
qui,qui,52
devait,devoir,18
être,être,14
pendu,pendre,12
vous,vous,51
parle,parler,17
ainsi,ainsi,60
/?,/?,P
l',le,71
Espagnol,Espagnol,20
",",",",p
sans,sans,81
daigner,daigner,14
s',se,51
occuper,occuper,14
de,de,81
lui,lui,51
davantage,davantage,60
",",",",p
se,se,51
pencha,pencher,19
vers,vers,81
d',de,81
Effiat,Effiat,20
",",",",p
et,et,82
lui,lui,51
dit,dire,19
à,à,81
l',le,71
oreille,oreille,22
:,:,p
-,-,p
je,je,51
ne,ne,60
vous,vous,51
importe,importer,17
guère,guère,60
",",",",p
donnez,donner,17
moi,moi,51
ma,mon,73
liberté,liberté,22
",",",",p
j',je,51
ai,avoir,17
déjà,déjà,60
pu,pouvoir,12
la,le,52
prendre,prendre,14
",",",",p
mais,mais,82
je,je,51
ne,ne,60
l',le,52
ai,avoir,17
pas,pas,60
voulu,vouloir,12
sans,sans,81
votre,votre,73
consentement,consentement,21
;,;,p
donnez,donner,17
la,le,52
moi,moi,51
",",",",p
ou,ou,82
faites,faire,17
moi,moi,51
tuer,tuer,14
/.,/.,P
-,-,p
partez,partir,17
si,si,83
vous,vous,51
le,le,52
pouvez,pouvoir,17
",",",",p
lui,lui,51
répondit,répondre,19
Cinq-Mars,Cinq-Mars,20
",",",",p
je,je,51
vous,vous,51
jure,jurer,17
que,que,83
j',je,51
en,en,52
serai,être,16
fort,fort,60
aise,aise,22
/.,/.,P
et,et,82
il,il,51
fit,faire,19
dire,dire,14
à,à,81
ses,son,73
gens,gens,21
de,de,81
se,se,51
retirer,retirer,14
avec,avec,81
le,le,71
soldat,soldat,21
",",",",p
qu',que,52
il,il,51
voulut,vouloir,19
garder,garder,14
à,à,81
son,son,73
service,service,21
/.,/.,P
ce,ce,52
fut,être,19
l',le,71
affaire,affaire,22
d',de,81
un,un,71
moment,moment,21
;,;,p
il,il,51
ne,ne,60
restait,rester,18
plus,plus,60
dans,dans,81
la,le,71
tente,tente,22
que,que,83
les,le,71
deux,deux,72
amis,ami,21
",",",",p
le,le,71
père,père,21
Joseph,Joseph,20
décontenancé,décontenancé,31
et,et,82
l',le,71
Espagnol,Espagnol,20
",",",",p
lorsque,lorsque,83
celui-ci,celui-ci,52
",",",",p
ôtant,ôter,13
son,son,73
chapeau,chapeau,21
",",",",p
montra,montrer,19
une,un,71
figure,figure,22
française,français,30
",",",",p
mais,mais,82
féroce,féroce,30
:,:,p
il,il,51
riait,rire,18
",",",",p
et,et,82
semblait,sembler,18
respirer,respirer,14
plus,plus,60
d',de,81
air,air,21
dans,dans,81
sa,son,73
large,large,30
poitrine,poitrine,22
/.,/.,P
-,-,p
oui,oui,60
",",",",p
je,je,51
suis,être,17
Français,Français,20
",",",",p
dit,dire,19
il,il,51
à,à,81
Joseph,Joseph,20
;,;,p
mais,mais,82
je,je,51
hais,haïr,17
la,le,71
France,France,20
",",",",p
parce qu',parce que,83
elle,il,51
a,avoir,17
donné,donner,12
le,le,71
jour,jour,21
à,à,81
mon,mon,73
père,père,21
",",",",p
qui,qui,52
est,être,17
un,un,71
monstre,monstre,21
",",",",p
et,et,82
à,à,81
moi,moi,51
",",",",p
qui,qui,52
le,le,52
suis,être,17
devenu,devenir,12
",",",",p
et,et,82
qui,qui,52
l',le,52
ai,avoir,17
frappé,frapper,12
une,un,71
fois,fois,22
;,;,p
je,je,51
hais,haïr,17
ses,son,73
habitants,habitant,21
parce qu',parce que,83
ils,ils,51
m',je,51
ont,avoir,17
volé,voler,12
toute,tout,75
ma,mon,73
fortune,fortune,22
au,à,81
au,le,71
jeu,jeu,21
",",",",p
et,et,82
que,que,52
je,je,51
les,le,52
ai,avoir,17
volés,voler,12
et,et,82
tués,tuer,12
depuis,depuis,81
;,;,p
j',je,51
ai,avoir,17
été,être,12
deux,deux,72
ans,an,21
Espagnol,Espagnol,20
pour,pour,81
faire,faire,14
mourir,mourir,14
plus,plus,60
de,de,81
Français,Français,20
;,;,p
mais,mais,82
à,à,81
présentée,présenté,31
hais,haïr,17
encore,encore,60
plus,plus,60
l',le,71
Espagne,Espagne,20
;,;,p
on,on,51
ne,ne,60
saura,savoir,15
jamais,jamais,60
pourquoi,pourquoi,60
/.,/.,P
adieu,adieu,21
",",",",p
je,je,51
vais,aller,17
vivre,vivre,14
sans,sans,81
nation,nation,22
désormais,désormais,60
;,;,p
tous,tout,75
les,le,71
