11643
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Trente-troisième extrait>,<>,<>
!,!,p
que,que,52
me,je,51
dites,dire,17
vous,vous,51
/?,/?,P
sais,savoir,17
tu,tu,51
combien,combien,60
il,il,51
en,en,52
a,avoir,17
perdu,perdre,12
?,?,p
poursuivit,poursuivre,19
la,le,71
reine,reine,22
d',de,81
une,un,71
voix,voix,22
plus,plus,60
basse,bas,30
et,et,82
regardant,regarder,13
ses,son,73
yeux,oeil,21
comme,comme,83
pour,pour,81
y,y,52
lire,lire,14
toute,tout,75
sa,son,73
pensée,pensée,22
et,et,82
y,y,52
faire,faire,14
entrer,entrer,14
la,le,71
sienne,sien,52
;,;,p
sais,savoir,17
tu,tu,51
la,le,71
fin,fin,22
de,de,81
ses,son,73
favoris,favori,21
/?,/?,P
t',tu,51
a,avoir,17
t,t,94
on,on,51
conté,conter,12
l',le,71
exil,exil,21
de,de,81
Baradas,Baradas,20
",",",",p
celui,celui,52
de,de,81
Saint-Simon,Saint-Simon,20
",",",",p
le,le,71
couvent,couvent,21
de,de,81
mademoiselle,mademoiselle,22
de,de,81
La Fayette,La Fayette,20
",",",",p
la,le,71
honte,honte,22
de,de,81
madame,madame,22
de,de,81
Hautefort,Hautefort,20
",",",",p
la,le,71
mort,mort,22
de,de,81
monsieur,monsieur,21
de,de,81
Chalais,Chalais,20
",",",",p
un,un,71
enfant,enfant,21
",",",",p
le,le,71
plus,plus,60
jeune,jeune,30
et,et,82
le,le,71
premier,premier,72
de,de,81
tous,tout,75
ceux,celui,52
qui,qui,52
furent,être,19
suppliciés,supplicier,12
",",",",p
proscrits,proscrire,12
ou,ou,82
emprisonnés,emprisonner,12
",",",",p
tous,tout,52
ont,avoir,17
disparu,disparaître,12
sous,sous,81
son,son,73
souffle,souffle,21
",",",",p
par,par,81
un,un,71
seul,seul,30
ordre,ordre,21
de,de,81
Richelieu,Richelieu,20
à,à,81
son,son,73
maître,maître,21
",",",",p
et,et,82
",",",",p
sans,sans,81
cette,ce,74
faveur,faveur,22
que,que,52
tu,tu,51
prends,prendre,17
pour,pour,81
de,de,81
l',le,71
amitié,amitié,22
",",",",p
leur,leur,73
vie,vie,22
eût,avoir,19
été,être,12
paisible,paisible,30
;,;,p
mais,mais,82
cette,ce,74
faveur,faveur,22
est,être,17
mortelle,mortel,30
",",",",p
c',ce,52
est,être,17
un,un,71
poison,poison,21
/.,/.,P
tiens,tenir,17
",",",",p
vois,voir,17
cette,ce,74
tapisserie,tapisserie,22
qui,qui,52
représente,représenter,17
Sémélé,Sémélé,20
;,;,p
les,le,71
favoris,favori,21
de,de,81
Louis XIII,Louis XIII,20
ressemblent,ressembler,17
à,à,81
cette,ce,74
femme,femme,22
:,:,p
son,son,73
attachement,attachement,21
dévore,dévorer,17
comme,comme,83
ce,ce,74
feu,feu,21
qui,qui,52
l',le,52
éblouit,éblouir,17
et,et,82
la,le,52
brûle,brûler,17
/.,/.,P
mais,mais,82
la,le,71
jeune,jeune,30
duchesse,duchesse,22
n',ne,60
était,être,18
plus,plus,60
en,en,81
état,état,21
d',de,81
entendre,entendre,14
la,le,71
reine,reine,22
;,;,p
elle,il,51
continuait,continuer,18
à,à,81
fixer,fixer,14
sur,sur,81
elle,il,51
de,de,81
grands,grand,30
yeux,oeil,21
noirs,noir,30
",",",",p
qu',que,52
un,un,71
voile,voile,21
de,de,81
larmes,larme,22
obscurcissait,obscurcir,18
;,;,p
ses,son,73
mains,main,22
tremblaient,trembler,18
dans,dans,81
celles,celui,52
d',de,81
Anne,Anne,20
d',de,81
Autriche,Autriche,20
",",",",p
et,et,82
une,un,71
agitation,agitation,22
convulsive,convulsif,30
faisait,faire,18
frémir,frémir,14
ses,son,73
lèvres,lèvre,22
/.,/.,P
-,-,p
je,je,51
suis,être,17
bien,bien,60
cruelle,cruel,30
",",",",p
n',ne,60
est,être,17
ce,ce,52
pas,pas,60
",",",",p
Marie,Marie,20
?,?,p
poursuivit,poursuivre,19
la,le,71
reine,reine,22
avec,avec,81
une,un,71
voix,voix,22
d',de,81
une,un,71
douceur,douceur,22
extrême,extrême,30
et,et,82
en,en,81
la,le,52
caressant,caresser,13
comme,comme,83
un,un,71
enfant,enfant,21
dont,dont,52
on,on,51
veut,vouloir,17
tirer,tirer,14
un,un,71
aveu,aveu,21
;,;,p
oh,oh,93
!,!,p
oui,oui,60
",",",",p
sans,sans,81
doute,doute,21
",",",",p
je,je,51
suis,être,17
bien,bien,60
méchante,méchant,30
",",",",p
notre,notre,73
coeur,coeur,21
est,être,17
bien,bien,60
gros,gros,30
;,;,p
vous,vous,51
n',ne,60
en,en,52
pouvez,pouvoir,17
plus,plus,60
",",",",p
mon,mon,73
enfant,enfant,21
/.,/.,P
allons,aller,17
",",",",p
parlez,parler,17
moi,moi,51
;,;,p
où,où,60
en,en,52
êtes,être,17
vous,vous,51
avec,avec,81
monsieur,monsieur,21
de,de,81
Cinq-Mars,Cinq-Mars,20
/.,/.,P
à,à,81
ce,ce,74
mot,mot,21
",",",",p
la,le,71
douleur,douleur,22
se,se,51
fit,faire,19
un,un,71
passage,passage,21
",",",",p
et,et,82
",",",",p
toujours,toujours,60
à,à,81
genoux,genou,21
aux,à,81
aux,le,71
pieds,pied,21
de,de,81
la,le,71
reine,reine,22
",",",",p
Marie,Marie,20
versa,verser,19
à,à,81
son,son,73
tour,tour,21
sur,sur,81
le,le,71
sein,sein,21
de,de,81
cette,ce,74
bonne,bon,30
princesse,princesse,22
un,un,71
déluge,déluge,21
de,de,81
pleurs,pleur,21
avec,avec,81
des,de,81
des,le,71
sanglots,sanglot,21
enfantins,enfantin,30
et,et,82
des,de,81
des,le,71
mouvements,mouvement,21
si,si,60
violents,violent,30
dans,dans,81
sa,son,73
tête,tête,22
et,et,82
ses,son,73
belles,beau,30
épaules,épaule,22
",",",",p
qu',que,83
il,il,51
semblait,sembler,18
que,que,83
son,son,73
coeur,coeur,21
dût,devoir,18
se,se,51
briser,briser,14
/.,/.,P
la,le,71
reine,reine,22
attendit,attendre,19
longtemps,longtemps,60
la,le,71
fin,fin,22
de,de,81
ce,ce,74
premier,premier,72
mouvement,mouvement,21
en,en,81
la,le,52
berçant,bercer,13
dans,dans,81
ses,son,73
bras,bras,21
comme,comme,83
pour,pour,81
apaiser,apaiser,14
sa,son,73
douleur,douleur,22
",",",",p
et,et,82
répétant,répéter,13
souvent,souvent,60
:,:,p
-,-,p
ma,mon,73
fille,fille,22
",",",",p
allons,aller,17
",",",",p
ma,mon,73
fille,fille,22
",",",",p
ne,ne,60
t',tu,51
afflige,affliger,17
pas,pas,60
ainsi,ainsi,60
/!,/!,P
ah,ah,93
!,!,p
madame,madame,22
",",",",p
s',se,51
écria,écrier,19
t,t,94
elle,il,51
",",",",p
je,je,51
suis,être,17
bien,bien,60
coupable,coupable,30
envers,envers,81
vous,vous,51
;,;,p
mais,mais,82
je,je,51
n',ne,60
ai,avoir,17
pas,pas,60
compté,compter,12
sur,sur,81
ce,ce,74
coeur,coeur,21
là,là,60
/!,/!,P
j',je,51
ai,avoir,17
eu,avoir,12
bien,bien,60
tort,tort,21
",",",",p
j',je,51
en,en,52
serai,être,16
peut-être,peut-être,60
bien,bien,60
punie,punir,12
/!,/!,P
mais,mais,82
",",",",p
hélas,hélas,60
!,!,p
comment,comment,60
aurais,avoir,16
je,je,51
osé,oser,12
vous,vous,51
parler,parler,14
",",",",p
madame,madame,22
/?,/?,P
ce,ce,52
n',ne,60
était,être,18
pas,pas,60
d',de,81
ouvrir,ouvrir,14
mon,mon,73
âme,âme,22
qui,qui,52
m',je,51
était,être,18
difficile,difficile,30
;,;,p
c',ce,52
était,être,18
de,de,81
vous,vous,51
avouer,avouer,14
que,que,83
j',je,51
avais,avoir,18
besoin,besoin,21
d',de,81
y,y,52
faire,faire,14
lire,lire,14
/.,/.,P
la,le,71
reine,reine,22
réfléchit,réfléchir,19
un,un,71
moment,moment,21
",",",",p
comme,comme,83
pour,pour,81
rentrer,rentrer,14
en,en,81
elle-même,lui-même,51
",",",",p
en,en,81
mettant,mettre,13
son,son,73
doigt,doigt,21
sur,sur,81
ses,son,73
lèvres,lèvre,22
/.,/.,P
-,-,p
vous,vous,51
avez,avoir,17
raison,raison,22
",",",",p
reprit,reprendre,19
elle,il,51
ensuite,ensuite,60
",",",",p
vous,vous,51
avez,avoir,17
bien,bien,60
raison,raison,22
",",",",p
Marie,Marie,20
",",",",p
c',ce,52
est,être,17
toujours,toujours,60
le,le,71
premier,premier,72
mot,mot,21
qu',que,52
il,il,51
est,être,17
difficile,difficile,30
de,de,81
nous,nous,51
dire,dire,14
",",",",p
et,et,82
cela,cela,52
nous,nous,51
perd,perdre,17
souvent,souvent,60
:,:,p
mais,mais,82
il,il,51
le,le,52
faut,falloir,17
",",",",p
et,et,82
",",",",p
sans,sans,81
cette,ce,74
étiquette,étiquette,22
",",",",p
on,on,51
serait,être,16
bien,bien,60
près,près,81
de,de,81
manquer,manquer,14
de,de,81
dignité,dignité,22
/.,/.,P
ah,ah,93
!,!,p
qu',que,52
il,il,51
est,être,17
difficile,difficile,30
de,de,81
régner,régner,14
/!,/!,P
aujourd'hui,aujourd'hui,60
",",",",p
voilà,voilà,81
que,que,83
je,je,51
veux,vouloir,17
descendre,descendre,14
dans,dans,81
votre,votre,73
coeur,coeur,21
",",",",p
et,et,82
j',je,51
arrive,arriver,17
trop,trop,60
tard,tard,60
pour,pour,81
vous,vous,51
faire,faire,14
du,de,81
du,le,71
bien,bien,21
/.,/.,P
Marie,Marie,20
de,de,81
Mantoue,Mantoue,20
baissa,baisser,19
la,le,71
tête,tête,22
sans,sans,81
répondre,répondre,14
/.,/.,P
-,-,p
faut,falloir,17
il,il,51
vous,vous,51
encourager,encourager,14
à,à,81
parler,parler,14
?,?,p
reprit,reprendre,19
la,le,71
reine,reine,22
;,;,p
faut,falloir,17
il,il,51
vous,vous,51
rappeler,rappeler,14
que,que,83
je,je,51
vous,vous,51
ai,avoir,17
presque,presque,60
adoptée,adopter,12
comme,comme,83
ma,mon,73
fille,fille,22
aînée,aîné,30
;,;,p
qu',que,83
après,après,81
avoir,avoir,14
cherché,chercher,12
à,à,81
vous,vous,51
faire,faire,14
épouser,épouser,14
le,le,71
frère,frère,21
du,de,81
du,le,71
roi,roi,21
je,je,51
vous,vous,51
préparais,préparer,18
le,le,71
trône,trône,21
de,de,81
Pologne,Pologne,20
?,?,p
faut,falloir,17
il,il,51
plus,plus,60
",",",",p
Marie,Marie,20
/?,/?,P
oui,oui,60
",",",",p
il,il,51
faut,falloir,17
plus,plus,60
;,;,p
je,je,51
le,le,52
ferai,faire,15
pour,pour,81
toi,toi,51
:,:,p
si,si,83
ensuite,ensuite,60
tu,tu,51
ne,ne,60
me,je,51
fais,faire,17
pas,pas,60
connaître,connaître,14
tout,tout,75
ton,ton,73
coeur,coeur,21
",",",",p
je,je,51
t',tu,51
ai,avoir,17
mal,mal,60
jugée,juger,12
/.,/.,P
ouvre,ouvrir,17
de,de,81
ta,ton,73
main,main,22
cette,ce,74
cassette,cassette,22
d',de,81
or,or,21
:,:,p
voici,voici,81
la,le,71
clef,clé,22
;,;,p
ouvre,ouvrer,17
la,le,52
hardiment,hardiment,60
",",",",p
ne,ne,60
tremble,trembler,17
pas,pas,60
comme,comme,83
moi,moi,51
/.,/.,P
la,le,71
duchesse,duchesse,22
de,de,81
Mantoue,Mantoue,20
obéit,obéir,19
en,en,81
hésitant,hésiter,13
",",",",p
et,et,82
vit,voir,19
dans,dans,81
ce,ce,74
petit,petit,30
coffre,coffre,21
ciselé,ciselé,31
un,un,71
couteau,couteau,21
d',de,81
une,un,71
forme,forme,22
grossière,grossier,30
",",",",p
dont,dont,52
la,le,71
poignée,poignée,22
était,être,18
de,de,81
fer,fer,21
et,et,82
la,le,71
lame,lame,22
très,très,60
rouillée,rouillé,31
;,;,p
il,il,51
était,être,18
posé,poser,12
sur,sur,81
quelques,quelque,75
lettres,lettre,22
ployées,ployé,31
avec,avec,81
soin,soin,21
sur,sur,81
lesquelles,lequel,52
était,être,18
le,le,71
nom,nom,21
de,de,81
Buckingham,Buckingham,20
/.,/.,P
elle,il,51
voulut,vouloir,19
les,le,52
soulever,soulever,14
",",",",p
Anne,Anne,20
d',de,81
Autriche,Autriche,20
l',le,52
arrêta,arrêter,19
/.,/.,P
-,-,p
ne,ne,60
cherche,chercher,17
pas,pas,60
autre,autre,75
chose,chose,22
",",",",p
lui,lui,51
dit,dire,19
elle,il,51
;,;,p
c',ce,52
est,être,17
là,là,60
tout,tout,75
le,le,71
trésor,trésor,21
de,de,81
la,le,71
reine,reine,22
/…,/…,P
c',ce,52
en,en,52
est,être,17
un,un,52
",",",",p
car,car,82
c',ce,52
est,être,17
le,le,71
sang,sang,21
d',de,81
un,un,71
homme,homme,21
qui,qui,52
ne,ne,60
vit,vivre,17
plus,plus,60
",",",",p
mais,mais,82
qui,qui,52
a,avoir,17
vécu,vivre,12
pour,pour,81
moi,moi,51
:,:,p
il,il,51
était,être,18
le,le,71
plus,plus,60
beau,beau,30
",",",",p
le,le,71
plus,plus,60
brave,brave,30
",",",",p
le,le,71
plus,plus,60
illustre,illustre,30
des,de,81
des,le,71
grands,grand,21
de,de,81
l',le,71
Europe,Europe,20
;,;,p
il,il,51
se,se,51
couvrit,couvrir,19
des,de,81
des,le,71
diamants,diamant,21
de,de,81
la,le,71
couronne,couronne,22
d',de,81
Angleterre,Angleterre,20
pour,pour,81
me,je,51
plaire,plaire,14
;,;,p
il,il,51
fit,faire,19
naître,naître,14
une,un,71
guerre,guerre,22
sanglante,sanglant,30
et,et,82
arma,armer,19
des,de,81
des,le,71
flottes,flotte,22
",",",",p
qu',que,52
il,il,51
commanda,commander,19
lui-même,lui-même,51
",",",",p
pour,pour,81
le,le,71
bonheur,bonheur,21
de,de,81
combattre,combattre,14
une,un,71
fois,fois,22
celui,celui,52
qui,qui,52
était,être,18
mon,mon,73
mari,mari,21
;,;,p
il,il,51
traversa,traverser,19
les,le,71
mers,mer,22
pour,pour,81
cueillir,cueillir,14
une,un,71
fleur,fleur,22
sur,sur,81
laquelle,lequel,52
j',je,51
avais,avoir,18
marché,marcher,12
",",",",p
et,et,82
courut,courir,19
le,le,71
risque,risque,21
de,de,81
la,le,71
mort,mort,22
pour,pour,81
baiser,baiser,14
et,et,82
tremper,tremper,14
de,de,81
larmes,larme,22
les,le,71
pieds,pied,21
de,de,81
ce,ce,74
lit,lit,21
",",",",p
en,en,81
présence,présence,22
de,de,81
deux,deux,72
femmes,femme,22
de,de,81
ma,mon,73
cour,cour,22
/.,/.,P
dirai,dire,15
je,je,51
plus,plus,60
?,?,p
oui,oui,60
",",",",p
je,je,51
te,tu,51
le,le,52
dis,dire,17
à,à,81
toi,toi,51
",",",",p
je,je,51
l',le,52
ai,avoir,17
aimé,aimer,12
",",",",p
je,je,51
l',le,52
aime,aimer,17
encore,encore,60
“,“,p
dans,dans,81
le,le,71
passé,passé,21
plus,plus,60
qu',que,83
on,on,51
ne,ne,60
peut,pouvoir,17
aimer,aimer,14
d',de,81
amour,amour,21
/.,/.,P
eh,eh,93
bien,bien,60
",",",",p
il,il,51
ne,ne,60
l',le,52
a,avoir,17
jamais,jamais,60
su,savoir,12
",",",",p
jamais,jamais,60
deviné,deviner,12
:,:,p
ce,ce,74
visage,visage,21
",",",",p
ces,ce,74
yeux,oeil,21
",",",",p
ont,avoir,17
été,être,12
de,de,81
marbre,marbre,21
pour,pour,81
lui,lui,51
",",",",p
tandis que,tandis que,83
mon,mon,73
coeur,coeur,21
brûlait,brûler,18
et,et,82
se,se,51
brisait,briser,18
de,de,81
douleur,douleur,22
;,;,p
mais,mais,82
j',je,51
étais,être,18
reine,reine,22
de,de,81
France,France,20
/…,/…,P
ici,ici,60
Anne,Anne,20
d',de,81
Autriche,Autriche,20
serra,serrer,19
fortement,fortement,60
le,le,71
bras,bras,21
de,de,81
Marie,Marie,20
/.,/.,P
-,-,p
ose,oser,17
te,tu,51
plaindre,plaindre,14
à,à,81
présent,présent,21
",",",",p
continua,continuer,19
t,t,94
elle,il,51
",",",",p
si,si,83
tu,tu,51
n',ne,60
as,avoir,17
pas,pas,60
pu,pouvoir,12
me,je,51
parler,parler,14
d',de,81
amour,amour,21
;,;,p
et,et,82
ose,oser,17
te,tu,51
taire,taire,14
quand,quand,83
je,je,51
viens,venir,17
de,de,81
te,tu,51
dire,dire,14
de,de,81
telles,tel,75
choses,chose,22
/!,/!,P
ah,ah,93
!,!,p
oui,oui,60
",",",",p
madame,madame,22
",",",",p
j',je,51
oserai,oser,15
vous,vous,51
confier,confier,14
ma,mon,73
douleur,douleur,22
",",",",p
puisque,puisque,83
vous,vous,51
êtes,être,17
pour,pour,81
moi,moi,51
/…,/…,P
-,-,p
une,un,71
amie,amie,22
",",",",p
une,un,71
femme,femme,22
",",",",p
interrompit,interrompre,19
la,le,71
reine,reine,22
;,;,p
j',je,51
ai,avoir,17
été,être,12
femme,femme,22
par,par,81
mon,mon,73
effroi,effroi,21
",",",",p
qui,qui,52
t',tu,51
a,avoir,17
fait,faire,12
savoir,savoir,14
un,un,71
secret,secret,21
inconnu,inconnu,30
au,à,81
au,le,71
monde,monde,21
entier,entier,30
;,;,p
j',je,51
ai,avoir,17
été,être,12
femme,femme,22
",",",",p
tu,tu,51
le,le,52
vois,voir,17
",",",",p
par,par,81
un,un,71
amour,amour,21
qui,qui,52
survit,survivre,17
à,à,81
l',le,71
homme,homme,21
que,que,52
j',je,51
aimais,aimer,18
/…,/…,P
parle,parler,17
",",",",p
parle,parler,17
moi,moi,51
",",",",p
il,il,51
est,être,17
temps,temps,21
/…,/…,P
-,-,p
il,il,51
n',ne,60
est,être,17
plus,plus,60
temps,temps,21
au,à,81
au,le,71
contraire,contraire,21
",",",",p
reprit,reprendre,19
Marie,Marie,20
avec,avec,81
un,un,71
sourire,sourire,21
forcé,forcé,31
;,;,p
monsieur,monsieur,21
de,de,81
Cinq-Mars,Cinq-Mars,20
et,et,82
moi,moi,51
nous,nous,51
sommes,être,17
unis,unir,12
pour,pour,81
toujours,toujours,60
/.,/.,P
-,-,p
pour,pour,81
toujours,toujours,60
!,!,p
s',se,51
écria,écrier,19
la,le,71
reine,reine,22
;,;,p
y,y,52
pensez,penser,17
vous,vous,51
?,?,p
et,et,82
votre,votre,73
rang,rang,21
",",",",p
votre,votre,73
nom,nom,21
",",",",p
votre,votre,73
avenir,avenir,21
",",",",p
tout,tout,52
est,être,17
il,il,51
perdu,perdre,12
/?,/?,P
réserveriez,réserver,16
vous,vous,51
ce,ce,74
désespoir,désespoir,21
à,à,81
votre,votre,73
frère,frère,21
le,le,71
duc,duc,21
de,de,81
Rethel,Rethel,20
et,et,82
à,à,81
tous,tout,75
les,le,71
Gonzague,Gonzague,20
/?,/?,P
depuis,depuis,81
plus,plus,60
de,de,81
quatre,quatre,72
ans,an,21
j',je,51
y,y,52
pense,penser,17
",",",",p
et,et,82
j',je,51
y,y,52
suis,être,17
résolue,résoudre,12
;,;,p
et,et,82
depuis,depuis,81
dix,dix,72
jours,jour,21
nous,nous,51
sommes,être,17
fiancés,fiancé,31
/…,/…,P
-,-,p
fiancés,fiancé,31
!,!,p
s',se,51
écria,écrier,19
la,le,71
reine,reine,22
en,en,81
frappant,frapper,13
ses,son,73
mains,main,22
;,;,p
on,on,51
vous,vous,51
a,avoir,17
trompée,tromper,12
",",",",p
Marie,Marie,20
/.,/.,P
qui,qui,52
l',le,52
eût,avoir,19
osé,oser,12
sans,sans,81
l',le,71
ordre,ordre,21
du,de,81
du,le,71
roi,roi,21
/?,/?,P
c',ce,52
est,être,17
une,un,71
intrigue,intrigue,22
que,que,52
je,je,51
veux,vouloir,17
savoir,savoir,14
;,;,p
je,je,51
suis,être,17
sûre,sûr,30
qu',que,83
on,on,51
vous,vous,51
a,avoir,17
entraînée,entraîner,12
et,et,82
trompée,tromper,12
/.,/.,P
Marie,Marie,20
se,se,51
recueillit,recueillir,19
un,un,71
moment,moment,21
et,et,82
dit,dire,19
:,:,p
-,-,p
rien,rien,52
ne,ne,60
fut,être,19
plus,plus,60
simple,simple,30
",",",",p
madame,madame,22
",",",",p
que,que,83
notre,notre,73
attachement,attachement,21
/.,/.,P
j',je,51
habitais,habiter,18
",",",",p
vous,vous,51
le,le,52
savez,savoir,17
",",",",p
le,le,71
vieux,vieux,30
château,château,21
de,de,81
Chaumont,Chaumont,20
",",",",p
chez,chez,81
la,le,71
maréchale,maréchale,22
d',de,81
Effiat,Effiat,20
",",",",p
mère,mère,22
de,de,81
monsieur,monsieur,21
de,de,81
Cinq-Mars,Cinq-Mars,20
/.,/.,P
je,je,51
m',je,51
y,y,52
étais,être,18
retirée,retirer,12
pour,pour,81
pleurer,pleurer,14
mon,mon,73
père,père,21
",",",",p
et,et,82
bientôt,bientôt,60
il,il,51
arriva,arriver,19
qu',que,83
il,il,51
eut,avoir,19
lui-même,lui-même,51
à,à,81
regretter,regretter,14
le,le,71
sien,sien,52
/.,/.,P
dans,dans,81
cette,ce,74
nombreuse,nombreux,30
famille,famille,22
affligée,affligé,31
",",",",p
je,je,51
ne,ne,60
vis,voir,19
que,que,83
sa,son,73
douleur,douleur,22
qui,qui,52
fût,être,19
aussi,aussi,60
profonde,profond,30
que,que,83
la,le,71
mienne,mien,52
:,:,p
tout,tout,52
ce,ce,52
qu',que,52
il,il,51
disait,dire,18
je,je,51
l',le,52
avais,avoir,18
déjà,déjà,60
pensé,penser,12
",",",",p
et,et,82
lorsque,lorsque,83
nous,nous,51
vînmes,venir,19
à,à,81
nous,nous,51
parler,parler,14
de,de,81
nos,notre,73
peines,peine,22
",",",",p
nous,nous,51
les,le,52
trouvâmes,trouver,19
toutes,tout,52
semblables,semblable,30
/.,/.,P
comme,comme,83
j',je,51
avais,avoir,18
été,être,12
la,le,71
première,premier,72
malheureuse,malheureux,30
",",",",p
je,je,51
me,je,51
connaissais,connaître,18
mieux,mieux,60
en,en,81
tristesse,tristesse,22
",",",",p
et,et,82
j',je,51
essayais,essayer,18
de,de,81
le,le,52
consoler,consoler,14
en,en,81
lui,lui,51
disant,dire,13
ce,ce,52
que,que,52
j',je,51
avais,avoir,18
souffert,souffrir,12
",",",",p
de,de,81
sorte,sorte,22
qu',que,83
en,en,81
me,je,51
plaignant,plaindre,13
il,il,51
s',se,51
oubliait,oublier,18
/.,/.,P
ce,ce,52
fut,être,19
le,le,71
commencement,commencement,21
de,de,81
notre,notre,73
amour,amour,21
",",",",p
qui,qui,52
",",",",p
vous,vous,51
le,le,52
voyez,voir,17
",",",",p
naquit,naître,19
presque,presque,60
entre,entre,81
deux,deux,72
tombeaux,tombeau,21
/.,/.,P
-,-,p
dieu,dieu,21
veuille,vouloir,17
",",",",p
ma,mon,73
chère,cher,30
",",",",p
qu',que,83
il,il,51
ait,avoir,17
une,un,71
fin,fin,22
heureuse,heureux,30
!,!,p
dit,dire,19
la,le,71
reine,reine,22
/.,/.,P
-,-,p
je,je,51
l',le,52
espère,espérer,17
",",",",p
madame,madame,22
",",",",p
puisque,puisque,83
vous,vous,51
priez,prier,17
pour,pour,81
moi,moi,51
",",",",p
poursuivit,poursuivre,19
Marie,Marie,20
;,;,p
d',de,81
ailleurs,ailleurs,60
",",",",p
tout,tout,52
me,je,51
sourit,sourire,17
à,à,81
présent,présent,21
;,;,p
mais,mais,82
alors,alors,60
j',je,51
étais,être,18
bien,bien,60
malheureuse,malheureux,30
/!,/!,P
la,le,71
nouvelle,nouvelle,22
arriva,arriver,19
un,un,71
jour,jour,21
au,à,81
au,le,71
château,château,21
que,que,83
le,le,71
cardinal,cardinal,21
appelait,appeler,18
monsieur,monsieur,21
de,de,81
Cinq-Mars,Cinq-Mars,20
à,à,81
l',le,71
armée,armée,22
;,;,p
il,il,51
me,je,51
sembla,sembler,19
que,que,83
l',l',94
on,on,51
m',je,51
enlevait,enlever,18
encore,encore,60
une,un,71
fois,fois,22
l',le,71
un,un,52
des,de,81
des,le,71
miens,mien,52
",",",",p
et,et,82
pourtant,pourtant,60
nous,nous,51
étions,être,18
étrangers,étranger,30
/.,/.,P
mais,mais,82
monsieur,monsieur,21
de,de,81
Bassompierre,Bassompierre,20
ne,ne,60
cessait,cesser,18
de,de,81
parler,parler,14
de,de,81
batailles,bataille,22
et,et,82
de,de,81
mort,mort,22
;,;,p
je,je,51
me,je,51
retirais,retirer,18
chaque,chaque,75
soir,soir,21
toute,tout,60
troublée,troublé,31
",",",",p
et,et,82
je,je,51
pleurais,pleurer,18
dans,dans,81
la,le,71
nuit,nuit,22
/.,/.,P
je,je,51
crus,croire,19
d'abord,d'abord,60
que,que,83
mes,mon,73
larmes,larme,22
coulaient,couler,18
encore,encore,60
pour,pour,81
le,le,71
passé,passé,21
;,;,p
mais,mais,82
je,je,51
m',je,51
aperçus,apercevoir,19
que,que,83
c',ce,52
était,être,18
pour,pour,81
l',le,71
avenir,avenir,21
",",",",p
et,et,82
je,je,51
sentis,sentir,19
bien,bien,60
que,que,83
ce,ce,52
ne,ne,60
pouvait,pouvoir,18
plus,plus,60
être,être,14
les,le,71
mêmes,même,75
pleurs,pleur,21
",",",",p
puisque,puisque,83
je,je,51
désirais,désirer,18
les,le,52
cacher,cacher,14
/.,/.,P
quelque,quelque,75
temps,temps,21
se,se,51
passa,passer,19
dans,dans,81
l',le,71
attente,attente,22
de,de,81
ce,ce,74
départ,départ,21
;,;,p
je,je,51
le,le,52
voyais,voir,18
tous,tout,75
les,le,71
jours,jour,21
et,et,82
je,je,51
le,le,52
plaignais,plaindre,18
de,de,81
partir,partir,14
",",",",p
parce qu',parce que,83
il,il,51
me,je,51
disait,dire,18
à,à,81
chaque,chaque,75
instant,instant,21
qu',que,83
il,il,51
aurait,avoir,16
voulu,vouloir,12
vivre,vivre,14
éternellement,éternellement,60
",",",",p
comme,comme,83
dans,dans,81
ce,ce,74
temps,temps,21
là,là,60
",",",",p
dans,dans,81
son,son,73
pays,pays,21
et,et,82
avec,avec,81
nous,nous,51
/.,/.,P
il,il,51
fut,être,19
ainsi,ainsi,60
sans,sans,81
ambition,ambition,22
jusqu',jusque,81
au,à,81
au,le,71
jour,jour,21
de,de,81
son,son,73
départ,départ,21
",",",",p
parce qu',parce que,83
il,il,51
ne,ne,60
savait,savoir,18
pas,pas,60
s',si,83
il,il,51
était,être,18
…,…,p
je,je,51
n',ne,60
ose,oser,17
dire,dire,14
à,à,81
votre,votre,73
majesté,majesté,22
/…,/…,P
Marie,Marie,20
",",",",p
rougissant,rougir,13
",",",",p
baissait,baisser,18
des,de,81
des,le,71
yeux,oeil,21
humides,humide,30
en,en,81
souriant,sourire,13
/…,/…,P
-,-,p
allons,aller,17
!,!,p
dit,dire,19
la,le,71
reine,reine,22
",",",",p
s',si,83
il,il,51
était,être,18
aimé,aimer,12
",",",",p
n',ne,60
est,être,17
ce,ce,52
pas,pas,60
/?,/?,P
et,et,82
le,le,71
soir,soir,21
",",",",p
madame,madame,22
",",",",p
il,il,51
partit,partir,19
ambitieux,ambitieux,30
/.,/.,P
-,-,p
on,on,51
s',se,51
en,en,52
est,être,17
aperçu,apercevoir,12
en,en,81
effet,effet,21
/.,/.,P
mais,mais,82
enfin,enfin,60
il,il,51
partit,partir,19
",",",",p
dit,dire,19
Anne,Anne,20
d',de,81
Autriche,Autriche,20
soulagée,soulagé,31
d',de,81
un,un,71
peu,peu,60
d',de,81
inquiétude,inquiétude,22
;,;,p
mais,mais,82
il,il,51
est,être,17
revenu,revenir,12
depuis,depuis,81
deux,deux,72
ans,an,21
et,et,82
vous,vous,51
l',le,52
avez,avoir,17
vu,voir,12
?,?,p
/…,/…,P
-,-,p
rarement,rarement,60
",",",",p
