11443
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quarante-cinquième extrait>,<>,<>
la,le,71
soumission,soumission,22
",",",",p
et,et,82
ne,ne,60
voyaient,voir,18
pas,pas,60
qu',que,83
elle,il,51
n',ne,60
en,en,52
avait,avoir,18
que,que,83
trop,trop,60
;,;,p
d',de,81
autres,autre,52
conseillaient,conseiller,18
au,à,81
au,le,71
mari,mari,21
d',de,81
être,être,14
rigide,rigide,30
et,et,82
de,de,81
ne,ne,60
pas,pas,60
laisser,laisser,14
tomber,tomber,14
son,son,73
autorité,autorité,22
en,en,81
quenouille,quenouille,22
/.,/.,P
ces,ce,74
derniers,dernier,30
",",",",p
gens,gens,21
épais,épais,30
",",",",p
qui,qui,52
se,se,51
sentent,sentir,17
si,si,83
peu,peu,60
de,de,81
chose,chose,22
",",",",p
qu',que,83
ils,ils,51
craignent,craindre,17
toujours,toujours,60
qu',que,83
on,on,51
ne,ne,60
leur,leur,52
marche,marcher,17
sur,sur,81
le,le,71
corps,corps,21
",",",",p
et,et,82
qui,qui,52
prennent,prendre,17
fait,fait,21
et,et,82
cause,cause,22
les,le,71
uns,un,52
pour,pour,81
les,le,71
autres,autre,52
",",",",p
forment,former,17
une,un,71
espèce,espèce,22
que,que,52
vous,vous,51
rencontrerez,rencontrer,15
partout,partout,60
",",",",p
qui,qui,52
s',se,51
embarrasse,embarrasser,17
continuellement,continuellement,60
dans,dans,81
les,le,71
jambes,jambe,22
d',de,81
autrui,autrui,21
",",",",p
et,et,82
qui,qui,52
fait,faire,17
beaucoup,beaucoup,60
de,de,81
bruit,bruit,21
pour,pour,81
être,être,14
aperçue,apercevoir,12
/.,/.,P
monsieur,monsieur,21
et,et,82
madame,madame,22
Delmare,Delmare,20
avaient,avoir,18
fait,faire,12
particulièrement,particulièrement,60
des,de,81
des,le,71
connaissances,connaissance,22
à,à,81
Melun,Melun,20
et,et,82
à,à,81
Fontainebleau,Fontainebleau,20
/.,/.,P
ils,ils,51
retrouvèrent,retrouver,19
ces,ce,74
gens,gens,21
là,là,60
à,à,81
Paris,Paris,20
",",",",p
et,et,82
ce,ce,52
furent,être,19
les,le,71
plus,plus,60
âpres,âpre,30
à,à,81
la,le,71
curée,curée,22
de,de,81
médisance,médisance,22
qui,qui,52
se,se,51
faisait,faire,18
autour,autour,60
d',de,81
eux,ils,51
/.,/.,P
l',le,71
esprit,esprit,21
des,de,81
des,le,71
petites,petit,30
villes,ville,22
est,être,17
",",",",p
vous,vous,51
le,le,52
savez,savoir,17
sans,sans,81
doute,doute,21
",",",",p
le,le,71
plus,plus,60
méchant,méchant,30
qui,qui,52
soit,être,17
au,à,81
au,le,71
monde,monde,21
/.,/.,P
là,là,60
",",",",p
toujours,toujours,60
les,le,71
gens,gens,21
de,de,81
bien,bien,21
sont,être,17
méconnus,méconnaître,12
",",",",p
les,le,71
esprits,esprit,21
supérieurs,supérieur,30
sont,être,17
ennemis,ennemi,30
nés,naître,12
du,de,81
du,le,71
public,public,21
/.,/.,P
faut,falloir,17
il,il,51
prendre,prendre,14
le,le,71
parti,parti,21
d',de,81
un,un,71
sot,sot,21
ou,ou,82
d',de,81
un,un,71
manant,manant,21
",",",",p
vous,vous,51
les,le,52
verrez,voir,15
accourir,accourir,14
/.,/.,P
avez,avoir,17
vous,vous,51
querelle,querelle,22
avec,avec,81
quelqu'un,quelqu'un,52
",",",",p
ils,ils,51
viennent,venir,17
y,y,52
assister,assister,14
comme,comme,83
à,à,81
un,un,71
spectacle,spectacle,21
;,;,p
ils,ils,51
ouvrent,ouvrir,17
les,le,71
paris,pari,21
;,;,p
ils,ils,51
se,se,51
ruent,ruer,17
jusque,jusque,81
sur,sur,81
vos,votre,73
semelles,semelle,22
",",",",p
tant,tant,60
ils,ils,51
sont,être,17
avides,avide,30
de,de,81
voir,voir,14
et,et,82
d',de,81
entendre,entendre,14
/.,/.,P
celui,celui,52
qui,qui,52
tombera,tomber,15
",",",",p
ils,ils,51
le,le,52
couvriront,couvrir,15
de,de,81
boue,boue,22
et,et,82
de,de,81
malédictions,malédiction,22
;,;,p
celui,celui,52
qui,qui,52
a,avoir,17
toujours,toujours,60
tort,tort,21
",",",",p
c',ce,52
est,être,17
le,le,71
plus,plus,60
faible,faible,30
/.,/.,P
faites,faire,17
vous,vous,51
la,le,71
guerre,guerre,22
aux,à,81
aux,le,71
préjugés,préjugé,21
",",",",p
aux,à,81
aux,le,71
petitesses,petitesse,22
",",",",p
aux,à,81
aux,le,71
vices,vice,21
",",",",p
vous,vous,51
les,le,52
insultez,insulter,17
personnellement,personnellement,60
",",",",p
vous,vous,51
les,le,52
attaquez,attaquer,17
dans,dans,81
ce,ce,52
qu',que,52
ils,ils,51
ont,avoir,17
de,de,81
plus,plus,60
cher,cher,30
",",",",p
vous,vous,51
êtes,être,17
perfide,perfide,30
et,et,82
dangereux,dangereux,30
/.,/.,P
vous,vous,51
serez,être,15
appelé,appeler,12
en,en,81
réparation,réparation,22
devant,devant,81
les,le,71
tribunaux,tribunal,21
par,par,81
des,de,81
des,le,71
gens,gens,21
dont,dont,52
vous,vous,51
ne,ne,60
savez,savoir,17
pas,pas,60
le,le,71
nom,nom,21
",",",",p
mais,mais,82
que,que,83
vous,vous,51
serez,être,15
convaincu,convaincre,12
d',de,81
avoir,avoir,14
désignés,désigner,12
dans,dans,81
vos,votre,73
allusions,allusion,22
malhonnêtes,malhonnête,30
/.,/.,P
que,que,52
voulez,vouloir,17
vous,vous,51
que,que,83
je,je,51
vous,vous,51
dise,dire,17
/?,/?,P
si,si,83
vous,vous,51
en,en,52
rencontrez,rencontrer,17
un,un,71
seul,seul,30
",",",",p
évitez,éviter,17
de,de,81
marcher,marcher,14
sur,sur,81
son,son,73
ombre,ombre,22
",",",",p
même,même,60
au,à,81
au,le,71
coucher,coucher,21
du,de,81
du,le,71
soleil,soleil,21
",",",",p
quand,quand,83
l',le,71
ombre,ombre,22
d',de,81
un,un,71
homme,homme,21
à,à,81
trente,trente,72
pieds,pied,21
d',de,81
étendue,étendue,22
;,;,p
tout,tout,75
ce,ce,74
terrain,terrain,21
là,là,60
appartient,appartenir,17
à,à,81
l',le,71
homme,homme,21
des,de,81
des,le,71
petites,petit,30
villes,ville,22
",",",",p
vous,vous,51
n',ne,60
avez,avoir,17
pas,pas,60
le,le,71
droit,droit,21
d',de,81
y,y,52
poser,poser,14
le,le,71
pied,pied,21
/.,/.,P
si,si,83
vous,vous,51
respirez,respirer,17
l',le,71
air,air,21
qu',que,52
il,il,51
respire,respirer,17
",",",",p
vous,vous,51
lui,lui,51
faites,faire,17
tort,tort,21
",",",",p
vous,vous,51
ruinez,ruiner,17
sa,son,73
santé,santé,22
;,;,p
si,si,83
vous,vous,51
buvez,boire,17
à,à,81
sa,son,73
fontaine,fontaine,22
",",",",p
vous,vous,51
la,le,52
desséchez,dessécher,17
;,;,p
si,si,83
vous,vous,51
alimentez,alimenter,17
le,le,71
commerce,commerce,21
de,de,81
sa,son,73
province,province,22
",",",",p
vous,vous,51
faites,faire,17
renchérir,renchérir,14
les,le,71
denrées,denrée,22
qu',que,52
il,il,51
achète,acheter,17
;,;,p
si,si,83
vous,vous,51
lui,lui,51
offrez,offrir,17
du,de,81
du,le,71
tabac,tabac,21
",",",",p
vous,vous,51
l',le,52
empoisonnez,empoisonner,17
;,;,p
si,si,83
vous,vous,51
trouvez,trouver,17
sa,son,73
fille,fille,22
jolie,joli,30
",",",",p
vous,vous,51
voulez,vouloir,17
la,le,52
séduire,séduire,14
;,;,p
si,si,83
vous,vous,51
vantez,vanter,17
les,le,71
vertus,vertu,22
privées,privé,31
de,de,81
sa,son,73
femme,femme,22
",",",",p
c',ce,52
est,être,17
une,un,71
froide,froid,30
ironie,ironie,22
",",",",p
au,à,81
au,le,71
fond,fond,21
du,de,81
du,le,71
coeur,coeur,21
vous,vous,51
la,le,52
méprisez,mépriser,17
pour,pour,81
son,son,73
ignorance,ignorance,22
;,;,p
si,si,83
vous,vous,51
avez,avoir,17
le,le,71
malheur,malheur,21
de,de,81
trouver,trouver,14
un,un,71
compliment,compliment,21
à,à,81
faire,faire,14
chez,chez,81
lui,lui,51
",",",",p
il,il,51
ne,ne,60
le,le,52
comprendra,comprendre,15
pas,pas,60
",",",",p
et,et,82
il,il,51
ira,aller,15
dire,dire,14
partout,partout,60
que,que,83
vous,vous,51
l',le,52
avez,avoir,17
insulté,insulter,12
/.,/.,P
prenez,prendre,17
vos,votre,73
pénates,pénate,22
et,et,82
transportez,transporter,17
les,le,52
au,à,81
au,le,71
fond,fond,21
des,de,81
des,le,71
bois,bois,21
",",",",p
au,à,81
au,le,71
sein,sein,21
des,de,81
des,le,71
landes,lande,22
désertes,désert,30
/.,/.,P
là,là,60
seulement,seulement,60
",",",",p
et,et,82
tout,tout,60
au,à,81
au,le,71
plus,plus,60
",",",",p
l',le,71
homme,homme,21
des,de,81
des,le,71
petites,petit,30
villes,ville,22
vous,vous,51
laissera,laisser,15
en,en,81
repos,repos,21
/.,/.,P
même,même,60
derrière,derrière,81
la,le,71
multiple,multiple,30
enceinte,enceinte,22
des,de,81
des,le,71
murs,mur,21
de,de,81
Paris,Paris,20
",",",",p
la,le,71
petite,petit,30
ville,ville,22
vint,venir,19
relancer,relancer,14
ce,ce,74
pauvre,pauvre,30
ménage,ménage,21
/.,/.,P
des,de,81
des,le,71
familles,famille,22
aisées,aisé,30
de,de,81
Fontainebleau,Fontainebleau,20
et,et,82
de,de,81
Melun,Melun,20
vinrent,venir,19
s',se,51
établir,établir,14
pour,pour,81
l',le,71
hiver,hiver,21
dans,dans,81
la,le,71
capitale,capitale,22
",",",",p
et,et,82
y,y,52
importèrent,importer,19
les,le,71
bienfaits,bienfait,21
de,de,81
leurs,leur,73
moeurs,moeurs,22
provinciales,provincial,30
/.,/.,P
les,le,71
coteries,coterie,22
s',se,51
élevèrent,élever,19
autour,autour,60
de,de,81
Delmare,Delmare,20
et,et,82
de,de,81
sa,son,73
femme,femme,22
",",",",p
et,et,82
tout,tout,52
ce,ce,52
qui,qui,52
est,être,17
humainement,humainement,60
possible,possible,30
fut,être,19
tenté,tenter,12
pour,pour,81
empirer,empirer,14
leur,leur,73
position,position,22
respective,respectif,30
/.,/.,P
leur,leur,73
malheur,malheur,21
s',se,51
en,en,52
accrut,accroire,19
",",",",p
et,et,82
leur,leur,73
mutuelle,mutuel,30
opiniâtreté,opiniâtreté,22
n',ne,60
en,en,52
diminua,diminuer,19
pas,pas,60
/.,/.,P
Ralph,Ralph,20
eut,avoir,19
le,le,71
bon,bon,30
sens,sens,21
de,de,81
ne,ne,60
pas,pas,60
se,se,51
mêler,mêler,14
de,de,81
leurs,leur,73
différends,différend,21
/.,/.,P
madame,madame,22
Delmare,Delmare,20
l',le,52
avait,avoir,18
soupçonné,soupçonner,12
d',de,81
aigrir,aigrir,14
son,son,73
mari,mari,21
contre,contre,81
elle,il,51
",",",",p
ou,ou,82
tout,tout,60
au,à,81
au,le,71
moins,moins,60
de,de,81
vouloir,vouloir,14
expulser,expulser,14
Raymon,Raymon,20
de,de,81
son,son,73
intimité,intimité,22
;,;,p
mais,mais,82
elle,il,51
reconnut,reconnaître,19
bientôt,bientôt,60
l',le,71
injustice,injustice,22
de,de,81
ses,son,73
accusations,accusation,22
/.,/.,P
la,le,71
parfaite,parfait,31
tranquillité,tranquillité,22
du,de,81
du,le,71
colonel,colonel,21
à,à,81
l',le,71
égard,égard,21
de,de,81
monsieur,monsieur,21
de,de,81
Ramière,Ramière,20
lui,lui,51
fut,être,19
un,un,71
témoignage,témoignage,21
irrécusable,irrécusable,30
du,de,81
du,le,71
silence,silence,21
de,de,81
son,son,73
cousin,cousin,21
/.,/.,P
elle,il,51
sentit,sentir,19
alors,alors,60
le,le,71
besoin,besoin,21
de,de,81
le,le,52
remercier,remercier,14
;,;,p
mais,mais,82
il,il,51
évita,éviter,19
soigneusement,soigneusement,60
toute,tout,75
explication,explication,22
à,à,81
cet,ce,74
égard,égard,21
;,;,p
chaque,chaque,75
fois,fois,22
qu',que,83
elle,il,51
se,se,51
trouva,trouver,19
seule,seul,30
avec,avec,81
lui,lui,51
",",",",p
il,il,51
éluda,éluder,19
ses,son,73
tentatives,tentative,22
et,et,82
feignit,feindre,19
de,de,81
ne,ne,60
pas,pas,60
les,le,52
comprendre,comprendre,14
/.,/.,P
c',ce,52
était,être,18
un,un,71
sujet,sujet,21
si,si,60
délicat,délicat,30
",",",",p
que,que,83
madame,madame,22
Delmare,Delmare,20
n',ne,60
eut,avoir,19
pas,pas,60
le,le,71
courage,courage,21
de,de,81
forcer,forcer,14
Ralph,Ralph,20
à,à,81
l',le,52
aborder,aborder,14
;,;,p
elle,il,51
tâcha,tâcher,19
seulement,seulement,60
",",",",p
par,par,81
ses,son,73
soins,soin,21
affectueux,affectueux,30
",",",",p
par,par,81
ses,son,73
attentions,attention,22
fines,fin,30
et,et,82
tendres,tendre,30
",",",",p
de,de,81
lui,lui,51
faire,faire,14
comprendre,comprendre,14
sa,son,73
reconnaissance,reconnaissance,22
;,;,p
mais,mais,82
Ralph,Ralph,20
eut,avoir,19
l',le,71
air,air,21
de,de,81
n',ne,60
y,y,52
pas,pas,60
prendre,prendre,14
garde,garde,22
",",",",p
et,et,82
la,le,71
fierté,fierté,22
d',de,81
Indiana,Indiana,20
souffrit,souffrir,19
de,de,81
l',le,71
orgueilleuse,orgueilleux,30
générosité,générosité,22
qu',que,52
on,on,51
lui,lui,51
témoignait,témoigner,18
/.,/.,P
elle,il,51
craignit,craindre,19
de,de,81
jouer,jouer,14
le,le,71
rôle,rôle,21
d',de,81
une,un,71
femme,femme,22
coupable,coupable,30
qui,qui,52
implore,implorer,17
l',le,71
indulgence,indulgence,22
d',de,81
un,un,71
témoin,témoin,21
sévère,sévère,30
;,;,p
elle,il,51
redevint,redevenir,19
froide,froid,30
et,et,82
contrainte,contraint,31
avec,avec,81
le,le,71
pauvre,pauvre,30
Ralph,Ralph,20
/.,/.,P
il,il,51
lui,lui,51
sembla,sembler,19
que,que,83
sa,son,73
conduite,conduite,22
",",",",p
en,en,81
cette,ce,74
occasion,occasion,22
",",",",p
était,être,18
le,le,71
complément,complément,21
de,de,81
son,son,73
égoïsme,égoïsme,21
;,;,p
qu',que,83
il,il,51
l',le,52
aimait,aimer,18
encore,encore,60
",",",",p
bien,bien,60
qu',que,83
il,il,51
ne,ne,60
l',le,52
estimât,estimer,18
plus,plus,60
;,;,p
qu',que,83
il,il,51
n',ne,60
avait,avoir,18
besoin,besoin,21
que,que,83
de,de,81
sa,son,73
société,société,22
pour,pour,81
se,se,51
distraire,distraire,14
",",",",p
des,de,81
des,le,71
habitudes,habitude,22
qu',que,52
elle,il,51
lui,lui,51
avait,avoir,18
créées,créer,12
dans,dans,81
son,son,73
intérieur,intérieur,21
",",",",p
des,de,81
des,le,71
soins,soin,21
qu',que,52
elle,il,51
lui,lui,51
prodiguait,prodiguer,18
sans,sans,81
se,se,51
lasser,lasser,14
/.,/.,P
elle,il,51
s',se,51
imagina,imaginer,19
que,que,83
",",",",p
du,de,81
du,le,71
reste,reste,21
",",",",p
il,il,51
ne,ne,60
se,se,51
souciait,soucier,18
pas,pas,60
de,de,81
lui,lui,51
trouver,trouver,14
des,de,81
des,le,71
torts,tort,21
envers,envers,81
son,son,73
mari,mari,21
ou,ou,82
envers,envers,81
elle-même,lui-même,51
/.,/.,P
-,-,p
voilà,voilà,81
bien,bien,60
son,son,73
mépris,mépris,21
pour,pour,81
les,le,71
femmes,femme,22
",",",",p
pensa,penser,19
t,t,94
elle,il,51
;,;,p
elles,ils,51
ne,ne,60
sont,être,17
à,à,81
ses,son,73
yeux,oeil,21
que,que,83
des,de,81
des,le,71
animaux,animal,21
domestiques,domestique,30
",",",",p
propres,propre,30
à,à,81
maintenir,maintenir,14
l',le,71
ordre,ordre,21
dans,dans,81
une,un,71
maison,maison,22
",",",",p
à,à,81
préparer,préparer,14
les,le,71
repas,repas,21
et,et,82
à,à,81
servir,servir,14
le,le,71
thé,thé,21
/.,/.,P
il,il,51
ne,ne,60
leur,leur,52
fait,faire,17
pas,pas,60
l',le,71
honneur,honneur,21
d',de,81
entrer,entrer,14
en,en,81
discussion,discussion,22
avec,avec,81
elles,ils,51
;,;,p
leurs,leur,73
fautes,faute,22
ne,ne,60
peuvent,pouvoir,17
pas,pas,60
l',le,52
atteindre,atteindre,14
",",",",p
pourvu,pourvu,81
qu',que,83
elles,ils,51
ne,ne,60
lui,lui,51
soient,être,17
point,point,60
personnelles,personnel,30
",",",",p
pourvu,pourvu,81
qu',que,83
elles,ils,51
ne,ne,60
dérangent,déranger,17
rien,rien,52
aux,à,81
aux,le,71
habitudes,habitude,22
matérielles,matériel,30
de,de,81
sa,son,73
vie,vie,22
/.,/.,P
Ralph,Ralph,20
n',ne,60
a,avoir,17
pas,pas,60
besoin,besoin,21
de,de,81
mon,mon,73
coeur,coeur,21
;,;,p
pourvu,pourvu,81
que,que,83
mes,mon,73
mains,main,22
sachent,savoir,17
apprêter,apprêter,14
son,son,73
pouding,pudding,21
et,et,82
faire,faire,14
résonner,résonner,14
pour,pour,81
lui,lui,51
les,le,71
condés,condé,21
de,de,81
la,le,71
harpe,harpe,22
",",",",p
que,que,52
lui,lui,51
importent,importer,17
mon,mon,73
amour,amour,21
pour,pour,81
un,un,71
autre,autre,52
",",",",p
mes,mon,73
angoisses,angoisse,22
secrètes,secret,30
",",",",p
mes,mon,73
impatiences,impatience,22
mortelles,mortel,30
sous,sous,81
le,le,71
joug,joug,21
qui,qui,52
m',je,51
écrase,écraser,17
/?,/?,P
je,je,51
suis,être,17
sa,son,73
servante,servante,22
",",",",p
il,il,51
ne,ne,60
m',je,51
en,en,52
demande,demander,17
pas,pas,60
davantage,davantage,60
/.,/.,P
<XX>,<>,<>
Indiana,Indiana,20
ne,ne,60
faisait,faire,18
plus,plus,60
de,de,81
reproches,reproche,21
à,à,81
Raymon,Raymon,20
;,;,p
il,il,51
se,se,51
défendait,défendre,18
si,si,60
mal,mal,60
",",",",p
qu',que,83
elle,il,51
avait,avoir,18
peur,peur,22
de,de,81
le,le,52
trouver,trouver,14
trop,trop,60
coupable,coupable,30
/.,/.,P
il,il,51
y,y,52
avait,avoir,18
une,un,71
chose,chose,22
qu',que,52
elle,il,51
redoutait,redouter,18
bien,bien,60
plus,plus,60
que,que,83
d',de,81
être,être,14
trompée,tromper,12
",",",",p
c',ce,52
était,être,18
d',de,81
être,être,14
abandonnée,abandonner,12
/.,/.,P
elle,il,51
ne,ne,60
pouvait,pouvoir,18
plus,plus,60
se,se,51
passer,passer,14
de,de,81
croire,croire,14
en,en,81
lui,lui,51
",",",",p
d',de,81
espérer,espérer,14
l',le,71
avenir,avenir,21
qu',que,52
il,il,51
lui,lui,51
avait,avoir,18
promis,promettre,12
;,;,p
car,car,82
la,le,71
vie,vie,22
qu',que,52
elle,il,51
passait,passer,18
entre,entre,81
monsieur,monsieur,21
Delmare,Delmare,20
et,et,82
monsieur,monsieur,21
Ralph,Ralph,20
lui,lui,51
était,être,18
devenue,devenir,12
odieuse,odieux,30
",",",",p
et,et,82
",",",",p
si,si,83
elle,il,51
n',ne,60
eût,avoir,19
compté,compter,12
se,se,51
soustraire,soustraire,14
bientôt,bientôt,60
à,à,81
la,le,71
domination,domination,22
de,de,81
ces,ce,74
deux,deux,72
hommes,homme,21
",",",",p
elle,il,51
se,se,51
fut,être,19
noyée,noyer,12
aussi,aussi,60
/.,/.,P
elle,il,51
y,y,52
pensait,penser,18
souvent,souvent,60
;,;,p
elle,il,51
se,se,51
disait,dire,18
que,que,83
",",",",p
si,si,83
Raymon,Raymon,20
la,le,52
traitait,traiter,18
comme,comme,83
Noun,Noun,20
",",",",p
il,il,51
ne,ne,60
lui,lui,51
resterait,rester,16
plus,plus,60
d',de,81
autre,autre,75
ressource,ressource,22
",",",",p
pour,pour,81
échapper,échapper,14
à,à,81
un,un,71
avenir,avenir,21
insupportable,insupportable,30
",",",",p
que,que,83
de,de,81
rejoindre,rejoindre,14
Noun,Noun,20
/.,/.,P
cette,ce,74
sombre,sombre,30
pensée,pensée,22
la,le,71
tous,tout,75
lieux,lieu,21
",",",",p
et,et,82
elle,il,51
s',se,51
y,y,52
plaisait,plaire,18
/.,/.,P
cependant,cependant,82
l',le,71
époque,époque,22
fixée,fixé,31
pour,pour,81
le,le,71
départ,départ,21
approchait,approcher,18
/.,/.,P
le,le,71
colonel,colonel,21
semblait,sembler,18
fort,fort,60
peu,peu,60
s',se,51
attendre,attendre,14
à,à,81
la,le,71
résistance,résistance,22
que,que,52
sa,son,73
femme,femme,22
méditait,méditer,18
;,;,p
chaque,chaque,75
jour,jour,21
",",",",p
il,il,51
mettait,mettre,18
ordre,ordre,21
à,à,81
ses,son,73
affaires,affaire,22
;,;,p
chaque,chaque,75
jour,jour,21
",",",",p
il,il,51
se,se,51
libérait,libérer,18
d',de,81
une,un,52
de,de,81
ses,son,73
créances,créance,22
;,;,p
c',ce,52
étaient,être,18
autant,autant,60
de,de,81
préparatifs,préparatif,21
que,que,52
madame,madame,22
Delmare,Delmare,20
regardait,regarder,18
d',de,81
un,un,71
oeil,oeil,21
tranquille,tranquille,30
",",",",p
sûre,sûr,30
qu',que,52
elle,il,51
était,être,18
de,de,81
son,son,73
courage,courage,21
/.,/.,P
elle,il,51
s',se,51
apprêtait,apprêter,18
aussi,aussi,60
de,de,81
son,son,73
côté,côté,21
à,à,81
lutter,lutter,14
contre,contre,81
les,le,71
difficultés,difficulté,22
/.,/.,P
elle,il,51
chercha,chercher,19
à,à,81
se,se,51
faire,faire,14
d',de,81
avance,avance,22
un,un,71
appui,appui,21
de,de,81
sa,son,73
tante,tante,22
",",",",p
madame,madame,22
de,de,81
Carvajal,Carvajal,20
;,;,p
elle,il,51
lui,lui,51
exprima,exprimer,19
ses,son,73
répugnances,répugnance,22
pour,pour,81
ce,ce,74
voyage,voyage,21
;,;,p
et,et,82
la,le,71
vieille,vieux,30
marquise,marquise,22
",",",",p
qui,qui,52
fondait,fonder,18
(,(,p
en,en,81
tout,tout,75
bien,bien,21
tout,tout,75
honneur,honneur,21
),),p
un,un,71
grand,grand,30
espoir,espoir,21
d',de,81
achalandage,achalandage,21
pour,pour,81
sa,son,73
société,société,22
sur,sur,81
la,le,71
beauté,beauté,22
de,de,81
sa,son,73
nièce,nièce,22
",",",",p
déclara,déclarer,19
que,que,83
le,le,71
devoir,devoir,21
du,de,81
du,le,71
colonel,colonel,21
était,être,18
de,de,81
laisser,laisser,14
sa,son,73
femme,femme,22
en,en,81
France,France,20
;,;,p
qu',que,83
il,il,51
y,y,52
aurait,avoir,16
de,de,81
la,le,71
barbarie,barbarie,22
à,à,81
l',le,52
exposer,exposer,14
aux,à,81
aux,le,71
fatigues,fatigue,22
et,et,82
aux,à,81
aux,le,71
dangers,danger,21
d',de,81
une,un,71
traversée,traversée,22
",",",",p
lorsqu',lorsque,83
elle,il,51
jouissait,jouir,18
depuis,depuis,81
si,si,83
peu,peu,60
de,de,81
temps,temps,21
d',de,81
une,un,71
meilleure,meilleur,30
santé,santé,22
;,;,p
qu',que,83
en,en,81
un,un,71
mot,mot,21
c',ce,52
était,être,18
à,à,81
lui,lui,51
d',de,81
aller,aller,14
travailler,travailler,14
à,à,81
sa,son,73
fortune,fortune,22
",",",",p
à,à,81
Indiana,Indiana,20
de,de,81
rester,rester,14
auprès,auprès,60
de,de,81
sa,son,73
vieille,vieux,30
tante,tante,22
pour,pour,81
la,le,52
soigner,soigner,14
/.,/.,P
monsieur,monsieur,21
Delmare,Delmare,20
considéra,considérer,19
d'abord,d'abord,60
ces,ce,74
insinuations,insinuation,22
comme,comme,83
le,le,71
radotage,radotage,21
d',de,81
une,un,71
vieille,vieux,30
femme,femme,22
;,;,p
mais,mais,82
il,il,51
fut,être,19
forcé,forcer,12
d',de,81
y,y,52
faire,faire,14
plus,plus,60
d',de,81
attention,attention,22
lorsque,lorsque,83
madame,madame,22
de,de,81
Carvajal,Carvajal,20
lui,lui,51
fit,faire,19
entendre,entendre,14
clairement,clairement,60
que,que,83
son,son,73
héritage,héritage,21
était,être,18
à,à,81
ce,ce,74
prix,prix,21
/.,/.,P
quoique,quoique,83
Delmare,Delmare,20
aimât,aimer,18
l',le,71
argent,argent,21
comme,comme,83
un,un,71
homme,homme,21
qui,qui,52
avait,avoir,18
ardemment,ardemment,60
travaillé,travailler,12
toute,tout,75
sa,son,73
vie,vie,22
à,à,81
en,en,52
amasser,amasser,14
",",",",p
il,il,51
avait,avoir,18
de,de,81
la,le,71
fierté,fierté,22
dans,dans,81
le,le,71
caractère,caractère,21
;,;,p
il,il,51
se,se,51
prononça,prononcer,19
avec,avec,81
fermeté,fermeté,22
",",",",p
et,et,82
déclara,déclarer,19
que,que,83
sa,son,73
femme,femme,22
le,le,52
suivrait,suivre,16
à,à,81
tout,tout,75
risque,risque,21
/.,/.,P
la,le,71
marquise,marquise,22
",",",",p
qui,qui,52
ne,ne,60
pouvait,pouvoir,18
croire,croire,14
que,que,83
l',le,71
argent,argent,21
ne,ne,60
fût,être,19
pas,pas,60
le,le,71
souverain,souverain,21
absolu,absolu,30
de,de,81
tout,tout,75
homme,homme,21
de,de,81
bon,bon,30
sens,sens,21
",",",",p
ne,ne,60
regarda,regarder,19
pas,pas,60
cette,ce,74
réponse,réponse,22
comme,comme,83
le,le,71
dernier,dernier,30
mot,mot,21
de,de,81
monsieur,monsieur,21
Delmare,Delmare,20
;,;,p
elle,il,51
continua,continuer,19
d',de,81
encourager,encourager,14
la,le,71
résistance,résistance,22
de,de,81
sa,son,73
nièce,nièce,22
",",",",p
lui,lui,51
proposant,proposer,13
de,de,81
la,le,52
couvrir,couvrir,14
aux,à,81
aux,le,71
yeux,oeil,21
du,de,81
du,le,71
monde,monde,21
du,de,81
du,le,71
manteau,manteau,21
de,de,81
sa,son,73
responsabilité,responsabilité,22
/.,/.,P
il,il,51
fallait,falloir,18
toute,tout,75
l',le,71
indélicatesse,indélicatesse,22
d',de,81
un,un,71
esprit,esprit,21
corrompu,corrompu,31
par,par,81
l',le,71
intrigue,intrigue,22
et,et,82
l',le,71
ambition,ambition,22
",",",",p
toute,tout,75
l',le,71
escobarderie,escobarderie,22
d',de,81
un,un,71
coeur,coeur,21
déjeté,déjeté,31
par,par,81
la,le,71
dévotion,dévotion,22
d',de,81
apparat,apparat,21
",",",",p
pour,pour,81
pouvoir,pouvoir,14
ainsi,ainsi,60
fermer,fermer,14
les,le,71
yeux,oeil,21
sur,sur,81
les,le,71
vrais,vrai,30
motifs,motif,21
de,de,81
rébellion,rébellion,22
d',de,81
Indiana,Indiana,20
/.,/.,P
sa,son,73
passion,passion,22
pour,pour,81
monsieur,monsieur,21
de,de,81
Ramière,Ramière,20
n',ne,60
était,être,18
plus,plus,60
un,un,71
secret,secret,21
que,que,83
pour,pour,81
son,son,73
mari,mari,21
;,;,p
mais,mais,82
",",",",p
comme,comme,83
Indiana,Indiana,20
n',ne,60
avait,avoir,18
point,point,60
encore,encore,60
donné,donner,12
prise,prise,22
au,à,81
au,le,71
scandale,scandale,21
",",",",p
on,on,51
se,se,51
passait,passer,18
le,le,71
secret,secret,21
tout,tout,60
bas,bas,30
",",",",p
et,et,82
madame,madame,22
de,de,81
Carvajal,Carvajal,20
en,en,52
avait,avoir,18
reçu,recevoir,12
la,le,71
confidence,confidence,22
de,de,81
plus,plus,60
de,de,81
vingt,vingt,72
personnes,personne,22
/.,/.,P
la,le,71
vieille,vieux,30
folle,folle,22
en,en,52
était,être,18
flattée,flatter,12
;,;,p
tout,tout,52
ce,ce,52
qu',que,52
elle,il,51
désirait,désirer,18
",",",",p
c',ce,52
