11347
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Trentième extrait>,<>,<>
divulguer,divulguer,14
/.,/.,P
il,il,51
est,être,17
vrai,vrai,30
que,que,83
le,le,71
bon,bon,30
dieu,dieu,21
m',je,51
a,avoir,17
faite,faire,12
curieuse,curieux,30
",",",",p
si,si,83
c',ce,52
est,être,17
l',le,52
être,être,14
que,que,83
de,de,81
désirer,désirer,14
connaître,connaître,14
les,le,71
choses,chose,22
cachées,caché,31
/.,/.,P
mais,mais,82
si,si,83
on,on,51
avait,avoir,18
été,être,12
bon,bon,30
et,et,82
humain,humain,30
envers,envers,81
moi,moi,51
",",",",p
je,je,51
n',ne,60
aurais,avoir,16
pas,pas,60
songé,songer,12
à,à,81
contenter,contenter,14
ma,mon,73
curiosité,curiosité,22
aux,à,81
aux,le,71
dépens,dépens,21
du,de,81
du,le,71
prochain,prochain,21
/.,/.,P
j',je,51
aurais,avoir,16
renfermé,renfermer,12
mon,mon,73
amusement,amusement,21
dans,dans,81
la,le,71
connaissance,connaissance,22
des,de,81
des,le,71
secrets,secret,21
que,que,52
m',je,51
enseigne,enseigner,17
ma,mon,73
grand'mère,grand-mère,22
pour,pour,81
la,le,71
guérison,guérison,22
du,de,81
du,le,71
corps,corps,21
humain,humain,30
/.,/.,P
les,le,71
fleurs,fleur,22
",",",",p
les,le,71
herbes,herbe,22
",",",",p
les,le,71
pierres,pierre,22
",",",",p
les,le,71
mouches,mouche,22
",",",",p
tous,tout,75
les,le,71
secrets,secret,21
de,de,81
nature,nature,22
",",",",p
il,il,51
y,y,52
en,en,52
aurait,avoir,16
eu,avoir,12
bien,bien,60
assez,assez,60
pour,pour,81
m',je,51
occuper,occuper,14
et,et,82
pour,pour,81
me,je,51
divertir,divertir,14
",",",",p
moi,moi,51
qui,qui,52
aime,aimer,17
à,à,81
vaguer,vaguer,14
et,et,82
à,à,81
fureter,fureter,14
partout,partout,60
/.,/.,P
j',je,51
aurais,avoir,16
toujours,toujours,60
été,être,12
seule,seul,30
",",",",p
sans,sans,81
connaître,connaître,14
l',le,71
ennui,ennui,21
;,;,p
car,car,82
mon,mon,73
plus,plus,60
grand,grand,30
plaisir,plaisir,21
est,être,17
d',de,81
aller,aller,14
dans,dans,81
les,le,71
endroits,endroit,21
qu',que,52
on,on,51
ne,ne,60
fréquente,fréquenter,17
point,point,60
et,et,82
d',de,81
y,y,52
rêvasser,rêvasser,14
à,à,81
cinquante,cinquante,72
choses,chose,22
dont,dont,52
je,je,51
n',ne,60
entends,entendre,17
jamais,jamais,60
parler,parler,14
aux,à,81
aux,le,71
personnes,personne,22
qui,qui,52
se,se,51
croient,croire,17
bien,bien,60
sages,sage,30
et,et,82
bien,bien,60
avisées,avisé,31
/.,/.,P
si,si,83
je,je,51
me,je,51
suis,être,17
laissé,laisser,12
attirer,attirer,14
dans,dans,81
le,le,71
commerce,commerce,21
de,de,81
mon,mon,73
prochain,prochain,21
",",",",p
c',ce,52
est,être,17
par,par,81
l',le,71
envie,envie,22
que,que,52
j',je,51
avais,avoir,18
de,de,81
rendre,rendre,14
service,service,21
avec,avec,81
les,le,71
petites,petit,30
connaissances,connaissance,22
qui,qui,52
me,je,51
sont,être,17
venues,venir,12
et,et,82
dont,dont,52
ma,mon,73
grand'mère,grand-mère,22
elle-même,lui-même,51
fait,faire,17
souvent,souvent,60
son,son,73
profit,profit,21
sans,sans,81
rien,rien,52
dire,dire,14
/.,/.,P
eh,eh,93
bien,bien,60
",",",",p
au,à,81
au,le,71
lieu,lieu,21
d',de,81
être,être,14
remerciée,remercier,12
honnêtement,honnêtement,60
par,par,81
tous,tout,75
les,le,71
enfants,enfant,21
de,de,81
mon,mon,73
âge,âge,21
dont,dont,52
je,je,51
guérissais,guérir,18
les,le,71
blessures,blessure,22
et,et,82
les,le,71
maladies,maladie,22
",",",",p
et,et,82
à,à,81
qui,qui,52
j',je,51
enseignais,enseigner,18
mes,mon,73
remèdes,remède,21
sans,sans,81
demander,demander,14
jamais,jamais,60
de,de,81
récompense,récompense,22
",",",",p
j',je,51
ai,avoir,17
été,être,12
traitée,traiter,12
de,de,81
sorcière,sorcière,22
",",",",p
et,et,82
ceux,celui,52
qui,qui,52
venaient,venir,18
bien,bien,60
doucement,doucement,60
me,je,51
prier,prier,14
quand,quand,83
ils,ils,51
avaient,avoir,18
besoin,besoin,21
de,de,81
moi,moi,51
",",",",p
me,je,51
disaient,dire,18
plus,plus,60
tard,tard,60
des,de,81
des,le,71
sottises,sottise,22
à,à,81
la,le,71
première,premier,72
occasion,occasion,22
/.,/.,P
cela,cela,52
me,je,51
courrouçait,courroucer,18
",",",",p
et,et,82
j',je,51
aurais,avoir,16
pu,pouvoir,12
leur,leur,52
nuire,nuire,14
",",",",p
car,car,82
si,si,83
je,je,51
sais,savoir,17
des,de,81
des,le,71
choses,chose,22
pour,pour,81
faire,faire,14
du,de,81
du,le,71
bien,bien,21
",",",",p
j',je,51
en,en,52
sais,savoir,17
aussi,aussi,60
pour,pour,81
faire,faire,14
du,de,81
du,le,71
mal,mal,21
;,;,p
et,et,82
pourtant,pourtant,60
je,je,51
n',ne,60
en,en,52
ai,avoir,17
jamais,jamais,60
fait,faire,12
usage,usage,21
;,;,p
je,je,51
ne,ne,60
connais,connaître,17
point,point,60
la,le,71
rancune,rancune,22
",",",",p
et,et,82
si,si,83
je,je,51
me,je,51
venge,venger,17
en,en,81
paroles,parole,22
",",",",p
c',ce,52
est,être,17
que,que,83
je,je,51
suis,être,17
soulagée,soulager,12
en,en,81
disant,dire,13
tout,tout,60
de,de,81
suite,suite,22
ce,ce,52
qui,qui,52
me,je,51
vient,venir,17
au,à,81
au,le,71
bout,bout,21
de,de,81
la,le,71
langue,langue,22
",",",",p
et,et,82
qu',que,83
ensuite,ensuite,60
je,je,51
n',ne,60
y,y,52
pense,penser,17
plus,plus,60
et,et,82
pardonne,pardonner,17
",",",",p
ainsi,ainsi,60
que,que,83
dieu,dieu,21
le,le,52
commande,commander,17
/.,/.,P
quant,quand,83
à,à,81
ne,ne,60
prendre,prendre,14
soin,soin,21
ni,ni,82
de,de,81
ma,mon,73
personne,personne,22
ni,ni,82
de,de,81
mes,mon,73
manières,manière,22
",",",",p
cela,cela,52
devrait,devoir,16
montrer,montrer,14
que,que,83
je,je,51
ne,ne,60
suis,être,17
pas,pas,60
assez,assez,60
folle,fou,30
pour,pour,81
me,je,51
croire,croire,14
belle,beau,30
",",",",p
lorsque,lorsque,83
je,je,51
sais,savoir,17
que,que,83
je,je,51
suis,être,17
si,si,60
laide,laid,30
que,que,83
personne,personne,52
ne,ne,60
peut,pouvoir,17
me,je,51
regarder,regarder,14
/.,/.,P
on,on,51
me,je,51
l',le,52
a,avoir,17
dit,dire,12
assez,assez,60
souvent,souvent,60
pour,pour,81
que,que,83
je,je,51
le,le,52
sache,savoir,17
;,;,p
et,et,82
",",",",p
en,en,81
voyant,voir,13
combien,combien,60
les,le,71
gens,gens,21
sont,être,17
durs,dur,30
et,et,82
méprisants,méprisant,30
pour,pour,81
ceux,celui,52
que,que,52
le,le,71
bon,bon,30
dieu,dieu,21
a,avoir,17
mal,mal,60
partagés,partager,12
",",",",p
je,je,51
me,je,51
suis,être,17
fait,faire,12
un,un,71
plaisir,plaisir,21
de,de,81
leur,leur,52
déplaire,déplaire,14
",",",",p
me,je,51
consolant,consoler,13
par,par,81
l',le,71
idée,idée,22
que,que,52
ma,mon,73
figure,figure,22
n',ne,60
avait,avoir,18
rien,rien,52
de,de,81
repoussant,repoussant,30
pour,pour,81
le,le,71
bon,bon,30
dieu,dieu,21
et,et,82
pour,pour,81
mon,mon,73
ange,ange,21
gardien,gardien,21
",",",",p
lesquels,lequel,52
ne,ne,60
me,je,51
la,le,52
reprocheraient,reprocher,16
pas,pas,60
plus,plus,60
que,que,83
je,je,51
ne,ne,60
la,le,52
leur,leur,52
reproche,reprocher,17
moi-même,moi-même,51
/.,/.,P
aussi,aussi,60
",",",",p
moi,moi,51
",",",",p
je,je,51
ne,ne,60
suis,être,17
pas,pas,60
comme,comme,83
ceux,celui,52
qui,qui,52
disent,dire,17
:,:,p
voilà,voilà,81
une,un,71
chenille,chenille,22
",",",",p
une,un,71
vilaine,vilain,30
bête,bête,22
;,;,p
ah,ah,93
!,!,p
qu',que,52
elle,il,51
est,être,17
laide,laid,30
!,!,p
il,il,51
faut,falloir,17
la,le,52
tuer,tuer,14
/!,/!,P
moi,moi,51
",",",",p
je,je,51
n',ne,60
écrase,écraser,17
pas,pas,60
la,le,71
pauvre,pauvre,30
créature,créature,22
du,de,81
du,le,71
bon,bon,30
dieu,dieu,21
",",",",p
et,et,82
si,si,83
la,le,71
chenille,chenille,22
tombe,tomber,17
dans,dans,81
l',le,71
eau,eau,22
",",",",p
je,je,51
lui,lui,51
tends,tendre,17
une,un,71
feuille,feuille,22
pour,pour,81
qu',que,83
elle,il,51
se,se,51
sauve,sauver,17
/.,/.,P
et,et,82
à,à,81
cause,cause,22
de,de,81
cela,cela,52
on,on,51
dit,dire,17
que,que,83
j',je,51
aime,aimer,17
les,le,71
mauvaises,mauvais,30
bêtes,bête,22
et,et,82
que,que,83
je,je,51
suis,être,17
sorcière,sorcier,30
",",",",p
parce que,parce que,83
je,je,51
n',ne,60
aime,aimer,17
pas,pas,60
à,à,81
faire,faire,14
souffrir,souffrir,14
une,un,71
grenouille,grenouille,22
",",",",p
à,à,81
arracher,arracher,14
les,le,71
pattes,patte,22
à,à,81
une,un,71
guêpe,guêpe,22
et,et,82
à,à,81
clouer,clouer,14
une,un,71
chauve-souris,chauve-souris,22
vivante,vivant,30
contre,contre,81
un,un,71
arbre,arbre,21
/.,/.,P
pauvre,pauvre,30
bête,bête,22
",",",",p
que,que,52
je,je,51
lui,lui,51
dis,dire,19
",",",",p
si,si,83
on,on,51
doit,devoir,17
tuer,tuer,14
tout,tout,52
ce,ce,52
qui,qui,52
est,être,17
vilain,vilain,30
",",",",p
je,je,51
n',ne,60
aurais,avoir,16
pas,pas,60
plus,plus,60
que,que,83
toi,toi,51
le,le,71
droit,droit,21
de,de,81
vivre,vivre,14
/.,/.,P
<XIX>,<>,<>
Landry,Landry,20
fut,être,19
",",",",p
je,je,51
ne,ne,60
sais,savoir,17
comment,comment,60
",",",",p
émotionné,émotionner,12
de,de,81
la,le,71
manière,manière,22
dont,dont,52
la,le,71
petite,petit,30
Fadette,Fadette,20
parlait,parler,18
humblement,humblement,60
et,et,82
tranquillement,tranquillement,60
de,de,81
sa,son,73
laideur,laideur,22
",",",",p
et,et,82
",",",",p
se,se,51
remémorant,remémorer,13
sa,son,73
figure,figure,22
",",",",p
qu',que,52
il,il,51
ne,ne,60
voyait,voir,18
guère,guère,60
dans,dans,81
l',le,71
obscurité,obscurité,22
de,de,81
la,le,71
carrière,carrière,22
",",",",p
il,il,51
lui,lui,51
dit,dire,19
",",",",p
sans,sans,81
songer,songer,14
à,à,81
la,le,52
flatter,flatter,14
:,:,p
-,-,p
mais,mais,82
",",",",p
Fadette,Fadette,20
",",",",p
tu,tu,51
n',ne,60
es,être,17
pas,pas,60
si,si,60
vilaine,vilain,30
que,que,83
tu,tu,51
le,le,52
crois,croire,17
",",",",p
ou,ou,82
que,que,83
tu,tu,51
veux,vouloir,17
bien,bien,60
le,le,52
dire,dire,14
/.,/.,P
il,il,51
y,y,52
en,en,52
a,avoir,17
de,de,81
bien,bien,60
plus,plus,60
déplaisantes,déplaisant,30
que,que,83
toi,toi,51
à,à,81
qui,qui,52
l',l',94
on,on,51
n',ne,60
en,en,52
fait,faire,17
pas,pas,60
reproche,reproche,21
/.,/.,P
-,-,p
que,que,52
je,je,51
le,le,52
sois,être,17
un,un,71
peu,peu,60
de,de,81
plus,plus,60
",",",",p
un,un,71
peu,peu,60
de,de,81
moins,moins,60
",",",",p
tu,tu,51
ne,ne,60
peux,pouvoir,17
pas,pas,60
dire,dire,14
",",",",p
Landry,Landry,20
",",",",p
que,que,83
je,je,51
suis,être,17
une,un,71
jolie,joli,30
fille,fille,22
/.,/.,P
voyons,voir,17
",",",",p
ne,ne,60
cherche,chercher,17
pas,pas,60
à,à,81
me,je,51
consoler,consoler,14
",",",",p
car,car,82
je,je,51
n',ne,60
en,en,52
ai,avoir,17
pas,pas,60
de,de,81
chagrin,chagrin,21
/.,/.,P
-,-,p
dame,dame,22
!,!,p
qu',que,52
est,être,17
ce,ce,52
qui,qui,52
sait,savoir,17
comment,comment,60
tu,tu,51
serais,être,16
si,si,83
tu,tu,51
étais,être,18
habillée,habiller,12
et,et,82
coiffée,coiffer,12
comme,comme,83
les,le,71
autres,autre,52
/?,/?,P
il,il,51
y,y,52
a,avoir,17
une,un,71
chose,chose,22
que,que,52
tout,tout,75
le,le,71
monde,monde,21
dit,dire,17
:,:,p
c',ce,52
est,être,17
que,que,83
si,si,83
tu,tu,51
n',ne,60
avais,avoir,18
pas,pas,60
le,le,71
nez,nez,21
si,si,60
court,court,30
",",",",p
la,le,71
bouche,bouche,22
si,si,60
grande,grand,30
et,et,82
la,le,71
peau,peau,22
si,si,60
noire,noir,30
",",",",p
tu,tu,51
ne,ne,60
serais,être,16
point,point,60
mal,mal,60
;,;,p
car,car,82
on,on,51
dit,dire,17
aussi,aussi,60
que,que,83
",",",",p
dans,dans,81
tout,tout,75
le,le,71
pays,pays,21
d',de,81
ici,ici,60
",",",",p
il,il,51
n',ne,60
y,y,52
a,avoir,17
pas,pas,60
une,un,71
paire,paire,22
d',de,81
yeux,oeil,21
comme,comme,83
les,le,71
tiens,tien,52
",",",",p
et,et,82
si,si,83
tu,tu,51
n',ne,60
avais,avoir,18
point,point,60
le,le,71
regard,regard,21
si,si,60
hardi,hardi,30
et,et,82
si,si,60
moqueur,moqueur,30
",",",",p
on,on,51
aimerait,aimer,16
à,à,81
être,être,14
bien,bien,60
vu,voir,12
de,de,81
ces,ce,74
yeux,oeil,21
là,là,60
/.,/.,P
Landry,Landry,20
parlait,parler,18
de,de,81
la,le,71
sorte,sorte,22
sans,sans,81
trop,trop,60
se,se,51
rendre,rendre,14
compte,compte,21
de,de,81
ce,ce,52
qu',que,52
il,il,51
disait,dire,18
/.,/.,P
il,il,51
se,se,51
trouvait,trouver,18
en,en,81
train,train,21
de,de,81
se,se,51
rappeler,rappeler,14
les,le,71
défauts,défaut,21
et,et,82
les,le,71
qualités,qualité,22
de,de,81
la,le,71
petite,petit,30
Fadette,Fadette,20
;,;,p
et,et,82
",",",",p
pour,pour,81
la,le,71
première,premier,72
fois,fois,22
",",",",p
il,il,51
y,y,52
donnait,donner,18
une,un,71
attention,attention,22
et,et,82
un,un,71
intérêt,intérêt,21
dont,dont,52
il,il,51
ne,ne,60
se,se,51
serait,être,16
pas,pas,60
cru,croire,12
capable,capable,30
un,un,71
moment,moment,21
plus,plus,60
tôt,tôt,60
/.,/.,P
elle,il,51
y,y,52
prit,prendre,19
garde,garde,22
",",",",p
mais,mais,82
n',ne,60
en,en,52
fit,faire,19
rien,rien,52
paraître,paraître,14
",",",",p
ayant,avoir,13
trop,trop,60
d',de,81
esprit,esprit,21
pour,pour,81
prendre,prendre,14
la,le,71
chose,chose,22
au,à,81
au,le,71
sérieux,sérieux,21
/.,/.,P
-,-,p
mes,mon,73
yeux,oeil,21
voient,voir,17
en,en,81
bien,bien,60
ce,ce,52
qui,qui,52
est,être,17
bon,bon,30
",",",",p
dit,dire,19
elle,il,51
",",",",p
et,et,82
en,en,81
pitié,pitié,22
ce,ce,52
qui,qui,52
ne,ne,60
l',le,52
est,être,17
pas,pas,60
/.,/.,P
aussi,aussi,60
je,je,51
me,je,51
console,consoler,17
bien,bien,60
de,de,81
déplaire,déplaire,14
à,à,81
qui,qui,52
ne,ne,60
me,je,51
plaît,plaire,17
point,point,60
",",",",p
et,et,82
je,je,51
ne,ne,60
conçois,concevoir,17
guère,guère,60
pourquoi,pourquoi,60
toutes,tout,75
ces,ce,74
belles-filles,belle-fille,22
",",",",p
que,que,52
je,je,51
vois,voir,17
courtisées,courtisé,31
",",",",p
sont,être,17
coquettes,coquet,30
avec,avec,81
tout,tout,75
le,le,71
monde,monde,21
",",",",p
comme,comme,83
si,si,83
tout,tout,75
le,le,71
monde,monde,21
était,être,18
de,de,81
leur,leur,73
goût,goût,21
/.,/.,P
pour,pour,81
moi,moi,51
",",",",p
si,si,83
j',je,51
étais,être,18
belle,beau,30
",",",",p
je,je,51
ne,ne,60
voudrais,vouloir,16
le,le,71
paraître,paraître,21
et,et,82
me,je,51
rendre,rendre,14
aimable,aimable,30
qu',que,83
à,à,81
celui,celui,52
qui,qui,52
me,je,51
conviendrait,convenir,16
/.,/.,P
Landry,Landry,20
pensa,penser,19
à,à,81
la,le,71
Madelon,Madelon,20
",",",",p
mais,mais,82
la,le,71
petite,petit,30
Fadette,Fadette,20
ne,ne,60
le,le,52
laissa,laisser,19
pas,pas,60
sur,sur,81
cette,ce,74
idée,idée,22
là,là,60
;,;,p
elle,il,51
continua,continuer,19
de,de,81
parler,parler,14
comme,comme,83
s',se,51
ensuit,ensuivre,17
:,:,p
-,-,p
voilà,voilà,81
donc,donc,82
",",",",p
Landry,Landry,20
",",",",p
tout,tout,75
mon,mon,73
tort,tort,21
envers,envers,81
les,le,71
autres,autre,52
",",",",p
c',ce,52
est,être,17
de,de,81
ne,ne,60
point,point,60
chercher,chercher,14
à,à,81
quêter,quêter,14
leur,leur,73
pitié,pitié,22
ou,ou,82
leur,leur,73
indulgence,indulgence,22
pour,pour,81
ma,mon,73
laideur,laideur,22
/.,/.,P
c',ce,52
est,être,17
de,de,81
me,je,51
montrer,montrer,14
à,à,81
eux,ils,51
sans,sans,81
aucun,aucun,75
attifage,attifage,21
pour,pour,81
la,le,52
déguiser,déguiser,14
",",",",p
et,et,82
cela,cela,52
les,le,52
offense,offenser,17
et,et,82
leur,leur,52
fait,faire,17
oublier,oublier,14
que,que,83
je,je,51
leur,leur,52
ai,avoir,17
fait,faire,12
souvent,souvent,60
du,de,81
du,le,71
bien,bien,21
",",",",p
jamais,jamais,60
de,de,81
mal,mal,21
/.,/.,P
d',de,81
un,un,71
autre,autre,75
côté,côté,21
",",",",p
quand,quand,83
même,même,60
j',je,51
aurais,avoir,16
soin,soin,21
de,de,81
ma,mon,73
personne,personne,22
",",",",p
où,où,60
prendrais,prendre,16
je,je,51
de,de,81
quoi,quoi,52
me,je,51
faire,faire,14
brave,brave,30
/?,/?,P
ai,avoir,17
je,je,51
jamais,jamais,60
mendié,mendier,12
",",",",p
quoique,quoique,83
je,je,51
n',ne,60
aie,avoir,17
pas,pas,60
à,à,81
moi,moi,51
un,un,71
sou,sou,21
vaillant,vaillant,30
/?,/?,P
ma,mon,73
grand'mère,grand-mère,22
me,je,51
donne,donner,17
t,t,94
elle,il,51
la,le,71
moindre,moindre,30
chose,chose,22
",",",",p
si,si,83
ce,ce,52
n',ne,60
est,être,17
la,le,71
retirance,retirance,22
et,et,82
le,le,71
manger,manger,21
/?,/?,P
et,et,82
si,si,83
je,je,51
ne,ne,60
sais,savoir,17
point,point,60
tirer,tirer,14
parti,parti,21
des,de,81
des,le,71
pauvres,pauvre,30
hardes,harde,22
que,que,52
ma,mon,73
pauvre,pauvre,30
mère,mère,22
m',je,51
a,avoir,17
laissées,laisser,12
",",",",p
est,être,17
ce,ce,52
ma,mon,73
faute,faute,22
",",",",p
puisque,puisque,83
personne,personne,52
ne,ne,60
me,je,51
l',le,52
a,avoir,17
enseigné,enseigner,12
",",",",p
et,et,82
que,que,83
depuis,depuis,81
l',le,71
âge,âge,21
de,de,81
dix,dix,72
ans,an,21
je,je,51
suis,être,17
abandonnée,abandonner,12
sans,sans,81
amour,amour,21
ni,ni,82
merci,merci,21
de,de,81
personne,personne,52
/?,/?,P
je,je,51
sais,savoir,17
bien,bien,60
le,le,71
reproche,reproche,21
qu',que,52
on,on,51
me,je,51
fait,faire,17
",",",",p
et,et,82
tu,tu,51
as,avoir,17
eu,avoir,12
la,le,71
charité,charité,22
de,de,81
me,je,51
l',le,52
épargner,épargner,14
:,:,p
on,on,51
dit,dire,17
que,que,83
j',je,51
ai,avoir,17
seize,seize,72
ans,an,21
et,et,82
que,que,83
je,je,51
pourrais,pouvoir,16
bien,bien,60
me,je,51
louer,louer,14
",",",",p
qu',que,83
alors,alors,60
j',je,51
aurais,avoir,16
des,de,81
des,le,71
gages,gage,21
et,et,82
le,le,71
moyen,moyen,21
de,de,81
m',je,51
entretenir,entretenir,14
;,;,p
mais,mais,82
que,que,83
l',le,71
amour,amour,21
de,de,81
la,le,71
paresse,paresse,22
et,et,82
du,de,81
du,le,71
vagabondage,vagabondage,21
me,je,51
retient,retenir,17
auprès,auprès,60
de,de,81
ma,mon,73
grand'mère,grand-mère,22
",",",",p
qui,qui,52
ne,ne,60
m',je,51
aime,aimer,17
pourtant,pourtant,60
guère,guère,60
et,et,82
qui,qui,52
a,avoir,17
bien,bien,60
le,le,71
moyen,moyen,21
de,de,81
prendre,prendre,14
une,un,71
servante,servante,22
/.,/.,P
-,-,p
eh,eh,93
bien,bien,60
",",",",p
Fadette,Fadette,20
",",",",p
n',ne,60
est,être,17
ce,ce,52
point,point,60
la,le,71
vérité,vérité,22
?,?,p
dit,dire,19
Landry,Landry,20
/.,/.,P
on,on,51
te,tu,51
reproche,reprocher,17
de,de,81
ne,ne,60
pas,pas,60
aimer,aimer,14
l',le,71
ouvrage,ouvrage,21
",",",",p
et,et,82
ta,ton,73
grand'mère,grand-mère,22
elle-même,lui-même,51
dit,dire,17
à,à,81
qui,qui,52
veut,vouloir,17
l',le,52
entendre,entendre,14
",",",",p
qu',que,83
elle,il,51
aurait,avoir,16
du,de,81
du,le,71
profit,profit,21
à,à,81
prendre,prendre,14
une,un,71
domestique,domestique,22
à,à,81
ta,ton,73
place,place,22
/.,/.,P
-,-,p
ma,mon,73
grand'mère,grand-mère,22
dit,dire,17
cela,cela,52
parce qu',parce que,83
elle,il,51
aime,aimer,17
à,à,81
gronder,gronder,14
et,et,82
à,à,81
se,se,51
plaindre,plaindre,14
/.,/.,P
et,et,82
pourtant,pourtant,60
",",",",p
quand,quand,83
je,je,51
parle,parler,17
de,de,81
la,le,52
quitter,quitter,14
",",",",p
elle,il,51
me,je,51
retient,retenir,17
",",",",p
parce qu',parce que,83
elle,il,51
sait,savoir,17
que,que,83
je,je,51
lui,lui,51
suis,être,17
plus,plus,60
utile,utile,30
qu',que,83
elle,il,51
ne,ne,60
veut,vouloir,17
le,le,52
dire,dire,14
/.,/.,P
elle,il,51
n',ne,60
a,avoir,17
plus,plus,60
ses,son,73
yeux,oeil,21
ni,ni,82
ses,son,73
jambes,jambe,22
de,de,81
quinze,quinze,72
ans,an,21
pour,pour,81
trouver,trouver,14
les,le,71
herbes,herbe,22
dont,dont,52
elle,il,51
fait,faire,17
ses,son,73
breuvages,breuvage,21
et,et,82
ses,son,73
poudres,poudre,22
",",",",p
et,et,82
il,il,51
y,y,52
en,en,52
a,avoir,17
qu',que,83
il,il,51
faut,falloir,17
aller,aller,14
chercher,chercher,14
bien,bien,60
loin,loin,60
et,et,82
dans,dans,81
des,de,81
des,le,71
endroits,endroit,21
bien,bien,60
difficiles,difficile,30
/.,/.,P
d',de,81
ailleurs,ailleurs,60
",",",",p
je,je,51
te,tu,51
l',le,52
ai,avoir,17
dit,dire,12
",",",",p
je,je,51
trouve,trouver,17
moi-même,moi-même,51
aux,à,81
aux,le,71
herbes,herbe,22
des,de,81
des,le,71
vertus,vertu,22
qu',que,52
elle,il,51
ne,ne,60
leur,leur,52
connaît,connaître,17
pas,pas,60
",",",",p
et,et,82
elle,il,51
est,être,17
bien,bien,60
étonnée,étonner,12
quand,quand,83
je,je,51
fais,faire,17
des,de,81
des,le,71
drogues,drogue,22
dont,dont,52
elle,il,51
voit,voir,17
ensuite,ensuite,60
le,le,71
bon,bon,30
effet,effet,21
/.,/.,P
quant,quand,83
à,à,81
nos,notre,73
bêtes,bête,22
",",",",p
elles,ils,51
sont,être,17
si,si,60
belles,beau,30
qu',que,83
on,on,51
est,être,17
tout,tout,60
surpris,surprendre,12
de,de,81
voir,voir,14
un,un,71
pareil,pareil,30
troupeau,troupeau,21
à,à,81
des,de,81
des,le,71
gens,gens,21
qui,qui,52
n',ne,60
ont,avoir,17
de,de,81
pacage,pacage,21
autre,autre,30
que,que,83
le,le,71
communal,communal,30
/.,/.,P
eh,eh,93
bien,bien,60
",",",",p
ma,mon,73
grand'mère,grand-mère,22
sait,savoir,17
à,à,81
qui,qui,52
elle,il,51
doit,devoir,17
des,de,81
des,le,71
ouailles,ouaille,21
en,en,81
si,si,60
bonne,bon,30
laine,laine,22
et,et,82
des,de,81
des,le,71
chèvres,chèvre,22
en,en,81
si,si,60
bon,bon,30
lait,lait,21
/.,/.,P
va,aller,17
",",",",p
elle,il,51
n',ne,60
a,avoir,17
point,point,60
envie,envie,22
que,que,83
je,je,51
la,le,52
quitte,quitter,17
",",",",p
et,et,82
je,je,51
lui,lui,51
vaux,valoir,17
plus,plus,60
gros,gros,30
que,que,83
je,je,51
ne,ne,60
lui,lui,51
coûte,coûter,17
/.,/.,P
moi,moi,51
",",",",p
j',je,51
aime,aimer,17
ma,mon,73
grand'mère,grand-mère,22
",",",",p
encore,encore,60
qu',que,83
elle,il,51
me,je,51
rudoie,rudoyer,17
et,et,82
me,je,51
prive,priver,17
beaucoup,beaucoup,60
/.,/.,P
mais,mais,82
j',je,51
ai,avoir,17
une,un,71
autre,autre,75
raison,raison,22
pour,pour,81
ne,ne,60
pas,pas,60
la,le,52
quitter,quitter,14
",",",",p
et,et,82
je,je,51
te,tu,51
la,le,52
dirai,dire,15
si,si,60
tu,tu,51
veux,vouloir,17
",",",",p
Landry,Landry,20
/.,/.,P
-,-,p
eh,eh,93
bien,bien,60
!,!,p
dis,dire,19
la,le,52
donc,donc,82
",",",",p
répondit,répondre,19
Landry,Landry,20
qui,qui,52
ne,ne,60
se,se,51
fatiguait,fatiguer,18
point,point,60
d',de,81
écouter,écouter,14
la,le,71
Fadette,Fadette,20
/.,/.,P
-,-,p
c',ce,52
est,être,17
",",",",p
dit,dire,12
elle,il,51
",",",",p
que,que,83
ma,mon,73
mère,mère,22
m',je,51
a,avoir,17
laissé,laisser,12
sur,sur,81
les,le,71
bras,bras,21
",",",",p
alors,alors,60
que,que,83
je,je,51
n',ne,60
avais,avoir,18
encore,encore,60
que,que,83
dix,dix,72
ans,an,21
",",",",p
un,un,71
pauvre,pauvre,30
enfant,enfant,21
bien,bien,60
laid,laid,30
",",",",p
aussi,aussi,60
laid,laid,30
que,que,83
moi,moi,51
",",",",p
et,et,82
encore,encore,60
plus,plus,60
disgracié,disgracié,31
",",",",p
pour,pour,81
ce,ce,52
qu',que,52
il,il,51
est,être,17
éclopé,éclopé,30
de,de,81
naissance,naissance,22
",",",",p
chétif,chétif,30
",",",",p
maladif,maladif,30
",",",",p
crochu,crochu,30
",",",",p
et,et,82
toujours,toujours,60
en,en,81
chagrin,chagrin,21
et,et,82
en,en,81
malice,malice,22
parce qu',parce que,83
il,il,51
est,être,17
toujours,toujours,60
en,en,81
souffrance,souffrance,22
",",",",p
le,le,71
pauvre,pauvre,30
gars,gars,21
/!,/!,P
et,et,82
tout,tout,75
le,le,71
monde,monde,21
le,le,52
tracasse,tracasser,17
",",",",p
le,le,52
repousse,repousser,17
et,et,82
l',le,52
avilit,avilir,17
",",",",p
mon,mon,73
pauvre,pauvre,30
sauteriot,sauteriot,21
/!,/!,P
ma,mon,73
grand'mère,grand-mère,22
le,le,52
tance,tancer,17
trop,trop,60
rudement,rudement,60
et,et,82
le,le,52
frapperait,frapper,16
trop,trop,60
",",",",p
si,si,83
je,je,51
ne,ne,60
le,le,52
