11514
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Cinquante-quatrième extrait>,<>,<>
crémière,crémière,22
lui,lui,51
passait,passer,18
son,son,73
mauvais,mauvais,30
lait,lait,21
",",",",p
et,et,82
quand,quand,83
elle,il,51
lui,lui,51
disait,dire,18
que,que,83
mademoiselle,mademoiselle,22
s',se,51
en,en,52
plaignait,plaindre,18
",",",",p
qu',que,52
elle,il,51
avait,avoir,18
des,de,81
des,le,71
reproches,reproche,21
tous,tout,75
les,le,71
matins,matin,21
:,:,p
-,-,p
votre,votre,73
mademoiselle,mademoiselle,22
",",",",p
répondait,répondre,18
la,le,71
crémière,crémière,22
",",",",p
avec,avec,81
ça,ça,52
qu',que,52
elle,il,51
vous,vous,51
gêne,gêner,17
/!,/!,P
chez,chez,81
la,le,71
fruitière,fruitière,22
",",",",p
quand,quand,83
elle,il,51
sentait,sentir,18
un,un,71
poisson,poisson,21
et,et,82
qu',que,83
elle,il,51
lui,lui,51
disait,dire,18
:,:,p
il,il,51
a,avoir,17
été,être,12
sur,sur,81
la,le,71
glace,glace,22
celui-là,celui-là,52
/…,/…,P
-,-,p
bon,bon,60
!,!,p
faisait,faire,18
la,le,71
fruitière,fruitier,30
",",",",p
dites,dit,31
tout,tout,60
de,de,81
suite,suite,22
que,que,83
je,je,51
l',le,52
y,y,52
mets,mettre,17
des,de,81
des,le,71
influences,influence,22
de,de,81
la,le,71
lune,lune,22
dans,dans,81
les,le,71
ouïes,ouïe,22
pour,pour,81
le,le,52
faire,faire,14
paraître,paraître,14
frais,frais,30
!,!,p
/…,/…,P
on,on,51
est,être,17
donc,donc,82
dans,dans,81
ses,son,73
jours,jour,21
difficiles,difficile,30
",",",",p
aujourd'hui,aujourd'hui,60
",",",",p
ma,mon,73
biche,biche,22
/?,/?,P
mademoiselle,mademoiselle,22
voulait,vouloir,18
pour,pour,81
un,un,71
dîner,dîner,21
qu',que,83
elle,il,51
allât,aller,19
à,à,81
la,le,71
Halle,Halle,20
;,;,p
elle,il,51
en,en,52
parla,parler,19
devant,devant,81
la,le,71
fruitière,fruitière,22
:,:,p
-,-,p
ah,ah,93
!,!,p
bien,bien,60
oui,oui,60
",",",",p
à,à,81
la,le,71
Halle,Halle,20
/!,/!,P
je,je,51
voudrais,vouloir,16
vous,vous,51
voir,voir,14
aller,aller,14
à,à,81
la,le,71
Halle,Halle,20
/!,/!,P
et,et,82
elle,il,51
lui,lui,51
lança,lancer,19
un,un,71
coup,coup,21
d',de,81
oeil,oeil,21
où,où,60
Germinie,Germinie,20
vit,voir,19
son,son,73
compte,compte,21
monté,monté,31
chez,chez,81
sa,son,73
maîtresse,maîtresse,22
/.,/.,P
l',le,71
épicier,épicier,21
lui,lui,51
vendait,vendre,18
son,son,73
café,café,21
qui,qui,52
sentait,sentir,18
le,le,71
tabac,tabac,21
à,à,81
priser,priser,14
",",",",p
ses,son,73
pruneaux,pruneau,21
avariés,avarié,31
",",",",p
son,son,73
riz,riz,21
éventé,éventé,31
",",",",p
ses,son,73
vieux,vieux,30
biscuits,biscuit,21
/.,/.,P
quand,quand,83
elle,il,51
s',se,51
enhardissait,enhardir,18
à,à,81
lui,lui,51
faire,faire,14
une,un,71
observation,observation,22
:,:,p
-,-,p
ah,ah,93
!,!,p
bah,bah,93
!,!,p
disait,dire,18
il,il,51
",",",",p
une,un,71
vieille,vieille,22
pratique,pratique,30
comme,comme,83
vous,vous,51
",",",",p
vous,vous,51
ne,ne,60
voudriez,vouloir,16
pas,pas,60
me,je,51
faire,faire,14
des,de,81
des,le,71
traits,trait,21
/…,/…,P
puisque,puisque,83
je,je,51
vous,vous,51
dis,dire,17
que,que,83
je,je,51
vous,vous,51
donne,donner,17
bon,bon,60
/…,/…,P
et,et,82
il,il,51
lui,lui,51
pesait,peser,18
cyniquement,cyniquement,60
à,à,81
faux,faux,30
poids,poids,21
ce,ce,52
qu',que,52
elle,il,51
demandait,demander,18
et,et,82
ce,ce,52
qu',que,52
il,il,51
lui,lui,51
faisait,faire,18
demander,demander,14
/.,/.,P
<XLIV.>,<>,<>
une,un,71
grande,grand,30
douleur,douleur,22
de,de,81
Germinie,Germinie,20
",",",",p
-,-,p
une,un,71
douleur,douleur,22
qu',que,52
elle,il,51
cherchait,chercher,18
pourtant,pourtant,60
",",",",p
-,-,p
était,être,18
de,de,81
repasser,repasser,14
",",",",p
en,en,81
revenant,revenir,13
de,de,81
chercher,chercher,14
le,le,71
journal,journal,21
du,de,81
du,le,71
soir,soir,21
pour,pour,81
mademoiselle,mademoiselle,22
",",",",p
avant,avant,21
dîner,dîner,14
",",",",p
dans,dans,81
une,un,71
rue,rue,22
où,où,60
était,être,18
une,un,71
école,école,22
de,de,81
petites,petit,30
filles,fille,22
/.,/.,P
souvent,souvent,60
elle,il,51
se,se,51
trouvait,trouver,18
devant,devant,81
la,le,71
porte,porte,22
à,à,81
l',le,71
heure,heure,22
de,de,81
la,le,71
sortie,sortie,22
;,;,p
elle,il,51
voulait,vouloir,18
se,se,51
sauver,sauver,14
",",",",p
-,-,p
et,et,82
s',se,51
arrêtait,arrêter,18
/.,/.,P
c',ce,52
était,être,18
d'abord,d'abord,60
le,le,71
bruit,bruit,21
d',de,81
un,un,71
essaim,essaim,21
",",",",p
un,un,71
bourdonnement,bourdonnement,21
",",",",p
une,un,71
envolée,envolée,22
",",",",p
une,un,52
de,de,81
ces,ce,74
grandes,grand,30
joies,joie,22
d',de,81
enfants,enfant,21
qui,qui,52
font,faire,17
gazouiller,gazouiller,14
la,le,71
rue,rue,22
à,à,81
Paris,Paris,20
/.,/.,P
de,de,81
l',le,71
allée,allée,22
étroite,étroit,30
et,et,82
noire,noir,30
qui,qui,52
suivait,suivre,18
la,le,71
classe,classe,22
",",",",p
les,le,71
petites,petite,22
se,se,51
sauvaient,sauver,18
comme,comme,83
d',de,81
une,un,71
cage,cage,22
ouverte,ouvert,31
",",",",p
s',se,51
échappaient,échapper,18
pêle-mêle,pêle-mêle,60
",",",",p
couraient,courir,18
en,en,81
avant,avant,21
",",",",p
gaminaient,gaminer,18
au,à,81
au,le,71
soleil,soleil,21
/.,/.,P
elles,ils,51
se,se,51
poussaient,pousser,18
",",",",p
se,se,51
bousculaient,bousculer,18
",",",",p
faisaient,faire,18
sauter,sauter,14
au-dessus,au-dessus,60
de,de,81
leurs,leur,73
têtes,tête,22
leurs,leur,73
paniers,panier,21
vides,vide,30
/.,/.,P
puis,puis,60
les,le,71
groupes,groupe,21
s',se,51
appelaient,appeler,18
et,et,82
se,se,51
formaient,former,18
;,;,p
les,le,71
petites,petit,30
mains,main,22
allaient,aller,18
à,à,81
d',de,81
autres,autre,75
petites,petit,30
mains,main,22
;,;,p
les,le,71
amies,amie,22
se,se,51
donnaient,donner,18
le,le,71
bras,bras,21
",",",",p
des,de,81
des,le,71
couples,couple,21
se,se,51
prenaient,prendre,18
par,par,81
la,le,71
taille,taille,22
",",",",p
se,se,51
tenaient,tenir,18
par,par,81
le,le,71
cou,cou,21
",",",",p
et,et,82
se,se,51
mettaient,mettre,18
à,à,81
aller,aller,14
en,en,81
mordant,mordre,13
à,à,81
la,le,71
même,même,75
tartine,tartine,22
/.,/.,P
la,le,71
bande,bande,22
bientôt,bientôt,60
marchait,marcher,18
",",",",p
et,et,82
toutes,tout,52
remontaient,remonter,18
la,le,71
rue,rue,22
sale,sale,30
",",",",p
lentement,lentement,60
",",",",p
en,en,81
musardant,musarder,13
/.,/.,P
les,le,71
plus,plus,60
grandes,grand,30
",",",",p
qui,qui,52
avaient,avoir,18
dix,dix,72
ans,an,21
",",",",p
s',se,51
arrêtaient,arrêter,18
pour,pour,81
causer,causer,14
",",",",p
comme,comme,83
de,de,81
petites,petit,30
femmes,femme,22
",",",",p
aux,à,81
aux,le,71
portes,porte,22
cochères,cocher,30
/.,/.,P
d',de,81
autres,autre,52
faisaient,faire,18
halte,halte,22
pour,pour,81
boire,boire,14
à,à,81
la,le,71
bouteille,bouteille,22
de,de,81
leur,leur,52
goûter,goûter,14
/.,/.,P
les,le,71
plus,plus,60
petites,petit,30
s',se,51
amusaient,amuser,18
à,à,81
mouiller,mouiller,14
dans,dans,81
le,le,71
ruisseau,ruisseau,21
la,le,71
semelle,semelle,22
de,de,81
leurs,leur,73
souliers,soulier,21
/.,/.,P
et,et,82
il,il,51
y,y,52
en,en,52
avait,avoir,18
qui,qui,52
se,se,51
coiffaient,coiffer,18
d',de,81
une,un,71
feuille,feuille,22
de,de,81
chou,chou,21
ramassée,ramassé,31
par,par,81
terre,terre,22
",",",",p
vert,vert,30
bonnet,bonnet,21
du,de,81
du,le,71
bon,bon,30
dieu,dieu,21
sous,sous,81
lequel,lequel,52
riait,rire,18
leur,leur,73
frais,frais,30
petit,petit,21
visage,visage,21
/.,/.,P
Germinie,Germinie,20
les,le,52
regardait,regarder,18
toutes,tout,52
et,et,82
marchait,marcher,18
avec,avec,81
elles,ils,51
:,:,p
elle,il,51
se,se,51
mettait,mettre,18
dans,dans,81
les,le,71
rangs,rang,21
pour,pour,81
avoir,avoir,14
le,le,71
frôlement,frôlement,21
de,de,81
leurs,leur,73
tabliers,tablier,21
/.,/.,P
elle,il,51
ne,ne,60
pouvait,pouvoir,18
quitter,quitter,14
des,de,81
des,le,71
yeux,oeil,21
ces,ce,74
petits,petit,30
bras,bras,21
sous,sous,81
lesquels,lequel,52
sautait,sauter,18
le,le,71
carton,carton,21
de,de,81
l',le,71
école,école,22
",",",",p
ces,ce,74
petites,petit,30
robes,robe,22
brunes,brun,30
à,à,81
pois,pois,21
",",",",p
ces,ce,74
petits,petit,30
pantalons,pantalon,21
noirs,noir,30
",",",",p
ces,ce,74
petites,petit,30
jambes,jambe,22
dans,dans,81
ces,ce,74
petits,petit,30
bas,bas,21
de,de,81
laine,laine,22
/.,/.,P
il,il,51
y,y,52
avait,avoir,18
pour,pour,81
elle,il,51
comme,comme,83
un,un,71
jour,jour,21
divin,divin,30
sur,sur,81
toutes,tout,75
ces,ce,74
petites,petit,30
têtes,tête,22
de,de,81
blondines,blondine,22
aux,à,81
aux,le,71
doux,doux,30
cheveux,cheveu,21
d',de,81
enfant,enfant,21
Jésus,Jésus,20
/.,/.,P
une,un,71
petite,petit,30
mèche,mèche,22
folle,fou,30
sur,sur,81
un,un,71
petit,petit,30
cou,cou,21
",",",",p
un,un,71
rien,rien,21
de,de,81
chair,chair,22
d',de,81
enfant,enfant,21
au,à,81
au,le,71
haut,haut,21
d',de,81
un,un,71
bout,bout,21
de,de,81
chemise,chemise,22
",",",",p
au,à,81
au,le,71
bas,bas,21
d',de,81
une,un,71
manche,manche,22
",",",",p
par,par,81
instants,instant,21
elle,il,51
ne,ne,60
voyait,voir,18
plus,plus,60
que,que,83
cela,cela,52
;,;,p
c',ce,52
était,être,18
pour,pour,81
elle,il,51
tout,tout,75
le,le,71
soleil,soleil,21
de,de,81
la,le,71
rue,rue,22
",",",",p
-,-,p
et,et,82
le,le,71
ciel,ciel,21
/!,/!,P
cependant,cependant,82
la,le,71
troupe,troupe,22
diminuait,diminuer,18
/.,/.,P
chaque,chaque,75
rue,rue,22
prenait,prendre,18
les,le,71
enfants,enfant,21
des,de,81
des,le,71
rues,rue,22
voisines,voisin,30
/.,/.,P
l',le,71
école,école,22
se,se,51
dispersait,disperser,18
sur,sur,81
le,le,71
chemin,chemin,21
/.,/.,P
la,le,71
gaieté,gaieté,22
de,de,81
tous,tout,75
ces,ce,74
petits,petit,30
pas,pas,21
s',se,51
éteignait,éteindre,18
peu,peu,60
à,à,81
peu,peu,60
/.,/.,P
les,le,71
petites,petit,30
robes,robe,22
disparaissaient,disparaître,18
une,un,52
à,à,81
une,un,52
/.,/.,P
Germinie,Germinie,20
suivait,suivre,18
les,le,71
dernières,dernière,22
;,;,p
elle,il,51
s',se,51
attachait,attacher,18
à,à,81
celles,celui,52
qui,qui,52
allaient,aller,18
le,le,71
plus,plus,60
loin,loin,60
/.,/.,P
une,un,71
fois,fois,22
qu',que,52
elle,il,51
marchait,marcher,18
ainsi,ainsi,60
",",",",p
dévorant,dévorer,13
des,de,81
des,le,71
yeux,oeil,21
le,le,71
souvenir,souvenir,21
de,de,81
sa,son,73
fille,fille,22
",",",",p
tout,tout,60
à,à,81
coup,coup,21
prise,priser,17
d',de,81
une,un,71
rage,rage,22
d',de,81
embrasser,embrasser,14
",",",",p
elle,il,51
se,se,51
jeta,jeter,19
sur,sur,81
une,un,52
des,de,81
des,le,71
petites,petite,22
",",",",p
l',le,52
empoigna,empoigner,19
par,par,81
le,le,71
bras,bras,21
",",",",p
avec,avec,81
le,le,71
geste,geste,21
d',de,81
une,un,71
voleuse,voleuse,22
d',de,81
enfant,enfant,21
/…,/…,P
-,-,p
maman,maman,22
!,!,p
maman,maman,22
!,!,p
cria,crier,19
et,et,82
pleura,pleurer,19
la,le,71
petite,petite,22
en,en,81
s',se,51
échappant,échapper,13
/.,/.,P
Germinie,Germinie,20
se,se,51
sauva,sauver,19
/.,/.,P
<XLV.>,<>,<>
les,le,71
jours,jour,21
succédaient,succéder,18
aux,à,81
aux,le,71
jours,jour,21
pour,pour,81
Germinie,Germinie,20
",",",",p
pareils,pareil,30
",",",",p
également,également,60
désolés,désolé,31
et,et,82
sombres,sombre,30
/.,/.,P
elle,il,51
avait,avoir,18
fini,finir,12
par,par,81
ne,ne,60
plus,plus,60
rien,rien,52
attendre,attendre,14
du,de,81
du,le,71
hasard,hasard,21
et,et,82
ne,ne,60
plus,plus,60
rien,rien,52
demander,demander,14
à,à,81
l',le,71
imprévu,imprévu,21
/.,/.,P
sa,son,73
vie,vie,22
lui,lui,51
semblait,sembler,18
enfermée,enfermé,31
à,à,81
jamais,jamais,60
dans,dans,81
son,son,73
désespoir,désespoir,21
:,:,p
elle,il,51
devait,devoir,18
continuer,continuer,14
à,à,81
être,être,14
toujours,toujours,60
la,le,71
même,même,75
chose,chose,22
implacable,implacable,30
",",",",p
la,le,71
même,même,75
route,route,22
de,de,81
malheur,malheur,21
",",",",p
toute,tout,60
plate,plat,30
et,et,82
toute,tout,60
droite,droit,30
",",",",p
le,le,71
même,même,75
chemin,chemin,21
d',de,81
ombre,ombre,22
",",",",p
avec,avec,81
la,le,71
mort,mort,22
au,à,81
au,le,71
bout,bout,21
/.,/.,P
dans,dans,81
le,le,71
temps,temps,21
",",",",p
il,il,51
n',ne,60
y,y,52
avait,avoir,18
plus,plus,60
d',de,81
avenir,avenir,21
pour,pour,81
elle,il,51
/.,/.,P
et,et,82
pourtant,pourtant,60
",",",",p
dans,dans,81
la,le,71
désespérance,désespérance,22
où,où,60
elle,il,51
s',se,51
accroupissait,accroupir,18
",",",",p
des,de,81
des,le,71
pensées,pensée,22
la,le,52
traversaient,traverser,18
encore,encore,60
par,par,81
instants,instant,21
",",",",p
qui,qui,52
lui,lui,51
faisaient,faire,18
relever,relever,14
la,le,71
tête,tête,22
et,et,82
regarder,regarder,14
devant,devant,81
elle,il,51
au-delà,au-delà,60
de,de,81
son,son,21
présent,présent,30
/.,/.,P
par,par,81
instants,instant,21
",",",",p
l',le,71
illusion,illusion,22
d',de,81
une,un,71
dernière,dernier,30
espérance,espérance,22
lui,lui,51
souriait,sourire,18
/.,/.,P
il,il,51
lui,lui,51
semblait,sembler,18
qu',que,83
elle,il,51
pouvait,pouvoir,18
encore,encore,60
être,être,14
heureuse,heureux,30
",",",",p
et,et,82
que,que,83
si,si,83
certaines,certain,75
choses,chose,22
arrivaient,arriver,18
",",",",p
elle,il,51
le,le,52
serait,être,16
/.,/.,P
alors,alors,60
elle,il,51
imaginait,imaginer,18
ces,ce,74
choses,chose,22
/.,/.,P
elle,il,51
disposait,disposer,18
les,le,71
accidents,accident,21
",",",",p
les,le,71
catastrophes,catastrophe,22
/.,/.,P
elle,il,51
enchaînait,enchaîner,18
l',le,71
impossible,impossible,21
à,à,81
l',le,71
impossible,impossible,21
/.,/.,P
elle,il,51
refaisait,refaire,18
toutes,tout,75
les,le,71
chances,chance,22
de,de,81
sa,son,73
vie,vie,22
/.,/.,P
et,et,82
son,son,73
espérance,espérance,22
enfiévrée,enfiévré,31
se,se,51
mettant,mettre,13
à,à,81
créer,créer,14
à,à,81
l',le,71
horizon,horizon,21
des,de,81
des,le,71
événements,événement,21
de,de,81
son,son,73
désir,désir,21
",",",",p
s',se,51
enivrait,enivrer,18
bientôt,bientôt,60
de,de,81
la,le,71
folle,fou,30
vision,vision,22
de,de,81
ses,son,73
hypothèses,hypothèse,22
/.,/.,P
puis,puis,60
peu,peu,60
à,à,81
peu,peu,60
ce,ce,74
délire,délire,21
d',de,81
espoir,espoir,21
quittait,quitter,18
Germinie,Germinie,20
/.,/.,P
elle,il,51
se,se,51
disait,dire,18
que,que,83
c',ce,52
était,être,18
impossible,impossible,30
",",",",p
que,que,83
rien,rien,52
de,de,81
ce,ce,52
qu',que,52
elle,il,51
rêvait,rêver,18
ne,ne,60
pouvait,pouvoir,18
arriver,arriver,14
",",",",p
et,et,82
elle,il,51
restait,rester,18
à,à,81
réfléchir,réfléchir,14
",",",",p
affaissée,affaisser,12
sur,sur,81
sa,son,73
chaise,chaise,22
/.,/.,P
bientôt,bientôt,60
",",",",p
au,à,81
au,le,71
bout,bout,21
de,de,81
quelques,quelque,75
instants,instant,21
",",",",p
elle,il,51
se,se,51
levait,lever,18
",",",",p
allait,aller,18
",",",",p
lente,lent,30
et,et,82
incertaine,incertain,30
",",",",p
à,à,81
la,le,71
cheminée,cheminée,22
",",",",p
tâtonnait,tâtonner,18
sur,sur,81
le,le,71
manteau,manteau,21
la,le,71
cafetière,cafetière,22
et,et,82
se,se,51
décidait,décider,18
à,à,81
la,le,52
prendre,prendre,14
:,:,p
elle,il,51
allait,aller,18
savoir,savoir,14
le,le,71
restant,restant,21
de,de,81
sa,son,73
vie,vie,22
/.,/.,P
son,son,73
bonheur,bonheur,21
",",",",p
son,son,73
malheur,malheur,21
",",",",p
tout,tout,52
ce,ce,52
qui,qui,52
devait,devoir,18
lui,lui,51
arriver,arriver,14
était,être,18
là,là,60
",",",",p
dans,dans,81
cette,ce,74
bonne,bon,30
aventure,aventure,22
de,de,81
la,le,71
femme,femme,22
du,de,81
du,le,71
peuple,peuple,21
",",",",p
sur,sur,81
cette,ce,74
assiette,assiette,22
où,où,60
elle,il,51
venait,venir,18
de,de,81
verser,verser,14
le,le,71
marc,marc,21
du,de,81
du,le,71
café,café,21
/…,/…,P
elle,il,51
égouttait,égoutter,18
l',le,71
eau,eau,22
du,de,81
du,le,71
marc,marc,21
",",",",p
attendait,attendre,18
quelques,quelque,75
minutes,minute,22
",",",",p
respirait,respirer,18
dessus,dessus,60
avec,avec,81
le,le,71
souffle,souffle,21
religieux,religieux,30
dont,dont,52
sa,son,73
bouche,bouche,22
d',de,81
enfant,enfant,21
touchait,toucher,18
la,le,71
patène,patène,22
à,à,81
l',le,71
église,église,22
de,de,81
son,son,73
village,village,21
/.,/.,P
puis,puis,60
",",",",p
se,se,51
penchant,pencher,13
",",",",p
elle,il,51
se,se,51
tenait,tenir,18
la,le,71
tête,tête,22
en,en,81
avant,avant,21
",",",",p
effrayante,effrayant,30
d',de,81
immobilité,immobilité,22
",",",",p
les,le,71
yeux,oeil,21
fixes,fixe,30
et,et,82
perdus,perdu,31
sur,sur,81
la,le,71
traînée,traînée,22
de,de,81
noir,noir,21
éparpillée,éparpillé,31
en,en,81
mouchetures,moucheture,22
sur,sur,81
l',le,71
assiette,assiette,22
/.,/.,P
elle,il,51
cherchait,chercher,18
ce,ce,52
qu',que,52
elle,il,51
avait,avoir,18
vu,voir,12
trouver,trouver,14
à,à,81
des,de,81
des,le,71
tireuses,tireuse,22
de,de,81
cartes,carte,22
dans,dans,81
les,le,71
granulations,granulation,22
et,et,82
le,le,71
pointillé,pointillé,21
presque,presque,60
imperceptible,imperceptible,30
que,que,52
le,le,71
résidu,résidu,21
du,de,81
du,le,71
café,café,21
laisse,laisser,17
en,en,81
s',se,51
écoulant,écouler,13
/.,/.,P
elle,il,51
s',se,51
usait,user,18
la,le,71
vue,vue,22
sur,sur,81
ces,ce,74
milliers,millier,21
de,de,81
petites,petit,30
taches,tache,22
",",",",p
y,y,52
déterrait,déterrer,18
des,de,81
des,le,71
formes,forme,22
",",",",p
des,de,81
des,le,71
lettres,lettre,22
",",",",p
des,de,81
des,le,71
signes,signe,21
/.,/.,P
elle,il,51
isolait,isoler,18
avec,avec,81
le,le,71
doigt,doigt,21
des,de,81
des,le,71
grains,grain,21
pour,pour,81
se,se,51
les,le,52
montrer,montrer,14
plus,plus,60
clairs,clair,30
et,et,82
plus,plus,60
nets,net,30
/.,/.,P
elle,il,51
tournait,tourner,18
et,et,82
roulait,rouler,18
lentement,lentement,60
l',le,71
assiette,assiette,22
entre,entre,81
ses,son,73
mains,main,22
",",",",p
interrogeait,interroger,18
son,son,73
mystère,mystère,21
de,de,81
tous,tout,75
les,le,71
côtés,côté,21
",",",",p
et,et,82
poursuivait,poursuivre,18
dans,dans,81
son,son,73
cercle,cercle,21
des,de,81
des,le,71
apparences,apparence,22
",",",",p
des,de,81
des,le,71
images,image,22
",",",",p
des,de,81
des,le,71
rudiments,rudiment,21
de,de,81
nom,nom,21
",",",",p
des,de,81
des,le,71
ombres,ombre,22
d',de,81
initiales,initiale,22
",",",",p
des,de,81
des,le,71
ressemblances,ressemblance,22
de,de,81
quelqu'un,quelqu'un,52
",",",",p
des,de,81
des,le,71
ébauches,ébauche,22
de,de,81
quelque,quelque,75
chose,chose,22
",",",",p
des,de,81
des,le,71
embryons,embryon,21
de,de,81
présages,présage,21
",",",",p
des,de,81
des,le,71
figurations,figuration,22
de,de,81
rien,rien,52
qui,qui,52
lui,lui,51
annonçaient,annoncer,18
qu',que,83
elle,il,51
serait,être,16
victorieuse,victorieux,30
/.,/.,P
elle,il,51
voulait,vouloir,18
voir,voir,14
",",",",p
et,et,82
se,se,51
forçait,forcer,18
à,à,81
deviner,deviner,14
/.,/.,P
sous,sous,81
la,le,71
tension,tension,22
de,de,81
son,son,73
regard,regard,21
",",",",p
la,le,71
porcelaine,porcelaine,22
s',se,51
animait,animer,18
des,de,81
des,le,71
visions,vision,22
de,de,81
ses,son,73
insomnies,insomnie,22
;,;,p
ses,son,73
chagrins,chagrin,21
",",",",p
ses,son,73
haines,haine,22
",",",",p
les,le,71
visages,visage,21
qu',que,52
elle,il,51
détestait,détester,18
",",",",p
se,se,51
levaient,lever,18
peu,peu,60
à,à,81
peu,peu,60
de,de,81
l',le,71
assiette,assiette,22
magique,magique,30
et,et,82
des,de,81
des,le,71
dessins,dessin,21
du,de,81
du,le,71
hasard,hasard,21
/.,/.,P
à,à,81
côté,côté,21
d',de,81
elle,il,51
la,le,71
chandelle,chandelle,22
",",",",p
qu',que,52
elle,il,51
oubliait,oublier,18
de,de,81
moucher,moucher,14
",",",",p
jetait,jeter,18
sa,son,73
lueur,lueur,22
intermittente,intermittent,30
et,et,82
mourante,mourant,30
:,:,p
la,le,71
lumière,lumière,22
baissait,baisser,18
dans,dans,81
le,le,71
silence,silence,21
",",",",p
l',le,71
heure,heure,22
tombait,tomber,18
dans,dans,81
la,le,71
nuit,nuit,22
",",",",p
et,et,82
comme,comme,83
pétrifiée,pétrifié,31
dans,dans,81
un,un,71
arrêt,arrêt,21
d',de,81
angoisse,angoisse,22
",",",",p
Germinie,Germinie,20
restait,rester,18
toujours,toujours,60
clouée,cloué,31
là,là,60
",",",",p
seule,seul,30
et,et,82
face,face,22
à,à,81
face,face,22
avec,avec,81
la,le,71
terreur,terreur,22
de,de,81
l',le,71
avenir,avenir,21
",",",",p
essayant,essayer,13
de,de,81
démêler,démêler,14
dans,dans,81
les,le,71
salissures,salissure,22
du,de,81
du,le,71
café,café,21
le,le,71
visage,visage,21
brouillé,brouillé,31
de,de,81
son,son,73
destin,destin,21
",",",",p
jusqu',jusque,81
à,à,81
ce,ce,52
qu',que,52
elle,il,51
crût,croire,18
apercevoir,apercevoir,14
une,un,71
croix,croix,22
à,à,81
côté,côté,21
d',de,81
une,un,71
femme,femme,22
ayant,avoir,13
l',le,71
air,air,21
de,de,81
la,le,71
cousine,cousine,22
de,de,81
Jupillon,Jupillon,20
",",",",p
-,-,p
une,un,71
croix,croix,22
",",",",p
c'est-à-dire,c'est-à-dire,91
une,un,71
mort,mort,22
prochaine,prochain,30
/.,/.,P
<XLVI.>,<>,<>
l',le,71
amour,amour,21
qui,qui,52
lui,lui,51
manquait,manquer,18
",",",",p
et,et,82
auquel,à,81
auquel,lequel,52
elle,il,51
avait,avoir,18
la,le,71
volonté,volonté,22
de,de,81
se,se,51
refuser,refuser,14
",",",",p
devint,devenir,19
alors,alors,60
la,le,71
torture,torture,22
de,de,81
sa,son,73
vie,vie,22
",",",",p
un,un,71
supplice,supplice,21
incessant,incessant,30
et,et,82
abominable,abominable,30
/.,/.,P
elle,il,51
eut,avoir,19
à,à,81
se,se,51
défendre,défendre,14
contre,contre,81
les,le,71
fièvres,fièvre,22
de,de,81
son,son,73
corps,corps,21
",",",",p
et,et,82
les,le,71
irritations,irritation,22
du,de,81
du,le,71
dehors,dehors,21
",",",",p
contre,contre,81
les,le,71
émotions,émotion,22
faciles,facile,30
et,et,82
les,le,71
molles,mou,30
lâchetés,lâcheté,22
de,de,81
sa,son,73
chair,chair,22
",",",",p
contre,contre,81
toutes,tout,75
les,le,71
sollicitations,sollicitation,22
de,de,81
nature,nature,22
qui,qui,52
l',le,52
assaillaient,assaillir,18
/.,/.,P
il,il,51
lui,lui,51
fallut,falloir,19
lutter,lutter,14
avec,avec,81
les,le,71
chaleurs,chaleur,22
de,de,81
la,le,71
journée,journée,22
",",",",p
avec,avec,81
les,le,71
suggestions,suggestion,22
de,de,81
la,le,71
nuit,nuit,22
",",",",p
avec,avec,81
les,le,71
tiédeurs,tiédeur,22
moites,moite,30
des,de,81
des,le,71
temps,temps,21
d',de,81
orage,orage,21
",",",",p
avec,avec,81
le,le,71
souffle,souffle,21
de,de,81
son,son,73
passé,passé,21
et,et,82
de,de,81
ses,son,73
souvenirs,souvenir,21
",",",",p
avec,avec,81
les,le,71
choses,chose,22
peintes,peint,31
tout,tout,60
à,à,81
coup,coup,21
au,à,81
au,le,71
fond,fond,21
d',de,81
elle,il,51
",",",",p
avec,avec,81
les,le,71
voix,voix,22
qui,qui,52
l',le,52
embrassaient,embrasser,18
tout,tout,60
bas,bas,60
à,à,81
l',le,71
oreille,oreille,22
",",",",p
avec,avec,81
les,le,71
frémissements,frémissement,21
qui,qui,52
faisaient,faire,18
passer,passer,14
de,de,81
la,le,71
tendresse,tendresse,22
dans,dans,81
tous,tout,75
ses,son,73
membres,membre,21
/.,/.,P
des,de,81
des,le,71
semaines,semaine,22
",",",",p
des,de,81
des,le,71
mois,mois,21
",",",",p
des,de,81
des,le,71
années,année,22
",",",",p
l',le,71
affreuse,affreux,30
tentation,tentation,22
dura,durer,19
pour,pour,81
elle,il,51
",",",",p
sans,sans,81
qu',que,83
elle,il,51
y,y,52
cédât,céder,18
",",",",p
sans,sans,81
qu',que,83
elle,il,51
prît,prendre,18
un,un,71
autre,autre,75
amant,amant,21
/.,/.,P
se,se,51
craignant,craindre,13
elle-même,lui-même,51
",",",",p
elle,il,51
fuyait,fuir,18
l',le,71
homme,homme,21
et,et,82
se,se,51
sauvait,sauver,18
de,de,81
sa,son,73
vue,vue,22
/.,/.,P
elle,il,51
restait,rester,18
casanière,casanier,30
et,et,82
sauvage,sauvage,30
",",",",p
enfermée,enfermé,31
chez,chez,81
mademoiselle,mademoiselle,22
",",",",p
ou,ou,82
bien,bien,60
en,en,81
haut,haut,21
dans,dans,81
sa,son,73
chambre,chambre,22
:,:,p
le,le,71
dimanche,dimanche,21
