11402
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingt-dix-neuvième extrait>,<>,<>
fourreau,fourreau,21
",",",",p
et,et,82
avec,avec,81
la,le,71
plus,plus,60
grande,grand,30
tranquillité,tranquillité,22
la,le,52
replaça,replacer,19
au,à,81
au,le,71
clou,clou,21
de,de,81
bronze,bronze,21
doré,doré,31
qui,qui,52
la,le,52
soutenait,soutenir,18
/.,/.,P
tout,tout,75
ce,ce,74
mouvement,mouvement,21
",",",",p
fort,fort,60
lent,lent,30
sur,sur,81
la,le,71
fin,fin,22
",",",",p
dura,durer,19
bien,bien,60
une,un,71
minute,minute,22
;,;,p
mademoiselle,mademoiselle,22
de,de,81
La Mole,La Mole,20
le,le,52
regardait,regarder,18
étonnée,étonné,31
/.,/.,P
j',je,51
ai,avoir,17
donc,donc,82
été,être,12
sur,sur,81
le,le,71
point,point,21
d',de,81
être,être,14
tuée,tuer,12
par,par,81
mon,mon,73
amant,amant,21
!,!,p
se,se,51
disait,dire,18
elle,il,51
/.,/.,P
cette,ce,74
idée,idée,22
la,le,52
transportait,transporter,18
dans,dans,81
les,le,71
plus,plus,60
beaux,beau,30
temps,temps,21
du,de,81
du,le,71
siècle,siècle,21
de,de,81
Charles IX,Charles IX,20
et,et,82
de,de,81
Henri III,Henri III,20
/.,/.,P
elle,il,51
était,être,18
immobile,immobile,30
devant,devant,81
Julien,Julien,20
qui,qui,52
venait,venir,18
de,de,81
replacer,replacer,14
l',le,71
épée,épée,22
",",",",p
elle,il,51
le,le,52
regardait,regarder,18
avec,avec,81
des,de,81
des,le,71
yeux,oeil,21
où,où,60
il,il,51
n',ne,60
y,y,52
avait,avoir,18
plus,plus,60
de,de,81
haine,haine,22
/.,/.,P
il,il,51
faut,falloir,17
convenir,convenir,14
qu',que,83
elle,il,51
était,être,18
bien,bien,60
séduisante,séduisant,30
en,en,81
ce,ce,74
moment,moment,21
",",",",p
certainement,certainement,60
jamais,jamais,60
femme,femme,22
n',ne,60
avait,avoir,18
moins,moins,60
ressemblé,ressembler,12
à,à,81
une,un,71
poupée,poupée,22
parisienne,parisien,30
(,(,p
ce,ce,74
mot,mot,21
était,être,18
la,le,71
grande,grand,30
objection,objection,22
de,de,81
Julien,Julien,20
contre,contre,81
les,le,71
femmes,femme,22
de,de,81
ce,ce,74
pays,pays,21
),),p
/.,/.,P
je,je,51
vais,aller,17
retomber,retomber,14
dans,dans,81
quelque,quelque,75
faiblesse,faiblesse,22
pour,pour,81
lui,lui,51
",",",",p
pensa,penser,19
Mathilde,Mathilde,20
;,;,p
c',ce,52
est,être,17
bien,bien,60
pour,pour,81
le,le,71
coup,coup,21
qu',que,83
il,il,51
se,se,51
croirait,croire,16
mon,mon,73
seigneur,seigneur,21
et,et,82
maître,maître,21
",",",",p
après,après,81
une,un,71
rechute,rechute,22
",",",",p
et,et,82
au,à,81
au,le,71
moment,moment,21
précis,précis,30
où,où,60
je,je,51
viens,venir,17
de,de,81
lui,lui,51
parler,parler,14
si,si,60
ferme,ferme,30
/.,/.,P
elle,il,51
s',se,51
enfuit,enfuir,19
/.,/.,P
mon,mon,73
dieu,dieu,21
!,!,p
qu',que,52
elle,il,51
est,être,17
belle,beau,30
!,!,p
dit,dire,19
Julien,Julien,20
en,en,81
la,le,52
voyant,voir,13
courir,courir,14
:,:,p
voilà,voilà,81
cet,ce,74
être,être,21
qui,qui,52
se,se,51
précipitait,précipiter,18
dans,dans,81
mes,mon,73
bras,bras,21
avec,avec,81
tant,tant,60
de,de,81
fureur,fureur,22
il,il,51
n',ne,60
y,y,52
a,avoir,17
pas,pas,60
huit,huit,72
jours,jour,21
/…,/…,P
et,et,82
ces,ce,74
instants,instant,21
ne,ne,60
reviendront,revenir,15
jamais,jamais,60
!,!,p
et,et,82
c',ce,52
est,être,17
par,par,81
ma,mon,73
faute,faute,22
/!,/!,P
et,et,82
",",",",p
au,à,81
au,le,71
moment,moment,21
d',de,81
une,un,71
action,action,22
si,si,60
extraordinaire,extraordinaire,30
",",",",p
si,si,60
intéressante,intéressant,30
pour,pour,81
moi,moi,51
",",",",p
je,je,51
n',ne,60
y,y,52
étais,être,18
pas,pas,60
sensible,sensible,30
!,!,p
/…,/…,P
il,il,51
faut,falloir,17
avouer,avouer,14
que,que,83
je,je,51
suis,être,17
né,naître,12
avec,avec,81
un,un,71
caractère,caractère,21
bien,bien,60
plat,plat,30
et,et,82
bien,bien,60
malheureux,malheureux,30
/.,/.,P
le,le,71
marquis,marquis,21
parut,paraître,19
;,;,p
Julien,Julien,20
se,se,51
hâta,hâter,19
de,de,81
lui,lui,51
annoncer,annoncer,14
son,son,73
départ,départ,21
/.,/.,P
-,-,p
pour,pour,81
où,où,60
?,?,p
dit,dire,19
monsieur,monsieur,21
de,de,81
La Mole,La Mole,20
/.,/.,P
-,-,p
pour,pour,81
le,le,71
Languedoc,Languedoc,20
/.,/.,P
-,-,p
non,non,60
pas,pas,60
",",",",p
s',si,83
il,il,51
vous,vous,51
plaît,plaire,17
",",",",p
vous,vous,51
êtes,être,17
réservé,réserver,12
à,à,81
de,de,81
plus,plus,60
hautes,haut,30
destinées,destinée,22
",",",",p
si,si,83
vous,vous,51
partez,partir,17
ce,ce,52
sera,être,15
pour,pour,81
le,le,71
nord,nord,21
…,…,p
même,même,60
",",",",p
en,en,81
termes,terme,21
militaires,militaire,30
",",",",p
je,je,51
vous,vous,51
consigne,consigner,17
à,à,81
l',le,71
hôtel,hôtel,21
/.,/.,P
vous,vous,51
m',je,51
obligerez,obliger,15
de,de,81
n',ne,60
être,être,14
jamais,jamais,60
plus,plus,60
de,de,81
deux,deux,72
ou,ou,82
trois,trois,72
heures,heure,22
absent,absent,30
",",",",p
je,je,51
puis,pouvoir,17
avoir,avoir,14
besoin,besoin,21
de,de,81
vous,vous,51
d',de,81
un,un,71
moment,moment,21
à,à,81
l',le,71
autre,autre,52
/.,/.,P
Julien,Julien,20
salua,saluer,19
",",",",p
et,et,82
se,se,51
retira,retirer,19
sans,sans,81
mot,mot,21
dire,dire,14
",",",",p
laissant,laisser,13
le,le,71
marquis,marquis,21
fort,fort,60
étonné,étonné,31
;,;,p
il,il,51
était,être,18
hors,hors,81
d',de,81
état,état,21
de,de,81
parler,parler,14
",",",",p
il,il,51
s',se,51
enferma,enfermer,19
dans,dans,81
sa,son,73
chambre,chambre,22
/.,/.,P
là,là,60
",",",",p
il,il,51
put,pouvoir,19
s',se,51
exagérer,exagérer,14
en,en,81
liberté,liberté,22
toute,tout,75
l',le,71
atrocité,atrocité,22
de,de,81
son,son,73
sort,sort,21
/.,/.,P
ainsi,ainsi,60
",",",",p
pensait,penser,18
il,il,51
",",",",p
je,je,51
ne,ne,60
puis,pouvoir,17
pas,pas,60
même,même,60
m',je,51
éloigner,éloigner,14
/!,/!,P
dieu,dieu,21
sait,savoir,17
combien,combien,60
de,de,81
jours,jour,21
le,le,71
marquis,marquis,21
va,aller,17
me,je,51
retenir,retenir,14
à,à,81
Paris,Paris,20
;,;,p
grand,grand,30
dieu,dieu,21
!,!,p
que,que,52
vais,aller,17
je,je,51
devenir,devenir,14
?,?,p
et,et,82
pas,pas,60
un,un,71
ami,ami,21
que,que,83
je,je,51
puisse,pouvoir,17
consulter,consulter,14
:,:,p
l',le,71
abbé,abbé,21
Pirard,Pirard,20
ne,ne,60
me,je,51
laisserait,laisser,16
pas,pas,60
finir,finir,14
la,le,71
première,premier,72
phrase,phrase,22
",",",",p
le,le,71
comte,comte,21
Altamira,Altamira,20
me,je,51
proposerait,proposer,16
de,de,81
m',je,51
affilier,affilier,14
à,à,81
quelque,quelque,75
conspiration,conspiration,22
/.,/.,P
et,et,82
cependant,cependant,82
je,je,51
suis,être,17
fou,fou,30
",",",",p
je,je,51
le,le,52
sens,sentir,17
;,;,p
je,je,51
suis,être,17
fou,fou,30
/!,/!,P
qui,qui,52
pourra,pouvoir,15
me,je,51
guider,guider,14
",",",",p
que,que,52
vais,aller,17
je,je,51
devenir,devenir,14
/?,/?,P
moments,moment,21
cruels,cruel,30
/.,/.,P
et,et,82
elle,il,51
me,je,51
l',le,52
avoue,avouer,17
/!,/!,P
elle,il,51
détaille,détailler,17
jusqu',jusque,81
aux,à,81
aux,le,71
moindres,moindre,30
circonstances,circonstance,22
/!,/!,P
son,son,73
oeil,oeil,21
si,si,60
beau,beau,30
fixé,fixé,31
sur,sur,81
le,le,71
mien,mien,52
peint,peindre,17
l',le,71
amour,amour,21
qu',que,83
elle,il,51
sentit,sentir,19
pour,pour,81
un,un,71
autre,autre,52
/!,/!,P
Schiller,Schiller,20
/.,/.,P
mademoiselle,mademoiselle,22
de,de,81
La Mole,La Mole,20
ravie,ravi,31
ne,ne,60
songeait,songer,18
qu',que,83
au,à,81
au,le,71
bonheur,bonheur,21
d',de,81
avoir,avoir,14
été,être,12
sur,sur,81
le,le,71
point,point,21
d',de,81
être,être,14
tuée,tuer,12
/.,/.,P
elle,il,51
allait,aller,18
jusqu',jusque,81
à,à,81
se,se,51
dire,dire,14
:,:,p
il,il,51
est,être,17
digne,digne,30
d',de,81
être,être,14
mon,mon,73
maître,maître,21
",",",",p
puisqu',puisque,83
il,il,51
a,avoir,17
été,être,12
sur,sur,81
le,le,71
point,point,21
de,de,81
me,je,51
tuer,tuer,14
/.,/.,P
combien,combien,60
faudrait,falloir,16
il,il,51
fondre,fondre,14
ensemble,ensemble,60
de,de,81
beaux,beau,30
jeunes,jeune,30
gens,gens,21
de,de,81
la,le,71
société,société,22
pour,pour,81
arriver,arriver,14
à,à,81
un,un,71
tel,tel,75
mouvement,mouvement,21
de,de,81
passion,passion,22
/?,/?,P
il,il,51
faut,falloir,17
avouer,avouer,14
qu',que,83
il,il,51
était,être,18
bien,bien,60
joli,joli,30
au,à,81
au,le,71
moment,moment,21
où,où,60
il,il,51
est,être,17
monté,monter,12
sur,sur,81
la,le,71
chaise,chaise,22
",",",",p
pour,pour,81
replacer,replacer,14
l',le,71
épée,épée,22
",",",",p
précisément,précisément,60
dans,dans,81
la,le,71
position,position,22
pittoresque,pittoresque,30
que,que,83
le,le,71
tapissier,tapissier,21
décorateur,décorateur,21
lui,lui,51
a,avoir,17
donnée,donner,12
/!,/!,P
après,après,81
tout,tout,52
",",",",p
je,je,51
n',ne,60
ai,avoir,17
pas,pas,60
été,être,12
si,si,60
folle,fou,30
de,de,81
l',le,52
aimer,aimer,14
/.,/.,P
dans,dans,81
cet,ce,74
instant,instant,21
",",",",p
s',si,83
il,il,51
se,se,51
fût,être,19
présenté,présenter,12
quelque,quelque,75
moyen,moyen,30
honnête,honnête,30
de,de,81
renouer,renouer,14
",",",",p
elle,il,51
l',le,52
eût,avoir,19
saisi,saisir,12
avec,avec,81
plaisir,plaisir,21
/.,/.,P
Julien,Julien,20
",",",",p
enfermé,enfermé,31
à,à,81
double,double,30
tour,tour,21
dans,dans,81
sa,son,73
chambre,chambre,22
",",",",p
était,être,18
en,en,81
proie,proie,22
au,à,81
au,le,71
plus,plus,60
violent,violent,30
désespoir,désespoir,21
/.,/.,P
dans,dans,81
ses,son,73
idées,idée,22
folles,fou,30
",",",",p
il,il,51
pensait,penser,18
à,à,81
se,se,51
jeter,jeter,14
à,à,81
ses,son,73
pieds,pied,21
/.,/.,P
si,si,83
au,à,81
au,le,71
lieu,lieu,21
de,de,81
se,se,51
tenir,tenir,14
dans,dans,81
un,un,71
lieu,lieu,21
écarté,écarté,31
",",",",p
il,il,51
eût,avoir,19
erré,errer,12
au,à,81
au,le,71
jardin,jardin,21
et,et,82
dans,dans,81
l',le,71
hôtel,hôtel,21
",",",",p
de,de,81
manière,manière,22
à,à,81
se,se,51
tenir,tenir,14
à,à,81
portée,portée,22
des,de,81
des,le,71
occasions,occasion,22
",",",",p
il,il,51
eût,avoir,19
peut-être,peut-être,60
en,en,81
un,un,71
seul,seul,30
instant,instant,21
changé,changé,31
en,en,81
bonheur,bonheur,21
le,le,71
plus,plus,60
vif,vif,30
son,son,73
affreux,affreux,30
malheur,malheur,21
/.,/.,P
mais,mais,82
l',le,71
adresse,adresse,22
dont,dont,52
nous,nous,51
lui,lui,51
reprochons,reprocher,17
l',le,71
absence,absence,22
aurait,avoir,16
exclu,exclure,12
le,le,71
mouvement,mouvement,21
sublime,sublimer,17
de,de,81
saisir,saisir,14
l',le,71
épée,épée,22
qui,qui,52
",",",",p
dans,dans,81
ce,ce,74
moment,moment,21
",",",",p
le,le,52
rendait,rendre,18
si,si,60
joli,joli,30
aux,à,81
aux,le,71
yeux,oeil,21
de,de,81
mademoiselle,mademoiselle,22
de,de,81
La Mole,La Mole,20
/.,/.,P
ce,ce,74
caprice,caprice,21
",",",",p
favorable,favorable,30
à,à,81
Julien,Julien,20
",",",",p
dura,durer,19
toute,tout,75
la,le,71
journée,journée,22
;,;,p
Mathilde,Mathilde,20
se,se,51
faisait,faire,18
une,un,71
image,image,22
charmante,charmant,30
des,de,81
des,le,71
courts,court,30
instants,instant,21
pendant,pendant,81
lesquels,lequel,52
elle,il,51
l',le,52
avait,avoir,18
aimé,aimer,12
",",",",p
elle,il,51
les,le,52
regrettait,regretter,18
/.,/.,P
au,à,81
au,le,71
fait,fait,21
",",",",p
se,se,51
disait,dire,18
elle,il,51
",",",",p
ma,mon,73
passion,passion,22
pour,pour,81
ce,ce,74
pauvre,pauvre,30
garçon,garçon,21
n',ne,60
a,avoir,17
duré,durer,12
à,à,81
ses,son,73
yeux,oeil,21
que,que,83
depuis,depuis,81
une,un,71
heure,heure,22
après,après,81
minuit,minuit,21
",",",",p
quand,quand,83
je,je,51
l',le,52
ai,avoir,17
vu,voir,12
arriver,arriver,14
par,par,81
son,son,73
échelle,échelle,22
avec,avec,81
tous,tout,75
ses,son,73
pistolets,pistolet,21
dans,dans,81
la,le,71
poche,poche,22
de,de,81
côté,côté,21
de,de,81
son,son,73
habit,habit,21
",",",",p
jusqu',jusque,81
à,à,81
huit,huit,72
heures,heure,22
du,de,81
du,le,71
matin,matin,21
/.,/.,P
c',ce,52
est,être,17
un,un,71
quart,quart,21
d',de,81
heure,heure,22
après,après,81
",",",",p
en,en,81
entendant,entendre,13
la,le,71
messe,messe,22
à,à,81
sainte,saint,30
Valère,Valère,20
",",",",p
que,que,83
j',je,51
ai,avoir,17
commencé,commencer,12
à,à,81
penser,penser,14
qu',que,83
il,il,51
allait,aller,18
se,se,51
croire,croire,14
mon,mon,73
maître,maître,21
",",",",p
et,et,82
qu',que,83
il,il,51
pourrait,pouvoir,16
bien,bien,60
essayer,essayer,14
de,de,81
me,je,51
faire,faire,14
obéir,obéir,14
au,à,81
au,le,71
nom,nom,21
de,de,81
la,le,71
terreur,terreur,22
/.,/.,P
après,après,81
dîner,dîner,14
",",",",p
mademoiselle,mademoiselle,22
de,de,81
La Mole,La Mole,20
",",",",p
loin,loin,60
de,de,81
fuir,fuir,14
Julien,Julien,20
",",",",p
lui,lui,51
parla,parler,19
et,et,82
l',le,52
engagea,engager,19
en,en,81
quelque,quelque,75
sorte,sorte,22
à,à,81
la,le,52
suivre,suivre,14
au,à,81
au,le,71
jardin,jardin,21
;,;,p
il,il,51
obéit,obéir,19
/.,/.,P
cette,ce,74
épreuve,épreuve,22
lui,lui,51
manquait,manquer,18
/.,/.,P
Mathilde,Mathilde,20
cédait,céder,18
sans,sans,81
trop,trop,60
s',se,51
en,en,52
douter,douter,14
à,à,81
l',le,71
amour,amour,21
qu',que,52
elle,il,51
reprenait,reprendre,18
pour,pour,81
lui,lui,51
/.,/.,P
elle,il,51
trouvait,trouver,18
un,un,71
plaisir,plaisir,21
extrême,extrême,30
à,à,81
se,se,51
promener,promener,14
à,à,81
ses,son,73
côtés,côté,21
",",",",p
c',ce,52
était,être,18
avec,avec,81
curiosité,curiosité,22
qu',que,83
elle,il,51
regardait,regarder,18
ces,ce,74
mains,main,22
qui,qui,52
le,le,71
matin,matin,21
avaient,avoir,18
saisi,saisir,12
l',le,71
épée,épée,22
pour,pour,81
la,le,52
tuer,tuer,14
/.,/.,P
après,après,81
une,un,71
telle,tel,75
action,action,22
",",",",p
après,après,81
tout,tout,52
ce,ce,52
qui,qui,52
s',se,51
était,être,18
passé,passer,12
",",",",p
il,il,51
ne,ne,60
pouvait,pouvoir,18
plus,plus,60
être,être,14
question,question,22
de,de,81
leur,leur,73
ancienne,ancien,30
conversation,conversation,22
/.,/.,P
peu,peu,60
à,à,81
peu,peu,60
",",",",p
Mathilde,Mathilde,20
se,se,51
mit,mettre,19
à,à,81
lui,lui,51
parler,parler,14
avec,avec,81
confidence,confidence,22
intime,intime,30
de,de,81
l',le,71
état,état,21
de,de,81
son,son,73
coeur,coeur,21
/.,/.,P
elle,il,51
trouvait,trouver,18
une,un,71
singulière,singulier,30
volupté,volupté,22
dans,dans,81
ce,ce,74
genre,genre,21
de,de,81
conversation,conversation,22
;,;,p
elle,il,51
en,en,52
vint,venir,19
à,à,81
lui,lui,51
raconter,raconter,14
les,le,71
mouvements,mouvement,21
d',de,81
enthousiasme,enthousiasme,21
passagers,passager,30
qu',que,83
elle,il,51
avait,avoir,18
éprouvés,éprouver,12
pour,pour,81
monsieur,monsieur,21
de,de,81
Croisenois,Croisenois,20
",",",",p
pour,pour,81
monsieur,monsieur,21
de,de,81
Caylus,Caylus,20
/…,/…,P
-,-,p
quoi,quoi,52
!,!,p
pour,pour,81
monsieur,monsieur,21
de,de,81
Caylus,Caylus,20
aussi,aussi,60
!,!,p
s',se,51
écria,écrier,19
Julien,Julien,20
;,;,p
et,et,82
toute,tout,75
l',le,71
amère,amer,30
jalousie,jalousie,22
d',de,81
un,un,71
amant,amant,21
délaissé,délaissé,31
éclatait,éclater,18
dans,dans,81
ce,ce,74
mot,mot,21
/.,/.,P
Mathilde,Mathilde,20
en,en,52
jugea,juger,19
ainsi,ainsi,60
",",",",p
et,et,82
n',ne,60
en,en,52
fut,être,19
point,point,60
offensée,offenser,12
/.,/.,P
elle,il,51
continua,continuer,19
à,à,81
torturer,torturer,14
Julien,Julien,20
",",",",p
en,en,81
lui,lui,51
détaillant,détailler,13
ses,son,73
sentiments,sentiment,21
d',de,81
autrefois,autrefois,60
de,de,81
la,le,71
façon,façon,22
la,le,71
plus,plus,60
pittoresque,pittoresque,30
",",",",p
et,et,82
avec,avec,81
l',le,71
accent,accent,21
de,de,81
la,le,71
plus,plus,60
intime,intime,30
vérité,vérité,22
/.,/.,P
il,il,51
voyait,voir,18
qu',que,83
elle,il,51
peignait,peindre,18
ce,ce,52
qu',que,52
elle,il,51
avait,avoir,18
sous,sous,81
les,le,71
yeux,oeil,21
/.,/.,P
il,il,51
avait,avoir,18
la,le,71
douleur,douleur,22
de,de,81
remarquer,remarquer,14
qu',que,83
en,en,81
parlant,parler,13
",",",",p
elle,il,51
faisait,faire,18
des,de,81
des,le,71
découvertes,découverte,22
dans,dans,81
son,son,73
propre,propre,30
coeur,coeur,21
/.,/.,P
le,le,71
malheur,malheur,21
de,de,81
la,le,71
jalousie,jalousie,22
ne,ne,60
peut,pouvoir,17
aller,aller,14
plus,plus,60
loin,loin,60
/.,/.,P
soupçonner,soupçonner,14
qu',que,83
un,un,71
rival,rival,21
est,être,17
aimé,aimer,12
est,être,17
déjà,déjà,60
bien,bien,60
cruel,cruel,30
",",",",p
mais,mais,82
se,se,51
voir,voir,14
avouer,avouer,14
en,en,81
détail,détail,21
l',le,71
amour,amour,21
qu',que,83
il,il,51
inspire,inspirer,17
par,par,81
la,le,71
femme,femme,22
qu',que,83
on,on,51
adore,adorer,17
est,être,17
sans,sans,81
doute,doute,21
le,le,71
comble,comble,21
des,de,81
des,le,71
douleurs,douleur,22
/.,/.,P
o,oh,93
combien,combien,60
étaient,être,18
punis,punir,12
",",",",p
en,en,81
cet,ce,74
instant,instant,21
",",",",p
les,le,71
mouvements,mouvement,21
d',de,81
orgueil,orgueil,21
qui,qui,52
avaient,avoir,18
porté,porter,12
Julien,Julien,20
à,à,81
se,se,51
préférer,préférer,14
aux,à,81
aux,le,71
Caylus,Caylus,20
",",",",p
aux,à,81
aux,le,71
Croisenois,Croisenois,20
/!,/!,P
avec,avec,81
quel,quel,75
malheur,malheur,21
intime,intime,30
et,et,82
senti,senti,31
il,il,51
s',se,51
exagérait,exagérer,18
leurs,leur,73
plus,plus,60
petits,petit,30
avantages,avantage,21
/!,/!,P
avec,avec,81
quelle,quel,75
bonne,bon,30
foi,foi,22
ardente,ardent,30
il,il,51
se,se,51
méprisait,mépriser,18
lui-même,lui-même,51
/!,/!,P
Mathilde,Mathilde,20
lui,lui,51
semblait,sembler,18
adorable,adorable,30
",",",",p
toute,tout,75
parole,parole,22
est,être,17
faible,faible,30
pour,pour,81
exprimer,exprimer,14
l',le,71
excès,excès,21
de,de,81
son,son,73
admiration,admiration,22
/.,/.,P
en,en,81
se,se,51
promenant,promener,13
à,à,81
côté,côté,21
d',de,81
elle,il,51
",",",",p
il,il,51
regardait,regarder,18
à la dérobée,à la dérobée,60
ses,son,73
mains,main,22
",",",",p
ses,son,73
bras,bras,21
",",",",p
son,son,73
port,port,21
de,de,81
reine,reine,22
/.,/.,P
il,il,51
était,être,18
sur,sur,81
le,le,71
point,point,21
de,de,81
tomber,tomber,14
à,à,81
ses,son,73
pieds,pied,21
",",",",p
anéanti,anéantir,12
d',de,81
amour,amour,21
et,et,82
de,de,81
malheur,malheur,21
",",",",p
et,et,82
en,en,81
criant,crier,13
:,:,p
pitié,pitié,22
/!,/!,P
et,et,82
cette,ce,74
personne,personne,22
si,si,60
belle,beau,30
",",",",p
si,si,60
supérieure,supérieur,30
à,à,81
tout,tout,52
",",",",p
qui,qui,52
une,un,71
fois,fois,22
m',je,51
a,avoir,17
aimé,aimer,12
",",",",p
c',ce,52
est,être,17
monsieur,monsieur,21
de,de,81
Caylus,Caylus,20
qu',que,52
elle,il,51
aimera,aimer,15
sans,sans,81
doute,doute,21
bientôt,bientôt,60
/!,/!,P
Julien,Julien,20
ne,ne,60
pouvait,pouvoir,18
douter,douter,14
de,de,81
la,le,71
sincérité,sincérité,22
de,de,81
mademoiselle,mademoiselle,22
de,de,81
La Mole,La Mole,20
;,;,p
l',le,71
accent,accent,21
de,de,81
la,le,71
vérité,vérité,22
était,être,18
trop,trop,60
évident,évident,30
dans,dans,81
tout,tout,52
ce,ce,52
qu',que,52
elle,il,51
disait,dire,18
/.,/.,P
pour,pour,81
que,que,83
rien,rien,52
absolument,absolument,60
ne,ne,60
manquât,manquer,18
à,à,81
son,son,73
malheur,malheur,21
",",",",p
il,il,51
y,y,52
eut,avoir,19
des,de,81
des,le,71
moments,moment,21
où,où,60
",",",",p
à,à,81
force,force,22
de,de,81
s',se,51
occuper,occuper,14
des,de,81
des,le,71
sentiments,sentiment,21
qu',que,52
elle,il,51
avait,avoir,18
éprouvés,éprouver,12
une,un,71
fois,fois,22
pour,pour,81
monsieur,monsieur,21
de,de,81
Caylus,Caylus,20
",",",",p
Mathilde,Mathilde,20
en,en,52
vint,venir,19
à,à,81
parler,parler,14
de,de,81
lui,lui,51
comme,comme,83
si,si,83
elle,il,51
l',le,52
aimait,aimer,18
actuellement,actuellement,60
/.,/.,P
certainement,certainement,60
il,il,51
y,y,52
avait,avoir,18
de,de,81
l',le,71
amour,amour,21
dans,dans,81
son,son,73
accent,accent,21
",",",",p
Julien,Julien,20
le,le,52
voyait,voir,18
nettement,nettement,60
/.,/.,P
l',le,71
intérieur,intérieur,21
de,de,81
sa,son,73
poitrine,poitrine,22
eût,avoir,19
été,être,12
inondé,inonder,12
de,de,81
plomb,plomb,21
fondu,fondu,21
qu',que,52
il,il,51
eût,avoir,19
moins,moins,60
souffert,souffrir,12
/.,/.,P
comment,comment,60
",",",",p
arrivé,arrivé,31
à,à,81
cet,ce,74
excès,excès,21
de,de,81
malheur,malheur,21
",",",",p
le,le,71
pauvre,pauvre,30
garçon,garçon,21
eût,avoir,19
il,il,51
pu,pouvoir,12
deviner,deviner,14
que,que,83
c',ce,52
était,être,18
parce qu',parce que,83
elle,il,51
parlait,parler,18
à,à,81
lui,lui,51
",",",",p
que,que,52
mademoiselle,mademoiselle,22
de,de,81
La Mole,La Mole,20
trouvait,trouver,18
tant,tant,60
de,de,81
plaisir,plaisir,21
à,à,81
repenser,repenser,14
aux,à,81
aux,le,71
velléités,velléité,22
d',de,81
amour,amour,21
qu',que,52
elle,il,51
avait,avoir,18
éprouvées,éprouver,12
jadis,jadis,60
pour,pour,81
monsieur,monsieur,21
de,de,81
Caylus,Caylus,20
ou,ou,82
monsieur,monsieur,21
de,de,81
Luz,Luz,20
/?,/?,P
rien,rien,52
ne,ne,60
saurait,savoir,16
exprimer,exprimer,14
les,le,71
angoisses,angoisse,22
de,de,81
Julien,Julien,20
/.,/.,P
il,il,51
écoutait,écouter,18
les,le,71
confidences,confidence,22
détaillées,détaillé,31
de,de,81
l',le,71
amour,amour,21
éprouvé,éprouvé,31
pour,pour,81
d',de,81
autres,autre,52
dans,dans,81
cette,ce,74
même,même,75
allée,allée,22
de,de,81
tilleuls,tilleul,21
où,où,60
",",",",p
si,si,83
peu,peu,60
de,de,81
jours,jour,21
auparavant,auparavant,60
",",",",p
il,il,51
attendait,attendre,18
qu',que,83
une,un,71
heure,heure,22
sonnât,sonner,18
pour,pour,81
pénétrer,pénétrer,14
dans,dans,81
sa,son,73
chambre,chambre,22
/.,/.,P
un,un,71
être,être,21
humain,humain,30
ne,ne,60
peut,pouvoir,17
soutenir,soutenir,14
le,le,71
malheur,malheur,21
à,à,81
un,un,71
plus,plus,60
haut,haut,30
degré,degré,21
/.,/.,P
ce,ce,74
genre,genre,21
d',de,81
intimité,intimité,22
cruelle,cruel,30
dura,durer,19
huit,huit,72
grands,grand,30
jours,jour,21
/.,/.,P
Mathilde,Mathilde,20
tantôt,tantôt,60
semblait,sembler,18
rechercher,rechercher,14
",",",",p
tantôt,tantôt,60
ne,ne,60
fuyait,fuir,18
pas,pas,60
les,le,71
occasions,occasion,22
de,de,81
lui,lui,51
parler,parler,14
;,;,p
et,et,82
le,le,71
sujet,sujet,21
de,de,81
conversation,conversation,22
auquel,à,81
auquel,lequel,52
ils,ils,51
semblaient,sembler,18
tous,tout,75
deux,deux,72
revenir,revenir,14
avec,avec,81
une,un,71
sorte,sorte,22
de,de,81
volupté,volupté,22
cruelle,cruel,30
",",",",p
c',ce,52
était,être,18
le,le,71
récit,récit,21
des,de,81
des,le,71
sentiments,sentiment,21
qu',que,83
elle,il,51
avait,avoir,18
éprouvés,éprouver,12
pour,pour,81
d',de,81
autres,autre,52
:,:,p
elle,il,51
lui,lui,51
racontait,raconter,18
les,le,71
lettres,lettre,22
qu',que,52
elle,il,51
avait,avoir,18
écrites,écrire,12
",",",",p
elle,il,51
lui,lui,51
en,en,52
rappelait,rappeler,18
jusqu',jusque,81
aux,à,81
aux,le,71
paroles,parole,22
",",",",p
elle,il,51
lui,lui,51
récitait,réciter,18
des,de,81
des,le,71
phrases,phrase,22
entières,entier,30
/.,/.,P
les,le,71
derniers,dernier,30
jours,jour,21
",",",",p
elle,il,51
semblait,sembler,18
contempler,contempler,14
Julien,Julien,20
avec,avec,81
une,un,71
sorte,sorte,22
de,de,81
joie,joie,22
maligne,malin,30
/.,/.,P
ses,son,73
douleurs,douleur,22
étaient,être,18
une,un,71
vive,vif,30
jouissance,jouissance,22
pour,pour,81
elle,il,51
/.,/.,P
on,on,51
voit,voir,17
que,que,83
Julien,Julien,20
n',ne,60
avait,avoir,18
aucune,aucun,75
expérience,expérience,22
de,de,81
la,le,71
vie,vie,22
",",",",p
il,il,51
n',ne,60
avait,avoir,18
pas,pas,60
même,même,60
lu,lire,12
de,de,81
romans,roman,21
;,;,p
s',si,83
il,il,51
eût,avoir,19
été,être,12
