11673
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingt-dixième extrait>,<>,<>
et,et,82
",",",",p
par,par,81
une,un,71
sorte,sorte,22
d',de,81
hommage,hommage,21
à,à,81
Moloch,Moloch,20
ou,ou,82
un,un,71
vague,vague,30
besoin,besoin,21
de,de,81
destruction,destruction,22
",",",",p
ils,ils,51
arrachèrent,arracher,19
dans,dans,81
les,le,71
bois,bois,21
des,de,81
des,le,71
temples,temple,21
de,de,81
grands,grand,30
cyprès,cyprès,21
et,et,82
",",",",p
les,le,52
ayant,avoir,13
allumés,allumer,12
aux,à,81
aux,le,71
flambeaux,flambeau,21
des,de,81
des,le,71
Kabyres,Kabyre,20
",",",",p
ils,ils,51
les,le,52
portaient,porter,18
dans,dans,81
les,le,71
rues,rue,22
en,en,81
chantant,chanter,13
/.,/.,P
ces,ce,74
flammes,flamme,22
monstrueuses,monstrueux,30
s',se,51
avançaient,avancer,18
",",",",p
balancées,balancé,31
doucement,doucement,60
;,;,p
elles,ils,51
envoyaient,envoyer,18
des,de,81
des,le,71
feux,feu,21
sur,sur,81
des,de,81
des,le,71
boules,boule,22
de,de,81
verre,verre,21
à,à,81
la,le,71
crête,crête,22
des,de,81
des,le,71
temples,temple,21
",",",",p
sur,sur,81
les,le,71
ornements,ornement,21
des,de,81
des,le,71
colosses,colosse,21
",",",",p
sur,sur,81
les,le,71
éperons,éperon,21
des,de,81
des,le,71
navires,navire,21
",",",",p
dépassaient,dépasser,18
les,le,71
terrasses,terrasse,22
et,et,82
faisaient,faire,18
comme,comme,83
des,de,81
des,le,71
soleils,soleil,21
qui,qui,52
se,se,51
roulaient,rouler,18
par,par,81
la,le,71
ville,ville,22
/.,/.,P
elles,ils,51
descendirent,descendre,19
l',le,71
Acropole,Acropole,20
/.,/.,P
la,le,71
porte,porte,22
de,de,81
Malqua,Malqua,20
s',se,51
ouvrit,ouvrir,19
/.,/.,P
-,-,p
“,“,p
es,être,17
tu,tu,51
prête,prêt,30
?,?,p
s',se,51
écria,écrier,19
Schahabarim,Schahabarim,20
",",",",p
“,“,p
ou,ou,82
leur,leur,52
as,avoir,17
tu,tu,51
recommandé,recommander,12
de,de,81
dire,dire,14
à,à,81
ton,ton,73
père,père,21
que,que,83
tu,tu,51
l',le,52
abandonnais,abandonner,18
/.,/.,P
“,“,p
elle,il,51
se,se,51
cacha,cacher,19
le,le,71
visage,visage,21
dans,dans,81
ses,son,73
voiles,voile,21
",",",",p
et,et,82
les,le,71
grandes,grand,30
lueurs,lueur,22
s',se,51
éloignèrent,éloigner,19
",",",",p
en,en,81
s',se,51
abaissant,abaisser,13
peu,peu,60
à,à,81
peu,peu,60
au,à,81
au,le,71
bord,bord,21
des,de,81
des,le,71
flots,flot,21
/.,/.,P
une,un,71
épouvante,épouvante,22
indéterminée,indéterminé,30
la,le,52
retenait,retenir,18
:,:,p
elle,il,51
avait,avoir,18
peur,peur,22
de,de,81
Moloch,Moloch,20
",",",",p
peur,peur,22
de,de,81
Mâtho,Mâtho,20
/.,/.,P
cet,ce,74
homme,homme,21
à,à,81
taille,taille,22
de,de,81
géant,géant,21
",",",",p
et,et,82
qui,qui,52
était,être,18
maître,maître,21
du,de,81
du,le,71
zaïmph,zaïmph,21
",",",",p
dominait,dominer,18
la,le,71
Rabbetna,Rabbetna,20
autant,autant,60
que,que,83
le,le,71
Baal,Baal,20
et,et,82
lui,lui,51
apparaissait,apparaître,18
entouré,entouré,31
des,de,81
des,le,71
mêmes,même,75
fulgurations,fulguration,22
;,;,p
puis,puis,60
l',le,71
âme,âme,22
des,de,81
des,le,71
dieux,dieu,21
",",",",p
quelquefois,quelquefois,60
",",",",p
visitait,visiter,18
le,le,71
corps,corps,21
des,de,81
des,le,71
hommes,homme,21
/.,/.,P
Schahabarim,Schahabarim,20
",",",",p
en,en,81
parlant,parler,13
de,de,81
celui-là,celui-là,52
",",",",p
ne,ne,60
disait,dire,18
il,il,51
pas,pas,60
qu',que,83
elle,il,51
devait,devoir,18
vaincre,vaincre,14
Moloch,Moloch,20
/?,/?,P
ils,ils,51
étaient,être,18
mêlés,mêler,12
l',le,71
un,un,52
à,à,81
l',le,71
autre,autre,52
;,;,p
elle,il,51
les,le,52
confondait,confondre,18
;,;,p
tous,tout,75
les,le,71
deux,deux,72
la,le,52
poursuivaient,poursuivre,18
/.,/.,P
elle,il,51
voulut,vouloir,19
connaître,connaître,14
l',le,71
avenir,avenir,21
et,et,82
elle,il,51
s',se,51
approcha,approcher,19
du,de,81
du,le,71
serpent,serpent,21
",",",",p
car,car,82
on,on,51
tirait,tirer,18
des,de,81
des,le,71
augures,augure,21
d',de,81
après,après,81
l',le,71
attitude,attitude,22
des,de,81
des,le,71
serpents,serpent,21
/.,/.,P
mais,mais,82
la,le,71
corbeille,corbeille,22
était,être,18
vide,vide,30
;,;,p
Salammbô,Salammbô,20
fut,être,19
troublée,troubler,12
/.,/.,P
elle,il,51
le,le,52
trouva,trouver,19
enroulé,enroulé,31
par,par,81
la,le,71
queue,queue,22
à,à,81
un,un,52
des,de,81
des,le,71
balustres,balustre,21
d',de,81
argent,argent,21
",",",",p
près,près,81
du,de,81
du,le,71
lit,lit,21
suspendu,suspendu,31
",",",",p
et,et,82
il,il,51
le,le,52
frottait,frotter,18
pour,pour,81
se,se,51
dégager,dégager,14
de,de,81
sa,son,73
vieille,vieux,30
peau,peau,22
jaunâtre,jaunâtre,30
",",",",p
tandis que,tandis que,83
son,son,73
corps,corps,21
tout,tout,60
luisant,luisant,30
et,et,82
clair,clair,30
s',se,51
allongeait,allonger,18
comme,comme,83
un,un,71
glaive,glaive,21
à,à,81
moitié,moitié,22
sorti,sorti,31
du,de,81
du,le,71
fourreau,fourreau,21
/.,/.,P
puis,puis,60
les,le,71
jours,jour,21
suivants,suivant,30
",",",",p
à,à,81
mesure,mesure,22
qu',que,83
elle,il,51
se,se,51
laissait,laisser,18
convaincre,convaincre,14
",",",",p
qu',que,52
elle,il,51
était,être,18
plus,plus,60
disposée,disposer,12
à,à,81
secourir,secourir,14
Tanit,Tanit,20
",",",",p
le,le,71
python,python,21
se,se,51
guérissait,guérir,18
",",",",p
grossissait,grossir,18
",",",",p
il,il,51
semblait,sembler,18
revivre,revivre,14
/.,/.,P
la,le,71
certitude,certitude,22
que,que,52
Schahabarim,Schahabarim,20
exprimait,exprimer,18
la,le,71
volonté,volonté,22
des,de,81
des,le,71
dieux,dieu,21
s',se,51
établit,établir,17
alors,alors,60
dans,dans,81
sa,son,73
conscience,conscience,22
/.,/.,P
un,un,71
matin,matin,21
",",",",p
elle,il,51
se,se,51
réveilla,réveiller,19
déterminée,déterminé,31
",",",",p
et,et,82
elle,il,51
demanda,demander,19
ce,ce,52
qu',que,52
il,il,51
fallait,falloir,18
pour,pour,81
que,que,83
Mâtho,Mâtho,20
rendît,rendre,18
le,le,71
voile,voile,21
/.,/.,P
-,-,p
“,“,p
le,le,52
réclamer,réclamer,14
“,“,p
",",",",p
dit,dire,19
Schahabarim,Schahabarim,20
/.,/.,P
-,-,p
“,“,p
mais,mais,82
s',si,83
il,il,51
refuse,refuser,17
?,?,p
reprit,reprendre,19
elle,il,51
/.,/.,P
le,le,71
prêtre,prêtre,21
la,le,52
considéra,considérer,19
fixement,fixement,60
",",",",p
et,et,82
avec,avec,81
un,un,71
sourire,sourire,21
qu',que,83
elle,il,51
n',ne,60
avait,avoir,18
jamais,jamais,60
vu,voir,12
/.,/.,P
-,-,p
“,“,p
oui,oui,60
",",",",p
comment,comment,60
faire,faire,14
?,?,p
répéta,répéter,19
Salammbô,Salammbô,20
/.,/.,P
il,il,51
roulait,rouler,18
entre,entre,81
ses,son,73
doigts,doigt,21
l',le,71
extrémité,extrémité,22
des,de,81
des,le,71
bandelettes,bandelette,22
qui,qui,52
tombaient,tomber,18
de,de,81
sa,son,73
tiare,tiare,22
sur,sur,81
ses,son,73
épaules,épaule,22
",",",",p
les,le,71
yeux,oeil,21
baissés,baissé,31
",",",",p
immobile,immobile,30
/.,/.,P
enfin,enfin,60
",",",",p
voyant,voir,13
qu',que,83
elle,il,51
ne,ne,60
comprenait,comprendre,18
pas,pas,60
:,:,p
-,-,p
“,“,p
tu,tu,51
seras,être,15
seule,seul,30
avec,avec,81
lui,lui,51
/.,/.,P
“,“,p
-,-,p
“,“,p
après,après,81
?,?,p
dit,dire,19
elle,il,51
/.,/.,P
-,-,p
“,“,p
seule,seul,30
dans,dans,81
sa,son,73
tente,tente,22
/.,/.,P
“,“,p
-,-,p
“,“,p
et,et,82
alors,alors,60
/?,/?,P
Schahabarim,Schahabarim,20
se,se,51
mordit,mordre,19
les,le,71
lèvres,lèvre,22
/.,/.,P
il,il,51
cherchait,chercher,18
quelque,quelque,75
phrase,phrase,22
",",",",p
un,un,71
détour,détour,21
/.,/.,P
-,-,p
“,“,p
si,si,83
tu,tu,51
dois,devoir,17
mourir,mourir,14
",",",",p
ce,ce,52
sera,être,15
plus,plus,60
tard,tard,60
“,“,p
",",",",p
dit,dire,19
il,il,51
",",",",p
plus,plus,60
tard,tard,60
!,!,p
ne,ne,60
crains,craindre,17
rien,rien,52
!,!,p
et,et,82
quoi,quoi,52
qu',que,52
il,il,51
entreprenne,entreprendre,17
",",",",p
n',ne,60
appelle,appeler,17
pas,pas,60
!,!,p
ne,ne,60
t',tu,51
effraye,effrayer,17
pas,pas,60
/!,/!,P
tu,tu,51
seras,être,15
humble,humble,30
",",",",p
entends,entendre,17
tu,tu,51
",",",",p
et,et,82
soumise,soumettre,12
à,à,81
son,son,73
désir,désir,21
qui,qui,52
est,être,17
l',le,71
ordre,ordre,21
du,de,81
du,le,71
ciel,ciel,21
/!,/!,P
mais,mais,82
le,le,71
voile,voile,21
/?,/?,P
les,le,71
dieux,dieu,21
y,y,52
aviseront,aviser,15
“,“,p
",",",",p
répondit,répondre,19
Schahabarim,Schahabarim,20
/.,/.,P
elle,il,51
ajouta,ajouter,19
:,:,p
-,-,p
“,“,p
si,si,83
tu,tu,51
m',je,51
accompagnais,accompagner,18
",",",",p
ô,oh,93
père,père,21
/?,/?,P
non,non,60
/!,/!,P
il,il,51
la,le,52
fit,faire,19
se,se,51
mettre,mettre,14
à,à,81
genoux,genou,21
",",",",p
et,et,82
",",",",p
gardant,garder,13
la,le,71
main,main,22
gauche,gauche,30
levée,levé,31
et,et,82
la,le,71
droite,droit,30
étendue,étendue,22
",",",",p
il,il,51
jura,jurer,19
pour,pour,81
elle,il,51
de,de,81
rapporter,rapporter,14
dans,dans,81
Carthage,Carthage,20
le,le,71
manteau,manteau,21
de,de,81
Tanit,Tanit,20
/.,/.,P
avec,avec,81
des,de,81
des,le,71
imprécations,imprécation,22
terribles,terrible,30
",",",",p
elle,il,51
se,se,51
dévouait,dévouer,18
aux,à,81
aux,le,71
dieux,dieu,21
",",",",p
et,et,82
chaque,chaque,75
fois,fois,22
que,que,83
Schahabarim,Schahabarim,20
prononçait,prononcer,18
un,un,71
mot,mot,21
",",",",p
en,en,81
défaillant,défaillir,13
",",",",p
elle,il,51
le,le,52
répétait,répéter,18
/.,/.,P
il,il,51
lui,lui,51
indiqua,indiquer,19
toutes,tout,75
les,le,71
purifications,purification,22
",",",",p
les,le,71
jeûnes,jeûne,21
qu',que,83
elle,il,51
devait,devoir,18
faire,faire,14
et,et,82
comment,comment,60
parvenir,parvenir,14
jusqu',jusque,81
à,à,81
Mâtho,Mâtho,20
/.,/.,P
d',de,81
ailleurs,ailleurs,60
",",",",p
un,un,71
homme,homme,21
connaissant,connaître,13
les,le,71
routes,route,22
l',le,52
accompagnerait,accompagner,16
/.,/.,P
elle,il,51
se,se,51
sentit,sentir,19
comme,comme,83
délivrée,délivré,31
/.,/.,P
elle,il,51
ne,ne,60
songeait,songer,18
plus,plus,60
qu',que,83
au,à,81
au,le,71
bonheur,bonheur,21
de,de,81
revoir,revoir,14
le,le,71
zaïmph,zaïmph,21
",",",",p
et,et,82
maintenant,maintenant,60
elle,il,51
bénissait,bénir,18
Schahabarim,Schahabarim,20
de,de,81
ses,son,73
exhortations,exhortation,22
/.,/.,P
c',ce,52
était,être,18
l',le,71
époque,époque,22
où,où,60
les,le,71
colombes,colombe,22
de,de,81
Carthage,Carthage,20
émigraient,émigrer,18
en,en,81
Sicile,Sicile,20
",",",",p
dans,dans,81
la,le,71
montagne,montagne,22
d',de,81
Eryx,Eryx,20
",",",",p
autour,autour,60
du,de,81
du,le,71
temple,temple,21
de,de,81
Vénus,Vénus,20
/.,/.,P
avant,avant,81
leur,leur,73
départ,départ,21
",",",",p
durant,durant,81
plusieurs,plusieurs,75
jours,jour,21
",",",",p
elles,ils,51
se,se,51
cherchaient,chercher,18
",",",",p
s',se,51
appelaient,appeler,18
pour,pour,81
se,se,51
réunir,réunir,14
;,;,p
enfin,enfin,60
elles,ils,51
s',se,51
envolèrent,envoler,19
un,un,71
soir,soir,21
;,;,p
le,le,71
vent,vent,21
les,le,52
poussait,pousser,18
",",",",p
et,et,82
cette,ce,74
grosse,gros,30
nuée,nuée,22
blanche,blanc,30
glissait,glisser,18
dans,dans,81
le,le,71
ciel,ciel,21
",",",",p
au-dessus,au-dessus,60
de,de,81
la,le,71
mer,mer,22
",",",",p
très,très,60
haut,haut,30
/.,/.,P
une,un,71
couleur,couleur,22
de,de,81
sang,sang,21
occupait,occuper,18
l',le,71
horizon,horizon,21
/.,/.,P
elles,ils,51
semblaient,sembler,18
descendre,descendre,14
vers,vers,81
les,le,71
flots,flot,21
",",",",p
peu,peu,60
à,à,81
peu,peu,60
;,;,p
puis,puis,60
elles,ils,51
disparurent,disparaître,19
comme,comme,83
englouties,englouti,31
et,et,82
tombant,tomber,13
d',de,81
elles-mêmes,eux-mêmes,51
dans,dans,81
la,le,71
gueule,gueule,22
du,de,81
du,le,71
soleil,soleil,21
/.,/.,P
Salammbô,Salammbô,20
",",",",p
qui,qui,52
les,le,52
regardait,regarder,18
s',se,51
éloigner,éloigner,14
",",",",p
baissa,baisser,19
la,le,71
tête,tête,22
",",",",p
et,et,82
Taanach,Taanach,20
",",",",p
croyant,croire,13
deviner,deviner,14
son,son,73
chagrin,chagrin,21
",",",",p
lui,lui,51
dit,dire,19
alors,alors,60
doucement,doucement,60
:,:,p
-,-,p
“,“,p
mais,mais,82
elles,ils,51
reviendront,revenir,15
",",",",p
maîtresse,maîtresse,22
/.,/.,P
“,“,p
-,-,p
“,“,p
oui,oui,60
/!,/!,P
je,je,51
le,le,52
sais,savoir,17
/.,/.,P
“,“,p
-,-,p
“,“,p
et,et,82
tu,tu,51
les,le,52
reverras,revoir,15
/.,/.,P
“,“,p
-,-,p
“,“,p
peut-être,peut-être,60
!,!,p
fit,faire,19
elle,il,51
en,en,81
soupirant,soupirer,13
/.,/.,P
elle,il,51
n',ne,60
avait,avoir,18
confié,confier,12
à,à,81
personne,personne,52
sa,son,73
résolution,résolution,22
;,;,p
pour,pour,81
l',le,52
accomplir,accomplir,14
plus,plus,60
discrètement,discrètement,60
",",",",p
elle,il,51
envoya,envoyer,19
Taanach,Taanach,20
acheter,acheter,14
dans,dans,81
le,le,71
faubourg,faubourg,21
de,de,81
Kinisdo,Kinisdo,20
(,(,p
au,à,81
au,le,71
lieu,lieu,21
de,de,81
les,le,52
demander,demander,14
aux,à,81
aux,le,71
intendants,intendant,21
),),p
",",",",p
toutes,tout,75
les,le,71
choses,chose,22
qu',que,83
il,il,51
lui,lui,51
fallait,falloir,18
:,:,p
du,de,81
du,le,71
vermillon,vermillon,21
",",",",p
des,de,81
des,le,71
aromates,aromate,21
",",",",p
une,un,71
ceinture,ceinture,22
de,de,81
lin,lin,21
et,et,82
des,de,81
des,le,71
vêtements,vêtement,21
neufs,neuf,30
/.,/.,P
la,le,71
vieille,vieux,30
esclave,esclave,22
s',se,51
ébahissait,ébahir,18
de,de,81
ces,ce,74
préparatifs,préparatif,21
",",",",p
sans,sans,81
oser,oser,14
pourtant,pourtant,60
lui,lui,51
faire,faire,14
de,de,81
questions,question,22
;,;,p
et,et,82
le,le,71
jour,jour,21
arriva,arriver,19
",",",",p
fixé,fixé,31
par,par,81
Schahabarim,Schahabarim,20
",",",",p
où,où,60
Salammbô,Salammbô,20
devait,devoir,18
partir,partir,14
/.,/.,P
vers,vers,81
la,le,71
douzième,douzième,72
heure,heure,22
",",",",p
elle,il,51
aperçut,apercevoir,19
au,à,81
au,le,71
fond,fond,21
des,de,81
des,le,71
sycomores,sycomore,21
un,un,71
vieillard,vieillard,21
aveugle,aveugler,17
",",",",p
la,le,71
main,main,22
appuyée,appuyé,31
sur,sur,81
l',le,71
épaule,épaule,22
d',de,81
un,un,71
enfant,enfant,21
qui,qui,52
marchait,marcher,18
devant,devant,81
lui,lui,51
",",",",p
et,et,82
de,de,81
l',le,71
autre,autre,52
il,il,51
portait,porter,18
contre,contre,81
sa,son,73
hanche,hanche,22
une,un,71
espèce,espèce,22
de,de,81
cithare,cithare,22
en,en,81
bois,bois,21
noir,noir,30
/.,/.,P
les,le,71
eunuques,eunuque,21
",",",",p
les,le,71
esclaves,esclave,21
",",",",p
les,le,71
femmes,femme,22
avaient,avoir,18
été,être,12
scrupuleusement,scrupuleusement,60
éloignés,éloigner,12
:,:,p
aucun,aucun,52
ne,ne,60
pouvait,pouvoir,18
savoir,savoir,14
le,le,71
mystère,mystère,21
qui,qui,52
se,se,51
préparait,préparer,18
/.,/.,P
Taanach,Taanach,20
alluma,allumer,19
dans,dans,81
les,le,71
angles,angle,21
de,de,81
l',le,71
appartement,appartement,21
quatre,quatre,72
trépieds,trépied,21
pleins,plein,30
de,de,81
strobus,strobus,21
et,et,82
de,de,81
cardamone,cardamone,22
;,;,p
puis,puis,60
elle,il,51
déploya,déployer,19
de,de,81
grandes,grand,30
tapisseries,tapisserie,22
babyloniennes,babylonien,30
et,et,82
elle,il,51
les,le,52
tendit,tendre,19
sur,sur,81
des,de,81
des,le,71
cordes,corde,22
",",",",p
tout,tout,60
autour,autour,60
de,de,81
la,le,71
chambre,chambre,22
:,:,p
car,car,82
Salammbô,Salammbô,20
ne,ne,60
voulait,vouloir,18
pas,pas,60
être,être,14
vue,voir,12
",",",",p
même,même,60
par,par,81
les,le,71
murailles,muraille,22
/.,/.,P
le,le,71
joueur,joueur,21
de,de,81
kinnor,kinnor,21
se,se,51
tenait,tenir,18
accroupi,accroupi,31
derrière,derrière,81
la,le,71
porte,porte,22
",",",",p
et,et,82
le,le,71
jeune,jeune,30
garçon,garçon,21
",",",",p
debout,debout,60
",",",",p
appliquait,appliquer,18
contre,contre,81
ses,son,73
lèvres,lèvre,22
une,un,71
flûte,flûte,22
de,de,81
roseau,roseau,21
/.,/.,P
au,à,81
au,le,71
loin,loin,60
la,le,71
clameur,clameur,22
des,de,81
des,le,71
rues,rue,22
s',se,51
affaiblissait,affaiblir,18
",",",",p
des,de,81
des,le,71
ombres,ombre,22
violettes,violet,30
s',se,51
allongeaient,allonger,18
devant,devant,81
le,le,71
péristyle,péristyle,21
des,de,81
des,le,71
temples,temple,21
",",",",p
et,et,82
",",",",p
de,de,81
l',le,71
autre,autre,75
côté,côté,21
du,de,81
du,le,71
golfe,golfe,21
",",",",p
les,le,71
bases,base,22
des,de,81
des,le,71
montagnes,montagne,22
",",",",p
les,le,71
champs,champ,21
d',de,81
oliviers,olivier,21
et,et,82
les,le,71
vagues,vague,30
terrains,terrain,21
jaunes,jaune,30
",",",",p
ondulant,onduler,13
indéfiniment,indéfiniment,60
",",",",p
se,se,51
confondaient,confondre,18
dans,dans,81
une,un,71
vapeur,vapeur,22
bleuâtre,bleuâtre,30
;,;,p
on,on,51
n',ne,60
entendait,entendre,18
aucun,aucun,75
bruit,bruit,21
",",",",p
un,un,71
accablement,accablement,21
indicible,indicible,30
pesait,peser,18
dans,dans,81
l',le,71
air,air,21
/.,/.,P
Salammbô,Salammbô,20
s',se,51
accroupit,accroupir,17
sur,sur,81
la,le,71
marche,marche,22
d',de,81
onyx,onyx,21
",",",",p
au,à,81
au,le,71
bord,bord,21
du,de,81
du,le,71
bassin,bassin,21
;,;,p
elle,il,51
releva,relever,19
ses,son,73
larges,large,30
manches,manche,22
qu',que,52
elle,il,51
attacha,attacher,19
derrière,derrière,81
ses,son,73
épaules,épaule,22
",",",",p
et,et,82
elle,il,51
commença,commencer,19
ses,son,73
ablutions,ablution,22
",",",",p
méthodiquement,méthodiquement,60
",",",",p
d',de,81
après,après,81
les,le,71
rites,rite,21
sacrés,sacré,31
/.,/.,P
enfin,enfin,60
Taanach,Taanach,20
lui,lui,51
apporta,apporter,19
",",",",p
dans,dans,81
une,un,71
fiole,fiole,22
d',de,81
albâtre,albâtre,22
",",",",p
quelque,quelque,75
chose,chose,22
de,de,81
liquide,liquide,30
et,et,82
de,de,81
coagulé,coagulé,31
;,;,p
c',ce,52
était,être,18
le,le,71
sang,sang,21
d',de,81
un,un,71
chien,chien,21
noir,noir,30
",",",",p
égorgé,égorgé,31
par,par,81
des,de,81
des,le,71
femmes,femme,22
stériles,stérile,30
",",",",p
une,un,71
nuit,nuit,22
d',de,81
hiver,hiver,21
",",",",p
dans,dans,81
les,le,71
décombres,décombre,21
d',de,81
un,un,71
sépulcre,sépulcre,21
/.,/.,P
elle,il,51
s',se,51
en,en,52
frotta,frotter,19
les,le,71
oreilles,oreille,22
",",",",p
les,le,71
talons,talon,21
",",",",p
le,le,71
pouce,pouce,21
de,de,81
la,le,71
main,main,22
droite,droit,30
",",",",p
et,et,82
même,même,60
son,son,73
ongle,ongle,21
resta,rester,19
un,un,71
peu,peu,60
rouge,rouge,30
",",",",p
comme,comme,83
si,si,83
elle,il,51
eût,avoir,19
écrasé,écraser,12
un,un,71
fruit,fruit,21
/.,/.,P
la,le,71
lune,lune,22
se,se,51
leva,lever,19
;,;,p
alors,alors,60
la,le,71
cithare,cithare,22
et,et,82
la,le,71
flûte,flûte,22
",",",",p
toutes,tout,75
les,le,71
deux,deux,72
à,à,81
la,le,71
fois,fois,22
",",",",p
se,se,51
mirent,mettre,19
à,à,81
jouer,jouer,14
/.,/.,P
Salammbô,Salammbô,20
défit,défaire,19
ses,son,73
pendants,pendant,21
d',de,81
oreilles,oreille,22
",",",",p
son,son,73
collier,collier,21
",",",",p
ses,son,73
bracelets,bracelet,21
",",",",p
sa,son,73
longue,long,30
simarre,simarre,22
blanche,blanc,30
;,;,p
elle,il,51
dénoua,dénouer,19
le,le,71
bandeau,bandeau,21
de,de,81
ses,son,73
cheveux,cheveu,21
",",",",p
et,et,82
pendant,pendant,81
quelques,quelque,75
minutes,minute,22
elle,il,51
les,le,52
secoua,secouer,19
sur,sur,81
ses,son,73
épaules,épaule,22
",",",",p
doucement,doucement,60
",",",",p
pour,pour,81
se,se,51
rafraîchir,rafraîchir,14
en,en,81
les,le,52
éparpillant,éparpiller,13
/.,/.,P
la,le,71
musique,musique,22
au-dehors,au-dehors,60
continuait,continuer,18
;,;,p
c',ce,52
étaient,être,18
trois,trois,72
notes,note,22
",",",",p
toujours,toujours,60
les,le,71
mêmes,même,52
",",",",p
précipitées,précipité,31
",",",",p
furieuses,furieux,30
;,;,p
les,le,71
cordes,corde,22
grinçaient,grincer,18
",",",",p
la,le,71
flûte,flûte,22
ronflait,ronfler,18
;,;,p
Taanach,Taanach,20
marquait,marquer,18
la,le,71
cadence,cadence,22
en,en,81
frappant,frapper,13
dans,dans,81
ses,son,73
mains,main,22
;,;,p
Salammbô,Salammbô,20
",",",",p
avec,avec,81
un,un,71
balancement,balancement,21
de,de,81
tout,tout,75
son,son,73
corps,corps,21
",",",",p
psalmodiait,psalmodier,18
des,de,81
des,le,71
prières,prière,22
",",",",p
et,et,82
ses,son,73
vêtements,vêtement,21
",",",",p
les,le,71
uns,un,52
après,après,81
les,le,71
autres,autre,52
",",",",p
tombaient,tomber,18
autour,autour,60
d',de,81
elle,il,51
/.,/.,P
la,le,71
lourde,lourd,30
tapisserie,tapisserie,22
trembla,trembler,19
",",",",p
et,et,82
par-dessus,par-dessus,60
la,le,71
corde,corde,22
qui,qui,52
la,le,52
supportait,supporter,18
",",",",p
la,le,71
tête,tête,22
du,de,81
du,le,71
python,python,21
apparut,apparaître,19
/.,/.,P
il,il,51
descendit,descendre,19
lentement,lentement,60
",",",",p
comme,comme,83
une,un,71
goutte,goutte,22
d',de,81
eau,eau,22
qui,qui,52
coule,couler,17
le,le,71
long,long,21
d',de,81
un,un,71
mur,mur,21
",",",",p
rampa,ramper,19
entre,entre,81
les,le,71
étoffes,étoffe,22
épandues,épandu,31
",",",",p
puis,puis,60
",",",",p
la,le,71
queue,queue,22
collée,collé,31
contre,contre,81
le,le,71
sol,sol,21
",",",",p
il,il,51
se,se,51
leva,lever,19
tout,tout,60
droit,droit,30
;,;,p
et,et,82
ses,son,73
yeux,oeil,21
",",",",p
plus,plus,60
brillants,brillant,30
que,que,83
des,de,81
des,le,71
escarboucles,escarboucle,22
",",",",p
se,se,51
dardaient,darder,18
sur,sur,81
Salammbô,Salammbô,20
/.,/.,P
l',le,71
horreur,horreur,22
du,de,81
du,le,71
froid,froid,21
ou,ou,82
une,un,71
pudeur,pudeur,22
",",",",p
peut-être,peut-être,60
",",",",p
la,le,52
fit,faire,19
d'abord,d'abord,60
hésiter,hésiter,14
/.,/.,P
mais,mais,82
elle,il,51
se,se,51
rappela,rappeler,19
les,le,71
ordres,ordre,21
de,de,81
Schahabarim,Schahabarim,20
",",",",p
elle,il,51
s',se,51
avança,avancer,19
;,;,p
le,le,71
python,python,21
se,se,51
rabattit,rabattre,19
et,et,82
lui,lui,51
posant,poser,13
sur,sur,81
la,le,71
nuque,nuque,22
le,le,71
milieu,milieu,21
de,de,81
son,son,73
corps,corps,21
",",",",p
il,il,51
laissait,laisser,18
pendre,pendre,14
sa,son,73
tête,tête,22
et,et,82
sa,son,73
queue,queue,22
",",",",p
comme,comme,83
un,un,71
collier,collier,21
rompu,rompu,31
dont,dont,52
les,le,71
deux,deux,72
bouts,bout,21
traînent,traîner,17
jusqu',jusque,81
à,à,81
terre,terre,22
/.,/.,P
Salammbô,Salammbô,20
l',le,52
entoura,entourer,19
autour,autour,60
de,de,81
ses,son,73
flancs,flanc,21
",",",",p
sous,sous,81
ses,son,73
bras,bras,21
",",",",p
entre,entre,81
ses,son,73
genoux,genou,21
;,;,p
puis,puis,60
le,le,71
prenant,prenant,30
à,à,81
la,le,71
mâchoire,mâchoire,22
",",",",p
elle,il,51
approcha,approcher,19
cette,ce,74
petite,petit,30
gueule,gueule,22
triangulaire,triangulaire,30
jusqu',jusque,81
au,à,81
au,le,71
bord,bord,21
de,de,81
ses,son,73
dents,dent,22
",",",",p
et,et,82
",",",",p
en,en,81
fermant,fermer,13
à,à,81
demi,demi,30
les,le,71
yeux,oeil,21
",",",",p
elle,il,51
se,se,51
renversait,renverser,18
sous,sous,81
les,le,71
rayons,rayon,21
de,de,81
la,le,71
lune,lune,22
/.,/.,P
la,le,71
blanche,blanc,30
lumière,lumière,22
semblait,sembler,18
l',le,52
envelopper,envelopper,14
d',de,81
un,un,71
brouillard,brouillard,21
d',de,81
argent,argent,21
",",",",p
la,le,71
forme,forme,22
de,de,81
ses,son,73
pas,pas,21
humides,humide,30
brillait,briller,18
sur,sur,81
les,le,71
dalles,dalle,22
",",",",p
des,de,81
des,le,71
étoiles,étoile,22
palpitaient,palpiter,18
dans,dans,81
la,le,71
profondeur,profondeur,22
de,de,81
l',le,71
eau,eau,22
;,;,p
il,il,51
serrait,serrer,18
contre,contre,81
elle,il,51
ses,son,73
noirs,noir,30
anneaux,anneau,21
tigrés,tigré,30
de,de,81
plaques,plaque,22
d',de,81
or,or,21
/.,/.,P
Salammbô,Salammbô,20
haletait,haleter,18
sous,sous,81
ce,ce,74
