11847
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quarante-neuvième extrait>,<>,<>
une,un,71
chèvre,chèvre,22
",",",",p
attachée,attaché,31
à,à,81
un,un,71
piquet,piquet,21
",",",",p
tournait,tourner,18
en,en,81
bêlant,bêler,13
;,;,p
au,à,81
au,le,71
fond,fond,21
",",",",p
un,un,71
arbre,arbre,21
mort,mort,31
s',se,51
émiettait,émietter,18
au,à,81
au,le,71
grand,grand,30
soleil,soleil,21
/.,/.,P
-,-,p
vrai,vrai,60
!,!,p
murmura,murmurer,19
Gervaise,Gervaise,20
",",",",p
on,on,51
se,se,51
croirait,croire,16
à,à,81
la,le,71
campagne,campagne,22
/.,/.,P
ils,ils,51
allèrent,aller,19
s',se,51
asseoir,asseoir,14
sous,sous,81
l',le,71
arbre,arbre,21
mort,mort,31
/.,/.,P
la,le,71
blanchisseuse,blanchisseuse,22
mit,mettre,19
son,son,73
panier,panier,21
à,à,81
ses,son,73
pieds,pied,21
/.,/.,P
en,en,81
face,face,22
d',de,81
eux,ils,51
",",",",p
la,le,71
butte,butte,22
Montmartre,Montmartre,20
étageait,étager,18
ses,son,73
rangées,rangée,22
de,de,81
hautes,haut,30
maisons,maison,22
jaunes,jaune,30
et,et,82
grises,gris,30
",",",",p
dans,dans,81
des,de,81
des,le,71
touffes,touffe,22
de,de,81
maigre,maigre,30
verdure,verdure,22
;,;,p
et,et,82
",",",",p
quand,quand,83
ils,ils,51
renversaient,renverser,18
la,le,71
tête,tête,22
davantage,davantage,60
",",",",p
ils,ils,51
apercevaient,apercevoir,18
le,le,71
large,large,30
ciel,ciel,21
d',de,81
une,un,71
pureté,pureté,22
ardente,ardent,30
sur,sur,81
la,le,71
ville,ville,22
",",",",p
traversé,traversé,31
au,à,81
au,le,71
nord,nord,21
par,par,81
un,un,71
vol,vol,21
de,de,81
petits,petit,30
nuages,nuage,21
blancs,blanc,30
/.,/.,P
mais,mais,82
la,le,71
vive,vif,30
lumière,lumière,22
les,le,52
éblouissait,éblouir,18
",",",",p
ils,ils,51
regardaient,regarder,18
au,à,81
au,le,71
ras,ras,21
de,de,81
l',le,71
horizon,horizon,21
plat,plat,30
les,le,71
lointains,lointain,21
crayeux,crayeux,30
des,de,81
des,le,71
faubourgs,faubourg,21
",",",",p
ils,ils,51
suivaient,suivre,18
surtout,surtout,60
la,le,71
respiration,respiration,22
du,de,81
du,le,71
mince,mince,30
tuyau,tuyau,21
de,de,81
la,le,71
scierie,scierie,22
mécanique,mécanique,30
",",",",p
qui,qui,52
soufflait,souffler,18
des,de,81
des,le,71
jets,jet,21
de,de,81
vapeur,vapeur,22
/.,/.,P
ces,ce,74
gros,gros,30
soupirs,soupir,21
semblaient,sembler,18
soulager,soulager,14
leur,leur,73
poitrine,poitrine,22
oppressée,oppressé,31
/.,/.,P
-,-,p
oui,oui,60
",",",",p
reprit,reprendre,19
Gervaise,Gervaise,20
embarrassée,embarrassé,31
par,par,81
leur,leur,73
silence,silence,21
",",",",p
je,je,51
me,je,51
trouvais,trouver,18
en,en,81
course,course,22
",",",",p
j',je,51
étais,être,18
sortie,sortir,12
/…,/…,P
après,après,81
avoir,avoir,14
tant,tant,60
souhaité,souhaiter,12
une,un,71
explication,explication,22
",",",",p
tout,tout,60
d',de,81
un,un,71
coup,coup,21
elle,il,51
n',ne,60
osait,oser,18
plus,plus,60
parler,parler,14
/.,/.,P
elle,il,51
était,être,18
prise,prendre,12
d',de,81
une,un,71
grande,grand,30
honte,honte,22
/.,/.,P
et,et,82
elle,il,51
sentait,sentir,18
bien,bien,60
",",",",p
cependant,cependant,82
",",",",p
qu',que,83
ils,ils,51
étaient,être,18
venus,venir,12
là,là,60
d',de,81
eux-mêmes,eux-mêmes,51
",",",",p
pour,pour,81
causer,causer,14
de,de,81
ça,ça,52
;,;,p
même,même,60
ils,ils,51
en,en,52
causaient,causer,18
",",",",p
sans,sans,81
avoir,avoir,14
besoin,besoin,21
de,de,81
prononcer,prononcer,14
une,un,71
parole,parole,22
/.,/.,P
l',le,71
affaire,affaire,22
de,de,81
la,le,71
veille,veille,22
restait,rester,18
entre,entre,81
eux,ils,51
comme,comme,83
un,un,71
poids,poids,21
qui,qui,52
les,le,52
gênait,gêner,18
/.,/.,P
alors,alors,60
",",",",p
prise,pris,31
d',de,81
une,un,71
tristesse,tristesse,22
atroce,atroce,30
",",",",p
les,le,71
larmes,larme,22
aux,à,81
aux,le,71
yeux,oeil,21
",",",",p
elle,il,51
raconta,raconter,19
l',le,71
agonie,agonie,22
de,de,81
madame,madame,22
Bijard,Bijard,20
",",",",p
sa,son,73
laveuse,laveuse,22
",",",",p
morte,mort,31
le,le,71
matin,matin,21
",",",",p
après,après,81
d',de,81
épouvantables,épouvantable,30
douleurs,douleur,22
/.,/.,P
-,-,p
ça,ça,52
venait,venir,18
d',de,81
un,un,71
coup,coup,21
de,de,81
pied,pied,21
que,que,52
lui,lui,51
avait,avoir,18
allongé,allonger,12
Bijard,Bijard,20
",",",",p
disait,dire,18
elle,il,51
d',de,81
une,un,71
voix,voix,22
douce,doux,30
et,et,82
monotone,monotone,30
/.,/.,P
le,le,71
ventre,ventre,21
a,avoir,17
enflé,enfler,12
/.,/.,P
sans,sans,81
doute,doute,21
",",",",p
il,il,51
lui,lui,51
avait,avoir,18
cassé,casser,12
quelque,quelque,75
chose,chose,22
à,à,81
l',le,71
intérieur,intérieur,21
/.,/.,P
mon,mon,73
dieu,dieu,21
!,!,p
en,en,81
trois,trois,72
jours,jour,21
",",",",p
elle,il,51
a,avoir,17
été,être,12
tortillée,tortiller,12
/…,/…,P
ah,ah,93
!,!,p
il,il,51
y,y,52
a,avoir,17
",",",",p
aux,à,81
aux,le,71
galères,galère,22
",",",",p
des,de,81
des,le,71
gredins,gredin,21
qui,qui,52
n',ne,60
en,en,52
ont,avoir,17
pas,pas,60
tant,tant,60
fait,faire,12
/.,/.,P
mais,mais,82
la,le,71
justice,justice,22
aurait,avoir,16
trop,trop,60
de,de,81
besogne,besogne,22
",",",",p
si,si,83
elle,il,51
s',se,51
occupait,occuper,18
des,de,81
des,le,71
femmes,femme,22
crevées,crevé,31
par,par,81
leurs,leur,73
maris,mari,21
/.,/.,P
un,un,71
coup,coup,21
de,de,81
pied,pied,21
de,de,81
plus,plus,60
ou,ou,82
de,de,81
moins,moins,60
",",",",p
n',ne,60
est,être,17
ce,ce,52
pas,pas,60
?,?,p
ça,ça,52
ne,ne,60
compte,compter,17
pas,pas,60
",",",",p
quand,quand,83
on,on,51
en,en,52
reçoit,recevoir,17
tous,tout,75
les,le,71
jours,jour,21
/.,/.,P
d'autant,d'autant,60
plus,plus,60
que,que,83
la,le,71
pauvre,pauvre,30
femme,femme,22
voulait,vouloir,18
sauver,sauver,14
son,son,73
homme,homme,21
de,de,81
l',le,71
échafaud,échafaud,21
et,et,82
expliquait,expliquer,18
qu',que,83
elle,il,51
s',se,51
était,être,18
abîmé,abîmer,12
le,le,71
ventre,ventre,21
en,en,81
tombant,tomber,13
sur,sur,81
un,un,71
baquet,baquet,21
/…,/…,P
elle,il,51
a,avoir,17
hurlé,hurler,12
toute,tout,75
la,le,71
nuit,nuit,22
avant,avant,81
de,de,81
passer,passer,14
/.,/.,P
le,le,71
forgeron,forgeron,21
se,se,51
taisait,taire,18
",",",",p
arrachait,arracher,18
des,de,81
des,le,71
herbes,herbe,22
dans,dans,81
ses,son,73
poings,poing,21
crispés,crispé,31
/.,/.,P
-,-,p
il,il,51
n',ne,60
y,y,52
a,avoir,17
pas,pas,60
quinze,quinze,72
jours,jour,21
",",",",p
continua,continuer,19
Gervaise,Gervaise,20
",",",",p
elle,il,51
avait,avoir,18
sevré,sevrer,12
son,son,73
dernier,dernier,21
",",",",p
le,le,71
petit,petit,30
Jules,Jules,20
;,;,p
et,et,82
c',ce,52
est,être,17
encore,encore,60
une,un,71
chance,chance,22
",",",",p
car,car,82
l',le,71
enfant,enfant,21
ne,ne,60
pâtira,pâtir,15
pas,pas,60
/…,/…,P
n',ne,60
importe,importer,17
",",",",p
voilà,voilà,81
cette,ce,74
gamine,gamine,22
de,de,81
Lalie,Lalie,20
chargée,chargé,31
de,de,81
deux,deux,72
mioches,mioche,21
/.,/.,P
elle,il,51
n',ne,60
a,avoir,17
pas,pas,60
huit,huit,72
ans,an,21
",",",",p
mais,mais,82
elle,il,51
est,être,17
sérieuse,sérieux,30
et,et,82
raisonnable,raisonnable,30
comme,comme,83
une,un,71
vraie,vrai,30
mère,mère,22
/.,/.,P
avec,avec,81
ça,ça,52
",",",",p
son,son,73
père,père,21
la,le,52
roue,rouer,17
de,de,81
coups,coup,21
/…,/…,P
ah,ah,93
bien,bien,60
!,!,p
on,on,51
rencontre,rencontrer,17
des,de,81
des,le,71
êtres,être,21
qui,qui,52
sont,être,17
nés,naître,12
pour,pour,81
souffrir,souffrir,14
/.,/.,P
Goujet,Goujet,20
la,le,52
regarda,regarder,19
et,et,82
dit,dire,19
brusquement,brusquement,60
",",",",p
les,le,71
lèvres,lèvre,22
tremblantes,tremblant,30
:,:,p
-,-,p
vous,vous,51
m',je,51
avez,avoir,17
fait,faire,12
de,de,81
la,le,71
peine,peine,22
",",",",p
hier,hier,60
",",",",p
oh,oh,93
!,!,p
oui,oui,60
",",",",p
beaucoup,beaucoup,60
de,de,81
peine,peine,22
/…,/…,P
Gervaise,Gervaise,20
",",",",p
pâlissant,pâlir,13
",",",",p
avait,avoir,18
joint,joindre,12
les,le,71
mains,main,22
/.,/.,P
mais,mais,82
lui,lui,51
",",",",p
continuait,continuer,18
:,:,p
-,-,p
je,je,51
sais,savoir,17
",",",",p
ça,ça,52
devait,devoir,18
arriver,arriver,14
/…,/…,P
seulement,seulement,60
",",",",p
vous,vous,51
auriez,avoir,16
dû,devoir,12
vous,vous,51
confier,confier,14
à,à,81
moi,moi,51
",",",",p
m',je,51
avouer,avouer,14
ce,ce,52
qu',que,52
il,il,51
en,en,52
était,être,18
",",",",p
pour,pour,81
ne,ne,60
pas,pas,60
me,je,51
laisser,laisser,14
dans,dans,81
des,de,81
des,le,71
idées,idée,22
/…,/…,P
il,il,51
ne,ne,60
put,pouvoir,19
achever,achever,14
/.,/.,P
elle,il,51
s',se,51
était,être,18
levée,lever,12
",",",",p
en,en,81
comprenant,comprendre,13
que,que,83
Goujet,Goujet,20
la,le,52
croyait,croire,18
remise,remis,31
avec,avec,81
Lantier,Lantier,20
",",",",p
comme,comme,83
le,le,71
quartier,quartier,21
l',le,52
affirmait,affirmer,18
/.,/.,P
et,et,82
",",",",p
les,le,71
bras,bras,21
tendus,tendu,31
",",",",p
elle,il,51
cria,crier,19
:,:,p
-,-,p
non,non,60
",",",",p
non,non,60
",",",",p
je,je,51
vous,vous,51
jure,jurer,17
/…,/…,P
il,il,51
me,je,51
poussait,pousser,18
",",",",p
il,il,51
allait,aller,18
m',je,51
embrasser,embrasser,14
",",",",p
c',ce,52
est,être,17
vrai,vrai,30
;,;,p
mais,mais,82
sa,son,73
figure,figure,22
n',ne,60
a,avoir,17
pas,pas,60
même,même,60
touché,toucher,12
la,le,71
mienne,mien,52
",",",",p
et,et,82
c',ce,52
était,être,18
la,le,71
première,premier,72
fois,fois,22
qu',que,83
il,il,51
essayait,essayer,18
/…,/…,P
oh,oh,93
!,!,p
tenez,tenir,17
",",",",p
sur,sur,81
ma,mon,73
vie,vie,22
",",",",p
sur,sur,81
celle,celui,52
de,de,81
mes,mon,73
enfants,enfant,21
",",",",p
sur,sur,81
tout,tout,52
ce,ce,52
que,que,52
j',je,51
ai,avoir,17
de,de,81
plus,plus,60
sacré,sacrer,12
/!,/!,P
cependant,cependant,82
",",",",p
le,le,71
forgeron,forgeron,21
hochait,hocher,18
la,le,71
tête,tête,22
/.,/.,P
il,il,51
se,se,51
méfiait,méfier,18
",",",",p
parce que,parce que,83
les,le,71
femmes,femme,22
disent,dire,17
toujours,toujours,60
non,non,60
/.,/.,P
Gervaise,Gervaise,20
alors,alors,60
devint,devenir,19
très,très,60
grave,grave,30
",",",",p
reprit,reprendre,19
lentement,lentement,60
:,:,p
-,-,p
vous,vous,51
me,je,51
connaissez,connaître,17
",",",",p
monsieur,monsieur,21
Goujet,Goujet,20
",",",",p
je,je,51
ne,ne,60
suis,être,17
guère,guère,60
menteuse,menteur,30
/…,/…,P
eh,eh,93
bien,bien,60
!,!,p
non,non,60
",",",",p
ça,ça,52
n',ne,60
est,être,17
pas,pas,60
",",",",p
ma,mon,73
parole,parole,22
d',de,81
honneur,honneur,21
!,!,p
jamais,jamais,60
ça,ça,52
ne,ne,60
sera,être,15
",",",",p
entendez,entendre,17
vous,vous,51
?,?,p
jamais,jamais,60
/!,/!,P
le,le,71
jour,jour,21
où,où,60
ça,ça,52
arriverait,arriver,16
",",",",p
je,je,51
deviendrais,devenir,16
la,le,71
dernière,dernière,22
des,de,81
des,le,71
dernières,dernière,22
",",",",p
je,je,51
ne,ne,60
mériterais,mériter,16
plus,plus,60
l',le,71
amitié,amitié,22
d',de,81
un,un,71
honnête,honnête,30
homme,homme,21
comme,comme,83
vous,vous,51
/.,/.,P
et,et,82
elle,il,51
avait,avoir,18
",",",",p
en,en,81
parlant,parler,13
",",",",p
une,un,71
si,si,60
belle,beau,30
figure,figure,22
",",",",p
toute,tout,60
pleine,plein,30
de,de,81
franchise,franchise,22
",",",",p
qu',que,83
il,il,51
lui,lui,51
prit,prendre,19
la,le,71
main,main,22
et,et,82
la,le,52
fit,faire,19
rasseoir,rasseoir,14
/.,/.,P
maintenant,maintenant,60
",",",",p
il,il,51
respirait,respirer,18
à,à,81
l',le,71
aise,aise,22
",",",",p
il,il,51
riait,rire,18
en,en,81
dedans,dedans,21
/.,/.,P
c',ce,52
était,être,18
la,le,71
première,premier,72
fois,fois,22
qu',que,83
il,il,51
lui,lui,51
tenait,tenir,18
la,le,71
main,main,22
et,et,82
qu',que,83
il,il,51
la,le,52
serrait,serrer,18
dans,dans,81
la,le,71
sienne,sien,52
/.,/.,P
tous,tout,75
deux,deux,72
restèrent,rester,19
muets,muet,30
/.,/.,P
au,à,81
au,le,71
ciel,ciel,21
",",",",p
le,le,71
vol,vol,21
de,de,81
nuages,nuage,21
blancs,blanc,30
nageait,nager,18
avec,avec,81
une,un,71
lenteur,lenteur,22
de,de,81
cygne,cygne,21
/.,/.,P
dans,dans,81
le,le,71
coin,coin,21
du,de,81
du,le,71
champ,champ,21
",",",",p
la,le,71
chèvre,chèvre,22
",",",",p
tournée,tourné,31
vers,vers,81
eux,ils,51
",",",",p
les,le,52
regardait,regarder,18
en,en,81
poussant,pousser,13
à,à,81
de,de,81
longs,long,30
intervalles,intervalle,21
réguliers,régulier,30
un,un,71
bêlement,bêlement,21
très,très,60
doux,doux,30
/.,/.,P
et,et,82
",",",",p
sans,sans,81
se,se,51
lâcher,lâcher,14
les,le,71
doigts,doigt,21
",",",",p
les,le,71
yeux,oeil,21
noyés,noyé,31
d',de,81
attendrissement,attendrissement,21
",",",",p
ils,ils,51
se,se,51
perdaient,perdre,18
au,à,81
au,le,71
loin,loin,60
",",",",p
sur,sur,81
la,le,71
pente,pente,22
de,de,81
Montmartre,Montmartre,20
blafard,blafard,30
",",",",p
au,à,81
au,le,71
milieu,milieu,21
de,de,81
la,le,71
haute,haut,30
futaie,futaie,22
des,de,81
des,le,71
cheminées,cheminée,22
d',de,81
usine,usine,22
rayant,rayer,13
l',le,71
horizon,horizon,21
",",",",p
dans,dans,81
cette,ce,74
banlieue,banlieue,22
plâtreuse,plâtreux,30
et,et,82
désolée,désolé,31
",",",",p
où,où,60
les,le,71
bosquets,bosquet,21
verts,vert,30
des,de,81
des,le,71
cabarets,cabaret,21
borgnes,borgne,30
les,le,52
touchaient,toucher,18
jusqu',jusque,81
aux,à,81
aux,le,71
larmes,larme,22
/.,/.,P
-,-,p
votre,votre,73
mère,mère,22
m',je,51
en,en,52
veut,vouloir,17
",",",",p
je,je,51
le,le,52
sais,savoir,17
",",",",p
reprit,reprendre,19
Gervaise,Gervaise,20
à,à,81
voix,voix,22
basse,bas,30
/.,/.,P
ne,ne,60
dites,dire,17
pas,pas,60
non,non,60
/…,/…,P
nous,nous,51
vous,vous,51
devons,devoir,17
tant,tant,60
d',de,81
argent,argent,21
/!,/!,P
mais,mais,82
lui,lui,51
",",",",p
se,se,51
montra,montrer,19
brutal,brutal,30
",",",",p
pour,pour,81
la,le,52
faire,faire,14
taire,taire,14
/.,/.,P
il,il,51
lui,lui,51
secoua,secouer,19
la,le,71
main,main,22
",",",",p
à,à,81
la,le,52
briser,briser,14
/.,/.,P
il,il,51
ne,ne,60
voulait,vouloir,18
pas,pas,60
qu',que,83
elle,il,51
parlât,parler,18
de,de,81
l',le,71
argent,argent,21
/.,/.,P
puis,puis,60
",",",",p
il,il,51
hésita,hésiter,19
",",",",p
il,il,51
bégaya,bégayer,19
enfin,enfin,60
:,:,p
-,-,p
écoutez,écouter,17
",",",",p
il,il,51
y,y,52
a,avoir,17
longtemps,longtemps,60
que,que,83
je,je,51
songe,songer,17
à,à,81
vous,vous,51
proposer,proposer,14
une,un,71
chose,chose,22
/…,/…,P
vous,vous,51
n',ne,60
êtes,être,17
pas,pas,60
heureuse,heureux,30
/.,/.,P
ma,mon,73
mère,mère,22
assure,assurer,17
que,que,83
la,le,71
vie,vie,22
tourne,tourner,17
mal,mal,60
pour,pour,81
vous,vous,51
/…,/…,P
il,il,51
s',se,51
arrêta,arrêter,19
",",",",p
un,un,71
peu,peu,60
étouffé,étouffé,31
/.,/.,P
-,-,p
eh,eh,93
bien,bien,60
!,!,p
il,il,51
faut,falloir,17
nous,nous,51
en,en,52
aller,aller,14
ensemble,ensemble,60
/.,/.,P
elle,il,51
le,le,52
regarda,regarder,19
",",",",p
ne,ne,60
comprenant,comprendre,13
pas,pas,60
nettement,nettement,60
d'abord,d'abord,60
",",",",p
surprise,surpris,31
par,par,81
cette,ce,74
rude,rude,30
déclaration,déclaration,22
d',de,81
un,un,71
amour,amour,21
dont,dont,52
il,il,51
n',ne,60
avait,avoir,18
jamais,jamais,60
ouvert,ouvrir,12
les,le,71
lèvres,lèvre,22
/.,/.,P
-,-,p
comment,comment,60
ça,ça,52
?,?,p
demanda,demander,19
t,t,94
elle,il,51
/.,/.,P
-,-,p
oui,oui,60
",",",",p
continua,continuer,19
t,t,94
il,il,51
la,le,71
tête,tête,22
basse,bas,30
",",",",p
nous,nous,51
nous,nous,51
en,en,52
irions,aller,16
",",",",p
nous,nous,51
vivrions,vivre,16
quelque,quelque,75
part,part,22
",",",",p
en,en,81
Belgique,Belgique,20
si,si,83
vous,vous,51
voulez,vouloir,17
/…,/…,P
c',ce,52
est,être,17
presque,presque,60
mon,mon,73
pays,pays,21
/…,/…,P
en,en,81
travaillant,travailler,13
tous,tout,75
les,le,71
deux,deux,72
",",",",p
nous,nous,51
serions,être,16
vite,vite,60
à,à,81
notre,notre,73
aise,aise,22
/.,/.,P
alors,alors,60
",",",",p
elle,il,51
devint,devenir,19
très,très,60
rouge,rouge,30
/.,/.,P
il,il,51
l',le,52
aurait,avoir,16
prise,prendre,12
contre,contre,81
lui,lui,51
pour,pour,81
l',le,52
embrasser,embrasser,14
",",",",p
qu',que,83
elle,il,51
aurait,avoir,16
eu,avoir,12
moins,moins,60
de,de,81
honte,honte,22
/.,/.,P
c',ce,52
était,être,18
un,un,71
drôle,drôle,30
de,de,81
garçon,garçon,21
tout,tout,60
de,de,81
même,même,60
",",",",p
de,de,81
lui,lui,51
proposer,proposer,14
un,un,71
enlèvement,enlèvement,21
",",",",p
comme,comme,83
cela,cela,52
se,se,51
passe,passer,17
dans,dans,81
les,le,71
romans,roman,21
et,et,82
dans,dans,81
la,le,71
haute,haut,30
société,société,22
/.,/.,P
ah,ah,93
bien,bien,60
!,!,p
autour,autour,60
d',de,81
elle,il,51
",",",",p
elle,il,51
voyait,voir,18
des,de,81
des,le,71
ouvriers,ouvrier,21
faire,faire,14
la,le,71
cour,cour,22
à,à,81
des,de,81
des,le,71
femmes,femme,22
mariées,marié,31
;,;,p
mais,mais,82
ils,ils,51
ne,ne,60
les,le,52
menaient,mener,18
pas,pas,60
même,même,60
à,à,81
Saint-Denis,Saint-Denis,20
",",",",p
ça,ça,52
se,se,51
passait,passer,18
sur,sur,81
place,place,22
",",",",p
et,et,82
carrément,carrément,60
/.,/.,P
-,-,p
ah,ah,93
!,!,p
monsieur,monsieur,21
Goujet,Goujet,20
",",",",p
monsieur,monsieur,21
Goujet,Goujet,20
…,…,p
murmurait,murmurer,18
elle,il,51
",",",",p
sans,sans,81
trouver,trouver,14
autre,autre,75
chose,chose,22
/.,/.,P
-,-,p
enfin,enfin,60
",",",",p
voilà,voilà,81
",",",",p
nous,nous,51
ne,ne,60
serions,être,16
que,que,83
tous,tout,75
les,le,71
deux,deux,72
",",",",p
reprit,reprendre,19
il,il,51
/.,/.,P
les,le,71
autres,autre,52
me,je,51
gênent,gêner,17
",",",",p
vous,vous,51
comprenez,comprendre,17
?,?,p
quand,quand,83
j',je,51
ai,avoir,17
de,de,81
l',le,71
amitié,amitié,22
pour,pour,81
une,un,71
personne,personne,22
",",",",p
je,je,51
ne,ne,60
peux,pouvoir,17
pas,pas,60
voir,voir,14
cette,ce,74
personne,personne,22
avec,avec,81
d',de,81
autres,autre,52
/.,/.,P
mais,mais,82
elle,il,51
se,se,51
remettait,remettre,18
",",",",p
elle,il,51
refusait,refuser,18
maintenant,maintenant,60
",",",",p
d',de,81
un,un,71
air,air,21
raisonnable,raisonnable,30
/.,/.,P
-,-,p
ce,ce,52
n',ne,60
est,être,17
pas,pas,60
possible,possible,30
",",",",p
monsieur,monsieur,21
Goujet,Goujet,20
/.,/.,P
ce,ce,52
serait,être,16
très,très,60
mal,mal,60
/…,/…,P
je,je,51
suis,être,17
mariée,marier,12
",",",",p
n',ne,60
est,être,17
ce,ce,52
pas,pas,60
?,?,p
j',je,51
ai,avoir,17
des,de,81
des,le,71
enfants,enfant,21
/…,/…,P
je,je,51
sais,savoir,17
bien,bien,60
que,que,83
vous,vous,51
avez,avoir,17
de,de,81
l',le,71
amitié,amitié,22
pour,pour,81
moi,moi,51
et,et,82
que,que,83
je,je,51
vous,vous,51
fais,faire,17
de,de,81
la,le,71
peine,peine,22
/.,/.,P
seulement,seulement,60
",",",",p
nous,nous,51
aurions,avoir,16
des,de,81
des,le,71
remords,remords,21
",",",",p
nous,nous,51
ne,ne,60
goûterions,goûter,16
pas,pas,60
de,de,81
plaisir,plaisir,21
/…,/…,P
moi,moi,51
aussi,aussi,60
",",",",p
j',je,51
éprouve,éprouver,17
de,de,81
l',le,71
amitié,amitié,22
pour,pour,81
vous,vous,51
",",",",p
j',je,51
en,en,52
éprouve,éprouver,17
trop,trop,60
pour,pour,81
vous,vous,51
laisser,laisser,14
commettre,commettre,14
des,de,81
des,le,71
bêtises,bêtise,22
/.,/.,P
et,et,82
ce,ce,52
seraient,être,16
des,de,81
des,le,71
bêtises,bêtise,22
",",",",p
bien,bien,60
sûr,sûr,30
/…,/…,P
non,non,60
",",",",p
voyez,voir,17
vous,vous,51
",",",",p
il,il,51
vaut,valoir,17
mieux,mieux,60
demeurer,demeurer,14
comme,comme,83
nous,nous,51
sommes,être,17
/.,/.,P
nous,nous,51
nous,nous,51
estimons,estimer,17
",",",",p
nous,nous,51
nous,nous,51
trouvons,trouver,17
d'accord,d'accord,60
de,de,81
sentiment,sentiment,21
/.,/.,P
c',ce,52
est,être,17
beaucoup,beaucoup,60
",",",",p
ça,ça,52
m',je,51
a,avoir,17
soutenue,soutenir,12
plus,plus,60
d',de,81
une,un,71
fois,fois,22
/.,/.,P
quand,quand,83
on,on,51
reste,rester,17
honnête,honnête,30
",",",",p
dans,dans,81
notre,notre,73
position,position,22
",",",",p
on,on,51
en,en,52
est,être,17
joliment,joliment,60
récompensé,récompenser,12
/.,/.,P
il,il,51
hochait,hocher,18
la,le,71
tête,tête,22
",",",",p
en,en,81
l',le,52
écoutant,écouter,13
/.,/.,P
il,il,51
l',le,52
approuvait,approuver,18
",",",",p
il,il,51
ne,ne,60
pouvait,pouvoir,18
pas,pas,60
dire,dire,14
le,le,71
contraire,contraire,21
/.,/.,P
brusquement,brusquement,60
",",",",p
dans,dans,81
le,le,71
grand,grand,30
jour,jour,21
",",",",p
il,il,51
la,le,52
prit,prendre,19
entre,entre,81
ses,son,73
bras,bras,21
",",",",p
la,le,52
serra,serrer,19
à,à,81
l',le,52
écraser,écraser,14
",",",",p
lui,lui,51
posa,poser,19
un,un,71
baiser,baiser,21
furieux,furieux,30
sur,sur,81
le,le,71
cou,cou,21
",",",",p
comme,comme,83
s',si,83
il,il,51
avait,avoir,18
voulu,vouloir,12
lui,lui,51
manger,manger,14
la,le,71
peau,peau,22
/.,/.,P
puis,puis,60
",",",",p
il,il,51
la,le,52
lâcha,lâcher,19
",",",",p
sans,sans,81
demander,demander,14
autre,autre,75
chose,chose,22
;,;,p
et,et,82
il,il,51
ne,ne,60
parla,parler,19
plus,plus,60
de,de,81
leur,leur,73
amour,amour,21
/.,/.,P
elle,il,51
se,se,51
secouait,secouer,18
",",",",p
elle,il,51
ne,ne,60
se,se,51
fâchait,fâcher,18
pas,pas,60
",",",",p
comprenant,comprendre,13
que,que,83
tous,tout,75
deux,deux,72
avaient,avoir,18
gagné,gagner,12
ce,ce,74
petit,petit,30
plaisir,plaisir,21
/.,/.,P
le,le,71
forgeron,forgeron,21
",",",",p
cependant,cependant,82
",",",",p
secoué,secoué,31
de,de,81
la,le,71
tête,tête,22
aux,à,81
aux,le,71
pieds,pied,21
par,par,81
un,un,71
grand,grand,30
frisson,frisson,21
",",",",p
s',se,51
écartait,écarter,18
d',de,81
elle,il,51
",",",",p
pour,pour,81
ne,ne,60
pas,pas,60
céder,céder,14
à,à,81
l',le,71
envie,envie,22
de,de,81
la,le,52
reprendre,reprendre,14
;,;,p
et,et,82
il,il,51
se,se,51
traînait,traîner,18
sur,sur,81
les,le,71
genoux,genou,21
",",",",p
ne,ne,60
sachant,savoir,13
à,à,81
quoi,quoi,52
occuper,occuper,14
ses,son,73
mains,main,22
",",",",p
cueillant,cueillir,13
des,de,81
des,le,71
fleurs,fleur,22
de,de,81
pissenlits,pissenlit,21
",",",",p
qu',que,52
il,il,51
jetait,jeter,18
de,de,81
loin,loin,60
dans,dans,81
son,son,73
panier,panier,21
/.,/.,P
il,il,51
y,y,52
avait,avoir,18
là,là,60
",",",",p
au,à,81
au,le,71
milieu,milieu,21
de,de,81
la,le,71
nappe,nappe,22
d',de,81
herbe,herbe,22
brûlée,brûlé,31
",",",",p
des,de,81
des,le,71
pissenlits,pissenlit,21
jaunes,jaune,30
superbes,superbe,30
/.,/.,P
peu,peu,60
à,à,81
peu,peu,60
",",",",p
ce,ce,74
jeu,jeu,21
le,le,52
calma,calmer,19
",",",",p
l',le,52
amusa,amuser,19
/.,/.,P
de,de,81
ses,son,73
doigts,doigt,21
raidis,raidi,31
par,par,81
le,le,71
travail,travail,21
du,de,81
du,le,71
marteau,marteau,21
",",",",p
il,il,51
cassait,casser,18
délicatement,délicatement,60
les,le,71
fleurs,fleur,22
",",",",p
les,le,52
lançait,lancer,18
une,un,52
à,à,81
une,un,52
",",",",p
et,et,82
ses,son,73
yeux,oeil,21
de,de,81
bon,bon,30
chien,chien,21
riaient,rire,18
",",",",p
lorsqu',lorsque,83
il,il,51
ne,ne,60
manquait,manquer,18
pas,pas,60
la,le,71
corbeille,corbeille,22
/.,/.,P
la,le,71
blanchisseuse,blanchisseuse,22
s',se,51
était,être,18
adossée,adosser,12
à,à,81
l',le,71
arbre,arbre,21
mort,mort,31
",",",",p
gaie,gai,30
et,et,82
reposée,reposé,31
",",",",p
