12010
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Trente-huitième extrait>,<>,<>
embrasse,embrasser,17
la,le,52
donc,donc,82
/!,/!,P
l',le,71
enfant,enfant,21
avançait,avancer,18
les,le,71
bras,bras,21
vers,vers,81
sa,son,73
mère,mère,22
pour,pour,81
se,se,51
pendre,pendre,14
à,à,81
son,son,73
cou,cou,21
/.,/.,P
mais,mais,82
",",",",p
détournant,détourner,13
la,le,71
tête,tête,22
",",",",p
Emma,Emma,20
dit,dire,19
d',de,81
une,un,71
voix,voix,22
saccadée,saccadé,31
:,:,p
-,-,p
non,non,60
",",",",p
non,non,60
…,…,p
personne,personne,52
/!,/!,P
elle,il,51
s',se,51
évanouit,évanouir,17
encore,encore,60
/.,/.,P
on,on,51
la,le,52
porta,porter,19
sur,sur,81
son,son,73
lit,lit,21
/.,/.,P
elle,il,51
restait,rester,18
étendue,étendu,31
",",",",p
la,le,71
bouche,bouche,22
ouverte,ouvert,31
",",",",p
les,le,71
paupières,paupière,22
fermées,fermé,31
",",",",p
les,le,71
mains,main,22
à,à,81
plat,plat,21
",",",",p
immobile,immobile,30
",",",",p
et,et,82
blanche,blanc,30
comme,comme,83
une,un,71
statue,statue,22
de,de,81
cire,cire,22
/.,/.,P
il,il,51
sortait,sortir,18
de,de,81
ses,son,73
yeux,oeil,21
deux,deux,72
ruisseaux,ruisseau,21
de,de,81
larmes,larme,22
qui,qui,52
coulaient,couler,18
lentement,lentement,60
sur,sur,81
l',le,71
oreiller,oreiller,21
/.,/.,P
Charles,Charles,20
",",",",p
debout,debout,60
",",",",p
se,se,51
tenait,tenir,18
au,à,81
au,le,71
fond,fond,21
de,de,81
l',le,71
alcôve,alcôve,22
",",",",p
et,et,82
le,le,71
pharmacien,pharmacien,21
",",",",p
près,près,81
de,de,81
lui,lui,51
",",",",p
gardait,garder,18
ce,ce,74
silence,silence,21
méditatif,méditatif,30
qu',que,52
il,il,51
est,être,17
convenable,convenable,30
d',de,81
avoir,avoir,14
dans,dans,81
les,le,71
occasions,occasion,22
sérieuses,sérieux,30
de,de,81
la,le,71
vie,vie,22
/.,/.,P
-,-,p
rassurez,rassurer,17
vous,vous,51
",",",",p
dit,dire,19
il,il,51
en,en,81
lui,lui,51
poussant,pousser,13
le,le,71
coude,coude,21
",",",",p
je,je,51
crois,croire,17
que,que,83
le,le,71
paroxysme,paroxysme,21
est,être,17
passé,passer,12
/.,/.,P
-,-,p
oui,oui,60
",",",",p
elle,il,51
repose,reposer,17
un,un,71
peu,peu,60
maintenant,maintenant,60
!,!,p
répondit,répondre,19
Charles,Charles,20
",",",",p
qui,qui,52
la,le,52
regardait,regarder,18
dormir,dormir,14
/.,/.,P
pauvre,pauvre,30
femme,femme,22
!,!,p
…,…,p
pauvre,pauvre,30
femme,femme,22
!,!,p
…,…,p
la,le,52
voilà,voilà,81
retombée,retombé,31
/!,/!,P
alors,alors,60
Homais,Homais,20
demanda,demander,19
comment,comment,60
cet,ce,74
accident,accident,21
était,être,18
survenu,survenir,12
/.,/.,P
Charles,Charles,20
répondit,répondre,19
que,que,83
cela,cela,52
l',le,52
avait,avoir,18
saisie,saisir,12
tout,tout,60
à,à,81
coup,coup,21
",",",",p
pendant,pendant,81
qu',que,83
elle,il,51
mangeait,manger,18
des,de,81
des,le,71
abricots,abricot,21
/.,/.,P
-,-,p
extraordinaire,extraordinaire,30
!,!,p
…,…,p
reprit,reprendre,19
le,le,71
pharmacien,pharmacien,21
/.,/.,P
mais,mais,82
il,il,51
se,se,51
pourrait,pouvoir,16
que,que,83
les,le,71
abricots,abricot,21
eussent,avoir,18
occasionné,occasionner,12
la,le,71
syncope,syncope,22
/!,/!,P
il,il,51
y,y,52
a,avoir,17
des,de,81
des,le,71
natures,nature,22
si,si,60
impressionnables,impressionnable,30
à l'encontre,à l'encontre,60
de,de,81
certaines,certain,75
odeurs,odeur,22
!,!,p
et,et,82
ce,ce,52
serait,être,16
même,même,60
une,un,71
belle,beau,30
question,question,22
à,à,81
étudier,étudier,14
",",",",p
tant,tant,60
sous,sous,81
le,le,71
rapport,rapport,21
pathologique,pathologique,30
que,que,83
sous,sous,81
le,le,71
rapport,rapport,21
physiologique,physiologique,30
/.,/.,P
les,le,71
prêtres,prêtre,21
en,en,52
connaissaient,connaître,18
l',le,71
importance,importance,22
",",",",p
eux,ils,51
qui,qui,52
ont,avoir,17
toujours,toujours,60
mêlé,mêler,12
des,de,81
des,le,71
aromates,aromate,21
à,à,81
leurs,leur,73
cérémonies,cérémonie,22
/.,/.,P
c',ce,52
est,être,17
pour,pour,81
vous,vous,51
stupéfier,stupéfier,14
l',le,71
entendement,entendement,21
et,et,82
provoquer,provoquer,14
des,de,81
des,le,71
extases,extase,22
",",",",p
chose,chose,22
d',de,81
ailleurs,ailleurs,60
facile,facile,30
à,à,81
obtenir,obtenir,14
chez,chez,81
les,le,71
personnes,personne,22
du,de,81
du,le,71
sexe,sexe,21
",",",",p
qui,qui,52
sont,être,17
plus,plus,60
délicates,délicat,30
que,que,83
les,le,71
autres,autre,52
/.,/.,P
on,on,51
en,en,52
cite,citer,17
qui,qui,52
s',se,51
évanouissent,évanouir,17
à,à,81
l',le,71
odeur,odeur,22
de,de,81
la,le,71
corne,corne,22
brûlée,brûlé,31
",",",",p
du,de,81
du,le,71
pain,pain,21
tendre,tendre,30
/…,/…,P
-,-,p
prenez,prendre,17
garde,garde,22
de,de,81
l',le,52
éveiller,éveiller,14
!,!,p
dit,dire,19
à,à,81
voix,voix,22
basse,bas,30
Bovary,Bovary,20
/.,/.,P
-,-,p
et,et,82
non,non,60
seulement,seulement,60
",",",",p
continua,continuer,19
l',le,71
apothicaire,apothicaire,21
",",",",p
les,le,71
humains,humain,21
sont,être,17
en,en,81
butte,butte,22
à,à,81
ces,ce,74
anomalies,anomalie,22
",",",",p
mais,mais,82
encore,encore,60
les,le,71
animaux,animal,21
/.,/.,P
ainsi,ainsi,60
",",",",p
vous,vous,51
n',ne,60
êtes,être,17
pas,pas,60
sans,sans,81
savoir,savoir,14
l',le,71
effet,effet,21
singulièrement,singulièrement,60
aphrodisiaque,aphrodisiaque,30
que,que,52
produit,produire,17
le,le,71
nepeta,nepeta,92
cataria,cataria,92
",",",",p
vulgairement,vulgairement,60
appelé,appelé,31
herbe,herbe,22
au,à,81
au,le,71
chat,chat,21
",",",",p
sur,sur,81
la,le,71
gent,gent,22
féline,félin,30
;,;,p
et,et,82
d',de,81
autre,autre,75
part,part,22
",",",",p
pour,pour,81
citer,citer,14
un,un,71
exemple,exemple,21
que,que,52
je,je,51
garantis,garantir,17
authentique,authentique,30
",",",",p
Bridoux,Bridoux,20
(,(,p
un,un,52
de,de,81
mes,mon,73
anciens,ancien,30
camarades,camarade,21
",",",",p
actuellement,actuellement,60
établi,établi,31
rue,rue,22
Malpalu,Malpalu,20
),),p
possède,posséder,17
un,un,71
chien,chien,21
qui,qui,52
tombe,tomber,17
en,en,81
convulsions,convulsion,22
dès,dès,81
qu',que,83
on,on,51
lui,lui,51
présente,présenter,17
une,un,71
tabatière,tabatière,22
/.,/.,P
souvent,souvent,60
même,même,60
il,il,51
en,en,52
fait,faire,17
l',le,71
expérience,expérience,22
devant,devant,81
ses,son,73
amis,ami,21
",",",",p
à,à,81
son,son,73
pavillon,pavillon,21
du,de,81
du,le,71
bois,bois,21
Guillaume,Guillaume,20
/.,/.,P
croirait,croire,16
on,on,51
qu',que,83
un,un,71
simple,simple,30
sternutatoire,sternutatoire,21
pût,pouvoir,18
exercer,exercer,14
de,de,81
tels,tel,75
ravages,ravage,21
dans,dans,81
l',le,71
organisme,organisme,21
d',de,81
un,un,71
quadrupède,quadrupède,21
/?,/?,P
c',ce,52
est,être,17
extrêmement,extrêmement,60
curieux,curieux,30
",",",",p
n',ne,60
est,être,17
il,il,51
pas,pas,60
vrai,vrai,30
/?,/?,P
-,-,p
oui,oui,60
",",",",p
dit,dire,19
Charles,Charles,20
",",",",p
qui,qui,52
n',ne,60
écoutait,écouter,18
pas,pas,60
/.,/.,P
-,-,p
cela,cela,52
nous,nous,51
prouve,prouver,17
",",",",p
reprit,reprendre,19
l',le,71
autre,autre,52
en,en,81
souriant,sourire,13
avec,avec,81
un,un,71
air,air,21
de,de,81
suffisance,suffisance,22
bénigne,bénin,30
",",",",p
les,le,71
irrégularités,irrégularité,22
sans,sans,81
nombre,nombre,21
du,de,81
du,le,71
système,système,21
nerveux,nerveux,30
/.,/.,P
pour,pour,81
ce,ce,52
qui,qui,52
est,être,17
de,de,81
madame,madame,22
",",",",p
elle,il,51
m',je,51
a,avoir,17
toujours,toujours,60
paru,paraître,12
",",",",p
je,je,51
l',le,52
avoue,avouer,17
",",",",p
une,un,71
vraie,vrai,30
sensitive,sensitif,30
/.,/.,P
aussi,aussi,60
ne,ne,60
vous,vous,51
conseillerai,conseiller,15
je,je,51
point,point,60
",",",",p
mon,mon,73
bon,bon,30
ami,ami,21
",",",",p
aucun,aucun,52
de,de,81
ces,ce,74
prétendus,prétendu,31
remèdes,remède,21
qui,qui,52
",",",",p
sous,sous,81
prétexte,prétexte,21
d',de,81
attaquer,attaquer,14
les,le,71
symptômes,symptôme,21
",",",",p
attaquent,attaquer,17
le,le,71
tempérament,tempérament,21
/.,/.,P
non,non,60
",",",",p
pas,pas,60
de,de,81
médicamentation,médicamentation,22
oiseuse,oiseux,30
!,!,p
du,de,81
du,le,71
régime,régime,21
",",",",p
voilà,voilà,81
tout,tout,52
!,!,p
des,de,81
des,le,71
sédatifs,sédatif,21
",",",",p
des,de,81
des,le,71
émollients,émollient,21
",",",",p
des,de,81
des,le,71
dulcifiants,dulcifiant,21
/.,/.,P
puis,puis,60
",",",",p
ne,ne,60
pensez,penser,17
vous,vous,51
pas,pas,60
qu',que,83
il,il,51
faudrait,falloir,16
peut-être,peut-être,60
frapper,frapper,14
l',le,71
imagination,imagination,22
/?,/?,P
-,-,p
en,en,81
quoi,quoi,52
?,?,p
comment,comment,60
?,?,p
dit,dire,19
Bovary,Bovary,20
/.,/.,P
-,-,p
ah,ah,93
!,!,p
c',ce,52
est,être,17
là,là,60
la,le,71
question,question,22
/!,/!,P
telle,tel,52
est,être,17
effectivement,effectivement,60
la,le,71
question,question,22
:,:,p
that,that,92
is,is,92
the,the,92
question,question,22
!,!,p
comme,comme,83
je,je,51
lisais,lire,18
dernièrement,dernièrement,60
dans,dans,81
le,le,71
journal,journal,21
/.,/.,P
mais,mais,82
Emma,Emma,20
",",",",p
se,se,51
réveillant,réveiller,13
",",",",p
s',se,51
écria,écrier,19
:,:,p
-,-,p
et,et,82
la,le,71
lettre,lettre,22
?,?,p
et,et,82
la,le,71
lettre,lettre,22
/?,/?,P
on,on,51
crut,croire,19
qu',que,83
elle,il,51
avait,avoir,18
le,le,71
délire,délire,21
;,;,p
elle,il,51
l',le,52
eut,avoir,19
à,à,81
partir,partir,14
de,de,81
minuit,minuit,21
:,:,p
une,un,71
fièvre,fièvre,22
cérébrale,cérébral,30
s',se,51
était,être,18
déclarée,déclarer,12
/.,/.,P
pendant,pendant,81
quarante,quarante,72
trois,trois,72
jours,jour,21
",",",",p
Charles,Charles,20
ne,ne,60
la,le,52
quitta,quitter,19
pas,pas,60
/.,/.,P
il,il,51
abandonna,abandonner,19
tous,tout,75
ses,son,73
malades,malade,21
;,;,p
il,il,51
ne,ne,60
se,se,51
couchait,coucher,18
plus,plus,60
",",",",p
il,il,51
était,être,18
continuellement,continuellement,60
à,à,81
lui,lui,51
tâter,tâter,14
le,le,71
pouls,pouls,21
",",",",p
à,à,81
lui,lui,51
poser,poser,14
des,de,81
des,le,71
sinapismes,sinapisme,21
",",",",p
des,de,81
des,le,71
compresses,compresse,22
d',de,81
eau,eau,22
froide,froid,30
/.,/.,P
il,il,51
envoyait,envoyer,18
Justin,Justin,20
jusqu',jusque,81
à,à,81
Neufchâtel,Neufchâtel,20
chercher,chercher,14
de,de,81
la,le,71
glace,glace,22
;,;,p
la,le,71
glace,glace,22
se,se,51
fondait,fondre,18
en,en,81
route,route,22
;,;,p
il,il,51
le,le,52
renvoyait,renvoyer,18
/.,/.,P
il,il,51
appela,appeler,19
monsieur,monsieur,21
Canivet,Canivet,20
en,en,81
consultation,consultation,22
;,;,p
il,il,51
fit,faire,19
venir,venir,14
de,de,81
Rouen,Rouen,20
le,le,71
docteur,docteur,21
Larivière,Larivière,20
",",",",p
son,son,73
ancien,ancien,30
maître,maître,21
;,;,p
il,il,51
était,être,18
désespéré,désespérer,12
/.,/.,P
ce,ce,52
qui,qui,52
l',le,52
effrayait,effrayer,18
le,le,71
plus,plus,60
",",",",p
c',ce,52
était,être,18
l',le,71
abattement,abattement,21
d',de,81
Emma,Emma,20
;,;,p
car,car,82
elle,il,51
ne,ne,60
parlait,parler,18
pas,pas,60
",",",",p
n',ne,60
entendait,entendre,18
rien,rien,52
et,et,82
même,même,60
semblait,sembler,18
ne,ne,60
point,point,60
souffrir,souffrir,14
",",",",p
-,-,p
comme,comme,83
si,si,83
son,son,73
corps,corps,21
et,et,82
son,son,73
âme,âme,22
se,se,51
fussent,être,18
ensemble,ensemble,60
reposés,reposer,12
de,de,81
toutes,tout,75
leurs,leur,73
agitations,agitation,22
/.,/.,P
vers,vers,81
le,le,71
milieu,milieu,21
d',de,81
octobre,octobre,21
",",",",p
elle,il,51
put,pouvoir,19
se,se,51
tenir,tenir,14
assise,assis,31
dans,dans,81
son,son,73
lit,lit,21
",",",",p
avec,avec,81
des,de,81
des,le,71
oreillers,oreiller,21
derrière,derrière,81
elle,il,51
/.,/.,P
Charles,Charles,20
pleura,pleurer,19
quand,quand,83
il,il,51
la,le,52
vit,voir,19
manger,manger,14
sa,son,73
première,premier,72
tartine,tartine,22
de,de,81
confitures,confiture,22
/.,/.,P
les,le,71
forces,force,22
lui,lui,51
revinrent,revenir,19
;,;,p
elle,il,51
se,se,51
levait,lever,18
quelques,quelque,75
heures,heure,22
pendant,pendant,81
l',le,71
après-midi,après-midi,21
",",",",p
et,et,82
",",",",p
un,un,71
jour,jour,21
qu',que,52
elle,il,51
se,se,51
sentait,sentir,18
mieux,mieux,60
",",",",p
il,il,51
essaya,essayer,19
de,de,81
lui,lui,51
faire,faire,14
faire,faire,14
",",",",p
à,à,81
son,son,73
bras,bras,21
",",",",p
un,un,71
tour,tour,21
de,de,81
promenade,promenade,22
dans,dans,81
le,le,71
jardin,jardin,21
/.,/.,P
le,le,71
sable,sable,21
des,de,81
des,le,71
allées,allée,22
disparaissait,disparaître,18
sous,sous,81
les,le,71
feuilles,feuille,22
mortes,mort,31
;,;,p
elle,il,51
marchait,marcher,18
pas,pas,21
à,à,81
pas,pas,21
",",",",p
en,en,81
traînant,traîner,13
ses,son,73
pantoufles,pantoufle,22
",",",",p
et,et,82
",",",",p
s',se,51
appuyant,appuyer,13
de,de,81
l',le,71
épaule,épaule,22
contre,contre,81
Charles,Charles,20
",",",",p
elle,il,51
continuait,continuer,18
à,à,81
sourire,sourire,14
/.,/.,P
ils,ils,51
allèrent,aller,19
ainsi,ainsi,60
jusqu',jusque,81
au,à,81
au,le,71
fond,fond,21
",",",",p
près,près,81
de,de,81
la,le,71
terrasse,terrasse,22
/.,/.,P
elle,il,51
se,se,51
redressa,redresser,19
lentement,lentement,60
",",",",p
se,se,51
mit,mettre,19
la,le,71
main,main,22
devant,devant,81
ses,son,73
yeux,oeil,21
",",",",p
pour,pour,81
regarder,regarder,14
;,;,p
elle,il,51
regarda,regarder,19
au,à,81
au,le,71
loin,loin,60
",",",",p
tout,tout,52
au,à,81
au,le,71
loin,loin,60
;,;,p
mais,mais,82
il,il,51
n',ne,60
y,y,52
avait,avoir,18
à,à,81
l',le,71
horizon,horizon,21
que,que,83
de,de,81
grands,grand,30
feux,feu,21
d',de,81
herbe,herbe,22
",",",",p
qui,qui,52
fumaient,fumer,18
sur,sur,81
les,le,71
collines,colline,22
/.,/.,P
-,-,p
tu,tu,51
vas,aller,17
te,tu,51
fatiguer,fatiguer,14
",",",",p
ma,mon,73
chérie,chéri,31
",",",",p
dit,dire,19
Bovary,Bovary,20
/.,/.,P
et,et,82
",",",",p
la,le,52
poussant,pousser,13
doucement,doucement,60
pour,pour,81
la,le,52
faire,faire,14
entrer,entrer,14
sous,sous,81
la,le,71
tonnelle,tonnelle,22
:,:,p
-,-,p
assieds,asseoir,17
toi,toi,51
donc,donc,82
sur,sur,81
ce,ce,74
banc,banc,21
:,:,p
tu,tu,51
seras,être,15
bien,bien,60
/.,/.,P
-,-,p
oh,oh,93
!,!,p
non,non,60
",",",",p
pas,pas,60
là,là,60
",",",",p
pas,pas,60
là,là,60
!,!,p
fit,faire,19
elle,il,51
d',de,81
une,un,71
voix,voix,22
défaillante,défaillant,30
/.,/.,P
elle,il,51
eut,avoir,19
un,un,71
étourdissement,étourdissement,21
",",",",p
et,et,82
dès,dès,81
le,le,71
soir,soir,21
",",",",p
sa,son,73
maladie,maladie,22
recommença,recommencer,19
",",",",p
avec,avec,81
une,un,71
allure,allure,22
plus,plus,60
incertaine,incertain,30
",",",",p
il,il,51
est,être,17
vrai,vrai,30
",",",",p
et,et,82
des,de,81
des,le,71
caractères,caractère,21
plus,plus,60
complexes,complexe,30
/.,/.,P
tantôt,tantôt,60
elle,il,51
souffrait,souffrir,18
au,à,81
au,le,71
coeur,coeur,21
",",",",p
puis,puis,60
dans,dans,81
la,le,71
poitrine,poitrine,22
",",",",p
dans,dans,81
le,le,71
cerveau,cerveau,21
",",",",p
dans,dans,81
les,le,71
membres,membre,21
;,;,p
il,il,51
lui,lui,51
survint,survenir,19
des,de,81
des,le,71
vomissements,vomissement,21
où,où,60
Charles,Charles,20
crut,croire,19
apercevoir,apercevoir,14
les,le,71
premiers,premier,72
symptômes,symptôme,21
d',de,81
un,un,71
cancer,cancer,21
/.,/.,P
et,et,82
le,le,71
pauvre,pauvre,30
garçon,garçon,21
",",",",p
par,par,81
là-dessus,là-dessus,60
",",",",p
avait,avoir,18
des,de,81
des,le,71
inquiétudes,inquiétude,22
d',de,81
argent,argent,21
/!,/!,P
<XIV>,<>,<>
d'abord,d'abord,60
",",",",p
il,il,51
ne,ne,60
savait,savoir,18
comment,comment,60
faire,faire,14
pour,pour,81
dédommager,dédommager,14
monsieur,monsieur,21
Homais,Homais,20
de,de,81
tous,tout,75
les,le,71
médicaments,médicament,21
pris,pris,31
chez,chez,81
lui,lui,51
;,;,p
et,et,82
",",",",p
quoiqu',quoique,83
il,il,51
eût,avoir,19
pu,pouvoir,12
",",",",p
comme,comme,83
médecin,médecin,21
",",",",p
ne,ne,60
pas,pas,60
les,le,52
payer,payer,14
",",",",p
néanmoins,néanmoins,60
il,il,51
rougissait,rougir,18
un,un,71
peu,peu,60
de,de,81
cette,ce,74
obligation,obligation,22
/.,/.,P
puis,puis,60
la,le,71
dépense,dépense,22
du,de,81
du,le,71
ménage,ménage,21
",",",",p
à,à,81
présent,présent,21
que,que,83
la,le,71
cuisinière,cuisinière,22
était,être,18
maîtresse,maîtresse,22
",",",",p
devenait,devenir,18
effrayante,effrayant,30
;,;,p
les,le,71
notes,note,22
pleuvaient,pleuvoir,18
dans,dans,81
la,le,71
maison,maison,22
;,;,p
les,le,71
fournisseurs,fournisseur,21
murmuraient,murmurer,18
;,;,p
monsieur,monsieur,21
Lheureux,Lheureux,20
",",",",p
surtout,surtout,60
",",",",p
le,le,52
harcelait,harceler,18
/.,/.,P
en,en,81
effet,effet,21
",",",",p
au,à,81
au,le,71
plus,plus,60
fort,fort,30
de,de,81
la,le,71
maladie,maladie,22
d',de,81
Emma,Emma,20
",",",",p
celui-ci,celui-ci,52
",",",",p
profitant,profiter,13
de,de,81
la,le,71
circonstance,circonstance,22
pour,pour,81
exagérer,exagérer,14
sa,son,73
facture,facture,22
",",",",p
avait,avoir,18
vite,vite,60
apporté,apporter,12
le,le,71
manteau,manteau,21
",",",",p
le,le,71
sac,sac,21
de,de,81
nuit,nuit,22
",",",",p
deux,deux,72
caisses,caisse,22
au,à,81
au,le,71
lieu,lieu,21
d',de,81
une,un,52
",",",",p
quantité,quantité,22
d',de,81
autres,autre,75
choses,chose,22
encore,encore,60
/.,/.,P
Charles,Charles,20
eut,avoir,19
beau,beau,60
dire,dire,14
qu',que,83
il,il,51
n',ne,60
en,en,52
avait,avoir,18
pas,pas,60
besoin,besoin,21
",",",",p
le,le,71
marchand,marchand,21
répondit,répondre,19
arrogamment,arrogamment,60
qu',que,83
on,on,51
lui,lui,51
avait,avoir,18
commandé,commander,12
tous,tout,75
ces,ce,74
articles,article,21
et,et,82
qu',que,83
il,il,51
ne,ne,60
les,le,52
reprendrait,reprendre,16
pas,pas,60
;,;,p
d',de,81
ailleurs,ailleurs,60
",",",",p
ce,ce,52
serait,être,16
contrarier,contrarier,14
madame,madame,22
dans,dans,81
sa,son,73
convalescence,convalescence,22
;,;,p
monsieur,monsieur,21
réfléchirait,réfléchir,16
;,;,p
bref,bref,60
",",",",p
il,il,51
était,être,18
résolu,résoudre,12
à,à,81
le,le,52
poursuivre,poursuivre,14
en,en,81
justice,justice,22
plutôt,plutôt,60
que,que,83
d',de,81
abandonner,abandonner,14
ses,son,73
droits,droit,21
et,et,82
que,que,83
d',de,81
emporter,emporter,14
ses,son,73
marchandises,marchandise,22
/.,/.,P
Charles,Charles,20
ordonna,ordonner,19
par,par,81
la,le,71
suite,suite,22
de,de,81
les,le,52
renvoyer,renvoyer,14
à,à,81
son,son,73
magasin,magasin,21
;,;,p
Félicité,Félicité,20
oublia,oublier,19
;,;,p
il,il,51
avait,avoir,18
d',de,81
autres,autre,75
soucis,souci,21
;,;,p
on,on,51
n',ne,60
y,y,52
pensa,penser,19
plus,plus,60
;,;,p
monsieur,monsieur,21
Lheureux,Lheureux,20
revint,revenir,19
à,à,81
la,le,71
charge,charge,22
",",",",p
et,et,82
",",",",p
tour,tour,21
à,à,81
tour,tour,21
menaçant,menacer,13
et,et,82
gémissant,gémir,13
",",",",p
manoeuvra,manoeuvrer,19
de,de,81
telle,tel,75
façon,façon,22
",",",",p
que,que,83
Bovary,Bovary,20
finit,finir,17
par,par,81
souscrire,souscrire,14
un,un,71
billet,billet,21
à,à,81
six,six,72
mois,mois,21
d',de,81
échéance,échéance,22
/.,/.,P
mais,mais,82
à,à,81
peine,peine,22
eut,avoir,19
il,il,51
signé,signer,12
ce,ce,74
billet,billet,21
",",",",p
qu',que,83
une,un,71
idée,idée,22
audacieuse,audacieux,30
lui,lui,51
surgit,surgir,19
:,:,p
c',ce,52
était,être,18
d',de,81
emprunter,emprunter,14
mille,mille,72
francs,franc,21
à,à,81
monsieur,monsieur,21
Lheureux,Lheureux,20
/.,/.,P
donc,donc,82
",",",",p
il,il,51
demanda,demander,19
",",",",p
d',de,81
un,un,71
air,air,21
embarrassé,embarrassé,31
",",",",p
s',si,83
il,il,51
n',ne,60
y,y,52
avait,avoir,18
pas,pas,60
moyen,moyen,30
de,de,81
les,le,52
avoir,avoir,14
",",",",p
ajoutant,ajouter,13
que,que,83
ce,ce,52
serait,être,16
pour,pour,81
un,un,71
an,an,21
et,et,82
au,à,81
au,le,71
taux,taux,21
que,que,52
l',l',94
on,on,51
voudrait,vouloir,16
/.,/.,P
Lheureux,Lheureux,20
courut,courir,19
à,à,81
sa,son,73
boutique,boutique,22
",",",",p
en,en,52
rapporta,rapporter,19
les,le,71
écus,écu,21
et,et,82
dicta,dicter,19
un,un,71
autre,autre,75
billet,billet,21
",",",",p
par,par,81
lequel,lequel,52
Bovary,Bovary,20
déclarait,déclarer,18
devoir,devoir,14
payer,payer,14
à,à,81
son,son,73
ordre,ordre,21
",",",",p
le,le,71
<Nombre 1er septembre>,<>,<>
premier,premier,72
septembre,septembre,21
<Fin nombre>,<>,<>
",",",",p
la,le,71
somme,somme,22
de,de,81
mille,mille,72
soixante,soixante,72
et,et,82
dix,dix,72
francs,franc,21
;,;,p
ce,ce,52
qui,qui,52
",",",",p
avec,avec,81
les,le,71
cent,cent,72
quatre,quatre,72
vingts,vingt,72
déjà,déjà,60
stipulés,stipulé,31
",",",",p
faisait,faire,18
juste,juste,60
douze,douze,72
cent,cent,72
cinquante,cinquante,72
/.,/.,P
ainsi,ainsi,60
",",",",p
prêtant,prêter,13
à,à,81
six,six,72
pour,pour,81
cent,cent,72
",",",",p
augmenté,augmenté,31
d',de,81
un,un,71
quart,quart,21
de,de,81
commission,commission,22
",",",",p
et,et,82
les,le,71
fournitures,fourniture,22
lui,lui,51
rapportant,rapporter,13
un,un,71
bon,bon,30
tiers,tiers,21
pour,pour,81
le,le,71
moins,moins,60
",",",",p
cela,cela,52
devait,devoir,18
",",",",p
en,en,81
douze,douze,72
mois,mois,21
",",",",p
donner,donner,14
cent,cent,72
trente,trente,72
francs,franc,21
de,de,81
bénéfice,bénéfice,21
;,;,p
et,et,82
il,il,51
espérait,espérer,18
que,que,83
l',le,71
affaire,affaire,22
ne,ne,60
s',se,51
arrêterait,arrêter,16
pas,pas,60
là,là,60
",",",",p
qu',que,83
on,on,51
ne,ne,60
pourrait,pouvoir,16
payer,payer,14
les,le,71
billets,billet,21
",",",",p
qu',que,83
on,on,51
les,le,52
renouvellerait,renouveler,16
",",",",p
et,et,82
que,que,83
son,son,73
pauvre,pauvre,30
argent,argent,21
",",",",p
s',se,51
étant,être,13
nourri,nourrir,12
chez,chez,81
le,le,71
médecin,médecin,21
comme,comme,83
dans,dans,81
une,un,71
maison,maison,22
de,de,81
santé,santé,22
",",",",p
lui,lui,51
reviendrait,revenir,16
",",",",p
un,un,71
jour,jour,21
",",",",p
considérablement,considérablement,60
plus,plus,60
dodu,dodu,30
",",",",p
et,et,82
gros,gros,30
à,à,81
faire,faire,14
craquer,craquer,14
le,le,71
sac,sac,21
/.,/.,P
tout,tout,52
",",",",p
d',de,81
ailleurs,ailleurs,60
",",",",p
lui,lui,51
réussissait,réussir,18
/.,/.,P
il,il,51
était,être,18
adjudicataire,adjudicataire,30
d',de,81
une,un,71
fourniture,fourniture,22
de,de,81
cidre,cidre,21
pour,pour,81
l',le,71
hôpital,hôpital,21
de,de,81
Neufchâtel,Neufchâtel,20
;,;,p
monsieur,monsieur,21
Guillaumin,Guillaumin,20
lui,lui,51
promettait,promettre,18
des,de,81
des,le,71
actions,action,22
dans,dans,81
les,le,71
tourbières,tourbière,22
de,de,81
Grumesnil,Grumesnil,20
",",",",p
et,et,82
il,il,51
rêvait,rêver,18
d',de,81
établir,établir,14
un,un,71
nouveau,nouveau,30
service,service,21
de,de,81
diligences,diligence,22
entre,entre,81
Argueil,Argueil,20
et,et,82
Rouen,Rouen,20
",",",",p
qui,qui,52
ne,ne,60
tarderait,tarder,16
pas,pas,60
",",",",p
sans,sans,81
doute,doute,21
",",",",p
à,à,81
ruiner,ruiner,14
la,le,71
guimbarde,guimbarde,22
du,de,81
du,le,71
Lion d'or,Lion d'or,20
",",",",p
et,et,82
qui,qui,52
",",",",p
marchant,marcher,13
plus,plus,60
vite,vite,60
",",",",p
étant,être,13
à,à,81
prix,prix,21
plus,plus,60
bas,bas,30
et,et,82
portant,porter,13
plus,plus,60
de,de,81
bagages,bagage,21
",",",",p
lui,lui,51
mettrait,mettre,16
ainsi,ainsi,60
dans,dans,81
les,le,71
mains,main,22
tout,tout,75
le,le,71
commerce,commerce,21
d',de,81
Yonville,Yonville,20
/.,/.,P
Charles,Charles,20
se,se,51
demanda,demander,19
plusieurs,plusieurs,75
fois,fois,22
par,par,81
quel,quel,75
moyen,moyen,21
",",",",p
l',le,71
année,année,22
prochaine,prochain,30
",",",",p
pouvoir,pouvoir,14
rembourser,rembourser,14
tant,tant,60
d',de,81
argent,argent,21
;,;,p
et,et,82
il,il,51
cherchait,chercher,18
",",",",p
