11375
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Soixante-dixième extrait>,<>,<>
/.,/.,P
je,je,51
tenais,tenir,18
dans,dans,81
ma,mon,73
main,main,22
l',le,71
une,un,52
de,de,81
ces,ce,74
pétitions,pétition,22
méprisées,méprisé,31
",",",",p
lorsque,lorsque,83
le,le,71
bruit,bruit,21
des,de,81
des,le,71
tambours,tambour,21
qui,qui,52
battaient,battre,18
aux,à,81
aux,le,71
champs,champ,21
m',je,51
apprit,apprendre,19
l',le,71
arrivée,arrivée,22
subite,subit,30
de,de,81
l',le,71
empereur,empereur,21
/.,/.,P
or,or,82
",",",",p
vous,vous,51
savez,savoir,17
que,que,83
de,de,81
même,même,60
que,que,83
l',l',94
on,on,51
voit,voir,17
la,le,71
lumière,lumière,22
du,de,81
du,le,71
canon,canon,21
avant,avant,81
d',de,81
entendre,entendre,14
sa,son,73
détonation,détonation,22
",",",",p
on,on,51
le,le,52
voyait,voir,18
toujours,toujours,60
en,en,81
même,même,75
temps,temps,21
qu',que,83
on,on,51
était,être,18
frappé,frapper,12
du,de,81
du,le,71
bruit,bruit,21
de,de,81
son,son,73
approche,approche,22
:,:,p
tant,tant,60
ses,son,73
allures,allure,22
étaient,être,18
promptes,prompt,30
et,et,82
tant,tant,60
il,il,51
semblait,sembler,18
pressé,pressé,31
de,de,81
vivre,vivre,14
et,et,82
de,de,81
jeter,jeter,14
ses,son,73
actions,action,22
les,le,71
unes,un,52
sur,sur,81
les,le,71
autres,autre,52
/!,/!,P
quand,quand,83
il,il,51
entrait,entrer,18
à,à,81
cheval,cheval,21
dans,dans,81
la,le,71
cour,cour,22
d',de,81
un,un,71
palais,palais,21
",",",",p
ses,son,73
guides,guide,21
avaient,avoir,18
peine,peine,22
à,à,81
le,le,52
suivre,suivre,14
",",",",p
et,et,82
le,le,71
poste,poste,21
n',ne,60
avait,avoir,18
pas,pas,60
le,le,71
temps,temps,21
de,de,81
prendre,prendre,14
les,le,71
armes,arme,22
",",",",p
qu',que,83
il,il,51
était,être,18
déjà,déjà,60
descendu,descendre,12
de,de,81
cheval,cheval,21
et,et,82
montait,monter,18
l',le,71
escalier,escalier,21
/.,/.,P
cette,ce,74
fois,fois,22
il,il,51
avait,avoir,18
quitté,quitter,12
la,le,71
voiture,voiture,22
du,de,81
du,le,71
pape,pape,21
pour,pour,81
revenir,revenir,14
seul,seul,30
",",",",p
en,en,81
avant,avant,21
et,et,82
au,à,81
au,le,71
galop,galop,21
/.,/.,P
j',je,51
entendis,entendre,19
ses,son,73
talons,talon,21
résonner,résonner,14
en,en,81
même,même,75
temps,temps,21
que,que,83
le,le,71
tambour,tambour,21
/.,/.,P
j',je,51
eus,avoir,19
le,le,71
temps,temps,21
à,à,81
peine,peine,22
de,de,81
me,je,51
jeter,jeter,14
dans,dans,81
l',le,71
alcôve,alcôve,22
d',de,81
un,un,71
grand,grand,30
lit,lit,21
de,de,81
parade,parade,22
qui,qui,52
ne,ne,60
servait,servir,18
à,à,81
personne,personne,52
",",",",p
fortifié,fortifié,31
d',de,81
une,un,71
balustrade,balustrade,22
de,de,81
prince,prince,21
et,et,82
fermé,fermé,31
heureusement,heureusement,60
",",",",p
plus,plus,60
qu',que,83
à,à,81
demi,demi,30
",",",",p
par,par,81
des,de,81
des,le,71
rideaux,rideau,21
semés,semé,31
d',de,81
abeilles,abeille,22
/.,/.,P
l',le,71
empereur,empereur,21
était,être,18
fort,fort,60
agité,agiter,12
;,;,p
il,il,51
marcha,marcher,19
seul,seul,30
dans,dans,81
la,le,71
chambre,chambre,22
comme,comme,83
quelqu'un,quelqu'un,52
qui,qui,52
attend,attendre,17
avec,avec,81
impatience,impatience,22
",",",",p
et,et,82
fit,faire,19
en,en,81
un,un,71
instant,instant,21
trois,trois,72
fois,fois,22
sa,son,73
longueur,longueur,22
",",",",p
puis,puis,60
s',se,51
avança,avancer,19
vers,vers,81
la,le,71
fenêtre,fenêtre,22
et,et,82
se,se,51
mit,mettre,19
à,à,81
y,y,52
tambouriner,tambouriner,14
une,un,71
marche,marche,22
avec,avec,81
les,le,71
ongles,ongle,21
/.,/.,P
une,un,71
voiture,voiture,22
roula,rouler,19
dans,dans,81
la,le,71
cour,cour,22
",",",",p
il,il,51
cessa,cesser,19
de,de,81
battre,battre,14
",",",",p
frappa,frapper,19
des,de,81
des,le,71
pieds,pied,21
deux,deux,72
ou,ou,82
trois,trois,72
fois,fois,22
comme,comme,83
impatienté,impatienté,31
de,de,81
la,le,71
vue,vue,22
de,de,81
quelque,quelque,75
chose,chose,22
qui,qui,52
se,se,51
faisait,faire,18
avec,avec,81
lenteur,lenteur,22
",",",",p
puis,puis,60
il,il,51
alla,aller,19
brusquement,brusquement,60
à,à,81
la,le,71
porte,porte,22
et,et,82
l',le,52
ouvrit,ouvrir,19
au,à,81
au,le,71
pape,pape,21
/.,/.,P
Pie VII,Pie VII,20
entra,entrer,19
seul,seul,30
/.,/.,P
Bonaparte,Bonaparte,20
se,se,51
hâta,hâter,19
de,de,81
refermer,refermer,14
la,le,71
porte,porte,22
derrière,derrière,81
lui,lui,51
",",",",p
avec,avec,81
une,un,71
promptitude,promptitude,22
de,de,81
geôlier,geôlier,21
/.,/.,P
je,je,51
sentis,sentir,19
une,un,71
grande,grand,30
terreur,terreur,22
",",",",p
je,je,51
l',le,52
avoue,avouer,17
",",",",p
en,en,81
me,je,51
voyant,voir,13
en,en,81
tiers,tiers,21
avec,avec,81
de,de,81
telles,tel,75
gens,gens,22
/.,/.,P
cependant,cependant,82
je,je,51
restai,rester,19
sans,sans,81
voix,voix,22
et,et,82
sans,sans,81
mouvement,mouvement,21
",",",",p
regardant,regarder,13
et,et,82
écoutant,écouter,13
de,de,81
toute,tout,75
la,le,71
puissance,puissance,22
de,de,81
mon,mon,73
esprit,esprit,21
/.,/.,P
le,le,71
pape,pape,21
était,être,18
d',de,81
une,un,71
taille,taille,22
élevée,élevé,31
;,;,p
il,il,51
avait,avoir,18
un,un,71
visage,visage,21
allongé,allongé,31
",",",",p
jaune,jaune,30
",",",",p
souffrant,souffrant,30
",",",",p
mais,mais,82
plein,plein,30
d',de,81
une,un,71
noblesse,noblesse,22
sainte,saint,30
et,et,82
d',de,81
une,un,71
bonté,bonté,22
sans,sans,81
bornes,borne,22
/.,/.,P
ses,son,73
yeux,oeil,21
noirs,noir,30
étaient,être,18
grands,grand,30
et,et,82
beaux,beau,30
",",",",p
sa,son,73
bouche,bouche,22
était,être,18
entr'ouverte,entr'ouvrir,12
par,par,81
un,un,71
sourire,sourire,21
bienveillant,bienveillant,30
auquel,à,81
auquel,lequel,52
son,son,73
menton,menton,21
avancé,avancé,31
donnait,donner,18
une,un,71
expression,expression,22
de,de,81
finesse,finesse,22
très,très,60
spirituelle,spirituel,30
et,et,82
très,très,60
vive,vif,30
",",",",p
sourire,sourire,21
qui,qui,52
n',ne,60
avait,avoir,18
rien,rien,52
de,de,81
la,le,71
sécheresse,sécheresse,22
politique,politique,30
",",",",p
mais,mais,82
tout,tout,52
de,de,81
la,le,71
bonté,bonté,22
chrétienne,chrétien,30
/.,/.,P
une,un,71
calotte,calotte,22
blanche,blanc,30
couvrait,couvrir,18
ses,son,73
cheveux,cheveu,21
longs,long,30
",",",",p
noirs,noir,30
",",",",p
mais,mais,82
sillonnés,sillonné,31
de,de,81
larges,large,30
mèches,mèche,22
argentées,argenté,31
/.,/.,P
il,il,51
portait,porter,18
négligemment,négligemment,60
sur,sur,81
ses,son,73
épaules,épaule,22
courbées,courbé,31
un,un,71
long,long,30
camail,camail,21
de,de,81
velours,velours,21
rouge,rouge,30
",",",",p
et,et,82
sa,son,73
robe,robe,22
traînait,traîner,18
sur,sur,81
ses,son,73
pieds,pied,21
/.,/.,P
il,il,51
entra,entrer,19
lentement,lentement,60
",",",",p
avec,avec,81
la,le,71
démarche,démarche,22
calme,calme,30
et,et,82
prudente,prudent,30
d',de,81
une,un,71
femme,femme,22
âgée,âgé,30
/.,/.,P
il,il,51
vint,venir,19
s',se,51
asseoir,asseoir,14
",",",",p
les,le,71
yeux,oeil,21
baissés,baissé,31
",",",",p
sur,sur,81
un,un,52
des,de,81
des,le,71
grands,grand,30
fauteuils,fauteuil,21
romains,romain,30
dorés,doré,31
et,et,82
chargés,chargé,31
d',de,81
aigles,aigle,21
",",",",p
et,et,82
attendit,attendre,19
ce,ce,52
que,que,52
lui,lui,51
allait,aller,18
dire,dire,14
l',le,71
autre,autre,75
Italien,Italien,20
/.,/.,P
ah,ah,93
!,!,p
monsieur,monsieur,21
",",",",p
quelle,quel,75
scène,scène,22
!,!,p
quelle,quel,75
scène,scène,22
!,!,p
je,je,51
la,le,52
vois,voir,17
encore,encore,60
/.,/.,P
-,-,p
ce,ce,52
ne,ne,60
fut,être,19
pas,pas,60
le,le,71
génie,génie,21
de,de,81
l',le,71
homme,homme,21
qu',que,52
elle,il,51
me,je,51
montra,montrer,19
",",",",p
mais,mais,82
ce,ce,52
fut,être,19
son,son,73
caractère,caractère,21
;,;,p
et,et,82
si,si,83
son,son,73
vaste,vaste,30
esprit,esprit,21
ne,ne,60
s',se,51
y,y,52
déroula,dérouler,19
pas,pas,60
",",",",p
du,de,81
du,le,71
moins,moins,60
son,son,73
coeur,coeur,21
y,y,52
éclata,éclater,19
/.,/.,P
-,-,p
Bonaparte,Bonaparte,20
n',ne,60
était,être,18
pas,pas,60
alors,alors,60
ce,ce,52
que,que,52
vous,vous,51
l',le,52
avez,avoir,17
vu,voir,12
depuis,depuis,81
;,;,p
il,il,51
n',ne,60
avait,avoir,18
point,point,60
ce,ce,74
ventre,ventre,21
de,de,81
financier,financier,21
",",",",p
ce,ce,74
visage,visage,21
joufflu,joufflu,30
et,et,82
malade,malade,30
",",",",p
ces,ce,74
jambes,jambe,22
de,de,81
goutteux,goutteux,30
",",",",p
tout,tout,75
cet,ce,74
infirme,infirme,30
embonpoint,embonpoint,21
que,que,52
l',le,71
art,art,21
a,avoir,17
malheureusement,malheureusement,60
saisi,saisir,12
pour,pour,81
en,en,52
faire,faire,14
un,un,71
type,type,21
",",",",p
selon,selon,81
le,le,71
langage,langage,21
actuel,actuel,30
",",",",p
et,et,82
qui,qui,52
a,avoir,17
laissé,laisser,12
de,de,81
lui,lui,51
",",",",p
à,à,81
la,le,71
foule,foule,22
",",",",p
je,je,51
ne,ne,60
sais,savoir,17
quelle,quel,75
forme,forme,22
populaire,populaire,30
et,et,82
grotesque,grotesque,30
qui,qui,52
le,le,52
livre,livrer,17
aux,à,81
aux,le,71
jouets,jouet,21
d',de,81
enfants,enfant,21
et,et,82
le,le,52
laissera,laisser,15
peut-être,peut-être,60
un,un,71
jour,jour,21
fabuleux,fabuleux,30
et,et,82
impossible,impossible,30
comme,comme,83
l',le,71
informe,informe,30
Polichinelle,Polichinelle,20
/.,/.,P
-,-,p
il,il,51
n',ne,60
était,être,18
point,point,60
ainsi,ainsi,60
alors,alors,60
",",",",p
monsieur,monsieur,21
",",",",p
mais,mais,82
nerveux,nerveux,30
et,et,82
souple,souple,30
",",",",p
mais,mais,82
leste,leste,30
",",",",p
vif,vif,30
et,et,82
élancé,élancé,31
",",",",p
convulsif,convulsif,30
dans,dans,81
ses,son,73
gestes,geste,21
",",",",p
gracieux,gracieux,30
dans,dans,81
quelques,quelque,75
moments,moment,21
",",",",p
recherché,recherché,31
dans,dans,81
ses,son,73
manières,manière,22
;,;,p
la,le,71
poitrine,poitrine,22
plate,plat,30
et,et,82
rentrée,rentré,31
entre,entre,81
les,le,71
épaules,épaule,22
",",",",p
et,et,82
tel,tel,75
encore,encore,60
que,que,83
je,je,51
l',le,52
avais,avoir,18
vu,voir,12
à,à,81
Malte,Malte,20
",",",",p
le,le,71
visage,visage,21
mélancolique,mélancolique,30
et,et,82
effilé,effilé,31
/.,/.,P
il,il,51
ne,ne,60
cessa,cesser,19
point,point,60
de,de,81
marcher,marcher,14
dans,dans,81
la,le,71
chambre,chambre,22
quand,quand,83
le,le,71
pape,pape,21
fut,être,19
entré,entrer,12
;,;,p
il,il,51
se,se,51
mit,mettre,19
à,à,81
rôder,rôder,14
autour,autour,60
du,de,81
du,le,71
fauteuil,fauteuil,21
comme,comme,83
un,un,71
chasseur,chasseur,21
prudent,prudent,30
",",",",p
et,et,82
s',se,51
arrêtant,arrêter,13
tout,tout,60
à,à,81
coup,coup,21
en,en,81
face,face,22
de,de,81
lui,lui,51
dans,dans,81
l',le,71
attitude,attitude,22
roide,raide,30
et,et,82
immobile,immobile,30
d',de,81
un,un,71
caporal,caporal,21
",",",",p
il,il,51
reprit,reprendre,19
une,un,71
suite,suite,22
de,de,81
la,le,71
conversation,conversation,22
commencée,commencé,31
dans,dans,81
leur,leur,73
voiture,voiture,22
",",",",p
interrompue,interrompu,31
par,par,81
l',le,71
arrivée,arrivée,22
",",",",p
et,et,82
qu',que,52
il,il,51
lui,lui,51
tardait,tarder,18
de,de,81
poursuivre,poursuivre,14
/.,/.,P
-,-,p
“,“,p
je,je,51
vous,vous,51
le,le,52
répète,répéter,17
",",",",p
Saint-Père,Saint Père,20
",",",",p
je,je,51
ne,ne,60
suis,être,17
point,point,60
un,un,71
esprit,esprit,21
fort,fort,30
",",",",p
moi,moi,51
",",",",p
et,et,82
je,je,51
n',ne,60
aime,aimer,17
pas,pas,60
les,le,71
raisonneurs,raisonneur,21
et,et,82
les,le,71
idéologues,idéologue,21
/.,/.,P
je,je,51
vous,vous,51
assure,assurer,17
que,que,83
",",",",p
malgré,malgré,81
mes,mon,73
vieux,vieux,30
républicains,républicain,21
",",",",p
j',je,51
irai,aller,15
à,à,81
la,le,71
messe,messe,22
/.,/.,P
“,“,p
il,il,51
jeta,jeter,19
ces,ce,74
derniers,dernier,30
mots,mot,21
brusquement,brusquement,60
au,à,81
au,le,71
pape,pape,21
comme,comme,83
un,un,71
coup,coup,21
d',de,81
encensoir,encensoir,21
lancé,lancé,31
au,à,81
au,le,71
visage,visage,21
",",",",p
et,et,82
s',se,51
arrêta,arrêter,19
pour,pour,81
en,en,52
attendre,attendre,14
l',le,71
effet,effet,21
",",",",p
pensant,penser,13
que,que,83
les,le,71
circonstances,circonstance,22
tant,tant,60
soit,être,17
peu,peu,60
impies,impie,30
qui,qui,52
avaient,avoir,18
précédé,précéder,12
l',le,71
entrevue,entrevue,22
devaient,devoir,18
donner,donner,14
à,à,81
cet,ce,74
aveu,aveu,21
subit,subit,30
et,et,82
net,net,30
une,un,71
valeur,valeur,22
extraordinaire,extraordinaire,30
/.,/.,P
-,-,p
le,le,71
pape,pape,21
baissa,baisser,19
les,le,71
yeux,oeil,21
et,et,82
posa,poser,19
ses,son,73
deux,deux,72
mains,main,22
sur,sur,81
les,le,71
têtes,tête,22
d',de,81
aigle,aigle,21
qui,qui,52
formaient,former,18
les,le,71
bras,bras,21
de,de,81
son,son,73
fauteuil,fauteuil,21
/.,/.,P
il,il,51
parut,paraître,19
",",",",p
par,par,81
cette,ce,74
attitude,attitude,22
de,de,81
statue,statue,22
romaine,romain,30
",",",",p
qu',que,83
il,il,51
disait,dire,18
clairement,clairement,60
:,:,p
je,je,51
me,je,51
résigne,résigner,17
d',de,81
avance,avance,22
à,à,81
écouter,écouter,14
toutes,tout,75
les,le,71
choses,chose,22
profanes,profane,30
qu',que,52
il,il,51
lui,lui,51
plaira,plaire,15
de,de,81
me,je,51
faire,faire,14
entendre,entendre,14
/.,/.,P
Bonaparte,Bonaparte,20
fit,faire,19
le,le,71
tour,tour,21
de,de,81
la,le,71
chambre,chambre,22
et,et,82
du,de,81
du,le,71
fauteuil,fauteuil,21
qui,qui,52
se,se,51
trouvait,trouver,18
au,à,81
au,le,71
milieu,milieu,21
",",",",p
et,et,82
je,je,51
vis,voir,19
",",",",p
au,à,81
au,le,71
regard,regard,21
qu',que,52
il,il,51
jetait,jeter,18
de,de,81
côté,côté,21
sur,sur,81
le,le,71
vieux,vieux,30
pontife,pontife,21
",",",",p
qu',que,52
il,il,51
n',ne,60
était,être,18
content,content,30
ni,ni,82
de,de,81
lui-même,lui-même,51
ni,ni,82
de,de,81
son,son,73
adversaire,adversaire,21
",",",",p
et,et,82
qu',que,52
il,il,51
se,se,51
reprochait,reprocher,18
d',de,81
avoir,avoir,14
trop,trop,60
lestement,lestement,60
débuté,débuter,12
dans,dans,81
cette,ce,74
reprise,reprise,22
de,de,81
conversation,conversation,22
/.,/.,P
il,il,51
se,se,51
mit,mettre,19
donc,donc,82
à,à,81
parler,parler,14
avec,avec,81
plus,plus,60
de,de,81
suite,suite,22
",",",",p
en,en,81
marchant,marcher,13
circulairement,circulairement,60
et,et,82
jetant,jeter,13
à la dérobée,à la dérobée,60
des,de,81
des,le,71
regards,regard,21
perçants,perçant,30
dans,dans,81
les,le,71
glaces,glace,22
de,de,81
l',le,71
appartement,appartement,21
où,où,60
se,se,51
réfléchissait,réfléchir,18
la,le,71
figure,figure,22
grave,grave,30
du,de,81
du,le,71
Saint-Père,Saint Père,20
",",",",p
et,et,82
le,le,52
regardant,regarder,13
en,en,81
profil,profil,21
quand,quand,83
il,il,51
passait,passer,18
près,près,81
de,de,81
lui,lui,51
",",",",p
mais,mais,82
jamais,jamais,60
en,en,81
face,face,22
",",",",p
de,de,81
peur,peur,22
de,de,81
sembler,sembler,14
trop,trop,60
inquiet,inquiet,30
de,de,81
l',le,71
impression,impression,22
de,de,81
ses,son,73
paroles,parole,22
/.,/.,P
-,-,p
“,“,p
il,il,51
y,y,52
a,avoir,17
quelque,quelque,75
chose,chose,22
",",",",p
dit,dire,19
il,il,51
",",",",p
qui,qui,52
me,je,51
reste,rester,17
sur,sur,81
le,le,71
coeur,coeur,21
",",",",p
Saint-Père,Saint Père,20
",",",",p
c',ce,52
est,être,17
que,que,83
vous,vous,51
consentez,consentir,17
au,à,81
au,le,71
sacre,sacre,21
de,de,81
la,le,71
même,même,75
manière,manière,22
que,que,83
l',le,71
autre,autre,75
fois,fois,22
au,à,81
au,le,71
concordat,concordat,21
",",",",p
comme,comme,83
si,si,83
vous,vous,51
y,y,52
étiez,être,18
forcé,forcer,12
/.,/.,P
vous,vous,51
avez,avoir,17
un,un,71
air,air,21
de,de,81
martyr,martyr,21
devant,devant,81
moi,moi,51
",",",",p
vous,vous,51
êtes,être,17
là,là,60
comme,comme,83
résigné,résigner,12
",",",",p
comme,comme,83
offrant,offrir,13
au,à,81
au,le,71
ciel,ciel,21
vos,votre,73
douleurs,douleur,22
/.,/.,P
mais,mais,82
",",",",p
en,en,81
vérité,vérité,22
",",",",p
ce,ce,52
n',ne,60
est,être,17
pas,pas,60
là,là,60
votre,votre,73
situation,situation,22
",",",",p
vous,vous,51
n',ne,60
êtes,être,17
pas,pas,60
prisonnier,prisonnier,30
",",",",p
par,par,81
dieu,dieu,21
!,!,p
vous,vous,51
êtes,être,17
libre,libre,30
comme,comme,83
l',le,71
air,air,21
/.,/.,P
“,“,p
Pie VII,Pie VII,20
sourit,sourire,19
avec,avec,81
tristesse,tristesse,22
et,et,82
le,le,52
regarda,regarder,19
en,en,81
face,face,22
/.,/.,P
il,il,51
sentait,sentir,18
ce,ce,52
qu',que,52
il,il,51
y,y,52
avait,avoir,18
de,de,81
prodigieux,prodigieux,30
dans,dans,81
les,le,71
exigences,exigence,22
de,de,81
ce,ce,74
caractère,caractère,21
despotique,despotique,30
",",",",p
à,à,81
qui,qui,52
",",",",p
comme,comme,83
à,à,81
tous,tout,75
les,le,71
esprits,esprit,21
de,de,81
même,même,75
nature,nature,22
",",",",p
il,il,51
ne,ne,60
suffisait,suffire,18
pas,pas,60
de,de,81
se,se,51
faire,faire,14
obéir,obéir,14
si,si,83
",",",",p
en,en,81
obéissant,obéir,13
",",",",p
on,on,51
ne,ne,60
semblait,sembler,18
encore,encore,60
avoir,avoir,14
désiré,désirer,12
ardemment,ardemment,60
ce,ce,52
qu',que,52
il,il,51
ordonnait,ordonner,18
/.,/.,P
-,-,p
“,“,p
oui,oui,60
",",",",p
reprit,reprendre,19
Bonaparte,Bonaparte,20
avec,avec,81
plus,plus,60
de,de,81
force,force,22
",",",",p
vous,vous,51
êtes,être,17
parfaitement,parfaitement,60
libre,libre,30
;,;,p
vous,vous,51
pouvez,pouvoir,17
vous,vous,51
en,en,52
retourner,retourner,14
à,à,81
Rome,Rome,20
",",",",p
la,le,71
route,route,22
vous,vous,51
est,être,17
ouverte,ouvrir,12
",",",",p
personne,personne,52
ne,ne,60
vous,vous,51
retient,retenir,17
/.,/.,P
“,“,p
le,le,71
pape,pape,21
soupira,soupirer,19
et,et,82
leva,lever,19
sa,son,73
main,main,22
droite,droit,30
et,et,82
ses,son,73
yeux,oeil,21
au,à,81
au,le,71
ciel,ciel,21
sans,sans,81
répondre,répondre,14
;,;,p
ensuite,ensuite,60
il,il,51
laissa,laisser,19
retomber,retomber,14
très,très,60
lentement,lentement,60
son,son,73
front,front,21
ridé,ridé,31
et,et,82
se,se,51
mit,mettre,19
à,à,81
considérer,considérer,14
la,le,71
croix,croix,22
d',de,81
or,or,21
suspendue,suspendu,31
à,à,81
son,son,73
cou,cou,21
/.,/.,P
Bonaparte,Bonaparte,20
continua,continuer,19
à,à,81
parler,parler,14
en,en,81
tournoyant,tournoyer,13
plus,plus,60
lentement,lentement,60
/.,/.,P
sa,son,73
voix,voix,22
devint,devenir,19
douce,doux,30
et,et,82
son,son,73
sourire,sourire,21
plein,plein,30
de,de,81
grâce,grâce,22
/.,/.,P
-,-,p
“,“,p
Saint-Père,Saint Père,20
",",",",p
si,si,83
la,le,71
gravité,gravité,22
de,de,81
votre,votre,73
caractère,caractère,21
ne,ne,60
m',je,51
en,en,52
empêchait,empêcher,18
",",",",p
je,je,51
dirais,dire,16
",",",",p
en,en,81
vérité,vérité,22
",",",",p
que,que,83
vous,vous,51
êtes,être,17
un,un,71
peu,peu,60
ingrat,ingrat,30
/.,/.,P
vous,vous,51
ne,ne,60
paraissez,paraître,17
pas,pas,60
vous,vous,51
souvenir,souvenir,14
assez,assez,60
des,de,81
des,le,71
bons,bon,30
services,service,21
que,que,52
la,le,71
France,France,20
vous,vous,51
a,avoir,17
rendus,rendre,12
/.,/.,P
le,le,71
conclave,conclave,21
de,de,81
Venise,Venise,20
",",",",p
qui,qui,52
vous,vous,51
a,avoir,17
élu,élire,12
pape,pape,21
",",",",p
m',je,51
a,avoir,17
un,un,71
peu,peu,60
l',le,71
air,air,21
d',de,81
avoir,avoir,14
été,être,12
inspiré,inspirer,12
par,par,81
ma,mon,73
campagne,campagne,22
d',de,81
Italie,Italie,20
et,et,82
par,par,81
un,un,71
mot,mot,21
que,que,52
j',je,51
ai,avoir,17
dit,dire,12
sur,sur,81
vous,vous,51
/.,/.,P
l',le,71
Autriche,Autriche,20
ne,ne,60
vous,vous,51
traita,traiter,19
pas,pas,60
bien,bien,60
alors,alors,60
",",",",p
et,et,82
j',je,51
en,en,52
fus,être,19
très,très,60
affligé,affliger,12
/.,/.,P
votre,votre,73
sainteté,sainteté,22
fut,être,19
",",",",p
je,je,51
crois,croire,17
",",",",p
obligée,obliger,12
de,de,81
revenir,revenir,14
par,par,81
mer,mer,22
à,à,81
Rome,Rome,20
",",",",p
faute,faute,22
de,de,81
pouvoir,pouvoir,14
passer,passer,14
par,par,81
les,le,71
terres,terre,22
autrichiennes,autrichien,30
/.,/.,P
“,“,p
il,il,51
s',se,51
interrompit,interrompre,19
pour,pour,81
attendre,attendre,14
la,le,71
réponse,réponse,22
du,de,81
du,le,71
silencieux,silencieux,21
hôte,hôte,30
qu',que,52
il,il,51
s',se,51
était,être,18
donné,donner,12
;,;,p
mais,mais,82
Pie VII,Pie VII,20
ne,ne,60
fit,faire,19
qu',que,83
une,un,71
inclination,inclination,22
de,de,81
tête,tête,22
presque,presque,60
imperceptible,imperceptible,30
",",",",p
et,et,82
demeura,demeurer,19
comme,comme,83
plongé,plongé,31
dans,dans,81
un,un,71
abattement,abattement,21
qui,qui,52
l',le,52
empêchait,empêcher,18
d',de,81
écouter,écouter,14
/.,/.,P
Bonaparte,Bonaparte,20
alors,alors,60
poussa,pousser,19
du,de,81
du,le,71
pied,pied,21
une,un,71
chaise,chaise,22
près,près,81
du,de,81
du,le,71
grand,grand,30
fauteuil,fauteuil,21
du,de,81
du,le,71
pape,pape,21
/.,/.,P
-,-,p
je,je,51
tressaillis,tressaillir,19
",",",",p
parce qu',parce que,83
en,en,81
venant,venir,13
chercher,chercher,14
ce,ce,74
siège,siège,21
",",",",p
il,il,51
avait,avoir,18
effleuré,effleurer,12
de,de,81
son,son,73
épaulette,épaulette,22
le,le,71
rideau,rideau,21
de,de,81
l',le,71
alcôve,alcôve,22
où,où,60
j',je,51
étais,être,18
caché,cacher,12
/.,/.,P
-,-,p
“,“,p
ce,ce,52
fut,être,19
",",",",p
en,en,81
vérité,vérité,22
",",",",p
continua,continuer,19
t,t,94
il,il,51
",",",",p
comme,comme,83
catholique,catholique,21
que,que,83
cela,cela,52
m',je,51
affligea,affliger,19
/.,/.,P
je,je,51
n',ne,60
ai,avoir,17
jamais,jamais,60
eu,avoir,12
le,le,71
temps,temps,21
d',de,81
étudier,étudier,14
beaucoup,beaucoup,60
la,le,71
théologie,théologie,22
",",",",p
moi,moi,51
;,;,p
mais,mais,82
j',je,51
ajoute,ajouter,17
encore,encore,60
une,un,71
grande,grand,30
foi,foi,22
à,à,81
la,le,71
puissance,puissance,22
de,de,81
l',le,71
Eglise,Eglise,20
;,;,p
elle,il,51
a,avoir,17
une,un,71
vitalité,vitalité,22
prodigieuse,prodigieux,30
",",",",p
Saint-Père,Saint Père,20
/.,/.,P
Voltaire,Voltaire,20
vous,vous,51
a,avoir,17
bien,bien,60
un,un,71
peu,peu,60
entamés,entamer,12
;,;,p
mais,mais,82
je,je,51
ne,ne,60
l',le,52
aime,aimer,17
pas,pas,60
",",",",p
et,et,82
je,je,51
vais,aller,17
lâcher,lâcher,14
sur,sur,81
lui,lui,51
un,un,71
vieil,vieux,30
oratorien,oratorien,21
défroqué,défroqué,31
/.,/.,P
vous,vous,51
serez,être,15
content,content,30
",",",",p
allez,aller,17
/.,/.,P
tenez,tenir,17
",",",",p
nous,nous,51
pourrions,pouvoir,16
",",",",p
si,si,83
vous,vous,51
vouliez,vouloir,17
",",",",p
faire,faire,14
bien,bien,60
des,de,81
des,le,71
choses,chose,22
à,à,81
l',le,71
avenir,avenir,21
/.,/.,P
“,“,p
il,il,51
prit,prendre,19
un,un,71
air,air,21
d',de,81
innocence,innocence,22
et,et,82
de,de,81
jeunesse,jeunesse,22
très,très,60
caressant,caressant,30
/.,/.,P
-,-,p
“,“,p
moi,moi,51
",",",",p
je,je,51
ne,ne,60
sais,savoir,17
pas,pas,60
",",",",p
j',je,51
ai,avoir,17
beau,beau,60
chercher,chercher,14
",",",",p
je,je,51
ne,ne,60
vois,voir,17
pas,pas,60
bien,bien,60
",",",",p
en,en,81
vérité,vérité,22
",",",",p
pourquoi,pourquoi,60
vous,vous,51
auriez,avoir,16
de,de,81
la,le,71
répugnance,répugnance,22
à,à,81
siéger,siéger,14
à,à,81
Paris,Paris,20
pour,pour,81
toujours,toujours,60
/.,/.,P
je,je,51
vous,vous,51
laisserais,laisser,16
",",",",p
ma,mon,73
foi,foi,22
",",",",p
les,le,71
Tuileries,Tuileries,20
",",",",p
si,si,83
vous,vous,51
vouliez,vouloir,17
/.,/.,P
vous,vous,51
y,y,52
trouveriez,trouver,16
déjà,déjà,60
votre,votre,73
chambre,chambre,22
de,de,81
Monte Cavallo,Monte Cavallo,20
qui,qui,52
vous,vous,51
attend,attendre,17
/.,/.,P
moi,moi,51
",",",",p
je,je,51
n',ne,60
y,y,52
séjourne,séjourner,17
guère,guère,60
/.,/.,P
ne,ne,60
