11655
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quarante-troisième extrait>,<>,<>
;,;,p
et,et,82
ils,ils,51
furent,être,19
encore,encore,60
saisis,saisir,12
d',de,81
étonnement,étonnement,21
en,en,81
arrivant,arriver,13
au,à,81
au,le,71
chemin,chemin,21
des,de,81
des,le,71
fous,fou,21
",",",",p
vertigineux,vertigineux,30
sentier,sentier,21
de,de,81
granit,granit,21
qui,qui,52
circule,circuler,17
sans,sans,81
parapet,parapet,21
presque,presque,60
au,à,81
au,le,71
faîte,faîte,21
de,de,81
la,le,71
dernière,dernier,30
tour,tour,22
/.,/.,P
-,-,p
peut,pouvoir,17
on,on,51
passer,passer,14
?,?,p
demanda,demander,19
t,t,94
elle,il,51
/.,/.,P
-,-,p
c',ce,52
est,être,17
défendu,défendre,12
",",",",p
reprit,reprendre,19
le,le,71
guide,guide,21
/.,/.,P
elle,il,51
montra,montrer,19
vingt,vingt,72
francs,franc,21
/.,/.,P
l',le,71
homme,homme,21
hésita,hésiter,19
/.,/.,P
toute,tout,75
la,le,71
famille,famille,22
",",",",p
étourdie,étourdie,22
déjà,déjà,60
devant,devant,81
l',le,71
abîme,abîme,21
et,et,82
l',le,71
immensité,immensité,22
de,de,81
l',le,71
étendue,étendue,22
",",",",p
s',se,51
opposait,opposer,18
à,à,81
cette,ce,74
imprudence,imprudence,22
/.,/.,P
elle,il,51
interrogea,interroger,19
Mariolle,Mariolle,20
:,:,p
-,-,p
vous,vous,51
irez,aller,15
bien,bien,60
là,là,60
",",",",p
vous,vous,51
/?,/?,P
il,il,51
se,se,51
mit,mettre,19
à,à,81
rire,rire,14
:,:,p
-,-,p
j',je,51
ai,avoir,17
franchi,franchir,12
des,de,81
des,le,71
passages,passage,21
plus,plus,60
difficiles,difficile,30
/.,/.,P
et,et,82
",",",",p
sans,sans,81
plus,plus,60
s',se,51
occuper,occuper,14
des,de,81
des,le,71
autres,autre,52
",",",",p
ils,ils,51
partirent,partir,19
/.,/.,P
il,il,51
marchait,marcher,18
le,le,71
premier,premier,72
sur,sur,81
l',le,71
étroite,étroit,30
corniche,corniche,22
",",",",p
tout,tout,52
au,à,81
au,le,71
bord,bord,21
du,de,81
du,le,71
gouffre,gouffre,21
",",",",p
et,et,82
elle,il,51
le,le,52
suivait,suivre,18
",",",",p
glissant,glisser,13
contre,contre,81
le,le,71
mur,mur,21
",",",",p
les,le,71
yeux,oeil,21
baissés,baissé,31
",",",",p
pour,pour,81
ne,ne,60
pas,pas,60
voir,voir,14
le,le,71
trou,trou,21
béant,béant,30
sous,sous,81
eux,ils,51
",",",",p
émue,ému,31
à,à,81
présent,présent,21
",",",",p
presque,presque,60
défaillante,défaillant,30
de,de,81
peur,peur,22
",",",",p
cramponnée,cramponné,31
à,à,81
la,le,71
main,main,22
qu',que,52
il,il,51
tendait,tendre,18
vers,vers,81
elle,il,51
;,;,p
mais,mais,82
elle,il,51
le,le,52
sentait,sentir,18
fort,fort,60
",",",",p
sans,sans,81
défaillance,défaillance,22
",",",",p
sûr,sûr,30
de,de,81
sa,son,73
tête,tête,22
et,et,82
de,de,81
son,son,73
pied,pied,21
",",",",p
et,et,82
elle,il,51
pensait,penser,18
",",",",p
ravie,ravi,31
malgré,malgré,81
sa,son,73
frayeur,frayeur,22
:,:,p
“,“,p
vraiment,vraiment,60
",",",",p
c',ce,52
est,être,17
un,un,71
homme,homme,21
/.,/.,P
“,“,p
ils,ils,51
étaient,être,18
seuls,seul,30
dans,dans,81
l',le,71
espace,espace,21
",",",",p
aussi,aussi,60
haut,haut,30
que,que,83
planent,planer,17
les,le,71
oiseaux,oiseau,21
de,de,81
mer,mer,22
",",",",p
dominant,dominer,13
le,le,71
même,même,75
horizon,horizon,21
que,que,83
les,le,71
bêtes,bête,22
aux,à,81
aux,le,71
ailes,aile,22
blanches,blanc,30
parcourent,parcourir,17
sans,sans,81
cesse,cesse,22
de,de,81
leur,leur,73
vol,vol,21
en,en,81
l',le,52
explorant,explorer,13
de,de,81
leurs,leur,73
petits,petit,30
yeux,oeil,21
jaunes,jaune,30
/.,/.,P
la,le,52
sentant,sentir,13
trembler,trembler,14
",",",",p
Mariolle,Mariolle,20
demanda,demander,19
:,:,p
-,-,p
vous,vous,51
avez,avoir,17
le,le,71
vertige,vertige,21
/?,/?,P
elle,il,51
répondit,répondre,19
à,à,81
voix,voix,22
basse,bas,30
:,:,p
-,-,p
un,un,71
peu,peu,60
",",",",p
mais,mais,82
avec,avec,81
vous,vous,51
je,je,51
ne,ne,60
crains,craindre,17
rien,rien,52
/.,/.,P
alors,alors,60
",",",",p
se,se,51
rapprochant,rapprocher,13
d',de,81
elle,il,51
",",",",p
il,il,51
l',le,52
enlaça,enlacer,19
d',de,81
un,un,71
bras,bras,21
pour,pour,81
la,le,52
soutenir,soutenir,14
",",",",p
et,et,82
elle,il,51
se,se,51
sentit,sentir,19
tellement,tellement,60
rassurée,rassuré,31
par,par,81
ce,ce,74
rude,rude,30
secours,secours,21
qu',que,52
elle,il,51
leva,lever,19
la,le,71
tête,tête,22
pour,pour,81
regarder,regarder,14
au,à,81
au,le,71
loin,loin,60
/.,/.,P
il,il,51
la,le,52
portait,porter,18
presque,presque,60
",",",",p
et,et,82
elle,il,51
se,se,51
laissait,laisser,18
aller,aller,14
",",",",p
jouissant,jouir,13
de,de,81
cette,ce,74
protection,protection,22
robuste,robuste,30
qui,qui,52
lui,lui,51
faisait,faire,18
traverser,traverser,14
le,le,71
ciel,ciel,21
",",",",p
et,et,82
elle,il,51
lui,lui,51
savait,savoir,18
gré,gré,21
",",",",p
un,un,71
gré,gré,21
romanesque,romanesque,30
de,de,81
femme,femme,22
",",",",p
de,de,81
ne,ne,60
pas,pas,60
gâter,gâter,14
de,de,81
baiser,baiser,14
cette,ce,74
promenade,promenade,22
de,de,81
goélands,goéland,21
/.,/.,P
lorsqu',lorsque,83
ils,ils,51
eurent,avoir,19
rejoint,rejoindre,12
ceux,celui,52
qui,qui,52
les,le,52
attendaient,attendre,18
tourmentés,tourmenté,31
d',de,81
inquiétude,inquiétude,22
",",",",p
monsieur,monsieur,21
de,de,81
Pradon,Pradon,20
",",",",p
exaspéré,exaspéré,31
",",",",p
dit,dit,31
à,à,81
sa,son,73
fille,fille,22
:,:,p
-,-,p
dieu,dieu,21
",",",",p
est,être,17
ce,ce,52
niais,niais,30
ce,ce,52
que,que,52
tu,tu,51
viens,venir,17
de,de,81
faire,faire,14
/!,/!,P
elle,il,51
répondit,répondre,19
avec,avec,81
conviction,conviction,22
:,:,p
-,-,p
non,non,60
",",",",p
puisque,puisque,83
ça,ça,52
a,avoir,17
réussi,réussir,12
/.,/.,P
rien,rien,52
n',ne,60
est,être,17
bête,bête,30
de,de,81
ce,ce,52
qui,qui,52
réussit,réussir,19
",",",",p
papa,papa,21
/.,/.,P
il,il,51
haussa,hausser,19
les,le,71
épaules,épaule,22
",",",",p
et,et,82
on,on,51
redescendit,redescendre,19
/.,/.,P
on,on,51
s',se,51
arrêta,arrêter,19
encore,encore,60
chez,chez,81
le,le,71
portier,portier,21
pour,pour,81
acheter,acheter,14
des,de,81
des,le,71
photographies,photographie,22
",",",",p
et,et,82
lorsqu',lorsque,83
on,on,51
revint,revenir,19
à,à,81
l',le,71
hôtel,hôtel,21
",",",",p
il,il,51
était,être,18
presque,presque,60
l',le,71
heure,heure,22
du,de,81
du,le,71
dîner,dîner,21
/.,/.,P
la,le,71
patronne,patronne,22
conseilla,conseiller,19
une,un,71
courte,court,30
promenade,promenade,22
sur,sur,81
les,le,71
sables,sable,21
",",",",p
vers,vers,81
le,le,71
large,large,21
",",",",p
afin,afin,81
d',de,81
admirer,admirer,14
le,le,71
mont,mont,21
du,de,81
du,le,71
côté,côté,21
de,de,81
la,le,71
pleine,plein,30
mer,mer,22
",",",",p
d',de,81
où,où,60
il,il,51
présentait,présenter,18
",",",",p
disait,dire,18
elle,il,51
",",",",p
son,son,73
plus,plus,60
magnifique,magnifique,30
aspect,aspect,21
/.,/.,P
bien,bien,60
que,que,83
fatiguée,fatigué,31
la,le,71
troupe,troupe,22
entière,entier,30
repartit,repartir,19
et,et,82
contourna,contourner,19
les,le,71
remparts,rempart,21
en,en,81
s',se,51
éloignant,éloigner,13
un,un,71
peu,peu,60
dans,dans,81
la,le,71
dune,dune,22
inquiétante,inquiétant,30
",",",",p
molle,mou,30
avec,avec,81
des,de,81
des,le,71
aspects,aspect,21
de,de,81
solidité,solidité,22
",",",",p
où,où,60
le,le,71
pied,pied,21
posé,posé,31
sur,sur,81
le,le,71
beau,beau,30
tapis,tapis,21
jaune,jaune,30
tendu,tendu,31
sous,sous,81
lui,lui,51
",",",",p
et,et,82
qui,qui,52
semblait,sembler,18
dur,dur,30
",",",",p
s',se,51
enfonçait,enfoncer,18
soudain,soudain,60
jusqu',jusque,81
au,à,81
au,le,71
mollet,mollet,21
en,en,81
des,de,81
des,le,71
vases,vase,22
trompeuses,trompeur,30
et,et,82
dorées,doré,31
/.,/.,P
de,de,81
là,là,60
",",",",p
l',le,71
abbaye,abbaye,22
",",",",p
perdant,perdre,13
tout,tout,60
à,à,81
coup,coup,21
l',le,71
aspect,aspect,21
de,de,81
cathédrale,cathédrale,22
marine,marin,30
dont,dont,52
elle,il,51
étonnait,étonner,18
de,de,81
loin,loin,60
la,le,71
terre,terre,22
ferme,ferme,30
",",",",p
prenait,prendre,18
",",",",p
pour,pour,81
menacer,menacer,14
l',le,71
océan,océan,21
",",",",p
un,un,71
air,air,21
belliqueux,belliqueux,30
de,de,81
manoir,manoir,21
féodal,féodal,30
",",",",p
avec,avec,81
sa,son,73
grande,grand,30
muraille,muraille,22
crénelée,crénelé,30
percée,percé,31
de,de,81
meurtrières,meurtrière,22
pittoresques,pittoresque,30
et,et,82
soutenue,soutenu,31
par,par,81
des,de,81
des,le,71
contreforts,contrefort,21
géants,géant,30
qui,qui,52
venaient,venir,18
souder,souder,14
leur,leur,73
maçonnerie,maçonnerie,22
de,de,81
cyclopes,cyclope,21
dans,dans,81
le,le,71
pied,pied,21
de,de,81
l',le,71
étrange,étrange,30
montagne,montagne,22
/.,/.,P
mais,mais,82
madame,madame,22
de,de,81
Burne,Burne,20
et,et,82
André,André,20
Mariolle,Mariolle,20
ne,ne,60
s',se,51
occupaient,occuper,18
plus,plus,60
guère,guère,60
de,de,81
tout,tout,75
cela,cela,52
/.,/.,P
ils,ils,51
ne,ne,60
songeaient,songer,18
qu',que,83
à,à,81
eux-mêmes,eux-mêmes,51
",",",",p
enlacés,enlacé,31
dans,dans,81
le,le,71
filet,filet,21
qu',que,83
ils,ils,51
s',se,51
étaient,être,18
tendu,tendre,12
l',le,71
un,un,52
à,à,81
l',le,71
autre,autre,52
",",",",p
enfermés,enfermé,31
dans,dans,81
cette,ce,74
prison,prison,22
où,où,60
l',l',94
on,on,51
ne,ne,60
sait,savoir,17
plus,plus,60
rien,rien,52
du,de,81
du,le,71
monde,monde,21
",",",",p
où,où,60
l',l',94
on,on,51
ne,ne,60
voit,voir,17
plus,plus,60
rien,rien,52
qu',que,52
un,un,71
être,être,21
/.,/.,P
lorsqu',lorsque,83
ils,ils,51
se,se,51
retrouvèrent,retrouver,19
assis,assis,31
devant,devant,81
leurs,leur,73
assiettes,assiette,22
pleines,plein,30
",",",",p
sous,sous,81
la,le,71
gaie,gai,30
lumière,lumière,22
des,de,81
des,le,71
lampes,lampe,22
",",",",p
ils,ils,51
semblèrent,sembler,19
se,se,51
réveiller,réveiller,14
",",",",p
et,et,82
ils,ils,51
s',se,51
aperçurent,apercevoir,19
tout,tout,60
de,de,81
même,même,60
qu',que,83
ils,ils,51
avaient,avoir,18
faim,faim,22
/.,/.,P
on,on,51
resta,rester,19
longtemps,longtemps,60
à,à,81
table,table,22
",",",",p
et,et,82
",",",",p
lorsque,lorsque,83
le,le,71
dîner,dîner,21
fut,être,19
fini,finir,12
",",",",p
on,on,51
oublia,oublier,19
le,le,71
clair,clair,21
de,de,81
lune,lune,22
dans,dans,81
le,le,71
bien-être,bien-être,21
de,de,81
la,le,71
causerie,causerie,22
/.,/.,P
personne,personne,52
d',de,81
ailleurs,ailleurs,60
n',ne,60
avait,avoir,18
plus,plus,60
envie,envie,22
de,de,81
sortir,sortir,14
",",",",p
et,et,82
personne,personne,52
n',ne,60
en,en,52
parla,parler,19
/.,/.,P
la,le,71
grande,grand,30
lune,lune,22
pouvait,pouvoir,18
moirer,moirer,14
de,de,81
lueurs,lueur,22
poétiques,poétique,30
le,le,71
mince,mince,30
petit,petit,21
flot,flot,21
de,de,81
la,le,71
marée,marée,22
montante,montant,30
glissant,glisser,13
déjà,déjà,60
sur,sur,81
les,le,71
sables,sable,21
avec,avec,81
son,son,73
bruit,bruit,21
d',de,81
eau,eau,22
qui,qui,52
court,courir,17
presque,presque,60
imperceptible,imperceptible,30
et,et,82
terrifiant,terrifiant,30
;,;,p
elle,il,51
pouvait,pouvoir,18
éclairer,éclairer,14
les,le,71
remparts,rempart,21
serpentant,serpenter,13
autour,autour,60
du,de,81
du,le,71
mont,mont,21
",",",",p
et,et,82
",",",",p
dans,dans,81
le,le,71
décor,décor,21
unique,unique,30
de,de,81
la,le,71
baie,baie,22
illimitée,illimité,30
",",",",p
luisante,luisant,30
du,de,81
du,le,71
frisson,frisson,21
des,de,81
des,le,71
clartés,clarté,22
rampantes,rampant,30
sur,sur,81
les,le,71
dunes,dune,22
",",",",p
illuminer,illuminer,14
l',le,71
ombre,ombre,22
romantique,romantique,30
de,de,81
tous,tout,75
les,le,71
clochetons,clocheton,21
de,de,81
l',le,71
abbaye,abbaye,22
",",",",p
-,-,p
on,on,51
n',ne,60
avait,avoir,18
plus,plus,60
envie,envie,22
de,de,81
rien,rien,52
voir,voir,14
/.,/.,P
il,il,51
n',ne,60
était,être,18
même,même,60
pas,pas,60
dix,dix,72
heures,heure,22
quand,quand,83
madame,madame,22
Valsaci,Valsaci,20
",",",",p
accablée,accablé,31
de,de,81
sommeil,sommeil,21
",",",",p
parla,parler,19
de,de,81
s',se,51
aller,aller,14
coucher,coucher,14
/.,/.,P
et,et,82
cette,ce,74
proposition,proposition,22
fut,être,19
acceptée,accepter,12
sans,sans,81
la,le,71
moindre,moindre,30
résistance,résistance,22
/.,/.,P
après,après,81
des,de,81
des,le,71
adieux,adieu,21
pleins,plein,30
de,de,81
cordialité,cordialité,22
",",",",p
chacun,chacun,52
rentra,rentrer,19
dans,dans,81
sa,son,73
chambre,chambre,22
/.,/.,P
André,André,20
Mariolle,Mariolle,20
savait,savoir,18
bien,bien,60
qu',que,83
il,il,51
ne,ne,60
dormirait,dormir,16
point,point,60
;,;,p
il,il,51
alluma,allumer,19
ses,son,73
deux,deux,72
bougies,bougie,22
sur,sur,81
sa,son,73
cheminée,cheminée,22
",",",",p
ouvrit,ouvrir,19
sa,son,73
fenêtre,fenêtre,22
et,et,82
regarda,regarder,19
la,le,71
nuit,nuit,22
/.,/.,P
tout,tout,75
son,son,73
corps,corps,21
défaillait,défaillir,18
sous,sous,81
la,le,71
torture,torture,22
d',de,81
une,un,71
inutile,inutile,30
espérance,espérance,22
/.,/.,P
il,il,51
la,le,52
savait,savoir,18
là,là,60
",",",",p
tout,tout,60
près,près,81
",",",",p
séparée,séparé,31
de,de,81
lui,lui,51
par,par,81
deux,deux,72
portes,porte,22
",",",",p
et,et,82
il,il,51
était,être,18
presque,presque,60
aussi,aussi,60
impossible,impossible,30
de,de,81
la,le,52
rejoindre,rejoindre,14
que,que,83
d',de,81
arrêter,arrêter,14
ce,ce,74
flot,flot,21
de,de,81
la,le,71
mer,mer,22
qui,qui,52
noyait,noyer,18
tout,tout,75
le,le,71
pays,pays,21
/.,/.,P
il,il,51
avait,avoir,18
dans,dans,81
la,le,71
gorge,gorge,22
un,un,71
besoin,besoin,21
de,de,81
crier,crier,14
",",",",p
et,et,82
dans,dans,81
les,le,71
nerfs,nerf,21
un,un,71
tel,tel,75
supplice,supplice,21
d',de,81
attente,attente,22
inapaisable,inapaisable,30
et,et,82
vaine,vain,30
",",",",p
qu',que,83
il,il,51
se,se,51
demandait,demander,18
ce,ce,52
qu',que,52
il,il,51
allait,aller,18
faire,faire,14
",",",",p
ne,ne,60
pouvant,pouvoir,13
plus,plus,60
supporter,supporter,21
la,le,71
solitude,solitude,22
de,de,81
cette,ce,74
soirée,soirée,22
de,de,81
stérile,stérile,30
bonheur,bonheur,21
/.,/.,P
tous,tout,75
les,le,71
bruits,bruit,21
peu,peu,60
à,à,81
peu,peu,60
étaient,être,18
morts,mourir,12
dans,dans,81
l',le,71
hôtel,hôtel,21
et,et,82
dans,dans,81
la,le,71
rue,rue,22
unique,unique,30
et,et,82
tortueuse,tortueux,30
de,de,81
la,le,71
ville,ville,22
/.,/.,P
Mariolle,Mariolle,20
restait,rester,18
toujours,toujours,60
accoudé,accoudé,31
à,à,81
sa,son,73
fenêtre,fenêtre,22
",",",",p
sachant,savoir,13
seulement,seulement,60
que,que,83
le,le,71
temps,temps,21
passait,passer,18
",",",",p
regardant,regarder,13
la,le,71
nappe,nappe,22
d',de,81
argent,argent,21
de,de,81
la,le,71
marée,marée,22
haute,haut,30
",",",",p
et,et,82
retardant,retarder,13
sans,sans,81
cesse,cesse,22
l',le,71
heure,heure,22
du,de,81
du,le,71
lit,lit,21
",",",",p
comme,comme,83
s',si,83
il,il,51
eût,avoir,19
subi,subir,12
le,le,71
pressentiment,pressentiment,21
d',de,81
on,on,51
ne,ne,60
sait,savoir,17
quelle,quel,75
providentielle,providentiel,30
fortune,fortune,22
/.,/.,P
il,il,51
lui,lui,51
sembla,sembler,19
tout,tout,60
à,à,81
coup,coup,21
qu',que,83
une,un,71
main,main,22
touchait,toucher,18
sa,son,73
serrure,serrure,22
/.,/.,P
il,il,51
se,se,51
retourna,retourner,19
d',de,81
une,un,71
secousse,secousse,22
/.,/.,P
sa,son,73
porte,porte,22
lentement,lentement,60
s',se,51
ouvrait,ouvrir,18
/.,/.,P
une,un,71
femme,femme,22
entra,entrer,19
",",",",p
la,le,71
tête,tête,22
voilée,voilé,31
d',de,81
une,un,71
dentelle,dentelle,22
blanche,blanc,30
et,et,82
tout,tout,75
le,le,71
corps,corps,21
enveloppé,enveloppé,31
d',de,81
un,un,52
de,de,81
ces,ce,74
grands,grand,30
manteaux,manteau,21
de,de,81
chambre,chambre,22
qui,qui,52
semblent,sembler,17
faits,fait,21
de,de,81
soie,soie,22
",",",",p
de,de,81
duvet,duvet,22
et,et,82
de,de,81
neige,neige,22
/.,/.,P
elle,il,51
referma,refermer,19
avec,avec,81
soin,soin,21
la,le,71
porte,porte,22
derrière,derrière,81
elle,il,51
;,;,p
puis,puis,60
comme,comme,83
si,si,83
elle,il,51
ne,ne,60
l',le,52
eût,avoir,19
pas,pas,60
vu,voir,12
",",",",p
debout,debout,60
et,et,82
foudroyé,foudroyer,12
de,de,81
joie,joie,22
dans,dans,81
le,le,71
cadre,cadre,21
clair,clair,30
de,de,81
sa,son,73
fenêtre,fenêtre,22
",",",",p
elle,il,51
marcha,marcher,19
droit,droit,60
à,à,81
la,le,71
cheminée,cheminée,22
et,et,82
souffla,souffler,19
les,le,71
deux,deux,72
bougies,bougie,22
/.,/.,P
<II>,<>,<>
ils,ils,51
allaient,aller,18
se,se,51
retrouver,retrouver,14
",",",",p
pour,pour,81
se,se,51
dire,dire,14
adieu,adieu,21
",",",",p
le,le,71
lendemain,lendemain,21
matin,matin,21
",",",",p
devant,devant,81
la,le,71
porte,porte,22
de,de,81
l',le,71
hôtel,hôtel,21
/.,/.,P
descendu,descendu,31
le,le,71
premier,premier,72
",",",",p
André,André,20
Mariolle,Mariolle,20
attendait,attendre,18
qu',que,83
elle,il,51
parût,paraître,18
",",",",p
avec,avec,81
un,un,71
poignant,poignant,30
sentiment,sentiment,21
d',de,81
inquiétude,inquiétude,22
et,et,82
de,de,81
bonheur,bonheur,21
/.,/.,P
que,que,52
ferait,faire,16
elle,il,51
/?,/?,P
que,que,52
serait,être,16
elle,il,51
/?,/?,P
qu',que,52
adviendrait,advenir,16
il,il,51
d',de,81
elle,il,51
et,et,82
de,de,81
lui,lui,51
/?,/?,P
en,en,81
quelle,quel,75
aventure,aventure,22
bienheureuse,bienheureux,30
ou,ou,82
terrible,terrible,30
venait,venir,18
il,il,51
d',de,81
entrer,entrer,14
/?,/?,P
elle,il,51
pouvait,pouvoir,18
faire,faire,14
de,de,81
lui,lui,51
ce,ce,52
qu',que,52
elle,il,51
voudrait,vouloir,16
",",",",p
un,un,71
halluciné,halluciné,31
pareil,pareil,30
aux,à,81
aux,le,71
fumeurs,fumeur,21
d',de,81
opium,opium,21
ou,ou,82
un,un,71
martyr,martyr,21
",",",",p
à,à,81
son,son,73
gré,gré,21
/.,/.,P
il,il,51
marchait,marcher,18
à,à,81
côté,côté,21
des,de,81
des,le,71
deux,deux,72
voitures,voiture,22
",",",",p
car,car,82
ils,ils,51
se,se,51
séparaient,séparer,18
",",",",p
lui,lui,51
achevant,achever,13
son,son,73
voyage,voyage,21
par,par,81
Saint-Malo,Saint-Malo,20
pour,pour,81
continuer,continuer,14
son,son,73
mensonge,mensonge,21
",",",",p
eux,ils,51
retournant,retourner,13
à,à,81
Avranches,Avranches,20
/.,/.,P
quand,quand,83
la,le,52
retrouverait,retrouver,16
il,il,51
/?,/?,P
allait,aller,18
elle,il,51
abréger,abréger,14
sa,son,73
visite,visite,22
à,à,81
sa,son,73
famille,famille,22
ou,ou,82
retarder,retarder,14
son,son,73
retour,retour,21
/?,/?,P
il,il,51
avait,avoir,18
une,un,71
peur,peur,22
affreuse,affreux,30
de,de,81
son,son,73
premier,premier,72
regard,regard,21
et,et,82
de,de,81
ses,son,73
premières,premier,72
paroles,parole,22
",",",",p
car,car,82
il,il,51
ne,ne,60
l',le,52
avait,avoir,18
point,point,60
vue,voir,12
",",",",p
et,et,82
ils,ils,51
ne,ne,60
s',se,51
étaient,être,18
presque,presque,60
rien,rien,60
dit,dire,12
pendant,pendant,81
leur,leur,73
courte,court,30
étreinte,étreinte,22
de,de,81
la,le,71
nuit,nuit,22
/.,/.,P
elle,il,51
s',se,51
était,être,18
offerte,offrir,12
résolument,résolument,60
",",",",p
mais,mais,82
avec,avec,81
une,un,71
réserve,réserve,22
pudique,pudique,30
",",",",p
sans,sans,81
s',se,51
attarder,attarder,14
",",",",p
sans,sans,81
se,se,51
complaire,complaire,14
à,à,81
ses,son,73
caresses,caresse,22
;,;,p
puis,puis,60
elle,il,51
était,être,18
partie,partir,12
de,de,81
son,son,73
pas,pas,21
léger,léger,30
",",",",p
en,en,81
murmurant,murmurer,13
:,:,p
“,“,p
à,à,81
demain,demain,60
",",",",p
mon,mon,73
ami,ami,21
/!,/!,P
il,il,51
restait,rester,18
à,à,81
André,André,20
Mariolle,Mariolle,20
de,de,81
cette,ce,74
rapide,rapide,30
",",",",p
de,de,81
cette,ce,74
bizarre,bizarre,30
entrevue,entrevue,22
",",",",p
l',le,71
imperceptible,imperceptible,30
déception,déception,22
de,de,81
l',le,71
homme,homme,21
qui,qui,52
n',ne,60
a,avoir,17
pu,pouvoir,12
cueillir,cueillir,14
toute,tout,75
la,le,71
moisson,moisson,22
d',de,81
amour,amour,21
qu',que,52
il,il,51
croyait,croire,18
mûre,mûre,22
et,et,82
",",",",p
en,en,81
même,même,75
temps,temps,21
",",",",p
l',le,71
enivrement,enivrement,21
du,de,81
du,le,71
triomphe,triomphe,21
",",",",p
donc,donc,82
l',le,71
espérance,espérance,22
presque,presque,60
assurée,assuré,31
de,de,81
conquérir,conquérir,14
bientôt,bientôt,60
ses,son,73
derniers,dernier,30
abandons,abandon,21
/.,/.,P
il,il,51
entendit,entendre,19
sa,son,73
voix,voix,22
et,et,82
tressaillit,tressaillir,19
/.,/.,P
elle,il,51
parlait,parler,18
haut,haut,60
",",",",p
irritée,irrité,31
assurément,assurément,60
contre,contre,81
un,un,71
désir,désir,21
de,de,81
son,son,73
père,père,21
",",",",p
et,et,82
",",",",p
quand,quand,83
il,il,51
l',le,52
aperçut,apercevoir,19
sur,sur,81
les,le,71
dernières,dernier,30
marches,marche,22
de,de,81
l',le,71
escalier,escalier,21
",",",",p
elle,il,51
avait,avoir,18
aux,à,81
aux,le,71
lèvres,lèvre,22
le,le,71
petit,petit,30
pli,pli,21
colère,colère,22
révélateur,révélateur,30
de,de,81
ses,son,73
impatiences,impatience,22
/.,/.,P
Mariolle,Mariolle,20
fit,faire,19
deux,deux,72
pas,pas,21
;,;,p
elle,il,51
le,le,52
vit,voir,19
",",",",p
et,et,82
se,se,51
mit,mettre,19
à,à,81
sourire,sourire,14
/.,/.,P
dans,dans,81
ses,son,73
yeux,oeil,21
calmés,calmé,31
soudain,soudain,60
",",",",p
quelque,quelque,75
chose,chose,22
de,de,81
bienveillant,bienveillant,30
passa,passer,19
qui,qui,52
se,se,51
répandit,répandre,19
sur,sur,81
tout,tout,75
le,le,71
visage,visage,21
/.,/.,P
puis,puis,60
dans,dans,81
sa,son,73
main,main,22
subitement,subitement,60
et,et,82
tendrement,tendrement,60
tendue,tendu,31
il,il,51
y,y,52
eut,avoir,19
la,le,71
confirmation,confirmation,22
",",",",p
sans,sans,81
contrainte,contrainte,22
et,et,82
sans,sans,81
repentir,repentir,21
du,de,81
du,le,71
cadeau,cadeau,21
d',de,81
elle-même,lui-même,51
qu',que,52
elle,il,51
avait,avoir,18
fait,faire,12
/.,/.,P
-,-,p
alors,alors,60
nous,nous,51
allons,aller,17
nous,nous,51
séparer,séparer,14
?,?,p
lui,lui,51
dit,dire,19
elle,il,51
/.,/.,P
-,-,p
hélas,hélas,60
!,!,p
madame,madame,22
",",",",p
j',je,51
en,en,52
souffre,souffrir,17
plus,plus,60
que,que,83
je,je,51
ne,ne,60
le,le,52
saurais,savoir,16
montrer,montrer,14
/.,/.,P
elle,il,51
murmura,murmurer,19
:,:,p
-,-,p
ce,ce,52
ne,ne,60
sera,être,15
pas,pas,60
pour,pour,81
longtemps,longtemps,60
/.,/.,P
comme,comme,83
monsieur,monsieur,21
de,de,81
Pradon,Pradon,20
les,le,52
rejoignait,rejoindre,18
",",",",p
elle,il,51
ajouta,ajouter,19
tout,tout,60
bas,bas,30
:,:,p
-,-,p
annoncez,annoncer,17
que,que,83
vous,vous,51
allez,aller,17
faire,faire,14
un,un,71
tour,tour,21
en,en,81
Bretagne,Bretagne,20
d',de,81
une,un,71
dizaine,dizaine,22
de,de,81
jours,jour,21
",",",",p
mais,mais,82
ne,ne,60
le,le,52
faites,faire,17
pas,pas,60
/.,/.,P
madame,madame,22
Valsaci,Valsaci,20
très,très,60
émue,ému,31
accourait,accourir,18
/.,/.,P
-,-,p
qu',que,52
est,être,17
ce,ce,52
que,que,52
me,je,51
dit,dire,19
ton,ton,73
père,père,21
?,?,p
que,que,83
tu,tu,51
veux,vouloir,17
partir,partir,14
après-demain,après-demain,60
/?,/?,P
mais,mais,82
tu,tu,51
devais,devoir,18
rester,rester,14
au,à,81
au,le,71
moins,moins,60
jusqu',jusque,81
à,à,81
l',le,71
autre,autre,75
lundi,lundi,21
/.,/.,P
madame,madame,22
de,de,81
Burne,Burne,20
",",",",p
un,un,71
peu,peu,60
assombrie,assombri,31
",",",",p
répliqua,répliquer,19
:,:,p
-,-,p
papa,papa,21
n',ne,60
est,être,17
qu',que,83
un,un,71
maladroit,maladroit,30
qui,qui,52
ne,ne,60
sait,savoir,17
pas,pas,60
se,se,51
taire,taire,14
/.,/.,P
la,le,71
mer,mer,22
me,je,51
donne,donner,17
",",",",p
comme,comme,83
tous,tout,75
les,le,71
ans,an,21
",",",",p
des,de,81
des,le,71
névralgies,névralgie,22
très,très,60
désagréables,désagréable,30
",",",",p
et,et,82
