12060
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Soixante-et-onzième extrait>,<>,<>
dont,dont,52
le,le,52
déchiraient,déchirer,18
les,le,71
tableaux,tableau,21
évoqués,évoqué,31
:,:,p
il,il,51
n',ne,60
en,en,52
savait,savoir,18
jamais,jamais,60
assez,assez,60
",",",",p
il,il,51
l',le,52
obligeait,obliger,18
à,à,81
revenir,revenir,14
sur,sur,81
les,le,71
détails,détail,21
",",",",p
à,à,81
préciser,préciser,14
les,le,71
faits,fait,21
/.,/.,P
l',le,71
oreille,oreille,22
aux,à,81
aux,le,71
lèvres,lèvre,22
de,de,81
la,le,71
misérable,misérable,22
",",",",p
il,il,51
agonisait,agoniser,18
de,de,81
cette,ce,74
confession,confession,22
",",",",p
avec,avec,81
la,le,71
continuelle,continuel,30
menace,menace,22
de,de,81
son,son,73
poing,poing,21
levé,levé,31
",",",",p
prêt,prêt,30
à,à,81
cogner,cogner,14
encore,encore,60
",",",",p
si,si,83
elle,il,51
s',se,51
arrêtait,arrêter,18
/.,/.,P
de,de,81
nouveau,nouveau,21
",",",",p
tout,tout,75
le,le,71
passé,passé,21
",",",",p
à,à,81
Doinville,Doinville,20
",",",",p
défila,défiler,19
",",",",p
l',le,71
enfance,enfance,22
",",",",p
la,le,71
jeunesse,jeunesse,22
/.,/.,P
était,être,18
ce,ce,52
au,à,81
au,le,71
fond,fond,21
des,de,81
des,le,71
massifs,massif,21
du,de,81
du,le,71
grand,grand,30
parc,parc,21
?,?,p
/?,/?,P
était,être,18
ce,ce,52
dans,dans,81
le,le,71
détour,détour,21
perdu,perdu,31
de,de,81
quelque,quelque,75
corridor,corridor,21
du,de,81
du,le,71
château,château,21
/?,/?,P
déjà,déjà,60
le,le,71
président,président,21
songeait,songer,18
donc,donc,82
à,à,81
elle,il,51
",",",",p
lorsqu',lorsque,83
il,il,51
l',le,52
avait,avoir,18
gardée,garder,12
",",",",p
à,à,81
la,le,71
mort,mort,22
de,de,81
son,son,73
jardinier,jardinier,21
et,et,82
fait,faire,12
élever,élever,14
avec,avec,81
sa,son,73
fille,fille,22
/?,/?,P
cela,cela,52
",",",",p
pour,pour,81
sûr,sûr,30
",",",",p
avait,avoir,18
commencé,commencer,12
",",",",p
les,le,71
jours,jour,21
ou,ou,82
les,le,71
autres,autre,75
gamines,gamine,22
s',se,51
enfuyaient,enfuir,18
",",",",p
au,à,81
au,le,71
milieu,milieu,21
de,de,81
leurs,leur,73
jeux,jeu,21
",",",",p
s',si,83
il,il,51
venait,venir,18
à,à,81
paraître,paraître,14
",",",",p
tandis qu',tandis que,83
elle,il,51
",",",",p
souriante,souriant,30
",",",",p
le,le,71
museau,museau,21
en,en,81
l',le,71
air,air,21
",",",",p
attendait,attendre,18
qu',que,83
il,il,51
lui,lui,51
donnât,donner,18
en,en,81
passant,passer,13
une,un,71
petite,petit,30
tape,tape,22
sur,sur,81
la,le,71
joue,joue,22
/.,/.,P
et,et,82
",",",",p
plus,plus,60
tard,tard,60
",",",",p
si,si,83
elle,il,51
osait,oser,18
lui,lui,51
parler,parler,14
en,en,81
face,face,22
",",",",p
si,si,83
elle,il,51
obtenait,obtenir,18
tout,tout,52
de,de,81
lui,lui,51
",",",",p
n',ne,60
était,être,18
ce,ce,52
pas,pas,60
qu',que,83
elle,il,51
se,se,51
sentait,sentir,18
maîtresse,maîtresse,22
",",",",p
alors,alors,60
qu',que,83
il,il,51
l',le,52
achetait,acheter,18
par,par,81
ses,son,73
complaisances,complaisance,22
de,de,81
trousseur,trousseur,21
de,de,81
bonnes,bonne,22
",",",",p
si,si,60
digne,digne,30
et,et,82
si,si,60
sévère,sévère,30
aux,à,81
aux,le,71
autres,autre,52
/?,/?,P
ah,ah,93
!,!,p
la,le,71
sale,sale,30
chose,chose,22
",",",",p
ce,ce,74
vieux,vieux,21
se,se,51
faisant,faire,13
baisoter,baisoter,14
comme,comme,83
un,un,71
grand-père,grand-père,21
",",",",p
regardant,regarder,13
pousser,pousser,14
cette,ce,74
fillette,fillette,22
",",",",p
la,le,52
tâtant,tâter,13
",",",",p
l',le,52
entamant,entamer,13
un,un,71
peu,peu,60
à,à,81
chaque,chaque,75
heure,heure,22
",",",",p
sans,sans,81
avoir,avoir,14
la,le,71
patience,patience,22
d',de,81
attendre,attendre,14
qu',que,83
elle,il,51
fut,être,19
mûre,mûr,30
/!,/!,P
Roubaud,Roubaud,20
haletait,haleter,18
/.,/.,P
enfin,enfin,60
",",",",p
à,à,81
quel,quel,75
âge,âge,21
?,?,p
répète,répéter,17
",",",",p
à,à,81
quel,quel,75
âge,âge,21
/?,/?,P
-,-,p
seize,seize,72
ans,an,21
et,et,82
demi,demi,30
/.,/.,P
-,-,p
tu,tu,51
mens,mentir,17
/!,/!,P
mentir,mentir,14
",",",",p
mon,mon,73
dieu,dieu,21
!,!,p
pourquoi,pourquoi,60
?,?,p
/?,/?,P
elle,il,51
eut,avoir,19
un,un,71
haussement,haussement,21
d',de,81
épaules,épaule,22
plein,plein,30
d',de,81
un,un,71
abandon,abandon,21
et,et,82
d',de,81
une,un,71
lassitude,lassitude,22
immenses,immense,30
/.,/.,P
et,et,82
",",",",p
la,le,71
première,premier,72
fois,fois,22
",",",",p
où,où,60
ça,ça,52
s',se,51
est,être,17
il,il,51
passé,passer,12
/?,/?,P
-,-,p
à,à,81
la,le,71
Croix-de-Maufras,Croix-de-Maufras,20
/.,/.,P
il,il,51
hésita,hésiter,19
une,un,71
seconde,seconde,22
",",",",p
ses,son,73
lèvres,lèvre,22
s',se,51
agitaient,agiter,18
",",",",p
une,un,71
lueur,lueur,22
jaune,jaune,30
troublait,troubler,18
ses,son,73
yeux,oeil,21
/.,/.,P
et,et,82
",",",",p
je,je,51
veux,vouloir,17
que,que,83
tu,tu,51
me,je,51
dises,dire,17
",",",",p
qu',que,83
est,être,17
ce,ce,52
qu',que,83
il,il,51
t',tu,51
a,avoir,17
fait,faire,12
/?,/?,P
elle,il,51
resta,rester,19
muette,muet,30
/.,/.,P
puis,puis,60
",",",",p
comme,comme,83
il,il,51
brandissait,brandir,18
le,le,71
poing,poing,21
:,:,p
tu,tu,51
ne,ne,60
me,je,51
croirais,croire,16
pas,pas,60
/.,/.,P
-,-,p
dis,dire,17
toujours,toujours,60
/…,/…,P
il,il,51
n',ne,60
a,avoir,17
pu,pouvoir,12
rien,rien,52
faire,faire,14
",",",",p
hein,hein,93
/?,/?,P
d',de,81
un,un,71
signe,signe,21
de,de,81
tête,tête,22
",",",",p
elle,il,51
répondit,répondre,19
/.,/.,P
c',ce,52
était,être,18
bien,bien,60
cela,cela,52
/.,/.,P
et,et,82
alors,alors,60
",",",",p
il,il,51
s',se,51
acharna,acharner,19
sur,sur,81
la,le,71
scène,scène,22
",",",",p
il,il,51
voulut,vouloir,19
la,le,52
connaître,connaître,14
jusqu',jusque,81
au,à,81
au,le,71
bout,bout,21
",",",",p
il,il,51
descendit,descendre,19
aux,à,81
aux,le,71
mots,mot,21
crus,cru,31
",",",",p
aux,à,81
aux,le,71
interrogations,interrogation,22
immondes,immonde,30
/.,/.,P
elle,il,51
ne,ne,60
desserrait,desserrer,18
plus,plus,60
les,le,71
dents,dent,22
",",",",p
elle,il,51
continuait,continuer,18
à,à,81
dire,dire,14
oui,oui,60
",",",",p
à,à,81
dire,dire,14
non,non,60
",",",",p
d',de,81
un,un,71
signe,signe,21
/.,/.,P
peut-être,peut-être,60
ça,ça,52
les,le,52
soulagerait,soulager,16
il,il,51
l',le,71
un,un,52
et,et,82
l',le,71
autre,autre,52
",",",",p
quand,quand,83
elle,il,51
aurait,avoir,16
avoué,avouer,12
/.,/.,P
mais,mais,82
lui,lui,51
souffrait,souffrir,18
davantage,davantage,60
de,de,81
ces,ce,74
détails,détail,21
",",",",p
qu',que,52
elle,il,51
croyait,croire,18
être,être,14
une,un,71
atténuation,atténuation,22
/.,/.,P
des,de,81
des,le,71
rapports,rapport,21
normaux,normal,30
",",",",p
complets,complet,30
",",",",p
l',le,52
auraient,avoir,16
hanté,hanter,12
d',de,81
une,un,71
vision,vision,22
moins,moins,60
torturante,torturant,30
/.,/.,P
cette,ce,74
débauche,débauche,22
pourrissait,pourrir,18
tout,tout,52
",",",",p
enfonçait,enfoncer,18
et,et,82
retournait,retourner,18
au,à,81
au,le,71
fond,fond,21
de,de,81
sa,son,73
chair,chair,22
les,le,71
lames,lame,22
empoisonnées,empoisonné,31
de,de,81
sa,son,73
jalousie,jalousie,22
/.,/.,P
maintenant,maintenant,60
",",",",p
c',ce,52
était,être,18
fini,finir,12
",",",",p
il,il,51
ne,ne,60
vivrait,vivre,16
plus,plus,60
",",",",p
il,il,51
évoquerait,évoquer,16
toujours,toujours,60
l',le,71
exécrable,exécrable,30
image,image,22
/.,/.,P
un,un,71
sanglot,sanglot,21
déchira,déchirer,19
sa,son,73
gorge,gorge,22
/.,/.,P
ah,ah,93
!,!,p
nom,nom,21
de,de,81
dieu,dieu,21
…,…,p
ah,ah,93
!,!,p
nom,nom,21
de,de,81
dieu,dieu,21
/!,/!,P
ça,ça,52
ne,ne,60
peut,pouvoir,17
pas,pas,60
être,être,14
",",",",p
non,non,60
",",",",p
non,non,60
!,!,p
c',ce,52
est,être,17
trop,trop,60
",",",",p
ça,ça,52
ne,ne,60
peut,pouvoir,17
pas,pas,60
être,être,14
/!,/!,P
puis,puis,60
",",",",p
tout,tout,60
d',de,81
un,un,71
coup,coup,21
",",",",p
il,il,51
la,le,52
secoua,secouer,19
/.,/.,P
mais,mais,82
nom,nom,21
de,de,81
dieu,dieu,21
de,de,81
garce,garce,22
!,!,p
pourquoi,pourquoi,60
m',je,51
as,avoir,17
tu,tu,51
épousé,épouser,12
?,?,p
/?,/?,P
sais,savoir,17
tu,tu,51
que,que,83
c',ce,52
est,être,17
ignoble,ignoble,30
de,de,81
m',je,51
avoir,avoir,14
trompé,tromper,12
ainsi,ainsi,60
/?,/?,P
il,il,51
y,y,52
a,avoir,17
des,de,81
des,le,71
voleuses,voleuse,22
",",",",p
en,en,81
prison,prison,22
",",",",p
qui,qui,52
n',ne,60
en,en,52
ont,avoir,17
pas,pas,60
tant,tant,60
sur,sur,81
la,le,71
conscience,conscience,22
/…,/…,P
tu,tu,51
me,je,51
méprisais,mépriser,18
donc,donc,82
",",",",p
tu,tu,51
ne,ne,60
m',je,51
aimais,aimer,18
donc,donc,82
pas,pas,60
/?,/?,P
hein,hein,93
!,!,p
pourquoi,pourquoi,60
m',je,51
as,avoir,17
tu,tu,51
épousé,épouser,12
/?,/?,P
elle,il,51
eut,avoir,19
un,un,71
geste,geste,21
vague,vague,30
/.,/.,P
est,être,17
ce,ce,52
qu',que,83
elle,il,51
savait,savoir,18
au,à,81
au,le,71
juste,juste,21
",",",",p
à,à,81
présent,présent,21
/?,/?,P
en,en,81
l',le,52
épousant,épouser,13
",",",",p
elle,il,51
était,être,18
heureuse,heureux,30
",",",",p
espérant,espérer,13
en,en,52
finir,finir,14
avec,avec,81
l',le,71
autre,autre,52
/.,/.,P
il,il,51
y,y,52
a,avoir,17
tant,tant,60
de,de,81
choses,chose,22
qu',que,52
on,on,51
ne,ne,60
voudrait,vouloir,16
pas,pas,60
faire,faire,14
et,et,82
qu',que,52
on,on,51
fait,faire,17
",",",",p
parce qu',parce que,83
elles,ils,51
sont,être,17
encore,encore,60
les,le,71
plus,plus,60
sages,sage,30
/.,/.,P
non,non,60
",",",",p
elle,il,51
ne,ne,60
l',le,52
aimait,aimer,18
pas,pas,60
;,;,p
et,et,82
ce,ce,52
qu',que,52
elle,il,51
évitait,éviter,18
de,de,81
lui,lui,51
dire,dire,14
",",",",p
c',ce,52
était,être,18
que,que,83
",",",",p
sans,sans,81
cette,ce,74
histoire,histoire,22
",",",",p
jamais,jamais,60
elle,il,51
n',ne,60
aurait,avoir,16
consenti,consentir,12
à,à,81
être,être,14
sa,son,73
femme,femme,22
/.,/.,P
lui,lui,51
",",",",p
n',ne,60
est,être,17
ce,ce,52
pas,pas,60
?,?,p
désirait,désirer,18
te,tu,51
caser,caser,14
/.,/.,P
il,il,51
a,avoir,17
trouvé,trouver,12
une,un,71
bonne,bon,30
bête,bête,22
/…,/…,P
hein,hein,93
?,?,p
il,il,51
désirait,désirer,18
te,tu,51
caser,caser,14
pour,pour,81
que,que,83
ça,ça,52
continue,continuer,17
/.,/.,P
et,et,82
vous,vous,51
avez,avoir,17
continué,continuer,12
",",",",p
hein,hein,93
/?,/?,P
à,à,81
tes,ton,73
deux,deux,72
voyages,voyage,21
",",",",p
là-bas,là-bas,60
/.,/.,P
c',ce,52
est,être,17
pour,pour,81
ça,ça,52
qu',que,83
il,il,51
t',tu,51
emmenait,emmener,18
/?,/?,P
d',de,81
un,un,71
signe,signe,21
",",",",p
elle,il,51
avoua,avouer,19
de,de,81
nouveau,nouveau,21
/.,/.,P
et,et,82
c',ce,52
est,être,17
pour,pour,81
ça,ça,52
encore,encore,60
qu',que,83
il,il,51
t',tu,51
invitait,inviter,18
",",",",p
cette,ce,74
fois,fois,22
?,?,p
/?,/?,P
jusqu',jusque,81
à,à,81
la,le,71
fin,fin,22
",",",",p
alors,alors,60
",",",",p
ça,ça,52
aurait,avoir,16
recommencé,recommencer,12
",",",",p
ces,ce,74
ordures,ordure,22
/?,/?,P
et,et,82
",",",",p
si,si,83
je,je,51
ne,ne,60
t',tu,51
étrangle,étrangler,17
pas,pas,60
",",",",p
ça,ça,52
recommencera,recommencer,15
/!,/!,P
ses,son,73
mains,main,22
convulsées,convulsé,31
s',se,51
avançaient,avancer,18
pour,pour,81
la,le,52
reprendre,reprendre,14
à,à,81
la,le,71
gorge,gorge,22
/.,/.,P
mais,mais,82
",",",",p
ce,ce,74
coup,coup,21
ci,ci,60
",",",",p
elle,il,51
se,se,51
révolta,révolter,19
/.,/.,P
voyons,voir,17
",",",",p
tu,tu,51
es,être,17
injuste,injuste,30
/.,/.,P
puisque,puisque,83
c',ce,52
est,être,17
moi,moi,51
qui,qui,52
ai,avoir,17
refusé,refuser,12
d',de,81
y,y,52
aller,aller,14
/.,/.,P
tu,tu,51
m',je,51
y,y,52
envoyais,envoyer,18
",",",",p
j',je,51
ai,avoir,17
dû,devoir,12
me,je,51
fâcher,fâcher,14
",",",",p
rappelle,rappeler,17
toi,toi,51
/…,/…,P
tu,tu,51
vois,voir,17
bien,bien,60
que,que,83
je,je,51
ne,ne,60
voulais,vouloir,18
plus,plus,60
/.,/.,P
c',ce,52
était,être,18
fini,finir,12
/.,/.,P
jamais,jamais,60
",",",",p
jamais,jamais,60
plus,plus,60
",",",",p
je,je,51
n',ne,60
aurais,avoir,16
voulu,vouloir,12
/.,/.,P
il,il,51
sentit,sentir,19
qu',que,83
elle,il,51
disait,dire,18
la,le,71
vérité,vérité,22
",",",",p
et,et,82
il,il,51
n',ne,60
en,en,52
eut,avoir,19
aucun,aucun,75
soulagement,soulagement,21
/.,/.,P
l',le,71
affreuse,affreux,30
douleur,douleur,22
",",",",p
le,le,71
fer,fer,21
qui,qui,52
lui,lui,51
restait,rester,18
en,en,81
pleine,plein,30
poitrine,poitrine,22
",",",",p
c',ce,52
était,être,18
l',le,71
irréparable,irréparable,30
",",",",p
ce,ce,52
qui,qui,52
avait,avoir,18
eu,avoir,12
lieu,lieu,21
entre,entre,81
elle,il,51
et,et,82
cet,ce,74
homme,homme,21
/.,/.,P
il,il,51
ne,ne,60
souffrait,souffrir,18
horriblement,horriblement,60
que,que,83
de,de,81
son,son,73
impuissance,impuissance,22
à,à,81
faire,faire,14
que,que,83
cela,cela,52
ne,ne,60
fût,être,19
pas,pas,60
/.,/.,P
sans,sans,81
la,le,52
lâcher,lâcher,14
encore,encore,60
",",",",p
il,il,51
s',se,51
était,être,18
rapproché,rapprocher,12
de,de,81
son,son,73
visage,visage,21
",",",",p
il,il,51
semblait,sembler,18
fasciné,fasciné,31
",",",",p
attiré,attiré,31
là,là,60
",",",",p
comme,comme,83
pour,pour,81
retrouver,retrouver,14
",",",",p
dans,dans,81
le,le,71
sang,sang,21
de,de,81
ses,son,73
petites,petit,30
veines,veine,22
bleues,bleu,30
",",",",p
tout,tout,52
ce,ce,52
qu',que,52
elle,il,51
lui,lui,51
avouait,avouer,18
/.,/.,P
et,et,82
il,il,51
murmura,murmurer,19
",",",",p
obsédé,obsédé,31
",",",",p
halluciné,halluciné,31
:,:,p
à,à,81
la,le,71
Croix-de-Maufras,Croix-de-Maufras,20
",",",",p
dans,dans,81
la,le,71
chambre,chambre,22
rouge,rouge,30
/…,/…,P
je,je,51
la,le,52
connais,connaître,17
",",",",p
la,le,71
fenêtre,fenêtre,22
donne,donner,17
sur,sur,81
le,le,71
chemin,chemin,21
de,de,81
fer,fer,21
",",",",p
le,le,71
lit,lit,21
est,être,17
en,en,81
face,face,22
/.,/.,P
et,et,82
c',ce,52
est,être,17
là,là,60
",",",",p
dans,dans,81
cette,ce,74
chambre,chambre,22
/…,/…,P
je,je,51
comprends,comprendre,17
qu',que,83
il,il,51
parle,parler,17
de,de,81
te,tu,51
laisser,laisser,14
la,le,71
maison,maison,22
/.,/.,P
tu,tu,51
l',le,52
as,avoir,17
bien,bien,60
gagnée,gagner,12
/.,/.,P
il,il,51
pouvait,pouvoir,18
veiller,veiller,14
sur,sur,81
tes,ton,73
sous,sou,21
et,et,82
te,tu,51
doter,doter,14
",",",",p
ça,ça,52
valait,valoir,18
ça,ça,52
/…,/…,P
un,un,71
juge,juge,21
",",",",p
un,un,71
homme,homme,21
riche,riche,30
à,à,81
millions,million,21
",",",",p
si,si,60
respecté,respecté,31
",",",",p
si,si,60
instruit,instruit,31
",",",",p
si,si,60
haut,haut,30
/!,/!,P
vrai,vrai,60
",",",",p
la,le,71
tête,tête,22
vous,vous,51
tourne,tourner,17
/…,/…,P
et,et,82
",",",",p
dis,dire,17
donc,donc,82
",",",",p
s',si,83
il,il,51
était,être,18
ton,ton,73
père,père,21
/?,/?,P
Séverine,Séverine,20
",",",",p
d',de,81
un,un,71
effort,effort,21
",",",",p
se,se,51
mit,mettre,19
debout,debout,60
/.,/.,P
elle,il,51
l',le,52
avait,avoir,18
repoussé,repousser,12
",",",",p
avec,avec,81
une,un,71
vigueur,vigueur,22
extraordinaire,extraordinaire,30
",",",",p
pour,pour,81
sa,son,73
faiblesse,faiblesse,22
de,de,81
pauvre,pauvre,30
être,être,21
vaincu,vaincu,31
/.,/.,P
violente,violent,30
",",",",p
elle,il,51
protestait,protester,18
/.,/.,P
non,non,60
",",",",p
non,non,60
",",",",p
pas,pas,60
ça,ça,52
/!,/!,P
tout,tout,52
ce,ce,52
que,que,52
tu,tu,51
voudras,vouloir,15
",",",",p
pour,pour,81
le,le,71
reste,reste,21
/.,/.,P
bats,battre,17
moi,moi,51
",",",",p
tue,tuer,17
moi,moi,51
/…,/…,P
mais,mais,82
ne,ne,60
dis,dire,17
pas,pas,60
ça,ça,52
",",",",p
tu,tu,51
mens,mentir,17
!,!,p
/!,/!,P
Roubaud,Roubaud,20
lui,lui,51
avait,avoir,18
gardé,garder,12
une,un,71
main,main,22
dans,dans,81
les,le,71
siennes,sien,52
/.,/.,P
est,être,17
ce,ce,52
que,que,83
tu,tu,51
en,en,52
sais,savoir,17
quelque,quelque,75
chose,chose,22
/?,/?,P
c',ce,52
est,être,17
bien,bien,60
parce que,parce que,83
tu,tu,51
en,en,52
doutes,douter,17
toi-même,toi-même,51
",",",",p
que,que,83
ça,ça,52
te,tu,51
soulève,soulever,17
ainsi,ainsi,60
/.,/.,P
et,et,82
",",",",p
comme,comme,83
elle,il,51
dégageait,dégager,18
sa,son,73
main,main,22
",",",",p
il,il,51
sentit,sentir,19
sa,son,73
bague,bague,22
",",",",p
le,le,71
petit,petit,30
serpent,serpent,21
d',de,81
or,or,21
à,à,81
tête,tête,22
de,de,81
rubis,rubis,21
",",",",p
oublié,oublié,31
à,à,81
son,son,73
doigt,doigt,21
/.,/.,P
il,il,51
l',le,52
en,en,52
arracha,arracher,19
",",",",p
le,le,52
pila,piler,19
du,de,81
du,le,71
talon,talon,21
sur,sur,81
le,le,71
carreau,carreau,21
",",",",p
dans,dans,81
un,un,71
nouvel,nouveau,30
accès,accès,21
de,de,81
rage,rage,22
/.,/.,P
puis,puis,60
",",",",p
il,il,51
marcha,marcher,19
d',de,81
un,un,71
bout,bout,21
de,de,81
la,le,71
pièce,pièce,22
à,à,81
l',le,71
autre,autre,52
",",",",p
muet,muet,30
",",",",p
éperdu,éperdu,30
/.,/.,P
elle,il,51
",",",",p
tombée,tombé,31
assise,assis,31
au,à,81
au,le,71
bord,bord,21
du,de,81
du,le,71
lit,lit,21
",",",",p
le,le,52
regardait,regarder,18
de,de,81
ses,son,73
grands,grand,30
yeux,oeil,21
fixes,fixe,30
/.,/.,P
et,et,82
le,le,71
terrible,terrible,30
silence,silence,21
dura,durer,19
/.,/.,P
la,le,71
fureur,fureur,22
de,de,81
Roubaud,Roubaud,20
ne,ne,60
se,se,51
calmait,calmer,18
point,point,60
/.,/.,P
dès,dès,81
qu',que,83
elle,il,51
semblait,sembler,18
se,se,51
dissiper,dissiper,14
un,un,71
peu,peu,60
",",",",p
elle,il,51
revenait,revenir,18
aussitôt,aussitôt,60
",",",",p
comme,comme,83
l',le,71
ivresse,ivresse,22
",",",",p
par,par,81
grandes,grand,30
ondes,onde,22
redoublées,redoublé,31
",",",",p
qui,qui,52
l',le,52
emportaient,emporter,18
dans,dans,81
leur,leur,73
vertige,vertige,21
/.,/.,P
il,il,51
ne,ne,60
se,se,51
possédait,posséder,18
plus,plus,60
",",",",p
battait,battre,18
le,le,71
vide,vide,21
",",",",p
jeté,jeté,31
à,à,81
toutes,tout,75
les,le,71
sautes,saute,22
du,de,81
du,le,71
vent,vent,21
de,de,81
violence,violence,22
dont,dont,52
il,il,51
était,être,18
flagellé,flageller,12
",",",",p
retombant,retomber,13
à,à,81
l',le,71
unique,unique,30
besoin,besoin,21
d',de,81
apaiser,apaiser,14
la,le,71
bête,bête,22
hurlante,hurlant,30
au,à,81
au,le,71
fond,fond,21
de,de,81
lui,lui,51
/.,/.,P
c',ce,52
était,être,18
un,un,71
besoin,besoin,21
physique,physique,30
",",",",p
immédiat,immédiat,30
",",",",p
comme,comme,83
une,un,71
faim,faim,22
de,de,81
vengeance,vengeance,22
",",",",p
qui,qui,52
lui,lui,51
tordait,tordre,18
le,le,71
corps,corps,21
et,et,82
qui,qui,52
ne,ne,60
lui,lui,51
laisserait,laisser,16
plus,plus,60
aucun,aucun,75
repos,repos,21
",",",",p
tant,tant,60
qu',que,83
il,il,51
ne,ne,60
l',le,52
aurait,avoir,16
pas,pas,60
satisfaite,satisfaire,12
/.,/.,P
sans,sans,81
s',se,51
arrêter,arrêter,14
",",",",p
il,il,51
se,se,51
tapa,taper,19
les,le,71
tempes,tempe,22
de,de,81
ses,son,73
deux,deux,72
poings,poing,21
",",",",p
il,il,51
bégaya,bégayer,19
",",",",p
d',de,81
une,un,71
voix,voix,22
d',de,81
angoisse,angoisse,22
:,:,p
qu',que,52
est,être,17
ce,ce,52
que,que,52
je,je,51
vais,aller,17
faire,faire,14
/?,/?,P
cet,ce,74
femme,femme,22
",",",",p
puisqu',puisque,83
il,il,51
ne,ne,60
l',le,52
avait,avoir,18
pas,pas,60
tuée,tuer,12
tout,tout,60
de,de,81
suite,suite,22
",",",",p
il,il,51
ne,ne,60
la,le,52
tuerait,tuer,16
pas,pas,60
maintenant,maintenant,60
/.,/.,P
sa,son,73
lâcheté,lâcheté,22
de,de,81
la,le,52
laisser,laisser,14
vivre,vivre,14
exaspérait,exaspérer,18
sa,son,73
colère,colère,22
",",",",p
car,car,82
c',ce,52
était,être,18
lâche,lâche,30
",",",",p
c',ce,52
était,être,18
parce qu',parce que,83
il,il,51
tenait,tenir,18
encore,encore,60
à,à,81
sa,son,73
peau,peau,22
de,de,81
garce,garce,22
",",",",p
qu',que,83
il,il,51
ne,ne,60
l',le,52
avait,avoir,18
pas,pas,60
étranglée,étrangler,12
/.,/.,P
il,il,51
ne,ne,60
pouvait,pouvoir,18
pourtant,pourtant,60
la,le,52
garder,garder,14
ainsi,ainsi,60
/.,/.,P
alors,alors,60
",",",",p
il,il,51
allait,aller,18
donc,donc,82
la,le,52
chasser,chasser,14
",",",",p
la,le,52
mettre,mettre,14
à,à,81
la,le,71
rue,rue,22
",",",",p
pour,pour,81
ne,ne,60
jamais,jamais,60
la,le,52
revoir,revoir,14
/?,/?,P
et,et,82
un,un,71
nouveau,nouveau,30
flot,flot,21
de,de,81
souffrance,souffrance,22
l',le,52
emportait,emporter,18
",",",",p
une,un,71
exécrable,exécrable,30
nausée,nausée,22
le,le,52
submergeait,submerger,18
tout,tout,52
entier,entier,30
",",",",p
lorsqu',lorsque,83
il,il,51
sentait,sentir,18
qu',que,83
il,il,51
ne,ne,60
ferait,faire,16
pas,pas,60
même,même,60
ça,ça,52
/.,/.,P
quoi,quoi,52
enfin,enfin,60
/?,/?,P
il,il,51
ne,ne,60
restait,rester,18
qu',que,83
à,à,81
accepter,accepter,14
l',le,71
abomination,abomination,22
et,et,82
qu',que,83
à,à,81
remmener,remmener,14
cette,ce,74
femme,femme,22
au,à,81
au,le,71
Havre,Havre,20
",",",",p
à,à,81
continuer,continuer,14
la,le,71
tranquille,tranquille,30
vie,vie,22
avec,avec,81
elle,il,51
",",",",p
comme,comme,83
si,si,83
de,de,81
rien,rien,52
n',ne,60
était,être,18
/.,/.,P
non,non,60
!,!,p
non,non,60
!,!,p
la,le,71
mort,mort,22
plutôt,plutôt,60
",",",",p
la,le,71
mort,mort,22
pour,pour,81
tous,tout,75
les,le,71
deux,deux,72
",",",",p
à,à,81
l',le,71
instant,instant,21
/!,/!,P
une,un,71
telle,tel,75
détresse,détresse,22
le,le,52
souleva,soulever,19
",",",",p
qu',que,83
il,il,51
cria,crier,19
plus,plus,60
haut,haut,60
",",",",p
égaré,égaré,31
:,:,p
qu',que,52
est,être,17
ce,ce,52
que,que,52
je,je,51
vais,aller,17
faire,faire,14
/?,/?,P
du,de,81
du,le,71
lit,lit,21
où,où,60
elle,il,51
restait,rester,18
assise,assis,31
",",",",p
Séverine,Séverine,20
le,le,52
suivait,suivre,18
toujours,toujours,60
de,de,81
ses,son,73
grands,grand,30
yeux,oeil,21
/.,/.,P
dans,dans,81
la,le,71
calme,calme,30
affection,affection,22
de,de,81
camarade,camarade,21
qu',que,52
elle,il,51
avait,avoir,18
eue,avoir,12
pour,pour,81
lui,lui,51
",",",",p
il,il,51
l',le,52
apitoyait,apitoyer,18
déjà,déjà,60
",",",",p
par,par,81
la,le,71
douleur,douleur,22
démesurée,démesuré,30
où,où,60
elle,il,51
le,le,52
voyait,voir,18
/.,/.,P
les,le,71
gros,gros,30
mots,mot,21
",",",",p
les,le,71
coups,coup,21
",",",",p
elle,il,51
les,le,52
aurait,avoir,16
excusés,excuser,12
",",",",p
si,si,83
cet,ce,74
emportement,emportement,21
fou,fou,30
lui,lui,51
avait,avoir,18
laissé,laisser,12
moins,moins,60
de,de,81
surprise,surprise,22
",",",",p
une,un,71
surprise,surprise,22
dont,dont,52
elle,il,51
ne,ne,60
revenait,revenir,18
pas,pas,60
encore,encore,60
/.,/.,P
elle,il,51
",",",",p
passive,passif,30
",",",",p
docile,docile,30
",",",",p
qui,qui,52
toute,tout,60
jeune,jeune,30
s',se,51
était,être,18
pliée,plier,12
aux,à,81
aux,le,71
désirs,désir,21
d',de,81
un,un,71
vieillard,vieillard,21
",",",",p
qui,qui,52
plus,plus,60
tard,tard,60
avait,avoir,18
laissé,laisser,12
faire,faire,14
son,son,73
mariage,mariage,21
",",",",p
simplement,simplement,60
désireuse,désireux,30
d',de,81
arranger,arranger,14
les,le,71
