11956
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingtième extrait>,<>,<>
chemise,chemise,22
",",",",p
et,et,82
elle,il,51
l',le,52
avait,avoir,18
arrangé,arranger,12
si,si,60
bien,bien,60
",",",",p
que,que,83
personne,personne,52
ne,ne,60
la,le,52
guettait,guetter,18
plus,plus,60
/.,/.,P
enfin,enfin,60
",",",",p
le,le,71
bruit,bruit,21
se,se,51
répandait,répandre,18
de,de,81
son,son,73
histoire,histoire,22
avec,avec,81
un,un,71
aiguilleur,aiguilleur,21
de,de,81
l',le,71
embranchement,embranchement,21
de,de,81
Dieppe,Dieppe,20
",",",",p
à,à,81
l',le,71
autre,autre,75
bout,bout,21
du,de,81
du,le,71
tunnel,tunnel,21
:,:,p
un,un,71
nommé,nommé,31
Ozil,Ozil,20
",",",",p
un,un,71
garçon,garçon,21
d',de,81
une,un,71
trentaine,trentaine,22
d',de,81
années,année,22
",",",",p
très,très,60
honnête,honnête,30
",",",",p
qu',que,52
elle,il,51
semblait,sembler,18
avoir,avoir,14
encouragé,encourager,12
un,un,71
instant,instant,21
",",",",p
et,et,82
qui,qui,52
",",",",p
ayant,avoir,13
essayé,essayer,12
de,de,81
la,le,52
prendre,prendre,14
",",",",p
s',se,51
imaginant,imaginer,13
un,un,71
soir,soir,21
qu',que,83
elle,il,51
se,se,51
livrait,livrer,18
",",",",p
avait,avoir,18
failli,faillir,12
être,être,14
tué,tuer,12
par,par,81
elle,il,51
d',de,81
un,un,71
coup,coup,21
de,de,81
bâton,bâton,21
/.,/.,P
elle,il,51
était,être,18
vierge,vierge,30
et,et,82
guerrière,guerrier,30
",",",",p
dédaigneuse,dédaigneux,30
du,de,81
du,le,71
mâle,mâle,21
",",",",p
ce,ce,52
qui,qui,52
finissait,finir,18
par,par,81
convaincre,convaincre,14
les,le,71
gens,gens,21
qu',que,52
elle,il,51
avait,avoir,18
pour,pour,81
sûr,sûr,30
la,le,71
tête,tête,22
dérangée,dérangé,31
/.,/.,P
en,en,81
l',le,52
entendant,entendre,13
déclarer,déclarer,14
qu',que,83
elle,il,51
ne,ne,60
voulait,vouloir,18
pas,pas,60
d',de,81
amoureux,amoureux,21
",",",",p
Jacques,Jacques,20
continua,continuer,19
de,de,81
plaisanter,plaisanter,14
/.,/.,P
-,-,p
alors,alors,60
",",",",p
ça,ça,52
ne,ne,60
va,aller,17
pas,pas,60
",",",",p
ton,ton,73
mariage,mariage,21
avec,avec,81
Ozil,Ozil,20
/?,/?,P
je,je,51
m',je,51
étais,être,18
laissé,laisser,12
dire,dire,14
que,que,83
",",",",p
tous,tout,75
les,le,71
jours,jour,21
",",",",p
tu,tu,51
filais,filer,18
le,le,52
rejoindre,rejoindre,14
par,par,81
le,le,71
tunnel,tunnel,21
/.,/.,P
elle,il,51
haussa,hausser,19
les,le,71
épaules,épaule,22
/.,/.,P
-,-,p
ah,ah,93
/!,/!,P
ouitche,ouitche,93
/!,/!,P
mon,mon,73
mariage,mariage,21
/…,/…,P
ça,ça,52
m',je,51
amuse,amuser,17
",",",",p
le,le,71
tunnel,tunnel,21
/.,/.,P
deux,deux,72
kilomètres,kilomètre,21
et,et,82
demi,demi,30
à,à,81
galoper,galoper,14
dans,dans,81
le,le,71
noir,noir,21
",",",",p
avec,avec,81
l',le,71
idée,idée,22
qu',que,52
on,on,51
peut,pouvoir,17
être,être,14
coupé,couper,12
par,par,81
un,un,71
train,train,21
",",",",p
si,si,83
l',l',94
on,on,51
n',ne,60
ouvre,ouvrir,17
pas,pas,60
l',le,71
oeil,oeil,21
/.,/.,P
faut,falloir,17
les,le,52
entendre,entendre,14
",",",",p
les,le,71
trains,train,21
",",",",p
ronfler,ronfler,14
là-dessous,là-dessous,60
!,!,p
/…,/…,P
mais,mais,82
il,il,51
m',je,51
a,avoir,17
ennuyée,ennuyer,12
",",",",p
Ozil,Ozil,20
/.,/.,P
ce,ce,52
n',ne,60
est,être,17
pas,pas,60
encore,encore,60
celui-là,celui-là,52
que,que,52
je,je,51
veux,vouloir,17
/.,/.,P
-,-,p
tu,tu,51
en,en,52
veux,vouloir,17
donc,donc,82
un,un,71
autre,autre,52
?,?,p
ah,ah,93
/!,/!,P
je,je,51
ne,ne,60
sais,savoir,17
pas,pas,60
…,…,p
ah,ah,93
/!,/!,P
ma,mon,73
foi,foi,22
",",",",p
non,non,60
/!,/!,P
un,un,71
rire,rire,21
l',le,52
avait,avoir,18
reprise,reprendre,12
",",",",p
tandis qu',tandis que,83
une,un,71
pointe,pointe,22
d',de,81
embarras,embarras,21
la,le,52
faisait,faire,18
se,se,51
remettre,remettre,14
à,à,81
un,un,71
noeud,noeud,21
des,de,81
des,le,71
cordes,corde,22
",",",",p
dont,dont,52
elle,il,51
ne,ne,60
pouvait,pouvoir,18
venir,venir,14
à,à,81
bout,bout,21
/.,/.,P
puis,puis,60
",",",",p
sans,sans,81
relever,relever,14
la,le,71
tête,tête,22
",",",",p
comme,comme,83
très,très,60
absorbée,absorbé,31
par,par,81
sa,son,73
besogne,besogne,22
:,:,p
-,-,p
et,et,82
toi,toi,51
",",",",p
tu,tu,51
n',ne,60
en,en,52
as,avoir,17
pas,pas,60
",",",",p
d',de,81
amoureuse,amoureuse,22
?,?,p
à,à,81
son,son,73
tour,tour,21
",",",",p
Jacques,Jacques,20
redevint,redevenir,19
sérieux,sérieux,30
/.,/.,P
ses,son,73
yeux,oeil,21
se,se,51
détournèrent,détourner,19
",",",",p
vacillèrent,vaciller,19
en,en,81
se,se,51
fixant,fixer,13
au,à,81
au,le,71
loin,loin,60
",",",",p
dans,dans,81
la,le,71
nuit,nuit,22
/.,/.,P
il,il,51
répondit,répondre,19
d',de,81
une,un,71
voix,voix,22
brève,bref,30
:,:,p
-,-,p
non,non,60
/.,/.,P
-,-,p
c',ce,52
est,être,17
ça,ça,52
",",",",p
continua,continuer,19
t,t,94
elle,il,51
",",",",p
on,on,51
m',je,51
a,avoir,17
bien,bien,60
conté,conter,12
que,que,83
tu,tu,51
abominais,abominer,18
les,le,71
femmes,femme,22
/.,/.,P
et,et,82
puis,puis,60
",",",",p
ce,ce,52
n',ne,60
est,être,17
pas,pas,60
d',de,81
hier,hier,60
que,que,83
je,je,51
te,tu,51
connais,connaître,17
",",",",p
jamais,jamais,60
tu,tu,51
ne,ne,60
nous,nous,51
adresserais,adresser,16
quelque,quelque,75
chose,chose,22
d',de,81
aimable,aimable,30
…,…,p
pourquoi,pourquoi,60
",",",",p
dis,dire,17
/?,/?,P
il,il,51
se,se,51
taisait,taire,18
",",",",p
elle,il,51
se,se,51
décida,décider,19
à,à,81
lâcher,lâcher,14
le,le,71
noeud,noeud,21
et,et,82
à,à,81
le,le,52
regarder,regarder,14
/.,/.,P
-,-,p
est,être,17
ce,ce,52
donc,donc,82
que,que,83
tu,tu,51
n',ne,60
aimes,aimer,17
que,que,83
ta,ton,73
machine,machine,22
/?,/?,P
on,on,51
en,en,52
plaisante,plaisanter,17
",",",",p
tu,tu,51
sais,savoir,17
/.,/.,P
on,on,51
prétend,prétendre,17
que,que,83
tu,tu,51
es,être,17
toujours,toujours,60
à,à,81
la,le,52
frotter,frotter,14
",",",",p
à,à,81
la,le,52
faire,faire,14
reluire,reluire,14
",",",",p
comme,comme,83
si,si,83
tu,tu,51
n',ne,60
avais,avoir,18
des,de,81
des,le,71
caresses,caresse,22
que,que,83
pour,pour,81
elle,il,51
…,…,p
moi,moi,51
",",",",p
je,je,51
te,tu,51
dis,dire,17
ça,ça,52
",",",",p
parce que,parce que,83
je,je,51
suis,être,17
ton,ton,73
amie,amie,22
/.,/.,P
lui,lui,51
aussi,aussi,60
",",",",p
maintenant,maintenant,60
",",",",p
la,le,52
regardait,regarder,18
",",",",p
à,à,81
la,le,71
pâle,pâle,30
clarté,clarté,22
du,de,81
du,le,71
ciel,ciel,21
fumeux,fumeux,30
/.,/.,P
et,et,82
il,il,51
se,se,51
souvenait,souvenir,18
d',de,81
elle,il,51
",",",",p
quand,quand,83
elle,il,51
était,être,18
petite,petit,30
",",",",p
violente,violent,30
et,et,82
volontaire,volontaire,30
déjà,déjà,60
",",",",p
mais,mais,82
lui,lui,51
sautant,sauter,13
au,à,81
au,le,71
cou,cou,21
dès,dès,81
qu',que,83
il,il,51
arrivait,arriver,18
",",",",p
prise,pris,31
d',de,81
une,un,71
passion,passion,22
de,de,81
fillette,fillette,22
sauvage,sauvage,30
/.,/.,P
ensuite,ensuite,60
",",",",p
l',le,52
ayant,avoir,13
souvent,souvent,60
perdue,perdre,12
de,de,81
vue,vue,22
",",",",p
il,il,51
l',le,52
avait,avoir,18
chaque,chaque,75
fois,fois,22
retrouvée,retrouver,12
grandie,grandi,31
",",",",p
l',le,52
accueillant,accueillir,13
du,de,81
du,le,71
même,même,75
saut,saut,21
à,à,81
ses,son,73
épaules,épaule,22
",",",",p
le,le,52
gênant,gêner,13
de,de,81
plus,plus,60
en,en,81
plus,plus,60
par,par,81
la,le,71
flamme,flamme,22
de,de,81
ses,son,73
grands,grand,30
yeux,oeil,21
clairs,clair,30
/.,/.,P
à,à,81
cette,ce,74
heure,heure,22
",",",",p
elle,il,51
était,être,18
femme,femme,22
",",",",p
superbe,superbe,30
",",",",p
désirable,désirable,30
",",",",p
et,et,82
elle,il,51
l',le,52
aimait,aimer,18
sans,sans,81
doute,doute,21
",",",",p
de,de,81
très,très,60
loin,loin,60
",",",",p
du,de,81
du,le,71
fond,fond,21
même,même,30
de,de,81
sa,son,73
jeunesse,jeunesse,22
/.,/.,P
son,son,73
coeur,coeur,21
se,se,51
mit,mettre,19
à,à,81
battre,battre,14
",",",",p
il,il,51
eut,avoir,19
la,le,71
sensation,sensation,22
soudaine,soudain,30
d',de,81
être,être,14
celui,celui,52
qu',que,52
elle,il,51
attendait,attendre,18
/.,/.,P
un,un,71
grand,grand,30
trouble,trouble,21
montait,monter,18
à,à,81
son,son,73
crâne,crâne,21
avec,avec,81
le,le,71
sang,sang,21
de,de,81
ses,son,73
veines,veine,22
",",",",p
son,son,73
premier,premier,72
mouvement,mouvement,21
fut,être,19
de,de,81
fuir,fuir,14
",",",",p
dans,dans,81
l',le,71
angoisse,angoisse,22
qui,qui,52
l',le,52
envahissait,envahir,18
/.,/.,P
toujours,toujours,60
le,le,71
désir,désir,21
l',le,52
avait,avoir,18
rendu,rendre,12
fou,fou,30
",",",",p
il,il,51
voyait,voir,18
rouge,rouge,30
/.,/.,P
-,-,p
qu',que,52
est,être,17
ce,ce,52
que,que,52
tu,tu,51
fais,faire,17
là,là,60
",",",",p
debout,debout,60
/?,/?,P
reprit,reprendre,19
elle,il,51
/.,/.,P
assieds,asseoir,17
toi,toi,51
donc,donc,82
/!,/!,P
de,de,81
nouveau,nouveau,21
",",",",p
il,il,51
hésitait,hésiter,18
/.,/.,P
puis,puis,60
",",",",p
les,le,71
jambes,jambe,22
subitement,subitement,60
très,très,60
lasses,las,30
",",",",p
vaincu,vaincu,31
par,par,81
le,le,71
besoin,besoin,21
de,de,81
tenter,tenter,14
l',le,71
amour,amour,21
encore,encore,60
",",",",p
il,il,51
se,se,51
laissa,laisser,19
tomber,tomber,14
près,près,81
d',de,81
elle,il,51
",",",",p
sur,sur,81
le,le,71
tas,tas,21
de,de,81
cordes,corde,22
/.,/.,P
il,il,51
ne,ne,60
parlait,parler,18
plus,plus,60
",",",",p
la,le,71
gorge,gorge,22
sèche,sec,30
/.,/.,P
c',ce,52
était,être,18
elle,il,51
",",",",p
maintenant,maintenant,60
",",",",p
la,le,71
fière,fier,30
",",",",p
la,le,71
silencieuse,silencieux,30
",",",",p
qui,qui,52
bavardait,bavarder,18
à,à,81
perdre,perdre,14
haleine,haleine,22
",",",",p
très,très,60
gaie,gai,30
",",",",p
s',se,51
étourdissant,étourdir,13
elle-même,lui-même,51
/.,/.,P
-,-,p
vois,voir,17
tu,tu,51
",",",",p
le,le,71
tort,tort,21
de,de,81
maman,maman,22
",",",",p
ç',ça,52
a,avoir,17
été,être,12
d',de,81
épouser,épouser,14
Misard,Misard,20
/.,/.,P
ça,ça,52
lui,lui,51
jouera,jouer,15
un,un,71
mauvais,mauvais,30
tour,tour,21
…,…,p
moi,moi,51
",",",",p
je,je,51
m',je,51
en,en,52
fiche,ficher,17
",",",",p
parce qu',parce que,83
on,on,51
a,avoir,17
assez,assez,60
de,de,81
ses,son,73
affaires,affaire,22
",",",",p
n',ne,60
est,être,17
ce,ce,52
pas,pas,60
/?,/?,P
et,et,82
puis,puis,60
",",",",p
maman,maman,22
m',je,51
envoie,envoyer,17
coucher,coucher,14
",",",",p
dès,dès,81
que,que,83
je,je,51
veux,vouloir,17
intervenir,intervenir,14
…,…,p
alors,alors,60
",",",",p
qu',que,52
elle,il,51
se,se,51
débrouille,débrouiller,17
/!,/!,P
je,je,51
vis,vivre,17
dehors,dehors,60
",",",",p
moi,moi,51
/.,/.,P
je,je,51
songe,songer,17
à,à,81
des,de,81
des,le,71
choses,chose,22
",",",",p
pour,pour,81
plus,plus,60
tard,tard,60
…,…,p
ah,ah,93
/!,/!,P
tu,tu,51
sais,savoir,17
",",",",p
je,je,51
t',tu,51
avais,avoir,18
vu,voir,12
passer,passer,14
",",",",p
ce,ce,74
matin,matin,21
",",",",p
sur,sur,81
ta,ton,73
machine,machine,22
",",",",p
tiens,tenir,17
/!,/!,P
de,de,81
ces,ce,74
broussailles,broussaille,22
",",",",p
là-bas,là-bas,60
",",",",p
où,où,60
j',je,51
étais,être,18
assise,asseoir,12
/.,/.,P
mais,mais,82
toi,toi,51
",",",",p
tu,tu,51
ne,ne,60
regardes,regarder,17
jamais,jamais,60
…,…,p
et,et,82
je,je,51
te,tu,51
les,le,52
dirai,dire,15
",",",",p
à,à,81
toi,toi,51
",",",",p
les,le,71
choses,chose,22
auxquelles,à,81
auxquelles,lequel,52
je,je,51
songe,songer,17
",",",",p
mais,mais,82
pas,pas,60
maintenant,maintenant,60
",",",",p
plus,plus,60
tard,tard,60
",",",",p
quand,quand,83
nous,nous,51
serons,être,15
tout,tout,60
à,à,81
fait,fait,21
bons,bon,30
amis,ami,21
/.,/.,P
elle,il,51
avait,avoir,18
laissé,laisser,12
glisser,glisser,14
les,le,71
ciseaux,ciseau,21
",",",",p
et,et,82
lui,lui,51
",",",",p
toujours,toujours,60
muet,muet,30
",",",",p
s',se,51
était,être,18
emparé,emparer,12
de,de,81
ses,son,73
deux,deux,72
mains,main,22
/.,/.,P
ravie,ravi,31
",",",",p
elle,il,51
les,le,52
lui,lui,51
abandonnait,abandonner,18
/.,/.,P
pourtant,pourtant,60
",",",",p
lorsqu',lorsque,83
il,il,51
les,le,52
porta,porter,19
à,à,81
ses,son,73
lèvres,lèvre,22
brûlantes,brûlant,30
",",",",p
elle,il,51
eut,avoir,19
un,un,71
sursaut,sursaut,21
effaré,effaré,31
de,de,81
vierge,vierge,22
/.,/.,P
la,le,71
guerrière,guerrière,22
se,se,51
réveillait,réveiller,18
",",",",p
cabrée,cabré,31
",",",",p
batailleuse,batailleur,30
",",",",p
à,à,81
cette,ce,74
première,premier,72
approche,approche,22
du,de,81
du,le,71
mâle,mâle,21
/.,/.,P
-,-,p
non,non,60
",",",",p
non,non,60
/!,/!,P
laisse,laisser,17
moi,moi,51
",",",",p
je,je,51
ne,ne,60
veux,vouloir,17
pas,pas,60
…,…,p
tiens,tenir,17
toi,toi,51
tranquille,tranquille,30
",",",",p
nous,nous,51
causerons,causer,15
/…,/…,P
ça,ça,52
ne,ne,60
pense,penser,17
qu',que,83
à,à,81
ça,ça,52
",",",",p
les,le,71
hommes,homme,21
/.,/.,P
ah,ah,93
/!,/!,P
si,si,83
je,je,51
te,tu,51
répétais,répéter,18
ce,ce,52
que,que,52
Louisette,Louisette,20
m',je,51
a,avoir,17
raconté,raconter,12
",",",",p
le,le,71
jour,jour,21
où,où,60
elle,il,51
est,être,17
morte,mourir,12
",",",",p
chez,chez,81
Cabuche,Cabuche,20
…,…,p
d',de,81
ailleurs,ailleurs,60
",",",",p
j',je,51
en,en,52
savais,savoir,18
déjà,déjà,60
sur,sur,81
le,le,71
président,président,21
",",",",p
parce que,parce que,83
j',je,51
avais,avoir,18
vu,voir,12
des,de,81
des,le,71
saletés,saleté,22
ici,ici,60
",",",",p
lorsqu',lorsque,83
il,il,51
venait,venir,18
avec,avec,81
des,de,81
des,le,71
jeunes,jeune,30
filles,fille,22
…,…,p
il,il,51
y,y,52
en,en,52
a,avoir,17
une,un,52
que,que,52
personne,personne,52
ne,ne,60
soupçonne,soupçonner,17
",",",",p
une,un,52
qu',que,52
il,il,51
a,avoir,17
mariée,marier,12
/…,/…,P
lui,lui,51
",",",",p
ne,ne,60
l',le,52
écoutait,écouter,18
pas,pas,60
",",",",p
ne,ne,60
l',le,52
entendait,entendre,18
pas,pas,60
/.,/.,P
il,il,51
l',le,52
avait,avoir,18
saisie,saisir,12
d',de,81
une,un,71
étreinte,étreinte,22
brutale,brutal,30
",",",",p
et,et,82
il,il,51
écrasait,écraser,18
sa,son,73
bouche,bouche,22
sur,sur,81
la,le,71
sienne,sien,52
/.,/.,P
elle,il,51
eut,avoir,19
un,un,71
léger,léger,30
cri,cri,21
",",",",p
une,un,71
plainte,plainte,22
plutôt,plutôt,60
",",",",p
si,si,60
profonde,profond,30
",",",",p
si,si,60
douce,doux,30
",",",",p
où,où,60
éclatait,éclater,18
l',le,71
aveu,aveu,21
de,de,81
sa,son,73
tendresse,tendresse,22
longtemps,longtemps,60
cachée,caché,31
/.,/.,P
mais,mais,82
elle,il,51
luttait,lutter,18
toujours,toujours,60
",",",",p
se,se,51
refusait,refuser,18
quand,quand,83
même,même,60
",",",",p
par,par,81
un,un,71
instinct,instinct,21
de,de,81
combat,combat,21
/.,/.,P
elle,il,51
le,le,52
souhaitait,souhaiter,18
et,et,82
elle,il,51
se,se,51
disputait,disputer,18
à,à,81
lui,lui,51
",",",",p
avec,avec,81
le,le,71
besoin,besoin,21
d',de,81
être,être,14
conquise,conquérir,12
/.,/.,P
sans,sans,81
parole,parole,22
",",",",p
poitrine,poitrine,22
contre,contre,81
poitrine,poitrine,22
",",",",p
tous,tout,75
deux,deux,72
s',se,51
essoufflaient,essouffler,18
à,à,81
qui,qui,52
renverserait,renverser,16
l',le,71
autre,autre,52
/.,/.,P
un,un,71
instant,instant,21
",",",",p
elle,il,51
sembla,sembler,19
devoir,devoir,14
être,être,14
la,le,71
plus,plus,60
forte,fort,30
",",",",p
elle,il,51
l',le,52
aurait,avoir,16
peut-être,peut-être,60
jeté,jeter,12
sous,sous,81
elle,il,51
",",",",p
tant,tant,60
il,il,51
s',se,51
énervait,énerver,18
",",",",p
s',si,83
il,il,51
ne,ne,60
l',le,52
avait,avoir,18
pas,pas,60
empoignée,empoigner,12
à,à,81
la,le,71
gorge,gorge,22
/.,/.,P
le,le,71
corsage,corsage,21
fut,être,19
arraché,arracher,12
",",",",p
les,le,71
deux,deux,72
seins,sein,21
jaillirent,jaillir,19
",",",",p
durs,dur,30
et,et,82
gonflés,gonflé,31
de,de,81
la,le,71
bataille,bataille,22
",",",",p
d',de,81
une,un,71
blancheur,blancheur,22
de,de,81
lait,lait,21
",",",",p
dans,dans,81
l',le,71
ombre,ombre,22
claire,clair,30
/.,/.,P
et,et,82
elle,il,51
s',se,51
abattit,abattre,19
sur,sur,81
le,le,71
dos,dos,21
",",",",p
elle,il,51
se,se,51
donnait,donner,18
",",",",p
vaincue,vaincu,31
/.,/.,P
alors,alors,60
",",",",p
lui,lui,51
",",",",p
haletant,haleter,13
",",",",p
s',se,51
arrêta,arrêter,19
",",",",p
la,le,52
regarda,regarder,19
",",",",p
au,à,81
au,le,71
lieu,lieu,21
de,de,81
la,le,52
posséder,posséder,14
/.,/.,P
une,un,71
fureur,fureur,22
semblait,sembler,18
le,le,52
prendre,prendre,14
",",",",p
une,un,71
férocité,férocité,22
qui,qui,52
le,le,52
faisait,faire,18
chercher,chercher,14
des,de,81
des,le,71
yeux,oeil,21
",",",",p
autour,autour,60
de,de,81
lui,lui,51
",",",",p
une,un,71
arme,arme,22
",",",",p
une,un,71
pierre,pierre,22
",",",",p
quelque,quelque,75
chose,chose,22
enfin,enfin,60
pour,pour,81
la,le,52
tuer,tuer,14
/.,/.,P
ses,son,73
regards,regard,21
rencontrèrent,rencontrer,19
les,le,71
ciseaux,ciseau,21
",",",",p
luisant,luire,13
parmi,parmi,81
les,le,71
bouts,bout,21
de,de,81
corde,corde,22
;,;,p
et,et,82
il,il,51
les,le,52
ramassa,ramasser,19
d',de,81
un,un,71
bond,bond,21
",",",",p
et,et,82
il,il,51
les,le,52
aurait,avoir,16
enfoncés,enfoncer,12
dans,dans,81
cette,ce,74
gorge,gorge,22
nue,nu,30
",",",",p
entre,entre,81
les,le,71
deux,deux,72
seins,sein,21
blancs,blanc,30
",",",",p
aux,à,81
aux,le,71
fleurs,fleur,22
roses,rose,30
/.,/.,P
mais,mais,82
un,un,71
grand,grand,30
froid,froid,21
le,le,52
dégrisait,dégriser,18
",",",",p
il,il,51
les,le,52
rejeta,rejeter,19
",",",",p
il,il,51
s',se,51
enfuit,enfuir,19
",",",",p
éperdu,éperdu,30
;,;,p
tandis qu',tandis que,83
elle,il,51
",",",",p
les,le,71
paupières,paupière,22
closes,clos,31
",",",",p
croyait,croire,18
qu',que,83
il,il,51
la,le,52
refusait,refuser,18
à,à,81
son,son,73
tour,tour,21
",",",",p
parce qu',parce que,83
elle,il,51
lui,lui,51
avait,avoir,18
résisté,résister,12
/.,/.,P
Jacques,Jacques,20
fuyait,fuir,18
dans,dans,81
la,le,71
nuit,nuit,22
mélancolique,mélancolique,30
/.,/.,P
il,il,51
monta,monter,19
au,à,81
au,le,71
galop,galop,21
le,le,71
sentier,sentier,21
d',de,81
une,un,71
côte,côte,22
",",",",p
retomba,retomber,19
au,à,81
au,le,71
fond,fond,21
d',de,81
un,un,71
étroit,étroit,30
vallon,vallon,21
/.,/.,P
des,de,81
des,le,71
cailloux,caillou,21
roulant,rouler,13
sous,sous,81
ses,son,73
pas,pas,21
l',le,52
effrayèrent,effrayer,19
",",",",p
il,il,51
se,se,51
lança,lancer,19
à,à,81
gauche,gauche,22
parmi,parmi,81
des,de,81
des,le,71
broussailles,broussaille,22
",",",",p
fit,faire,19
un,un,71
crochet,crochet,21
qui,qui,52
le,le,52
ramena,ramener,19
à,à,81
droite,droite,22
",",",",p
sur,sur,81
un,un,71
plateau,plateau,21
vide,vide,30
/.,/.,P
brusquement,brusquement,60
",",",",p
il,il,51
dévala,dévaler,19
",",",",p
il,il,51
buta,buter,19
contre,contre,81
la,le,71
haie,haie,22
du,de,81
du,le,71
chemin,chemin,21
de,de,81
fer,fer,21
:,:,p
un,un,71
train,train,21
arrivait,arriver,18
",",",",p
grondant,gronder,13
",",",",p
flambant,flamber,13
;,;,p
et,et,82
il,il,51
ne,ne,60
comprit,comprendre,19
pas,pas,60
d'abord,d'abord,60
",",",",p
terrifié,terrifié,31
/.,/.,P
ah,ah,93
/!,/!,P
oui,oui,60
",",",",p
tout,tout,75
ce,ce,74
monde,monde,21
qui,qui,52
passait,passer,18
",",",",p
le,le,71
continuel,continuel,30
flot,flot,21
",",",",p
tandis que,tandis que,83
lui,lui,51
agonisait,agoniser,18
là,là,60
/!,/!,P
il,il,51
repartit,repartir,19
",",",",p
grimpa,grimper,19
",",",",p
descendit,descendre,19
encore,encore,60
/.,/.,P
toujours,toujours,60
maintenant,maintenant,60
il,il,51
rencontrait,rencontrer,18
la,le,71
voie,voie,22
",",",",p
au,à,81
au,le,71
fond,fond,21
des,de,81
des,le,71
tranchées,tranchée,22
profondes,profond,30
qui,qui,52
creusaient,creuser,18
des,de,81
des,le,71
abîmes,abîme,21
",",",",p
sur,sur,81
des,de,81
des,le,71
remblais,remblai,21
qui,qui,52
fermaient,fermer,18
l',le,71
horizon,horizon,21
de,de,81
barricades,barricade,22
géantes,géant,30
/.,/.,P
ce,ce,74
pays,pays,21
désert,désert,30
",",",",p
coupé,coupé,31
de,de,81
monticules,monticule,21
",",",",p
était,être,18
comme,comme,83
un,un,71
labyrinthe,labyrinthe,21
sans,sans,81
issue,issue,22
",",",",p
où,où,60
tournait,tourner,18
sa,son,73
folie,folie,22
",",",",p
dans,dans,81
la,le,71
morne,morne,30
désolation,désolation,22
des,de,81
des,le,71
terrains,terrain,21
incultes,inculte,30
/.,/.,P
et,et,82
",",",",p
depuis,depuis,81
de,de,81
longues,long,30
minutes,minute,22
",",",",p
il,il,51
battait,battre,18
les,le,71
pentes,pente,22
",",",",p
lorsqu',lorsque,83
il,il,51
aperçut,apercevoir,19
devant,devant,81
lui,lui,51
l',le,71
ouverture,ouverture,22
ronde,rond,30
",",",",p
la,le,71
gueule,gueule,22
noire,noir,30
du,de,81
du,le,71
tunnel,tunnel,21
/.,/.,P
un,un,71
train,train,21
montant,montant,30
s',se,51
y,y,52
engouffrait,engouffrer,18
",",",",p
hurlant,hurler,13
et,et,82
sifflant,siffler,13
",",",",p
laissant,laisser,13
",",",",p
disparu,disparu,31
",",",",p
bu,bu,31
par,par,81
la,le,71
terre,terre,22
",",",",p
une,un,71
longue,long,30
secousse,secousse,22
dont,dont,52
le,le,71
sol,sol,21
tremblait,trembler,18
/.,/.,P
alors,alors,60
",",",",p
Jacques,Jacques,20
",",",",p
les,le,71
jambes,jambe,22
brisées,brisé,31
",",",",p
tomba,tomber,19
au,à,81
au,le,71
bord,bord,21
de,de,81
la,le,71
ligne,ligne,22
",",",",p
et,et,82
il,il,51
éclata,éclater,19
en,en,81
sanglots,sanglot,21
convulsifs,convulsif,30
",",",",p
vautré,vautré,31
sur,sur,81
le,le,71
ventre,ventre,21
",",",",p
la,le,71
face,face,22
enfoncée,enfoncé,31
dans,dans,81
l',le,71
herbe,herbe,22
/.,/.,P
mon,mon,73
dieu,dieu,21
/!,/!,P
il,il,51
était,être,18
donc,donc,82
revenu,revenir,12
",",",",p
ce,ce,74
mal,mal,21
abominable,abominable,30
dont,dont,52
il,il,51
se,se,51
croyait,croire,18
guéri,guéri,31
/?,/?,P
voilà,voilà,81
qu',que,83
il,il,51
avait,avoir,18
voulu,vouloir,12
la,le,52
tuer,tuer,14
",",",",p
cette,ce,74
fille,fille,22
/!,/!,P
tuer,tuer,14
une,un,71
femme,femme,22
",",",",p
tuer,tuer,14
une,un,71
femme,femme,22
/!,/!,P
cela,cela,52
sonnait,sonner,18
à,à,81
ses,son,73
oreilles,oreille,22
",",",",p
du,de,81
du,le,71
fond,fond,21
de,de,81
sa,son,73
jeunesse,jeunesse,22
",",",",p
avec,avec,81
la,le,71
fièvre,fièvre,22
grandissante,grandissant,30
",",",",p
affolante,affolant,30
du,de,81
du,le,71
désir,désir,21
/.,/.,P
comme,comme,83
les,le,71
autres,autre,52
",",",",p
sous,sous,81
l',le,71
éveil,éveil,21
de,de,81
la,le,71
puberté,puberté,22
",",",",p
rêvent,rêver,17
d',de,81
en,en,52
posséder,posséder,14
une,un,52
",",",",p
lui,lui,51
s',se,51
était,être,18
enragé,enragé,31
à,à,81
l',le,71
idée,idée,22
d',de,81
en,en,52
tuer,tuer,14
une,un,52
/.,/.,P
car,car,82
il,il,51
ne,ne,60
pouvait,pouvoir,18
se,se,51
mentir,mentir,14
",",",",p
il,il,51
avait,avoir,18
bien,bien,60
pris,prendre,12
les,le,71
ciseaux,ciseau,21
pour,pour,81
les,le,52
lui,lui,51
planter,planter,14
dans,dans,81
la,le,71
chair,chair,22
",",",",p
dès,dès,81
qu',que,83
il,il,51
l',le,52
avait,avoir,18
vue,voir,12
",",",",p
cette,ce,74
chair,chair,22
",",",",p
cette,ce,74
gorge,gorge,22
",",",",p
chaude,chaud,30
et,et,82
blanche,blanc,30
/.,/.,P
