11714
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Cinquante et unième extrait>,<>,<>
cela,cela,52
est,être,17
fort,fort,60
étrange,étrange,30
",",",",p
et,et,82
je,je,51
serais,être,16
bien,bien,60
curieux,curieux,30
de,de,81
savoir,savoir,14
comment,comment,60
cela,cela,52
finira,finir,15
/.,/.,P
-,-,p
mal,mal,60
",",",",p
monsieur,monsieur,21
",",",",p
mal,mal,60
“,“,p
",",",",p
répondit,répondre,19
une,un,71
voix,voix,22
que,que,52
le,le,71
jeune,jeune,30
homme,homme,21
reconnut,reconnaître,19
pour,pour,81
celle,celui,52
de,de,81
Planchet,Planchet,20
;,;,p
car,car,82
tout,tout,60
en,en,81
monologuant,monologuer,13
tout,tout,60
haut,haut,30
",",",",p
à,à,81
la,le,71
manière,manière,22
des,de,81
des,le,71
gens,gens,21
très,très,60
préoccupés,préoccupé,31
",",",",p
il,il,51
s',se,51
était,être,18
engagé,engager,12
dans,dans,81
l',le,71
allée,allée,22
au,à,81
au,le,71
fond,fond,21
de,de,81
laquelle,lequel,52
était,être,18
l',le,71
escalier,escalier,21
qui,qui,52
conduisait,conduire,18
à,à,81
sa,son,73
chambre,chambre,22
/.,/.,P
“,“,p
comment,comment,60
",",",",p
mal,mal,60
?,?,p
que,que,52
veux,vouloir,17
tu,tu,51
dire,dire,14
",",",",p
imbécile,imbécile,30
?,?,p
demanda,demander,19
d',de,81
Artagnan,Artagnan,20
",",",",p
qu',que,52
est,être,17
il,il,51
donc,donc,82
arrivé,arriver,12
/?,/?,P
toutes,tout,75
sortes,sorte,22
de,de,81
malheurs,malheur,21
/.,/.,P
-,-,p
lesquels,lequel,52
/?,/?,P
d'abord,d'abord,60
monsieur,monsieur,21
Athos,Athos,20
est,être,17
arrêté,arrêter,12
/.,/.,P
-,-,p
arrêté,arrêté,31
/!,/!,P
Athos,Athos,20
!,!,p
arrêté,arrêté,31
!,!,p
pourquoi,pourquoi,60
/?,/?,P
on,on,51
l',le,52
a,avoir,17
trouvé,trouver,12
chez,chez,81
vous,vous,51
;,;,p
on,on,51
l',le,52
a,avoir,17
pris,prendre,12
pour,pour,81
vous,vous,51
/.,/.,P
-,-,p
et,et,82
par,par,81
qui,qui,52
a,avoir,17
t,t,94
il,il,51
été,être,12
arrêté,arrêter,12
/?,/?,P
par,par,81
la,le,71
garde,garde,22
qu',que,52
ont,avoir,17
été,être,12
chercher,chercher,14
les,le,71
hommes,homme,21
noirs,noir,30
que,que,52
vous,vous,51
avez,avoir,17
mis,mettre,12
en,en,81
fuite,fuite,22
/.,/.,P
-,-,p
pourquoi,pourquoi,60
ne,ne,60
s',se,51
est,être,17
il,il,51
pas,pas,60
nommé,nommer,12
?,?,p
pourquoi,pourquoi,60
n',ne,60
a,avoir,17
t,t,94
il,il,51
pas,pas,60
dit,dire,12
qu',que,83
il,il,51
était,être,18
étranger,étranger,30
à,à,81
cette,ce,74
affaire,affaire,22
/?,/?,P
il,il,51
s',se,51
en,en,52
est,être,17
bien,bien,60
gardé,garder,12
",",",",p
monsieur,monsieur,21
;,;,p
il,il,51
s',se,51
est,être,17
au,à,81
au,le,71
contraire,contraire,21
approché,approcher,12
de,de,81
moi,moi,51
et,et,82
m',je,51
a,avoir,17
dit,dire,12
:,:,p
“,“,p
c',ce,52
est,être,17
ton,ton,73
maître,maître,21
qui,qui,52
a,avoir,17
besoin,besoin,21
de,de,81
sa,son,73
liberté,liberté,22
en,en,81
ce,ce,74
moment,moment,21
",",",",p
et,et,82
non,non,60
pas,pas,60
moi,moi,51
",",",",p
puisqu',puisque,83
il,il,51
sait,savoir,17
tout,tout,52
et,et,82
que,que,83
je,je,51
ne,ne,60
sais,savoir,17
rien,rien,52
/.,/.,P
on,on,51
le,le,52
croira,croire,15
arrêté,arrêté,31
",",",",p
et,et,82
cela,cela,52
lui,lui,51
donnera,donner,15
du,de,81
du,le,71
temps,temps,21
;,;,p
dans,dans,81
trois,trois,72
jours,jour,21
je,je,51
dirai,dire,15
qui,qui,52
je,je,51
suis,être,17
",",",",p
et,et,82
il,il,51
faudra,falloir,15
bien,bien,60
qu',que,83
on,on,51
me,je,51
fasse,faire,17
sortir,sortir,14
/.,/.,P
“,“,p
-,-,p
bravo,bravo,21
",",",",p
Athos,Athos,20
!,!,p
noble,noble,30
coeur,coeur,21
",",",",p
murmura,murmurer,19
d',de,81
Artagnan,Artagnan,20
",",",",p
je,je,51
le,le,52
reconnais,reconnaître,17
bien,bien,60
là,là,60
/!,/!,P
et,et,82
qu',que,52
ont,avoir,17
fait,faire,12
les,le,71
sbires,sbire,21
/?,/?,P
quatre,quatre,72
l',le,52
ont,avoir,17
emmené,emmener,12
je,je,51
ne,ne,60
sais,savoir,17
où,où,60
",",",",p
à,à,81
la,le,71
Bastille,Bastille,20
ou,ou,82
au,à,81
au,le,71
For-l'Evêque,For-l'Evêque,20
;,;,p
deux,deux,72
sont,être,17
restés,rester,12
avec,avec,81
les,le,71
hommes,homme,21
noirs,noir,30
",",",",p
qui,qui,52
ont,avoir,17
fouillé,fouiller,12
partout,partout,60
et,et,82
qui,qui,52
ont,avoir,17
pris,prendre,12
tous,tout,75
les,le,71
papiers,papier,21
/.,/.,P
enfin,enfin,60
les,le,71
deux,deux,72
derniers,dernier,21
",",",",p
pendant,pendant,81
cette,ce,74
expédition,expédition,22
",",",",p
montaient,monter,18
la,le,71
garde,garde,22
à,à,81
la,le,71
porte,porte,22
;,;,p
puis,puis,60
",",",",p
quand,quand,83
tout,tout,52
a,avoir,17
été,être,12
fini,finir,12
",",",",p
ils,ils,51
sont,être,17
partis,partir,12
",",",",p
laissant,laisser,13
la,le,71
maison,maison,22
vide,vide,30
et,et,82
tout,tout,60
ouvert,ouvert,31
/.,/.,P
-,-,p
et,et,82
Porthos,Porthos,20
et,et,82
Aramis,Aramis,20
/?,/?,P
je,je,51
ne,ne,60
les,le,52
avais,avoir,18
pas,pas,60
trouvés,trouver,12
",",",",p
ils,ils,51
ne,ne,60
sont,être,17
pas,pas,60
venus,venir,12
/.,/.,P
-,-,p
mais,mais,82
ils,ils,51
peuvent,pouvoir,17
venir,venir,14
d',de,81
un,un,71
moment,moment,21
à,à,81
l',le,71
autre,autre,52
",",",",p
car,car,82
tu,tu,51
leur,leur,52
as,avoir,17
fait,faire,12
dire,dire,14
que,que,83
je,je,51
les,le,52
attendais,attendre,18
/?,/?,P
oui,oui,60
",",",",p
monsieur,monsieur,21
/.,/.,P
-,-,p
eh,eh,93
bien,bien,60
",",",",p
ne,ne,60
bouge,bouger,17
pas,pas,60
d',de,81
ici,ici,60
;,;,p
s',si,83
ils,ils,51
viennent,venir,17
",",",",p
préviens,prévenir,17
les,le,52
de,de,81
ce,ce,52
qui,qui,52
m',je,51
est,être,17
arrivé,arriver,12
",",",",p
qu',que,83
ils,ils,51
m',je,51
attendent,attendre,17
au,à,81
au,le,71
cabaret,cabaret,21
de,de,81
la,le,71
pomme,pomme,22
de,de,81
pin,pin,21
;,;,p
ici,ici,60
il,il,51
y,y,52
aurait,avoir,16
danger,danger,21
",",",",p
la,le,71
maison,maison,22
peut,pouvoir,17
être,être,14
espionnée,espionner,12
/.,/.,P
je,je,51
cours,courir,17
chez,chez,81
monsieur,monsieur,21
de,de,81
Tréville,Tréville,20
pour,pour,81
lui,lui,51
annoncer,annoncer,14
tout,tout,75
cela,cela,52
",",",",p
et,et,82
je,je,51
les,le,52
y,y,52
rejoins,rejoindre,17
/.,/.,P
-,-,p
c',ce,52
est,être,17
bien,bien,60
",",",",p
monsieur,monsieur,21
",",",",p
dit,dire,19
Planchet,Planchet,20
/.,/.,P
-,-,p
mais,mais,82
tu,tu,51
resteras,rester,15
",",",",p
tu,tu,51
n',ne,60
auras,avoir,15
pas,pas,60
peur,peur,22
!,!,p
dit,dire,19
d',de,81
Artagnan,Artagnan,20
en,en,81
revenant,revenir,13
sur,sur,81
ses,son,73
pas,pas,21
pour,pour,81
recommander,recommander,14
le,le,71
courage,courage,21
à,à,81
son,son,73
laquais,laquais,21
/.,/.,P
-,-,p
soyez,être,17
tranquille,tranquille,30
",",",",p
monsieur,monsieur,21
",",",",p
dit,dire,19
Planchet,Planchet,20
",",",",p
vous,vous,51
ne,ne,60
me,je,51
connaissez,connaître,17
pas,pas,60
encore,encore,60
;,;,p
je,je,51
suis,être,17
brave,brave,30
quand,quand,83
je,je,51
m',je,51
y,y,52
mets,mettre,17
",",",",p
allez,aller,17
;,;,p
c',ce,52
est,être,17
le,le,71
tout,tout,21
de,de,81
m',je,51
y,y,52
mettre,mettre,14
;,;,p
d',de,81
ailleurs,ailleurs,60
je,je,51
suis,être,17
Picard,Picard,20
/.,/.,P
-,-,p
alors,alors,60
",",",",p
c',ce,52
est,être,17
convenu,convenir,12
",",",",p
dit,dire,19
d',de,81
Artagnan,Artagnan,20
",",",",p
tu,tu,51
te,tu,51
fais,faire,17
tuer,tuer,14
plutôt,plutôt,60
que,que,83
de,de,81
quitter,quitter,14
ton,ton,73
poste,poste,21
/.,/.,P
-,-,p
oui,oui,60
",",",",p
monsieur,monsieur,21
",",",",p
et,et,82
il,il,51
n',ne,60
y,y,52
a,avoir,17
rien,rien,52
que,que,52
je,je,51
ne,ne,60
fasse,faire,17
pour,pour,81
prouver,prouver,14
à,à,81
monsieur,monsieur,21
que,que,83
je,je,51
lui,lui,51
suis,être,17
attaché,attacher,12
/.,/.,P
“,“,p
“,“,p
bon,bon,60
",",",",p
dit,dire,19
en,en,81
lui-même,lui-même,51
d',de,81
Artagnan,Artagnan,20
",",",",p
il,il,51
paraît,paraître,17
que,que,83
la,le,71
méthode,méthode,22
que,que,52
j',je,51
ai,avoir,17
employée,employer,12
à,à,81
l',le,71
égard,égard,21
de,de,81
ce,ce,74
garçon,garçon,21
est,être,17
décidément,décidément,60
la,le,71
bonne,bonne,22
:,:,p
j',je,51
en,en,52
userai,user,15
dans,dans,81
l',le,71
occasion,occasion,22
/.,/.,P
“,“,p
et,et,82
de,de,81
toute,tout,75
la,le,71
vitesse,vitesse,22
de,de,81
ses,son,73
jambes,jambe,22
",",",",p
déjà,déjà,60
quelque,quelque,75
peu,peu,60
fatiguées,fatigué,31
cependant,cependant,82
par,par,81
les,le,71
courses,course,22
de,de,81
la,le,71
journée,journée,22
",",",",p
d',de,81
Artagnan,Artagnan,20
se,se,51
dirigea,diriger,19
vers,vers,81
la,le,71
rue,rue,22
du,de,81
du,le,71
Colombier,Colombier,20
/.,/.,P
monsieur,monsieur,21
de,de,81
Tréville,Tréville,20
n',ne,60
était,être,18
point,point,60
à,à,81
son,son,73
hôtel,hôtel,21
;,;,p
sa,son,73
compagnie,compagnie,22
était,être,18
de,de,81
garde,garde,22
au,à,81
au,le,71
Louvre,Louvre,20
;,;,p
il,il,51
était,être,18
au,à,81
au,le,71
Louvre,Louvre,20
avec,avec,81
sa,son,73
compagnie,compagnie,22
/.,/.,P
il,il,51
fallait,falloir,18
arriver,arriver,14
jusqu',jusque,81
à,à,81
monsieur,monsieur,21
de,de,81
Tréville,Tréville,20
;,;,p
il,il,51
était,être,18
important,important,30
qu',que,83
il,il,51
fût,être,19
prévenu,prévenir,12
de,de,81
ce,ce,52
qui,qui,52
se,se,51
passait,passer,18
/.,/.,P
d',de,81
Artagnan,Artagnan,20
résolut,résoudre,19
d',de,81
essayer,essayer,14
d',de,81
entrer,entrer,14
au,à,81
au,le,71
Louvre,Louvre,20
/.,/.,P
son,son,73
costume,costume,21
de,de,81
garde,garde,22
dans,dans,81
la,le,71
compagnie,compagnie,22
de,de,81
monsieur,monsieur,21
des,de,81
des,le,71
Essarts,Essarts,20
lui,lui,51
devait,devoir,18
être,être,14
un,un,71
passeport,passeport,21
/.,/.,P
il,il,51
descendit,descendre,19
donc,donc,82
la,le,71
rue,rue,22
des,de,81
des,le,71
petits,petit,30
Augustins,Augustin,20
",",",",p
et,et,82
remonta,remonter,19
le,le,71
quai,quai,21
pour,pour,81
prendre,prendre,14
le,le,71
Pont-Neuf,Pont-Neuf,20
/.,/.,P
il,il,51
avait,avoir,18
eu,avoir,12
un,un,71
instant,instant,21
l',le,71
idée,idée,22
de,de,81
passer,passer,14
le,le,71
bac,bac,21
;,;,p
mais,mais,82
en,en,81
arrivant,arriver,13
au,à,81
au,le,71
bord,bord,21
de,de,81
l',le,71
eau,eau,22
",",",",p
il,il,51
avait,avoir,18
machinalement,machinalement,60
introduit,introduire,12
sa,son,73
main,main,22
dans,dans,81
sa,son,73
poche,poche,22
et,et,82
s',se,51
était,être,18
aperçu,apercevoir,12
qu',que,83
il,il,51
n',ne,60
avait,avoir,18
pas,pas,60
de,de,81
quoi,quoi,52
payer,payer,14
le,le,71
passeur,passeur,21
/.,/.,P
comme,comme,83
il,il,51
arrivait,arriver,18
à,à,81
la,le,71
hauteur,hauteur,22
de,de,81
la,le,71
rue,rue,22
Guénégaud,Guénégaud,20
",",",",p
il,il,51
vit,voir,19
déboucher,déboucher,14
de,de,81
la,le,71
rue,rue,22
Dauphine,Dauphine,20
un,un,71
groupe,groupe,21
composé,composé,31
de,de,81
deux,deux,72
personnes,personne,22
et,et,82
dont,dont,52
l',le,71
allure,allure,22
le,le,52
frappa,frapper,19
/.,/.,P
les,le,71
deux,deux,72
personnes,personne,22
qui,qui,52
composaient,composer,18
le,le,71
groupe,groupe,21
étaient,être,18
:,:,p
l',le,71
un,un,52
",",",",p
un,un,71
homme,homme,21
;,;,p
l',le,71
autre,autre,52
",",",",p
une,un,71
femme,femme,22
/.,/.,P
la,le,71
femme,femme,22
avait,avoir,18
la,le,71
tournure,tournure,22
de,de,81
madame,madame,22
Bonacieux,Bonacieux,20
",",",",p
et,et,82
l',le,71
homme,homme,21
ressemblait,ressembler,18
à,à,81
s',se,51
y,y,52
méprendre,méprendre,14
à,à,81
Aramis,Aramis,20
/.,/.,P
en,en,81
outre,outre,81
",",",",p
la,le,71
femme,femme,22
avait,avoir,18
cette,ce,74
mante,mante,22
noire,noir,30
que,que,52
d',de,81
Artagnan,Artagnan,20
voyait,voir,18
encore,encore,60
se,se,51
dessiner,dessiner,14
sur,sur,81
le,le,71
volet,volet,21
de,de,81
la,le,71
rue,rue,22
de,de,81
Vaugirard,Vaugirard,20
et,et,82
sur,sur,81
la,le,71
porte,porte,22
de,de,81
la,le,71
rue,rue,22
de,de,81
la,le,71
Harpe,Harpe,20
/.,/.,P
de,de,81
plus,plus,60
",",",",p
l',le,71
homme,homme,21
portait,porter,18
l',le,71
uniforme,uniforme,21
des,de,81
des,le,71
mousquetaires,mousquetaire,21
/.,/.,P
le,le,71
capuchon,capuchon,21
de,de,81
la,le,71
femme,femme,22
était,être,18
rabattu,rabattre,12
",",",",p
l',le,71
homme,homme,21
tenait,tenir,18
son,son,73
mouchoir,mouchoir,21
sur,sur,81
son,son,73
visage,visage,21
;,;,p
tous,tout,75
deux,deux,72
",",",",p
cette,ce,74
double,double,30
précaution,précaution,22
l',le,52
indiquait,indiquer,18
",",",",p
tous,tout,75
deux,deux,72
avaient,avoir,18
donc,donc,82
intérêt,intérêt,21
à,à,81
n',ne,60
être,être,14
point,point,60
reconnus,reconnaître,12
/.,/.,P
ils,ils,51
prirent,prendre,19
le,le,71
pont,pont,21
:,:,p
c',ce,52
était,être,18
le,le,71
chemin,chemin,21
de,de,81
d',de,81
Artagnan,Artagnan,20
",",",",p
puisque,puisque,83
d',de,81
Artagnan,Artagnan,20
se,se,51
rendait,rendre,18
au,à,81
au,le,71
Louvre,Louvre,20
;,;,p
d',de,81
Artagnan,Artagnan,20
les,le,52
suivit,suivre,19
/.,/.,P
d',de,81
Artagnan,Artagnan,20
n',ne,60
avait,avoir,18
pas,pas,60
fait,faire,12
vingt,vingt,72
pas,pas,21
",",",",p
qu',que,83
il,il,51
fut,être,19
convaincu,convaincre,12
que,que,83
cette,ce,74
femme,femme,22
",",",",p
c',ce,52
était,être,18
madame,madame,22
Bonacieux,Bonacieux,20
",",",",p
et,et,82
que,que,83
cet,ce,74
homme,homme,21
",",",",p
c',ce,52
était,être,18
Aramis,Aramis,20
/.,/.,P
il,il,51
sentit,sentir,19
à,à,81
l',le,71
instant,instant,21
même,même,30
tous,tout,75
les,le,71
soupçons,soupçon,21
de,de,81
la,le,71
jalousie,jalousie,22
qui,qui,52
s',se,51
agitaient,agiter,18
dans,dans,81
son,son,73
coeur,coeur,21
/.,/.,P
il,il,51
était,être,18
doublement,doublement,60
trahi,trahir,12
et,et,82
par,par,81
son,son,73
ami,ami,21
et,et,82
par,par,81
celle,celui,52
qu',que,52
il,il,51
aimait,aimer,18
déjà,déjà,60
comme,comme,83
une,un,71
maîtresse,maîtresse,22
/.,/.,P
madame,madame,22
Bonacieux,Bonacieux,20
lui,lui,51
avait,avoir,18
juré,jurer,12
ses,son,73
grands,grand,30
dieux,dieu,21
qu',que,83
elle,il,51
ne,ne,60
connaissait,connaître,18
pas,pas,60
Aramis,Aramis,20
",",",",p
et,et,82
un,un,71
quart,quart,21
d',de,81
heure,heure,22
après,après,81
qu',que,83
elle,il,51
lui,lui,51
avait,avoir,18
fait,faire,12
ce,ce,74
serment,serment,21
",",",",p
il,il,51
la,le,52
retrouvait,retrouver,18
au,à,81
au,le,71
bras,bras,21
d',de,81
Aramis,Aramis,20
/.,/.,P
d',de,81
Artagnan,Artagnan,20
ne,ne,60
réfléchit,réfléchir,19
pas,pas,60
seulement,seulement,60
qu',que,83
il,il,51
connaissait,connaître,18
la,le,71
jolie,joli,30
mercière,mercière,22
depuis,depuis,81
trois,trois,72
heures,heure,22
seulement,seulement,60
",",",",p
qu',que,83
elle,il,51
ne,ne,60
lui,lui,51
devait,devoir,18
rien,rien,52
qu',que,83
un,un,71
peu,peu,60
de,de,81
reconnaissance,reconnaissance,22
pour,pour,81
l',le,52
avoir,avoir,14
délivrée,délivrer,12
des,de,81
des,le,71
hommes,homme,21
noirs,noir,30
qui,qui,52
voulaient,vouloir,18
l',le,52
enlever,enlever,14
",",",",p
et,et,82
qu',que,52
elle,il,51
ne,ne,60
lui,lui,51
avait,avoir,18
rien,rien,52
promis,promettre,12
/.,/.,P
il,il,51
se,se,51
regarda,regarder,19
comme,comme,83
un,un,71
amant,amant,21
outragé,outragé,31
",",",",p
trahi,trahi,31
",",",",p
bafoué,bafoué,31
;,;,p
le,le,71
sang,sang,21
et,et,82
la,le,71
colère,colère,22
lui,lui,51
montèrent,monter,19
au,à,81
au,le,71
visage,visage,21
",",",",p
il,il,51
résolut,résoudre,19
de,de,81
tout,tout,52
éclaircir,éclaicir,14
/.,/.,P
la,le,71
jeune,jeune,30
femme,femme,22
et,et,82
le,le,71
jeune,jeune,30
homme,homme,21
s',se,51
étaient,être,18
aperçus,apercevoir,12
qu',que,83
ils,ils,51
étaient,être,18
suivis,suivre,12
",",",",p
et,et,82
ils,ils,51
avaient,avoir,18
doublé,doubler,12
le,le,71
pas,pas,21
/.,/.,P
d',de,81
Artagnan,Artagnan,20
prit,prendre,19
sa,son,73
course,course,22
",",",",p
les,le,52
dépassa,dépasser,19
",",",",p
puis,puis,60
revint,revenir,19
sur,sur,81
eux,ils,51
au,à,81
au,le,71
moment,moment,21
où,où,60
ils,ils,51
se,se,51
trouvaient,trouver,18
devant,devant,81
la,le,71
Samaritaine,Samaritaine,20
",",",",p
éclairée,éclairé,31
par,par,81
un,un,71
réverbère,réverbère,21
qui,qui,52
projetait,projeter,18
sa,son,73
lueur,lueur,22
sur,sur,81
toute,tout,75
cette,ce,74
partie,partie,22
du,de,81
du,le,71
pont,pont,21
/.,/.,P
d',de,81
Artagnan,Artagnan,20
s',se,51
arrêta,arrêter,19
devant,devant,81
eux,ils,51
",",",",p
et,et,82
ils,ils,51
s',se,51
arrêtèrent,arrêter,19
devant,devant,81
lui,lui,51
/.,/.,P
“,“,p
que,que,52
voulez,vouloir,17
vous,vous,51
",",",",p
monsieur,monsieur,21
?,?,p
demanda,demander,19
le,le,71
mousquetaire,mousquetaire,21
en,en,81
reculant,reculer,13
d',de,81
un,un,71
pas,pas,21
et,et,82
avec,avec,81
un,un,71
accent,accent,21
étranger,étranger,30
qui,qui,52
prouvait,prouver,18
à,à,81
d',de,81
Artagnan,Artagnan,20
qu',que,83
il,il,51
s',se,51
était,être,18
trompé,tromper,12
dans,dans,81
une,un,71
partie,partie,22
de,de,81
ses,son,73
conjectures,conjecture,22
/.,/.,P
-,-,p
ce,ce,52
n',ne,60
est,être,17
pas,pas,60
Aramis,Aramis,20
!,!,p
s',se,51
écria,écrier,19
t,t,94
il,il,51
/.,/.,P
-,-,p
non,non,60
",",",",p
monsieur,monsieur,21
",",",",p
ce,ce,52
n',ne,60
est,être,17
point,point,60
Aramis,Aramis,20
",",",",p
et,et,82
à,à,81
votre,votre,73
exclamation,exclamation,22
je,je,51
vois,voir,17
que,que,83
vous,vous,51
m',je,51
avez,avoir,17
pris,prendre,12
pour,pour,81
un,un,71
autre,autre,52
",",",",p
et,et,82
je,je,51
vous,vous,51
pardonne,pardonner,17
/.,/.,P
-,-,p
vous,vous,51
me,je,51
pardonnez,pardonner,17
!,!,p
s',se,51
écria,écrier,19
d',de,81
Artagnan,Artagnan,20
/.,/.,P
-,-,p
oui,oui,60
",",",",p
répondit,répondre,19
l',le,71
inconnu,inconnu,21
/.,/.,P
laissez,laisser,17
moi,moi,51
donc,donc,82
passer,passer,14
",",",",p
puisque,puisque,83
ce,ce,52
n',ne,60
est,être,17
pas,pas,60
à,à,81
moi,moi,51
que,que,83
vous,vous,51
avez,avoir,17
affaire,affaire,22
/.,/.,P
-,-,p
vous,vous,51
avez,avoir,17
raison,raison,22
",",",",p
monsieur,monsieur,21
",",",",p
dit,dire,19
d',de,81
Artagnan,Artagnan,20
",",",",p
ce,ce,52
n',ne,60
est,être,17
pas,pas,60
à,à,81
vous,vous,51
que,que,83
j',je,51
ai,avoir,17
affaire,affaire,22
",",",",p
c',ce,52
est,être,17
à,à,81
madame,madame,22
/.,/.,P
-,-,p
à,à,81
madame,madame,22
!,!,p
vous,vous,51
ne,ne,60
la,le,52
connaissez,connaître,17
pas,pas,60
",",",",p
dit,dire,19
l',le,71
étranger,étranger,21
/.,/.,P
-,-,p
vous,vous,51
vous,vous,51
trompez,tromper,17
",",",",p
monsieur,monsieur,21
",",",",p
je,je,51
la,le,52
connais,connaître,17
/.,/.,P
-,-,p
ah,ah,93
!,!,p
fit,faire,19
madame,madame,22
Bonacieux,Bonacieux,20
d',de,81
un,un,71
ton,ton,21
de,de,81
reproche,reproche,21
",",",",p
ah,ah,93
monsieur,monsieur,21
!,!,p
j',je,51
avais,avoir,18
votre,votre,73
parole,parole,22
de,de,81
militaire,militaire,21
et,et,82
votre,votre,73
foi,foi,22
de,de,81
gentilhomme,gentilhomme,21
;,;,p
j',je,51
espérais,espérer,18
pouvoir,pouvoir,14
compter,compter,14
dessus,dessus,60
/.,/.,P
-,-,p
et,et,82
moi,moi,51
",",",",p
madame,madame,22
",",",",p
dit,dire,19
d',de,81
Artagnan,Artagnan,20
embarrassé,embarrassé,31
",",",",p
vous,vous,51
m',je,51
aviez,avoir,18
promis,promettre,12
/…,/…,P
prenez,prendre,17
mon,mon,73
bras,bras,21
",",",",p
madame,madame,22
",",",",p
dit,dire,19
l',le,71
étranger,étranger,21
",",",",p
et,et,82
continuons,continuer,17
notre,notre,73
chemin,chemin,21
/.,/.,P
“,“,p
cependant,cependant,82
d',de,81
Artagnan,Artagnan,20
",",",",p
étourdi,étourdi,31
",",",",p
atterré,atterré,31
",",",",p
anéanti,anéanti,31
par,par,81
tout,tout,52
ce,ce,52
qui,qui,52
lui,lui,51
arrivait,arriver,18
",",",",p
restait,rester,18
debout,debout,60
et,et,82
les,le,71
bras,bras,21
croisés,croisé,31
devant,devant,81
le,le,71
mousquetaire,mousquetaire,21
et,et,82
madame,madame,22
Bonacieux,Bonacieux,20
/.,/.,P
le,le,71
mousquetaire,mousquetaire,21
fit,faire,19
deux,deux,72
pas,pas,21
en,en,81
avant,avant,21
et,et,82
écarta,écarter,19
d',de,81
Artagnan,Artagnan,20
avec,avec,81
la,le,71
main,main,22
/.,/.,P
d',de,81
Artagnan,Artagnan,20
fit,faire,19
un,un,71
bond,bond,21
en,en,81
arrière,arrière,21
et,et,82
tira,tirer,19
son,son,73
épée,épée,22
/.,/.,P
en,en,81
même,même,75
temps,temps,21
et,et,82
avec,avec,81
la,le,71
rapidité,rapidité,22
de,de,81
l',le,71
éclair,éclair,21
",",",",p
l',le,71
inconnu,inconnu,21
tira,tirer,19
la,le,71
sienne,sien,52
/.,/.,P
“,“,p
au,à,81
au,le,71
nom,nom,21
du,de,81
du,le,71
ciel,ciel,21
",",",",p
milord,milord,21
!,!,p
s',se,51
écria,écrier,19
madame,madame,22
Bonacieux,Bonacieux,20
en,en,81
se,se,51
jetant,jeter,13
entre,entre,81
les,le,71
combattants,combattant,21
et,et,82
prenant,prendre,13
les,le,71
épées,épée,22
à,à,81
pleines,plein,30
mains,main,22
/.,/.,P
-,-,p
milord,milord,21
!,!,p
s',se,51
écria,écrier,19
d',de,81
Artagnan,Artagnan,20
illuminé,illuminé,31
d',de,81
une,un,71
idée,idée,22
subite,subit,30
",",",",p
milord,milord,21
!,!,p
pardon,pardon,21
",",",",p
monsieur,monsieur,21
;,;,p
mais,mais,82
est,être,17
ce,ce,52
que,que,83
vous,vous,51
seriez,être,16
/…,/…,P
milord,milord,21
duc,duc,21
de,de,81
Buckingham,Buckingham,20
",",",",p
dit,dire,19
madame,madame,22
Bonacieux,Bonacieux,20
à,à,81
demi-voix,demi-voix,22
;,;,p
et,et,82
maintenant,maintenant,60
vous,vous,51
pouvez,pouvoir,17
nous,nous,51
perdre,perdre,14
tous,tout,52
/.,/.,P
-,-,p
milord,milord,21
",",",",p
madame,madame,22
",",",",p
pardon,pardon,21
",",",",p
cent,cent,72
fois,fois,22
pardon,pardon,21
;,;,p
mais,mais,82
je,je,51
l',le,52
aimais,aimer,18
",",",",p
milord,milord,21
",",",",p
et,et,82
j',je,51
étais,être,18
jaloux,jaloux,30
;,;,p
vous,vous,51
savez,savoir,17
ce,ce,52
que,que,52
c',ce,52
est,être,17
que,que,83
d',de,81
aimer,aimer,14
",",",",p
milord,milord,21
;,;,p
pardonnez,pardonner,17
moi,moi,51
",",",",p
et,et,82
dites,dire,17
moi,moi,51
comment,comment,60
je,je,51
puis,pouvoir,17
me,je,51
faire,faire,14
tuer,tuer,14
pour,pour,81
votre,votre,73
grâce,grâce,22
/.,/.,P
-,-,p
vous,vous,51
êtes,être,17
un,un,71
brave,brave,30
jeune,jeune,30
homme,homme,21
",",",",p
dit,dire,19
Buckingham,Buckingham,20
en,en,81
tendant,tendre,13
à,à,81
d',de,81
Artagnan,Artagnan,20
une,un,71
main,main,22
que,que,52
celui-ci,celui-ci,52
serra,serrer,19
respectueusement,respectueusement,60
;,;,p
vous,vous,51
m',je,51
offrez,offrir,17
vos,votre,73
services,service,21
",",",",p
je,je,51
les,le,52
accepte,accepter,17
;,;,p
suivez,suivre,17
nous,nous,51
à,à,81
vingt,vingt,72
pas,pas,21
jusqu',jusque,81
au,à,81
au,le,71
Louvre,Louvre,20
;,;,p
et,et,82
si,si,83
quelqu'un,quelqu'un,52
nous,nous,51
épie,épier,17
",",",",p
tuez,tuer,17
le,le,52
/!,/!,P
d',de,81
Artagnan,Artagnan,20
mit,mettre,19
son,son,73
épée,épée,22
nue,nu,30
sous,sous,81
son,son,73
bras,bras,21
",",",",p
laissa,laisser,19
prendre,prendre,14
à,à,81
madame,madame,22
Bonacieux,Bonacieux,20
et,et,82
au,à,81
au,le,71
duc,duc,21
vingt,vingt,72
pas,pas,21
d',de,81
avance,avance,22
et,et,82
les,le,52
suivit,suivre,19
",",",",p
