11443
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Vingt-huitième extrait>,<>,<>
fit,faire,19
",",",",p
à,à,81
cette,ce,74
occasion,occasion,22
",",",",p
une,un,71
action,action,22
toute,tout,60
semblable,semblable,30
à,à,81
elle,il,51
",",",",p
c'est-à-dire,c'est-à-dire,91
à,à,81
la,le,71
fois,fois,22
bonne,bon,30
et,et,82
sotte,sot,30
/.,/.,P
un,un,71
beau,beau,30
jour,jour,21
",",",",p
à,à,81
la,le,71
promenade,promenade,22
",",",",p
comme,comme,83
elles,ils,51
étaient,être,18
toutes,tout,52
deux,deux,72
seules,seul,30
",",",",p
elle,il,51
se,se,51
jeta,jeter,19
dans,dans,81
les,le,71
bras,bras,21
de,de,81
Brigitte,Brigitte,20
",",",",p
lui,lui,51
dit,dire,19
qu',que,83
elle,il,51
s',se,51
apercevait,apercevoir,18
que,que,83
je,je,51
commençais,commencer,18
à,à,81
lui,lui,51
faire,faire,14
la,le,71
cour,cour,22
",",",",p
et,et,82
que,que,52
je,je,51
lui,lui,51
adressais,adresser,18
des,de,81
des,le,71
propos,propos,21
dont,dont,52
l',le,71
intention,intention,22
n',ne,60
était,être,18
pas,pas,60
douteuse,douteux,30
;,;,p
mais,mais,82
qu',que,52
elle,il,51
savait,savoir,18
que,que,83
j',je,51
étais,être,18
l',le,71
amant,amant,21
d',de,81
une,un,71
autre,autre,52
",",",",p
et,et,82
que,que,83
",",",",p
pour,pour,81
elle,il,51
",",",",p
quoi,quoi,52
qu',que,52
il,il,51
pût,pouvoir,18
arriver,arriver,14
",",",",p
elle,il,51
mourrait,mourir,16
plutôt,plutôt,60
que,que,83
de,de,81
détruire,détruire,14
le,le,71
bonheur,bonheur,21
d',de,81
une,un,71
amie,amie,22
/.,/.,P
Brigitte,Brigitte,20
la,le,52
remercia,remercier,19
",",",",p
et,et,82
madame,madame,22
Daniel,Daniel,20
ayant,avoir,13
mis,mettre,12
sa,son,73
conscience,conscience,22
en,en,81
repos,repos,21
",",",",p
ne,ne,60
se,se,51
fit,faire,19
plus,plus,60
faute,faute,22
d',de,81
oeillades,oeillade,22
pour,pour,81
me,je,51
désoler,désoler,14
de,de,81
son,son,73
mieux,mieux,60
/.,/.,P
lorsque,lorsque,83
",",",",p
le,le,71
soir,soir,21
",",",",p
elle,il,51
fut,être,19
partie,partir,12
",",",",p
Brigitte,Brigitte,20
me,je,51
dit,dire,19
d',de,81
un,un,71
ton,ton,21
sévère,sévère,30
ce,ce,52
qui,qui,52
s',se,51
était,être,18
passé,passer,12
dans,dans,81
le,le,71
bois,bois,21
;,;,p
elle,il,51
me,je,51
pria,prier,19
de,de,81
lui,lui,51
épargner,épargner,14
de,de,81
pareils,pareil,30
affronts,affront,21
à,à,81
l',le,71
avenir,avenir,21
/.,/.,P
-,-,p
non,non,60
pas,pas,60
",",",",p
dit,dire,19
elle,il,51
",",",",p
que,que,83
j',je,51
en,en,52
fasse,faire,17
cas,cas,21
",",",",p
ni,ni,82
que,que,52
je,je,51
croie,croire,17
à,à,81
ces,ce,74
plaisanteries,plaisanterie,22
;,;,p
mais,mais,82
",",",",p
si,si,83
vous,vous,51
avez,avoir,17
quelque,quelque,75
amour,amour,21
pour,pour,81
moi,moi,51
",",",",p
il,il,51
me,je,51
semble,sembler,17
qu',que,83
il,il,51
est,être,17
inutile,inutile,30
d',de,81
apprendre,apprendre,14
à,à,81
un,un,71
tiers,tiers,21
que,que,83
vous,vous,51
ne,ne,60
l',le,52
avez,avoir,17
pas,pas,60
tous,tout,75
les,le,71
jours,jour,21
/.,/.,P
-,-,p
est,être,17
il,il,51
possible,possible,30
",",",",p
répondis,répondre,19
je,je,51
en,en,81
riant,rire,13
",",",",p
que,que,83
cela,cela,52
ait,avoir,17
quelque,quelque,75
importance,importance,22
/?,/?,P
vous,vous,51
voyez,voir,17
bien,bien,60
que,que,83
je,je,51
me,je,51
moque,moquer,17
et,et,82
que,que,83
c',ce,52
est,être,17
pour,pour,81
passer,passer,14
le,le,71
temps,temps,21
/.,/.,P
-,-,p
ah,ah,93
",",",",p
mon,mon,73
ami,ami,21
",",",",p
mon,mon,73
ami,ami,21
!,!,p
dit,dire,19
Brigitte,Brigitte,20
",",",",p
c',ce,52
est,être,17
un,un,71
malheur,malheur,21
qu',que,83
il,il,51
faille,falloir,17
passer,passer,14
le,le,71
temps,temps,21
/.,/.,P
quelques,quelque,75
jours,jour,21
après,après,81
",",",",p
je,je,51
lui,lui,51
proposai,proposer,19
d',de,81
aller,aller,14
nous-mêmes,nous-même,51
à,à,81
la,le,71
préfecture,préfecture,22
",",",",p
et,et,82
de,de,81
voir,voir,14
danser,danser,14
madame,madame,22
Daniel,Daniel,20
;,;,p
elle,il,51
y,y,52
consentit,consentir,19
à,à,81
regret,regret,21
/.,/.,P
tandis qu',tandis que,83
elle,il,51
achevait,achever,18
sa,son,73
toilette,toilette,22
",",",",p
j',je,51
étais,être,18
auprès,auprès,60
de,de,81
la,le,71
cheminée,cheminée,22
",",",",p
je,je,51
lui,lui,51
fis,faire,19
quelque,quelque,75
reproche,reproche,21
sur,sur,81
ce,ce,52
qu',que,52
elle,il,51
perdait,perdre,18
son,son,73
ancienne,ancien,30
gaieté,gaieté,22
/.,/.,P
-,-,p
qu',que,52
avez,avoir,17
vous,vous,51
donc,donc,82
?,?,p
lui,lui,51
demandai,demander,19
je,je,51
(,(,p
je,je,51
le,le,52
savais,savoir,18
aussi,aussi,60
bien,bien,60
qu',que,83
elle,il,51
),),p
;,;,p
pourquoi,pourquoi,60
cet,ce,74
air,air,21
morose,morose,30
qui,qui,52
maintenant,maintenant,60
ne,ne,60
vous,vous,51
quitte,quitter,17
plus,plus,60
/?,/?,P
en,en,81
vérité,vérité,22
",",",",p
vous,vous,51
nous,nous,51
ferez,faire,15
vivre,vivre,14
dans,dans,81
un,un,71
tête-à-tête,tête-à-tête,21
un,un,71
peu,peu,60
triste,triste,30
/.,/.,P
je,je,51
vous,vous,51
ai,avoir,17
connu,connaître,12
autrefois,autrefois,60
un,un,71
caractère,caractère,21
plus,plus,60
joyeux,joyeux,30
",",",",p
plus,plus,60
libre,libre,30
et,et,82
plus,plus,60
ouvert,ouvert,31
;,;,p
il,il,51
n',ne,60
est,être,17
guère,guère,60
flatteur,flatteur,30
pour,pour,81
moi,moi,51
de,de,81
voir,voir,14
que,que,83
je,je,51
l',le,52
ai,avoir,17
fait,faire,12
changer,changer,14
/.,/.,P
mais,mais,82
vous,vous,51
avez,avoir,17
l',le,71
esprit,esprit,21
claustral,claustral,30
;,;,p
vous,vous,51
étiez,être,18
née,naître,12
pour,pour,81
vivre,vivre,14
au,à,81
au,le,71
couvent,couvent,21
/.,/.,P
c',ce,52
était,être,18
un,un,71
dimanche,dimanche,21
:,:,p
quand,quand,83
nous,nous,51
passâmes,passer,19
sur,sur,81
la,le,71
promenade,promenade,22
",",",",p
Brigitte,Brigitte,20
fit,faire,19
arrêter,arrêter,14
la,le,71
voiture,voiture,22
pour,pour,81
dire,dire,14
bonsoir,bonsoir,21
à,à,81
quelques,quelque,75
bonnes,bon,30
amies,amie,22
",",",",p
fraîches,frais,30
et,et,82
braves,brave,30
filles,fille,22
de,de,81
campagne,campagne,22
qui,qui,52
s',se,51
en,en,52
allaient,aller,18
danser,danser,14
aux,à,81
aux,le,71
tilleuls,tilleul,21
/.,/.,P
après,après,81
qu',que,83
elle,il,51
les,le,52
eut,avoir,19
quittées,quitter,12
",",",",p
elle,il,51
eut,avoir,19
longtemps,longtemps,60
la,le,71
tête,tête,22
à,à,81
la,le,71
portière,portière,22
;,;,p
son,son,73
petit,petit,30
bal,bal,21
lui,lui,51
était,être,18
cher,cher,30
;,;,p
elle,il,51
porta,porter,19
son,son,73
mouchoir,mouchoir,21
à,à,81
ses,son,73
yeux,oeil,21
/.,/.,P
nous,nous,51
trouvâmes,trouver,19
à,à,81
la,le,71
préfecture,préfecture,22
madame,madame,22
Daniel,Daniel,20
dans,dans,81
toute,tout,75
sa,son,73
joie,joie,22
/.,/.,P
je,je,51
commençai,commencer,19
à,à,81
la,le,52
faire,faire,14
danser,danser,14
assez,assez,60
souvent,souvent,60
pour,pour,81
qu',que,83
on,on,51
le,le,52
remarquât,remarquer,18
;,;,p
je,je,51
lui,lui,51
fis,faire,19
mille,mille,72
compliments,compliment,21
",",",",p
et,et,82
elle,il,51
y,y,52
répondit,répondre,19
de,de,81
son,son,73
mieux,mieux,60
/.,/.,P
Brigitte,Brigitte,20
était,être,18
en,en,81
face,face,22
de,de,81
nous,nous,51
;,;,p
son,son,73
regard,regard,21
ne,ne,60
nous,nous,51
quittait,quitter,18
pas,pas,60
/.,/.,P
ce,ce,52
que,que,52
j',je,51
éprouvais,éprouver,18
est,être,17
difficile,difficile,30
à,à,81
dire,dire,14
;,;,p
c',ce,52
était,être,18
du,de,81
du,le,71
plaisir,plaisir,21
et,et,82
de,de,81
la,le,71
peine,peine,22
/.,/.,P
je,je,51
la,le,52
voyais,voir,18
clairement,clairement,60
jalouse,jaloux,30
;,;,p
mais,mais,82
",",",",p
au,à,81
au,le,71
lieu,lieu,21
d',de,81
en,en,52
être,être,14
touché,toucher,12
",",",",p
je,je,51
fis,faire,19
tout,tout,52
ce,ce,52
qu',que,52
il,il,51
fallait,falloir,18
pour,pour,81
l',le,52
inquiéter,inquiéter,14
davantage,davantage,60
/.,/.,P
je,je,51
m',je,51
attendais,attendre,18
",",",",p
en,en,81
revenant,revenir,13
",",",",p
à,à,81
des,de,81
des,le,71
reproches,reproche,21
de,de,81
sa,son,73
part,part,22
;,;,p
non,non,60
seulement,seulement,60
elle,il,51
ne,ne,60
m',je,51
en,en,52
fit,faire,19
pas,pas,60
",",",",p
mais,mais,82
elle,il,51
resta,rester,19
sombre,sombre,30
et,et,82
muette,muet,30
le,le,71
lendemain,lendemain,21
et,et,82
le,le,71
jour,jour,21
suivant,suivant,30
/.,/.,P
quand,quand,83
j',je,51
arrivais,arriver,18
chez,chez,81
elle,il,51
",",",",p
elle,il,51
venait,venir,18
à,à,81
moi,moi,51
et,et,82
m',je,51
embrassait,embrasser,18
;,;,p
après,après,81
quoi,quoi,52
",",",",p
nous,nous,51
nous,nous,51
asseyions,asseoir,18
l',le,71
un,un,52
en,en,81
face,face,22
de,de,81
l',le,71
autre,autre,52
",",",",p
préoccupés,préoccupé,31
tous,tout,75
deux,deux,72
et,et,82
échangeant,échanger,13
à,à,81
peine,peine,22
quelques,quelque,75
paroles,parole,22
insignifiantes,insignifiant,30
/.,/.,P
le,le,71
troisième,troisième,72
jour,jour,21
",",",",p
elle,il,51
parla,parler,19
",",",",p
éclata,éclater,19
en,en,81
reproches,reproche,21
amers,amer,30
",",",",p
me,je,51
dit,dire,19
que,que,83
ma,mon,73
conduite,conduite,22
était,être,18
inexplicable,inexplicable,30
",",",",p
qu',que,83
elle,il,51
ne,ne,60
savait,savoir,18
qu',que,83
en,en,52
penser,penser,14
",",",",p
sinon,sinon,83
que,que,83
je,je,51
ne,ne,60
l',le,52
aimais,aimer,18
plus,plus,60
",",",",p
mais,mais,82
qu',que,52
elle,il,51
ne,ne,60
pouvait,pouvoir,18
supporter,supporter,14
cette,ce,74
vie,vie,22
",",",",p
et,et,82
qu',que,52
elle,il,51
était,être,18
résolue,résoudre,12
à,à,81
tout,tout,52
plutôt,plutôt,60
que,que,83
de,de,81
souffrir,souffrir,14
mes,mon,73
bizarreries,bizarrerie,22
et,et,82
mes,mon,73
froideurs,froideur,22
/.,/.,P
elle,il,51
avait,avoir,18
les,le,71
yeux,oeil,21
pleins,plein,30
de,de,81
larmes,larme,22
",",",",p
et,et,82
j',je,51
étais,être,18
prêt,prêt,30
à,à,81
lui,lui,51
demander,demander,14
pardon,pardon,21
",",",",p
lorsqu',lorsque,83
il,il,51
lui,lui,51
échappa,échapper,19
tout,tout,60
à,à,81
coup,coup,21
quelques,quelque,75
mots,mot,21
tellement,tellement,60
amers,amer,30
que,que,83
mon,mon,73
orgueil,orgueil,21
se,se,51
révolta,révolter,19
/.,/.,P
je,je,51
lui,lui,51
répliquai,répliquer,19
sur,sur,81
le,le,71
même,même,75
ton,ton,21
",",",",p
et,et,82
notre,notre,73
querelle,querelle,22
prit,prendre,19
un,un,71
caractère,caractère,21
de,de,81
violence,violence,22
/.,/.,P
je,je,51
lui,lui,51
dis,dire,19
qu',que,83
il,il,51
était,être,18
ridicule,ridicule,30
que,que,83
je,je,51
ne,ne,60
pusse,pouvoir,18
inspirer,inspirer,14
à,à,81
ma,mon,73
maîtresse,maîtresse,22
assez,assez,60
de,de,81
confiance,confiance,22
pour,pour,81
qu',que,83
elle,il,51
s',se,51
en,en,52
rapportât,rapporter,18
à,à,81
moi,moi,51
sur,sur,81
les,le,71
actions,action,22
les,le,71
plus,plus,60
ordinaires,ordinaire,30
;,;,p
que,que,83
madame,madame,22
Daniel,Daniel,20
n',ne,60
était,être,18
qu',que,83
un,un,71
prétexte,prétexte,21
;,;,p
qu',que,83
elle,il,51
savait,savoir,18
fort,fort,60
bien,bien,60
que,que,83
je,je,51
ne,ne,60
pensais,penser,18
pas,pas,60
sérieusement,sérieusement,60
à,à,81
elle,il,51
;,;,p
que,que,83
sa,son,73
prétendue,prétendu,31
jalousie,jalousie,22
n',ne,60
était,être,18
qu',que,83
un,un,71
despotisme,despotisme,21
très,très,60
réel,réel,30
",",",",p
et,et,82
que,que,83
",",",",p
du,de,81
du,le,71
reste,reste,21
",",",",p
si,si,83
cette,ce,74
vie,vie,22
la,le,52
fatiguait,fatiguer,18
",",",",p
il,il,51
ne,ne,60
tenait,tenir,18
qu',que,83
à,à,81
elle,il,51
de,de,81
la,le,52
rompre,rompre,14
/.,/.,P
-,-,p
soit,soit,82
",",",",p
me,je,51
répondit,répondre,19
elle,il,51
/.,/.,P
aussi,aussi,60
bien,bien,60
",",",",p
depuis,depuis,81
que,que,83
je,je,51
suis,être,17
à,à,81
vous,vous,51
",",",",p
je,je,51
ne,ne,60
vous,vous,51
reconnais,reconnaître,17
plus,plus,60
;,;,p
vous,vous,51
avez,avoir,17
sans,sans,81
doute,doute,21
joué,jouer,12
la,le,71
comédie,comédie,22
pour,pour,81
me,je,51
persuader,persuader,14
que,que,83
vous,vous,51
m',je,51
aimiez,aimer,17
;,;,p
elle,il,51
vous,vous,51
lasse,lasser,17
",",",",p
et,et,82
vous,vous,51
n',ne,60
avez,avoir,17
plus,plus,60
que,que,83
du,de,81
du,le,71
mal,mal,21
à,à,81
me,je,51
rendre,rendre,14
/.,/.,P
vous,vous,51
me,je,51
soupçonnez,soupçonner,17
de,de,81
vous,vous,51
tromper,tromper,14
sur,sur,81
le,le,71
premier,premier,72
mot,mot,21
qu',que,52
on,on,51
vous,vous,51
dit,dire,17
",",",",p
et,et,82
je,je,51
n',ne,60
ai,avoir,17
pas,pas,60
le,le,71
droit,droit,21
de,de,81
souffrir,souffrir,14
d',de,81
une,un,71
insulte,insulte,22
que,que,52
vous,vous,51
me,je,51
faites,faire,17
/.,/.,P
vous,vous,51
n',ne,60
êtes,être,17
plus,plus,60
l',le,71
homme,homme,21
que,que,52
j',je,51
ai,avoir,17
aimé,aimer,12
/.,/.,P
-,-,p
je,je,51
sais,savoir,17
",",",",p
lui,lui,51
dis,dire,17
je,je,51
",",",",p
ce,ce,52
que,que,52
c',ce,52
est,être,17
que,que,83
vos,votre,73
souffrances,souffrance,22
/.,/.,P
à,à,81
quoi,quoi,52
tient,tenir,17
il,il,51
qu',que,83
elles,ils,51
ne,ne,60
se,se,51
renouvellent,renouveler,17
à,à,81
chaque,chaque,75
pas,pas,21
que,que,52
je,je,51
ferai,faire,15
/?,/?,P
je,je,51
n',ne,60
aurai,avoir,15
bientôt,bientôt,60
plus,plus,60
la,le,71
permission,permission,22
d',de,81
adresser,adresser,14
la,le,71
parole,parole,22
à,à,81
une,un,71
autre,autre,52
que,que,83
vous,vous,51
/.,/.,P
vous,vous,51
feignez,feindre,17
d',de,81
être,être,14
maltraitée,maltraiter,12
afin,afin,81
de,de,81
pouvoir,pouvoir,14
insulter,insulter,14
vous-même,vous-même,51
/.,/.,P
vous,vous,51
m',je,51
accusez,accuser,17
de,de,81
tyrannie,tyrannie,22
pour,pour,81
que,que,83
je,je,51
devienne,devenir,17
un,un,71
esclave,esclave,21
;,;,p
puisque,puisque,83
je,je,51
trouble,troubler,17
votre,votre,73
repos,repos,21
",",",",p
vivez,vivre,17
en,en,81
paix,paix,22
;,;,p
vous,vous,51
ne,ne,60
me,je,51
verrez,voir,15
plus,plus,60
/.,/.,P
nous,nous,51
nous,nous,51
quittâmes,quitter,19
avec,avec,81
colère,colère,22
",",",",p
et,et,82
je,je,51
passai,passer,19
un,un,71
jour,jour,21
sans,sans,81
la,le,52
voir,voir,14
/.,/.,P
le,le,71
lendemain,lendemain,21
soir,soir,21
",",",",p
vers,vers,81
minuit,minuit,21
",",",",p
je,je,51
me,je,51
sentis,sentir,19
une,un,71
telle,tel,75
tristesse,tristesse,22
que,que,83
je,je,51
ne,ne,60
pus,pouvoir,19
y,y,52
résister,résister,14
/.,/.,P
je,je,51
versai,verser,19
un,un,71
torrent,torrent,21
de,de,81
larmes,larme,22
;,;,p
je,je,51
m',je,51
accablai,accabler,19
moi-même,moi-même,51
d',de,81
injures,injure,22
que,que,52
je,je,51
méritais,mériter,18
bien,bien,60
/.,/.,P
je,je,51
me,je,51
dis,dire,19
que,que,83
je,je,51
n',ne,60
étais,être,18
qu',que,83
un,un,71
fou,fou,21
",",",",p
et,et,82
qu',que,83
une,un,71
méchante,méchant,30
espèce,espèce,22
de,de,81
fou,fou,21
",",",",p
de,de,81
faire,faire,14
souffrir,souffrir,14
la,le,71
plus,plus,60
noble,noble,30
",",",",p
la,le,71
meilleure,meilleur,30
des,de,81
des,le,71
créatures,créature,22
/.,/.,P
je,je,51
courus,courir,19
chez,chez,81
elle,il,51
pour,pour,81
me,je,51
jeter,jeter,14
à,à,81
ses,son,73
pieds,pied,21
/.,/.,P
en,en,81
entrant,entrer,13
dans,dans,81
le,le,71
jardin,jardin,21
",",",",p
je,je,51
vis,voir,19
sa,son,73
chambre,chambre,22
éclairée,éclairé,31
",",",",p
et,et,82
une,un,71
pensée,pensée,22
douteuse,douteux,30
me,je,51
traversa,traverser,19
l',le,71
esprit,esprit,21
/.,/.,P
-,-,p
elle,il,51
ne,ne,60
m',je,51
attend,attendre,17
pas,pas,60
à,à,81
cette,ce,74
heure,heure,22
",",",",p
me,je,51
dis,dire,19
je,je,51
;,;,p
qui,qui,52
sait,savoir,17
ce,ce,52
qu',que,52
elle,il,51
fait,faire,17
/?,/?,P
je,je,51
l',le,52
ai,avoir,17
laissée,laisser,12
en,en,81
larmes,larme,22
hier,hier,60
;,;,p
je,je,51
vais,aller,17
peut-être,peut-être,60
la,le,52
retrouver,retrouver,14
en,en,81
train,train,21
de,de,81
chanter,chanter,14
",",",",p
et,et,82
ne,ne,60
se,se,51
souciant,soucier,13
pas,pas,60
plus,plus,60
de,de,81
moi,moi,51
que,que,83
si,si,83
je,je,51
n',ne,60
existais,exister,18
pas,pas,60
/.,/.,P
elle,il,51
est,être,17
peut-être,peut-être,60
à,à,81
sa,son,73
toilette,toilette,22
comme,comme,83
l',le,71
autre,autre,52
/.,/.,P
il,il,51
faut,falloir,17
que,que,83
j',je,51
entre,entrer,17
doucement,doucement,60
et,et,82
que,que,83
je,je,51
sache,savoir,17
à,à,81
quoi,quoi,52
m',je,51
en,en,52
tenir,tenir,14
/.,/.,P
je,je,51
m',je,51
avançai,avancer,19
sur,sur,81
la,le,71
pointe,pointe,22
du,de,81
du,le,71
pied,pied,21
",",",",p
et,et,82
",",",",p
la,le,71
porte,porte,22
se,se,51
trouvant,trouver,13
par,par,81
hasard,hasard,21
entr'ouverte,entr'ouvert,31
",",",",p
je,je,51
pus,pouvoir,19
voir,voir,14
Brigitte,Brigitte,20
sans,sans,81
être,être,14
vu,voir,12
/.,/.,P
elle,il,51
était,être,18
assise,asseoir,12
devant,devant,81
sa,son,73
table,table,22
",",",",p
et,et,82
écrivait,écrire,18
dans,dans,81
ce,ce,74
même,même,75
livre,livre,21
qui,qui,52
avait,avoir,18
causé,causer,12
mes,mon,73
premiers,premier,72
doutes,doute,21
sur,sur,81
son,son,73
compte,compte,21
/.,/.,P
elle,il,51
tenait,tenir,18
dans,dans,81
sa,son,73
main,main,22
gauche,gauche,30
une,un,71
petite,petit,30
boîte,boîte,22
de,de,81
bois,bois,21
blanc,blanc,30
qu',que,52
elle,il,51
regardait,regarder,18
de,de,81
temps,temps,21
en,en,81
temps,temps,21
avec,avec,81
une,un,71
sorte,sorte,22
de,de,81
tremblement,tremblement,21
nerveux,nerveux,30
/.,/.,P
je,je,51
ne,ne,60
sais,savoir,17
ce,ce,52
qu',que,52
il,il,51
y,y,52
avait,avoir,18
de,de,81
sinistre,sinistre,30
dans,dans,81
l',le,71
apparence,apparence,22
de,de,81
tranquillité,tranquillité,22
qui,qui,52
régnait,régner,18
dans,dans,81
la,le,71
chambre,chambre,22
/.,/.,P
son,son,73
secrétaire,secrétaire,21
était,être,18
ouvert,ouvrir,12
",",",",p
et,et,82
plusieurs,plusieurs,75
liasses,liasse,22
de,de,81
papier,papier,21
y,y,52
étaient,être,18
rangées,ranger,12
",",",",p
comme,comme,83
venant,venir,13
d',de,81
y,y,52
être,être,14
mises,mettre,12
en,en,81
ordre,ordre,21
/.,/.,P
je,je,51
fis,faire,19
quelque,quelque,75
bruit,bruit,21
en,en,81
poussant,pousser,13
la,le,71
porte,porte,22
/.,/.,P
elle,il,51
se,se,51
leva,lever,19
",",",",p
alla,aller,19
au,à,81
au,le,71
secrétaire,secrétaire,21
",",",",p
qu',que,52
elle,il,51
ferma,fermer,19
",",",",p
puis,puis,60
vint,venir,19
à,à,81
moi,moi,51
avec,avec,81
un,un,71
sourire,sourire,21
/.,/.,P
-,-,p
Octave,Octave,20
",",",",p
me,je,51
dit,dire,19
elle,il,51
",",",",p
nous,nous,51
sommes,être,17
deux,deux,72
enfants,enfant,21
",",",",p
mon,mon,73
ami,ami,21
/.,/.,P
notre,notre,73
querelle,querelle,22
n',ne,60
a,avoir,17
pas,pas,60
le,le,71
sens,sens,21
commun,commun,30
",",",",p
et,et,82
",",",",p
si,si,83
tu,tu,51
n',ne,60
étais,être,18
revenu,revenir,12
ce,ce,74
soir,soir,21
",",",",p
j',je,51
aurais,avoir,16
été,être,12
chez,chez,81
toi,toi,51
cette,ce,74
nuit,nuit,22
/.,/.,P
pardonne,pardonner,17
moi,moi,51
",",",",p
c',ce,52
est,être,17
moi,moi,51
qui,qui,52
ai,avoir,17
tort,tort,21
/.,/.,P
madame,madame,22
Daniel,Daniel,20
vient,venir,17
dîner,dîner,14
demain,demain,60
;,;,p
fais,faire,17
moi,moi,51
repentir,repentir,14
",",",",p
si,si,83
tu,tu,51
veux,vouloir,17
",",",",p
de,de,81
ce,ce,52
que,que,52
tu,tu,51
appelles,appeler,17
mon,mon,73
despotisme,despotisme,21
/.,/.,P
pourvu,pourvu,81
que,que,83
tu,tu,51
m',je,51
aimes,aimer,17
",",",",p
je,je,51
suis,être,17
heureuse,heureux,30
;,;,p
oublions,oublier,17
ce,ce,52
qui,qui,52
s',se,51
est,être,17
passé,passer,12
",",",",p
et,et,82
ne,ne,60
gâtons,gâter,17
pas,pas,60
notre,notre,73
bonheur,bonheur,21
/.,/.,P
<Chapitre III>,<>,<>
notre,notre,73
querelle,querelle,22
avait,avoir,18
été,être,12
",",",",p
pour,pour,81
ainsi,ainsi,60
dire,dire,14
",",",",p
moins,moins,60
triste,triste,30
que,que,83
notre,notre,73
réconciliation,réconciliation,22
;,;,p
elle,il,51
fut,être,19
accompagnée,accompagner,12
",",",",p
de,de,81
la,le,71
part,part,22
de,de,81
Brigitte,Brigitte,20
",",",",p
d',de,81
un,un,71
mystère,mystère,21
qui,qui,52
m',je,51
effraya,effrayer,19
d'abord,d'abord,60
",",",",p
puis,puis,60
qui,qui,52
me,je,51
laissa,laisser,19
dans,dans,81
l',le,71
âme,âme,22
une,un,71
inquiétude,inquiétude,22
perpétuelle,perpétuel,30
/.,/.,P
plus,plus,60
j',je,51
allais,aller,18
",",",",p
plus,plus,60
se,se,51
développaient,développer,18
en,en,81
moi,moi,51
",",",",p
malgré,malgré,81
tous,tout,75
mes,mon,73
efforts,effort,21
",",",",p
les,le,71
deux,deux,72
éléments,élément,21
de,de,81
malheur,malheur,21
que,que,52
le,le,71
passé,passé,21
m',je,51
avait,avoir,18
légués,léguer,12
:,:,p
tantôt,tantôt,60
une,un,71
jalousie,jalousie,22
furieuse,furieux,30
",",",",p
pleine,plein,30
de,de,81
reproches,reproche,21
et,et,82
d',de,81
injures,injure,22
",",",",p
tantôt,tantôt,60
une,un,71
gaieté,gaieté,22
cruelle,cruel,30
",",",",p
une,un,71
légèreté,légèreté,22
affectée,affecté,31
qui,qui,52
outrageait,outrager,18
en,en,81
plaisantant,plaisanter,13
ce,ce,52
que,que,52
j',je,51
avais,avoir,18
de,de,81
plus,plus,60
cher,cher,30
/.,/.,P
ainsi,ainsi,60
me,je,51
poursuivaient,poursuivre,18
sans,sans,81
relâche,relâche,22
des,de,81
des,le,71
souvenirs,souvenir,21
inexorables,inexorable,30
;,;,p
ainsi,ainsi,60
Brigitte,Brigitte,20
",",",",p
se,se,51
voyant,voir,13
traitée,traité,31
alternativement,alternativement,60
ou,ou,82
comme,comme,83
une,un,71
maîtresse,maître,30
infidèle,infidèle,30
ou,ou,82
comme,comme,83
une,un,71
fille,fille,22
entretenue,entretenu,31
",",",",p
tombait,tomber,18
peu,peu,60
à,à,81
peu,peu,60
dans,dans,81
une,un,71
tristesse,tristesse,22
qui,qui,52
dévastait,dévaster,18
notre,notre,73
vie,vie,22
entière,entier,30
;,;,p
et,et,82
le,le,71
pire,pire,30
de,de,81
tout,tout,52
",",",",p
c',ce,52
est,être,17
que,que,83
cette,ce,74
tristesse,tristesse,22
même,même,30
",",",",p
quoique,quoique,83
j',je,51
en,en,52
susse,savoir,18
le,le,71
motif,motif,21
et,et,82
que,que,83
je,je,51
me,je,51
sentisse,sentir,18
coupable,coupable,30
",",",",p
ne,ne,60
m',je,51
en,en,52
était,être,18
pas,pas,60
moins,moins,60
à,à,81
charge,charge,22
/.,/.,P
j',je,51
étais,être,18
jeune,jeune,30
",",",",p
et,et,82
j',je,51
aimais,aimer,18
le,le,71
plaisir,plaisir,21
;,;,p
ce,ce,74
tête-à-tête,tête-à-tête,21
de,de,81
tous,tout,75
les,le,71
jours,jour,21
avec,avec,81
une,un,71
femme,femme,22
plus,plus,60
âgée,âgé,30
que,que,83
moi,moi,51
",",",",p
qui,qui,52
souffrait,souffrir,18
et,et,82
languissait,languir,18
",",",",p
ce,ce,74
visage,visage,21
de,de,81
plus,plus,60
en,en,81
plus,plus,60
sérieux,sérieux,30
que,que,83
j',je,51
avais,avoir,18
toujours,toujours,60
devant,devant,81
moi,moi,51
",",",",p
tout,tout,75
cela,cela,52
révoltait,révolter,18
ma,mon,73
jeunesse,jeunesse,22
et,et,82
m',je,51
inspirait,inspirer,18
des,de,81
des,le,71
regrets,regret,21
amers,amer,30
pour,pour,81
ma,mon,73
liberté,liberté,22
d',de,81
autrefois,autrefois,60
/.,/.,P
lorsque,lorsque,83
",",",",p
par,par,81
un,un,71
beau,beau,30
clair,clair,21
de,de,81
lune,lune,22
",",",",p
nous,nous,51
traversions,traverser,18
lentement,lentement,60
la,le,71
forêt,forêt,22
",",",",p
nous,nous,51
nous,nous,51
sentions,sentir,18
pris,pris,31
tous,tout,75
les,le,71
deux,deux,72
d',de,81
une,un,71
mélancolie,mélancolie,22
profonde,profond,30
/.,/.,P
