11953
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingt-septième extrait>,<>,<>
dis,dire,19
",",",",p
m',je,51
aimes,aimer,17
tu,tu,51
toujours,toujours,60
autant,autant,60
/?,/?,P
mais,mais,82
oui,oui,60
/!,/!,P
voyons,voir,17
",",",",p
tu,tu,51
me,je,51
répètes,répéter,17
cela,cela,52
tous,tout,75
les,le,71
jours,jour,21
",",",",p
ça,ça,52
finit,finir,17
par,par,81
être,être,14
monotone,monotone,30
/.,/.,P
-,-,p
pardonne,pardonner,17
moi,moi,51
/!,/!,P
c',ce,52
est,être,17
que,que,83
je,je,51
ne,ne,60
puis,pouvoir,17
plus,plus,60
le,le,52
croire,croire,14
",",",",p
et,et,82
j',je,51
ai,avoir,17
besoin,besoin,21
que,que,52
tu,tu,51
me,je,51
rassures,rassurer,17
",",",",p
j',je,51
ai,avoir,17
besoin,besoin,21
de,de,81
t',tu,51
entendre,entendre,14
me,je,51
le,le,52
dire,dire,14
sans,sans,81
cesse,cesse,22
",",",",p
ce,ce,74
mot,mot,21
si,si,60
bon,bon,30
;,;,p
et,et,82
comme,comme,83
tu,tu,51
ne,ne,60
me,je,51
le,le,52
répètes,répéter,17
plus,plus,60
si,si,60
souvent,souvent,60
qu',que,83
autrefois,autrefois,60
",",",",p
je,je,51
suis,être,17
obligée,obliger,12
de,de,81
le,le,52
demander,demander,14
",",",",p
de,de,81
l',le,52
implorer,implorer,14
",",",",p
de,de,81
le,le,52
mendier,mendier,14
/.,/.,P
-,-,p
eh,eh,93
bien,bien,60
oui,oui,60
",",",",p
je,je,51
t',tu,51
aime,aimer,17
/!,/!,P
mais,mais,82
parlons,parler,17
d',de,81
autre,autre,75
chose,chose,22
",",",",p
je,je,51
t',tu,51
en,en,52
supplie,supplier,17
/!,/!,P
oh,oh,93
!,!,p
que,que,52
tu,tu,51
es,être,17
dur,dur,30
/!,/!,P
mais,mais,82
non,non,60
",",",",p
je,je,51
ne,ne,60
suis,être,17
pas,pas,60
dur,dur,30
/.,/.,P
seulement,seulement,60
…,…,p
seulement,seulement,60
",",",",p
tu,tu,51
ne,ne,60
comprends,comprendre,17
pas,pas,60
…,…,p
tu,tu,51
ne,ne,60
comprends,comprendre,17
pas,pas,60
que,que,83
/…,/…,P
-,-,p
oh,oh,93
oui,oui,60
/!,/!,P
je,je,51
comprends,comprendre,17
bien,bien,60
que,que,83
tu,tu,51
ne,ne,60
m',je,51
aimes,aimer,17
plus,plus,60
/.,/.,P
si,si,83
tu,tu,51
savais,savoir,18
comme,comme,83
je,je,51
souffre,souffrir,17
/!,/!,P
voyons,voir,17
",",",",p
Christiane,Christiane,20
",",",",p
je,je,51
t',tu,51
en,en,52
conjure,conjurer,17
",",",",p
ne,ne,60
me,je,51
rends,rendre,17
pas,pas,60
nerveux,nerveux,30
/.,/.,P
si,si,83
tu,tu,51
savais,savoir,18
",",",",p
toi,toi,51
",",",",p
comme,comme,83
c',ce,52
est,être,17
maladroit,maladroit,30
ce,ce,52
que,que,52
tu,tu,51
fais,faire,17
là,là,60
/.,/.,P
-,-,p
oh,oh,93
!,!,p
si,si,83
tu,tu,51
m',je,51
aimais,aimer,18
",",",",p
tu,tu,51
ne,ne,60
parlerais,parler,16
pas,pas,60
ainsi,ainsi,60
/.,/.,P
-,-,p
mais,mais,82
",",",",p
sacrebleu,sacrebleu,93
",",",",p
si,si,83
je,je,51
ne,ne,60
t',tu,51
aimais,aimer,18
plus,plus,60
je,je,51
ne,ne,60
serais,être,16
point,point,60
venu,venir,12
/.,/.,P
-,-,p
écoute,écouter,17
/.,/.,P
tu,tu,51
m',je,51
appartiens,appartenir,17
",",",",p
maintenant,maintenant,60
",",",",p
tu,tu,51
es,être,17
à,à,81
moi,moi,51
",",",",p
et,et,82
je,je,51
suis,être,17
à,à,81
toi,toi,51
/.,/.,P
il,il,51
y,y,52
a,avoir,17
entre,entre,81
nous,nous,51
cette,ce,74
attache,attache,22
d',de,81
une,un,71
vie,vie,22
naissante,naissant,30
que,que,52
rien,rien,52
ne,ne,60
brise,briser,17
;,;,p
mais,mais,82
promets,promettre,17
moi,moi,51
que,que,83
si,si,83
tu,tu,51
ne,ne,60
m',je,51
aimais,aimer,18
plus,plus,60
",",",",p
un,un,71
jour,jour,21
",",",",p
plus,plus,60
tard,tard,60
",",",",p
tu,tu,51
me,je,51
le,le,52
dirais,dire,16
/?,/?,P
oui,oui,60
",",",",p
je,je,51
te,tu,51
le,le,52
promets,promettre,17
/.,/.,P
-,-,p
tu,tu,51
me,je,51
le,le,52
jures,jurer,17
/?,/?,P
je,je,51
te,tu,51
le,le,52
jure,jurer,17
/.,/.,P
-,-,p
mais,mais,82
alors,alors,60
",",",",p
tout,tout,60
de,de,81
même,même,60
",",",",p
nous,nous,51
resterions,rester,16
amis,ami,21
",",",",p
n',ne,60
est,être,17
ce,ce,52
pas,pas,60
/?,/?,P
certainement,certainement,60
",",",",p
que,que,52
nous,nous,51
resterions,rester,16
amis,ami,21
/.,/.,P
-,-,p
le,le,71
jour,jour,21
où,où,60
tu,tu,51
ne,ne,60
m',je,51
aimeras,aimer,15
plus,plus,60
d',de,81
amour,amour,21
",",",",p
tu,tu,51
viendras,venir,15
me,je,51
trouver,trouver,14
",",",",p
et,et,82
tu,tu,51
me,je,51
diras,dire,15
:,:,p
“,“,p
ma,mon,73
petite,petit,30
Christiane,Christiane,20
",",",",p
je,je,51
t',tu,51
aime,aimer,17
bien,bien,60
",",",",p
mais,mais,82
ce,ce,52
n',ne,60
est,être,17
plus,plus,60
la,le,71
même,même,75
chose,chose,22
/.,/.,P
soyons,être,17
amis,ami,30
",",",",p
là,là,60
",",",",p
rien,rien,52
qu',que,83
amis,ami,30
/.,/.,P
“,“,p
-,-,p
c',ce,52
est,être,17
entendu,entendre,12
",",",",p
je,je,51
te,tu,51
le,le,52
promets,promettre,17
/.,/.,P
-,-,p
tu,tu,51
me,je,51
le,le,52
jures,jurer,17
/?,/?,P
je,je,51
te,tu,51
le,le,52
jure,jurer,17
/.,/.,P
-,-,p
n',ne,60
importe,importer,17
",",",",p
j',je,51
aurai,avoir,15
bien,bien,60
du,de,81
du,le,71
chagrin,chagrin,21
/!,/!,P
comme,comme,83
tu,tu,51
m',je,51
adorais,adorer,18
l',le,71
an,an,21
dernier,dernier,30
/!,/!,P
une,un,71
voix,voix,22
criait,crier,18
derrière,derrière,81
eux,ils,51
:,:,p
“,“,p
madame,madame,22
la,le,71
duchesse,duchesse,22
de,de,81
Ramas-Aldavarra,Ramas-Aldavarra,20
/!,/!,P
elle,il,51
venait,venir,18
en,en,81
voisine,voisine,22
",",",",p
car,car,82
Christiane,Christiane,20
recevait,recevoir,18
",",",",p
tous,tout,75
les,le,71
soirs,soir,21
",",",",p
les,le,71
principaux,principal,30
baigneurs,baigneur,21
",",",",p
comme,comme,83
reçoivent,recevoir,17
les,le,71
princes,prince,21
en,en,81
leurs,leur,73
royaumes,royaume,21
/.,/.,P
le,le,71
docteur,docteur,21
Mazelli,Mazelli,20
suivait,suivre,18
la,le,71
belle,beau,30
Espagnole,Espagnol,20
avec,avec,81
des,de,81
des,le,71
airs,air,21
souriants,souriant,30
et,et,82
soumis,soumis,31
/.,/.,P
les,le,71
deux,deux,72
femmes,femme,22
se,se,51
serrèrent,serrer,19
la,le,71
main,main,22
",",",",p
s',se,51
assirent,asseoir,19
et,et,82
se,se,51
mirent,mettre,19
à,à,81
causer,causer,14
/.,/.,P
Andermatt,Andermatt,20
appelait,appeler,18
Paul,Paul,20
:,:,p
“,“,p
mon,mon,73
cher,cher,30
ami,ami,21
",",",",p
venez,venir,17
donc,donc,82
",",",",p
Mont-Oriol,Mont-Oriol,20
fait,faire,17
les,le,71
cartes,carte,22
admirablement,admirablement,60
",",",",p
elle,il,51
m',je,51
a,avoir,17
dit,dire,12
des,de,81
des,le,71
choses,chose,22
surprenantes,surprenant,30
/.,/.,P
“,“,p
il,il,51
le,le,52
prit,prendre,19
par,par,81
le,le,71
bras,bras,21
et,et,82
ajouta,ajouter,19
:,:,p
“,“,p
quel,quel,75
drôle,drôle,30
d',de,81
être,être,14
vous,vous,51
êtes,être,17
",",",",p
vous,vous,51
/!,/!,P
à,à,81
Paris,Paris,20
",",",",p
nous,nous,51
ne,ne,60
vous,vous,51
voyons,voir,17
jamais,jamais,60
",",",",p
pas,pas,60
une,un,71
fois,fois,22
par,par,81
mois,mois,21
",",",",p
malgré,malgré,81
les,le,71
instances,instance,22
de,de,81
ma,mon,73
femme,femme,22
/.,/.,P
ici,ici,60
",",",",p
il,il,51
a,avoir,17
fallu,falloir,12
quinze,quinze,72
lettres,lettre,22
pour,pour,81
vous,vous,51
faire,faire,14
venir,venir,14
/.,/.,P
et,et,82
depuis,depuis,81
que,que,83
vous,vous,51
êtes,être,17
arrivé,arriver,12
on,on,51
dirait,dire,16
que,que,83
vous,vous,51
perdez,perdre,17
un,un,72
million,million,21
par,par,81
jour,jour,21
",",",",p
tant,tant,60
vous,vous,51
avez,avoir,17
une,un,71
tête,tête,22
désolée,désolé,31
/.,/.,P
allons,aller,17
",",",",p
cachez,cacher,17
vous,vous,51
une,un,71
affaire,affaire,22
qui,qui,52
vous,vous,51
chiffonne,chiffonner,17
/?,/?,P
on,on,51
pourrait,pouvoir,16
peut-être,peut-être,60
vous,vous,51
aider,aider,14
/?,/?,P
il,il,51
faut,falloir,17
nous,nous,51
le,le,52
dire,dire,14
/.,/.,P
-,-,p
rien,rien,52
du,de,81
du,le,71
tout,tout,21
",",",",p
mon,mon,73
cher,cher,30
/.,/.,P
si,si,83
je,je,51
ne,ne,60
viens,venir,17
pas,pas,60
plus,plus,60
souvent,souvent,60
vous,vous,51
voir,voir,14
",",",",p
à,à,81
Paris,Paris,20
/…,/…,P
c',ce,52
est,être,17
qu',que,83
à,à,81
Paris,Paris,20
",",",",p
vous,vous,51
comprenez,comprendre,17
?,?,p
/…,/…,P
-,-,p
parfaitement,parfaitement,60
…,…,p
je,je,51
saisis,saisir,17
/.,/.,P
mais,mais,82
ici,ici,60
",",",",p
au,à,81
au,le,71
moins,moins,60
",",",",p
il,il,51
faut,falloir,17
être,être,14
en,en,81
train,train,21
/.,/.,P
je,je,51
vous,vous,51
prépare,préparer,17
deux,deux,72
ou,ou,82
trois,trois,72
fêtes,fête,22
qui,qui,52
seront,être,15
",",",",p
je,je,51
crois,croire,17
",",",",p
très,très,60
réussies,réussir,12
/.,/.,P
“,“,p
on,on,51
annonçait,annoncer,18
:,:,p
“,“,p
madame,madame,22
Barre,Barre,20
et,et,82
monsieur,monsieur,21
le,le,71
professeur,professeur,21
Cloche,Cloche,20
/.,/.,P
“,“,p
il,il,51
entra,entrer,19
avec,avec,81
sa,son,73
fille,fille,22
",",",",p
une,un,71
jeune,jeune,30
veuve,veuve,22
",",",",p
rousse,rousse,22
et,et,82
hardie,hardi,30
/.,/.,P
puis,puis,60
",",",",p
presque,presque,60
aussitôt,aussitôt,60
le,le,71
même,même,75
valet,valet,21
cria,crier,19
:,:,p
“,“,p
monsieur,monsieur,21
le,le,71
professeur,professeur,21
Mas-Roussel,Mas-Roussel,20
/.,/.,P
“,“,p
sa,son,73
femme,femme,22
l',le,52
accompagnait,accompagner,18
",",",",p
pâle,pâle,30
",",",",p
mûre,mûr,30
",",",",p
avec,avec,81
des,de,81
des,le,71
bandeaux,bandeau,21
plats,plat,30
sur,sur,81
les,le,71
tempes,tempe,22
/.,/.,P
le,le,71
professeur,professeur,21
Rémusot,Rémusot,20
était,être,18
parti,partir,12
la,le,71
veille,veille,22
",",",",p
après,après,81
avoir,avoir,14
acheté,acheter,12
son,son,73
chalet,chalet,21
à,à,81
des,de,81
des,le,71
conditions,condition,22
exceptionnellement,exceptionnellement,60
favorables,favorable,30
",",",",p
disait,dire,18
on,on,51
/.,/.,P
les,le,71
deux,deux,72
autres,autre,75
médecins,médecin,21
auraient,avoir,16
bien,bien,60
voulu,vouloir,12
connaître,connaître,14
ces,ce,74
conditions,condition,22
",",",",p
mais,mais,82
Andermatt,Andermatt,20
répondait,répondre,18
seulement,seulement,60
:,:,p
“,“,p
oh,oh,93
",",",",p
nous,nous,51
avons,avoir,17
pris,prendre,12
de,de,81
petits,petit,30
arrangements,arrangement,21
avantageux,avantageux,30
pour,pour,81
tout,tout,75
le,le,71
monde,monde,21
/.,/.,P
si,si,83
vous,vous,51
désiriez,désirer,18
l',le,52
imiter,imiter,14
",",",",p
on,on,51
verrait,voir,16
à,à,81
s',se,51
entendre,entendre,14
",",",",p
on,on,51
verrait,voir,16
/…,/…,P
quand,quand,83
vous,vous,51
serez,être,15
décidé,décider,12
vous,vous,51
me,je,51
préviendrez,prévenir,15
et,et,82
alors,alors,60
nous,nous,51
causerons,causer,15
/.,/.,P
“,“,p
le,le,71
docteur,docteur,21
Latonne,Latonne,20
apparut,apparaître,19
à,à,81
son,son,73
tour,tour,21
",",",",p
puis,puis,60
le,le,71
docteur,docteur,21
Honorat,Honorat,20
",",",",p
sans,sans,81
son,son,73
épouse,épouse,22
qu',que,83
il,il,51
ne,ne,60
sortait,sortir,18
pas,pas,60
/.,/.,P
un,un,71
bruit,bruit,21
de,de,81
voix,voix,22
maintenant,maintenant,60
emplissait,emplir,18
le,le,71
salon,salon,21
",",",",p
une,un,71
rumeur,rumeur,22
de,de,81
causerie,causerie,22
/.,/.,P
Gontran,Gontran,20
ne,ne,60
quittait,quitter,18
plus,plus,60
Louise,Louise,20
Oriol,Oriol,20
",",",",p
lui,lui,51
parlait,parler,18
sur,sur,81
l',le,71
épaule,épaule,22
",",",",p
et,et,82
de,de,81
temps,temps,21
en,en,81
temps,temps,21
disait,dire,18
en,en,81
riant,rire,13
à,à,81
quiconque,quiconque,52
passait,passer,18
près,près,81
de,de,81
lui,lui,51
:,:,p
“,“,p
c',ce,52
est,être,17
une,un,71
ennemie,ennemie,22
dont,dont,52
je,je,51
fais,faire,17
la,le,71
conquête,conquête,22
/.,/.,P
“,“,p
Mazelli,Mazelli,20
s',se,51
était,être,18
assis,asseoir,12
auprès,auprès,60
de,de,81
la,le,71
fille,fille,22
du,de,81
du,le,71
professeur,professeur,21
Cloche,Cloche,20
/.,/.,P
depuis,depuis,81
quelques,quelque,75
jours,jour,21
il,il,51
la,le,52
suivait,suivre,18
sans,sans,81
cesse,cesse,22
;,;,p
et,et,82
elle,il,51
recevait,recevoir,18
ses,son,73
avances,avance,22
avec,avec,81
une,un,71
audace,audace,22
provocante,provocant,30
/.,/.,P
la,le,71
duchesse,duchesse,22
ne,ne,60
le,le,52
perdait,perdre,18
point,point,60
de,de,81
vue,vue,22
",",",",p
semblait,sembler,18
irritée,irrité,31
et,et,82
frémissante,frémissant,30
/.,/.,P
tout,tout,60
à,à,81
coup,coup,21
",",",",p
elle,il,51
se,se,51
leva,lever,19
",",",",p
traversa,traverser,19
le,le,71
salon,salon,21
",",",",p
et,et,82
rompant,rompre,13
le,le,71
tête-à-tête,tête-à-tête,21
de,de,81
son,son,73
médecin,médecin,21
avec,avec,81
la,le,71
jolie,joli,30
rousse,rousse,22
:,:,p
“,“,p
dites,dire,17
donc,donc,82
",",",",p
Mazelli,Mazelli,20
",",",",p
nous,nous,51
allons,aller,17
rentrer,rentrer,14
/.,/.,P
je,je,51
me,je,51
sens,sentir,17
un,un,71
peu,peu,60
mal,mal,60
à,à,81
l',le,71
aise,aise,22
/.,/.,P
“,“,p
dès,dès,81
qu',que,83
ils,ils,51
furent,être,19
sortis,sortir,12
",",",",p
Christiane,Christiane,20
",",",",p
qui,qui,52
s',se,51
était,être,18
rapprochée,rapprocher,12
de,de,81
Paul,Paul,20
",",",",p
lui,lui,51
dit,dire,19
:,:,p
“,“,p
pauvre,pauvre,30
femme,femme,22
/!,/!,P
elle,il,51
doit,devoir,17
tant,tant,60
souffrir,souffrir,14
/!,/!,P
il,il,51
demanda,demander,19
avec,avec,81
étourderie,étourderie,22
:,:,p
“,“,p
qui,qui,52
donc,donc,82
/?,/?,P
la,le,71
duchesse,duchesse,22
/!,/!,P
vous,vous,51
ne,ne,60
voyez,voir,17
pas,pas,60
comme,comme,83
elle,il,51
est,être,17
jalouse,jaloux,30
/.,/.,P
“,“,p
il,il,51
répondit,répondre,19
brusquement,brusquement,60
:,:,p
“,“,p
si,si,83
vous,vous,51
vous,vous,51
mettez,mettre,17
à,à,81
gémir,gémir,14
sur,sur,81
tous,tout,75
les,le,71
crampons,crampon,21
",",",",p
maintenant,maintenant,60
",",",",p
vous,vous,51
n',ne,60
êtes,être,17
pas,pas,60
au,à,81
au,le,71
bout,bout,21
de,de,81
vos,votre,73
larmes,larme,22
/.,/.,P
“,“,p
elle,il,51
se,se,51
détourna,détourner,19
",",",",p
prête,prêt,30
à,à,81
pleurer,pleurer,14
vraiment,vraiment,60
",",",",p
tant,tant,60
elle,il,51
le,le,52
trouvait,trouver,18
cruel,cruel,30
",",",",p
et,et,82
",",",",p
s',se,51
asseyant,asseoir,13
auprès,auprès,60
de,de,81
Charlotte,Charlotte,20
Oriol,Oriol,20
qui,qui,52
demeurait,demeurer,18
seule,seul,30
",",",",p
surprise,surpris,31
",",",",p
ne,ne,60
comprenant,comprendre,13
plus,plus,60
ce,ce,52
que,que,52
faisait,faire,18
Gontran,Gontran,20
",",",",p
elle,il,51
lui,lui,51
dit,dire,19
sans,sans,81
que,que,83
la,le,71
fillette,fillette,22
pénétrât,pénétrer,18
le,le,71
sens,sens,21
de,de,81
ses,son,73
paroles,parole,22
:,:,p
“,“,p
il,il,51
y,y,52
a,avoir,17
des,de,81
des,le,71
jours,jour,21
où,où,60
l',l',94
on,on,51
voudrait,vouloir,16
être,être,14
mort,mourir,12
/.,/.,P
“,“,p
Andermatt,Andermatt,20
",",",",p
au,à,81
au,le,71
milieu,milieu,21
des,de,81
des,le,71
médecins,médecin,21
",",",",p
racontait,raconter,18
le,le,71
cas,cas,21
extraordinaire,extraordinaire,30
du,de,81
du,le,71
père,père,21
Clovis,Clovis,20
dont,dont,52
les,le,71
jambes,jambe,22
recommençaient,recommencer,18
à,à,81
vivre,vivre,14
/.,/.,P
il,il,51
paraissait,paraître,18
si,si,60
convaincu,convaincu,31
que,que,83
personne,personne,52
n',ne,60
eût,avoir,19
pu,pouvoir,12
douter,douter,14
de,de,81
sa,son,73
bonne,bon,30
foi,foi,22
/.,/.,P
depuis,depuis,81
qu',que,83
il,il,51
avait,avoir,18
pénétré,pénétrer,12
la,le,71
ruse,ruse,22
des,de,81
des,le,71
paysans,paysan,21
et,et,82
du,de,81
du,le,71
paralytique,paralytique,21
",",",",p
compris,compris,31
qu',que,83
il,il,51
s',se,51
était,être,18
laissé,laisser,12
duper,duper,14
et,et,82
convaincre,convaincre,14
",",",",p
l',le,71
année,année,22
d',de,81
avant,avant,21
",",",",p
par,par,81
l',le,71
envie,envie,22
seule,seul,30
dont,dont,52
il,il,51
était,être,18
mordu,mordre,12
de,de,81
croire,croire,14
à,à,81
l',le,71
efficacité,efficacité,22
des,de,81
des,le,71
eaux,eau,22
",",",",p
depuis,depuis,81
surtout,surtout,60
qu',que,83
il,il,51
n',ne,60
avait,avoir,18
pu,pouvoir,12
se,se,51
débarrasser,débarrasser,14
",",",",p
sans,sans,81
payer,payer,14
",",",",p
des,de,81
des,le,71
plaintes,plainte,22
redoutables,redoutable,30
du,de,81
du,le,71
vieux,vieux,21
",",",",p
il,il,51
en,en,52
avait,avoir,18
fait,faire,12
une,un,71
réclame,réclame,22
puissante,puissant,30
et,et,82
il,il,51
en,en,52
jouait,jouer,18
à,à,81
merveille,merveille,22
/.,/.,P
Mazelli,Mazelli,20
venait,venir,18
de,de,81
rentrer,rentrer,14
",",",",p
libre,libre,30
",",",",p
après,après,81
avoir,avoir,14
reconduit,reconduire,12
sa,son,73
cliente,cliente,22
au,à,81
au,le,71
logis,logis,21
/.,/.,P
Gontran,Gontran,20
le,le,52
prit,prendre,19
par,par,81
le,le,71
bras,bras,21
:,:,p
“,“,p
dites,dire,17
donc,donc,82
",",",",p
beau,beau,30
docteur,docteur,21
",",",",p
un,un,71
conseil,conseil,21
/?,/?,P
laquelle,lequel,52
préférez,préférer,17
vous,vous,51
des,de,81
des,le,71
petites,petit,30
Oriol,Oriol,20
/?,/?,P
le,le,71
joli,joli,30
médecin,médecin,21
lui,lui,51
souffla,souffler,19
dans,dans,81
l',le,71
oreille,oreille,22
:,:,p
“,“,p
pour,pour,81
coucher,coucher,14
",",",",p
la,le,71
jeune,jeune,22
",",",",p
pour,pour,81
épouser,épouser,14
",",",",p
l',le,71
aînée,aînée,22
/.,/.,P
“,“,p
Gontran,Gontran,20
riait,rire,18
:,:,p
“,“,p
tiens,tenir,17
",",",",p
nous,nous,51
sommes,être,17
exactement,exactement,60
du,de,81
du,le,71
même,même,75
avis,avis,21
/.,/.,P
j',je,51
en,en,52
suis,être,17
ravi,ravir,12
/!,/!,P
puis,puis,60
",",",",p
allant,aller,13
à,à,81
sa,son,73
soeur,soeur,22
qui,qui,52
causait,causer,18
toujours,toujours,60
avec,avec,81
Charlotte,Charlotte,20
:,:,p
“,“,p
tu,tu,51
ne,ne,60
sais,savoir,17
pas,pas,60
/?,/?,P
je,je,51
viens,venir,17
de,de,81
décider,décider,14
que,que,83
nous,nous,51
irions,aller,16
jeudi,jeudi,21
au,à,81
au,le,71
puy,puy,21
de,de,81
la,le,71
Nugère,Nugère,20
/.,/.,P
c',ce,52
est,être,17
le,le,71
plus,plus,60
beau,beau,30
cratère,cratère,21
de,de,81
la,le,71
chaîne,chaîne,22
/.,/.,P
tout,tout,75
le,le,71
monde,monde,21
consent,consentir,17
/.,/.,P
c',ce,52
est,être,17
entendu,entendre,12
/.,/.,P
“,“,p
Christiane,Christiane,20
murmura,murmurer,19
avec,avec,81
indifférence,indifférence,22
:,:,p
“,“,p
je,je,51
veux,vouloir,17
bien,bien,60
tout,tout,52
ce,ce,52
que,que,52
vous,vous,51
voudrez,vouloir,15
/.,/.,P
“,“,p
mais,mais,82
le,le,71
professeur,professeur,21
Cloche,Cloche,20
",",",",p
suivi,suivi,21
de,de,81
sa,son,73
fille,fille,22
",",",",p
venait,venir,18
prendre,prendre,14
congé,congé,21
",",",",p
et,et,82
Mazelli,Mazelli,20
",",",",p
s',se,51
offrant,offrir,13
à,à,81
les,le,52
reconduire,reconduire,14
",",",",p
sortit,sortir,19
derrière,derrière,81
la,le,71
jeune,jeune,30
veuve,veuve,22
/.,/.,P
tous,tout,52
partirent,partir,19
en,en,81
quelques,quelque,75
minutes,minute,22
",",",",p
car,car,82
Christiane,Christiane,20
se,se,51
couchait,coucher,18
à,à,81
onze,onze,72
heures,heure,22
/.,/.,P
le,le,71
marquis,marquis,21
",",",",p
Paul,Paul,20
et,et,82
Gontran,Gontran,20
accompagnèrent,accompagner,19
les,le,71
petites,petit,30
Oriol,Oriol,20
/.,/.,P
Gontran,Gontran,20
et,et,82
Louise,Louise,20
allaient,aller,18
devant,devant,81
",",",",p
et,et,82
Brétigny,Brétigny,20
",",",",p
quelques,quelque,75
pas,pas,21
en,en,81
arrière,arrière,21
",",",",p
sentait,sentir,18
",",",",p
sur,sur,81
son,son,73
bras,bras,21
",",",",p
trembler,trembler,14
un,un,71
peu,peu,60
le,le,71
bras,bras,21
de,de,81
Charlotte,Charlotte,20
/.,/.,P
on,on,51
se,se,51
sépara,séparer,19
en,en,81
criant,crier,13
:,:,p
“,“,p
à,à,81
jeudi,jeudi,21
",",",",p
onze,onze,72
heures,heure,22
",",",",p
pour,pour,81
déjeuner,déjeuner,14
à,à,81
l',le,71
hôtel,hôtel,21
/.,/.,P
“,“,p
en,en,81
revenant,revenir,13
",",",",p
ils,ils,51
rencontrèrent,rencontrer,19
Andermatt,Andermatt,20
retenu,retenu,31
au,à,81
au,le,71
coin,coin,21
du,de,81
du,le,71
jardin,jardin,21
par,par,81
le,le,71
professeur,professeur,21
Mas-Roussel,Mas-Roussel,20
qui,qui,52
lui,lui,51
disait,dire,18
:,:,p
“,“,p
eh,eh,93
bien,bien,60
",",",",p
si,si,83
cela,cela,52
ne,ne,60
vous,vous,51
dérange,déranger,17
pas,pas,60
",",",",p
j',je,51
irai,aller,15
causer,causer,14
avec,avec,81
vous,vous,51
demain,demain,60
matin,matin,21
",",",",p
de,de,81
cette,ce,74
petite,petit,30
affaire,affaire,22
du,de,81
du,le,71
chalet,chalet,21
/.,/.,P
“,“,p
William,William,20
se,se,51
joignit,joindre,19
aux,à,81
aux,le,71
jeunes,jeune,30
gens,gens,21
pour,pour,81
rentrer,rentrer,14
",",",",p
et,et,82
se,se,51
haussant,hausser,13
à,à,81
l',le,71
oreille,oreille,22
de,de,81
son,son,73
beau-frère,beau-frère,21
:,:,p
“,“,p
tous,tout,75
mes,mon,73
compliments,compliment,21
",",",",p
mon,mon,73
cher,cher,30
",",",",p
vous,vous,51
avez,avoir,17
été,être,12
admirable,admirable,30
/.,/.,P
“,“,p
Gontran,Gontran,20
",",",",p
depuis,depuis,81
deux,deux,72
ans,an,21
",",",",p
était,être,18
harcelé,harceler,12
par,par,81
des,de,81
des,le,71
besoins,besoin,21
d',de,81
argent,argent,21
qui,qui,52
lui,lui,51
gâtaient,gâter,18
l',le,71
existence,existence,22
/.,/.,P
tant,tant,60
qu',que,83
il,il,51
avait,avoir,18
mangé,manger,12
la,le,71
fortune,fortune,22
de,de,81
sa,son,73
mère,mère,22
",",",",p
il,il,51
s',se,51
était,être,18
laissé,laisser,12
vivre,vivre,14
avec,avec,81
la,le,71
nonchalance,nonchalance,22
et,et,82
l',le,71
indifférence,indifférence,22
héritées,hérité,31
de,de,81
son,son,73
père,père,21
",",",",p
dans,dans,81
ce,ce,74
milieu,milieu,21
de,de,81
jeunes,jeune,30
gens,gens,21
",",",",p
riches,riche,30
",",",",p
blasés,blasé,31
et,et,82
corrompus,corrompu,31
",",",",p
qu',que,52
on,on,51
cite,citer,17
dans,dans,81
les,le,71
journaux,journal,21
chaque,chaque,75
matin,matin,21
",",",",p
qui,qui,52
sont,être,17
du,de,81
du,le,71
monde,monde,21
et,et,82
y,y,52
vont,aller,17
peu,peu,60
",",",",p
et,et,82
prennent,prendre,17
à,à,81
la,le,71
fréquentation,fréquentation,22
des,de,81
des,le,71
femmes,femme,22
galantes,galant,30
des,de,81
des,le,71
moeurs,moeurs,22
et,et,82
des,de,81
des,le,71
coeurs,coeur,21
de,de,81
filles,fille,22
/.,/.,P
ils,ils,51
étaient,être,18
une,un,71
douzaine,douzaine,22
du,de,81
du,le,71
même,même,75
groupe,groupe,21
qu',que,83
on,on,51
retrouvait,retrouver,18
tous,tout,75
les,le,71
soirs,soir,21
au,à,81
au,le,71
même,même,75
café,café,21
",",",",p
sur,sur,81
le,le,71
boulevard,boulevard,21
",",",",p
entre,entre,81
minuit,minuit,21
et,et,82
trois,trois,72
heures,heure,22
du,de,81
du,le,71
matin,matin,21
/.,/.,P
fort,fort,60
élégants,élégant,30
",",",",p
toujours,toujours,60
en,en,81
habit,habit,21
et,et,82
en,en,81
gilet,gilet,21
blanc,blanc,30
",",",",p
portant,porter,13
des,de,81
des,le,71
boutons,bouton,21
de,de,81
chemise,chemise,22
de,de,81
vingt,vingt,72
louis,louis,21
changés,changé,31
chaque,chaque,75
mois,mois,21
et,et,82
achetés,acheté,31
chez,chez,81
les,le,71
premiers,premier,72
bijoutiers,bijoutier,21
",",",",p
ils,ils,51
vivaient,vivre,18
avec,avec,81
l',le,71
unique,unique,30
souci,souci,21
de,de,81
s',se,51
amuser,amuser,14
",",",",p
de,de,81
cueillir,cueillir,14
des,de,81
des,le,71
femmes,femme,22
",",",",p
de,de,81
faire,faire,14
parler,parler,14
d',de,81
eux,ils,51
et,et,82
de,de,81
trouver,trouver,14
