12334
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingt-deuxième extrait>,<>,<>
/.,/.,P
un,un,71
homme,homme,21
comme,comme,83
lui,lui,51
se,se,51
laisser,laisser,14
abattre,abattre,14
",",",",p
quelle,quel,75
sottise,sottise,22
/!,/!,P
passe,passer,17
encore,encore,60
dans,dans,81
la,le,71
jeunesse,jeunesse,22
",",",",p
mais,mais,82
plus,plus,60
tard,tard,60
",",",",p
c',ce,52
est,être,17
perdre,perdre,14
son,son,73
temps,temps,21
/.,/.,P
-,-,p
“,“,p
tu,tu,51
me,je,51
gâtes,gâter,17
mon,mon,73
Frédéric,Frédéric,20
/!,/!,P
je,je,51
redemande,redemander,17
l',le,71
ancien,ancien,21
/.,/.,P
garçon,garçon,21
",",",",p
toujours,toujours,60
du,de,81
du,le,71
même,même,52
/!,/!,P
il,il,51
me,je,51
plaisait,plaire,18
/!,/!,P
voyons,voir,17
",",",",p
fume,fumer,17
une,un,71
pipe,pipe,22
",",",",p
animal,animal,21
/!,/!,P
secoue,secouer,17
toi,toi,51
un,un,71
peu,peu,60
",",",",p
tu,tu,51
me,je,51
désoles,désoler,17
!,!,p
“,“,p
-,-,p
“,“,p
c',ce,52
est,être,17
vrai,vrai,30
“,“,p
",",",",p
dit,dire,19
Frédéric,Frédéric,20
",",",",p
“,“,p
je,je,51
suis,être,17
fou,fou,30
!,!,p
“,“,p
le,le,71
clerc,clerc,21
reprit,reprendre,19
:,:,p
-,-,p
“,“,p
ah,ah,93
!,!,p
vieux,vieux,30
troubadour,troubadour,21
",",",",p
je,je,51
sais,savoir,17
bien,bien,60
ce,ce,52
qui,qui,52
t',tu,51
afflige,affliger,17
/!,/!,P
le,le,71
petit,petit,30
coeur,coeur,21
/?,/?,P
avoue,avouer,17
le,le,52
/!,/!,P
bah,bah,93
!,!,p
une,un,52
de,de,81
perdue,perdu,31
",",",",p
quatre,quatre,72
de,de,81
trouvées,trouvé,31
/!,/!,P
on,on,51
se,se,51
console,consoler,17
des,de,81
des,le,71
femmes,femme,22
vertueuses,vertueux,30
avec,avec,81
les,le,71
autres,autre,52
/.,/.,P
veux,vouloir,17
tu,tu,51
que,que,83
je,je,51
t',tu,51
en,en,52
fasse,faire,17
connaître,connaître,14
",",",",p
des,de,81
des,le,71
femmes,femme,22
/?,/?,P
tu,tu,51
n',ne,60
as,avoir,17
qu',que,83
à,à,81
venir,venir,14
à,à,81
l',le,71
Alhambra,Alhambra,20
/.,/.,P
“,“,p
(,(,p
c',ce,52
était,être,18
un,un,71
bal,bal,21
public,public,30
ouvert,ouvert,31
récemment,récemment,60
au,à,81
au,le,71
haut,haut,21
des,de,81
des,le,71
Champs-Elysées,Champs-Elysées,20
",",",",p
et,et,82
qui,qui,52
se,se,51
ruina,ruiner,19
",",",",p
dès,dès,81
la,le,71
seconde,second,72
saison,saison,22
",",",",p
par,par,81
un,un,71
luxe,luxe,21
prématuré,prématuré,30
dans,dans,81
ce,ce,74
genre,genre,21
d',de,81
établissements,établissement,21
/.,/.,P
),),p
“,“,p
on,on,51
s',se,51
y,y,52
amuse,amuser,17
à,à,81
ce,ce,52
qu',que,52
il,il,51
paraît,paraître,17
/.,/.,P
allons,aller,17
y,y,52
/!,/!,P
tu,tu,51
prendras,prendre,15
tes,ton,73
amis,ami,21
",",",",p
si,si,83
tu,tu,51
veux,vouloir,17
;,;,p
je,je,51
te,tu,51
passe,passer,17
même,même,60
Regimbart,Regimbart,20
!,!,p
“,“,p
Frédéric,Frédéric,20
n',ne,60
invita,inviter,19
pas,pas,60
le,le,71
citoyen,citoyen,21
/.,/.,P
Deslauriers,Deslauriers,20
se,se,51
priva,priver,19
de,de,81
Sénécal,Sénécal,20
/.,/.,P
ils,ils,51
emmenèrent,emmener,19
seulement,seulement,60
Hussonnet,Hussonnet,20
et,et,82
Cisy,Cisy,20
avec,avec,81
Dussardier,Dussardier,20
;,;,p
et,et,82
le,le,71
même,même,75
fiacre,fiacre,21
les,le,52
descendit,descendre,19
tous,tout,75
les,le,71
cinq,cinq,72
à,à,81
la,le,71
porte,porte,22
de,de,81
l',le,71
Alhambra,Alhambra,20
/.,/.,P
deux,deux,72
galeries,galerie,22
moresques,moresque,30
s',se,51
étendaient,étendre,18
à,à,81
droite,droite,22
et,et,82
à,à,81
gauche,gauche,22
",",",",p
parallèlement,parallèlement,60
/.,/.,P
le,le,71
mur,mur,21
d',de,81
une,un,71
maison,maison,22
",",",",p
en,en,81
face,face,22
",",",",p
occupait,occuper,18
tout,tout,75
le,le,71
fond,fond,21
",",",",p
et,et,82
le,le,71
quatrième,quatrième,72
côté,côté,21
(,(,p
celui,celui,52
du,de,81
du,le,71
restaurant,restaurant,21
),),p
figurait,figurer,18
un,un,71
cloître,cloître,21
gothique,gothique,30
à,à,81
vitraux,vitrail,21
de,de,81
couleurs,couleur,22
/.,/.,P
une,un,71
sorte,sorte,22
de,de,81
toiture,toiture,22
chinoise,chinois,30
abritait,abriter,18
l',le,71
estrade,estrade,22
où,où,60
jouaient,jouer,18
les,le,71
musiciens,musicien,21
;,;,p
le,le,71
sol,sol,21
autour,autour,60
était,être,18
couvert,couvrir,12
d',de,81
asphalte,asphalte,21
",",",",p
et,et,82
des,de,81
des,le,71
lanternes,lanterne,22
vénitiennes,vénitien,30
accrochées,accroché,31
à,à,81
des,de,81
des,le,71
poteaux,poteau,21
formaient,former,18
",",",",p
de,de,81
loin,loin,60
",",",",p
sur,sur,81
les,le,71
quadrilles,quadrille,21
",",",",p
une,un,71
couronne,couronne,22
de,de,81
feux,feu,21
multicolores,multicolore,30
/.,/.,P
un,un,71
piédestal,piédestal,21
",",",",p
çà,çà,60
et,et,82
là,là,60
",",",",p
supportait,supporter,18
une,un,71
cuvette,cuvette,22
de,de,81
pierre,pierre,22
",",",",p
d',de,81
où,où,60
s',se,51
élevait,élever,18
un,un,71
mince,mince,30
filet,filet,21
d',de,81
eau,eau,22
/.,/.,P
on,on,51
apercevait,apercevoir,18
dans,dans,81
les,le,71
feuillages,feuillage,21
des,de,81
des,le,71
statues,statue,22
en,en,81
plâtre,plâtre,21
",",",",p
Hébés,Hébé,20
ou,ou,82
Cupidons,Cupidon,20
tout,tout,60
gluants,gluant,30
de,de,81
peinture,peinture,22
à,à,81
l',le,71
huile,huile,22
;,;,p
et,et,82
les,le,71
allées,allée,22
nombreuses,nombreux,30
",",",",p
garnies,garni,31
d',de,81
un,un,71
sable,sable,21
très,très,60
jaune,jaune,30
soigneusement,soigneusement,60
ratissé,ratissé,31
",",",",p
faisaient,faire,18
paraître,paraître,14
le,le,71
jardin,jardin,21
beaucoup,beaucoup,60
plus,plus,60
vaste,vaste,30
qu',que,83
il,il,51
ne,ne,60
l',le,52
était,être,18
/.,/.,P
des,de,81
des,le,71
étudiants,étudiant,21
promenaient,promener,18
leurs,leur,73
maîtresses,maîtresse,22
;,;,p
des,de,81
des,le,71
commis,commis,21
en,en,81
nouveautés,nouveauté,22
se,se,51
pavanaient,pavaner,18
",",",",p
une,un,71
canne,canne,22
entre,entre,81
les,le,71
doigts,doigt,21
;,;,p
des,de,81
des,le,71
collégiens,collégien,21
fumaient,fumer,18
des,de,81
des,le,71
régalias,régalia,22
;,;,p
de,de,81
vieux,vieux,30
célibataires,célibataire,21
caressaient,caresser,18
avec,avec,81
un,un,71
peigne,peigne,21
leur,leur,73
barbe,barbe,22
teinte,teint,31
;,;,p
il,il,51
y,y,52
avait,avoir,18
des,de,81
des,le,71
Anglais,Anglais,20
",",",",p
des,de,81
des,le,71
Russes,Russe,20
",",",",p
des,de,81
des,le,71
gens,gens,21
de,de,81
l',le,71
Amérique,Amérique,20
du,de,81
du,le,71
sud,sud,21
",",",",p
trois,trois,72
Orientaux,Oriental,20
en,en,81
tarbouch,tarbouche,21
/.,/.,P
des,de,81
des,le,71
lorettes,lorette,22
",",",",p
des,de,81
des,le,71
grisettes,grisette,22
et,et,82
des,de,81
des,le,71
filles,fille,22
étaient,être,18
venues,venir,12
là,là,60
",",",",p
espérant,espérer,13
trouver,trouver,14
un,un,71
protecteur,protecteur,21
",",",",p
un,un,71
amoureux,amoureux,21
",",",",p
une,un,71
pièce,pièce,22
d',de,81
or,or,21
",",",",p
ou,ou,82
simplement,simplement,60
pour,pour,81
le,le,71
plaisir,plaisir,21
de,de,81
la,le,71
danse,danse,22
;,;,p
et,et,82
leurs,leur,73
robes,robe,22
à,à,81
tunique,tunique,22
vert,vert,21
d',de,81
eau,eau,22
",",",",p
bleue,bleu,30
",",",",p
cerise,cerise,22
",",",",p
ou,ou,82
violette,violet,30
",",",",p
passaient,passer,18
",",",",p
s',se,51
agitaient,agiter,18
entre,entre,81
les,le,71
ébéniers,ébénier,21
et,et,82
les,le,71
lilas,lilas,21
/.,/.,P
presque,presque,60
tous,tout,75
les,le,71
hommes,homme,21
portaient,porter,18
des,de,81
des,le,71
étoffes,étoffe,22
à,à,81
carreaux,carreau,21
",",",",p
quelques-uns,quelqu'un,52
des,de,81
des,le,71
pantalons,pantalon,21
blancs,blanc,30
",",",",p
malgré,malgré,81
la,le,71
fraîcheur,fraîcheur,22
du,de,81
du,le,71
soir,soir,21
/.,/.,P
on,on,51
allumait,allumer,18
les,le,71
becs,bec,21
de,de,81
gaz,gaz,21
/.,/.,P
Hussonnet,Hussonnet,20
",",",",p
par,par,81
ses,son,73
relations,relation,22
avec,avec,81
les,le,71
journaux,journal,21
de,de,81
modes,mode,22
et,et,82
les,le,71
petits,petit,30
théâtres,théâtre,21
",",",",p
connaissait,connaître,18
beaucoup,beaucoup,60
de,de,81
femmes,femme,22
;,;,p
il,il,51
leur,leur,52
envoyait,envoyer,18
des,de,81
des,le,71
baisers,baiser,21
par,par,81
le,le,71
bout,bout,21
des,de,81
des,le,71
doigts,doigt,21
",",",",p
et,et,82
de,de,81
temps,temps,21
à,à,81
autre,autre,52
",",",",p
quittant,quitter,13
ses,son,73
amis,ami,21
",",",",p
allait,aller,18
causer,causer,14
avec,avec,81
elles,ils,51
/.,/.,P
Deslauriers,Deslauriers,20
fut,être,19
jaloux,jaloux,30
de,de,81
ces,ce,74
allures,allure,22
/.,/.,P
il,il,51
aborda,aborder,19
cyniquement,cyniquement,60
une,un,71
grande,grand,30
blonde,blonde,22
",",",",p
vêtue,vêtu,31
de,de,81
nankin,nankin,21
/.,/.,P
après,après,81
l',le,52
avoir,avoir,14
considéré,considérer,12
d',de,81
un,un,71
air,air,21
maussade,maussade,30
",",",",p
elle,il,51
dit,dire,19
:,:,p
-,-,p
“,“,p
non,non,60
!,!,p
pas,pas,60
de,de,81
confiance,confiance,22
",",",",p
mon,mon,73
bonhomme,bonhomme,21
!,!,p
“,“,p
et,et,82
tourna,tourner,19
les,le,71
talons,talon,21
/.,/.,P
il,il,51
recommença,recommencer,19
près,près,81
d',de,81
une,un,71
grosse,gros,30
brune,brune,22
",",",",p
qui,qui,52
était,être,18
folle,fou,30
sans,sans,81
doute,doute,21
",",",",p
car,car,82
elle,il,51
bondit,bondir,19
dès,dès,81
le,le,71
premier,premier,72
mot,mot,21
",",",",p
en,en,81
le,le,52
menaçant,menacer,13
",",",",p
s',si,83
il,il,51
continuait,continuer,18
",",",",p
d',de,81
appeler,appeler,14
les,le,71
sergents,sergent,21
de,de,81
ville,ville,22
/.,/.,P
Deslauriers,Deslauriers,20
s',se,51
efforça,efforcer,19
de,de,81
rire,rire,14
;,;,p
puis,puis,60
",",",",p
découvrant,découvrir,13
une,un,71
petite,petit,30
femme,femme,22
assise,assis,31
à,à,81
l',le,71
écart,écart,21
sous,sous,81
un,un,71
réverbère,réverbère,21
",",",",p
il,il,51
lui,lui,51
proposa,proposer,19
une,un,71
contredanse,contredanse,22
/.,/.,P
les,le,71
musiciens,musicien,21
",",",",p
juchés,juché,31
sur,sur,81
l',le,71
estrade,estrade,22
",",",",p
dans,dans,81
des,de,81
des,le,71
postures,posture,22
de,de,81
singe,singe,21
",",",",p
raclaient,racler,18
et,et,82
soufflaient,souffler,18
",",",",p
impétueusement,impétueusement,60
/.,/.,P
le,le,71
chef,chef,21
d',de,81
orchestre,orchestre,21
",",",",p
debout,debout,60
",",",",p
battait,battre,18
la,le,71
mesure,mesure,22
d',de,81
une,un,71
façon,façon,22
automatique,automatique,30
/.,/.,P
on,on,51
était,être,18
tassé,tasser,12
",",",",p
on,on,51
s',se,51
amusait,amuser,18
;,;,p
les,le,71
brides,bride,22
dénouées,dénoué,31
des,de,81
des,le,71
chapeaux,chapeau,21
effleuraient,effleurer,18
les,le,71
cravates,cravate,22
",",",",p
les,le,71
bottes,botte,22
s',se,51
enfonçaient,enfoncer,18
sous,sous,81
les,le,71
jupons,jupon,21
;,;,p
tout,tout,75
cela,cela,52
sautait,sauter,18
en,en,81
cadence,cadence,22
;,;,p
Deslauriers,Deslauriers,20
pressait,presser,18
contre,contre,81
lui,lui,51
la,le,71
petite,petit,30
femme,femme,22
",",",",p
et,et,82
",",",",p
gagné,gagné,31
par,par,81
le,le,71
délire,délire,21
du,de,81
du,le,71
cancan,cancan,21
",",",",p
se,se,51
démenait,démener,18
au,à,81
au,le,71
milieu,milieu,21
des,de,81
des,le,71
quadrilles,quadrille,21
comme,comme,83
une,un,71
grande,grand,30
marionnette,marionnette,22
/.,/.,P
Cisy,Cisy,20
et,et,82
Dussardier,Dussardier,20
continuaient,continuer,18
leur,leur,73
promenade,promenade,22
;,;,p
le,le,71
jeune,jeune,30
aristocrate,aristocrate,21
lorgnait,lorgner,18
les,le,71
filles,fille,22
",",",",p
et,et,82
",",",",p
malgré,malgré,81
les,le,71
exhortations,exhortation,22
du,de,81
du,le,71
commis,commis,21
",",",",p
n',ne,60
osait,oser,18
leur,leur,52
parler,parler,14
",",",",p
s',se,51
imaginant,imaginer,13
qu',que,83
il,il,51
y,y,52
avait,avoir,18
toujours,toujours,60
chez,chez,81
ces,ce,74
femmes,femme,22
là,là,60
“,“,p
un,un,71
homme,homme,21
caché,caché,31
dans,dans,81
l',le,71
armoire,armoire,22
avec,avec,81
un,un,71
pistolet,pistolet,21
",",",",p
et,et,82
qui,qui,52
en,en,52
sort,sortir,17
pour,pour,81
vous,vous,51
faire,faire,14
souscrire,souscrire,14
des,de,81
des,le,71
lettres,lettre,22
de,de,81
change,change,21
“,“,p
/.,/.,P
ils,ils,51
revinrent,revenir,19
près,près,81
de,de,81
Frédéric,Frédéric,20
/.,/.,P
Deslauriers,Deslauriers,20
ne,ne,60
dansait,danser,18
plus,plus,60
;,;,p
et,et,82
tous,tout,52
se,se,51
demandaient,demander,18
comment,comment,60
finir,finir,14
la,le,71
soirée,soirée,22
",",",",p
quand,quand,83
Hussonnet,Hussonnet,20
s',se,51
écria,écrier,19
:,:,p
-,-,p
“,“,p
tiens,tenir,17
!,!,p
la,le,71
marquise,marquise,22
d',de,81
Amaëgui,Amaëgui,20
!,!,p
“,“,p
c',ce,52
était,être,18
une,un,71
femme,femme,22
pâle,pâle,30
",",",",p
à,à,81
nez,nez,21
retroussé,retroussé,31
",",",",p
avec,avec,81
des,de,81
des,le,71
mitaines,mitaine,22
jusqu',jusque,81
aux,à,81
aux,le,71
coudes,coude,21
et,et,82
de,de,81
grandes,grand,30
boucles,boucle,22
noires,noir,30
qui,qui,52
pendaient,pendre,18
le,le,71
long,long,21
de,de,81
ses,son,73
joues,joue,22
",",",",p
comme,comme,83
deux,deux,72
oreilles,oreille,22
de,de,81
chien,chien,21
/.,/.,P
Hussonnet,Hussonnet,20
lui,lui,51
dit,dire,19
:,:,p
-,-,p
“,“,p
nous,nous,51
devrions,devoir,16
organiser,organiser,14
une,un,71
petite,petit,30
fête,fête,22
chez,chez,81
toi,toi,51
",",",",p
un,un,71
raout,raout,21
oriental,oriental,30
/?,/?,P
tâche,tâcher,17
d',de,81
herboriser,herboriser,14
quelques-unes,quelqu'un,52
de,de,81
tes,ton,73
amies,amie,22
pour,pour,81
ces,ce,74
chevaliers,chevalier,21
français,français,30
/!,/!,P
eh,eh,93
bien,bien,60
",",",",p
qu',que,52
est,être,17
ce,ce,52
qui,qui,52
te,tu,51
gêne,gêner,17
/?,/?,P
attendrais,attendre,16
tu,tu,51
ton,ton,73
hidalgo,hidalgo,21
?,?,p
“,“,p
l',le,71
Andalouse,Andalous,20
baissait,baisser,18
la,le,71
tête,tête,22
;,;,p
sachant,savoir,13
les,le,71
habitudes,habitude,22
peu,peu,60
luxueuses,luxueux,30
de,de,81
son,son,73
ami,ami,21
",",",",p
elle,il,51
avait,avoir,18
peur,peur,22
d',de,81
en,en,52
être,être,14
pour,pour,81
ses,son,73
rafraîchissements,rafraîchissement,21
/.,/.,P
enfin,enfin,60
",",",",p
au,à,81
au,le,71
mot,mot,21
d',de,81
argent,argent,21
lâché,lâché,31
par,par,81
elle,il,51
",",",",p
Cisy,Cisy,20
proposa,proposer,19
cinq,cinq,72
napoléons,napoléon,21
",",",",p
toute,tout,75
sa,son,73
bourse,bourse,22
;,;,p
la,le,71
chose,chose,22
fut,être,19
décidée,décider,12
/.,/.,P
mais,mais,82
Frédéric,Frédéric,20
n',ne,60
était,être,18
plus,plus,60
là,là,60
/.,/.,P
il,il,51
avait,avoir,18
cru,croire,12
reconnaître,reconnaître,14
la,le,71
voix,voix,22
d',de,81
Arnoux,Arnoux,20
",",",",p
avait,avoir,18
aperçu,apercevoir,12
un,un,71
chapeau,chapeau,21
de,de,81
femme,femme,22
",",",",p
et,et,82
il,il,51
s',se,51
était,être,18
enfoncé,enfoncer,12
bien,bien,60
vite,vite,60
dans,dans,81
le,le,71
bosquet,bosquet,21
à,à,81
côté,côté,21
/.,/.,P
mademoiselle,mademoiselle,22
Vatnaz,Vatnaz,20
se,se,51
trouvait,trouver,18
seule,seul,30
avec,avec,81
Arnoux,Arnoux,20
/.,/.,P
-,-,p
“,“,p
excusez,excuser,17
moi,moi,51
!,!,p
je,je,51
vous,vous,51
dérange,déranger,17
?,?,p
“,“,p
-,-,p
“,“,p
pas,pas,60
le,le,71
moins,moins,60
du,de,81
du,le,71
monde,monde,21
!,!,p
“,“,p
reprit,reprendre,19
le,le,71
marchand,marchand,21
/.,/.,P
Frédéric,Frédéric,20
",",",",p
aux,à,81
aux,le,71
derniers,dernier,30
mots,mot,21
de,de,81
leur,leur,73
conversation,conversation,22
",",",",p
comprit,comprendre,19
qu',que,83
il,il,51
était,être,18
accouru,accourir,12
à,à,81
l',le,71
Alhambra,Alhambra,20
pour,pour,81
entretenir,entretenir,14
mademoiselle,mademoiselle,22
Vatnaz,Vatnaz,20
d',de,81
une,un,71
affaire,affaire,22
urgente,urgent,30
;,;,p
et,et,82
sans,sans,81
doute,doute,21
Arnoux,Arnoux,20
n',ne,60
était,être,18
pas,pas,60
complètement,complètement,60
rassuré,rassurer,12
",",",",p
car,car,82
il,il,51
lui,lui,51
dit,dire,19
d',de,81
un,un,71
air,air,21
inquiet,inquiet,30
:,:,p
-,-,p
“,“,p
vous,vous,51
êtes,être,17
bien,bien,60
sûre,sûr,30
?,?,p
“,“,p
-,-,p
“,“,p
très,très,60
sûre,sûr,30
!,!,p
on,on,51
vous,vous,51
aime,aimer,17
/!,/!,P
ah,ah,93
!,!,p
quel,quel,75
homme,homme,21
!,!,p
“,“,p
et,et,82
elle,il,51
lui,lui,51
faisait,faire,18
la,le,71
moue,moue,22
",",",",p
en,en,81
avançant,avancer,13
ses,son,73
grosses,gros,30
lèvres,lèvre,22
",",",",p
presque,presque,60
sanguinolentes,sanguinolent,30
à,à,81
force,force,22
d',de,81
être,être,14
rouges,rouge,30
/.,/.,P
mais,mais,82
elle,il,51
avait,avoir,18
d',de,81
admirables,admirable,30
yeux,oeil,21
",",",",p
fauves,fauve,30
avec,avec,81
des,de,81
des,le,71
points,point,21
d',de,81
or,or,21
dans,dans,81
les,le,71
prunelles,prunelle,22
",",",",p
tout,tout,60
pleins,plein,30
d',de,81
esprit,esprit,21
",",",",p
d',de,81
amour,amour,21
et,et,82
de,de,81
sensualité,sensualité,22
/.,/.,P
ils,ils,51
éclairaient,éclairer,18
",",",",p
comme,comme,83
des,de,81
des,le,71
lampes,lampe,22
",",",",p
le,le,71
teint,teint,21
un,un,71
peu,peu,60
jaune,jaune,30
de,de,81
sa,son,73
figure,figure,22
maigre,maigre,30
/.,/.,P
Arnoux,Arnoux,20
semblait,sembler,18
jouir,jouir,14
de,de,81
ses,son,73
rebuffades,rebuffade,22
/.,/.,P
il,il,51
se,se,51
pencha,pencher,19
de,de,81
son,son,73
côté,côté,21
en,en,81
lui,lui,51
disant,dire,13
:,:,p
-,-,p
“,“,p
vous,vous,51
êtes,être,17
gentille,gentil,30
",",",",p
embrassez,embrasser,17
moi,moi,51
!,!,p
“,“,p
elle,il,51
le,le,52
prit,prendre,19
par,par,81
les,le,71
deux,deux,72
oreilles,oreille,22
",",",",p
et,et,82
le,le,52
baisa,baiser,19
sur,sur,81
le,le,71
front,front,21
/.,/.,P
à,à,81
ce,ce,74
moment,moment,21
",",",",p
les,le,71
danses,danse,22
s',se,51
arrêtèrent,arrêter,19
;,;,p
et,et,82
",",",",p
à,à,81
la,le,71
place,place,22
du,de,81
du,le,71
chef,chef,21
d',de,81
orchestre,orchestre,21
",",",",p
parut,paraître,19
un,un,71
beau,beau,30
jeune,jeune,30
homme,homme,21
",",",",p
trop,trop,60
gras,gras,30
et,et,82
d',de,81
une,un,71
blancheur,blancheur,22
de,de,81
cire,cire,22
/.,/.,P
il,il,51
avait,avoir,18
de,de,81
longs,long,30
cheveux,cheveu,21
noirs,noir,30
disposés,disposé,31
à,à,81
la,le,71
manière,manière,22
du,de,81
du,le,71
Christ,Christ,20
",",",",p
un,un,71
gilet,gilet,21
de,de,81
velours,velours,21
azur,azur,21
à,à,81
grandes,grand,30
palmes,palme,22
d',de,81
or,or,21
",",",",p
l',le,71
air,air,21
orgueilleux,orgueilleux,30
comme,comme,83
un,un,71
paon,paon,21
",",",",p
bête,bête,30
comme,comme,83
un,un,71
dindon,dindon,21
;,;,p
et,et,82
quand,quand,83
il,il,51
eut,avoir,19
salué,saluer,12
le,le,71
public,public,21
",",",",p
il,il,51
entama,entamer,19
une,un,71
chansonnette,chansonnette,22
/.,/.,P
c',ce,52
était,être,18
un,un,71
villageois,villageois,21
narrant,narrer,13
lui-même,lui-même,51
son,son,73
voyage,voyage,21
dans,dans,81
la,le,71
capitale,capitale,22
;,;,p
l',le,71
artiste,artiste,21
parlait,parler,18
bas-normand,bas-normand,21
",",",",p
faisait,faire,18
l',le,71
homme,homme,21
soûl,soûl,30
;,;,p
le,le,71
refrain,refrain,21
:,:,p
ah,ah,93
!,!,p
j',je,51
ai,avoir,17
t',tu,51
y,y,52
ri,rire,12
",",",",p
j',je,51
ai,avoir,17
t',tu,51
y,y,52
ri,rire,12
",",",",p
dans,dans,81
ce,ce,74
gueusard,gueusard,21
de,de,81
Paris,Paris,20
/!,/!,P
soulevait,soulever,18
des,de,81
des,le,71
trépignements,trépignement,21
d',de,81
enthousiasme,enthousiasme,21
/.,/.,P
Delmas,Delmas,20
",",",",p
“,“,p
chanteur,chanteur,21
expressif,expressif,30
“,“,p
",",",",p
était,être,18
trop,trop,60
malin,malin,30
pour,pour,81
le,le,52
laisser,laisser,14
refroidir,refroidir,14
/.,/.,P
on,on,51
lui,lui,51
passa,passer,19
vivement,vivement,60
une,un,71
guitare,guitare,22
",",",",p
et,et,82
il,il,51
gémit,gémir,19
une,un,71
romance,romance,22
intitulée,intitulé,31
le,le,71
Frère,Frère,20
de,de,81
l',le,71
Albanaise,Albanais,20
/.,/.,P
les,le,71
paroles,parole,22
rappelèrent,rappeler,19
à,à,81
Frédéric,Frédéric,20
celles,celui,52
que,que,52
chantait,chanter,18
l',le,71
homme,homme,21
en,en,81
haillons,haillon,21
",",",",p
entre,entre,81
les,le,71
tambours,tambour,21
du,de,81
du,le,71
bateau,bateau,21
/.,/.,P
ses,son,73
yeux,oeil,21
s',se,51
attachaient,attacher,18
involontairement,involontairement,60
sur,sur,81
le,le,71
bas,bas,21
de,de,81
la,le,71
robe,robe,22
étalée,étalé,31
devant,devant,81
lui,lui,51
/.,/.,P
après,après,81
chaque,chaque,75
couplet,couplet,21
",",",",p
il,il,51
y,y,52
avait,avoir,18
une,un,71
longue,long,30
pause,pause,22
",",",",p
-,-,p
et,et,82
le,le,71
souffle,souffle,21
du,de,81
du,le,71
vent,vent,21
dans,dans,81
les,le,71
arbres,arbre,21
ressemblait,ressembler,18
au,à,81
au,le,71
bruit,bruit,21
des,de,81
des,le,71
ondes,onde,22
/.,/.,P
mademoiselle,mademoiselle,22
Vatnaz,Vatnaz,20
",",",",p
en,en,81
écartant,écarter,13
d',de,81
une,un,71
main,main,22
les,le,71
branches,branche,22
d',de,81
un,un,71
troène,troène,21
qui,qui,52
lui,lui,51
masquait,masquer,18
la,le,71
vue,vue,22
de,de,81
l',le,71
estrade,estrade,22
",",",",p
contemplait,contempler,18
le,le,71
chanteur,chanteur,21
",",",",p
fixement,fixement,60
",",",",p
les,le,71
narines,narine,22
ouvertes,ouvert,31
",",",",p
les,le,71
cils,cil,21
rapprochés,rapproché,31
",",",",p
et,et,82
comme,comme,83
perdue,perdu,31
dans,dans,81
une,un,71
joie,joie,22
sérieuse,sérieux,30
/.,/.,P
-,-,p
“,“,p
très,très,60
bien,bien,60
!,!,p
“,“,p
dit,dire,19
Arnoux,Arnoux,20
/.,/.,P
“,“,p
je,je,51
comprends,comprendre,17
pourquoi,pourquoi,60
vous,vous,51
êtes,être,17
ce,ce,74
soir,soir,21
à,à,81
l',le,71
Alhambra,Alhambra,20
/!,/!,P
Delmas,Delmas,20
vous,vous,51
plaît,plaire,17
",",",",p
ma,mon,73
chère,cher,30
/.,/.,P
“,“,p
elle,il,51
ne,ne,60
voulut,vouloir,19
rien,rien,52
avouer,avouer,14
/.,/.,P
-,-,p
“,“,p
ah,ah,93
!,!,p
quelle,quel,75
pudeur,pudeur,22
!,!,p
“,“,p
et,et,82
",",",",p
montrant,montrer,13
Frédéric,Frédéric,20
:,:,p
-,-,p
“,“,p
est,être,17
ce,ce,52
à,à,81
cause,cause,22
de,de,81
lui,lui,51
/?,/?,P
vous,vous,51
auriez,avoir,16
tort,tort,21
/.,/.,P
pas,pas,60
de,de,81
garçon,garçon,21
plus,plus,60
discret,discret,30
!,!,p
“,“,p
les,le,71
autres,autre,52
",",",",p
qui,qui,52
cherchaient,chercher,18
leur,leur,73
ami,ami,21
",",",",p
entrèrent,entrer,19
dans,dans,81
la,le,71
salle,salle,22
de,de,81
verdure,verdure,22
/.,/.,P
Hussonnet,Hussonnet,20
les,le,52
présenta,présenter,19
/.,/.,P
Arnoux,Arnoux,20
fit,faire,19
une,un,71
distribution,distribution,22
de,de,81
cigares,cigare,21
et,et,82
régala,régaler,19
de,de,81
sorbets,sorbet,21
la,le,71
compagnie,compagnie,22
/.,/.,P
mademoiselle,mademoiselle,22
Vatnaz,Vatnaz,20
avait,avoir,18
rougi,rougir,12
en,en,81
apercevant,apercevoir,13
Dussardier,Dussardier,20
/.,/.,P
elle,il,51
se,se,51
leva,lever,19
bientôt,bientôt,60
",",",",p
et,et,82
",",",",p
lui,lui,51
tendant,tendre,13
la,le,71
main,main,22
:,:,p
-,-,p
“,“,p
vous,vous,51
ne,ne,60
me,je,51
remettez,remettre,17
pas,pas,60
",",",",p
monsieur,monsieur,21
Auguste,Auguste,20
?,?,p
“,“,p
-,-,p
“,“,p
comment,comment,60
la,le,52
connaissez,connaître,17
vous,vous,51
?,?,p
“,“,p
demanda,demander,19
Frédéric,Frédéric,20
/.,/.,P
-,-,p
“,“,p
nous,nous,51
avons,avoir,17
été,être,12
dans,dans,81
la,le,71
même,même,75
maison,maison,22
!,!,p
“,“,p
