11885
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quarantième extrait>,<>,<>
/.,/.,P
tout,tout,60
à,à,81
coup,coup,21
elle,il,51
s',se,51
arrêta,arrêter,19
",",",",p
et,et,82
faisant,faire,13
un,un,71
geste,geste,21
de,de,81
résolution,résolution,22
désespérée,désespéré,31
:,:,p
-,-,p
ah,ah,93
!,!,p
mon,mon,73
dieu,dieu,21
",",",",p
une,un,71
épingle,épingle,22
de,de,81
plus,plus,60
dans,dans,81
la,le,71
pelote,pelote,22
",",",",p
fit,faire,19
elle,il,51
/.,/.,P
-,-,p
allons,aller,17
/!,/!,P
et,et,82
elle,il,51
prit,prendre,19
le,le,71
bras,bras,21
de,de,81
Jupillon,Jupillon,20
/.,/.,P
-,-,p
oh,oh,93
!,!,p
je,je,51
sais,savoir,17
bien,bien,60
",",",",p
lui,lui,51
dit,dire,19
Jupillon,Jupillon,20
quand,quand,83
ils,ils,51
furent,être,19
près,près,81
de,de,81
la,le,71
crèmerie,crèmerie,92
",",",",p
ma,mon,73
mère,mère,22
n',ne,60
a,avoir,17
pas,pas,60
été,être,12
juste,juste,30
pour,pour,81
toi,toi,51
/.,/.,P
vois,voir,17
tu,tu,51
",",",",p
elle,il,51
a,avoir,17
été,être,12
trop,trop,60
honnête,honnête,30
toute,tout,75
sa,son,73
vie,vie,22
",",",",p
cette,ce,74
femme,femme,22
/…,/…,P
elle,il,51
ne,ne,60
sait,savoir,17
pas,pas,60
",",",",p
elle,il,51
ne,ne,60
comprend,comprendre,17
pas,pas,60
/…,/…,P
et,et,82
puis,puis,60
",",",",p
tiens,tenir,17
",",",",p
je,je,51
vais,aller,17
te,tu,51
dire,dire,14
",",",",p
moi,moi,51
",",",",p
le,le,71
fond,fond,21
de,de,81
tout,tout,52
:,:,p
c',ce,52
est,être,17
qu',que,83
elle,il,51
m',je,51
aime,aimer,17
tant,tant,60
qu',que,83
elle,il,51
est,être,17
jalouse,jaloux,30
des,de,81
des,le,71
femmes,femme,22
qui,qui,52
m',je,51
aiment,aimer,17
/…,/…,P
entre,entre,81
donc,donc,82
",",",",p
va,aller,17
/!,/!,P
et,et,82
il,il,51
la,le,52
poussa,pousser,19
dans,dans,81
les,le,71
bras,bras,21
de,de,81
madame,madame,22
Jupillon,Jupillon,20
qui,qui,52
l',le,52
embrassa,embrasser,19
",",",",p
lui,lui,51
marmotta,marmotter,19
quelques,quelque,75
paroles,parole,22
de,de,81
regret,regret,21
",",",",p
et,et,82
se,se,51
dépêcha,dépêcher,19
de,de,81
pleurer,pleurer,14
pour,pour,81
se,se,51
tirer,tirer,14
d',de,81
embarras,embarras,21
et,et,82
faire,faire,14
la,le,71
scène,scène,22
plus,plus,60
attendrissante,attendrissant,30
/.,/.,P
tout,tout,75
ce,ce,74
soir,soir,21
là,là,60
",",",",p
Germinie,Germinie,20
resta,rester,19
les,le,71
yeux,oeil,21
fixés,fixé,31
sur,sur,81
Jupillon,Jupillon,20
",",",",p
l',le,71
effrayant,effrayant,30
presque,presque,60
avec,avec,81
son,son,73
regard,regard,21
/.,/.,P
-,-,p
allons,aller,17
",",",",p
lui,lui,51
dit,dire,19
il,il,51
en,en,81
la,le,52
reconduisant,reconduire,13
",",",",p
ne,ne,60
sois,être,17
donc,donc,82
pas,pas,60
bonnet,bonnet,21
de,de,81
nuit,nuit,22
comme,comme,83
ça,ça,52
/…,/…,P
il,il,51
faut,falloir,17
une,un,71
philosophie,philosophie,22
en,en,81
ce,ce,74
monde,monde,21
/…,/…,P
eh,eh,93
bien,bien,60
!,!,p
me,je,51
voilà,voilà,81
soldat,soldat,21
…,…,p
voilà,voilà,81
tout,tout,52
/!,/!,P
on,on,51
n',ne,60
en,en,52
revient,revenir,17
pas,pas,60
toujours,toujours,60
",",",",p
c',ce,52
est,être,17
vrai,vrai,30
/…,/…,P
mais,mais,82
enfin,enfin,60
/…,/…,P
tiens,tenir,17
!,!,p
je,je,51
veux,vouloir,17
que,que,83
nous,nous,51
nous,nous,51
amusions,amuser,17
",",",",p
les,le,71
quinze,quinze,72
jours,jour,21
qui,qui,52
me,je,51
restent,rester,17
…,…,p
parce que,parce que,83
c',ce,52
est,être,17
autant,autant,60
de,de,81
pris,pris,31
…,…,p
et,et,82
que,que,83
si,si,83
je,je,51
ne,ne,60
reviens,revenir,17
pas,pas,60
/…,/…,P
eh,eh,93
bien,bien,60
!,!,p
je,je,51
t',tu,51
aurai,avoir,15
au,à,81
au,le,71
moins,moins,60
laissé,laisser,12
sur,sur,81
un,un,71
bon,bon,30
souvenir,souvenir,21
de,de,81
moi,moi,51
/…,/…,P
Germinie,Germinie,20
ne,ne,60
répondit,répondre,19
rien,rien,52
/.,/.,P
<XXXI.>,<>,<>
de,de,81
huit,huit,72
jours,jour,21
",",",",p
Germinie,Germinie,20
ne,ne,60
remit,remettre,19
pas,pas,60
les,le,71
pieds,pied,21
dans,dans,81
la,le,71
boutique,boutique,22
/.,/.,P
les,le,71
Jupillon,Jupillon,20
",",",",p
ne,ne,60
la,le,52
voyant,voir,13
pas,pas,60
revenir,revenir,14
",",",",p
commençaient,commencer,18
à,à,81
désespérer,désespérer,14
/.,/.,P
enfin,enfin,60
",",",",p
un,un,71
soir,soir,21
",",",",p
sur,sur,81
les,le,71
dix,dix,72
heures,heure,22
et,et,82
demie,demi,30
",",",",p
elle,il,51
poussa,pousser,19
la,le,71
porte,porte,22
",",",",p
entra,entrer,19
sans,sans,81
dire,dire,14
bonjour,bonjour,21
ni,ni,82
bonsoir,bonsoir,21
",",",",p
alla,aller,19
à,à,81
la,le,71
petite,petit,30
table,table,22
où,où,60
étaient,être,18
assis,asseoir,12
la,le,71
mère,mère,22
et,et,82
le,le,71
fils,fils,21
à,à,81
demi,demi,30
sommeillants,sommeillant,30
",",",",p
posa,poser,19
sous,sous,81
sa,son,73
main,main,22
",",",",p
fermée,fermé,31
avec,avec,81
un,un,71
serrement,serrement,21
de,de,81
griffe,griffe,22
",",",",p
un,un,71
vieux,vieux,30
morceau,morceau,21
de,de,81
toile,toile,22
qui,qui,52
sonna,sonner,19
/.,/.,P
-,-,p
voilà,voilà,81
!,!,p
fit,faire,19
elle,il,51
/.,/.,P
et,et,82
lâchant,lâcher,13
les,le,71
coins,coin,21
du,de,81
du,le,71
morceau,morceau,21
de,de,81
toile,toile,22
",",",",p
elle,il,51
répandit,répandre,19
ce,ce,52
qui,qui,52
était,être,18
dedans,dedans,60
:,:,p
il,il,51
coula,couler,19
sur,sur,81
la,le,71
table,table,22
de,de,81
gras,gras,30
billets,billet,21
de,de,81
banque,banque,22
recollés,recollé,31
par derrière,par-derrière,60
",",",",p
rattachés,rattaché,31
avec,avec,81
des,de,81
des,le,71
épingles,épingle,22
",",",",p
de,de,81
vieux,vieux,30
louis,louis,21
à,à,81
l',le,71
or,or,21
verdi,verdi,31
",",",",p
des,de,81
des,le,71
pièces,pièce,22
de,de,81
cent,cent,72
sous,sou,21
toutes,tout,60
noires,noir,30
",",",",p
des,de,81
des,le,71
pièces,pièce,22
de,de,81
quarante,quarante,72
sous,sou,21
",",",",p
des,de,81
des,le,71
pièces,pièce,22
de,de,81
dix,dix,72
sous,sou,21
",",",",p
de,de,81
l',le,71
argent,argent,21
de,de,81
pauvre,pauvre,21
",",",",p
de,de,81
l',le,71
argent,argent,21
de,de,81
travail,travail,21
",",",",p
de,de,81
l',le,71
argent,argent,21
de,de,81
tirelire,tirelire,22
",",",",p
de,de,81
l',le,71
argent,argent,21
sali,sali,31
par,par,81
des,de,81
des,le,71
mains,main,22
sales,sale,30
",",",",p
fatigué,fatiguer,12
dans,dans,81
le,le,71
porte-monnaie,porte-monnaie,21
de,de,81
cuir,cuir,21
",",",",p
usé,usé,31
dans,dans,81
le,le,71
comptoir,comptoir,21
plein,plein,30
de,de,81
sous,sou,21
",",",",p
-,-,p
de,de,81
l',le,71
argent,argent,21
sentant,sentir,13
la,le,71
sueur,sueur,22
/.,/.,P
un,un,71
moment,moment,21
",",",",p
elle,il,51
regarda,regarder,19
tout,tout,52
ce,ce,52
qui,qui,52
était,être,18
étalé,étaler,12
comme,comme,83
pour,pour,81
se,se,51
convaincre,convaincre,14
les,le,71
yeux,oeil,21
;,;,p
puis,puis,60
avec,avec,81
une,un,71
voix,voix,22
triste,triste,30
et,et,82
douce,doux,30
",",",",p
la,le,71
voix,voix,22
de,de,81
son,son,73
sacrifice,sacrifice,21
",",",",p
elle,il,51
dit,dire,17
simplement,simplement,60
à,à,81
madame,madame,22
Jupillon,Jupillon,20
:,:,p
-,-,p
ça,ça,52
y,y,52
est,être,17
/…,/…,P
c',ce,52
est,être,17
les,le,71
deux,deux,72
mille,mille,72
trois,trois,72
cents,cent,72
francs,franc,21
…,…,p
pour,pour,81
qu',que,83
il,il,51
se,se,51
rachète,racheter,17
/…,/…,P
-,-,p
ah,ah,93
!,!,p
ma,mon,73
bonne,bon,30
Germinie,Germinie,20
!,!,p
fit,faire,19
la,le,71
grosse,gros,30
femme,femme,22
en,en,81
suffoquant,suffoquer,13
sous,sous,81
une,un,71
première,premier,72
émotion,émotion,22
;,;,p
et,et,82
elle,il,51
se,se,51
jeta,jeter,19
au,à,81
au,le,71
cou,cou,21
de,de,81
Germinie,Germinie,20
qui,qui,52
se,se,51
laissa,laisser,19
embrasser,embrasser,14
/.,/.,P
oh,oh,93
!,!,p
vous,vous,51
allez,aller,17
prendre,prendre,14
quelque,quelque,75
chose,chose,22
avec,avec,81
nous,nous,51
",",",",p
une,un,71
tasse,tasse,22
de,de,81
café,café,21
/…,/…,P
-,-,p
non,non,60
",",",",p
merci,merci,21
",",",",p
dit,dire,17
Germinie,Germinie,20
",",",",p
je,je,51
suis,être,17
rompue,rompre,12
/…,/…,P
dame,damer,17
!,!,p
j',je,51
ai,avoir,17
eu,avoir,12
à,à,81
courir,courir,14
",",",",p
allez,aller,17
",",",",p
pour,pour,81
les,le,52
trouver,trouver,14
/…,/…,P
je,je,51
vais,aller,17
me,je,51
coucher,coucher,14
/…,/…,P
une,un,71
autre,autre,75
fois,fois,22
/…,/…,P
et,et,82
elle,il,51
sortit,sortir,19
/.,/.,P
elle,il,51
avait,avoir,18
eu,avoir,12
“,“,p
à,à,81
courir,courir,14
“,“,p
",",",",p
comme,comme,83
elle,il,51
disait,dire,18
",",",",p
pour,pour,81
rassembler,rassembler,14
une,un,71
pareille,pareil,30
somme,somme,22
",",",",p
réaliser,réaliser,14
cette,ce,74
chose,chose,22
impossible,impossible,30
:,:,p
trouver,trouver,14
deux,deux,72
mille,mille,72
trois,trois,72
cents,cent,72
francs,franc,21
",",",",p
deux,deux,72
mille,mille,72
trois,trois,72
cents,cent,72
francs,franc,21
dont,dont,52
elle,il,51
n',ne,60
avait,avoir,18
pas,pas,60
les,le,71
premiers,premier,72
cinq,cinq,72
francs,franc,21
/!,/!,P
elle,il,51
les,le,52
avait,avoir,18
quêtés,quêter,12
",",",",p
mendiés,mendier,12
",",",",p
arrachés,arracher,12
pièce,pièce,22
à,à,81
pièce,pièce,22
",",",",p
presque,presque,60
sou,sou,21
à,à,81
sou,sou,21
/.,/.,P
elle,il,51
les,le,52
avait,avoir,18
ramassés,ramasser,12
",",",",p
grattés,gratter,12
ici,ici,60
et,et,82
là,là,60
",",",",p
sur,sur,81
les,le,71
uns,un,52
",",",",p
sur,sur,81
les,le,71
autres,autre,52
",",",",p
par,par,81
emprunts,emprunt,21
de,de,81
deux,deux,72
cents,cent,72
",",",",p
de,de,81
cent,cent,72
francs,franc,21
",",",",p
de,de,81
cinquante,cinquante,72
francs,franc,21
",",",",p
de,de,81
vingt,vingt,72
francs,franc,21
",",",",p
de,de,81
ce,ce,52
qu',que,52
on,on,51
avait,avoir,18
voulu,vouloir,12
/.,/.,P
elle,il,51
avait,avoir,18
emprunté,emprunter,12
à,à,81
son,son,73
portier,portier,21
",",",",p
à,à,81
son,son,73
épicier,épicier,21
",",",",p
à,à,81
sa,son,73
fruitière,fruitière,22
",",",",p
à,à,81
sa,son,73
marchande,marchande,22
de,de,81
volaille,volaille,22
",",",",p
à,à,81
sa,son,73
blanchisseuse,blanchisseuse,22
;,;,p
elle,il,51
avait,avoir,18
emprunté,emprunter,12
aux,à,81
aux,le,71
fournisseurs,fournisseur,21
du,de,81
du,le,71
quartier,quartier,21
",",",",p
aux,à,81
aux,le,71
fournisseurs,fournisseur,21
des,de,81
des,le,71
quartiers,quartier,21
qu',que,52
elle,il,51
avait,avoir,18
d'abord,d'abord,60
habités,habiter,12
avec,avec,81
mademoiselle,mademoiselle,22
/.,/.,P
elle,il,51
avait,avoir,18
fait,faire,12
entrer,entrer,14
dans,dans,81
la,le,71
somme,somme,22
tous,tout,75
les,le,71
argents,argent,21
",",",",p
jusqu',jusque,81
à,à,81
la,le,71
misérable,misérable,30
monnaie,monnaie,22
de,de,81
son,son,73
porteur,porteur,21
d',de,81
eau,eau,22
/.,/.,P
elle,il,51
avait,avoir,18
quémandé,quémander,12
partout,partout,60
",",",",p
extorqué,extorquer,12
humblement,humblement,60
",",",",p
prié,prier,12
",",",",p
supplié,supplier,12
",",",",p
inventé,inventer,12
des,de,81
des,le,71
histoires,histoire,22
",",",",p
dévoré,dévorer,12
la,le,71
honte,honte,22
de,de,81
mentir,mentir,14
et,et,82
de,de,81
voir,voir,14
qu',que,83
on,on,51
ne,ne,60
la,le,52
croyait,croire,18
pas,pas,60
/.,/.,P
l',le,71
humiliation,humiliation,22
d',de,81
avouer,avouer,14
qu',que,83
elle,il,51
n',ne,60
avait,avoir,18
pas,pas,60
d',de,81
argent,argent,21
placé,placé,31
",",",",p
comme,comme,83
on,on,51
le,le,52
croyait,croire,18
et,et,82
comme,comme,83
par,par,81
orgueil,orgueil,21
elle,il,51
le,le,52
laissait,laisser,18
croire,croire,14
",",",",p
la,le,71
commisération,commisération,22
de,de,81
gens,gens,21
qu',que,83
elle,il,51
méprisait,mépriser,18
",",",",p
les,le,71
refus,refus,21
",",",",p
les,le,71
aumônes,aumône,22
",",",",p
elle,il,51
avait,avoir,18
tout,tout,52
subi,subir,12
",",",",p
essuyé,essuyer,12
ce,ce,52
qu',que,52
elle,il,51
n',ne,60
aurait,avoir,16
pas,pas,60
essuyé,essuyer,12
pour,pour,81
trouver,trouver,14
du,de,81
du,le,71
pain,pain,21
",",",",p
et,et,82
non,non,60
une,un,71
fois,fois,22
auprès,auprès,60
d',de,81
une,un,71
personne,personne,22
",",",",p
mais,mais,82
auprès,auprès,60
de,de,81
trente,trente,72
",",",",p
de,de,81
quarante,quarante,72
",",",",p
auprès,auprès,60
de,de,81
tous,tout,75
ceux,celui,52
qui,qui,52
lui,lui,51
avaient,avoir,18
donné,donner,12
ou,ou,82
dont,dont,52
elle,il,51
avait,avoir,18
espéré,espérer,12
quelque,quelque,75
chose,chose,22
/.,/.,P
enfin,enfin,60
cet,ce,74
argent,argent,21
",",",",p
elle,il,51
l',le,52
avait,avoir,18
réuni,réunir,12
;,;,p
mais,mais,82
il,il,51
était,être,18
son,son,73
maître,maître,21
et,et,82
la,le,52
possédait,posséder,18
pour,pour,81
toujours,toujours,60
/.,/.,P
elle,il,51
appartenait,appartenir,18
aux,à,81
aux,le,71
obligations,obligation,22
qu',que,52
elle,il,51
avait,avoir,18
aux,à,81
aux,le,71
gens,gens,21
",",",",p
au,à,81
au,le,71
service,service,21
que,que,52
lui,lui,51
avaient,avoir,18
rendu,rendre,12
ses,son,73
fournisseurs,fournisseur,21
en,en,81
sachant,savoir,13
bien,bien,60
ce,ce,52
qu',que,52
ils,ils,51
faisaient,faire,18
/.,/.,P
elle,il,51
appartenait,appartenir,18
à,à,81
sa,son,73
dette,dette,22
",",",",p
à,à,81
ce,ce,52
qu',que,52
elle,il,51
aurait,avoir,16
à,à,81
payer,payer,14
chaque,chaque,75
année,année,22
/.,/.,P
elle,il,51
le,le,52
savait,savoir,18
;,;,p
elle,il,51
savait,savoir,18
que,que,83
tous,tout,75
ses,son,73
gages,gage,21
y,y,52
passeraient,passer,16
",",",",p
qu',que,83
avec,avec,81
les,le,71
arrangements,arrangement,21
usuraires,usuraire,30
laissés,laissé,31
par,par,81
elle,il,51
au,à,81
au,le,71
gré,gré,21
de,de,81
ses,son,73
créanciers,créancier,21
",",",",p
les,le,71
reconnaissances,reconnaissance,22
exigées,exigé,31
par,par,81
eux,ils,51
",",",",p
les,le,71
trois,trois,72
cents,cent,72
francs,franc,21
de,de,81
mademoiselle,mademoiselle,22
ne,ne,60
feraient,faire,16
guère,guère,60
que,que,83
payer,payer,14
les,le,71
intérêts,intérêt,21
des,de,81
des,le,71
deux,deux,72
mille,mille,72
trois,trois,72
cents,cent,72
francs,franc,21
de,de,81
son,son,73
emprunt,emprunt,21
/.,/.,P
elle,il,51
savait,savoir,18
qu',que,83
elle,il,51
devrait,devoir,16
",",",",p
qu',que,83
elle,il,51
devrait,devoir,16
toujours,toujours,60
",",",",p
qu',que,83
elle,il,51
était,être,18
à,à,81
jamais,jamais,60
vouée,vouer,12
aux,à,81
aux,le,71
privations,privation,22
",",",",p
à,à,81
la,le,71
gêne,gêne,22
",",",",p
à,à,81
tous,tout,75
les,le,71
retranchements,retranchement,21
de,de,81
l',le,71
entretien,entretien,21
",",",",p
de,de,81
la,le,71
toilette,toilette,22
/.,/.,P
sur,sur,81
les,le,71
Jupillon,Jupillon,20
",",",",p
elle,il,51
n',ne,60
avait,avoir,18
pas,pas,60
beaucoup,beaucoup,60
plus,plus,60
d',de,81
illusions,illusion,22
que,que,83
sur,sur,81
son,son,73
avenir,avenir,21
/.,/.,P
son,son,73
argent,argent,21
avec,avec,81
eux,ils,51
était,être,18
perdu,perdre,12
",",",",p
elle,il,51
en,en,52
avait,avoir,18
le,le,71
pressentiment,pressentiment,21
/.,/.,P
elle,il,51
n',ne,60
avait,avoir,18
pas,pas,60
même,même,75
fait,faire,12
le,le,71
calcul,calcul,21
que,que,83
ce,ce,74
sacrifice,sacrifice,21
toucherait,toucher,16
le,le,71
jeune,jeune,30
homme,homme,21
/.,/.,P
elle,il,51
avait,avoir,18
agi,agir,12
d',de,81
un,un,71
premier,premier,72
mouvement,mouvement,21
/.,/.,P
on,on,51
lui,lui,51
aurait,avoir,16
dit,dire,12
de,de,81
mourir,mourir,14
pour,pour,81
qu',que,83
il,il,51
ne,ne,60
partît,partir,18
pas,pas,60
",",",",p
qu',que,83
elle,il,51
fût,être,19
morte,mourir,12
/.,/.,P
l',le,71
idée,idée,22
de,de,81
le,le,52
voir,voir,14
militaire,militaire,30
",",",",p
cette,ce,74
idée,idée,22
du,de,81
du,le,71
champ,champ,21
de,de,81
bataille,bataille,22
",",",",p
du,de,81
du,le,71
canon,canon,21
",",",",p
des,de,81
des,le,71
blessés,blessé,21
",",",",p
devant,devant,81
laquelle,lequel,52
",",",",p
de,de,81
terreur,terreur,22
",",",",p
la,le,71
femme,femme,22
ferme,fermer,17
les,le,71
yeux,oeil,21
",",",",p
l',le,52
avait,avoir,18
décidée,décider,12
à,à,81
faire,faire,14
plus,plus,60
que,que,83
mourir,mourir,14
:,:,p
à,à,81
vendre,vendre,14
sa,son,73
vie,vie,22
pour,pour,81
cet,ce,74
homme,homme,21
",",",",p
à,à,81
signer,signer,14
pour,pour,81
lui,lui,51
sa,son,73
misère,misère,22
éternelle,éternel,30
/!,/!,P
<XXXII.>,<>,<>
c',ce,52
est,être,17
un,un,71
effet,effet,21
ordinaire,ordinaire,30
des,de,81
des,le,71
désordres,désordre,21
nerveux,nerveux,30
de,de,81
l',le,71
organisme,organisme,21
de,de,81
dérégler,dérégler,14
les,le,71
joies,joie,22
et,et,82
les,le,71
peines,peine,22
humaines,humain,30
",",",",p
de,de,81
leur,leur,52
ôter,ôter,14
la,le,71
proportion,proportion,22
et,et,82
l',le,71
équilibre,équilibre,21
",",",",p
et,et,82
de,de,81
les,le,52
pousser,pousser,14
à,à,81
l',le,71
extrémité,extrémité,22
de,de,81
leur,leur,73
excès,excès,21
/.,/.,P
il,il,51
semble,sembler,17
que,que,83
",",",",p
sous,sous,81
l',le,71
influence,influence,22
de,de,81
cette,ce,74
maladie,maladie,22
d',de,81
impressionnabilité,impressionnabilité,22
",",",",p
les,le,71
sensations,sensation,22
aiguisées,aiguisé,31
",",",",p
raffinées,raffiné,31
",",",",p
spiritualisées,spiritualisé,31
",",",",p
dépassent,dépasser,17
leur,leur,73
mesure,mesure,22
et,et,82
leur,leur,73
limite,limite,22
naturelles,naturel,30
",",",",p
atteignent,atteindre,17
au delà,au-delà,60
d',de,81
elles-mêmes,eux-mêmes,51
",",",",p
et,et,82
mettent,mettre,17
une,un,71
sorte,sorte,22
d',de,81
infini,infini,21
dans,dans,81
la,le,71
jouissance,jouissance,22
et,et,82
la,le,71
souffrance,souffrance,22
de,de,81
la,le,71
créature,créature,22
/.,/.,P
maintenant,maintenant,60
les,le,71
rares,rare,30
joies,joie,22
qu',que,52
avait,avoir,18
encore,encore,60
Germinie,Germinie,20
étaient,être,18
des,de,81
des,le,71
joies,joie,22
folles,fou,30
",",",",p
des,de,81
des,le,71
joies,joie,22
dont,dont,52
elle,il,51
sortait,sortir,18
ivre,ivre,30
et,et,82
avec,avec,81
les,le,71
caractères,caractère,21
physiques,physique,30
de,de,81
l',le,71
ivresse,ivresse,22
/.,/.,P
-,-,p
mais,mais,82
",",",",p
ma,mon,73
fille,fille,22
",",",",p
ne,ne,60
pouvait,pouvoir,18
s',se,51
empêcher,empêcher,14
de,de,81
lui,lui,51
dire,dire,14
mademoiselle,mademoiselle,22
",",",",p
on,on,51
croirait,croire,16
que,que,83
tu,tu,51
es,être,17
grise,gris,30
/.,/.,P
-,-,p
pour,pour,81
une,un,71
fois,fois,22
qu',que,83
on,on,51
s',se,51
amuse,amuser,17
",",",",p
répondait,répondre,18
Germinie,Germinie,20
",",",",p
mademoiselle,mademoiselle,22
vous,vous,51
le,le,52
fait,faire,17
bien,bien,60
payer,payer,14
/.,/.,P
et,et,82
quand,quand,83
elle,il,51
retombait,retomber,18
dans,dans,81
ses,son,73
peines,peine,22
",",",",p
dans,dans,81
ses,son,73
chagrins,chagrin,21
",",",",p
dans,dans,81
ses,son,73
inquiétudes,inquiétude,22
",",",",p
c',ce,52
était,être,18
une,un,71
désolation,désolation,22
plus,plus,60
intense,intense,30
encore,encore,60
",",",",p
plus,plus,60
furieuse,furieux,30
et,et,82
délirante,délirant,30
que,que,83
sa,son,73
gaieté,gaieté,22
/.,/.,P
le,le,71
moment,moment,21
était,être,18
arrivé,arriver,12
où,où,60
la,le,71
terrible,terrible,30
vérité,vérité,22
",",",",p
entrevue,entrevu,31
",",",",p
puis,puis,60
voilée,voilé,31
par,par,81
des,de,81
des,le,71
illusions,illusion,22
dernières,dernier,30
",",",",p
finissait,finir,18
par,par,81
apparaître,apparaître,14
à,à,81
Germinie,Germinie,20
/.,/.,P
elle,il,51
voyait,voir,18
qu',que,83
elle,il,51
n',ne,60
avait,avoir,18
pu,pouvoir,12
attacher,attacher,14
Jupillon,Jupillon,20
par,par,81
le,le,71
dévouement,dévouement,21
de,de,81
son,son,73
amour,amour,21
",",",",p
le,le,71
dépouillement,dépouillement,21
de,de,81
tout,tout,52
ce,ce,52
qu',que,52
elle,il,51
avait,avoir,18
",",",",p
tous,tout,75
ces,ce,74
sacrifices,sacrifice,21
d',de,81
argent,argent,21
qui,qui,52
engageaient,engager,18
sa,son,73
vie,vie,22
dans,dans,81
l',le,71
embarras,embarras,21
et,et,82
les,le,71
transes,transe,22
d',de,81
une,un,71
dette,dette,22
impossible,impossible,30
à,à,81
payer,payer,14
/.,/.,P
elle,il,51
sentait,sentir,18
qu',que,83
il,il,51
lui,lui,51
apportait,apporter,18
à,à,81
regret,regret,21
son,son,73
amour,amour,21
",",",",p
un,un,71
amour,amour,21
où,où,60
il,il,51
mettait,mettre,18
l',le,71
humiliation,humiliation,22
d',de,81
une,un,71
charité,charité,22
/.,/.,P
quand,quand,83
elle,il,51
lui,lui,51
avait,avoir,18
annoncé,annoncer,12
qu',que,83
elle,il,51
était,être,18
une,un,71
seconde,second,72
fois,fois,22
grosse,gros,30
",",",",p
cet,ce,74
homme,homme,21
",",",",p
qu',que,52
elle,il,51
allait,aller,18
faire,faire,14
encore,encore,60
père,père,21
",",",",p
lui,lui,51
avait,avoir,18
dit,dire,12
:,:,p
eh,eh,93
bien,bien,60
!,!,p
c',ce,52
est,être,17
amusant,amusant,30
les,le,71
femmes,femme,22
comme,comme,83
toi,toi,51
!,!,p
toujours,toujours,60
pleine,plein,30
ou,ou,82
fraîche,frais,30
vide,vide,22
alors,alors,60
!,!,p
/…,/…,P
il,il,51
lui,lui,51
venait,venir,18
les,le,71
idées,idée,22
",",",",p
les,le,71
soupçons,soupçon,21
qui,qui,52
viennent,venir,17
au,à,81
au,le,71
véritable,véritable,30
amour,amour,21
quand,quand,83
on,on,51
le,le,52
trompe,tromper,17
",",",",p
les,le,71
pressentiments,pressentiment,21
de,de,81
coeur,coeur,21
qui,qui,52
disent,dire,17
aux,à,81
aux,le,71
femmes,femme,22
qu',que,83
elles,ils,51
ne,ne,60
sont,être,17
plus,plus,60
seules,seul,30
à,à,81
posséder,posséder,14
leur,leur,73
amant,amant,21
",",",",p
et,et,82
qu',que,52
il,il,51
y,y,52
en,en,52
a,avoir,17
une,un,71
autre,autre,52
parce qu',parce que,83
il,il,51
doit,devoir,17
y,y,52
en,en,52
avoir,avoir,14
une,un,71
autre,autre,52
/.,/.,P
elle,il,51
ne,ne,60
se,se,51
plaignait,plaindre,18
plus,plus,60
",",",",p
elle,il,51
ne,ne,60
pleurait,pleurer,18
plus,plus,60
",",",",p
elle,il,51
ne,ne,60
récriminait,récriminer,18
plus,plus,60
/.,/.,P
elle,il,51
renonçait,renoncer,18
à,à,81
une,un,71
lutte,lutte,22
avec,avec,81
cet,ce,74
homme,homme,21
armé,armé,31
de,de,81
froideur,froideur,22
",",",",p
qui,qui,52
savait,savoir,18
si,si,60
bien,bien,60
",",",",p
avec,avec,81
ses,son,73
ironies,ironie,22
glacées,glacé,31
de,de,81
voyou,voyou,21
",",",",p
outrager,outrager,14
sa,son,73
passion,passion,22
",",",",p
sa,son,73
déraison,déraison,22
",",",",p
ses,son,73
folies,folie,22
de,de,81
tendresse,tendresse,22
/.,/.,P
et,et,82
elle,il,51
se,se,51
mettait,mettre,18
à,à,81
attendre,attendre,14
dans,dans,81
une,un,71
angoisse,angoisse,22
résignée,résigné,31
",",",",p
quoi,quoi,52
/?,/?,P
elle,il,51
ne,ne,60
savait,savoir,18
:,:,p
peut-être,peut-être,60
qu',que,83
il,il,51
ne,ne,60
voulût,vouloir,18
plus,plus,60
d',de,81
elle,il,51
/!,/!,P
navrée,navré,31
et,et,82
silencieuse,silencieux,30
",",",",p
elle,il,51
épiait,épier,18
Jupillon,Jupillon,20
;,;,p
elle,il,51
le,le,52
guettait,guetter,18
",",",",p
elle,il,51
le,le,52
surveillait,surveiller,18
;,;,p
elle,il,51
essayait,essayer,18
de,de,81
le,le,52
faire,faire,14
parler,parler,14
",",",",p
en,en,81
jetant,jeter,13
des,de,81
des,le,71
mots,mot,21
dans,dans,81
ses,son,73
distractions,distraction,22
/.,/.,P
elle,il,51
tournait,tourner,18
autour,autour,60
de,de,81
lui,lui,51
",",",",p
ne,ne,60
voyait,voir,18
",",",",p
ne,ne,60
saisissait,saisir,18
",",",",p
ne,ne,60
surprenait,surprendre,18
rien,rien,52
",",",",p
et,et,82
cependant,cependant,82
elle,il,51
restait,rester,18
persuadée,persuadé,31
qu',que,83
il,il,51
y,y,52
avait,avoir,18
quelque,quelque,75
chose,chose,22
et,et,82
que,que,83
ce,ce,52
qu',que,52
elle,il,51
craignait,craindre,18
était,être,18
vrai,vrai,30
