11677
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Soixante-et-unième extrait>,<>,<>
atteignit,atteindre,19
la,le,71
rue,rue,22
Saint-Denis,Saint-Denis,20
",",",",p
se,se,51
souvint,souvenir,19
de,de,81
Molineux,Molineux,20
",",",",p
et,et,82
se,se,51
dirigea,diriger,19
vers,vers,81
la,le,71
cour,cour,22
Batave,Batave,20
/.,/.,P
il,il,51
monta,monter,19
l',le,71
escalier,escalier,21
sale,sale,30
et,et,82
tortueux,tortueux,30
que,que,52
naguère,naguère,60
il,il,51
avait,avoir,18
monté,monter,12
glorieux,glorieux,30
et,et,82
fier,fier,30
;,;,p
il,il,51
se,se,51
souvint,souvenir,19
de,de,81
la,le,71
mesquine,mesquin,30
âpreté,âpreté,22
de,de,81
Molineux,Molineux,20
",",",",p
et,et,82
frémit,frémir,19
d',de,81
avoir,avoir,14
à,à,81
l',le,52
implorer,implorer,14
/.,/.,P
comme,comme,83
lors,lors,60
de,de,81
la,le,71
première,premier,72
visite,visite,22
du,de,81
du,le,71
parfumeur,parfumeur,21
",",",",p
le,le,71
propriétaire,propriétaire,21
était,être,18
au,à,81
au,le,71
coin,coin,21
de,de,81
son,son,73
feu,feu,21
",",",",p
mais,mais,82
digérant,digérer,13
son,son,73
déjeuner,déjeuner,21
;,;,p
Birotteau,Birotteau,20
lui,lui,51
formula,formuler,19
sa,son,73
demande,demande,22
/.,/.,P
-,-,p
renouveler,renouveler,14
un,un,71
effet,effet,21
de,de,81
douze,douze,72
cents,cent,72
francs,franc,21
?,?,p
dit,dire,19
Molineux,Molineux,20
en,en,81
exprimant,exprimer,13
une,un,71
railleuse,railleur,30
incrédulité,incrédulité,22
/.,/.,P
vous,vous,51
n',ne,60
en,en,52
êtes,être,17
pas,pas,60
là,là,60
",",",",p
monsieur,monsieur,21
/.,/.,P
si,si,83
vous,vous,51
n',ne,60
avez,avoir,17
pas,pas,60
douze,douze,72
cents,cent,72
francs,franc,21
le,le,71
quinze,quinze,72
pour,pour,81
payer,payer,14
mon,mon,73
billet,billet,21
",",",",p
vous,vous,51
renverrez,renvoyer,15
donc,donc,82
ma,mon,73
quittance,quittance,22
de,de,81
loyer,loyer,21
impayée,impayé,30
/?,/?,P
ah,ah,93
!,!,p
j',je,51
en,en,52
serais,être,16
fâché,fâcher,12
",",",",p
je,je,51
n',ne,60
ai,avoir,17
pas,pas,60
la,le,71
moindre,moindre,30
politesse,politesse,22
en,en,81
fait,fait,21
d',de,81
argent,argent,21
",",",",p
mes,mon,73
loyers,loyer,21
sont,être,17
mes,mon,73
revenus,revenu,21
/.,/.,P
sans,sans,81
cela,cela,52
avec,avec,81
quoi,quoi,52
paierais,payer,16
je,je,51
ce,ce,52
que,que,52
je,je,51
dois,devoir,17
/?,/?,P
un,un,71
commerçant,commerçant,21
ne,ne,60
désapprouvera,désapprouver,15
pas,pas,60
ce,ce,74
principe,principe,21
salutaire,salutaire,30
/.,/.,P
l',le,71
argent,argent,21
ne,ne,60
connaît,connaître,17
personne,personne,52
;,;,p
il,il,51
n',ne,60
a,avoir,17
pas,pas,60
d',de,81
oreilles,oreille,22
",",",",p
l',le,71
argent,argent,21
;,;,p
il,il,51
n',ne,60
a,avoir,17
pas,pas,60
de,de,81
coeur,coeur,21
",",",",p
l',le,71
argent,argent,21
/.,/.,P
l',le,71
hiver,hiver,21
est,être,17
rude,rude,30
",",",",p
voilà,voilà,81
le,le,71
bois,bois,21
renchéri,renchéri,31
/.,/.,P
si,si,83
vous,vous,51
ne,ne,60
payez,payer,17
pas,pas,60
le,le,71
quinze,quinze,72
",",",",p
le,le,71
seize,seize,72
un,un,71
petit,petit,30
commandement,commandement,21
à,à,81
midi,midi,21
/.,/.,P
bah,bah,93
!,!,p
le,le,71
bonhomme,bonhomme,21
Mitral,Mitral,20
",",",",p
votre,votre,73
huissier,huissier,21
",",",",p
est,être,17
le,le,71
mien,mien,52
",",",",p
il,il,51
vous,vous,51
enverra,envoyer,15
son,son,73
commandement,commandement,21
sous,sous,81
enveloppe,enveloppe,22
avec,avec,81
tous,tout,75
les,le,71
égards,égard,21
dus,dû,31
à,à,81
votre,votre,73
haute,haut,30
position,position,22
/.,/.,P
-,-,p
monsieur,monsieur,21
",",",",p
je,je,51
n',ne,60
ai,avoir,17
jamais,jamais,60
reçu,recevoir,12
d',de,81
assignation,assignation,22
pour,pour,81
mon,mon,73
compte,compte,21
",",",",p
dit,dire,19
Birotteau,Birotteau,20
/.,/.,P
-,-,p
il,il,51
y,y,52
a,avoir,17
commencement,commencement,21
à,à,81
tout,tout,52
",",",",p
dit,dire,19
Molineux,Molineux,20
/.,/.,P
consterné,consterné,31
par,par,81
la,le,71
dureté,dureté,22
du,de,81
du,le,71
vieillard,vieillard,21
",",",",p
le,le,71
parfumeur,parfumeur,21
fut,être,19
abattu,abattre,12
",",",",p
car,car,82
il,il,51
entendit,entendre,19
le,le,71
glas,glas,21
de,de,81
la,le,71
faillite,faillite,22
tintant,tinter,13
à,à,81
ses,son,73
oreilles,oreille,22
/.,/.,P
chaque,chaque,75
tintement,tintement,21
réveillait,réveiller,18
le,le,71
souvenir,souvenir,21
des,de,81
des,le,71
dires,dire,21
que,que,52
sa,son,73
jurisprudence,jurisprudence,22
impitoyable,impitoyable,30
lui,lui,51
avait,avoir,18
suggérés,suggérer,12
sur,sur,81
les,le,71
faillis,failli,21
/.,/.,P
ses,son,73
opinions,opinion,22
se,se,51
dessinaient,dessiner,18
en,en,81
traits,trait,21
de,de,81
feu,feu,21
sur,sur,81
la,le,71
molle,mou,30
substance,substance,22
de,de,81
son,son,73
cerveau,cerveau,21
/.,/.,P
-,-,p
à,à,81
propos,propos,21
",",",",p
dit,dire,19
Molineux,Molineux,20
",",",",p
vous,vous,51
avez,avoir,17
oublié,oublier,12
de,de,81
mettre,mettre,14
sur,sur,81
vos,votre,73
effets,effet,21
valeur,valeur,22
reçue,reçu,31
en,en,81
loyers,loyer,21
",",",",p
ce,ce,52
qui,qui,52
peut,pouvoir,17
conserver,conserver,14
mon,mon,73
privilège,privilège,21
/.,/.,P
-,-,p
ma,mon,73
position,position,22
me,je,51
défend,défendre,17
de,de,81
rien,rien,52
faire,faire,14
au,à,81
au,le,71
détriment,détriment,21
de,de,81
mes,mon,73
créanciers,créancier,21
",",",",p
dit,dire,19
le,le,71
parfumeur,parfumeur,21
hébété,hébété,30
par,par,81
la,le,71
vue,vue,22
du,de,81
du,le,71
précipice,précipice,21
entr'ouvert,entr'ouvert,31
/.,/.,P
-,-,p
bon,bon,21
",",",",p
monsieur,monsieur,21
",",",",p
très,très,60
bien,bien,60
",",",",p
je,je,51
croyais,croire,18
avoir,avoir,14
tout,tout,52
appris,apprendre,12
en,en,81
matière,matière,22
de,de,81
location,location,22
avec,avec,81
messieurs,monsieur,21
les,le,71
locataires,locataire,21
/.,/.,P
j',je,51
apprends,apprendre,17
par,par,81
vous,vous,51
à,à,81
ne,ne,60
jamais,jamais,60
recevoir,recevoir,14
d',de,81
effets,effet,21
en,en,81
paiement,paiement,21
/.,/.,P
ah,ah,93
!,!,p
je,je,51
plaiderai,plaider,15
",",",",p
car,car,82
votre,votre,73
réponse,réponse,22
dit,dire,17
assez,assez,60
que,que,83
vous,vous,51
manquerez,manquer,15
à,à,81
votre,votre,73
signature,signature,22
/.,/.,P
l',le,71
espèce,espèce,22
intéresse,intéresser,17
tous,tout,75
les,le,71
propriétaires,propriétaire,21
de,de,81
Paris,Paris,20
/.,/.,P
Birotteau,Birotteau,20
sortit,sortir,19
dégoûté,dégoûté,31
de,de,81
la,le,71
vie,vie,22
/.,/.,P
il,il,51
est,être,17
dans,dans,81
la,le,71
nature,nature,22
de,de,81
ces,ce,74
âmes,âme,22
tendres,tendre,30
et,et,82
molles,mou,30
de,de,81
se,se,51
rebuter,rebuter,14
à,à,81
un,un,71
premier,premier,72
refus,refus,21
",",",",p
de,de,81
même,même,60
qu',que,83
un,un,71
premier,premier,72
succès,succès,21
les,le,52
encourage,encourager,17
/.,/.,P
César,César,20
n',ne,60
espéra,espérer,19
plus,plus,60
que,que,83
dans,dans,81
le,le,71
dévouement,dévouement,21
du,de,81
du,le,71
petit,petit,30
Popinot,Popinot,20
",",",",p
auquel,à,81
auquel,lequel,52
il,il,51
pensa,penser,19
naturellement,naturellement,60
en,en,81
se,se,51
trouvant,trouver,13
au,à,81
au,le,71
marché,marché,21
des,de,81
des,le,71
innocents,innocent,21
/.,/.,P
-,-,p
le,le,71
pauvre,pauvre,30
enfant,enfant,21
",",",",p
qui,qui,52
m',je,51
eût,avoir,19
dit,dire,12
cela,cela,52
",",",",p
quand,quand,83
il,il,51
y,y,52
a,avoir,17
six,six,72
semaines,semaine,22
",",",",p
aux,à,81
aux,le,71
Tuileries,Tuileries,20
",",",",p
je,je,51
le,le,52
lançais,lancer,18
/?,/?,P
il,il,51
était,être,18
environ,environ,60
quatre,quatre,72
heures,heure,22
",",",",p
moment,moment,21
où,où,60
les,le,71
magistrats,magistrat,21
quittent,quitter,17
le,le,71
palais,palais,21
/.,/.,P
par,par,81
hasard,hasard,21
",",",",p
le,le,71
juge,juge,21
d',de,81
instruction,instruction,22
était,être,18
venu,venir,12
voir,voir,14
son,son,73
neveu,neveu,21
/.,/.,P
ce,ce,74
juge,juge,21
",",",",p
l',le,71
un,un,52
des,de,81
des,le,71
esprits,esprit,21
les,le,71
plus,plus,60
perspicaces,perspicace,30
en,en,81
fait,fait,21
de,de,81
morale,morale,22
",",",",p
avait,avoir,18
une,un,71
seconde,second,72
vue,vue,22
qui,qui,52
lui,lui,51
permettait,permettre,18
de,de,81
voir,voir,14
les,le,71
intentions,intention,22
secrètes,secret,30
",",",",p
de,de,81
reconnaître,reconnaître,14
le,le,71
sens,sens,21
des,de,81
des,le,71
actions,action,22
humaines,humain,30
les,le,71
plus,plus,60
indifférentes,indifférent,30
",",",",p
les,le,71
germes,germe,21
d',de,81
un,un,71
crime,crime,21
",",",",p
les,le,71
racines,racine,22
d',de,81
un,un,71
délit,délit,21
:,:,p
il,il,51
regarda,regarder,19
Birotteau,Birotteau,20
sans,sans,81
que,que,83
Birotteau,Birotteau,20
s',se,51
en,en,52
doutât,douter,18
/.,/.,P
le,le,71
parfumeur,parfumeur,21
",",",",p
contrarié,contrarié,31
de,de,81
trouver,trouver,14
l',le,71
oncle,oncle,21
auprès,auprès,60
du,de,81
du,le,71
neveu,neveu,21
",",",",p
lui,lui,51
parut,paraître,19
gêné,gêné,31
",",",",p
préoccupé,préoccupé,31
",",",",p
pensif,pensif,30
/.,/.,P
le,le,71
petit,petit,30
Popinot,Popinot,20
",",",",p
toujours,toujours,60
affairé,affairé,31
",",",",p
la,le,71
plume,plume,22
à,à,81
l',le,71
oreille,oreille,22
",",",",p
fut,être,19
comme,comme,83
toujours,toujours,60
à,à,81
plat,plat,30
ventre,ventre,21
devant,devant,81
le,le,71
père,père,21
de,de,81
sa,son,73
Césarine,Césarine,20
/.,/.,P
les,le,71
phrases,phrase,22
banales,banal,30
dites,dit,31
par,par,81
César,César,20
à,à,81
son,son,73
associé,associé,21
parurent,paraître,19
au,à,81
au,le,71
juge,juge,21
être,être,14
les,le,71
paravents,paravent,21
d',de,81
une,un,71
demande,demande,22
importante,important,30
/.,/.,P
au,à,81
au,le,71
lieu,lieu,21
de,de,81
partir,partir,14
",",",",p
le,le,71
rusé,rusé,31
magistrat,magistrat,21
resta,rester,19
chez,chez,81
son,son,73
neveu,neveu,21
malgré,malgré,81
son,son,73
neveu,neveu,21
",",",",p
car,car,82
il,il,51
avait,avoir,18
calculé,calculer,12
que,que,83
le,le,71
parfumeur,parfumeur,21
essaierait,essayer,16
de,de,81
se,se,51
débarrasser,débarrasser,14
de,de,81
lui,lui,51
en,en,81
se,se,51
retirant,retirer,13
lui-même,lui-même,51
/.,/.,P
quand,quand,83
Birotteau,Birotteau,20
partit,partir,19
",",",",p
le,le,71
juge,juge,21
s',se,51
en,en,52
alla,aller,19
",",",",p
mais,mais,82
il,il,51
remarqua,remarquer,19
Birotteau,Birotteau,20
flânant,flâner,13
dans,dans,81
la,le,71
partie,partie,22
de,de,81
la,le,71
rue,rue,22
des,de,81
des,le,71
cinq,cinq,72
diamants,diamant,21
qui,qui,52
mène,mener,17
à,à,81
la,le,71
rue,rue,22
Aubry-le-Boucher,Aubry-le-Boucher,20
/.,/.,P
cette,ce,74
minime,minime,30
circonstance,circonstance,22
lui,lui,51
donna,donner,19
des,de,81
des,le,71
soupçons,soupçon,21
sur,sur,81
les,le,71
intentions,intention,22
de,de,81
César,César,20
",",",",p
il,il,51
sortit,sortir,19
alors,alors,60
rue,rue,22
des,de,81
des,le,71
Lombards,Lombard,20
",",",",p
et,et,82
quand,quand,83
il,il,51
eut,avoir,19
vu,voir,12
le,le,71
parfumeur,parfumeur,21
rentré,rentré,31
chez,chez,81
Anselme,Anselme,20
",",",",p
il,il,51
y,y,52
revint,revenir,19
promptement,promptement,60
/.,/.,P
-,-,p
mon,mon,73
cher,cher,30
Popinot,Popinot,20
",",",",p
avait,avoir,18
dit,dire,12
César,César,20
à,à,81
son,son,73
associé,associé,21
",",",",p
je,je,51
viens,venir,17
te,tu,51
demander,demander,14
un,un,71
service,service,21
/.,/.,P
-,-,p
que,que,52
faut,falloir,17
il,il,51
faire,faire,14
?,?,p
dit,dire,19
Popinot,Popinot,20
avec,avec,81
une,un,71
généreuse,généreux,30
ardeur,ardeur,22
/.,/.,P
-,-,p
ah,ah,93
!,!,p
tu,tu,51
me,je,51
sauves,sauver,17
la,le,71
vie,vie,22
",",",",p
s',se,51
écria,écrier,19
le,le,71
bonhomme,bonhomme,21
heureux,heureux,30
de,de,81
cette,ce,74
chaleur,chaleur,22
de,de,81
coeur,coeur,21
qui,qui,52
scintillait,scintiller,18
au,à,81
au,le,71
milieu,milieu,21
des,de,81
des,le,71
glaces,glace,22
où,où,60
il,il,51
voyageait,voyager,18
depuis,depuis,81
vingt,vingt,72
cinq,cinq,72
jours,jour,21
/.,/.,P
-,-,p
il,il,51
faudrait,falloir,16
me,je,51
régler,régler,14
cinquante,cinquante,72
mille,mille,72
francs,franc,21
en,en,81
compte,compte,21
sur,sur,81
ma,mon,73
portion,portion,22
de,de,81
bénéfices,bénéfice,21
",",",",p
nous,nous,51
nous,nous,51
entendrions,entendre,16
pour,pour,81
le,le,71
payement,paiement,21
/.,/.,P
Popinot,Popinot,20
regarda,regarder,19
fixement,fixement,60
César,César,20
",",",",p
César,César,20
baissa,baisser,19
les,le,71
yeux,oeil,21
/.,/.,P
en,en,81
ce,ce,74
moment,moment,21
",",",",p
le,le,71
juge,juge,21
reparut,reparaître,19
/.,/.,P
-,-,p
mon,mon,73
enfant,enfant,21
/…,/…,P
ah,ah,93
!,!,p
pardon,pardon,21
",",",",p
monsieur,monsieur,21
Birotteau,Birotteau,20
/!,/!,P
mon,mon,73
enfant,enfant,21
",",",",p
j',je,51
ai,avoir,17
oublié,oublier,12
de,de,81
te,tu,51
dire,dire,14
/…,/…,P
et,et,82
par,par,81
le,le,71
geste,geste,21
impérieux,impérieux,30
de,de,81
magistrats,magistrat,21
",",",",p
le,le,71
juge,juge,21
attira,attirer,19
son,son,73
neveu,neveu,21
dans,dans,81
la,le,71
rue,rue,22
",",",",p
et,et,82
le,le,52
força,forcer,19
",",",",p
quoiqu',quoique,83
en,en,81
veste,veste,22
et,et,82
tête,tête,22
nue,nu,30
",",",",p
à,à,81
l',le,52
écouter,écouter,14
en,en,81
marchant,marcher,13
vers,vers,81
la,le,71
rue,rue,22
des,de,81
des,le,71
Lombards,Lombard,20
/.,/.,P
-,-,p
mon,mon,73
neveu,neveu,21
",",",",p
ton,ton,73
ancien,ancien,30
patron,patron,21
pourrait,pouvoir,16
se,se,51
trouver,trouver,14
dans,dans,81
des,de,81
des,le,71
affaires,affaire,22
tellement,tellement,60
embarrassées,embarrassé,31
",",",",p
qu',que,83
il,il,51
lui,lui,51
fallût,falloir,19
en,en,52
venir,venir,14
à,à,81
déposer,déposer,14
son,son,73
bilan,bilan,21
/.,/.,P
avant,avant,81
d',de,81
arriver,arriver,14
là,là,60
",",",",p
les,le,71
hommes,homme,21
qui,qui,52
comptent,compter,17
quarante,quarante,72
ans,an,21
de,de,81
probité,probité,22
",",",",p
les,le,71
hommes,homme,21
les,le,71
plus,plus,60
vertueux,vertueux,30
",",",",p
dans,dans,81
le,le,71
désir,désir,21
de,de,81
conserver,conserver,14
leur,leur,73
honneur,honneur,21
",",",",p
imitent,imiter,17
les,le,71
joueurs,joueur,21
les,le,71
plus,plus,60
enragés,enragé,31
;,;,p
ils,ils,51
sont,être,17
capables,capable,30
de,de,81
tout,tout,52
:,:,p
ils,ils,51
vendent,vendre,17
leurs,leur,73
femmes,femme,22
",",",",p
trafiquent,trafiquer,17
de,de,81
leurs,leur,73
filles,fille,22
",",",",p
compromettent,compromettre,17
leurs,leur,73
meilleurs,meilleur,30
amis,ami,21
",",",",p
mettent,mettre,17
en,en,81
gage,gage,21
ce,ce,52
qui,qui,52
ne,ne,60
leur,leur,52
appartient,appartenir,17
pas,pas,60
;,;,p
ils,ils,51
vont,aller,17
au,à,81
au,le,71
jeu,jeu,21
",",",",p
deviennent,devenir,17
comédiens,comédien,21
",",",",p
menteurs,menteur,21
;,;,p
ils,ils,51
savent,savoir,17
pleurer,pleurer,14
/.,/.,P
enfin,enfin,60
",",",",p
j',je,51
ai,avoir,17
vu,voir,12
les,le,71
choses,chose,22
les,le,71
plus,plus,60
extraordinaires,extraordinaire,30
/.,/.,P
toi-même,toi-même,51
as,avoir,17
été,être,12
témoin,témoin,21
de,de,81
la,le,71
bonhomie,bonhomie,22
de,de,81
Roguin,Roguin,20
",",",",p
à,à,81
qui,qui,52
l',l',94
on,on,51
aurait,avoir,16
donné,donner,12
le,le,71
bon,bon,30
dieu,dieu,21
sans,sans,81
confession,confession,22
/.,/.,P
je,je,51
n',ne,60
applique,appliquer,17
pas,pas,60
ces,ce,74
conclusions,conclusion,22
rigoureuses,rigoureux,30
à,à,81
monsieur,monsieur,21
Birotteau,Birotteau,20
",",",",p
je,je,51
le,le,52
crois,croire,17
honnête,honnête,30
;,;,p
mais,mais,82
s',si,83
il,il,51
te,tu,51
demandait,demander,18
de,de,81
faire,faire,14
quoi,quoi,52
que,que,52
ce,ce,52
soit,être,17
qui,qui,52
fût,être,19
contraire,contraire,30
aux,à,81
aux,le,71
lois,loi,22
du,de,81
du,le,71
commerce,commerce,21
",",",",p
comme,comme,83
de,de,81
souscrire,souscrire,14
des,de,81
des,le,71
effets,effet,21
de,de,81
complaisance,complaisance,22
et,et,82
de,de,81
te,tu,51
lancer,lancer,14
dans,dans,81
un,un,71
système,système,21
de,de,81
circulations,circulation,22
",",",",p
qui,qui,52
",",",",p
selon,selon,81
moi,moi,51
",",",",p
est,être,17
un,un,71
commencement,commencement,21
de,de,81
friponnerie,friponnerie,22
",",",",p
car,car,82
c',ce,52
est,être,17
la,le,71
fausse,faux,30
monnaie,monnaie,22
du,de,81
du,le,71
papier,papier,21
",",",",p
promets,promettre,17
moi,moi,51
de,de,81
ne,ne,60
rien,rien,52
signer,signer,14
sans,sans,81
me,je,51
consulter,consulter,14
/.,/.,P
songe,songer,17
que,que,83
si,si,83
tu,tu,51
aimes,aimer,17
sa,son,73
fille,fille,22
il,il,51
ne,ne,60
faut,falloir,17
pas,pas,60
",",",",p
dans,dans,81
l',le,71
intérêt,intérêt,21
même,même,30
de,de,81
ta,ton,73
passion,passion,22
",",",",p
détruire,détruire,14
ton,ton,73
avenir,avenir,21
/.,/.,P
si,si,83
monsieur,monsieur,21
Birotteau,Birotteau,20
doit,devoir,17
tomber,tomber,14
",",",",p
à,à,81
quoi,quoi,52
bon,bon,60
tomber,tomber,14
vous,vous,51
deux,deux,72
/?,/?,P
n',ne,60
est,être,17
ce,ce,52
pas,pas,60
vous,vous,51
priver,priver,14
l',le,71
un,un,52
et,et,82
l',le,71
autre,autre,52
de,de,81
toutes,tout,75
les,le,71
chances,chance,22
de,de,81
ta,ton,73
maison,maison,22
de,de,81
commerce,commerce,21
qui,qui,52
sera,être,15
son,son,73
refuge,refuge,21
/?,/?,P
merci,merci,21
",",",",p
mon,mon,73
oncle,oncle,21
:,:,p
à,à,81
bon,bon,30
entendeur,entendeur,21
salut,salut,21
",",",",p
dit,dire,19
Popinot,Popinot,20
",",",",p
à,à,81
qui,qui,52
la,le,71
navrante,navrant,30
exclamation,exclamation,22
de,de,81
son,son,73
patron,patron,21
fut,être,19
alors,alors,60
expliquée,expliquer,12
/.,/.,P
le,le,71
marchand,marchand,21
d',de,81
huiles,huile,22
fines,fin,30
et,et,82
autres,autre,52
rentra,rentrer,19
dans,dans,81
sa,son,73
sombre,sombre,30
boutique,boutique,22
",",",",p
le,le,71
front,front,21
soucieux,soucieux,30
/.,/.,P
Birotteau,Birotteau,20
remarqua,remarquer,19
ce,ce,74
changement,changement,21
/.,/.,P
-,-,p
faites,faire,17
moi,moi,51
l',le,71
honneur,honneur,21
de,de,81
monter,monter,14
dans,dans,81
ma,mon,73
chambre,chambre,22
",",",",p
nous,nous,51
y,y,52
serons,être,15
mieux,mieux,60
qu',que,83
ici,ici,60
/.,/.,P
les,le,71
commis,commis,21
",",",",p
quoique,quoique,83
très,très,60
occupés,occupé,31
",",",",p
pourraient,pouvoir,16
nous,nous,51
entendre,entendre,14
/.,/.,P
Birotteau,Birotteau,20
suivit,suivre,19
Popinot,Popinot,20
",",",",p
en,en,81
proie,proie,22
aux,à,81
aux,le,71
anxiétés,anxiété,22
du,de,81
du,le,71
condamné,condamné,21
entre,entre,81
la,le,71
cassation,cassation,22
de,de,81
son,son,73
arrêt,arrêt,21
ou,ou,82
le,le,71
rejet,rejet,21
de,de,81
son,son,73
pourvoi,pourvoi,21
/.,/.,P
-,-,p
mon,mon,73
cher,cher,30
bienfaiteur,bienfaiteur,21
",",",",p
dit,dire,19
Anselme,Anselme,20
",",",",p
vous,vous,51
ne,ne,60
doutez,douter,17
pas,pas,60
de,de,81
mon,mon,73
dévouement,dévouement,21
",",",",p
il,il,51
est,être,17
aveugle,aveugle,30
/.,/.,P
permettez,permettre,17
moi,moi,51
seulement,seulement,60
de,de,81
vous,vous,51
demander,demander,14
si,si,83
cette,ce,74
somme,somme,22
vous,vous,51
sauve,sauver,17
entièrement,entièrement,60
",",",",p
si,si,83
ce,ce,52
n',ne,60
est,être,17
pas,pas,60
seulement,seulement,60
un,un,71
retard,retard,21
à,à,81
quelque,quelque,75
catastrophe,catastrophe,22
",",",",p
et,et,82
alors,alors,60
à,à,81
quoi,quoi,52
bon,bon,60
m',je,51
entraîner,entraîner,14
/?,/?,P
il,il,51
vous,vous,51
faut,falloir,17
des,de,81
des,le,71
billets,billet,21
à,à,81
quatre,quatre,72
vingt,vingt,72
dix,dix,72
jours,jour,21
/.,/.,P
eh,eh,93
!,!,p
bien,bien,60
",",",",p
dans,dans,81
trois,trois,72
mois,mois,21
",",",",p
il,il,51
me,je,51
sera,être,15
certes,certes,60
impossible,impossible,30
de,de,81
les,le,52
payer,payer,14
/.,/.,P
Birotteau,Birotteau,20
",",",",p
pâle,pâle,30
et,et,82
solennel,solennel,30
",",",",p
se,se,51
leva,lever,19
",",",",p
regarda,regarder,19
Popinot,Popinot,20
/.,/.,P
Popinot,Popinot,20
épouvanté,épouvanté,31
s',se,51
écria,écrier,19
:,:,p
-,-,p
je,je,51
les,le,52
ferai,faire,15
si,si,83
vous,vous,51
voulez,vouloir,17
/.,/.,P
-,-,p
ingrat,ingrat,30
!,!,p
dit,dire,19
le,le,71
parfumeur,parfumeur,21
",",",",p
qui,qui,52
usa,user,19
du,de,81
du,le,71
reste,reste,21
de,de,81
ses,son,73
forces,force,22
pour,pour,81
jeter,jeter,14
ce,ce,74
mot,mot,21
au,à,81
au,le,71
front,front,21
d',de,81
Anselme,Anselme,20
comme,comme,83
une,un,71
marque,marque,22
d',de,81
infamie,infamie,22
/.,/.,P
Birotteau,Birotteau,20
marcha,marcher,19
vers,vers,81
la,le,71
porte,porte,22
et,et,82
sortit,sortir,19
/.,/.,P
Popinot,Popinot,20
",",",",p
revenu,revenu,31
de,de,81
la,le,71
sensation,sensation,22
que,que,52
ce,ce,74
mot,mot,21
terrible,terrible,30
produisit,produire,19
sur,sur,81
lui,lui,51
",",",",p
se,se,51
jeta,jeter,19
dans,dans,81
l',le,71
escalier,escalier,21
",",",",p
courut,courir,19
dans,dans,81
la,le,71
rue,rue,22
",",",",p
mais,mais,82
il,il,51
ne,ne,60
trouva,trouver,19
point,point,60
le,le,71
parfumeur,parfumeur,21
/.,/.,P
l',le,71
amant,amant,21
de,de,81
Césarine,Césarine,20
entendit,entendre,19
toujours,toujours,60
ce,ce,74
formidable,formidable,30
arrêt,arrêt,21
",",",",p
il,il,51
eut,avoir,19
constamment,constamment,60
sous,sous,81
les,le,71
yeux,oeil,21
la,le,71
figure,figure,22
décomposée,décomposé,31
du,de,81
du,le,71
pauvre,pauvre,30
César,César,20
;,;,p
il,il,51
vécut,vivre,19
enfin,enfin,60
",",",",p
comme,comme,83
Hamlet,Hamlet,20
",",",",p
avec,avec,81
un,un,71
épouvantable,épouvantable,30
spectre,spectre,21
à,à,81
ses,son,73
côtés,côté,21
/.,/.,P
Birotteau,Birotteau,20
tourna,tourner,19
dans,dans,81
les,le,71
rues,rue,22
de,de,81
ce,ce,74
quartier,quartier,21
comme,comme,83
un,un,71
homme,homme,21
ivre,ivre,30
/.,/.,P
cependant,cependant,82
il,il,51
finit,finir,19
par,par,81
se,se,51
trouver,trouver,14
sur,sur,81
le,le,71
quai,quai,21
",",",",p
le,le,52
suivit,suivre,19
et,et,82
alla,aller,19
jusqu',jusque,81
à,à,81
Sèvres,Sèvres,20
",",",",p
où,où,60
il,il,51
passa,passer,19
la,le,71
nuit,nuit,22
dans,dans,81
une,un,71
auberge,auberge,22
insensé,insensé,30
de,de,81
douleur,douleur,22
/.,/.,P
sa,son,73
femme,femme,22
effrayée,effrayé,31
n',ne,60
osa,oser,19
le,le,52
faire,faire,14
chercher,chercher,14
nulle,nul,75
part,part,22
/.,/.,P
en,en,81
semblable,semblable,30
occurrence,occurrence,22
",",",",p
une,un,71
alarme,alarme,22
imprudemment,imprudemment,60
donnée,donné,31
est,être,17
fatale,fatal,30
/.,/.,P
la,le,71
sage,sage,30
Constance,Constance,20
immola,immoler,19
ses,son,73
inquiétudes,inquiétude,22
à,à,81
la,le,71
réputation,réputation,22
commerciale,commercial,30
;,;,p
elle,il,51
attendit,attendre,19
pendant,pendant,81
toute,tout,75
la,le,71
nuit,nuit,22
",",",",p
entremêlant,entremêler,13
ses,son,73
prières,prière,22
aux,à,81
aux,le,71
alarmes,alarme,22
/.,/.,P
César,César,20
était,être,18
il,il,51
mort,mourir,12
/?,/?,P
était,être,18
il,il,51
allé,aller,12
faire,faire,14
quelque,quelque,75
course,course,22
en,en,81
dehors,dehors,21
de,de,81
Paris,Paris,20
",",",",p
à,à,81
la,le,71
piste,piste,22
d',de,81
un,un,71
dernier,dernier,30
espoir,espoir,21
/?,/?,P
le,le,71
lendemain,lendemain,21
matin,matin,21
",",",",p
elle,il,51
se,se,51
conduisit,conduire,19
comme,comme,83
si,si,83
elle,il,51
connaissait,connaître,18
les,le,71
raisons,raison,22
de,de,81
cette,ce,74
absence,absence,22
;,;,p
mais,mais,82
elle,il,51
manda,mander,19
son,son,73
oncle,oncle,21
et,et,82
le,le,52
pria,prier,19
d',de,81
aller,aller,14
à,à,81
la,le,71
morgue,morgue,22
",",",",p
en,en,81
voyant,voir,13
qu',que,83
à,à,81
cinq,cinq,72
heures,heure,22
Birotteau,Birotteau,20
n',ne,60
était,être,18
