11421
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Vingt-deuxième extrait>,<>,<>
leva,lever,19
agitée,agité,31
et,et,82
nerveuse,nerveux,30
et,et,82
se,se,51
dirigea,diriger,19
vers,vers,81
la,le,71
porte,porte,22
de,de,81
sa,son,73
chambre,chambre,22
à,à,81
coucher,coucher,14
/.,/.,P
le,le,71
faux,faux,30
comte,comte,21
l',le,52
accompagna,accompagner,19
",",",",p
un,un,71
bras,bras,21
sur,sur,81
la,le,71
taille,taille,22
",",",",p
comme,comme,83
Othello,Othello,20
reconduit,reconduire,17
Desdémone,Desdémone,20
à,à,81
chaque,chaque,75
sortie,sortie,22
dans,dans,81
la,le,71
pièce,pièce,22
de,de,81
Shakespeare,Shakespeare,20
;,;,p
mais,mais,82
quand,quand,83
elle,il,51
fut,être,19
sur,sur,81
le,le,71
seuil,seuil,21
",",",",p
elle,il,51
se,se,51
retourna,retourner,19
",",",",p
s',se,51
arrêta,arrêter,19
un,un,71
instant,instant,21
",",",",p
blanche,blanc,30
et,et,82
froide,froid,30
comme,comme,83
une,un,71
statue,statue,22
",",",",p
jeta,jeter,19
un,un,71
coup,coup,21
d',de,81
oeil,oeil,21
effrayé,effrayé,31
au,à,81
au,le,71
jeune,jeune,30
homme,homme,21
",",",",p
entra,entrer,19
",",",",p
ferma,fermer,19
la,le,71
porte,porte,22
vivement,vivement,60
et,et,82
poussa,pousser,19
le,le,71
verrou,verrou,21
/.,/.,P
“,“,p
le,le,71
regard,regard,21
d',de,81
Octave,Octave,20
!,!,p
s',se,51
écria,écrier,19
t,t,94
elle,il,51
en,en,81
tombant,tomber,13
à,à,81
demi,demi,30
évanouie,évanoui,31
sur,sur,81
une,un,71
causeuse,causeuse,22
/.,/.,P
quand,quand,83
elle,il,51
eut,avoir,19
repris,reprendre,12
ses,son,73
sens,sens,21
",",",",p
elle,il,51
se,se,51
dit,dire,19
:,:,p
“,“,p
mais,mais,82
comment,comment,60
se,se,51
fait,faire,17
il,il,51
que,que,83
ce,ce,74
regard,regard,21
",",",",p
dont,dont,52
je,je,51
n',ne,60
ai,avoir,17
jamais,jamais,60
oublié,oublier,12
l',le,71
expression,expression,22
",",",",p
étincelle,étinceler,17
ce,ce,74
soir,soir,21
dans,dans,81
les,le,71
yeux,oeil,21
d',de,81
Olaf,Olaf,20
/?,/?,P
comment,comment,60
en,en,52
ai,avoir,17
je,je,51
vu,voir,12
la,le,71
flamme,flamme,22
sombre,sombre,30
et,et,82
désespérée,désespéré,31
luire,luire,14
à,à,81
travers,travers,21
les,le,71
prunelles,prunelle,22
de,de,81
mon,mon,73
mari,mari,21
/?,/?,P
Octave,Octave,20
est,être,17
il,il,51
mort,mourir,12
/?,/?,P
est,être,17
ce,ce,52
son,son,73
âme,âme,22
qui,qui,52
a,avoir,17
brillé,briller,12
un,un,71
instant,instant,21
devant,devant,81
moi,moi,51
comme,comme,83
pour,pour,81
me,je,51
dire,dire,14
adieu,adieu,21
avant,avant,81
de,de,81
quitter,quitter,14
cette,ce,74
terre,terre,22
/?,/?,P
Olaf,Olaf,20
/!,/!,P
Olaf,Olaf,20
!,!,p
si,si,83
je,je,51
me,je,51
suis,être,17
trompée,tromper,12
",",",",p
si,si,83
j',je,51
ai,avoir,17
cédé,céder,12
follement,follement,60
à,à,81
de,de,81
vaines,vain,30
terreurs,terreur,22
",",",",p
tu,tu,51
me,je,51
pardonneras,pardonner,15
;,;,p
mais,mais,82
si,si,83
je,je,51
t',tu,51
avais,avoir,18
accueilli,accueillir,12
ce,ce,74
soir,soir,21
",",",",p
j',je,51
aurais,avoir,16
cru,croire,12
me,je,51
donner,donner,14
à,à,81
un,un,71
autre,autre,52
/.,/.,P
“,“,p
la,le,71
comtesse,comtesse,22
s',se,51
assura,assurer,19
que,que,83
le,le,71
verrou,verrou,21
était,être,18
bien,bien,60
poussé,pousser,12
",",",",p
alluma,allumer,19
la,le,71
lampe,lampe,22
suspendue,suspendu,31
au,à,81
au,le,71
plafond,plafond,21
",",",",p
se,se,51
blottit,blottir,19
dans,dans,81
son,son,73
lit,lit,21
comme,comme,83
un,un,71
enfant,enfant,21
peureux,peureux,30
avec,avec,81
un,un,71
sentiment,sentiment,21
d',de,81
angoisse,angoisse,22
indéfinissable,indéfinissable,30
",",",",p
et,et,82
ne,ne,60
s',se,51
endormit,endormir,19
que,que,83
vers,vers,81
le,le,71
matin,matin,21
;,;,p
des,de,81
des,le,71
rêves,rêve,21
incohérents,incohérent,30
et,et,82
bizarres,bizarre,30
tourmentèrent,tourmenter,19
son,son,73
sommeil,sommeil,21
agité,agité,31
/.,/.,P
-,-,p
des,de,81
des,le,71
yeux,oeil,21
ardents,ardent,30
-,-,p
les,le,71
yeux,oeil,21
d',de,81
Octave,Octave,20
-,-,p
se,se,51
fixaient,fixer,18
sur,sur,81
elle,il,51
du,de,81
du,le,71
fond,fond,21
d',de,81
un,un,71
brouillard,brouillard,21
et,et,82
lui,lui,51
lançaient,lancer,18
des,de,81
des,le,71
jets,jet,21
de,de,81
feu,feu,21
",",",",p
pendant,pendant,81
qu',que,83
au,à,81
au,le,71
pied,pied,21
de,de,81
son,son,73
lit,lit,21
une,un,71
figure,figure,22
noire,noir,30
et,et,82
sillonnée,sillonné,31
de,de,81
rides,ride,22
se,se,51
tenait,tenir,18
accroupie,accroupi,31
",",",",p
marmottant,marmotter,13
des,de,81
des,le,71
syllabes,syllabe,22
d',de,81
une,un,71
langue,langue,22
inconnue,inconnu,30
;,;,p
le,le,71
comte,comte,21
Olaf,Olaf,20
parut,paraître,19
aussi,aussi,60
dans,dans,81
ce,ce,74
rêve,rêve,21
absurde,absurde,30
",",",",p
mais,mais,82
revêtu,revêtu,31
d',de,81
une,un,71
forme,forme,22
qui,qui,52
n',ne,60
était,être,18
pas,pas,60
la,le,71
sienne,sien,52
/.,/.,P
nous,nous,51
n',ne,60
essayerons,essayer,15
pas,pas,60
de,de,81
peindre,peindre,14
le,le,71
désappointement,désappointement,21
d',de,81
Octave,Octave,20
lorsqu',lorsque,83
il,il,51
se,se,51
trouva,trouver,19
en,en,81
face,face,22
d',de,81
une,un,71
porte,porte,22
fermée,fermé,31
et,et,82
qu',que,83
il,il,51
entendit,entendre,19
le,le,71
grincement,grincement,21
intérieur,intérieur,30
du,de,81
du,le,71
verrou,verrou,21
/.,/.,P
sa,son,73
suprême,suprême,30
espérance,espérance,22
s',se,51
écroulait,écrouler,18
/.,/.,P
eh,eh,93
quoi,quoi,52
!,!,p
il,il,51
avait,avoir,18
eu,avoir,12
recours,recours,21
à,à,81
des,de,81
des,le,71
moyens,moyen,30
terribles,terrible,30
",",",",p
étranges,étrange,30
",",",",p
il,il,51
s',se,51
était,être,18
livré,livrer,12
à,à,81
un,un,71
magicien,magicien,21
",",",",p
peut-être,peut-être,60
à,à,81
un,un,71
démon,démon,21
",",",",p
en,en,81
risquant,risquer,13
sa,son,73
vie,vie,22
dans,dans,81
ce,ce,74
monde,monde,21
et,et,82
son,son,73
âme,âme,22
dans,dans,81
l',le,71
autre,autre,52
pour,pour,81
conquérir,conquérir,14
une,un,71
femme,femme,22
qui,qui,52
lui,lui,51
échappait,échapper,18
",",",",p
quoique,quoique,83
livrée,livré,31
à,à,81
lui,lui,51
sans,sans,81
défense,défense,22
par,par,81
les,le,71
sorcelleries,sorcellerie,22
de,de,81
l',le,71
Inde,Inde,20
/.,/.,P
repoussé,repoussé,31
comme,comme,83
amant,amant,21
",",",",p
il,il,51
l',le,52
était,être,18
encore,encore,60
comme,comme,83
mari,mari,21
;,;,p
l',le,71
invincible,invincible,30
pureté,pureté,22
de,de,81
Prascovie,Prascovie,20
déjouait,déjouer,18
les,le,71
machinations,machination,22
les,le,71
plus,plus,60
infernales,infernal,30
/.,/.,P
sur,sur,81
le,le,71
seuil,seuil,21
de,de,81
la,le,71
chambre,chambre,22
à,à,81
coucher,coucher,14
elle,il,51
lui,lui,51
était,être,18
apparue,apparaître,12
comme,comme,83
un,un,71
ange,ange,21
blanc,blanc,30
de,de,81
Swedenborg,Swedenborg,20
foudroyant,foudroyant,30
le,le,71
mauvais,mauvais,30
esprit,esprit,21
/.,/.,P
il,il,51
ne,ne,60
pouvait,pouvoir,18
rester,rester,14
toute,tout,75
la,le,71
nuit,nuit,22
dans,dans,81
cette,ce,74
situation,situation,22
ridicule,ridicule,30
;,;,p
il,il,51
chercha,chercher,19
l',le,71
appartement,appartement,21
du,de,81
du,le,71
comte,comte,21
",",",",p
et,et,82
au,à,81
au,le,71
bout,bout,21
d',de,81
une,un,71
enfilade,enfilade,22
de,de,81
pièces,pièce,22
et,et,82
il,il,51
en,en,52
vit,voir,19
une,un,52
où,où,60
s',se,51
élevait,élever,18
un,un,71
lit,lit,21
aux,à,81
aux,le,71
colonnes,colonne,22
d',de,81
ébène,ébène,21
",",",",p
aux,à,81
aux,le,71
rideaux,rideau,21
de,de,81
tapisserie,tapisserie,22
",",",",p
où,où,60
parmi,parmi,81
les,le,71
ramages,ramage,21
et,et,82
les,le,71
arabesques,arabesque,22
étaient,être,18
brodés,broder,12
des,de,81
des,le,71
blasons,blason,21
/.,/.,P
des,de,81
des,le,71
panoplies,panoplie,22
d',de,81
armes,arme,22
orientales,oriental,30
",",",",p
des,de,81
des,le,71
cuirasses,cuirasse,22
et,et,82
des,de,81
des,le,71
casques,casque,21
de,de,81
chevaliers,chevalier,21
atteints,atteint,31
par,par,81
le,le,71
reflet,reflet,21
d',de,81
une,un,71
lampe,lampe,22
",",",",p
jetaient,jeter,18
des,de,81
des,le,71
lueurs,lueur,22
vagues,vague,30
dans,dans,81
l',le,71
ombre,ombre,22
;,;,p
un,un,71
cuir,cuir,21
de,de,81
Bohême,Bohême,20
gaufré,gaufré,31
d',de,81
or,or,21
miroitait,miroiter,18
sur,sur,81
le,le,71
murs,mur,21
/.,/.,P
trois,trois,72
ou,ou,82
quatre,quatre,72
grands,grand,30
fauteuils,fauteuil,21
sculptés,sculpté,31
",",",",p
un,un,71
bahut,bahut,21
tout,tout,60
historié,historié,31
de,de,81
figurines,figurine,22
complétaient,compléter,18
cet,ce,74
ameublement,ameublement,21
d',de,81
un,un,71
goût,goût,21
féodal,féodal,30
",",",",p
et,et,82
qui,qui,52
n',ne,60
eût,avoir,19
pas,pas,60
été,être,12
déplacé,déplacer,12
dans,dans,81
la,le,71
grande,grand,30
salle,salle,22
d',de,81
un,un,71
manoir,manoir,21
gothique,gothique,30
;,;,p
ce,ce,52
n',ne,60
était,être,18
pas,pas,60
de,de,81
la,le,71
part,part,22
du,de,81
du,le,71
comte,comte,21
frivole,frivole,30
imitation,imitation,22
de,de,81
la,le,71
mode,mode,22
",",",",p
mais,mais,82
pieux,pieux,30
souvenir,souvenir,21
/.,/.,P
cette,ce,74
chambre,chambre,22
reproduisait,reproduire,18
exactement,exactement,60
celle,celui,52
qui,qui,52
habitait,habiter,18
chez,chez,81
sa,son,73
mère,mère,22
",",",",p
et,et,82
quoiqu',quoique,83
on,on,51
l',le,52
eût,avoir,19
souvent,souvent,60
raillé,railler,12
-,-,p
sur,sur,81
ce,ce,74
décor,décor,21
de,de,81
cinquième,cinquième,72
acte,acte,21
-,-,p
il,il,51
avait,avoir,18
toujours,toujours,60
refusé,refuser,12
d',de,81
en,en,52
changer,changer,14
le,le,71
style,style,21
/.,/.,P
Octave,Octave,20
Labinski,Labinski,20
",",",",p
épuisé,épuisé,31
de,de,81
fatigues,fatigue,22
et,et,82
d',de,81
émotions,émotion,22
",",",",p
se,se,51
jeta,jeter,19
sur,sur,81
le,le,71
lit,lit,21
et,et,82
s',se,51
endormit,endormir,19
en,en,81
maudissant,maudire,13
le,le,71
docteur,docteur,21
Balthazar,Balthazar,20
Cherbonneau,Cherbonneau,20
/.,/.,P
heureusement,heureusement,60
",",",",p
le,le,71
jour,jour,21
lui,lui,51
apporta,apporter,19
des,de,81
des,le,71
idées,idée,22
plus,plus,60
riantes,riant,30
;,;,p
il,il,51
se,se,51
promit,promettre,19
de,de,81
se,se,51
conduire,conduire,14
désormais,désormais,60
d',de,81
une,un,71
façon,façon,22
plus,plus,60
modérée,modéré,31
",",",",p
d',de,81
éteindre,éteindre,14
son,son,73
regard,regard,21
",",",",p
et,et,82
de,de,81
prendre,prendre,14
les,le,71
manières,manière,22
d',de,81
un,un,71
mari,mari,21
;,;,p
aidé,aidé,31
par,par,81
le,le,71
valet,valet,21
de,de,81
chambre,chambre,22
du,de,81
du,le,71
comte,comte,21
",",",",p
il,il,51
fit,faire,19
une,un,71
toilette,toilette,22
sérieuse,sérieux,30
et,et,82
se,se,51
rendit,rendre,19
d',de,81
un,un,71
pas,pas,21
tranquille,tranquille,30
dans,dans,81
la,le,71
salle,salle,22
à,à,81
manger,manger,14
",",",",p
où,où,60
madame,madame,22
la,le,71
comtesse,comtesse,22
l',le,52
attendait,attendre,18
pour,pour,81
déjeuner,déjeuner,14
/.,/.,P
X,X,20
Octave,Octave,20
Labinski,Labinski,20
descendit,descendre,19
sur,sur,81
les,le,71
pas,pas,21
du,de,81
du,le,71
valet,valet,21
de,de,81
chambre,chambre,22
",",",",p
car,car,82
il,il,51
ignorait,ignorer,18
où,où,60
se,se,51
trouvait,trouver,18
la,le,71
salle,salle,22
à,à,81
manger,manger,14
dans,dans,81
cette,ce,74
maison,maison,22
dont,dont,52
il,il,51
paraissait,paraître,18
le,le,71
maître,maître,21
;,;,p
la,le,71
salle,salle,22
à,à,81
manger,manger,14
était,être,18
une,un,71
vaste,vaste,30
pièce,pièce,22
au,à,81
au,le,71
rez-de-chaussée,rez-de-chaussée,21
donnant,donnant,30
sur,sur,81
la,le,71
cour,cour,22
",",",",p
d',de,81
un,un,71
style,style,21
noble,noble,30
et,et,82
sévère,sévère,30
",",",",p
qui,qui,52
tenait,tenir,18
à,à,81
la,le,71
fois,fois,22
du,de,81
du,le,71
manoir,manoir,21
et,et,82
de,de,81
l',le,71
abbaye,abbaye,22
:,:,p
-,-,p
des,de,81
des,le,71
boiseries,boiserie,22
de,de,81
chêne,chêne,21
brun,brun,30
d',de,81
un,un,71
ton,ton,21
chaud,chaud,30
et,et,82
riche,riche,30
",",",",p
divisées,divisé,31
en,en,81
panneaux,panneau,21
et,et,82
en,en,81
compartiments,compartiment,21
symétriques,symétrique,30
",",",",p
montaient,monter,18
jusqu',jusque,81
au,à,81
au,le,71
plafond,plafond,21
",",",",p
où,où,60
des,de,81
des,le,71
poutres,poutre,22
en,en,81
saillies,saillie,22
et,et,82
sculptées,sculpté,31
formaient,former,18
des,de,81
des,le,71
caissons,caisson,21
hexagones,hexagone,21
coloriés,colorié,31
en,en,81
bleu,bleu,21
et,et,82
ornés,orné,31
de,de,81
légères,léger,30
arabesques,arabesque,22
d',de,81
or,or,21
;,;,p
dans,dans,81
les,le,71
panneaux,panneau,21
longs,long,30
de,de,81
la,le,71
boiserie,boiserie,22
",",",",p
Philippe,Philippe,20
Rousseau,Rousseau,20
avait,avoir,18
peint,peindre,12
les,le,71
quatre,quatre,72
saisons,saison,22
symbolisées,symbolisé,31
",",",",p
non,non,60
pas,pas,60
par,par,81
des,de,81
des,le,71
figures,figure,22
mythologiques,mythologique,30
",",",",p
mais,mais,82
par,par,81
des,de,81
des,le,71
trophées,trophée,21
de,de,81
nature,nature,22
morte,mort,31
composés,composé,31
de,de,81
productions,production,22
se,se,51
rapportant,rapporter,13
à,à,81
chaque,chaque,75
époque,époque,22
de,de,81
l',le,71
année,année,22
;,;,p
des,de,81
des,le,71
chasses,chasse,22
de,de,81
Jadin,Jadin,20
faisaient,faire,18
pendant,pendant,21
aux,à,81
aux,le,71
natures,nature,22
mortes,mort,31
de,de,81
PH,PH,20
/.,/.,P
Rousseau,Rousseau,20
",",",",p
et,et,82
au-dessus,au-dessus,60
de,de,81
chaque,chaque,75
peinture,peinture,22
rayonnait,rayonner,18
",",",",p
comme,comme,83
un,un,71
disque,disque,21
de,de,81
bouclier,bouclier,21
",",",",p
un,un,71
immense,immense,30
plat,plat,21
de,de,81
Bernard,Bernard,20
Palissy,Palissy,20
ou,ou,82
de,de,81
Léonard,Léonard,20
de,de,81
Limoges,Limoges,20
",",",",p
de,de,81
porcelaine,porcelaine,22
du,de,81
du,le,71
Japon,Japon,20
",",",",p
de,de,81
majolique,majolique,22
ou,ou,82
de,de,81
poterie,poterie,22
arabe,arabe,30
",",",",p
au,à,81
au,le,71
vernis,vernis,21
irisé,irisé,31
par,par,81
toutes,tout,75
les,le,71
couleurs,couleur,22
du,de,81
du,le,71
prisme,prisme,21
;,;,p
des,de,81
des,le,71
massacres,massacre,21
de,de,81
cerfs,cerf,21
",",",",p
des,de,81
des,le,71
cornes,corne,22
d',de,81
aurochs,auroch,21
alternaient,alterner,18
avec,avec,81
les,le,71
faïences,faïence,22
",",",",p
et,et,82
",",",",p
aux,à,81
aux,le,71
deux,deux,72
bouts,bout,21
de,de,81
la,le,71
salle,salle,22
",",",",p
de,de,81
grands,grand,30
dressoirs,dressoir,21
",",",",p
hauts,haut,30
comme,comme,83
des,de,81
des,le,71
retables,retable,21
d',de,81
églises,église,22
espagnoles,espagnol,30
",",",",p
élevaient,élever,18
leur,leur,73
architecture,architecture,22
ouvragée,ouvragé,31
et,et,82
sculptée,sculpté,31
d',de,81
ornements,ornement,21
à,à,81
rivaliser,rivaliser,14
avec,avec,81
les,le,71
plus,plus,60
beaux,beau,30
ouvrages,ouvrage,21
de,de,81
Berruguete,Berruguete,20
",",",",p
de,de,81
Cornejo,Cornejo,20
Duque,Duque,20
et,et,82
de,de,81
Verbruggen,Verbruggen,20
;,;,p
sur,sur,81
leurs,leur,73
rayons,rayon,21
à,à,81
crémaillère,crémaillère,22
brillaient,briller,18
confusément,confusément,60
l',le,71
antique,antique,30
argenterie,argenterie,22
de,de,81
la,le,71
famille,famille,22
des,de,81
des,le,71
Labinski,Labinski,20
",",",",p
des,de,81
des,le,71
aiguières,aiguière,22
aux,à,81
aux,le,71
anses,anse,22
chimériques,chimérique,30
",",",",p
des,de,81
des,le,71
salières,salière,22
à,à,81
la,le,71
vieille,vieux,30
mode,mode,22
",",",",p
des,de,81
des,le,71
hanaps,hanap,21
",",",",p
des,de,81
des,le,71
coupes,coupe,22
",",",",p
des,de,81
des,le,71
pièces,pièce,22
de,de,81
surtout,surtout,60
contournées,contourné,31
par,par,81
la,le,71
bizarre,bizarre,30
fantaisie,fantaisie,22
allemande,allemand,30
",",",",p
et,et,82
dignes,digne,30
de,de,81
tenir,tenir,14
leur,leur,73
place,place,22
dans,dans,81
le,le,71
trésor,trésor,21
de,de,81
la,le,71
voûte,voûte,22
verte,vert,30
de,de,81
Dresde,Dresde,20
/.,/.,P
en,en,81
face,face,22
des,de,81
des,le,71
argenteries,argenterie,22
antiques,antique,30
étincelaient,étinceler,18
les,le,71
produits,produit,21
merveilleux,merveilleux,30
de,de,81
l',le,71
orfèvrerie,orfèvrerie,22
moderne,moderne,30
",",",",p
les,le,71
chefs-d'oeuvre,chef-d'oeuvre,21
de,de,81
Wagner,Wagner,20
",",",",p
de,de,81
Duponchel,Duponchel,20
",",",",p
de,de,81
Rudolphi,Rudolphi,20
",",",",p
de,de,81
Froment,Froment,20
Meurice,Meurice,20
;,;,p
thés,thé,21
en,en,81
vermeil,vermeil,21
à,à,81
figurines,figurine,22
de,de,81
Feuchère,Feuchère,20
et,et,82
de,de,81
Vechte,Vechte,20
",",",",p
plateaux,plateau,21
niellés,niellé,30
",",",",p
seaux,seau,21
à,à,81
vin,vin,21
de,de,81
Champagne,Champagne,20
aux,à,81
aux,le,71
anses,anse,22
de,de,81
pampre,pampre,21
",",",",p
aux,à,81
aux,le,71
bacchanales,bacchanale,22
en,en,81
bas-relief,bas-relief,21
;,;,p
réchauds,réchaud,21
élégants,élégant,30
comme,comme,83
des,de,81
des,le,71
trépieds,trépied,21
de,de,81
Pompéi,Pompéi,20
:,:,p
sans,sans,81
parler,parler,14
des,de,81
des,le,71
cristaux,cristal,21
de,de,81
Bohême,Bohême,20
",",",",p
des,de,81
des,le,71
verreries,verrerie,22
de,de,81
Venise,Venise,20
",",",",p
des,de,81
des,le,71
services,service,21
en,en,81
vieux,vieux,30
Saxe,Saxe,20
et,et,82
en,en,81
vieux,vieux,30
Sèvres,Sèvres,20
/.,/.,P
des,de,81
des,le,71
chaises,chaise,22
de,de,81
chêne,chêne,21
garnies,garni,31
de,de,81
maroquin,maroquin,21
vert,vert,30
étaient,être,18
rangées,ranger,12
le,le,71
long,long,21
des,de,81
des,le,71
murs,mur,21
",",",",p
et,et,82
sur,sur,81
la,le,71
table,table,22
aux,à,81
aux,le,71
pieds,pied,21
sculptés,sculpté,31
en,en,81
serre,serre,22
d',de,81
aigle,aigle,21
",",",",p
tombait,tomber,18
du,de,81
du,le,71
plafond,plafond,21
une,un,71
lumière,lumière,22
égale,égal,30
et,et,82
pure,pur,30
tamisée,tamisé,31
par,par,81
les,le,71
verres,verre,21
blancs,blanc,30
dépolis,dépoli,31
garnissant,garnir,13
le,le,71
caisson,caisson,21
central,central,30
laissé,laissé,31
vide,vide,30
/.,/.,P
-,-,p
une,un,71
transparente,transparent,30
guirlande,guirlande,22
de,de,81
vigne,vigne,22
encadrait,encadrer,18
ce,ce,74
panneau,panneau,21
laiteux,laiteux,30
de,de,81
ses,son,73
feuillages,feuillage,21
verts,vert,30
/.,/.,P
sur,sur,81
la,le,71
table,table,22
",",",",p
servie,servi,31
à,à,81
la,le,71
russe,russe,21
",",",",p
les,le,71
fruits,fruit,21
entourés,entouré,31
d',de,81
un,un,71
cordon,cordon,21
de,de,81
violettes,violette,22
étaient,être,18
déjà,déjà,60
posés,poser,12
",",",",p
et,et,82
les,le,71
mets,mets,21
attendaient,attendre,18
le,le,71
couteau,couteau,21
des,de,81
des,le,71
convives,convive,21
sous,sous,81
leurs,leur,73
cloches,cloche,22
de,de,81
métal,métal,21
poli,poli,31
",",",",p
luisantes,luisant,30
comme,comme,83
des,de,81
des,le,71
casques,casque,21
d',de,81
émirs,émir,21
;,;,p
un,un,71
samovar,samovar,21
de,de,81
Moscou,Moscou,20
lançait,lancer,18
en,en,81
sifflant,siffler,13
son,son,73
jet,jet,21
de,de,81
vapeur,vapeur,22
;,;,p
deux,deux,72
valets,valet,21
",",",",p
en,en,81
culotte,culotte,22
courte,court,30
et,et,82
en,en,81
cravate,cravate,22
blanche,blanc,30
",",",",p
se,se,51
tenaient,tenir,18
immobiles,immobile,30
et,et,82
silencieux,silencieux,30
derrière,derrière,81
les,le,71
deux,deux,72
fauteuils,fauteuil,21
",",",",p
placés,placé,31
en,en,81
face,face,22
l',le,71
un,un,52
de,de,81
l',le,71
autre,autre,52
",",",",p
pareils,pareil,30
à,à,81
deux,deux,72
statues,statue,22
de,de,81
la,le,71
domesticité,domesticité,22
/.,/.,P
Octave,Octave,20
s',se,51
assimila,assimiler,19
tous,tout,75
ces,ce,74
détails,détail,21
d',de,81
un,un,71
coup,coup,21
d',de,81
oeil,oeil,21
rapide,rapide,30
pour,pour,81
n',ne,60
être,être,14
pas,pas,60
involontairement,involontairement,60
préoccupé,préoccuper,12
par,par,81
la,le,71
nouveauté,nouveauté,22
d',de,81
objets,objet,21
qui,qui,52
auraient,avoir,16
dû,devoir,12
lui,lui,51
être,être,14
familiers,familier,30
/.,/.,P
un,un,71
glissement,glissement,21
léger,léger,30
sur,sur,81
les,le,71
dalles,dalle,22
",",",",p
un,un,71
froufrou,froufrou,21
de,de,81
taffetas,taffetas,21
lui,lui,51
fit,faire,19
retourner,retourner,14
la,le,71
tête,tête,22
/.,/.,P
c',ce,52
était,être,18
la,le,71
comtesse,comtesse,22
Prascovie,Prascovie,20
Labinska,Labinska,20
qui,qui,52
approchait,approcher,18
et,et,82
qui,qui,52
s',se,51
assit,asseoir,19
après,après,81
lui,lui,51
avoir,avoir,14
fait,faire,12
un,un,71
petit,petit,30
signe,signe,21
amical,amical,30
/.,/.,P
elle,il,51
portait,porter,18
un,un,71
peignoir,peignoir,21
de,de,81
soie,soie,22
quadrillée,quadrillé,31
vert,vert,30
et,et,82
blanc,blanc,21
",",",",p
garni,garni,21
d',de,81
une,un,71
ruche,ruche,22
de,de,81
même,même,75
étoffe,étoffe,22
découpée,découpé,31
en,en,81
dents,dent,22
de,de,81
loup,loup,21
;,;,p
ses,son,73
cheveux,cheveu,21
massés,massé,31
en,en,81
épais,épais,30
bandeaux,bandeau,21
sur,sur,81
les,le,71
tempes,tempe,22
",",",",p
et,et,82
roulés,roulé,31
à,à,81
la,le,71
naissance,naissance,22
de,de,81
la,le,71
nuque,nuque,22
en,en,81
une,un,71
torsade,torsade,22
d',de,81
or,or,21
semblable,semblable,30
à,à,81
la,le,71
volute,volute,22
d',de,81
un,un,71
chapiteau,chapiteau,21
ionien,ionien,30
",",",",p
lui,lui,51
composaient,composer,18
une,un,71
coiffure,coiffure,22
aussi,aussi,60
simple,simple,30
que,que,83
noble,noble,30
",",",",p
et,et,82
à,à,81
laquelle,lequel,52
un,un,71
statuaire,statuaire,21
grec,grec,30
n',ne,60
eût,avoir,19
rien,rien,52
voulu,vouloir,12
changer,changer,14
;,;,p
son,son,73
teint,teint,21
de,de,81
rose,rose,22
carnée,carné,30
était,être,18
un,un,71
peu,peu,60
pâli,pâlir,12
par,par,81
l',le,71
émotion,émotion,22
de,de,81
la,le,71
veille,veille,22
et,et,82
le,le,71
sommeil,sommeil,21
agité,agité,31
de,de,81
la,le,71
nuit,nuit,22
;,;,p
une,un,71
imperceptible,imperceptible,30
auréole,auréole,22
nacrée,nacré,31
entourait,entourer,18
ses,son,73
yeux,oeil,21
ordinairement,ordinairement,60
si,si,60
calmes,calme,30
et,et,82
si,si,60
purs,pur,30
;,;,p
elle,il,51
avait,avoir,18
l',le,71
air,air,21
fatigué,fatigué,31
et,et,82
languissant,languissant,30
",",",",p
mais,mais,82
",",",",p
ainsi,ainsi,60
attendrie,attendri,31
",",",",p
sa,son,73
beauté,beauté,22
n',ne,60
en,en,52
était,être,18
que,que,83
plus,plus,60
pénétrante,pénétrant,30
",",",",p
elle,il,51
prenait,prendre,18
quelque,quelque,75
chose,chose,22
d',de,81
humain,humain,30
;,;,p
la,le,71
déesse,déesse,22
se,se,51
faisait,faire,18
femme,femme,22
;,;,p
l',le,71
ange,ange,21
",",",",p
reployant,reployer,13
ses,son,73
ailes,aile,22
",",",",p
cessait,cesser,18
de,de,81
planer,planer,14
/.,/.,P
plus,plus,60
prudent,prudent,30
cette,ce,74
fois,fois,22
",",",",p
Octave,Octave,20
voilà,voilà,81
la,le,71
flamme,flamme,22
de,de,81
ses,son,73
yeux,oeil,21
et,et,82
masque,masquer,17
sa,son,73
muette,muet,30
extase,extase,22
d',de,81
un,un,71
air,air,21
indifférent,indifférent,30
/.,/.,P
la,le,71
comtesse,comtesse,22
allongea,allonger,19
son,son,73
petit,petit,30
pied,pied,21
chaussé,chaussé,31
d',de,81
une,un,71
pantoufle,pantoufle,22
en,en,81
peau,peau,22
mordorée,mordoré,30
",",",",p
dans,dans,81
la,le,71
laine,laine,22
soyeuse,soyeux,30
du,de,81
du,le,71
tapis,tapis,21
gazon,gazon,21
placé,placé,31
sous,sous,81
la,le,71
table,table,22
pour,pour,81
neutraliser,neutraliser,14
le,le,71
froid,froid,30
contact,contact,21
de,de,81
la,le,71
mosaïque,mosaïque,22
de,de,81
marbre,marbre,21
blanc,blanc,30
et,et,82
de,de,81
brocatelle,brocatelle,22
de,de,81
Vérone,Vérone,20
qui,qui,52
pavait,paver,18
la,le,71
salle,salle,22
à,à,81
manger,manger,14
",",",",p
fit,faire,19
un,un,71
léger,léger,30
mouvement,mouvement,21
d',de,81
épaules,épaule,22
comme,comme,83
glacée,glacé,31
par,par,81
un,un,71
