11813
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Soixantième extrait>,<>,<>
murs,mur,21
",",",",p
pas,pas,60
davantage,davantage,60
",",",",p
et,et,82
il,il,51
y,y,52
en,en,52
avait,avoir,18
bien,bien,60
deux,deux,72
livres,livre,21
de,de,81
trois,trois,72
sous,sou,21
/.,/.,P
Gervaise,Gervaise,20
",",",",p
empêtrée,empêtré,31
là dedans,là-dedans,60
",",",",p
les,le,71
bras,bras,21
cassés,cassé,31
par,par,81
cette,ce,74
addition,addition,22
",",",",p
se,se,51
fâchait,fâcher,18
",",",",p
donnait,donner,18
des,de,81
des,le,71
coups,coup,21
de,de,81
poing,poing,21
sur,sur,81
la,le,71
table,table,22
",",",",p
ou,ou,82
bien,bien,60
finissait,finir,18
par,par,81
pleurer,pleurer,14
comme,comme,83
une,un,71
bête,bête,22
/.,/.,P
un,un,71
soir,soir,21
",",",",p
elle,il,51
cria,crier,19
:,:,p
-,-,p
je,je,51
file,filer,17
demain,demain,60
",",",",p
moi,moi,51
!,!,p
j',je,51
aime,aimer,17
mieux,mieux,60
mettre,mettre,14
la,le,71
clef,clé,22
sous,sous,81
la,le,71
porte,porte,22
et,et,82
coucher,coucher,14
sur,sur,81
le,le,71
trottoir,trottoir,21
",",",",p
que,que,83
de,de,81
continuer,continuer,14
à,à,81
vivre,vivre,14
dans,dans,81
des,de,81
des,le,71
transes,transe,22
pareilles,pareil,30
/.,/.,P
-,-,p
il,il,51
serait,être,16
plus,plus,60
sage,sage,30
",",",",p
dit,dire,19
sournoisement,sournoisement,60
Lantier,Lantier,20
",",",",p
de,de,81
céder,céder,14
le,le,71
bail,bail,21
",",",",p
si,si,83
l',l',94
on,on,51
trouvait,trouver,18
quelqu'un,quelqu'un,52
/…,/…,P
lorsque,lorsque,83
vous,vous,51
serez,être,15
décidés,décider,12
tous,tout,75
les,le,71
deux,deux,72
à,à,81
lâcher,lâcher,14
la,le,71
boutique,boutique,22
/…,/…,P
elle,il,51
l',le,52
interrompit,interrompre,19
avec,avec,81
plus,plus,60
de,de,81
violence,violence,22
:,:,p
-,-,p
mais,mais,82
tout,tout,60
de,de,81
suite,suite,22
",",",",p
tout,tout,60
de,de,81
suite,suite,22
!,!,p
ah,ah,93
!,!,p
je,je,51
serais,être,16
joliment,joliment,60
débarrassée,débarrasser,12
/!,/!,P
alors,alors,60
",",",",p
le,le,71
chapelier,chapelier,21
se,se,51
montra,montrer,19
très,très,60
pratique,pratique,30
/.,/.,P
en,en,81
cédant,céder,13
le,le,71
bail,bail,21
",",",",p
on,on,51
obtiendrait,obtenir,16
sans,sans,81
doute,doute,21
du,de,81
du,le,71
nouveau,nouveau,30
locataire,locataire,21
les,le,71
deux,deux,72
termes,terme,21
en,en,81
retard,retard,21
/.,/.,P
et,et,82
il,il,51
se,se,51
risqua,risquer,19
à,à,81
parler,parler,14
des,de,81
des,le,71
Poisson,Poisson,20
",",",",p
il,il,51
rappela,rappeler,19
que,que,83
Virginie,Virginie,20
cherchait,chercher,18
un,un,71
magasin,magasin,21
;,;,p
la,le,71
boutique,boutique,22
lui,lui,51
conviendrait,convenir,16
peut-être,peut-être,60
/.,/.,P
il,il,51
se,se,51
souvenait,souvenir,18
à,à,81
présent,présent,21
de,de,81
lui,lui,51
en,en,52
avoir,avoir,14
entendu,entendre,12
souhaiter,souhaiter,14
une,un,71
toute,tout,60
semblable,semblable,30
/.,/.,P
mais,mais,82
la,le,71
blanchisseuse,blanchisseuse,22
",",",",p
au,à,81
au,le,71
nom,nom,21
de,de,81
Virginie,Virginie,20
",",",",p
avait,avoir,18
subitement,subitement,60
repris,reprendre,12
son,son,73
calme,calme,21
/.,/.,P
on,on,51
verrait,voir,16
;,;,p
on,on,51
parlait,parler,18
toujours,toujours,60
de,de,81
planter,planter,14
là,là,60
son,son,73
chez,chez,81
soi,soi,51
dans,dans,81
la,le,71
colère,colère,22
",",",",p
seulement,seulement,60
la,le,71
chose,chose,22
ne,ne,60
semblait,sembler,18
pas,pas,60
si,si,60
facile,facile,30
",",",",p
quand,quand,83
on,on,51
réfléchissait,réfléchir,18
/.,/.,P
les,le,71
jours,jour,21
suivants,suivant,30
",",",",p
Lantier,Lantier,20
eut,avoir,19
beau,beau,60
recommencer,recommencer,14
ses,son,73
litanies,litanie,22
",",",",p
Gervaise,Gervaise,20
répondait,répondre,18
qu',que,83
elle,il,51
s',se,51
était,être,18
vue,voir,12
plus,plus,60
bas,bas,30
et,et,82
s',se,51
en,en,52
était,être,18
tirée,tirer,12
/.,/.,P
la,le,71
belle,beau,30
avance,avance,22
",",",",p
lorsqu',lorsque,83
elle,il,51
n',ne,60
aurait,avoir,16
plus,plus,60
sa,son,73
boutique,boutique,22
/!,/!,P
ça,ça,52
ne,ne,60
lui,lui,51
donnerait,donner,16
pas,pas,60
du,de,81
du,le,71
pain,pain,21
/.,/.,P
elle,il,51
allait,aller,18
",",",",p
au,à,81
au,le,71
contraire,contraire,21
",",",",p
reprendre,reprendre,14
des,de,81
des,le,71
ouvrières,ouvrière,22
et,et,82
se,se,51
faire,faire,14
une,un,71
nouvelle,nouveau,30
clientèle,clientèle,22
/.,/.,P
elle,il,51
disait,dire,18
cela,cela,52
pour,pour,81
se,se,51
débattre,débattre,14
contre,contre,81
les,le,71
bonnes,bon,30
raisons,raison,22
du,de,81
du,le,71
chapelier,chapelier,21
",",",",p
qui,qui,52
la,le,52
montrait,montrer,18
par,par,81
terre,terre,22
",",",",p
écrasée,écrasé,31
sous,sous,81
les,le,71
frais,frais,21
",",",",p
sans,sans,81
le,le,71
moindre,moindre,30
espoir,espoir,21
de,de,81
remonter,remonter,14
sur,sur,81
sa,son,73
bête,bête,22
/.,/.,P
mais,mais,82
il,il,51
eut,avoir,19
la,le,71
maladresse,maladresse,22
de,de,81
prononcer,prononcer,14
encore,encore,60
le,le,71
nom,nom,21
de,de,81
Virginie,Virginie,20
",",",",p
et,et,82
elle,il,51
s',se,51
entêta,entêter,19
alors,alors,60
furieusement,furieusement,60
/.,/.,P
non,non,60
",",",",p
non,non,60
",",",",p
jamais,jamais,60
/!,/!,P
elle,il,51
avait,avoir,18
toujours,toujours,60
douté,douter,12
du,de,81
du,le,71
coeur,coeur,21
de,de,81
Virginie,Virginie,20
;,;,p
si,si,83
Virginie,Virginie,20
ambitionnait,ambitionner,18
la,le,71
boutique,boutique,22
",",",",p
c',ce,52
était,être,18
pour,pour,81
l',le,52
humilier,humilier,14
/.,/.,P
elle,il,51
l',le,52
aurait,avoir,16
cédée,céder,12
peut-être,peut-être,60
à,à,81
la,le,71
première,premier,72
femme,femme,22
dans,dans,81
la,le,71
rue,rue,22
",",",",p
mais,mais,82
pas,pas,60
à,à,81
cette,ce,74
grande,grand,30
hypocrite,hypocrite,22
qui,qui,52
attendait,attendre,18
certainement,certainement,60
depuis,depuis,81
des,de,81
des,le,71
années,année,22
de,de,81
lui,lui,51
voir,voir,14
faire,faire,14
le,le,71
saut,saut,21
/.,/.,P
oh,oh,93
!,!,p
ça,ça,52
expliquait,expliquer,18
tout,tout,52
/.,/.,P
elle,il,51
comprenait,comprendre,18
à,à,81
présent,présent,21
pourquoi,pourquoi,60
des,de,81
des,le,71
étincelles,étincelle,22
jaunes,jaune,30
s',se,51
allumaient,allumer,18
dans,dans,81
les,le,71
yeux,oeil,21
de,de,81
chat,chat,21
de,de,81
cette,ce,74
Margot,Margot,20
/.,/.,P
oui,oui,60
",",",",p
Virginie,Virginie,20
gardait,garder,18
sur,sur,81
la,le,71
conscience,conscience,22
la,le,71
fessée,fessée,22
du,de,81
du,le,71
lavoir,lavoir,21
",",",",p
elle,il,51
mijotait,mijoter,18
sa,son,73
rancune,rancune,22
dans,dans,81
la,le,71
cendre,cendre,22
/.,/.,P
eh,eh,93
bien,bien,60
",",",",p
elle,il,51
agirait,agir,16
prudemment,prudemment,60
en,en,81
mettant,mettre,13
sa,son,73
fessée,fessée,22
sous verre,sous-verre,21
",",",",p
si,si,83
elle,il,51
ne,ne,60
voulait,vouloir,18
pas,pas,60
en,en,52
recevoir,recevoir,14
une,un,71
seconde,seconde,22
/.,/.,P
et,et,82
ça,ça,52
ne,ne,60
serait,être,16
pas,pas,60
long,long,30
",",",",p
elle,il,51
pouvait,pouvoir,18
apprêter,apprêter,14
son,son,73
pétard,pétard,21
/.,/.,P
Lantier,Lantier,20
",",",",p
devant,devant,81
ce,ce,74
débordement,débordement,21
de,de,81
mauvaises,mauvais,30
paroles,parole,22
",",",",p
remoucha,remoucher,19
d'abord,d'abord,60
Gervaise,Gervaise,20
;,;,p
il,il,51
l',le,52
appela,appeler,19
tête,tête,22
de,de,81
pioche,pioche,22
",",",",p
boîte,boîte,22
à,à,81
ragots,ragot,21
",",",",p
madame,madame,22
Pétesec,Pétesec,20
",",",",p
et,et,82
s',se,51
emballa,emballer,19
au,à,81
au,le,71
point,point,21
de,de,81
traiter,traiter,14
Coupeau,Coupeau,20
lui-même,lui-même,51
de,de,81
pedzouille,pedzouille,21
",",",",p
en,en,81
l',le,52
accusant,accuser,13
de,de,81
ne,ne,60
pas,pas,60
savoir,savoir,14
faire,faire,14
respecter,respecter,14
un,un,71
ami,ami,21
par,par,81
sa,son,73
femme,femme,22
/.,/.,P
puis,puis,60
",",",",p
comprenant,comprendre,13
que,que,83
la,le,71
colère,colère,22
allait,aller,18
tout,tout,52
compromettre,compromettre,14
",",",",p
il,il,51
jura,jurer,19
qu',que,83
il,il,51
ne,ne,60
s',se,51
occuperait,occuper,16
jamais,jamais,60
plus,plus,60
des,de,81
des,le,71
histoires,histoire,22
des,de,81
des,le,71
autres,autre,52
",",",",p
car,car,82
on,on,51
en,en,52
est,être,17
trop,trop,60
mal,mal,60
récompensé,récompenser,12
;,;,p
et,et,82
il,il,51
parut,paraître,19
",",",",p
en,en,81
effet,effet,21
",",",",p
ne,ne,60
pas,pas,60
pousser,pousser,14
davantage,davantage,60
à,à,81
la,le,71
cession,cession,22
du,de,81
du,le,71
bail,bail,21
",",",",p
guettant,guetter,13
une,un,71
occasion,occasion,22
pour,pour,81
reparler,reparler,14
de,de,81
l',le,71
affaire,affaire,22
et,et,82
décider,décider,14
la,le,71
blanchisseuse,blanchisseuse,22
/.,/.,P
janvier,janvier,21
était,être,18
arrivé,arriver,12
",",",",p
un,un,71
sale,sale,30
temps,temps,21
",",",",p
humide,humide,30
et,et,82
froid,froid,30
/.,/.,P
maman,maman,22
Coupeau,Coupeau,20
",",",",p
qui,qui,52
avait,avoir,18
toussé,tousser,12
et,et,82
étouffé,étouffer,12
tout,tout,75
décembre,décembre,21
",",",",p
dut,devoir,19
se,se,51
coller,coller,14
dans,dans,81
le,le,71
lit,lit,21
",",",",p
après,après,81
les,le,71
rois,roi,21
/.,/.,P
c',ce,52
était,être,18
sa,son,73
rente,rente,22
;,;,p
chaque,chaque,75
hiver,hiver,21
",",",",p
elle,il,51
attendait,attendre,18
ça,ça,52
/.,/.,P
mais,mais,82
",",",",p
cet,ce,74
hiver,hiver,21
",",",",p
autour,autour,60
d',de,81
elle,il,51
",",",",p
on,on,51
disait,dire,18
qu',que,83
elle,il,51
ne,ne,60
sortirait,sortir,16
plus,plus,60
de,de,81
sa,son,73
chambre,chambre,22
que,que,83
les,le,71
pieds,pied,21
en,en,81
avant,avant,21
;,;,p
et,et,82
elle,il,51
avait,avoir,18
",",",",p
à,à,81
la,le,71
vérité,vérité,22
",",",",p
un,un,71
fichu,fichu,31
râle,râle,21
qui,qui,52
sonnait,sonner,18
joliment,joliment,60
le,le,71
sapin,sapin,21
",",",",p
grosse,gros,30
et,et,82
grasse,gras,30
pourtant,pourtant,60
",",",",p
avec,avec,81
un,un,71
oeil,oeil,21
déjà,déjà,60
mort,mort,31
et,et,82
la,le,71
moitié,moitié,22
de,de,81
la,le,71
figure,figure,22
tordue,tordu,31
/.,/.,P
bien,bien,60
sûr,sûr,30
",",",",p
ses,son,73
enfants,enfant,21
ne,ne,60
l',le,52
auraient,avoir,16
pas,pas,60
achevée,achever,12
;,;,p
seulement,seulement,60
",",",",p
elle,il,51
traînait,traîner,18
depuis,depuis,81
si,si,60
longtemps,longtemps,60
",",",",p
elle,il,51
était,être,18
si,si,60
encombrante,encombrant,30
qu',que,83
on,on,51
souhaitait,souhaiter,18
sa,son,73
mort,mort,22
",",",",p
au,à,81
au,le,71
fond,fond,21
",",",",p
comme,comme,83
une,un,71
délivrance,délivrance,22
pour,pour,81
tout,tout,75
le,le,71
monde,monde,21
/.,/.,P
elle-même,lui-même,51
serait,être,16
beaucoup,beaucoup,60
plus,plus,60
heureuse,heureux,30
",",",",p
car,car,82
elle,il,51
avait,avoir,18
fait,faire,12
son,son,73
temps,temps,21
",",",",p
n',ne,60
est,être,17
ce,ce,52
pas,pas,60
?,?,p
et,et,82
quand,quand,83
on,on,51
a,avoir,17
fait,faire,12
son,son,73
temps,temps,21
",",",",p
on,on,51
n',ne,60
a,avoir,17
rien,rien,52
à,à,81
regretter,regretter,14
/.,/.,P
le,le,71
médecin,médecin,21
",",",",p
appelé,appelé,21
une,un,71
fois,fois,22
",",",",p
n',ne,60
était,être,18
même,même,60
pas,pas,60
revenu,revenir,12
/.,/.,P
on,on,51
lui,lui,51
donnait,donner,18
de,de,81
la,le,71
tisane,tisane,22
",",",",p
histoire,histoire,22
de,de,81
ne,ne,60
pas,pas,60
l',le,52
abandonner,abandonner,14
complètement,complètement,60
/.,/.,P
toutes,tout,75
les,le,71
heures,heure,22
",",",",p
on,on,51
entrait,entrer,18
voir,voir,14
si,si,83
elle,il,51
vivait,vivre,18
encore,encore,60
/.,/.,P
elle,il,51
ne,ne,60
parlait,parler,18
plus,plus,60
",",",",p
tant,tant,60
elle,il,51
suffoquait,suffoquer,18
;,;,p
mais,mais,82
",",",",p
de,de,81
son,son,73
oeil,oeil,21
resté,resté,31
bon,bon,30
",",",",p
vivant,vivant,30
et,et,82
clair,clair,30
",",",",p
elle,il,51
regardait,regarder,18
fixement,fixement,60
les,le,71
personnes,personne,22
;,;,p
et,et,82
il,il,51
y,y,52
avait,avoir,18
bien,bien,60
des,de,81
des,le,71
choses,chose,22
dans,dans,81
cet,ce,74
oeil,oeil,21
là,là,60
",",",",p
des,de,81
des,le,71
regrets,regret,21
du,de,81
du,le,71
bel,beau,30
âge,âge,21
",",",",p
des,de,81
des,le,71
tristesses,tristesse,22
à,à,81
voir,voir,14
les,le,71
siens,sien,52
si,si,60
pressés,pressé,31
de,de,81
se,se,51
débarrasser,débarrasser,14
d',de,81
elle,il,51
",",",",p
des,de,81
des,le,71
colères,colère,22
contre,contre,81
cette,ce,74
vicieuse,vicieux,30
de,de,81
Nana,Nana,20
qui,qui,52
ne,ne,60
se,se,51
gênait,gêner,18
plus,plus,60
",",",",p
la,le,71
nuit,nuit,22
",",",",p
pour,pour,81
aller,aller,14
guetter,guetter,14
en,en,81
chemise,chemise,22
par,par,81
la,le,71
porte,porte,22
vitrée,vitré,30
/.,/.,P
un,un,71
lundi,lundi,21
soir,soir,21
",",",",p
Coupeau,Coupeau,20
rentra,rentrer,19
paf,paf,93
/.,/.,P
depuis,depuis,81
que,que,83
sa,son,73
mère,mère,22
était,être,18
en,en,81
danger,danger,21
",",",",p
il,il,51
vivait,vivre,18
dans,dans,81
un,un,71
attendrissement,attendrissement,21
continu,continu,30
/.,/.,P
quand,quand,83
il,il,51
fut,être,19
couché,coucher,12
",",",",p
ronflant,ronfler,13
à,à,81
poings,poing,21
fermés,fermé,31
",",",",p
Gervaise,Gervaise,20
tourna,tourner,19
encore,encore,60
un,un,71
instant,instant,21
/.,/.,P
elle,il,51
veillait,veiller,18
maman,maman,22
Coupeau,Coupeau,20
une,un,71
partie,partie,22
de,de,81
la,le,71
nuit,nuit,22
/.,/.,P
d',de,81
ailleurs,ailleurs,60
",",",",p
Nana,Nana,20
se,se,51
montrait,montrer,18
très,très,60
brave,brave,30
",",",",p
couchait,coucher,18
toujours,toujours,60
auprès,auprès,60
de,de,81
la,le,71
vieille,vieille,22
",",",",p
en,en,81
disant,dire,13
que,que,83
si,si,83
elle,il,51
l',le,52
entendait,entendre,18
mourir,mourir,14
",",",",p
elle,il,51
avertirait,avertir,16
bien,bien,60
tout,tout,75
le,le,71
monde,monde,21
/.,/.,P
cette,ce,74
nuit,nuit,22
là,là,60
",",",",p
comme,comme,83
la,le,71
petite,petite,22
dormait,dormir,18
et,et,82
que,que,52
la,le,71
malade,malade,22
semblait,sembler,18
sommeiller,sommeiller,14
paisiblement,paisiblement,60
",",",",p
la,le,71
blanchisseuse,blanchisseuse,22
finit,finir,19
par,par,81
céder,céder,14
à,à,81
Lantier,Lantier,20
",",",",p
qui,qui,52
l',le,52
appelait,appeler,18
de,de,81
sa,son,73
chambre,chambre,22
",",",",p
où,où,60
il,il,51
lui,lui,51
conseillait,conseiller,18
de,de,81
venir,venir,14
se,se,51
reposer,reposer,14
un,un,71
peu,peu,60
/.,/.,P
ils,ils,51
gardèrent,garder,19
seulement,seulement,60
une,un,71
bougie,bougie,22
allumée,allumé,31
",",",",p
posée,posé,31
à,à,81
terre,terre,22
",",",",p
derrière,derrière,81
l',le,71
armoire,armoire,22
/.,/.,P
mais,mais,82
",",",",p
vers,vers,81
trois,trois,72
heures,heure,22
",",",",p
Gervaise,Gervaise,20
sauta,sauter,19
brusquement,brusquement,60
du,de,81
du,le,71
lit,lit,21
",",",",p
grelottante,grelottant,30
",",",",p
prise,pris,31
d',de,81
une,un,71
angoisse,angoisse,22
/.,/.,P
elle,il,51
avait,avoir,18
cru,croire,12
sentir,sentir,14
un,un,71
souffle,souffle,21
froid,froid,30
lui,lui,51
passer,passer,14
sur,sur,81
le,le,71
corps,corps,21
/.,/.,P
le,le,71
bout,bout,21
de,de,81
bougie,bougie,22
était,être,18
brûlé,brûler,12
",",",",p
elle,il,51
renouait,renouer,18
ses,son,73
jupons,jupon,21
dans,dans,81
l',le,71
obscurité,obscurité,22
",",",",p
étourdie,étourdi,31
",",",",p
les,le,71
mains,main,22
fiévreuses,fiévreux,30
/.,/.,P
ce,ce,52
fut,être,19
seulement,seulement,60
dans,dans,81
le,le,71
cabinet,cabinet,21
",",",",p
après,après,81
s',se,51
être,être,14
cognée,cogner,12
aux,à,81
aux,le,71
meubles,meuble,21
",",",",p
qu',que,83
elle,il,51
put,pouvoir,19
allumer,allumer,14
une,un,71
petite,petit,30
lampe,lampe,22
/.,/.,P
au,à,81
au,le,71
milieu,milieu,21
du,de,81
du,le,71
silence,silence,21
écrasé,écrasé,31
des,de,81
des,le,71
ténèbres,ténèbre,22
",",",",p
les,le,71
ronflements,ronflement,21
du,de,81
du,le,71
zingueur,zingueur,21
mettaient,mettre,18
seuls,seul,30
deux,deux,72
notes,note,22
graves,grave,30
/.,/.,P
Nana,Nana,20
",",",",p
étalée,étalé,31
sur,sur,81
le,le,71
dos,dos,21
",",",",p
avait,avoir,18
un,un,71
petit,petit,30
souffle,souffle,21
",",",",p
entre,entre,81
ses,son,73
lèvres,lèvre,22
gonflées,gonflé,31
/.,/.,P
et,et,82
Gervaise,Gervaise,20
",",",",p
ayant,avoir,13
baissé,baisser,12
la,le,71
lampe,lampe,22
qui,qui,52
faisait,faire,18
danser,danser,14
de,de,81
grandes,grand,30
ombres,ombre,22
",",",",p
éclaira,éclairer,19
le,le,71
visage,visage,21
de,de,81
maman,maman,22
Coupeau,Coupeau,20
",",",",p
la,le,52
vit,voir,19
toute,tout,60
blanche,blanc,30
",",",",p
la,le,71
tête,tête,22
roulée,roulé,31
sur,sur,81
l',le,71
épaule,épaule,22
",",",",p
avec,avec,81
les,le,71
yeux,oeil,21
ouverts,ouvert,31
/.,/.,P
maman,maman,22
Coupeau,Coupeau,20
était,être,18
morte,mourir,12
/.,/.,P
doucement,doucement,60
",",",",p
sans,sans,81
pousser,pousser,14
un,un,71
cri,cri,21
",",",",p
glacée,glacé,31
et,et,82
prudente,prudent,30
",",",",p
la,le,71
blanchisseuse,blanchisseuse,22
revint,revenir,19
dans,dans,81
la,le,71
chambre,chambre,22
de,de,81
Lantier,Lantier,20
/.,/.,P
il,il,51
s',se,51
était,être,18
rendormi,rendormir,12
/.,/.,P
elle,il,51
se,se,51
pencha,pencher,19
",",",",p
en,en,81
murmurant,murmurer,13
:,:,p
-,-,p
dis,dire,17
donc,donc,82
",",",",p
c',ce,52
est,être,17
fini,finir,12
",",",",p
elle,il,51
est,être,17
morte,mourir,12
/.,/.,P
tout,tout,60
appesanti,appesanti,31
de,de,81
sommeil,sommeil,21
",",",",p
mal,mal,60
éveillé,éveillé,31
",",",",p
il,il,51
grogna,grogner,19
d'abord,d'abord,60
:,:,p
-,-,p
fiche,ficher,17
moi,moi,51
la,le,71
paix,paix,22
",",",",p
couche,coucher,17
toi,toi,51
/…,/…,P
nous,nous,51
ne,ne,60
pouvons,pouvoir,17
rien,rien,52
lui,lui,51
faire,faire,14
",",",",p
si,si,83
elle,il,51
est,être,17
morte,mourir,12
/.,/.,P
puis,puis,60
",",",",p
il,il,51
se,se,51
leva,lever,19
sur,sur,81
un,un,71
coude,coude,21
",",",",p
demandant,demander,13
:,:,p
-,-,p
quelle,quel,75
heure,heure,22
est,être,17
il,il,51
/?,/?,P
trois,trois,72
heures,heure,22
/.,/.,P
-,-,p
trois,trois,72
heures,heure,22
seulement,seulement,60
/!,/!,P
couche,coucher,17
toi,toi,51
donc,donc,82
/.,/.,P
tu,tu,51
vas,aller,17
prendre,prendre,14
du,de,81
du,le,71
mal,mal,21
/…,/…,P
lorsqu',lorsque,83
il,il,51
fera,faire,15
jour,jour,21
",",",",p
on,on,51
verra,voir,15
/.,/.,P
mais,mais,82
elle,il,51
ne,ne,60
l',le,52
écoutait,écouter,18
pas,pas,60
",",",",p
elle,il,51
s',se,51
habillait,habiller,18
complètement,complètement,60
/.,/.,P
lui,lui,51
",",",",p
alors,alors,60
",",",",p
se,se,51
recolla,recoller,19
sous,sous,81
la,le,71
couverture,couverture,22
",",",",p
le,le,71
nez,nez,21
contre,contre,81
la,le,71
muraille,muraille,22
",",",",p
en,en,81
parlant,parler,13
de,de,81
la,le,71
sacrée,sacré,31
tête,tête,22
des,de,81
des,le,71
femmes,femme,22
/.,/.,P
est,être,17
ce,ce,52
que,que,83
c',ce,52
était,être,18
pressé,presser,12
d',de,81
annoncer,annoncer,14
au,à,81
au,le,71
monde,monde,21
qu',que,83
il,il,51
y,y,52
avait,avoir,18
un,un,71
mort,mort,21
dans,dans,81
le,le,71
logement,logement,21
/?,/?,P
ça,ça,52
manquait,manquer,18
de,de,81
gaieté,gaieté,22
au,à,81
au,le,71
milieu,milieu,21
de,de,81
la,le,71
nuit,nuit,22
;,;,p
et,et,82
il,il,51
était,être,18
exaspéré,exaspérer,12
de,de,81
voir,voir,14
son,son,73
sommeil,sommeil,21
gâté,gâté,31
par,par,81
des,de,81
des,le,71
idées,idée,22
noires,noir,30
/.,/.,P
cependant,cependant,82
",",",",p
quand,quand,83
elle,il,51
eut,avoir,19
reporté,reporter,12
dans,dans,81
sa,son,73
chambre,chambre,22
ses,son,73
affaires,affaire,22
",",",",p
jusqu',jusque,81
à,à,81
ses,son,73
épingles,épingle,22
à,à,81
cheveux,cheveu,21
",",",",p
elle,il,51
s',se,51
assit,asseoir,19
chez,chez,81
elle,il,51
",",",",p
sanglotant,sangloter,13
à,à,81
son,son,73
aise,aise,22
",",",",p
ne,ne,60
craignant,craindre,13
plus,plus,60
d',de,81
être,être,14
surprise,surprendre,12
avec,avec,81
le,le,71
chapelier,chapelier,21
/.,/.,P
au,à,81
au,le,71
fond,fond,21
",",",",p
elle,il,51
aimait,aimer,18
bien,bien,60
maman,maman,22
Coupeau,Coupeau,20
",",",",p
elle,il,51
éprouvait,éprouver,18
un,un,71
gros,gros,30
chagrin,chagrin,21
",",",",p
après,après,81
n',ne,60
avoir,avoir,14
ressenti,ressentir,12
",",",",p
dans,dans,81
le,le,71
premier,premier,72
moment,moment,21
",",",",p
que,que,83
de,de,81
la,le,71
peur,peur,22
et,et,82
de,de,81
l',le,71
ennui,ennui,21
",",",",p
en,en,81
lui,lui,51
voyant,voir,13
choisir,choisir,14
si,si,60
mal,mal,60
son,son,73
heure,heure,22
pour,pour,81
s',se,51
en,en,52
aller,aller,14
/.,/.,P
et,et,82
elle,il,51
pleurait,pleurer,18
toute,tout,60
seule,seul,30
",",",",p
très,très,60
fort,fort,60
dans,dans,81
le,le,71
silence,silence,21
",",",",p
sans,sans,81
que,que,83
le,le,71
zingueur,zingueur,21
cessât,cesser,18
de,de,81
ronfler,ronfler,14
;,;,p
il,il,51
n',ne,60
entendait,entendre,18
rien,rien,52
",",",",p
elle,il,51
l',le,52
avait,avoir,18
appelé,appeler,12
et,et,82
secoué,secouer,12
",",",",p
puis,puis,60
elle,il,51
s',se,51
était,être,18
décidée,décider,12
à,à,81
le,le,52
laisser,laisser,14
tranquille,tranquille,30
",",",",p
en,en,81
réfléchissant,réfléchir,13
que,que,83
ce,ce,52
serait,être,16
un,un,71
nouvel,nouveau,30
embarras,embarras,21
",",",",p
s',si,83
il,il,51
se,se,51
réveillait,réveiller,18
/.,/.,P
comme,comme,83
elle,il,51
retournait,retourner,18
auprès,auprès,60
du,de,81
du,le,71
corps,corps,21
",",",",p
elle,il,51
trouva,trouver,19
Nana,Nana,20
sur,sur,81
son,son,73
séant,séant,21
",",",",p
qui,qui,52
se,se,51
frottait,frotter,18
les,le,71
yeux,oeil,21
/.,/.,P
la,le,71
petite,petite,22
comprit,comprendre,19
",",",",p
allongea,allonger,19
le,le,71
menton,menton,21
pour,pour,81
mieux,mieux,60
voir,voir,14
sa,son,73
grand'mère,grand-mère,22
",",",",p
avec,avec,81
sa,son,73
curiosité,curiosité,22
de,de,81
gamine,gamine,22
vicieuse,vicieux,30
;,;,p
elle,il,51
ne,ne,60
disait,dire,18
rien,rien,52
",",",",p
elle,il,51
était,être,18
un,un,71
peu,peu,60
tremblante,tremblant,30
",",",",p
étonnée,étonné,31
et,et,82
satisfaite,satisfait,31
en,en,81
face,face,22
de,de,81
cette,ce,74
mort,mort,22
qu',que,52
elle,il,51
se,se,51
promettait,promettre,18
depuis,depuis,81
deux,deux,72
jours,jour,21
",",",",p
comme,comme,83
une,un,71
vilaine,vilain,30
chose,chose,22
",",",",p
cachée,caché,31
et,et,82
défendue,défendu,31
aux,à,81
aux,le,71
enfants,enfant,21
;,;,p
et,et,82
",",",",p
devant,devant,81
ce,ce,74
masque,masque,21
blanc,blanc,30
",",",",p
aminci,aminci,31
au,à,81
au,le,71
dernier,dernier,30
hoquet,hoquet,21
par,par,81
la,le,71
passion,passion,22
de,de,81
la,le,71
vie,vie,22
",",",",p
ses,son,73
prunelles,prunelle,22
de,de,81
jeune,jeune,30
chatte,chatte,22
s',se,51
agrandissaient,agrandir,18
",",",",p
elle,il,51
avait,avoir,18
cet,ce,74
engourdissement,engourdissement,21
de,de,81
l',le,71
échine,échine,22
dont,dont,52
elle,il,51
était,être,18
clouée,clouer,12
derrière,derrière,81
les,le,71
vitres,vitre,22
de,de,81
la,le,71
porte,porte,22
",",",",p
quand,quand,83
elle,il,51
allait,aller,18
moucharder,moucharder,14
là,là,60
ce,ce,52
qui,qui,52
ne,ne,60
regarde,regarder,17
pas,pas,60
les,le,71
morveuses,morveuse,22
/.,/.,P
-,-,p
allons,aller,17
",",",",p
lève,lever,17
toi,toi,51
",",",",p
lui,lui,51
dit,dire,19
sa,son,73
mère,mère,22
à,à,81
voix,voix,22
basse,bas,30
/.,/.,P
je,je,51
ne,ne,60
veux,vouloir,17
pas,pas,60
que,que,83
tu,tu,51
restes,rester,17
/.,/.,P
elle,il,51
se,se,51
laissa,laisser,19
couler,couler,14
du,de,81
du,le,71
